AgID,Inc,Co,OwOReF,Sta,MidIn,NumCa,LNa,Ph,MarSta,CrRat,C,NuChil,A,Empl,NuCreCar,NWor
pgw8090,198921.0,,O,IA,,5.0,pgwifyqccowwmqexha,1-930-758-5891,D,768.0,Norfolk,0.0,38.0,Belden,7.0,2940685.0
sic8091,419717.0,United States of America,R,MN,T,3.0,siczafdkux,1-772-090-7589,M,585.0,Fresno,3.0,55.0,Oneok,5.0,997874.0
AFP8092,315699.0,United States of America,R,Saskatchewan,,1.0,AFPQVDWXHL,1-940-293-8766,M,695.0,San Antonio,2.0,23.0,Cummins,5.0,1210663.0
ABE8093,458150.0,United States of America,O,British Columbia,d,3.0,ABETTOQSUDXFTEJXWHVJE,1-981-100-7095,S,560.0,Savannah,0.0,38.0,Whirlpool,5.0,2550067.0
Egy8094,122267.0,United States of America,R,New Brunswick,Z,3.0,Egypomvbancbwzluentqofdmbr,1-937-993-9509,U,574.0,Montpelier,,73.0,National Semiconductor,6.0,2539291.0
JPQ8095,478349.0,United States of America,O,NH,,5.0,JPQTLCTGNEGYAVPXXGGMNQ,1-354-845-8552,U,376.0,Peoria,4.0,40.0,Belden,0.0,2469405.0
end8096,,United States of America,O,British Columbia,,2.0,endgioqanjrqwkpozrwuwinc,1-088-580-0647,S,797.0,Santa Clara,5.0,42.0,CIT Group,8.0,1975282.0
MXE8097,7977.0,United States of America,O,WA,P,1.0,MXEOCUVPCLP,1-085-672-0938,W,337.0,St. Catharines,4.0,50.0,Cisco Systems,0.0,3414193.0
Amy8098,114056.0,United States of America,O,OH,,4.0,Amyypkrutcuve,1-942-438-0390,M,500.0,Fullerton,1.0,36.0,DynCorp International,2.0,716072.0
THW8099,38385.0,United States of America,O,MI,L,3.0,THWXQFOLVLIRTMFBG,1-368-485-7766,M,441.0,San Diego,1.0,1.0,AmerisourceBergen,1.0,1939896.0
VOL8100,440119.0,United States of America,O,NJ,,3.0,VOLITV,1-487-056-2126,U,457.0,Palmdale,1.0,65.0,Symantec,,803068.0
LPY8101,169057.0,United States of America,O,WA,,3.0,LPYIXVLDKTVFXAJSWTTMXWLN,1-839-459-7027,S,445.0,Ottawa,0.0,54.0,Dynegy,6.0,2284224.0
Tua8102,17488.0,Canada,O,Saskatchewan,,5.0,Tuamnhcjo,1-465-801-3992,D,332.0,Greensboro,5.0,5.0,Duke Energy,8.0,3097815.0
clf8103,435367.0,United States of America,O,OK,,4.0,clfpmbcxgxyyfyiyscbppj,,S,312.0,Grand Rapids,0.0,95.0,Amerco,0.0,3456695.0
orx8104,68214.0,United States of America,O,LA,,3.0,orxeor,1-003-461-5039,U,627.0,Erie,1.0,48.0,Enbridge Energy Partners,2.0,407732.0
Whj8105,398010.0,Canada,R,DC,Q,,Whjcxpatltrc,1-361-908-2795,U,570.0,Chicago,2.0,90.0,Publix Super Markets,8.0,3440867.0
odc8106,2374.0,United States of America,O,AL,r,5.0,odcwte,1-256-052-2241,M,543.0,Glendale,3.0,68.0,,10.0,1045086.0
jcr8107,19437.0,United States of America,U,NV,i,2.0,jcrlxobdsaxrzjtmxfugszkro,,S,492.0,Buffalo,3.0,,Reliant Energy,0.0,
SVD8108,437123.0,,O,HI,U,1.0,SVDJBZWTZIAERPVVBTBAAW,1-491-847-6153,U,818.0,Sherbrooke,1.0,97.0,,8.0,1715912.0
Oej8109,209471.0,United States of America,U,ME,,5.0,Oejkmlvrzhcjiyicsqgyrfjpvnhpu,1-231-942-7653,D,687.0,Huntington,5.0,61.0,Zimmer Holdings,9.0,1134049.0
lym8110,352870.0,United States of America,,WY,,2.0,lymre,1-212-180-4062,M,686.0,Idaho Falls,5.0,67.0,American Eagle Outfitters,10.0,3926979.0
SNX8111,362274.0,United States of America,O,MS,,,SNXYJ,1-894-425-4438,S,717.0,New Orleans,5.0,61.0,Newell Rubbermaid,0.0,3227952.0
Wwh8112,429384.0,United States of America,O,MI,,,Wwhlrydidqweaeheuvpkjxukln,1-345-782-7944,M,599.0,Overland Park,2.0,74.0,Allegheny Energy,2.0,2705339.0
Yzz8113,205435.0,United States of America,O,Nova Scotia,,0.0,Yzzidpvtknxbmhgv,1-060-328-8171,M,547.0,Mount Pearl,2.0,83.0,General Electric,4.0,403335.0
Vib8114,162479.0,United States of America,O,IL,,4.0,Vibsnwrlrcpkvuxegkipevevbc,1-608-054-6525,M,400.0,Elizabeth,4.0,2.0,Belk,4.0,977058.0
Mvy8115,497960.0,United States of America,O,Ontario,u,3.0,Mvyrvvxtpckdo,1-845-870-4364,M,688.0,Knoxville,0.0,62.0,AFLAC,1.0,1639703.0
Wgx8116,361157.0,United States of America,O,NJ,,1.0,Wgxdhozmtdwwjadzwaaxjxdpdyi,1-172-658-0974,,432.0,Irvine,5.0,45.0,Liberty Mutual Insurance Group,5.0,2678765.0
PKT8117,308692.0,United States of America,O,NY,,1.0,PKTPWNFWXBGCHWLNPMEEHHLNYYQ,1-515-162-9130,S,766.0,Oshawa,0.0,,Republic Services,7.0,1171157.0
GVT8118,237879.0,United States of America,O,IA,,1.0,GVTCKLFSLT,1-966-006-8253,M,533.0,Seattle,0.0,37.0,Burlington Coat Factory,10.0,3763406.0
KGV8119,221939.0,United States of America,,WV,,5.0,KGVSKRDZEFO,1-321-378-6202,M,709.0,Quebec,5.0,72.0,Newfield Exploration,1.0,
COS8120,206508.0,United States of America,U,NM,j,2.0,COSKBHUCZGLGTKZ,1-094-058-4905,U,648.0,Warren,2.0,67.0,NTK Holdings,8.0,1556212.0
Xfe8121,406976.0,United States of America,O,RI,,2.0,Xfetwoukaettvivvrxdrj,1-715-561-8903,M,662.0,Reno,3.0,41.0,Autoliv,6.0,3459747.0
wmn8122,82867.0,United States of America,O,UT,i,0.0,wmnhgushpbthxkq,1-980-702-3820,W,444.0,Concord,4.0,96.0,Baxter International,8.0,3650524.0
Nnr8123,385400.0,United States of America,R,CO,,,Nnrgfkwocnhahg,1-430-596-3760,U,527.0,Newark,4.0,27.0,Insight Enterprises,5.0,3211158.0
aju8124,14275.0,United States of America,R,KS,,4.0,ajusxwtxzqdjzcgquda,1-913-397-6528,M,351.0,Hollywood,0.0,37.0,Fastenal,7.0,193457.0
Ghl8125,42799.0,Canada,O,New Brunswick,,4.0,Ghlbivxwfwtcybatswaexujts,1-780-272-0646,D,555.0,Phoenix,5.0,60.0,Sears Holdings,0.0,179287.0
Rgb8126,465050.0,United States of America,R,AK,H,2.0,Rgbxzaszogeszufqvvkx,1-616-151-6136,D,399.0,Boston,4.0,95.0,Gannett,10.0,2476234.0
ISA8127,68454.0,United States of America,,Manitoba,,2.0,ISATBRICIGTJHEXKIFU,1-878-310-3327,U,517.0,Orange,5.0,4.0,Expeditors International,3.0,582144.0
qpi8128,462520.0,United States of America,R,AR,L,1.0,qpixqfggv,1-121-395-3295,D,349.0,Little Rock,3.0,99.0,VF,7.0,3168117.0
Wpl8129,157376.0,United States of America,O,WA,,4.0,Wplrnpahihw,1-015-320-6636,M,460.0,Tempe,4.0,40.0,Cardinal Health,3.0,577496.0
gwn8130,469519.0,United States of America,O,FL,D,2.0,gwncnpyibilfoedexxjcqecfgit,1-256-760-1793,S,321.0,Allentown,1.0,26.0,Sherwin-Williams,2.0,2172666.0
EDH8131,359678.0,United States of America,,OR,,5.0,EDHSZFQIYUUEFJPSRYSMSXDVEBSQ,1-916-950-4211,W,561.0,Stockton,0.0,14.0,State Farm Insurance Cos.,0.0,3310072.0
Hsq8132,381967.0,United States of America,U,PA,N,4.0,Hsqumbsfurjlbxs,1-820-679-5425,M,476.0,Santa Fe,2.0,7.0,Universal Health Services,5.0,2595989.0
HJP8133,248533.0,Canada,O,DC,T,1.0,HJPDOHMWEMKJBRJXFRJJG,1-196-283-1531,M,579.0,Amarillo,5.0,29.0,Priceline.com,2.0,3818938.0
Kmb8134,125789.0,,U,CO,,3.0,Kmbikndlsgiqoeegwrhdvverq,,D,645.0,Mobile,3.0,14.0,Graybar Electric,5.0,1150303.0
Lgc8135,462723.0,United States of America,O,MN,W,2.0,Lgceuoarznpw,1-310-252-8290,M,616.0,Sherbrooke,3.0,79.0,Owens & Minor,8.0,3730088.0
DII8136,317490.0,United States of America,O,LA,,0.0,DIIYCKKFGE,1-814-394-7093,,696.0,El Paso,5.0,21.0,NBTY,5.0,2210512.0
Fif8137,271286.0,United States of America,O,MI,j,4.0,Fifckjehkgbphvdfydlmyromk,1-297-916-2199,U,618.0,Shreveport,5.0,57.0,JohnsonDiversey,6.0,117995.0
Jxw8138,235292.0,United States of America,R,Newfoundland,,0.0,Jxwliumdfseomeqnyh,1-916-402-2999,M,820.0,Fayetteville,0.0,76.0,Perrigo,4.0,3717247.0
Zlu8139,,United States of America,O,SC,V,,Zluye,1-948-211-6324,D,824.0,Corpus Christi,2.0,92.0,Annaly Capital Management,6.0,460103.0
Bdz8140,35188.0,,O,Alberta,,4.0,Bdzawqbhlnrukfvtwydai,1-723-326-2225,S,519.0,Rochester,3.0,51.0,Williams-Sonoma,6.0,2525611.0
Sto8141,149832.0,United States of America,O,NY,X,1.0,Stobrwlw,1-281-856-2336,M,768.0,Durham,0.0,49.0,CommScope,0.0,2592766.0
Wbn8142,418048.0,Canada,O,DE,V,1.0,Wbnhmiwbwuimkpyxptzbjgemwkwu,1-257-726-8171,D,458.0,Lafayette,5.0,17.0,Hanover Insurance Group,2.0,2460993.0
Cqe8143,146643.0,United States of America,O,AK,j,3.0,Cqelobbplbijwvdm,1-987-083-5202,S,825.0,San Antonio,,40.0,Murphy Oil,6.0,1543629.0
cdq8144,38714.0,United States of America,O,DC,,,cdquqnugtzrkewwysihcoefgxvarl,1-711-859-2325,U,850.0,Flint,1.0,76.0,Navistar International,1.0,3397241.0
Ann8145,440489.0,Canada,O,TX,H,0.0,Annjwpizcr,1-842-023-7557,M,652.0,Gary,1.0,91.0,Ecolab,9.0,884880.0
LNB8146,470583.0,United States of America,O,CO,,3.0,LNBZDKOZ,1-171-286-6175,U,350.0,Orange,3.0,64.0,,4.0,1944220.0
Bnh8147,384868.0,United States of America,O,New Brunswick,S,1.0,Bnhmnihaqw,1-991-406-1884,M,719.0,Yonkers,2.0,,Plains All American Pipeline,0.0,1615708.0
Wwt8148,406499.0,United States of America,O,Manitoba,,1.0,Wwtaelvbuvfxfvouvhfvkeuzr,1-443-558-8486,M,850.0,Rapid City,5.0,55.0,Superior Energy Services,,501558.0
gkd8149,55705.0,United States of America,O,Saskatchewan,a,4.0,gkdgvjkrefnleiwyrbbdslvmi,1-225-672-6616,U,616.0,Inglewood,1.0,10.0,Amphenol,0.0,146343.0
eav8150,318607.0,United States of America,O,DC,N,4.0,eavlobusgzugedtvbpxyhzke,1-889-752-1258,S,575.0,Rapid City,4.0,33.0,Foot Locker,7.0,651007.0
BBQ8151,336614.0,United States of America,O,OR,g,3.0,BBQVTJMDIVVUKXMXVDKZWWK,1-715-108-4952,W,,Anaheim,2.0,100.0,Sigma-Aldrich,4.0,3140982.0
Omw8152,233407.0,United States of America,O,DE,x,4.0,Omwlaxplnmktljwylppni,1-712-483-8046,U,827.0,Anaheim,,57.0,Starwood Hotels & Resorts,6.0,1307980.0
GXG8153,354539.0,United States of America,O,MD,v,5.0,GXGVVFGDHAMLVDY,1-425-436-9198,S,479.0,Boston,3.0,32.0,Johnson Controls,2.0,2349509.0
Reu8154,426622.0,United States of America,O,OR,,5.0,Reuddvyw,1-961-759-8130,D,379.0,Jersey City,2.0,41.0,Supervalu,0.0,3811834.0
Bch8155,287485.0,United States of America,O,New Brunswick,,2.0,Bchndedyber,1-145-022-2139,S,342.0,Fort Collins,0.0,85.0,Constellation Energy,0.0,946348.0
Sdi8156,12283.0,United States of America,O,British Columbia,Z,2.0,Sdijdhqtmqrjkymuqllja,1-664-064-7925,S,385.0,Huntington Beach,1.0,93.0,Ingles Markets,9.0,1279270.0
Ety8157,223604.0,United States of America,R,Quebec,x,5.0,Etyspzjiznukeuqocyfwrbwjvxgusi,1-182-978-9810,W,729.0,Anchorage,2.0,99.0,Virgin Media,0.0,692721.0
Erm8158,118256.0,,O,IN,,4.0,Ermsaaylmswzphwewydminxqlwk,1-929-535-2843,W,729.0,Bakersfield,3.0,79.0,TRW Automotive Holdings,10.0,3163811.0
KFN8159,101641.0,Canada,O,Ontario,E,3.0,KFNAWOHIAZLTKW,1-895-400-6385,D,348.0,San Antonio,3.0,11.0,CMS Energy,3.0,1824263.0
Aup8160,360755.0,United States of America,O,IA,,5.0,Aupnphhayvbejntnpqtenujvcgawjp,1-105-395-7069,U,380.0,Quebec,0.0,91.0,Spectrum Brands,6.0,55523.0
rih8161,66932.0,United States of America,O,MS,Q,0.0,rihkjkmplfkg,1-403-838-7236,M,795.0,Hilo,5.0,14.0,Darden Restaurants,5.0,1732468.0
uge8162,1046.0,United States of America,R,HI,C,0.0,ugebd,1-779-392-7227,M,439.0,Casper,4.0,20.0,Avery Dennison,8.0,1119698.0
Yef8163,182243.0,United States of America,R,VA,c,3.0,Yefoxk,1-387-899-6880,W,587.0,Erie,4.0,7.0,FPL Group,7.0,1513665.0
Kfi8164,262091.0,United States of America,O,Quebec,,2.0,Kfistvyxdauthhxyjdm,1-808-925-4977,M,,Manchester,4.0,41.0,Simon Property Group,4.0,3750549.0
Rrn8165,329551.0,,O,FL,q,,Rrnsxuoiotroqwrrplocmazcbxpe,1-350-854-2202,U,473.0,Huntsville,5.0,55.0,Wyeth,,431599.0
pjq8166,401622.0,,,IN,,4.0,pjquv,1-362-977-2780,U,579.0,Las Cruces,3.0,35.0,McKesson,4.0,10739.0
XSH8167,,United States of America,R,WI,,4.0,XSHCTZPLJTUASLMRXEYDQQJHAM,1-544-827-5607,M,628.0,Santa Fe,2.0,14.0,,7.0,2431923.0
KHG8168,19952.0,United States of America,U,IA,Y,1.0,KHGXMPJE,1-954-159-3230,D,795.0,Fort Lauderdale,3.0,63.0,Helmerich & Payne,0.0,3022855.0
pml8169,,United States of America,,MA,,2.0,pmlbwjwdcdjznlwddzskslwoewzegh,1-381-023-9337,M,776.0,Mesa,0.0,39.0,Dick's Sporting Goods,5.0,3143732.0
nfg8170,129442.0,United States of America,O,Prince Edward Island,,2.0,nfgqjem,1-520-652-6941,M,452.0,Stamford,3.0,44.0,,5.0,3379381.0
Sss8171,363140.0,United States of America,O,WY,,2.0,Sssumzpgcfnatcjsrcszetjai,1-607-807-3132,M,453.0,El Monte,5.0,5.0,Reynolds American,6.0,3356639.0
QUR8172,469249.0,United States of America,R,IA,,1.0,QURXHBLNOUAGZNZIKP,1-801-864-7089,D,437.0,Mobile,0.0,52.0,BJ Services,6.0,2864358.0
ewm8173,439011.0,United States of America,U,PA,c,5.0,ewmwuvwdgjaxihtpdrwvcnwavyr,1-598-892-3616,M,537.0,Providence,2.0,93.0,Consolidated Edison,4.0,2307534.0
qfx8174,312166.0,,,NC,,1.0,qfxoosd,1-707-823-6520,W,717.0,Atlanta,5.0,81.0,Volt Information Sciences,8.0,2189380.0
Eev8175,431603.0,United States of America,O,MD,,2.0,Eevqmnheiqrkdijfhj,1-026-056-6947,S,846.0,Mount Pearl,3.0,17.0,Toll Brothers,5.0,3399421.0
Ofj8176,278790.0,United States of America,R,TN,,4.0,Ofjzodlwpzbwjibx,1-397-746-0552,S,529.0,Paterson,4.0,34.0,Cameron International,9.0,298212.0
osw8177,318563.0,Canada,O,HI,,0.0,oswlexgxghnzsvhzgud,1-677-492-9300,M,330.0,Atlanta,4.0,29.0,,10.0,113758.0
uxt8178,62248.0,Canada,O,MT,h,0.0,uxtabsuoxwhzzwoimm,1-085-487-9852,S,795.0,Ann Arbor,2.0,82.0,Teleflex,8.0,324094.0
Kdl8179,,United States of America,,AZ,,0.0,Kdljh,1-635-756-8687,S,489.0,El Monte,4.0,21.0,Andersons,3.0,3881656.0
QYG8180,247025.0,United States of America,R,FL,,4.0,QYGMKXD,1-445-178-3967,S,353.0,Baton Rouge,5.0,,PPG Industries,5.0,1527059.0
PRE8181,338041.0,United States of America,O,NJ,,0.0,PREWICKMPWCBMOSBPXNAWPQSSQA,1-377-341-7886,U,784.0,Irving,1.0,50.0,Borders Group,2.0,3499626.0
MCG8182,,United States of America,O,ID,,1.0,MCGJECTRXQXXQFL,1-572-480-1354,M,449.0,West Covina,,84.0,Nacco Industries,8.0,1582947.0
PBD8183,9428.0,United States of America,O,Alberta,,1.0,PBDKROITCIFSYHDLAHQKB,1-224-571-6718,W,326.0,Memphis,2.0,27.0,Mirant,7.0,3415635.0
hzq8184,225464.0,Canada,R,CA,,1.0,hzqggxssojudsiuopknp,1-321-322-0488,D,729.0,Wilmington,1.0,44.0,Oshkosh,0.0,1994536.0
Yrk8185,416767.0,United States of America,O,ID,s,1.0,Yrkgfbmnvsbswc,,U,507.0,San Buenaventura,0.0,86.0,Southern,0.0,426125.0
Ysl8186,456718.0,United States of America,O,Newfoundland,,,Yslhbqzspeppgmwv,1-413-216-8569,,593.0,Mesquite,5.0,64.0,Virgin Media,3.0,1703585.0
khg8187,113342.0,United States of America,,WI,B,1.0,khgmmqjpqqllfcjkvgtq,1-519-686-5786,D,695.0,Macon,0.0,10.0,FMC,5.0,3333185.0
Sdt8188,157687.0,United States of America,R,CA,,5.0,Sdtteis,1-008-106-6982,M,530.0,Amarillo,3.0,33.0,Deere,9.0,893537.0
Dwc8189,241471.0,United States of America,O,WI,I,1.0,Dwcjpkzihqjrg,1-498-041-3053,S,573.0,Lubbock,0.0,8.0,Corning,4.0,690568.0
frb8190,438046.0,United States of America,U,OR,,4.0,frbentracjqvkmujpddbxhbudpg,1-191-776-3418,M,672.0,London,4.0,2.0,Wyndham Worldwide,2.0,3623733.0
ulp8191,456022.0,United States of America,O,MS,C,4.0,ulputtixvghazhrs,1-080-277-1648,U,693.0,Syracuse,4.0,10.0,PPL,2.0,2204304.0
zhi8192,167597.0,United States of America,O,NV,,,zhitbrtpkmpbeaaotdj,1-345-056-6859,S,709.0,Huntington Beach,1.0,58.0,Celgene,9.0,
Yoh8193,475123.0,Canada,O,VT,V,5.0,Yohuqqeggkkpotquwtjnk,1-497-690-1567,M,664.0,Missoula,0.0,96.0,Invacare,6.0,1093488.0
etf8194,203941.0,Canada,O,AZ,,5.0,etfndjzspnvaqwcs,1-133-399-3669,U,827.0,Spokane,3.0,36.0,Church & Dwight,5.0,1945110.0
XRA8195,190429.0,United States of America,O,IN,,5.0,XRAFQRYWCHRBIB,1-619-130-7359,M,401.0,Simi Valley,2.0,51.0,American Electric Power,0.0,2938159.0
nic8196,441173.0,United States of America,U,MD,v,3.0,nicxgtouoygvkphhorpdifea,1-469-461-4709,D,745.0,Richmond,2.0,8.0,Polo Ralph Lauren,,3012500.0
Ikz8197,343745.0,United States of America,O,MO,,5.0,Ikzwgtsahegmum,1-876-229-0783,M,685.0,Santa Ana,1.0,29.0,Cooper Tire & Rubber,3.0,2406948.0
Qtl8198,275020.0,United States of America,O,LA,a,1.0,Qtlbpourjomgjummcvcvdpzxqvkd,1-584-518-3901,W,570.0,Nashville,1.0,88.0,Sears Holdings,9.0,1038641.0
hiv8199,489955.0,United States of America,U,SC,S,2.0,hivlrpkgnpdwmpagrgjhglt,1-237-569-3360,U,624.0,Oklahoma City,2.0,20.0,Scholastic,3.0,2815598.0
imi8200,146666.0,United States of America,R,AL,,3.0,imiphygkuweehyoix,1-614-453-6661,D,533.0,Oxnard,2.0,27.0,MetLife,8.0,3600396.0
Lmf8201,384125.0,Canada,U,British Columbia,t,3.0,Lmftqgcwhht,1-121-346-6384,W,802.0,El Monte,2.0,56.0,Teledyne Technologies,2.0,2441258.0
WWC8202,338664.0,United States of America,O,WY,,0.0,WWCCV,1-154-819-1355,W,509.0,Glendale,1.0,39.0,Auto-Owners Insurance,4.0,2117405.0
Nad8203,254827.0,United States of America,O,Prince Edward Island,r,1.0,Nadsywhryevzxofldwanwszpvkooy,1-090-640-7428,D,828.0,Lafayette,,55.0,Dillard's,9.0,773721.0
Tqz8204,447298.0,United States of America,O,ND,L,5.0,Tqzpc,1-335-781-8696,,768.0,Salinas,1.0,86.0,Energizer Holdings,10.0,1023774.0
Pcx8205,464063.0,United States of America,O,NY,U,4.0,Pcxzcfjkolhwkqogtllwbaaauar,,M,583.0,Anaheim,4.0,67.0,AGL Resources,7.0,3692883.0
Dth8206,405372.0,United States of America,O,HI,,1.0,Dthggg,1-943-942-3078,,621.0,Chesapeake,,36.0,,4.0,2853195.0
EQO8207,62455.0,Canada,O,AK,,0.0,EQOAJPFINCJJFODKVNCID,1-001-681-0348,U,448.0,Modesto,1.0,89.0,Core-Mark Holding,5.0,1697107.0
Idi8208,399849.0,Canada,U,WY,o,1.0,Idiufwrrpwhprckckbhm,1-261-211-3400,M,420.0,Rochester,4.0,87.0,StanCorp Financial,8.0,391124.0
Xyt8209,162461.0,United States of America,U,NV,,2.0,Xytlkj,1-804-913-4361,S,791.0,Lansing,0.0,18.0,Las Vegas Sands,3.0,2910503.0
xyi8210,163926.0,Canada,O,Saskatchewan,,1.0,xyifmljhovcgsohwapvhg,1-602-704-9589,W,371.0,West Covina,3.0,53.0,Acuity Brands,3.0,2591538.0
Exu8211,208474.0,United States of America,O,MA,,3.0,Exuagn,1-038-387-0439,S,,Santa Ana,4.0,46.0,Genworth Financial,8.0,2809880.0
kzj8212,39456.0,United States of America,O,ND,,0.0,kzjpwidx,1-870-355-3897,U,402.0,Milwaukee,3.0,3.0,NTK Holdings,1.0,3306870.0
YSU8213,494350.0,United States of America,R,AR,T,3.0,YSUJXSZJLWSTDXIMPSDPGATNREMO,1-296-876-0053,M,,Allentown,4.0,7.0,Spartan Stores,0.0,3723482.0
Cos8214,341454.0,United States of America,O,IL,Q,,Cosyxqfrwdf,1-303-166-3207,S,473.0,Provo,1.0,44.0,HNI,9.0,789890.0
FRJ8215,122477.0,United States of America,O,Newfoundland,y,3.0,FRJYWWFBOTOXPM,1-737-247-0619,S,743.0,Los Angeles,1.0,12.0,Williams,7.0,2886430.0
Vbk8216,162234.0,United States of America,R,OH,,1.0,Vbkiqizjxmcgdfemxjtdqolgtd,1-071-444-5129,M,404.0,Brownsville,3.0,92.0,eBay,0.0,3066721.0
Zsg8217,193222.0,United States of America,O,MO,e,0.0,Zsgqcrdlttb,1-573-874-6141,M,681.0,Newport News,1.0,51.0,YRC Worldwide,7.0,872916.0
bcw8218,299743.0,United States of America,O,IA,B,0.0,bcwmgcq,1-074-853-1368,M,554.0,New York,3.0,79.0,Ford Motor,0.0,354979.0
Sad8219,87508.0,United States of America,O,Prince Edward Island,,5.0,Sadmehgqditjcdlowcn,,M,691.0,Columbus,5.0,81.0,Xcel Energy,4.0,451259.0
gdy8220,,United States of America,O,Alberta,v,,gdyvjrqdaxbzjixbnz,1-461-637-6649,M,456.0,Fairbanks,1.0,39.0,Watson Pharmaceuticals,2.0,1210004.0
Skw8221,472544.0,United States of America,O,WA,,0.0,Skwqmwneikpvxrrklribfdu,1-569-602-1277,W,592.0,Sandy,1.0,9.0,Plains All American Pipeline,6.0,827501.0
Iin8222,172339.0,United States of America,,CO,P,3.0,Iinztqwawakcj,1-439-765-3706,M,811.0,Chicago,0.0,85.0,D.R. Horton,4.0,1214585.0
Hvx8223,222389.0,United States of America,O,ND,H,3.0,Hvxvrt,1-246-017-9030,S,,Pittsburgh,4.0,95.0,MetroPCS Communications,,1626041.0
WMQ8224,96828.0,United States of America,R,British Columbia,,1.0,WMQJYMBR,1-923-307-7682,W,,Toronto,3.0,19.0,Comcast,9.0,1664278.0
Kpx8225,331955.0,United States of America,O,MS,,5.0,Kpxlgmpxzalxmsujieydcr,1-752-166-6659,W,476.0,Santa Clara,2.0,17.0,ConAgra Foods,0.0,3621441.0
VPV8226,317773.0,United States of America,U,OK,,0.0,VPVOMENUIKOEOQJZDLJNSTXGSZJOGG,1-320-563-0473,M,512.0,Missoula,5.0,59.0,RadioShack,6.0,1736086.0
VYM8227,194250.0,Canada,O,Ontario,,1.0,VYMZFCRIRUE,1-321-306-1431,M,693.0,Quebec,3.0,97.0,CF Industries Holdings,8.0,1253712.0
Mgi8228,91558.0,United States of America,O,KY,H,0.0,Mgiarpfrvqbrtp,1-052-095-8041,S,623.0,Mesa,4.0,45.0,,5.0,58913.0
Gbw8229,422839.0,United States of America,O,IA,K,4.0,Gbweeigts,,U,622.0,Santa Ana,2.0,54.0,Teleflex,3.0,1999815.0
qma8230,239411.0,United States of America,O,Saskatchewan,,4.0,qmaoxucwmafgpgxbv,1-052-009-5616,,750.0,Oklahoma City,5.0,17.0,Sigma-Aldrich,2.0,896850.0
Zwk8231,444526.0,United States of America,R,Alberta,c,0.0,Zwkgytc,1-170-960-9109,M,686.0,London,5.0,72.0,Steelcase,6.0,3240804.0
NMP8232,202486.0,United States of America,O,KS,,2.0,NMPAZTBOQLEQMNHMBTGSWXSCHTBWVD,1-847-755-5040,M,648.0,Grand Rapids,3.0,5.0,FirstEnergy,9.0,2554609.0
GTD8233,68361.0,United States of America,O,WY,a,2.0,GTDBAXQJFWSEVNYATGBEOW,1-224-955-2425,D,499.0,Colorado Springs,0.0,56.0,Affiliated Computer Services,9.0,988258.0
Bic8234,158060.0,United States of America,O,Saskatchewan,,4.0,Bicyrvktfccwcjh,1-292-360-1691,M,682.0,Iqaluit,2.0,2.0,Cytec Industries,0.0,1873895.0
IDA8235,175529.0,United States of America,O,VT,y,4.0,IDANLHDUTRTCXOSLH,1-991-535-2419,M,561.0,San Buenaventura,3.0,,News Corp.,2.0,2357669.0
lwk8236,200101.0,United States of America,O,ME,y,1.0,lwklmrwvnmg,1-399-636-9496,S,679.0,Torrance,0.0,,Discovery Communications,5.0,1038657.0
Zht8237,384042.0,United States of America,O,NC,,0.0,Zhtutvmvpcdvoziznvoqa,1-111-488-6975,S,495.0,Sunnyvale,2.0,88.0,"Toys ""R"" Us",1.0,1104168.0
kcg8238,398456.0,United States of America,R,MI,,4.0,kcgbophjwhglqgbovhjbbceak,1-153-902-5023,W,801.0,Boston,2.0,35.0,Hexion Specialty Chemicals,8.0,3238082.0
Qtq8239,161310.0,United States of America,,ND,N,5.0,Qtqygefcbitzk,1-225-117-5803,U,611.0,Montreal,3.0,54.0,Trinity Industries,8.0,2417935.0
SNX8240,322139.0,United States of America,R,WY,L,0.0,SNXKNTIRANDVNKXS,,M,525.0,Warren,1.0,72.0,Applied Biosystems,6.0,2714291.0
umw8241,379425.0,Canada,U,IN,,5.0,umwpvofddlxhmtvar,1-812-389-6366,S,805.0,Charlotte,3.0,68.0,PerkinElmer,10.0,1200283.0
Kdu8242,449935.0,United States of America,R,Prince Edward Island,D,5.0,Kdujtpq,1-048-272-4247,S,508.0,Macon,4.0,2.0,FMC Technologies,6.0,3904614.0
Voq8243,388691.0,United States of America,O,Ontario,q,0.0,Voqzuedberysnlkjtavrbkwnwp,1-501-508-6157,M,490.0,Waco,3.0,79.0,StanCorp Financial,7.0,2821487.0
gga8244,342163.0,Canada,R,VT,R,1.0,ggaxhjcopqdnoakdklpbjhl,1-336-477-4646,M,510.0,Wilmington,0.0,,Gilead Sciences,6.0,1237889.0
OHZ8245,368434.0,United States of America,O,FL,E,3.0,OHZXBCCGHGDOTLBFOFDXYBUJPOR,1-474-720-6190,U,761.0,Baltimore,1.0,89.0,Carlisle,3.0,1753222.0
XKK8246,468239.0,United States of America,U,NM,V,3.0,XKKGJNUBOELKBXHLZJAKIKL,1-799-030-5417,M,639.0,Bellevue,1.0,86.0,US Airways Group,9.0,929818.0
Btx8247,376227.0,United States of America,O,VA,E,4.0,Btxtq,1-712-712-1689,U,375.0,Hilo,5.0,45.0,Steelcase,,3936166.0
