Sta,Cou,A,NuCa,PosCo,CrRat,OwORF,In,FirNa,NumChi,AddrLi2,AgID,NumCreCar,C,NeWor,Ph,LN,MiIni,Gen,AddLi1,MariSta,Em
UT,United States of America,33.0,3.0,IUDUXW,739.0,O,421335.0,Jwgobvuokphtfmuluahwfw,0.0,Lhhiaskukqjlziggcqnbdwyebzmsknaprghgghnvawuuytplawbnyiqefcgzlmbdjjbjlnmyrkoksjz,YPV8275,0.0,Hamilton,3962912.0,1-853-223-4071,YPVMIZYJFKFAUSLQMEDEBBNWFTLDFR,,m,XBQOKOACJIOSQPXMORMNAURSNGRXYROM,U,Activision Blizzard
SC,United States of America,35.0,,Uwcdxqb,807.0,R,329021.0,ivzklgeuujrffttsufderbqqibadek,2.0,Rgdliaafgdzuwjijrdxpxapqejtrarbcjorwixkhuocqqvsavzlrnevqsyhmxslbdpnijl,Dey8276,0.0,Elizabeth,643738.0,1-353-902-3981,Deyuvpe,,,Izdpcvsgpbposzszximguwxtsh,D,Asbury Automotive Group
WI,Canada,3.0,5.0,Ovzjftyc,571.0,O,382911.0,Zeohltwkqfwijfxxndnqt,5.0,Ebzoiitpggbfakutnnihunlkruipzgedobsspyqkdtmiwgmylvdjpclhaoq,Ihr8277,,Hialeah,3566462.0,1-543-814-1676,Ihrywdgfvshjpsdmajjzguto,,f,cburkbyudnvxkoivdxhbxcxyzxbgywongkemyfwzgtjdoptntvqwxujtnxoicrcipjzqnuymothc,S,Wyndham Worldwide
KS,United States of America,83.0,3.0,ORWQFEQEMOV,,R,483478.0,sfjzolrwvmosbsouxr,1.0,mrpeahagycrshpepvkcpcijuokaiavbextkqwzkegaqeobkujcpqlumbeyeurgptmxhsspbkhurasvzf,Dqo8278,0.0,Inglewood,2076840.0,1-559-289-7306,Dqoaewiu,,,RIWACHKOSYEPEAXABTJNXTIQGMAEQWTRBGKAHYFSUDWNVQWMQMNHIWIMRQGIEJNFVNXDB,W,Zimmer Holdings
AZ,United States of America,37.0,,Vxumajswncsq,468.0,O,242798.0,zuubajrrahsxgj,2.0,NRUAY,Adm8279,4.0,Fairbanks,2685720.0,1-666-150-9832,Admkkqwtzxfjqyyiwruck,,F,bneuiiekibdzuuhgcayetqonpbfbpw,U,Flowers Foods
Nova Scotia,Canada,94.0,2.0,Exqpgylmk,720.0,O,387352.0,zeaexfpwzoqohxnrssajrkwiss,2.0,xavpdnywxthkororognqisxcwdawhlbibzznfwbyodmniikrrfv,Dyl8280,4.0,Oceanside,974327.0,1-912-438-2596,Dylquimbnkhrntevvqmvv,O,m,Hkxlgu,U,H&R Block
GA,United States of America,,0.0,ydysrcbtufqo,529.0,,201029.0,bbolbqgsxcvkrtwjjafw,3.0,,LAL8281,8.0,Warren,371533.0,1-551-364-2695,LALIEJF,I,,bkfzstdcjcizxyugmcwvufumhgtzdyb,U,Spherion
MO,United States of America,74.0,1.0,Oisfjawpbogt,305.0,O,368666.0,Nlgudmfywhmankncpbipth,5.0,vpecufoiqzclcnharzscvhmoldonpzojxwdkglggvtkzpgoaihawwaiepwhqdfizdebhasb,RHK8282,4.0,Denver,1033295.0,1-326-313-5651,RHKJJMMNMXWX,,,Jnxpocdcofadlsttnhxmmzstuvmgrfvjercgxhefqdprmpjwbizzarrtqrxysmynhmzgosdca,W,Dominion Resources
ME,United States of America,30.0,,NLERGAH,331.0,R,233211.0,Ocampeuciugmeoelfrxecawulknnf,2.0,LLNVQRLFUMJWXUVYXVQLXUYNAGECDGDDYCTJQGBNEPDYYWVVFFTWZOXWOPHGLDRAISQIR,jgp8283,2.0,Huntington Beach,3099872.0,1-068-074-9026,jgpuuxjssgigtpgp,g,M,Fmucjqjdmmeahmbnorbmbvkycyjefqdrhwjljnpfakvtpqkvnylogtkvcunjtsinn,U,Fifth Third Bancorp
WA,United States of America,52.0,5.0,ezdosdm,377.0,U,475153.0,oqlwffzvfiaajukmy,2.0,Qakrsicxmswrmll,frg8284,4.0,Sherbrooke,1291565.0,1-514-868-3441,frgchmfo,O,F,ANJKSFVMTBXURQVENGHDDDQYZBWGUIKQCSAOHDFGEDEEATPDEWDMMOVG,M,Ferrellgas Partners
NE,United States of America,93.0,5.0,KKNLB,739.0,O,259621.0,stlyjwslbfajjnshvafaedijxc,5.0,Qxjjjtfshjsssdrzhusiivdydvlfywmaoneizim,xwe8285,10.0,Irvine,788535.0,1-587-880-4716,xweingsyel,,M,Rjnspzzsupqmgwctndiotdxd,U,Aramark
UT,United States of America,67.0,3.0,Wvixm,421.0,R,248249.0,UTYKJRYJO,3.0,KJZJURRTOCBIZVCELCBFCXYYFFFIKULVVIOORYAANBSASMPSSFZANKXWLRI,PRF8286,2.0,Anchorage,1886889.0,1-727-447-5620,PRFQVQNBUABZSSFWO,N,M,baxfqtrrfzctszmzvqhfkpeseqlxawvvturpqvkihmmfkpehnwbtiabm,,Wesco International
HI,United States of America,25.0,0.0,DQPRMQLRZC,656.0,,18849.0,Bhiibxfmgacvpjnnjigshge,1.0,Ldtpyzsvhwbjfcejnebcoqkroffegnlqmsozrcj,Mqj8287,1.0,Buffalo,,1-375-508-8176,Mqjwbjsnazpyxivzcowcxk,p,,jhcstfshgodlkiwqyeysy,,Hospira
CT,United States of America,94.0,2.0,mvcvrwovrc,378.0,U,144063.0,kvgftwzfetbrngdav,4.0,hpuqopzrofes,JQO8288,3.0,Grand Rapids,2868030.0,1-278-610-0395,JQOPBIX,,M,Cldawcrpxmejgzjgqpcsxm,,Hartford Financial Services
OK,United States of America,37.0,4.0,rnxpoaqqwti,652.0,O,242827.0,Vqfmrbmqmnfhwdlcmkajc,0.0,Gjkagrprgqtewvjwerbgzzsxfmvcdovsadgnyehvikwqqzqffpkodae,Mkb8289,4.0,Aurora,3517153.0,1-998-478-8123,Mkbggaiavgbhqgjhrrfui,P,F,zbizaxupugylkmnjmfrbszlvytkzfthwfcckotvxrmwhaldnunrwjcrfql,M,American Electric Power
ME,United States of America,0.0,1.0,RIOCI,,O,85649.0,Wcqnq,5.0,Jauunanujgyypwfdsfiumpsgeqvngrqatpcbrkqwnusxot,phr8290,5.0,Winnipeg,1888168.0,1-365-036-0540,phring,,m,tqwrsdfjyapcjudrhnqwbdzbnunkf,D,Loews
HI,Canada,41.0,5.0,pejsowqsw,699.0,O,144969.0,UBNAAWIBEAWN,1.0,YQOORLHISOIHCBSLAZQ,OGP8291,6.0,Omaha,2688811.0,1-617-193-1217,OGPHZQGWZUQZCGYFCMUMXBXG,I,f,rawlbxdaioygj,S,BorgWarner
MI,United States of America,79.0,5.0,HAZDBN,511.0,R,412027.0,KFLHXVOQPMKOMS,0.0,Sceaerrufwntjwpajyqheqsjtryxddvyajekkdddkvqolrhpgnzjmqjufgrcztypcluai,Kzv8292,3.0,Overland Park,2318514.0,1-263-955-2325,Kzveyrhpuse,,,kcrrwzokapznhbaxivavyxtsnfmlilrdirpizbpjvpgvtpwojl,D,Hexion Specialty Chemicals
Ontario,Canada,92.0,5.0,Ehhwmebruefp,738.0,O,354599.0,whufulsklxghrvitmbgzba,0.0,Fbtnrmqvsbtqiorizjtnmqxslcvef,Mxm8293,4.0,Thousand Oaks,3261356.0,1-690-400-7919,Mxmnnkslogbpzpywbuvwitgi,,F,DHSHBOHZGSUEJ,D,Superior Energy Services
Saskatchewan,United States of America,21.0,5.0,TUFQHHJOPFKZ,403.0,O,433350.0,Lppbhyvretlcv,3.0,DXJCHBLGDNRFWXTXCDFYSWYMTINRNQDSUGDJZKRDPQTSKVYGAKJLSNIIXDFMXLXSEVVMWASFAJ,Ups8294,6.0,Billings,2166586.0,1-029-325-4281,Upseejngrrshghnfyul,U,,Cmazamfyvgxghtrljoxtkpbzohmezqlocxlhdfphigiqreqpwuyghuegopwthugnnlsutxkyzururxls,S,DynCorp International
ID,United States of America,18.0,3.0,Qqxrvbihd,495.0,O,108187.0,Usmfxlmxvjhfyxcmfphbo,1.0,Glboqkwrlqlxrvjokxfd,KHN8295,3.0,Sandy,1622840.0,1-262-777-5215,KHNMLUFXAKNOTUYQOYAXGO,k,,codycncofyvkdmxlcoyglivcphnmrabiciopqflvlxztlzmulfdalximdjbkslhvirdqmdokvsdigsun,M,Vulcan Materials
MN,United States of America,,0.0,Ufxancgwc,618.0,R,100838.0,OQXMVQEVNRSXIVXWA,4.0,IWDWPLKHIBWUXXLIFPDVRCAMOTQBXRPZNFEBSNYUUTKWEYFJTWFWAVRQBJP,gxk8296,5.0,Grand Rapids,1711660.0,1-104-172-5088,gxkjkwptlizaoksxmirrmcuvkyhsb,v,M,Quvwzjvbscwmwenrmlxq,U,Jo Ann Stores
AR,United States of America,79.0,3.0,Beclsmvht,661.0,O,314845.0,Cuduxsshbqmmnepnth,4.0,,zce8297,3.0,San Francisco,2306134.0,1-348-111-9084,zceadxlcbeqgrfpylupsmrpldklq,,f,bjxnrksdkpiprbjcqlolftrlwtzrhbakhvbgbindmpgqkrujnhpgjwepzotjfnlbfsxjtkbt,U,Genzyme
Ontario,United States of America,31.0,1.0,CCFQSVV,690.0,O,327117.0,hikjbpinscefhafvrjkoie,4.0,HBSPBUXPBDQORPTAQCQEAKIQRJAAQCFEEHVEWXVBQAPBG,ufz8298,0.0,Flint,2920907.0,1-653-997-9543,ufzrqxswg,h,,VWHNQHJL,D,Kindred Healthcare
Saskatchewan,United States of America,16.0,2.0,hchnug,388.0,O,185551.0,DOWJUCGLUQOHAQDKWU,3.0,XYOWLPMDKDNKOGUOKPJVHQVDZIJYIEKFUFGAM,luk8299,1.0,Fort Smith,3409998.0,1-321-311-4553,lukmjutwrrrnu,,f,bvgzjnzfhlakvjjxzikfshu,U,Dun & Bradstreet
Manitoba,Canada,7.0,1.0,ggyra,405.0,O,81136.0,Dcdfihpl,0.0,Tgruyxihgbicfzxvprczkkjhxbcsnihjgtbngtzccftfbyrniqrt,Pgj8300,1.0,London,3355826.0,1-495-037-1682,Pgjmkdlasmbexhvftbmfgjyk,,F,Ylhprrujtwakwujsypufxedxbviyrdyoifxewizozxipptxeaoxvtkmhtnahoocu,U,AmerisourceBergen
NV,United States of America,55.0,0.0,,744.0,O,338074.0,Chgxonsdbkuzmxlxuqhidbejow,3.0,TYFVEOSQRSJPMDMEDHHISOJJSURUVZMIDJBZJUYJWEFSYQYIPGC,Jny8301,0.0,El Paso,3216402.0,1-059-699-6840,Jnynyhfuqgno,,M,ebtdfkfpdlldicjxctsocbyzxcbunaabrsjyemvufpiicvjnkhtrlosschtuiowplz,S,Scotts Miracle-Gro
MN,United States of America,73.0,1.0,ufbjsn,332.0,O,371921.0,Pmtpzeucyxwgteyglfifhgexl,3.0,Kpdzsmimprfitwrorcanhvbalwdgbodwavqol,Wfs8302,9.0,Santa Clarita,1530401.0,1-516-996-6623,Wfspbutotiumfklcsoyccoxyupmwuy,,,HXRDXEYYWHYDWTYDIGJZTBVHCZCFBWNPNTAMBGRQUPWFTELFWJGEVKAEIYSTCUAMQ,M,Owens Corning
Newfoundland,United States of America,10.0,4.0,dlwhqoefj,717.0,O,341713.0,Asqnbilufegjvvqidaimfw,5.0,Whgyfsyoaxecultavkpamiommqbadebwmknovpieitmhfcfqjhgvlenhktithxbitgvrxybnibf,rzx8303,9.0,Allentown,2738959.0,1-247-641-8846,rzxozsxekdlfeb,z,,hybqmscfavkvodctbqrexnbcucbzfasshcjjlqjsmid,U,American Express
IA,United States of America,2.0,5.0,Ghjmnepvgyot,446.0,O,8895.0,Bvrnngrwah,2.0,Pfcvti,Phn8304,4.0,Charleston,755150.0,1-038-753-7861,Phnavhraqnvpdlmszfcwnh,,,lxuxbrifdsrvgojbn,M,Source Interlink Cos.
FL,United States of America,,2.0,Knumhlqlvh,518.0,O,402591.0,Gtuhcphozltpzzrop,2.0,Bxlsrsscpolrkhfbmteqyfjfrwgiwfvpfhqyfyytoupchtmrj,Fay8305,2.0,Victoria,3439669.0,1-089-612-4002,Fayptuyks,,,Ynttwlojujtoqbwlzxnarrujcyjjcclsfeadrzlyyubbvihndowtsrotiekwtygxexwydllis,M,Illinois Tool Works
KS,United States of America,73.0,4.0,epzhwekiwfs,689.0,U,165225.0,Hudbfurfefi,4.0,Fbvmapgqdxoeozyguowupafjdfrfhjbecnarkvvgljrdmmtzqer,Dta8306,2.0,Simi Valley,2233842.0,1-323-261-4767,Dtagrgekfypyvnhozu,,,Omkoercdnyundztuvaxiywdsmsxyemprdmovtclgehqprvgea,U,DynCorp International
NH,United States of America,29.0,4.0,Pelpfrqno,425.0,R,443129.0,FLWZTQRLQUU,3.0,iisigeuvtphdjihkmkltvpwjsrdurkiueqdsjjuxtvjsukdecveguwlcgucigfuyraph,Xtx8307,2.0,Louisville,1712245.0,1-965-130-1576,Xtxztiuxuamctw,,,Ejicbxbnpnnakqmjlymmxgzlxmgifwpcihygkjgwdeetgcsnecqdtheihaxrshjaii,M,Tyson Foods
MI,United States of America,84.0,4.0,Mormzpa,770.0,O,463880.0,Kdqhtemimorhhvdgzso,2.0,Ubsbsbmeatoplbnfvcnogcunhicdob,Jbo8308,5.0,Rochester,1517955.0,1-353-313-3825,Jbogfsw,w,,DYPXVGKYQZTJINHLOWVYHPCSYNMHNCGODIYXNDWAEKPKRMLLXPUMIEGMGRZIO,S,Harley-Davidson
IA,United States of America,96.0,1.0,Bckstjxtr,342.0,O,358722.0,Zcctyaphheddak,,Yuyuyxkpcqirrbrj,Onl8309,5.0,Windsor,2059713.0,1-031-949-4840,Onlpyphttlkxpbqw,G,,slsliruwsnkyicfbrzkiakinapcnullgoteqmbxsofkrlaidvzbgddvdjwqc,,Cracker Barrel Old Country
Saskatchewan,United States of America,44.0,5.0,Pbaayckj,575.0,O,247423.0,yzumkz,5.0,Ndasofpffxbpftmkcgdfvqydwxjkwhpsenxswpiyntrhpoh,Iyg8310,8.0,Huntington Beach,3107564.0,1-838-427-0008,Iygblynviqrvsiiigghlnarlnk,F,f,weewovmouf,S,Idearc
MT,Canada,21.0,,Cjgofwjnn,669.0,O,446701.0,Feietljkdqapzhwe,,Rvvpkuhqwelkurherfvjpzxrslvmoxvjvzpqrrtoo,Sju8311,2.0,Nashville,78813.0,1-625-093-1158,Sjuwtdwzigkflnfdznkgjoci,Q,F,Naismvifjwxrhhsbyjhadqekfktmrbtajbhllnubajqcawqhcjddjem,M,Rohm & Haas
OK,United States of America,53.0,1.0,AJGUUE,693.0,O,119573.0,Fhwoen,0.0,CJBOAJD,kjt8312,0.0,Albuquerque,3028301.0,1-383-665-2314,kjtvzrmdyriip,,,ERPEDBGRLGWHKADDWHVSAOYINAQNLCEQNQTRAAPMJVZMYKVLDZSYVHMLRUVHGBHPIUKQMLI,M,Paychex
VT,United States of America,29.0,0.0,Nwpvqg,559.0,O,24102.0,Yuwuomkfqovsqlui,2.0,,XSN8313,8.0,Escondido,530655.0,1-285-784-3736,XSNKFLUXO,,,Jnrsfbszpgdgnoygawqkpsxbhasfezoxwhdqqhasemawzyc,S,AFLAC
KY,United States of America,56.0,5.0,nogbp,362.0,O,241496.0,Fziccmjofpjaxsrxqokdlpcihstne,1.0,Dlmolkoutwhdtfmpacoaghnjkrquphmuvtdkp,idm8314,1.0,Springfield,3285886.0,1-540-762-5989,idmdfjghtuwiwyaizfhhrepmgo,T,,grqrvkyetqetetowfbd,W,Polaris Industries
NH,United States of America,69.0,0.0,Ihiggjpxvg,813.0,O,471685.0,Buytenw,4.0,Oyjkxlpitonhcixxihmuvgctuzbzutwatstqttqrmro,Fid8315,7.0,Buffalo,2451048.0,1-404-385-6647,Fidzabmrw,D,,kncmrrnffthksfgnk,D,
SC,United States of America,94.0,,VGEBD,755.0,O,321933.0,RXNLKSMBDXVNMLQKQDA,5.0,Ezpngzhikigwiircwmoecbnwjweyivvuklmw,Veh8316,7.0,Baton Rouge,3165266.0,1-571-358-3286,Vehrwumbifbwdhbv,,f,Uzrbroncswjnuijsgtsxoziuxebd,D,
Nova Scotia,United States of America,94.0,5.0,hhoyggjsd,431.0,O,979.0,Ssgccryjxavrulkfsdtqi,,SHVXGKCWDJPRWNSCBZTDEKMOTIUDRNNGDKCRSRKVJMMITGBIEHTSKBBCT,ZMU8317,5.0,Hialeah,1628344.0,1-158-505-0198,ZMUCVNRGCCJTJUEJBSAQU,R,,Iguxywaxgdbgbgsvinfvktpgljlleiddjkvbzfgksay,D,Carpenter Technology
ME,Canada,35.0,0.0,PITGQBOPMG,707.0,O,193451.0,Ptnlupxjboffzlhamkjwp,4.0,Myvhgusencxkvqfzkusokbourcjasbjjnwqffirpyjdpobuziqiishuyjdnkdjoirzanupugxfj,zzn8318,3.0,Montpelier,3911459.0,1-823-289-3395,zznigkebmhgjssfdofcmuuu,U,F,Gcdspdidktdlfswlaaogkpzwmhugodqsjzhcbenbjegljhfdpapqrqhnc,S,KBR
IA,United States of America,77.0,4.0,rtbmfihmdfvv,584.0,O,329543.0,Qabcqhqjmajjgrnfiknmfproknvh,5.0,Pndegadtwsnbxhlsfh,AFZ8319,7.0,Chula Vista,3499177.0,1-366-576-7674,AFZRKPGSOIKW,a,,wokbcspzzevalflgwvxnfsnnnlgvidy,M,Health Net
Newfoundland,United States of America,84.0,3.0,Ayckkkfusccl,449.0,O,41482.0,UBHSYLVZ,2.0,acpykfbjaqobqxjjgvvsdnbytdohkoudehxsopttrelwfnoyqgfvwbyo,Ejj8320,10.0,Norfolk,1928426.0,1-241-402-2286,Ejjryoedtgpaxqbkfclofnzofqwdum,,F,Jdhdwsnlbqqwwvujvgxfvyzbmoathyxjdmjarmxlgrvcuzwrbcjmmwbjtdxvtlesxqg,M,Group 1 Automotive
OR,United States of America,90.0,0.0,nqwvllbg,807.0,,159252.0,XEHNUJIKPKYKPMGSQY,2.0,fsmkvlugbfcoktrmtducpmalcrbuhdrehn,Fjf8321,10.0,Huntsville,928230.0,1-163-510-4261,Fjflhmnvoakmtwisrv,,M,,M,W.W. Grainger
IL,United States of America,72.0,0.0,Qjdpefpit,810.0,O,148355.0,Btfvngdvnbbmbubfwaidz,5.0,Djklqdxtvvydntpipuebsewsynnuhmbpdirnoaypive,CGY8322,8.0,Augusta,2224043.0,1-693-041-9883,CGYNV,g,,,W,Mattel
VT,United States of America,33.0,3.0,Qitxryg,772.0,O,328658.0,Nzxeqrlzwy,3.0,TPEJBUAELTKXKOSNILUJNDTHUFQATVOEBSMLQUEVYBFXITMLRDCJKEOXJFMFQAYAMKWLLEP,bel8323,9.0,Charleston,192997.0,,belbu,I,,FREVUPJFKPLAANIXABYLLTBHTCMFJPFIBXIWAIRJKMAVTGW,M,ScanSource
NJ,,24.0,1.0,vudor,793.0,O,253317.0,nasaqtzcqgqnlxtysufcu,1.0,Vkhvlqxotyxwuxdrgpqcwsdthttshproufhxecvpr,Llp8324,,Kansas City,2573716.0,1-033-611-0110,Llpkdnfyvejkuzs,,,yneevqbenlioynffaijzeyrwrqzifig,U,AnnTaylor Stores
MA,United States of America,63.0,1.0,usovmkpyos,587.0,R,67122.0,hedlqjbfdfovwgogbghrcdmj,3.0,Qvquxafsrasmdiexmmhcrnvlbswzvmxiegx,Yie8325,6.0,London,2891892.0,,Yiesvhhjzcnuvhqwe,Z,M,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,D,
IL,Canada,77.0,3.0,PZCZU,816.0,O,271302.0,Vndhsbjqkelocefehhdhnjpnsocv,4.0,Jhxeamxbowafwjrxkwcjwwlhornptegepnmsitqdxcemksbqz,Lsj8326,8.0,Madison,3542416.0,1-223-574-4581,Lsjthwnwdvecoafq,,,mylzcclnsen,M,
HI,Canada,12.0,1.0,,662.0,O,117685.0,ZLPOP,5.0,PAZXXBYPCFZCSCZOWBPTIORRKESPFSSBHPDNTACVHDKMHGWSGJVSHHGOZLXOBHFASTFXQKJHL,dcy8327,5.0,Atlanta,340613.0,1-286-662-5149,dcyvonrjqimravkpjrw,M,F,mfcfevj,S,PNM Resources
MN,United States of America,61.0,5.0,ovndbfcbjgf,324.0,R,353676.0,Zrduepvymcsudkymoqcxusswh,4.0,lzsjvgqqftexyxooqmitwkaumspmzoomunmbzjugvmhpvhynwoxd,Goq8328,10.0,Cedar Rapids,1620653.0,1-376-958-1811,Goqycxzqhppgamftitcbroejtbzcg,F,f,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,S,Fidelity National Information
LA,Canada,66.0,3.0,IIKFP,,U,256196.0,Dpyldrfmhckidoom,4.0,Fzrhrcptgfronghmjpghcbavupujlqhgjnxgjdrz,qfq8329,4.0,Dayton,469588.0,1-074-357-6659,qfqbhmvadftqdmdpzoxqbdbedaq,U,M,eesunuxqgydeoqlvusoepewahf,S,Expeditors International
British Columbia,Canada,98.0,3.0,Mptzfobp,825.0,O,319544.0,Wllmwfujsonnngqaboimuwalstj,,Eglqhkgampjkqfeoxfeemrtewmlxxiwqftlrcpqoomksjvaazwlwjew,sea8330,0.0,Baton Rouge,628952.0,1-838-734-6644,seapngdaxdwrhnkps,,m,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,,Target
ND,United States of America,32.0,0.0,Ofntxhjnnpgs,768.0,O,55879.0,Axrfrf,,Fmqhgzilgbimrqkjzzmeltalplrgvloetjugklnmeunbyijtjey,Brx8331,4.0,McAllen,2627200.0,,Brxosgqkrb,A,m,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,M,Watson Pharmaceuticals
Quebec,United States of America,14.0,0.0,Ohvftlrrbxse,506.0,R,74233.0,kpcmntroczd,3.0,Ziavbxnapcjbwzticzkxdcxpbeesafhqvxdxjhagwfxwgsxfqlbshemjlipdcf,Udh8332,,Saskatoon,1162079.0,1-417-441-6704,Udhqoqeu,L,,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,D,AnnTaylor Stores
Newfoundland,United States of America,78.0,2.0,tshxvei,,O,36850.0,Wiqbmltkpqztvxomqkcamznflmav,,TSOLMWKHFFTGCXMZAEMHCNIFPAYWNMHLCSTKEBWTTXHQDRPBXEMIDDYPTGMTGLCSKWNPP,Jsj8333,1.0,Fargo,603942.0,1-217-642-9000,Jsjjwtzzngwcg,,,aipwbibipksssoorbsezarcoefaikpvdashim,M,Cigna
FL,United States of America,27.0,0.0,JYWQSLAK,700.0,O,12494.0,evkgpqjffugnufnzkxvjspga,4.0,JHTVZPWPMMUYQXYSNNICEEIWAIKMLRJVESPKLTUYQCAJPCTXJ,Ghx8334,,Charleston,2528598.0,1-119-538-1837,Ghxfbjlntlonxmimsiifn,U,,Vassqnvuoo,M,ConocoPhillips
PA,Canada,12.0,,GEKSBEUS,354.0,R,51667.0,Agscwxstfahmfggjmmgzpalr,0.0,Atrnicoxhosodfzzliyhwrjpethceirqctkqirlbjlcu,Edz8335,6.0,Augusta,3459874.0,1-790-202-9336,Edzaeupfofuqnk,,,Pjcyvm,U,Leap Wireless International
SC,Canada,33.0,5.0,zkisqorztj,661.0,O,380580.0,Ebgidqbwfb,0.0,Cmbcnmmtnvocdqamtjmfhfpwjmogvvy,Fun8336,2.0,Hialeah,2834186.0,1-373-451-3779,Funorixyeffotlhqyqseoud,S,f,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,D,SPX
CT,Canada,74.0,5.0,Bwfak,609.0,R,123348.0,Khvqsgykl,0.0,Tfqewrinwsgbghzcfoc,SOZ8337,4.0,Toronto,3505753.0,1-100-752-8483,SOZSIFGRLTXRSYUEL,,,Mcviusptfwedntfysbknpbjblbwabof,U,BE Aerospace
UT,Canada,70.0,2.0,HPQICKPU,846.0,O,429014.0,Auksjodbgrfwdgoccjbbjdhwvszym,2.0,Ihmbiwkvozrhmaz,buf8338,0.0,Lowell,1592317.0,1-843-287-9110,bufzmajy,,,eiektdlgnmvje,M,Western & Southern Financial
SC,United States of America,93.0,1.0,OKYMYNRUZ,709.0,O,374158.0,FULEDRRKUTHJASZVK,2.0,Malvohpeprmlfzfalpgonuphmqfviugtscmlstvknunmsuvmtmwixqrtbbdxe,Maa8339,1.0,Philadelphia,2404099.0,1-545-551-5882,Maadmuxajjvmewuvpud,M,,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,W,Medtronic
WY,,27.0,1.0,Xxekm,402.0,O,156741.0,ESUOR,2.0,WPOMXBUDNRDQHQTUQXQOQSGXANCAVSASSHMWEHQQTPDRJPQEFGVVDMNWJUMDMGXKHSQLDOFJ,pwo8340,4.0,Billings,,1-556-545-4106,pwoweizu,,M,Cqclzjhxgdtokgsgj,S,
NM,United States of America,96.0,0.0,NPEKNO,594.0,,19121.0,nxsgbnkatgwsyaeqejygpf,2.0,tmwkowevktkbzokttaxtisqalehbdxkwwzbqczkzvlbzgtuuhhbsbtddjshafyxippt,vei8341,4.0,Las Vegas,3281237.0,1-711-159-0030,veinqzhqgbn,,,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,M,MetLife
SD,United States of America,35.0,4.0,sagtj,717.0,O,129753.0,Ozybrvxztlgtocgsjw,1.0,wfrlhvvjnnbwrrhtuudfjupec,Big8342,7.0,St. Petersburg,3191520.0,1-571-456-8029,Bigxvdal,,,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,M,
KY,United States of America,79.0,3.0,ESUFYETXCKKH,416.0,O,126899.0,Yevbnmpeuuugm,0.0,HCTYMHJBXVGNJNWNSC,Gwl8343,1.0,Virginia Beach,1098160.0,1-375-881-9626,Gwllvjplgqxy,n,M,Syfzgdaotk,M,EMC
GA,United States of America,81.0,5.0,Cmbbvnvk,489.0,O,171924.0,ebnndieeluiiuqsiopqvtypgaty,2.0,dceanedzllqvftppktwzklngicjgnmglxksw,UJD8344,10.0,Coral Springs,3216384.0,1-502-145-4210,UJDDXUKMICPQEJMWMAWVRJFJFSB,,,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,M,International Paper
VT,United States of America,78.0,1.0,,435.0,O,411993.0,Nnvkqgggyyjvnw,4.0,Tmqgjpyouaqrqymqfzgvexkjsregzarobqcxvvddodjdnocqhpamjupnrkypmrgpdyuqcrmzufosgh,TJA8345,9.0,Richmond,33574.0,1-978-773-4788,TJAIEHEBAKUTHKUCNO,,m,Offsxhhssvdcczwtid,U,Bemis
OR,United States of America,19.0,3.0,UEPNRTYKBOT,645.0,R,160887.0,kbrsajutj,1.0,QQPBFZNDQZMQMDAZSUAFEKXAORDZLNZZJSKHERJKLLVFFZDZXGUGOBIHGPKTFMLWRUDQAITXJJMXVA,Lqn8346,9.0,Overland Park,574125.0,1-305-742-1412,Lqnldewyb,L,F,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,M,Dresser-Rand Group
AR,Canada,88.0,0.0,IIVJD,594.0,O,377310.0,Yuvsw,4.0,Vpnjfgtdaamqcuyspngepajzvfrbuxuyow,Sjv8347,0.0,Nashua,3712135.0,1-425-281-0871,Sjvxqwywraaiesxxwitstfsfctoscm,h,f,Slpmhlbl,M,AT&T
WY,United States of America,68.0,1.0,Caipwhdmw,779.0,O,294968.0,Cenkpugxblzucfnbq,1.0,QJOSMBQLOVUGPZAAISWYRLMQWBLJGWLGAULRWFYMCFOMJAUIZNCMFZRMXCPIGXQYJHZPIWEGLXV,XOS8348,9.0,Las Cruces,477424.0,1-201-283-9289,XOSROZ,,M,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,U,Pentair
