prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
Pus9362,2.0,4.0,O,730781.0,Puszxt,uqurgcivoagwvcuplmcfnagpzagfit,88.0,1-445-578-9749,,lxpvethtxge,320.0,OH,Topeka,m,Canada,415398.0,D,Sunoco
qiw9363,3.0,3.0,O,3702054.0,qiwskmanbwyuapwkwytqqog,Qiejglnboxxfcrsb,11.0,1-559-131-1347,4.0,Txbouafl,486.0,Saskatchewan,Billings,F,United States of America,249106.0,W,Key Energy Services
Xje9364,5.0,5.0,,3474079.0,Xjentilutpkqclvzrsklvekht,Hsfwimollqojhgisegb,24.0,1-890-526-1657,5.0,MGLKOSSTLAG,342.0,IL,Grand Prairie,,Canada,305306.0,M,Marathon Oil
edw9365,0.0,3.0,O,837037.0,edwoaxqkoocmyslqfbplsntuoa,jysisysiu,58.0,1-765-701-6530,4.0,Iemtqx,346.0,PA,San Bernardino,,United States of America,31765.0,U,
Ayj9366,6.0,5.0,U,1482994.0,Ayjdbvncpqvikogackpndqhirjeywl,Vogciclxaweasmyvtlojxljtn,35.0,1-739-416-0201,5.0,mkevldommwq,319.0,FL,Huntsville,M,United States of America,329439.0,M,American Electric Power
smf9367,9.0,4.0,O,3433840.0,smfnrdwkryfjlhdtfcotqfrs,zdorgqcfqtyrnwsd,55.0,1-219-366-1225,2.0,BIYIZAITG,782.0,HI,Concord,f,United States of America,49130.0,S,Thor Industries
Flj9368,2.0,4.0,O,926004.0,Fljkjnwuolfizmfrrsdv,GMBXIVPC,46.0,1-493-603-3040,2.0,Nxtmpryovw,827.0,MO,Rochester,,United States of America,432107.0,M,Werner Enterprises
lrq9369,5.0,0.0,R,1032078.0,lrqsfwewbpqgvkpe,gbifcpoa,30.0,1-268-764-2083,1.0,TLYILG,705.0,IL,Cincinnati,,United States of America,321346.0,U,KAR Holdings
Zrb9370,0.0,1.0,U,677109.0,Zrbfcondoikwmxxd,SSRKBTKIRBRPAHD,27.0,1-345-028-9922,1.0,dnqwpc,808.0,MO,El Monte,,United States of America,471404.0,W,Bank of New York Mellon Corp.
Aqo9371,9.0,2.0,R,2824015.0,Aqosnyjpzyogzk,Rnubaocxxysvcnjumairk,26.0,1-067-056-0181,1.0,AXYAXKQ,837.0,SC,Aurora,F,United States of America,434232.0,S,Ashland
FBJ9372,9.0,,R,2823628.0,FBJVTMODMRXGCGOQNL,IUQDQKNXVQABDGI,36.0,1-231-999-0171,2.0,JNZAAUOFXCWD,576.0,MI,Bismarck,,,354702.0,U,
PWQ9373,8.0,2.0,O,3865939.0,PWQEELVHLSLQXXW,qgyuuqqkiphodkfxzjgdmkq,92.0,1-951-980-6497,4.0,JXAHYID,623.0,Saskatchewan,Hamilton,,United States of America,91047.0,U,
dkk9374,1.0,0.0,O,706155.0,dkkbuleomucwvdquzqhwzv,Koslxxpun,100.0,1-015-592-9503,4.0,Lraunszebds,392.0,Nova Scotia,Providence,M,United States of America,245856.0,M,Portland General Electric
NBE9375,8.0,2.0,O,1704399.0,NBERSMIMGLHLHRVIQXDTXE,Rgegmnysmyfzmiq,89.0,1-768-185-5140,2.0,ujqdfvffoh,367.0,WV,El Paso,m,Canada,230479.0,S,Chubb
kds9376,5.0,1.0,O,3871317.0,kdsmxhuutvyeicjdhndleeedpzsz,KTIGDRTUETBL,30.0,,0.0,Adsjmwttpsyd,814.0,CT,Tacoma,,United States of America,154892.0,M,Cabela's
YTF9377,3.0,2.0,O,3576531.0,YTFLBXIA,Lhkgjilgwe,89.0,1-468-522-8750,3.0,Kdzoqjf,461.0,KY,Biloxi,m,United States of America,486835.0,S,Puget Energy
ecj9378,,4.0,R,3418165.0,ecjibgbllojcwyaxsulyvadl,Lsoylmccqppuefdejxbbaku,75.0,,0.0,YXOACWDAQY,,ID,Whitehorse,f,Canada,325531.0,M,Macy's
DOM9379,0.0,3.0,R,3762568.0,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,Uqkxbzsoumjrldqogqvdwkl,97.0,1-977-481-2520,0.0,Nmlenv,342.0,SD,Pittsburgh,m,United States of America,466191.0,D,Exterran Holdings
WKU9380,4.0,1.0,O,17368.0,WKUSBSJDTXNDP,Urrexaigbjjfhatwjmldzwrimfnsxl,,1-214-062-0263,5.0,xvoftt,527.0,Saskatchewan,San Antonio,F,United States of America,47954.0,U,Bob Evans Farms
Leo9381,0.0,1.0,O,2547897.0,Leoeqdbmzikhygu,Ihpwkusqbcydigjsauu,57.0,1-627-760-7172,1.0,Tqaqnaeo,309.0,Saskatchewan,Newark,f,United States of America,43295.0,M,Goodrich
Ole9382,8.0,5.0,O,3455552.0,Olejbofkbnvzfvneotxoflbqdk,Diodgekecfuxfbywsqocux,12.0,1-067-555-2307,4.0,JBRPPDEL,773.0,AR,Salem,,Canada,49091.0,M,Annaly Capital Management
vct9383,1.0,1.0,R,89300.0,vctlxovpymfdaadj,QOMFGPBEZVGLVUJTTSNFGKO,28.0,1-632-526-8929,2.0,Clmwphpr,677.0,MN,Fairbanks,,United States of America,125450.0,M,Cypress Semiconductor
bdi9384,5.0,3.0,O,,bdippeifpfeyqzcsmvfsvdbfrjeemx,omzaawslldhiyoldqjkcqigz,8.0,1-766-490-7051,3.0,ZMHSUEKUU,355.0,Saskatchewan,Scottsdale,F,United States of America,50009.0,S,Microsoft
Pjk9385,1.0,3.0,O,188683.0,Pjkolknhijxidcfefkxkrf,xwvobbwvvincgtjgcpbfvbqpx,6.0,1-916-847-3702,,Edqjgeiic,850.0,AL,Berkeley,,United States of America,411841.0,U,Ameren
Gzo9386,3.0,4.0,O,47266.0,Gzogxxtzcslp,qfrjprpzd,80.0,1-197-198-5620,1.0,kurqwfd,,TN,Hollywood,F,United States of America,282042.0,W,Weis Markets
Vpn9387,8.0,0.0,R,3441452.0,Vpncsisq,wfrwzbqypcldwvife,1.0,1-577-180-8689,,ZUWZTBCMEQVA,450.0,CA,Regina,,United States of America,76695.0,U,Progress Energy
orf9388,9.0,4.0,O,3472455.0,orfqcufybbdwiuob,hwnmjeezyolwjzjxrerqi,20.0,1-329-183-8034,,pfiaq,756.0,Ontario,Columbus,m,United States of America,169740.0,M,Visteon
Hqq9389,2.0,0.0,,2731857.0,Hqqtesfgobwqhqlxlrigtjhiyacff,Eanahb,13.0,1-465-145-8568,3.0,mprvojlwo,711.0,SD,Iqaluit,f,Canada,87347.0,S,Kennametal
JZT9390,2.0,5.0,O,3393312.0,JZTTKFNOYOIZWIGJMTG,TODUTXSMIHDUAAWHI,18.0,1-861-535-8498,5.0,Ampdtjjmow,485.0,MO,Des Moines,,United States of America,134444.0,U,Unum Group
UIO9391,6.0,1.0,O,352441.0,UIOSLRRIKHJAJYDGBKILKORBAFKF,Umtcmzbnhy,3.0,1-355-189-2132,0.0,Zsfooho,693.0,OK,Santa Fe,,United States of America,490524.0,U,Saks
HNC9392,4.0,1.0,O,15207.0,HNCLDFJLSQQVOPK,Mhcdffovhholpoprhgzgjczv,14.0,1-959-949-9563,1.0,Cwrjka,308.0,DC,Dayton,M,United States of America,492505.0,U,WellPoint
WUT9393,2.0,4.0,O,944635.0,WUTEHVRLVGHXSSEGHUKJUHF,pkpszkalqgrakqorx,17.0,1-817-711-2467,4.0,lreffpsoapl,394.0,Saskatchewan,Philadelphia,M,United States of America,163057.0,,Mosaic
Paq9394,0.0,2.0,,54176.0,Paqkpmogtsevtg,zuphdtejtgpdcglfmw,85.0,1-649-673-7198,5.0,,505.0,MN,Seattle,,United States of America,31495.0,U,Perrigo
WDL9395,2.0,5.0,O,2529652.0,WDLMUFNAICOMNMHHZD,Ihqphhwnnqnbcaxgkt,53.0,1-087-815-9390,0.0,Hefws,340.0,CA,Charlottetown,f,United States of America,259876.0,S,Cintas
amx9396,3.0,4.0,O,3677433.0,amxjfjgruw,Gcanwypcjfyslnalignofstoqzfgs,47.0,1-832-424-1561,3.0,Dswxxgx,,AL,Kansas City,,United States of America,449245.0,U,Texas Instruments
cyp9397,9.0,1.0,R,3100245.0,cypugdgcjqprjtjcxahkwgipyjbv,ZPJYNONRTNKZ,60.0,1-192-130-6884,3.0,Npqncksoe,820.0,OK,Honolulu,,United States of America,143275.0,S,Advance Auto Parts
ETG9398,6.0,2.0,U,847782.0,ETGDMXVVTVDKFGDT,Ckdlmktctth,38.0,1-243-000-0593,1.0,Ftdav,501.0,IL,Fairbanks,,United States of America,41921.0,U,
Bsg9399,7.0,1.0,O,1163096.0,Bsgofuauvjpvtylxalhup,Pcmvaeczcwzpbo,83.0,1-753-749-8892,,NFVOAXBA,817.0,PA,Yonkers,,United States of America,257887.0,M,Live Nation
OAW9400,7.0,,R,2521199.0,OAWEXBZRBGJFZGIGZ,qiufevykwzviojgg,86.0,1-135-620-2410,5.0,Evetjrnywsyn,653.0,Prince Edward Island,Yonkers,,,30394.0,M,Univision Communications
nzr9401,4.0,3.0,O,1028705.0,nzrumaphavdo,Luridhgs,23.0,1-770-368-1144,5.0,Tmhxsgjcmh,342.0,ID,Newark,t,United States of America,,M,Procter & Gamble
Jwn9402,4.0,3.0,O,284279.0,Jwnbagheaoevujfanobrqz,Bibexkfsqqiimdkapto,86.0,1-003-170-7046,3.0,Rkacdbnd,470.0,New Brunswick,Glendale,,United States of America,324312.0,U,Enterprise GP Holdings
Ozn9403,6.0,0.0,O,3982154.0,Oznvqpzwxbzyaqsio,Rnirygadoopmzkaehbwyxipa,95.0,1-747-573-4013,3.0,Dveyqtqgzw,738.0,Alberta,Macon,M,United States of America,206115.0,U,Great Atlantic & Pacific Tea
Coy9404,4.0,2.0,R,1358649.0,Coyxmzjraqajpsfz,Oakmlfsklfcllmhcwxelk,66.0,1-651-224-0340,4.0,Ruewoopxmx,721.0,TX,Palmdale,,United States of America,286350.0,S,Guardian Life Ins. Co.
Yig9405,4.0,1.0,U,2950960.0,Yigivmsskhaymsjbdapgveha,SPMAHFYUDALAGLJJIETVSVBYKPQ,40.0,1-434-139-0541,2.0,Uuxtc,608.0,DE,Greensboro,,United States of America,,S,Berry Plastics
Laz9406,4.0,3.0,O,,Lazjxsva,iknynttouqvodefckonfdpj,93.0,1-041-707-1801,2.0,JNRGAXCHVW,387.0,MN,Huntington,M,Canada,396153.0,W,Xerox
Gou9407,3.0,5.0,O,,Gousrcxolpdcppgxnuwosiljedjrq,Sofdvnjwuyj,,1-142-543-8989,3.0,RHOLT,,MN,Nashua,f,Canada,113282.0,S,
Den9408,5.0,1.0,R,3035527.0,Denwxbmvj,Nqgsqguixwb,67.0,1-642-408-5459,4.0,Cbjhpobwsvvm,535.0,AZ,Henderson,,United States of America,107612.0,W,NetApp
Jft9409,10.0,2.0,O,,Jftpoenpdwhtfpl,Shuvwtjrfoupgnutmljh,44.0,1-471-916-3022,5.0,Zfeztlg,602.0,AK,Colorado Springs,m,United States of America,52850.0,M,Cliffs Natural Resources
SBQ9410,1.0,5.0,O,2078834.0,SBQKXFEOGDQTHKASJGCVJMPXRTQ,STWVCISQT,85.0,1-916-703-9205,1.0,SRANCKDPCPC,791.0,MS,St. Petersburg,F,United States of America,442069.0,U,AECOM Technology
DQN9411,4.0,0.0,O,932477.0,DQNCFESCLFGHLRAZONYXOLYMT,PZBNHW,20.0,1-549-791-3741,2.0,rryvgejmwlmj,565.0,LA,Columbia,,United States of America,424497.0,S,PetSmart
Gxn9412,9.0,3.0,U,2356456.0,Gxnxgllezimfzoydoto,zwlemodde,55.0,1-361-871-0230,4.0,,785.0,AL,Fargo,,United States of America,194585.0,,Hewlett-Packard
Uil9413,0.0,0.0,U,2372383.0,Uilwtdxhdxslwdgqcmqlaa,Xkujx,40.0,1-835-025-3174,2.0,AMDNFR,801.0,GA,Milwaukee,M,United States of America,427521.0,U,Hudson City Bancorp
GXC9414,4.0,3.0,O,2157485.0,GXCREA,vptvgjqcyboich,82.0,1-650-468-3471,0.0,EBQOGKXWPV,398.0,GA,Eugene,m,United States of America,25203.0,W,American Express
grg9415,9.0,2.0,O,1629131.0,grgavyxejbmddfshvsdsqlgmudbj,cnczuhpgx,40.0,1-376-762-0093,0.0,LLTSFRODVL,679.0,AK,Fayetteville,,Canada,314243.0,S,Kla-Tencor
Lbi9416,8.0,0.0,O,1281786.0,Lbimxyxlfawvqz,Oyjqmqnhtprerylvposclvexkjk,39.0,1-942-284-7016,5.0,Tmuvwebrfv,356.0,KS,Cedar Rapids,F,United States of America,215905.0,M,J.B. Hunt Transport Services
jha9417,9.0,3.0,R,,jhagzgl,MVAEBKYZIDNWLRBNKSVBGA,56.0,1-294-143-0630,,wjiarafv,480.0,NH,Buffalo,,United States of America,249321.0,D,Cabela's
HMW9418,8.0,0.0,O,1912860.0,HMWBGTSOGICYSOMKLSTXWZTCQA,JXVULDMHRNZ,73.0,1-777-426-7369,5.0,Xcjpcs,376.0,MN,Biloxi,,United States of America,435102.0,U,Nicor
cvf9419,6.0,1.0,O,815582.0,cvfulexvpzags,Dsehgwshkvpyzzg,,1-976-380-0264,1.0,hpffav,591.0,NC,Simi Valley,F,Canada,359437.0,M,NiSource
Psa9420,0.0,5.0,O,1475743.0,Psajlnai,Uurhfxjhqhxdmcfdmvrhyhr,61.0,1-733-952-9511,4.0,cpsidgtqeqz,516.0,SD,Garden Grove,F,United States of America,197021.0,M,Crane
tcb9421,4.0,,O,455426.0,tcbavzovims,mcpbvxpprrqmgfixoqkfpc,33.0,1-461-827-7331,2.0,ZQNUFV,595.0,WV,Yonkers,,United States of America,188916.0,S,Wyndham Worldwide
Mcp9422,7.0,2.0,R,1352390.0,Mcpjwibnpbcievzaidbpdyzevjnwg,Quvkyrryldmgjjobgphhnmgqel,73.0,1-505-629-5554,3.0,Lfhhapm,688.0,DC,Fort Worth,,United States of America,181793.0,M,
Gcp9423,10.0,1.0,O,205601.0,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,WYQTPLKNAZJQEISYHGGVNYRVLL,67.0,1-993-925-5242,5.0,Dugyig,724.0,PA,Warren,F,United States of America,271110.0,D,Bemis
Mcp9424,6.0,0.0,O,2763552.0,Mcpeasqbdksfhhicigig,iugjhlhfjejrmb,34.0,1-700-360-1448,5.0,aqhqovlxo,813.0,CT,Orlando,,United States of America,43922.0,W,Kansas City Southern
Sgq9425,,2.0,O,2495715.0,Sgqmixjli,FWZMH,15.0,1-852-810-8213,4.0,Xbchvvw,307.0,KY,San Diego,M,United States of America,72410.0,S,D.R. Horton
VBI9426,8.0,3.0,O,2159419.0,VBIAHYKCJXQYRMWFQXEKO,Bnxlshrviffxyvvjldvuwzndapj,58.0,1-815-234-9736,4.0,Rwbnz,729.0,KS,Philadelphia,f,,53233.0,M,Yum Brands
Mjy9427,9.0,3.0,O,1071328.0,Mjyhgaskpxawfzvlns,dybwtoxepxusuatkumuxxcb,45.0,1-802-548-9072,0.0,Timxvejl,656.0,TX,Palmdale,,United States of America,246776.0,S,CB Richard Ellis Group
JDI9428,3.0,,R,501427.0,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,eekyymnvwehsrscvyy,57.0,1-234-384-0542,2.0,Jcluvsj,810.0,NV,Las Vegas,m,United States of America,474229.0,D,Paychex
Jgv9429,8.0,3.0,R,1364129.0,Jgvhygmsa,tcszgwdovexmfuntucyfrbmxrxh,13.0,1-283-018-9240,,Estobq,613.0,MD,Fontana,,United States of America,346332.0,M,FirstEnergy
WZF9430,2.0,4.0,O,2773908.0,WZFXOZHVWOENDYCNN,dbujibldqtn,11.0,1-314-259-1147,2.0,xgjluovvlfrw,486.0,CA,Saint John,,United States of America,,W,
Ise9431,6.0,3.0,R,3953127.0,Isekxbydjfsd,Krxbgsrduouxibbtdebi,75.0,1-434-880-1350,0.0,Pkyeawndh,,FL,Santa Ana,,Canada,32728.0,W,Varian Medical Systems
HRJ9432,9.0,4.0,O,2931206.0,HRJFXSY,lbmudhmferazjmmmelvcpcmajtvii,83.0,1-219-743-5408,0.0,Uvuru,418.0,LA,Riverside,,United States of America,313671.0,M,Tiffany & Co
mcu9433,9.0,,O,1090819.0,mcusdrmacvfqmclkvmecmvg,uutdzwifdmrcztmoyvjuhcpo,77.0,1-779-496-4262,,Rwljk,,ME,Richmond,M,Canada,275885.0,M,
Hqp9434,4.0,1.0,O,,Hqpeov,qhamuclkblwgbaq,46.0,1-439-159-8222,3.0,Gbqvsqudu,759.0,SD,Louisville,,United States of America,220493.0,W,Fleetwood Enterprises
OQK9435,4.0,5.0,O,1121482.0,OQKWFFLWNULPTXOUZTOLG,Xrtztgcavhn,32.0,1-179-752-3528,1.0,Fptwdytytr,404.0,CO,Rockford,M,United States of America,213252.0,M,FedEx
KRG9436,4.0,1.0,O,1687602.0,KRGVPPEKHCUJZV,Euaesnqnkubm,51.0,1-309-866-3200,0.0,Exigdjhq,544.0,WY,Simi Valley,F,United States of America,83831.0,M,Assurant
Que9437,10.0,1.0,O,863567.0,Quemajsgmdnqt,BQUUQFPH,58.0,1-520-320-1879,,Ueisrinj,385.0,FL,Billings,f,United States of America,157956.0,M,Vectren
oes9438,1.0,4.0,O,1915336.0,oesxklabtcibu,Cylbiyb,1.0,1-014-926-9892,4.0,Thnsvqbm,649.0,KY,Iqaluit,,United States of America,,,National Semiconductor
Cuf9439,2.0,3.0,O,1108967.0,Cufrjtnpejrlfa,Ldinlhbs,16.0,1-249-938-4154,3.0,Ewhto,703.0,AK,Paterson,f,United States of America,,,Sonic Automotive
Omv9440,0.0,1.0,O,1564637.0,Omvgtouw,Xxxdzcxkofsngdfyqxmdqu,28.0,1-665-361-7531,3.0,Rztawdh,,WV,Grand Rapids,M,United States of America,467572.0,S,Nucor
Jgw9441,4.0,2.0,O,2698242.0,Jgwrghkaifnpcggyklb,DQQMRTM,33.0,1-538-466-2026,5.0,Hvpywoo,369.0,NE,Saint John,M,,43184.0,U,MeadWestvaco
pus9442,1.0,4.0,O,3827700.0,pusbz,Lvovfmwbm,83.0,1-394-462-5885,2.0,fcwtfphemdq,735.0,ND,Albuquerque,M,Canada,182367.0,M,Goodyear Tire & Rubber
ILQ9443,,3.0,,,ILQWYQNDHHOGREWAQHFJYHVKHV,Njbvefsvabsdztbvfagpduagposr,0.0,1-469-273-2200,2.0,SSZUQOFTI,805.0,NJ,Grand Rapids,,United States of America,94040.0,U,
Jgk9444,2.0,4.0,U,3966122.0,Jgkzbqbgmgeklikjdwbwvi,LLQYTRNU,,1-327-499-8383,5.0,Ommar,641.0,HI,Peoria,,United States of America,77740.0,S,BE Aerospace
Dwc9445,5.0,4.0,U,3248589.0,Dwcmwsexkefzscbdvacirjchyvpt,VNPEKNSNKKUZSITGZGIZEFA,65.0,1-123-547-4916,0.0,ELUOIEOVOAN,730.0,WV,Newark,F,United States of America,404963.0,M,Hertz Global Holdings
dqt9446,2.0,1.0,R,1543885.0,dqtwzvwvzntfbbcwfdgl,HYVPZJJGCUVFKH,63.0,1-651-484-3426,2.0,Ijfre,834.0,OR,London,m,United States of America,330058.0,U,Whirlpool
VCR9447,9.0,3.0,O,2846842.0,VCRSCJQZZUBVRDPSNBWJF,zcfojvgupocngfr,5.0,1-075-885-3063,3.0,Trqdrtjgju,424.0,Saskatchewan,Norfolk,M,United States of America,417458.0,S,AbitibiBowater
VMX9448,4.0,5.0,O,,VMXKXNYRULQJLUDOATCMDHT,Wjtjeendyac,80.0,1-264-616-2616,1.0,UZIOATICDZ,711.0,NM,San Jose,,Canada,278446.0,U,
ovr9449,7.0,5.0,O,2354544.0,ovrucmqrllox,Sitiqoswakjeudtf,19.0,1-926-759-2026,4.0,WCDTBYLXRS,651.0,UT,St. Catharines,,Canada,350443.0,W,Raymond James Financial
Hqp9450,10.0,1.0,O,,Hqpvvbwtyhqixswunihqgwvndvgp,CBNTFGVWTOCLAABCILCP,97.0,1-248-868-5643,0.0,RFZTUQESEY,781.0,TX,Phoenix,,Canada,137583.0,W,Republic Services
YUP9451,2.0,2.0,O,1417768.0,YUPHKGVDQJUFDZVKRIAKMVFVCVY,IEZOGRRKGXXVUFTVQLQIWTW,,1-557-404-4027,5.0,Tjkwza,796.0,HI,Jackson,M,United States of America,241037.0,U,Hill-Rom Holdings
Idi9452,8.0,1.0,O,2519470.0,Idihdaepojqihgngbu,Vizklyikfbedxljosvqwtprsufgpxz,69.0,1-836-310-0994,3.0,Fyfzmls,644.0,UT,Edmonton,M,United States of America,399863.0,S,Perini
Tqb9453,9.0,1.0,O,2955446.0,Tqbnafjciinsspdafhmgpeoa,IHADRUISJBT,92.0,1-843-949-1842,4.0,Ydolkqmvi,401.0,Newfoundland,Chicago,,United States of America,,M,Colgate-Palmolive
Aes9454,10.0,5.0,O,3586672.0,Aesfusoyrm,VAQQGJGWOFQSGXDHIHJGQZC,17.0,1-321-626-7500,0.0,Zudhwij,,WA,Jersey City,f,United States of America,88608.0,M,Fiserv
Epf9455,9.0,4.0,R,2939478.0,Epfpbqvlgmjxtcxbyuqsc,Xklndzkubdihalq,49.0,1-081-367-6586,1.0,Wcjnkvquhm,655.0,PA,San Buenaventura,m,Canada,206395.0,M,Belk
Ffn9456,9.0,3.0,O,2827456.0,Ffnhg,ztvixiwgn,69.0,1-476-410-7306,4.0,tkyqjp,435.0,MT,Eugene,,United States of America,446935.0,W,Atmos Energy
pap9457,5.0,3.0,O,17134.0,papshbksextrzddaejcnpntii,Wgyhjwhkwwynavgxerzvnimnjgt,15.0,1-306-138-1852,2.0,jfxftl,674.0,CA,Alexandria,,United States of America,51971.0,U,American Express
Nkg9458,1.0,1.0,O,3886166.0,Nkgzwsemgwvrogfbnlojpqfxet,Vdbmvczmfacictfnrnwjibxcllr,21.0,1-738-679-1863,,vhaqt,760.0,OR,Vancouver,,United States of America,369850.0,M,Teledyne Technologies
ufh9459,1.0,2.0,O,191154.0,ufhrukyazauhneec,EKDDYPCTHOTJQPTCHEQZWIPPW,34.0,1-250-092-6595,0.0,Dhoilzaxk,496.0,VT,Hull,f,United States of America,38251.0,,Integrys Energy Group
tmt9460,5.0,1.0,R,1856083.0,tmtqbjshieprffq,TUSBQIOXUJHLHBMLHJLDEWIESG,55.0,1-137-415-0657,,Xfejhubxlrp,493.0,AZ,Spokane,m,Canada,206315.0,S,ON Semiconductor
rnl9461,6.0,0.0,O,1001341.0,rnlkvcckzxdvyhbvrota,ksest,100.0,1-218-529-4942,1.0,Wqtrdfcxu,786.0,VA,Oxnard,M,United States of America,164978.0,S,WGL Holdings
pit9462,3.0,0.0,,1537954.0,pitwjqvlegfyvpaxdgdubsoat,Dlnlbdigigwdujievmrsavrjnso,59.0,1-757-529-1404,1.0,clvhdpzs,662.0,CO,Rochester,,United States of America,166099.0,W,Urban Outfitters
ykm9463,6.0,3.0,O,1683196.0,ykmbdtn,dfmsbcstmymsxxuxtkucprdbvx,21.0,1-816-003-1563,4.0,Fegrbe,758.0,UT,Baltimore,F,Canada,151735.0,W,Beazer Homes USA
Ieo9464,3.0,1.0,O,3685385.0,Ieowh,Yhierprljgnifrqiotob,64.0,1-347-832-1748,3.0,dyselvuahblw,,HI,Stamford,M,United States of America,273278.0,S,Consol Energy
XPB9465,7.0,1.0,U,2095651.0,XPBECHFKGQRNMIV,RVGXVZCYXYRD,58.0,1-408-519-8134,3.0,URQIVEGJZA,403.0,NM,San Buenaventura,f,Canada,306611.0,M,Lexmark International
UDI9466,6.0,1.0,O,1897205.0,UDINZQZLPJTZWURBI,Pfjdqvshodu,20.0,1-264-254-6090,1.0,,567.0,AL,Aurora,m,United States of America,213721.0,S,MetLife
VYR9467,8.0,4.0,O,3278747.0,VYRIJK,Choeewhpbzmqdbdoogchmdeczbwjl,19.0,1-178-515-6978,2.0,qncpmaonbdzm,513.0,NM,Los Angeles,m,,69496.0,M,Electronic Arts
Csj9468,1.0,5.0,O,1675180.0,Csjwgbdxtx,Jqyuyhnjwqpbq,37.0,1-276-993-0775,1.0,Lxybxcbe,312.0,KY,Irvine,f,United States of America,4312.0,M,FreeportMcMoRan Copper & Gold
vln9469,8.0,5.0,O,1925476.0,vlnagqrdgtzrlxrw,TQQWJOIOPZOFKLNXQAF,32.0,,5.0,XGKTLHUTNIZK,484.0,NM,Warren,m,United States of America,449247.0,S,Textron
GPW9470,9.0,5.0,R,1648142.0,GPWTSJMPNSAQUXMVFMWWUTLEQCWAQ,GIHIY,60.0,1-257-160-4273,2.0,Flhlvy,701.0,DE,Coral Springs,m,Canada,462540.0,W,Celgene
shm9471,7.0,0.0,O,2596913.0,shmux,Qbvltihnnmdbuqsu,78.0,1-205-906-8735,3.0,Qajvkl,777.0,CA,Burlington,M,United States of America,123281.0,S,Hertz Global Holdings
Kih9472,6.0,4.0,R,506192.0,Kihkgmyjnxvahtfjkqryxiffttzeec,ADUGIWADATKHDXXKMRHHRQPWSEOLM,55.0,1-397-809-0257,3.0,GRRNYFLQYZ,699.0,Alberta,Louisville,f,United States of America,488130.0,M,
Nof9473,8.0,3.0,O,2492527.0,Nofqemprfnhdvddjluuimrqf,JKAFYBFJTVUVYLSLKFFGHGNSZDOMF,52.0,1-952-727-5786,2.0,Pnfic,449.0,NJ,St. Louis,F,United States of America,231999.0,U,Fred's
Lnx9474,10.0,1.0,O,1273348.0,Lnxmwo,Bisoa,0.0,1-832-870-1417,1.0,FSLPNNGWPMO,461.0,NH,Akron,m,United States of America,452141.0,M,American Express
Esi9475,7.0,3.0,O,3466631.0,Esixggpdfpj,Uruxnkwwdzuhvixjwraaox,,1-883-550-6487,0.0,Mvcwhcq,542.0,WY,Austin,,United States of America,395563.0,M,Massey Energy
ADN9476,10.0,3.0,O,2791594.0,ADNUWHXJRORUGKVTZGNUKHJGMI,Dbdzdvmvcbrdtmfvbwyjrkwjyt,45.0,,4.0,Qtmsrjoym,365.0,NM,Bakersfield,,United States of America,193652.0,S,Sunoco
sri9477,2.0,5.0,U,1242476.0,sritusawpfx,Kihalpie,89.0,1-801-531-1913,4.0,XVPUMDL,603.0,PA,St. Petersburg,f,United States of America,270460.0,S,FirstEnergy
jyk9478,0.0,4.0,R,507823.0,jykaoqadsstwkhlhaaipuugtqedfq,Oyhnuackylbzucvioksdwqpl,38.0,1-972-313-0974,5.0,qwfiyhgbq,495.0,HI,Anchorage,F,United States of America,485810.0,W,Mutual of Omaha Insurance
hoe9479,9.0,3.0,O,471703.0,hoedkn,Gqgfgq,1.0,1-298-597-6992,2.0,lilonqfd,359.0,MD,Evansville,,United States of America,263744.0,M,Goldman Sachs Group
Qzp9480,2.0,2.0,R,3392701.0,Qzpvmmnyaskcklfucuqaauc,Lhwxz,2.0,1-568-249-4995,0.0,VRBFJZD,402.0,PA,Virginia Beach,,United States of America,64117.0,M,Con-way
Wfv9481,,,R,336336.0,Wfvbxuuerdnomzbt,BHXIDQPDBPBFIMPMXFAXUVKM,18.0,1-002-996-9327,5.0,Bfqacgjl,362.0,Alberta,Eugene,,United States of America,229941.0,S,Oshkosh
Tpp9482,1.0,3.0,R,3133893.0,Tppbjeleo,cardcxmifrbtb,91.0,1-401-933-0040,4.0,CHUVHXD,812.0,AL,Fort Worth,,,,M,Cameron International
Klq9483,,3.0,R,3715814.0,Klqowby,Tnwhwuwujob,97.0,1-744-027-1339,5.0,auissiprllz,580.0,DC,Dallas,,United States of America,158070.0,U,Idearc
Hfa9484,3.0,5.0,R,3526834.0,Hfaqeumemjvqjyrllolclsc,Hdfmrozegpzk,60.0,1-990-209-1115,,EGWJXLSMA,763.0,MA,Thousand Oaks,,United States of America,497002.0,W,Oceaneering International
