MarSt,AdLi2,NuC,LN,AddrL1,PoC,Ph,Gen,CrRat,Ag,Em,Sta,In,NumCreCa,NeWor,Ci,AgID,NuCh,Cou,MiIn,FiN,OOReF
D,Pjmvaaiahxjobcceenudwbalshxklkewrbkzpjzauve,,Hracsjnosjdmht,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,Gniqeiujegr,1-769-176-0939,F,,95.0,Century Aluminum,OK,96167.0,3.0,2021690.0,Bellevue,Hra9354,5.0,United States of America,m,Dnrdptglnkmrctrqbojnongt,O
U,jqoxmupf,4.0,xmpunfa,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,Evnkdvlzp,1-408-211-0567,m,514.0,70.0,,Prince Edward Island,321492.0,5.0,1980845.0,Virginia Beach,xmp9355,3.0,United States of America,z,kcvecwbqjwsskervicgplk,O
S,Fexheyizjrwfijnqobmgqikicxdgusekqdrbidzepvzt,2.0,Mltudkmvjmjxtg,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,WNDOXJDHOUMV,1-506-571-8374,F,331.0,66.0,Terra Industries,OR,66367.0,6.0,838050.0,Overland Park,Mlt9356,4.0,United States of America,,jfaaazwseidqhj,O
W,Kjuukepetpfta,5.0,kfjdfrmfsdvpygcs,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,SZAQVQ,1-509-391-0683,,840.0,73.0,Mattel,VA,257884.0,9.0,2021368.0,Yellow Knife,kfj9357,4.0,United States of America,,ZVZXXTMVCQNM,O
U,,2.0,XGLXJODSFPENAHQVDETJLHTLEAKQ,fxefczwhvsqtdfwbu,Ojhic,1-384-794-2882,,668.0,88.0,,ME,449830.0,10.0,176674.0,Santa Rosa,XGL9358,2.0,Canada,,duupdbgsawuriazmffdxasxlnl,O
M,Vpyvghrarhhifpdidgzlhmgoqrqnygerdwwnggxkwgkznrgnsbpumrmwokcrj,4.0,Aiogsioqctvxepkkyoeunuiikovef,Xtlfuhdzolfiopgarhzuqmpgisdjw,wbqhcbhmw,1-982-194-8517,f,474.0,70.0,Fiserv,TN,58702.0,4.0,630392.0,Huntington,Aio9359,1.0,,o,BYCDMYKSLQVGP,O
M,VWXEZSZJ,4.0,jjdaaestqrkhgwsdnut,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,CDBPFV,,f,368.0,43.0,Emerson Electric,British Columbia,32361.0,10.0,939924.0,Cleveland,jjd9360,3.0,United States of America,,Drmxeniqubofej,
S,Ptgakynrgrjwcajmxtnwbaoxiftazpqsbshulnrgvdgroivihnxpznsgtrctkuoqxy,2.0,prudmlnatpkamdwtphrosbhsokzhy,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,Lzahzjcosid,1-379-305-4148,,425.0,47.0,Rite Aid,Alberta,445223.0,7.0,1766726.0,Fullerton,pru9361,,Canada,z,Lorda,R
D,Odupyoqdwfrdvvswuvorubmhwufawamjroipeumwawdkoeooplggauudwykdoknjzmttb,,Puszxt,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,lxpvethtxge,1-445-578-9749,m,320.0,88.0,Sunoco,OH,415398.0,2.0,730781.0,Topeka,Pus9362,4.0,Canada,K,uqurgcivoagwvcuplmcfnagpzagfit,O
W,Tcrpscbduepacfwmglkootzinigstuuqyulnhpwclnsntfeoe,4.0,qiwskmanbwyuapwkwytqqog,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,Txbouafl,1-559-131-1347,F,486.0,11.0,Key Energy Services,Saskatchewan,249106.0,3.0,3702054.0,Billings,qiw9363,3.0,United States of America,,Qiejglnboxxfcrsb,O
M,EFHASLATYPRZKWYQKTVZLECM,5.0,Xjentilutpkqclvzrsklvekht,Tduwwnmzpbancwdgcyhv,MGLKOSSTLAG,1-890-526-1657,,342.0,24.0,Marathon Oil,IL,305306.0,5.0,3474079.0,Grand Prairie,Xje9364,5.0,Canada,M,Hsfwimollqojhgisegb,
U,Icmokukmbfxltltwdldnjaftsnfkkvauhuqaxqdprxfjrurhdvrszzakogzqvqrprihbjadvqqskct,4.0,edwoaxqkoocmyslqfbplsntuoa,Esdodf,Iemtqx,1-765-701-6530,,346.0,58.0,,PA,31765.0,0.0,837037.0,San Bernardino,edw9365,3.0,United States of America,v,jysisysiu,O
M,,5.0,Ayjdbvncpqvikogackpndqhirjeywl,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,mkevldommwq,1-739-416-0201,M,319.0,35.0,American Electric Power,FL,329439.0,6.0,1482994.0,Huntsville,Ayj9366,5.0,United States of America,,Vogciclxaweasmyvtlojxljtn,U
S,,2.0,smfnrdwkryfjlhdtfcotqfrs,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,BIYIZAITG,1-219-366-1225,f,782.0,55.0,Thor Industries,HI,49130.0,9.0,3433840.0,Concord,smf9367,4.0,United States of America,p,zdorgqcfqtyrnwsd,O
M,dnicw,2.0,Fljkjnwuolfizmfrrsdv,Wshipoblsnieamuyfctxzacqt,Nxtmpryovw,1-493-603-3040,,827.0,46.0,Werner Enterprises,MO,432107.0,2.0,926004.0,Rochester,Flj9368,4.0,United States of America,,GMBXIVPC,O
U,tlbggymtvofrydkmpzkr,1.0,lrqsfwewbpqgvkpe,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,TLYILG,1-268-764-2083,,705.0,30.0,KAR Holdings,IL,321346.0,5.0,1032078.0,Cincinnati,lrq9369,0.0,United States of America,I,gbifcpoa,R
W,Qccahrnbhkermqxqstpwargqhmyfqfwxnsfmfctetezoayed,1.0,Zrbfcondoikwmxxd,qpgnstdxctltzftdpwhavbswurdl,dnqwpc,1-345-028-9922,,808.0,27.0,Bank of New York Mellon Corp.,MO,471404.0,0.0,677109.0,El Monte,Zrb9370,1.0,United States of America,S,SSRKBTKIRBRPAHD,U
S,Agnioxncoulhoxtkkdsqjggajkltqixjsnlusymwhucoiinjdbjnkjsnmofvlxjolcywklkao,1.0,Aqosnyjpzyogzk,Zboqlqxcslsknqbetigflwjhuctwb,AXYAXKQ,1-067-056-0181,F,837.0,26.0,Ashland,SC,434232.0,9.0,2824015.0,Aurora,Aqo9371,2.0,United States of America,,Rnubaocxxysvcnjumairk,R
U,GGBDCOEXQGQTCJQOSIVQWICSDIZKAPWFZRPUINMMWSYXGQKSKDQSAJLYGPMCMHFULVZIXBCT,2.0,FBJVTMODMRXGCGOQNL,Uqmcajxljgjlclplwvpg,JNZAAUOFXCWD,1-231-999-0171,,576.0,36.0,,MI,354702.0,9.0,2823628.0,Bismarck,FBJ9372,,,o,IUQDQKNXVQABDGI,R
U,HKBLGFRRHYLUFTAJUTHVEUFSKXKKZGCFUPPCTDFXTMUCUBBKGXLVDFB,4.0,PWQEELVHLSLQXXW,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,JXAHYID,1-951-980-6497,,623.0,92.0,,Saskatchewan,91047.0,8.0,3865939.0,Hamilton,PWQ9373,2.0,United States of America,,qgyuuqqkiphodkfxzjgdmkq,O
M,cgavkpjdxhyhliauilbndyyphalcu,4.0,dkkbuleomucwvdquzqhwzv,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,Lraunszebds,1-015-592-9503,M,392.0,100.0,Portland General Electric,Nova Scotia,245856.0,1.0,706155.0,Providence,dkk9374,0.0,United States of America,,Koslxxpun,O
S,ADHWFKSYGOAJJGCJVBSCSUOASZIYLCETOKLXYUWVQQPGHGXJZHUCYGPUKUPIHDELDQQBGNXNYJUB,2.0,NBERSMIMGLHLHRVIQXDTXE,auchfnpkvtzvifftsulbcf,ujqdfvffoh,1-768-185-5140,m,367.0,89.0,Chubb,WV,230479.0,8.0,1704399.0,El Paso,NBE9375,2.0,Canada,,Rgegmnysmyfzmiq,O
M,wjpwumtvmxmbjh,0.0,kdsmxhuutvyeicjdhndleeedpzsz,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,Adsjmwttpsyd,,,814.0,30.0,Cabela's,CT,154892.0,5.0,3871317.0,Tacoma,kds9376,1.0,United States of America,,KTIGDRTUETBL,O
S,Bbhrsxqhoetnnweaidmgaolfogldth,3.0,YTFLBXIA,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,Kdzoqjf,1-468-522-8750,m,461.0,89.0,Puget Energy,KY,486835.0,3.0,3576531.0,Biloxi,YTF9377,2.0,United States of America,,Lhkgjilgwe,O
M,Yrjayi,0.0,ecjibgbllojcwyaxsulyvadl,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,YXOACWDAQY,,f,,75.0,Macy's,ID,325531.0,,3418165.0,Whitehorse,ecj9378,4.0,Canada,L,Lsoylmccqppuefdejxbbaku,R
D,Sollcivy,0.0,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,Jxzrjwmfmtfviadpqseitrnky,Nmlenv,1-977-481-2520,m,342.0,97.0,Exterran Holdings,SD,466191.0,0.0,3762568.0,Pittsburgh,DOM9379,3.0,United States of America,d,Uqkxbzsoumjrldqogqvdwkl,R
U,mkqvcgbufcooqrjdshtmlomtcwexguweymbmlgtknytl,5.0,WKUSBSJDTXNDP,,xvoftt,1-214-062-0263,F,527.0,,Bob Evans Farms,Saskatchewan,47954.0,4.0,17368.0,San Antonio,WKU9380,1.0,United States of America,Y,Urrexaigbjjfhatwjmldzwrimfnsxl,O
M,Scztmieqrphmrrsaxcaldqcvfznnknofzayutahegefsdgwsvyxgfgkfmuq,1.0,Leoeqdbmzikhygu,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,Tqaqnaeo,1-627-760-7172,f,309.0,57.0,Goodrich,Saskatchewan,43295.0,0.0,2547897.0,Newark,Leo9381,1.0,United States of America,,Ihpwkusqbcydigjsauu,O
M,Dufmozxgvkkxxlajeqntiockjglkzvffaewpimvxzqkkejxgshlendjydryqhtuowjljrfiougxnyrei,4.0,Olejbofkbnvzfvneotxoflbqdk,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,JBRPPDEL,1-067-555-2307,,773.0,12.0,Annaly Capital Management,AR,49091.0,8.0,3455552.0,Salem,Ole9382,5.0,Canada,m,Diodgekecfuxfbywsqocux,O
M,gaffywuawdywqytudbbrekracxvhfmljvetxoaarfcrreexxganywyfcgovmibamjiutan,2.0,vctlxovpymfdaadj,WSOIO,Clmwphpr,1-632-526-8929,,677.0,28.0,Cypress Semiconductor,MN,125450.0,1.0,89300.0,Fairbanks,vct9383,1.0,United States of America,,QOMFGPBEZVGLVUJTTSNFGKO,R
S,TZTBTRFAJESCMZGWBCOHNECCSPBNNXPGQCSCNTWBAIRIGQLVTCNLESDVTFHNW,3.0,bdippeifpfeyqzcsmvfsvdbfrjeemx,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,ZMHSUEKUU,1-766-490-7051,F,355.0,8.0,Microsoft,Saskatchewan,50009.0,5.0,,Scottsdale,bdi9384,3.0,United States of America,,omzaawslldhiyoldqjkcqigz,O
U,Uvbqmqioxjswqehglxcrzrkrsybfrnkysbjrfzikhwopmbxgbvbfqbl,,Pjkolknhijxidcfefkxkrf,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,Edqjgeiic,1-916-847-3702,,850.0,6.0,Ameren,AL,411841.0,1.0,188683.0,Berkeley,Pjk9385,3.0,United States of America,R,xwvobbwvvincgtjgcpbfvbqpx,O
W,aknvtjqktgtlcusfjnrdjgzrwjqvtgdcgdmqfdbtxpljnpuazntwvsrdnmoqf,1.0,Gzogxxtzcslp,JWEBXMMSQQZEWPDTEFJ,kurqwfd,1-197-198-5620,F,,80.0,Weis Markets,TN,282042.0,3.0,47266.0,Hollywood,Gzo9386,4.0,United States of America,l,qfrjprpzd,O
U,Gzmvyiizehcwbrhofpynbiducwpihvdnqecficabqialrmvavmzcmuege,,Vpncsisq,Ludqlxwprwbxosw,ZUWZTBCMEQVA,1-577-180-8689,,450.0,1.0,Progress Energy,CA,76695.0,8.0,3441452.0,Regina,Vpn9387,0.0,United States of America,,wfrwzbqypcldwvife,R
M,PNSBCWQNVPQLQIJHEUNORRWWFSCSCBASRMKHLJOJVHTEWDPJNLSWNIBRRTSJF,,orfqcufybbdwiuob,Zhcajnhbrckefeqxnvp,pfiaq,1-329-183-8034,m,756.0,20.0,Visteon,Ontario,169740.0,9.0,3472455.0,Columbus,orf9388,4.0,United States of America,,hwnmjeezyolwjzjxrerqi,O
S,Fcnaoxqbewpscmuixpk,3.0,Hqqtesfgobwqhqlxlrigtjhiyacff,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,mprvojlwo,1-465-145-8568,f,711.0,13.0,Kennametal,SD,87347.0,2.0,2731857.0,Iqaluit,Hqq9389,0.0,Canada,O,Eanahb,
U,Bxtyylwmgnvzlkyfvoyfglkgumrohqinhgcedqsbzlmvlxorkpothjemqjgvfkhgtlwnjoxqrckjtsc,5.0,JZTTKFNOYOIZWIGJMTG,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,Ampdtjjmow,1-861-535-8498,,485.0,18.0,Unum Group,MO,134444.0,2.0,3393312.0,Des Moines,JZT9390,5.0,United States of America,,TODUTXSMIHDUAAWHI,O
U,Dvqitipgqqihwppvvcpkskxqwbdhwdhyxkhbinvwwashoypphykxagyozkitwhessiwmmzpjht,0.0,UIOSLRRIKHJAJYDGBKILKORBAFKF,UUWNBWOWUREBRNXJOFAVQPCXTVUUFEBHMNPGCFXEZXCALE,Zsfooho,1-355-189-2132,,693.0,3.0,Saks,OK,490524.0,6.0,352441.0,Santa Fe,UIO9391,1.0,United States of America,s,Umtcmzbnhy,O
U,,1.0,HNCLDFJLSQQVOPK,,Cwrjka,1-959-949-9563,M,308.0,14.0,WellPoint,DC,492505.0,4.0,15207.0,Dayton,HNC9392,1.0,United States of America,V,Mhcdffovhholpoprhgzgjczv,O
,Orwcmsbdkqqkdccztufdtnviltymiigfdmbqnekhpgnitxhjjc,4.0,WUTEHVRLVGHXSSEGHUKJUHF,RVZNQHOOZERHGTNQODRZAIPGOSWMMTUU,lreffpsoapl,1-817-711-2467,M,394.0,17.0,Mosaic,Saskatchewan,163057.0,2.0,944635.0,Philadelphia,WUT9393,4.0,United States of America,n,pkpszkalqgrakqorx,O
U,Wbuoscvphujwinutsfthgxsctkpvjqpoomohmprkdgrkbjamhdscmrjlpcgxhyojxlpxdxuxfvpzxb,5.0,Paqkpmogtsevtg,,,1-649-673-7198,,505.0,85.0,Perrigo,MN,31495.0,0.0,54176.0,Seattle,Paq9394,2.0,United States of America,,zuphdtejtgpdcglfmw,
S,Uzogahfwzfdjpifsfivhprsudgszswqmgnzvetdmjnv,0.0,WDLMUFNAICOMNMHHZD,HDKLJAUJJZQ,Hefws,1-087-815-9390,f,340.0,53.0,Cintas,CA,259876.0,2.0,2529652.0,Charlottetown,WDL9395,5.0,United States of America,,Ihqphhwnnqnbcaxgkt,O
U,VICZC,3.0,amxjfjgruw,Sngcdgdmiqsfiwwmfkmohlsjjqoqdqzbspjpouogujhvzedudqkhmcoaoaqiuvhztitqxkwyiyq,Dswxxgx,1-832-424-1561,,,47.0,Texas Instruments,AL,449245.0,3.0,3677433.0,Kansas City,amx9396,4.0,United States of America,E,Gcanwypcjfyslnalignofstoqzfgs,O
S,XNUGQFZZECRNWLHG,3.0,cypugdgcjqprjtjcxahkwgipyjbv,qtehiohrmvlmsywpvkqpdx,Npqncksoe,1-192-130-6884,,820.0,60.0,Advance Auto Parts,OK,143275.0,9.0,3100245.0,Honolulu,cyp9397,1.0,United States of America,O,ZPJYNONRTNKZ,R
U,Exhamwkvqtdiijtrdvomdrzusjwtxxycptgzgpwjgjenlywtrjo,1.0,ETGDMXVVTVDKFGDT,Ixmmtfdbfnjvjlbuolanldheuojcrohnccjqjmqcvmdecfqzkyvcd,Ftdav,1-243-000-0593,,501.0,38.0,,IL,41921.0,6.0,847782.0,Fairbanks,ETG9398,2.0,United States of America,,Ckdlmktctth,U
M,Tzidllkblfdkjvfzilvm,,Bsgofuauvjpvtylxalhup,qifnevglowuqdihkaalxnvkgyzqmqkldrnnowlsqnmehayfqsknaakqg,NFVOAXBA,1-753-749-8892,,817.0,83.0,Live Nation,PA,257887.0,7.0,1163096.0,Yonkers,Bsg9399,1.0,United States of America,,Pcmvaeczcwzpbo,O
M,clrcphnqhollvdgzkxwdqulvktwzgnadcouhotzdbcodyjhmccjyadeioplmnkthcluh,5.0,OAWEXBZRBGJFZGIGZ,EDMWBEGIPNMTF,Evetjrnywsyn,1-135-620-2410,,653.0,86.0,Univision Communications,Prince Edward Island,30394.0,7.0,2521199.0,Yonkers,OAW9400,,,k,qiufevykwzviojgg,R
M,naqsvlttnyuyidwuesydatedosfxcwnfnxn,5.0,nzrumaphavdo,Chfvsbnuthpjwuihipmjnvteduyqajtfkwjubkhmfvfeessehntixvarvnhogabeqy,Tmhxsgjcmh,1-770-368-1144,t,342.0,23.0,Procter & Gamble,ID,,4.0,1028705.0,Newark,nzr9401,3.0,United States of America,,Luridhgs,O
U,Ujvmmmsduftahqfgqojvrnofrdrlsyykhapfcqqbtholvcnjipgzglzxvzvymesksnlcdpo,3.0,Jwnbagheaoevujfanobrqz,YQXWKSVHJPJDSEMOPVFCPOBFLITKUNUQUDFESTKVETHAGPPWDJEEZBYEUIWUBRJCRQKJJL,Rkacdbnd,1-003-170-7046,,470.0,86.0,Enterprise GP Holdings,New Brunswick,324312.0,4.0,284279.0,Glendale,Jwn9402,3.0,United States of America,I,Bibexkfsqqiimdkapto,O
U,Wiodeogsqriplnvjdtnbfadjwpoye,3.0,Oznvqpzwxbzyaqsio,Djmocxeqwenrrnhwvuhuqcvdhptxuuptgxfffynaxmfguybanmlgka,Dveyqtqgzw,1-747-573-4013,M,738.0,95.0,Great Atlantic & Pacific Tea,Alberta,206115.0,6.0,3982154.0,Macon,Ozn9403,0.0,United States of America,,Rnirygadoopmzkaehbwyxipa,O
S,nyqihhhvcfprysmdmadmihwmpecjzrphvdnjrgqusexpzlghs,4.0,Coyxmzjraqajpsfz,oojwwgn,Ruewoopxmx,1-651-224-0340,,721.0,66.0,Guardian Life Ins. Co.,TX,286350.0,4.0,1358649.0,Palmdale,Coy9404,2.0,United States of America,m,Oakmlfsklfcllmhcwxelk,R
S,Bhxrlypufbnehgitqsuhcaamlfsyctjtljrcwnucigksftzzkoexjdcbjtleibq,2.0,Yigivmsskhaymsjbdapgveha,njdtoxprjctsxbihwydhthybtjimnskiybwijkptlmgfujagoiuebiovuusxdt,Uuxtc,1-434-139-0541,,608.0,40.0,Berry Plastics,DE,,4.0,2950960.0,Greensboro,Yig9405,1.0,United States of America,,SPMAHFYUDALAGLJJIETVSVBYKPQ,U
W,URCVYYIJPGBDQJVVNXPMDGYTIIAHQJFJIU,2.0,Lazjxsva,,JNRGAXCHVW,1-041-707-1801,M,387.0,93.0,Xerox,MN,396153.0,4.0,,Huntington,Laz9406,3.0,Canada,d,iknynttouqvodefckonfdpj,O
S,Giokxxqmvnhmsaznkxsdbymqnmxtarpziissclerbxqonawjqnsobvckzrvkduyks,3.0,Gousrcxolpdcppgxnuwosiljedjrq,lazxabkldnvllkfvjgabduysqudrmwjkyjaqcivexokksqixs,RHOLT,1-142-543-8989,f,,,,MN,113282.0,3.0,,Nashua,Gou9407,5.0,Canada,,Sofdvnjwuyj,O
W,Tnttrcvxotyiwwjaxwodqquvisgfirhfbnyknfrhmnnoollhlontqexgzoggrlhoegway,4.0,Denwxbmvj,Kilgrntjdfhxg,Cbjhpobwsvvm,1-642-408-5459,,535.0,67.0,NetApp,AZ,107612.0,5.0,3035527.0,Henderson,Den9408,1.0,United States of America,k,Nqgsqguixwb,R
M,Wiqmtegcgqblnxywptpalhniqwlitwllxbgshbuxpmejgmnsthttbvfvqxugqnshv,5.0,Jftpoenpdwhtfpl,Ipepdkutbkyhwnsnbpmwrzvkuboxfgzofceqnnllzz,Zfeztlg,1-471-916-3022,m,602.0,44.0,Cliffs Natural Resources,AK,52850.0,10.0,,Colorado Springs,Jft9409,2.0,United States of America,v,Shuvwtjrfoupgnutmljh,O
U,Hbdmrwjmhz,1.0,SBQKXFEOGDQTHKASJGCVJMPXRTQ,Qmwxfhdnuvr,SRANCKDPCPC,1-916-703-9205,F,791.0,85.0,AECOM Technology,MS,442069.0,1.0,2078834.0,St. Petersburg,SBQ9410,5.0,United States of America,S,STWVCISQT,O
S,tfpnrjgsvhvepgpgzwjfmuypzxwtaorbymhnbaodipgbwmtuafuizckqp,2.0,DQNCFESCLFGHLRAZONYXOLYMT,Pfbdja,rryvgejmwlmj,1-549-791-3741,,565.0,20.0,PetSmart,LA,424497.0,4.0,932477.0,Columbia,DQN9411,0.0,United States of America,,PZBNHW,O
,FHEQIYR,4.0,Gxnxgllezimfzoydoto,TGFQFIAOIXQVOWPLFNLVSAHBZIVUQXCPWKNXUEHHYEVYFXDCBJVNDXQMLEYNGCAVIOACQMTQH,,1-361-871-0230,,785.0,55.0,Hewlett-Packard,AL,194585.0,9.0,2356456.0,Fargo,Gxn9412,3.0,United States of America,,zwlemodde,U
U,sdlwwsaatjsbfjpgzxwsunbrhqyfduilkuwoleug,2.0,Uilwtdxhdxslwdgqcmqlaa,,AMDNFR,1-835-025-3174,M,801.0,40.0,Hudson City Bancorp,GA,427521.0,0.0,2372383.0,Milwaukee,Uil9413,0.0,United States of America,S,Xkujx,U
W,Doifcitejqvltb,0.0,GXCREA,tmeyiaqxajnupsbrmgdwwpyqyuobnjoljod,EBQOGKXWPV,1-650-468-3471,m,398.0,82.0,American Express,GA,25203.0,4.0,2157485.0,Eugene,GXC9414,3.0,United States of America,,vptvgjqcyboich,O
S,Sgoiewrlawhrsaaleqhiqgfuxqvdofcnowooprtjdmbulabu,0.0,grgavyxejbmddfshvsdsqlgmudbj,AQBABKVAQRXYSEPIXSEYUMVQQHTNKUKWPEXEJSGTYQTHUACSNEEZ,LLTSFRODVL,1-376-762-0093,,679.0,40.0,Kla-Tencor,AK,314243.0,9.0,1629131.0,Fayetteville,grg9415,2.0,Canada,,cnczuhpgx,O
M,zbwiltbeermwtmcenicfh,5.0,Lbimxyxlfawvqz,jhdivvnpiuakzmtklchbulifgdzfchfbzeuvciujsfsalbhgnqocsudmvjuxkihrpxmdoohze,Tmuvwebrfv,1-942-284-7016,F,356.0,39.0,J.B. Hunt Transport Services,KS,215905.0,8.0,1281786.0,Cedar Rapids,Lbi9416,0.0,United States of America,J,Oyjqmqnhtprerylvposclvexkjk,O
D,Jbbceekmvuqjorluaizzxhkqsvfgdafwjveobvgdneemkuqfwnychkxuxcbsivrtceaclngthck,,jhagzgl,Rwcvrkwajhadbf,wjiarafv,1-294-143-0630,,480.0,56.0,Cabela's,NH,249321.0,9.0,,Buffalo,jha9417,3.0,United States of America,,MVAEBKYZIDNWLRBNKSVBGA,R
U,FZJTXEYVNQELVINIYIRKWRQWCREXQFEPTUKQOUULKRUGPDKNUIMRXBFZJC,5.0,HMWBGTSOGICYSOMKLSTXWZTCQA,,Xcjpcs,1-777-426-7369,,376.0,73.0,Nicor,MN,435102.0,8.0,1912860.0,Biloxi,HMW9418,0.0,United States of America,,JXVULDMHRNZ,O
M,Dubtnimvgbjrprquchcvkllnlfnbnenqftvxijnrukkpmfr,1.0,cvfulexvpzags,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,hpffav,1-976-380-0264,F,591.0,,NiSource,NC,359437.0,6.0,815582.0,Simi Valley,cvf9419,1.0,Canada,,Dsehgwshkvpyzzg,O
M,Abieoesbigujcb,4.0,Psajlnai,OKDUCMYRPLMLRE,cpsidgtqeqz,1-733-952-9511,F,516.0,61.0,Crane,SD,197021.0,0.0,1475743.0,Garden Grove,Psa9420,5.0,United States of America,,Uurhfxjhqhxdmcfdmvrhyhr,O
S,KBINNWPGVFJSGT,2.0,tcbavzovims,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,ZQNUFV,1-461-827-7331,,595.0,33.0,Wyndham Worldwide,WV,188916.0,4.0,455426.0,Yonkers,tcb9421,,United States of America,,mcpbvxpprrqmgfixoqkfpc,O
M,Owfebaarhdwdzwmcrqsjjtcysnvgsrtacxjgguhncybyhdqxmdgyyarlbzhlcbxcec,3.0,Mcpjwibnpbcievzaidbpdyzevjnwg,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,Lfhhapm,1-505-629-5554,,688.0,73.0,,DC,181793.0,7.0,1352390.0,Fort Worth,Mcp9422,2.0,United States of America,,Quvkyrryldmgjjobgphhnmgqel,R
D,Xatwcojywlcxxqnfkgajhlxwmbksrh,5.0,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,Addnshoeikxalllpgtmepn,Dugyig,1-993-925-5242,F,724.0,67.0,Bemis,PA,271110.0,10.0,205601.0,Warren,Gcp9423,1.0,United States of America,,WYQTPLKNAZJQEISYHGGVNYRVLL,O
W,jzpjjhzxg,5.0,Mcpeasqbdksfhhicigig,Jcgmbs,aqhqovlxo,1-700-360-1448,,813.0,34.0,Kansas City Southern,CT,43922.0,6.0,2763552.0,Orlando,Mcp9424,0.0,United States of America,,iugjhlhfjejrmb,O
S,DUOPZBJWIBVHDQZUZUHQYJOVCCYIRWKYDDYNCXWSWGPNIHPINTP,4.0,Sgqmixjli,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,Xbchvvw,1-852-810-8213,M,307.0,15.0,D.R. Horton,KY,72410.0,,2495715.0,San Diego,Sgq9425,2.0,United States of America,,FWZMH,O
M,znvwgubwkcqhavukltgprkobgbvtkumtjpcmkrtdmlicejikbdlomtwhurujxhlrktpyhqawcjjd,4.0,VBIAHYKCJXQYRMWFQXEKO,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,Rwbnz,1-815-234-9736,f,729.0,58.0,Yum Brands,KS,53233.0,8.0,2159419.0,Philadelphia,VBI9426,3.0,,,Bnxlshrviffxyvvjldvuwzndapj,O
S,sorvpzj,0.0,Mjyhgaskpxawfzvlns,QTAEBN,Timxvejl,1-802-548-9072,,656.0,45.0,CB Richard Ellis Group,TX,246776.0,9.0,1071328.0,Palmdale,Mjy9427,3.0,United States of America,,dybwtoxepxusuatkumuxxcb,O
D,whiiunlynyjhuxoojurodoorbxihmlaesugfpbcyjvhrxubzpwgkdbqwfkifhbkcnfkwupliifxda,2.0,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,YGUKAIMCESZBTSST,Jcluvsj,1-234-384-0542,m,810.0,57.0,Paychex,NV,474229.0,3.0,501427.0,Las Vegas,JDI9428,,United States of America,,eekyymnvwehsrscvyy,R
M,Hdbpicbavfkrzyuelonix,,Jgvhygmsa,,Estobq,1-283-018-9240,,613.0,13.0,FirstEnergy,MD,346332.0,8.0,1364129.0,Fontana,Jgv9429,3.0,United States of America,,tcszgwdovexmfuntucyfrbmxrxh,R
