gncd,crdtrtng,g,nmbrchldrn,mddlntl,frstnm,phn,ncm,nmbrcrs,mrtlstts,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
Pne10102,685.0,45.0,0.0,T,NTFXNBELSUL,1-665-706-7547,474222.0,1.0,D,O,Paccar,7.0,3937659.0
eng10103,797.0,7.0,0.0,G,Bfzdfzwlpvbkwgbcblkcsuih,1-756-540-3810,231402.0,0.0,M,O,,3.0,2737832.0
qjc10104,433.0,2.0,3.0,,aqgfhdpbjizcikkumjmtlnlve,1-153-628-0316,424046.0,0.0,M,O,Fleetwood Enterprises,8.0,1217665.0
bua10105,753.0,99.0,1.0,j,Uafkxkfbalnxfp,1-575-247-9569,38569.0,5.0,U,O,Atmos Energy,8.0,185837.0
Ujx10106,390.0,,4.0,Y,Ruuvwifqtbplprnhkkfbgixoiuf,1-978-478-8095,125705.0,2.0,W,O,Cliffs Natural Resources,9.0,3718145.0
oyh10107,336.0,13.0,1.0,i,WJZVZVUKVSRLGHJGZVDIQVNETTXET,1-713-636-1426,159432.0,1.0,U,R,Exelon,5.0,1521682.0
vnt10108,839.0,7.0,0.0,,ifdqftvznqdiihslkorpltywajd,1-049-791-5859,162307.0,3.0,D,O,Furniture Brands International,6.0,3175624.0
Vpo10109,437.0,69.0,5.0,,Nsgoul,,6811.0,3.0,D,O,Cytec Industries,1.0,178414.0
hmp10110,735.0,,1.0,,Tlyndmcxewpwlspmdlagdhrvewokoe,1-842-758-3485,349003.0,0.0,U,O,,5.0,255521.0
hxs10111,665.0,42.0,1.0,,Tcefbenjjawfbupaa,1-849-563-6753,334077.0,3.0,,O,BorgWarner,8.0,1343491.0
vns10112,345.0,20.0,3.0,,Cpckekxkodikxoovgavi,1-245-368-8212,330661.0,4.0,S,O,Oil States International,8.0,1239284.0
IFV10113,343.0,34.0,0.0,W,Wyqtquekboo,1-726-356-7060,25885.0,4.0,D,O,Coca-Cola,3.0,922458.0
HCH10114,411.0,48.0,0.0,,tciwsqtxinymqrqhjebb,1-326-733-5185,313425.0,2.0,S,O,USG,3.0,1759724.0
xhn10115,667.0,33.0,1.0,A,GEFPCTHMJDIDOFJLJSIKQ,1-513-271-1854,280795.0,0.0,M,R,Fastenal,9.0,483516.0
Rve10116,348.0,,2.0,P,Pbgvfjgzcuv,1-007-182-7130,162619.0,4.0,U,U,ServiceMaster,10.0,1747944.0
FZL10117,474.0,2.0,2.0,O,Slsfkcmvdsovkvdckgzlo,1-895-894-3084,252291.0,3.0,M,R,Capital One Financial,1.0,
FLJ10118,785.0,90.0,0.0,,hezhgniydogqjdpdzltmzmlf,1-739-005-4026,434527.0,0.0,U,O,News Corp.,3.0,842793.0
xla10119,633.0,79.0,4.0,h,Ipzuukvdggdsj,1-653-803-6612,349943.0,3.0,S,O,Paccar,2.0,2772924.0
Okr10120,431.0,43.0,4.0,b,Iplpvfbks,,320515.0,1.0,S,U,Terex,1.0,1356948.0
Qec10121,488.0,75.0,4.0,,Jierlefwmmjsmppsumhudgk,1-054-065-4901,188319.0,1.0,M,O,XTO Energy,5.0,1198704.0
Xrh10122,497.0,34.0,2.0,,Wanbbso,1-075-259-3608,160059.0,3.0,S,O,Dover,8.0,1281010.0
OKO10123,338.0,38.0,,k,Iwyjy,1-740-261-0965,153007.0,,S,O,General Dynamics,6.0,3343019.0
Iua10124,713.0,23.0,3.0,t,MSPYNUXJJEELDXUOAFX,1-782-000-6529,122487.0,1.0,D,U,Sanmina-SCI,6.0,3451261.0
ydr10125,713.0,30.0,5.0,,Okekcuetxilbzjrwjscuuvm,1-650-744-9126,276763.0,3.0,D,O,,9.0,2650727.0
ukr10126,567.0,17.0,2.0,c,Cbkqkaeqlxdeomodq,1-329-547-2429,407817.0,0.0,S,R,KeyCorp,0.0,942320.0
Ixb10127,778.0,85.0,5.0,d,Xssgdqsssnvx,1-356-745-0029,5944.0,1.0,S,O,Liz Claiborne,0.0,1601955.0
Qcv10128,771.0,86.0,3.0,E,Dtkmlpcn,,260903.0,4.0,U,O,Idearc,1.0,160795.0
wsf10129,335.0,23.0,5.0,,DJJZBSHZ,1-778-134-2327,464164.0,1.0,U,R,Magellan Health Services,1.0,1716505.0
Sur10130,729.0,86.0,2.0,V,Yqcrqejcfy,1-449-109-8029,327570.0,5.0,D,O,R.R. Donnelley & Sons,0.0,3947705.0
YAE10131,540.0,57.0,1.0,,qhmkediizreqonuddcogbxjhxhhc,1-883-152-4452,395623.0,3.0,M,O,Teradata,1.0,864372.0
Dnd10132,524.0,70.0,0.0,,OKPIHHW,1-280-527-1037,150204.0,0.0,D,R,Moog,9.0,3653659.0
YZJ10133,583.0,49.0,1.0,,GAOWBQBWLJGGNKVYRSS,1-046-702-6274,99372.0,3.0,M,U,Polo Ralph Lauren,1.0,2019102.0
Lar10134,612.0,97.0,,,Nrezrh,1-425-295-1156,425843.0,5.0,U,O,Amphenol,8.0,2324598.0
UIX10135,447.0,,0.0,,NXDHIWFWXGQZMTAVJUWPCHI,,,1.0,U,O,Darden Restaurants,4.0,2734459.0
Hpd10136,448.0,78.0,1.0,,mnmgafupiahms,1-126-823-0516,171725.0,5.0,M,R,Occidental Petroleum,1.0,2601400.0
mfv10137,636.0,21.0,5.0,p,Gpqpucflrfd,1-331-394-4349,434930.0,4.0,D,O,Lam Research,8.0,1723343.0
Jxx10138,461.0,2.0,0.0,O,Xzlyanhhuptivgtlsreexzxzoepj,1-250-799-6150,222276.0,4.0,M,O,Alcoa,8.0,3847768.0
Lrp10139,516.0,50.0,5.0,,Qeqdxqsfonatubvefozxlvhdgcteo,1-016-633-4802,169982.0,3.0,M,R,Noble Energy,6.0,2240381.0
phm10140,422.0,83.0,0.0,V,ojfeseewxofwtvsbqnaume,1-754-608-5179,219984.0,2.0,S,O,PNM Resources,7.0,1928554.0
Fgk10141,708.0,44.0,3.0,F,EIJKAMNPXTZEWU,,,,D,O,FM Global,1.0,1076966.0
Wzh10142,,54.0,,n,Nhrnnbe,1-760-234-6513,496540.0,0.0,W,U,Apollo Group,1.0,26739.0
ejo10143,395.0,88.0,2.0,f,Kkqaesuntgtzrwsjieiryfrop,1-488-565-1411,424483.0,5.0,S,U,,6.0,2954038.0
Ewh10144,811.0,40.0,1.0,M,Wrxcwahb,1-247-390-4197,431215.0,0.0,W,O,Hasbro,4.0,
tca10145,826.0,0.0,,,Igrsh,1-636-321-1787,125831.0,2.0,,O,Pool,6.0,831434.0
oti10146,835.0,49.0,2.0,x,Qtdumjboqkedszlexranse,1-435-007-2518,120400.0,3.0,S,O,Guess,8.0,1163933.0
DUA10147,499.0,59.0,4.0,,CZVGJVZCLUJKUTEDRVQAF,1-251-463-1942,125235.0,3.0,U,R,Complete Production Services,9.0,2434408.0
Itz10148,499.0,9.0,5.0,,kbeeo,1-822-740-1331,431235.0,3.0,U,R,Worthington Industries,2.0,1866846.0
noe10149,382.0,,5.0,G,HLEUSCIKGKNKKF,1-433-729-0661,400476.0,,S,O,NRG Energy,0.0,1509008.0
Flz10150,318.0,29.0,0.0,,Nrmulzcj,1-645-146-3065,251545.0,1.0,W,R,International Assets Holding,8.0,
HVD10151,558.0,3.0,3.0,,VKJFNK,1-007-629-4260,441938.0,5.0,S,O,,3.0,2946709.0
Cuy10152,745.0,14.0,5.0,B,Ljean,1-974-586-8100,113342.0,5.0,S,R,H.J. Heinz,3.0,629196.0
Gjg10153,733.0,77.0,0.0,,VGQUKEANKQRX,1-546-511-0293,393449.0,4.0,D,O,Nacco Industries,3.0,2980525.0
EDX10154,485.0,29.0,,,Uajphbqclsvlic,1-207-134-5331,,0.0,U,O,CH2M Hill,2.0,3035952.0
Vmu10155,824.0,52.0,1.0,,XUFIPLNP,1-421-270-1297,400019.0,2.0,M,O,Honeywell International,2.0,1096587.0
Aaz10156,797.0,24.0,0.0,,nhrubcewozyf,1-102-426-3865,342530.0,4.0,W,O,Apollo Group,6.0,1197636.0
jlz10157,461.0,61.0,3.0,,KKSSCBP,1-256-994-7665,432760.0,3.0,M,R,General Mills,5.0,3173924.0
Vst10158,697.0,63.0,0.0,,mujmgdjbrikku,1-071-644-4919,279746.0,5.0,W,O,Universal American,2.0,
PPC10159,685.0,86.0,2.0,O,LWOBHWX,1-362-886-6870,287022.0,1.0,U,,Cypress Semiconductor,0.0,1513948.0
Ugl10160,538.0,89.0,2.0,,FTWAENEEJNBOKBEZGZW,1-135-126-1663,262655.0,2.0,M,R,Newfield Exploration,10.0,3485672.0
ROR10161,775.0,79.0,1.0,u,Qxviuaoktmmapsbss,1-063-313-3436,251389.0,,S,R,Sonic Automotive,9.0,2036104.0
Hfx10162,747.0,,0.0,,MDPRQEPMHMPHFZVNAMCJWKI,1-219-558-3373,33953.0,4.0,M,R,Piedmont Natural Gas,2.0,825520.0
BKC10163,341.0,25.0,5.0,Q,ijjaeqvhxrqguznngerzsyelbq,1-135-702-3449,67886.0,1.0,D,O,Hewlett-Packard,8.0,813147.0
huk10164,,63.0,5.0,,Yngakleqbbtvbycxqj,1-169-524-9329,110066.0,5.0,M,O,Hershey,2.0,248053.0
ues10165,629.0,24.0,,I,NBLNDCVGQIILBWRLGICWPYVVL,1-152-491-9723,163627.0,2.0,S,,Cameron International,6.0,1611482.0
DJD10166,846.0,90.0,0.0,,Mryeyd,1-990-944-2978,351954.0,5.0,U,O,Smith International,5.0,1225833.0
xxq10167,352.0,86.0,4.0,S,Onvcfgpgdwyuvnulhhydcwa,1-330-441-2042,284329.0,0.0,S,U,HealthSouth,0.0,1189043.0
VBQ10168,459.0,21.0,2.0,,Frqfcrok,1-872-626-4173,193545.0,4.0,W,R,Aon,2.0,3740022.0
ERY10169,795.0,37.0,3.0,,Dsnmmpippqba,1-216-127-5560,181174.0,0.0,S,O,ConocoPhillips,5.0,3403041.0
Jxm10170,850.0,91.0,0.0,,pnqibnjgyfyfozryeowil,1-253-102-9184,116339.0,1.0,M,O,Carpenter Technology,1.0,422445.0
NCZ10171,507.0,32.0,2.0,m,Nldronkzrjvfjrazjawayav,1-225-258-6276,377309.0,2.0,M,U,Guardian Life Ins. Co.,6.0,270100.0
IJP10172,458.0,15.0,5.0,y,Jdvktfee,1-440-277-4984,202945.0,0.0,S,O,Pinnacle West Capital,7.0,2679648.0
mxa10173,303.0,83.0,3.0,,Tbkakixnn,1-178-260-2177,449407.0,1.0,S,O,Equity Residential,1.0,825336.0
Rfu10174,643.0,6.0,,v,FTUATQAKKXVIGDBRCNHYSXNHJRO,1-059-386-9118,99570.0,5.0,M,O,Hayes Lemmerz,10.0,3474905.0
Yis10175,484.0,18.0,0.0,m,Rzkzstppqkaqhqit,1-850-756-4470,114447.0,1.0,S,O,Dick's Sporting Goods,2.0,2882119.0
foy10176,474.0,91.0,5.0,O,Rtnmdftwovjvngsie,1-318-548-9732,162812.0,4.0,W,R,Lam Research,4.0,2574741.0
mgj10177,434.0,13.0,2.0,,Shkmvfysssgtcqubdhxhxji,1-276-976-2070,,1.0,M,R,Zimmer Holdings,5.0,2115639.0
Dws10178,354.0,4.0,3.0,,Rkhxkglamikadjteofnejnp,1-791-941-3298,34491.0,2.0,M,O,Chesapeake Energy,1.0,
Ekj10179,486.0,26.0,5.0,,Mdzpvzobvwm,1-888-986-6148,275367.0,0.0,D,O,Jones Apparel Group,3.0,3304708.0
COK10180,,43.0,2.0,,TVXLNHDSTKKAFXS,1-457-800-6184,394796.0,2.0,M,,Public Storage,4.0,584491.0
Emi10181,823.0,,1.0,,Nyjpgxgbndujplh,1-671-643-8629,492325.0,0.0,S,O,Scholastic,2.0,2162559.0
Qvx10182,552.0,35.0,1.0,,Bzpdeqgpctojkgklymlvkocvgnjm,1-230-938-7337,475218.0,3.0,S,O,Goodrich,5.0,2716136.0
Qvd10183,623.0,78.0,5.0,,hkrfugeotbbdxyqxhphvcqebdbqjn,1-189-728-1183,113415.0,5.0,,U,URS,4.0,3571884.0
Exo10184,427.0,67.0,0.0,F,TVJFMIUTDLTOVKSEIEADGCKOC,1-078-580-5470,196979.0,1.0,M,R,Micron Technology,1.0,2309111.0
kho10185,843.0,35.0,4.0,,Rynvvwdbhmudwn,1-905-881-1154,316453.0,5.0,M,O,BorgWarner,10.0,3565753.0
TFZ10186,501.0,37.0,2.0,,ijtbqiyllzvpnapj,,262582.0,2.0,M,R,Loews,10.0,2523625.0
pss10187,457.0,87.0,5.0,,Szsylitlnuxvpfilsuadkfib,1-626-178-3655,262739.0,4.0,M,O,Abercrombie & Fitch,9.0,2692054.0
DQX10188,714.0,64.0,2.0,e,Zhcermbxzznstqpjhb,1-887-302-9538,151735.0,2.0,S,U,Kroger,2.0,398734.0
HXS10189,428.0,69.0,3.0,,DDUKIDLIZGCHYCSSJQZJDDXTW,1-240-262-5059,242290.0,4.0,U,R,Hormel Foods,2.0,1925063.0
ysd10190,389.0,23.0,5.0,,qqkluyvrkilekeggcjjaekzs,1-748-381-5388,151263.0,4.0,S,O,Newfield Exploration,0.0,3808365.0
kap10191,694.0,95.0,3.0,,Hdiihefgrtutriyratyllsb,1-862-840-9142,377996.0,4.0,U,U,Huntington Bancshares,0.0,2072590.0
Alj10192,610.0,11.0,5.0,,oqrvziwpgbiyipcbcnsrqkui,1-978-846-1339,450338.0,2.0,U,U,Rockwood Holdings,2.0,2780593.0
Fcf10193,831.0,11.0,3.0,,Foyafdqcohvpgvs,1-774-447-7502,499532.0,3.0,,O,Washington Post,8.0,3305354.0
KLG10194,449.0,94.0,3.0,A,Tvxnn,,146611.0,4.0,M,O,Sherwin-Williams,,1256202.0
Isw10195,500.0,36.0,5.0,,Dlmmoeoerirpbeimuenwmpm,1-542-058-3311,109259.0,0.0,D,R,Targa Resources,9.0,818177.0
Dqy10196,644.0,43.0,4.0,N,efuwcamkh,1-284-403-2435,279206.0,5.0,M,O,Molson Coors Brewing,,
Cgx10197,366.0,98.0,0.0,w,Mwxtnvvcbgp,1-864-920-5405,160038.0,2.0,M,R,Cenveo,9.0,455549.0
Olk10198,,,1.0,,Sxlhtuvqzx,1-391-445-0964,71615.0,3.0,U,O,Curtiss-Wright,1.0,644793.0
UAS10199,396.0,54.0,5.0,,Tzntgagyktzqmnsxmfpftsd,1-367-707-2825,99302.0,2.0,W,O,PPL,3.0,3756827.0
ilx10200,357.0,12.0,5.0,l,XCKBSPUHWMFHWFPRHLROXREMEAO,1-199-191-3144,251984.0,2.0,D,O,E.W. Scripps,10.0,1364726.0
IRH10201,698.0,83.0,3.0,,Ylukbssgpgrjxhgmcm,1-551-963-0150,395211.0,3.0,M,O,Peter Kiewit Sons',3.0,3227799.0
Jtx10202,455.0,43.0,4.0,,Knittgvcx,1-849-529-8512,198933.0,4.0,W,R,Bon-Ton Stores,8.0,1287470.0
njh10203,551.0,32.0,2.0,,ZTHGGNODVFRKHAHAQSUM,1-560-642-1051,284462.0,5.0,M,R,Steel Dynamics,5.0,1303967.0
Uas10204,374.0,90.0,3.0,B,Dlfnalgporsgv,1-780-692-4864,339749.0,4.0,M,,Stryker,2.0,2754663.0
uoo10205,786.0,29.0,4.0,,rudegqxlcfljtkdmottw,1-693-536-1979,128994.0,5.0,M,O,Ameriprise Financial,8.0,3479037.0
Wju10206,704.0,44.0,2.0,k,Hdbmupdtuqmtdtvdxjzdpngffc,1-333-017-2553,279419.0,4.0,W,U,Liberty Global,5.0,
MJW10207,371.0,,2.0,t,Mdvtplfhyvprikwq,1-137-841-9232,256401.0,3.0,M,R,Tenneco,8.0,2217586.0
hon10208,500.0,59.0,4.0,,Rbwcj,1-072-117-6982,458467.0,0.0,M,O,Oshkosh,4.0,2517242.0
BVG10209,498.0,19.0,5.0,,pdqomfnluhjvucmlqvxeyim,1-091-369-4943,342835.0,3.0,M,O,E*Trade Financial,0.0,2023809.0
MPB10210,394.0,87.0,0.0,,Tswktlcbuo,1-789-178-4962,254407.0,5.0,U,U,Phoenix,4.0,2828530.0
Xup10211,493.0,35.0,0.0,,FCOSEMGVJQBNSUTOGDUOHBTHFEID,1-350-031-4106,365046.0,4.0,S,O,EMC,1.0,697489.0
PIK10212,325.0,97.0,5.0,,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO,1-485-114-6547,363919.0,2.0,U,O,EOG Resources,5.0,1943704.0
pnx10213,556.0,34.0,4.0,,nosjbmkkodlng,1-325-442-8359,292912.0,5.0,M,,,0.0,3577030.0
zcp10214,617.0,97.0,5.0,,swmauemtoyqeejaetiarbnb,1-539-478-2074,11403.0,3.0,U,O,AK Steel Holding,7.0,2244329.0
fot10215,507.0,64.0,3.0,,Qjltwjrnvuu,1-247-770-8070,228427.0,0.0,S,O,Tupperware Brands,7.0,262316.0
twk10216,521.0,55.0,1.0,,Hchahtwt,1-989-550-9428,288645.0,0.0,M,O,Microsoft,,694599.0
Fvi10217,465.0,73.0,4.0,,KTZELHJFSSYXCLYMXMNO,1-658-176-9673,119977.0,4.0,U,O,United Refining,5.0,696957.0
Dpa10218,617.0,66.0,4.0,J,Limdcco,1-827-703-7037,250020.0,0.0,U,O,Mirant,6.0,2614436.0
aok10219,332.0,32.0,3.0,E,Dobqljx,,496663.0,4.0,M,,Paccar,3.0,2160612.0
Mxn10220,597.0,51.0,0.0,,Vycmfaamgiyxo,1-999-914-2970,32827.0,5.0,M,R,Brown-Forman,0.0,2774914.0
oko10221,600.0,90.0,3.0,,Cingsmyewlxnx,,,1.0,U,O,Mettler-Toledo International,6.0,3744612.0
yzn10222,850.0,16.0,3.0,D,Tkwzqknejlkouwxrqwkqubvervexjk,1-807-035-1274,392216.0,5.0,M,R,,,3982376.0
VXB10223,697.0,91.0,,N,LYAWQBLAIPDAHMDQRPUGCKEWORFH,1-922-803-6732,329986.0,4.0,S,O,,2.0,1568808.0
Ovc10224,543.0,98.0,0.0,,Rzqtvdpjqqkmtenn,1-659-535-2851,189732.0,2.0,,R,Rite Aid,1.0,2815276.0
RDO10225,528.0,64.0,1.0,,PXVRANVYWXTQVZFOOCTO,1-947-929-6176,376032.0,1.0,,O,Ryder System,5.0,3469348.0
iwo10226,520.0,35.0,0.0,Q,dgpfrboto,1-202-524-9333,427290.0,1.0,U,,Interpublic Group,1.0,1582854.0
glb10227,809.0,86.0,1.0,,Xwymdsvjymjnghyqvlmhwkyr,1-555-717-5969,185583.0,2.0,M,R,BlackRock,8.0,1988589.0
YCW10228,780.0,15.0,3.0,,MEUQCAWIHSVLRJO,1-730-960-9835,37890.0,1.0,U,R,Con-way,5.0,67168.0
mwr10229,788.0,33.0,4.0,,JTXZJHWPUYVFINRBFP,1-616-431-6343,45881.0,5.0,U,O,National Fuel Gas,5.0,3711947.0
Hkh10230,679.0,43.0,0.0,,QLYZZFBDECA,1-757-543-2666,108797.0,4.0,S,O,Sigma-Aldrich,2.0,
Yuw10231,347.0,93.0,5.0,,Ptelbomfcfn,1-747-042-7061,460379.0,2.0,S,U,Allegheny Technologies,10.0,3355966.0
veh10232,485.0,94.0,0.0,m,Ajyjzjw,1-353-153-6199,475461.0,3.0,M,,Benchmark Electronics,0.0,2942345.0
DYC10233,678.0,65.0,3.0,,Efkxojlhrhulpclrijwarke,1-305-836-5798,96759.0,2.0,,U,Symantec,2.0,3331379.0
Tzh10234,506.0,55.0,,,Mabiqruppmzfxkyxqtphgrb,1-888-274-4897,,5.0,D,U,AmeriCredit,1.0,2402663.0
pem10235,608.0,19.0,0.0,,lprkkuwlgvgwuaruxkpclp,1-708-347-7463,312460.0,4.0,U,O,Superior Energy Services,0.0,3921984.0
SIB10236,608.0,6.0,4.0,y,CTOCKABDFLAHFUR,1-812-655-5848,59454.0,3.0,M,O,Terex,5.0,
nba10237,374.0,36.0,5.0,Z,Sfdyyqcsqsjaiaycfuamdeaqa,1-760-083-2764,98322.0,2.0,M,O,RPM International,2.0,2448532.0
Hgp10238,388.0,95.0,3.0,W,VFHKWDRHFUUZKYFYOOEVNVCHW,1-409-184-9309,199607.0,0.0,M,O,RadioShack,6.0,2661793.0
Daa10239,535.0,47.0,4.0,,lfcvcnwcqwfezqvzxnijwvsb,1-846-110-6221,229741.0,5.0,S,O,Toro,4.0,1126683.0
Rqf10240,787.0,1.0,0.0,,Rzydpbfjosmpgoze,1-770-886-8729,321814.0,4.0,U,O,Timken,8.0,19011.0
Rvf10241,493.0,66.0,3.0,R,XOWCSBZ,1-062-332-3497,170780.0,0.0,S,R,,6.0,2527888.0
ILS10242,442.0,58.0,0.0,,MZXWCEVEQOLYBILPGGNBCHAURPHU,1-918-803-3349,177028.0,4.0,M,,Gannett,6.0,594174.0
TIW10243,768.0,22.0,5.0,,FTBVKPVTNDAOHDXGLSRYIHTYKQA,1-192-632-7346,426889.0,2.0,M,R,Charter Communications,3.0,798470.0
Uhj10244,317.0,86.0,0.0,,ytdcdiicxhyeupnyws,,491342.0,3.0,,O,NTK Holdings,10.0,934449.0
AFX10245,698.0,93.0,5.0,,Fmsgkgmjzbljbfhy,1-004-219-7946,268530.0,0.0,U,U,Molex,8.0,178195.0
ysy10246,345.0,,4.0,C,Gbapcdof,1-258-304-3561,149840.0,4.0,M,O,Seaboard,8.0,3334740.0
Lbh10247,712.0,14.0,1.0,,Lmvnthjc,1-541-950-1149,212549.0,2.0,S,R,AMC Entertainment,9.0,210735.0
Byu10248,,82.0,2.0,q,HJYTFLJ,1-932-286-9093,494257.0,0.0,M,O,Landstar System,8.0,1605213.0
Tnm10249,640.0,,0.0,E,Hwgavqhqamikzowntrgcqdbkwhi,1-955-396-2292,106601.0,5.0,S,O,Bank of America Corp.,8.0,2201179.0
hbz10250,312.0,27.0,1.0,P,Ovyrszdztautzaehut,1-823-192-3915,457880.0,4.0,M,O,BJ Services,6.0,
opb10251,696.0,11.0,3.0,v,NBASXOQSQMNLZAOIRXPEMEDHBHPK,1-892-451-5243,,,M,O,Frontier Oil,,2375551.0
Sij10252,,81.0,3.0,,LABOGYHJFSLWYPWJCIBROMHPZ,1-061-406-0912,385159.0,0.0,M,O,C.H. Robinson Worldwide,10.0,279304.0
Ytf10253,822.0,3.0,1.0,Z,yowzztqyxbmvwzfphrinaat,1-925-436-0564,320768.0,0.0,,O,,10.0,2481251.0
bmf10254,652.0,29.0,2.0,,WTHDGLOF,1-466-359-7782,30692.0,4.0,,O,,10.0,254553.0
NKT10255,690.0,87.0,1.0,,Estjltsgmspkypsulzbbnwsicqtx,1-079-252-0572,147976.0,4.0,M,O,Jabil Circuit,9.0,3909587.0
xnq10256,376.0,31.0,,a,Jpuleuat,1-100-016-2474,221280.0,5.0,U,O,Levi Strauss,6.0,1704657.0
Ryw10257,322.0,58.0,,Q,Ynkdnqcmrwhgbxubcouaowfjiqscvt,1-838-513-1924,,4.0,U,O,Dean Foods,10.0,920915.0
Dxl10258,655.0,98.0,2.0,G,fubvwclizjn,1-679-831-8308,127760.0,4.0,M,O,Sempra Energy,9.0,1970746.0
WUI10259,545.0,73.0,5.0,,Lihkfrrkticxmk,1-058-163-8190,362611.0,5.0,D,O,Host Hotels & Resorts,4.0,210975.0
gxe10260,702.0,69.0,4.0,,mvphqgmbvalawizryvyyhdjcsvz,1-232-635-2314,173127.0,5.0,D,O,Wisconsin Energy,3.0,3111051.0
Tab10261,549.0,37.0,1.0,,Fnrvndmlrmwiuuwadkhx,1-232-065-9481,400274.0,2.0,M,O,AptarGroup,,1066331.0
Mfn10262,601.0,40.0,0.0,B,Sqtkxseiuzpqqbsuahekjmxtxagy,1-940-115-5277,283225.0,0.0,W,R,SanDisk,,2072522.0
DXP10263,572.0,35.0,0.0,,Tfjwisigwkvnhhlajpuiinart,1-564-271-6885,159061.0,0.0,W,R,Atlas America,6.0,1728775.0
dao10264,596.0,92.0,3.0,A,Rpxok,1-617-385-6314,272430.0,1.0,U,U,Dow Chemical,0.0,
vyt10265,,38.0,0.0,Q,VBMEXSTXYFJCYBNFQJMKCGPX,1-507-554-0043,273825.0,3.0,U,O,Lexmark International,3.0,1398203.0
zqa10266,758.0,,4.0,v,Fomrrhpnvzjqvqpdplzivdt,1-183-586-2548,1229.0,2.0,U,O,SPX,10.0,786651.0
Blf10267,412.0,53.0,1.0,d,dfblrnpqfaibr,1-839-574-7060,118174.0,4.0,M,O,PolyOne,7.0,2735939.0
DQK10268,349.0,,1.0,,MZYPOKKSAROMMOUMTFCUIGSJLQ,1-877-661-9775,437566.0,1.0,U,U,Pitney Bowes,4.0,3486831.0
nyk10269,423.0,,4.0,O,ygyotlyceampsscsfk,1-140-898-1845,42981.0,0.0,S,O,DTE Energy,10.0,201411.0
Taf10270,677.0,6.0,1.0,,KNUBKBIHNCGBC,1-094-414-5927,424330.0,5.0,S,O,Maxim Integrated Products,5.0,469962.0
FSI10271,407.0,24.0,0.0,,fqetvbmawwqksihhkmdy,1-889-055-3149,,0.0,M,O,Ferro,1.0,2430725.0
XNE10272,547.0,91.0,0.0,R,WVIZFEMZFNCDGKYELTEYXDXG,1-491-996-1761,3906.0,4.0,M,O,American Electric Power,4.0,310569.0
qnu10273,586.0,78.0,1.0,l,KYLERIIREMQZUJ,1-867-569-4206,33106.0,5.0,W,O,Convergys,5.0,3983979.0
Xvu10274,850.0,63.0,1.0,d,Wqegrvnutjytqhenuhvdbxr,1-218-042-5808,246653.0,0.0,M,O,Juniper Networks,5.0,965710.0
Icz10275,801.0,33.0,1.0,n,IELCKCKHTGODYCBVNNC,1-027-347-2963,20483.0,1.0,W,U,Boise,9.0,1299395.0
Olb10276,569.0,99.0,1.0,I,Rhvmlqthiuqge,1-855-521-9038,228863.0,4.0,,O,Snap-On,4.0,
GWU10277,458.0,3.0,2.0,M,gasrrutlqwryqnuqqsai,1-857-525-3314,,3.0,M,U,Pilgrim's Pride,10.0,2207030.0
Fiq10278,577.0,27.0,4.0,,Btxrzgsfponqqtpnrt,1-565-181-1431,344353.0,5.0,M,R,Imation,6.0,2894351.0
Rey10279,581.0,0.0,4.0,R,MSLWYFMRPYPONTFJNPEWDRXM,1-305-586-8338,484426.0,0.0,M,O,Universal Forest Products,1.0,1708443.0
myu10280,431.0,11.0,0.0,,Kpiugbzziqdmasqxmhdrqbiqnvdy,1-810-348-5764,395647.0,5.0,D,U,FirstEnergy,0.0,1832193.0
Xpg10281,405.0,30.0,5.0,W,ELJEHUYJJUEDQZWD,1-777-511-0980,110019.0,0.0,W,O,Holly,1.0,513921.0
Pkb10282,457.0,42.0,5.0,,Jzdme,1-529-211-2980,490258.0,3.0,U,O,Adobe Systems,9.0,1109654.0
hpb10283,839.0,6.0,2.0,,xuelxopwqoyxnywxujrityqr,1-047-373-3076,232130.0,3.0,W,R,FedEx,0.0,1289753.0
Mdq10284,353.0,29.0,0.0,,Lffnaytytrvitgrwfsnojj,1-184-649-3305,308241.0,3.0,S,O,Tiffany & Co,5.0,2399606.0
NBJ10285,322.0,32.0,3.0,F,oqatffruqifsszajtv,1-095-358-1391,9942.0,4.0,M,U,Equifax,4.0,2092453.0
Fle10286,505.0,56.0,5.0,,Jzeoawphjduxjivhakezkjymirgmvx,1-896-125-6539,461275.0,5.0,M,O,PerkinElmer,1.0,1049752.0
Fvn10287,497.0,18.0,1.0,M,OEYKHW,1-256-114-7838,145866.0,3.0,W,O,Western Digital,1.0,1444394.0
Dzp10288,630.0,45.0,2.0,,Xytenxtgcuiu,1-283-890-2321,257215.0,,M,O,Texas Instruments,0.0,1568361.0
Mze10289,653.0,83.0,5.0,I,Bvxdubpkfxjgkwobi,1-302-248-5066,372351.0,0.0,M,O,Rohm & Haas,4.0,3580542.0
Lgo10290,849.0,97.0,5.0,,NFSJYVDXGRMPBHQCXDQBYJFCKHWO,1-311-208-6801,295216.0,0.0,M,O,MetroPCS Communications,3.0,3342628.0
Ktz10291,644.0,74.0,4.0,c,Pnpfiejuiad,1-128-537-1772,439131.0,0.0,S,O,Varian Medical Systems,4.0,2972643.0
