AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
mog9836,Corpus Christi,,6.0,Vfuqgrsjfvpzrzgtwgurcgtbsprsuygmwewfmmhkbeuqjzitrpbfagukideabsnyuoxmskaefoen,86.0,539.0,mogmpzisezntewrjsupsesrqbzpir,M,,1-975-288-7412,O,United States of America,HYVTFCSRCOPBAWTVXRRWLW,3.0,248338.0,1.0,Oil States International,2476975.0
XOZ9837,Coral Springs,V,7.0,Gvhwfeugmiawsgzfwqzoitkydxsziidbkyfowncuupaxfcnrwvscywipdgtrqwyxu,50.0,,XOZLAK,M,,1-540-846-0942,O,United States of America,IFEZGKEVBJXDPXQASHXINAFMBVPIXKLFOSHZQHQSMQTHPFCEST,3.0,86514.0,3.0,Northern Trust Corp.,890294.0
Ixh9838,Ann Arbor,O,8.0,ZQTYXPBWLXVSUJAULWHOTJLYIMXTCCKMXHBMGVQETBRBLVLHVG,93.0,819.0,Ixhrahxsqhcskhdabgqepiggj,W,,1-252-815-0749,O,,Biktigbrmuhpxbxztrgrnkjldkeykbmwrkcxbtfatvbhhslwcnoefsa,0.0,247336.0,4.0,Health Net,2635253.0
Awr9839,Brownsville,O,8.0,pjocvvwldbiwfzfcchsszfpwdzeqmqhvevyftwfjzordhakzokkbdzkqcnadlhij,81.0,831.0,Awrcyiphfgzemalmjuhlquzwq,S,F,1-196-424-5054,O,Canada,jahrpnlqgehfcjsqlucsurkqqjkzmdchddjfxrelqwpgwqxhndnw,5.0,309440.0,,Pantry,496823.0
RMI9840,Shreveport,X,1.0,Bahrhtysumfdylbgfbemlgzzn,25.0,514.0,RMILKLZSODSGCCJCRNOTAINF,M,,1-601-649-3790,R,United States of America,DLYDMPYJQESLLR,2.0,486563.0,1.0,Publix Super Markets,362621.0
iff9841,Lexington,Z,9.0,Btfdhbffoaldjwoswjtvkepmbupinklxwdrbkjayjklrirzgfuvfxw,47.0,480.0,iffoyungvvdbdjb,M,f,1-820-566-0356,O,United States of America,Fywkgryeyjbfxvwpncepftgvqjicfpolteenabkaayranwiknedggfj,5.0,408888.0,2.0,Smith International,2966858.0
Moj9842,Indianapolis,,3.0,aiuwdeakudxkujkgwjtddcxxloboqpjwflrvgplnxkkhvghxvkquaa,,526.0,Mojlwhocfikjmitmiqusswtjq,M,,1-362-942-1548,O,United States of America,Cqpeunhrfbgonquikftuqsphlntydwnzdjrkyayhepjypjpiqaobqutencfhwtkbwiwbwridohfnxizx,4.0,172886.0,1.0,Cytec Industries,2439916.0
dnf9843,St. Louis,,1.0,CZLRNOTWZNMIMYWTSLZZAGQJRQGRPBWPAIABVWIOJENEVXXPOZMS,,706.0,dnfaukckqyatjqtdfomwhbavx,S,F,1-214-875-8476,O,,Duttlwzigvbhijkn,5.0,499374.0,4.0,Virgin Media,1037920.0
Kwl9844,Santa Clara,u,9.0,Bysdgnfiodqrptrmltckwwfacsgordsbpblbfbbkqblijjmljrqnzpgvazvexcrmhwouojsimodzp,20.0,394.0,Kwltahh,D,,1-993-409-1963,O,United States of America,ZAUQLWOLRSGZKXLFUIYHCRCCIGHBXNDRWIJPWNGJFWPPKRWPMUJRGUFMHBZXSOEHNZMRTRFPWTCS,2.0,360279.0,2.0,FPL Group,1071787.0
agh9845,Indianapolis,,4.0,Kakqcmencantstnljbgvgzvdpjqsfzrrschojfglaffjcqivcwtwvypxp,30.0,461.0,aghggqwlpdykafatnla,S,,1-552-189-4153,O,United States of America,UOYLSJEOHCLZJSDBNEGG,2.0,479794.0,3.0,Honeywell International,1964285.0
Ikq9846,Las Vegas,J,10.0,Umkqjidltdjz,13.0,390.0,Ikqaeipxwjv,M,,1-089-839-7520,O,United States of America,NMTEGHWLMAVGPULICEBGQTPKWIIAWKVINXOOIBF,3.0,,,Precision Castparts,905620.0
Tcc9847,Billings,,7.0,ECXXPFWCJFYKREXGWCLQSWUCVMJDERHDARNOMNPLOBISBEEEFRRVRQUKFWJYXNJATRYYUOKQSQUQWQNV,13.0,747.0,Tccbmyashczktmzehrnsnmkbq,U,F,1-540-949-5084,,United States of America,mgueoiftzrnfsvfdccagnubayljvxpzjandfgbezvsfarrvqlysjvqtqnvdsbtericecauciomtv,4.0,417999.0,3.0,Cintas,358003.0
Phc9848,Aurora,u,10.0,asdzkbwltmdsifucqivyearuabywcalbqczjajf,16.0,671.0,Phchidtypvbkmtawkrsugpkriof,M,,1-864-528-6133,,United States of America,ktkdbcmtswxizws,1.0,356581.0,0.0,L-3 Communications,2726548.0
dah9849,Warwick,H,1.0,,32.0,631.0,dahumidanryfzuxrawnou,M,M,1-860-284-0921,,,Auvjohmxfaaznileohuvhggigndxumoqyxhpqkevlsldigtfmpfqiqdxwwrukwqsrrsapnr,3.0,285031.0,2.0,Magellan Health Services,810916.0
fyy9850,Salt Lake City,,6.0,Kywlyfqekhgghpqqjveylpsq,74.0,634.0,fyyatuctqudwlbtqbyhdjv,S,m,,R,United States of America,qxbaifhmcdvjcmhxxgkxhtggcjmmeiscstqahputylzjroef,5.0,57300.0,0.0,Bristol-Myers Squibb,619755.0
cia9851,Sunnyvale,,9.0,KXMIJBYUHPOEWEXLHTAWBERAKLECJCUCWLUD,70.0,492.0,ciaaump,M,,1-717-655-6253,U,United States of America,Rtdtximslnnfuuqky,0.0,290970.0,3.0,Fifth Third Bancorp,2239170.0
Rup9852,San Diego,,7.0,POPUDPNOKXSFCNFTNKJXEDQSHPEHXNUYSSSLGOHNBULDGGCK,83.0,413.0,Rupdclimhxnixgisu,S,,1-035-155-5723,O,United States of America,qxyfliceopktrjvxhkpxcglnlsxpdujbitxzgxewiricqtqirmgbvzmukjrepotub,0.0,103512.0,1.0,United Rentals,892128.0
JEK9853,Virginia Beach,,0.0,Izhtyodzzntinvlziesgupkxoznkbbxvvizhqmqbvfpmpunpsicwncgco,91.0,619.0,JEKVKKUVFZH,S,f,,R,United States of America,suvrgpijwxr,5.0,297632.0,,Michaels Stores,3130806.0
SGG9854,Salem,,,HFNRPTZHYNPUISUJOAHPFIFKTIKSJDCQZMJHYKOFRIXGSQRSWOUKEBTPBAREVPHE,99.0,446.0,SGGYQXCRPUBZCHNDHUQ,M,M,1-549-547-9329,R,Canada,Alvlfusbdtqomlkeoxxrflxandqvuyjlxlezljedidjgmutpausuddotrtppaedqju,,239655.0,2.0,Agilent Technologies,3473479.0
rmn9855,Overland Park,E,5.0,,84.0,767.0,rmnajclkedphqgofxfftredkeisawv,D,,1-754-004-1808,O,United States of America,TOAFXTPHNCIPUPEZGGDLWOUSYCVSNOAMHVNIEAHJGVYCFLMLQ,2.0,366997.0,4.0,NewPage Holding,100195.0
BUP9856,Mount Pearl,,3.0,JHBLMPYIIDZFNKOHZNRACLPBOZDUDOECXTKSABYLEVYVDAHHRKFTIXBICWBPACPAPEKHVJRIWTAENCQG,73.0,428.0,BUPPEOGTPSWTCUWSORH,M,,1-336-478-8193,O,United States of America,juxwqpzobftufrxyfjibn,4.0,73136.0,4.0,General Cable,106595.0
akt9857,Los Angeles,,8.0,wyhqaawdnqedsyysgbhsnctdwkiuuqortcvbhvfdmjwfnaw,84.0,528.0,aktkzstytbfnsh,M,,1-270-703-6913,O,United States of America,Hmujftsmvbcokwnoilcuugkeajrjdsupydwicssfaardrh,3.0,92343.0,2.0,YRC Worldwide,817817.0
PJS9858,Syracuse,S,4.0,ISWKMPZN,54.0,523.0,PJSXAVMV,M,,1-256-718-0489,O,United States of America,tsyqj,1.0,283951.0,5.0,NV Energy,2802149.0
Puy9859,Allentown,,7.0,Vhcsdwqkqfsjggsxdasswbbgs,34.0,658.0,Puyvejbpofixaxcslxrivncxzda,M,,1-417-894-7081,R,United States of America,,5.0,37154.0,0.0,Sun Microsystems,506871.0
hoq9860,Brownsville,P,5.0,Opdbvexsxtuymsdfotsuxctnwtialirebxiixwgbbbbafhfwijqyfdfcwaztlu,48.0,475.0,hoqrjsqztbxucleb,M,M,1-185-319-8207,O,United States of America,,5.0,96303.0,2.0,,1405175.0
Rqx9861,Charlottetown,,10.0,yiitniskyiozqkdrcnzdmjozfsqjadpcrp,76.0,678.0,Rqxvrtksjsisacjahfqwnmxrptqwsl,D,f,1-450-615-4188,O,United States of America,WWTAUUTSAXZNQHABECTKYBWFNSQUNEUITNLYEFHILMRQZHWZAEFQLVKARDXP,3.0,430997.0,3.0,Lowe's,2650306.0
Qmb9862,San Francisco,,,rcounpcgmexgkmpl,10.0,469.0,Qmbqapfddiinub,M,f,1-871-896-6899,O,United States of America,ipxqdpezdnbxdllblghrbmhcrkgzbdmxgcnbtcox,2.0,428569.0,2.0,Total System Services,1956097.0
ert9863,Omaha,,1.0,gpffjqedvheykd,74.0,595.0,ertxwhye,W,,1-346-609-8684,O,United States of America,WTIIHWMETSJOCUIOKSULCLTIEZYYPEJXKHSMPTBERTDK,3.0,304381.0,1.0,Integrys Energy Group,973923.0
sjl9864,Buffalo,,2.0,ckhioaxxblvczttjkuvkcqdudscruuxdjcfjktcruywyvqi,96.0,749.0,sjlsvaaanfwiainmxbfrrawgsuwrrc,D,f,1-983-655-0855,U,United States of America,Ddwhtzvgucvxg,4.0,422144.0,5.0,Collective Brands,2446019.0
LCR9865,Montpelier,b,1.0,Onunlqtkrwojgbagpbhrumyeaceiubuwofkgpoaacjsjkoi,43.0,344.0,LCRHNFUZEHZPGB,M,,1-595-433-8361,O,United States of America,ZBNXPWWQSFGLPUGGSLTKSGHAINIQSMMPRSACA,2.0,385918.0,2.0,Snap-On,
Vjb9866,Iqaluit,,6.0,XHSROTTOGPDRMKOTMRYOQHPNK,74.0,337.0,Vjbovhfibzftwqyilltu,U,,1-409-001-1296,O,United States of America,eibhqzsogmsjmbskjkoaupsxzoctivejsfmnuivsueeaoxtdcwbecemlhtseieh,3.0,46320.0,0.0,Applied Biosystems,2169049.0
fhb9867,St. Paul,,4.0,,75.0,841.0,fhbgdhifukqedkgqlvjotpyoitutve,S,,1-819-971-2152,O,United States of America,Fnjjaaxbdiwdqfycyracnzbchzkrvwxplpvvsvegzuxwobntktfdjdupqueloiasneybaffnjjj,3.0,355052.0,1.0,Watson Wyatt Worldwide,2566691.0
Vzn9868,Lewiston,,3.0,Mdbnegsp,97.0,544.0,Vzntwjorkjjh,U,f,1-193-083-0580,O,United States of America,Baxgsljqeeltpjpuakhaiktpotmdnsqcnnnjkluzwdzolzhrbgnoefriebj,1.0,335409.0,,R.R. Donnelley & Sons,2356764.0
Niq9869,San Francisco,Y,5.0,XGWAPMOPNTQGZYXPPZQWLNPQKSACXCIWPFNSJSUAIPSPDXDKPETOPTKJIEOGZPKBJFRSUP,25.0,574.0,Niqsgubywjumk,U,m,1-784-700-1830,R,United States of America,,3.0,353085.0,0.0,FreeportMcMoRan Copper & Gold,2465932.0
Lza9870,Elizabeth,,3.0,Vmyhwsxuramhualvnjpshdyomhejqrcaptsnoumzcigxeyvjnaxrktowcrfjuhembzykgvfdmlrmvpph,88.0,411.0,Lzaoo,M,M,1-944-696-1094,O,United States of America,nduiygtugghvamcogyriwylttkwpgageywikmycjmphyoiwjqabpqwiocomo,2.0,,0.0,Smith International,838029.0
nyp9871,Hilo,,2.0,XSDXWLMIKCBPPPFYJACRYCBJRHOSDK,53.0,428.0,nypkfbhhr,M,,1-467-923-4156,U,Canada,Sayfpgwzvmiwdxlicpbxiudjioqficgdjpopznhkzwxmmvoxoxjtplsudverphcbdiezgftrgo,5.0,15241.0,1.0,RPM International,1194315.0
YKS9872,Elizabeth,,2.0,jefxeebhecjjulhxdopovnlgjkxcf,21.0,768.0,YKSEEDGQHIKQASSZAOKVUPDDWMBQ,S,M,1-551-393-7913,R,United States of America,Gcweezm,4.0,201461.0,5.0,YRC Worldwide,896952.0
Miu9873,Santa Clara,F,4.0,UMVDXRJTNSAYTFEVGIVDKLBFGSLMFMHF,91.0,841.0,Miudmhrkxaxijuayrcfusm,D,,1-419-879-0272,R,United States of America,Mgmwixvhtipswsrmrpklhxttmywdfzaeskjemxvjbcacfpctqnsdwsjyeghfmdpoitlcwdbuus,5.0,175251.0,4.0,Newmont Mining,1449534.0
MGY9874,Albuquerque,,1.0,Kjwkteidhopydthhvuha,51.0,698.0,MGYJLBH,U,M,1-069-537-7174,O,United States of America,ABUTJIRLZZLSNLPLVAIYZTLYURFKUNAHODDSKISEZFDHBGDFMDPGHXBD,5.0,179654.0,4.0,PSS World Medical,2836067.0
Gez9875,Sacramento,,10.0,FHSSPBEAMOZMYZXKFGAWHVAHBUNJKCVBRROOUGGQESRUXSTXPVGJHOQIIRZHSRQCRK,56.0,,Gezpnywjipqekgyjwywsny,M,,1-889-695-7999,U,United States of America,Huumfhewrwfvlxglorxrtrae,2.0,228684.0,1.0,Southern,3528220.0
Pmm9876,Lowell,,,BSFVBCFZGDPMQGE,9.0,656.0,Pmmnpywempdapxiu,M,L,1-210-900-6565,O,United States of America,CKAZQEPJKYXZWGRNRHGPZAYKPNZITWUPZMUTSIKEGTCVAPRDNIDXDCNXERAYIANSGQYHVLUPITAN,3.0,363168.0,1.0,Perini,844644.0
APL9877,Lansing,z,5.0,DILUOQTBDPPUNPWXZLWHTDZIMSMIXWHBHGGG,19.0,565.0,APLMI,M,,1-607-512-2320,O,United States of America,Fqoosmgxyicpgckpxjhprposcqx,4.0,403522.0,0.0,Ecolab,3620604.0
jlx9878,Charleston,,6.0,Tbpzrrbhvapnehinshrzpwfaofmtqzjdvdgvmtpvhrkvyagvmgwhzybtqnhqlve,,371.0,jlxronfhkrhakrkigrcexqmdis,M,,1-749-491-3569,O,United States of America,Rketyklqgcs,4.0,69468.0,1.0,United Natural Foods,400095.0
CXM9879,Rochester,M,4.0,DOYWOAMFIGMKSWLIOJICVPDN,26.0,753.0,CXMVGGRTNUIRK,W,F,1-348-668-6049,U,United States of America,xlmcdctsunokjepaxsijhuyrtgknjmbepqvnlzbjegstruipjwbpiuzfytameowurbr,2.0,217571.0,4.0,First Data,847663.0
aah9880,Virginia Beach,A,7.0,qfmfuljcbryhuriebttgebhsuoqduzroslapfmixdmienjethzmqj,2.0,615.0,aahunstrkuzxuamzruzj,S,,1-486-450-1008,,Canada,Eyawltxvsdhjgkdopnmnunszbmhclmbavflhfkwqkiftstwnujmx,3.0,137162.0,1.0,New York Times,2345473.0
Huy9881,Iqaluit,,10.0,,18.0,405.0,Huylys,W,,1-979-047-5794,U,United States of America,emkohrnqrjbrjwkcgtztjglgjmonkdkzosaflivuvsiioj,5.0,497380.0,3.0,Olin,3395353.0
QZC9882,Chandler,i,10.0,Nvhhdkdagfmdfugyxylbspbnnutvhwhwx,88.0,731.0,QZCMUQNABYZVXZWWVZVZIF,M,m,1-493-543-3043,O,United States of America,,4.0,,1.0,Con-way,1433403.0
HGM9883,Simi Valley,,4.0,oewwgvkepcbsobyeqybprrm,46.0,795.0,HGMLF,U,,1-632-596-9700,O,United States of America,XQLDVNTNOMAIWQDXXWNUDCSA,2.0,27599.0,3.0,Pfizer,563734.0
ebf9884,Pembroke Pines,,2.0,WLCGRFNOHOYGYFBDPYWTUJRNKIY,94.0,826.0,ebfsvymbidxfrxftvn,W,,1-083-018-8740,,United States of America,giggjyqihxkvrarddfevwxlwblymcvelsywfcntqpivkwdkeqjmvviqmdhrnalrq,1.0,153424.0,4.0,Liberty Global,2116224.0
GIQ9885,Chula Vista,r,2.0,Onfbqtiuqxfjhjbarnxhqydagwlaofjojenuzpvfbpsjlxusbggpcbxicl,68.0,768.0,GIQXSKHVCXLED,S,,1-273-786-5182,O,United States of America,YKONRAFKNMKNXZ,4.0,161673.0,4.0,Pentair,95894.0
Csi9886,Macon,f,4.0,Levtso,71.0,,Csikqrxdjvxiwcruimkjegnpfi,S,m,1-159-822-5035,U,,lrtdpbxedpasmppkshebwagbyrdpixftzedmrilzjvlhedjlpyfctohownzodxwdfwnhnxiluhlmzo,0.0,466318.0,3.0,CF Industries Holdings,2002783.0
Iev9887,Peoria,k,1.0,rcplsbdlejdhcbngwfifsibcirjpdtitbjlcfonauixt,74.0,485.0,Ievwgpvnxkvmowsdrwnnjt,M,m,1-416-527-7417,R,Canada,Ntqaptnblyvzjudebttjlsvuakcjfkycmzjrmbiuvnae,4.0,304015.0,1.0,CACI International,2439845.0
zau9888,London,X,3.0,zmtflfjaiqaacliuhhnuyjsmlenoqwbkhtoducipmssgxupxlkvjojzukwuvfgukvm,98.0,463.0,zausy,U,,1-797-409-8765,O,United States of America,Hrdnjmwkwvfvailoqftwscwldqnlrnbb,3.0,130884.0,0.0,New York Life Insurance,2342350.0
Bxb9889,Fort Collins,,6.0,gjusmjtthhddutzrwppcywtrjyiqabhqfowlkzjmfyyzzghicjosnzwunnmkrlnbiydunv,60.0,769.0,Bxbexadyatboiett,M,,1-490-149-9176,O,Canada,YAPIEDCNCOAVMOCYDAMWYFDRHKAKDVMMCJZSSL,3.0,480167.0,2.0,,2694839.0
Gmm9890,Scottsdale,J,4.0,Dygffvsfjwaneiiqwltbjmferhpbtugh,40.0,556.0,Gmmwevfgsewxrke,W,,1-368-070-9973,O,United States of America,GSCZNGIANJYPVWGTAHDZLNPIEXX,,133671.0,3.0,Timken,1486843.0
lii9891,Sudbury,,10.0,Rhtxkiajernfr,66.0,505.0,liiowdfkirqappqzriywrripcupbxp,M,,1-277-087-0426,O,,DDKKFKCQIKCUFLOFZHMXXQXQMZHGLPUIJJIFFXSCSKUDYIEOVADECOURCDHPK,4.0,480094.0,4.0,Michael Foods,3037943.0
mep9892,San Antonio,,5.0,Oxbcpnvtbaeguxtzojqubiwdojmyysvmvbdxzxrbtvssmvdycpbyqblbytkvburopbesfa,56.0,393.0,mepkkumyvoumnwhcox,W,m,1-279-864-8716,O,United States of America,GVQRQKKRNHKAAWIEUIZXQFVNBJHNDLHN,4.0,38745.0,2.0,Idearc,
jiq9893,Simi Valley,x,2.0,NXGAPNERRTIV,68.0,710.0,jiqllnpdenluhoscnkhxtra,M,F,1-439-540-3593,O,United States of America,robqyrfltgvdvdcbkmktuafmjxhcxwezkiepjmbodum,2.0,216278.0,0.0,Paccar,524271.0
Smg9894,Cheyenne,v,10.0,Iijfyrtiruwnmodfxuzwwkgvtednzhijgn,65.0,499.0,Smghllfroebwnbukeam,U,,1-446-000-6052,R,United States of America,uobhq,4.0,159431.0,4.0,Aventine Renewable Energy,1364045.0
hlv9895,Chattanooga,,10.0,Yovgdnqccgbvjedgzeeackhxm,23.0,503.0,hlveqavpxkqbeoxnhxmtiqe,U,m,1-241-295-6865,R,United States of America,Otpufnpyvehalbnztonbxwcvteqobbzwoqdzk,4.0,19888.0,1.0,Boise,
Umi9896,Lexington,q,,Fqekebjyutgjfxcrimgkqpkbmoxkldxi,96.0,664.0,Umirzjhydmfjeprqqcoomweqpfeqs,,F,1-050-189-4873,O,United States of America,Kmccswqlvnblkxstueltlpvsndtwtsceaptbtx,5.0,256100.0,5.0,Erie Insurance Group,1640714.0
UIQ9897,Las Cruces,s,5.0,,38.0,580.0,UIQGJHBVUXTXVWFBTELGQMZKK,S,M,1-897-005-0822,O,United States of America,NJPBRLOKPNERQSVMJBXHSXGAQ,0.0,218532.0,0.0,Rite Aid,1149542.0
fpi9898,Stamford,x,4.0,Etflv,0.0,381.0,fpiiwpe,U,m,1-785-431-3324,O,United States of America,KCQOQAPULIZAJDXPVIOAHXTPURBZSGDSTETOAFEETYPEJJ,5.0,448600.0,3.0,Owens & Minor,
TMU9899,Irving,,1.0,kczfubaoexxnmxaiqngdaeedtjtarcmssrkathkefxokagvnehddcspatvlohaajkhgfwgtqdb,2.0,325.0,TMUIKEQLQO,U,,1-777-561-6436,O,United States of America,Brakyithgldrymdbwlgrvunykpqdowxnjxudkblpouxkr,2.0,248667.0,1.0,,2850504.0
AWQ9900,Boise,,7.0,Sauqgntdrbknoddamktscxlbvnktddxlqkcnphkwddfnudlsizmosxpyhgzfu,9.0,613.0,AWQDOAKGTJNARNQAJT,M,,1-780-406-7547,O,United States of America,Lwjaoguiroerdihjxpdznszgpklblkcgnhbikhrpwifkjdi,2.0,421362.0,1.0,Rockwell Collins,1927935.0
Koc9901,Detroit,w,6.0,UCFBO,58.0,326.0,Kocjwrpzxezlxulcupmlnklbhijwv,U,,1-967-103-9377,R,United States of America,Jlysteykpfmecrlvzaziacxfwshnwrfixqyyxfaeuaifjxtjdf,1.0,321585.0,3.0,Pep Boys,3088112.0
Dds9902,Anaheim,,10.0,qvsffq,62.0,304.0,Ddsofcguirdysfho,U,,1-026-018-4555,O,United States of America,suvfofjsatumssyyelzdkxzmhvmgb,3.0,265660.0,3.0,RSC Holdings,1745256.0
Rss9903,Salem,u,9.0,Kwmhgrueplwtswggppwcijknrsviujrjqmodgpzlhffcbxgjnklcipvxywtnnhcymkaa,22.0,841.0,Rssxdvqjuwloiadoyon,S,,1-794-707-6361,O,United States of America,OYZKRWEQKMKPLKX,1.0,256894.0,5.0,Analog Devices,3478614.0
IHF9904,Provo,,10.0,Cpjgpuyafuxjhagabxsohikqphjcpllbnbpovpqlkgkotbtskqtd,57.0,456.0,IHFBGNWFRLMTPY,M,,1-809-289-7249,O,United States of America,Xxhkiaoewrnpawcevxelbfdlgqpnbhrbbkmirevprfsaiiamvxxpinjmamplkb,5.0,217120.0,1.0,,2203683.0
Mmr9905,Philadelphia,i,9.0,Bxqftwftjxjlzxfdgmyekujzrrkhpvovsdnftqenomhqcxbfurlaemrwnuxcnyxubpdniicbpnbtdec,72.0,322.0,Mmrapxsbnljl,U,,1-971-340-2739,O,United States of America,RXHVNKDNWFXGNHGUPNCAEQBCMWZMVPGKBZPVQNAYSGRJP,1.0,359626.0,3.0,CC Media Holdings,389491.0
TAQ9906,Boise,H,,,48.0,749.0,TAQHNCJSDDGGVGIOACLSYRJTNPBJUR,M,,1-997-869-5483,O,United States of America,JUECQGPOQQATCSPKBINQWNKJZWVJVJ,2.0,232875.0,3.0,Constellation Brands,2084364.0
yyp9907,Nashville,Z,9.0,Svjhovnslmwdzhc,84.0,592.0,yypkh,M,M,1-652-023-8483,O,United States of America,BYKPSRBXIR,0.0,335620.0,0.0,Great Plains Energy,3727741.0
Kmg9908,Phoenix,c,7.0,Lepecqjobwauoldhnuuwwzdraxhb,46.0,665.0,Kmgpxoipxlnegzfwikwkvvfbkmybd,M,,1-537-733-8366,R,United States of America,YTFHVZEYGOZHLDDTHVKJIYTNMGSPUQXPZRZBCDURWQQIGBRINXOYZWQKARKNCBETSTIY,5.0,75247.0,5.0,Henry Schein,15865.0
jnr9909,Omaha,X,1.0,BIQPIFPHZKMIIKILQGDHFTUQKVNDVWGDZDEOUNREYTSAEVHMDSFQSXXWM,70.0,621.0,jnrqabdxmfqwgmhlnbcfxpxsblp,U,,,R,,Xeqxsnygyxrstacscrnzbaeubjmqrdqtdrqdsspaecplutpgiuxzrklcftzthoehspporyh,0.0,458699.0,5.0,Calpine,1627406.0
Urv9910,New Haven,E,1.0,,98.0,840.0,Urvalnnfhljpxwvyvpgmdvznatif,,M,1-287-654-2438,R,United States of America,Aljsfxip,5.0,333343.0,4.0,Lockheed Martin,43053.0
PVD9911,Rockford,u,6.0,Ejlyvyhhoyvxbdggyhirjgx,73.0,806.0,PVDCNMVAQPEQDBIBJPN,D,,1-485-106-8017,O,United States of America,OEDXFZBKXODHNXP,3.0,141104.0,3.0,Tenneco,3870271.0
MKQ9912,Detroit,,3.0,Lbvteivdmeoglziplmqpotvhegjstjnuzubhnnhkyd,12.0,766.0,MKQZACVUFCDREKNGCCUPHBHDUZRN,M,,1-248-843-8017,O,United States of America,OZPHPIPDQHBPJWVKAIKVOSSNMCGMNUHNOZMEIJETWLTURSHORVHHVOWZAEMPZRNIQ,5.0,6992.0,0.0,,2916832.0
AFB9913,San Buenaventura,,0.0,jmyerrexnclhabjlivlvvccqiwzqmc,89.0,341.0,AFBWCBQOFOKOBJRIHG,D,f,1-708-984-9780,O,United States of America,Iagbynwxndncsxusrdtluqjmxhlhajhknxxoobraihilos,0.0,309180.0,4.0,PepsiAmericas,1104262.0
Twb9914,Chandler,,6.0,Ilsvjjuqajjtofbtxrlopiqgvjmhlxnlvmezvfhjgiooh,11.0,570.0,Twbgrewyb,M,,1-328-471-4213,R,Canada,Hztmnzflszxjjhqgrggklqdimiyzlcuqzahmwxj,0.0,,3.0,OGE Energy,667902.0
lfz9915,Lancaster,,10.0,OCORLMNMVNTHUUOK,99.0,642.0,lfzzr,,M,1-182-809-0312,O,United States of America,cunptwkcbpwfoqyhnvp,3.0,246734.0,4.0,Gap,1873427.0
CPH9916,Fairbanks,,8.0,Ivqfbfijnihbzvmesxubvdxvsqelpvkdtpicichpbhyxnojrmsdegpr,22.0,363.0,CPHFSCMOMGDRSEVFKAMTJJXIYX,S,,1-870-707-8696,O,United States of America,ypjuqbmphhladtfxmknecgpbbjtwktjkgisbunofrmdbwugbqasg,4.0,92762.0,3.0,Family Insurance Group,3464870.0
Mbh9917,Fairbanks,,7.0,oajvuynhiqmbvaeneelovbnani,68.0,813.0,Mbhaprqstdwyq,U,M,1-652-374-2595,O,United States of America,VFZTLUWYEJWBEPCYKFSLAPD,2.0,321743.0,0.0,Parker Hannifin,813850.0
Xep9918,Stockton,q,10.0,tbpfencrgufmwcxmyxojeskvtrwrtmlrzgdbjupaofmqpwqhaobubdwzfqvcdcqzrrtbqfrm,,738.0,Xepaoxksb,M,,1-423-169-1051,O,Canada,Jvsrccycwciawoxrjonjtfvpxbqaojtodivkufefkrxfycgarzcfmsampoglytxdajiqxtefqia,4.0,298505.0,4.0,NCR,207598.0
Pgq9919,Greensboro,R,7.0,BVHNQWMGTRJNUVUNUSBFBSHLOGYDMPDHELYKLNEGZFETUPILIPDDXNBWZNSXOJG,35.0,700.0,Pgqfnqdjssnzklwa,M,,1-718-318-5063,R,United States of America,Vpuuotqokvaouxkguvuencz,2.0,472587.0,0.0,ConocoPhillips,1983672.0
ZRY9920,Moncton,,1.0,Jxqcfsts,,511.0,ZRYPKS,U,f,1-653-791-2483,O,United States of America,Mnvijhtfqcsvdgynftwwcltxadjkfmfupedxyumncewfnjqvmrwpnmpawwfcjtotreshxgfmoi,3.0,84781.0,4.0,Honeywell International,
lhb9921,Dallas,,3.0,Hguudjjkjrgkwqvbzjpldqjyazkamafnfdjtchcrifdm,64.0,408.0,lhbdaeyqadwdbdvctshhb,,,1-574-075-7346,O,United States of America,owpqbmnhlehluuykcxjccynnapzgzfskijhgxelxmpriavcxhxkqvxizprcoqumacr,1.0,,0.0,RPM International,2629512.0
tco9922,Mesquite,,0.0,Xbnicvrskwtjvdltwlau,81.0,403.0,tcohvzvexofikvdz,M,F,1-109-000-5273,O,United States of America,qekfgtrcvvtwjwlnqfajxgkkkiqaqwerryqnrjheweusvgkuqtsvcneppqjbkllclowsdxcdupgema,5.0,439717.0,,Zimmer Holdings,468793.0
rrx9923,Dayton,L,0.0,ibifvaoebgl,15.0,,rrxilbhsytajqehckgqndlwnc,M,,1-818-102-2606,U,United States of America,Dmqfkrdoocfplsiepdrbpvakmhnexlmrozysfyliqefzawbpjbgf,4.0,211844.0,0.0,,3229310.0
Yws9924,Akron,W,9.0,Lagyuaklwsiicdsenauwgxxkqbx,63.0,531.0,Ywsfpfdaceyamfoqqwbinubbhrib,M,,1-589-331-4934,,United States of America,BEFUFBSOAUELLXTLPCFSARXWECMLIUMFDWSQBIFHDBVIZWBRQY,1.0,,5.0,AutoNation,3004304.0
DCG9925,Wilmington,D,9.0,wxxlfhjzbnykqgnbqsndzgojpelimdhxurlxkgybtqorkphhpdyqrkwetfdqpijgq,41.0,519.0,DCGSTJIZIVOXC,M,,1-284-446-8984,R,United States of America,Aesvvhvhwxceojxxxdudfewrg,,95032.0,3.0,Universal Health Services,1617848.0
