gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
Zwh9557,2.0,412.0,O,,Kudyyclfljhluby,CFJQKUAX,466100.0,Fswiuslikqupfkyvbqimfdktbwlc,Forest Laboratories,M,1.0,IA,2.0,M,Overland Park,Canada,1-860-298-6605,255089.0
TLT9558,5.0,844.0,O,9.0,Dlhwixvhhvpfdqhgnqjjisazkbcgcphquijinnumnjclgudzpvcewybyaib,feagoipjape,479075.0,PCXJOCXUJKTAOYLLQVLPKRASITN,Toro,f,1.0,CA,,S,Cleveland,United States of America,1-584-870-7045,1692570.0
RXD9559,3.0,586.0,O,0.0,ZFGVPHWJHLFJJGTTRFDJFJO,Xhedhdg,32827.0,Wjwpuuqdk,PC Connection,,2.0,TX,33.0,M,St. Catharines,United States of America,1-922-290-1553,281870.0
Nlk9560,4.0,464.0,R,3.0,IDLMHHI,Cejyoqer,303348.0,ZAUTYUMIGAXADYAMWXJDZKX,Wells Fargo,m,4.0,WY,15.0,M,Sherbrooke,,,3593324.0
Zbx9561,2.0,424.0,U,7.0,,zinnoh,421052.0,xirlkwrmoncobtrbzq,Tech Data,F,5.0,AZ,71.0,M,Spokane,Canada,1-547-138-4390,1179562.0
Feq9562,,528.0,R,2.0,qxaedynevvxmwdsdtfgmbxhegopctykk,tcgyheqojgd,,QFILRNGWV,Goldman Sachs Group,m,5.0,OR,36.0,U,Grand Prairie,,1-245-923-8288,833293.0
jrp9563,,308.0,O,2.0,Eixshyjdpcqaswzlcaopgttjbqujozgsucabuthbd,Czjce,447136.0,sllro,JetBlue Airways,,0.0,NC,68.0,M,Shreveport,Canada,1-662-954-0862,559458.0
VCQ9564,0.0,413.0,O,,Ppxvcerbrdxytigaojosotcwvwjldwfc,Uqmrmj,378352.0,pnpymkhbelwtknlfzaotstgv,,F,1.0,MO,2.0,U,Mesquite,United States of America,1-103-293-3560,2490128.0
vsb9565,3.0,590.0,O,4.0,QBODMYFUXCTUOIMGQRPZYQGHFIL,Gbdyfva,99482.0,nwohdjtmmy,LifePoint Hospitals,F,3.0,CT,36.0,M,Baltimore,United States of America,1-435-883-4963,3286201.0
Bog9566,1.0,356.0,O,0.0,MLBIFJWLGEZKALJOFWQJWKBODOTIKMCDXJOGPHYNMP,Nfcptvqgv,202184.0,zpjxj,PepsiAmericas,,3.0,DC,34.0,M,Tempe,United States of America,1-414-232-5178,
oox9567,0.0,646.0,O,1.0,Usmpwkp,Qkwsq,226522.0,qnnwnbmbd,Nalco Holding,,3.0,VA,90.0,U,Los Angeles,United States of America,1-145-568-1188,1327387.0
Quw9568,1.0,443.0,O,7.0,wuamjuooutfsbtoppoelyzhcrvupkvloghiebdwupygecmpwknpxmqcmn,UUDFRWA,119285.0,WJVPGYAMVFXRWZTPIRSYJPK,Retail Ventures,,4.0,New Brunswick,96.0,U,Winston-Salem,United States of America,,2496893.0
jsc9569,,660.0,O,7.0,JSCPQMYYDGAFNAXZUUAQISROJEIIYNQZKUXMJQRSHUIVLEUAKZYHKECYVDRBFN,Spvlyvcwa,384384.0,Gfwfaqaoxpoir,CC Media Holdings,,,WA,46.0,D,Pembroke Pines,Canada,1-099-959-1170,3141170.0
Gag9570,3.0,448.0,R,,MKTCYBITZCKIAFRNQXFMSBFVDSNPJKCOQMNIWBPGULPVYUFOFBKERGWHLUHBRTZZAYHEBOGDVZYG,krjug,26242.0,Ngmwagpnhvvdeynr,RPM International,,5.0,NH,81.0,M,Mobile,United States of America,1-849-432-3416,159285.0
Zei9571,2.0,330.0,U,1.0,Nwwadpmkadtcpxirxajijjlhwzmirxjwfsthhbmwexalysjxla,HSHVSO,,Uqmupybnkvapjprlvorammlxiwrr,International Paper,f,0.0,IL,37.0,U,Austin,United States of America,1-663-555-7586,3794937.0
lwi9572,0.0,566.0,O,5.0,pcdhbrxksnodfctpjkcggcwgqpazbbzpzduabhdywvyyvua,Gucwydsm,467896.0,Sjpcnhrtjxwjsfmrkxpb,Boyd Gaming,,5.0,SD,35.0,U,Independence,United States of America,1-522-737-2862,2787169.0
JQN9573,5.0,510.0,O,0.0,Nivbrjzgqyqcbcgwvtlgcvdjoafhhfthlswspowpmtx,Bmllxpjz,292846.0,pgpwpppyjgjhiopcinitdonkua,Rowan Cos.,M,2.0,TX,51.0,D,Chula Vista,United States of America,1-139-061-7035,3243634.0
XJD9574,1.0,407.0,O,3.0,Zavmbrnxxcdkbmitavocswkebt,xqmoug,94349.0,Pwojpvoekmzsskr,Vornado Realty Trust,F,3.0,AL,72.0,M,Washington,United States of America,1-140-936-8711,
Pkb9575,3.0,644.0,R,2.0,Xrchxbzuizzh,,117874.0,Fulsjb,Precision Castparts,,3.0,NJ,23.0,M,San Diego,United States of America,1-288-512-4531,570578.0
Jsn9576,2.0,672.0,O,9.0,Nqewcdghszypoavedybbfdwnmhwcrosjixzw,jjrlquu,168747.0,MSGOHNGJGM,Gap,,4.0,WY,94.0,S,McAllen,United States of America,1-074-564-4635,866654.0
OQF9577,,827.0,O,1.0,Rjjhtnhyfcabixigwoftaiftc,Tpcnwvevb,375855.0,xhxxnhgaesfcmyclvwjpwrg,Chubb,f,4.0,NH,24.0,D,Washington,United States of America,1-034-049-2184,3883861.0
akn9578,1.0,394.0,R,,BOYVUZELOQITOYEMKNXISMFPY,Vcuynca,310793.0,Hielutwja,AGCO,M,5.0,Quebec,27.0,M,Fort Wayne,United States of America,1-958-595-3219,1661912.0
wow9579,4.0,542.0,U,8.0,Zjppddropiovdkckwdciosvsrcbeuueyredqxmgoewibil,Bunjvklnisiu,206675.0,VSIVUQISFGOTZCUSWJZX,Biomet,,5.0,HI,59.0,D,Hayward,United States of America,1-152-835-9487,2334122.0
SGV9580,3.0,675.0,,10.0,Bdjggtbiakdfikrtptaklpacscvhldcsrtvofduvqjddvvkmdjtobggdjrhcdcndswskbzsqnrzlg,Suhlnnoxidyo,367962.0,owqxqruuvfdotxguzjizkqqyd,Spherion,,4.0,IN,55.0,U,Scottsdale,United States of America,1-024-257-9090,2651982.0
Ace9581,1.0,415.0,R,4.0,Cqndcqsghqrb,Almthx,497404.0,GTEYCMPKOPFEHTIDEVGDRBSI,KBR,,2.0,CA,19.0,S,Sioux Falls,United States of America,1-346-424-7217,1839032.0
Ziv9582,0.0,695.0,R,6.0,Iuutkubzgtywbziqphkexcckylapoau,CBUBOPRHHQW,23985.0,Uwmrnfrsfbivpfmemaltl,AmeriCredit,F,4.0,AL,32.0,M,Bridgeport,United States of America,1-656-335-6322,1927218.0
IMK9583,,834.0,O,9.0,Fwselhldygqcmazhkfbzx,KKVRSLZGEI,439662.0,Lyrjeblke,Barnes & Noble,,2.0,MD,48.0,S,Fontana,United States of America,1-919-212-4817,2633551.0
Ylk9584,,671.0,O,8.0,NANGJGKJKLPYIOOGHMODUNBGGRGRRQKXDHF,Rnsyas,369204.0,pvwbbqeanswwxjrc,PharMerica,F,1.0,AL,20.0,M,Fargo,United States of America,1-535-055-3536,3287590.0
Zwl9585,,301.0,O,1.0,Jmxpwornzweibcoquxwnmvnvpicevxccutqdvvkohpyojy,eksbqwvego,141929.0,Zbprkavxewrrxihwrqdfkrnp,Waste Management,,4.0,UT,90.0,M,Minneapolis,United States of America,1-329-330-1734,2043569.0
Oxi9586,4.0,714.0,O,2.0,Hpchloumeyguupqqzozkgamhiizdhrftrbckxfpmpsoidcdxrhz,Eifoepazwvtd,365389.0,Lzajvdgopory,Philip Morris International,F,,MI,3.0,M,Charleston,Canada,1-998-953-3901,3024522.0
HYC9587,0.0,641.0,O,9.0,urpfeqchowzwzamchwrietvcqlkcyqablcjjxsugzpcknrwwqtjxlaiqnvdenedbljxicblngaiccpxs,OROJEAPJN,234124.0,Pjibmstg,Air Products & Chemicals,,,MN,34.0,S,Elizabeth,United States of America,1-649-495-7117,2097877.0
Yik9588,2.0,582.0,R,0.0,JYASALXNBJSZXRKAEVO,Bosppjl,298976.0,Kyflluulstnop,BJ's Wholesale Club,,3.0,AR,99.0,S,Lexington,,1-603-787-0064,2114972.0
FFM9589,4.0,318.0,O,9.0,MJPATPBBFJGHR,VYHAXHRURO,323188.0,Iwshlllilpdpjpyfaxirn,,,0.0,Quebec,25.0,M,Santa Ana,United States of America,1-724-827-3598,71123.0
Tkd9590,4.0,513.0,O,6.0,IGOENRHESZLVVTATVQBPTGLKBSMUSANPCRYXSSNZQFQJPBJGZQORQRJUR,USCUMJLZ,125822.0,Viwnqmi,Aleris International,,2.0,NJ,90.0,M,San Diego,United States of America,1-750-106-0156,481333.0
Ucz9591,1.0,795.0,O,5.0,Bhucrckyjxffvvrdgxqloqpecdhlflkesvutoefsdownsgihfaoivxnmipdaxnsnelwmhwblfmdj,bfblph,382939.0,qteywprmaoq,,F,3.0,LA,11.0,U,Chesapeake,United States of America,1-963-696-2524,2491861.0
ist9592,0.0,720.0,R,5.0,fepgcrsevmgbinqybhbwoexmgnlfi,Linglno,141355.0,Bfpyktuftistcqgkxccidibqqlpd,Levi Strauss,,5.0,WA,30.0,M,Arlington,United States of America,1-517-390-0230,3221662.0
Wyq9593,1.0,351.0,R,0.0,Njconlwyewrukkwszrrqpnaei,Trqcrrrzl,364346.0,PPUQORSCCJEDVFEKKK,UGI,N,5.0,Manitoba,79.0,,Overland Park,United States of America,1-290-754-4689,1959595.0
ERG9594,3.0,845.0,O,8.0,Xsbzen,Zoqzt,86581.0,SXWRIAS,CH2M Hill,,1.0,CA,89.0,U,Alexandria,United States of America,1-637-106-0842,119276.0
Vjm9595,2.0,407.0,O,1.0,Pefgmeuqwlvuiouqwoskhnroovcvsavbdaofxnfwpwrgxbetga,ciyacdio,111228.0,GUNPTONZNHODKGDFUXV,M&T Bank Corp.,n,5.0,IA,45.0,W,Hayward,Canada,1-694-681-6738,1813521.0
Dnq9596,0.0,694.0,O,9.0,gnsaenxsyboqifgznissezpdmeodqcsvfymximvyoifiptegthjprbuwkjwfjvappreefspunxwj,dcwfvgty,129040.0,cnkmob,PG&E Corp.,m,0.0,Nova Scotia,82.0,M,Grand Rapids,United States of America,,
Jxj9597,1.0,566.0,U,6.0,Dxctelmugglxdhjhxtwomgjoumqpzcoyehqsqlxxcyhycqgqnrauxfoupfoeulgfai,Yxkdw,305340.0,JTKTZC,Peter Kiewit Sons',M,2.0,Saskatchewan,15.0,S,Fargo,Canada,1-450-992-8755,1835226.0
PYR9598,4.0,626.0,O,8.0,nsbusopkifiqevnuesmdbzwlgrixxczqglm,LLUSTFOPGWLV,59865.0,fppixcu,AGL Resources,m,2.0,KS,1.0,M,Fort Wayne,United States of America,1-996-648-6019,280212.0
UFD9599,1.0,794.0,O,0.0,FYJFWRPMGRPQDAUPVNIOPQNXYHLAMLBOLNQCWGMJBULF,OLARRGMXJPT,358175.0,PHTUJBR,Rohm & Haas,M,3.0,NE,74.0,U,Chicago,United States of America,1-491-567-4129,947447.0
rlf9600,0.0,639.0,O,2.0,wqpbgabjdpeicuusedwkryzqmphzgvkxxhvxygnxqpcrpjfjhmhrjdoqyhntoxtdzgva,Jhieredm,284583.0,Wswezhpsgbv,Progress Energy,F,2.0,NE,44.0,U,Hamilton,United States of America,1-819-998-9209,1796353.0
Hik9601,5.0,595.0,U,7.0,svnqswxcedigkhhtmorneurrpdcwbcwxwkgvqn,jnnulkcoahhn,147469.0,xlauir,Lincoln Electric Holdings,,3.0,CT,9.0,M,Louisville,United States of America,1-704-621-9062,766911.0
UER9602,5.0,539.0,R,6.0,KGJAXQEADLSRCNVKPICGDRWTFM,Shqbwvhrbfh,164412.0,Efqzdipjtitxffgu,Vishay Intertechnology,M,4.0,RI,60.0,S,Lexington,Canada,1-469-302-8928,50549.0
Pne9603,5.0,672.0,O,5.0,Wrsszhmrscxnrjtwmybwrxtqjvwiqotb,Kduuenuudj,60820.0,Ywtnkioxsqndzzswdzdfled,Select Medical Holdings,,0.0,MD,74.0,S,Sterling Heights,United States of America,1-962-082-4168,1509000.0
lqs9604,5.0,570.0,U,3.0,Xtdakoppqlicucmtxvxkvmamufgrmzfudxo,GQNUS,401822.0,NOHMQAALAHJKEKJGD,Erie Insurance Group,F,1.0,CA,45.0,S,El Paso,Canada,1-775-715-3803,2054169.0
ppr9605,0.0,350.0,R,2.0,IVIFUTZJVRUEIUCIPSVLMVRUSNWGVXAFUNMMEQSMJJLGCZBHTNAEWRTNWBGWVPNDKD,NFKLNZXC,266517.0,Euobgg,Union Pacific,F,1.0,Quebec,24.0,M,Pueblo,Canada,1-921-672-3046,
JVU9606,1.0,521.0,O,0.0,nyjdqefglslst,HYUBJUXXRQBG,236621.0,OWORMPTTTUJSVJHYGRGJOK,EOG Resources,,5.0,Manitoba,29.0,D,Chattanooga,United States of America,1-775-339-9138,
Ctn9607,4.0,426.0,R,4.0,rdbgoamihavtfyhvdwimoyaraysupqjkuqgrtqhdkxnqfqbanianskk,WQIFQOX,410609.0,HLPSJIKXMU,Wynn Resorts,f,4.0,UT,63.0,D,Vancouver,United States of America,1-297-283-2223,1991727.0
qlm9608,0.0,823.0,O,5.0,Nffidxzjdszntagrdoeyhlwfmumgeiwb,GDUXT,,Myzgpxghj,Hanesbrands,,1.0,CO,83.0,M,Sacramento,United States of America,1-354-529-3892,30888.0
jha9609,2.0,548.0,R,9.0,Tproadybwetcifrhyuttrga,Ezmrnolwl,429711.0,Mpgxeyjrchkkxfamv,,,2.0,KS,75.0,M,Jacksonville,United States of America,1-115-583-3844,3932732.0
Uku9610,5.0,850.0,U,2.0,NQSXTPCWBGFXFL,WPWIUCSPC,25462.0,Lbnwcmkmtkehqmzfgbyfxzsec,Jabil Circuit,,3.0,RI,52.0,M,Denver,Canada,1-570-847-9762,3816349.0
ZVX9611,2.0,,O,0.0,Dlstpxtzknvffyzfphkjhrjjmstwsrkgtmufzhirmwxpgcjhdjkurolncqjj,CTBRL,200012.0,Kmfbjwihfwovoypvulmyikdpp,Imation,f,0.0,NV,28.0,S,Rockford,United States of America,,1524003.0
srx9612,4.0,825.0,O,4.0,Ejgkxibrfsvudwhpqshahrflxmpqcuicosdvskcnvucdslahepu,TXLAOXTGQBHB,359501.0,tbhpfrhlaudrlfbiwkffirneho,Coventry Health Care,,4.0,WA,45.0,,Naperville,United States of America,1-117-699-8077,1604876.0
ens9613,3.0,684.0,R,5.0,Kfookxkkovchtemaqggeupgwadzckebkxfwjf,ljeatulp,244323.0,WVWHFNPOQHNJGBSZXH,Blockbuster,,3.0,Saskatchewan,8.0,M,San Francisco,United States of America,1-330-169-0786,3122664.0
Fvl9614,3.0,,O,9.0,yxdtadapbxczdzifmwbmsdelbwvchpbtupvpclzhlfkhhddkehsldwy,vqutpcii,375382.0,YGQDLNKMGRNRRNDJSEEENVVAH,Harsco,,1.0,NM,79.0,S,Santa Clarita,United States of America,1-818-529-5438,2039156.0
TFM9615,5.0,460.0,,10.0,Zosxqpmmanjaghlrlrdodldcxctijxbgtbbgutwkwllnmziizrfdxpcbkqnmcuenmkemwifwszigumn,Aalgfl,86581.0,Ayabdxdjyngunr,Erie Insurance Group,m,4.0,Nova Scotia,9.0,M,Charlottetown,United States of America,1-199-835-8035,3389179.0
CHC9616,0.0,698.0,O,0.0,xgguvqfrhnmohbenpxpfilkfokcc,Jubxjgt,273274.0,AWKXU,Bon-Ton Stores,m,5.0,AZ,45.0,U,Edmonton,United States of America,1-150-892-6454,1705338.0
Jts9617,1.0,531.0,R,10.0,Bwfkspsfhjeuorgqjcxfhlvfwiifocqkwlwbddoncbhphhumfrxaqcqwsh,Fljcopqrqps,31076.0,IRGAXQKUHTEFYCUKVGWYSLQW,Windstream,,3.0,TX,52.0,M,Lowell,United States of America,1-576-326-3388,2764245.0
Kep9618,4.0,478.0,O,3.0,zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,Dfzsiuin,404917.0,Crdsvrqvvstlngcacbolqueurql,,m,3.0,PA,87.0,S,San Francisco,United States of America,1-742-084-1793,2998827.0
Sbh9619,3.0,522.0,O,1.0,,Pybaopcx,133860.0,jyhwjroobrp,Teradata,,2.0,RI,77.0,S,Flint,Canada,1-142-040-2754,125727.0
eax9620,,424.0,O,2.0,Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,CIXBCICH,362096.0,Lmmhbesdwtsgpo,Exide Technologies,M,4.0,WA,,,Sherbrooke,United States of America,1-623-004-6373,2580217.0
Fxb9621,5.0,838.0,O,5.0,piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,,62285.0,Mlzufzcivkdiudniqtfnwi,Raytheon,,1.0,AR,18.0,W,Sydney,United States of America,1-673-465-5530,2937182.0
Pgd9622,,352.0,O,2.0,kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,ZTWERNIOUI,485955.0,KPTXRSZIBNPFNAB,Ruddick,f,3.0,IA,52.0,M,Independence,Canada,1-879-575-2775,1688979.0
Pbm9623,2.0,541.0,O,4.0,Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,Cgmxunvo,496062.0,YWKDYVX,Affiliated Computer Services,f,2.0,New Brunswick,28.0,M,Chula Vista,United States of America,1-617-314-4050,951716.0
Tjq9624,5.0,713.0,O,8.0,Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,Njaawk,357691.0,Hhylrwzkatcghbvbhhdbsxwnfuqoo,Cisco Systems,m,4.0,HI,78.0,D,Amarillo,Canada,1-852-797-5421,3286331.0
Rqt9625,3.0,362.0,O,10.0,Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,noielpof,363994.0,jzkwjrbmaepnontstsjcfgjiqsorvp,Molex,,2.0,MS,46.0,,Vancouver,United States of America,1-405-722-6037,1548003.0
Vqd9626,0.0,749.0,R,10.0,NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,Oqvbjd,447126.0,Oikthbktwbgxdbfflh,Procter & Gamble,,2.0,IA,70.0,S,Waterbury,United States of America,1-572-286-3435,3560347.0
Ear9627,4.0,368.0,O,5.0,Kermh,XPMQEIUH,405459.0,Lvvpxibmcaivbrinsltehxzqfzpin,Watson Pharmaceuticals,,4.0,NE,98.0,,Casper,Canada,1-207-535-0860,3038857.0
Cai9628,1.0,642.0,O,5.0,jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,skyyvmj,115063.0,ntrkmplovxjgxtoeixvvl,BearingPoint,F,2.0,MA,84.0,S,Charlottetown,Canada,1-298-560-3607,3649153.0
Cvw9629,3.0,781.0,O,4.0,Fmmvrxddgc,Ubvdhi,185892.0,hzrpdufaqkxuhgcr,E.W. Scripps,,0.0,Ontario,93.0,M,Saint John,United States of America,,3757101.0
Ujo9630,5.0,588.0,O,7.0,Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,Hshntn,419892.0,bcwewjvgmkhthuuknbpzrecno,United Rentals,,5.0,KY,65.0,W,Birmingham,Canada,1-121-277-4762,2050133.0
Rlo9631,0.0,838.0,R,9.0,Hqhjjvrujasjtt,Xcfccj,383095.0,Uchbalxphcccmbbilqdh,Entergy,,4.0,OH,22.0,D,Sunnyvale,United States of America,1-467-298-8636,1299398.0
Edt9632,3.0,516.0,O,0.0,Svkrqysgohbxwealhbxwog,stoiqh,308861.0,Nnyjmlbfjg,Carlisle,m,,NC,42.0,U,Torrance,United States of America,1-303-717-2689,2701723.0
HDH9633,4.0,839.0,O,,cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,Vmgvg,94274.0,Pvxugrmv,Patterson,,2.0,Prince Edward Island,21.0,M,Columbus,United States of America,1-750-299-1821,
Mbv9634,3.0,370.0,U,,xlhtcxgvgtaheikskoayppmziwzddizbagd,slwwcsq,245985.0,PJPXMZM,National Semiconductor,F,3.0,OH,30.0,M,St. Johns,United States of America,1-770-700-3972,1756757.0
WKP9635,0.0,456.0,R,1.0,Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,XFAGQHQFSDQG,400758.0,Dbjpswqtushxqkdwh,Coca-Cola,M,,SC,59.0,M,Salinas,United States of America,1-998-749-6801,942008.0
IBU9636,2.0,458.0,O,2.0,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,Xqqvy,440015.0,Qdqesawxemkpnjpobrb,Continental Airlines,,1.0,FL,44.0,S,Nashua,,1-446-903-7131,1347910.0
eqc9637,2.0,747.0,R,10.0,UOMAAOEEXTMA,BKMGPQKWTRG,424229.0,IEUYBVYNAQGMICOWGUBASHH,Beazer Homes USA,,1.0,SD,80.0,M,Tulsa,Canada,1-518-944-4097,2549732.0
Wcc9638,1.0,659.0,O,10.0,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,,69150.0,lqjdduqfanahypmnomeupb,Select Medical Holdings,f,3.0,SC,34.0,M,Reno,United States of America,1-849-881-6875,981332.0
Ktq9639,1.0,676.0,O,0.0,jmzzxpbpyjrohuwrshswplbv,Oijcpsxc,234345.0,Fkpufhurkdrkjhcsrtpehbqx,CH2M Hill,,5.0,IL,24.0,U,Worcester,United States of America,1-007-388-3095,1977940.0
Zos9640,1.0,701.0,O,5.0,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,GBFJDXOAE,96921.0,Qxciwoescdcbieqmgzxadh,Allegheny Technologies,,4.0,NY,94.0,M,Nashua,United States of America,1-992-699-4247,1559371.0
Agt9641,1.0,,R,,,gbrxinqcb,386291.0,Pgcvxwvokxeavmegxwa,Allegheny Technologies,f,4.0,NM,78.0,S,Inglewood,United States of America,1-766-275-3648,1863673.0
Gqu9642,1.0,810.0,O,2.0,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,Nibldg,146507.0,Agrjlrdwcdedszpkxvjwbmbx,Alliant Techsystems,m,2.0,WI,86.0,W,Mesquite,United States of America,1-369-804-4930,2656907.0
Bdw9643,5.0,735.0,U,,Qjcignxdlthdgchadb,Dytajlv,18703.0,Pvdiqirnns,Broadcom,,5.0,AZ,90.0,,Newark,United States of America,1-836-845-1047,286281.0
buq9644,2.0,791.0,O,6.0,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,Zupzyhpl,53647.0,lrljedtyomt,NCI Building Systems,m,5.0,MO,58.0,U,Pittsburgh,United States of America,1-421-570-7147,2389595.0
fhi9645,0.0,684.0,O,8.0,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,IKSJNCGOQ,434003.0,KOCHTUNFKCNCOKIUMUUIUFQ,Career Education,,5.0,AZ,78.0,U,Akron,United States of America,1-757-716-5992,1957281.0
RHF9646,5.0,841.0,O,7.0,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,qxinc,70929.0,rzycrvvplbtjcn,Beckman Coulter,m,4.0,WV,69.0,U,Yonkers,United States of America,1-261-331-2427,3301979.0
Oks9647,1.0,392.0,O,0.0,stkgkwqpflseeaarwgpkxqafbf,,289744.0,Hxitbsmcbzvvltrhdx,Retail Ventures,M,1.0,VA,92.0,S,Oshawa,United States of America,1-346-021-7864,712995.0
UKQ9648,0.0,492.0,R,9.0,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,Sovvspz,156050.0,Jjyquyidukftznboigwmrt,Calpine,m,1.0,LA,2.0,U,Dayton,Canada,1-790-926-4762,842795.0
Ohu9649,3.0,744.0,O,0.0,vxuna,Tjopetbhpn,382626.0,wmzraxrjpbayfikbfxtqupi,Delta Air Lines,f,5.0,Ontario,,W,Flint,United States of America,,1367688.0
smm9650,,636.0,,10.0,Fhnfjnokzcphovtwkqxajvkshjrlfvokrbmyvdgmtmjftxgjuvamxhjawkmzjcxpkernvxg,Qxyoomfyvut,133264.0,Pgsyfb,Baxter International,F,3.0,OK,43.0,M,Glendale,United States of America,1-940-377-2495,2635107.0
Beu9651,4.0,395.0,U,2.0,Dobaryj,oblongwf,425723.0,Hlpmewicdkwgqtrkwdcvjmqf,RadioShack,,3.0,Prince Edward Island,77.0,U,Sterling Heights,United States of America,1-633-105-6727,2208163.0
APH9652,0.0,783.0,R,,Uczfvzlygptcpmerfksbkmfelzsvtegueipwjtdnbpccezoyzojcirpctfmrof,Ojakk,306944.0,coetvcffyvxidwsohh,Chemtura,f,2.0,MT,90.0,S,Overland Park,United States of America,1-852-696-7294,921134.0
GSF9653,4.0,716.0,O,8.0,uybcfpckzy,DYYMGAMOI,288499.0,SGCKMGLQFOFME,McClatchy,M,4.0,SD,5.0,D,Detroit,United States of America,1-928-315-1548,811994.0
Vha9654,2.0,550.0,U,3.0,Rsnoceputpofykhewgvnkhuazhzqtadqukgidtzcdegfmfuhuyevtzbupgzpxmfpmzxnlmgxba,Nqhzo,440276.0,binplxmrenezwdrlrob,ConocoPhillips,m,3.0,WY,55.0,D,Washington,United States of America,1-405-738-1297,
Jfg9655,3.0,763.0,R,10.0,Vkhyoqtfgx,Cxibq,335631.0,vopdmcnvzdrlfdor,Abbott Laboratories,m,2.0,WV,26.0,M,Santa Fe,United States of America,1-964-125-5433,3169368.0
npn9656,4.0,489.0,R,1.0,LRIVGLEWPVRFUQRUMO,Moznadepu,188284.0,iljyiseyb,Dominion Resources,,0.0,VA,45.0,D,Vancouver,United States of America,1-505-112-3484,2043675.0
umw9657,5.0,779.0,R,0.0,Pzvblkxzz,Jcqqdasnbq,102698.0,dohbyynswiqzcpklesemfrt,Genzyme,F,4.0,KY,30.0,M,Stamford,United States of America,1-590-018-4997,
tjj9658,0.0,452.0,O,9.0,FHUGDBGVHQLKULGGFDPGFELRNJDPR,pguikuweayns,314955.0,Tntfljajmhghb,,,2.0,SD,15.0,D,Abilene,United States of America,1-491-191-5968,2886757.0
zzq9659,0.0,673.0,O,6.0,Oidhmmumqpuemabvdjxpihgxgeqcrrvtlaml,TMIXPFYVKGE,,Qrvmribikkrkqbdlfxkwmtrsbe,Ralcorp Holdings,F,2.0,DC,70.0,D,Lafayette,United States of America,1-586-119-8258,1681142.0
Fuj9660,5.0,418.0,,1.0,tsnpdvrnwho,Kefgng,,iuydf,Marriott International,m,4.0,Prince Edward Island,52.0,S,Torrance,United States of America,1-933-513-8421,
xwr9661,4.0,453.0,O,1.0,Ddmqwhytsdfo,XLOFUJVHVG,35214.0,xffkkjaebwyxowcfmrajkdkwxmr,Devon Energy,m,0.0,New Brunswick,49.0,S,Biloxi,United States of America,1-082-095-9779,1578917.0
Qqv9662,2.0,347.0,U,8.0,,Tuakxjjdmyq,419445.0,Gdrkhmaifovplarxsitfv,Hess,,5.0,AZ,35.0,S,Philadelphia,United States of America,1-848-087-7400,2209812.0
lmh9663,3.0,652.0,O,8.0,Nadwnovydxlptxlcs,BRYIFZZI,306590.0,CAZCIXCMFTWVBCVJVJPKMZGKLSL,Cardinal Health,,1.0,DC,51.0,D,Columbia,Canada,1-267-122-8885,2741874.0
aoy9664,5.0,315.0,O,,JVCZTMCWSKSZOWBHIKEJSPYTORSSSZHTCV,UESWAUAVSD,238125.0,Vzkcjcrwjjeemtaxwb,IDT,m,5.0,TN,89.0,S,Casper,,1-483-408-3124,3568994.0
