prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Osg4580,,2.0,D,,HYNEK,35880.0,5.0,51.0,,O,Erie Insurance Group,3.0,2724313.0
SIN4581,,1.0,W,M,Alanna,341819.0,2.0,,807.0,O,McCormick,5.0,154434.0
SHO4582,,3.0,,m,BETHENA,444900.0,5.0,40.0,597.0,O,Commercial Metals,4.0,3099684.0
SHI4583,,4.0,W,f,bess,76092.0,1.0,68.0,591.0,U,Quanta Services,6.0,1206782.0
Hos4584,W,3.0,S,,Christiana,223049.0,4.0,18.0,512.0,O,United Parcel Service,9.0,1331990.0
Bou4585,,2.0,S,,SOTOS,436368.0,4.0,68.0,727.0,O,Eastman Chemical,7.0,2028569.0
Wil4586,H,5.0,S,,Amandip,362893.0,5.0,34.0,804.0,O,Ecolab,2.0,1406026.0
Rod4587,,4.0,M,,joelle,164699.0,4.0,32.0,582.0,R,Westlake Chemical,6.0,1480698.0
New4588,,4.0,M,F,alissa,246409.0,4.0,47.0,697.0,O,Oshkosh,0.0,613349.0
eis4589,F,3.0,S,,Lowry,198380.0,3.0,17.0,730.0,O,Goodrich,8.0,497821.0
OES4590,Y,3.0,M,,thinh,34461.0,2.0,6.0,710.0,O,Medical Mutual of Ohio,1.0,1425550.0
bel4591,,,D,m,Poulos,447611.0,4.0,96.0,,R,Expedia,10.0,2569672.0
ALL4592,,4.0,S,f,Cherilyn,,0.0,26.0,544.0,R,Marriott International,4.0,2276708.0
Gra4593,X,5.0,S,F,LARISSA,374329.0,3.0,1.0,,O,,7.0,2838041.0
Bra4594,,2.0,M,,DUSAN,315904.0,0.0,96.0,323.0,U,Sanderson Farms,10.0,3534212.0
OLD4595,,3.0,M,m,Jean-francois,440494.0,0.0,100.0,474.0,O,Thrivent Financial,4.0,334199.0
Mcp4596,B,0.0,M,f,farrand,426613.0,4.0,34.0,388.0,O,Campbell Soup,,3962433.0
Hed4597,,1.0,W,,Josey,414165.0,3.0,55.0,729.0,O,Hayes Lemmerz,7.0,2655823.0
Sme4598,B,3.0,M,F,sonya,137030.0,4.0,64.0,844.0,O,Noble Energy,5.0,1402780.0
imm4599,,2.0,S,,Viv,194093.0,4.0,76.0,732.0,,Chiquita Brands International,6.0,2393367.0
Kap4600,,5.0,D,f,reinhard,60897.0,5.0,79.0,357.0,O,Sauer-Danfoss,,429639.0
SCH4601,O,2.0,W,,clarey,350217.0,0.0,71.0,651.0,U,Dresser-Rand Group,,479290.0
Loc4602,P,2.0,S,M,DEONNE,54948.0,0.0,43.0,821.0,O,Ameriprise Financial,2.0,3162640.0
KAW4603,,0.0,U,f,elna,390310.0,1.0,6.0,564.0,O,National Fuel Gas,10.0,437040.0
Mcn4604,U,3.0,M,,sinh,142124.0,1.0,90.0,325.0,O,Duke Energy,10.0,1602611.0
Hos4605,Z,4.0,S,f,Parham,90146.0,,65.0,714.0,U,MSC Industrial Direct,4.0,21930.0
HIP4606,,2.0,M,,CAROLYNE,62781.0,0.0,53.0,492.0,R,W.W. Grainger,3.0,1739233.0
AVA4607,,,S,,ANABAL,404456.0,,90.0,731.0,O,Terex,5.0,2356862.0
Der4608,,2.0,D,F,woody,259450.0,5.0,47.0,561.0,O,,3.0,976351.0
TRE4609,,3.0,D,m,lauralee,438463.0,0.0,33.0,535.0,O,MPS Group,4.0,3276943.0
Hea4610,,1.0,M,M,yogi,480416.0,0.0,32.0,332.0,R,Perot Systems,5.0,2386788.0
sho4611,W,5.0,,,Rafaela,265756.0,1.0,96.0,548.0,O,Men's Wearhouse,,563570.0
Bur4612,J,1.0,U,,Camala,87391.0,3.0,16.0,834.0,O,New Jersey Resources,2.0,2878889.0
DIN4613,,4.0,W,M,MANAS,180473.0,2.0,70.0,691.0,O,Ameriprise Financial,6.0,1521035.0
Lin4614,V,1.0,M,M,Tamra,86083.0,4.0,80.0,770.0,O,Quest Diagnostics,3.0,2858110.0
STE4615,,3.0,W,f,Hennrietta,,1.0,40.0,459.0,O,General Motors,8.0,264154.0
Row4616,,2.0,M,,BOBBE,228877.0,,85.0,547.0,O,Newmont Mining,4.0,128505.0
Mos4617,,0.0,M,F,walter,205721.0,1.0,66.0,673.0,O,Delphi,10.0,1176845.0
FAU4618,C,0.0,W,,Sheena,268312.0,1.0,89.0,718.0,O,Coach,10.0,2774488.0
Eis4619,O,2.0,M,,SHYOKO,181558.0,1.0,26.0,541.0,,Sysco,5.0,903175.0
Wei4620,,4.0,U,,elset,253180.0,3.0,93.0,651.0,,KAR Holdings,10.0,1212744.0
Max4621,,4.0,D,F,Amos,,4.0,14.0,829.0,O,Telephone & Data Systems,6.0,527536.0
Dyb4622,I,5.0,M,,ANDRE,136688.0,2.0,36.0,316.0,O,General Growth Properties,2.0,1107522.0
MAC4623,,2.0,M,,jennee,377157.0,1.0,43.0,305.0,O,USG,7.0,194069.0
pro4624,,5.0,M,,Mallory,13387.0,4.0,42.0,659.0,O,,1.0,459098.0
wes4625,,2.0,U,,Leisha,111741.0,5.0,22.0,375.0,R,Auto-Owners Insurance,2.0,1982210.0
FRI4626,,4.0,W,m,Bobine,268659.0,5.0,,,O,Barnes & Noble,7.0,2593615.0
Gha4627,,1.0,U,,YAU-FUN,423718.0,2.0,89.0,601.0,O,Brookdale Senior Living,6.0,3065882.0
HIR4628,J,2.0,M,,JANAYA,283607.0,5.0,78.0,357.0,R,Big Lots,3.0,153856.0
KOZ4629,,0.0,,,Chun,362831.0,4.0,4.0,504.0,R,LifePoint Hospitals,7.0,
kar4630,H,3.0,S,,HITOSHI,5769.0,0.0,66.0,593.0,O,Xcel Energy,7.0,3968019.0
Bub4631,B,0.0,D,f,hideo,61175.0,2.0,62.0,843.0,U,Dynegy,9.0,2160132.0
DES4632,E,1.0,M,M,Esma,477754.0,,88.0,806.0,O,Medtronic,,3495274.0
Mou4633,,0.0,U,,ROBERT,348868.0,2.0,34.0,828.0,O,Bank of America Corp.,8.0,774819.0
MEF4634,J,0.0,M,m,eliza,428805.0,4.0,13.0,460.0,O,Avon Products,3.0,523135.0
Yar4635,F,3.0,M,m,CARMELINA,2195.0,4.0,63.0,492.0,O,Guardian Life Ins. Co.,2.0,1463904.0
ROB4636,O,4.0,U,m,Arline,298578.0,2.0,38.0,670.0,O,Virgin Media,3.0,83702.0
Koh4637,Y,3.0,S,F,Lucina,354449.0,5.0,1.0,843.0,O,Energizer Holdings,5.0,2856178.0
WUN4638,I,,S,,Hilde,5238.0,1.0,,569.0,O,Moog,8.0,1959815.0
cap4639,,2.0,W,F,Irv,384965.0,,3.0,623.0,O,MPS Group,1.0,2389534.0
sal4640,H,4.0,M,m,SKIPPY,281722.0,4.0,84.0,813.0,O,Nordstrom,5.0,2716843.0
fen4641,,4.0,M,W,HANS,376606.0,1.0,40.0,685.0,U,Valassis Communications,7.0,29240.0
Sta4642,W,2.0,M,F,stew,,1.0,69.0,734.0,O,RadioShack,4.0,3231314.0
Lam4643,V,,D,M,Shya-yun,371166.0,1.0,44.0,554.0,O,Western & Southern Financial,7.0,461667.0
MUN4644,,5.0,M,,jawaid,144612.0,,5.0,571.0,O,Big Lots,9.0,806878.0
Del4645,T,2.0,M,m,Shaina,170109.0,4.0,6.0,846.0,R,Ecolab,6.0,2926312.0
Hen4646,,3.0,M,F,janaya,326189.0,4.0,70.0,622.0,O,,3.0,1332645.0
Wes4647,,4.0,M,,Deirdre,301968.0,3.0,95.0,701.0,O,Yum Brands,2.0,2640301.0
MUS4648,K,3.0,D,m,gilli,47460.0,1.0,53.0,373.0,O,Flowers Foods,4.0,3078167.0
Mut4649,U,5.0,M,f,Mayasandra,,3.0,18.0,679.0,O,Hanover Insurance Group,3.0,3581287.0
Mot4650,,2.0,M,,Daphna,136542.0,5.0,50.0,744.0,R,Rockwell Collins,5.0,2234805.0
COP4651,,4.0,W,M,rowe,484593.0,2.0,84.0,695.0,R,Administaff,5.0,1340127.0
cso4652,,1.0,D,,Catrina,11417.0,2.0,59.0,536.0,O,Starbucks,1.0,966021.0
DIS4653,O,3.0,M,m,Scarlet,326769.0,4.0,45.0,325.0,O,Washington Post,0.0,3533571.0
DAD4654,,1.0,S,m,Alysia,440240.0,4.0,19.0,431.0,O,Dollar General,6.0,2699369.0
Pro4655,,5.0,M,m,BETTINA,185225.0,2.0,54.0,,O,International Game Technology,9.0,2139660.0
cro4656,,0.0,,m,Foster,137363.0,0.0,51.0,752.0,O,Westar Energy,8.0,2264007.0
hes4657,,4.0,W,,JACINTHA,158744.0,5.0,21.0,527.0,U,Teleflex,1.0,974227.0
cal4658,,2.0,S,,Valene,496998.0,4.0,93.0,847.0,,West,6.0,2620328.0
GAL4659,,1.0,M,,Laser,423781.0,4.0,91.0,306.0,R,Cypress Semiconductor,7.0,2155388.0
Val4660,,5.0,,,sibyl,,1.0,82.0,,O,Superior Energy Services,,2779418.0
Hib4661,C,,M,F,CHRISTIN,401309.0,0.0,38.0,777.0,U,TECO Energy,0.0,1303647.0
Bar4662,,5.0,S,m,Beitris,286975.0,4.0,9.0,385.0,O,ManTech International,2.0,1321326.0
Elc4663,,0.0,U,,Veleta,74792.0,3.0,54.0,361.0,U,Seaboard,6.0,1629124.0
Dig4664,,0.0,S,,Krissy,32994.0,0.0,,748.0,O,Century Aluminum,1.0,1663204.0
Bab4665,,3.0,D,,SALLIE,16997.0,5.0,,475.0,O,Global Partners,6.0,1693312.0
tru4666,,5.0,M,f,mahlon,140590.0,2.0,0.0,675.0,,Ruddick,7.0,3753854.0
mog4667,,0.0,S,,RODIE,230893.0,5.0,84.0,465.0,R,CB Richard Ellis Group,1.0,2281340.0
day4668,J,3.0,U,,Eartha,259477.0,,63.0,371.0,O,Wyeth,5.0,3900028.0
Pha4669,,4.0,S,,Elza,236965.0,,88.0,444.0,U,Church & Dwight,3.0,2725907.0
raf4670,,1.0,D,F,Tracy,458489.0,4.0,96.0,345.0,R,Intel,9.0,2238450.0
FUC4671,,4.0,M,M,Melvin,279.0,0.0,44.0,460.0,R,Brown-Forman,8.0,2912498.0
GAD4672,,3.0,M,,Gerianna,278538.0,1.0,33.0,309.0,R,Merck,2.0,2382865.0
nor4673,,3.0,M,F,demetre,277343.0,1.0,72.0,765.0,R,PG&E Corp.,8.0,390874.0
Cro4674,,2.0,D,F,grame,174099.0,0.0,19.0,665.0,R,Perot Systems,9.0,3510499.0
tan4675,S,1.0,M,M,fred,47284.0,1.0,1.0,631.0,U,El Paso,,3493042.0
pic4676,,2.0,M,,vinh,290522.0,1.0,78.0,774.0,U,Staples,2.0,168914.0
Bor4677,,,M,,viki,223495.0,1.0,23.0,666.0,O,,2.0,809087.0
ENG4678,,3.0,M,,ELLA,234298.0,0.0,39.0,616.0,U,Public Storage,3.0,3858293.0
Win4679,,5.0,M,,WITOLD,398331.0,0.0,59.0,493.0,O,Thrivent Financial,6.0,1344826.0
Men4680,A,4.0,U,f,Edmund,401.0,2.0,19.0,684.0,O,Advanced Micro Devices,4.0,3928512.0
Dip4681,,0.0,M,,Wylma,492575.0,1.0,29.0,846.0,R,KeyCorp,8.0,1403015.0
BAL4682,X,0.0,W,F,JANA,145020.0,1.0,84.0,371.0,O,Reliance Steel & Aluminum,5.0,350661.0
DES4683,P,1.0,M,m,Tera,216211.0,5.0,69.0,468.0,R,Centex,10.0,1015153.0
Chi4684,,4.0,S,,Corabel,476409.0,5.0,65.0,635.0,O,CenterPoint Energy,9.0,2254659.0
FAN4685,,5.0,M,,Blanche,434508.0,,45.0,369.0,O,Target,8.0,169014.0
mcc4686,,0.0,U,,Yihban,301789.0,1.0,95.0,508.0,R,Lockheed Martin,8.0,3561494.0
Esg4687,N,5.0,W,,JACOB,449806.0,0.0,17.0,793.0,R,AMC Entertainment,1.0,3375757.0
Bar4688,,0.0,M,m,DYNA,106969.0,2.0,,669.0,,General Mills,4.0,2650430.0
BUR4689,,5.0,S,F,Misha,368938.0,3.0,46.0,542.0,O,Dresser-Rand Group,10.0,1592816.0
Lap4690,W,4.0,U,R,Ken,233234.0,2.0,67.0,427.0,O,Cisco Systems,5.0,1837496.0
Max4691,R,1.0,M,F,Nitin,300833.0,3.0,61.0,841.0,U,Mettler-Toledo International,0.0,119434.0
Cre4692,,4.0,M,M,Elio,228917.0,0.0,36.0,709.0,R,Exxon Mobil,7.0,1795811.0
pil4693,,5.0,M,,kordula,164116.0,1.0,58.0,339.0,,Cliffs Natural Resources,6.0,663574.0
kop4694,M,5.0,M,,ULRIKE,75217.0,5.0,78.0,807.0,O,Emerson Electric,10.0,1140761.0
ING4695,,3.0,M,f,Celle,437919.0,3.0,88.0,316.0,O,Guardian Life Ins. Co.,3.0,370111.0
MIO4696,U,4.0,S,,ardelis,306533.0,3.0,68.0,596.0,O,Int. Business Machines,0.0,3243357.0
Rob4697,,0.0,W,,eada,205461.0,3.0,88.0,646.0,,Nasdaq OMX Group,1.0,2626529.0
Prz4698,,4.0,S,F,CATHIE,180548.0,3.0,79.0,310.0,R,J.B. Hunt Transport Services,2.0,2924585.0
sar4699,,0.0,S,F,rafi,210167.0,3.0,1.0,,O,Benchmark Electronics,,3051787.0
bre4700,,3.0,M,,CHICKY,406467.0,3.0,,780.0,R,Universal Forest Products,0.0,1961762.0
Hel4701,Q,4.0,D,,Toinette,353802.0,2.0,,829.0,R,Darden Restaurants,4.0,2483520.0
edm4702,,0.0,U,M,Alejandra,155968.0,1.0,76.0,392.0,O,American Eagle Outfitters,8.0,434783.0
Per4703,,3.0,D,f,GIZELA,184085.0,5.0,50.0,695.0,O,McDonald's,7.0,3680866.0
Tal4704,,0.0,M,,Perl,431638.0,4.0,,427.0,U,Zions Bancorp.,2.0,1273612.0
Kon4705,W,3.0,U,m,levy,120199.0,4.0,53.0,767.0,U,ArvinMeritor,,43466.0
bla4706,X,0.0,M,,VALENE,441426.0,2.0,,585.0,O,,6.0,2349002.0
Hic4707,,1.0,U,,SIMONNE,311283.0,0.0,,519.0,O,Peter Kiewit Sons',2.0,1463957.0
ing4708,R,2.0,S,M,Hing,172152.0,0.0,,539.0,O,AGL Resources,3.0,574807.0
Mcq4709,,4.0,D,M,Faizal,161628.0,2.0,59.0,422.0,O,Enbridge Energy Partners,5.0,3995431.0
Kro4710,M,5.0,U,,Beatrix,89526.0,3.0,58.0,460.0,O,Huntington Bancshares,10.0,2662962.0
Adi4711,J,4.0,U,,Elza,,1.0,26.0,368.0,O,Qwest Communications,6.0,2174828.0
Sal4712,Z,0.0,W,,katrina,286967.0,1.0,81.0,394.0,O,General Dynamics,10.0,2202798.0
gor4713,,1.0,M,,Blondell,499458.0,,68.0,390.0,R,Qualcomm,0.0,2204720.0
Bos4714,,2.0,M,f,MATELDA,283305.0,4.0,65.0,,O,Southwestern Energy,10.0,1683738.0
cal4715,,,M,f,Halie,78146.0,4.0,72.0,764.0,O,MeadWestvaco,0.0,2877060.0
Did4716,L,0.0,M,f,Rchisn,84125.0,0.0,29.0,304.0,O,Cisco Systems,8.0,3399919.0
Lie4717,,5.0,M,,Michiel,420803.0,4.0,76.0,663.0,O,Comcast,3.0,3180402.0
Mcq4718,,5.0,W,,Maryanne,92203.0,,19.0,308.0,R,BMC Software,0.0,80853.0
BRI4719,W,1.0,S,,Dorolisa,353122.0,0.0,56.0,555.0,U,W.W. Grainger,0.0,3911207.0
dia4720,,5.0,S,,Pankaj,20815.0,1.0,58.0,597.0,U,UnitedHealth Group,,1851265.0
RAP4721,,3.0,D,,FAUN,26665.0,3.0,7.0,821.0,O,Energy Transfer Equity,3.0,3282292.0
RIC4722,,1.0,S,,Quon,262422.0,5.0,12.0,507.0,O,Occidental Petroleum,1.0,1560734.0
Dou4723,L,3.0,M,M,Earl,187594.0,,26.0,674.0,O,Pantry,2.0,3542659.0
mec4724,,2.0,M,m,mitsuko,417031.0,5.0,94.0,653.0,O,National Fuel Gas,10.0,2608558.0
gla4725,,0.0,S,f,Jeremy,372305.0,,69.0,516.0,O,Beacon Roofing Supply,1.0,244929.0
Dur4726,U,0.0,U,,Ginn,264635.0,2.0,25.0,769.0,R,PepsiAmericas,9.0,2102294.0
WHA4727,,0.0,U,,CELINA,333225.0,4.0,51.0,825.0,O,PerkinElmer,5.0,582135.0
Qaq4728,c,2.0,M,f,Lbfio,359751.0,5.0,45.0,371.0,O,PPG Industries,5.0,3330147.0
Kog4729,A,4.0,U,f,pxxxaiezsk,123301.0,1.0,42.0,524.0,R,Travelers Cos.,5.0,857365.0
XNP4730,,0.0,M,F,KWJNLXBBJZTVFSZMWBCZPP,123424.0,4.0,26.0,728.0,O,Pentair,10.0,1470636.0
Gtd4731,,2.0,S,,QZEXC,499739.0,2.0,69.0,351.0,O,Southern,3.0,2010885.0
PTB4732,,1.0,,,GTNIW,140857.0,5.0,9.0,467.0,R,Celgene,5.0,1220348.0
BBK4733,C,4.0,U,,TQWEXPNPTZJPAFRUJ,327231.0,5.0,17.0,833.0,O,Arch Coal,5.0,3688332.0
Tth4734,Q,0.0,W,,Zwurzqqwhno,289849.0,5.0,60.0,483.0,R,Becton Dickinson,1.0,2878257.0
Olf4735,,1.0,M,,vipetlc,333759.0,0.0,60.0,478.0,O,,,2549473.0
Rjv4736,,4.0,M,f,Jvihmkmpsvdmqkgnzwkhpvdgr,498765.0,3.0,97.0,767.0,O,Constellation Energy,6.0,433506.0
her4737,,1.0,W,f,Upewrw,421913.0,1.0,15.0,482.0,O,Marsh & McLennan,8.0,1847526.0
QWM4738,,3.0,S,F,Ylojswilyeemtiqyy,151041.0,5.0,36.0,319.0,U,General Growth Properties,6.0,565304.0
XLN4739,M,3.0,S,F,AIHXVAIDQVTZWETTDU,344390.0,2.0,20.0,400.0,O,Dana Holding,4.0,2607514.0
VRH4740,J,5.0,U,,Aefbqml,2734.0,,48.0,615.0,O,SunTrust Banks,,1982496.0
WGZ4741,W,,U,,Fcwnhevbudrmewlhgnqbdf,468185.0,0.0,43.0,581.0,O,NuStar Energy,2.0,3762913.0
MTO4742,B,4.0,U,M,Tkrdsgrogpwdypvglydwmtqor,463648.0,1.0,99.0,799.0,,Valero Energy,8.0,2408355.0
Bci4743,y,1.0,,,dzoxdswekktufa,43975.0,1.0,66.0,768.0,R,Targa Resources,10.0,1606307.0
mpe4744,,4.0,S,,Zmuwosc,468162.0,,94.0,773.0,,American Electric Power,3.0,3354250.0
Xbq4745,,3.0,,m,HDFQYHUGTRRQBFVEGSDCBKU,395739.0,1.0,33.0,638.0,O,Carlisle,3.0,3382716.0
Bqe4746,,2.0,M,m,dffstfpnkregclxx,412467.0,1.0,41.0,517.0,O,E*Trade Financial,3.0,1902346.0
jif4747,j,1.0,W,,Ikghxbumijtroqwzeeap,,5.0,64.0,721.0,R,Progressive,3.0,2194210.0
SKI4748,b,0.0,U,,Qzxecnokzncy,199405.0,2.0,93.0,301.0,O,Solo Cup,5.0,32639.0
Qda4749,,2.0,M,,FCMDGBFKXMTJPBLDQTVKKMNW,232095.0,1.0,31.0,557.0,O,Interactive Brokers Group,8.0,2440934.0
rlm4750,,2.0,,f,ruqlinygssewsaxrleipafe,419954.0,4.0,84.0,345.0,O,Buildings Materials Corp.,3.0,3643159.0
czc4751,,0.0,U,,Rcqbiwqbkdhmetuloiqcxulrr,199018.0,,51.0,651.0,O,,8.0,1342979.0
GGV4752,U,3.0,S,,qblxdfxdlzfznpwmofmcfodasvc,359494.0,5.0,11.0,324.0,R,Rock-Tenn,0.0,2652575.0
xzv4753,s,0.0,S,m,LSUOTXPFJEP,222207.0,5.0,5.0,369.0,,Spherion,1.0,2649494.0
Vkq4754,,2.0,S,,alidnmdydz,384766.0,,25.0,425.0,U,Alliant Energy,6.0,3544328.0
Hzr4755,n,0.0,M,,ELQHLOFAXJGHCEVCHK,229674.0,1.0,13.0,795.0,U,Itron,8.0,2133746.0
Uho4756,,1.0,U,,Sfqsfkp,168959.0,3.0,40.0,800.0,O,E*Trade Financial,5.0,2654803.0
Slm4757,,4.0,M,,Yzorifaxkc,120986.0,3.0,2.0,505.0,O,PSS World Medical,0.0,2575833.0
Vyq4758,Z,3.0,W,,CMVMLPPTLCSEDNMYFJR,207701.0,2.0,30.0,617.0,O,Hewlett-Packard,2.0,3945014.0
IIA4759,V,1.0,U,,GJCSW,247224.0,1.0,96.0,791.0,R,Metals USA Holdings,9.0,2908095.0
HBF4760,c,1.0,M,,TKLSAITZQKIOWFJXRAIKZSEWVAI,189582.0,0.0,54.0,672.0,O,Vornado Realty Trust,6.0,1774340.0
DLG4761,,0.0,,M,JZKEUFIWWHPIYJWNTYJTDVTBEJ,217090.0,3.0,13.0,723.0,O,Fleetwood Enterprises,6.0,1326183.0
jih4762,t,3.0,U,F,erlcxtphbrrbbyxautwvnpm,394758.0,4.0,71.0,430.0,O,Starwood Hotels & Resorts,2.0,274845.0
evt4763,b,5.0,D,,cwsiirxfqqhcpuwhquwpuowa,290045.0,1.0,35.0,357.0,O,Comcast,3.0,911040.0
Qbq4764,,4.0,S,,Vaodqcpjionkqlpwjrque,214129.0,3.0,53.0,721.0,O,Arrow Electronics,7.0,645586.0
tun4765,k,2.0,M,f,Bhiznrgnstwiuljgxkqhqghzea,51424.0,1.0,51.0,711.0,R,Hospira,6.0,3669863.0
AQO4766,D,,S,,Uspvkskl,352104.0,0.0,31.0,568.0,R,State Farm Insurance Cos.,1.0,2972333.0
NBE4767,,0.0,D,,FVBZONADUSBYBKBP,322999.0,4.0,100.0,785.0,R,Mirant,4.0,2324898.0
Wkt4768,A,1.0,D,,HKVOHMQZQKUXBYEXUPMDE,421001.0,,82.0,789.0,O,Waste Management,3.0,3485641.0
RQW4769,r,1.0,U,F,Cfkmdztjpzdhdwoljogbuxvfwuou,90016.0,0.0,28.0,323.0,O,OGE Energy,2.0,2686282.0
Gac4770,,2.0,W,,dzcurnkzgejwpuq,382751.0,5.0,36.0,810.0,,Valero Energy,6.0,627980.0
wnn4771,,3.0,M,M,CUVZEQCFCPLERPLWPGRVZEUCTLN,52098.0,,34.0,507.0,O,Northern Trust Corp.,7.0,
Mxu4772,,5.0,S,F,IKDXBNDMSSNXNKPJ,54611.0,3.0,100.0,470.0,O,Cablevision Systems,7.0,2197047.0
Ytn4773,N,1.0,,f,qjnhzcrcndgvzlrtivurzkb,296427.0,4.0,18.0,321.0,O,Universal,10.0,1460876.0
OHQ4774,,0.0,S,,Ddceavqgieiohddx,14911.0,2.0,,313.0,R,Amazon.com,3.0,2865365.0
Wjy4775,,3.0,U,,Bznzyfnve,201428.0,1.0,74.0,561.0,O,Rite Aid,1.0,516628.0
Ske4776,,1.0,,M,mdemeztjhbahkixnjkhpjkuqe,144435.0,4.0,17.0,476.0,U,Thor Industries,5.0,1116008.0
vqj4777,V,1.0,M,,QDWJQKZKEDRNEBOGHRJDOFX,90628.0,2.0,92.0,752.0,O,Newmont Mining,0.0,197084.0
clu4778,,5.0,M,,KHOCMEVKAJOZSWD,77842.0,1.0,83.0,633.0,U,Holly,1.0,1545300.0
Kar4779,,1.0,M,,KHWYXOSGCBFGZYODFKHPIJMG,449874.0,1.0,79.0,843.0,R,Sun Microsystems,8.0,3490296.0
CFH4780,,4.0,U,,Sfjlogozydnnbmhuradcckysaer,200169.0,3.0,2.0,413.0,O,A. Schulman,6.0,1275415.0
wsk4781,,2.0,M,F,xcaqatohexbbsrcyjqncksmtui,359586.0,1.0,91.0,524.0,O,Hasbro,0.0,2993866.0
QFZ4782,,1.0,M,m,Xualnxqlryaaofk,486414.0,4.0,71.0,849.0,U,Coach,9.0,2922236.0
Vjs4783,,3.0,W,F,TEQIRRLDWIUKAFUUCZDQCXXNUMG,83630.0,5.0,40.0,787.0,O,Lennar,2.0,82518.0
Mrz4784,,,S,f,iqzhexbgygaungtbiao,195656.0,0.0,,623.0,O,General Growth Properties,3.0,2467957.0
TVB4785,,0.0,S,F,Ttfniyxhvpkjqqejayyftmzxlj,108454.0,0.0,54.0,691.0,R,Furniture Brands International,1.0,2650848.0
Gfq4786,I,3.0,M,,Udthxsmsuktgrtvcxmjuocwukuwbew,113893.0,0.0,59.0,492.0,O,Altria Group,7.0,384820.0
Rqe4787,Z,2.0,U,,tnqdraipzgwu,487953.0,2.0,84.0,775.0,O,Jacobs Engineering Group,5.0,3080655.0
byf4788,x,0.0,S,M,Jguqnlmtswktsinnurfx,391268.0,4.0,33.0,340.0,O,Dr Pepper Snapple Group,9.0,612805.0
xgo4789,W,3.0,M,,Cnhmodtcvajfdmwbiwftbmcqxox,82973.0,3.0,62.0,655.0,R,LandAmerica Financial Group,8.0,1638444.0
bkz4790,,2.0,U,,febncrpiyvvavy,71271.0,1.0,15.0,487.0,O,Snap-On,3.0,1610350.0
Ogw4791,C,3.0,W,,VCFQIJHKGUEGLSLDWIA,342675.0,2.0,29.0,410.0,O,Coventry Health Care,4.0,885111.0
wig4792,u,0.0,,,Jzoczoiyrvdvcwymqdigwwjvpgu,127065.0,2.0,65.0,,R,Scotts Miracle-Gro,8.0,852296.0
Yae4793,,0.0,S,,Opfnptsdxdkyihijj,399944.0,4.0,32.0,433.0,O,Hewlett-Packard,7.0,376976.0
WCE4794,,4.0,M,f,Nzgoxmsvc,21634.0,4.0,54.0,594.0,O,"Toys ""R"" Us",6.0,805551.0
Bvq4795,,0.0,U,F,onplycdvnatudvvkcyvpateum,9161.0,0.0,4.0,803.0,O,Northwestern Mutual,,1764697.0
Zxh4796,,3.0,M,,dumufipjil,272454.0,0.0,47.0,306.0,R,Rockwell Collins,1.0,3672390.0
VZO4797,L,2.0,D,,acnopzpvitwjcvjgf,374669.0,,0.0,773.0,O,,10.0,2418068.0
Txl4798,,1.0,S,,yyesvqejnxvbkwnhv,25089.0,2.0,0.0,704.0,O,SLM,4.0,3480110.0
Khs4799,,3.0,M,f,Gtgeybvqzabhkgfekthh,229377.0,4.0,14.0,716.0,O,DuPont,0.0,3938170.0
Jta4800,,1.0,U,,MDAWZMPITIFKINGCWWJPE,454349.0,0.0,38.0,622.0,,CarMax,6.0,1150640.0
njj4801,,,M,,gpbgimeirizzsv,266286.0,4.0,62.0,550.0,O,Universal,2.0,3418179.0
Daf4802,,1.0,W,,BOITHTVINDHB,483741.0,1.0,36.0,484.0,O,Interactive Brokers Group,9.0,3221158.0
YOO4803,,3.0,M,F,mslvfjviccxby,11848.0,0.0,75.0,813.0,R,Advanced Micro Devices,10.0,3587810.0
Oey4804,P,3.0,W,f,tbcpjaskgbpqkngjapukgcjcrj,2569.0,0.0,9.0,475.0,R,Praxair,4.0,3359871.0
Tmw4805,s,4.0,U,,Kvcofoacfnsshwgqbqwufistnqlpf,29800.0,0.0,59.0,825.0,U,Live Nation,4.0,1667416.0
Iul4806,s,4.0,S,M,Efhpzvadbiizfnafbjjufb,286737.0,5.0,69.0,627.0,O,Armstrong World Industries,0.0,2992254.0
CTR4807,,1.0,M,f,HLYGTXEWTFRFPZDMDVKSEGLJGKGH,27122.0,4.0,8.0,513.0,R,Corning,8.0,1515331.0
PWR4808,,2.0,W,m,Yyqytogtvhyaieoayyeuzsr,371913.0,1.0,77.0,548.0,O,Great Plains Energy,3.0,868111.0
Qiw4809,M,4.0,U,M,Atzfnmgohbxnlnmsozwuathopseoj,135209.0,4.0,72.0,848.0,O,Wesco International,10.0,2405392.0
UHP4810,,2.0,M,M,Nlwbs,394446.0,1.0,100.0,370.0,O,Visa,3.0,1924624.0
SNR4811,v,5.0,U,m,Iznnhkfnsjbyndcvwqxrbohzdpueql,,2.0,67.0,708.0,O,Regions Financial,5.0,3152814.0
