prospect_nmbrchldrn,prospect_pstlcd,prospect_gncd,prospect_ct,prospect_ncm,prospect_cntr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln1,prospect_crdtrtng,prospect_wnrrntflg,prospect_nmbrcrs,prospect_frstnm,prospect_stt,prospect_mddlntl,prospect_ntwrth,prospect_g,prospect_phn,prospect_gndr,prospect_mrtlstts,prospect_ddrssln2,prospect_mplr
1.0,Mvjxasjai,ybe8841,Springfield,497516.0,United States of America,4.0,ybemhexgfkcaauozsntrfacqrrcgr,ljpjbnqirulgartlwfeemjcgjfolqnofwdsriwrupdlgarezzqntxmqxbeknaybiiwfmivc,755.0,O,,sstnhjchtudpmefuwzxenoushxwth,VA,,3539106.0,3.0,1-654-806-0353,m,U,cqgajxwonexpmzwnpbzmexooftqcddf,Autodesk
5.0,XDTDGDBNHYST,Awy8842,Victoria,219141.0,Canada,5.0,Awycoahvxgilvtcbpmyfofhkhpk,Vdguqwudgnwnesxoewrtlgifdqbvfxtxfjuvgblbmrcojlrea,650.0,O,4.0,jqccnfaotdfgylvzrvvztza,Prince Edward Island,W,1449227.0,12.0,1-267-073-9280,,S,lerdvmdlcnojlxdbbhzfzvuteknvuhjlsbfslzfhsospkslsjdhelqxuqjo,Fidelity National Information
,zddno,Lke8843,Livonia,375282.0,United States of America,2.0,Lkelxisfmjfpdilcxqhm,Iuaumkf,643.0,O,3.0,Pgitmqktimxvilsgdq,Quebec,,1867516.0,64.0,1-978-405-2313,,M,AHJBVJVBWHQOTTOUJDTYEGWBBBGCOSKHILMHGJJMSGVMNHTDNAM,Harsco
3.0,VESCUKFSTT,apw8844,Warren,417355.0,United States of America,10.0,apwbitmfovcnxnqxrhcjdegoktezl,vrvtchrgetvwoxfqsluwnfpmrnlucj,571.0,O,4.0,Oyqezoeuodvwbztlb,Newfoundland,a,,73.0,1-909-799-1429,m,M,Tdvilbagcmyrdqavzujerhuquhblmnlojdqrjjnzuflflksplbthnp,Reynolds American
2.0,carcxlp,Wrs8845,El Monte,424316.0,United States of America,10.0,Wrskogmtxqruii,tllaalxcnbrjztdvhmicqjqdkcputmhphfe,848.0,O,3.0,Nwurcyzhentdoilmtxsdgjxkrfvpe,MA,N,2351975.0,79.0,1-440-127-2755,m,,RTOTLRBUQPPJNB,Nike
3.0,Kcqczgmy,WLN8846,Vallejo,467020.0,,4.0,WLNUFGEGJJOKOEFDHEHVKLWRRMH,kalrekqxazwcisonimejfidvxmjt,753.0,,1.0,IFRNZWKUTFGPIJRMIIX,KY,,1587842.0,16.0,1-755-305-4980,,S,,Activision Blizzard
2.0,Crftpp,Cfz8847,Indianapolis,26325.0,United States of America,4.0,Cfzqtt,FIFPOTJIDFMVCPUIOGSEOBVZNMEJRAAQKKMWHDTFJTCDHFNTQSIKVRU,390.0,O,0.0,dpuwwnpamqczucvhecjvyihxhd,MN,,1987514.0,27.0,1-253-932-3146,F,M,yipkppzrnefvtdfyqeusrhpsnkvdecayvrffwkpydpvjejfqkttlmijzkphdfwwvolixydkpnlgvg,Union Pacific
4.0,Mapcsjng,Vvw8848,Salem,373028.0,United States of America,0.0,Vvwlibwhduysoqgzctepzubefa,Ofvcyaqprnqxyloxvlrqpsonizmxhufdeesmuqvmcfbjhqbpbbnpzpjbbwu,654.0,O,2.0,HHSESJJIKFNXPF,OR,,265192.0,30.0,1-638-215-2349,f,U,cafgtdrghevupkomaleusrpaxatxfulockswmcinnwkykycpcxoninilbmsmebjblc,Penn National Gaming
3.0,Ufybdme,llc8849,Hollywood,427837.0,Canada,7.0,llcwewbumwoldwdttwxhdrsxms,GOZFVQWVV,309.0,O,1.0,Dwprvsyjr,ME,,925881.0,79.0,1-713-121-3708,F,W,Bzpchsaaplwikkaosy,Energy Future Holdings
0.0,Jfjimb,qlp8850,Orlando,130178.0,United States of America,0.0,qlpqx,lqqflmldhsfdqizwycqdeee,834.0,O,3.0,isvzirsytcbfqbita,CA,,,61.0,1-792-233-4441,f,D,HDGEPIYBMADTVMGHKHUFNRTWGQAXYYEGLQHWMPBGMDQJDGLQZ,
0.0,Zcuhv,SQK8851,Whitehorse,479893.0,,7.0,SQKRHJHENYKXYPTPZWFICWFRRCTIPA,SBHTZSNOAPJCBISVDRXMFQKVJDCKFLUXZAEVYAFWMZWAKEIBKUF,828.0,O,2.0,Ixgpcsqybgcbpkzrl,WI,,2568313.0,,1-141-417-2894,,D,Byfangjmthwerkgxinctnbimouxuqtsjhewbbcjzlsdutbhriektuurznvetzxbwumdqbivfndqj,Time Warner
5.0,Urkgtr,gol8852,Chula Vista,59875.0,United States of America,1.0,golrdrpundo,NYMJFWVZGIDFRJAUUXDERCBUQJAWIPJRCHCTAINNPNLKDNNZDNALLKBTGH,601.0,O,1.0,qccqnqggesid,CT,,2374752.0,67.0,1-197-604-4412,h,,dqbyrnabyifdlpxzkjgarxjjbsthvulvubjxevmlevhmbj,Vulcan Materials
2.0,Mkudnjqjj,IDD8853,Topeka,469318.0,United States of America,2.0,IDDOYRRLCFFAJQBEPROGLPXIPI,HWCOMGBMMVFBNSGWUZLNKJIZECDEOPQJAPIZCWQSCVQAEXWYJNNEHJAIZUXDZDLQWHHDBORTSSBPEJ,732.0,O,4.0,ditfijlfmrpcbepvgurjlrsrpd,OH,E,1847435.0,32.0,1-397-297-8298,,W,Gduagvekjrhjtrniuzzltvpmqfixmggskrdoqkfjxxa,Great Plains Energy
0.0,Ujipppaf,UTD8854,Casper,380997.0,United States of America,2.0,UTDRHPBEOO,Rxixruzdnuwodlhpmwgalqruaa,583.0,O,2.0,KMCVRWGEH,Prince Edward Island,,2736541.0,13.0,1-903-295-4281,,M,Pmujqfdeesawfaartxctjvguycmkstpyjnyueitoyhnrqjkputgaubvdic,SPX
4.0,yfrepog,Pds8855,Long Beach,449048.0,United States of America,8.0,Pdsqklkakihqgxemmpt,eirqwirokfwycsrlpuxujfiiszpswggujqswwbfoan,406.0,O,,Prnefkja,Alberta,N,3405429.0,9.0,1-978-235-6639,,M,syrnfkhwglslcwl,Erie Insurance Group
0.0,iorvgqihxw,OKE8856,Simi Valley,172034.0,United States of America,0.0,OKEQNKDKYPRKGZCOR,QCXGFPDPFIEOCAOGKCDKIITCBYYHECYPMQUVFOABKHSRX,761.0,O,0.0,Qaksvaejvasekzhaqsit,MA,,281817.0,13.0,1-574-044-6737,,M,Liyeqwavqusaqwhiyaxixhsoti,Avon Products
2.0,Mjthfn,Oxt8857,Las Cruces,171637.0,United States of America,1.0,Oxtqplapx,Jikmtwiiwanzalphbvayqruezcfhlalpsrtzndqascjtjrulr,584.0,O,4.0,Jgvicwo,Quebec,,2973782.0,41.0,1-607-834-9483,,S,Apzvwcimrfghqrgnnnlbjlqnewdkgpaz,Complete Production Services
4.0,dokahn,Ldf8858,Vancouver,360522.0,United States of America,3.0,Ldfqgsobojiizjqimafgfjbxxpi,uoeyateigletwinkdtjshg,,O,5.0,LKASYOSOLFBLNPZAKGI,NE,y,2359057.0,72.0,1-407-466-2322,,M,Yemmnhiivkaibjformnawionief,Maxim Integrated Products
2.0,,KCB8859,Bridgeport,139173.0,Canada,2.0,KCBLWLMT,RLXCVEMYHOAADSL,557.0,O,3.0,xjxrbbwesfjxuqfirxrrn,NJ,,1143360.0,99.0,1-215-982-8704,,S,IXFBLFNAUWBPLDAXHXBSFVWDVHXVJQESWXTPHPEHGUIGFZJQOLSWWJMSV,First American Corp.
5.0,,qnw8860,Inglewood,17325.0,United States of America,9.0,qnwfbnonfvekrojllg,GPGDPVUITEDHGWPBEHSFFCWAKJKDINUJVBYSNUKRKUNKYCQNQJAKLPAMWNARGLBAJM,614.0,O,0.0,Tgnzrksnnycb,NE,R,3013913.0,52.0,1-464-581-2747,,S,Ljreepzmoivxvmpjahnciwdafikblafslxehbwcdyoxzfbowesbiopgfoavldyqdzyfhklicha,TIAA-CREF
1.0,Jfdkxhhbqnec,vnx8861,Fullerton,65151.0,Canada,9.0,vnxavufsjgo,vckwtmimfpbupjafu,409.0,U,0.0,Bcbpcbfaqqmmzcqzhgwkwuzjse,PA,q,3198133.0,21.0,1-334-528-8457,,U,mxhtmnlicwpgebqtxyfxalbmupbufokvbziqnolnxhrgrrqtfkoimsifwxrxnhvspqhwvrcsyeuwy,Jack in the Box
,Edofkcboyvtg,TAM8862,Lansing,380981.0,United States of America,0.0,TAMJUPBBDAAUHENNQLDFLQUX,BCEOVJSEKYZQ,558.0,O,2.0,Regikaweo,PA,,196221.0,46.0,1-086-268-5102,m,M,pmhzgtlmhlkscwogskzsmrxqcbpuhasyirvdryeyrnldgykd,Penske Automotive Group
3.0,rqlwvdtub,Cue8863,San Diego,302912.0,United States of America,1.0,Cuebhqiwvjanwcns,RKOAWAVNNKMWAYJIWSQJCOYMYP,849.0,U,,LAKCCESLFYF,MN,,3416100.0,94.0,1-163-262-7535,,S,Kfjmhlfepeambqdmbplkmtdkkhiutmiwogzcnvucswokjfebibkou,Hartford Financial Services
2.0,knujsqxtkkse,Zzg8864,Richmond,,United States of America,8.0,Zzgpholigtmeuc,trzgsuboyvttjugtpqztnwimxgkpbfundeumwfebofkcpka,768.0,,3.0,Fyfbicamwgzrmozswdtjyegupg,NM,,1634413.0,90.0,1-963-848-3085,,M,reovjpubjyephdmysrhlbofgjfxqjlziktmqhumbxhhoifweoloitzgudgnonvvkxbe,Motorola
3.0,,Hnn8865,Bakersfield,467362.0,United States of America,9.0,Hnnpcwlgyzsmx,Xxdsesxdatdbxakedxyerxhxvcjgjtzzlhsaurskqbjvgvtejolpaibzlflkzvnh,451.0,O,5.0,ciqghwunfpigozyeejlcokbmf,LA,,2611624.0,82.0,1-024-886-4307,,M,Vhxszbfrzlelfyccvnhlbcaieuraiyehvzfamjchtvpwrssgzsimhux,Exxon Mobil
3.0,Cpprtvaigpi,Ptl8867,Berkeley,103593.0,United States of America,7.0,Ptlrsal,ukcnjwhipcemwypvpufdwnkefyutcdftkfccwgnmtol,386.0,R,3.0,Rucnglkmmt,RI,V,2236011.0,91.0,1-026-029-8812,,M,hlkqyfprtdlpxnvitxj,Administaff
0.0,LAEIIGVKRY,Zsj8868,Salinas,244604.0,United States of America,,Zsjmxoxwdujuntiowqavspn,HJVPYH,,O,5.0,PAKBNLGPWOSTKLZOUWKMVYF,DE,,289052.0,78.0,1-618-277-9373,,U,Cgnuxqccchy,Harman International Ind.
4.0,bplppvztu,Qso8869,Huntington,354556.0,Canada,8.0,Qsojdckn,Zhcooabdhvncftjggtvylxuaximmlvqkwoqbgzhrjldgionltkahpiwf,593.0,,0.0,Ecmnuruietywlvcqrqm,MN,,3837240.0,90.0,1-519-193-3062,Z,M,Mxglhazbsvjomgryhcanfphfyxhsmsbvkqtqh,Reliant Energy
5.0,Qqsxhhi,geq8870,Cleveland,160141.0,,5.0,geqvoepozzoydknjwifhndfflw,Wfmswvffjwpvplxheuwyrpnwdotdfbdmesqy,712.0,R,5.0,EQRBLDLT,ND,,587454.0,27.0,1-298-167-9421,M,S,Yxhcvkticaixeyfstygwvhfeepumcxntttqzaknqjwusyymsbe,UAL
4.0,KYWZURM,ubv8871,Casper,153459.0,United States of America,3.0,ubvcfescnvjcfynrgtvsexjwe,Ncvlgsbhgbgjyybwdwzkldlftlybzfrdfowjrzzdkqjsuuponqswnaszpkhduyqglbanocrvegmaon,680.0,O,0.0,Ewegsybstpnecbttyxgv,NE,O,1442966.0,12.0,1-881-277-1678,F,M,Njywfgslybjfuhktlinhtrrxzddjvtlbtkmvimdogjfdgbkzxojmsjruozpraplrzobhovkfapbjjex,Warner Music Group
5.0,Lxhadl,Dwo8872,Columbia,256660.0,Canada,3.0,Dwotgolswsgbbrli,Gmxfw,606.0,O,0.0,xjlqnlgtmeknomaijfcqyii,UT,I,3965825.0,42.0,1-179-545-7465,,S,Gbrpomsxmxahfqicwrmppqknhjcaesflvxylqlkigrbirjdhclhyubxwpyemattwpmssdjc,Icahn Enterprises
2.0,Vddpacdms,MMH8873,Sacramento,227584.0,United States of America,10.0,MMHNPDSWLAQRTRVOGHIFGTMUT,RMBUKNGHJBPSKKWMEZTLIRWZNGGCXOCPXMHORLUTVFZIOE,754.0,U,4.0,Dqvhxmqdmbylyc,WY,,1075557.0,63.0,1-985-448-4351,F,U,KOJBVDTPIXLLBRFAGAEONBYFPJWGUCHXULTBL,Cytec Industries
4.0,XRESL,Eqb8874,Regina,120011.0,United States of America,1.0,Eqbnxmxqmgkubqfghkxq,Ktqrefkdomiykl,496.0,R,4.0,kpcckatwnihrf,KS,E,184885.0,52.0,1-857-486-9272,f,,Sqaqqdljhnchxiqpesvsvofrhcqlehaabkjw,Frontier Oil
0.0,Zzndpcuice,FGE8875,Tacoma,11940.0,United States of America,10.0,FGEWKGTMIGQRG,Vwmmhxdnfqvcjxtrjkopbfmfkkb,500.0,O,5.0,Qaxhvdiybhxftgtczyliatldnyl,CT,,1471024.0,1.0,,F,M,DKKNKDXJWUDMINIYFNOGOAATJOQEBCOFPTBUIVUIGCJXCOSLNKKTLGTAKVGSHVCJDBMQT,MeadWestvaco
2.0,ukexn,FQH8876,Indianapolis,478851.0,United States of America,5.0,FQHCMXULOEARGMTVVMHWJUNHTP,rqepamufmzhsrubnfymspffjsszbrhltcgontauxlqqfnrcojxrc,732.0,U,1.0,Gahrajcdbexzyuaeq,MN,E,2367831.0,91.0,1-182-762-5633,,M,Amdfteo,Autodesk
5.0,XESBWHREDO,ENZ8877,Modesto,61212.0,United States of America,,ENZLYUDAP,,720.0,O,2.0,Mimts,Prince Edward Island,,969844.0,45.0,1-532-976-7047,M,S,Gmmhdqlfqzydk,Nordstrom
5.0,kvvcoq,CSL8878,Indianapolis,469342.0,United States of America,,CSLPSSHYXZTNVXWQYOUGRF,Afafewsabfpsvgaxniwgzwbikcepsradhimbcahudbvpfxwfjx,817.0,O,2.0,tyjjuiobtivefrhscgpcvthga,NE,,1306276.0,60.0,1-506-846-4911,,D,LTDIGFXOEQXAQYNIEWMNTAVSJZVYCGGKQ,CC Media Holdings
0.0,Yppaxeteykuw,DYN8879,Huntington Beach,134460.0,United States of America,6.0,DYNGYJQKKXVU,CNFAPGGLFJOCGNFJEHZQSYGQFHUFJGSXUVUYAPQUKOGPRFEBPJMFVACGPZXQMPAJBKQQGUJEAKFLMKO,,O,1.0,WFBMSOZZBSJENNGEFBDTFKYEMA,MT,,,81.0,1-814-306-8730,,S,Rtmejggolnvxgwuwgujbjgvotwkpsbndwejvbsyfcggpnfpkeyyzydworudsqwhbszxgqhfnj,Southern Union
3.0,UHBPEHTP,OET8880,Mobile,188.0,United States of America,7.0,OETXRDKCJFTRQUEFSLQBIV,OORBWAJGLVEWTNEQEHJBBAAJPGXWPVTMMJHPBC,573.0,R,4.0,Pddxmafpoohhpvhp,IA,U,2459848.0,34.0,1-099-373-4276,,D,Dmaqprpnsdcqjqtjptzkcu,Polo Ralph Lauren
1.0,JHEDMVNPIJH,PMI8881,Billings,125928.0,United States of America,10.0,PMICDMRLAZOKCOAPXMASWFAWO,Ovniuyzhzspxwhtyiwsdhwovrcdsrkmaxpavlawxjqqrktahorosychjffv,784.0,O,,MBVCHTXFEQVDSGKHLACSJUGI,GA,Y,1141839.0,80.0,1-206-982-8100,,S,NDDEPKQGLDADMIZROIAFQBZIZESCYRUKHOLSFHXZFHWROGYAUDQTJSQVP,Graphic Packaging Holding
3.0,Rprfwlkk,EMI8882,Boston,63834.0,United States of America,7.0,EMIRUSHUJKZHUFCJJINQ,Vhwyrbwlpulyilmjhrchavjrinkregzjikecggxtpiqdnuuwmetyoqxhs,846.0,R,2.0,Bugugdeyiboezjyddxuvzhmxtmz,MA,q,575547.0,33.0,1-786-406-3178,F,S,Dwiumeuqiveqryurrofnocjrtupudkhxbxdxkttjjtebrvioypno,Fiserv
4.0,XNAINOQIPKZ,iis8883,Akron,60848.0,United States of America,1.0,iisxttocggx,XLKDSBWWAGFBCVRTPNQKJZBB,404.0,U,1.0,wccegnbrchjqtriszap,DC,Z,1998526.0,83.0,,,M,Lmquequoqesucbinpctkuqokhhoqukbotbaqupkpeubfmsjidqstca,
2.0,Ksrero,Nac8884,Worcester,20456.0,Canada,3.0,Nacskngicvcbct,Tlrnpfcboacfevukb,682.0,O,3.0,EAMRYJZJZMIUJPTVMRVWJBDQBT,IA,,3323737.0,64.0,1-871-210-6439,m,S,Omnofbqotsrtmqzceqrbyrv,
3.0,GSWDJPR,Lgg8885,Lafayette,19773.0,United States of America,3.0,Lggapjcuuyvgqwhyxdczhxdcjfkhxr,IATZJQSEFRSVMWIOYFDRBNZEKW,806.0,O,1.0,Axhkrwvowiepgrhejdc,DC,G,3490733.0,27.0,1-524-091-7799,,M,Ztwhttggvcmqejmtksovbhurtjztfztyencujpmhrfzlpwmwkalwhngotlfbmds,West
0.0,Vkbaodntj,Tmn8886,Milwaukee,396570.0,Canada,6.0,Tmnhdhiajbewxxsaic,jkqxanyzarwpbboblndcelzrrrxpjzqtqxhninnyomwgtioexgwkvnzixxluollwaoc,594.0,R,3.0,HIKUOTWLSAES,PA,,3011197.0,93.0,1-030-583-2951,,W,Sspxehdkfqsbtipwcsumwenknobksukswtbkbtjztam,Ingram Micro
3.0,Oezlmruei,vpz8887,Yellow Knife,320048.0,United States of America,3.0,vpzaxxtyodcuiwbtrdrkcf,mbnvxnldatmsifovqnopbdaopautytyfdrsavwxnwuptipuaatrppbgmtexgzzcgtkrdyiewrlj,706.0,O,2.0,Wrpkofwpxzvmbbmtsbt,OK,,993941.0,87.0,1-915-839-3035,,M,Ljhrsomviybkcfmhllovifqautgphnzozaxhxqousjpqzipfxctmhkjk,UnitedHealth Group
5.0,Mwqte,obb8888,Billings,,United States of America,1.0,obbgyxufjlswweclojmm,EBHOPOPAICUUXYLIAZUUKWGPOTHJTJPYSJILMAAYRFSPPUZJEWGAYSCUVOXKNNTWAIDXHXQUDCH,593.0,O,5.0,tipths,WY,W,1987261.0,81.0,1-745-508-4544,,W,fdabvvlothfwfxpfthvrvgbpwxyrhbhdpmqhcphl,Core-Mark Holding
1.0,Kwdkdjrpql,cqb8889,Bellevue,234746.0,Canada,2.0,cqblj,CRRTTXQNNJBXXXYHRPOGPGHPVHQNCRJOKBFR,668.0,O,3.0,AVXLPMGTBOLYEBKJCNACKXALFULG,VT,,3000677.0,73.0,1-816-529-9933,,D,Bnxvsrcsmb,Perrigo
4.0,UJLWBVBAWTEP,Dhc8890,San Jose,226703.0,Canada,8.0,Dhctbjcvnx,Mkadbxflwvbnjqnkecndznubjgyncbmqpvpavncosqga,769.0,U,0.0,rwatbpkpmuts,NM,T,3947234.0,21.0,,,U,RRRDWRIEMTBVNHLLQPCQUNFUTGFCBNAAVVTNBQMCLYPHUGBWEVPNIRJBIFBJTPAINUVAHVFOFXKWPX,AMC Entertainment
5.0,Taksjljzk,OAR8891,Plano,459370.0,United States of America,2.0,OARTS,QLDWZICKHUJVPAAQIHVSZUTQNQVQWTKXHQTREJGGD,831.0,O,1.0,Paslzfrjvfbingytonouhusjmdaag,WV,f,1571254.0,28.0,1-223-469-3603,,,Ztlthhppsehnmjjjvyrpgmnsbicgyxvplqctyjkqgpgsnoc,Genuine Parts
2.0,noxixfdxpoa,Zau8892,Akron,417801.0,United States of America,,Zaubpseu,gnguxpskbhzjraqeaxwjqsnqosnochelyuxvvsmibjnxvudhphckxkkuowilulhrjztaprhzxme,711.0,U,2.0,ntzposxxxa,AZ,,2830891.0,20.0,1-608-843-2076,f,S,Exkuskghdkrreiggqmecoyribjifkhnfcxvnbfxmpcmlcualifdsojn,Affiliated Computer Services
2.0,Mwndawczmiib,Yfp8893,Jersey City,230436.0,United States of America,5.0,Yfpmmxdrukcxfephfx,NYICIKPDSXMBCQHELIPNAVPCEYCMVPNROSWEEEEOSDGRXWEKDOQJFQGQONLCVPHNOFVQPWFNADZYBICX,432.0,R,5.0,Vszffvxxoikuuznefplkte,WY,u,1448098.0,54.0,1-917-033-4688,M,M,Egmljpykwyupnrqofldslitdktrgiqvbqcbdtoo,Mettler-Toledo International
0.0,,Sno8894,Lansing,308606.0,United States of America,0.0,Snotcdxpyvjperoorrnxdxnif,Ndfwygfyuqurum,500.0,O,3.0,FVKAUYCZZQKHARLOUWV,AZ,K,3741167.0,73.0,1-333-834-5498,M,M,perizjjzwvrywqtdrizfxrvmoxlpiydibqtmpplousbdrchbhrsiqqko,Eaton
5.0,jybeaexw,gsx8895,Chandler,,United States of America,4.0,gsxkwyqgfeyzvee,Xftestjafeqiacfxmtmmzcnxcagxwwqjhsbnxrsuftqth,,O,,vkfmmogqepjms,WY,G,3427282.0,45.0,1-491-099-3318,,S,rqnjaezkocsjvbvhhfr,Eagle Rock Energy Partners
2.0,Oebhfcwh,Tjn8896,Salinas,270741.0,United States of America,2.0,Tjnfzcwwoagesmig,HBAHWGPJEOLPWSOMPQHYQIISAQLKWPTIVOWNLIPRQTSTGXDXVBHZNOHASCVNQELXOKMYRBP,726.0,O,1.0,lgcwnreltasbjreqnarlbni,FL,P,2967585.0,97.0,1-743-552-6048,m,S,Ptxyezrmrzcuporjgjuypgcslflqtccasvccawsndnchof,Maxim Integrated Products
1.0,Hbuzjssa,qyr8897,Buffalo,495664.0,United States of America,6.0,qyrfryeahiih,Wirrkhrvpnuluhxgtwbecsxpzmfnyfqmmjahnciugkgemvixukn,756.0,O,2.0,YTXCLOIWBSPHOZOQXHYCISIY,Quebec,w,1796289.0,57.0,1-407-618-1938,f,M,dafjxvpbuknxekrodksmtrj,Honeywell International
3.0,Rmmhvepdbjqj,THZ8898,Las Vegas,98709.0,United States of America,8.0,THZYGGIQSEYS,gbcyklzvaxihglfwbchxulxbkjymbpwcucqzlz,439.0,O,3.0,ikajxx,NV,o,1022708.0,22.0,1-017-751-4041,M,M,gvnlspocixbnqmeykrrchimhkfgaqpdrvigpxexpmmkufyhnngvzxtcjoqrcocaitsy,Discovery Communications
2.0,Hjxxzz,Jgw8899,McAllen,443416.0,United States of America,7.0,Jgwrlkjwxjtndmlorprfw,Rsceytdfysyuwnrhuslhrhrkopyx,830.0,O,2.0,Uafvak,DE,,1313379.0,,1-320-372-4579,,M,xihsfj,Superior Energy Services
5.0,qufrmtq,Eia8900,Hayward,488166.0,Canada,5.0,Eiaresrfkagkqqgwcxljsvvvhwnhfb,VDXHOXIJSIZFDSMYLDLJDGRGCLXUHEBCVVWJYSKECZMDMZQVLFQPQVUBUU,639.0,O,2.0,Orcxfzhjsq,IN,C,1746934.0,82.0,1-276-896-3386,,M,JWGHOTPYBLESVXYLFZFWLC,
5.0,IJCLKI,CBN8901,Chattanooga,150229.0,United States of America,5.0,CBNTZJSCW,JZHIKKLVFHIMEHCCZEEIJGGWUYBCKYUELSIXZ,376.0,O,5.0,Fjdzwbzpkfpctqhf,Manitoba,,1309524.0,75.0,1-346-857-0171,M,U,SOOJDNDVALGICCVCYS,Fiserv
5.0,Rvxvozvii,THW8902,Columbia,450129.0,United States of America,10.0,THWMIBQSVGNPQBZKVOE,sngrgwmzcnvdwgxclbedsgizgmzfjgpsfcwbdpcmojvjqpbepmvysmonafhjntybxngae,560.0,O,0.0,Bikltupmcttmir,NV,,154786.0,6.0,1-490-587-1753,,U,TGRVDTQKEMMEXBLRNXALJMCDMZASGXYIHGASVKBLSQBJZOCOXKWGXGSZBMCORVJSLMIUVSVGCSY,Radian Group
1.0,eyfyibkmb,DAD8903,Des Moines,435338.0,,5.0,DADCXBBQWIADBKLIRXNCTVIMVBVIA,Btrpjdkz,404.0,O,0.0,Ayaxqmpztxtufkenshrhbmfwdtcqbr,British Columbia,,3244595.0,50.0,1-539-172-7276,M,W,qlbyciqaekohnkwpjicpemrmjkbcxxfpydbecmanaqlpzdmgiljrcqvbkegstlfvvtflgsozghn,Energy Future Holdings
2.0,dfiznjmasks,Fcc8904,Oceanside,63899.0,United States of America,7.0,Fccoi,Rbfeukpnuktodypsizvhbnfwshevxywgd,655.0,O,2.0,Emuumdmf,WA,Y,373029.0,24.0,1-853-273-2769,,U,Juytsmudvqchjbsqgcjkavvtjrytdseatlqvouqditgcniczhvvferiivdobuuezkdrhntz,NetApp
0.0,pwmelpnn,ABT8905,Milwaukee,32563.0,Canada,,ABTACRMGXOWIBIDEDJ,pkflfdxb,,U,1.0,Jnuvonmabsicbl,AZ,X,2878147.0,,1-074-812-9135,m,U,Giqmehvjrycqpgxoajsdlurknxqjuofxlpatgqyddijraiwjqftreazphhenglrr,MGM Mirage
2.0,VLIXLYUCBX,Sxf8906,Reno,321055.0,Canada,,Sxfecfgcyzprpljzsmcdv,IXKJNSNODJKICMCJ,325.0,O,5.0,DMRQTL,NY,,218894.0,84.0,1-822-129-9241,M,M,Hvgfkrekelhikkpylprlgvkdatpbfbde,Wells Fargo
1.0,Sieolddh,Cwg8907,Birmingham,441786.0,United States of America,5.0,Cwgqdwjzefrx,Mmfvvvklkoqduuyroyviwpngjjrrdirpufezjamvhsebdusnyblmdynv,767.0,O,5.0,Ircamsmbqjfbszvdj,MO,I,626614.0,38.0,1-103-793-7794,F,U,Aaiqjjtzbmhiqoqhjsbykornvlqmkfcrggrclnhp,Allegheny Energy
4.0,iqcoeusmb,Dum8908,San Bernardino,204275.0,Canada,4.0,Dumofxyzrqgaivvoeoegg,tpxycgoddxkskycdqvjeajpunrnmyfnckwscetlyfpkp,826.0,O,3.0,Bqyefbciisqghc,IL,,1993352.0,33.0,1-945-929-8119,,S,zwsgqtuhdnnjmkkvfgrfeltvoygezu,Walt Disney
5.0,NLQWGXOIVLFE,HXU8909,Honolulu,372423.0,Canada,10.0,HXUDI,Dzdvnldlpaakpjdivoejdhtbswkjkyjlcplrqlzvqpsdjexpxqtqzcpwap,843.0,O,2.0,rimfiqkngplsrd,MS,I,1482863.0,2.0,1-373-331-6586,,S,Nlivqlaadkjdheibxmdxogdzwdl,Cypress Semiconductor
2.0,OZYVSEGGNGJ,Kzn8910,Modesto,397152.0,United States of America,1.0,Kznlsbobdoauotunhcdtjvesmutra,gcohqqkzlrfehhnztloiqwwfxcenjbfbizskxndalpmsargaend,799.0,,5.0,Dbahvblnmgpctwppgbsflncxyvbgdt,MN,,2629281.0,35.0,1-751-107-8757,f,U,kdwgpf,Oshkosh
5.0,Fwhvp,Ewl8911,Victoria,421297.0,United States of America,0.0,Ewlwefxffwefy,Cfexpkfujanlifrsqfwpnzutpoulrieahlbfacrhxzfdh,576.0,O,2.0,EDYHURYPO,Saskatchewan,i,399151.0,62.0,1-759-650-2117,m,U,Ojdqxnpxpllvsnsegflak,Boston Scientific
4.0,,Fzm8912,Fairbanks,,Canada,0.0,Fzmtktzkbniqaojnkadhgbzhumf,Joqoyyeaxscsxfppacs,535.0,R,3.0,Iaqvipfdj,WI,D,2475278.0,12.0,1-445-076-1102,n,U,Ybcdmreytqdm,Fastenal
2.0,Nfgbeerains,Ljg8913,Baton Rouge,376750.0,United States of America,9.0,Ljgkhh,Rkzfgkopyctcbtvofkrnansegxolznskmxogmzzfbpgirutvknbtdvprcysqovskbczmkfonpxzbg,444.0,O,4.0,Oprefpehhg,KS,l,1303135.0,87.0,1-965-138-7030,M,M,kktwrfffbahjgdantpzdzzdpwtlcjdzipttixqsripycqcoylaoowotwdxgwmnmyuxanj,Bemis
5.0,Hfndsg,myz8914,Oklahoma City,136792.0,Canada,9.0,myzatajyfjqqjfzzguk,Vyzdnnkgiiulsydnllofmkvpkmcrvxycxwpplhvrgcilgiwnhjkqcnqkqiafspzg,844.0,O,0.0,yxejcelxxwsnn,DC,,3192589.0,41.0,1-503-190-5777,,M,tteyxrglfwsbstulz,Kraft Foods
