gncd,ddrssln1,stt,mddlntl,ntwrth,mrtlstts,ncm,frstnm,nmbrchldrn,mplr,nmbrcrs,cntr,phn,g,crdtrtng,wnrrntflg,nmbrcrdtcrds
Qer9272,httouwdvateikzzw,ND,,3823670.0,U,4143.0,ohlidpaxszglvjlynxuciwsmqjoeya,1.0,Harsco,0.0,Canada,1-331-171-6816,38.0,844.0,U,3.0
Znu9273,JZFCYNPQIOLTLEPESQVEXFWNAUOEQESOTVPKTAWOUJWFHJBZNWSTCDRISYJBJDTO,SD,J,2749198.0,M,167631.0,flcpwdexwrhggd,2.0,Big Lots,4.0,United States of America,1-779-855-6704,52.0,844.0,O,1.0
cvg9274,CCOFNPXGQVYN,MO,k,1091679.0,M,354988.0,VKJHKTUTOJSNCIQTJMJAP,5.0,Spectrum Brands,2.0,,1-202-354-1589,74.0,353.0,R,9.0
Qql9275,CXZAGMCVFLWIAEWUVSRQJKEGMYWVXHSEDZNCSTHCDYITVMLPKAJUROSRDIFYICUHWTVIMKQTCZAGS,FL,p,2150364.0,S,449820.0,mhlpjcgrrdhqrrzueglrtpag,3.0,Ecolab,3.0,United States of America,1-950-104-6943,94.0,448.0,O,10.0
Sfp9276,oervjgaibwytmepfdonmevideifrngcxcampcujjrugmkunuplswb,AR,,1323751.0,M,6411.0,Bbcwooktmcsowphiffewaxkran,4.0,Fiserv,3.0,Canada,1-275-718-2640,61.0,550.0,O,7.0
Gvg9277,opddvbchttgspgulwcvntwblrexdnvwwjtiqwfkpnkquoinjpkwjvzbcg,GA,,3615431.0,M,452184.0,iqzfhrcoduahehwr,4.0,Deere,0.0,United States of America,1-123-090-5633,51.0,460.0,,4.0
Uha9278,YWIDBDACNOEOCMOEWWMOGPBBLIKKKOTKSBTGTQMYUVM,ND,,1454327.0,S,,DHIGLBOOXGGQYYZK,0.0,Dominion Resources,5.0,United States of America,1-144-202-0200,92.0,448.0,O,0.0
QUU9279,KXLGBHVVQGJEBMY,MO,,2994755.0,M,174030.0,Gbyvkltwavaeiczs,0.0,NRG Energy,3.0,United States of America,1-931-271-7927,47.0,503.0,O,10.0
Qkl9280,kiumrgmgeezibnjqpsodzorrivbsxmwhnzt,Nova Scotia,,3471416.0,M,151380.0,utecrvzrpjxogjytgsnp,0.0,Amkor Technology,0.0,United States of America,1-454-876-2261,34.0,697.0,O,2.0
Zma9281,Fvracepauyrpswkns,Nova Scotia,d,1230647.0,M,491974.0,Eppnuv,1.0,Sempra Energy,0.0,United States of America,1-056-699-8225,93.0,831.0,,0.0
azx9282,Adfjmtyqtkwsh,ME,l,552886.0,M,186620.0,Znsboolysnmpldan,5.0,Smurfit-Stone Container,3.0,United States of America,1-961-866-6787,61.0,493.0,R,0.0
Ipb9283,HOSAUOMELHWAKCIFVFQGYKAUURRUPSFY,KS,v,3241806.0,,4011.0,Yrovgp,1.0,BJ Services,4.0,United States of America,1-383-262-5550,28.0,565.0,O,8.0
SOO9284,XEKSPNLHYTPKOYTTEEKKECCXANDIXD,PA,W,498520.0,M,161973.0,REJRTAMMEXPYLUKXL,2.0,PepsiAmericas,5.0,United States of America,1-442-477-1954,,344.0,O,2.0
Tmj9285,TXRZFBFKHKDQXGKHUQYMATPXVBSQWKAEFLLV,VT,,558126.0,M,79257.0,BIAFNRGXEEUJVLLAQOZFFTTX,1.0,Graphic Packaging Holding,4.0,United States of America,1-709-748-9824,24.0,342.0,O,6.0
Inx9286,Wulknjymjwfssmwkyfatfoaqqz,HI,A,,M,350087.0,Whwnizkrwdrpkk,4.0,Cardinal Health,5.0,United States of America,1-800-248-1863,70.0,444.0,O,7.0
OWV9287,RREYGYIXWHPFQBIODYKPAPYCLUHZCZGWOSRFXIJBCZRSDQSUFMPVUBB,NC,c,519396.0,S,461393.0,ohpvwayijuxo,3.0,Abercrombie & Fitch,1.0,United States of America,1-902-199-4348,23.0,840.0,O,0.0
Vis9288,Tqbfzrnppvhnsbbejupfwgvymdlmtajv,MO,N,3639546.0,U,358062.0,XAOPNMDCFEZXBJBRDFTPOGQKRDFQGI,,Furniture Brands International,3.0,United States of America,1-303-389-8865,25.0,803.0,O,1.0
YIZ9289,Odgjlhffsvfzitiyfsrflvucyjzdm,NJ,C,1137629.0,M,322165.0,Agkusdsomfpiwoqfmft,0.0,Enterprise GP Holdings,2.0,United States of America,1-327-455-9315,92.0,532.0,O,
NDY9290,Zoevtvypndccfnnhxciwljjrskibrmcjxcxlblbkxghlvuhlnciblynvuhfobpnidnkcrkqvbbaiw,WY,B,2565674.0,S,418613.0,Oeuwqaowwndwwgjdzunou,5.0,Priceline.com,1.0,United States of America,1-742-872-1218,12.0,601.0,R,5.0
Roc9291,PSSIMPBBIJOYBVYXFSKLCAOUQSZWSOJZNAERJKYBAQJKEXPOZNMZLBVPKJAOBGKOANY,NJ,Z,493797.0,S,107902.0,pgkuzhcqgzmffkjjmvojmkincbxn,3.0,,4.0,United States of America,1-103-237-4616,60.0,843.0,R,4.0
KCT9292,VMNKZNZQWFAKVQSWVAFLLTMAMQZNEAHRXCCWSSZVPESYVFCBHSVKNEAI,TX,V,717847.0,M,349077.0,Egpaen,0.0,Valero Energy,0.0,United States of America,1-340-367-3066,76.0,396.0,O,0.0
Edl9293,Bspbmiztnbqvgrvcwjpyujic,CT,T,220373.0,M,422984.0,Hdtzhharlbpigpvplvqcuezmq,5.0,StanCorp Financial,4.0,United States of America,1-036-228-3920,82.0,324.0,O,5.0
Nbr9294,cgignbmurpztdqglumddutziphxasvscmoz,Prince Edward Island,u,2458485.0,D,441805.0,Lzhgyjebytryjhlgibcbveabmptng,5.0,Cincinnati Financial,0.0,United States of America,1-082-706-4664,51.0,417.0,U,7.0
Xad9295,Ajpmuxcqxriawphsifellkjwrgwxtonaquwpudfhdpcydvmviwqtswnu,SC,n,,M,451605.0,JVUFBSPTGIAUYY,3.0,Goodyear Tire & Rubber,2.0,United States of America,1-773-838-6362,29.0,,O,4.0
njx9296,JJWXCLFRWVGWLSADRWHSJXSCWNJNWVDILDRWY,NM,Q,812824.0,M,262664.0,SOJNSMIW,1.0,Dick's Sporting Goods,3.0,United States of America,1-763-470-0579,80.0,741.0,R,9.0
Vun9297,PRSOICGRELBJVUQDRNGNDOSJANARVKCLCDIXCW,VA,,2914214.0,D,90056.0,Gpaabluxxfawxddcojdsuprej,0.0,General Cable,4.0,United States of America,1-132-369-5017,58.0,330.0,R,6.0
PCR9298,tlhvfxiijsvocpwgcmwyyjljvupwvtocmpxxtb,NC,,2936891.0,M,303070.0,wfsuikxyoywlxqqnprlhznuphxtq,5.0,Regis,2.0,United States of America,1-994-356-6533,,492.0,,0.0
Gbo9299,rugraczpdtouejqbyvimpiizbdgfwyppujnnqczspwtniibhnzrytbpehcjuiqhcmr,VA,,2573727.0,W,264157.0,Wqaul,0.0,Apollo Group,3.0,Canada,1-281-521-8414,83.0,808.0,O,9.0
LXA9300,qdkpduxsbmucndsdibwkyq,SD,,85554.0,M,90133.0,Ovadotf,1.0,Owens Corning,1.0,United States of America,1-991-410-2680,64.0,367.0,,0.0
Sro9301,Avnbhkzdkcmmcnncafdztbtetbpnjhfwwkmnqqicqgvfatxiotwbhodxpigwocixdqcaewpggplf,IA,,333160.0,U,192710.0,UXZCNCCHTNJ,1.0,Kindred Healthcare,4.0,United States of America,1-433-513-9740,25.0,,R,2.0
Fjm9302,Doovfgyddvwpwmsegdjfohrkqvvwj,NH,,1964125.0,W,247648.0,Rswdjsstifmlpnr,4.0,Monsanto,0.0,United States of America,1-834-107-7735,58.0,718.0,O,5.0
Sur9303,JKMWAQWGWAWTEBUPHUTAGCAVTWTKVBQFNYJONKYGCRMWGINELOAD,NV,,2334579.0,M,409256.0,Brafmvstgmxkoaxc,4.0,Maxim Integrated Products,3.0,United States of America,1-766-430-1474,82.0,447.0,R,3.0
Hax9304,Zfjjwdxmqsuinnthbtvuvulthhxognhcvdhznwayoixdu,Manitoba,,114832.0,M,60268.0,pjvlmghfnypsormcm,5.0,BJ Services,1.0,United States of America,1-936-575-5788,51.0,405.0,O,8.0
zgx9305,VLFKWILH,MA,I,2593495.0,D,299077.0,jifbzqajzi,2.0,ON Semiconductor,5.0,Canada,1-779-005-3408,60.0,646.0,O,4.0
Kmh9306,Ohksijheoeierjbfujnicdicbgdwzrrzwie,Manitoba,,1731732.0,U,265850.0,MBWLYSAE,5.0,Polaris Industries,2.0,United States of America,1-544-182-1503,10.0,617.0,R,8.0
tec9307,CDUEVDMMLBWDDSDYENHRZQNJFWLNOVQBQHTANDTUJTQHXWJSTNR,AR,,,U,448020.0,Ooomeumwnkjrwbvgmdi,3.0,Varian Medical Systems,3.0,Canada,1-485-053-4961,11.0,346.0,O,9.0
Xsb9308,efajzhcmjwlgogjcraenqyemdeiukqlzopmubqzpdkngiwijhahbaccfokpvlgpbwbalnm,WI,c,,M,205923.0,Btjxbxiusovm,0.0,YRC Worldwide,1.0,Canada,1-434-184-5650,42.0,784.0,O,5.0
RJB9309,Wnqcoqixkld,HI,,1137816.0,U,457110.0,smtrflmqrnwve,3.0,Terra Industries,2.0,United States of America,1-444-992-9218,73.0,345.0,O,
Ttw9310,Cnbmncbypygewtxakmjxyrlfvxzjbadd,Prince Edward Island,,2948275.0,S,,qbncfpqaqljcevrsi,4.0,Walgreen,,United States of America,1-182-939-2795,30.0,816.0,O,8.0
Gox9311,Tkmgbuhkivgcobgjqsoxhnk,VT,i,1018827.0,S,25537.0,Xnliajjqurqe,4.0,Protective Life,1.0,United States of America,1-544-562-4582,71.0,,O,2.0
zxx9312,Apwdrtidfbhfpqvsicnkrarriorylrthjqbfwcivxftgewqnkvnbmvwqubjlxvmqrnwvrxlb,SC,E,3670831.0,S,243425.0,Qgxutpoumkrpmatennp,3.0,AGL Resources,1.0,Canada,1-656-542-3365,73.0,479.0,R,2.0
Oik9313,Iwxbhfqalqdppbgsmerhphrzgdjnmwiujxvuxfunnuruoyctorn,IL,Q,1101433.0,D,456113.0,AZMNKHHZPQBNQXASKUOKJJQGWUOC,3.0,Manpower,5.0,United States of America,1-155-740-9974,,840.0,O,
Fdu9314,,TN,,1520350.0,D,,NJYKUNBYYAWWO,1.0,Chevron,3.0,United States of America,1-365-387-3031,92.0,765.0,R,5.0
BSV9315,Wichk,HI,e,1705062.0,U,151157.0,cfdnwicklpka,2.0,Nasdaq OMX Group,2.0,United States of America,1-699-774-1254,97.0,490.0,R,10.0
qyt9316,Vkdlnwlxhoyikmvjvznwjulowopjnekcnitxgwhoshduoo,CA,,1648906.0,S,359574.0,PYQGPSFRHUQEHB,0.0,Assurant,5.0,United States of America,1-111-491-8558,70.0,650.0,O,10.0
Uap9317,,AZ,,3534957.0,W,162420.0,FKJASEIGPATSLUBLCOLATFDEDAMTSV,,Michaels Stores,3.0,United States of America,1-204-025-6092,10.0,318.0,O,0.0
PUL9318,ntkedpcwsdwgwaugbeljgwxbaywoqnhq,PA,S,2906056.0,S,118416.0,Javlatmbwptycth,3.0,,3.0,United States of America,1-151-395-1617,90.0,458.0,R,10.0
Vsi9319,Naont,CA,a,1758546.0,D,44735.0,VSRWFROWHIFKTVYUJOUGLHDP,5.0,NuStar Energy,3.0,United States of America,1-742-249-7532,19.0,508.0,O,9.0
Ulq9320,KRMKNJCBPRFBVGIOUCOPFXARDBLULKLMFWTRVSLENOQAFKLIAF,CO,v,1876595.0,,265368.0,Dikmhjzelxddvrlfv,1.0,Equifax,2.0,United States of America,1-116-620-1198,7.0,600.0,O,1.0
PXR9321,Xgznkfoxypvihkafuffvllwv,KY,,3364612.0,,90317.0,awklsmzsxabkshblb,4.0,Vanguard Health Systems,5.0,United States of America,1-479-570-7693,48.0,470.0,O,0.0
BIC9322,MKNWVZEBDNXJQGSJOVZOIKCNLKWCXYAYGWDSDVAFAZCRA,NC,,960349.0,M,305683.0,Mqeqxfcadwag,4.0,WellPoint,2.0,United States of America,1-281-131-8778,27.0,367.0,R,8.0
Egt9323,UIUAINSDQUYGOYNRFULPCCZTPOQWZIXBCVFOLHYZKQCHRKQVUCTSQFNPLZQHVNQSNPMPKNHHMRV,NY,W,2434281.0,U,312046.0,spqhwlkxxxzgohfy,3.0,Charles Schwab,1.0,United States of America,1-246-441-5565,19.0,828.0,O,6.0
Hwi9324,Rghtyensqiwcrjfootkhcrj,Saskatchewan,L,1687912.0,U,130547.0,aexqqtqlezfhfufldyzbwmfa,2.0,Helix Energy Solutions Group,0.0,United States of America,1-106-315-9052,2.0,791.0,O,4.0
Aiz9325,Iqxirqilnaetokwoaxqsmtnynnshzlptiyef,ND,I,226828.0,U,54561.0,ZLPFFHLUSJAPY,1.0,Great Plains Energy,5.0,United States of America,1-944-038-8243,88.0,770.0,O,9.0
lbj9326,kcomhbxoctjfuvcxwoownuxcbohmlvubw,Prince Edward Island,N,2682142.0,W,430056.0,JVNICHGFFIWAYQY,2.0,Granite Construction,0.0,United States of America,1-616-635-2195,37.0,640.0,O,
klz9327,Lxryimwvxicjipjryesqmsxfhhdxqusuxocuudqrksxrccdxuwkjalqjbhsyk,WV,,2356998.0,M,208745.0,Lrxhkz,2.0,TECO Energy,4.0,United States of America,1-109-509-5374,30.0,485.0,O,10.0
Vaq9328,,DC,,848687.0,S,328669.0,Bvcopkcwckwjwngi,0.0,NetApp,3.0,United States of America,1-017-213-1159,51.0,544.0,O,4.0
iwp9329,Hrjgfshvkahv,CA,,735994.0,S,217250.0,BEQDMALRSXISLVXVRVDALAOCG,2.0,International Game Technology,,United States of America,1-886-868-0874,41.0,646.0,O,4.0
VDX9330,Azxpmfnlgypttrcvfsoetbktcsjsvdlmbrju,VA,,1439992.0,W,386927.0,ewxaehuvaxdvdkaooetxmttzxesl,0.0,McDonald's,1.0,United States of America,1-597-653-2241,2.0,563.0,O,2.0
XOT9331,fdhrmqbrfsnpqgdhjpmgceeqmndsreqfqwpnufbjtgy,MI,,1274990.0,M,223494.0,Wxeod,2.0,Steel Dynamics,1.0,United States of America,1-442-207-8967,39.0,821.0,R,7.0
bgd9332,Iapfxocyabqpafnphkqiitqckpeerpngsqcwunoyufxtcemppailkipmkxacuugmfrqfzgfmy,ID,M,206621.0,U,372159.0,VTBXPKOCFYKSVGTHHGT,5.0,Helmerich & Payne,3.0,United States of America,1-270-865-8570,96.0,455.0,O,0.0
LWI9333,HHONPGZVCSSIQFDJOZIMQRHRINATOCKFGLDKBGPEZZCMAQTWQPIDXMQZEGCWLDM,ME,,2310238.0,M,462514.0,Iigvgshocsudihifqofrsg,3.0,Lear,3.0,Canada,1-346-294-4429,13.0,662.0,O,6.0
EXK9334,pifhdafzygmqtoilalaiduuliobfkvzlhi,WA,,,U,93567.0,vhozqtlqagnmlphguedihgpfk,3.0,Atlas America,1.0,United States of America,1-623-096-3088,44.0,818.0,O,5.0
nyq9335,Fuexijfecuwvbnziqrldiqhmcephfnzfvgncyebwmfqkzcvbiudkbyshvuofktichqanmreie,Saskatchewan,o,2044618.0,U,410810.0,XEJONMWTVOPDEPMI,,Jones Apparel Group,1.0,,1-863-400-3831,63.0,701.0,O,5.0
Hdi9336,Ugrlygznksqmynlvxbylnzxeokcpuwqudsllunbllagakkuyblskutuogodelddmbm,ND,G,556278.0,M,177807.0,qsslcjawvsiofzkxhp,1.0,Henry Schein,5.0,United States of America,1-091-554-0668,74.0,547.0,R,5.0
YEV9337,,MA,,3284453.0,D,220965.0,pgcuoyfh,0.0,Celanese,0.0,United States of America,1-041-041-7084,13.0,511.0,O,6.0
jmb9338,wunnsxtohdflbukesllwffcrejntprpqwfiwxvvtkqcebmwqcnprtyh,WI,,3775743.0,U,7870.0,Glrbqdnj,1.0,Applied Biosystems,2.0,United States of America,1-179-719-7301,98.0,776.0,O,7.0
Uhs9339,Wzkqkuyarzdaiivcerrihozmdguqfulmfmnxnmi,KY,G,1974666.0,W,359152.0,Kphnoub,3.0,Las Vegas Sands,2.0,United States of America,1-036-500-9811,20.0,603.0,O,10.0
Pmo9340,,AL,S,1329378.0,S,244334.0,Blehwqglsvnjq,0.0,Coach,4.0,United States of America,1-577-862-5813,49.0,413.0,O,2.0
BMP9341,RKRLPIAGGLCQCTZKRNBANXPJHQQDBWJPSKWPNTHRKBZOCLUSFKQMXITDPTDUYVSUEZBYVVZJNLAOB,British Columbia,,2909229.0,,428099.0,njrjui,0.0,Ameriprise Financial,0.0,United States of America,1-520-927-1380,8.0,481.0,R,2.0
HOC9342,RGJGTKHEQAWNTWWTHQJQZORWIUJFCTVBAMZINETSATZFS,AR,W,,M,325852.0,Qnurlffgnzaaktkbefbposxwcuihq,5.0,Vought Aircraft Industries,1.0,United States of America,1-191-312-5506,59.0,673.0,O,2.0
uoe9343,Seqqgldmmbfolljsnjyjdryebucxbhbvohujbvavovhkqjrjhybeddughlqqftqfiuegwy,MO,,2869101.0,M,,rgkgdgmaznapaerhtyitmjnwoo,5.0,Hanesbrands,1.0,United States of America,1-184-898-8716,55.0,726.0,O,4.0
ddv9344,IMOFNFOSPKRCDECGTPSFNPONNWXRSLBIWTMYFEUGNPYNCLMTBSHWGDZIVNSVOQLWHRJ,AL,,565070.0,M,31005.0,hqoguvgrwfkmyvvovmawu,4.0,J.M. Smucker,4.0,United States of America,1-542-783-2509,,394.0,O,10.0
AQO9345,Rrrpritsqgyoxjqtngkrnjwsctmcxlbnmzrihihduqucaluzgacrlnzmu,NM,,2283039.0,M,5605.0,kdrfkneohautfhlwibh,4.0,Conseco,1.0,Canada,1-568-123-5187,25.0,613.0,O,3.0
Cxi9346,Limurlputyexlrupkgaexdgwpdrtvllnbmhksrsgvoqzdicfexnvqldfdfqhcqnqsqapvhkxz,ND,B,3189016.0,U,159171.0,zlkrxlmxjljxbzfziqvekkpkugjru,4.0,AptarGroup,5.0,United States of America,1-489-309-9438,8.0,361.0,O,3.0
Drr9347,FMFEWKUHEWKCBSJWFFIX,OH,,2654496.0,M,360692.0,Ddvmxsfq,5.0,Helix Energy Solutions Group,4.0,United States of America,1-340-208-6107,89.0,577.0,U,10.0
Bno9348,Pvxatpndkxvwrslzxxtlrpeicwblpiwhlqidngzvuzhnndmsvbikhxduxjsqhrtftpztotciumz,ME,,2716732.0,M,71803.0,Wyfmbeamnwrthsnvhlnnaod,0.0,Sanmina-SCI,0.0,United States of America,1-442-696-6249,9.0,455.0,R,3.0
ibm9349,Jxmqxbyoy,WY,,266702.0,U,431130.0,GPWOPXIJABYIJUVWOFTFUJXGBHXZ,3.0,Vought Aircraft Industries,4.0,United States of America,1-782-519-8480,33.0,647.0,O,9.0
Roq9350,Flxqbpmfihthvloklurscit,PA,E,3036109.0,W,402077.0,Gynofqdavqsl,4.0,Thermo Fisher Scientific,1.0,United States of America,1-771-983-0971,83.0,344.0,R,2.0
Bee9351,,NM,,802666.0,U,317493.0,Nqtdnfcuesuh,4.0,Morgan Stanley,2.0,United States of America,1-026-310-4002,76.0,702.0,O,5.0
pmt9352,,AR,,2121177.0,U,242846.0,ilugjogjdnclo,2.0,Hershey,5.0,United States of America,1-904-123-5817,21.0,602.0,O,7.0
XNV9353,Vofselcthhgvuhsadnglmzimyuqgfsostiwcslnvstpqaasplp,WA,N,3243442.0,S,189279.0,qeeatmwk,1.0,Noble Energy,,United States of America,1-236-421-1891,42.0,526.0,O,5.0
Hra9354,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,OK,m,2021690.0,D,96167.0,Dnrdptglnkmrctrqbojnongt,5.0,Century Aluminum,,United States of America,1-769-176-0939,95.0,,O,3.0
xmp9355,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,Prince Edward Island,z,1980845.0,U,321492.0,kcvecwbqjwsskervicgplk,3.0,,4.0,United States of America,1-408-211-0567,70.0,514.0,O,5.0
Mlt9356,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,OR,,838050.0,S,66367.0,jfaaazwseidqhj,4.0,Terra Industries,2.0,United States of America,1-506-571-8374,66.0,331.0,O,6.0
kfj9357,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,VA,,2021368.0,W,257884.0,ZVZXXTMVCQNM,4.0,Mattel,5.0,United States of America,1-509-391-0683,73.0,840.0,O,9.0
XGL9358,fxefczwhvsqtdfwbu,ME,,176674.0,U,449830.0,duupdbgsawuriazmffdxasxlnl,2.0,,2.0,Canada,1-384-794-2882,88.0,668.0,O,10.0
Aio9359,Xtlfuhdzolfiopgarhzuqmpgisdjw,TN,o,630392.0,M,58702.0,BYCDMYKSLQVGP,1.0,Fiserv,4.0,,1-982-194-8517,70.0,474.0,O,4.0
jjd9360,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,British Columbia,,939924.0,M,32361.0,Drmxeniqubofej,3.0,Emerson Electric,4.0,United States of America,,43.0,368.0,,10.0
pru9361,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,Alberta,z,1766726.0,S,445223.0,Lorda,,Rite Aid,2.0,Canada,1-379-305-4148,47.0,425.0,R,7.0
Pus9362,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,OH,K,730781.0,D,415398.0,uqurgcivoagwvcuplmcfnagpzagfit,4.0,Sunoco,,Canada,1-445-578-9749,88.0,320.0,O,2.0
qiw9363,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,Saskatchewan,,3702054.0,W,249106.0,Qiejglnboxxfcrsb,3.0,Key Energy Services,4.0,United States of America,1-559-131-1347,11.0,486.0,O,3.0
Xje9364,Tduwwnmzpbancwdgcyhv,IL,M,3474079.0,M,305306.0,Hsfwimollqojhgisegb,5.0,Marathon Oil,5.0,Canada,1-890-526-1657,24.0,342.0,,5.0
edw9365,Esdodf,PA,v,837037.0,U,31765.0,jysisysiu,3.0,,4.0,United States of America,1-765-701-6530,58.0,346.0,O,0.0
Ayj9366,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,FL,,1482994.0,M,329439.0,Vogciclxaweasmyvtlojxljtn,5.0,American Electric Power,5.0,United States of America,1-739-416-0201,35.0,319.0,U,6.0
smf9367,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,HI,p,3433840.0,S,49130.0,zdorgqcfqtyrnwsd,4.0,Thor Industries,2.0,United States of America,1-219-366-1225,55.0,782.0,O,9.0
Flj9368,Wshipoblsnieamuyfctxzacqt,MO,,926004.0,M,432107.0,GMBXIVPC,4.0,Werner Enterprises,2.0,United States of America,1-493-603-3040,46.0,827.0,O,2.0
lrq9369,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,IL,I,1032078.0,U,321346.0,gbifcpoa,0.0,KAR Holdings,1.0,United States of America,1-268-764-2083,30.0,705.0,R,5.0
Zrb9370,qpgnstdxctltzftdpwhavbswurdl,MO,S,677109.0,W,471404.0,SSRKBTKIRBRPAHD,1.0,Bank of New York Mellon Corp.,1.0,United States of America,1-345-028-9922,27.0,808.0,U,0.0
Aqo9371,Zboqlqxcslsknqbetigflwjhuctwb,SC,,2824015.0,S,434232.0,Rnubaocxxysvcnjumairk,2.0,Ashland,1.0,United States of America,1-067-056-0181,26.0,837.0,R,9.0
FBJ9372,Uqmcajxljgjlclplwvpg,MI,o,2823628.0,U,354702.0,IUQDQKNXVQABDGI,,,2.0,,1-231-999-0171,36.0,576.0,R,9.0
PWQ9373,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,Saskatchewan,,3865939.0,U,91047.0,qgyuuqqkiphodkfxzjgdmkq,2.0,,4.0,United States of America,1-951-980-6497,92.0,623.0,O,8.0
dkk9374,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,Nova Scotia,,706155.0,M,245856.0,Koslxxpun,0.0,Portland General Electric,4.0,United States of America,1-015-592-9503,100.0,392.0,O,1.0
NBE9375,auchfnpkvtzvifftsulbcf,WV,,1704399.0,S,230479.0,Rgegmnysmyfzmiq,2.0,Chubb,2.0,Canada,1-768-185-5140,89.0,367.0,O,8.0
kds9376,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,CT,,3871317.0,M,154892.0,KTIGDRTUETBL,1.0,Cabela's,0.0,United States of America,,30.0,814.0,O,5.0
YTF9377,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,KY,,3576531.0,S,486835.0,Lhkgjilgwe,2.0,Puget Energy,3.0,United States of America,1-468-522-8750,89.0,461.0,O,3.0
ecj9378,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,ID,L,3418165.0,M,325531.0,Lsoylmccqppuefdejxbbaku,4.0,Macy's,0.0,Canada,,75.0,,R,
DOM9379,Jxzrjwmfmtfviadpqseitrnky,SD,d,3762568.0,D,466191.0,Uqkxbzsoumjrldqogqvdwkl,3.0,Exterran Holdings,0.0,United States of America,1-977-481-2520,97.0,342.0,R,0.0
WKU9380,,Saskatchewan,Y,17368.0,U,47954.0,Urrexaigbjjfhatwjmldzwrimfnsxl,1.0,Bob Evans Farms,5.0,United States of America,1-214-062-0263,,527.0,O,4.0
Leo9381,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,Saskatchewan,,2547897.0,M,43295.0,Ihpwkusqbcydigjsauu,1.0,Goodrich,1.0,United States of America,1-627-760-7172,57.0,309.0,O,0.0
Ole9382,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,AR,m,3455552.0,M,49091.0,Diodgekecfuxfbywsqocux,5.0,Annaly Capital Management,4.0,Canada,1-067-555-2307,12.0,773.0,O,8.0
vct9383,WSOIO,MN,,89300.0,M,125450.0,QOMFGPBEZVGLVUJTTSNFGKO,1.0,Cypress Semiconductor,2.0,United States of America,1-632-526-8929,28.0,677.0,R,1.0
bdi9384,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,Saskatchewan,,,S,50009.0,omzaawslldhiyoldqjkcqigz,3.0,Microsoft,3.0,United States of America,1-766-490-7051,8.0,355.0,O,5.0
Pjk9385,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,AL,R,188683.0,U,411841.0,xwvobbwvvincgtjgcpbfvbqpx,3.0,Ameren,,United States of America,1-916-847-3702,6.0,850.0,O,1.0
Gzo9386,JWEBXMMSQQZEWPDTEFJ,TN,l,47266.0,W,282042.0,qfrjprpzd,4.0,Weis Markets,1.0,United States of America,1-197-198-5620,80.0,,O,3.0
Vpn9387,Ludqlxwprwbxosw,CA,,3441452.0,U,76695.0,wfrwzbqypcldwvife,0.0,Progress Energy,,United States of America,1-577-180-8689,1.0,450.0,R,8.0
orf9388,Zhcajnhbrckefeqxnvp,Ontario,,3472455.0,M,169740.0,hwnmjeezyolwjzjxrerqi,4.0,Visteon,,United States of America,1-329-183-8034,20.0,756.0,O,9.0
Hqq9389,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,SD,O,2731857.0,S,87347.0,Eanahb,0.0,Kennametal,3.0,Canada,1-465-145-8568,13.0,711.0,,2.0
JZT9390,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,MO,,3393312.0,U,134444.0,TODUTXSMIHDUAAWHI,5.0,Unum Group,5.0,United States of America,1-861-535-8498,18.0,485.0,O,2.0
