prospect_gncd,prospect_ct,prospect_ddrssln2,prospect_crdtrtng,prospect_wnrrntflg,prospect_ncm,prospect_frstnm,prospect_nmbrchldrn,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_cntr,prospect_phn,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_nmbrcrdtcrds
vhh8080,Yonkers,UARTGNUDBETBUULSNXRILRJVHIAGCJVMQWJWKKXKCVKIVNLOPNFUHUKIFQNJ,602.0,U,22578.0,Odqwyeqgpahjeqzhirbwpfcbdybum,,867762.0,n,Lithia Motors,United States of America,1-163-349-4895,2.0,S,64.0,3.0
Jfu8081,Worcester,tojwjblxlquhhnflichuiumctpujtrkiefv,434.0,U,216152.0,civdxirqxslhercuxmebcfltwnsgfx,1.0,3517709.0,,Liberty Media,Canada,1-573-614-3825,0.0,S,27.0,7.0
BRA8082,Charlotte,xnmwpwlfcwulsbmcsphfppgdzmqwfitkihgevvbscerahphqxlgvpsqxfm,410.0,R,254254.0,joalkcscmrvdaywamxlrzypolgziou,3.0,789993.0,,Crane,United States of America,1-981-184-4237,2.0,S,,10.0
eam8083,Huntington Beach,Atvqppoikmjfxsjppgauhhtqmibdzlehodsrqmpjodovggibjcqnuoyfwobypdrpryvoauxfmbte,495.0,O,238063.0,zcakpkdhwgdmcvwilhmiwrkvqk,2.0,2573032.0,s,Auto-Owners Insurance,United States of America,1-782-265-1918,3.0,W,49.0,0.0
AEW8084,San Jose,wwzflrbbluejonuhmqcrbfqrlhfc,429.0,R,95261.0,OJNTIWBUFCEMYDXMOFCFPVKQFWTH,,74624.0,H,Cliffs Natural Resources,United States of America,1-921-965-2114,3.0,M,37.0,1.0
Wvj8085,Edmonton,Aggrurmxfjdjmeamwypafobvaujza,382.0,O,171907.0,vhwprzrfkegioafjxrhicxclolmlf,4.0,1331048.0,v,Biomet,United States of America,1-125-065-7159,0.0,M,100.0,3.0
Ajq8086,Santa Rosa,orsotk,458.0,O,58285.0,xyfcuxzmrkapwnxxlmskgk,3.0,2961777.0,,Penske Automotive Group,United States of America,1-969-454-0562,3.0,M,77.0,9.0
Npg8087,Winnipeg,epppsisshwtftmnpyjawhoxoppiptwadiwirmacbslstxmjygakpdgfubll,395.0,R,450122.0,Bzsfxletcnudob,1.0,1014724.0,B,Unisys,United States of America,1-116-081-8170,5.0,M,77.0,10.0
Wyc8088,Chandler,Cugxezgrndwqnqdlc,393.0,,189975.0,Lffmzswjabkgtnimylinglrkxbep,5.0,175998.0,,Beacon Roofing Supply,Canada,1-395-439-2231,3.0,S,9.0,1.0
Ddj8089,Nashua,AJGJP,569.0,O,131586.0,Wgzwnh,3.0,1603482.0,K,Kraft Foods,United States of America,1-665-574-6764,2.0,U,14.0,3.0
pgw8090,Norfolk,sbjoksfwbygdkiiwpavnfx,768.0,O,198921.0,Jzesaewkeaevsdf,0.0,2940685.0,,Belden,,1-930-758-5891,5.0,D,38.0,7.0
sic8091,Fresno,ljwuswttuomlgbhlpsfthojcirhrvyeemkktcvkguitlpnpcdrljkaydjlkxtmcsufyomd,585.0,R,419717.0,Gqmyjtgzqnwctpgcgsi,3.0,997874.0,T,Oneok,United States of America,1-772-090-7589,3.0,M,55.0,5.0
AFP8092,San Antonio,Zufopflpajwobstetjchjkdfkzxcnqllhqgfikbpgwmmdqybxxhcnoivensdh,695.0,R,315699.0,Ocfkil,2.0,1210663.0,,Cummins,United States of America,1-940-293-8766,1.0,M,23.0,5.0
ABE8093,Savannah,,560.0,O,458150.0,Hhzlbgydkvfhpjwwlwzlrptsn,0.0,2550067.0,d,Whirlpool,United States of America,1-981-100-7095,3.0,S,38.0,5.0
Egy8094,Montpelier,Izzgrkqtowioqholrlvgvdojkmsqqn,574.0,R,122267.0,Nlurbghcteceblhakep,,2539291.0,Z,National Semiconductor,United States of America,1-937-993-9509,3.0,U,73.0,6.0
JPQ8095,Peoria,tbwlgitsgecrkueihcqtmasbe,376.0,O,478349.0,kbnrlyadqcoa,4.0,2469405.0,,Belden,United States of America,1-354-845-8552,5.0,U,40.0,0.0
end8096,Santa Clara,vvrmdjpubppehovosdzwfqzyunkegmxthwufbsojkgiigbdolfjlgonasqlptljinoccvbvc,797.0,O,,Bzekn,5.0,1975282.0,,CIT Group,United States of America,1-088-580-0647,2.0,S,42.0,8.0
MXE8097,St. Catharines,Olinfcptrebmrzuvehauxptxuzlijedwubt,337.0,O,7977.0,Dzyzwuisjdd,4.0,3414193.0,P,Cisco Systems,United States of America,1-085-672-0938,1.0,W,50.0,0.0
Amy8098,Fullerton,,500.0,O,114056.0,Vxkrgxvhgdbkynqontjtztdu,1.0,716072.0,,DynCorp International,United States of America,1-942-438-0390,4.0,M,36.0,2.0
THW8099,San Diego,Gxsfnyvooniopvm,441.0,O,38385.0,Nwgiuocvaqbzbnvzkpyblicfqf,1.0,1939896.0,L,AmerisourceBergen,United States of America,1-368-485-7766,3.0,M,1.0,1.0
VOL8100,Palmdale,RIQXUJXJHGPVPEGVUKDNTXVPWNUPRQASFPGWIRROXMXIMGUTCXCNWOBWKABWUOEWQXRHCIGKQBCHGRDE,457.0,O,440119.0,Rdnwqpdzeayvfohqv,1.0,803068.0,,Symantec,United States of America,1-487-056-2126,3.0,U,65.0,
LPY8101,Ottawa,EAOSFHKIQOJANWBRJBGXGG,445.0,O,169057.0,fvojvejfozwy,0.0,2284224.0,,Dynegy,United States of America,1-839-459-7027,3.0,S,54.0,6.0
Tua8102,Greensboro,MZWIBFAKNHZCBUJWLUFANDGBOBJFYXCVCTNUWRJUVVEWHBICYVNDNSMTVAJFROQUAEEQRY,332.0,O,17488.0,ULUVAUCWQWBRPLPSWWSYJ,5.0,3097815.0,,Duke Energy,Canada,1-465-801-3992,5.0,D,5.0,8.0
clf8103,Grand Rapids,Uwwwpjuwpusgtmudqprwhmogeamcienhsvmacivgdnnflcugiz,312.0,O,435367.0,PTIZWHFJQRIPI,0.0,3456695.0,,Amerco,United States of America,,4.0,S,95.0,0.0
orx8104,Erie,mfzcmnsltvxxfb,627.0,O,68214.0,waatuodpwxsl,1.0,407732.0,,Enbridge Energy Partners,United States of America,1-003-461-5039,3.0,U,48.0,2.0
Whj8105,Chicago,,570.0,R,398010.0,KGCCGLSCNRNWJPMHHJMDSPKB,2.0,3440867.0,Q,Publix Super Markets,Canada,1-361-908-2795,,U,90.0,8.0
odc8106,Glendale,nzgesvldymoqfar,543.0,O,2374.0,Pydgctkjjweoont,3.0,1045086.0,r,,United States of America,1-256-052-2241,5.0,M,68.0,10.0
jcr8107,Buffalo,QUXLFRNAFJICWDCMUQTAMRNVYTLGYRXKHSESEXSRGANF,492.0,U,19437.0,Ioilr,3.0,,i,Reliant Energy,United States of America,,2.0,S,,0.0
SVD8108,Sherbrooke,ulylxvnqraxeigynwfxmeynflhrtenajmateetpgtilgyovkt,818.0,O,437123.0,HNNOCBXRPEMBXVDOOYCICGLQ,1.0,1715912.0,U,,,1-491-847-6153,1.0,U,97.0,8.0
Oej8109,Huntington,Urahihnhiudonxidlwyppfffnyprrhogqtslsxvaedxhpxwa,687.0,U,209471.0,Cbfbnaaej,5.0,1134049.0,,Zimmer Holdings,United States of America,1-231-942-7653,5.0,D,61.0,9.0
lym8110,Idaho Falls,Qzjuunadlgwmwlmgmmzntwrdhcm,686.0,,352870.0,untupnxalzsduuuvjx,5.0,3926979.0,,American Eagle Outfitters,United States of America,1-212-180-4062,2.0,M,67.0,10.0
SNX8111,New Orleans,ckkeaovihudslytvkggvbjfihmxxrlpt,717.0,O,362274.0,GAKXYL,5.0,3227952.0,,Newell Rubbermaid,United States of America,1-894-425-4438,,S,61.0,0.0
Wwh8112,Overland Park,vfrupdaqsqdvkvbrlhkctxfpbfbzzsashpdfstzmuxizsmwlktmttyucndiaqmjchaywjwdcwuxonxfs,599.0,O,429384.0,TCNRFCPAW,2.0,2705339.0,,Allegheny Energy,United States of America,1-345-782-7944,,M,74.0,2.0
Yzz8113,Mount Pearl,Umlyesndba,547.0,O,205435.0,cnulepwhcfezowmfxtasfrnj,2.0,403335.0,,General Electric,United States of America,1-060-328-8171,0.0,M,83.0,4.0
Vib8114,Elizabeth,XIRXDRCZKXNWPHOLHPPQCTIYMZXFGSBJDRODPWAPUWJOMDJUWCAPGBJO,400.0,O,162479.0,wsxapq,4.0,977058.0,,Belk,United States of America,1-608-054-6525,4.0,M,2.0,4.0
Mvy8115,Knoxville,Gzpzlpmtkjarmdwpywtfj,688.0,O,497960.0,xjthwtaddqolpqiobfxjvxwxsugv,0.0,1639703.0,u,AFLAC,United States of America,1-845-870-4364,3.0,M,62.0,1.0
Wgx8116,Irvine,Ajhkngnpcdv,432.0,O,361157.0,RGDNMTBG,5.0,2678765.0,,Liberty Mutual Insurance Group,United States of America,1-172-658-0974,1.0,,45.0,5.0
PKT8117,Oshawa,Omzkzvecsresuykrurklrhwndefbakigzeuquildokthobsfaujaivenuh,766.0,O,308692.0,DZADJOQNFHLXXOOWMZAUG,0.0,1171157.0,,Republic Services,United States of America,1-515-162-9130,1.0,S,,7.0
GVT8118,Seattle,PFHXSVHCRB,533.0,O,237879.0,vhvcxsiomf,0.0,3763406.0,,Burlington Coat Factory,United States of America,1-966-006-8253,1.0,M,37.0,10.0
KGV8119,Quebec,lxqgvfodovoqvtxgozhujjuncwfctvsvdifxaxrwasfcbuqfdbivqstdom,709.0,,221939.0,Nnkiwbtnaiirnfmcjihsbgpqdjvyq,5.0,,,Newfield Exploration,United States of America,1-321-378-6202,5.0,M,72.0,1.0
COS8120,Warren,Ztwgorhfxfmjjkfbzwvlbokozlgjfvtkefjxcfqycmctscwlfoqijluopqporlzfjbaobmjsy,648.0,U,206508.0,CASKPHOQR,2.0,1556212.0,j,NTK Holdings,United States of America,1-094-058-4905,2.0,U,67.0,8.0
Xfe8121,Reno,egltbp,662.0,O,406976.0,Ahpoebaly,3.0,3459747.0,,Autoliv,United States of America,1-715-561-8903,2.0,M,41.0,6.0
wmn8122,Concord,Wahjlkzmqwpopwoycqjznsvatpkhbyvsgrasqdzydkcfdpqainklttaibbns,444.0,O,82867.0,Lijjfzzgekrottbogrdjlbojfv,4.0,3650524.0,i,Baxter International,United States of America,1-980-702-3820,0.0,W,96.0,8.0
Nnr8123,Newark,RYSTFNSOFVZYTETPNVXQSBVWAXXKQZFBFWNMHPVXJSXBFIRCRWRDREHXHOJXYRSDPAWQZIIVPXQVYOCG,527.0,R,385400.0,Vhppsuitbbaazuhppyeedniubydsu,4.0,3211158.0,,Insight Enterprises,United States of America,1-430-596-3760,,U,27.0,5.0
aju8124,Hollywood,Lycathtrxdrrlnerxjwmuggwrxfrgdnfvlmrdtqfqkcrzftzyooqhvs,351.0,R,14275.0,Roitowfrtsnxohhnhuutagwvknhvcr,0.0,193457.0,,Fastenal,United States of America,1-913-397-6528,4.0,M,37.0,7.0
Ghl8125,Phoenix,Uypnlsvbfhorurdstwgjrdaqjjmikwciijwaycmlrdgrfk,555.0,O,42799.0,TURCDQMCWHIKQTEUN,5.0,179287.0,,Sears Holdings,Canada,1-780-272-0646,4.0,D,60.0,0.0
Rgb8126,Boston,,399.0,R,465050.0,Hadkjcwgdrlehlqrweiql,4.0,2476234.0,H,Gannett,United States of America,1-616-151-6136,2.0,D,95.0,10.0
ISA8127,Orange,CFWVJCCOFGYZHFOXKKOJNJUBZ,517.0,,68454.0,KZJEAWSIEEPORSVTXAGASXKDON,5.0,582144.0,,Expeditors International,United States of America,1-878-310-3327,2.0,U,4.0,3.0
qpi8128,Little Rock,Bzlwpotvpflwlrk,349.0,R,462520.0,Rqzkojjcaxysvaaonjdmlronmktgr,3.0,3168117.0,L,VF,United States of America,1-121-395-3295,1.0,D,99.0,7.0
Wpl8129,Tempe,CKCDKXBGHAFMQQJOEHXVBKGCWSINUHJDIJC,460.0,O,157376.0,Esilfnaguxo,4.0,577496.0,,Cardinal Health,United States of America,1-015-320-6636,4.0,M,40.0,3.0
gwn8130,Allentown,Odgdpdsogfwjsutfgrnrwitytyqrrbmfktudhnpwfwcdoblgsgyvcshhkehofcws,321.0,O,469519.0,Ncuqemlwkcurxg,1.0,2172666.0,D,Sherwin-Williams,United States of America,1-256-760-1793,2.0,S,26.0,2.0
EDH8131,Stockton,TSFJADMVZBQVWIYJWUSHGEDJZGJKXYCHEMVLKALUPKQKFRQNILPEPFABCXEFJBSXIWLP,561.0,,359678.0,Rxkwoworucqcmngvtwqwtehog,0.0,3310072.0,,State Farm Insurance Cos.,United States of America,1-916-950-4211,5.0,W,14.0,0.0
Hsq8132,Santa Fe,Xjrhmctrvtlxcirujuumzjzndguqcowqtttgwrdbsjtrzfacjvnxijfgezhfnonatggqtatkelqgoknp,476.0,U,381967.0,Othsfexfeaquscun,2.0,2595989.0,N,Universal Health Services,United States of America,1-820-679-5425,4.0,M,7.0,5.0
HJP8133,Amarillo,Wrsbgetdpcukrqtxsmmeldgfonlcwtvemqvaumfnfifuycerexchbeoeemzrkrondnvux,579.0,O,248533.0,Pnsjardt,5.0,3818938.0,T,Priceline.com,Canada,1-196-283-1531,1.0,M,29.0,2.0
Kmb8134,Mobile,Npouynetlvrzqyjqzhpt,645.0,U,125789.0,vlkhotavbfvfdydym,3.0,1150303.0,,Graybar Electric,,,3.0,D,14.0,5.0
Lgc8135,Sherbrooke,Vpwupnycehnxjugxgnazspsevnylludhcakhwzdluswdvqobruivyf,616.0,O,462723.0,zmxoq,3.0,3730088.0,W,Owens & Minor,United States of America,1-310-252-8290,2.0,M,79.0,8.0
DII8136,El Paso,Gjqxgmqopfjacqsaiysxhqvvmcqymechajzctzuvldcpvtiryvrcqnispuitlntookidoirtebj,696.0,O,317490.0,Mcnxqwthjfgravyhdbj,5.0,2210512.0,,NBTY,United States of America,1-814-394-7093,0.0,,21.0,5.0
Fif8137,Shreveport,Ztancthniyxotwiwdunybxhnwrflvsje,618.0,O,271286.0,DBTRJBKVCM,5.0,117995.0,j,JohnsonDiversey,United States of America,1-297-916-2199,4.0,U,57.0,6.0
Jxw8138,Fayetteville,lqdunnf,820.0,R,235292.0,EAECSSTGULBYXFUOLJVB,0.0,3717247.0,,Perrigo,United States of America,1-916-402-2999,0.0,M,76.0,4.0
Zlu8139,Corpus Christi,Qkvyuyrynwidswelgraiejrbossujdhmkrtvccmupywlwpjrz,824.0,O,,Cwfvhjotolfdij,2.0,460103.0,V,Annaly Capital Management,United States of America,1-948-211-6324,,D,92.0,6.0
Bdz8140,Rochester,HXMATYCOSTIEFPSTVJDIOUDTYVGHFIOWQXVDJQKICDZCTFFEXXNQPMOUAEGLZOCAOMCAVOABJF,519.0,O,35188.0,nazvygguwmpsrbkp,3.0,2525611.0,,Williams-Sonoma,,1-723-326-2225,4.0,S,51.0,6.0
Sto8141,Durham,,768.0,O,149832.0,Emtbuhhzfrnjisoaqqeqberx,0.0,2592766.0,X,CommScope,United States of America,1-281-856-2336,1.0,M,49.0,0.0
Wbn8142,Lafayette,Uijnqkdgisglgugwllcszovigvx,458.0,O,418048.0,sjotzqolx,5.0,2460993.0,V,Hanover Insurance Group,Canada,1-257-726-8171,1.0,D,17.0,2.0
Cqe8143,San Antonio,nftrcfdjomsj,825.0,O,146643.0,ITMBRHINVHBYMGJWWPOGUVT,,1543629.0,j,Murphy Oil,United States of America,1-987-083-5202,3.0,S,40.0,6.0
cdq8144,Flint,wbibvpbixvtqcfbrtctwaijqsuyhaliynkbvtlmpi,850.0,O,38714.0,idhkhqcqxtr,1.0,3397241.0,,Navistar International,United States of America,1-711-859-2325,,U,76.0,1.0
Ann8145,Gary,Umnzgviotddprypwoelxemzbemrzatdxltwnajlncapfqspbbnamdexmozqcrfzhdyu,652.0,O,440489.0,Zxpelifjtmnuxyvgmwhopjgs,1.0,884880.0,H,Ecolab,Canada,1-842-023-7557,0.0,M,91.0,9.0
LNB8146,Orange,EGTIQHXKPWPAZCYYBETVASFHJPJFMZQDSPXGKPKJPABIZQ,350.0,O,470583.0,Dfluy,3.0,1944220.0,,,United States of America,1-171-286-6175,3.0,U,64.0,4.0
Bnh8147,Yonkers,Vvwovpxeynokid,719.0,O,384868.0,CCOTTCISQOFPIRWVESMZ,2.0,1615708.0,S,Plains All American Pipeline,United States of America,1-991-406-1884,1.0,M,,0.0
Wwt8148,Rapid City,Sawfnoewzsilbwpbaauaseeutaxnpgmrfcnkhiwaxaercgypgozfhqd,850.0,O,406499.0,Yhgyslqvgyfrllccbua,5.0,501558.0,,Superior Energy Services,United States of America,1-443-558-8486,1.0,M,55.0,
gkd8149,Inglewood,gdpsmkcfo,616.0,O,55705.0,JUKSIIQWPNBIWQFKKMC,1.0,146343.0,a,Amphenol,United States of America,1-225-672-6616,4.0,U,10.0,0.0
eav8150,Rapid City,Fpbgshmtsdinpahnzxdbajkbvcxqkldreoooneapgdjgkwcqcilsaskpxjvueoknixcqgcoupemd,575.0,O,318607.0,Iqpmjnx,4.0,651007.0,N,Foot Locker,United States of America,1-889-752-1258,4.0,S,33.0,7.0
BBQ8151,Anaheim,IJPQRVMGXJUKTLFGRSHYSUXW,,O,336614.0,QFKXNEMMQQUGEYLLPFPEPOMHF,2.0,3140982.0,g,Sigma-Aldrich,United States of America,1-715-108-4952,3.0,W,100.0,4.0
Omw8152,Anaheim,Qgiurtvzsapriasvuhkzc,827.0,O,233407.0,TTAJYVJN,,1307980.0,x,Starwood Hotels & Resorts,United States of America,1-712-483-8046,4.0,U,57.0,6.0
GXG8153,Boston,Ilhmcva,479.0,O,354539.0,kzlcafordxaxggitaxdhub,3.0,2349509.0,v,Johnson Controls,United States of America,1-425-436-9198,5.0,S,32.0,2.0
Reu8154,Jersey City,Cmredgodquvwebabntougazraue,379.0,O,426622.0,LOHFONNVQWLYWZHGJKNAVI,2.0,3811834.0,,Supervalu,United States of America,1-961-759-8130,5.0,D,41.0,0.0
Bch8155,Fort Collins,Ujneriqtgnnrifkkaowsrpirvfexuibmk,342.0,O,287485.0,Odlukjgpxcsekxnxjeqrfipijgzpm,0.0,946348.0,,Constellation Energy,United States of America,1-145-022-2139,2.0,S,85.0,0.0
Sdi8156,Huntington Beach,Shpwrjxvntzwbxxhypdgyikajxxlxexgvqudvwtcsbjpdbtjcgiowamhfteifebprisv,385.0,O,12283.0,Sowyjvkznq,1.0,1279270.0,Z,Ingles Markets,United States of America,1-664-064-7925,2.0,S,93.0,9.0
Ety8157,Anchorage,Jcbirawrlipchv,729.0,R,223604.0,Xhgoxewtskybivszdbdqmofl,2.0,692721.0,x,Virgin Media,United States of America,1-182-978-9810,5.0,W,99.0,0.0
Erm8158,Bakersfield,udynvqgpwht,729.0,O,118256.0,Wvqshrozwenwxvglbv,3.0,3163811.0,,TRW Automotive Holdings,,1-929-535-2843,4.0,W,79.0,10.0
KFN8159,San Antonio,Jcogwdatnprspcrzhwxbqehhwvhmrlqvzezvqirlmpcqjtsrfdveodjrgmnbmyzuinisyebfxeveu,348.0,O,101641.0,Wtuuvfnzt,3.0,1824263.0,E,CMS Energy,Canada,1-895-400-6385,3.0,D,11.0,3.0
Aup8160,Quebec,UQNMOOIOFGUHGLQHZGQRQDNZXVNGHACACMPJASDRZBFKIHGNUJYCUUZWHWYDGGWGE,380.0,O,360755.0,POCUJHLAKSIETAYJABBUX,0.0,55523.0,,Spectrum Brands,United States of America,1-105-395-7069,5.0,U,91.0,6.0
rih8161,Hilo,SVZXWRYUECHCMTCVEJOQVALZAHAPKYXNLIIIWGXPAXMTWMWBYAEBPPQPI,795.0,O,66932.0,Ftfwjexzrazy,5.0,1732468.0,Q,Darden Restaurants,United States of America,1-403-838-7236,0.0,M,14.0,5.0
uge8162,Casper,Zqueregsfwmpekrjavmbcuwebhsfghtjulhmtocgkegsfniaihwsfpxjwadgo,439.0,R,1046.0,Ruqhrlo,4.0,1119698.0,C,Avery Dennison,United States of America,1-779-392-7227,0.0,M,20.0,8.0
Yef8163,Erie,GEPUDKQQMXBRCAHZRVDAGTJFGUIVMAZCBWHVVWJPURQEROUTMUTPQVQWUUPOPQXPLBDA,587.0,R,182243.0,STMURNZB,4.0,1513665.0,c,FPL Group,United States of America,1-387-899-6880,3.0,W,7.0,7.0
Kfi8164,Manchester,NQWVEXILESASTHAGWARSBPJNJTTUWPKUDUCOIOADUERUWDFPUVHGKVFMXWOKWVUQLMFRGUIE,,O,262091.0,YXJYBLYAEDTRLBUIA,4.0,3750549.0,,Simon Property Group,United States of America,1-808-925-4977,2.0,M,41.0,4.0
Rrn8165,Huntsville,KPYNGJTNHEDQZHMKOFFCDAWQXFUKNMDQVHAIKFNQGFUODFGHX,473.0,O,329551.0,Mavsoyptqxslzkppdhrmrhmcfah,5.0,431599.0,q,Wyeth,,1-350-854-2202,,U,55.0,
pjq8166,Las Cruces,Jagrvuwoaoltzixebjewqliojsprqddxharjyallggnuobcojjpcpqaaalwl,579.0,,401622.0,ocnlbolmfrqjsahfgtjguwv,3.0,10739.0,,McKesson,,1-362-977-2780,4.0,U,35.0,4.0
XSH8167,Santa Fe,Wakzklkmjdwpiqzhqobnrawefgzqhpfjyrsqaueatmemypfquefbtwlfxmsd,628.0,R,,Bouqhytfotjddpbk,2.0,2431923.0,,,United States of America,1-544-827-5607,4.0,M,14.0,7.0
KHG8168,Fort Lauderdale,IKOUGGYTGBTOOPABLFR,795.0,U,19952.0,kzrevrqypzcyqju,3.0,3022855.0,Y,Helmerich & Payne,United States of America,1-954-159-3230,1.0,D,63.0,0.0
pml8169,Mesa,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr,776.0,,,sgegdmtbimrkndtntkpj,0.0,3143732.0,,Dick's Sporting Goods,United States of America,1-381-023-9337,2.0,M,39.0,5.0
nfg8170,Stamford,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB,452.0,O,129442.0,Oaloinvbvqtqwlrvz,3.0,3379381.0,,,United States of America,1-520-652-6941,2.0,M,44.0,5.0
Sss8171,El Monte,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK,453.0,O,363140.0,ICMIGBPNLR,5.0,3356639.0,,Reynolds American,United States of America,1-607-807-3132,2.0,M,5.0,6.0
QUR8172,Mobile,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq,437.0,R,469249.0,Ksdfwqkfvrfoolrdvrpzumdnxo,0.0,2864358.0,,BJ Services,United States of America,1-801-864-7089,1.0,D,52.0,6.0
ewm8173,Providence,Bnpwhjcoicq,537.0,U,439011.0,Vfdagwrscwjmrtahspagndkqjlysky,2.0,2307534.0,c,Consolidated Edison,United States of America,1-598-892-3616,5.0,M,93.0,4.0
qfx8174,Atlanta,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB,717.0,,312166.0,Jxjwd,5.0,2189380.0,,Volt Information Sciences,,1-707-823-6520,1.0,W,81.0,8.0
Eev8175,Mount Pearl,fdwbxywaklylillhomtbwwayzcpjqhgwusxbvpqcoxyctqshhpjdjrskwkyiaujlclstp,846.0,O,431603.0,SYAONZHWIKDMWNBYU,3.0,3399421.0,,Toll Brothers,United States of America,1-026-056-6947,2.0,S,17.0,5.0
Ofj8176,Paterson,jzduuvvh,529.0,R,278790.0,UBFZBUN,4.0,298212.0,,Cameron International,United States of America,1-397-746-0552,4.0,S,34.0,9.0
osw8177,Atlanta,Eftqvbegbhsklweloymhewielnchfqapxhvcumeelmmmcknirtlzngw,330.0,O,318563.0,TDTYFKN,4.0,113758.0,,,Canada,1-677-492-9300,0.0,M,29.0,10.0
uxt8178,Ann Arbor,FAZIOALVSLULIDQJTEQITWGRVBXQZYJEVPHNUJEJQDWASZJMANYGRTRGLHBOM,795.0,O,62248.0,Wfafqeauxcnfjajtjkkpzvdqow,2.0,324094.0,h,Teleflex,Canada,1-085-487-9852,0.0,S,82.0,8.0
Kdl8179,El Monte,,489.0,,,zhswllynhuxmokxrsculwkkhvfk,4.0,3881656.0,,Andersons,United States of America,1-635-756-8687,0.0,S,21.0,3.0
QYG8180,Baton Rouge,mqlfevcjkkqvycgnfvmajfhufqviwykcaainmogrmvqwyfjkfzqsbmitbidvlqyhg,353.0,R,247025.0,JIPXHYLOQMPUII,5.0,1527059.0,,PPG Industries,United States of America,1-445-178-3967,4.0,S,,5.0
PRE8181,Irving,rpbqdybpqcoeemcyuhnizeogwdlurxhftmfvmqzlwccwzlszhxfioyuxjclkn,784.0,O,338041.0,Guywca,1.0,3499626.0,,Borders Group,United States of America,1-377-341-7886,0.0,U,50.0,2.0
MCG8182,West Covina,Snynrhctdgppkydfmgkbdogqaosnbzqngyqhssxfimbqjemcab,449.0,O,,OPQPKBKVSXUXJUMIE,,1582947.0,,Nacco Industries,United States of America,1-572-480-1354,1.0,M,84.0,8.0
PBD8183,Memphis,kxjrlbxjvpqacgunmafkpqqhjqmgukxtkvyicguhqnprigauohuelyoqv,326.0,O,9428.0,Nusydtvdysbqshlycwey,2.0,3415635.0,,Mirant,United States of America,1-224-571-6718,1.0,W,27.0,7.0
hzq8184,Wilmington,Qntcqcjfwpszbeusqvdaekndnoinhslswudtttdvx,729.0,R,225464.0,fqoehbxlrcnxkks,1.0,1994536.0,,Oshkosh,Canada,1-321-322-0488,1.0,D,44.0,0.0
Yrk8185,San Buenaventura,KOWESLTVMNZH,507.0,O,416767.0,dtrnhvzzkdsnfuk,0.0,426125.0,s,Southern,United States of America,,1.0,U,86.0,0.0
Ysl8186,Mesquite,Suebhdefpeuimopiwiiyuzfonmymckqxoieafxhmhugimkglkimotmxufbcpjotnkhkc,593.0,O,456718.0,Nlglw,5.0,1703585.0,,Virgin Media,United States of America,1-413-216-8569,,,64.0,3.0
khg8187,Macon,GEFJUDXMSOMCWGTNBBNMVAZB,695.0,,113342.0,Smsvzbfoild,0.0,3333185.0,B,FMC,United States of America,1-519-686-5786,1.0,D,10.0,5.0
Sdt8188,Amarillo,iaqmyuftoifubmkrhaurtqcxragmefhbjtxysvqhraijlvyinyiwveshuxwvfposyuaxdimlytbre,530.0,R,157687.0,Djajkkacf,3.0,893537.0,,Deere,United States of America,1-008-106-6982,5.0,M,33.0,9.0
Dwc8189,Lubbock,Wcolchgsufebzxavprozjtvslcynfxcqsmsbwkniwyqlwddcpaozdiopheekafhcr,573.0,O,241471.0,rayreivoiaddqucchviigzsukedf,0.0,690568.0,I,Corning,United States of America,1-498-041-3053,1.0,S,8.0,4.0
frb8190,London,qsjmrkqdxqyndrqstzptrlantyblxolrysqpdzohtilgp,672.0,U,438046.0,Fqpfksezsmwpqkgond,4.0,3623733.0,,Wyndham Worldwide,United States of America,1-191-776-3418,4.0,M,2.0,2.0
ulp8191,Syracuse,ocozhnsslaxjqfbfpbdsdmcpclbcajhrglunekybxhrpxgxjteslviypenursipmv,693.0,O,456022.0,DZQMFNV,4.0,2204304.0,C,PPL,United States of America,1-080-277-1648,4.0,U,10.0,2.0
zhi8192,Huntington Beach,Uqurakqzrzjtabtaowzjcpmwuhvnmdbyycnzxfwirqznfgwtgmemykhltxjkcpn,709.0,O,167597.0,DSZUNWOOA,1.0,,,Celgene,United States of America,1-345-056-6859,,S,58.0,9.0
Yoh8193,Missoula,Coxddfdjvgruhfjkclzrfnykfg,664.0,O,475123.0,Rlpkcjqxdfshiajouskkixcspwsvxw,0.0,1093488.0,V,Invacare,Canada,1-497-690-1567,5.0,M,96.0,6.0
etf8194,Spokane,Dxqhthlaehduduybazdieysgvrrpeabwbodsrlycyagjeafzxevmrwwnijrzhxxavooziqqaounb,827.0,O,203941.0,Omrlaxwq,3.0,1945110.0,,Church & Dwight,Canada,1-133-399-3669,5.0,U,36.0,5.0
