Employer,MaritalStatus,Income,LastName,Country,Gender,NetWorth,PostalCode,NumberCreditCards,NumberChildren,Age,AddressLine2,NumberCars,AddressLine1,Phone,CreditRating,City,FirstName,State,MiddleInitial,AgencyID,OwnOrRentFlag
Diebold,U,353490.0,Newnam,United States of America,m,3753669.0,48918,6.0,3.0,81.0,,4.0,3778 lakeview west,1-798-318-5538,788.0,Simi Valley,Isl,Nova Scotia,,New485,U
Omnicom Group,W,345585.0,Rowan,United States of America,,501768.0,V6r 1p4,,1.0,51.0,,1.0,21752 FLYNN CRESCENT,1-344-712-8905,,Evansville,Leanora,CT,,Row486,O
Fleetwood Enterprises,M,255989.0,wardrop,United States of America,f,338572.0,43225,10.0,4.0,55.0,,2.0,9902 altamesa park,1-615-959-4421,349.0,Rochester,pamela,MI,,war487,O
Watson Pharmaceuticals,S,30460.0,ELZER,United States of America,m,82808.0,70185,4.0,0.0,24.0,,3.0,5539 carrington west,1-395-843-4853,424.0,Elizabeth,Karlene,KS,G,ELZ488,O
Discovery Communications,S,35034.0,janaratne,Canada,,2630125.0,E7N 1Q9,5.0,5.0,82.0,,5.0,15603 MORTON AVENUE,1-383-692-8650,616.0,St. Paul,steffie,British Columbia,,jan489,U
Coach,U,113707.0,credico,United States of America,,,90796,9.0,4.0,29.0,,1.0,6696 capital lane,1-068-008-8134,713.0,Elizabeth,America,VA,,cre490,R
MetLife,,409858.0,hugo,Canada,,616958.0,V6U 1Q2,7.0,1.0,27.0,,5.0,1689 nolan drive,1-495-940-4436,617.0,Chandler,De,NJ,,hug491,O
Dillard's,S,461517.0,feeley,United States of America,f,2467938.0,85753,8.0,3.0,38.0,Apt. 612,2.0,14362 reilly boulevard,1-651-861-9932,347.0,Omaha,Joke,IL,,fee492,R
AGCO,M,124103.0,Hetzel,United States of America,,927087.0,98171,5.0,3.0,,,2.0,13762 silver sage way,1-674-406-0880,341.0,Whitehorse,perri,CT,T,Het493,O
Fannie Mae,W,203100.0,LABERGE,United States of America,M,1666089.0,89157,5.0,2.0,54.0,,4.0,2097 HARRIS WEST,1-751-193-8798,553.0,Winnipeg,Catharina,Ontario,K,LAB494,O
Warner Music Group,,20522.0,Semeniuk,United States of America,,,18106,6.0,3.0,40.0,,5.0,3934 green ash north,1-231-104-2909,762.0,Berkeley,Dalip,CO,,Sem495,O
Ball,U,,COPLESTON,United States of America,,3338312.0,55159,10.0,2.0,81.0,,2.0,2494 tosca road,1-491-041-2580,644.0,Colorado Springs,JASMIN,Saskatchewan,O,COP496,O
AECOM Technology,M,446106.0,SERAPIN,United States of America,M,1146941.0,M5C 1V6,9.0,3.0,52.0,,2.0,11293 RICE AVENUE,1-381-499-8556,,Washington,NIKOLETTA,AL,,SER497,O
Aramark,M,45114.0,Kinsella,United States of America,,3417623.0,89150,0.0,,2.0,SUITE 388,4.0,10877 CENTURY CRESCENT,1-544-635-3295,476.0,Hilo,HILDY,MO,,Kin498,O
Century Aluminum,M,389025.0,GUBENCO,United States of America,,2663647.0,28244,2.0,3.0,35.0,,1.0,2929 north crescent,1-436-565-8622,692.0,Winnipeg,LIAN-HONG,TN,,GUB499,O
Sentry Insurance Group,U,371860.0,WESSELOW,Canada,,,73175,6.0,4.0,51.0,,5.0,20992 grassland boulevard,1-237-713-9761,384.0,Lexington,Dasha,VT,N,WES500,O
Becton Dickinson,S,110216.0,HRUBIK,United States of America,f,3518237.0,93341,8.0,5.0,24.0,,5.0,23999 3rd west,1-950-580-4904,519.0,Inglewood,FLORINE,KS,,HRU501,O
Thor Industries,D,375963.0,Mcelrea,United States of America,f,2491413.0,77096,9.0,4.0,4.0,,1.0,13904 MAHONIA BOULEVARD,1-790-859-7281,343.0,Raleigh,Renu,OK,,Mce502,R
Foot Locker,M,90670.0,Fabrizio,Canada,,1747292.0,v6k 1u5,6.0,3.0,,,2.0,11528 edwards lane,1-564-581-2354,554.0,New York,Raye,CA,,Fab503,O
Flowserve,D,458822.0,musclow,United States of America,,766607.0,32214,7.0,0.0,51.0,,5.0,10925 MAYFAIR AVENUE,1-126-565-6600,693.0,Richmond,Thuong,WY,,mus504,O
Big Lots,S,431213.0,Akhtar,United States of America,m,2550326.0,19135,0.0,2.0,67.0,,1.0,19342 wycliffe park,,489.0,Hayward,bernie,ID,,Akh505,R
,S,397902.0,BLAIS,United States of America,f,3065726.0,e7o 1h4,5.0,,,,4.0,11797 HOWSER COURT,1-650-351-6048,702.0,Jersey City,TANDI,Nova Scotia,,BLA506,O
Snap-On,U,477901.0,CHAVEZ,United States of America,F,,V6x 1p4,9.0,3.0,40.0,,0.0,4958 YESLER WAY,1-346-684-3754,764.0,Ann Arbor,Wallie,MD,Q,CHA507,O
Neiman Marcus,,147703.0,Kernodle,United States of America,M,1231455.0,V6d 1v6,8.0,0.0,16.0,,0.0,18043 watts street,1-759-327-9618,364.0,Kitchener,Karissa,OH,,Ker508,O
Biogen Idec,M,298828.0,Tassi,United States of America,,2353700.0,M6s 1i1,,5.0,32.0,,0.0,5539 carrington west,1-058-987-3833,814.0,Las Vegas,Gerta,AZ,,Tas509,O
WGL Holdings,U,226606.0,DULA,United States of America,F,2390250.0,V6f 1p8,,0.0,74.0,,5.0,18517 HULEN LOWER,1-036-511-1895,651.0,Tucson,fanni,SD,,DUL510,O
,M,422094.0,Cronkwright,United States of America,m,1932141.0,32837,10.0,5.0,88.0,,4.0,20641 NORTHLAND CRESCENT,1-014-162-4086,,Halifax,lilli,KY,,Cro511,R
Sovereign Bancorp,,190333.0,TRUSSLER,Canada,,907688.0,M9F 1U5,4.0,2.0,10.0,APT. 965,2.0,24444 STRASS UPPER,1-398-865-1259,549.0,Idaho Falls,Renelle,Nova Scotia,,TRU512,O
Altria Group,D,272311.0,zalite,United States of America,,,M1I 1R1,10.0,3.0,49.0,APT. 717,3.0,8155 STOREYWOOD ROAD,1-105-612-6126,550.0,Independence,herbert,Prince Edward Island,,zal513,O
Valassis Communications,M,314786.0,MCELREA,United States of America,,2454342.0,46408,5.0,4.0,65.0,,3.0,12845 tully north,1-910-098-3485,804.0,Thousand Oaks,TERESINA,CA,,MCE514,R
Warnaco Group,M,180293.0,flickinger,United States of America,,3769983.0,X5e 1v8,10.0,3.0,20.0,,0.0,19878 williams street,,616.0,Oklahoma City,Cristian,SC,,fli515,R
Merck,U,668.0,Bulkovshteyn,United States of America,,1587898.0,53223,2.0,1.0,35.0,,1.0,5954 hazard way,1-447-531-6947,453.0,Norfolk,Femke,NM,B,Bul516,
Xerox,W,237432.0,Napper,United States of America,,101620.0,v6d 1u2,,0.0,99.0,,0.0,4516 whitman lane,1-037-739-7056,527.0,Cleveland,Vax,WV,,Nap517,O
NYSE Euronext,M,329405.0,lopes,United States of America,,952103.0,47710,1.0,3.0,62.0,,3.0,24633 REGAL BLUFF LOWER,1-606-351-7202,709.0,Rancho Cucamonga,gwen,PA,,lop518,O
Exxon Mobil,S,302949.0,Bockaj,Canada,,1681238.0,94204,,,5.0,apt. 811,5.0,1053 south west,1-283-417-0933,465.0,Salem,Tarah,CA,,Boc519,O
Dentsply International,U,182243.0,Afkham-ebrahimi,United States of America,,1602794.0,e4a 1s1,8.0,4.0,19.0,,2.0,6320 WAGNER DRIVE,1-795-749-2788,412.0,Wichita,Envoy,KY,H,Afk520,O
,W,201721.0,lefevre,United States of America,,13330.0,M5F 1V3,6.0,2.0,41.0,,,12357 hayes lower,1-723-711-3831,334.0,Regina,Freida,NV,D,lef521,O
CB Richard Ellis Group,M,49502.0,Swick,United States of America,f,2641323.0,46205,9.0,1.0,8.0,,2.0,23148 WILLOWLAKE LOWER,,634.0,Pittsburgh,KATRINKA,AR,,Swi522,R
Starbucks,S,84071.0,Peebles,United States of America,F,3525047.0,H5l 1o7,9.0,5.0,71.0,Suite 161,0.0,22083 crossus lower,1-529-080-3124,323.0,Abilene,Lu,SD,M,Pee523,O
US Airways Group,U,248462.0,Rch,Canada,,1963830.0,95283,8.0,2.0,88.0,,2.0,22422 inman way,1-283-966-1620,734.0,Overland Park,zaneta,HI,,Rch524,R
DynCorp International,S,362216.0,Sathe,United States of America,,3902828.0,T6d 1a9,10.0,2.0,88.0,,2.0,2560 willowlake road,1-827-078-8625,739.0,Bismarck,Glennis,NE,K,Sat525,O
Nvidia,S,,Rizewiski,Canada,M,1022007.0,H5K 1Q5,9.0,5.0,52.0,,5.0,22605 deerwood south,1-718-715-3801,831.0,Montgomery,Walt,WY,,Riz526,O
UnitedHealth Group,U,238750.0,Cruzado,United States of America,f,3761200.0,19149,0.0,5.0,23.0,,5.0,24444 STRASS UPPER,1-794-769-9566,607.0,Huntsville,Kaile,AZ,Q,Cru527,
,M,,Pollinzi,United States of America,,793012.0,10038,3.0,2.0,,,3.0,12906 stanford road,1-715-238-9616,831.0,Warwick,KENNA,TX,,Pol528,R
BlackRock,U,492844.0,Rashed,Canada,M,2652808.0,m6s 1g3,9.0,2.0,72.0,,4.0,5052 california lower,1-382-519-9897,678.0,Allentown,Lowell,AL,,Ras529,R
Snap-On,M,11305.0,JAMSHIDI,United States of America,,1480644.0,T6A 1K6,0.0,4.0,61.0,,4.0,12906 STANFORD ROAD,1-224-423-2090,815.0,Grand Rapids,Gerardo,OR,,JAM530,U
Icahn Enterprises,M,90849.0,Slobodian,United States of America,,100994.0,M5e 1x3,3.0,2.0,93.0,APT. 821,2.0,11809 carroll north,1-614-791-8498,788.0,Calgary,KATHY,VA,,Slo531,O
,D,126601.0,MOMBOURQUETTE,United States of America,,2893267.0,M5b 1u2,7.0,3.0,54.0,,2.0,16845 boll upper,1-033-589-2168,759.0,Stockton,Vivi,SC,,MOM532,O
Men's Wearhouse,U,38075.0,Gysel,United States of America,m,598011.0,T5D 1P8,1.0,0.0,22.0,,1.0,24027 spruce rue,1-346-219-9253,670.0,Durham,Lane,Newfoundland,W,Gys533,R
First Horizon National Corp.,W,329843.0,Cachero,Canada,,937911.0,M5c 1y2,1.0,3.0,90.0,,1.0,1191 highland park lane,1-767-228-3814,757.0,Charlotte,BALJINDER,ID,,Cac534,O
CIT Group,W,281530.0,HOWSE,United States of America,,164701.0,45271,10.0,4.0,79.0,,5.0,23271 springmaid west,1-705-436-1228,534.0,Cedar Rapids,Yvan,CT,,HOW535,O
NSTAR,U,52416.0,Kratz,United States of America,,3713485.0,59405,2.0,0.0,73.0,,3.0,2203 VALITA BOULEVARD,1-913-763-1929,601.0,Waco,Barbe,Nova Scotia,,Kra536,O
SkyWest,M,18887.0,mayne,United States of America,,3190886.0,v6z 1q3,,4.0,27.0,,1.0,8104 barberry lane,1-988-516-9915,431.0,Las Vegas,hor-lam,MA,A,may537,R
D.R. Horton,U,221749.0,Bauer,Canada,,3828091.0,v6c 1p2,5.0,1.0,13.0,,4.0,6281 trace creek park,1-637-900-3659,713.0,Philadelphia,NALIN,TN,,Bau538,R
Vought Aircraft Industries,M,488465.0,MCCREANOR,Canada,F,2196012.0,10113,9.0,2.0,20.0,,3.0,16667 HARDY SOUTH,1-039-245-7279,669.0,Sherbrooke,Ofella,CA,,MCC539,O
Office Depot,D,425742.0,GARGUL,Canada,M,688599.0,90008,9.0,5.0,,APT. 733,3.0,22609 reagan drive,1-777-844-8481,499.0,Cheyenne,CLOE,AZ,,GAR540,O
Molex,U,126394.0,Wales,United States of America,F,374344.0,V6G 1T5,3.0,5.0,,,4.0,14808 hudson rue,1-757-436-8653,786.0,Houston,Sherrie,IA,N,Wal541,O
State Street Corp.,D,236385.0,CHARETTE,United States of America,f,2128295.0,T5C 1S7,4.0,2.0,31.0,,5.0,6769 pasadena upper,1-590-750-3187,,Macon,chiu,Prince Edward Island,Z,CHA542,U
Manpower,M,12749.0,PALERMO,United States of America,,765927.0,72273,3.0,4.0,22.0,,3.0,2132 meadow lake upper,1-530-766-6655,757.0,Brownsville,Cosette,Saskatchewan,T,PAL543,O
Seaboard,M,130369.0,Zou,United States of America,,825727.0,V6N 1W3,6.0,2.0,70.0,,3.0,19068 coventry park,1-620-591-2887,623.0,Birmingham,Derrik,KS,W,Zou544,U
Rockwell Collins,M,59415.0,Karolefski,Canada,,1003330.0,V5b 1m6,3.0,5.0,46.0,,1.0,15185 simpson south,1-890-642-9374,390.0,St. Catharines,Inquire,AZ,A,Kar545,U
Applied Industrial Tech,M,358142.0,Bascombe,United States of America,M,2828054.0,28311,3.0,0.0,68.0,,2.0,15565 washington crescent,1-518-006-4680,394.0,Oceanside,Nalin,LA,F,Bas546,U
Popular,W,489823.0,ritz,Canada,m,665662.0,V6X 1Q3,,2.0,38.0,,4.0,4482 pico crescent,1-662-149-8461,427.0,Sandy,Franciska,FL,,rit547,O
EOG Resources,U,193546.0,typer,United States of America,M,74977.0,28218,4.0,5.0,8.0,,3.0,3029 hickory lower,1-671-417-7863,814.0,Boise,MARYLOU,Manitoba,Q,typ548,O
Great Atlantic & Pacific Tea,U,372888.0,CHESTERFIELD,United States of America,,1641257.0,S7d 1m7,10.0,2.0,84.0,,2.0,1238 westwick west,1-162-283-6673,,Huntsville,joya,FL,G,CHE549,O
SLM,U,340144.0,Beavis,Canada,m,2100680.0,79928,2.0,1.0,55.0,,5.0,4435 tahoe south,1-784-304-4388,521.0,Bismarck,poh-soon,NH,,Bea550,O
BearingPoint,U,90461.0,TAKI,United States of America,F,2933699.0,83404,,4.0,37.0,APT. 646,3.0,13175 halifax lower,1-019-479-1325,339.0,Milwaukee,Ag,WA,,TAK551,
Kansas City Southern,S,14053.0,leenher,United States of America,,3118613.0,V5a 1o4,10.0,3.0,37.0,,4.0,12807 mccardell upper,1-844-746-1067,642.0,San Francisco,Ag,CT,,lee552,O
Schering-Plough,S,259822.0,Rastelli,United States of America,F,507288.0,90776,0.0,4.0,65.0,,3.0,23539 LA CIENEGA DRIVE,1-102-108-4401,347.0,Savannah,SELINDA,NY,,Ras553,U
U.S. Bancorp,M,44865.0,Baldwin,United States of America,M,,v6e 1r3,8.0,4.0,53.0,,4.0,1503 STAR CRESCENT,1-205-973-1756,461.0,Sherbrooke,Takashi,NY,,Bal554,O
Arch Coal,M,49449.0,MAPES,United States of America,,1447642.0,93790,0.0,3.0,28.0,,3.0,1311 apollo north,1-264-639-0727,465.0,El Paso,Angela,WV,,MAP555,R
Burlington Coat Factory,U,355613.0,Hammond,United States of America,M,3810843.0,v6p 1u1,,2.0,63.0,,5.0,15613 PAINE LOWER,1-988-548-0547,419.0,Pembroke Pines,Trenna,TX,,Ham556,O
FedEx,S,59658.0,shackleford,United States of America,m,945156.0,92858,8.0,5.0,76.0,,2.0,19085 AMSTERDAM AVENUE,1-722-272-4914,752.0,Jackson,kary,ID,,sha557,O
Medco Health Solutions,S,34855.0,burdett,Canada,F,792813.0,98158,9.0,2.0,18.0,Apt. 955,,254 cartwright street,1-610-586-4684,548.0,Costa Mesa,Steve,NC,,bur558,O
,W,372830.0,SHAMSHIRI,United States of America,,459855.0,m5a 1u2,9.0,1.0,6.0,,4.0,22712 BEACH UPPER,1-012-449-0747,451.0,Mesa,JACINDA,MD,,SHA559,O
,M,336857.0,Venier,United States of America,,3616962.0,t5b 1o1,,1.0,84.0,,1.0,4953 williams boulevard,1-839-508-0901,481.0,San Jose,Tierney,British Columbia,,Ven560,O
Zimmer Holdings,M,472518.0,Everitt,United States of America,M,1843310.0,V6e 1s7,4.0,4.0,29.0,,5.0,11038 panther creek south,1-147-165-3646,759.0,Evansville,carolle,IA,X,Eve561,O
Urban Outfitters,S,405694.0,GLASZCZAK,United States of America,,3756835.0,E7n 1l3,7.0,3.0,21.0,,,14422 morning rue,1-630-305-9147,443.0,Henderson,Bcspatch,Quebec,,GLA562,O
AptarGroup,M,85791.0,Matsuzaka,United States of America,f,1612815.0,99759,4.0,1.0,90.0,,5.0,3542 blount boulevard,1-071-894-6279,529.0,Bellevue,Feng,MD,,Mat563,
Albemarle,M,,CONSTANTINESCU,Canada,m,2872238.0,95221,5.0,1.0,3.0,,4.0,6054 chestnut avenue,1-995-658-8433,434.0,Kansas City,Rhetta,AZ,,CON564,O
AGCO,U,442960.0,SCHICK,United States of America,,3541254.0,V6g 1w3,5.0,0.0,12.0,,5.0,22105 grandview park,1-114-481-6095,836.0,Garland,Jai,WV,G,SCH565,O
Energy Future Holdings,W,58898.0,Steffy,Canada,f,152437.0,35291,9.0,1.0,94.0,,4.0,10959 throckmorton east,1-162-938-2089,360.0,Boston,Anna-diana,Saskatchewan,,Ste566,O
Johnson Controls,M,97701.0,enet,Canada,M,934103.0,v6v 1p8,5.0,,81.0,Apt. 23,4.0,18464 ashbrook lane,1-667-787-7227,605.0,Burlington,Marieka,VA,A,ene567,O
Agilent Technologies,M,5.0,golia,United States of America,f,1448651.0,94417,6.0,0.0,70.0,,5.0,14624 halliswood south,1-650-795-9539,307.0,Charlottetown,ANGEL,MD,O,gol568,O
Leap Wireless International,U,57679.0,minetola,Canada,,1237484.0,V6o 1r3,2.0,0.0,36.0,,0.0,2756 BROOK MEADOW COURT,1-682-888-4469,531.0,Santa Clara,Prudi,RI,,min569,R
,U,142598.0,Toothman,United States of America,,2689466.0,77268,9.0,2.0,82.0,,3.0,291 sheriden street,,,Fargo,Hortense,MI,B,Too570,O
Assurant,U,177419.0,Kinrys,United States of America,,2475923.0,32227,,5.0,76.0,,3.0,10352 marathon drive,1-150-419-9838,731.0,Windsor,Gennie,ME,,Kin571,R
,S,160620.0,SCOTTI,United States of America,,2099647.0,77138,2.0,2.0,16.0,APT. 250,2.0,3063 howard lane,,572.0,Tulsa,Jaya,WV,,SCO572,R
CBS,M,64464.0,INTEG,Canada,M,3552832.0,22335,1.0,,69.0,,1.0,1612 WOODTIMBER COURT,1-528-492-1214,555.0,Fort Worth,TABINA,NH,,INT573,O
Pall,U,442460.0,Gaboury,Canada,,3468821.0,31206,6.0,3.0,40.0,,3.0,6044 SYCAMORE SCHOOL LANE,1-671-646-8226,305.0,Rapid City,Jenson,DC,,Gab574,O
National Life Group,D,285673.0,Kuniyasu,United States of America,m,3679758.0,70117,1.0,3.0,9.0,,4.0,11414 jay street,1-235-809-9318,304.0,Independence,KORRY,SD,D,Kun575,O
American Eagle Outfitters,U,439451.0,Grauer,United States of America,F,3049183.0,93761,7.0,2.0,2.0,,5.0,6492 hammond avenue,1-466-001-9662,444.0,Missoula,euphemia,PA,Y,Gra576,O
,S,43404.0,DARR,United States of America,m,2014126.0,M6t 1h9,2.0,2.0,23.0,,0.0,17111 sunset crescent,1-819-322-7863,791.0,Worcester,AHMET,MT,,DAR577,O
NuStar Energy,D,289432.0,Edmondson,United States of America,,961115.0,70139,0.0,1.0,29.0,Suite 405,1.0,20128 davie lane,1-205-296-6131,404.0,Cleveland,Nevsa,CA,Q,Edm578,O
Dollar General,M,321953.0,lafata,United States of America,F,,02108,2.0,0.0,1.0,,2.0,8420 ashley upper,1-241-523-3947,685.0,Pasadena,lauretta,NC,,laf579,R
Qwest Communications,U,155004.0,laitinen,United States of America,F,2737745.0,10230,,4.0,,,4.0,5835 bittercreek north,1-027-673-6141,343.0,Dawson City,Simona,IN,B,lai580,O
Bon-Ton Stores,M,86231.0,SALIM-YASUDA,Canada,,2964605.0,06133,1.0,2.0,58.0,,0.0,3024 basswood lane,1-277-583-4235,825.0,Hayward,Yehuda,IN,I,SAL581,O
NV Energy,M,168457.0,Sparksman,Canada,M,3750226.0,75184,8.0,2.0,14.0,,2.0,1726 clearwater drive,1-619-627-1128,539.0,Fort Collins,Thakor,IA,U,Spa582,O
Ashland,M,385314.0,INGLIS,United States of America,F,409120.0,28313,7.0,5.0,76.0,,,12782 LENWOOD SOUTH,1-786-797-5637,757.0,El Paso,SHELA,MD,,ING583,O
HCC Insurance Holdings,M,92764.0,RYDHAN,United States of America,M,2421341.0,23604,0.0,3.0,15.0,,1.0,7626 clint west,1-325-198-9893,573.0,Houston,Rayna,MN,,RYD584,
Olin,S,51638.0,kaufmann,United States of America,F,2670385.0,H2e 1z9,1.0,1.0,27.0,,1.0,22041 olmos way,1-755-995-1932,347.0,Fullerton,GUY,ND,,kau585,O
OM Group,M,447260.0,ROURKE,United States of America,F,3796266.0,s3a 1g5,7.0,0.0,,,4.0,588 knight lower,1-140-299-7292,509.0,Omaha,AUDRE,MT,,ROU586,R
Merrill Lynch,,13330.0,Ferrara,United States of America,M,1838022.0,88002,2.0,4.0,71.0,,4.0,19151 gibbes south,,598.0,Indianapolis,YC,British Columbia,,Fer587,O
Washington Post,S,393861.0,Laporte,United States of America,,1590036.0,70810,,5.0,8.0,,2.0,14389 weller upper,1-687-203-0414,402.0,San Antonio,Tabitha,Quebec,,Lap588,O
Molina Healthcare,S,259584.0,rojas,United States of America,f,1753725.0,c2a 4x8,6.0,5.0,30.0,,4.0,17687 DENTON LOWER,1-354-912-8380,,Colorado Springs,sandi,NM,Q,roj589,
URS,M,60207.0,Rey,Canada,M,1268467.0,74139,1.0,0.0,86.0,,1.0,11872 CRYSTAL HILLS PARK,1-589-647-7287,724.0,Alexandria,JACQUELYNN,WV,,Rey590,U
Wesco International,,94138.0,RYDHAN,United States of America,F,2211356.0,60627,3.0,1.0,,,2.0,15293 COMAL CRESCENT,1-626-636-9138,564.0,Montreal,Simonne,KS,,RYD591,O
Realogy,D,189145.0,PREVOST,Canada,,2405858.0,v6t 1t6,1.0,1.0,2.0,,1.0,2240 CLIFTON LOWER,1-355-229-9369,687.0,Tacoma,DANYA,WA,K,PRE592,O
Integrys Energy Group,M,333823.0,LOH,Canada,,3594760.0,99556,4.0,1.0,37.0,,4.0,885 CROSBY LANE,1-666-578-4413,769.0,Hayward,Petronia,IA,U,LOH593,O
Allstate,W,130829.0,horianopoulos,Canada,m,3999612.0,85220,5.0,5.0,96.0,Apt. 568,2.0,4842 LEON BOULEVARD,,631.0,Dayton,Hing-fai,MS,,hor594,U
Asbury Automotive Group,W,270387.0,Woll,United States of America,,1300026.0,V6k 1u9,6.0,2.0,53.0,,3.0,24012 braeswood lower,1-041-700-8943,542.0,Orange,Maryam,PA,M,Wol595,O
AmerisourceBergen,U,,Fretz,United States of America,,81839.0,95156,0.0,0.0,84.0,,1.0,13829 sandpoint park,1-698-867-6712,729.0,Arlington,Fernanda,Saskatchewan,F,Fre596,O
Pepco Holdings,M,332475.0,Jesty,United States of America,,3223103.0,B8a 1z2,9.0,4.0,1.0,apt. 650,2.0,12667 BRIGHTON ROAD,1-132-222-2767,705.0,Lowell,VINAY,WV,,Jes597,R
,M,21696.0,Marcus,Canada,m,2398170.0,v6s 1p6,9.0,3.0,,,2.0,16151 MICHAELS STREET,1-851-858-2068,494.0,Irvine,meridian,IA,,Mar598,O
AutoZone,S,190989.0,ORDWAY,Canada,,1633428.0,14618,7.0,4.0,47.0,,4.0,10479 queensbury avenue,1-032-740-1799,738.0,Pasadena,LYNDELL,New Brunswick,,ORD599,R
Kla-Tencor,M,292796.0,kurtz,United States of America,m,3095721.0,A2b 1v3,0.0,1.0,87.0,,1.0,15162 morton upper,1-806-243-3954,525.0,Lansing,GUINEVERE,British Columbia,W,kur600,O
National Oilwell Varco,W,262729.0,Berthelet,United States of America,,190658.0,91729,10.0,5.0,73.0,,,9575 whistler park,1-206-903-5021,836.0,Calgary,Betty-anne,AL,,Ber601,O
T. Rowe Price,M,272471.0,kastelberg,United States of America,,491246.0,70183,10.0,3.0,84.0,,5.0,8726 shiner lane,1-737-964-0514,304.0,Lowell,Kwok,Quebec,R,kas602,R
MPS Group,M,181819.0,freire,United States of America,,1365339.0,B1d 1x8,6.0,1.0,79.0,,5.0,9561 tartan north,1-846-424-3916,526.0,Santa Clara,Leendert,MS,Y,fre603,R
Kelly Services,M,152473.0,croom,United States of America,,1539981.0,V6p 1t8,8.0,3.0,0.0,,1.0,9863 BOLL BOULEVARD,1-040-888-9076,388.0,Dallas,HENK,TX,,cro604,O
Vectren,S,,ZWICKER,United States of America,M,402682.0,83728,8.0,5.0,95.0,,,15287 bingham west,1-052-394-0740,326.0,Burlington,Klarika,KY,K,ZWI605,O
Mylan,M,455408.0,wildman,Canada,,3448654.0,74147,0.0,2.0,94.0,,0.0,21584 mason court,1-596-802-8125,667.0,San Bernardino,hin-wai,NE,,wil606,R
Affiliated Computer Services,D,322044.0,Tarquinio,United States of America,m,2544553.0,x1g 1s3,1.0,5.0,44.0,,1.0,3124 congress park,1-865-096-5320,713.0,Topeka,Jenica,IL,,Tar607,O
OGE Energy,,295623.0,Shuman,United States of America,,1123566.0,S3a 1g8,2.0,5.0,75.0,,4.0,7658 winifred street,1-551-238-8521,480.0,Lowell,Fifi,TX,,Shu608,O
PepsiCo,M,160307.0,couture,Canada,m,1661058.0,38148,8.0,0.0,,,4.0,8536 annapolis avenue,1-828-300-6291,386.0,Rockford,marilin,KS,,cou609,U
,M,114617.0,VELASQUEZ,Canada,M,1170215.0,94495,10.0,4.0,36.0,,5.0,15306 pike park,1-375-911-3758,402.0,Norfolk,DENA,OH,,VEL610,O
Apple,W,356398.0,Goudreau,United States of America,,3260047.0,V6c 1q6,9.0,2.0,92.0,,,5441 ethridge lower,1-649-312-6593,623.0,Hialeah,kacy,CA,,Gou611,O
Southwest Gas,S,446000.0,jahromi,United States of America,M,1048069.0,95234,10.0,2.0,32.0,,2.0,3855 cantey drive,1-048-721-7771,712.0,New York,clair,KS,,jah612,O
Cognizant Technology Solutions,S,431503.0,Nasir,United States of America,,2808970.0,47708,9.0,5.0,20.0,,3.0,21122 wesleyan east,1-512-267-6586,509.0,Hialeah,Lurline,Nova Scotia,,Nas613,U
Owens & Minor,M,251222.0,jee,United States of America,f,3984043.0,48266,5.0,3.0,78.0,,3.0,17099 starling north,1-127-638-5108,315.0,Plano,Ree,MS,,jee614,R
Erie Insurance Group,M,472110.0,hermanns,Canada,,2350714.0,77104,6.0,0.0,43.0,,1.0,18338 bailey park,,403.0,Pasadena,Horacio,OH,,her615,O
Varian Medical Systems,M,397624.0,KAPADIA,United States of America,M,1366941.0,92627,7.0,3.0,97.0,,,11863 magnolia boulevard,,745.0,Tucson,KATHARINA,Prince Edward Island,,KAP616,O
Host Hotels & Resorts,,23389.0,Bucklin,United States of America,,404849.0,90226,,5.0,88.0,,0.0,22494 chimney rock avenue,1-162-772-9913,847.0,Garden Grove,Layla,Prince Edward Island,,Buc617,O
Advance Auto Parts,S,270757.0,SHEWCHENKO,United States of America,F,1792647.0,43234,9.0,3.0,30.0,,0.0,9086 ridgelea boulevard,1-852-101-8873,769.0,St. Johns,Rozelle,MS,V,SHE618,O
Puget Energy,S,439470.0,Lafrance,Canada,,2560690.0,46404,0.0,2.0,44.0,APT. 390,1.0,1863 KETCH NORTH,1-058-291-8670,504.0,Chula Vista,Dhansukh,AK,,Laf619,O
Western Digital,M,321967.0,MINKUS,United States of America,,2799617.0,90816,4.0,1.0,8.0,,5.0,3052 pearson south,1-266-265-8779,307.0,Warwick,Pardip,ME,C,MIN620,U
Alaska Air Group,D,233598.0,mainville,United States of America,m,3183858.0,70116,5.0,5.0,,,4.0,21572 rockhill rue,1-315-652-5167,,Ottawa,Wilmer,WA,F,mai621,O
Fannie Mae,,44740.0,Thurman,United States of America,f,1171732.0,32810,10.0,3.0,24.0,,1.0,11319 devonshire rue,1-187-553-9722,727.0,Mesquite,dorelle,Newfoundland,S,Thu622,U
Ferro,M,,baum,United States of America,,381430.0,14214,5.0,4.0,29.0,,4.0,22376 burton upper,1-327-209-3731,404.0,Saint John,Barbette,TN,,bau623,R
Boise,M,447424.0,Glaros,United States of America,,1802848.0,T5d 1q9,1.0,1.0,68.0,,5.0,21177 norfolk way,1-898-511-5471,820.0,Glendale,Ginnie,MA,R,Gla624,O
Southwest Gas,S,373416.0,FORSLUND,Canada,M,3547100.0,23290,8.0,3.0,17.0,,0.0,15594 oliver upper,1-417-864-8423,453.0,Worcester,ODELE,IA,,FOR625,O
