gncd,ddrssln1,nmbrcrs,wnrrntflg,gndr,lstnm,ncm,nmbrchldrn,mrtlstts,g,crdtrtng,mplr,nmbrcrdtcrds,ntwrth
DEI2403,2845 trafalgar east,4.0,O,m,DEININGER,88889.0,3.0,M,59.0,300.0,Convergys,5.0,273551.0
Mat2404,2583 CLOWER SOUTH,1.0,R,,Mathus,211042.0,,M,18.0,756.0,Amazon.com,10.0,3598989.0
VID2405,7455 clint rue,4.0,O,,VIDMER,418158.0,5.0,M,89.0,385.0,Graham Packaging,2.0,1838539.0
Vaj2406,19969 austin boulevard,5.0,O,,Vajentic,68534.0,0.0,M,59.0,403.0,NiSource,2.0,501581.0
AMB2407,5686 covecreek way,2.0,O,,AMBLER,29809.0,1.0,D,89.0,530.0,Diebold,0.0,691284.0
PAU2408,13056 BEATTY WAY,2.0,O,,PAULOVICS,100377.0,0.0,M,93.0,728.0,NuStar Energy,8.0,3803644.0
tel2409,12918 elle lee boulevard,3.0,O,,telesis,23274.0,2.0,M,59.0,425.0,Jacobs Engineering Group,9.0,435710.0
MER2410,3778 crossus rue,2.0,O,F,MERIWETHER,476378.0,5.0,S,,838.0,Great Plains Energy,4.0,3676718.0
Szu2411,17997 mcshann street,3.0,,M,Szuminski,126983.0,0.0,U,82.0,426.0,Xilinx,2.0,1661730.0
KLU2412,8579 kane avenue,4.0,O,e,KLUKE,492386.0,1.0,U,79.0,382.0,Newmont Mining,1.0,922490.0
Bou2413,6429 reeves lower,5.0,O,F,Boucouris,434764.0,5.0,M,67.0,470.0,Exterran Holdings,6.0,175260.0
Mar2414,19647 BONNIE BRAE DRIVE,3.0,O,m,Marinos,9201.0,2.0,W,38.0,643.0,Texas Instruments,9.0,333822.0
Lea2415,13222 GLEN LOCH ROAD,0.0,O,,Leavell,83346.0,3.0,S,73.0,336.0,,5.0,612598.0
Kaj2416,21404 sheriden south,5.0,O,F,Kajeejit,337612.0,3.0,M,40.0,430.0,Corning,4.0,1410167.0
Pil2417,7837 howell court,1.0,O,f,Pilip,14999.0,3.0,M,8.0,626.0,Perot Systems,0.0,3435054.0
Dan2418,9565 cappel road,3.0,R,f,Danko,390943.0,3.0,D,80.0,510.0,MEMC Electronic Materials,,3555231.0
Kor2419,7936 ALTAMESA LANE,1.0,O,,Kornitzer,268540.0,2.0,U,44.0,678.0,Sealed Air,2.0,1480405.0
ORO2420,2867 BUCKLINE WEST,5.0,O,M,OROL,118659.0,5.0,D,59.0,,Brown-Forman,6.0,1066895.0
nis2421,24450 marcus street,1.0,O,f,nishiguchi,,0.0,D,35.0,660.0,Pacific Life,2.0,3971086.0
ABO2422,19412 broad lower,3.0,O,,ABOU-EZZE,302201.0,1.0,S,9.0,308.0,,2.0,2940249.0
Flo2423,7046 mcgill crescent,5.0,O,F,Flook,74394.0,1.0,S,12.0,693.0,ConocoPhillips,1.0,2209963.0
Bin2424,12049 trail lake south,4.0,,,Binner,194980.0,2.0,U,26.0,433.0,Alaska Air Group,1.0,3294632.0
nai2425,15063 milbury park,1.0,O,m,nairn,,,D,20.0,445.0,USG,6.0,3057439.0
TOT2426,18909 hawkins way,5.0,O,M,TOTH,336229.0,0.0,U,13.0,738.0,Genworth Financial,5.0,3955763.0
RAB2427,9540 KINGSBRIDGE AVENUE,3.0,O,M,RABATICH,497579.0,1.0,M,87.0,621.0,Lubrizol,3.0,3877300.0
She2428,16652 AMES UPPER,0.0,O,m,Shennan,441192.0,5.0,S,97.0,411.0,Moog,4.0,96732.0
SHE2429,9849 harrington park,0.0,O,,SHEIKH,213201.0,5.0,,56.0,495.0,E*Trade Financial,7.0,239024.0
Tem2430,2998 inwood west,1.0,O,,Temple-downing,421941.0,5.0,U,50.0,833.0,Equity Residential,1.0,2943517.0
Spa2431,20657 westella way,5.0,R,,Sparks,294810.0,4.0,U,63.0,724.0,Chemtura,0.0,1814056.0
Den2432,13134 ANSLEY UPPER,2.0,O,,Deneen,358662.0,3.0,M,55.0,712.0,Great Plains Energy,2.0,539794.0
CAT2433,18993 RIVAS RUE,3.0,O,,CATANACH,338329.0,,M,46.0,447.0,AnnTaylor Stores,4.0,1110673.0
Rem2434,7828 cartwright park,0.0,O,f,Remrey,401451.0,5.0,U,85.0,560.0,American Financial Group,8.0,867403.0
INT2435,20870 charthouse lane,4.0,O,,INTEGRATION,358100.0,1.0,U,52.0,510.0,,7.0,3929518.0
kle2436,20826 BELLWOOD CRESCENT,4.0,O,,klebsch,25264.0,0.0,M,37.0,426.0,Apollo Group,3.0,1980437.0
MAT2437,19199 keene park,0.0,,M,MATSUSHITA,84912.0,4.0,M,94.0,380.0,NCR,7.0,2245529.0
Mac2438,16235 wolcrest road,5.0,U,,Macmillan,76255.0,0.0,U,2.0,829.0,Newmont Mining,6.0,3232054.0
Str2439,17334 LAVENDER STREET,1.0,R,,Strauss,2520.0,0.0,M,80.0,756.0,Hexion Specialty Chemicals,3.0,1104508.0
GUL2440,12985 camp bowie south,1.0,,M,GULKO,9593.0,,M,39.0,844.0,Sunrise Senior Living,0.0,770915.0
nug2441,19744 taylor crest street,3.0,O,M,nugent,241573.0,5.0,D,83.0,343.0,New Jersey Resources,4.0,3905168.0
BOS2442,3504 regency avenue,4.0,O,m,BOSWORTH,126785.0,1.0,U,96.0,722.0,Symantec,5.0,
Tho2443,24996 robbins east,3.0,U,M,Thornburg,205466.0,2.0,S,17.0,748.0,General Dynamics,3.0,2516706.0
Bou2444,15883 baltic south,0.0,R,m,Boutilier,468873.0,2.0,M,94.0,695.0,PetSmart,5.0,3160249.0
Jac2445,21414 pasadena road,0.0,O,F,Jacobson,258482.0,3.0,,33.0,745.0,Penske Automotive Group,5.0,2510352.0
cze2446,3549 ANSLEY WEST,,O,M,czeban,7356.0,1.0,M,,847.0,Centex,4.0,36525.0
Ger2447,14422 morning rue,3.0,O,,Gerth,104883.0,1.0,D,65.0,381.0,Nicor,5.0,3461749.0
tot2448,17676 rusk street,4.0,O,,toth,254897.0,5.0,U,29.0,619.0,Bed Bath & Beyond,4.0,2301563.0
Die2449,24890 LAKE DRIVE,4.0,O,,Diep,155066.0,0.0,M,86.0,776.0,Fannie Mae,5.0,470186.0
Al 2450,232 LYLE PARK,1.0,O,,Al bud,274050.0,2.0,S,77.0,676.0,Exelon,5.0,2484226.0
De 2451,18675 CALHOUN LANE,4.0,O,,De coursey,296397.0,1.0,M,69.0,486.0,Peter Kiewit Sons',6.0,1175022.0
Dow2452,6464 bonnie brae street,1.0,R,,Downs,410542.0,0.0,M,95.0,653.0,PG&E Corp.,8.0,544166.0
Hol2453,24178 turtle creek street,3.0,O,,Hollenbeck,359562.0,0.0,S,49.0,832.0,Alliance Data Systems,8.0,
D'i2454,12009 pharr south,1.0,R,f,D'ippolito,277112.0,2.0,U,36.0,836.0,Agilent Technologies,1.0,508955.0
OFC2455,20109 alexis lane,4.0,O,,OFCPARM,330077.0,2.0,S,45.0,360.0,Eastman Kodak,6.0,1076885.0
Rfa2456,19435 montfort road,5.0,O,,Rfa,173452.0,3.0,M,41.0,,Unitrin,8.0,109839.0
cod2457,10448 DAIRY ASHFORD COURT,0.0,O,,codrington,204918.0,0.0,W,12.0,365.0,Itron,9.0,3742925.0
SET2458,18966 BELT LINE UPPER,4.0,U,,SETTERFIELD,433610.0,0.0,S,68.0,496.0,Consolidated Edison,0.0,2279424.0
rid2459,11640 baltic upper,5.0,O,,ridgway,462885.0,0.0,M,44.0,553.0,Northeast Utilities,9.0,2135093.0
Gol2460,16550 9th boulevard,3.0,,F,Goldner,170107.0,2.0,U,67.0,831.0,Pacific Life,7.0,3940943.0
ROT2461,15916 royalton street,5.0,O,f,ROTONDO,408859.0,4.0,U,21.0,494.0,New York Times,7.0,2419844.0
KAW2462,2590 crestmere park,4.0,R,F,KAWAMURA,346683.0,1.0,U,31.0,560.0,LKQ,5.0,26959.0
BAR2463,18304 furth north,,O,,BARAGAR,233226.0,0.0,D,78.0,434.0,Precision Castparts,1.0,2785186.0
Des2464,5822 edwin boulevard,1.0,O,F,Desautels,22913.0,3.0,M,97.0,474.0,Western Union,1.0,999562.0
Gil2465,6492 adams east,5.0,O,,Gilliard,69632.0,5.0,W,81.0,396.0,Dick's Sporting Goods,5.0,313806.0
hei2466,6963 EMMONDS DRIVE,2.0,O,M,heinonen,86909.0,5.0,S,64.0,557.0,Collective Brands,3.0,1517573.0
Mca2467,10411 apple tree lane,5.0,R,,Mcalister,136524.0,3.0,U,33.0,536.0,OGE Energy,0.0,2139474.0
KEL2468,19336 boll drive,1.0,R,,KELLUM,94940.0,1.0,M,22.0,748.0,Phoenix,0.0,512766.0
Mcn2469,13971 MILBURY COURT,5.0,,F,Mcnamara,456063.0,4.0,M,61.0,558.0,Exxon Mobil,8.0,3027159.0
BOS2470,1464 green ash avenue,2.0,R,,BOSILJEVAC,210135.0,5.0,M,12.0,585.0,,4.0,1016557.0
THE2471,6396 woodall north,3.0,U,,THELOOSEN,478948.0,3.0,M,74.0,671.0,Acuity Brands,0.0,2556760.0
tag2472,18630 ATLANTIC ROAD,5.0,U,F,taggart,240372.0,4.0,M,58.0,810.0,Xilinx,7.0,3942439.0
gay2473,1037 bonneville lane,3.0,O,M,gaylor,300694.0,3.0,U,47.0,454.0,Cracker Barrel Old Country,2.0,1758840.0
mcb2474,12566 MISTY UPPER,3.0,O,,mcbryan,,0.0,S,90.0,307.0,Fleetwood Enterprises,9.0,2135551.0
Svm2475,9907 upton south,5.0,O,,Svm-bnrmtva,329533.0,5.0,D,77.0,436.0,Enterprise GP Holdings,7.0,863411.0
Kam2476,22959 charlestown rue,4.0,U,,Kamiyama,319929.0,0.0,D,4.0,707.0,,2.0,3770262.0
mci2477,16655 ventura north,2.0,R,f,mcinnis,429532.0,4.0,U,6.0,,International Assets Holding,0.0,2885731.0
Lab2478,12292 flynn park,2.0,O,,Labonte,435289.0,0.0,D,22.0,738.0,KeyCorp,1.0,798971.0
nix2479,4482 eden avenue,5.0,R,,nix,89570.0,,U,96.0,313.0,Jones Apparel Group,1.0,2286073.0
Ebe2480,14717 rutledge lower,,O,,Eberle,498145.0,3.0,M,100.0,688.0,Helmerich & Payne,5.0,732759.0
UNK2481,10014 MERCER LOWER,3.0,O,,UNKEFER,283529.0,0.0,D,33.0,690.0,Celgene,9.0,3537992.0
SEN2482,7255 berry way,,R,F,SENYSHYN,125571.0,4.0,S,96.0,677.0,Monsanto,7.0,3034411.0
MCK2483,16557 howser rue,3.0,O,M,MCKENZIE,480675.0,0.0,M,73.0,547.0,New York Life Insurance,3.0,2349487.0
Ant2484,12566 misty upper,2.0,O,,Anthony,384603.0,1.0,U,78.0,440.0,Valmont Industries,8.0,1494499.0
lei2485,3574 pemberton west,2.0,O,,leiwe,335401.0,2.0,M,5.0,386.0,Exide Technologies,8.0,2638849.0
gue2486,703 COMMERCE PARK,3.0,O,F,guerette,,,W,23.0,569.0,Nordstrom,7.0,2571524.0
TIP2487,16480 cliffbrook upper,5.0,O,,TIPPETT,436833.0,4.0,S,49.0,822.0,,9.0,766990.0
GAZ2488,20497 echo upper,,R,,GAZIER,343734.0,2.0,M,89.0,607.0,Whole Foods Market,4.0,3631273.0
nha2489,23361 stonehill way,0.0,O,f,nhan,,5.0,S,24.0,458.0,Capital One Financial,2.0,155862.0
CLA2490,1378 clara street,2.0,O,,CLAYBROOK,417750.0,1.0,S,83.0,474.0,Sonoco Products,1.0,3906905.0
Cas2491,4862 martin court,2.0,O,f,Cassese,260636.0,1.0,M,,504.0,Albemarle,,3300230.0
Lan2492,15729 fondren street,2.0,O,,Langton,9364.0,1.0,M,99.0,770.0,GMAC,4.0,2908662.0
Mcs2493,19512 storeywood drive,,O,,Mcsorley,418148.0,4.0,M,65.0,799.0,American International Group,10.0,1267471.0
Bam2494,19983 5th court,2.0,,,Bamfo,246279.0,5.0,M,72.0,606.0,CSX,6.0,2257628.0
DEF2495,24717 midland lane,2.0,,,DEFRANCHI,405465.0,3.0,M,69.0,376.0,H.J. Heinz,6.0,1764724.0
she2496,6429 reeves lower,5.0,O,,sheu,234120.0,,M,58.0,701.0,AmeriCredit,,2428075.0
Gui2497,5088 overbrook way,3.0,R,,Guisler,124690.0,1.0,M,12.0,506.0,,1.0,2922167.0
OVE2498,15447 SENECA RUE,0.0,O,,OVERBY,93065.0,4.0,D,63.0,665.0,Steel Dynamics,,3634912.0
KER2499,6963 emmonds drive,2.0,U,,KERNAHAN,332993.0,4.0,M,5.0,827.0,Ingram Micro,8.0,2489107.0
cas2500,20813 lamar park,2.0,O,M,castronova,40821.0,0.0,S,26.0,801.0,Alexander & Baldwin,1.0,327215.0
BEL2501,11538 KIMBERLEY BOULEVARD,3.0,O,,BELZILE,160582.0,1.0,M,62.0,505.0,Greif,0.0,3735120.0
MET2502,2203 VALITA BOULEVARD,3.0,R,,METCALF,82733.0,0.0,W,1.0,608.0,AmeriCredit,1.0,305477.0
El-2503,7266 CHERRY UPPER,5.0,O,,El-am,232582.0,3.0,U,72.0,488.0,Service Enterprise Group,8.0,141550.0
Kon2504,6558 SAXON NORTH,3.0,O,,Kong,321511.0,3.0,S,0.0,575.0,Key Energy Services,1.0,3856814.0
BYD2505,4633 PALM EAST,5.0,O,m,BYDELEY,284346.0,0.0,D,99.0,589.0,Hershey,3.0,1116367.0
de 2506,17032 cantrell south,1.0,O,,de buda,470689.0,,S,100.0,512.0,American Greetings,10.0,2410072.0
Rev2507,719 BUCKLINE LANE,5.0,,F,Reva,419773.0,0.0,,30.0,827.0,AK Steel Holding,1.0,
Lof2508,5503 raymond park,3.0,O,M,Loftis,208587.0,5.0,W,89.0,518.0,Holly,7.0,3795613.0
Gla2509,5731 cadiz lower,0.0,,F,Glast,412457.0,2.0,M,60.0,509.0,Sonic Automotive,7.0,1586606.0
Sto2510,11622 josey south,1.0,O,f,Stocks,459516.0,0.0,M,100.0,508.0,Nucor,2.0,1863177.0
DES2511,8442 deerwood avenue,1.0,O,,DESAUTELS,213356.0,5.0,D,46.0,780.0,Oracle,4.0,1732635.0
Ove2512,21985 oakhurst court,4.0,U,,Overby,337728.0,1.0,M,60.0,506.0,Coventry Health Care,5.0,
cle2513,14808 HUDSON RUE,0.0,U,,cleere,206576.0,2.0,M,17.0,408.0,,1.0,2265395.0
kes2514,9063 magnolia street,2.0,O,m,kessel,178385.0,4.0,M,73.0,801.0,Lowe's,10.0,2934652.0
rab2515,20900 marchmont west,0.0,O,,rabon,,1.0,S,41.0,847.0,Group 1 Automotive,1.0,2594448.0
Lia2516,9400 juniper west,,O,f,Liang,356233.0,1.0,M,86.0,786.0,HCA,6.0,3268391.0
Kal2517,22360 princeton upper,5.0,O,f,Kaluzny,201662.0,4.0,M,43.0,619.0,SunGard Data Systems,0.0,2769654.0
SAV2518,20774 tartan west,2.0,O,,SAVARIMUTHU,224196.0,3.0,M,96.0,392.0,Systemax,10.0,1611675.0
Del2519,19940 gold crest park,3.0,U,f,Delahay,8740.0,2.0,U,96.0,412.0,Constellation Energy,6.0,1551989.0
Soj2520,24383 coventry north,2.0,O,m,Sojkowski,76390.0,1.0,U,83.0,798.0,Arch Coal,1.0,1850457.0
BER2521,23128 roswell crescent,4.0,O,,BERTINI,460702.0,2.0,S,23.0,634.0,Martin Marietta Materials,0.0,3180809.0
BEL2522,21629 royalton way,4.0,O,f,BELCOURT,,5.0,W,6.0,489.0,DirecTV Group,3.0,3237160.0
Fav2523,20827 clint way,3.0,R,F,Favreau,149916.0,,M,28.0,680.0,Thrivent Financial,1.0,3488451.0
gib2524,14568 fernando south,1.0,O,f,gibbs,441377.0,1.0,U,12.0,795.0,Duke Energy,3.0,3315131.0
csr2525,12756 weyland south,,O,F,csr,469257.0,3.0,U,61.0,739.0,Pioneer Natural Resources,1.0,743360.0
Boa2526,15379 selma road,5.0,O,M,Boase,60938.0,4.0,S,35.0,334.0,Walt Disney,2.0,1450566.0
HOM2527,6768 fondren lower,1.0,O,f,HOMAYOON,105989.0,2.0,D,25.0,433.0,Texas Instruments,3.0,1131254.0
mat2528,10856 summer street,2.0,R,j,mathews,50817.0,1.0,M,11.0,565.0,,5.0,833483.0
mal2529,2047 brown west,1.0,O,f,malcolm,443988.0,0.0,W,60.0,313.0,Cabela's,5.0,1423551.0
Opl2530,19202 ansley park,2.0,O,M,Oplinger,354075.0,0.0,M,35.0,329.0,Alliant Techsystems,4.0,
Tim2531,4068 beauregard drive,4.0,O,,Timleck,2962.0,1.0,,85.0,591.0,Thrivent Financial,4.0,1731195.0
WIN2532,11100 morningside west,3.0,O,F,WINICKI,36947.0,5.0,M,68.0,780.0,UAL,9.0,2454316.0
EAL2533,15686 oliver street,5.0,R,,EALES,389051.0,0.0,M,89.0,674.0,Spectra Energy,9.0,3161570.0
Pit2534,23851 gold rue,4.0,O,,Pitre,,5.0,S,41.0,434.0,Crane,5.0,3476350.0
ODA2535,3788 holmes rue,1.0,,,ODAC,148019.0,1.0,U,7.0,502.0,CenterPoint Energy,6.0,227110.0
Gro2536,210 charthouse south,1.0,O,,Groves,187890.0,1.0,M,85.0,310.0,Tesoro,7.0,2073555.0
dou2537,1722 mosshead drive,3.0,O,F,douet,170094.0,3.0,M,30.0,599.0,Lockheed Martin,9.0,1084778.0
Cor2538,14329 rio grande lower,0.0,O,m,Coriaty,339324.0,,S,71.0,776.0,Beacon Roofing Supply,,2679183.0
Don2539,5965 DAWNVIEW ROAD,5.0,U,,Donleycott,6027.0,5.0,M,76.0,664.0,Lam Research,6.0,3196486.0
Bru2540,6580 BINGHAM AVENUE,4.0,O,m,Bruno,315949.0,2.0,U,6.0,484.0,Oil States International,8.0,
Spi2541,7596 marchmont avenue,5.0,O,f,Spisak,339950.0,1.0,S,,,Owens-Illinois,9.0,3367952.0
Cho2542,23592 ardmore rue,2.0,O,,Choo-kang,214595.0,5.0,W,81.0,647.0,Principal Financial,4.0,3988768.0
Fou2543,18688 BEATTY BOULEVARD,4.0,O,,Fouke,85902.0,4.0,M,17.0,657.0,United Services Automobile,6.0,619627.0
Mar2544,17886 st. phillip upper,4.0,O,,Marttinen,479979.0,0.0,U,29.0,720.0,Pilgrim's Pride,4.0,294902.0
Tog2545,8116 martin upper,5.0,O,,Tognoni,296791.0,5.0,D,20.0,809.0,Prudential Financial,9.0,1351126.0
Abi2546,17026 durand north,5.0,O,,Abi-aad,421265.0,5.0,M,66.0,850.0,BJ Services,1.0,2913033.0
pig2547,17073 rust north,5.0,,M,piggott,404755.0,2.0,S,48.0,375.0,HSN,1.0,
Piy2548,10938 main lane,4.0,O,M,Piyasena,363331.0,4.0,M,48.0,564.0,VWR Funding,4.0,1593121.0
Pel2549,19876 conier upper,5.0,U,,Peleato,65695.0,5.0,M,10.0,582.0,ArvinMeritor,7.0,1046997.0
Had2550,14243 river place road,3.0,O,F,Hadley,176926.0,4.0,,64.0,376.0,Flowserve,8.0,1090026.0
DAW2551,19518 sheriden upper,4.0,O,,DAWSON,138136.0,0.0,M,93.0,843.0,American Eagle Outfitters,5.0,951099.0
FAI2552,4833 baltic boulevard,0.0,O,,FAIRLIE,,5.0,M,20.0,809.0,,3.0,1503741.0
tri2553,16181 foster park,0.0,U,,trisic,434217.0,4.0,M,5.0,699.0,United Technologies,9.0,3335946.0
RAM2554,7042 ottley park,5.0,O,,RAMSAYER,65910.0,3.0,M,88.0,355.0,Family Dollar Stores,0.0,204564.0
pat2555,1104 century road,2.0,U,,paterson,124057.0,2.0,,22.0,315.0,AmeriCredit,2.0,3363186.0
QUI2556,24400 SYCAMORE SCHOOL BOULEVARD,1.0,O,F,QUILTY,323372.0,1.0,U,54.0,,Enterprise GP Holdings,5.0,80004.0
Koh2557,9815 withers lane,5.0,O,,Kohnhorst,140747.0,4.0,M,22.0,,Applied Materials,1.0,727999.0
Pue2558,15520 ledgestone upper,2.0,R,,Puent,,1.0,M,79.0,574.0,,9.0,208029.0
DRO2559,2164 palm road,0.0,O,F,DROLET,26190.0,5.0,W,88.0,737.0,Laclede Group,5.0,2750505.0
Akk2560,13741 durand street,2.0,O,,Akkermans,211812.0,1.0,S,14.0,823.0,,0.0,2105378.0
Cud2561,23181 CANTEY COURT,0.0,O,M,Cuddihy,491034.0,1.0,M,94.0,571.0,Aleris International,4.0,574595.0
Wol2562,2989 madison north,4.0,U,,Wolfman,58204.0,2.0,U,59.0,466.0,Erie Insurance Group,7.0,1660243.0
Ser2563,24795 CLOVER COURT,5.0,O,,Serbin,92676.0,3.0,U,19.0,738.0,Expeditors International,9.0,1499364.0
Deg2564,24368 rutgers way,5.0,O,M,Degan,135240.0,3.0,U,66.0,460.0,KBR,5.0,3704446.0
Fre2565,17976 jack avenue,5.0,O,,Frey,292583.0,2.0,U,36.0,781.0,Marathon Oil,8.0,2337575.0
Kir2566,4144 LAKE PARK LANE,4.0,O,,Kirkby,285149.0,1.0,W,4.0,408.0,RBS Global,9.0,107221.0
LAT2567,5656 upton west,0.0,R,,LATORRE,,5.0,U,22.0,586.0,Eli Lilly,0.0,3827727.0
cob2568,6488 AVALON NORTH,2.0,R,F,cobaugh,161828.0,1.0,M,69.0,607.0,VF,9.0,1540650.0
plo2569,9109 western way,1.0,O,F,plouffe,308038.0,5.0,S,95.0,322.0,Rowan Cos.,0.0,2635531.0
STA2570,8680 BAGBY COURT,0.0,R,,STARSDPS,276572.0,0.0,M,11.0,,Thrivent Financial,3.0,3642330.0
pal2571,6517 FRAILING WEST,5.0,O,,paliwal,379621.0,1.0,M,6.0,790.0,Family Dollar Stores,10.0,608896.0
Woo2572,19334 STRATMORE LANE,4.0,R,F,Wooster,69893.0,4.0,M,61.0,500.0,Andersons,9.0,1437234.0
De 2573,18175 walnut east,,O,F,De wiele,419209.0,2.0,S,96.0,445.0,Rent A Center,0.0,1337965.0
Epp2574,11167 WOLFE WAY,5.0,O,,Eppenstiner,344598.0,0.0,U,59.0,408.0,,8.0,1092846.0
LIC2575,24743 hope drive,1.0,O,M,LICANDRO,37819.0,0.0,M,73.0,805.0,Henry Schein,10.0,1377455.0
hes2576,10905 apollo west,0.0,O,F,hesk,97688.0,4.0,M,9.0,526.0,Hospira,9.0,1501897.0
pha2577,24740 kingsbridge south,0.0,,,phagan,234104.0,2.0,M,78.0,766.0,Regions Financial,4.0,1920413.0
Fit2578,17481 spectrum avenue,4.0,R,,Fitzgerald,176880.0,,W,39.0,436.0,Nalco Holding,6.0,3378585.0
PRA2579,9552 roosevelt court,1.0,U,F,PRANG,429694.0,0.0,M,35.0,491.0,Ryder System,9.0,699399.0
JAM2580,20623 hickory street,2.0,O,f,JAMNEJAD,,5.0,U,16.0,604.0,Cabela's,0.0,211289.0
cel2581,6802 ames street,2.0,U,m,cellucci,293547.0,5.0,M,57.0,,American National Insurance,5.0,1572695.0
STE2582,2088 red willow way,1.0,O,,STEPP,8477.0,5.0,S,13.0,,Oceaneering International,,1840869.0
Ott2583,15898 APPLEWOOD ROAD,1.0,O,,Ottowa,407643.0,2.0,M,94.0,816.0,Textron,,3500574.0
HOW2584,14563 KINLAND CRESCENT,0.0,O,,HOWSE,,2.0,M,61.0,393.0,Con-way,1.0,964379.0
Bro2585,6456 ashford hollow south,1.0,O,,Brodfuehrer,274472.0,4.0,S,4.0,728.0,Google,1.0,1302029.0
Bur2586,20441 PINTO PARK,5.0,O,,Burleigh,457884.0,4.0,U,10.0,561.0,Complete Production Services,0.0,
Tha2587,19443 payne boulevard,3.0,O,,Thacker,453721.0,5.0,U,26.0,560.0,Dole Food,7.0,866510.0
MCC2588,17962 COLUMBUS EAST,1.0,R,,MCCLENDON,275778.0,4.0,M,57.0,499.0,Capital One Financial,0.0,1215692.0
dan2589,19492 LYONS COURT,5.0,O,,daneshzadeh,448783.0,1.0,U,74.0,785.0,NuStar Energy,0.0,113766.0
Mat2590,19282 holly upper,5.0,R,m,Mathieu,491940.0,4.0,,84.0,402.0,Robert Half International,1.0,2177765.0
Gay2591,4156 broadway west,1.0,,,Gayman,264847.0,2.0,W,48.0,662.0,Southwestern Energy,2.0,1561349.0
Kog2592,10789 winifred lane,1.0,O,f,Kogan,,5.0,,0.0,637.0,Molson Coors Brewing,3.0,658644.0
Dys2593,8752 forest park east,0.0,U,m,Dysart,75114.0,4.0,U,92.0,617.0,Patterson,4.0,2612131.0
Ben2594,6490 MARCHMONT SOUTH,0.0,O,M,Bennison,65833.0,5.0,S,77.0,675.0,,8.0,3349586.0
bye2595,10381 voss rue,4.0,O,m,byer,91262.0,,U,75.0,784.0,Vornado Realty Trust,0.0,1217563.0
BAR2596,4522 BROWN AVENUE,0.0,O,,BARRACLOUGH,117473.0,3.0,S,58.0,349.0,Belk,4.0,883061.0
SAL2597,2378 gaines court,4.0,O,M,SALLADAY,304577.0,2.0,M,5.0,603.0,U.S. Bancorp,,850602.0
Bas2598,18907 wagner street,0.0,,,Bassignana,495603.0,4.0,D,97.0,402.0,Starbucks,0.0,3911245.0
STO2599,20060 FLORENCE DRIVE,1.0,U,f,STONER,376767.0,1.0,M,60.0,506.0,Rockwood Holdings,7.0,244871.0
Sal2600,7828 cartwright park,1.0,R,M,Salada,466649.0,0.0,U,56.0,328.0,,6.0,
Kla2601,22506 shelter drive,4.0,U,,Klasky,200175.0,5.0,M,74.0,749.0,Costco Wholesale,6.0,380616.0
san2602,575 lander court,3.0,U,,santos,137606.0,4.0,S,6.0,658.0,Kansas City Southern,1.0,2217225.0
enc2603,21119 vickery west,2.0,U,,encomenderos,454506.0,3.0,M,99.0,623.0,WABCO Holdings,2.0,1549157.0
bro2604,10232 oak hill west,3.0,O,m,brosselard,81291.0,,M,25.0,708.0,Portland General Electric,9.0,2632065.0
NET2605,10905 apollo west,4.0,R,,NETDEV,438189.0,,M,55.0,360.0,Shaw Group,0.0,2092276.0
BRI2606,19478 KINLAND LANE,,O,,BRINKMAN,497456.0,2.0,M,47.0,736.0,Rite Aid,10.0,3483635.0
hag2607,18570 woodtimber way,0.0,O,,hager,106953.0,4.0,S,88.0,832.0,Abbott Laboratories,0.0,193836.0
cin2608,947 mcshann avenue,,,M,cinq-mars,39767.0,4.0,S,45.0,368.0,Scana,4.0,1036364.0
NIS2609,11631 USTER SOUTH,2.0,R,f,NISBET,37849.0,1.0,M,6.0,427.0,Polaris Industries,7.0,312761.0
ste2610,18234 fir street,5.0,R,M,steeves,123938.0,5.0,S,65.0,546.0,Phillips-Van Heusen,5.0,3748598.0
Cso2611,8101 clifton drive,0.0,U,,Csop,301799.0,1.0,M,87.0,765.0,,9.0,3713350.0
Sti2612,18013 tiffany way,3.0,O,,Stillwell,305505.0,3.0,M,12.0,481.0,Rockwood Holdings,4.0,394303.0
plo2613,2928 POTOMAC UPPER,5.0,,M,plouffe,1925.0,2.0,M,48.0,527.0,Eli Lilly,3.0,2958841.0
jea2614,21620 snead avenue,2.0,O,m,jeavons,213841.0,1.0,S,79.0,734.0,Tyson Foods,4.0,3806494.0
man2615,5350 glen loch boulevard,4.0,O,m,manolios,419646.0,5.0,D,,537.0,Nvidia,7.0,70687.0
zar2616,7160 cannas avenue,5.0,R,,zaretsky,311129.0,2.0,M,72.0,626.0,AFLAC,5.0,1558633.0
sue2617,2579 creekbend way,,R,,suer,476684.0,0.0,U,5.0,734.0,NV Energy,4.0,3641585.0
MOS2618,23607 idlewild way,1.0,R,,MOSEBY,480975.0,4.0,S,19.0,426.0,Molina Healthcare,2.0,154612.0
ACT2619,4139 PACE LOWER,1.0,U,,ACTON,266476.0,2.0,U,100.0,789.0,JetBlue Airways,10.0,1261571.0
tan2620,2453 BAKER WAY,5.0,U,F,tanchak,176933.0,2.0,S,53.0,362.0,Molina Healthcare,2.0,1963347.0
Fle2621,21292 HILDEBRAND WEST,5.0,O,,Fleishman,283885.0,,M,38.0,599.0,Kla-Tencor,1.0,
