Ag,LaNa,Sta,Pho,MidInit,AdLi2,Inc,NumCa,C,AdL1,Coun,PoC,NumCrCar,FirNa,MariSt,Em,Gen,NeWor,OOReF,NuChi,CreRa,AgeID
76.0,ybfbzsmuxwwmbuutk,WA,1-865-765-9738,p,TSOJVMMKXUERZWITQTYIAFSXFKOEBVAXIT,471765.0,1.0,Brownsville,qfrurnedupzxgqvwmmzpkxwtnugglcetlkegklljkiiyqqmpvxplzzrrbmrbeftpwrxbeifbqukftsf,United States of America,Dpcdojllw,5.0,Kmdxshmxgvefoo,M,Zale,,3325505.0,O,5.0,630.0,ybf7926
92.0,Kfsmuipdwwslwoqldxfuksjcnt,TX,1-015-167-0461,,yukcnvpipinyxmhekregypjwnwkccccwihlhayf,338586.0,,West Covina,RFKSEHIHUOERISQUFWVHHVKLIKIFOUXFHPTGIQS,Canada,Xpfqujvj,7.0,Nukqkieftaayxnlshyyziybhggs,M,NV Energy,F,230971.0,O,4.0,628.0,Kfs7927
67.0,zgggpphbzlvx,Quebec,1-686-872-7968,B,Ikadovganezpeqmoxjjnfnqkd,380309.0,5.0,Newark,RPXDQECHMXYZYTXMBWSGRAIKQHWFFBBEBCNLLAZZERMOJWVBJWOFAJEWHFRDZOIZQSDSVL,United States of America,mwmnam,5.0,Kbjceoc,M,Legg Mason,m,3026062.0,R,1.0,,zgg7928
36.0,OBAGLYRST,CT,1-359-001-5834,K,Iavjbxljkhbpbwsjstmllr,487268.0,0.0,Saint John,Epcknhojtbupkyqudpkuibzogogdkfwtxnnrvajetgmlwkfzagomzikrstrriilafktslzqwcswlstzv,,DBDJJZ,3.0,ulosotjjbjg,D,,,3566330.0,O,2.0,825.0,OBA7929
4.0,RBLKNILGLRJQIJTWGZPUZNB,IL,1-872-067-9058,I,BQIPORMPXISARALRBJWOIVR,,5.0,Fontana,,United States of America,iyajtvppqia,4.0,Zlspb,M,CA,,536247.0,R,2.0,473.0,RBL7930
19.0,SOBAHVHMCMQBJFVWRE,FL,1-636-527-6965,P,Qdrtxkhbjwosnhefukagwhetnxltzh,383251.0,0.0,Chesapeake,VYQOEA,United States of America,tvmliuaepiew,10.0,LGLXZWYJCBDBHQHZPRSBH,W,IAC/InterActiveCorp,,1337448.0,U,5.0,675.0,SOB7931
89.0,Hhtvg,GA,1-121-752-0498,,ludvxamkroxchqycjldlrlxcjxrpntthxwaqwaoolgdxfznagpwpczoeouab,471714.0,1.0,Allentown,CYEBWLQFTPIROZRFYQGYYIMJDJRHLJEO,United States of America,,9.0,vzafkskfmyxvyannuhzjhwhzkq,U,MasterCard,,523749.0,R,5.0,318.0,Hht7932
91.0,Cjgmk,Manitoba,1-419-724-9641,,vwarncoxumqivahv,373866.0,5.0,Riverside,hnmekqkjkckwipnptortenzvbbthrsn,United States of America,Dsrgdaiaxp,1.0,dpiruwvmljjxhqzmauunfvocbksjza,M,Guess,,2688676.0,R,4.0,506.0,Cjg7933
7.0,Zpvjcvyogaqpidqhxuxwknrxya,NC,1-127-364-0489,,OXDCQRMW,5853.0,1.0,Omaha,uutnqpqvjjwjhabwhezazaxisddegsktuig,United States of America,Nurqjpdrjs,9.0,Bgchecnwsjdwwsjfb,S,Zimmer Holdings,,2808658.0,R,5.0,619.0,Zpv7934
,WEVJFVZSRNGZBLJSIIQBXLZQZNDKK,New Brunswick,1-999-797-0401,u,Vzzpdwiukinqngiwqrdvfkloenypixhinabaljfggxhrrqgqhhmaz,159711.0,5.0,Tucson,Cdnkkxyxrfkryiuiuxsqcupswtauqcqksyuskmswndrguobmoncgysmkkowmaecelfroxncnvujqvm,United States of America,qlnnsh,7.0,Ghxdfopjjqwvsuiuwyqaauitsuola,S,Scotts Miracle-Gro,,2758259.0,O,3.0,614.0,WEV7935
84.0,Pohgovabtsxaiamduinfdwixbl,Alberta,1-561-951-8350,S,Jfojwqiyxgeimzihrlfgsfgexfzzxztcwxcsqagalblaprjqxyodvt,299560.0,0.0,Macon,XEDGSVDEZOEQBVQCVRBKXDXNCKUXNDZEGQMAACHMEQIZXBFTNXBEFDCROZBJYKUBPDXFSJNAR,United States of America,odtlvrmnqbk,5.0,QWHTLNW,U,Jabil Circuit,m,2928920.0,O,5.0,375.0,Poh7936
82.0,Rkroqdfcrdhm,VT,1-545-257-1373,w,Nijqb,384975.0,2.0,Atlanta,MQHAXENOEHNM,United States of America,Gngacced,9.0,aketjvrjbhiqdmq,M,Biomet,f,3007587.0,,3.0,714.0,Rkr7937
94.0,RDAWYKIVCJQDEJFQHWN,Quebec,1-786-471-6923,U,ysjxaoaycnzmmrcrdcizwbileigajabgfbeuhkbhcuanatjdfhqe,231656.0,,Salinas,Ykxhxvmjmaadakpikasfexpcfchrvfgsehfrduhrvfscpylqvzlqx,United States of America,Mcjgbqm,2.0,gabajbhg,S,Warner Music Group,F,1713014.0,O,0.0,661.0,RDA7938
34.0,ntvzpsfxhwsyxpltlc,CA,1-295-114-1108,,Bqavfclieppertmdbhqmwhulcbgbqalujbmpdrsxdasvf,141052.0,3.0,Savannah,wjkqajlqnmdnonnuejtorxffmnzteutpvkaocdqurvnwwygnym,United States of America,VLVKVCOUB,6.0,LUYOJYLMG,W,Pep Boys,F,2751413.0,O,1.0,338.0,ntv7939
,Vdsofnvmqkryhbactojcgz,CA,1-590-272-3005,J,Hvxrkzf,484382.0,3.0,Pembroke Pines,Lgxjqvkcrvlxabwsktmribmyvhpxbytayotvjiwikllwgavawjrktmnixzejcat,United States of America,Aqtlezohomnt,0.0,fdluxsoswnuebpilv,M,CVS Caremark,,3218756.0,O,2.0,374.0,Vds7940
47.0,yugjafrgxlpautprkkysdkeoemharx,SD,1-711-129-7518,K,knhrvjakppfswavojnnworzarnltnfbuuu,56526.0,1.0,Aurora,Jzpvekdnefsrgdfppfsdxxgogvxpqohfjqhvrph,United States of America,Brgxe,1.0,Gnxhmxxgsbmbczwforegsjlefuyf,M,International Paper,,402020.0,O,0.0,,yug7941
24.0,tefjapnsbwwtznfzozkd,FL,1-637-774-5956,,Swikzpfehqcxjejszslavlvgllttzfeuo,37250.0,2.0,Fort Collins,Ycqryledfoyipisexwdiemabkkblbcgmhjucsfctduedgdtiloqkbwymixsmpcpyoranzt,United States of America,Bxwrukxd,1.0,YOKFTSYCSNBKCVODM,M,ABM Industries,f,2681790.0,O,0.0,545.0,tef7942
2.0,VAQEZQMRSJKIMXLYDIGRCXL,OR,1-848-267-8973,l,Nvcoganjpnvfgkpdkmontkusfamrdjpywdpbflhnm,,3.0,Frederick,Zqcybwygkkfrczwfvaebnqwleeqvkkwclszwvcfuefuxnlxsnwmsbrcvkntyjayspidqlgtmxtstjdjw,United States of America,pizym,7.0,YZREQIW,U,Intuit,,109559.0,O,4.0,633.0,VAQ7943
29.0,kdzhyfehfz,British Columbia,1-269-725-9428,H,VQSBWWUZIFRKATULKWDRAOSMKMTMKNLVXJBULXMNXZHGUYSLAF,181697.0,4.0,Huntsville,BCBJMWJVWPQGCHELPIWOIDJYKEHLGRSOLKYMVQYOVGKRP,United States of America,Mlenlzhknabe,4.0,nqdjlfati,W,Avnet,M,891209.0,O,1.0,519.0,kdz7944
40.0,Sflvvddkfg,WY,1-485-719-7513,,OQXNAUYVGKIACRDEGQTUPDCUVNQZGLQFDCMCFROXKFIIWTBMMQYAXUUVB,36412.0,1.0,New Haven,Qvkoeknuvnzutzhukzaixatrlvhrbctdgajnsqqwipm,United States of America,DZHTWG,5.0,Dzbimvialqrklbitbtlhjxv,M,Chevron,M,1712490.0,O,1.0,757.0,Sfl7945
71.0,dvkvcvmgsiuxdss,British Columbia,1-112-550-4761,,Gwgdpgytztbsdnmkgxqhhavlstlkw,304183.0,0.0,Cincinnati,DXJLZWXAWVUCLOKITWNDKZJCMTJSZLMRVDHHYZIBISDYORXYFKPIPNGHETYMMV,,lzlhjoaffpc,8.0,GUAUNWOMZCZWTWQZVUWVHUNE,S,L-3 Communications,,,R,0.0,634.0,dvk7946
16.0,sztaoru,ME,1-221-176-5784,,adnemwjeqpjfhntbtxvoidzbgitivpsblralnitnendscsuefsshboodwbqosrlifd,116425.0,4.0,Fort Worth,IRPKUWOSUCCTMEAYKZNOT,United States of America,Vvpqcccjrva,1.0,ZEQEIFPPECJLLNKIQWDMZGTWPSUM,U,Olin,,2942794.0,O,4.0,633.0,szt7947
,Mepmpbddokfessxi,VA,1-622-415-0229,X,Ztmivyjjannefmqsqdvxuasplyfxyzgkfsvbecgryctlosoghsapqaxuerhssrdsvy,201188.0,0.0,Vancouver,GZWGMVJGUPYQGTZYEGSAYWUUQDOZWSNCOYLBRMIGRHZFMGQNYCLUDFJJJAOFPEJPU,United States of America,Hcrfv,7.0,Zmjovzgwenaibjoudvdpo,W,,,2502907.0,O,1.0,564.0,Mep7948
29.0,Veqecgkojfdtrr,Prince Edward Island,1-177-081-9596,,FQDKZWCI,6488.0,2.0,Little Rock,,United States of America,qemij,8.0,UZAWLWIQEMEWRASUST,M,Administaff,F,3411671.0,O,2.0,562.0,Veq7949
46.0,NBUAQ,MD,1-613-317-6920,P,Yewrfezntvkozyyhssosxjfhvovbzttxqujfialbrgqdlvbomuwgcn,352785.0,3.0,Charlottetown,khsusfahhnmwaenjtcsarjgxfpksfnqsahdeantguvhnawldvkmcsbhwpidrvfdxrklwkg,United States of America,Wtmju,9.0,Wttdigoxdlsetsaecsmykr,U,Pacific Life,M,2374063.0,O,3.0,698.0,NBU7950
71.0,usixjzgnbgprketqmuqvalk,KY,1-425-168-8926,C,SYSBTJBCAXCQTXQGRFNSAPVGYFVYLNJWMQOHBVHTWUWCIEEAZRHOVGKBFEQZASJRQMJ,98403.0,3.0,Iqaluit,Xibdijvesakpvikdpso,United States of America,WIILM,3.0,Nttfpcyyuzn,M,Imation,M,2950394.0,O,3.0,766.0,usi7951
67.0,lyisulvrmtakxjlcrzbniepngdgdgs,VA,1-834-776-5359,,Finwjypacpbjglmrklswgrawzhbfeocpjprguiwttoeofspzwpmdtvabyxsr,193163.0,0.0,Hilo,,United States of America,Orodvakxoy,1.0,Lockukwdquotjovdqynjpggsbsjibi,M,Burger King Holdings,f,1812351.0,O,2.0,715.0,lyi7952
95.0,Nxwdpb,KS,1-725-384-2416,,ISKAUVPKKQJSFTMQQKWIXHPPBPMJMAAWHPVASEKOKKLOGCBLFUUHEYAGYCNZFVOHRBQQ,293740.0,1.0,Milwaukee,afewqtzrakkcfaboltipsatypddufefyvbdyj,United States of America,Snjkoxfgemlk,5.0,Xwxobrpgzdoegqohlvszf,D,Rowan Cos.,,2401369.0,R,1.0,778.0,Nxw7953
8.0,Fkdvusshhfdlurvcgajkiwduecvfo,KY,1-683-708-8535,O,WUJPIZUECFISNBTMZCYJSKCWAPAFMJRJLXVRJJXOYYUVDUSFUNWGYVMSIBAEPJNCXCQN,491432.0,3.0,Hamilton,Anvfusruqasqkpymilppwliobuxyqmaoecnqdxqsnebwnrlhldisjcnytmhrmeuoitsnsfffnc,Canada,Cnzokxeuch,2.0,Kkosjkpgrnjx,S,Susser Holdings,M,680974.0,O,1.0,591.0,Fkd7954
89.0,Komsojeljwpanmjeufy,NH,1-634-619-6654,U,Pkuicdupwughumxemyuaolzydhisbbs,300246.0,4.0,Austin,MSRMPOWBDFHQJCW,United States of America,wloyabve,2.0,woqanmjieqlziqczibwthvksf,M,Cephalon,M,3928533.0,R,5.0,538.0,Kom7955
41.0,tllghgshlaacczyrijfvfhig,IA,1-250-147-0365,O,Uqkhrezotmrn,499522.0,3.0,Windsor,Acuihqueegwmztdgppraghmtnuqhmrqxcqbps,United States of America,Tukqgpngao,9.0,Yagssloxvlchtsvnmfdhlbhubrt,S,Sprint Nextel,F,387652.0,O,,775.0,tll7956
32.0,Izcbxzsfhkh,IL,1-899-001-2403,G,AVBUKYNNRHNLNISYSZPFNOVNNVLE,261504.0,3.0,Allentown,Lvqhtpofmpvxstwwbvtgtrwfgdmnjawiuioiwxyiklrhofrkqnnxxynhgascirnndybnw,United States of America,dmwhtakvzrux,9.0,Labqpvyojuqlclykvzhbao,M,BJ Services,M,821584.0,U,1.0,843.0,Izc7957
87.0,WKXOVR,OR,,,HOKVGVAHIUFCKQ,,0.0,Fayetteville,XDPLYIXDGDTPIPVJODAMTPVDMKJRXTYACFJTAEVESOOGPTFWJHWNHWOGVUZJMRQKCWJFVNWXFJ,United States of America,,10.0,EXFSMSCE,M,Retail Ventures,m,1244071.0,,3.0,512.0,WKX7958
92.0,WNOCXFMRKUJOQZSNXVOVJPUZCXCK,NM,1-589-125-1887,,,338850.0,2.0,Montreal,Flpunomecdxltugdwkzxwrjxrofgxtrbnqaimurleenttjetuwjxhdgaqaqamubudcqxjlbriksh,Canada,covzi,0.0,ymeazlfwsuommmxxx,M,American Eagle Outfitters,,1189322.0,O,0.0,833.0,WNO7959
83.0,Kxmnnrjsjcbmxbslqcsxtw,NE,1-496-317-3058,,Nbhccbhukwwirfbqnugogcoqelv,322878.0,2.0,Akron,Kvpnrufpvjqzotkrgmhmkz,,NITLHBNQ,0.0,typhcytnmwbhluub,M,Omnicom Group,M,3233142.0,U,2.0,400.0,Kxm7960
73.0,VBKQCEJRJTKDOSOOSNFF,IA,1-048-902-4918,E,guceoerjfiszxdqdcflppdvrtfewmyqdqdhtvgqpogxomzibbnalkq,344857.0,3.0,Independence,Koxucempitjjdvuibixfumqwtbesdenqgupvwpfejiigwadhcetfhwbo,Canada,enxtyammfpso,8.0,sacefuthhvhttiunquq,S,Belk,,1977072.0,O,3.0,754.0,VBK7961
6.0,MOWBNSOUWPPJL,KS,1-707-512-6428,G,CNIQGATPHOH,326286.0,4.0,San Jose,BPKQBTFELLPHWJEVLGTITMJKGBTLFXHIGIWETH,United States of America,Huhfvzb,8.0,qjdmqsxtdko,S,Intuit,,2565062.0,R,5.0,738.0,MOW7962
73.0,Okvqft,ID,1-755-429-0507,,,258746.0,2.0,Sandy,fdmnbqrmdvsefnmemmpopsviwdkgfynlnawsckpgzyxrfgvrgkwrhbrvxm,United States of America,Fwtryjknra,0.0,Enldryzsvsbpjihkh,M,Cooper Tire & Rubber,,172431.0,O,4.0,839.0,Okv7963
56.0,Jnrcuoo,Newfoundland,1-226-695-4242,b,Eqiecdycntfesorjocoopn,388720.0,3.0,San Francisco,abdvalumfxoggpynaofipkyadytyqufkcywfgoxxhgnykoxsee,Canada,Gkinhvujwgs,6.0,XOXGELDEQPNXMNNWVPMHYHWMJL,U,Toro,f,2735339.0,O,3.0,724.0,Jnr7964
95.0,sldgkcgfqpfpydzeqtqaaw,VA,1-275-909-0362,,Eugnbodhmtbdxusjoqhtvrmntdrsyjmzktjpjlkbhcbupllqfikvxqdrhlnjaazzin,397650.0,1.0,Elizabeth,ehlkrefzwzxvpsmnmbot,United States of America,QDBBWD,8.0,WBMJXRIMJEDRXSIEPNXCGABXWTVNZ,D,Helmerich & Payne,,3273938.0,O,0.0,770.0,sld7965
92.0,HTJTRSEJDKMVVLQRJPSFCRJ,TX,1-339-141-9741,P,Vucopbdsvuglhktaoefscqwhtfryzaujublfpogjnlureyycoexidlivdvuaqclaatxarxtflpqs,138396.0,4.0,Reno,Lgjlhyvqvsicmfhnetkuqyaohgaqiwljrqmmeiotxkpdfieohxktmbct,United States of America,Qwuuxhzahd,0.0,Hxgwxrlvbsa,W,Centex,M,497721.0,O,2.0,844.0,HTJ7966
62.0,Jahnzodkpghhmtdmijinjlzvxvu,WA,1-401-115-6829,,Rwrwnohykhzxyajmpvttarwnwwbaicgdjagrtpupaguupdndreegkxaxpchmlerpnkxs,278359.0,1.0,Simi Valley,Bsgfyovraiehoqyyztxznffxapdqjseqstquqckefsfrnfzgkflslodxvmpaxxtlwcygngj,United States of America,Ewsgmajialx,2.0,Wbcbhqqqqqroffgwbeb,W,Qualcomm,m,3397603.0,O,0.0,307.0,Jah7967
80.0,ocezyyodhewjsgxkaupfjely,RI,,r,Tabpcqvbrhweptexsaaeyhpxfamknxvdcqkxcxxmcehsvvznshgtmuqwmsxdhfzohqxeobvmauz,36336.0,2.0,New York,Nixvnantxjstnhozglhrmaeaxuckgsntmjwtnggnflww,United States of America,Oggomhoomi,9.0,VFYTKJDYIDRQWYGCRR,U,,,2320613.0,R,2.0,600.0,oce7968
42.0,Gygpgtqpx,WA,1-423-497-9642,B,Guadpsvgtdooevwesspsgrkcfmyafgkhsosclxfdvobfoqceffgfdrmynjvuqpmdgngn,210065.0,2.0,Simi Valley,usbvlcsllnqofggkmoekiueyahvyexjpbddvirmhnqcjkgmfokg,United States of America,ZUMATEYDNZPB,6.0,bdcdxsejlvnmopabrdeosuxsl,M,Universal Health Services,,3162291.0,U,,843.0,Gyg7969
45.0,Qwrrnrvsnybhuvihlywkqfzaojcicu,MT,1-667-132-0118,,Arqifwtalzxwnfuwfyizjwwtjpnmlqudsojkkvnrcddm,165145.0,5.0,Coral Springs,Onjdfqvgkslkosrpknihvzylrkejlqpffflewnhtdfcvm,United States of America,Qrbhjg,7.0,txtlcvn,W,Medtronic,F,2835719.0,O,0.0,616.0,Qwr7970
63.0,Bpgpfcq,NM,,w,djtavgmzwlwtavuakhhhvogzthldlbwcbmcgosrn,58218.0,3.0,Bakersfield,illmdyfbrlwadjxemcvfueyjtdykyaqucyyolfctrbwtysshjtdhywziuqivilfgmenru,United States of America,qauaawqjvc,4.0,Ojvyeksqyppuvorlagbwnlszdvige,S,Sally Beauty Holdings,,1856955.0,,1.0,330.0,Bpg7971
35.0,MBQWJAFTVDSNXZCWX,TN,1-366-870-0408,,URWGHABHNLQAVIPDLTMACDOWVMRPBHYNAJEUHUUFJHJSBWVCAQNFCSPBMSQ,67777.0,0.0,Moreno Valley,aeclgwtslltzmlszezoyxvbldjtiiqnpfghmniimxjdwqpocs,United States of America,Txtoucjdz,4.0,gshlcqxdbcnqputqltqnafkm,U,SLM,,228641.0,R,0.0,444.0,MBQ7972
87.0,Qtnvdxyubqfxb,NM,1-458-995-5122,n,Qifahzwmvbncytyvwigkdwsyvpewtczpsz,39761.0,0.0,San Bernardino,OEDNATVXWFDIIHYBVJUEHLNKNCYYGRYFKOTZDJSMMQTFJSMPRNJPYPEREYMEBDTAKMDZENNQNMAGY,United States of America,Cmjaegrju,,hvcsxhhdordpebod,M,PNC Financial Services Group,,361584.0,O,5.0,595.0,Qtn7973
9.0,aqrpatoqyqkwwkuvrwxxidrnvag,ID,1-233-397-4249,a,Mgqweoniaaxmigclhvmtfhxorwulfxarnqgzccevgamukogsfrthmdqytfbcrk,129508.0,4.0,Ann Arbor,,United States of America,Urcnb,0.0,tqymhenitzedh,W,American Axle & Manufacturing,,52012.0,R,0.0,425.0,aqr7974
1.0,QMUHYNUCXJERQXLDEJKKQENVAJAQCB,NJ,1-135-933-5159,o,EQLWTZATSUPXBSQVMGAQQHZEDIJMUSAAOYYMCLZ,137883.0,5.0,Salem,Qeeiespwuhkewjxspsujvllvtgrucoxpahillguwacubqugzwyeljdtfgsbbtxd,United States of America,Avzijcbkw,8.0,ltneghsfijwmwccmwpqalkhu,M,IMS Health,m,2518827.0,O,0.0,396.0,QMU7975
58.0,Zbcdtdrhqxbkmnd,NH,1-431-497-0163,,nsqszkunggembpaxtlzzixaiavuamueyvuahdtffojqlzyjsgbjrgoiy,181746.0,4.0,Louisville,Tkvxkmokxddklidoxmlpuxuqjmocnvhodbfcexspqxxztfcecvjgrnqwsfvwaulxlqp,,Kctovgwi,6.0,xwkbdkhqrksgdvvhfhtzr,S,C.H. Robinson Worldwide,F,,R,0.0,720.0,Zbc7976
58.0,VHXMMQBSVWPSEFMB,SC,1-601-191-7044,,Twqaaokigotsoejzvjlzzitiajnbveabnfqualpxbslawnpmrupkdmzpqop,332881.0,3.0,Irving,EYBGVGDHTXWEFISEAJBLKPRFLXHHDRUFNSTVPMPPHMRJYVFXWDLMFSUMRFGEGJLCHAMX,Canada,Xkdzustf,5.0,Weogedkdasbnabrtprx,U,Sprint Nextel,M,2028687.0,O,0.0,656.0,VHX7977
20.0,Rubexgzukftyzkouj,IN,1-137-179-7233,c,Camhyanhhlgrsfprsaidtmroxhdbnwlmysbatiwgrrv,446723.0,5.0,Saskatoon,sntcnoepfgncqgmfphgiukupjrpvunbvixxf,United States of America,BLPVY,0.0,RVBANQWTYYOTEZWUBCHNHHUDESQWI,U,Dentsply International,m,2903276.0,O,2.0,749.0,Rub7978
92.0,Bbhptzsrbajmxpcqdznx,KY,1-429-280-6110,,Zovdduwvsbbwkayokvoithkegphcfbdgbm,307144.0,5.0,Erie,ibppaegmlyyqxbupjecshurfinxezskrgaqmnecacmaafwzxdlxsyjyvqyqfjwotyjjdb,United States of America,LCJGYVEIJ,6.0,ssdngmtgmqdrkwkk,U,Walt Disney,,1055051.0,O,3.0,584.0,Bbh7979
67.0,hylxso,FL,1-697-497-5231,F,ILAWNYOVUNMSNXFVJRQNBCXHSDNSZPMVPGB,168863.0,5.0,Hartford,wvdenuumxaaemzduywzrnkcztppoeretvrtbkcllpfzq,United States of America,Uwzck,6.0,wronkstrtpxuopeqgbm,,Aventine Renewable Energy,F,3490418.0,O,2.0,,hyl7980
38.0,Eelnw,FL,1-548-067-3818,,wbkhuqjjmmtqcbqlqlrkunnypzb,426083.0,5.0,Cleveland,Xsnuelfuotcfcsfxoupjnnuysljdogsmrasap,United States of America,XEKHQF,7.0,FPDGQCIUCJZLMNPHIVSYLG,S,Supervalu,,2367528.0,O,,613.0,Eel7981
39.0,aenknkxrgpkbxwdld,KY,1-013-355-4164,z,bqzcbknvvuxqzwxjrgxzuqgtoeglooklqohgehxjzsdgwurd,435691.0,3.0,Allentown,ZTRGTRYIIKKFXNRPFGTQSDORRLLSNHQDACJFMEKBGHLZONMGORZQHDGEZZPSFZGYSICLDPHOW,United States of America,cywbmgtbar,3.0,drnrzowdfytxkikoapsv,S,Penn National Gaming,f,1843385.0,O,3.0,761.0,aen7982
21.0,Mmeupcvwdgmqotrybnfqlsrpwtm,OH,1-817-810-5742,,ovrtfurrjwcieejqwdsxeeuxakyvsaesnsvpwkqanynmbcchqlsdxqgqivcgwzgw,489399.0,3.0,Omaha,Wecstxtaprnpburaktllddxbmbyibsffojkvcpmijnyzfljzqbmhemqrluv,United States of America,Djacarff,1.0,cwhtrurjmbeid,U,Supervalu,,2453788.0,O,2.0,498.0,Mme7983
28.0,rnhfnydigxrpjgjbq,AZ,1-416-838-4692,,zicwdymulgrgpqtynjvpbcnlsdvtsjfqrdrxmxmmplthgrcxj,173047.0,1.0,Omaha,Zpcqzzlxaslikjvv,United States of America,Ogymapcjn,1.0,Imwtykmppdwfraafgfzkpicq,D,Dell,M,2846133.0,,2.0,500.0,rnh7984
81.0,AMKKXEWBHR,AR,1-487-500-1420,k,Gehsxsympffrjsjwafstnvyhkgicwykuop,334169.0,,Idaho Falls,cdyvmyujgskbzhehtkcjohtvjjrewujqlvtbrhrllnsqyu,United States of America,Zvkdi,1.0,Rwonkxpelogthewayftqlu,S,Citigroup,,464486.0,O,3.0,328.0,AMK7985
32.0,Quwlydwgttiauxmcxhxkomgxjiys,NV,1-660-829-1708,,Xoanpdtfsiufsc,415529.0,,Cedar Rapids,hbcbsqzgtcfiorujuutmuejfqddcofradaisozhelhojtldrtcfgxqx,United States of America,QHKTDQDDUOH,1.0,aaksvsjyrorzcnbowfzp,U,Hudson City Bancorp,,3389791.0,O,0.0,549.0,Quw7986
92.0,RWCKNX,IN,1-192-498-2461,l,Xrdskqxcwutikvqhhosxbydrwckfudhpxemxcnlrrfbtqguytmasrhavuatcgruevrnejpchetdwk,74371.0,4.0,Simi Valley,Botanbcivtabxwcpeuibdysbwsgvlajmpmqsjnwvcuxvyrzrgmhikthmgcscwgosm,United States of America,ayyiejonxe,6.0,Zquwohjxlqrdqmkedcfuowox,M,SAIC,m,1069894.0,O,5.0,383.0,RWC7987
51.0,Idozbpnkbysomf,VT,1-142-166-6504,,Lbibosawqqqdwbclvjsjoehuoizwptyuhhzzotjlrnroqxom,313315.0,1.0,Raleigh,btxcnjudynhvambkvsssrhpfjmrityimmwqfdie,United States of America,Geowphvwnibh,9.0,AEJEOUZBNXNRYGCZPFRIHEROTGZNIG,M,Darden Restaurants,,216883.0,O,4.0,318.0,Ido7988
70.0,USPWUSKZEWJQWLFCF,Newfoundland,1-638-418-0655,a,Ujnggiajsspwhrvdcpbeonzqfkb,158974.0,2.0,Great Falls,RWWANNQXCBZZQIVDYMGYXUHSMNYJTIMONCMBLUZMVHAZBEPVQDLIVDYRZ,United States of America,YDQYIICN,0.0,Mtkiwxtttxfuhfgg,S,Herman Miller,f,3624917.0,O,0.0,656.0,USP7989
70.0,OQOSDWKICQGZBGFDTIJFJVQDCWTRL,NC,1-798-461-1441,M,LDFOWPEUA,206128.0,1.0,Rochester,Bijavsamwbgodqukgzkqhnoodmhuthpdthggxttlojehajbfjizpsheuxcctwjikrrft,United States of America,Adgusld,1.0,Cwjbcdsmein,M,Automatic Data Processing,,3338800.0,U,5.0,389.0,OQO7990
54.0,dnuzcbgreffkbbbvpmsobyojakfzxz,WA,1-331-218-0022,t,fwadtsoafiwgooxgvlwibwgogksswbiiduocuhicccfdulpybsncblwcrljtazovbqoqyxbyib,234045.0,0.0,Naperville,DNHWDUADIP,United States of America,Ohfbik,0.0,Nvhcdrfheyeyxem,W,Mohawk Industries,M,1156363.0,O,1.0,583.0,dnu7991
76.0,EXTKIVMOKLHYQKBRCT,NJ,1-744-452-2641,,,423527.0,3.0,San Jose,Fucxjvshoqatqpimdplbcusrabwmvvaibhuuwssbisoafrndpkidcpskqsduiso,United States of America,Dbdrbww,6.0,Cbzzuvsdcolkfickj,D,Questar,M,167904.0,O,1.0,408.0,EXT7992
100.0,OZMPLDCUTRNUVQULYLY,UT,1-181-898-5778,,Orjjjbvvmrnrlkutvxyoahzcmjoktwnandwhymjdcpvrmvkhdbb,386685.0,0.0,Tacoma,refjgy,United States of America,Uhtvy,1.0,Rwbbqkqqjschwyhhq,S,Cypress Semiconductor,F,3720069.0,O,2.0,715.0,OZM7993
99.0,Djlwkbbcsuqlmgtbcoodsugrdwh,KS,1-045-510-7922,f,Niyvufqhitaplytdxptwnvolevwpjntvhypbrhfkxlaksqlveqexjifqjkcp,185313.0,4.0,Jacksonville,,United States of America,Fomulrhrl,0.0,Nwbeothstuthkljaikdtik,D,Abercrombie & Fitch,,2295922.0,R,3.0,644.0,Djl7994
98.0,YTUBCXDBNQNWLUM,AL,1-071-848-9400,D,FDVDGXUTOQZTWLQAVIWBR,121101.0,5.0,Bridgeport,Bahzndvxqeywnghnrorqnqspelhnqdeytcpngqpcypovro,United States of America,chdnefzza,6.0,GCVYHYHRTUDTRPPLUOFBQQVH,M,Morgan Stanley,f,337666.0,O,,378.0,YTU7995
64.0,QLFPUYXVNODZPWKYOBI,NE,1-961-299-1862,X,TDLGVOTVOIHTGMRMCDNQYAKKHOVMHLPZDDEIOBEIJGVVSIKZ,92187.0,4.0,Warren,VHUFFFKVXUYEKJYHKHSDNEHYVPMOFNRPRWLGLDFAJJGGUHRFEHMGPTSUGPALPIKSHHWNGGDEE,United States of America,Dcyly,2.0,Fyclziwfwtbehdepds,,Avis Budget Group,,778019.0,O,5.0,841.0,QLF7996
63.0,zjuqvzbdwjqmpfoipsuhlomwsukll,NJ,1-019-060-4384,Z,wbtfpwxjrmvlont,38552.0,2.0,Tempe,Hryypr,Canada,tlnsgzy,5.0,SBJWOT,D,Volt Information Sciences,,305311.0,U,0.0,,zju7997
