lstnm,nmbrchldrn,wnrrntflg,gncd,g,ddrssln2,crdtrtng,ntwrth,mplr,ncm,nmbrcrdtcrds,ddrssln1,stt,phn,nmbrcrs,mddlntl,gndr,frstnm,ct,mrtlstts,cntr,pstlcd
Eckacjntubjjhekohryxvixaba,3.0,O,Eck8758,9.0,xvnyddnmmysxnszdjqhbprfefjyradic,407.0,1793384.0,Scana,381929.0,4.0,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,Manitoba,1-302-081-3389,5.0,T,,FVZLMTNQDUVYGHQMOKSAIQNLDYKP,Santa Fe,S,United States of America,PIDJNWYPX
ONRFDISTZVQWABDPMHCNBKZBHTSQS,3.0,R,ONR8759,13.0,Inazsvhoinjlygsewefsftfmflixrojuaqcdwbamqdhmnulaoacixzkdxk,576.0,470067.0,PolyOne,405006.0,7.0,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,NV,,0.0,,f,EFHEQPYOBDYHYZQGAFGBNYIEZDHL,Waterbury,M,United States of America,
Czvvnrtzvk,4.0,O,Czv8760,,,602.0,508011.0,3M,91995.0,2.0,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,MA,1-789-293-4725,3.0,o,,vgcwibrsmkcgwnnbjfwzriumkt,Lancaster,S,,qmywoech
UXURXFYWOGME,5.0,R,UXU8761,7.0,Dnzlgklaejojmprfjqmvvgqazyardxhorckqdpbdrbdtgkdoen,316.0,24804.0,BJ's Wholesale Club,428153.0,5.0,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,KY,1-025-711-1036,2.0,,,atodnkkaalmmfjbnki,Santa Clara,U,United States of America,AMEJRXKXIQSP
Nbhtbunz,5.0,O,Nbh8762,33.0,,846.0,1616906.0,Graham Packaging,473132.0,0.0,Dryummfx,AZ,1-778-790-1252,4.0,,F,Fnphtbiqfikmjeqfs,Lancaster,,United States of America,Rjwodsdlfnb
Pqxketqlvlgw,4.0,O,Pqx8763,9.0,WZFZZPGZRUXNVTFBTOOZOZIUMTGHFPSHCL,409.0,2460167.0,Inergy Holdings,268626.0,0.0,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,SC,1-371-384-7686,0.0,,,FRUYLGWBKPSHXSCDWPNTTBTS,Mesquite,M,United States of America,HDRAVSM
Parasesbihlsskrgvdvnblsam,3.0,O,Par8764,47.0,AXDSSEZNLHUVSFZTKPYYBGAHPURUMDLIAMBVIFRPFIPEORVDNENZAZ,333.0,2049091.0,,111903.0,4.0,Rkihrfknucdcenhcfwncjilpqvydhjqojpsjrdtzwmminbjxhmqskashrulqxpfsvadumw,IA,1-292-203-1887,3.0,,f,HEFXZDWPUXHVCD,Waterbury,U,United States of America,Umuijo
daozlunskcpzhuizhhankeooc,4.0,O,dao8765,82.0,Bxpcpqxxkpuwojxdxnuhspxx,784.0,2372410.0,Starwood Hotels & Resorts,251759.0,,,MO,1-414-945-9431,2.0,,,Puapzughcazlyipmlvgcctvrpff,Atlanta,S,United States of America,Pougulqpvhx
wfgcqxajbonripbyxehk,4.0,O,wfg8766,31.0,Pcuolllzrfusagrffpunhogwaanhdpzk,434.0,780423.0,Limited Brands,245881.0,8.0,ucmnmheqhzqpl,SC,1-122-435-9340,2.0,T,F,Ojlhwyqhxrncgjucxmvixwpmzg,Salem,W,United States of America,ltkwrwrhab
ujbzuu,0.0,R,ujb8767,61.0,FSRPODWBSPCDXQJCRMNUFCLJSHUUEZALPRBWPWKILUEISHOFP,593.0,2842676.0,Wisconsin Energy,33743.0,0.0,Ktigpwfdpyectncjidfspdcokjpnfgegcddtlgqsbvdbaopbpgyvulprwxucnj,Manitoba,1-564-905-6352,0.0,,F,TFPEAWHDWVKTDXHAURRISRY,Des Moines,M,United States of America,Kblncdychhjj
kcgpxsbennn,0.0,O,kcg8768,94.0,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,699.0,61250.0,Gap,244740.0,7.0,Vntqlkptckefnoxkismdfqvfsoz,UT,1-016-515-1634,3.0,W,,soepmwddimnwwzlcszcvtr,Sandy,M,Canada,Csexa
Ruammxsqjpsrvuyxwztalwlqnjy,,R,Rua8769,13.0,Jccxlgzlvafv,617.0,1444032.0,Symantec,91338.0,8.0,Kifidsllrnklxbovmt,NE,1-603-992-5597,5.0,J,m,Gjsxbihrnkvxnbleqcthjv,Paterson,D,United States of America,Jycbzt
Hfdsvwopewbcwwr,0.0,O,Hfd8770,60.0,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,816.0,3546515.0,Systemax,12146.0,0.0,qjcbepiewxsbzxdhbbrxbzlswojwziit,DE,1-614-843-1296,1.0,I,,Jpnpiegxsprstwobnjujv,Alexandria,U,United States of America,Rxgcavauq
Iatfhcdehmaftayotchyi,,O,Iat8771,61.0,JPNKQTMFA,590.0,2968596.0,State Farm Insurance Cos.,342885.0,,Twcwtts,FL,1-050-164-6790,4.0,,,mxdqgowhbrkbf,Bellevue,S,United States of America,TQASFBMGK
hkrnmlryqcairvmfszp,0.0,O,hkr8772,70.0,Osecgty,363.0,1517575.0,Genuine Parts,188582.0,4.0,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,Ontario,1-030-843-9271,0.0,o,B,bjjankxxsnxfrxpzzcqqvptw,San Francisco,,Canada,FEGOFGLPUKPO
Kpqavhpekxwvvmxhyfzfcxuu,4.0,O,Kpq8773,7.0,,673.0,2238810.0,Weyerhaeuser,152258.0,2.0,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,FL,1-013-090-3660,3.0,,m,Medzvydycuyurdyftntjlycfo,Rockford,U,United States of America,Itdrbldpk
Pipjboeq,5.0,,Pip8774,65.0,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,850.0,1052183.0,Visteon,353406.0,0.0,Tjuaessenoiszxadecronckkdqnurm,AR,1-768-390-4958,2.0,P,,VKVHCXRXCXKGZVHDWUMNKIX,Los Angeles,M,Canada,LRXRSGTKRYF
Imkkldizwopwqyagdzxcrpefns,3.0,R,Imk8775,25.0,Ekjmhbrshgolewxpyfooeounq,519.0,,,332835.0,1.0,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,OR,1-903-000-5528,3.0,,O,elkfdxglxvnwwpyspfeodklajfiz,London,U,United States of America,pbcwuu
npelyrmyljwvrlba,0.0,O,npe8776,6.0,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,815.0,1668793.0,Cytec Industries,124926.0,9.0,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,KS,1-645-382-4840,2.0,k,,Avglxkjcrvqwurwo,Grand Rapids,S,United States of America,Hfgiiwqsbqik
lkwfzj,3.0,O,lkw8777,81.0,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,667.0,142942.0,,208868.0,3.0,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,AK,,5.0,,M,Iwlysungnmmeragjnaa,Bellevue,W,United States of America,Eisigimr
Mjkgsj,4.0,U,Mjk8778,80.0,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,412.0,164985.0,Robert Half International,,8.0,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,VT,1-346-153-1752,5.0,,,Akkxi,Vallejo,W,,Vhpheivmp
Elyyrckgswfyssixnayag,1.0,O,Ely8779,74.0,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,527.0,599928.0,HNI,89314.0,10.0,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,NY,1-653-698-4867,2.0,v,,iqnmmmddqshyhrxyfyqgrllxrkftn,Stamford,W,Canada,Hpdofbstxa
gxuylhfhbxxmqjwmnwrayd,4.0,U,gxu8780,72.0,Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,832.0,860469.0,Equifax,292601.0,2.0,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,NJ,1-038-184-5456,5.0,,,Xbcheyhdmokwmxxedmzzpzugknui,Bridgeport,S,Canada,ETKHODTMMUL
Oqmicpepnccgeotseao,0.0,O,Oqm8781,94.0,Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,415.0,3890824.0,Legg Mason,397497.0,9.0,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,AR,1-871-670-5488,3.0,F,,ywiuafgyekxitzjbyhxinipqw,Provo,M,Canada,UGJYJDLLEL
Ugsdtavnulxwchmnpkwj,0.0,O,Ugs8782,47.0,jxmffpfuarkodhvq,701.0,592824.0,Regal-Beloit,419988.0,7.0,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,NV,1-283-988-7562,5.0,,,Areojbrcixxodssb,Huntington Beach,D,United States of America,DGELFUAQ
Hsebvhmudnu,4.0,R,Hse8783,29.0,Uehayrzdizrdlesxlxturncdjfza,375.0,,YRC Worldwide,399026.0,2.0,SPEFIKMXFVDXHNV,IA,1-446-991-6318,,V,m,ntljtkhwuoranvdhpomb,Quebec,M,United States of America,Awevmpruzm
ayuialkspgoxiiehwtrlsirstsneo,4.0,O,ayu8784,100.0,Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,843.0,1956485.0,Discover Financial Services,352312.0,4.0,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,WA,1-473-771-8095,2.0,,,Lwahkosiz,Los Angeles,M,United States of America,Nozlxj
OTHMCTPFOPGUQEZKNQXAQWKJPOLU,3.0,R,OTH8785,5.0,lyperdoeiaverantbdnjwtjuawaiatwavkujblf,773.0,1003386.0,Scana,113724.0,9.0,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,VT,,1.0,,F,Ezplvgfnerpetwkqcyacnlii,Inglewood,S,United States of America,dxzsa
Ukbsljzkmo,,O,Ukb8786,85.0,Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,559.0,2394905.0,HCC Insurance Holdings,232229.0,2.0,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,MS,1-755-050-9077,5.0,,,RSCSHVROYAYJCVMRZXGLXXOHOPAWJ,Baltimore,U,United States of America,uweml
nnbsyjnrpgfkdbstmqsagtupdfiu,1.0,O,nnb8787,36.0,Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,492.0,1697166.0,,212669.0,9.0,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,MS,1-029-872-8116,5.0,c,f,Zydfdxicw,El Monte,W,,Qcfmzpqcad
ouunjvfajbygtsbkk,4.0,O,ouu8788,26.0,VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,489.0,2942461.0,J.P. Morgan Chase & Co.,408077.0,10.0,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,AL,1-164-270-4345,4.0,,,Xlfzawx,Naperville,M,United States of America,guipxdiqh
qlyryeioulznfyjktizehpoa,0.0,O,qly8789,15.0,ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,606.0,1345529.0,Wal-Mart Stores,495228.0,10.0,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,MN,1-960-531-0131,1.0,,,BBIMQNMXURKDBSLHRTTWCYTUOAZJAK,Newport News,U,Canada,Xwteomhi
xemrrll,0.0,U,xem8790,83.0,,827.0,1018102.0,Fortune Brands,289841.0,3.0,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,NV,1-741-262-0272,3.0,,F,Nvcjsogwoevmfmrxlaj,Fort Smith,M,United States of America,Bzsqnphu
Pvrlrzmdwfhmvwaiyp,5.0,,Pvr8791,57.0,RCUZFHOISFGTDNZEQSLODQZM,,400955.0,General Cable,50524.0,0.0,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,PA,1-335-402-7008,1.0,,f,jchfogoqzk,Fullerton,S,Canada,Reoai
Wupxm,,O,Wup8792,92.0,CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,765.0,,Alliant Energy,486849.0,7.0,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,FL,1-520-559-1258,2.0,,m,MXRGEBURHGTNM,Lubbock,S,United States of America,pglurhgbclz
Afrcavttqbdh,4.0,O,Afr8793,10.0,rmicbsnzycadhxhdukt,727.0,635958.0,Amerigroup,107488.0,2.0,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,NY,1-988-200-9173,3.0,,M,ZRRTVCBTGXOYLINQRSALK,Tallahassee,S,United States of America,rrvwjgopj
Rknueqpiczvklmfectfnwlieynswxs,2.0,R,Rkn8794,60.0,ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,812.0,3527138.0,Dun & Bradstreet,31500.0,1.0,,Nova Scotia,1-978-550-1390,,,f,Fdgyglskg,Salt Lake City,M,Canada,Rwwwkzrgxvbt
Aalblxrtnqpjvroji,1.0,,Aal8795,0.0,Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,568.0,600221.0,Belden,194574.0,3.0,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,OK,1-053-536-5852,1.0,,f,Oqtjoueehwhx,Cleveland,M,United States of America,fbecsl
YEQNFTNKEBKVCITDQVD,4.0,O,YEQ8796,62.0,Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,443.0,1045356.0,NYSE Euronext,284600.0,10.0,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,NJ,1-675-992-6592,2.0,M,m,Feirdtuilxhux,Mount Pearl,M,United States of America,Bqngmpqyoqrl
Fetpnzwtcuijftrgrzhcefvculm,2.0,U,Fet8797,41.0,MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,,1287643.0,Hill-Rom Holdings,,9.0,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,Newfoundland,1-363-702-4386,5.0,D,F,Mvmjafijltsyijhmfkffvhuzrkbh,San Francisco,M,Canada,bxvjgwv
OVOMSQRVWMKMSPNIN,2.0,O,OVO8798,86.0,Hpdltyaqpcsqnnle,382.0,452664.0,Exxon Mobil,123735.0,9.0,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,MD,1-295-188-4893,,,M,NRITVMDQKVOYOVBAMNX,Ann Arbor,M,United States of America,qrfoiijk
qeohsmtkduvqkgrndnkefbst,5.0,O,qeo8799,72.0,vbpcucilvuiirbdlphyotokhoguagx,848.0,672519.0,U.S. Bancorp,175001.0,3.0,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,NY,1-604-181-4298,0.0,V,,ETDXTGUCNDQCJ,Reno,U,Canada,Avlhlapsljs
Fjefkdsgwejnexbvixrbl,0.0,O,Fje8800,11.0,Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,415.0,3965416.0,Pioneer Natural Resources,169847.0,4.0,KSXHWOK,MT,1-904-847-2559,5.0,,M,Eemqnuempmpmpmuglrli,Memphis,W,United States of America,Dikzbnve
RCTGTMHQBVZU,4.0,O,RCT8801,92.0,Zhzqw,441.0,3693667.0,Hasbro,482260.0,4.0,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,AZ,1-679-466-7037,2.0,H,,Xsootmjsasdpcgtvamiirwlzo,Greensboro,S,United States of America,
QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,0.0,R,QUG8802,45.0,huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,,3334060.0,,307845.0,9.0,Ffmzwokjfjfvtmczzvstwwhiw,AZ,1-735-339-0148,3.0,T,f,jjmekvronydouevbxmndnhzpwxbt,Albuquerque,D,United States of America,MBGRFRJWJP
AXTFAFKBGVVCWEGRP,4.0,O,AXT8803,17.0,oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,612.0,892329.0,Hanover Insurance Group,465134.0,1.0,Sxvkwwfxlulzll,MA,1-576-016-5815,1.0,Y,m,YCBLEOEGNSISXMRISDBM,St. Catharines,M,United States of America,Engsifiggj
Vbgwcidjf,2.0,O,Vbg8804,20.0,Xxjqfknvtwycsrnjwlghnvispjmmnuswfoputucceczdisnskg,755.0,505824.0,WABCO Holdings,,1.0,Djehzvixmerxcvwerfjegkpzqqecrpofktdetcmcvmfkjhjpwafjihiojhnbunpgmlu,HI,1-933-749-3468,1.0,,,Uubiajmpdkwdkcwetjodfmth,Seattle,W,Canada,Kilvqvrtobrd
Nevpvz,5.0,R,Nev8805,72.0,Sroadvozescaacdwqahoxpawbeepbfgtbajhhkugyhudxyamhcucjeioytlfendclomsphagwnxzs,633.0,1250465.0,Abercrombie & Fitch,466764.0,9.0,bjhblcotloshtclphvtitkblyftfrymvd,Ontario,1-077-713-8445,3.0,K,,Tildrmgvqbivkoyduoeu,Biloxi,M,United States of America,Oyoktfckizj
Izvuhgnrz,5.0,O,Izv8806,90.0,UDYPZQTNAXDZMMWEH,804.0,2453681.0,Sprint Nextel,87204.0,1.0,rxwqdhkngwynxeiitaddlxvpchzvewyr,HI,1-440-441-8161,5.0,,M,OGXQR,Overland Park,M,United States of America,Avyhyks
Eqdcgkwejoqsberezujxxjie,2.0,R,Eqd8807,73.0,Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,315.0,1287883.0,Capital One Financial,386896.0,10.0,tkcchxikpqqnoehroluogwlghashpc,AZ,1-731-126-3686,4.0,K,,SPQZKWQEFOM,Laredo,U,United States of America,rwgcmfjx
whljgoh,4.0,R,whl8808,76.0,iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,319.0,2133902.0,W.R. Grace,177867.0,10.0,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,VT,1-177-877-2155,,F,,Hewbrauklwf,Salem,U,United States of America,vxvuc
Gxwiz,0.0,O,Gxw8809,77.0,mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,360.0,2316402.0,United Technologies,327380.0,2.0,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,WY,1-707-709-5202,2.0,,M,Rdksilaeupsblyxtfridkuay,Ann Arbor,,Canada,Mwxjnmvttwz
kxcecepgvkrqgsplesd,0.0,O,kxc8810,49.0,Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,521.0,3662808.0,Safeway,324515.0,1.0,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,LA,1-865-088-3117,3.0,,,Tioiwvswmyjrdhckfbbl,Jersey City,D,Canada,pspxeji
ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,5.0,O,ECB8811,52.0,jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,670.0,674247.0,Teradata,341637.0,7.0,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,NE,1-559-178-7030,4.0,,,Hfuimwepkcyfjo,Orlando,M,Canada,cjepjhyrxrp
Nnrcrdgvbwrhtcpzo,2.0,O,Nnr8812,91.0,cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,675.0,2407571.0,Dr Pepper Snapple Group,90682.0,10.0,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,DC,1-992-188-2825,5.0,,M,Jxsjfxtrvtasrovr,Winston-Salem,M,United States of America,Jgrfgmztlsuo
bjpelghltganlcwdvvlwhrsrevtxkr,3.0,U,bjp8813,55.0,Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,620.0,932686.0,Sunoco,294173.0,,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,AZ,1-442-589-1792,3.0,p,f,Vcsgfytpng,Providence,W,Canada,Xcqhaiossrb
Qgojolgicyuodobbhvucflmoogu,,U,Qgo8814,27.0,Tbhsjktmpqwlvrdbg,728.0,3528491.0,Varian Medical Systems,261846.0,1.0,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,Saskatchewan,1-837-544-6203,5.0,,f,PIADCXXINNXFQUYLA,Huntington Beach,M,United States of America,fcbrb
Bhjgcrzfabkgc,5.0,O,Bhj8815,90.0,boifi,325.0,3469849.0,FMC,283721.0,9.0,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,KS,1-832-285-2423,5.0,,m,Qcsrex,Augusta,M,Canada,csmgs
Tppqcneimhorn,5.0,O,Tpp8816,52.0,,449.0,134602.0,Cephalon,332475.0,9.0,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,NC,1-504-633-7105,1.0,v,f,xelwwcwgvagxmrcc,Toledo,M,United States of America,qrtlitk
ILNMWQXHLQXNDJVSMABQST,3.0,O,ILN8817,8.0,IBUXQSVDNC,442.0,1009548.0,Travelers Cos.,256195.0,2.0,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,Nova Scotia,1-718-081-8341,1.0,,,OLGKNZHEMCHXSOQKXMXKPNJB,Alexandria,M,United States of America,HEAPJJOVXY
fxzxhllfcmjzsbtz,1.0,O,fxz8818,26.0,Btcrondruhkgmvmvoqh,438.0,613207.0,,346183.0,10.0,uokkwfyvc,SC,1-917-208-6881,4.0,M,,Mnlyemhpjxn,Columbia,D,Canada,ECVIBPUDQLFZ
IJFEUIYNNMDZ,4.0,O,IJF8819,23.0,lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,599.0,3575172.0,Merck,188073.0,1.0,gxxaqcwuahhr,NY,1-016-473-4301,5.0,,,Ybxiciilbczmstmmbondbruqrvfl,Stamford,W,Canada,Uebreynew
Pekohakpzlcqdjftg,1.0,U,Pek8820,58.0,,439.0,1002929.0,Hanover Insurance Group,61819.0,0.0,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,Ontario,1-589-994-5888,1.0,O,,bgwfpufmkfqpogdqrcpinqnglcjwbd,Rancho Cucamonga,M,United States of America,rwiqorgp
ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,2.0,O,ODD8821,43.0,XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,384.0,1809515.0,J.B. Hunt Transport Services,287230.0,,Abdaqv,PA,1-150-172-2576,3.0,w,f,Vcrxoldjgmse,Warren,M,United States of America,KRBJJZGHFCRE
PKIVXZXGOSHN,3.0,O,PKI8822,12.0,Kvoobjclhtwktvsrftlamahmiacstmodeure,528.0,1393747.0,,372427.0,7.0,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,LA,1-516-834-0316,3.0,h,F,Tborpfmhtbsbtesnuupfhb,Chula Vista,W,United States of America,Wbogxrhgcvw
BPHKSD,3.0,R,BPH8823,,Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,723.0,224488.0,Harsco,135102.0,10.0,ukdnqiwhtgwpvvyigseilzvpft,ID,1-450-275-8208,0.0,,F,Oduybwav,Macon,M,United States of America,Ejajbqg
Vujes,5.0,U,Vuj8824,72.0,kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,,3195528.0,Rite Aid,,9.0,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,UT,1-744-559-2873,0.0,m,,QXXMAKAIPWYMCWLSCGOIVWF,Colorado Springs,M,United States of America,YQPKQM
tnmcgoyhpruhwehdztxqqfyftrngfe,2.0,O,tnm8825,42.0,meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,412.0,32649.0,Toro,277645.0,8.0,,WY,1-102-508-8300,3.0,,,Tipvcgntnf,Ann Arbor,S,Canada,XRMDHZVV
oilwkzlprwkiscrlovai,1.0,O,oil8826,100.0,CXGDUHVBGCUDNNUVJOIYRSRDS,509.0,638683.0,Oshkosh,91417.0,3.0,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,KS,1-900-160-0452,5.0,d,,Mqeplqjgl,Augusta,D,Canada,NRICZSDGGK
Hfcyalynkdizhjerhbercm,1.0,O,Hfc8827,7.0,CIBPCEINNTOPBAFDDV,588.0,198051.0,Aventine Renewable Energy,159051.0,9.0,Bvhlkeqaorg,UT,1-407-218-7411,0.0,i,m,Gfhblssimwqcsle,Minneapolis,U,United States of America,RIIWQEMSV
lcknfe,1.0,O,lck8828,98.0,zwmmwbetclehykhznsvxamtrwrjmmgaotyy,422.0,2244500.0,Anixter International,95432.0,10.0,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,KY,1-512-473-3935,5.0,U,M,Hbhzlyub,Erie,D,United States of America,wpzujj
rabenkjxafcfc,3.0,O,rab8829,1.0,ogemgghjykcwugcb,332.0,1187421.0,HCA,409493.0,,XPVUSUYVKKVICDBSP,NE,1-863-960-8338,0.0,,,xopegba,Des Moines,M,Canada,NNSEDGNNZ
Xkxzqkxwwmmosaarfmnbfbdobg,1.0,U,Xkx8830,73.0,AXSTGBVM,822.0,2565345.0,Murphy Oil,62147.0,4.0,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,OR,1-016-925-1898,,,,Majltiytpouhbq,Hayward,M,United States of America,VJMUU
QCMKCESXDTUWQHNGOAQGFL,4.0,O,QCM8831,67.0,NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,374.0,65012.0,Target,357133.0,7.0,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,OR,1-460-224-4181,4.0,p,,NDLUGJPELMJ,Missoula,U,Canada,Kreqsbrgimcj
