AgID,St,NuCh,OwOReFl,Inc,PoC,Co,AdL2,MiIni,AddrL1,MarSt,NumC,NWor,LN,Em,Ph,A,CreRat,NumCreCar
MBL9745,New Brunswick,5.0,U,187633.0,Zqddnejz,Canada,VCWUEPMXM,f,MWHQKCMZKJEEGRODBNWAAENVTLKXELJPUJYOVFZQXNAD,,5.0,2391361.0,MBLKETVGULOVSQHKVNWDRM,SunTrust Banks,,48.0,523.0,1.0
IFB9746,NC,3.0,R,457959.0,Fhcceiam,Canada,UYUMAXMJFQJWJRHFFXAMXYIEWTLSNWRSDOEJWGPCFVAREJFBZIQWGUYQWOOPBQMNHEUMZNQU,O,KCVOJYWMMLIXNJWYWADJVPLDVQD,D,1.0,3806448.0,IFBJSNFQJHOCZ,Motorola,1-499-752-2335,36.0,570.0,2.0
Sru9747,MO,2.0,O,279576.0,hllhvyxxqs,United States of America,vwqewconorbilvfxcxgyzogqpgobswallxgadijajtfvtrswaplhcnkcmedabisgjfhuqaajg,S,Vbkxfjjqcqvgncfngarntiurvdbmktgmmcn,U,5.0,2348293.0,Sruqfw,Cigna,1-971-778-0152,,729.0,10.0
Esq9748,CO,5.0,O,76307.0,mejao,United States of America,fbfbjafdqopuhcemhpuieauuymilqbcnivdqthobubgaxacuuynuplevhfsublquwgstagl,h,Sdrjwsaptcszruufsdccnylxdghedyevypbffvmbdcabvculchhujaprddwiilmfarqrajdovquiio,U,1.0,2794519.0,Esqhltcubozghjutf,BorgWarner,1-327-221-7261,8.0,453.0,6.0
Jbk9749,IA,0.0,O,150356.0,Hxmxijoio,United States of America,Yalsboqntimqpf,h,Hvphoca,M,3.0,3981941.0,Jbkwofyyk,Pep Boys,1-266-735-1050,69.0,501.0,10.0
dri9750,ID,5.0,R,281781.0,mhorjsbu,,RUADEMNXRPFIDUXCGGFKXIOQNUNOCYUHLZI,X,pwuodgaxedouvomssqqljtsowqcyqsxvnpwwbahveoxzkljnw,U,5.0,2484656.0,driovrqyknts,Duane Reade Holdings,1-235-910-5247,7.0,737.0,2.0
CLQ9751,AL,2.0,U,480928.0,hlhnweechud,United States of America,Ptsievhrqbvsafhifexxngjeykmfkeeffwrbjsojdm,V,PMZKRNELCQTMEKRASKPDYIORYKJKETUXVHJDCGZUOPKK,U,4.0,829464.0,CLQYZOP,Metals USA Holdings,1-222-954-3222,22.0,663.0,7.0
Wde9752,HI,0.0,,47477.0,Uqpduix,United States of America,LIBVPSLNYU,,Vmlanumikunrntcwrthzoraimoodvyidnhvkvqohw,M,0.0,2766748.0,Wdeawqamvqwqwxfifiqffjp,Avon Products,1-367-453-5459,57.0,455.0,5.0
Fus9753,Prince Edward Island,4.0,O,,NUARREEWKAWE,Canada,Hpgxazmluaedxglpozjwxbbwhfuscnbp,V,mireswmbvwq,U,1.0,3851436.0,Fusjewkguotgdhgvig,Markel,1-440-119-4367,96.0,716.0,8.0
AWZ9754,AL,5.0,O,202337.0,jdsmdchabpp,United States of America,wdfetrsarawqcpvhkuiufudzbrkpyrjzoezhahfatblyoasnwvry,,feawwriypqivvzvjmauhekiquhbzryrwzwhivsxjeepbutqswwitgxvtfbtzvad,M,,,AWZMVKKVLKHVIWSWEBL,BE Aerospace,1-017-402-7313,5.0,394.0,9.0
EIW9755,SD,3.0,O,259743.0,Zlfcmcxx,United States of America,Wizdlrzgeioftkybeqiitnpeuxvcqpjtjlsztjciowwenrkrweizer,,Qlgeewyjfiynrgzqgfniakbwdolkpvrbutudqcgavmzqyh,S,4.0,3438394.0,EIWUWLIC,Burlington Northern Santa Fe,1-634-288-6589,10.0,624.0,7.0
bom9756,MD,2.0,R,473020.0,Yxagydaxtzqc,Canada,NAMUIQGTTCVAAFPKHYPMGGM,W,Jsdmzvimmsflmqjpgletxgixlfurgsrptljflonjgfdeqhmslpaghiquyukguieonodkeujwvrf,S,5.0,1952019.0,bomasfnkusfkxbffsxqz,Sauer-Danfoss,1-815-478-3247,19.0,822.0,4.0
WPO9757,HI,0.0,R,350535.0,rxzlmus,United States of America,Xbmgxfpgyoafgsyskvtmriseivpcyrfvxbzxliftjxqqzcmdsgynugbrlvpogxauywh,,TFCORORJWITRNNBJSKQHSCSZCSPFBCRCFW,S,2.0,1002370.0,WPODTYIVVBXSTTBBMS,BorgWarner,1-430-006-1717,95.0,742.0,
Ewe9758,Ontario,0.0,O,495731.0,Gfrwjymrkxwk,United States of America,ATQKGWURYGUBRMSJRBEIXWXE,Y,BSMKPO,M,1.0,401126.0,Eweqpakklabbogjnsbmpgccd,,1-408-553-9606,95.0,744.0,7.0
Gdp9759,HI,5.0,O,266068.0,,United States of America,GXQDLJHRHTWGAGHWRCPINCGBUAMOAROVDGCMAHDOZT,,TELKSJLXIATKOEQLHQUWDRAIEOFFHUJAE,U,3.0,738712.0,Gdpnurtsq,CarMax,1-512-806-6987,17.0,804.0,0.0
pkg9760,TN,1.0,O,13742.0,wvnqecos,United States of America,STCNUZOYJ,,MWRUEFFWEERWRDVLHIDDDNBEKDVKSVMTJRHOMXANORMAAGCUTBRUGAOBAMVNSZFTDOOVVPBXIPNKLD,D,5.0,368588.0,pkggeqplcssuhuqkreggmsqn,Realogy,1-127-705-4220,2.0,740.0,3.0
Ppp9761,MS,4.0,O,158464.0,Eruugkuho,Canada,ylxxwyvligvpspcnnlmprmsp,T,rngmtjwbwrzfxfajctsvjdqzykblrxmudkufqkbb,U,0.0,2868652.0,Pppsggcqgatwfb,Domtar,1-597-278-9123,50.0,643.0,5.0
HTN9762,RI,5.0,O,217501.0,Nwizaccf,Canada,udsnealvnngrfqnfgtyxoygglfmeywibke,,Oljgbjqntydnpx,S,5.0,3706122.0,HTNOPYSDEQFVIKG,Expeditors International,1-310-889-2244,3.0,537.0,1.0
Jmb9763,UT,5.0,O,360528.0,Bnhdflxl,,kkwelvlvfuihlimdpmacmpxshgygvisfgiquauiebjedxefhkmlnfea,V,Thjwtusfbqsvrpuciwvahwdhlkunjssdglraxehjrtdecxpfyvebrslfw,M,3.0,,Jmbqiifstykosxfu,Reliance Steel & Aluminum,1-176-469-4736,35.0,838.0,6.0
BYA9764,WV,0.0,O,249634.0,FFDURDBPD,United States of America,Rrtewwnduecmflxdjtqasxmrmhsjaqq,,tchchmwdxcaogigxlwbwoudqikrokwbiiselnnuxhszrislptmtykae,M,3.0,126280.0,BYAJHUXGYMTFVIMETPYMZBTGXODFU,Archer Daniels Midland,1-126-977-4741,29.0,673.0,0.0
Lfg9765,NC,4.0,O,19012.0,Bokapztwaos,United States of America,Ijjpvqrgaewdvtmkhrbtmjeptkxvtbwymlk,J,,U,3.0,3391430.0,Lfghn,Snap-On,1-640-749-7987,70.0,673.0,9.0
aui9766,CT,0.0,O,260411.0,Nmgooht,,Qhuophszcwamtfuxbpwvnqnyfixrnanjofagizrwzsbizdzzbttfonadledsyofluqacgrww,,Qyrgvxgwvcsffvsncljmhvooctrpsgskzrroqgnmtaolgtxslc,S,1.0,3857035.0,auidnolwwibkuqmnvmtzixuveltp,Rowan Cos.,1-128-600-4335,10.0,690.0,3.0
Tse9767,AZ,0.0,O,428633.0,,Canada,Pgsocilotmypftqdis,,yuglprxvxiozxefdhazbscxegutmbqesfuxucwpmqdtmomuqnkwiqpoqlfkocxa,S,0.0,998642.0,Tseiuqyxevfredxlqkyhbtxodf,Jones Lang LaSalle,1-391-125-3176,,313.0,6.0
Qqj9768,MA,0.0,O,485730.0,Chlxbkxdljbd,Canada,Nwdfaclbgqdshcqbbnkvavzsuywhweqjjwxckacvsmpomilnw,w,Pdcxlwbpaxnmkkxctgxotbnsorhqijulljjdehwppcmpevdgnxdfojcvosprbdkcqqhdhcnc,M,1.0,356647.0,Qqjmzuytjpnake,Valassis Communications,1-489-334-9152,63.0,561.0,0.0
pwv9769,OK,1.0,O,376278.0,Avsxqx,United States of America,Tsulnmvkayf,v,Fdntqquolg,M,3.0,,pwvdhumjdrapvwcypzeemrcd,Superior Energy Services,1-527-060-6688,80.0,678.0,6.0
Rvb9770,WI,0.0,,483333.0,,United States of America,,,Ptalsqkabslroiszsddyqijqusgvfhphvkuwsdembbtfqqnzfqdrpipsqqmoaujuaud,S,5.0,1736087.0,Rvbomlocexofznsbxiedukcovlcash,Bank of America Corp.,1-842-863-3693,,391.0,1.0
WIC9771,NY,0.0,R,240007.0,WKEHUBS,United States of America,oouyaaqjrtfhrefirlthtwlvyxlfakhiitn,D,XYTNPKYBCZWISTEVTGQDRYEWOFUEOCELPQMVUOMEI,M,2.0,2551540.0,WICRRWABLIDDPNT,Penske Automotive Group,1-631-365-2065,68.0,556.0,8.0
Zje9772,ND,4.0,R,334773.0,CUVUBMBYQ,United States of America,joqiawipoyerydkdnhvvqkslogxvyi,u,Evtzfybzzzhirauewbwauynjzriiyfjvag,D,2.0,861964.0,Zjewxdw,Colgate-Palmolive,1-783-817-4776,69.0,730.0,1.0
Jba9773,Ontario,0.0,U,270739.0,ymblxrjie,United States of America,Xoxyjjbjh,Q,qzomiq,M,5.0,,Jbaukn,Stryker,1-775-482-3616,98.0,718.0,2.0
Dsg9774,SD,1.0,R,415362.0,ivbiiosl,United States of America,vcouhbpwcauqcutgehempojtehnbnaxedcjorufbqxktvbdwh,,RBXDIEFFGNGGKAEKRTEQLNMCWEEAJDWHZWSQOPAAUJOCRHAVTBDGDQWHCIOGALHUTCCCLD,U,5.0,2891160.0,Dsgwlletrzvr,Service Corp. International,1-188-214-9956,36.0,575.0,5.0
VCH9775,WY,0.0,R,440482.0,Ctxmyswo,United States of America,edkgxsdekwsdeameqfedsynmoadwrz,,Eosdhkptggmjn,U,1.0,520676.0,VCHIHGOPFG,Service Corp. International,1-689-730-8281,82.0,720.0,5.0
udj9776,OH,5.0,O,414410.0,Csqpoi,United States of America,Lgqsmpohsymcctuncvdoekdjsfsjsionpiijnjftzxuyyannddfcoqvxmdu,d,geytpqgpmnnnerimzpeioedmczddgtswkhpvadxsiomztlsptiyrxifxglmpp,M,3.0,910547.0,udjcyuh,Occidental Petroleum,1-185-666-4477,92.0,320.0,5.0
lhr9777,VA,4.0,U,493647.0,Lwdxyahnou,United States of America,rzdpywzqvsaipyguybafvhkmoandovki,o,Rectcvxesckqcylohqovcpqzrvzcybkjmmxybuoq,,5.0,178958.0,lhrcvldxceekt,Belden,1-400-323-3151,27.0,403.0,0.0
Eed9778,NV,4.0,O,339925.0,Gtdqmrvrodr,United States of America,GDPQEJCXPOBBRLEADQPIYUGWIQTIQCVTSYVUCAHGRUESUDWXTDCRMHBMHTFLJKSKKUNMTCWHMH,C,Hhnsoxeosdepsiccxhugdsyhvdvetfkyryoedrpzuthfpzjjjpljutqhhwmkavbndmzc,W,4.0,179723.0,Eedzplwkszvaglolkqqdjbxmxu,Cisco Systems,1-527-194-1440,43.0,,0.0
Rjy9779,HI,3.0,O,435223.0,tuynu,Canada,Srfiofinkomfjuokrbufnzrsfzbbvkw,F,Rtegnlwpcquztuldq,M,2.0,560038.0,Rjynzgeosfrfmjcmimc,Regions Financial,1-592-334-0332,31.0,521.0,7.0
Otz9780,Prince Edward Island,,O,35941.0,NJJQDTIWHH,United States of America,Qavomoxdprzsbodhohxcwofcrioohzivqmvpmekokmojjlsxevzkdvpy,V,sxbdyvmvvrknbkqkaqownpfjhzlrkcnhmbiicbzszlfgzzadhkkbfwmxahcjxsudctqbmgmdeidhd,S,0.0,48989.0,Otzotclmdhwa,Seaboard,1-192-355-9148,84.0,493.0,10.0
xnq9781,FL,5.0,U,435372.0,OIQMRFAOB,United States of America,Waqacknjvbcwcynhzewbntttvq,z,bjdccsqrgtbi,M,0.0,3631565.0,xnqpxrkbqibq,Sovereign Bancorp,1-424-574-5497,78.0,650.0,9.0
efd9782,CA,0.0,R,38603.0,YZTZMEZTX,United States of America,INKKDFCJXPICWPXHIYNMZ,g,vczyozownhexb,U,3.0,20964.0,efdcdsbcbpaq,Staples,,98.0,601.0,6.0
KFQ9783,Prince Edward Island,3.0,O,367985.0,anicaidxqhl,United States of America,Romcwtnhobcly,,uvoyqgllnejajchbewilqdvdrdiuixnnufjuincnychwmmfvhsvpnijdiuqdygcuohhbykcvkct,S,1.0,3152680.0,KFQHLTQFCIKMWYHBTAOM,Sigma-Aldrich,1-847-549-4326,0.0,466.0,0.0
BTV9784,AR,1.0,U,294515.0,nijgnbgdt,United States of America,Kjraggvvhttkqghslryvpqhciodupxmusfiriaxnfmyabhadsowvxzimhamumyn,K,BVTHYNHMGPNEKPZCIDPSCFWOXOUEG,M,5.0,3058045.0,BTVQHLMSTBUWJNTBNUPCBUZQVAHUR,Xcel Energy,1-116-368-3368,23.0,619.0,0.0
Tae9785,SC,3.0,U,,dkceajmashi,United States of America,TGUDDZIXRB,,,D,5.0,3995842.0,Taejoeotsacihmwigcqrqodwkvtta,Int. Business Machines,1-697-596-2552,35.0,326.0,
Gci9786,New Brunswick,5.0,O,407401.0,acmacflq,United States of America,WTYTRKMFBVPLFQ,,Tlekperrebuqaszkktjm,D,,1814013.0,Gcild,Metals USA Holdings,1-303-723-5831,23.0,380.0,6.0
Xcd9787,NY,3.0,O,136863.0,wefnezad,Canada,Brxddsclfttmtsmpzszdsdsblfmhvonconsvarbweggcytwvky,N,AHWHDY,M,,2746916.0,Xcdxa,ProLogis,1-807-845-1621,50.0,699.0,8.0
Wrb9788,NM,5.0,U,140613.0,,United States of America,EZPQFPMAKDFHRWZ,,WZJNSROBXORIOXGWMEQZJJZGEQD,,5.0,3673503.0,Wrbovqz,Insight Enterprises,1-532-915-4568,56.0,300.0,8.0
dqt9789,GA,2.0,O,101326.0,Dpfnty,United States of America,xkcbrlambeehrgkfuoxfutnmuaxdxupnfrvwpmmkwkbkvcduzvb,l,Mzvnktohtumyeagtxnszsulvafkstqgzumhbjevexpnlnrdgzbmqwyoiemkghyvrr,S,3.0,2439162.0,dqtvvpzdipaenrpiycd,Henry Schein,1-840-477-1190,71.0,705.0,9.0
Lkf9790,AK,0.0,O,205725.0,zywpjmcqdtte,Canada,Aatumismfvuennuuaqvbmzpwhfkjumeebwkpuafdvhvhmh,,Jzkvdfrvgwyrthkpqhtmbtudaykzfwegwusulkscueqqtw,U,4.0,2739411.0,Lkfijnjquhpvjctkal,Wynn Resorts,1-876-538-1436,48.0,602.0,5.0
Jca9791,MA,5.0,R,308540.0,Nanqg,Canada,EGHDHVIQRARNTLOSMCKXMADPNUEUKNDUWQUITFE,l,ZSBKLSQCOCKBAXQRHGNZMLSZMDKJFBRFTHOUZKLCSCTSAGMUMNNGHHOCKYIPBBCKBORTOGWMSPGG,W,5.0,1610254.0,Jcatjndjkdcz,Western Refining,1-434-897-1689,63.0,542.0,7.0
Cyo9792,TN,,O,321517.0,,United States of America,VDXUMKCOIQOGCMBUUATJJXUVJFQANHIGKXNBDGBYKUBJ,,drbvtim,,1.0,,Cyohtezkfyrmtwp,,1-229-228-4105,55.0,608.0,7.0
Fbo9793,ID,,O,,Uspump,United States of America,RDSRYEKCWP,,,S,0.0,3521205.0,Fboaytxlbchnwudfrvdoykio,Synnex,1-712-455-7425,99.0,,6.0
RWL9794,NH,0.0,U,23536.0,AAIAQQEJ,Canada,Potjafvmncnslujiswlcqgxggnjshwllxmwowrxhpafipjtqaetcgnwbsbjxcdxtusuenejrtw,g,Juunjd,M,1.0,2425580.0,RWLSUMHLZWDWD,Monsanto,1-321-095-8066,7.0,647.0,3.0
Ymj9795,Newfoundland,2.0,O,444451.0,dwpmlztks,Canada,LRBXLZJWYBWFAXCITPCDLQKLEDHLJWRXTWDGYZIRJN,Y,ZFHFVIMUKGMJYODKWXKOVNDXYOZUHBUODAKHK,D,5.0,,Ymjgmxvanihjivfntxmqnmddr,Weis Markets,1-452-393-4430,36.0,,0.0
kqr9796,OR,5.0,O,250390.0,UQVRZGZQH,United States of America,Rvgdxfvxlcpjeyajokzffejmi,,Nzkcflgehrjlrljamfsamdpktdibkmakjazxrxijgsqvmdbaclsnm,S,0.0,1353495.0,kqraiarz,Beckman Coulter,1-038-099-3417,99.0,798.0,0.0
Anu9797,RI,5.0,O,167063.0,FHTKTLERXT,Canada,Krtufggjdaordprmvqhpbosgmdmwczcztbgzffrdjgubjskrgaodgkemfkpsax,,Ktobutmsuedrqzjdfxazdcosywqfmhjokl,M,0.0,443045.0,Anuqotndrpjoqqniczwznfgl,Pentair,1-284-920-3901,43.0,332.0,1.0
Odk9798,Ontario,0.0,U,94636.0,FZCXE,United States of America,KTQEMACPLLQISGSSAI,,Fturreltuidlbrqbmbtdcalrrhlnsdj,M,,2597213.0,Odkwrjmnxturxfjmlht,Western Union,1-542-243-3222,85.0,392.0,3.0
Sng9799,Saskatchewan,,,91842.0,Nibnnr,United States of America,Mervixzxlfwjwfavsbzksmburry,o,ifvsmabhwwssqztbuqulepseeearjukjvviiigbuucquhqvhrsbofbgx,M,0.0,3176155.0,Sngszx,Office Depot,1-229-158-8024,28.0,565.0,6.0
ryj9800,IN,2.0,O,442243.0,Aptjpvosoe,United States of America,Iwpbruildwguhzfyclsqbdgdezzsxrsmqdbtxsjjlmvdatbisxqsepiegnlok,N,Jwqqjtnulntfqrdzwskrhtqqvptghhfulbtayet,S,5.0,3265617.0,ryjuxunbtawoxpgynsngkg,Brightpoint,1-075-206-4337,86.0,732.0,5.0
gle9801,AZ,0.0,O,277520.0,KSCYCESK,United States of America,ZOWVAJPOSLXPYBDKLWLNHRVJSQAJETSCH,,IVDPVYUJKCXIBFHWKORGOMRHLDLLXWSW,D,2.0,2387472.0,glehdnmsru,GameStop,1-724-404-2730,32.0,369.0,5.0
BCG9802,AR,1.0,O,,Srllf,United States of America,Mbgmoqyztlfzqzqsgpxaxzcvloj,,Plmcadovhjsfpzrloyurqyhjndbybppbgopevgixdcvfpvnmifscinskrhxcx,W,4.0,846372.0,BCGZZBASECNMDHQDRVIFH,Nacco Industries,1-389-179-0350,28.0,483.0,5.0
WXO9803,KY,4.0,U,151886.0,Dnuryfeirof,United States of America,rvkbfpam,,Rhfdimcphjvdakotsmxqpfdszvvjxlunpqyjmevveazq,W,4.0,2862895.0,WXOTBOUUONMGADSYYEP,,1-536-802-1200,,661.0,2.0
Ijq9804,OH,5.0,O,175605.0,,United States of America,Aantblnicdpirvtzqkyrykfxnevfr,,powvvmxggmpnfjuwavdwxfoxwjvmqhkcfwfalcodeggntxggfvnmkrqywoatfhtzxrwvocrf,S,4.0,1652410.0,Ijqgfedqpivgbojceahjl,Graphic Packaging Holding,1-591-775-1309,83.0,438.0,6.0
fdd9805,NH,4.0,R,37684.0,Rjoxn,United States of America,nzgpmqxyuckysrtigpqakwqczvniiieshi,,xmxluewjktjqemfdrlt,S,5.0,2406642.0,fddtazyddcpiiczsqrmgzptfydlt,Terra Industries,1-199-805-6277,,813.0,8.0
Aro9806,OH,3.0,O,71197.0,PTEZIOYKNGBQ,United States of America,RQSTTQIYGATFJPDAEIDARGUYN,w,Kslnyuofcetnlfuwoikencvtlfruii,S,3.0,435495.0,Arojbiotzgzftpsjmw,DISH Network,1-134-178-7893,71.0,511.0,5.0
uso9807,LA,,O,157122.0,Xgpiffwdr,United States of America,jencxuxjgflvth,,SKMVQTIUBJFRFXIHTDVENAIB,U,2.0,1537756.0,usobkxgrdpwsjlhxwfvknzuu,,1-476-772-9719,32.0,474.0,8.0
Bhj9808,GA,1.0,R,444816.0,alrwz,United States of America,Srffxwjdxmvybnsbisgfbkmbdlkduswxeqxhovvpqupcugaeiapjwmjbhuydtxglh,v,Ajoqjyerxnnubhgjujpsfxqydzkthdhwanwrvndpbrciyhtqpmtxypmkrcxbqwdfwu,M,2.0,2722282.0,Bhjicsnyglqujidytzcfmquvny,Sanmina-SCI,1-526-786-0424,,506.0,4.0
Mge9809,NM,4.0,,8311.0,Nnezf,United States of America,ugnjamvltbrxxug,U,GGSVNAHTVOBTGYPMFCMEKPKVHUJITIASOHITZTWCDFFXMIREGMXYAQBNEEBASDGIIOVGPMCIXIAVXKL,D,5.0,,Mgeoovhgsbzjdwosce,Stanley Works,1-786-446-9417,48.0,772.0,6.0
Coo9810,MS,0.0,O,155914.0,Rgmbf,United States of America,,,Vpoxxiksceoidccqvhusgjgsiopza,M,3.0,678801.0,Coooihjzppussofxxvhq,Johnson Controls,1-781-637-3596,69.0,546.0,3.0
JYX9811,AK,2.0,O,339601.0,Lgdeo,United States of America,Jcbalnjxbuurvrujskvuhhenqjdwuzcqfbezdkkosplbqzhbelbmwkdl,x,Kzjsizsefkpnugkoptwwqnizwmhebvwjupuprxebymbcazcinizfiodlphrivqprcvfbkxvpwkc,U,4.0,1049475.0,JYXEOF,Tech Data,1-964-545-5956,97.0,552.0,10.0
szn9812,MT,2.0,O,344862.0,,Canada,OOBZCQHJNQZPHEYXNDIEBWRFAEFAASKWUWDIKQWMNMZPSDOJXHUJRQ,D,Fltumnqknzfacnvjnadmyetqmyqiauakhqmckxxyuvq,D,1.0,3844727.0,szngbzuzfutuplmpozkbhyggfelci,,1-827-775-1568,55.0,738.0,6.0
CRH9813,KY,0.0,O,496829.0,Pvpgftphron,United States of America,xwkpbekpyxdipkanpoiaasoqqrqgvohixhlfhpyumkclsthmjxxsviercbenkrubtbpauupfrvuztt,,Cxqtlpyvdpvtcoojffylfwhxuufzmqdxlnpircbkc,W,0.0,2888275.0,CRHRPXRXFSJO,Rohm & Haas,1-311-965-2370,22.0,573.0,10.0
lgv9814,NE,3.0,O,129017.0,Bzihvvbyqf,United States of America,Eaqwoyhqxwkiereprvprhz,,UCRQCKVTESORIATLXNBDTIPCTUVROPVBGIJTLKKAAMVRNQUBFCIJQRZQAWTGHNITHBQUDYHILWB,S,1.0,2451777.0,lgvkgshxkyvu,M&T Bank Corp.,1-984-027-7433,42.0,842.0,6.0
Vvl9815,WY,3.0,R,430025.0,PQRUO,United States of America,AUPDBVMKTVUUAWJOVOLFUZONHBXSPGOSBSJNMKCUZGJRPQUWQWHZ,y,YBLJAONGSBSADAEKHWLGYFIIEISBOBPKQEMEMRADGWYSFVPXPEHWIKLPBMYXRFJDKCPFVDREQ,M,0.0,776583.0,Vvlunxebdrwi,Automatic Data Processing,1-157-236-7700,3.0,347.0,0.0
Ugw9816,Quebec,1.0,O,97349.0,Gdmdlbnjbt,United States of America,Esdaxnmxrubgu,j,jwifyfzpvlyxjetobbfcdbsnsiojwdzoskdbhatkidwiqdtciunsccxcpxfqvo,S,2.0,2562495.0,Ugwsbxpufxcb,Mettler-Toledo International,1-656-109-1600,40.0,551.0,10.0
Ryu9817,Prince Edward Island,3.0,O,393547.0,Luplgst,United States of America,ymiyvvhdnuhtpfennyvpxovigwpcnygqckfkkvjsxyzxqbweedghupapvegsm,,lhegnojkildgxyefbpsvafiqwiugqeefrxhaaja,D,3.0,3652078.0,Ryuvdvxypyktpshsit,Jarden,1-635-447-3318,55.0,565.0,5.0
Vlp9818,New Brunswick,2.0,U,182351.0,ywozoerkq,Canada,Gmylbsdfwmdtqzlhwlcnxbhtfzijffndibdmdpgwxvgtoxvgliasztyvi,F,tlekusvfnrojycuautbvpl,S,2.0,557439.0,Vlpfkofjvptyybykwqptmkwvjgmmt,Brookdale Senior Living,1-393-830-5416,56.0,301.0,0.0
lfx9819,MN,0.0,U,416999.0,SXPPXJXUPKA,United States of America,Wxhtqiagtwuksursxtrajmvqtouzolvdsapjsdhuwowrjikne,t,RKBLDHWJBIMMA,S,3.0,3406094.0,lfxwwtpilgxklhzskpsmzckoe,Airtran Holdings,1-441-296-2469,51.0,572.0,3.0
JLW9820,MN,5.0,O,417268.0,Jnnfard,United States of America,Bcikjcqggvhg,,VLSGJEUFOZPTZNTMTRITDBKDAPLEGBCXKAGNFLTXCIUNZFVG,U,1.0,,JLWEFLUXGRATKV,Packaging Corp. of America,1-673-121-3558,43.0,328.0,
AMX9821,NE,0.0,R,8210.0,Wprqtaiifpi,United States of America,Ufboxaccmyuyeveztvmpshiueyoltxbkrailigffwcoffxhklnh,,NLODNKBJSRCSAKSIFCIJRPQBUIWDJTWNHP,S,4.0,2569171.0,AMXNLWGKXSDIVZMNQXRFIZFJ,Health Net,1-405-616-8440,24.0,318.0,5.0
Uax9822,Quebec,0.0,O,310092.0,KDWZDFHPK,United States of America,jlrncrjhmmeinduhnmgfbuiwqcdbquapaogubbugrmwzcpijphmnnevfqvdtpgmyusucbsg,Z,DQCBZDGNIBBNDBXUIWWOAZKRAKVTUODJRRYQWFMQXEUNWJXFIWTMW,M,2.0,,Uaxubjtupwcipuhegkyn,Coca-Cola Enterprises,,87.0,397.0,
eth9823,DE,1.0,O,308220.0,LZSRWIUVTD,United States of America,QHDXMVZBPFLMTZTHPXQYCVJGOJFZSEKNENKEOXWHZAEKECYYSBPGCMQCPDHCGJBXASP,L,Nmvmftnexfwgklrsjx,M,1.0,3800745.0,ethgqfrwlsjbkklnspaudgxa,UAL,1-062-969-9915,2.0,755.0,4.0
Yes9824,New Brunswick,5.0,,13133.0,Rowrnedbgdvp,United States of America,Owfpxeoekwsnzilqlbtewbeubeuzhueoccn,,ZFUSPYYRWFJLWTS,U,1.0,2501119.0,Yeswpiwgmxaaurbxpxvmgtmetn,,1-237-403-1731,82.0,726.0,6.0
KWC9825,OK,0.0,,324723.0,ONURDXOYLBJD,United States of America,Drfbekmqakvxaqewbciepivudwkydesfcuknexhhf,V,Gssfbtuwryglaooygvtouzbxljklasubiplkrvadaenuejkmeeccucidkqtbz,U,,2719500.0,KWCVWN,McGraw-Hill,1-763-307-9397,27.0,599.0,9.0
Tqi9826,WA,1.0,O,85424.0,Nsvqzlwwfjfb,United States of America,Aftwmjstkogktwxpesrpqfvzdfrgqxxuqfppzxbd,,UVZUTQJCLFPXRYEOIHXIPRWSHRW,U,5.0,2076148.0,Tqifxiuqtuhil,Chemtura,1-354-555-1031,83.0,418.0,1.0
Wpa9827,New Brunswick,2.0,O,156722.0,Gxvmaymhdz,Canada,geghzaqbebddvfwvllgx,,jlkurfhgsskruleusprnpizsytphqxzzlsjzshhqrartv,U,2.0,3893034.0,Wpadiavudi,Church & Dwight,1-913-677-8025,50.0,807.0,4.0
gpm9828,Newfoundland,0.0,O,220136.0,Ftiviokemot,United States of America,zixthcjjkxsixnrkqfkzbwihaongybbonjiyggllx,K,Wriznnopheofyngbktplqtzpcpfyhr,U,5.0,3870783.0,gpmvk,Family Insurance Group,1-368-266-8562,32.0,549.0,5.0
prv9829,IA,4.0,O,398813.0,VZRUAF,,yjpxxqiclwnbfrwggrtlshpvznynfhizfjnwaidycanojlilhiwotppxkxikqtuwztjspfwsckmsadrk,,Ozmazwnhnlnyjjczowuxahzmtaxcbevvqqzaktaweyavnkfbukbmpkukttywhxleolmpgkrfgd,W,4.0,2179066.0,prvkrqxn,Kraft Foods,1-244-489-1174,17.0,633.0,3.0
Ytv9830,DC,5.0,O,32185.0,Noexilytzfe,,Ierayjllbnhdrisdqxajfzonlgsekhbcmrmmzq,,fdwbrhrvqjsrmv,U,4.0,3916822.0,Ytvmaeamrsgnfqor,Anadarko Petroleum,1-801-737-7051,54.0,300.0,5.0
Ttl9831,NE,1.0,O,380312.0,Kvzrp,United States of America,rxksdcdweqjyakljsekauexnvhfcumfbxhhasycjaaiyzykxeenzvuvkvkoyyemnjegcaseblfi,V,RKSAVVXJCPOCTRQIJZNFOUBKWKI,M,3.0,1771227.0,Ttlqqprevk,Fortune Brands,1-628-498-6046,68.0,383.0,7.0
Kkh9832,New Brunswick,4.0,O,286646.0,Pbwequhd,Canada,MAGTTTTDOKAVCAHVTYSSTQTSKLWNP,W,Qmmqfcnwelnheldepwcyee,U,4.0,2911392.0,Kkhip,PC Connection,1-520-341-5913,98.0,598.0,7.0
