prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_FirstName,prospect_NumberCars,prospect_Employer,prospect_AddressLine1,prospect_Income,prospect_AgencyID,prospect_NumberChildren,prospect_AddressLine2,prospect_Phone,prospect_NumberCreditCards,prospect_NetWorth,prospect_City,prospect_Gender,prospect_LastName,prospect_Age,prospect_Country,prospect_PostalCode,prospect_MiddleInitial,prospect_CreditRating,prospect_State
O,D,jxcwpit,2.0,Bio-Rad Laboratories,Cnjieduusskwgldmiwz,111293.0,Lgd8477,1.0,Ruehqososkkunbmnvvpieilkborqhwtxoaxfcwtjgazbvlrvbezda,1-995-917-0686,10.0,636659.0,Warren,f,Lgdrojmddshqagcqsxbbczp,100.0,United States of America,Tcahjf,,843.0,FL
U,D,Inrondldnhzpxhjshjoquc,3.0,WABCO Holdings,Xmucqkfkqvuywusyhpoblwquqgyugivuhoqdgbwmymgydublx,475106.0,LOB8478,,Uldnrmculnrufgyhgxdfcqqwmttkqtwvwzscknaibbnkw,1-399-460-8921,9.0,2563261.0,Wichita,,LOBMRSTVKGPSIDLKKJLQLAQIWK,56.0,United States of America,upibgkjx,P,316.0,AZ
O,,AKWCFCPDHBCJWFTFOU,3.0,FM Global,Timzitdvgbkzqdenxkjnppfkdggymgldjlmqjojeohoacpglxkgigvcdqkbpdxke,331836.0,Qbj8479,3.0,QOHCXPEVWQTBIO,1-889-021-4907,4.0,2705581.0,Boston,,Qbjuerjfzxtwemitlurgafqej,19.0,United States of America,,y,562.0,VT
,M,Zpxurb,4.0,Silgan Holdings,Munggbucdmguhwlxajmjdbyrlmz,81588.0,Qcn8480,0.0,Xguvqjzeqyygbxotyhjhovusvpfjmixmdoyygfcqebgt,1-459-530-8211,5.0,2698096.0,St. Louis,,Qcnwvbpishbcapleiofbodxryplej,49.0,United States of America,Bfxsf,H,708.0,CO
O,M,lprwgoscavurvynwujjxxle,4.0,Ameriprise Financial,Ozsgurxlnmpkdezwfkggbzcfjgqpjqwpezuknoqfjcyllbbwwmdbibuqlmbb,105974.0,LMS8481,2.0,Tmoouqslibchwniwjoatomwnqpaeesaztkaenntqohvmshddgbmegv,1-385-488-1221,2.0,2572600.0,Raleigh,F,LMSWRRIYYBADWUQQTMRA,23.0,United States of America,Rwjwlexct,,764.0,SC
O,S,qkvopuuqnxnzmjexx,4.0,W.W. Grainger,ibgejbiplyxktvhmupjanjbhgpblcqmsrisuvjucbaanqegbeqehevymfxvrrjdr,1657.0,OUC8482,3.0,AOCCFNITNBJB,1-447-167-7938,2.0,1537032.0,Rancho Cucamonga,,OUCMQPFVNGJBEPRXJQATBZKL,34.0,United States of America,zjorku,a,785.0,RI
O,U,Cpcygdjawvd,,Modine Manufacturing,zopoxnwrvhuvosqhbabweyzqrytvkqapoyqi,397454.0,Trp8483,5.0,Bvcaixiuajxcgxjufmkwcrucitazjxybkmiyeyzflxiyy,1-136-629-7597,,2126200.0,Lafayette,m,Trpvxndkehp,31.0,Canada,Blsuzpxutm,X,345.0,NM
R,U,Sluttdymzbebxfiqw,4.0,FPL Group,Sslpzhdrvlptsyesstypqv,262796.0,gte8484,0.0,Spavpckncfagwmztcntlhjxnfqunhwzfbxgjxdazod,1-634-767-1446,5.0,770068.0,Fayetteville,,gteafjkaekeludwudjswlzpsfjbmf,38.0,United States of America,Knodacngli,f,784.0,GA
O,M,hlcmelvgbfnpujregduwv,3.0,Puget Energy,ofcfzwmfyajaqxsuxclrzkbaozdoiy,412539.0,ROB8485,4.0,wlhkptmvpepanirunxw,1-623-631-6016,5.0,1412791.0,Long Beach,,ROBOV,23.0,United States of America,MLUHIRQPQ,,558.0,WY
O,,Igeqhfktrcdtgrxwszs,1.0,Simon Property Group,NWURFHDWKZYBGWJCIGHLERNMFIXCYEFNMGCD,123391.0,rcd8486,4.0,PHCRAKLODZNKLQAKUQMNQHTYNQCKITVQXDBFDXKXXMOMMRMPQWDRNDKBZRMGJWDKILGESJA,1-803-557-0768,8.0,1469286.0,Huntington Beach,F,rcdxqmrebatutkl,81.0,United States of America,,g,841.0,NJ
O,S,Dtlajkgeqqmalrgrxkmybil,3.0,Burger King Holdings,Uvbpedlanettwjwngcymqyeftemiw,435982.0,YMW8487,5.0,PNMPRMUVIGMFWUOUEANGQGOGWVLMHOGI,1-003-349-4503,2.0,1152298.0,Baton Rouge,,YMWDIRPSHRGNXOYTF,8.0,United States of America,DVCOX,r,571.0,SC
R,S,Anlvwulngnzzmvhgwdtebyvdghkuf,2.0,Pall,GXEFPIVJPEQEYQAKOZBKZW,290792.0,Brz8488,1.0,Nfhrnlsrqwyqlanodvbxvrhivucmpinhceirvwq,1-063-001-0419,6.0,3897005.0,Macon,F,Brzqthdisrxjtiiahdwmeracpuyf,86.0,United States of America,dvwxop,,392.0,ME
O,S,Dggjnnlcmkhzdtorlaidfbg,2.0,NCR,CUPFUTMNJU,120990.0,chh8489,3.0,,1-349-608-5731,3.0,3989969.0,Henderson,,chhfmpkogjcjmjwrnhpqhhveb,40.0,United States of America,EJTWQFJLH,X,533.0,Alberta
O,U,Rvbmnwux,2.0,Whole Foods Market,,457396.0,JUN8490,4.0,EDTIKPNSRVQLALIMACJJKJU,1-317-788-6249,0.0,3345234.0,Lowell,m,JUNAEGCFYVWYFRWHJVJXNMIUK,55.0,Canada,Fdtivalivxm,W,,Quebec
O,D,Upvuibrfizwollshahwpldplif,5.0,Danaher,FPDBPVORRCRWD,112285.0,THH8491,4.0,Btxhkfufmdmdokjqkglcekieioncpvmobzeaofjgjjqpltkvebhgvraxu,1-228-529-6798,8.0,2863120.0,Austin,,THHEV,30.0,United States of America,Akwppbezgkar,,543.0,IL
R,S,xdomustmwtjxm,3.0,HealthSpring,EDOFJDLURVARIHLNCLPGWOCLYFENYHVWATAWXXYTFEWASEKVDIPVEERDQYPUNHYXD,451364.0,apr8492,1.0,MMTOAIZCBJNWEOJMJJMVUAR,1-817-598-6502,4.0,3050091.0,Raleigh,m,aprnofafnzrotka,94.0,United States of America,QDBMASKGZGDA,,827.0,ID
O,M,Kspgprprivkhqvbuy,3.0,Occidental Petroleum,Xvyklbvpmjwmyiuvoersfec,235284.0,Ljz8493,5.0,Lqvwfflbodofyqubisfiirpjrbgvblpaxdjqsbqhaghsuv,1-488-705-8163,10.0,939956.0,Corpus Christi,f,Ljzlpfbpuyngxtgykwpvybnjsu,94.0,United States of America,glnqs,O,809.0,FL
,M,Fkjqdwvyyzpg,1.0,Perot Systems,qdmgghbgrpfslnxwwqvtkje,263074.0,zox8494,2.0,Rvjmjkybudpeocffckhohsjeatcgetifbyamcm,1-526-069-7892,,1160430.0,Dayton,f,zoxhydfztrlmgupabephlqfmgzh,7.0,United States of America,kczbwehx,c,,MA
O,M,Oinyiaxmuwwlgdyfd,1.0,Dell,Eiifxrejlgycdefkypbpmneu,96123.0,lzd8495,3.0,tpaqcszvpjbwuiljoyhgouzjbkpqozuaisenhjtrkviavetqmfiqzm,1-656-493-9265,9.0,2081947.0,Warwick,f,lzdnybmjc,,United States of America,Bylsdf,,687.0,Manitoba
O,U,Lmaytxuw,3.0,Helmerich & Payne,,,JXF8496,5.0,Ixmwbhaodzxeivbtcqdlgicrekfogpbnxwmqbsgxvtoksfxuqmudordzdpzxsleqgznt,1-386-239-4376,7.0,90282.0,Independence,F,JXFIJPTUBLJWTLSIWOQYUCBNZ,95.0,United States of America,frxzlrgg,,776.0,MD
O,M,GQKLFIJ,0.0,Alpha Natural Resources,Ywfmatmqgbqdkkydffaadbnirbpffddqiuswbyavujxtcj,204485.0,lvy8497,2.0,eebxbnpkdvgylzixtavvmqappnvzbqjtxkdiipzgalbaibxxdsbumlwgizjzorzjdwosgbyeukwojn,1-764-422-3011,2.0,,Santa Fe,F,lvycfcewdrcz,75.0,United States of America,Tlymcgdcgcul,,411.0,Saskatchewan
O,M,Spvlogpuaviddcnvtrk,5.0,Sherwin-Williams,nxwfxeliyujigeonaebpfnbsicifqqqwbilkxnskpeql,121193.0,Npb8498,3.0,PIOUIECRKTQNKWTLQZFQPWOEXXXVIXPCSXZSKVFTHLHSNBEKKJKRWLRNRCVGS,1-055-144-5259,6.0,1399007.0,Augusta,f,Npblrdkqzsvikzcvgqv,,United States of America,Bcibw,J,493.0,AZ
O,W,Nrzojm,3.0,Tupperware Brands,Refbeo,,Jfj8499,1.0,BCRNBIULHAAQICOQAKIXKMSUVAUGQGPVFOPCJSDSCHGCOF,1-988-711-9016,9.0,1477739.0,Savannah,,Jfjuaogcbqc,76.0,United States of America,VREJIQ,X,562.0,DE
O,S,FUMIEBZKUIGDSWOLPONGJJMLVX,5.0,CUNA Mutual Group,BQAZRCWHVOPJXIANCKHWSYNHATESZTDBXXQYRPMYBKLCNHBVNJGU,83167.0,Fwb8500,2.0,,,7.0,104989.0,Sydney,,Fwbszrnskeu,78.0,United States of America,VMJGGHA,,749.0,AR
,W,Ukvgjjugrrmglqjo,2.0,Administaff,Lvinbjimvkzkaaqsewacdyikpgssjjtwchldfjfyajvvswo,282942.0,Krh8501,0.0,Caejqxn,1-190-111-1511,7.0,29623.0,Miami,f,Krharrsgsnyuwodxoha,21.0,United States of America,Bblhqyxy,,532.0,CA
O,M,jverwwakkjohxwwc,3.0,,evkwwmxoyavznoptqtamjpovxylehnyzsqucbqebfhzauglesrdstvpcaklpgbspmbkcg,349287.0,Cyp8502,0.0,Lnwylxvnpypevxygksdbyzmhoecuymzncmbpispsptwxvtlzextd,1-628-206-1777,9.0,923672.0,Orlando,M,Cyppjlpnrpvsesgtalirhqypbdhhlq,32.0,Canada,YVPGELOQBP,H,699.0,Newfoundland
O,S,Wksmk,4.0,NTK Holdings,VXUEJVRZMNKNPTIRIMVFBTRSNUUZWG,398595.0,Qvu8503,3.0,ESKKHQMMILCPBUJDXK,1-638-112-6950,7.0,2147817.0,Salinas,F,Qvuipczikctnyliuzxkmitulxvjc,43.0,United States of America,Wkvkkfqt,,760.0,ND
O,S,KQKWIYSTMZPMFYECXRMPYCOYI,3.0,Monsanto,Fbqsyylgsknmnonfbadgeruvvtddxaxzxmcphirekyedcivbjibrqqlvrdsggklrdhqtjkb,7297.0,OBR8504,5.0,EPCHZNGZCMJNXOCLXNHQK,1-512-316-2765,4.0,919794.0,Denver,m,OBRXAQ,39.0,United States of America,Hrnonpynmz,,580.0,IN
O,D,Ssmztgdfwqmuxuydvjsdlmlqsuhfe,0.0,Ingram Micro,MSMNBFUFTGZUMNNWXLQYQCVKWBMYANCGYJABQMGHKOSYKGEPRSPTSUI,172475.0,yzf8505,2.0,Accudidvfnheckgixwafolbmugpzkxkyvkluealdllalbotxmcfoqapfmravqmoyfgmfa,1-829-122-6085,10.0,1375357.0,Charlotte,M,yzfxtflvrbybm,76.0,Canada,VUCORJ,m,815.0,VA
O,M,wbhpeqwc,2.0,Kroger,mhwwrnrctwdmsgpuobdfcwz,323969.0,ZBQ8506,4.0,Rbvvnuxemusurudozlxhfihvvnlsh,1-322-547-9555,6.0,678771.0,Akron,,ZBQJSCUDQNMHMGFMOUUMHZOLXBUMO,47.0,,AUWCJMPBNR,,654.0,Saskatchewan
O,W,Pyqer,5.0,Holly,Kslgaiplzcvxqabxurufbbmlarxayifziwmctucowrpixmlesuihcbkvnjlvwvmte,195423.0,Aai8507,1.0,qhnefrkij,1-753-025-9341,4.0,3164138.0,Livonia,m,Aaiykvk,86.0,Canada,DEMTSAOFO,,781.0,NV
U,M,yfdcfqldjeqlukiwjzi,4.0,,Vzdjqdgiktfcnpcbnljyskwbkpecyggghgcercxocdphuexdpnojdcievaemnavbalpmynk,74911.0,Ruc8508,4.0,rwcjojjyacfuqnflzndhsvatqrcmakwldmqyrbpooeupgcpnpsvwtat,1-053-678-7968,8.0,1428073.0,London,,Ructadrtmmldio,41.0,United States of America,Nbxvmnxv,u,823.0,TN
U,D,Dofrwttzqdaadzggykwtwwrgctn,1.0,Unum Group,Hypicalqbrdtaovcieeslbumjeuqjkytlimcjvtoxvlxjdkzgvdmcodgmfq,391792.0,Dpp8509,0.0,Lqedoayinp,1-155-137-1437,3.0,98688.0,Newport News,,Dppneqsovlroxbavhjbomkktbkwpw,77.0,United States of America,XSTQBQWSIILL,,821.0,NE
O,U,Zdcbkyhraktsbzqvqxbxxskcc,2.0,NCI Building Systems,Tovrjxhshlobrkhbkhjkkrycbiufrzgsqmcpiuggnzwxbtsiybbfa,,UTU8510,0.0,Lpfbwdrgidozmvktv,1-437-209-9491,9.0,1696676.0,Vallejo,,UTUGDE,35.0,Canada,Aytlfia,,376.0,TN
O,M,Xvpapjh,0.0,Bon-Ton Stores,ynmrnomwvmztghatsrzydmysrqr,116960.0,dow8511,,wtiacjqcmfsuhqlwzixozimhbwbiqepdtnidkrieicsbtsubdfawhmqdhkvkvocsn,1-602-934-6802,10.0,567657.0,Iqaluit,f,dowfflksslwbdwdia,41.0,Canada,Goabkozymmcs,,790.0,SD
O,D,Jvkapkmfrsngxlpry,4.0,AMR,,185858.0,Xcn8512,4.0,zpwszqlyrijqzlvudpxmqsatolmesxgjdyrjwgnwpvczughrfuxiedqsjqjqibgcmeaeltb,,7.0,2217949.0,Savannah,f,Xcnjapclcbsnqkdfli,33.0,United States of America,Ytrauud,,544.0,CA
R,M,Vpggjrviabnnqvlaspxqyyempai,0.0,New Jersey Resources,Ocawcqqrbluqkzitmiqkineycspnsvjraqvczjezoimeray,44305.0,Efl8513,0.0,UCRLXIBINXKHHIEQWZZWPVXKKQEWVUAUT,1-432-879-2401,3.0,2753769.0,Thousand Oaks,,Eflozijcuxjadlucebxe,15.0,United States of America,Dvhqqvkywi,G,333.0,LA
O,W,Rytldsptueimwyqskiibwyqevto,4.0,Embarq,SILAPZLMTVZVKJARQIJEMOLUTHKIBVWEBWJGQKKQBYAROZ,439692.0,Lod8514,2.0,AQNCFZQKYSHIEKTHPFAUKBFICES,1-915-084-0744,4.0,1381997.0,Thousand Oaks,,Lodqunidcekgpmcdazbw,90.0,United States of America,Zgyrbnrlhv,X,598.0,LA
O,S,GWRYZIUZTDYKTKZIOZNOT,,BorgWarner,YXAEXRWPNPVTVUKHQMSIYOAGBKNIKEJSBMZBASALDXYOSQOFEFRY,224895.0,Pfa8515,3.0,YRTAXHRQVHTUWTKVIQBNROXKNUVYBYONULUHWIMDHAKAXKCMTVILZBVMJLWNGAKYYVVOFACJ,1-492-311-3722,7.0,3587663.0,Louisville,,Pfahkgqhscn,46.0,United States of America,iaimn,O,410.0,NH
R,S,CCQKYIWXKBNKTWEBNFYOAY,0.0,Neiman Marcus,yvflexufbnlkikvoexmoqkvrlmrbihmgkbifiukufibhxiedmtyxsugstgkhafeubfbyfi,125085.0,Qfr8516,0.0,Upjaytwtzbwtqlovuczct,1-132-172-4935,8.0,1080310.0,Baton Rouge,,Qfrxvuvgefcmhkoiilzqhq,3.0,United States of America,Idtfem,d,800.0,MO
U,U,Cvvsbqshqqo,4.0,Amazon.com,Rzxqfzsakjpklbudhixktnikbglqdilgocze,233974.0,Wnp8517,1.0,ykwzsyrfwaxatstnacdayikzjrakpwpwihfkkhvchhzcwrzt,1-611-443-1713,4.0,3248166.0,Montgomery,F,Wnplhrddffgiakq,16.0,United States of America,Uorqzyb,t,346.0,KY
,S,ainaftbafsuqmhbvo,1.0,Arkansas Best,iuzjrzeqdcltjsbycwlhbglbtdtkhpzesfprrvbtnpeufqaxvpurdrjagmfygqppmre,316779.0,Gvu8518,1.0,Eubjwocmnfzgmohhsvemvrulnhimkijghyegulasgijxvofzotyjghhctcwilaqnijrxm,1-374-711-1669,,3957538.0,Halifax,f,Gvusnxmtjsecbyecmhkqbaltdrxvsp,96.0,United States of America,Fcbtcux,,318.0,OH
O,,Nqsnhcjvskdisuxhvu,0.0,Nationwide,Szceqtcdwaaerrnpcfdfxfumcyhvpmijtuged,,VFW8519,3.0,Wejugkpbotwtzlwbtxbvcupeaaieqqidcnqiktxdwwewzbwlxfewklcbobpjcoxgre,1-153-167-0916,7.0,1070106.0,Santa Rosa,,VFWSWRNHKJJMRHWATARQWAMTTINWNN,52.0,Canada,Fcajgck,,470.0,ME
O,S,Ojkcyxxvghfxtjpuesqx,3.0,,Aifmrucgawman,,Afx8520,4.0,kiutvmdirnsouuvjwopswxczvkbisjbpueoeunmffgfsyoidhjfrhnzqfiyuxwmakepssctthwzac,1-785-182-7850,10.0,268243.0,Raleigh,,Afxuvvgve,38.0,United States of America,RBUNLBK,,416.0,NV
O,S,kjrcqgva,0.0,State Farm Insurance Cos.,vijutxmarhjldsea,69217.0,Usl8521,3.0,Ophyiakuzekldzqvzjvcdnb,1-821-352-6554,5.0,2932666.0,Casper,f,Uslfnqywh,78.0,United States of America,fwhiqaflryn,,365.0,HI
,S,rqegusxykgbljkweft,3.0,,wbeozoodomrvegljblyzrlrslefyhihif,128400.0,toj8522,2.0,Kstozfiyvggnyxmdvjvsm,1-428-416-7331,10.0,2510854.0,Dawson City,M,tojdsewgamiycorqxupsrlsp,2.0,United States of America,Gnxrdib,W,668.0,RI
R,M,kaxwwi,1.0,Buildings Materials Corp.,Mrbzkgda,172941.0,fqp8523,1.0,OBLISMMKUQDAKUACKDULCJIDBNEQLHEBOEIIRFOKGZUWNEZHSRPBAZBVFRWQXSC,,9.0,43530.0,Sterling Heights,M,fqptfqdi,1.0,United States of America,Tbfcqi,H,705.0,TX
O,M,XFOWLEIJCUP,5.0,FMC,Jysamgypvdxkqlyaweysjin,,sjm8524,4.0,Zvqrcivdellsaxstdplodpxlpcg,1-334-447-4491,5.0,1611189.0,Long Beach,,sjmxqonoruqvazsegcrxrijoow,64.0,Canada,MPSSJWSFSHL,F,471.0,WA
O,S,Zinbzobhojitxkxvjplgdzektkczan,5.0,ABM Industries,Uemqsygglxhagiujbtsxubngjigrtvrfgehegjvzhciav,90913.0,Rie8525,4.0,VQQGAGHNGRKJKNVNUMASDTDQXAXHXLJXFRMHVUAXJGGNMWJSAKUAKQNFHTYMYGULBUSCYL,1-493-866-4852,10.0,,El Monte,M,Riextfotucbwsowooxbmthrrtwk,29.0,United States of America,Fcjlswnhfj,,344.0,FL
O,,FVUAFADJOFXWPDF,3.0,Burlington Northern Santa Fe,NQCPGPNVTKHRBFMLUZBRAY,497850.0,Msj8526,2.0,LKIDHMRDIRZIWWAEPRIORJOVAXPCZEFIIWHCJCPUEOLQYSKOAHLJGFYWJH,1-539-316-6454,9.0,2668412.0,Bellevue,,Msjmiiclajxoqborxvggrfdjkrviws,,United States of America,Ktgqtjpppn,,545.0,WY
R,M,Vkjietkzgqhvqmxaulgvro,4.0,W.R. Grace,qzatmghufwzdyvrtacrgj,122536.0,GQI8527,0.0,orlkilvuvsaublgqmgirvzcrofruxkoai,1-437-906-2896,,3357587.0,Boise,f,GQIGYIWCFCGZKGYPCXMGPKKXXKP,92.0,,eshfnhteqkk,,469.0,Prince Edward Island
O,U,Dgmpuojyidzhhtgumb,2.0,Vanguard Health Systems,Ptpjpwwowfztojuqyuqgzlepyfvrqabkphpgycxnqzicdrkvnvfusvbxll,325913.0,Qux8528,5.0,bydorrlnmwclwjxrzihzbgfagenasvozjajgxjncgxviatqporzgmhlaoqvjlqyfvxsodwfnctyryo,1-831-874-7712,2.0,2477983.0,Berkeley,M,Quxsdpxaeqkmsbprpdwtkqtnwmj,90.0,United States of America,EEJFP,,504.0,OR
U,M,Zvykzfbabtgkvnerisxpttrmd,1.0,Graham Packaging,Slejkhtbxkfsvjcbpvutufmzeezebzrwbrtdhpazdrgweegdhdvpjwtetmsptldhaubwqpb,132810.0,IEE8529,1.0,Ivtujpqeqaceiuseflwkvjhgrwjvrzlhu,1-588-676-8975,9.0,3024331.0,Columbia,,IEEHLODRBBP,43.0,United States of America,,,715.0,GA
O,M,UIVNHFOSFMNHBUTNP,5.0,Wisconsin Energy,vuydrahbxiatyvrcyratonjeywbmkprrychoeedwjriy,84453.0,Htj8530,4.0,Xtaewrrgoslajwontsyjxbkwxeoaiwowuwlsyqlnyjinfqjoqizpgghpeomx,1-437-695-6425,3.0,424598.0,Santa Clarita,,Htjxiojmieuixrqb,54.0,,,,726.0,MO
O,M,Xukxnrvfxaqcjdxdgaest,3.0,Simon Property Group,Xihnemrrgflfsmpyl,155366.0,dxa8531,4.0,Jucnvvgzkhihomrmhkoeqfifyhupsuwj,,9.0,3291469.0,Plano,,dxanskgwcootefho,85.0,United States of America,jtbomy,,715.0,Ontario
O,S,Eyazwtasgtqxbgacdoeo,1.0,Convergys,XPHVEDDVVTHTNGMUUVPPBSDPNXUZAHBOWOIQUQCGXYDWBIVBUHVRWZAUBLYDITNV,427365.0,mpd8532,2.0,cclliiudvpeozxoepvfrbwymdhzccauyktsvsqrvyodofqkcfpdvxv,1-816-980-8873,8.0,2438535.0,Fairbanks,,mpdjiiwemwqgbachvixsncw,90.0,United States of America,Qbpocmp,,,SD
U,U,WTVOER,1.0,Diebold,Wgvcjevhcmmnocqvcrc,330508.0,Icl8533,2.0,,1-152-091-9649,5.0,2930050.0,Warren,m,Iclgsbf,100.0,United States of America,asmwnli,,583.0,GA
O,M,ljvdzjezustglylipou,3.0,Vectren,PQAUCELVVFXILWXBOULZFAWCGGNPKGFDBHVIZBSATDTRSFRLSKIESZFNTNWEMELSMTVOLDEQOKR,14063.0,Rkm8534,5.0,Zzmqjibgpfmhsmfxhycrd,1-080-785-6233,2.0,3994449.0,Saskatoon,t,Rkmbjfwvvnqzzjmvafvrssqjyhcuxp,89.0,United States of America,IPKWAORTJYL,,805.0,GA
O,M,WYVPLOCSRAUMRQDTIUS,0.0,AbitibiBowater,Qlfvxxykljazvqipujbdreuupyaqtklecetepsqxpyhymerzuqxpkjyguepktczipbsnqjooy,61322.0,TIZ8535,1.0,Ldvpotktkkhgtfnbjcqidwkqlopgzoawhdoiazbafiueitrnopwoxhll,1-902-025-1797,10.0,1601499.0,Wichita,,TIZDDCKGQJCMVOEGQHTOWHZ,67.0,United States of America,mhrogixhpus,f,,ND
O,U,XMMMCGOEWUFCAHLNYJXRLAD,5.0,Brunswick,Dajotqu,488500.0,usl8536,3.0,Uhndtjpyfdbmxfcykvfbbwckqykuzndmicbgk,1-595-108-6831,0.0,708829.0,Buffalo,F,uslccabefgmkgu,,United States of America,Ecwmkqidjg,,678.0,IN
U,S,ZXLYEWCRPAGAXWIM,5.0,Interactive Brokers Group,EINMNSETIOGKFKEFDLHPIQTIIYYNPZNQCIUGZKHNGWOYZJAZRVADLILLWIKXVKQDOVIPRC,,hzy8537,5.0,JBQRHYVNZUCZYBORIVJYUJTRVXCIFSHLM,1-618-489-9613,0.0,2087147.0,New Haven,,hzytkydswpeqg,80.0,United States of America,Advogivxi,M,415.0,AZ
R,M,vjqbvmtwghtf,1.0,OM Group,Lwodceyqfqmomtxxmbcsgkgibpmiwcibsccdhbepprscwjcokxxglo,381888.0,TWG8538,1.0,gkfzijtakiyd,1-721-917-6298,8.0,2607740.0,Aurora,,TWGBCYQJIMHPE,90.0,United States of America,lehtooqcko,,741.0,SD
O,S,Dnsparycommsbzmrrm,2.0,Pulte Homes,YBRRJWORHOMDAFQTKULXKENGJOTOZNXGZOCJEVPGEZIIBLWAIDHYGZJSBBBHXXWIADOMSFMJZKOTTSZM,106937.0,Zdt8539,2.0,JFLYWVRHHRAYQHJBD,1-835-293-3356,10.0,506421.0,Fontana,,Zdtrlzsvwk,84.0,United States of America,xsjccoeuzfnk,C,722.0,NC
R,M,Oaqxel,5.0,Global Partners,Qargbiozxkrdmgecuxedzuoxcxnsszbphwwoopskwkfwikcugzxwhqxaafywg,,JMI8540,0.0,Eaecvvjyfthouweasulkojgdjazxtbametvcnqzofdtotacdvcownjmt,1-348-595-7405,9.0,1833920.0,Wilmington,,JMILGNUEJJKJZXPZMECMOVBYGNTYL,88.0,Canada,Wcqfntvji,,720.0,CA
O,D,Aulnmqmdwnvzgsdj,5.0,TJX,Ujmtqwfdvzddgnkwmcibxveptwlfjttpouzvbcuxxkinjdxwsaojwtpshdqvkduqamprqqlonxxrppcu,73858.0,nvv8541,4.0,,1-749-829-2136,5.0,162870.0,Modesto,,nvvcdukxqeosyay,25.0,Canada,Dkvxujycps,,345.0,Prince Edward Island
O,M,nmdldfhilnljpvgo,2.0,Whirlpool,Wqgnhrkrlo,356137.0,Xbh8542,3.0,Gawculczbovbghemzkjahtpctuvyllbkpbnbcioehudtwyrsa,1-753-677-2911,9.0,1194756.0,Hollywood,,Xbhwib,26.0,United States of America,Hvoicc,I,710.0,NH
O,D,AVDNUKVEDMOYAGHZ,5.0,Oil States International,Qrjpbcwwzfnqvfjjbmvlewx,493727.0,vbt8543,1.0,,1-274-756-5441,1.0,1080794.0,Las Cruces,,vbtmnnwbyvdekygzimcpk,58.0,United States of America,,E,378.0,CA
,M,utrcnwnvwasjdyajtdgh,1.0,Tech Data,Gtrumjbbyppmmkfxfotondkaiwrqylkhgeqowzrr,255446.0,Nbu8544,0.0,Iphkatpzlmzmcedrmnjhpcunjxd,,7.0,2555310.0,Chicago,f,Nbuuyw,54.0,United States of America,Cvplvipivhug,v,627.0,UT
O,M,Amqcifqnc,,Pactiv,Sdufbkuih,356544.0,Rgr8545,5.0,Twntglcvthglhrnkjffkokabsfxnftoirzxmmnvkrpfquyaw,,2.0,3333718.0,Mesquite,,Rgrmfobsuxgatswasbh,,United States of America,yccmgbjeryss,,623.0,WI
O,D,pebeueusvmfcjpplslflyfcqlmzil,3.0,Avnet,hsvqlassjcernhtirzvaplyaazetrjglolzqwuvhdnlvmnittwpalckvoikiwvguabvslgzpbh,419228.0,Ftq8546,,KNZBYYUBGOQMRWHWTUNNMHMAEOAVMPMXCZJQVHTJKMPBUFAOSTZVHSSTVPDBMLZHBWSCUPUSAF,1-758-295-0803,7.0,3111050.0,Plano,,Ftqxttzbnceldlynnlb,87.0,United States of America,Eiifdj,n,782.0,MO
O,M,PPDJNU,4.0,Family Insurance Group,Wgmiumhxoqabigqddvimnalqfupbcqwznilxrxdjitybzwyavmqcyinyjraptpqntjryxfgmcbtxwc,279760.0,FPQ8547,5.0,ecpehdsxoiwhsbfprvaspshapkruueagweknndcjkkagux,1-473-272-2226,,1786559.0,Cedar Rapids,,FPQLTKGUYJRTTXHHTL,62.0,United States of America,Sajsagj,,535.0,NJ
O,D,Pgvzxtchumensld,3.0,Las Vegas Sands,Rmxlvyhehyaarqvcgvfaihoifapebjgmgkhopasg,92895.0,zok8548,,alsggta,1-197-481-0306,10.0,2936931.0,El Monte,f,zokrplot,88.0,United States of America,nqmtv,j,673.0,MO
R,S,kartevabbushhvyuqxl,4.0,Corn Products International,Wfusiyndxtvl,300631.0,oqa8549,4.0,gqhvzshybeysjmxkxxrmjk,1-381-354-2506,5.0,2245050.0,Lafayette,,oqajmf,41.0,United States of America,ebcknzmvowyp,q,336.0,DC
R,M,Bremxoouunmn,1.0,,Eqlfrlfe,387843.0,YIB8550,5.0,Rdezxkzvdsapmzcsubeynoefwhrd,,7.0,3280943.0,Frederick,,YIBJQYYJXJNKLWUPZVRMGYK,9.0,United States of America,xagkfrlhb,,791.0,SD
O,U,BBPAJBBWDGSLGNLUECEKBGVITLXLK,0.0,Energizer Holdings,Gfuptxdedbtobreekytbrcenygb,352565.0,Csu8551,2.0,Sylrcvmjnwwrftbboqurittzepowqbmxvkxztlsjhzfzucnnxsuexeidobefhyz,1-342-322-3904,6.0,2927688.0,Columbus,,Csubnjxydykciuqc,54.0,United States of America,Vmknjokvjav,P,414.0,VT
O,U,Atbttwxmlpydydlgkzptzieeq,3.0,Cliffs Natural Resources,ABQOZYG,429081.0,kim8552,0.0,Wglasftkcmigytqtzafsyiryevvlnhjnnjlxjkxvyrifdyhodi,1-656-561-4641,1.0,1585088.0,Shreveport,,kimucpzclwjeafplg,80.0,Canada,DWEJBF,N,828.0,WY
