AgencyID,Income,City,AddressLine1,NumberCreditCards,PostalCode,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NetWorth
Daa10239,229741.0,Thousand Oaks,efvmtzirhqwwcnltaggvxesfpwnovaxhblenwflnbsdsgloulfrkxvcfjpqqjiulzngvkdodu,4.0,gfpvmfgqv,5.0,4.0,S,47.0,535.0,O,Toro,1126683.0
Rqf10240,321814.0,Moreno Valley,Hquoqnrajwmgnsesyfatulkdmnwwatzdvagplpistibanjpdptlpw,8.0,ceswjccl,4.0,0.0,U,1.0,787.0,O,Timken,19011.0
Rvf10241,170780.0,Abilene,otgyfonpbieefyv,6.0,cfvcif,0.0,3.0,S,66.0,493.0,R,,2527888.0
ILS10242,177028.0,Paterson,Tbltaceswhdmtxilcrjznmiwwgbblknmpdwixceytwvmdivywbuicyu,6.0,Xafxq,4.0,0.0,M,58.0,442.0,,Gannett,594174.0
TIW10243,426889.0,St. Petersburg,YHHOPEJOQVFKQDJBKYYXDDOHRXFGXNZHATNHTZDGNTASFEINYGBUUSADUS,3.0,Tvgpipszrb,2.0,5.0,M,22.0,768.0,R,Charter Communications,798470.0
Uhj10244,491342.0,Oxnard,BBXXLRTIWFFUYAGM,10.0,Viufkfkwd,3.0,0.0,,86.0,317.0,O,NTK Holdings,934449.0
AFX10245,268530.0,Salt Lake City,Vxpyklgsxcjzmvifuz,8.0,Gttgjhyksido,0.0,5.0,U,93.0,698.0,U,Molex,178195.0
ysy10246,149840.0,Oceanside,KBJLDNBMIQYBVEZGAAEPVBXLBJLGJNQQSVIZWFZWVCPB,8.0,Yezntvyybsz,4.0,4.0,M,,345.0,O,Seaboard,3334740.0
Lbh10247,212549.0,Seattle,HXSCFRVBGVPVJEFOUQISCKIDJBJAUNOHHUPGIYMNIUBHTARSRAE,9.0,Vcnznrlu,2.0,1.0,S,14.0,712.0,R,AMC Entertainment,210735.0
Byu10248,494257.0,Provo,qtaccfaaorbpedljrwahhmtruclpnmejunvguaqrownivkwhybsyiwwlgfoyjarqfgrqfglnlcrybdx,8.0,Zrkleosfbl,0.0,2.0,M,82.0,,O,Landstar System,1605213.0
Tnm10249,106601.0,Birmingham,Mbifvlosxwzbquqdzmelmummfqywsdbuceipfkjsmjahzmcmhtdptwtqevggf,8.0,Tiifcywcb,5.0,0.0,S,,640.0,O,Bank of America Corp.,2201179.0
hbz10250,457880.0,Albuquerque,LPOHLOLKISKKEMDJBRMQXVJSMOINGHVUUQEZAETKWDVLKZEYXXSSX,6.0,OIEBQXQPHBLX,4.0,1.0,M,27.0,312.0,O,BJ Services,
opb10251,,Anaheim,HDQNYCMCXICJMCIOUSHVRQMXQTGRMFSAROUPUSWGSJNTXBJBNOHYBVKQDWHYZIEZYJIOJIWTXFNV,,YNGJBPNDID,,3.0,M,11.0,696.0,O,Frontier Oil,2375551.0
Sij10252,385159.0,North Las Vegas,Dzcitwwoadvithavcbhjxekqienxweiwhlualk,10.0,gyoatunyc,0.0,3.0,M,81.0,,O,C.H. Robinson Worldwide,279304.0
Ytf10253,320768.0,Omaha,Ilnistxitrgywjlkdjfywvsgvsjtyefjbkqfjasvexnvvy,10.0,Qusnp,0.0,1.0,,3.0,822.0,O,,2481251.0
bmf10254,30692.0,Waco,Ppxpsnojjqsdijcrhmtvgazptorumliliuimwnilo,10.0,Lgbnkd,4.0,2.0,,29.0,652.0,O,,254553.0
NKT10255,147976.0,San Antonio,Qctdkuxfgbsljspxsvwexywzhqpetkbfwnwrn,9.0,ILZKCABDZ,4.0,1.0,M,87.0,690.0,O,Jabil Circuit,3909587.0
xnq10256,221280.0,Wilmington,aldzgoxizgotrgjfasxmqsletdwrbbptascinqpjvv,6.0,Fvunceb,5.0,,U,31.0,376.0,O,Levi Strauss,1704657.0
Ryw10257,,Casper,Yoewddgidtquiwhmfgfthaqjzpxcvsazgsymlopv,10.0,Xfthlirxms,4.0,,U,58.0,322.0,O,Dean Foods,920915.0
Dxl10258,127760.0,Carrollton,NCSSWVQENZMLQERYARP,9.0,Zbcgukkx,4.0,2.0,M,98.0,655.0,O,Sempra Energy,1970746.0
WUI10259,362611.0,Flint,WQGJTWLTUBCMKVDWXRRODFMAGZSUZZKLVNK,4.0,Fouuosut,5.0,5.0,D,73.0,545.0,O,Host Hotels & Resorts,210975.0
gxe10260,173127.0,Paterson,CZCXRBOFL,3.0,mlmixv,5.0,4.0,D,69.0,702.0,O,Wisconsin Energy,3111051.0
Tab10261,400274.0,Alexandria,mpktjfpmbgpvugqueifjzjkbqqbrpyrkuliyprtsatcsc,,Opeek,2.0,1.0,M,37.0,549.0,O,AptarGroup,1066331.0
Mfn10262,283225.0,McAllen,Evzxvkccvjzvsaiulkaqmqpkyiqjrvjauzpnenteflimwiprnakwmuwwchupqdqozllhn,,Tvsxusnfn,0.0,0.0,W,40.0,601.0,R,SanDisk,2072522.0
DXP10263,159061.0,Indianapolis,JERWDVFDSHANMDSDMTHMEWUBJWNNCRSKNMWEGOTL,6.0,ncllqfl,0.0,0.0,W,35.0,572.0,R,Atlas America,1728775.0
dao10264,272430.0,Cincinnati,Xivpcmmemuqmdocldvwxvolhuldsulbhbamnfjmhyirhsjqssamnpncvebcjluxxgbroreghd,0.0,Oeoaastril,1.0,3.0,U,92.0,596.0,U,Dow Chemical,
vyt10265,273825.0,Sacramento,mxpfhervxlrqwbp,3.0,Ldlwcfoifea,3.0,0.0,U,38.0,,O,Lexmark International,1398203.0
zqa10266,1229.0,Waterbury,Afzqinxrgul,10.0,Seefe,2.0,4.0,U,,758.0,O,SPX,786651.0
Blf10267,118174.0,Provo,Pgwvtkxpksxqkbcuxcbkeykdonholcgnboytarzfankiilsqdeiha,7.0,Bchrtuwxwcx,4.0,1.0,M,53.0,412.0,O,PolyOne,2735939.0
DQK10268,437566.0,Milwaukee,IDSFRLWTTI,4.0,Dngxaw,1.0,1.0,U,,349.0,U,Pitney Bowes,3486831.0
nyk10269,42981.0,Saint John,Frphbeqypgpcezlfwjrevsjrkressovkxtsbb,10.0,ZGNKY,0.0,4.0,S,,423.0,O,DTE Energy,201411.0
Taf10270,424330.0,Laredo,Ctuapbjssabtdvyfwsimweuqtgifgamkibtybrcqgmw,5.0,Cztdelsgt,5.0,1.0,S,6.0,677.0,O,Maxim Integrated Products,469962.0
FSI10271,,Hamilton,ubvftnbcottcmjqbgpcnuvt,1.0,,0.0,0.0,M,24.0,407.0,O,Ferro,2430725.0
XNE10272,3906.0,Hollywood,GNUVIZMB,4.0,Llidjt,4.0,0.0,M,91.0,547.0,O,American Electric Power,310569.0
qnu10273,33106.0,Hampton,Eqhibedgotwxddjwytfwr,5.0,Ucflbbx,5.0,1.0,W,78.0,586.0,O,Convergys,3983979.0
Xvu10274,246653.0,Philadelphia,Jtawgvujloakigamsdmrjpt,5.0,QGRPWHNQGFX,0.0,1.0,M,63.0,850.0,O,Juniper Networks,965710.0
Icz10275,20483.0,Provo,cqewpgrhdqavgtwjzdolntbldbcrqsviimxklvsawkdpszroymrguhwvxpdrricdmiwzpnqq,9.0,RTITZZCVTR,1.0,1.0,W,33.0,801.0,U,Boise,1299395.0
Olb10276,228863.0,Salem,Qpzqdksnsiuaopjjchgvnnoabhpfafdunmctgdzioobmwxk,4.0,Arltbdbqe,4.0,1.0,,99.0,569.0,O,Snap-On,
GWU10277,,Albuquerque,Dxtkhpjybvydxrzkrvjfsyjisbrclfnjhkhonpgvacqnwhohkeawswggmaws,10.0,Svotdew,3.0,2.0,M,3.0,458.0,U,Pilgrim's Pride,2207030.0
Fiq10278,344353.0,Jersey City,OBFPNRGRTXRLLANFSBDKXYIH,6.0,UPWCFQK,5.0,4.0,M,27.0,577.0,R,Imation,2894351.0
Rey10279,484426.0,Whitehorse,EGWNREEDIXLXSHWTTQUMLZTEMSMSG,1.0,Ygroxmuwhlpb,0.0,4.0,M,0.0,581.0,O,Universal Forest Products,1708443.0
myu10280,395647.0,Seattle,KWNEVZHOVCXPXUPDUBIHZWIEEAFLRLXZQLDICXQQBCODYCNSAWNCAHXUJS,0.0,Xiubqxhwg,5.0,0.0,D,11.0,431.0,U,FirstEnergy,1832193.0
Xpg10281,110019.0,Fresno,bxeibwjwv,1.0,Qdeanxzax,0.0,5.0,W,30.0,405.0,O,Holly,513921.0
Pkb10282,490258.0,Shreveport,Kzadrgurbxqjaqmpfigqxdtnghtvejmiecaklnmwdpqqqowteetspqeveedh,9.0,YPACS,3.0,5.0,U,42.0,457.0,O,Adobe Systems,1109654.0
hpb10283,232130.0,Pittsburgh,Yaszcpdlcrzlgfwcbxyatjwxuiplhnfesjpffdagwzgcosxliqpemzs,0.0,Yqipjgftgfa,3.0,2.0,W,6.0,839.0,R,FedEx,1289753.0
Mdq10284,308241.0,Chula Vista,LLEUVPMRAGYFOXQGVTULSZRUIQBMMZFYDAADFVFWUARFIHCWIWVHKHIXTZWUUBZNGVQVSYGIHI,5.0,Qudlpqnoved,3.0,0.0,S,29.0,353.0,O,Tiffany & Co,2399606.0
NBJ10285,9942.0,Elizabeth,HXRXMFDSAEOXPXCFXUEGMPKUTLCOQHOOMBGBQSQX,4.0,Dgorjk,4.0,3.0,M,32.0,322.0,U,Equifax,2092453.0
Fle10286,461275.0,Anaheim,Sdjzorxhbdedeojaiuviolpxmxvooebeefjngqqxlazcxykqgytwnixmtcdzygleurbxomdufefg,1.0,Kyentayt,5.0,5.0,M,56.0,505.0,O,PerkinElmer,1049752.0
Fvn10287,145866.0,Shreveport,ECJXBASELAVKXTPMWUETJTECDXVIXYFEIAHSMUZCIPJIMEPOGNQCSDWMSARBLNOCLSVZYMPQQOUROOG,1.0,LCEIWY,3.0,1.0,W,18.0,497.0,O,Western Digital,1444394.0
Dzp10288,257215.0,Montgomery,bldbvcirevvjpgchdubscbewujpjfpirxnwdjyvjknbzhicpzknjjf,0.0,WFQJYL,,2.0,M,45.0,630.0,O,Texas Instruments,1568361.0
Mze10289,372351.0,Glendale,sncuhvcgzxzphcmyqhyoponbrwu,4.0,Ssdbmukeesum,0.0,5.0,M,83.0,653.0,O,Rohm & Haas,3580542.0
Lgo10290,295216.0,Simi Valley,Ndbloegeuriafwlccossmivretadlnwvhqmunjhxrrzzqzzeuxlqfikhiminmqbwbdjqug,3.0,Xmrxmjhjpz,0.0,5.0,M,97.0,849.0,O,MetroPCS Communications,3342628.0
Ktz10291,439131.0,Boise,Balbxdszgschrdottipyneajazvtapnbjw,4.0,TNUBIWK,0.0,4.0,S,74.0,644.0,O,Varian Medical Systems,2972643.0
Hox10292,432996.0,Los Angeles,Welkakpirccenyrm,7.0,Mmvkukgkpfx,0.0,3.0,M,93.0,335.0,O,,3765059.0
trf10293,477487.0,Hollywood,,1.0,Omjamxlw,0.0,2.0,M,70.0,676.0,R,Jones Apparel Group,3042330.0
Vna10294,223352.0,Fort Collins,ytqlcfujkmnasdhqb,9.0,Ndyruwuupytw,5.0,2.0,M,45.0,775.0,O,,398098.0
mcr10295,401127.0,Providence,Jumzow,6.0,ISOCPR,5.0,5.0,S,25.0,599.0,O,Beacon Roofing Supply,1459101.0
Fay10296,213534.0,Overland Park,IWQCCRRLTWA,6.0,ERMGUQDUU,0.0,5.0,W,55.0,743.0,O,Volt Information Sciences,1358996.0
sde10297,38680.0,Glendale,Qyxmywatqmfqtopkclelubylrcemrssbptcbweudmmodofapmwyycqejtfjdfpr,2.0,eurnt,5.0,4.0,M,16.0,644.0,O,Fred's,3000931.0
Wwl10298,31504.0,Alexandria,jfkwffhrvapoknqauozdkokut,2.0,Vvdqejrin,4.0,5.0,M,80.0,506.0,O,Goodrich,2923214.0
Yqd10299,354937.0,Kitchener,NMRSIEKTEMUCEYLBDMEEHSDLJTNQYQAVFMSNIRTCQDXRPGQEZPQRKEOSRDUJUJXU,3.0,Hlsveibblyd,4.0,0.0,U,51.0,364.0,O,Enersys,2283233.0
Qux10300,120173.0,Lincoln,jdpoawqlshvozoznkycnnigfgzwmhnaarsotzbgoiusgflrdjmxikeehmkahfmgfkdbgf,9.0,Cuxajdrhppvz,0.0,0.0,U,43.0,629.0,O,Watson Wyatt Worldwide,2029826.0
TGM10301,119606.0,Ann Arbor,Mmcpvupftdbmcbwuzaztcwinmtladnmtrgowyrfbearyadyg,3.0,Gztmsgbi,5.0,2.0,M,36.0,404.0,O,Fortune Brands,3379446.0
byt10302,473204.0,Elizabeth,Tcjtygakngt,8.0,Kffznrootti,0.0,,U,72.0,361.0,O,Electronic Arts,3317149.0
dzi10303,220189.0,Springfield,JEHTMPUNEXDMSSUHHBXKVUYOKWCJGACTBHOIKXJKTXQAHSFROJ,4.0,Fukdfx,3.0,0.0,S,,325.0,U,Bed Bath & Beyond,527327.0
Jva10304,216199.0,Charlottetown,TUBLITGMQAMZHDGOOXQSDRNWVFLOGRYISVRNLTINNUDFF,9.0,wvqtfhnfh,4.0,3.0,S,96.0,828.0,O,Crosstex Energy,2963048.0
XAX10305,317544.0,Elizabeth,IZWAFKHMFFADVIU,4.0,btyjhoyfb,2.0,5.0,W,16.0,420.0,O,BearingPoint,1316666.0
Oyj10306,328235.0,Providence,jtcgeywchtiwuiipeumccnpkhlrmrotwmmgzslxyrubb,5.0,Ahanabuysffs,5.0,3.0,S,59.0,465.0,R,,2318998.0
zbx10307,307637.0,Detroit,Loueavrjuriggioyrxmxjezqqjjwjkypvjqigzfqf,2.0,ZDBXEELQ,1.0,5.0,U,6.0,771.0,R,Intel,883453.0
qph10308,449834.0,Sudbury,blfvrnbeghcxlpkyfwesnvmi,10.0,akpbuefov,2.0,3.0,M,95.0,717.0,U,Electronic Arts,2037517.0
PJK10309,174691.0,Fontana,RGWXKDALBEGUIFZJQACBYVL,10.0,ARQPJVVAG,1.0,4.0,U,35.0,710.0,O,Beazer Homes USA,
Ptq10310,389627.0,Paterson,XOHWNQCATHMHMQ,8.0,EMRFDWTHLAHQ,0.0,4.0,D,29.0,359.0,O,Tupperware Brands,3591541.0
QLT10311,125434.0,Independence,Luzecyflgpixwjqj,6.0,gccyjvwuonj,5.0,0.0,D,55.0,810.0,R,Vulcan Materials,1288257.0
Jse10312,356850.0,Minneapolis,LSWBYXAGWEBB,2.0,XCGWBGUUZOZD,2.0,5.0,U,65.0,661.0,O,Cablevision Systems,935104.0
hqw10313,,Charleston,Agqhptvfvp,8.0,Pkxvpn,4.0,5.0,S,6.0,639.0,O,Ryder System,718332.0
Lpg10314,276764.0,Livonia,Nqniqkdjnoqrzpikfufbaacbaxmaafxhrklyvighwgdyppmimscfspcikdhotmaubeixjnc,7.0,Atebravgy,5.0,1.0,M,63.0,458.0,O,Hanesbrands,235965.0
Tla10315,113138.0,Detroit,Ednyagxeqxizgttdnhcfrefp,,JPJPNS,1.0,0.0,,20.0,395.0,U,Western Refining,152544.0
ONS10316,304274.0,Norfolk,fmuljeljgkobqwmyho,,dwggwcqbhx,4.0,5.0,M,7.0,372.0,O,Flowers Foods,692004.0
Ukm10317,409138.0,Tacoma,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,7.0,,3.0,5.0,S,57.0,590.0,R,Family Insurance Group,1263478.0
ekn10318,169215.0,Toronto,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,2.0,,2.0,2.0,M,31.0,644.0,U,Wyndham Worldwide,2451725.0
tle10319,183997.0,Kansas City,,5.0,ybsqe,5.0,1.0,D,47.0,,O,Convergys,2572155.0
YXN10320,305712.0,Hilo,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,,Uobrjrnqh,5.0,1.0,W,30.0,394.0,O,Baker Hughes,3017947.0
Zzj10321,370852.0,Durham,Tpjlqemejnjoyvjcqpq,2.0,qdgxygs,0.0,5.0,U,30.0,566.0,O,Enersys,2583073.0
Mcw10322,61789.0,Costa Mesa,Rdchkohwwugmrihdmcejpzrhred,9.0,PZOPDBESO,1.0,4.0,M,86.0,398.0,O,Mueller Water Products,
BJO10323,4923.0,Mesa,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,10.0,Rxjphrlr,1.0,0.0,S,25.0,484.0,R,IDT,245862.0
Hrf10324,125828.0,Mesquite,,5.0,yhcvod,1.0,1.0,M,89.0,616.0,O,Apache,2719205.0
Ncc10325,135487.0,Palmdale,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,10.0,pzpakanbch,5.0,0.0,S,0.0,643.0,O,DST Systems,1740714.0
IZH10326,195856.0,Mount Pearl,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,6.0,Batvyegke,5.0,3.0,D,18.0,809.0,O,Bank of America Corp.,2637913.0
ltw10327,114169.0,El Monte,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,4.0,Igipvlmbbfbi,1.0,2.0,U,1.0,421.0,O,AptarGroup,727773.0
Erp10328,,Grand Rapids,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,4.0,zksnroorx,4.0,0.0,M,,441.0,O,Goldman Sachs Group,
Ihj10329,7519.0,Windsor,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,0.0,Xjgkhonsdrou,4.0,0.0,S,90.0,774.0,O,Electronic Arts,2183914.0
Dvp10330,238879.0,Peoria,Bminfhyyoeamwqpgmkawychgbobadrf,3.0,Tbjttynwvqg,5.0,4.0,M,99.0,543.0,O,Constellation Brands,
Fvo10331,216087.0,Pasadena,ZYPOTLUCWUEIKPRE,8.0,MMPKKR,3.0,2.0,U,57.0,428.0,O,Global Partners,1910630.0
EAS10332,102912.0,Fort Smith,Ddxbh,2.0,Ondaczmnwxf,4.0,1.0,M,60.0,807.0,O,,
Khc10333,,Dayton,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,1.0,IFFMPCGPI,5.0,3.0,,16.0,799.0,R,Polo Ralph Lauren,2179513.0
Koa10334,141657.0,Mobile,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,9.0,Cchixqfr,5.0,3.0,M,15.0,641.0,R,Fortune Brands,196241.0
haz10335,57554.0,Vallejo,Lmvuogdodqpust,1.0,Klsra,3.0,0.0,W,87.0,377.0,U,St. Jude Medical,281132.0
Ail10336,4825.0,Sudbury,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,2.0,kpryr,5.0,0.0,M,84.0,767.0,O,Rohm & Haas,3115635.0
Uuh10337,355454.0,Brownsville,Snrmzeivwiqzes,1.0,SNURPVQTS,2.0,1.0,M,11.0,732.0,O,Family Dollar Stores,1984970.0
mwh10338,,Topeka,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,9.0,OAQMDGCBXJC,2.0,4.0,D,,802.0,O,Republic Services,1559480.0
Rrl10339,48574.0,Bridgeport,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,8.0,emzhrbbmedjh,5.0,3.0,M,61.0,490.0,O,Moody's,392657.0
NNQ10340,132397.0,Fort Worth,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,6.0,,5.0,2.0,M,82.0,523.0,O,Crown Holdings,1940637.0
alz10341,262640.0,Toledo,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,0.0,otmodakeqjsg,0.0,3.0,M,87.0,319.0,O,Affinia Group Intermediate,934030.0
Bau10342,427107.0,Cleveland,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,4.0,Ggfhkewxaj,1.0,1.0,U,76.0,789.0,R,Sun Healthcare Group,3762105.0
WXP10343,129602.0,Sherbrooke,Odziccoyrqmrhmqywefprjuqtc,2.0,Piqbcsi,,2.0,,81.0,329.0,U,Capital One Financial,1338212.0
Ohn10344,342104.0,Augusta,Ituodfjfxajisziutobmouktpwbteenlktmpcgcwvrkhsvaruocadcmpzsceeec,9.0,Vebpsrgnm,2.0,3.0,M,81.0,371.0,O,Merrill Lynch,1096324.0
Pbp10345,82651.0,Omaha,Gwsgybmzimmfaegpnhygjjujoty,3.0,aucgblujjt,5.0,2.0,M,97.0,395.0,O,Newell Rubbermaid,1614409.0
Jvb10346,105275.0,Fort Collins,epvhtzrjnnfeyhpfutpwysqbhlxhczpfhwioggralovnolnyencehhtmwxpwruxzj,2.0,ocbivsmflhbg,0.0,4.0,D,3.0,366.0,R,Molson Coors Brewing,2246040.0
dqf10347,448502.0,Durham,Xdepsijezqqmjzu,9.0,Adulixddafa,2.0,3.0,D,4.0,462.0,R,ArvinMeritor,1029298.0
nig10348,179046.0,Akron,Yqiioqvrdsokmxymlpuutqulrimirhv,10.0,Vqqwkfawbxm,2.0,,M,,822.0,,American Greetings,1655587.0
ijh10349,81237.0,Sydney,lgeanzaohcnpjxtdtjzdntvtialvtkuavrhatllyctqofnjowndoqjqygpcpvfy,0.0,,1.0,2.0,S,47.0,319.0,O,Spectra Energy,628241.0
Qrq10350,187235.0,Thousand Oaks,Fgeivkkbepxiwqbqzudhcyudhinpkbijrbrtuqmmsumzqrmallfvqrracngnzxdqvmav,10.0,Ltfoffmwoqu,0.0,4.0,M,23.0,638.0,O,Consolidated Edison,3909501.0
irk10351,,Paterson,nmhixsnfrbmowurwuwqtgoepjhczsbcjoocytpplonljxkrsgdjyfsgvdoc,4.0,Zucqfgctsrrd,5.0,2.0,M,91.0,382.0,R,,3861614.0
Ikv10352,399618.0,Moncton,,8.0,LIYFKKEKVEC,4.0,2.0,W,2.0,540.0,R,NCR,658709.0
Ncs10353,73873.0,Fort Lauderdale,Hlpqxwibafydulmnfssqrthgiggplcmvh,4.0,wifinbt,1.0,2.0,S,72.0,537.0,U,CVS Caremark,761014.0
Uin10354,314126.0,Newport News,rmzjdfcdomwshadvxxqlvdbicoojcbfhkqpaqascsiosvelidkkkegcieqjleuakfphep,,RPVOBIOLXU,0.0,3.0,W,79.0,476.0,O,Starbucks,166804.0
owt10355,58833.0,Durham,qpvihayhosjvhf,2.0,Ckmjewpgkkl,2.0,2.0,U,80.0,338.0,O,Adobe Systems,2581250.0
DMO10356,228782.0,Mesquite,WAXULHLDUOBREJ,3.0,Tkurj,2.0,5.0,U,22.0,378.0,O,Hewlett-Packard,2001020.0
tir10357,389600.0,Peoria,flmzxlyuvuzovswjtggoydwgskcvjlfwlzqnxlfhdfiuqg,6.0,Dueiltoxuf,1.0,0.0,M,96.0,750.0,O,Macy's,3402376.0
Iic10358,65253.0,Dayton,Pyrlavjnfyesnhypczospuhmotmteqmgeewajhcafiixbnrikdmsrbeygieulwhsyczaymjxtcucwtjx,0.0,Afstqzf,4.0,3.0,M,70.0,,R,A. Schulman,2587106.0
Opz10359,386846.0,Fairbanks,Ilvfllogdpacrmhdidtsgfqusmyxsfsiuvjmaohvrdsefkeliqoqooqtxqhhyxbiwamthqbrhooc,1.0,KNBTRWWWC,3.0,4.0,S,48.0,411.0,U,Baldor Electric,2020424.0
Ixt10360,447731.0,Salinas,QSQKLJYELXQXLEFVWZ,8.0,Ckqtijdwqwus,4.0,5.0,S,85.0,781.0,R,Lam Research,145788.0
Ate10361,477914.0,Windsor,gonnjaceddudsjflgpqcmyqxyipxwrltgsecrowxxacnalwwgcnhdehhnstutonlhpiriom,3.0,Fjumjd,5.0,3.0,S,9.0,443.0,R,Valspar,945599.0
mme10362,421455.0,Hull,Slsjeqdcm,3.0,nnqtg,1.0,5.0,S,62.0,489.0,U,CACI International,2930325.0
Ntz10363,471409.0,Salinas,Rnpmwrkzmnceuaqxoovpaitrwlfqqejepommrqvinisanvcpbcmnyqjracphbj,,vsnmtmecmjg,3.0,1.0,U,79.0,377.0,U,,1608710.0
ZWV10364,418545.0,Pittsburgh,gchusvsssyljnuylkhonpchjwkfyztmnddtsexhkwmpzxligaltqrvrsxazilfp,1.0,wztazlxkxysz,2.0,2.0,S,41.0,545.0,R,Century Aluminum,157437.0
Stu10365,216482.0,New York,gvargmomuntfsrxcxhsbpswxgpcwkqxytsupumhrwgkcbvusnkgjhzxuyp,5.0,edkvbpujs,5.0,3.0,M,37.0,612.0,U,Huntington Bancshares,3567204.0
irc10366,280081.0,Pembroke Pines,DETUIKLKNDXTKKOUZORLVAQSE,10.0,uirnjislfh,0.0,2.0,U,81.0,405.0,R,Comcast,281169.0
wet10367,371188.0,Berkeley,IOMFNOYHWMBESDKOEGFHNCXTNBELNKYSXSKHDXNYKYVWWGWOQCVRHPBEABSUNRXLWNQCMCKRVMRV,9.0,Elcznohm,5.0,5.0,S,64.0,472.0,O,VeraSun Energy,75602.0
INB10368,242562.0,St. Catharines,Pfynflisyzfrhoonzhgv,9.0,ihavk,,2.0,D,55.0,656.0,O,Altria Group,
Als10369,468474.0,Fargo,Qtglfgrtpeeaaqpquojjffytfvlgtnsdseufdnugntcnnsluuiivrbjzfqh,,VQIFPCI,4.0,0.0,U,59.0,666.0,R,Magellan Health Services,628034.0
Pkh10370,128208.0,Newport News,Wmpffbbbxvjgrsnpawbsabyvsmwvticvsrnrruwerykbtmaoarqpnnwblaaorzljvfdlierrzeo,1.0,Vnshd,2.0,3.0,M,31.0,659.0,,Huntington Bancshares,25960.0
WXO10371,347198.0,Santa Clara,Kkbgdhyawijuvpjetmelbzilfzbegvwexznitpuqqi,1.0,Iblhourliqzb,0.0,5.0,S,24.0,433.0,U,Furniture Brands International,2366524.0
Yhf10372,319055.0,Charlotte,Wnyyjjnxxzeurkztzrfuaxeajjtgmtslmpntcezhhucmssafxkfcnvrmcxpqzosoo,9.0,WFKUM,3.0,2.0,W,52.0,742.0,U,NCR,2710169.0
AHZ10373,409649.0,Philadelphia,Inrdzpvsvafddydwwfsumsrzdrjfpoqzbjliwyvtvyivkmyrueaclnfolndwybkuwiogqwfdvcvhf,8.0,Fxcmsxywe,1.0,3.0,U,15.0,628.0,O,Pacer International,2597791.0
Hfc10374,380853.0,Cedar Rapids,AUQHDSYPHXPKEWMOTNPGRCXEJWWKADAEMKPDQK,4.0,SLKAD,1.0,5.0,M,99.0,499.0,O,Valero Energy,1992295.0
UBF10375,248948.0,Corpus Christi,Qhlwivhizfkopibg,9.0,Vjrezbshnlr,3.0,0.0,W,6.0,804.0,O,Icahn Enterprises,1761169.0
WYN10376,105538.0,Yellow Knife,DFXIHMFHKHWVVXOQWGMJH,9.0,,1.0,3.0,M,68.0,526.0,O,,17973.0
zld10377,,Worcester,iaruauafhztiuwnldgazhazrdjuggxdseqlpflyfqcossisnsxxqixw,0.0,JDMVJOPHJWLP,4.0,4.0,S,73.0,716.0,R,Southwestern Energy,3148776.0
YWS10378,9512.0,Casper,Kjqfhsdypfnbjzflqnidvegucbcbyofzmftwwtkmggwjfboldqiksxjawrdga,0.0,Alswmahkjzxb,2.0,5.0,U,39.0,576.0,U,General Motors,2770889.0
Lnv10379,164858.0,Knoxville,ksmqex,0.0,cukdo,4.0,3.0,U,1.0,592.0,O,HNI,3165486.0
meq10380,12997.0,Regina,Crizcppftugntsmcmulqcldejgqwrekfokfjbypobfdtuayaucgbnrdmjvgldppqcsyptbz,2.0,Zozkt,0.0,3.0,U,25.0,806.0,O,D.R. Horton,1513049.0
bml10381,335957.0,Birmingham,,1.0,Noqzduat,2.0,2.0,U,77.0,472.0,O,Neiman Marcus,241575.0
Bzq10382,370742.0,Sydney,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,6.0,Krqlb,0.0,2.0,U,,551.0,O,Sentry Insurance Group,3247345.0
