NumberChildren,NumberCars,PostalCode,LastName,Income,Country,Gender,Employer,Phone,NetWorth,State,AddressLine1,AddressLine2,AgencyID,FirstName,OwnOrRentFlag,MaritalStatus,NumberCreditCards,MiddleInitial,CreditRating,City,Age
4.0,3.0,77185,BOEHLKE,131254.0,United States of America,m,Bon-Ton Stores,1-989-714-7224,817676.0,IN,7455 clint rue,,BOE2926,Pietra,O,M,9.0,,558.0,Baton Rouge,67.0
2.0,1.0,90005,Hummerston,228342.0,United States of America,m,American National Insurance,1-260-055-8628,2413564.0,IN,23366 harris way,,Hum2927,RAMIZ,O,D,0.0,Y,450.0,Missoula,87.0
4.0,4.0,07505,Harlan,272154.0,United States of America,,Sunrise Senior Living,1-365-283-1141,1660237.0,ND,14279 woodland park court,,Har2928,Sabrina,O,S,9.0,,703.0,Indianapolis,77.0
0.0,5.0,90843,Rampaul,457193.0,United States of America,,Vanguard Health Systems,1-278-392-1092,3061871.0,WA,12051 SAVANNAH COURT,,Ram2929,esmaria,O,M,,,560.0,Rapid City,61.0
2.0,3.0,v6f 1s2,Loker,73826.0,Canada,,Solo Cup,1-193-663-2269,,OH,1573 brighton west,,Lok2930,sylvia,O,W,4.0,F,495.0,Thousand Oaks,20.0
4.0,2.0,M3V 1J8,Lortie,139921.0,United States of America,,Plexus,1-727-033-7258,2350603.0,Quebec,10572 kiel avenue,,Lor2931,Jastinder,O,U,6.0,,604.0,San Bernardino,37.0
2.0,2.0,99787,Rightmire,19871.0,United States of America,,BJ's Wholesale Club,1-205-320-3693,3542550.0,ID,6464 bonnie brae street,,Rig2932,lianne,,M,,,322.0,Irvine,41.0
4.0,,V6Q 1S2,CONISTIS,429326.0,United States of America,m,Pantry,1-141-026-4625,729029.0,WI,22679 chimney rock west,,CON2933,carilyn,O,M,4.0,,326.0,Vallejo,95.0
2.0,0.0,V5c 1m4,Kotval,414355.0,United States of America,m,Donaldson,1-651-899-6898,2915930.0,NC,16165 ottley north,,Kot2934,Grissel,O,W,1.0,,663.0,Lexington,74.0
,2.0,75026,neely,429914.0,Canada,,,1-217-597-6246,881421.0,WI,12683 la cienega street,,nee2935,Herman,U,M,6.0,,,New York,18.0
5.0,4.0,94160,Mcmullin,144269.0,United States of America,f,Praxair,1-991-589-7678,2165336.0,SD,4937 chestnut avenue,,Mcm2936,Azam,O,M,0.0,,617.0,Nashville,73.0
3.0,4.0,23509,merrithew,188313.0,United States of America,,Hub Group,1-689-484-9060,3487477.0,Quebec,22649 WEYLAND RUE,,mer2937,Azar,O,W,3.0,,743.0,Yellow Knife,80.0
3.0,5.0,99536,Bulitka,290119.0,United States of America,F,Limited Brands,1-974-114-9281,,WV,19969 austin boulevard,,Bul2938,Maso,O,M,7.0,,303.0,Wilmington,67.0
2.0,2.0,21203,bittman,256698.0,United States of America,,Northwestern Mutual,1-683-066-1019,2129073.0,AK,24021 roosevelt rue,apt. 897,bit2939,Dix,O,D,,,791.0,Washington,40.0
4.0,5.0,44327,harapiak,118219.0,United States of America,,Insight Enterprises,1-663-286-3107,1300323.0,TN,6832 atlantic park,,har2940,Ellynn,O,S,,K,457.0,West Covina,75.0
5.0,5.0,93746,Benning,288881.0,United States of America,,Cliffs Natural Resources,1-515-263-5084,2792896.0,British Columbia,18833 3rd park,,Ben2941,HACK-HOO,O,W,8.0,R,496.0,Boise,
4.0,,35252,costen,447556.0,Canada,F,,1-980-109-2382,709636.0,Prince Edward Island,4129 crestline avenue,APT. 716,cos2942,willard,O,,7.0,,403.0,Kitchener,87.0
,5.0,78723,Maijala,349885.0,Canada,f,Holly,1-628-211-2763,3220890.0,WY,6463 walters boulevard,,Mai2943,Maged,O,S,4.0,,452.0,Mesa,28.0
0.0,5.0,95185,schittl,37212.0,United States of America,,Intuit,1-310-142-4448,3625645.0,Nova Scotia,2546 ashley way,,sch2944,Mohamed,O,M,5.0,T,,Norfolk,93.0
1.0,1.0,M2p 1d9,HERRINGTON,136724.0,United States of America,M,Rockwood Holdings,1-275-976-0375,2681833.0,New Brunswick,9933 inwood south,,HER2945,Nessie,O,U,8.0,,,Providence,23.0
3.0,4.0,M3w 1k9,dotsey,30699.0,United States of America,,Universal American,1-964-439-4557,207894.0,SD,10013 shaw road,,dot2946,Monica,O,S,4.0,,573.0,Jacksonville,51.0
0.0,2.0,T5C 1J2,naor,31143.0,United States of America,f,VeraSun Energy,1-395-014-1110,3788965.0,ND,2156 BLEDSOE ROAD,,nao2947,DATHA,R,M,6.0,T,574.0,Salinas,66.0
3.0,4.0,H5j 1q4,Zeller,473545.0,United States of America,,United Rentals,1-478-098-8176,713831.0,DC,7524 linberg north,,Zel2948,RENNY,U,M,0.0,,393.0,Charleston,64.0
5.0,1.0,V6U 1U2,Sangha,371120.0,United States of America,M,PG&E Corp.,1-834-194-1414,1587674.0,WV,12037 overton ridge upper,,San2949,ko,U,M,3.0,T,374.0,Regina,76.0
,2.0,M6t 1i1,CROSSLEY,280035.0,United States of America,,Erie Insurance Group,1-410-898-3130,3992451.0,IA,2035 eaton park,,CRO2950,Eoin,O,M,2.0,P,538.0,Little Rock,41.0
5.0,4.0,99619,COSTANTINO,48225.0,United States of America,,Jones Financial,1-313-439-2968,1952207.0,NC,9733 berry south,,COS2951,Yovonnda,U,M,0.0,V,564.0,Topeka,11.0
2.0,3.0,94112,Klowak,51842.0,United States of America,F,Motorola,1-549-529-8766,2713850.0,Newfoundland,19827 CHERRY RIDGE WAY,,Klo2952,LETICIA,O,M,8.0,G,663.0,Bellevue,21.0
1.0,4.0,50308,IAROCCI,111112.0,United States of America,F,DTE Energy,1-410-570-3292,3062409.0,DE,5902 lincoln north,,IAR2953,Florida,R,S,0.0,P,318.0,Baton Rouge,98.0
2.0,0.0,v6w 1u1,mikulka,470629.0,United States of America,F,Solutia,1-053-520-6823,1969908.0,VT,16675 dewey upper,Apt. 759,mik2954,elvera,O,M,6.0,G,632.0,Lafayette,42.0
0.0,3.0,V6v 1p7,COMMENTS,392006.0,United States of America,M,Reynolds American,1-633-512-4482,2660942.0,Prince Edward Island,10784 gold park,,COM2955,noslab,O,M,9.0,S,800.0,Sterling Heights,96.0
0.0,0.0,43615,Momon,197466.0,Canada,,Qwest Communications,1-862-102-6685,1074766.0,Saskatchewan,17172 pershing west,,Mom2956,magdalena,O,S,1.0,V,411.0,Columbus,90.0
1.0,5.0,V6M 1W9,hobin,,United States of America,F,PHH,1-743-495-3074,840785.0,NY,16844 leon south,,hob2957,Fung,O,S,4.0,,,Beaumont,
5.0,5.0,45276,bustillos,450686.0,United States of America,,Newfield Exploration,1-516-599-9846,1854522.0,PA,21575 WOOLRIDGE LANE,,bus2958,perla,U,M,2.0,,753.0,Jersey City,12.0
3.0,4.0,23294,clampitte,415082.0,Canada,M,Harris,,3872226.0,Quebec,20823 west chapel avenue,,cla2959,KYNTHIA,O,S,8.0,,755.0,Yonkers,14.0
3.0,2.0,V6m 1q3,NOAH,313480.0,United States of America,F,Perot Systems,1-859-839-9282,2953710.0,ID,336 knipp boulevard,,NOA2960,Myrilla,O,M,6.0,,826.0,Manchester,38.0
4.0,3.0,30321,Layne,385302.0,United States of America,,Valmont Industries,1-191-044-8493,3459125.0,NV,22296 cherry ridge drive,,Lay2961,TERRI,O,U,0.0,,389.0,Madison,47.0
4.0,1.0,E4b 1r5,Prymack,241535.0,United States of America,m,BorgWarner,1-681-963-3495,,ME,7766 brown rue,,Pry2962,Brittany,O,D,9.0,,592.0,Escondido,26.0
0.0,,97238,BLOEDON,55008.0,United States of America,,Flowers Foods,1-143-396-3283,,TN,23318 GRANDVIEW STREET,,BLO2963,FRANCO,O,W,10.0,Q,703.0,Pittsburgh,17.0
3.0,2.0,M3w 1j6,Pauli,489095.0,Canada,M,Harman International Ind.,1-914-238-6699,3533197.0,VT,11309 AMSTERDAM SOUTH,,Pau2964,Lind,R,M,9.0,,361.0,West Valley,12.0
5.0,4.0,27616,lemieux,369231.0,United States of America,F,,1-418-088-6917,125888.0,TX,9929 michaels west,,lem2965,Gabrila,O,M,8.0,,402.0,Nashua,74.0
2.0,4.0,13203,GORES,36490.0,United States of America,,Black & Decker,1-922-393-6173,,AZ,24185 SHALLOWFORD LANE,,GOR2966,previn,O,M,0.0,,669.0,Erie,12.0
3.0,5.0,33077,Kosten,442740.0,Canada,,Equity Residential,1-233-929-3668,1313579.0,CT,4604 knipp road,,Kos2967,PETRI,O,U,1.0,,437.0,Des Moines,17.0
1.0,5.0,T6D 1B9,GITTINS,106747.0,United States of America,,MPS Group,1-151-790-4546,3687633.0,AK,1311 apollo north,,GIT2968,RAKEL,R,M,6.0,U,330.0,Paterson,40.0
2.0,1.0,V6q 1t7,FIXSEN,89105.0,United States of America,f,R.R. Donnelley & Sons,1-667-128-0978,2613178.0,VA,8220 ledgestone street,,FIX2969,DACIA,O,M,0.0,,666.0,Oxnard,10.0
2.0,0.0,H6b 1y1,shnider,486677.0,United States of America,m,,1-621-347-6876,1107566.0,WA,13971 MILBURY COURT,,shn2970,maudie,U,M,9.0,,767.0,Kansas City,91.0
4.0,0.0,77084,Paetsch,488647.0,United States of America,,American Electric Power,1-639-776-6243,3272248.0,NH,16508 CLEVELAND UPPER,,Pae2971,DNIREN,O,S,5.0,,490.0,Oakland,90.0
4.0,2.0,84104,Kreimer,352910.0,Canada,,,1-712-693-5007,3242266.0,MO,14569 VOSS NORTH,,Kre2972,jilleen,O,M,3.0,O,571.0,Anaheim,2.0
2.0,3.0,H2G 1W3,GARRY,497678.0,Canada,F,Kraft Foods,1-380-429-9482,2618607.0,HI,22978 travis west,,GAR2973,Shela,O,U,4.0,,371.0,Toronto,41.0
0.0,2.0,T5d 1s1,Incze,304110.0,United States of America,,Sally Beauty Holdings,1-200-434-2862,2882763.0,DE,7003 sinclair road,,Inc2974,Ria,R,D,1.0,Z,785.0,Overland Park,0.0
2.0,4.0,32813,Massicotte,,United States of America,F,Hexion Specialty Chemicals,1-259-578-7304,3744174.0,MO,10513 barberry north,,Mas2975,Herman,U,M,8.0,P,,Birmingham,24.0
3.0,4.0,V6s 1u3,Gutierrez,302663.0,United States of America,,Lincoln Electric Holdings,1-261-787-1111,1704845.0,NM,10036 MARSH LOWER,,Gut2976,Knut,O,M,9.0,R,482.0,Huntington Beach,34.0
0.0,3.0,H5l 1p6,Zinkie,496525.0,United States of America,m,TRW Automotive Holdings,1-961-575-8060,1998311.0,NM,7409 lexington lane,,Zin2977,serena,R,M,10.0,,763.0,Aurora,77.0
0.0,2.0,92860,Nakano,146436.0,United States of America,,First American Corp.,1-096-153-7314,509042.0,NC,6250 dolores east,,Nak2978,yih,O,W,3.0,K,628.0,Tempe,71.0
,1.0,89035,WOLOSHKO,246963.0,Canada,,Perrigo,1-471-844-8637,2492254.0,ID,14783 saunders upper,,WOL2979,Sayed,O,D,4.0,,540.0,London,86.0
2.0,2.0,E7o 1j2,Ricketson,38764.0,Canada,,PHH,,2549878.0,WI,18630 atlantic road,,Ric2980,SHLOMO,O,U,5.0,,796.0,Chattanooga,82.0
4.0,0.0,43610,Duquette,192151.0,United States of America,f,Henry Schein,1-687-285-4276,573855.0,MO,2454 cliffbrook west,,Duq2981,Suzanne,O,M,6.0,V,341.0,Henderson,85.0
4.0,0.0,10117,RANOA,149414.0,United States of America,,Sunoco,1-542-469-7001,448581.0,SD,11483 bonaventure park,,RAN2982,shiela,O,U,9.0,,302.0,Iqaluit,8.0
4.0,2.0,V6O 1P5,TURNER,189463.0,United States of America,,Visteon,1-621-215-3506,1752738.0,GA,7409 LEXINGTON LANE,,TUR2983,Wilmont,O,S,6.0,,512.0,Lafayette,24.0
4.0,4.0,75209,LANUNIX,159034.0,United States of America,f,MEMC Electronic Materials,1-727-763-1623,307721.0,Saskatchewan,14561 HICKORY WAY,,LAN2984,ELEONORE,R,S,3.0,U,421.0,Rochester,80.0
2.0,2.0,H2c 1x3,Fwptools,114785.0,Canada,m,Warnaco Group,1-637-680-4229,1807343.0,KY,6377 waverly upper,,Fwp2985,JENIFER,O,S,5.0,M,445.0,Anchorage,14.0
5.0,5.0,v6r 1t1,Dubreck,233432.0,United States of America,,Lithia Motors,1-941-089-8297,3365843.0,ID,4862 martin court,,Dub2986,Ardyth,O,M,0.0,,738.0,Cedar Rapids,45.0
1.0,3.0,98104,URBSHAS,35126.0,United States of America,f,Darden Restaurants,1-663-161-7279,644607.0,British Columbia,1612 beardsley crescent,,URB2987,fitness,O,,1.0,,489.0,Des Moines,71.0
1.0,0.0,38115,CORRITORE,335500.0,Canada,,United States Steel,1-774-882-8228,2977127.0,MT,12279 VALLEY VISTA UPPER,,COR2988,Tessa,O,U,4.0,,428.0,Albuquerque,93.0
4.0,3.0,92424,Murphy,80402.0,Canada,F,Air Products & Chemicals,1-188-470-9595,952535.0,NC,378 NOLAN AVENUE,,Mur2989,VMCHANGE,O,M,4.0,,812.0,Tucson,
5.0,4.0,85314,networks,475380.0,United States of America,M,Quest Diagnostics,1-542-659-2882,393816.0,NM,6110 EMERSON WAY,,net2990,dorie,O,D,1.0,,535.0,Des Moines,98.0
3.0,3.0,h2e 1z6,Dephoure,166133.0,Canada,m,,1-687-895-2994,722484.0,FL,11886 quentin west,,Dep2991,Wiebe,O,U,1.0,K,601.0,Jacksonville,
,3.0,A2B 1V1,HOFSTEDE,387153.0,United States of America,,Teleflex,1-736-713-7938,1682874.0,OK,20916 california north,,HOF2992,MARYLIN,O,D,6.0,G,634.0,Missoula,74.0
1.0,4.0,60751,ARONSTAM,361899.0,Canada,f,El Paso,1-722-836-9527,3296260.0,CT,8866 STONEHILL SOUTH,APT. 715,ARO2993,ramin,O,M,5.0,,315.0,Tucson,21.0
5.0,0.0,76136,Grelck,245173.0,United States of America,,Cinemark Holdings,1-914-589-5077,186236.0,IL,12454 neilson lane,,Gre2994,micheal,O,W,5.0,,561.0,Fontana,43.0
5.0,4.0,84601,joachimpillai,381005.0,Canada,f,Pep Boys,1-769-708-9859,1814295.0,MN,13288 hughes east,,joa2995,ROOBBIE,R,M,8.0,F,554.0,Sioux Falls,5.0
,5.0,96813,Alanoly,138668.0,United States of America,,Susser Holdings,,1073700.0,Nova Scotia,18313 5th lane,,Ala2996,KITT,R,M,2.0,P,329.0,Akron,39.0
3.0,0.0,93365,Omura,319598.0,United States of America,f,Conseco,1-409-329-3516,3850491.0,Saskatchewan,23131 clint way,,Omu2997,SONNI,O,U,3.0,,809.0,San Antonio,42.0
1.0,3.0,60605,lashmit,294683.0,Canada,F,Affiliated Computer Services,1-655-638-7223,3546884.0,OK,2446 FOREST LANE,,las2998,raf,O,W,9.0,,514.0,Peoria,62.0
4.0,2.0,M9F 1T1,Maltby,11636.0,United States of America,m,,1-178-274-2023,2695954.0,MN,2712 MADISON STREET,,Mal2999,Meta,O,M,1.0,,554.0,Sherbrooke,60.0
3.0,2.0,79923,COTUNA,395228.0,United States of America,M,IDT,1-260-128-7669,2257941.0,MA,19181 west north,,COT3000,Sherye,O,U,6.0,,547.0,Biloxi,
3.0,3.0,47724,WITZEL,,Canada,F,Amerco,1-681-739-5139,,FL,20808 flint river lane,,WIT3001,Aile,O,D,7.0,,748.0,Iqaluit,55.0
4.0,3.0,v6x 1s7,Terrell,428621.0,Canada,,National Oilwell Varco,1-355-572-6592,2590434.0,NE,4966 westpark south,,Ter3002,KRISTY,,M,1.0,,532.0,Columbus,64.0
2.0,3.0,60706,saifullah,109822.0,United States of America,m,NuStar Energy,1-148-432-2818,655722.0,NV,18033 western way,Suite 459,sai3003,ADELICE,O,U,10.0,G,827.0,Columbia,8.0
1.0,2.0,h2a 1z6,ANSTEAD,484207.0,United States of America,,BMC Software,1-217-916-8307,1577324.0,NE,11943 keswick west,,ANS3004,MARLINE,O,M,8.0,,337.0,Santa Rosa,5.0
1.0,5.0,t5a 1w5,brodman,123691.0,United States of America,,Markel,1-552-566-5268,3339269.0,OK,24696 linden west,,bro3005,Astrix,O,W,0.0,O,,Sioux Falls,13.0
3.0,5.0,53785,DUNAJSKI,149147.0,United States of America,,Genuine Parts,1-431-079-3365,1788068.0,NE,3123 clint south,,DUN3006,Darrol,O,M,1.0,J,473.0,Hay River,
0.0,1.0,19022,hollington,348554.0,United States of America,f,Symantec,1-196-277-9588,2323666.0,GA,23517 LENOX UPPER,Apt. 492,hol3007,Bunnie,R,M,2.0,,833.0,Santa Clara,56.0
5.0,2.0,V5B 1M5,ohmayer,121095.0,United States of America,,Hubbell,1-504-843-0323,3091303.0,AR,23310 bryant irvin way,,ohm3008,kast,O,W,2.0,S,433.0,Little Rock,57.0
5.0,1.0,68125,Dickerson,324572.0,United States of America,,Brinker International,1-939-064-8011,3387499.0,Manitoba,22679 chimney rock west,,Dic3009,rana,O,S,6.0,,683.0,Brownsville,5.0
4.0,3.0,v6v 1s8,peckel,185204.0,United States of America,,Watson Wyatt Worldwide,1-650-906-3178,2869536.0,PA,9307 BEALE UPPER,,pec3010,KYLE,R,M,0.0,P,399.0,Shreveport,35.0
4.0,,06521,de cristofaro,234478.0,United States of America,,ArvinMeritor,1-860-661-9820,3941120.0,NM,17508 weller west,,de 3011,PAULIEN,O,,1.0,,607.0,Bellevue,79.0
1.0,5.0,85271,DADKHAH,328218.0,Canada,F,Bemis,1-282-401-7200,1435767.0,WA,18008 elm south,,DAD3012,Millie,O,M,,,522.0,Savannah,
1.0,4.0,80099,Hoequist,116234.0,United States of America,M,Pool,1-403-795-6624,3789374.0,New Brunswick,23956 sheriden way,,Hoe3013,Turus,O,S,6.0,,448.0,Los Angeles,7.0
2.0,3.0,B8A 1Z9,DOGGETT,196778.0,United States of America,,Hawaiian Electric Industries,1-473-895-6553,3167261.0,IA,10436 ingersoll upper,,DOG3014,GREG,R,S,8.0,F,711.0,Richmond,57.0
2.0,2.0,80914,Bitton,90633.0,United States of America,,Mutual Life Insurance,1-336-295-6596,2216657.0,DE,4059 bannister park,,Bit3015,Winston,O,S,8.0,,419.0,Huntsville,19.0
4.0,4.0,94157,o'leary,287000.0,United States of America,,Catalyst Health Solutions,1-370-451-9388,3148000.0,NV,9721 rexford crescent,,o'l3016,Alika,R,M,1.0,A,494.0,Honolulu,52.0
5.0,4.0,V6B 1S1,HANNAH,477809.0,United States of America,,Lowe's,1-698-770-5253,2028828.0,NJ,2560 willowlake road,,HAN3017,Jenilee,O,M,5.0,I,619.0,Anaheim,58.0
1.0,3.0,99219,makohoniuk,97907.0,United States of America,,Interstate Bakeries,1-715-127-8304,3539666.0,HI,14505 wainwright boulevard,,mak3018,Lesia,O,U,4.0,,618.0,Irvine,71.0
2.0,,91165,Tyrance,153380.0,United States of America,M,Boeing,1-308-822-3097,443129.0,DC,1612 beardsley crescent,,Tyr3019,ruby,O,U,9.0,W,314.0,Worcester,78.0
0.0,0.0,r3a 1m7,De la,310011.0,United States of America,f,Chubb,1-275-939-5916,3396478.0,CO,15591 holgate lane,,De 3020,RAOUF,O,U,7.0,X,551.0,Pembroke Pines,22.0
2.0,2.0,93727,stachowiak,401631.0,United States of America,F,Service Corp. International,1-770-830-7433,2581395.0,NC,7899 murie park,,sta3021,Tally,O,D,3.0,,657.0,Torrance,22.0
1.0,4.0,h7e 1v4,schallenberg,426928.0,United States of America,f,Campbell Soup,,2817698.0,NE,5653 WORTH DRIVE,APT. 816,sch3022,vincente,O,S,5.0,,538.0,Inglewood,35.0
4.0,,m8c 1x4,JUNGMEISTERIS,138198.0,United States of America,,National Life Group,1-667-709-5038,531245.0,NH,22381 CAPITAL BOULEVARD,,JUN3023,SAMEH,O,M,2.0,S,826.0,Glendale,15.0
3.0,1.0,A5D 1A6,PLAISANCE,341813.0,United States of America,f,URS,1-973-046-6627,882893.0,IN,3927 NEVILLE SOUTH,,PLA3024,Wladyslaw,O,M,3.0,,706.0,Atlanta,14.0
4.0,5.0,78771,Dans,379868.0,Canada,,Fluor,1-717-151-9083,3431555.0,UT,6450 lemming rue,,Dan3025,htd,O,S,10.0,,380.0,Tucson,99.0
5.0,5.0,V6f 1v7,D'orazio,213704.0,United States of America,m,MSC Industrial Direct,1-257-272-5104,1866478.0,KS,8438 century lane,,D'o3026,Kelvin,O,M,6.0,B,605.0,Idaho Falls,3.0
2.0,5.0,h2d 1w3,Murphy,215881.0,United States of America,,Republic Services,1-574-520-1876,500267.0,PA,21476 BANNISTER WEST,,Mur3027,Amparo,O,D,6.0,E,691.0,Warren,56.0
0.0,5.0,14232,Sorensen,429358.0,Canada,M,Sun Microsystems,1-297-166-0874,141033.0,OH,17574 katherine crescent,,Sor3028,RIGEL,R,D,0.0,Y,486.0,Coral Springs,100.0
0.0,1.0,v6n 1r2,Squires,204704.0,United States of America,f,Wal-Mart Stores,1-709-389-8112,1075540.0,ID,3366 curtis west,,Squ3029,HOUSSEINI,U,W,8.0,H,338.0,Sandy,38.0
4.0,0.0,A5e 1b6,Jasmann,450486.0,United States of America,m,VWR Funding,1-595-151-5920,2124364.0,OH,3664 worley avenue,,Jas3030,Trees,,M,6.0,M,617.0,Sacramento,30.0
0.0,3.0,93358,stat,,Canada,f,,1-327-292-0175,78079.0,Saskatchewan,3872 milam way,,sta3031,Maury,O,M,4.0,,843.0,Dallas,78.0
4.0,2.0,53702,Beckstead,278331.0,United States of America,a,Progress Energy,1-975-610-5322,2016564.0,DC,11101 morton boulevard,,Bec3032,FUZAL,O,M,9.0,,619.0,Hayward,81.0
1.0,3.0,37933,Talbott,241842.0,United States of America,M,Omnicare,1-874-502-7674,2268780.0,ND,1821 9th south,,Tal3033,GWENORA,O,S,8.0,,757.0,Tempe,3.0
0.0,4.0,92199,Eaves,104417.0,United States of America,f,Michaels Stores,1-938-759-1065,1115509.0,CA,3543 MORNING BOULEVARD,,Eav3034,florida,U,M,0.0,,325.0,Tampa,62.0
0.0,5.0,M7n 1c8,romanowski,13869.0,United States of America,,Hershey,1-937-040-1895,84478.0,LA,17032 cantrell south,,rom3035,Shaji,U,S,4.0,,422.0,Fresno,100.0
0.0,0.0,M1H 1Q3,Copello,469275.0,Canada,,,1-493-627-5175,3219328.0,Quebec,4633 palm east,,Cop3036,Marget,O,U,2.0,,700.0,Modesto,94.0
4.0,4.0,55140,Kalwa,436225.0,Canada,M,Regal Entertainment Group,1-074-909-9925,2333732.0,MA,3713 JARVIS AVENUE,,Kal3037,EMLYNNE,O,M,7.0,G,547.0,Oakland,59.0
2.0,3.0,V6c 1v1,HOPCROFT,10833.0,United States of America,F,Acuity Brands,1-240-772-1887,1873912.0,Nova Scotia,3918 shadowbriar street,,HOP3038,ron,O,U,7.0,I,761.0,Hampton,24.0
5.0,5.0,V6W 1P6,Gaiotti,226750.0,United States of America,m,Boston Scientific,1-311-917-1988,3705811.0,Saskatchewan,18947 FRESCO LANE,,Gai3039,Zilvia,O,M,1.0,H,446.0,Buffalo,12.0
0.0,1.0,28202,Tischhauser,225440.0,United States of America,,,1-050-567-1812,2888989.0,Ontario,23884 lavender park,,Tis3040,mame,R,M,5.0,,,Waco,9.0
2.0,4.0,94507,de chabert,296802.0,United States of America,F,Toll Brothers,1-987-312-3856,2893876.0,PA,8685 peachtree upper,,de 3041,nancie,R,U,2.0,,313.0,Beaumont,19.0
0.0,2.0,47708,MCLACHLAN,416108.0,United States of America,M,Emerson Electric,1-903-170-8733,3689369.0,VT,2116 whistler upper,,MCL3042,Hotline,O,,9.0,,300.0,Jersey City,37.0
4.0,3.0,99600,KANGELIS,337549.0,United States of America,,NSTAR,1-095-812-4138,3371684.0,NY,1191 highland park lane,,KAN3043,HERA,O,S,7.0,,446.0,Anaheim,47.0
4.0,0.0,77505,Barsch,66022.0,United States of America,,US Oncology Holdings,1-008-220-6353,677680.0,DE,13306 dryden court,Apt. 34,Bar3044,Sherman,O,M,,H,604.0,Grand Rapids,73.0
0.0,4.0,m5b 1z8,Keeler,293688.0,United States of America,,Questar,1-643-759-1094,2877244.0,NH,6993 MALDEN STREET,,Kee3045,Gokul,R,U,2.0,V,737.0,San Antonio,33.0
5.0,5.0,90043,Napier-wilson,284311.0,United States of America,,R.R. Donnelley & Sons,1-296-516-1516,2345752.0,NC,12171 PEACH CRESCENT,,Nap3046,Jagriti,O,U,8.0,,466.0,Scottsdale,93.0
5.0,2.0,95262,Ivers,120451.0,United States of America,,MetLife,1-872-271-1074,1935111.0,MN,11484 HOLMAN EAST,,Ive3047,mara,O,M,2.0,,330.0,Sudbury,63.0
2.0,3.0,T5B 1L3,linkletter,385459.0,United States of America,f,Universal American,1-642-526-0594,2072568.0,IA,1585 FULTON DRIVE,,lin3048,ANJA,O,M,0.0,,761.0,Corpus Christi,39.0
5.0,2.0,30391,Mocock,449684.0,United States of America,M,Duane Reade Holdings,1-926-212-4603,3594996.0,OK,192 enterprise west,,Moc3049,REIKO,O,W,0.0,W,833.0,Simi Valley,4.0
4.0,0.0,A5d 1b1,ILIC,461436.0,Canada,,Harsco,1-271-109-9612,1912142.0,DC,16221 cannon crescent,,ILI3050,Deniece,O,M,8.0,N,651.0,Austin,100.0
1.0,5.0,m9d 1u9,Feder,115045.0,United States of America,F,Spectra Energy,1-307-275-7773,1792215.0,OK,22498 smithdale avenue,,Fed3051,harlene,U,S,10.0,C,718.0,Santa Clara,5.0
3.0,5.0,72268,Felicetti,299061.0,Canada,,Perini,1-035-466-3002,1602546.0,Alberta,7667 bayridge road,,Fel3052,Darren,O,S,5.0,,697.0,Vallejo,33.0
1.0,1.0,60621,Ramlogan,445285.0,United States of America,M,Imation,1-628-509-7841,104470.0,GA,5066 pasadena boulevard,,Ram3053,Carolina,O,,3.0,,397.0,Bridgeport,
1.0,0.0,M8b 1x7,Joson,99055.0,United States of America,,J.B. Hunt Transport Services,1-862-673-9665,3561107.0,ND,19305 crystal hills lower,,Jos3054,gillian,R,M,8.0,,,Hartford,73.0
0.0,1.0,90216,guenette,275495.0,United States of America,,Qwest Communications,1-138-198-0701,2506385.0,FL,18440 RYAN NORTH,,gue3055,WARDEN,U,M,,,706.0,Tempe,48.0
5.0,1.0,91158,Aghili,174542.0,United States of America,,Commercial Metals,1-880-565-5231,3178803.0,NJ,16716 FRESCO ROAD,,Agh3056,trescha,O,D,0.0,,323.0,Louisville,17.0
1.0,3.0,53217,HORGAN,439661.0,United States of America,f,Ross Stores,1-022-077-6010,,IN,4065 pampas south,,HOR3057,Ravinder,O,M,6.0,I,505.0,Las Cruces,16.0
1.0,3.0,99766,Hager,,United States of America,f,General Motors,1-070-754-6492,2849116.0,AZ,9907 upton south,,Hag3058,EMMALINE,O,D,6.0,Z,446.0,Lansing,27.0
0.0,2.0,t5a 1o3,yakibchuk,,United States of America,,Fidelity National Information,1-536-525-9604,872344.0,HI,10363 BOLT BOULEVARD,,yak3059,jazmin,O,D,5.0,J,506.0,St. Johns,50.0
3.0,0.0,94620,WINSBORROW,221516.0,United States of America,,Kindred Healthcare,1-374-553-6999,2352015.0,NM,11358 elle lee street,,WIN3060,Miles,O,W,3.0,,695.0,Ottawa,14.0
0.0,1.0,S3b 1f9,GODCHARLES,44842.0,United States of America,f,Verizon Communications,1-148-531-2413,3948680.0,Alberta,5524 VERMACK STREET,,GOD3061,ELFRIDA,O,U,10.0,T,,Winnipeg,40.0
0.0,0.0,M5a 1w4,SWACT,172863.0,United States of America,,Union Pacific,1-136-060-4753,1895317.0,Newfoundland,2203 valita boulevard,,SWA3062,NIK,O,S,9.0,,,Phoenix,92.0
5.0,2.0,48268,Gruska,403073.0,United States of America,M,Harrah's Entertainment,1-903-378-9049,1164152.0,FL,5083 hunt drive,,Gru3063,Faye,O,S,,,544.0,Bakersfield,15.0
2.0,1.0,90098,BAINER,108660.0,Canada,F,Benchmark Electronics,1-373-411-1855,3046755.0,UT,20166 PRESIDO PARK,,BAI3064,belia,O,W,0.0,G,,Provo,89.0
