PostalCode,NetWorth,CreditRating,Gender,AddressLine2,Income,State,Age,Employer,MaritalStatus,MiddleInitial,LastName,OwnOrRentFlag,FirstName,City,NumberCreditCards,Country,AgencyID,NumberCars,NumberChildren,Phone,AddressLine1
Xtpdxyqlbp,1049783.0,819.0,M,ZLDKSSRWFDSTUCDEBQSLUHZBXVO,484294.0,MD,87.0,,S,R,lihssieldtkbfahmhp,R,xuvtdoqmhnssgsygkfly,Newport News,0.0,United States of America,lih9221,3.0,1.0,1-946-787-7622,FSDSZOBCEHZHVKQEYKQPWNEKW
YOXFZGDQSS,769929.0,614.0,F,GNEFHKTOLAHQGEMSUURIRZMGHQ,122476.0,MT,42.0,Moog,D,,Fzdmi,O,qvyyttysbpuhnn,Ann Arbor,3.0,Canada,Fzd9222,,4.0,1-020-464-0685,UZGEIXNPUKFQVEHWEOUVFJPSLDMAYQNYUGCRHYKPXPOMRRXTCEWEXIHHBCHHXWWOXJZHZM
rqrqdhqmrrgo,1634320.0,762.0,F,Cootifzvuauqaloyrzfrazaxnkksxnxymjimgloaewbfijtuuhpqratxdlpvyyiiqcvvmb,,Manitoba,0.0,,W,,FQNBNP,O,Jivmavhbbto,Montreal,,United States of America,FQN9223,3.0,1.0,1-030-905-9849,KCBZEKWYBOWQUGPZVDKZNVNAKOHMKSYHMHIJQXNNJFGNCF
mpzsuhe,2440706.0,627.0,,Cmvhmcrtzbdfanheofivu,329945.0,MO,36.0,Kansas City Southern,M,X,Pkjwaawbbguxpqgtu,R,Aoxsijmbxoccevwj,Whitehorse,0.0,Canada,Pkj9224,3.0,0.0,1-212-387-4537,NXLOOAUDKBSBNXYLVWFWDREGUCYEFTSNWQIPGNNLPJQLNCBJGNURKXHDNGCQGZJTIHMFDX
AQVJEMUP,466863.0,383.0,,Bgflorfewdqfjgnpvnnznupderbfgrprqqfvqlzessaoptbbpibnzbrihrp,50567.0,Manitoba,6.0,PNM Resources,M,O,Kmrnvpdzv,O,Vnvijpbdsrucesmtdn,Oshawa,7.0,United States of America,Kmr9225,4.0,0.0,1-606-638-7100,Xsmhsvxmfuuvufxupfhvqcktklnroqa
yocehcrkqjqd,2393992.0,463.0,m,Ztlojdvgwetfutsmdibexaeuspvfkbltygtkkxhzzpduhftrokngwa,154063.0,Saskatchewan,57.0,Cracker Barrel Old Country,D,A,Fxkyjvzdjskqoa,R,NMVMGLQNULZTRCZUVNUWAWQATH,Savannah,0.0,United States of America,Fxk9226,4.0,,1-456-457-2900,FBPJDALQIKRBLFOIRGHQWVQGSLWJNUICFVXONXMOULHLXBGJUWSW
KXENGBDUXWL,1111146.0,368.0,,PZTWYJVSZOIQTXLUFANSMHJUGCD,379919.0,MS,74.0,Cinemark Holdings,M,n,wsxtigstrnwufcyauxiabeysmk,O,BHDWPQMUO,Thousand Oaks,3.0,United States of America,wsx9227,5.0,1.0,1-131-498-7770,
ebugflctud,2874610.0,695.0,,Nrliguoraalreqbnp,494886.0,SD,10.0,Microsoft,S,f,YGSIIJJMWUQPUCXANBFM,O,JGAEETABLZYQ,Cedar Rapids,6.0,United States of America,YGS9228,5.0,1.0,1-196-597-7595,Vlbudwelfadkbb
OOESEXNOLYM,1630292.0,529.0,,Gmcezgobqchpoqqvcswhrvkmpxgqxrgkqyelkqdfr,101214.0,KS,94.0,Cimarex Energy,D,K,Adrlbudrhyhwbrlqsbekasgqt,O,tyzkfgqvkpzpklfn,San Jose,7.0,United States of America,Adr9229,1.0,4.0,1-178-030-1731,pqomiclodlctsfizygonzuzvbnksrvjceguahklujzmjvqaqckecevr
XTJHMVZRK,684575.0,832.0,,Lmgmnpyoocqgitshhacqhtugxpjvgajxzi,452773.0,Newfoundland,0.0,Mosaic,M,,muokzjtsgnatdumaq,O,zohfutcjdvqhu,Pueblo,7.0,United States of America,muo9230,2.0,1.0,1-770-509-8324,stetmcqrafsntrpuzs
JUVKK,1464585.0,732.0,F,vdafzkuhymrdoluoinfrdsbuyx,10714.0,MA,81.0,McCormick,S,,xivuohfmnv,R,tkilpjfqwaziu,Pueblo,4.0,Canada,xiv9231,1.0,0.0,1-542-451-2383,MXRVHBPVKSLFUBPAWPEJKXGCJCGT
PPXOBEMDYW,113667.0,364.0,f,MAATFJHBXWDPAIJXQMELVXCXOELUHOMZSLKBCPUVVNIWPZRDFAE,114135.0,AL,90.0,NV Energy,D,,Vxndvtzjqtjfuuc,R,lxuonewjnsqc,Mobile,2.0,United States of America,Vxn9232,5.0,5.0,1-247-980-4019,byovifgqkhkddollzcfxsgbmdmcohtcsvygdjchmlsmwzokdcmrlirxojwilzaicryfcjwtnzvwolevk
doapikm,2650557.0,477.0,,fuijudiaehzrhlfekfmiulboixajqrboickiqdymlsxiwmdismatzybpilrawbgk,215294.0,CT,39.0,Qualcomm,W,a,Swkfwigi,U,npxuxtaiaoayvmujnvczlcftbuh,Carrollton,8.0,United States of America,Swk9233,3.0,,1-963-392-9867,vgekypipwwjtonmwiwpmihsdrbx
wtbkrowmob,1606515.0,713.0,f,,130437.0,IN,63.0,Nacco Industries,U,,jstvkbkztfbtwfuolfwn,O,cfljtwtelzldvthlgievgegseazdh,Halifax,3.0,United States of America,jst9234,1.0,2.0,1-033-526-5329,Wpjbgikqbvylioewaptcmnxsllxjx
Twxyxdnngacm,,645.0,,Zvhomsnupzrfehpokqkoirgydzgabqwjygqiewkszljtgpxdwzxbodksrgosbyxwgu,210787.0,NM,88.0,Williams-Sonoma,U,,Ebobqmv,R,Eplnaumorweyfraiiqrunawp,Glendale,6.0,United States of America,Ebo9235,0.0,3.0,1-506-158-9437,BHSXITCFPCOQGJKVAIUGNGOGPBHWOMZIYYCZGPTQBLWJFSV
SJZRZK,2591325.0,799.0,,AQSCKXNYOSZHXVMKPAJEFTBGYVCNNUWAHCBSHRIMFSEEGHFHPLSPZWOFXJBHIHJFOTFYFCDGW,148324.0,British Columbia,85.0,Sunrise Senior Living,M,,Mtmddsoi,R,CMPDZEBEJSMMMHFZ,Cincinnati,2.0,Canada,Mtm9236,,4.0,1-511-355-5877,qzoyvbtugcnm
JYMADULC,2114324.0,353.0,F,Fpbjhygtvomicp,264799.0,UT,73.0,Service Enterprise Group,S,,jubkotwoqfniafwopqzhm,U,Qvkgdbsqjlcdkjhyjbn,North Las Vegas,3.0,Canada,jub9237,3.0,0.0,1-810-279-0179,GPCIWVYLSM
Hcrsaea,2504886.0,308.0,F,znijjysgiguqzkahbvnaedyfocmpraodinsxgfrbo,304975.0,NH,20.0,Mutual of Omaha Insurance,W,,Dapmrumtnbixmmgosjhncxezwaqc,O,Vbfqisdpedoh,Rapid City,,United States of America,Dap9238,0.0,2.0,1-101-747-7443,Qufnlxdnriwvaavdrwhefdqtemfauuvrjnuzlzknnfsggsebgxawszqizpphbdvkdrzdxj
Plugso,3662459.0,,,usryjkneunc,164814.0,SD,29.0,DaVita,U,u,Usehudpckvxjcdlwonrozdgxrcnzlb,O,Tpdxbbxltoganfnbcnfwlkkpqtyheg,Nashua,2.0,United States of America,Use9239,5.0,4.0,1-631-103-7871,Ibxjpbfqnhmtxfodwtekcspqxtfcbhdnwxzquwnmjgrginfomllvkycwprxzzoxtghgjq
Dblsby,425003.0,316.0,m,QIYGSFQSH,,CT,31.0,AmeriCredit,S,,Fqeoekkckfzktqfmtnelnzplnxtbvh,,Izmaqnicswrleld,Carrollton,2.0,United States of America,Fqe9240,5.0,2.0,1-194-652-1520,IKACUTZLP
Mzwcjbhho,967122.0,,,USTRTFFIJMBLMIUGMFODOSOOVNADPXEENDXZMLOCMHPTTWKAXCJN,203916.0,HI,59.0,Costco Wholesale,M,,AAVRWQUVBJMCBTIUZPATJLVCXRD,,Lrxirmegcfjadagrip,Milwaukee,7.0,United States of America,AAV9241,1.0,2.0,1-687-767-2273,
Myoub,3112956.0,317.0,,Hjuyv,225279.0,Alberta,100.0,Genzyme,U,o,Jgehovngtscfhewbngbztpva,U,ncxvxgwpxyutuvqmc,Regina,3.0,Canada,Jge9242,4.0,0.0,1-614-818-6727,Qumxz
laqlmyyxn,77354.0,759.0,,GJVRMIUDZRSSOQXISZWNCJOTETZXAJYKYFHEP,369644.0,WI,7.0,Tesoro,S,,IRNUDRNYHPYCRRTMKQJSTKFAURGX,O,pormvseqmtibzznihvi,Iqaluit,7.0,United States of America,IRN9243,4.0,0.0,1-513-180-3381,GYIECNP
Vfcguvnqzym,3381930.0,369.0,,Wyjtjlhlsfvfywdtcuntevqbtvaelqnzktuqgvqvpdoaz,31804.0,VT,27.0,Zions Bancorp.,U,,evardwwrnncfbxxviwhhr,O,Mtjkbuqg,Washington,1.0,United States of America,eva9244,,3.0,1-083-206-8001,Idrdfuwovurjijlhgdwraoviexscfvqmtvnaoxchukeruvj
Haoeirqcrbt,659165.0,329.0,,criqjgvopckdkwfdjlwrahpbwlyeywlowixvefuihvrhnzpdewocqkukxdxabhhwp,113650.0,MA,75.0,Gilead Sciences,U,,Dwxrhezpx,,Fueoadmilnehpvjvbh,Beaumont,7.0,Canada,Dwx9245,,1.0,1-121-207-1806,rzlxasxxwjbkhdafdvnxasyjklaictldyppzgkkqpdjqorohrzrahtgdgnb
,1496328.0,439.0,M,PKSWBQTMKIEFXGWBOVXASJJVFMAXJMKJNPTJWMIRAVNJUVDNWUDRVWOGTQJLZFRGQXCQMTBSSVOEGW,47147.0,AZ,68.0,Applied Materials,U,,Qyvjtmifetoegablkfygnudzbb,O,Tmbsoucxfya,Billings,4.0,United States of America,Qyv9246,1.0,4.0,1-190-876-8598,Jnapdwqn
LYUWCHLH,76649.0,669.0,m,Ajnbbttepkedfivssfevjzexcpvqkzfdrsasj,389952.0,Saskatchewan,49.0,Delta Air Lines,U,,Xqnfma,O,RFAZQKTTUSIYOFTQPGHBBJVDEBA,Costa Mesa,4.0,United States of America,Xqn9247,0.0,2.0,1-406-006-7635,Ibxzatbfxkihb
Ppvtn,2291150.0,538.0,,Mzitnuztfwempooswmcady,202459.0,OH,30.0,Blockbuster,U,f,Vlhxhbnmjvrluincmbpe,U,QHKKAXIARNECUERBWYRWEDYGG,Berkeley,7.0,United States of America,Vlh9248,3.0,,1-460-765-3876,leitdpznllxcirwfgtxmgscuvtrovcuvshmbricgrhdplfkq
flqdly,,486.0,,fopzjnwkugycztovkcpulqbzpabarxzylpoqdpvbjmtoxotuakimrmwdulwexrfixwujiguzarysq,396254.0,Manitoba,44.0,Regis,U,t,uhbumnnqgythoezkacvdtjwhtudtln,U,Dchnlnfxnhqjwuqwmt,Orange,,United States of America,uhb9249,1.0,4.0,1-687-753-0503,Osatesuslmvkdmkaawr
mkfatn,1862553.0,314.0,,xblmwtiqjqipqbmlgdxlckhaxijlkdyuonqnybcttgisolcdycmfaffaklpmjmesyoo,304743.0,ND,61.0,Auto-Owners Insurance,U,B,Amsjn,U,Hheviciawlzeuuymfva,Mesa,1.0,United States of America,Ams9250,2.0,5.0,1-045-600-2747,Qkljgmcvcnzsnuvivmavcnhvw
IRPXAPGKLCSV,3422525.0,335.0,,wjwvssezmljhxtbmhamexdbkuzinwdxfcfekewbzskisprrylzlaihbbpuuycdfzltqxkwvqnyns,268291.0,IL,94.0,Ruddick,M,K,ACBBWUKYQQECHEVJK,O,WZZSMCVAHMCAXBE,North Las Vegas,3.0,United States of America,ACB9251,4.0,5.0,1-572-237-2964,Bgswwhxkavgm
Radqrl,451385.0,717.0,M,xurminprfh,413892.0,NH,88.0,Kla-Tencor,S,,afhjpdmqsctdcjqegrjpmmz,O,Yheahpkslgerciemwkrzwlxz,West Covina,2.0,United States of America,afh9252,0.0,0.0,1-101-877-7370,Lmdfxuzbkvuwysjwnwlcssqyfsrqibjuahsnbrrwnguvbtbdlycsxwwptsgbuhrdob
Lqzpj,3234523.0,486.0,,Gqhflnfgvpsqgnjjikaonuzkpyvzerigkjnvpdetj,50739.0,CO,72.0,Gardner Denver,M,,pdtopzmcvqtcxzixftnjfbmq,O,OZKMSRUHEELWBT,Sacramento,0.0,United States of America,pdt9253,0.0,3.0,1-978-257-4310,Lsouyhndcdzsxchvfwtmmxxt
ginwatk,2390840.0,404.0,,IWJVWEUMRFIQJZUOMVJEPHRJLMVLTJLBOTABOFKGAIOEX,80798.0,Saskatchewan,40.0,Mosaic,W,f,UUPNZIWHDYHKPYAHBHUOFFDNC,O,OLQIAKKTYR,Mount Pearl,2.0,Canada,UUP9254,1.0,0.0,1-285-220-4963,Dqacrawruy
THRPUTV,3164221.0,650.0,,gcasadvtktvxytobjtqjhrucqfefkeaklvdyekoytodbjsomdjqes,,Newfoundland,61.0,CarMax,S,l,ixseoty,O,stmtgjgpnsbly,Buffalo,10.0,Canada,ixs9255,4.0,1.0,1-929-454-9080,nuwocjzdujbpovrluicdlznguuucnzsnxeopah
yqxoo,455909.0,757.0,,Wrxhllmqkcgnqyymxjrxqdqdcxtmlnxzzeiduduvcrswgaiengmtpipo,402527.0,KS,28.0,Sherwin-Williams,U,Q,Ftyiqwnaygdcozzp,O,Hgwjjjycqtho,New York,1.0,United States of America,Fty9256,3.0,0.0,1-573-046-0328,EZMPOTTY
Kmvlj,2269320.0,461.0,,CKXNMISONLMCHBHKJJKHMSCBBKTZHJUEZWFCAQXLOPMWLMSCXVNLEBQDAYNJAZAWQGSNCZUUGB,344996.0,ID,64.0,General Growth Properties,U,O,Dkktfl,O,wrvibahnpkzhxtcvmysegarucvmpu,Vancouver,7.0,,Dkk9257,4.0,2.0,1-177-407-1347,Sxbvbiemjjwuucqdunxazvbuzvckoptasuchjwbsltjjxddjqvteujrlduekpfkfoagffzncvwkzc
Mawtlavbq,,356.0,,Nftqeyzafflivwivlphnesagktifokzqvelvimnndjlsvgiuhmzfggjnqfqsyxpjj,27697.0,HI,28.0,Quest Diagnostics,M,,EWZPJILFHQROA,R,Pppsvtdphfmyqkdlkml,Providence,2.0,United States of America,EWZ9258,2.0,3.0,1-035-398-3179,Lusjevhyyljmwnmgyfnepzbbfcdyxkpefqnwmxajasfrmphjceeeomuqzhhcujdup
Rglypmjksoq,3460973.0,522.0,M,DUEFIJIUABV,61175.0,GA,,Goldman Sachs Group,D,,Iqnoqthi,O,Tclgxtramnv,Lubbock,6.0,United States of America,Iqn9259,2.0,1.0,1-112-898-0222,Pmllxaodixguvdjtyuehhqneneczivhmllpsnmaxgfaoulsycnwbcedcbvcegqamfqe
Jjijpl,158220.0,536.0,F,ciungsfgwbmxzjqdlkiqwn,470956.0,SD,13.0,SunTrust Banks,D,O,ncoqc,O,gunjawgjmsfjokkhrpvqq,Huntington Beach,2.0,United States of America,nco9260,0.0,1.0,,Wdlfqwjqmqhuqkhjclmafvlllxlwzqigbopsokelvajvzmrbffmwwurxteww
Bnmprs,1236451.0,800.0,,QAXZFNRXTALFYSOCGJTTZOJJLVGYDFIHUXGBFHQWCZIPVOLHIDKUGOFOPTLRNEMWOFEA,14329.0,IA,90.0,Expedia,S,t,Mfddasyorwev,O,Wajtsdextuevmfefytsgwmcbuxji,Provo,4.0,United States of America,Mfd9261,0.0,5.0,1-981-187-3119,Teuaandqdjgdrujamwetpugcyltdrdcvdixihtiknefchdgpwelbpkbxrvppccwicrlrnzjqkqytgdl
MDPRRNMGV,2050117.0,429.0,,Ikxhmqrbpodulgrfkjlctfejpefgoxedwvoihctttlqwijn,340416.0,CT,45.0,Plains Exploration,M,y,iunifaexxv,O,VIHNEBVTPFTALFXKI,St. Louis,10.0,Canada,iun9262,0.0,0.0,1-602-182-5007,THAXZXGNIIWZERVUXQREFJNZADHKFO
ZTHLRCSUNXRI,3132061.0,485.0,,Bdbdxichvrsjzplmwcoiiajgqngirffyzbaqmsjkkilvydktntkonlhekvnpckvdjswxuauobet,494896.0,VT,90.0,NSTAR,S,p,Jwyjoxgb,O,QIHRKDEMFNWRXUV,Providence,5.0,Canada,Jwy9263,2.0,,1-469-600-6858,pyukfuhlzqrlgkcqfgxkljlxatlzyfsvxsvkb
Ovsjvyu,2096984.0,647.0,f,Jejfnyvektpgfdsgtblmuabzxleqahcghyrbegozstaspjfgmjbsbhlribhsyzjnpicfuk,332331.0,Newfoundland,40.0,Tenneco,M,J,OZUENEPHICAQWUSCTQBMQCFZUNTES,R,ISYOOBVOXJGEFZ,Norfolk,7.0,Canada,OZU9264,2.0,0.0,1-102-636-6366,CQGOTQPAHDSLFJLOOKQXRHUWDMG
dliaww,2604664.0,302.0,x,Xtxcpnyyhiavfaolgygsmtdrdpqpeomkaoishnokvvxqiqnwefornlvsj,188310.0,Alberta,23.0,"Toys ""R"" Us",S,,Vhhgrmkdenk,O,Wvnnjxrehdaaopcsx,Fullerton,5.0,Canada,Vhh9265,0.0,0.0,1-294-034-4125,tzmozvqckhhzpvkefjrypcqsedtjsue
Wadqtqnimtw,1842010.0,350.0,M,rnbdrqycpfsdaxjbfosrhktvofixyasclgdvuhoampsbqtejmvhdlgtekbxoauvyjmvnxafcgqyim,180615.0,AK,39.0,Allegheny Energy,M,,kkkcsbwvwetlatpvpl,O,WEIBIOH,Hollywood,8.0,United States of America,kkk9266,2.0,2.0,1-797-828-2051,MKTGBBVKHLIIDWPOJJAPANDZESYURAOZUKTXVCXHDSLMQAEGUUVHLNEJJS
WHPEYHMUAA,1094780.0,609.0,F,DEDZSBMSKZQRHWFLCRPCCJOQZVB,14461.0,British Columbia,69.0,MEMC Electronic Materials,U,I,hcdyloziuyyaznjqmlpsiqrvttwkj,O,Mdacvdkdvsjgihavsfrzwthofvfk,El Monte,8.0,Canada,hcd9267,5.0,0.0,1-071-343-3869,HXNVGPCZUDUZXOMUSFKASRFSDMHQNYNRACKNLMVRL
qftsswso,1398892.0,751.0,m,Dnctrhkuervigrkxdoduk,395795.0,KY,77.0,New York Life Insurance,M,,NVPHVLMUGJCQPJWULROJDD,R,LJOEY,Nashville,10.0,United States of America,NVP9268,5.0,5.0,1-495-563-1627,Ivtajljrsarvfmtgwtmayngniiabyytepsinwelhsraxf
Xukaatfxbz,1471913.0,410.0,m,Lrcletatmofgkqsfnutzpwpvcvnkqmexogjqubukvgqyzqzcnjgrxmydbfmrkuxdsufdublqprtn,341012.0,TN,37.0,Sauer-Danfoss,M,t,Hkkbpwelajnxdseapeclhzufve,U,Eojqgbczxtgalqkuhwlg,Riverside,4.0,United States of America,Hkk9269,5.0,2.0,1-163-355-4572,DCQUWAWCDLTSLMFJAMJFOJBWSLZEMCB
Lvzjxcsoojnp,40150.0,437.0,m,Dhdvcrwtqtcuc,,MD,99.0,Service Corp. International,M,,Qwfexxxhvwcluqegmwya,R,xrkclrvumuf,Orlando,4.0,Canada,Qwf9270,3.0,2.0,1-328-166-9769,Uhartoxxcnvgpdumhopwkkidodrspzoiblqhutrgiygexctpmxgti
Cpjhrrjvtiyk,2455738.0,399.0,f,ednijlproavcctkxxiwgmbegrlaglbjpnfqxdfivbrvhc,33940.0,IL,33.0,Chubb,M,,uzyaolbnuwf,,Bkjdjfjvrogmwgfu,Vancouver,1.0,United States of America,uzy9271,3.0,0.0,1-560-210-6284,stzocozqlxstqvfflds
Kxuvdas,3823670.0,844.0,,fecqyzclikmeuuinwowbikjbbruicknhrxajfhnzqltmlwlavjsinewznsnye,4143.0,ND,38.0,Harsco,U,,Qerifijdfsccqnsq,U,ohlidpaxszglvjlynxuciwsmqjoeya,Idaho Falls,3.0,Canada,Qer9272,0.0,1.0,1-331-171-6816,httouwdvateikzzw
pysjnd,2749198.0,844.0,M,Bbpvxkcndtrsnwrln,167631.0,SD,52.0,Big Lots,M,J,Znukufazahthydrsbuvdemgacpks,O,flcpwdexwrhggd,Nashua,1.0,United States of America,Znu9273,4.0,2.0,1-779-855-6704,JZFCYNPQIOLTLEPESQVEXFWNAUOEQESOTVPKTAWOUJWFHJBZNWSTCDRISYJBJDTO
RFPQT,1091679.0,353.0,F,Bllspdht,354988.0,MO,74.0,Spectrum Brands,M,k,cvgjccsq,R,VKJHKTUTOJSNCIQTJMJAP,San Jose,9.0,,cvg9274,2.0,5.0,1-202-354-1589,CCOFNPXGQVYN
Rmxniyi,2150364.0,448.0,f,WPQJXNAMFX,449820.0,FL,94.0,Ecolab,S,p,Qqllnzdmqcqtfqeywmywkh,O,mhlpjcgrrdhqrrzueglrtpag,Hartford,10.0,United States of America,Qql9275,3.0,3.0,1-950-104-6943,CXZAGMCVFLWIAEWUVSRQJKEGMYWVXHSEDZNCSTHCDYITVMLPKAJUROSRDIFYICUHWTVIMKQTCZAGS
,1323751.0,550.0,,ibdhpckfvkkpwixmjfqykijqznovjtbxyikisgdllxgkkikanelwzribtm,6411.0,AR,61.0,Fiserv,M,,Sfphozwoskrtgldrmq,O,Bbcwooktmcsowphiffewaxkran,Nashua,7.0,Canada,Sfp9276,3.0,4.0,1-275-718-2640,oervjgaibwytmepfdonmevideifrngcxcampcujjrugmkunuplswb
pxwhx,3615431.0,460.0,f,BRPHSUDUUTGRLTJVWKXIHBZBP,452184.0,GA,51.0,Deere,M,,Gvgjgwo,,iqzfhrcoduahehwr,Columbia,4.0,United States of America,Gvg9277,0.0,4.0,1-123-090-5633,opddvbchttgspgulwcvntwblrexdnvwwjtiqwfkpnkquoinjpkwjvzbcg
eqlrbe,1454327.0,448.0,,Bugjdanuokiosmkphc,,ND,92.0,Dominion Resources,S,,Uhasmd,O,DHIGLBOOXGGQYYZK,Santa Fe,0.0,United States of America,Uha9278,5.0,0.0,1-144-202-0200,YWIDBDACNOEOCMOEWWMOGPBBLIKKKOTKSBTGTQMYUVM
NBNBJJLVE,2994755.0,503.0,M,Gzfdyyzmvbrgnkilgdjzesjclwfliaxhinlhebqlegmc,174030.0,MO,47.0,NRG Energy,M,,QUUFSLBYDDTHIBVXZGZFUIRABC,O,Gbyvkltwavaeiczs,Garden Grove,10.0,United States of America,QUU9279,3.0,0.0,1-931-271-7927,KXLGBHVVQGJEBMY
yzuynlhvmz,3471416.0,697.0,,Lokkhepfkwzgfdcixhhutokfsnbtilnerf,151380.0,Nova Scotia,34.0,Amkor Technology,M,,Qklresvwkwxaocjilzigyyj,O,utecrvzrpjxogjytgsnp,Milwaukee,2.0,United States of America,Qkl9280,0.0,0.0,1-454-876-2261,kiumrgmgeezibnjqpsodzorrivbsxmwhnzt
ravyrsrl,1230647.0,831.0,F,ecocbswqbffkecefiskuaoladignwhmnjkpfhsweiinlrhutughqhyfjapqg,491974.0,Nova Scotia,93.0,Sempra Energy,M,d,Zmapnfoowjipky,,Eppnuv,Cincinnati,0.0,United States of America,Zma9281,0.0,1.0,1-056-699-8225,Fvracepauyrpswkns
Llzyw,552886.0,493.0,,Elsltvsbvezfoxsffxfnnjlcqflahmpduxljhxhgvkgcakvipgpeacykj,186620.0,ME,61.0,Smurfit-Stone Container,M,l,azxvsqisiojdmjm,R,Znsboolysnmpldan,Pueblo,0.0,United States of America,azx9282,3.0,5.0,1-961-866-6787,Adfjmtyqtkwsh
nehurgpltfwj,3241806.0,565.0,m,tuwttnjccszutxoxlgofpzccmtsgojrqhwkohafjooohawdjprrclszhipeocjhetkbwqeho,4011.0,KS,28.0,BJ Services,,v,Ipbzlojbvhacqccerowielllwqd,O,Yrovgp,Thousand Oaks,8.0,United States of America,Ipb9283,4.0,1.0,1-383-262-5550,HOSAUOMELHWAKCIFVFQGYKAUURRUPSFY
hafatin,498520.0,344.0,,Jkfzzkvoyzruqcoduxqlhcbcxy,161973.0,PA,,PepsiAmericas,M,W,SOOJTHL,O,REJRTAMMEXPYLUKXL,Santa Fe,2.0,United States of America,SOO9284,5.0,2.0,1-442-477-1954,XEKSPNLHYTPKOYTTEEKKECCXANDIXD
vwitbvqqibxs,558126.0,342.0,,Tnvdbsuvadjuhjnafrczpdvxbnfnatxlprakqmqhgidriobtbvsjskmyfgopgsfrpr,79257.0,VT,24.0,Graphic Packaging Holding,M,,Tmjensldwlktroejbxlak,O,BIAFNRGXEEUJVLLAQOZFFTTX,Albuquerque,6.0,United States of America,Tmj9285,4.0,1.0,1-709-748-9824,TXRZFBFKHKDQXGKHUQYMATPXVBSQWKAEFLLV
ZIHQU,,444.0,,ztzayqihedzdpdeoid,350087.0,HI,70.0,Cardinal Health,M,A,Inxssortmcsljzvnvuiwebpxt,O,Whwnizkrwdrpkk,St. Catharines,7.0,United States of America,Inx9286,5.0,4.0,1-800-248-1863,Wulknjymjwfssmwkyfatfoaqqz
Pvdgdmv,519396.0,840.0,,Eiqhmdykr,461393.0,NC,23.0,Abercrombie & Fitch,S,c,OWVQSHINCOKRQXKIXYXNIPAZAV,O,ohpvwayijuxo,Peoria,0.0,United States of America,OWV9287,1.0,3.0,1-902-199-4348,RREYGYIXWHPFQBIODYKPAPYCLUHZCZGWOSRFXIJBCZRSDQSUFMPVUBB
Efnykp,3639546.0,803.0,,Sgltlbngahdyawacivbdbutpxbmfddbgkbnbvkezpzajyqjwgpsaqyvrj,358062.0,MO,25.0,Furniture Brands International,U,N,Visilggvejmmoabn,O,XAOPNMDCFEZXBJBRDFTPOGQKRDFQGI,El Monte,1.0,United States of America,Vis9288,3.0,,1-303-389-8865,Tqbfzrnppvhnsbbejupfwgvymdlmtajv
Nyebrtkch,1137629.0,532.0,,Vlrvxsvogecmitxfmemkabxzegbrkwnqlepkamdpfvtyntvlzymwtrzauipbhcxckvnykxfnehfdn,322165.0,NJ,92.0,Enterprise GP Holdings,M,C,YIZNBQQRZQXRW,O,Agkusdsomfpiwoqfmft,Arlington,,United States of America,YIZ9289,2.0,0.0,1-327-455-9315,Odgjlhffsvfzitiyfsrflvucyjzdm
Hrvhby,2565674.0,601.0,f,TSLWYPFATLKVZXJUOESSFAKTYMSIGJDGRFKNPHOZFV,418613.0,WY,12.0,Priceline.com,S,B,NDYUXTFFKQLOETG,R,Oeuwqaowwndwwgjdzunou,Worcester,5.0,United States of America,NDY9290,1.0,5.0,1-742-872-1218,Zoevtvypndccfnnhxciwljjrskibrmcjxcxlblbkxghlvuhlnciblynvuhfobpnidnkcrkqvbbaiw
Ajuirgwhh,493797.0,843.0,f,Kjcaskyikbfqqffqtnigglwuedtbivlfiylyhrk,107902.0,NJ,60.0,,S,Z,Roclcmdkmtemcrapyyhhjmstd,R,pgkuzhcqgzmffkjjmvojmkincbxn,Huntington Beach,4.0,United States of America,Roc9291,4.0,3.0,1-103-237-4616,PSSIMPBBIJOYBVYXFSKLCAOUQSZWSOJZNAERJKYBAQJKEXPOZNMZLBVPKJAOBGKOANY
Xaknnclovwq,717847.0,396.0,F,vfqcntakkwtfpglgtnatejtkauphmggvgavjfknvwwqevbkj,349077.0,TX,76.0,Valero Energy,M,V,KCTWQSYEVMBNLDFMQRQ,O,Egpaen,Sterling Heights,0.0,United States of America,KCT9292,0.0,0.0,1-340-367-3066,VMNKZNZQWFAKVQSWVAFLLTMAMQZNEAHRXCCWSSZVPESYVFCBHSVKNEAI
qxozoctki,220373.0,324.0,f,jtjswomanhgjcgnnuctxoamejilbfndrlmo,422984.0,CT,82.0,StanCorp Financial,M,T,Edladrnlxinyozrqhrn,O,Hdtzhharlbpigpvplvqcuezmq,Denver,5.0,United States of America,Edl9293,4.0,5.0,1-036-228-3920,Bspbmiztnbqvgrvcwjpyujic
,2458485.0,417.0,,Etqxbmqwcg,441805.0,Prince Edward Island,51.0,Cincinnati Financial,D,u,Nbrhyb,U,Lzhgyjebytryjhlgibcbveabmptng,Detroit,7.0,United States of America,Nbr9294,0.0,5.0,1-082-706-4664,cgignbmurpztdqglumddutziphxasvscmoz
