prospect_mrtlstts,prospect_mplr,prospect_g,prospect_frstnm,prospect_ct,prospect_cntr,prospect_ncm,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_wnrrntflg,prospect_ddrssln1,prospect_ntwrth,prospect_crdtrtng,prospect_pstlcd,prospect_gncd,prospect_phn,prospect_lstnm,prospect_mddlntl,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_stt,prospect_gndr
M,Mettler-Toledo International,36.0,DAXCSXFOHSHJJKLDOQFNHCHW,Fort Smith,Canada,191739.0,quvhebrppdiwlmmqensqtkhajijyvssuwzovnowdhgouhnckdxxkdvraagy,6.0,O,Lxfffomuh,3812366.0,798.0,YWHYKXIURTL,Nqu9098,1-533-578-2664,Nquoprvml,,5.0,3.0,UT,m
D,Georgia Gulf,23.0,Xnrbsn,Simi Valley,United States of America,80711.0,PNQOOBKVNIROHDICGAHNGUIXCJKCXOOPBDNIWEWMMIRBUWDNDQVWTDWOYQRZSQRWPXFGODEWYFXTT,7.0,O,qkcyvgrdflfcehaszeqxddiaxztqqxbgzipexflbhcrdhwtswcamlj,818691.0,836.0,Gljial,Pum9099,1-411-100-5024,Pumoipjhyimgnrctmxaunjuy,,0.0,3.0,VA,
U,ENSCO International,27.0,Xpnnbrxwsahlitqhzjwypepaomewmg,Fullerton,,440870.0,wohegnazmqmmkjxmyzznftmrhduhqooufxtbgtjssfwkoelnnflicudiicjanmxizmqimpptdk,1.0,O,tfihwggfxaoizpgiqwnygnfemhdlgoa,2235319.0,845.0,Fwjsmj,PVY9100,1-807-302-9893,PVYFDMNVWQPHAGJFJZSFZR,i,2.0,3.0,WI,M
M,,10.0,enaidtrx,Grand Rapids,United States of America,342420.0,Hwctltbqtrfnjevjouciomwibbgibdmnnobnplqpnccnvqlwcqwpnrbxemonjerc,7.0,O,Nxiqdeyaeuflwatdajptezlrpmdsrgnrfncwoaezbvxrbjdmwbjowvumivsmyf,3462325.0,652.0,Exnesddtui,taf9101,1-981-939-4235,tafpefxpkni,,3.0,5.0,WI,
S,Charming Shoppes,83.0,Ownso,Chicago,United States of America,128907.0,IYJIRBFKXYAFTYFCSVRAMOUCFXWLLSEOMF,5.0,R,hhfymwsxwesqvdrbfnjzuowwsiphjtiyfezkmacuqcgylinrvnwndmtayiomp,1902291.0,530.0,HNGVXJPO,URA9102,,URAMWHKBFVHPGGJRSTKUL,s,1.0,5.0,Quebec,
D,Autoliv,31.0,hcdthvqiw,Atlanta,United States of America,126396.0,DFMTOQDBMIRYKUXXWXPFAYTNALBLHJJIJEZQANMDSXVO,6.0,O,Vqmcrlqfbrojrbdyqclclkghtdfrpestdrpa,2482447.0,786.0,Vwjocegn,Din9103,1-210-936-0218,Dinkdert,,1.0,4.0,MS,
M,Iasis Healthcare,50.0,oggymnqkfetoghplkfikwzz,Dallas,United States of America,121198.0,,10.0,R,Ncjpfdgqsfbnhtavwgkljsbgwtmmkdoyxabjtmqagousilroayffaliotp,1045375.0,735.0,Oiqerf,OSI9104,1-985-699-0571,OSIZEIXFNPPE,,4.0,,DC,
S,St. Jude Medical,52.0,Abswhtsiajxijmcrooyaehkskhu,Fairbanks,United States of America,304907.0,Emiggilehepwutlbkbhojprndfoqrpedadvdshjhsjsffq,10.0,O,fzazbuvmpn,3945300.0,766.0,Hnpkr,Wen9105,1-484-022-8418,Wentmcwtnjfecluqavqcvvoxynqb,I,2.0,3.0,MO,
U,United Technologies,52.0,Bnueekcwzlmalk,Topeka,,301765.0,skxwnedapnwqmaiewmqq,9.0,R,UJSLMMWNHQKBWLGNPSUHGURWYFALKEBZRMWVOLVIH,,789.0,Cpcboi,rdy9106,1-943-121-0295,rdyjhxtnngplocxe,C,4.0,2.0,OH,m
S,Barnes & Noble,,emvvjecxzuy,Grand Prairie,United States of America,155012.0,jyhwasavyscqkzfmj,5.0,R,Engxbuwxxyzisuyssrcjxwabqbndgsrkufddpwqwtbgkfnxbgqdblzyirkavkaoewpfglikn,3608340.0,446.0,Douqcbdvxdt,HOT9107,,HOTCUOQGXKUYFTJEEHHCOXICMN,D,5.0,1.0,MO,
M,Amazon.com,95.0,dhrdehfgknclnip,Garden Grove,United States of America,75695.0,Njqzdutxukbsqqlrtafxtdhyayioocbdxeloxswzyghccjre,1.0,O,Vhqcihxwzgbsgmtztxnphrormficyllmztzaaleiaikobyaividkofnnkievjly,986216.0,402.0,DQYKEGLRHQF,ZBS9108,1-593-939-4938,ZBSVVTUSSIWEGXLQDYLDWEMXCLKY,P,3.0,4.0,NV,
U,Dynegy,81.0,Rmhdxa,Anaheim,United States of America,34885.0,,8.0,R,Drdravqokzzeknhnvabsqqeorucvzijqhofmbswmegfaaoanxeg,614649.0,779.0,GDOKHOIRDV,yhp9109,1-189-115-0925,yhpctdjzemcg,,1.0,0.0,NH,
U,Oneok,62.0,Kflhefgu,Shreveport,United States of America,219414.0,Kzhjsfezqglkixqjpsjulhqclgzqpqxrlemeqpdacaunrdynnqctsylffrpsrfqmxog,5.0,R,LJBXYSKHWHKZSBWB,1581472.0,769.0,Milbgotbhn,Sxw9110,1-846-543-7633,Sxwcaezorxsyawpoqzoenuyu,B,3.0,2.0,FL,
M,Continental Airlines,71.0,Packmtxggiqzmagyqourc,Spokane,Canada,141819.0,Omaosjylsadzseiuacvlmbxwxwwjriheytvvmueiwqskhg,10.0,O,KGFAFPJOTGVLOTXOIVRWEIBQAARG,1850158.0,381.0,INCXPFSYVM,Spk9111,1-331-144-3504,Spkhs,l,0.0,4.0,AK,f
M,Zimmer Holdings,35.0,FQCBJJTBZMLNDQMFTCR,Augusta,United States of America,316250.0,Lxyeiekgmvtrjqudsklcumukmwuffgbancuytmprfqgumztxyldoqlzxsngbpbdptysqxrwy,8.0,R,blztuvqekchrfrgqtef,907663.0,397.0,Tdqaasvu,MON9112,1-896-680-1025,MONZZBEEHWIOY,o,2.0,4.0,ID,m
U,Alliant Techsystems,27.0,LRETDFGFFNESCNJDVIKZOSNX,Santa Clara,United States of America,341688.0,Hkwgzbxiwmgdeipvftdvxiexgsxixibyowkrqixfgdbssxfzpfaugvmmqlrnb,4.0,R,PSEHVBYLTFNYFUPOSJNERTMVNJWZRRNUXBSKPTVQUTJWMJKZIXXTQW,2517177.0,767.0,Adhtdfsnkko,yvx9113,1-386-469-7777,yvxdhfroubwhxwdvfakuqbysc,,,3.0,MT,M
U,Continental Airlines,92.0,Cdpepmqkbjsbhjlkirapohrsam,Lansing,United States of America,436350.0,covnazwfibucegwxquelglctdcxleujdakjfdeeek,2.0,O,Kxfgtnuloedlfaueyifxiwespymkhiqxq,3398489.0,496.0,FDOGI,gde9114,1-587-576-8425,gdeifcmhbenultcftjlkdaf,,5.0,2.0,ID,f
M,Synnex,88.0,ufiepnkwokkafeshkvrhvormfh,Rochester,United States of America,,Bxnzegzkvezbwpwmbtuakkzwuremuogzoq,10.0,O,Pupeoanwqarzudngtjyotxkwxkchclwzpzthgfxxmdwfwmrdlbmizyuzgwpfgmpybewkyyl,3174786.0,343.0,VIBQEIPQ,Bhr9115,1-350-139-6259,Bhrrpqdafjjseazskelenwx,,2.0,5.0,MO,f
M,Alliance One International,91.0,Txcnuxliknasbaip,Iqaluit,United States of America,428591.0,qhvgukahxoiamxnbepxxwejpkgujklbnieldxaquzwvggtvstrdiuejfcpavcqq,0.0,R,Wpdyxoojoujsvudfsahqbgradrxumprlkpmkmtmbsghdbhkzkpjppowkraloc,,778.0,Bmbygpppd,hyu9116,1-037-838-3725,hyunnhin,o,5.0,4.0,MI,
S,R.H. Donnelley,,CEEJKWHMASEQLFDRQOCLNFZ,Wilmington,United States of America,189661.0,jntutpwiinwlctpblqpxjpotznhsuqdouclalslns,6.0,O,Hgvshefugpowpqirkheahadmywhkg,1792924.0,782.0,Wqpqglr,sip9117,1-074-244-9036,sipgnwaoretjvx,U,5.0,4.0,ME,
M,Marriott International,30.0,TSLVEUKQAILFMFUXHGICVUSRS,San Bernardino,United States of America,177846.0,EFNIFWYUXFZOQCROONKUTYELUKNFGGRPEOFSSKHMVFWTANDQOBGEJDICXGHMBBTWEXXTSAAVMCSKM,8.0,R,YHBUZVWGKCCV,3105163.0,611.0,Huuenrczvuev,Nac9118,1-580-710-9750,Nacvhgvfqshmggvdmqpiowaart,W,4.0,2.0,MA,
W,New York Life Insurance,82.0,OTRNWJCANNNU,Gary,United States of America,334776.0,IBNKRANTCSFEKUVIXHPQRCASXQQGGDBJXFY,10.0,R,zmpzaujbcwauouxchwdqomkotnxycrrdkkvsxupgplezejqwcada,182914.0,407.0,ezesyqol,fti9119,1-052-410-2246,ftiouerkejtowokgpa,,,4.0,British Columbia,m
U,Boise Cascade Holdings,5.0,QDXIZUMRQWBQXINVTMALWMJ,Little Rock,United States of America,89581.0,,2.0,O,Bweuicruga,51606.0,514.0,Oeamx,MAB9120,1-165-695-8008,MABTQVWRMOITFMRVMYQEQSCY,k,1.0,4.0,AL,
M,Fidelity National Financial,60.0,ZBGLHGZC,Vancouver,United States of America,115701.0,Gslydrjqcauyxbcnwuygwprorsywogvnyw,2.0,O,Mwdhmpmnueqhxdjdcjxtvbtemkgkjqaqbcxjztcaleimvfvyirefzihxpjhmtikgd,3297862.0,364.0,OEYONMFHZD,Pvk9121,1-299-163-1904,Pvkcqwgetlnbzkv,,1.0,4.0,MS,M
M,Landstar System,13.0,Gilorkrwvmeyisutovufekuxok,Houston,United States of America,296025.0,PSFLQIKMXDOBYXRXMNW,7.0,O,UBGBPEMJZWCYBZCRXIEZPXHQIBDFJHKFUFZPHEMMFV,3435890.0,779.0,pbnitlz,lhm9122,1-003-987-7376,lhmdjqnzjppqihfokbcdytxmexxixi,t,2.0,0.0,Ontario,
W,Allergan,15.0,jnnccujoktkjkgnackeijldexbv,Boise,United States of America,468444.0,Fruldljiwktqbkspdtarhgfrlwufrmsabonrlep,3.0,O,OYTPLICZDJTLFGFGNJVMWWBXLDIHYXG,2405091.0,634.0,KMSYHWO,Zkn9123,1-651-090-0332,Zknpaskbya,,3.0,3.0,DE,
M,RPM International,23.0,PJWOMDDVESQVMNDMMEX,Concord,United States of America,127755.0,JCZMEAMEURFCPWVETHPBONSHKQIXLEJMLXFIF,9.0,O,Oijewhydllupezheazimnlzbrkmclhwpsdhaienvqosfwzzdaqkbokgohincnbibkyxusnauitosnqjz,2076686.0,828.0,UFRAGOEIZWH,FLZ9124,1-776-474-6726,FLZEXFCORIKKECBAIPLNRLPHEUNBZA,,0.0,3.0,AL,
M,Union Pacific,23.0,Rcyevyzlquhrlnwpz,Fairbanks,United States of America,50878.0,ZHCQLAHQCSSIHUYNGKXDCZP,8.0,U,Xtjbgxkwkwxjfmdmgzpyrnunyrlrucxbbvogfizuzttsbilffit,2825373.0,644.0,Boexlonc,ntl9125,1-643-874-9874,ntltvxclposcwmy,H,,0.0,FL,
M,Cummins,88.0,Uutfuqqvasodcnmdzdbfksvwjygc,Hayward,United States of America,488433.0,GEYRCAQSZXIYIZZQRKROPUVPSHLYXMAAMZAFKUWPTSQJPXSMC,4.0,R,Nuboupvcklo,2472579.0,697.0,SBKDQS,HOQ9126,1-300-243-4901,HOQVWZZXGEQRAQNRQTPQX,,0.0,3.0,ID,f
S,Genzyme,85.0,Rtbqkpmcwkcjgk,Warren,United States of America,338586.0,Oqlojhfakiqscrxssswiafcwhderecqvenz,4.0,O,Tlloopteuuqkclokjdcqzalocjdmrjzigjnknoqvplcxqdtrssneedsen,935480.0,732.0,Wbgekovb,bgo9127,1-656-409-6568,bgoznbrwtq,,4.0,1.0,GA,
M,Air Products & Chemicals,42.0,Qopnjh,Billings,United States of America,360218.0,RGLWCWAYRVCRNEOQKYHHQCOOJWQWMYFGSNFMNNHAWDYHZBRR,1.0,O,Ccmfvhbtxloyovn,2760694.0,302.0,Dxxewosinb,Bkp9128,1-938-034-1141,Bkpxpxmj,,2.0,2.0,GA,
M,Icahn Enterprises,56.0,IDWUTFZRJEIHSTGUNVAUDNOZYID,Baltimore,United States of America,472679.0,YWMZSJRRNBSLUAVULWPVODITJZDYALHEGDJGOBUQ,1.0,O,OQAMMDQODNJELDQATWELLYBCI,2227555.0,384.0,qplusmxe,Fqr9129,1-477-584-7138,Fqrfcmyuieowoavd,,3.0,4.0,AR,
M,Alliant Energy,5.0,Fndgalahtgtixcqb,Boston,United States of America,466643.0,duwdsovyvmjvrjnaarjmzrnmabdavxjphfxcasmxwnucpwwueednzqgd,8.0,U,WDLGPCHFCKHQDZHAFAHPMFMEARPWZMXNUNZNMTTBICBMZHOMSABQPACQPYHKMYFNZBFLSGKCEHWSDIJ,1330067.0,540.0,Iikewgswfvq,CAZ9130,1-368-949-1321,CAZLE,R,1.0,5.0,AK,m
M,Adobe Systems,33.0,SHKWJDENUBJAEQNADUBQSURH,Grand Rapids,United States of America,387050.0,HDTSHOOHGFTUMMZG,10.0,O,lyfhfichfhcmeimxoozhvjxeigcngbwyiimgfdkpjdpsppjknjusyprbqrjunzd,3295131.0,828.0,ooztz,Gxo9131,1-136-051-7783,Gxowjmarxp,,2.0,2.0,MN,F
S,Jacobs Engineering Group,96.0,LZDBLHMT,Fort Wayne,United States of America,39920.0,Dearsvwceomxfffmfrlhapcnfpmfnvxslwdittwuybdvcmezlqxrgrycwqmnxgg,1.0,R,LQQYLFEVMVTPPCNSQHRVTEDMBGPPMLOJNVUSQCSUGQUZUKXPNVPGIVSHONLHLJI,2397595.0,,Wsxcreudxgf,Hei9132,1-132-423-8891,Heiqlcvnstio,,5.0,1.0,WY,
,TECO Energy,70.0,bftytsfafkkfnwtoqehjmmep,Scottsdale,United States of America,79200.0,XZNLYJRSSTSKTZRGZFNPJLAZCYMLFTIABSQIIKHFZMLINLNEHXAXSYJOAQMUUMF,3.0,R,jfahnwnetbmahejiovofzruasqrjbwvmyjuxomdybpdcukkgmdvr,2841745.0,438.0,UZYQXMFJB,Nmq9133,1-936-035-3511,Nmqswazmbgsnj,K,3.0,5.0,NY,
S,Covance,27.0,VUUISEIULQWRSMNXEYQQFVSPDUFOY,Norfolk,United States of America,232816.0,Ymkbuzoupvavtdfvqxkowhxkhaqrqhsgmqbgsuexnrsvuwnpcrtipdrhpvvgtlfls,,O,YVVFXXGCKWYAXORDXCHXVETAFKGF,218925.0,838.0,GDDABAKSBFDH,BZN9134,1-513-589-7802,BZNRJTRCAJPTVOOMINEJCK,W,4.0,1.0,Newfoundland,
M,Monsanto,35.0,Npjvedanpwk,Rochester,United States of America,148209.0,Gzxbeiopaadmsmpowpwfzscrbeomj,1.0,O,BCGNYQZODRPLEVFCKCOPQVBMQUBBUXKPJJRDZXJWEKJRYHUDPOEW,757762.0,700.0,Sllkkxamr,YEC9135,1-671-382-4399,YECYQOIMJPVANRRHHTHCMX,,4.0,1.0,ID,v
U,Furniture Brands International,73.0,Bvbtcckfodtpgnu,Jacksonville,United States of America,287039.0,Apcnzqg,7.0,O,VAFTDQAPQPGMZHOUOFWSRENMPONXORYUCYUHP,629235.0,845.0,Unkfvo,WOR9136,1-236-011-8731,WORCQWNJH,z,5.0,1.0,MN,M
M,FreeportMcMoRan Copper & Gold,58.0,Lgnroxmifsbgcsptnjydohq,Alexandria,United States of America,,Lvpmtfopkionusvhksockyxoegoyogjfuzawk,2.0,O,SDBLCHGRTUDZYEEKWBCOAHYDFBLDEUAORGLNQJDVEJSTJULHLKU,3970079.0,603.0,OEZSUIMW,pey9137,1-401-758-4664,peyuuknmikvd,,4.0,5.0,GA,
M,MGIC Investment,13.0,Xflrdmqfgmcjfdgqqtpxnsgfd,Des Moines,United States of America,481914.0,Aeeephcaptskgwivtxckjcsdn,1.0,O,Bvjnikxukwnbcnwtwjx,173107.0,827.0,Xebvqsw,Exr9138,1-905-480-8192,Exrzdjpmevxwigni,,1.0,0.0,CO,m
U,BE Aerospace,13.0,THHWGEAJOOMADDBQTBFGGIZU,Dayton,United States of America,298652.0,Arxrxqciswhyucr,4.0,O,aahatlknaobbg,2117757.0,801.0,Pdjkax,fja9139,,fjaqitctxxdeelnskwwarhchm,,2.0,1.0,AR,
S,Newfield Exploration,41.0,ZXBFUNBVOWJUZPAIHXWXOURHC,Oklahoma City,,288140.0,bnaejdppinskkdhcarayohtzqgahukpwlxkclwemvsajpzlojah,4.0,O,eilgskdbtzzlyvaaltfxbjtxsjlfxgviqimjlvpnmvfhacnb,986564.0,774.0,Dyogksic,Oqs9140,1-824-020-1502,Oqsotvlchl,,0.0,1.0,MD,
U,Darden Restaurants,76.0,wodlcgocxaomyibbgtawzztqns,Rapid City,United States of America,415392.0,QJFBCYLHCZUVOASWRBKBRACTOZEUGKFPQOKZYZEODIKSGNS,0.0,O,xhalsxdwlwysbltc,2840444.0,710.0,Nroycbwc,Njt9141,,Njtuqcojmlnxrxxzcsdosmnxpi,z,4.0,4.0,NH,f
W,Xcel Energy,80.0,Dcmbuuxwmgrkeifvyfrinu,Montpelier,United States of America,266393.0,Fhrtzzrfarkpkahwqffedwzblagv,2.0,,Rpngtvtuvucrngqwvbechggqogkbjaomieho,344970.0,506.0,Apyudlubq,Stw9142,1-187-623-9544,Stwbvluezrqkiqckvjdw,L,0.0,1.0,Saskatchewan,m
U,Fifth Third Bancorp,42.0,Skdlkxfdgoerigvdnwiiifcwwlddbx,Louisville,United States of America,394420.0,NJSFIKELPUHK,7.0,O,kerxeaustbeemgcrdhjc,1560889.0,528.0,KISYNK,GYV9143,1-932-086-1896,GYVYJVLAFGKOVOEUDOIJCLNDXZ,,3.0,4.0,MI,f
S,Biomet,90.0,AGVKLDTDTYUMASVEKDDNUIRC,Hilo,United States of America,331864.0,Ihhdgqlhpsvfcndzxethadvaifsnlrckmgzkymmcmelepazmhzd,1.0,O,,2795249.0,802.0,DJSDUOEM,Jgg9144,1-730-680-6559,Jggsjaqscfvuaksutwp,,5.0,4.0,WY,m
,Ruddick,3.0,Ujzvmqthtbgqzirhfqwzwe,Lansing,United States of America,362556.0,ophfcqltnlfwper,6.0,O,iykwocwfty,2173389.0,509.0,Soovgsnqugo,Jcl9145,1-003-356-1671,Jclukxljwdfjxkic,,5.0,1.0,ID,
S,Alliance One International,94.0,Eettjxgcbfitaog,Fort Lauderdale,United States of America,422474.0,Bbxyabphzekwaauuoiepgre,4.0,O,Zvpxxjfcbrhmtgkxcyqiwbdzqpvxapqkfajbyglrljomlcsmgiyktxrpxm,3217303.0,501.0,Pglceslq,Elj9146,1-208-414-2689,Eljljwcplkffmdscmejfhrjmnms,,5.0,4.0,AL,F
M,World Fuel Services,88.0,Reyimicsehhrcsvvzjomtwb,Torrance,,69579.0,Vclcxwxepnwmuqlmeymibojuisoexzcfkyylpqaxlhotrpftcfizdcqoppxhweaza,0.0,O,Edtprgd,1174560.0,766.0,JRIAYBR,Fdz9147,1-825-506-8869,Fdzpgezkpzrrf,,0.0,0.0,NC,F
W,Coca-Cola Enterprises,35.0,Sjwurosllglkizwfss,Mesquite,United States of America,14746.0,Qxworafkjcuazlcdunzzqnk,8.0,U,,2968566.0,607.0,ebztihbgwuvh,TOA9148,1-958-506-3364,TOACWLOQAJHL,,3.0,2.0,ME,F
M,CB Richard Ellis Group,87.0,Xawwrjrliijrrq,Baltimore,Canada,258437.0,JOJSFZMGAQMLMGV,8.0,O,torwvjepeuhnvpcjnmspftcqmphynnhpycxkvtfdlopspwcjrueysvfhmnesobkimae,2840442.0,334.0,Tuentivkg,Hpj9149,1-942-846-7199,Hpjrvqjzkcfjphvufnctmnacd,e,5.0,3.0,UT,M
M,Popular,,SFXTL,Elizabeth,United States of America,476651.0,EJGORGINKJAXSKIVUCSYGGDRLPGFHQCNZGVQTUNWCHPWGDDPFCWEXHRCPT,4.0,U,Jnkeajvvhbacchsygovfqxkgsfzcdpwoccckzblaklgwbeblvx,121610.0,555.0,znkahcnw,Jym9150,1-818-647-1608,Jymbbmcx,,3.0,3.0,IL,
W,Casey's General Stores,53.0,Rrlyfghtzqi,Columbia,United States of America,173781.0,Efhodltjwiooikdivwphuxej,5.0,O,Wfcgxsipedzlujxqczkoyiusaepjzpfotqoomsqgbdhlvadfgnhfhnqi,2589336.0,576.0,qawts,FDI9151,1-608-831-7553,FDIUHRH,L,1.0,3.0,LA,F
U,Quanta Services,64.0,qxdnfbltsaoojvlcxmm,Garland,,128024.0,hgwanlvawdehrabjxdvnzubmadlvncbajieffvicvbxdzktydfqwifkbcnpyr,7.0,O,Hxdarunmnhazmxkrysdmmnrhtfnpluedqkbvy,3962678.0,389.0,Pfplpuwn,stm9152,1-018-158-1247,stmbgulriwpdklg,,5.0,5.0,TN,M
W,Sara Lee,97.0,OLGNIWVELECFFRKFNSQEGTWUQH,Omaha,United States of America,337331.0,NPNZWBOGXWTPHHHKZDTERICAWJBQC,6.0,R,Ttprjvomfjgnnnhxxhmzrwxbesurzshffyxfjprg,2964312.0,417.0,VZHEJZIJYII,Nas9153,,Nasgapwfkyvzleruvaexpouxerz,p,5.0,3.0,NJ,
M,Kelly Services,39.0,VRBMJQPRALEBUBADYQYKR,Overland Park,United States of America,303942.0,Oekuwnedabtkpiiufwphaldqovgacbaywhjjscmsvtfoptstlcqytcvvezodjovtvojtgnasnsz,10.0,O,SVMWJTBBPXOVSUCZAJMKLTCMGPSYQSO,724794.0,838.0,Vqvhsn,Dea9154,1-657-924-4158,Deaktekoplkqcuqjxqfnl,R,5.0,5.0,PA,F
M,Western & Southern Financial,92.0,kuxsmcqudbrodwiguyt,Santa Clara,United States of America,494961.0,Eltcudkghnjny,6.0,O,RIDYHMUHQWDVININDTGSUMBAWTVMUKEJNDUGYTCJ,1994461.0,824.0,nuxldoyht,Qbn9155,,Qbnfyjwkzfz,J,1.0,0.0,Prince Edward Island,f
,Hanesbrands,83.0,Ntwefmftkaidbhiqvvty,Huntington Beach,United States of America,357333.0,Ufrfgcywqmwzpswqqifbvxxfbzlpaftcoffpvveyglexfsudki,1.0,R,Itvfartybkchwdkphwejqbjbysplihiuehqckrddhzimuzcs,1180241.0,741.0,Vjldnszpvn,imw9156,1-781-351-7417,imwbhencenazbbpxjbnizzkqw,i,1.0,5.0,Saskatchewan,f
D,Amphenol,20.0,Qufpwlxtydarvfupqsapjoeapcth,Pembroke Pines,United States of America,141947.0,Dffgvaignigusodyeutxpavitwggijhchg,,O,zlgsfgpttcpzcbaqmyxnlkvnbyekdsrjswxzvtixtmsnavwzmx,2091309.0,376.0,ERYNYCFMQTO,WDS9157,1-424-892-6369,WDSHPZDPICQDBPTZYRNZ,,4.0,3.0,MA,m
U,Brink's,49.0,mzcdwavasuyxm,Toronto,United States of America,416533.0,Eywvqotarhbauwidlkhrwo,3.0,U,Xaxesiveityfxnevghwtcrzdgtkeunfvfujrzpsnshjgvkltaw,945046.0,319.0,gwogwvogqhu,XIP9158,1-469-392-3779,XIPFMDSAT,S,2.0,4.0,DC,f
W,Atlas America,75.0,Insllfvoxxcyeojiotkp,Yellow Knife,United States of America,331423.0,KTHOVGPWNIQCCWODPONYQSQLJMYHCLI,3.0,O,ulrvjhkqpfweoqwcwcdxggmltgimiygwugmmcmgwv,1587234.0,637.0,vrdqfr,Ccm9159,,Ccmmwmenqkwqeiulbweedvncmi,,2.0,0.0,WI,
M,Pepco Holdings,10.0,Ubzntgzijlldpp,Halifax,United States of America,41073.0,Whykvurjxbbzpkhbjaqgdxjbpihgptuqnntwkbfkahhmoyqvvsflgbrokvmoxjfgpbl,5.0,R,Lahbjibgr,2760170.0,626.0,OGNITNRN,Ieb9160,1-894-758-0139,Iebwckcevteooioy,,5.0,2.0,CT,
M,Erie Insurance Group,0.0,CXZRFWXTB,Mesa,United States of America,227955.0,Sqdwiiivhvippuoxtezymkdiqhpcvfexgopujjpkvmnciknszbezzackmaqtmn,2.0,O,Dvqukkkimmeltmmqyqcyuudf,3326239.0,827.0,EUOPOCBVOM,Ddu9161,1-092-943-0561,Dduyacwqsewjdatmjeqyfx,,,5.0,RI,K
S,Select Medical Holdings,77.0,Rxavjanfkuus,Waco,United States of America,185304.0,,10.0,O,Ocbcrbbskincwtxlasfzgitvnkwraxswcgfvtpvltkmtzemejerwxabijegsqfm,427035.0,712.0,Scykysbml,IUC9162,1-236-097-4757,IUCYPTGNMHMGMEDRFYEOV,S,5.0,3.0,NJ,f
S,,60.0,ffyfhsjfm,Idaho Falls,United States of America,475119.0,qhmdlzdcbvknipcmsxhvbqrrxtqglvxnmcvx,7.0,O,HQPKTFUAZNQFHXNQUGHAMKWNF,880880.0,426.0,uirpruwpyqu,Oob9163,1-379-625-2828,Oobqudl,,3.0,4.0,Newfoundland,m
W,Bucyrus International,44.0,QQWUDGCWFI,Garden Grove,United States of America,279222.0,Yvphpehfpvmmklrmgggkjehblexgtwqc,,O,QRLIOEIBYNEOHDFTOJSXASWAXAVUKIDOQGFRLJW,595303.0,469.0,Wkgybt,LLQ9164,1-818-734-0056,LLQXSCQHGIVACAM,,,1.0,MO,
U,First American Corp.,40.0,Crqhlvmms,Newport News,United States of America,430081.0,BKTAPSHYIHELFMNTFOSD,2.0,O,Qkptdohrniawysuigqbjxmqqozzyxmfiflgngcfhkjryhhbcbdpscjuuukqsppdpxhqixyqlwrxrulq,3967316.0,752.0,GOLRHUD,Elx9165,1-996-891-3766,Elxjmwmrxfzdbkkfwcqgg,,1.0,1.0,MD,
M,Sara Lee,83.0,uuhduy,Nashua,United States of America,243250.0,vjyjsgezxnm,4.0,O,Uwlawylzlfygfmkwntwbcyimddgpugjqcmqzotzugwqntsluzggptryofxbnuovubeafwmzvosdf,948259.0,363.0,MUUULYMRSMP,sce9166,1-998-247-0049,scepvkkctfhtkxfiyxmekwj,,3.0,1.0,NY,f
U,Regis,34.0,Ujgvsbwtpjhfbvtcmnsifwdlnxhh,New York,Canada,121950.0,Rhbslhsem,4.0,R,IJNEKKDSHTDPBMEYWRIQKEJHENZJAWMTASQEEVICLLSNYBZBEDOUYJAIYMXPYQRHMYQCGDK,1610568.0,831.0,AGCKFMPAW,Xuh9167,1-570-879-4404,Xuhwfuzeytpfi,N,1.0,2.0,DC,M
U,CACI International,19.0,Cjizjhjxrimsolmmqufzchnb,Oklahoma City,United States of America,288390.0,Qzsdryjdhsrxamng,0.0,O,tshfdqmmmnvjoxpbhbawlhshkxkdampljompmmvikcmdpyknfweoyvhawldtmzmc,1759438.0,335.0,vzsmopts,GUS9168,1-368-561-8370,GUSIZFSJATCETMHNVXWW,F,4.0,0.0,MD,m
,HealthSpring,90.0,Ayeraxpanwhlr,Fort Worth,United States of America,419879.0,Dgzrkdpqhplemmglofvllmjigtgsymdjzclyemsklnspwgbjrdrvcrwucinbjkynbqclna,7.0,O,axnrhustzpgwzkwbajtspeygdgbquomyerqkeyicubfzsveabkk,1113419.0,516.0,Byjpxez,Lqu9169,1-638-644-1702,Lquchqx,,5.0,1.0,Saskatchewan,M
,Ametek,38.0,Ioyvuecjuzokgqtbwbulf,Norfolk,United States of America,266079.0,IKHGLCV,9.0,O,Qyphjxdikzxwbvpbapjvolxqhnjyllglfzyfvrupffsylsecyohhdedawamkatdefgnrx,374029.0,845.0,Edkexthfdq,Asy9170,1-425-682-6802,Asyenwqkwlxbzfgvlykuzyqfl,s,5.0,5.0,Newfoundland,
M,Guess,79.0,Ehbooilkagibsxpoqssjlxuwlb,Peoria,United States of America,468035.0,Hrtibrgboixokcwzbiea,0.0,O,Jchydfzlmmzosrucapljdkxbzftttclfytjoryodcldreognkvdblhlngtnmdoxjtdpktbu,1460271.0,305.0,Hcayf,Hvc9171,1-009-685-4523,Hvckigjvuwftqcit,,,1.0,CA,
M,Dollar General,82.0,FHNKECNZSXNGBPHSXUBW,Austin,Canada,54914.0,Rsshgts,,O,Uctqzprqvdjthlc,3304104.0,675.0,axlewbffbqbk,Cem9172,1-911-020-4396,Cemrvegmvfanlzrmozsaebkw,,1.0,4.0,DE,m
