prospect_gncd,prospect_frstnm,prospect_phn,prospect_nmbrcrs,prospect_stt,prospect_ct,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
FZF8395,dvwejcwpbjvnjioefwj,1-077-276-3707,2.0,SD,Fort Lauderdale,0.0,M,1.0,,O,Clorox,10.0,2989701.0
len8396,FYHXZDOFAANUFJJC,1-219-422-8866,3.0,AZ,Tucson,5.0,M,44.0,661.0,O,Flowers Foods,1.0,2724881.0
VLM8397,FFVCZAQWTGLKEPOTSXK,1-838-203-9428,4.0,ID,Lansing,2.0,W,41.0,494.0,O,Hewitt Associates,2.0,2228585.0
mav8398,Jbfxwfxi,1-742-373-5597,0.0,MA,Saskatoon,1.0,M,69.0,324.0,O,Cablevision Systems,8.0,2411133.0
SFQ8399,njgquchh,,4.0,VA,Santa Clara,2.0,W,34.0,801.0,R,Vought Aircraft Industries,0.0,2006554.0
NFI8400,Jdfjfzvpvjojmoxrauyjawe,1-622-811-1744,3.0,OH,Honolulu,4.0,U,11.0,430.0,O,Scotts Miracle-Gro,,1105583.0
Pqm8401,vkwsjveychrkcjregcd,1-113-760-1602,1.0,DE,Escondido,1.0,U,40.0,590.0,O,Pactiv,8.0,2450714.0
ZPN8402,PJVKALJGYA,1-516-447-4852,,UT,Lowell,1.0,U,1.0,617.0,O,Nasdaq OMX Group,1.0,1367113.0
Fht8403,XSVEREAACN,1-560-613-4348,3.0,Manitoba,Des Moines,2.0,M,93.0,594.0,O,Timken,0.0,1458300.0
xmv8404,Ycywterdmnbkuihvgkfyigghdvofxh,1-905-127-4490,5.0,NC,Costa Mesa,0.0,U,94.0,,O,Catalyst Health Solutions,1.0,2153900.0
kuo8405,TGNZQLP,1-122-808-3486,2.0,DE,Lewiston,2.0,W,44.0,411.0,O,DynCorp International,1.0,693726.0
Gnx8406,Deeceotemeru,1-621-293-7749,0.0,Alberta,Hampton,,,6.0,541.0,O,Pulte Homes,1.0,1456507.0
NBI8407,wjepvbz,1-503-406-8132,4.0,CT,Durham,5.0,U,78.0,618.0,U,Pantry,6.0,613257.0
tci8408,BTEKZJKQVRNICWNJFITACV,1-447-068-8633,5.0,NJ,Salem,1.0,W,3.0,487.0,O,SAIC,3.0,545439.0
lad8409,ADQUISMISR,1-281-225-2506,0.0,WI,Iqaluit,4.0,M,75.0,733.0,O,Service Enterprise Group,5.0,2352979.0
Gsv8410,Mbpjwqtwhuuomoot,1-585-185-9026,0.0,ME,Pembroke Pines,2.0,S,64.0,788.0,O,Level 3 Communications,1.0,2662579.0
Fkc8411,knuqbvebtxykgteuwqgdqabb,1-044-374-1808,5.0,MN,Cedar Rapids,5.0,U,85.0,393.0,O,Safeway,6.0,313104.0
ntt8412,agenveimvhiitvav,1-808-485-8256,1.0,IN,Savannah,0.0,W,17.0,412.0,O,CACI International,2.0,3015714.0
Enq8413,vetrvncfyfxxawfbbbokvqsw,1-229-706-6736,1.0,NE,Erie,3.0,S,,557.0,R,Land O'Lakes,8.0,614942.0
Zxq8414,Wmixcfxpsqkqudizcdno,1-183-936-9819,5.0,MS,Las Vegas,4.0,M,66.0,397.0,,Zions Bancorp.,2.0,1471593.0
CQV8415,SRZTWMPOKKMQTRECMCZAPXKNCZXVD,1-469-487-5771,4.0,NM,Windsor,2.0,M,19.0,561.0,R,Career Education,3.0,
BEZ8416,Xkjyheggatnawc,1-104-525-7246,3.0,ME,Windsor,5.0,,91.0,516.0,O,Apple,8.0,1353127.0
Yul8417,Jjbfnct,1-082-889-7946,3.0,VA,Akron,2.0,M,,764.0,O,Mutual of America Life,3.0,488073.0
Jtb8418,towplhdtqclh,1-040-266-5438,1.0,WV,Lowell,3.0,M,69.0,725.0,O,H.J. Heinz,,1770822.0
Hqd8419,MYPMTPLITIPFUVPJWKQWIXZILSXRPJ,1-782-124-0009,1.0,ME,Akron,0.0,S,39.0,463.0,O,Herman Miller,6.0,3349478.0
Vrn8420,SSZDDQADLPA,1-729-495-5713,5.0,New Brunswick,Eugene,,D,67.0,774.0,O,RSC Holdings,7.0,3343920.0
WDU8421,YQQVUJEPYSIB,1-363-125-6743,3.0,MI,Savannah,4.0,M,41.0,654.0,R,News Corp.,3.0,1500921.0
uab8422,Szwmbzzkrkuqvfmu,1-967-194-0873,2.0,CA,Durham,4.0,S,99.0,329.0,O,Tenneco,9.0,3704032.0
KFD8423,Ngjbkxyrejtibz,1-229-279-8869,4.0,GA,Scottsdale,0.0,D,66.0,544.0,O,LifePoint Hospitals,1.0,624438.0
Izt8424,Mfvbqrzbxcrigmxgmslfwxp,1-497-754-8607,3.0,SD,Louisville,0.0,U,49.0,526.0,O,Emcor Group,,3598369.0
Auo8425,Einooh,1-344-135-2659,4.0,NE,London,0.0,S,21.0,770.0,R,Public Storage,8.0,3110160.0
pqs8426,Uxpayndlmegdivpbujve,1-950-538-5293,3.0,Manitoba,Glendale,3.0,U,44.0,691.0,O,Boston Scientific,1.0,3683789.0
bfm8427,Csjgeqc,1-790-421-5304,4.0,Manitoba,Jacksonville,0.0,U,29.0,790.0,R,Dick's Sporting Goods,,2208898.0
EWM8428,Sgsbjbtwixwpqvvrdjcroam,1-609-115-8511,2.0,NM,Warren,4.0,U,19.0,584.0,O,Commercial Metals,5.0,3381435.0
ejp8429,Rljfy,,3.0,NY,Nashua,4.0,S,40.0,821.0,O,Baker Hughes,1.0,499477.0
Riv8430,Hqtccs,1-429-273-7587,1.0,UT,Louisville,5.0,W,38.0,423.0,U,Questar,7.0,3054107.0
Ppo8431,aavdcfgqngwfi,1-851-345-9579,3.0,British Columbia,Lafayette,5.0,U,45.0,723.0,O,D.R. Horton,6.0,3034114.0
HCD8432,amfwvnnfnrajjcrgcbkutbx,1-163-418-3001,1.0,NC,Hampton,5.0,M,79.0,793.0,O,AGCO,0.0,604365.0
Swy8433,yagdjpaexlmkpkvwpf,1-407-766-2137,0.0,SD,Springfield,1.0,,,711.0,O,Pentair,4.0,631885.0
num8434,Bfdecqez,1-962-726-8105,4.0,NC,Atlanta,0.0,S,63.0,500.0,O,Health Management Associates,5.0,1801070.0
ixo8435,Xtgkeeefiemikmv,1-101-284-2316,3.0,British Columbia,Lansing,0.0,M,84.0,776.0,O,Tupperware Brands,1.0,1726194.0
vzk8436,MYCGKSN,1-905-875-1102,0.0,AL,Jacksonville,,D,46.0,478.0,O,ManTech International,6.0,3557258.0
Cch8437,Rtqyvweonjddpynhealadnwj,1-639-709-5768,,Prince Edward Island,Lakewood,4.0,S,95.0,776.0,O,Tiffany & Co,5.0,1435561.0
Sev8438,Zwagwktxxlmslyrnqjjrtjxagcc,1-560-026-1156,0.0,DC,Akron,5.0,U,78.0,795.0,O,,4.0,140715.0
Bao8439,sbkyjgnttpokc,1-215-807-9626,,NJ,Cheyenne,1.0,W,93.0,843.0,R,Pall,8.0,2953490.0
hvf8440,FNJIJIENQEZWPEAMHHAALOG,1-660-386-9061,0.0,NJ,Buffalo,0.0,S,100.0,612.0,R,,5.0,3497594.0
Crm8441,Erxkdptrxtbyg,1-526-756-0151,0.0,NV,Glendale,2.0,S,71.0,601.0,U,Raytheon,10.0,3626781.0
Euo8442,Qrvaghqbcmmxsuaufexznwth,1-715-341-9696,2.0,OH,Independence,5.0,U,44.0,667.0,O,Kimberly-Clark,7.0,3934140.0
Kxp8443,qtdheoern,1-270-030-3843,2.0,WV,Reno,0.0,D,18.0,702.0,O,WellPoint,8.0,2103324.0
Wep8444,Bkonvdqzenmhhagcbonwk,1-844-771-3207,4.0,ND,Hialeah,4.0,M,48.0,517.0,O,IAC/InterActiveCorp,,751426.0
Hvh8445,Olciumrkjbhfvqflqiywuflcnuf,1-799-762-1774,5.0,British Columbia,Detroit,2.0,M,,597.0,O,Priceline.com,10.0,72928.0
Rsx8446,HUIIMVMLJUWYHEUWKJ,1-529-844-6743,0.0,UT,Stamford,5.0,M,68.0,788.0,O,Navistar International,1.0,170466.0
Doi8447,Elszsalcuxpfhobpjztopbidurlucf,1-086-956-5660,,AL,Berkeley,1.0,S,54.0,464.0,O,Jarden,3.0,76336.0
Qqp8448,AHXHJGSFSGAVHR,,5.0,IN,Augusta,0.0,W,41.0,703.0,O,Atlas America,6.0,172798.0
Fae8449,WOBRTCUHXFCMIMMYALNDAKDXI,1-865-928-1936,0.0,DC,Boston,3.0,U,49.0,476.0,O,Insight Enterprises,9.0,2266559.0
FIU8450,URRXHJCRQBKGVHEOR,1-078-320-5212,4.0,AR,Tempe,5.0,S,9.0,617.0,O,Broadridge Financial Solutions,5.0,1446659.0
Eqf8451,QSBQWBFLFOJGCHZVATZHYCVQMJHA,1-010-220-1308,0.0,ME,Scottsdale,3.0,S,95.0,347.0,O,Perrigo,4.0,2733798.0
Cmj8452,XISPGTVNQWOELWBQ,1-251-163-0585,3.0,Saskatchewan,Casper,5.0,M,89.0,,O,Embarq,7.0,3057177.0
HDU8453,jkrwlnfjgbjnplnfhkkg,,5.0,VA,Montpelier,0.0,W,54.0,767.0,O,,5.0,1392119.0
tss8454,Ramljubfcin,1-219-906-6463,1.0,VA,Stamford,1.0,M,50.0,478.0,O,WABCO Holdings,3.0,2505151.0
pit8455,Dnribjpkaijfadt,1-870-258-0983,4.0,HI,Aurora,,,79.0,521.0,O,Beacon Roofing Supply,7.0,1238133.0
Vol8456,Jyuhcwnuekbngtwnrt,1-814-914-4841,2.0,WY,Saint John,2.0,D,,585.0,O,Smith International,4.0,1932173.0
Ewz8457,VNBUYFN,1-476-525-7286,2.0,CO,San Bernardino,5.0,D,50.0,334.0,O,Huntington Bancshares,8.0,1930474.0
OWW8458,WUVZLLIRSNNGVZVCGVASQHHXQ,1-948-656-8165,,OH,Warren,2.0,M,28.0,727.0,O,Core-Mark Holding,5.0,2443730.0
Hhn8459,Dijevzccrmfmmast,1-519-257-3199,1.0,FL,Louisville,,W,17.0,611.0,R,Sentry Insurance Group,1.0,990303.0
FFX8460,Naajvmxefmwglbcantzm,1-326-407-2371,3.0,MA,Cedar Rapids,1.0,S,,360.0,,Amerigroup,5.0,1635558.0
vus8461,ywzzi,1-793-516-3698,5.0,CT,Eugene,3.0,D,26.0,445.0,O,Terex,5.0,1831763.0
MCX8462,Xfbadnpvibezbgchshz,1-192-706-0536,4.0,HI,Great Falls,0.0,S,49.0,713.0,O,Coca-Cola Enterprises,4.0,429010.0
hno8463,Qqmrhtmhmq,1-959-679-8837,2.0,WY,Torrance,2.0,S,26.0,570.0,O,Lockheed Martin,3.0,1831294.0
ndf8464,ANBFUSDIPEQCTIXAYLI,1-332-155-2981,4.0,TN,Casper,4.0,M,83.0,656.0,U,AGCO,7.0,436257.0
CAP8465,Wogjjypslxafzap,1-511-107-9446,0.0,WI,Durham,3.0,S,74.0,567.0,O,Con-way,10.0,799882.0
rkj8466,Wupsgwk,1-354-475-2420,0.0,AR,Miami,2.0,M,65.0,726.0,O,CC Media Holdings,10.0,3387121.0
eue8467,ytendbibwjohnzeipvqypbq,1-794-555-3534,5.0,MD,Mount Pearl,2.0,W,3.0,488.0,O,Dynegy,5.0,3690724.0
Ofd8468,VNFBM,1-223-235-3740,4.0,MI,Louisville,0.0,M,12.0,525.0,O,CMS Energy,2.0,1730508.0
fcp8469,GRGLSAFBTGSX,1-862-279-6049,,VT,Escondido,5.0,S,3.0,640.0,O,Domtar,6.0,728292.0
Yyz8470,Dvilvawkz,1-075-386-3166,4.0,CO,Richmond,1.0,M,50.0,314.0,R,Pacific Life,8.0,1112286.0
Nwq8471,Hecwbhgwlqhwvqvoigxuhee,1-153-331-0598,0.0,Quebec,North Las Vegas,4.0,S,95.0,793.0,,Packaging Corp. of America,0.0,3167276.0
kgp8472,zdjlfmynxusdbfwszzyuhpbfch,,2.0,MS,Saskatoon,,,77.0,,O,Magellan Health Services,0.0,2917329.0
uio8473,Frmbpca,1-684-936-0510,3.0,NH,Carrollton,2.0,U,28.0,715.0,R,Philip Morris International,4.0,1033637.0
Ocr8474,Mztsscizbgqaujn,1-356-900-0449,2.0,MA,Waterbury,3.0,S,38.0,585.0,O,Ingram Micro,2.0,626914.0
Uzq8475,Cjsrzvmlps,1-851-783-9290,4.0,CO,San Buenaventura,2.0,M,41.0,447.0,O,Intuit,2.0,2875202.0
jdb8476,ffidowyqnivi,1-465-839-5265,3.0,British Columbia,Irvine,5.0,U,17.0,536.0,O,Kla-Tencor,1.0,3949799.0
Lgd8477,jxcwpit,1-995-917-0686,2.0,FL,Warren,1.0,D,100.0,843.0,O,Bio-Rad Laboratories,10.0,636659.0
LOB8478,Inrondldnhzpxhjshjoquc,1-399-460-8921,3.0,AZ,Wichita,,D,56.0,316.0,U,WABCO Holdings,9.0,2563261.0
Qbj8479,AKWCFCPDHBCJWFTFOU,1-889-021-4907,3.0,VT,Boston,3.0,,19.0,562.0,O,FM Global,4.0,2705581.0
Qcn8480,Zpxurb,1-459-530-8211,4.0,CO,St. Louis,0.0,M,49.0,708.0,,Silgan Holdings,5.0,2698096.0
LMS8481,lprwgoscavurvynwujjxxle,1-385-488-1221,4.0,SC,Raleigh,2.0,M,23.0,764.0,O,Ameriprise Financial,2.0,2572600.0
OUC8482,qkvopuuqnxnzmjexx,1-447-167-7938,4.0,RI,Rancho Cucamonga,3.0,S,34.0,785.0,O,W.W. Grainger,2.0,1537032.0
Trp8483,Cpcygdjawvd,1-136-629-7597,,NM,Lafayette,5.0,U,31.0,345.0,O,Modine Manufacturing,,2126200.0
gte8484,Sluttdymzbebxfiqw,1-634-767-1446,4.0,GA,Fayetteville,0.0,U,38.0,784.0,R,FPL Group,5.0,770068.0
ROB8485,hlcmelvgbfnpujregduwv,1-623-631-6016,3.0,WY,Long Beach,4.0,M,23.0,558.0,O,Puget Energy,5.0,1412791.0
rcd8486,Igeqhfktrcdtgrxwszs,1-803-557-0768,1.0,NJ,Huntington Beach,4.0,,81.0,841.0,O,Simon Property Group,8.0,1469286.0
YMW8487,Dtlajkgeqqmalrgrxkmybil,1-003-349-4503,3.0,SC,Baton Rouge,5.0,S,8.0,571.0,O,Burger King Holdings,2.0,1152298.0
Brz8488,Anlvwulngnzzmvhgwdtebyvdghkuf,1-063-001-0419,2.0,ME,Macon,1.0,S,86.0,392.0,R,Pall,6.0,3897005.0
chh8489,Dggjnnlcmkhzdtorlaidfbg,1-349-608-5731,2.0,Alberta,Henderson,3.0,S,40.0,533.0,O,NCR,3.0,3989969.0
JUN8490,Rvbmnwux,1-317-788-6249,2.0,Quebec,Lowell,4.0,U,55.0,,O,Whole Foods Market,0.0,3345234.0
THH8491,Upvuibrfizwollshahwpldplif,1-228-529-6798,5.0,IL,Austin,4.0,D,30.0,543.0,O,Danaher,8.0,2863120.0
apr8492,xdomustmwtjxm,1-817-598-6502,3.0,ID,Raleigh,1.0,S,94.0,827.0,R,HealthSpring,4.0,3050091.0
Ljz8493,Kspgprprivkhqvbuy,1-488-705-8163,3.0,FL,Corpus Christi,5.0,M,94.0,809.0,O,Occidental Petroleum,10.0,939956.0
zox8494,Fkjqdwvyyzpg,1-526-069-7892,1.0,MA,Dayton,2.0,M,7.0,,,Perot Systems,,1160430.0
lzd8495,Oinyiaxmuwwlgdyfd,1-656-493-9265,1.0,Manitoba,Warwick,3.0,M,,687.0,O,Dell,9.0,2081947.0
JXF8496,Lmaytxuw,1-386-239-4376,3.0,MD,Independence,5.0,U,95.0,776.0,O,Helmerich & Payne,7.0,90282.0
lvy8497,GQKLFIJ,1-764-422-3011,0.0,Saskatchewan,Santa Fe,2.0,M,75.0,411.0,O,Alpha Natural Resources,2.0,
Npb8498,Spvlogpuaviddcnvtrk,1-055-144-5259,5.0,AZ,Augusta,3.0,M,,493.0,O,Sherwin-Williams,6.0,1399007.0
Jfj8499,Nrzojm,1-988-711-9016,3.0,DE,Savannah,1.0,W,76.0,562.0,O,Tupperware Brands,9.0,1477739.0
Fwb8500,FUMIEBZKUIGDSWOLPONGJJMLVX,,5.0,AR,Sydney,2.0,S,78.0,749.0,O,CUNA Mutual Group,7.0,104989.0
Krh8501,Ukvgjjugrrmglqjo,1-190-111-1511,2.0,CA,Miami,0.0,W,21.0,532.0,,Administaff,7.0,29623.0
Cyp8502,jverwwakkjohxwwc,1-628-206-1777,3.0,Newfoundland,Orlando,0.0,M,32.0,699.0,O,,9.0,923672.0
Qvu8503,Wksmk,1-638-112-6950,4.0,ND,Salinas,3.0,S,43.0,760.0,O,NTK Holdings,7.0,2147817.0
OBR8504,KQKWIYSTMZPMFYECXRMPYCOYI,1-512-316-2765,3.0,IN,Denver,5.0,S,39.0,580.0,O,Monsanto,4.0,919794.0
yzf8505,Ssmztgdfwqmuxuydvjsdlmlqsuhfe,1-829-122-6085,0.0,VA,Charlotte,2.0,D,76.0,815.0,O,Ingram Micro,10.0,1375357.0
ZBQ8506,wbhpeqwc,1-322-547-9555,2.0,Saskatchewan,Akron,4.0,M,47.0,654.0,O,Kroger,6.0,678771.0
Aai8507,Pyqer,1-753-025-9341,5.0,NV,Livonia,1.0,W,86.0,781.0,O,Holly,4.0,3164138.0
Ruc8508,yfdcfqldjeqlukiwjzi,1-053-678-7968,4.0,TN,London,4.0,M,41.0,823.0,U,,8.0,1428073.0
Dpp8509,Dofrwttzqdaadzggykwtwwrgctn,1-155-137-1437,1.0,NE,Newport News,0.0,D,77.0,821.0,U,Unum Group,3.0,98688.0
UTU8510,Zdcbkyhraktsbzqvqxbxxskcc,1-437-209-9491,2.0,TN,Vallejo,0.0,U,35.0,376.0,O,NCI Building Systems,9.0,1696676.0
dow8511,Xvpapjh,1-602-934-6802,0.0,SD,Iqaluit,,M,41.0,790.0,O,Bon-Ton Stores,10.0,567657.0
Xcn8512,Jvkapkmfrsngxlpry,,4.0,CA,Savannah,4.0,D,33.0,544.0,O,AMR,7.0,2217949.0
Efl8513,Vpggjrviabnnqvlaspxqyyempai,1-432-879-2401,0.0,LA,Thousand Oaks,0.0,M,15.0,333.0,R,New Jersey Resources,3.0,2753769.0
Lod8514,Rytldsptueimwyqskiibwyqevto,1-915-084-0744,4.0,LA,Thousand Oaks,2.0,W,90.0,598.0,O,Embarq,4.0,1381997.0
Pfa8515,GWRYZIUZTDYKTKZIOZNOT,1-492-311-3722,,NH,Louisville,3.0,S,46.0,410.0,O,BorgWarner,7.0,3587663.0
Qfr8516,CCQKYIWXKBNKTWEBNFYOAY,1-132-172-4935,0.0,MO,Baton Rouge,0.0,S,3.0,800.0,R,Neiman Marcus,8.0,1080310.0
Wnp8517,Cvvsbqshqqo,1-611-443-1713,4.0,KY,Montgomery,1.0,U,16.0,346.0,U,Amazon.com,4.0,3248166.0
Gvu8518,ainaftbafsuqmhbvo,1-374-711-1669,1.0,OH,Halifax,1.0,S,96.0,318.0,,Arkansas Best,,3957538.0
VFW8519,Nqsnhcjvskdisuxhvu,1-153-167-0916,0.0,ME,Santa Rosa,3.0,,52.0,470.0,O,Nationwide,7.0,1070106.0
Afx8520,Ojkcyxxvghfxtjpuesqx,1-785-182-7850,3.0,NV,Raleigh,4.0,S,38.0,416.0,O,,10.0,268243.0
Usl8521,kjrcqgva,1-821-352-6554,0.0,HI,Casper,3.0,S,78.0,365.0,O,State Farm Insurance Cos.,5.0,2932666.0
toj8522,rqegusxykgbljkweft,1-428-416-7331,3.0,RI,Dawson City,2.0,S,2.0,668.0,,,10.0,2510854.0
fqp8523,kaxwwi,,1.0,TX,Sterling Heights,1.0,M,1.0,705.0,R,Buildings Materials Corp.,9.0,43530.0
sjm8524,XFOWLEIJCUP,1-334-447-4491,5.0,WA,Long Beach,4.0,M,64.0,471.0,O,FMC,5.0,1611189.0
Rie8525,Zinbzobhojitxkxvjplgdzektkczan,1-493-866-4852,5.0,FL,El Monte,4.0,S,29.0,344.0,O,ABM Industries,10.0,
Msj8526,FVUAFADJOFXWPDF,1-539-316-6454,3.0,WY,Bellevue,2.0,,,545.0,O,Burlington Northern Santa Fe,9.0,2668412.0
GQI8527,Vkjietkzgqhvqmxaulgvro,1-437-906-2896,4.0,Prince Edward Island,Boise,0.0,M,92.0,469.0,R,W.R. Grace,,3357587.0
Qux8528,Dgmpuojyidzhhtgumb,1-831-874-7712,2.0,OR,Berkeley,5.0,U,90.0,504.0,O,Vanguard Health Systems,2.0,2477983.0
IEE8529,Zvykzfbabtgkvnerisxpttrmd,1-588-676-8975,1.0,GA,Columbia,1.0,M,43.0,715.0,U,Graham Packaging,9.0,3024331.0
Htj8530,UIVNHFOSFMNHBUTNP,1-437-695-6425,5.0,MO,Santa Clarita,4.0,M,54.0,726.0,O,Wisconsin Energy,3.0,424598.0
dxa8531,Xukxnrvfxaqcjdxdgaest,,3.0,Ontario,Plano,4.0,M,85.0,715.0,O,Simon Property Group,9.0,3291469.0
mpd8532,Eyazwtasgtqxbgacdoeo,1-816-980-8873,1.0,SD,Fairbanks,2.0,S,90.0,,O,Convergys,8.0,2438535.0
Icl8533,WTVOER,1-152-091-9649,1.0,GA,Warren,2.0,U,100.0,583.0,U,Diebold,5.0,2930050.0
Rkm8534,ljvdzjezustglylipou,1-080-785-6233,3.0,GA,Saskatoon,5.0,M,89.0,805.0,O,Vectren,2.0,3994449.0
TIZ8535,WYVPLOCSRAUMRQDTIUS,1-902-025-1797,0.0,ND,Wichita,1.0,M,67.0,,O,AbitibiBowater,10.0,1601499.0
usl8536,XMMMCGOEWUFCAHLNYJXRLAD,1-595-108-6831,5.0,IN,Buffalo,3.0,U,,678.0,O,Brunswick,0.0,708829.0
hzy8537,ZXLYEWCRPAGAXWIM,1-618-489-9613,5.0,AZ,New Haven,5.0,S,80.0,415.0,U,Interactive Brokers Group,0.0,2087147.0
TWG8538,vjqbvmtwghtf,1-721-917-6298,1.0,SD,Aurora,1.0,M,90.0,741.0,R,OM Group,8.0,2607740.0
Zdt8539,Dnsparycommsbzmrrm,1-835-293-3356,2.0,NC,Fontana,2.0,S,84.0,722.0,O,Pulte Homes,10.0,506421.0
JMI8540,Oaqxel,1-348-595-7405,5.0,CA,Wilmington,0.0,M,88.0,720.0,R,Global Partners,9.0,1833920.0
nvv8541,Aulnmqmdwnvzgsdj,1-749-829-2136,5.0,Prince Edward Island,Modesto,4.0,D,25.0,345.0,O,TJX,5.0,162870.0
Xbh8542,nmdldfhilnljpvgo,1-753-677-2911,2.0,NH,Hollywood,3.0,M,26.0,710.0,O,Whirlpool,9.0,1194756.0
vbt8543,AVDNUKVEDMOYAGHZ,1-274-756-5441,5.0,CA,Las Cruces,1.0,D,58.0,378.0,O,Oil States International,1.0,1080794.0
Nbu8544,utrcnwnvwasjdyajtdgh,,1.0,UT,Chicago,0.0,M,54.0,627.0,,Tech Data,7.0,2555310.0
Rgr8545,Amqcifqnc,,,WI,Mesquite,5.0,M,,623.0,O,Pactiv,2.0,3333718.0
Ftq8546,pebeueusvmfcjpplslflyfcqlmzil,1-758-295-0803,3.0,MO,Plano,,D,87.0,782.0,O,Avnet,7.0,3111050.0
FPQ8547,PPDJNU,1-473-272-2226,4.0,NJ,Cedar Rapids,5.0,M,62.0,535.0,O,Family Insurance Group,,1786559.0
zok8548,Pgvzxtchumensld,1-197-481-0306,3.0,MO,El Monte,,D,88.0,673.0,O,Las Vegas Sands,10.0,2936931.0
oqa8549,kartevabbushhvyuqxl,1-381-354-2506,4.0,DC,Lafayette,4.0,S,41.0,336.0,R,Corn Products International,5.0,2245050.0
YIB8550,Bremxoouunmn,,1.0,SD,Frederick,5.0,M,9.0,791.0,R,,7.0,3280943.0
Csu8551,BBPAJBBWDGSLGNLUECEKBGVITLXLK,1-342-322-3904,0.0,VT,Columbus,2.0,U,54.0,414.0,O,Energizer Holdings,6.0,2927688.0
kim8552,Atbttwxmlpydydlgkzptzieeq,1-656-561-4641,3.0,WY,Shreveport,0.0,U,80.0,828.0,O,Cliffs Natural Resources,1.0,1585088.0
Wnh8553,tblpo,1-743-541-4240,,TN,Pittsburgh,5.0,M,85.0,,O,Newell Rubbermaid,10.0,999428.0
qlh8554,zdqzceuxodgjsteahs,1-469-238-3881,3.0,VT,Lexington,1.0,W,62.0,400.0,U,Merck,0.0,1627222.0
Nwo8555,Wysajcesxieiaxtktnweoswtmw,1-867-437-4595,3.0,FL,Salinas,1.0,D,95.0,839.0,O,Airgas,1.0,3135975.0
Xot8556,Seymiptdtgbgfxsmqyefqropykgch,,5.0,NV,New Haven,2.0,U,13.0,420.0,O,NuStar Energy,1.0,3765659.0
MTA8557,HJTRWODWOZRIWMMIBSUCOFHCDL,1-187-926-5632,5.0,MA,London,4.0,D,83.0,333.0,O,Wesco International,3.0,1001954.0
KSL8558,Qpdtilvoszrxevpmamgxdjvlysinco,1-387-972-7066,0.0,MD,Norfolk,3.0,S,90.0,,O,AK Steel Holding,2.0,1697540.0
ecg8559,QMNEAIIPBLGLPBOPPSODKZQORKWRJG,1-793-290-9018,3.0,IL,Charleston,3.0,M,50.0,592.0,O,Pepco Holdings,8.0,
Cih8560,Kdcvelccatjn,1-473-480-3832,1.0,RI,Miami,0.0,S,16.0,324.0,O,AK Steel Holding,3.0,1665028.0
mjj8561,Iptpgwkoqaevrmodoiwvkbdo,1-402-693-0317,1.0,AZ,Moncton,2.0,S,49.0,590.0,O,,9.0,605814.0
njc8562,Rxcrn,1-815-588-2954,5.0,NE,Brownsville,2.0,U,4.0,749.0,O,Sentry Insurance Group,0.0,499139.0
QBV8563,ADERUOCDASHYJYECZZMJYETXJLCDV,1-881-587-7928,4.0,MA,San Antonio,2.0,M,9.0,831.0,O,Verso Paper,8.0,
zlq8564,ZQYSEHKLCEJWFSZFDRUTMTBU,1-985-476-1908,3.0,AK,Shreveport,5.0,M,66.0,394.0,O,Corn Products International,7.0,2020749.0
JKJ8565,Gxfbuulujhfimnzoukfykdeyyqus,1-175-452-9105,1.0,ND,Santa Ana,5.0,U,,743.0,O,Olin,6.0,3158622.0
VQN8566,FCNFUEGJN,1-398-474-1552,3.0,Newfoundland,Fremont,5.0,M,7.0,492.0,O,Hasbro,7.0,2571398.0
Vtc8567,OFENIAWVZLXNXZKEPJKUMOVI,1-709-908-2801,0.0,NJ,St. Louis,4.0,U,,708.0,O,Commercial Metals,7.0,2385565.0
MKK8568,tbsiydhmznw,1-271-675-2972,0.0,WY,Saskatoon,3.0,S,35.0,311.0,O,Micron Technology,9.0,
Uhr8569,Usfapkdk,1-027-611-2308,3.0,NY,Coral Springs,,M,92.0,559.0,O,DST Systems,4.0,3807560.0
Syo8570,Hsjdnkedqmclpgr,1-121-205-6501,4.0,PA,Washington,4.0,U,58.0,348.0,O,Land O'Lakes,1.0,994608.0
amb8571,PUXFIIE,1-568-283-3625,0.0,WI,Overland Park,3.0,W,65.0,646.0,O,Aetna,3.0,1090133.0
Yap8572,Czpwplfnkv,1-018-937-8589,3.0,Alberta,Fremont,3.0,W,82.0,389.0,O,,2.0,2069203.0
QEF8573,Evrnxsyfeoqtqoaijsertuddqgmbwe,1-501-261-4606,4.0,HI,Lakewood,4.0,U,3.0,519.0,O,W.R. Grace,3.0,3584493.0
YQM8574,Ukezeootnuvgkpqtidaznd,1-528-718-4757,0.0,New Brunswick,Yellow Knife,3.0,U,31.0,329.0,O,Oil States International,1.0,825011.0
FMY8575,cruejrwztwnpimv,1-952-654-9818,3.0,IL,Iqaluit,2.0,W,21.0,677.0,O,Equifax,10.0,2164663.0
PSI8576,EPTGOEDABWJPSCC,1-749-733-4725,2.0,MD,Orlando,2.0,U,37.0,694.0,R,Harrah's Entertainment,10.0,
Iet8577,Gogvpnwkixshosjzujx,1-868-652-6057,5.0,VT,Yellow Knife,2.0,M,99.0,415.0,O,Amkor Technology,0.0,1833295.0
