gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
Sti2612,United States of America,394303.0,,1-349-038-1348,Rockwood Holdings,305505.0,4.0,,O,SHELTON,GA,3.0,3.0,M,12.0,481.0
plo2613,United States of America,2958841.0,,,Eli Lilly,1925.0,3.0,,,manimozhi,NJ,5.0,2.0,M,48.0,527.0
jea2614,United States of America,3806494.0,,1-905-194-2855,Tyson Foods,213841.0,4.0,,O,catrina,IL,2.0,1.0,S,79.0,734.0
man2615,United States of America,70687.0,,1-590-723-3311,Nvidia,419646.0,7.0,E,O,PRIORE,MN,4.0,5.0,D,,537.0
zar2616,United States of America,1558633.0,,1-541-436-9056,AFLAC,311129.0,5.0,T,R,Thea,OR,5.0,2.0,M,72.0,626.0
sue2617,United States of America,3641585.0,,,NV Energy,476684.0,4.0,,R,Halina,LA,,0.0,U,5.0,734.0
MOS2618,United States of America,154612.0,,1-804-841-0957,Molina Healthcare,480975.0,2.0,,R,Minne,AK,1.0,4.0,S,19.0,426.0
ACT2619,United States of America,1261571.0,APT. 485,1-342-301-7355,JetBlue Airways,266476.0,10.0,,U,MAIDISN,AK,1.0,2.0,U,100.0,789.0
tan2620,United States of America,1963347.0,,1-820-172-9279,Molina Healthcare,176933.0,2.0,,U,LAUREL,WA,5.0,2.0,S,53.0,362.0
Fle2621,United States of America,,,1-520-596-3006,Kla-Tencor,283885.0,1.0,,O,quyen,MD,5.0,,M,38.0,599.0
Mul2622,United States of America,3119965.0,,1-193-725-0779,Cimarex Energy,493578.0,5.0,,O,Angil,PA,3.0,2.0,S,56.0,402.0
WAS2623,United States of America,1608044.0,,1-225-321-9980,Group 1 Automotive,481399.0,6.0,,R,PDE,OH,1.0,3.0,W,32.0,444.0
Hen2624,United States of America,,,1-587-520-0490,Emerson Electric,,2.0,U,O,Jorry,IN,3.0,2.0,U,19.0,684.0
fig2625,Canada,3809485.0,,1-134-449-3792,Priceline.com,408392.0,8.0,,O,Jacinta,British Columbia,,0.0,M,23.0,675.0
Hug2626,United States of America,684008.0,APT. 350,1-566-390-5105,Virgin Media,65706.0,3.0,,O,ELVERT,VA,4.0,3.0,M,86.0,526.0
Par2627,Canada,3376755.0,,1-157-644-4824,,328810.0,1.0,,O,Makam,Saskatchewan,2.0,2.0,D,29.0,
Qad2628,United States of America,1361206.0,,1-761-337-4891,FMC,161757.0,0.0,,,okan,NJ,4.0,4.0,M,19.0,665.0
Row2629,Canada,2794619.0,,1-620-552-7401,Lennox International,,2.0,,,Korrie,Saskatchewan,5.0,2.0,M,40.0,423.0
Gha2630,United States of America,1003024.0,,1-033-359-5975,Moog,49213.0,6.0,,O,viviana,ID,1.0,4.0,M,7.0,496.0
mar2631,United States of America,,,1-934-734-5713,J.C. Penney,339480.0,8.0,,R,Luigi,AL,1.0,2.0,S,37.0,525.0
gre2632,United States of America,1133715.0,apt. 537,1-767-339-2646,Delta Air Lines,294357.0,10.0,C,R,Lizette,CA,2.0,1.0,M,53.0,307.0
Sto2633,Canada,,,1-936-160-7120,Target,161259.0,4.0,,O,DENI,OR,3.0,3.0,M,19.0,380.0
LAW2634,United States of America,1959117.0,,1-191-678-9838,Ferrellgas Partners,317922.0,9.0,S,O,rajinderpal,MT,5.0,2.0,U,8.0,638.0
O'n2635,United States of America,266532.0,,1-826-078-8447,LifePoint Hospitals,402436.0,2.0,,U,Sys,RI,0.0,2.0,M,26.0,813.0
DE 2636,United States of America,985695.0,,,Alliant Energy,365401.0,,O,O,GARTH,UT,4.0,5.0,M,54.0,541.0
WAT2637,United States of America,826199.0,,1-031-983-7230,Sanderson Farms,405445.0,5.0,O,O,myron,MO,0.0,3.0,S,7.0,415.0
Wac2638,United States of America,449040.0,,1-386-422-7087,Pacer International,364622.0,6.0,,O,alyse,ME,4.0,3.0,M,85.0,712.0
Dup2639,United States of America,2229730.0,,1-438-476-9954,Packaging Corp. of America,137296.0,4.0,,O,Walt,MA,2.0,2.0,M,74.0,826.0
Cau2640,United States of America,535069.0,Apt. 650,1-165-493-4841,Molson Coors Brewing,483168.0,1.0,,O,Sherman,RI,2.0,4.0,M,50.0,347.0
Elg2641,United States of America,1333759.0,,1-008-011-6631,Xilinx,454656.0,5.0,,O,milzie,AL,0.0,4.0,S,85.0,495.0
wil2642,United States of America,2318158.0,,1-030-794-1272,Lennar,457698.0,9.0,,R,Magdy,VA,3.0,3.0,U,3.0,783.0
bos2643,Canada,2799948.0,,1-966-870-4549,Pool,103787.0,,,O,bab,VA,1.0,4.0,,82.0,563.0
FOR2644,United States of America,1015601.0,,1-152-174-1527,Dollar Tree,373508.0,7.0,,R,Nissie,New Brunswick,5.0,0.0,S,42.0,665.0
orf2645,United States of America,2445130.0,,1-690-670-3455,W.R. Grace,71202.0,6.0,,O,Nonna,KS,3.0,3.0,W,73.0,688.0
Sme2646,United States of America,2082526.0,Apt. 650,1-126-064-9901,Celanese,437672.0,2.0,,O,PIERRE-MARC,MI,5.0,5.0,M,1.0,702.0
Con2647,United States of America,2292497.0,,1-833-991-4768,J.B. Hunt Transport Services,110494.0,3.0,,O,Reinhold,Prince Edward Island,1.0,5.0,M,32.0,
GEA2648,United States of America,240463.0,,1-491-083-3527,Cytec Industries,43243.0,8.0,T,R,Glyn,HI,4.0,2.0,M,,403.0
Leb2649,United States of America,2238747.0,,1-377-473-8126,Fastenal,228183.0,9.0,K,O,Lonneke,NH,5.0,0.0,U,31.0,533.0
dip2650,United States of America,1307389.0,apt. 508,1-054-293-0153,GameStop,468466.0,1.0,,O,Junia,WA,1.0,5.0,S,93.0,565.0
muf2651,United States of America,855570.0,,1-563-196-3258,Activision Blizzard,135062.0,5.0,,R,Betteann,Saskatchewan,4.0,1.0,M,58.0,522.0
han2652,United States of America,1529968.0,,1-041-827-9291,McGraw-Hill,297308.0,9.0,,O,TREVER,AR,,3.0,S,87.0,679.0
MAS2653,United States of America,3170619.0,Apt. 298,1-192-758-9338,Hawaiian Electric Industries,110117.0,7.0,,O,Lyndsie,AR,4.0,1.0,,5.0,758.0
Mit2654,United States of America,788680.0,,1-646-937-2683,Nalco Holding,262668.0,1.0,,O,Chen-chen,AL,3.0,4.0,S,28.0,466.0
AKH2655,United States of America,1651089.0,,1-085-551-0693,NBTY,215091.0,1.0,,,MALAYSIA,OR,,1.0,M,71.0,589.0
MAH2656,United States of America,2841964.0,,1-878-778-5759,Crosstex Energy,237592.0,3.0,,O,atul,NH,1.0,3.0,D,86.0,614.0
Whi2657,Canada,2045984.0,,1-573-757-9286,Biogen Idec,377432.0,9.0,B,R,Brina,WV,2.0,5.0,,45.0,442.0
AND2658,United States of America,899667.0,Apt. 965,1-248-397-5800,Laclede Group,482132.0,3.0,,O,Elke,RI,3.0,0.0,M,15.0,506.0
Kus2659,Canada,3267917.0,apt. 784,1-767-838-5926,SkyWest,127264.0,6.0,,O,ceil,NM,3.0,1.0,S,35.0,790.0
Net2660,United States of America,2079370.0,,1-339-231-7565,Marsh & McLennan,467543.0,5.0,,O,Ifti,FL,5.0,3.0,W,99.0,394.0
MAC2661,United States of America,3989557.0,,1-515-519-6455,Embarq,294325.0,8.0,Q,O,ROXANA,MO,0.0,3.0,,73.0,809.0
Wil2662,United States of America,1639126.0,,1-069-658-5070,Piedmont Natural Gas,456076.0,5.0,N,O,carlotta,MA,1.0,1.0,M,12.0,365.0
Tri2663,United States of America,601085.0,,1-008-569-7239,Cardinal Health,95438.0,3.0,,O,MIRIAM,NJ,3.0,3.0,S,96.0,388.0
Pul2664,United States of America,2465301.0,,1-844-879-4783,Genworth Financial,375099.0,,,O,anjela,KY,0.0,1.0,S,78.0,
ORD2665,United States of America,2856459.0,,1-937-645-7224,Activision Blizzard,330705.0,0.0,,O,Mahesh,Manitoba,3.0,1.0,,49.0,713.0
MCC2666,Canada,110322.0,,1-655-019-1423,,124418.0,2.0,,O,Jacinta,New Brunswick,1.0,4.0,U,55.0,
Mob2667,United States of America,583568.0,,1-735-199-1667,Schnitzer Steel Industries,244689.0,1.0,,R,NUVIT,CT,2.0,1.0,S,79.0,711.0
Hut2668,United States of America,1561090.0,,1-855-989-0901,Ameren,458595.0,5.0,,O,birgitte,UT,0.0,5.0,M,,429.0
Swr2669,United States of America,,,1-309-403-7862,Windstream,478075.0,3.0,Y,O,haley,OH,4.0,5.0,U,37.0,318.0
TUL2670,United States of America,1398784.0,,1-201-502-8143,Psychiatric Solutions,210110.0,9.0,,O,NGUYEN,CT,2.0,,,89.0,529.0
Cox2671,United States of America,1345217.0,Apt. 513,1-799-779-6383,ServiceMaster,198746.0,8.0,V,O,NATALY,WA,2.0,1.0,M,11.0,739.0
rut2672,Canada,602438.0,,1-304-579-2481,Timken,178148.0,1.0,A,O,Gina,HI,1.0,5.0,M,54.0,536.0
kuh2673,Canada,2801777.0,,1-788-984-4408,Steelcase,310156.0,8.0,,R,Betteann,MA,1.0,0.0,M,71.0,397.0
Gid2674,United States of America,1361159.0,,1-075-490-7153,Granite Construction,247681.0,8.0,,O,Bogdan,PA,3.0,3.0,M,89.0,619.0
mcc2675,United States of America,3231165.0,,1-836-751-8488,Pride International,177779.0,8.0,B,U,LRC,LA,2.0,1.0,M,92.0,772.0
Tra2676,United States of America,866271.0,apt. 955,1-167-265-0158,Spherion,209850.0,2.0,,O,REINE,VT,2.0,2.0,W,31.0,690.0
Ali2677,United States of America,2141663.0,,1-106-679-6796,Timken,298798.0,0.0,K,O,Brittani,British Columbia,3.0,4.0,U,50.0,840.0
Arm2678,United States of America,870111.0,Apt. 476,1-830-920-0254,Applied Industrial Tech,93065.0,8.0,,O,chiarra,MN,,0.0,S,,598.0
Bla2679,United States of America,1917609.0,Apt. 513,1-267-240-1336,Agilent Technologies,288453.0,1.0,,O,Udaya,British Columbia,2.0,5.0,M,48.0,547.0
sut2680,United States of America,,,1-645-656-7265,Starwood Hotels & Resorts,45072.0,4.0,,O,anthia,NJ,4.0,5.0,M,66.0,
Pet2681,United States of America,346479.0,APT. 508,1-518-561-5857,Loews,225717.0,7.0,,O,Chungsik,TX,2.0,4.0,S,56.0,838.0
sob2682,Canada,647760.0,Suite 113,1-070-047-4064,Steel Dynamics,222839.0,8.0,,,SETSUKO,VT,1.0,1.0,M,87.0,449.0
Sim2683,United States of America,3739619.0,,1-803-791-8008,Wesco International,309291.0,4.0,,U,MARQUITA,Newfoundland,2.0,3.0,S,82.0,500.0
lar2684,Canada,674217.0,,1-572-391-8205,DuPont,248351.0,5.0,,O,franz,AK,5.0,0.0,M,,494.0
Bat2685,United States of America,,,1-508-321-5863,Edison International,163421.0,8.0,,O,aurlie,Saskatchewan,,5.0,S,81.0,
Her2686,United States of America,,,1-313-064-1613,Cracker Barrel Old Country,393289.0,4.0,,R,lacey,AZ,5.0,0.0,W,44.0,569.0
Vei2687,United States of America,3181769.0,SUITE 48,1-287-082-2410,Guess,363868.0,9.0,,O,Rhoda,Ontario,3.0,1.0,U,25.0,414.0
Pri2688,United States of America,,,1-252-529-0102,Sally Beauty Holdings,369608.0,5.0,,U,Iris,MS,3.0,2.0,M,70.0,814.0
Pcb2689,United States of America,1184778.0,,,Virgin Media,131105.0,4.0,U,U,Natasha,NH,5.0,3.0,U,87.0,416.0
Tak2690,Canada,2501478.0,,1-751-961-1617,Zale,64311.0,4.0,,O,Nikolia,Prince Edward Island,0.0,2.0,U,22.0,782.0
sau2691,United States of America,2902400.0,,1-088-530-9154,Pinnacle West Capital,495659.0,9.0,,R,ADEL,VA,,0.0,U,96.0,735.0
tur2692,United States of America,2493211.0,,1-442-096-8433,Lincoln Electric Holdings,276647.0,4.0,D,,Marcos,Saskatchewan,5.0,2.0,M,,555.0
Au-2693,Canada,965733.0,,1-258-389-6827,NBTY,202431.0,,Q,R,suellen,OR,5.0,1.0,M,78.0,
Ver2694,United States of America,1403848.0,,1-953-932-0318,Philip Morris International,256659.0,8.0,S,O,etienne,SD,5.0,,M,24.0,657.0
REI2695,Canada,2104839.0,,1-702-756-2516,OfficeMax,219099.0,7.0,X,R,Richardson,UT,0.0,2.0,U,95.0,722.0
Osb2696,Canada,2042347.0,,1-585-583-0294,Charming Shoppes,124595.0,7.0,R,O,Marko,UT,5.0,0.0,D,84.0,611.0
Bra2697,United States of America,,,1-079-912-0788,First Data,271755.0,4.0,C,R,ariel,LA,,1.0,S,2.0,645.0
CIC2698,United States of America,1039251.0,,1-163-941-8955,Spectra Energy,78637.0,8.0,L,O,lex,DC,3.0,5.0,D,17.0,373.0
kau2699,United States of America,154620.0,,1-479-857-1392,Bank of New York Mellon Corp.,380592.0,1.0,,O,STARSDPS,NH,1.0,3.0,M,51.0,718.0
LOY2700,United States of America,156457.0,,1-377-554-5670,IAC/InterActiveCorp,245969.0,2.0,Q,U,DINO,Newfoundland,,1.0,W,13.0,680.0
new2701,United States of America,2377134.0,,1-152-372-9888,Dick's Sporting Goods,435461.0,0.0,,O,Ivan,VT,3.0,5.0,U,16.0,739.0
mar2702,Canada,732018.0,,1-677-325-7582,Harley-Davidson,323412.0,8.0,,,angelle,AL,5.0,2.0,D,8.0,777.0
bra2703,United States of America,3354690.0,,1-426-645-9381,Raytheon,386727.0,2.0,,O,Lorelei,Manitoba,1.0,5.0,W,29.0,679.0
MEF2704,Canada,2761479.0,,1-093-167-3015,NYSE Euronext,274587.0,0.0,,R,Kass,SD,0.0,5.0,M,38.0,633.0
Lie2705,United States of America,1911700.0,,1-935-788-0668,Ruddick,358418.0,9.0,A,R,milka,NJ,2.0,3.0,D,47.0,482.0
Tiu2706,United States of America,3251087.0,,1-944-701-6840,NCR,466250.0,6.0,,O,yukinaga,KS,4.0,1.0,M,16.0,460.0
mah2707,United States of America,35775.0,,1-075-887-2122,,,3.0,L,O,Bobbe,Saskatchewan,1.0,2.0,U,84.0,747.0
Rob2708,United States of America,1867993.0,,1-974-657-4277,Activision Blizzard,138085.0,3.0,A,R,LAURETTE,MA,1.0,2.0,S,7.0,476.0
Des2709,United States of America,654796.0,,1-366-521-5512,American National Insurance,257816.0,,,O,Koressa,MN,1.0,3.0,M,93.0,663.0
Coo2710,United States of America,1256017.0,,1-557-981-2400,Quiksilver,93116.0,5.0,,R,Prudence,WI,0.0,5.0,M,29.0,384.0
hal2711,United States of America,1078838.0,,1-516-047-4782,NII Holdings,208050.0,0.0,P,O,AACCF,KY,4.0,5.0,M,60.0,426.0
Bol2712,United States of America,3860556.0,,1-708-351-7149,Costco Wholesale,385632.0,4.0,K,R,meriline,AK,3.0,0.0,M,19.0,576.0
fat2713,United States of America,2259832.0,,1-365-026-3585,Toro,499635.0,5.0,,U,Celie,TN,0.0,2.0,U,80.0,610.0
BRO2714,United States of America,1322088.0,,1-736-669-1694,Raymond James Financial,130775.0,2.0,,O,HAMID,NY,2.0,1.0,M,58.0,346.0
REE2715,United States of America,317101.0,,1-037-733-0728,Cognizant Technology Solutions,29313.0,2.0,E,O,SOUPHALACK,CA,2.0,4.0,W,1.0,581.0
Mos2716,United States of America,1701693.0,,1-355-638-5202,Aon,61536.0,5.0,,O,bachittar,ND,4.0,1.0,D,62.0,335.0
can2717,United States of America,534690.0,,1-829-849-8415,Bon-Ton Stores,232556.0,2.0,,R,jaclyn,ID,0.0,5.0,M,30.0,361.0
Kor2718,Canada,3187351.0,,1-029-612-0075,RadioShack,65894.0,9.0,,O,OPER,HI,4.0,5.0,M,30.0,490.0
Tsc2719,United States of America,1406816.0,,1-009-000-6688,HealthSouth,331919.0,9.0,G,O,GINEVRA,LA,2.0,5.0,M,95.0,582.0
mac2720,United States of America,1303951.0,,1-714-464-1102,Pepsi Bottling,185828.0,2.0,B,O,Lorita,FL,3.0,3.0,M,32.0,552.0
Gas2721,Canada,3933534.0,,1-147-962-0382,Perini,42992.0,3.0,,O,brandea,New Brunswick,1.0,1.0,W,8.0,549.0
Siu2722,United States of America,571633.0,,1-268-499-0563,CB Richard Ellis Group,6555.0,5.0,M,R,BLINNIE,OK,4.0,3.0,U,62.0,779.0
rec2723,United States of America,1316638.0,,,MDU Resources Group,,0.0,,R,Jazmin,Saskatchewan,2.0,5.0,U,30.0,639.0
Hew2724,United States of America,3905111.0,,1-242-537-7924,Peabody Energy,352112.0,10.0,,U,Goldwyn,GA,2.0,1.0,W,79.0,540.0
PAN2725,United States of America,2930990.0,,1-231-088-7172,Western Refining,313996.0,7.0,,O,Felecia,New Brunswick,,2.0,M,83.0,735.0
DEN2726,United States of America,1880672.0,apt. 288,1-458-609-9778,Precision Castparts,401286.0,10.0,,O,ANNA-MARIA,AK,3.0,4.0,U,68.0,763.0
cre2727,Canada,385773.0,,1-622-867-9342,Cigna,233170.0,3.0,,O,Lil,MA,5.0,2.0,U,34.0,447.0
Dou2728,Canada,1411936.0,,1-666-364-2284,Bed Bath & Beyond,413483.0,1.0,,O,EMYLEE,Newfoundland,2.0,2.0,W,,314.0
mcc2729,United States of America,568081.0,,1-197-697-9083,Baker Hughes,190901.0,10.0,Z,R,Carry,Manitoba,1.0,1.0,W,59.0,748.0
KOL2730,Canada,,,1-016-028-6895,Reynolds American,85322.0,2.0,,R,Glenna,WV,4.0,5.0,W,60.0,790.0
SLU2731,Canada,2925938.0,,1-323-687-9990,BMC Software,253092.0,8.0,,R,MARIEKE,AZ,2.0,1.0,M,66.0,803.0
Gon2732,United States of America,1602264.0,,1-626-981-0542,Chesapeake Energy,6911.0,10.0,,R,Tanhya,VT,2.0,0.0,S,6.0,787.0
GIO2733,United States of America,3879591.0,,1-896-841-7105,Liberty Mutual Insurance Group,204760.0,10.0,E,O,deva,WI,4.0,3.0,M,47.0,433.0
Arm2734,United States of America,3111535.0,,1-947-961-7229,Sentry Insurance Group,269938.0,4.0,,R,Lola,AZ,0.0,2.0,S,31.0,694.0
Abb2735,United States of America,,,1-679-463-9913,C.R. Bard,174038.0,7.0,G,O,minh-phuc,IN,,5.0,U,57.0,844.0
cot2736,Canada,3169847.0,,1-025-818-5831,,391545.0,5.0,Z,O,Rayna,MI,2.0,5.0,M,56.0,458.0
BLU2737,United States of America,3739836.0,,1-226-650-8062,Newell Rubbermaid,98279.0,2.0,,R,josee,MA,2.0,0.0,M,1.0,520.0
WA2738,United States of America,2106048.0,,1-393-763-8729,BorgWarner,26241.0,6.0,,O,beatriz,VT,4.0,2.0,M,35.0,359.0
Gli2739,Canada,3007656.0,,1-408-620-4401,GameStop,146659.0,6.0,,,dorene,IN,0.0,4.0,W,68.0,798.0
Dun2740,United States of America,1446479.0,,1-842-112-3056,Ford Motor,227491.0,5.0,,O,Yvet,Prince Edward Island,1.0,2.0,S,43.0,500.0
Lac2741,United States of America,566596.0,,1-784-998-7541,Kellogg,445786.0,6.0,,O,Clayton,TN,5.0,0.0,M,,364.0
Mac2742,United States of America,,,1-862-600-1265,,239375.0,10.0,,R,kiennghiep,GA,1.0,3.0,M,5.0,699.0
sos2743,Canada,1580287.0,,1-990-122-8973,HSN,1433.0,10.0,T,O,Hady,DC,5.0,1.0,S,,702.0
cro2744,Canada,2384593.0,,1-431-563-7740,Terra Industries,316228.0,9.0,,O,Wendeline,OK,2.0,2.0,S,11.0,705.0
van2745,United States of America,2331174.0,,1-438-091-2762,Radian Group,100354.0,5.0,U,R,Halley,IA,3.0,0.0,,44.0,359.0
Moe2746,United States of America,3226443.0,,1-432-824-7248,Source Interlink Cos.,243430.0,3.0,H,R,Harlie,WY,4.0,0.0,M,40.0,742.0
CAR2747,United States of America,2791607.0,,1-531-493-0202,NewPage Holding,498209.0,3.0,,O,Keelia,WV,5.0,2.0,M,66.0,529.0
Col2748,United States of America,1102255.0,,1-502-962-0588,Ferrellgas Partners,481343.0,0.0,P,O,Kathleen,VT,3.0,,M,61.0,694.0
Szk2749,United States of America,1939152.0,,1-537-717-3816,NTK Holdings,196094.0,8.0,E,O,Ardella,Newfoundland,2.0,5.0,M,,300.0
rea2750,Canada,655068.0,,1-996-248-8080,NYSE Euronext,29162.0,8.0,,O,MADLIN,MS,0.0,,U,56.0,694.0
far2751,United States of America,941611.0,Apt. 646,1-478-137-6330,Warner Music Group,,6.0,S,O,Bina,MA,4.0,5.0,S,1.0,347.0
Col2752,Canada,1824605.0,,1-673-178-8026,MasterCard,289365.0,10.0,,O,Sherman,DE,5.0,3.0,U,45.0,433.0
Esp2753,Canada,271877.0,,1-457-010-6560,Boeing,468678.0,4.0,,R,rozelle,Ontario,0.0,5.0,S,89.0,830.0
MCB2754,United States of America,3643942.0,,1-737-521-1134,Retail Ventures,27860.0,8.0,,O,KONSTANZE,NH,1.0,3.0,U,27.0,552.0
Nan2755,United States of America,3815932.0,,1-421-526-3315,Safeway,19124.0,7.0,V,O,Hilliard,AZ,5.0,4.0,W,44.0,370.0
CON2756,United States of America,2508022.0,,1-586-979-0879,Int. Flavors & Fragrances,385674.0,8.0,,O,Gerard,MN,1.0,1.0,M,74.0,357.0
Fil2757,Canada,2699359.0,,1-113-655-0754,Principal Financial,105231.0,0.0,,U,Mami,KS,3.0,2.0,U,,742.0
VOI2758,United States of America,3846524.0,,,Buildings Materials Corp.,221540.0,3.0,,R,Kwok-lan,NJ,1.0,3.0,S,55.0,512.0
Vie2759,United States of America,1122175.0,,1-514-126-5667,,241374.0,6.0,M,O,UDAY,SC,2.0,1.0,S,88.0,441.0
Hem2760,United States of America,1229357.0,,1-545-836-7453,Cabot,323298.0,2.0,,O,Kaz,MD,3.0,0.0,S,34.0,438.0
tyd2761,United States of America,2702576.0,,1-477-145-8072,General Growth Properties,48708.0,6.0,,O,amelita,WY,5.0,3.0,M,46.0,403.0
GER2762,United States of America,3643357.0,,1-464-079-9711,Coach,29427.0,5.0,G,O,Chick,WV,4.0,5.0,M,30.0,489.0
Dec2763,United States of America,115352.0,,1-441-807-1287,Hasbro,282381.0,8.0,,O,Nang,SC,2.0,5.0,S,99.0,633.0
THE2764,United States of America,2704409.0,,1-222-161-3033,Wesco International,60527.0,10.0,,O,krysta,Manitoba,1.0,3.0,S,93.0,632.0
Che2765,United States of America,353835.0,,,Praxair,170873.0,2.0,,U,Lona,DE,3.0,4.0,U,67.0,762.0
Als2766,United States of America,2567637.0,,1-373-005-0101,Procter & Gamble,27830.0,0.0,P,O,NALANI,NJ,3.0,1.0,M,92.0,716.0
FRA2767,United States of America,757772.0,,1-873-695-5709,Great Atlantic & Pacific Tea,347411.0,3.0,W,R,radford,British Columbia,2.0,3.0,M,57.0,845.0
Kee2768,United States of America,2039631.0,Suite 459,1-897-157-1787,Goldman Sachs Group,84601.0,7.0,,R,Toyanne,NH,1.0,0.0,,78.0,778.0
POR2769,Canada,355283.0,,1-555-735-3043,Reliance Steel & Aluminum,64970.0,1.0,,R,Gypsy,IL,4.0,2.0,U,97.0,601.0
Did2770,United States of America,2486748.0,,1-917-611-5624,Harman International Ind.,335069.0,,,O,SELESTINA,HI,1.0,,S,,775.0
WEL2771,Canada,2249552.0,,1-020-514-2847,Apple,220731.0,3.0,E,U,KAROLE,NE,5.0,0.0,U,37.0,420.0
Sic2772,United States of America,1784669.0,,1-591-901-3546,Perini,174.0,10.0,,O,Jonelle,AZ,1.0,4.0,M,27.0,780.0
Ros2773,United States of America,2703466.0,,1-307-128-4738,Verso Paper,160521.0,0.0,,O,GORDY,KS,4.0,1.0,S,2.0,392.0
bia2774,United States of America,1406107.0,,1-126-139-9254,Jones Lang LaSalle,91310.0,1.0,S,O,mahmood,SC,1.0,1.0,M,56.0,544.0
Jen2775,United States of America,3925508.0,,1-075-724-5598,General Dynamics,204636.0,1.0,,U,lacey,IL,0.0,4.0,S,5.0,593.0
may2776,United States of America,2665528.0,,,Visa,122932.0,9.0,,U,Syd,Saskatchewan,5.0,3.0,M,79.0,637.0
bla2777,United States of America,3794546.0,,1-592-384-8657,HealthSouth,393850.0,8.0,,O,Sibyl,AL,2.0,4.0,M,72.0,436.0
gav2778,United States of America,2820670.0,,1-977-759-2142,Burlington Coat Factory,253885.0,9.0,,O,Lib,New Brunswick,0.0,0.0,M,16.0,686.0
Tam2779,United States of America,923356.0,,1-902-444-2845,Family Insurance Group,329721.0,10.0,,O,Clayton,WI,0.0,0.0,,27.0,526.0
Ror2780,United States of America,3645128.0,suite 185,1-313-791-5628,Universal American,,1.0,,U,Shelia,MS,1.0,0.0,W,96.0,561.0
Sus2781,United States of America,2805795.0,,1-613-592-9537,Applied Biosystems,95876.0,8.0,G,U,Amato,VA,5.0,4.0,M,74.0,616.0
Fla2782,United States of America,2742974.0,,1-517-536-6719,ABM Industries,253801.0,7.0,T,,prem,Saskatchewan,1.0,2.0,M,17.0,557.0
Ras2783,United States of America,3431574.0,,1-627-368-6737,Whole Foods Market,,3.0,,O,shamshad,CT,1.0,4.0,U,,337.0
dep2784,Canada,1369576.0,,1-980-408-7472,Cabot,230879.0,10.0,,R,jean-normand,RI,5.0,5.0,S,61.0,716.0
Kar2785,Canada,860377.0,,1-943-040-3512,Avery Dennison,139470.0,10.0,,U,asia,Alberta,1.0,1.0,M,9.0,812.0
all2786,United States of America,2062659.0,,1-137-577-4177,Scholastic,446539.0,7.0,,O,SILE,IN,4.0,5.0,S,59.0,766.0
Lea2787,United States of America,1555819.0,,1-727-717-3916,KeyCorp,406698.0,6.0,,O,Goldwyn,SC,3.0,3.0,U,13.0,729.0
Maj2788,United States of America,,,1-916-670-8313,Frontier Oil,332473.0,10.0,X,O,NEILE,KY,5.0,3.0,S,,776.0
Sar2789,Canada,1576639.0,,1-794-143-2061,Brightpoint,343524.0,1.0,,O,Imelda,IL,,1.0,S,36.0,327.0
CRU2790,United States of America,2324580.0,,1-032-862-6420,National Oilwell Varco,30627.0,6.0,,R,Audivox,DC,0.0,5.0,M,85.0,311.0
por2791,United States of America,709004.0,,1-629-962-4095,Office Depot,165611.0,1.0,J,O,Carolina,OH,0.0,1.0,M,51.0,497.0
Bay2792,United States of America,3248474.0,,1-359-059-6488,,243127.0,7.0,,R,Xiao-ming,NY,5.0,,M,74.0,413.0
Kne2793,United States of America,2597801.0,,1-643-661-0033,AptarGroup,311964.0,6.0,,O,Jabir,FL,5.0,4.0,S,66.0,578.0
GON2794,United States of America,83853.0,,1-028-272-1343,CHS,479458.0,4.0,J,R,Genovera,MT,3.0,4.0,M,38.0,339.0
Che2795,United States of America,2742068.0,,1-858-637-1379,Alaska Air Group,470731.0,5.0,,O,Fulvia,ND,2.0,1.0,,59.0,685.0
Ple2796,United States of America,550171.0,,1-256-222-1289,CommScope,439644.0,7.0,,O,erning,VA,1.0,1.0,W,28.0,
han2797,United States of America,1708569.0,,1-189-523-2887,Biomet,5334.0,7.0,,O,inderjit,WA,3.0,0.0,S,16.0,474.0
Al 2798,Canada,3297782.0,,1-016-298-5259,BJ's Wholesale Club,134663.0,1.0,X,O,RICHELLE,MT,0.0,0.0,M,15.0,475.0
Rea2799,United States of America,2633134.0,,1-579-501-6843,Hospira,480479.0,9.0,I,U,glynda,IL,0.0,2.0,M,84.0,534.0
Ber2800,United States of America,3804734.0,,1-425-236-9130,Guess,392225.0,8.0,Q,R,Api-ecm,AR,3.0,2.0,M,62.0,458.0
chi2801,United States of America,552114.0,,1-107-602-2717,Carlisle,374566.0,8.0,,R,Katusha,NY,0.0,5.0,M,4.0,555.0
edm2802,United States of America,2648893.0,,1-207-238-9012,Laboratory Corp. of America,158765.0,2.0,K,O,verghese,MT,3.0,1.0,M,32.0,471.0
Pla2803,United States of America,629763.0,,1-696-109-7802,SanDisk,391907.0,10.0,,R,BO,AZ,2.0,3.0,M,94.0,702.0
Tsa2804,United States of America,2373961.0,,1-011-653-0785,,269547.0,7.0,,O,Joanna,MD,4.0,3.0,S,93.0,766.0
