State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
MD,9.0,Daf4802,Daflfqziohpkclzpavdhhxycnt,36.0,Flkpfgotqgkahwztxnqipowuoqedgpsapbypgnsafaubxlfrjryxpj,O,,United States of America,484.0,483741.0,3221158.0,1.0,W,,1.0,Fullerton,UWOLB,VLQFZKQKWCRM,Interactive Brokers Group,,BOITHTVINDHB
Manitoba,10.0,YOO4803,YOOUCY,75.0,YHSSPANPBEOZBPNHOHRCRONRJGVJDIIXKTJOMNSTB,R,,Canada,813.0,11848.0,3587810.0,3.0,M,F,0.0,London,Sqndgmeqjerm,Dnwhaunmucxnleubrsljpkju,Advanced Micro Devices,1-132-311-6001,mslvfjviccxby
MN,4.0,Oey4804,Oeymwzc,9.0,Uwmbiybcynmnbxmbmcpakbmvrrorqvcsjcxkpmskegcjtopresqoznlohavikmcdbkq,R,P,United States of America,475.0,2569.0,3359871.0,3.0,W,f,0.0,Las Vegas,,,Praxair,1-396-574-0224,tbcpjaskgbpqkngjapukgcjcrj
NH,4.0,Tmw4805,Tmwsqexlirntu,59.0,dwgtkiiyergnuluoxjzpjvhigknadcienfyhgimfclbuq,U,s,United States of America,825.0,29800.0,1667416.0,4.0,U,,0.0,Peoria,Bisndou,ovmgqgbabaawjlyaototegroxtajmvgxwbzpd,Live Nation,1-935-062-3344,Kvcofoacfnsshwgqbqwufistnqlpf
NH,0.0,Iul4806,Iulaiarpafwtejpmosgwrnde,69.0,Xwvudra,O,s,United States of America,627.0,286737.0,2992254.0,4.0,S,M,5.0,Carrollton,Honwsn,Pujbgierotqogmudztputrfnmomqpadlvlstksfqoodsgs,Armstrong World Industries,1-559-669-7112,Efhpzvadbiizfnafbjjufb
ME,8.0,CTR4807,CTRNYEZIZAI,8.0,Vunilnduzxax,R,,Canada,513.0,27122.0,1515331.0,1.0,M,f,4.0,Kansas City,Ylwmmwen,Rcbwnedhmipwzdoqmoxoblcdbuchpgtcrzegiroliaanfcusnbailssgsindssia,Corning,1-693-496-5815,HLYGTXEWTFRFPZDMDVKSEGLJGKGH
New Brunswick,3.0,PWR4808,PWRPHSCMBGAQNYLV,77.0,rizyshhvpoupyxbqkhggnylbfdmpgnggsuf,O,,United States of America,548.0,371913.0,868111.0,2.0,W,m,1.0,San Francisco,Jfmkrigj,xnqsbbhsunaotuilsxdgrogccffigo,Great Plains Energy,1-441-497-8044,Yyqytogtvhyaieoayyeuzsr
MI,10.0,Qiw4809,Qiwbnuhhnnoephnedefdsoixnh,72.0,XRYSQHUDTKJHOBAGUNYXHLDYWDFSZDAHAHVXBGEZDVGZBHBFRD,O,M,United States of America,848.0,135209.0,2405392.0,4.0,U,M,4.0,Casper,Tflroe,Xrhhfdmlnntabhzknnbnuwsioacunkmhhldslkyiywtfjkxyxsnttbwovmo,Wesco International,1-485-363-7738,Atzfnmgohbxnlnmsozwuathopseoj
MN,3.0,UHP4810,UHPDANGXGMLMIU,100.0,ibqapvseszurvomthaeuksjlygntdmwnumtndmghiyfnyhgvdhoetchqayfrnabhqyazpdpglb,O,,United States of America,370.0,394446.0,1924624.0,2.0,M,M,1.0,Seattle,Xxjynujsphp,wxibohpyjkfoaecbtuhlzqynl,Visa,1-568-003-2705,Nlwbs
DE,5.0,SNR4811,SNRFXRILASAFBEZYJCEGPCIKQ,67.0,qhenshc,O,v,United States of America,708.0,,3152814.0,5.0,U,m,2.0,Greensboro,TQTFBFPWSK,xonaupflghqqctcitviopdruenoiexvvwfrwrilhepsaczucblottrtincraqdmm,Regions Financial,1-177-367-2581,Iznnhkfnsjbyndcvwqxrbohzdpueql
WV,6.0,Moo4812,Mootan,10.0,WVLTFPTF,O,,United States of America,492.0,180949.0,997236.0,3.0,U,f,1.0,Sioux Falls,ptiqz,NMJRJESCGPKEYUSROLQWMISUJFRUHRYQVODPHJCCAJGFJSJCQBMF,TIAA-CREF,1-403-765-5342,Pyhoooisktylpzbqnwjsuq
RI,2.0,RLF4813,RLFNHWUMEGMAICBIICJIFCNIV,9.0,Rxlxwchabyarkqtwsu,O,,Canada,326.0,190874.0,3732960.0,0.0,M,F,4.0,Paterson,XKEEXA,Jjvscncjstkwnexdbewhcpwicolhmvjir,Jack in the Box,1-558-936-1264,Gytffoiwn
UT,4.0,qmi4814,qmiamtvbi,95.0,TKDCVEWTYJ,R,,United States of America,501.0,436740.0,2344812.0,0.0,U,,1.0,Billings,Mlhydhntfidz,HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG,Domtar,1-557-327-7255,ISLQFMOZYQAYF
AL,6.0,uqe4815,uqexxhlotvtqztgqiln,70.0,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,O,,Canada,486.0,362114.0,3516594.0,3.0,M,F,4.0,Worcester,exxdx,Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi,CH2M Hill,1-110-905-2882,Qbljxjzeuylfix
Manitoba,1.0,ZVD4816,ZVDDTYUWS,52.0,rpbxnxaurryklukrsopyzjzkbbauorkwklkqeqymvk,U,b,United States of America,594.0,402232.0,3494834.0,4.0,U,,5.0,Abilene,Iaquqykvxqv,Rekxfiuhipfxvfsynuoczkyq,Alliant Energy,1-175-821-9950,wntdiquvogvonomepfdkykgsxvatnz
Quebec,5.0,Ynx4817,Ynxaheracdrczglses,,Eoexnzcdwexrgaolpcxgtiuhakvximjtpwsvphctkkdpbefmzezszukipl,R,O,United States of America,305.0,429876.0,2770321.0,5.0,S,f,5.0,Minneapolis,xkxzejsjlbnp,yyxtpuopurmo,CVR Energy,,ybjtinyszbxslroxfagttbiqqomlpr
SC,5.0,Pde4818,Pdelkekfqhhmyzkuzrqvbbjl,75.0,Nitfvna,O,,United States of America,430.0,111220.0,932806.0,5.0,M,M,3.0,Thousand Oaks,crrupf,wetugzdafptcsfbkm,NSTAR,1-866-397-9175,JMJDGKDARGLW
DE,3.0,rcp4819,rcptvxiuppofjmmq,50.0,Megowpp,O,J,United States of America,763.0,169057.0,927256.0,1.0,M,m,2.0,Baton Rouge,PCTKBIXSCZGS,Yehakxipfwqlhshbzhklkjxbtvwxpcmwufgxclscdtbcmztknc,Advanced Micro Devices,1-559-913-1105,DYFZUNDJABCI
ND,1.0,ULS4820,ULSLQQADQKBI,20.0,jhzxbwrnwruwobjvbmsfjcfniqhjvkjbsqrqxulzskseg,O,C,United States of America,662.0,393825.0,2310099.0,3.0,M,M,4.0,Naperville,Uioxkwyhv,,Toll Brothers,1-441-323-6288,AKVCWTGIDPOPKDCKCG
WA,3.0,cbd4821,cbduhenerzbonmgpi,49.0,Mymlqliavnqvmhgqycfnrfsblrznuhmvhjra,O,f,United States of America,398.0,57749.0,2774074.0,0.0,M,F,4.0,Sherbrooke,VRQWULDIYY,GNIXCCFVTXPZREQXUSYVMROORHVNNEMZEQPWVEENUDLBHMVRW,BB&T Corp.,1-505-391-8531,eoekvbm
Saskatchewan,1.0,Xzv4822,Xzvrzamvazvckykgrmfzzkvywjil,10.0,tqjlxmxvoythpkowtjwbdnvudwpddtee,O,K,United States of America,386.0,232012.0,2092233.0,3.0,M,M,3.0,Newark,NXROATGDL,Pwtrbjzqnkcnzptzmgsjivbskexcajdfjcdrcobgnlaabbtswnrkbdylxridbqdwxujdfghlhbxjp,Cintas,1-080-405-4757,cxmobvpnonryfamlbvufgqo
ID,5.0,XBW4823,XBWUZHPF,52.0,,,,United States of America,318.0,425790.0,346071.0,1.0,M,m,3.0,Sandy,Pdyhyg,Ifhlwumdxdglpqzeursljounoendyzcnrrtbszoyjslrpbpcmorahnhqhrowcdupjparceffa,Nash-Finch,1-777-434-9212,Vqemxllvzt
DE,10.0,Dyy4824,Dyyimlhjgc,22.0,Xnkcekelaaevwtdopzdkyfsfafiq,O,,United States of America,405.0,,,4.0,M,f,1.0,Savannah,DEULD,Sezfvczjlvkywvfysvwiyvlliimlaaxgjpjsliqtpyiruqnzerinmnskyyoaodwfeuiiig,Avon Products,1-993-441-0146,ZKZXPLICDMCB
OK,9.0,Thp4825,Thpwjciwltrwobwk,21.0,utxaumwgql,O,j,United States of America,652.0,215133.0,3460310.0,4.0,S,m,4.0,Topeka,GPQSCP,Fwactkmghfpruzkgkjdoipbqmhc,Levi Strauss,1-943-355-2657,qnqxsvwzwgdj
AZ,4.0,Uyh4826,Uyhsnsxhxrtr,90.0,Zbfrfymkssxgstllidoxpgwoienevcaklxpboknbbtsummtqfvnmjnbbhrlikdqtgjwzwsemhcqkagfo,O,u,United States of America,741.0,232837.0,1329267.0,4.0,M,m,4.0,Glendale,ZIHRFNB,Qaoaluwjrndyuikkibapxch,PepsiAmericas,1-864-196-8276,Mspspnlrrltzzvhyytek
GA,3.0,Gre4827,Grekpspgjlsciycnac,50.0,RRRQHFVNMTOH,O,a,United States of America,,496597.0,3352603.0,2.0,M,,1.0,Concord,FDLKFAOLQM,Atkysvwftgsbjqhs,Sanderson Farms,,Yvsrlgrhpfzt
NH,6.0,YEN4828,YENVCJJRHE,31.0,Phsvxoxbjqlqsuchonldcpsxmmxdt,O,P,United States of America,384.0,379704.0,294933.0,1.0,S,,4.0,Detroit,Lmayphgp,Miuhfqcalawqtbqgnvsmpganqneaazsfxumudcrrjwcbsjxxsouedvbp,Northeast Utilities,1-132-183-9870,JJAJKFNPOPFTWOHEK
DC,1.0,SNX4829,SNXFCAXEUPIIJILXENPORVHGKVQ,43.0,Whwrqwlindjaobegibuewxbowdlodwxbssargndqjcrivfcmwskxtmzstnwliiamksvtqpyonk,O,,Canada,502.0,122419.0,1529409.0,3.0,D,,1.0,Irvine,nuoyywvhnvyl,VGCUMHPUGMJIAFPCGRVP,Pall,1-582-428-9947,uuirfsqdoeyxrmdthebre
UT,3.0,Jxr4830,Jxrxzrrppskyqpimvectmbxqx,5.0,eloepmrhhiazwbyvrtudictwagfemcvqkcdvvorjveqvmlnigancgexyratnwk,O,,Canada,646.0,210722.0,2696031.0,1.0,M,F,4.0,Great Falls,UOPHCGXQV,Lmiwbfhcugircitnxuiprsgfkubbvmjmjzozzpsocaihcyykgv,Great Atlantic & Pacific Tea,1-812-059-2753,NLBEYSAMGTVHSGMDRKXZCCHWCBPB
Manitoba,9.0,Opt4831,Optrakntpbzzjol,38.0,YEZOCHFVMVBFNBUZXHXAAWDSDEJHXUXVIVCSO,U,,United States of America,405.0,156892.0,584058.0,3.0,S,M,2.0,Abilene,ytrwdpwsfonj,MGTKRDDGMNRFJSCYCUYPYXIZHICQJ,AECOM Technology,1-133-094-1679,Erzhlglxltyymmkdpxkqkgpxpnrhl
ME,4.0,WSM4832,WSMRBMSLNGKBIWV,80.0,ltbaekxbssqfyznmixmgnntsjldfzyiolospdlxjer,O,,Canada,799.0,369766.0,493802.0,4.0,,f,2.0,Raleigh,Hiyulwdpn,AMFWXOLYQOZIIDEAMREGIWZOZZZERHGFSUTXJGKKHGKYIKRHOGBBHSNLJUSGVDBLUCWUNLCGNG,Gap,1-163-776-2867,fujjug
IN,1.0,fev4833,fevhymucymwdkstxwb,72.0,Lrzglghacxhgglqttkkwbdutcddgypbnxmaiwcrkmubcqgybcgufvutuofvlbajzttxmfyfcgcvrc,O,,,728.0,,1224532.0,4.0,M,d,4.0,Charlotte,lrnurxnyb,Rxjemgddjrmkbuypterlwoojpvnsnwbrcmyntqsvrqmswpitnezrzbdb,Aramark,1-539-905-2266,kupum
CT,,Kez4834,Kezwsyhhhjclxcqkz,55.0,xpimvrlmetevybrgpbni,O,I,United States of America,692.0,44993.0,1498851.0,,M,,4.0,Halifax,LGIPYZJJ,yevvwqszvpekemvracrctbzuysj,CME Group,1-826-280-3864,futpzvh
HI,4.0,sjb4835,sjbkkmxpyosxsnnyzewbf,3.0,HZOHGOLDVJZCMNMKBCDGRLXACGDLXGHAPROR,U,C,Canada,466.0,255656.0,2592881.0,2.0,D,,0.0,Toronto,wixwe,Dwdrecaabtllxbflkcnouphwyf,El Paso,1-434-556-8699,Mbqvtmwvzkzdxtwifkjvtisp
MI,1.0,Wjq4836,Wjqmggsgfwqrbfafzxshtryjmb,88.0,,O,R,United States of America,778.0,197780.0,3101715.0,5.0,S,,5.0,Casper,APINQGAVSIDA,Erfeqzalnmexxujwkmeqeizdpjbkkwfngxaiowarflsxvrzwogmwirpptjkcnsdcpeyt,Cenveo,1-024-206-7647,QKLVBKICDHQOGW
VT,10.0,Spy4837,Spywuanwyhatkxt,28.0,IBJKMRWERMQDCIKLEUGOSW,O,M,United States of America,367.0,7926.0,1660061.0,2.0,W,,5.0,Boston,kxgthcv,XZEBGXRWGDOWRMVLCJOLWWVWMTGZPJHGHEVCKVBIAIBTHBAQRVWYTGKKGLWI,Xcel Energy,1-972-011-3112,ajxeurdhtmsfttunmemwthewiju
CT,6.0,KLU4838,KLUHLGLUTUQRBDFW,39.0,wqtcxsdgjtjcdpayoqydc,O,,United States of America,355.0,63346.0,3206058.0,2.0,M,m,4.0,Halifax,Vfvluonxss,qwlnddgpuxcsqwpimvpmisutvrcfjyrivboxilbzaq,AmerisourceBergen,1-901-209-0136,txoxg
UT,7.0,JLC4839,JLCRPBZRLK,26.0,Lbfpvkqtezaxjcdukpvbvwkxufibipslttknvihtkkvtsaomeyn,O,P,United States of America,594.0,205549.0,351180.0,3.0,M,,0.0,Colorado Springs,WNBLRZJS,BTOFRBPTKXCBUCSJNBMQKIPGJAUECODIWQJMULDEWUPLJQUOBUFMFEWLAEKOLKGMPORBYDIBOOJABZV,Covance,1-632-473-5091,Hwjpobcafghuyfigntsd
Nova Scotia,3.0,bob4840,bobehnx,49.0,Rwfngurmyokvoxesavcyolqjzyvkpsrndhnaodxfylnlvripefwcmvfugsmrarczvv,R,v,Canada,393.0,397573.0,,1.0,M,,1.0,Oceanside,Adbootc,Oystdvvhwyulpwtpjvyccueucuyvgolfoz,Domtar,1-518-504-1245,hzzjoqovergfjgtu
NJ,4.0,qpk4841,qpkgjrackwbovqptpuhiyfus,56.0,DHXGOMWCRXVLVGGAEADL,R,D,United States of America,841.0,193160.0,334502.0,3.0,U,,3.0,Irvine,QMEAWEIWMX,MISYFUHAMNAHQUVPJZPIOOLMQHXAOUCMAGIPPHKHNRXWOGSIHQWZHPDRWQSBIBPIPYTQ,,1-571-069-3231,AXJRJHBL
VA,10.0,FPH4842,FPHUMWETOQBY,71.0,Nondjzdnkbct,O,M,Canada,636.0,94612.0,2765420.0,0.0,D,m,5.0,Phoenix,ijjfceual,Xmtyrhzkbxzzslsjhifzeusgf,Curtiss-Wright,1-101-242-7918,Kmdkgqxkmtxsvjgyixwyhdvvhmk
TN,4.0,YLB4843,YLBMU,35.0,Gcsevogzomxhofabnggkbgwmingjyaeflwyvhw,O,b,United States of America,552.0,90708.0,3794609.0,,S,,1.0,Los Angeles,OOWAQBWZPDQJ,Qbsbikqstsoppahmrwzhtzexqoesgjlfirghwbvwdicfgibyziyocspvwqnoxntluxcv,,1-972-004-0775,Cntqqhz
MT,,PFW4844,PFWPECZU,45.0,aaixdeiiwlnphzxgpero,R,N,United States of America,331.0,318089.0,3386054.0,4.0,M,M,0.0,El Monte,QEWEBOAJI,eafgykwjiqhbuwnffovfuspxtevcxsi,Armstrong World Industries,1-350-554-0846,evnco
CA,2.0,Sqm4845,Sqmhteccukfpukogf,27.0,Zjgylmdicyisslvw,,U,,361.0,241258.0,3164202.0,4.0,M,m,0.0,Burlington,Kvsmklnuh,Scprxaedzxinbmvxvanvzirzxci,,1-469-389-9711,Ehzkvngiagujuzgpnahpyzqkxlta
WY,3.0,lza4846,lzaeqmjxijcbhtsxz,97.0,odegkjroapacwsgtdtoymiftehdufrxddfsyeyeqgbbvefxvrnhncubokuroufhezpbvcrpnien,U,,United States of America,733.0,480298.0,2620980.0,0.0,D,,3.0,Colorado Springs,jlmgyv,mcatoemxlgrw,Progress Energy,1-790-773-9780,Njevkjwtharsdirlitttxnh
WA,4.0,wli4847,wliduegrkcxscpvwyjgpgitpvwmmma,93.0,Mjqivgopjjuhahlczfjpewfzkuvyrwdaahofvipexyhh,O,,United States of America,702.0,370779.0,28504.0,1.0,U,,2.0,San Antonio,FEGSJAM,Sbhlhlqtctfzhzdvyugufcnevhcbqbjbatlzrvhhyhdtdzoyamhsujndxzipajcokvozyynv,Pentair,1-330-990-9400,jhdrhoaregwpvryhjah
KY,3.0,cbt4848,cbttgnatvungn,34.0,Htzodveiibgjkkdba,U,,Canada,,402070.0,185950.0,0.0,M,,4.0,Lafayette,Eqjbcdkitsvt,Vuebpcbrchwnilnzkezkeugoxvcmlgnjhrsuomcysyyohhqodm,Pulte Homes,1-483-422-3802,IQRLIDTAZOAOUQYKQYGAUDCMTJGEGA
MN,,Lpm4849,Lpmvcefobotoxtfa,14.0,Rkpuriigoqwfdltcvvxtnpicvufqnatbacypbdnamg,O,,United States of America,826.0,150738.0,727235.0,3.0,M,,4.0,Fairbanks,rwdqldk,xilmawkuawwuccwxyojutkmzluqtjp,NetApp,1-816-449-2636,hqnhvmotweuxvnyunrrx
RI,,Ddx4850,Ddxfcsatgvizlpvgypntqwrijim,6.0,lmwcecsanvvbbprlvektxqr,O,t,United States of America,377.0,107338.0,3887256.0,0.0,M,f,1.0,Buffalo,rcpqcbqt,Abcdpalvbvgdbtlwseasptzahwdxduvdquwtluukiseviqufft,Crown Holdings,,Ncryxjnndmrzbkqbeqvluj
Quebec,5.0,Vtf4851,Vtfossfaxfumscdxx,91.0,,O,M,Canada,665.0,176783.0,772871.0,3.0,D,,4.0,Fontana,Qtmgawkscga,Knhndomnnazxxafgbdws,AMR,1-655-231-3494,Citpuqlpyd
New Brunswick,3.0,rgd4852,rgdlupwagfksuktb,53.0,uqxuvebtxisagrshyzkfmccwrkdajfhhwukfziitvzqffmteywuwvjhxnlqiozfvapjhhjshrjiphx,O,l,United States of America,654.0,243255.0,1760826.0,0.0,M,,0.0,Whitehorse,Xqndkn,Cglyefnpfjxxaypwsfckkgelwqzauvvynfnxchpednkhfafokpetnmigbjrbjmbybosfqadmhtd,Tellabs,1-580-013-7041,Ljnxxckwyvhtrdirdyvx
British Columbia,3.0,Aea4853,Aeabiaxkld,96.0,Wlcxevllngcelcnnmzcmtgtkwgzrgwazutfsewwhwag,O,,United States of America,441.0,10765.0,3027653.0,1.0,S,f,4.0,McAllen,upcdvlyil,CCHUAWECGOWJNCHDNYVLFB,General Electric,1-352-532-5720,IPDQDSOYSOTPE
OR,10.0,avi4854,avizuaatkkgawrxgosrewqmouor,59.0,Lwuvhpymnvbdqxgmuiwlqwninnjaatnbskxhhhtuifnlqimqeywkwgndilzxin,O,P,United States of America,410.0,366112.0,,3.0,S,,4.0,Grand Rapids,Wefiv,Skgjujulaciwpdewuacjjbbwxgatdfoiforiqtgtmvgaa,Johnson & Johnson,1-147-887-5098,Vgplpzbcigrvnbxjleaaa
Nova Scotia,10.0,Wlt4855,Wltjx,48.0,epgszgojijckfmheccxnwxhyxckchggxmflfcbwxvwxvyjvtrdrmubzwqqrtkcjhsbmuf,R,,United States of America,493.0,316867.0,2584036.0,5.0,S,M,0.0,Vancouver,FEYETKQ,,Universal Health Services,1-168-889-3023,Ztmljxsdncmfohjdcvsbupf
AK,7.0,ZUL4856,ZULGMURYTAPTRCLXM,76.0,nhzjlzlvecgydlkeieobxukwsjfihkvkpeuvrfixswapxypemntvpxlhsy,O,,United States of America,314.0,14902.0,3299678.0,3.0,U,,2.0,West Valley,,REHJPLPNPPMSEOMHBEPRNWEP,Eastman Chemical,1-344-461-9794,wbotttfrdmdtttu
NC,2.0,Ssv4857,Ssvqb,49.0,FDAAQMGNMTLPDNTQRCGFKQPSHUSBBHVILGEQRGRZCHDWIBOGFFGGFGJCOJCXWH,O,X,United States of America,582.0,187225.0,,1.0,U,,1.0,Hampton,SSQALM,fkuqqphkqwgnnmybvyi,ConAgra Foods,1-771-566-5145,Oxufwmlevovhoxqsikkjwmxwrud
MO,8.0,Wlc4858,Wlcjsmxzvrbyk,27.0,Itbfwhhydnlicpmnspsavvcdddpmagohjztkgdmwqgljpcrpbzkckrtofyurto,O,,United States of America,527.0,132301.0,2780977.0,,D,,4.0,Dayton,Mvrsbpg,MHHZI,,1-141-882-2864,Xogbqbzmvpnh
DE,3.0,Rmn4859,Rmnsmghbbzgvklxyhjfdjpy,29.0,ppcvesudxk,,,United States of America,340.0,201771.0,,0.0,W,,2.0,London,Cgspgokphu,,Colgate-Palmolive,1-657-436-3994,Sdekfagreapjgqzzgi
OH,5.0,jwo4860,jwoxfctdehuq,37.0,ijjysvwjlvimviqxpfczdrlneoevuhxesdihchqmfexrhonnqfqljyaferkdtqnlgzlb,O,,United States of America,,441219.0,322980.0,1.0,M,,5.0,Salem,Ynvfzkehm,SJDBQTXNDKCSZCDVWBPQPPZDLVNDSOIQGDUVOAQGPGFOLEELYT,Capital One Financial,1-119-847-8201,Jjkbyrvzcqcrrrxlkefmwydsbmvpd
UT,3.0,SOO4861,SOOWKQCVZZ,15.0,ddvzrhdkrfvtjrz,R,,United States of America,371.0,347281.0,3909658.0,,W,,5.0,Stockton,Uiybfbsv,Zrtbmfcbdttffdttkmpvtfxwzongknjmiwfkzpswlmwdiglagefftdghnmndnkdafkltli,Gardner Denver,1-226-849-5155,FRKKDFRWV
NE,10.0,Bbd4862,Bbdflbfvscftu,39.0,MUIXAQC,O,,United States of America,336.0,164650.0,2242017.0,5.0,M,F,3.0,Indianapolis,Cyegsmcykfob,VGBGTABLQWA,Olin,1-748-394-9426,JVELTAMZJQVCVONNAGKLIJRTTF
RI,9.0,UPN4863,UPNESGBBOQCIOWWAQWOW,87.0,NKRGYTNLMZHKTGXBFVGEBJLLNMEUARWLLAAGDYECWZZWLHSOGECQAOEHCWLOEE,U,,United States of America,497.0,463598.0,2511572.0,4.0,U,O,3.0,Reno,hqydkohwi,IRAUFVFMHEULKRULLBLRBAGHLQSVZWXRKKAQJNNWDDOECGDKXJHMMXOAQKTWNQAONTKLVKVOGMLL,Legg Mason,1-826-747-0826,EBFGFBWRVNKKYXEGLJ
AK,4.0,QZG4864,QZGJUPZPYVJOUI,94.0,PKVGNCXWUDYJTPNFPGKZAZHCGCOHHNMQVVNYSNPNTFRHOVPUODJOLSKSJSEBEVJEMSAJTEBIBS,R,,United States of America,388.0,,1448379.0,3.0,U,,0.0,Thousand Oaks,Zhchuilpavbn,Zqqgymrwkahamxww,Lincoln Electric Holdings,1-226-426-1345,ersudiadbplikbwmclisx
SC,7.0,XML4865,XMLRLXYYXDXVWRSYMOA,28.0,Eoqelgnmgthnqynoxuvqbvjvornmgrggfiuzhvgepxgmpyzjtkqudqkvokvf,O,P,United States of America,424.0,177252.0,1565089.0,2.0,M,,0.0,Hollywood,Qvpzb,mwcwuaaeocojecnbpl,Health Management Associates,1-321-212-7211,fmlfgyumbvnca
AZ,6.0,Skl4866,Skllciwhjhfzuyqqokm,2.0,mruppbroeegtanbyxxwyfvfbbhtskubrceiqcxuzcnfnuecorunfcimetyejxhqltwevrzbdewho,O,,United States of America,,317053.0,305250.0,4.0,D,F,,Little Rock,SPXSD,Pdmgqgrdzwmivwzvncbfufcnsqnniuhxpykyoetvqjjidgkfwuhtubq,Air Products & Chemicals,1-309-432-6136,Nqppykonmraxdvrtzhynyestuv
CT,1.0,GML4867,GMLXS,3.0,ptaqzwqcyr,O,,Canada,460.0,444680.0,905759.0,4.0,W,f,5.0,San Buenaventura,FEYUG,muudfwzvpmrbnwtzfepacgampotdccrjvppurqrokgugxeurfktqphxiwycpglaq,Frontier Oil,1-195-832-3059,Fenniw
Prince Edward Island,,qdh4868,qdhqifnnvybmkmtbwqhpdsmsizz,98.0,qtxuobaxykgjskknxqwlhicnldeazarzghpunawsbkllyrpcwzsautiypbcinehchcqrffocdne,O,,United States of America,840.0,346809.0,104456.0,5.0,D,,,Lansing,ilgtk,HXHUN,Amazon.com,1-031-377-8561,Ziccquuitnvtjmqgqvyaczd
FL,10.0,Iim4869,Iimzvjalgiyxktjzhjyacgqyhloslq,62.0,AXJKZCLXXFNHFFWNMVOSAFJXWNCGWVC,O,C,,469.0,121625.0,2554408.0,1.0,W,M,1.0,Huntsville,Rqrdlwcfwt,Higcollkdcgomftdqhvb,Pactiv,1-547-769-9983,RMXVWT
GA,7.0,Stv4870,Stvqgqzbagozilchjgeb,0.0,Yktxrctku,O,,Canada,676.0,46672.0,1813631.0,5.0,M,F,1.0,Mesquite,vtbjmhoy,Wilfvfemfgkqolruqaydvuavowseqdyrzkmqnttxzdlflelwz,Winn-Dixie Stores,1-111-135-6278,Jeokxdlpmmgnygonqdzhrbldiemv
Alberta,4.0,Ahn4871,Ahnqrtqtvhxrslalvbnqxltdmbqh,59.0,Dyolqvhetepvanhvmfdljdgbqrpmifqaabjkjeyiqkjklcugywxjmq,O,w,United States of America,661.0,130431.0,2676633.0,3.0,W,F,5.0,Indianapolis,HEDCKYWXCC,SQUMTTTAUPXXUDXGPQJCSFXUOUDWJHSCUZGNPMTATI,Church & Dwight,1-807-329-3379,Kxvcs
NH,,ocs4872,ocsaaexqryzqjkmz,63.0,Wasngnjsuggdx,R,z,United States of America,392.0,41644.0,1677676.0,4.0,W,,5.0,Hialeah,Epsrmamg,Ororwadlygwmvetajqdgiqqwcokt,Polo Ralph Lauren,1-832-876-4671,axqzhnwyybns
MI,8.0,LDJ4873,LDJQGKKIFG,57.0,Nnmvuxrjruxrujcjungsmtlkdqhoxtxxvkgfmrhezqqkglqkluxphtpiuqpklxiapurfjnztscefl,O,,Canada,625.0,305460.0,2669684.0,2.0,W,m,2.0,Winnipeg,NCOGAESHMQ,IDBADAXIHUWRAN,Group 1 Automotive,1-502-945-0756,Avrvlfedemtspd
Saskatchewan,,GWR4874,GWRYYXBJEYHVUZZTDGRENSGVAAP,,cyvifrfxehuflfztojppqpkvhbaszqcgaeapsgemntvdnghnpahbaunqufztjqyhj,O,Q,United States of America,738.0,357985.0,,1.0,S,M,5.0,Philadelphia,Gjvrrlfwink,CXTHVEXEYUAKOIDDTLNSVHGGPYBJQTTVYRCNGRMBIBOORREBAZYROJD,Stryker,1-078-686-3515,Gureaeqshrtbcah
OK,4.0,WFQ4875,WFQGRCOQDZDDBPVYO,40.0,Kbwtcwqnppdwrlfeiikwxratvoyexqtjiplqyzcydvweksndcmapfuyonsuogznk,R,,United States of America,688.0,86492.0,281621.0,0.0,M,F,1.0,Santa Clara,YBJSVOP,Hmjwrrmfwvaxphczagorkuvdfavdqlhjmvryzqbpbjwbtgqgbjtrdltgfhqdymwyijct,Public Storage,1-742-006-0857,Erfxnvoobeugzou
IA,6.0,Pau4876,Paugxubjhonqcr,98.0,DYGDOWFFYOLCNGUBRTVAEPDQLIZTCJUDHOZXRLCCCQSXCGXSHHKKRYTRNFGJB,O,,United States of America,462.0,182508.0,757696.0,1.0,S,,0.0,Jersey City,bqcfte,Vvfbspciisbwkaxekvinlpygyedbkqenls,State Street Corp.,1-003-016-6977,Gejrersicmpvtsdk
VT,0.0,Otg4877,Otguntq,60.0,Iktygfnphjqnixpaueffemhfniyygssfswukmpehtjoixussywdjyooilmkfiehwvtbmmuy,O,E,United States of America,626.0,4014.0,900862.0,1.0,W,M,5.0,Ann Arbor,Tndpk,,ProLogis,1-981-383-8479,inixfrqqidveplgausjffpbyrqgr
