State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
IN,S,4.0,2.0,697721.0,85267,Charlotte,DAFFI,G,Lon3775,Canada,U,1-337-975-0653,372.0,Longpre,53.0,,AECOM Technology,22279 gramercy road,Apt. 339,3.0,467606.0
MO,W,0.0,5.0,1717055.0,V6w 1p2,London,Anissa,K,Vey3776,United States of America,O,1-622-077-2223,600.0,Veyrat,61.0,m,Big Lots,440 south court,,0.0,
NV,W,1.0,3.0,274958.0,44102,Hayward,Briny,T,CAL3777,United States of America,O,1-862-264-8097,830.0,CALCOTE,8.0,,Steelcase,14963 yaupon road,Suite 14,,65060.0
Quebec,S,3.0,,1292597.0,79906,Livonia,march,Q,Gah3778,United States of America,O,1-021-169-2188,381.0,Gahir,52.0,,Source Interlink Cos.,12729 GLEN IVY RUE,,2.0,106734.0
MT,U,5.0,5.0,252905.0,78740,Tulsa,Betty-anne,,don3779,United States of America,O,1-425-650-4970,838.0,donator,17.0,,Bed Bath & Beyond,4209 wilshire way,,5.0,145837.0
SD,W,2.0,9.0,871787.0,99662,Washington,isabeau,,MAN3780,United States of America,R,1-606-935-1492,825.0,MANGIONE,43.0,,Jack in the Box,20871 DEWDROP STREET,,4.0,237751.0
Alberta,U,4.0,5.0,2410475.0,71114,Chicago,young-june,P,gha3781,United States of America,O,1-390-043-1969,400.0,ghatta,18.0,m,Hewitt Associates,24130 sunscape crescent,,4.0,175599.0
GA,W,2.0,1.0,1351570.0,V6x 1v6,Huntington Beach,Mariejeanne,,AMA3782,United States of America,R,1-997-958-1583,816.0,AMATO,39.0,m,CC Media Holdings,3730 hutton lower,,4.0,111700.0
MO,U,3.0,1.0,854699.0,59105,Grand Rapids,Azhar,X,mar3783,United States of America,O,1-403-564-4649,495.0,marr,89.0,M,CSX,1363 HILLTOP PARK,,2.0,231849.0
Manitoba,W,1.0,5.0,2889647.0,93865,San Diego,Devora,C,Bac3784,United States of America,R,1-426-554-7733,702.0,Bachner,13.0,,Mylan,1063 los altos north,,5.0,87101.0
NJ,,4.0,7.0,2142015.0,V6E 1R7,Fort Lauderdale,Esmail,V,FRA3785,United States of America,R,1-737-487-9290,418.0,FRANCE,18.0,F,Terra Industries,12416 lenwood lane,,3.0,141868.0
RI,D,0.0,,3704507.0,59106,Paterson,LEONIDA,A,Lec3786,United States of America,O,1-063-140-2176,653.0,Leclair,82.0,,Alcoa,3556 kerry avenue,,3.0,156844.0
NJ,U,3.0,0.0,3179017.0,T5a 1t6,Oshawa,KAROLA,,Cos3787,United States of America,O,1-406-537-1369,303.0,Cosburn,94.0,M,Public Storage,16336 norwalk road,,5.0,61504.0
Alberta,U,2.0,1.0,690194.0,91103,Pittsburgh,ANDRE,,dok3788,United States of America,O,1-205-827-7494,333.0,dokuzoguz,64.0,f,Hovnanian Enterprises,22577 international crescent,,2.0,60704.0
UT,M,4.0,2.0,,77046,Columbia,Brit,,man3789,United States of America,U,1-265-596-9775,487.0,manwaring,57.0,f,Pilgrim's Pride,295 pelan way,,0.0,287104.0
New Brunswick,U,5.0,6.0,2574795.0,t5d 1r1,Spokane,jud,,Sta3790,United States of America,O,1-783-557-4963,667.0,Starsdps,79.0,,Collective Brands,6488 applewood drive,,0.0,43904.0
ME,M,5.0,10.0,3854258.0,M1g 1p3,Moreno Valley,Gaffney,,wan3791,Canada,R,1-003-662-1164,702.0,wandscher,46.0,F,Collective Brands,10792 trail lake road,,1.0,313876.0
FL,M,2.0,4.0,753518.0,V6n 1t5,Memphis,Dorothy,,Gru3792,Canada,,1-967-731-3488,787.0,Gruszczynski,,,CBS,10513 BARBERRY NORTH,,1.0,354268.0
MS,M,2.0,10.0,1127820.0,m5g 1z2,Idaho Falls,cornelia,,Man3793,United States of America,O,1-993-871-2520,788.0,Manolios,21.0,,Moog,12695 westmere crescent,,3.0,285937.0
IN,W,0.0,,93745.0,06702,Saskatoon,muni,,Bat3794,United States of America,U,1-849-035-4699,776.0,Battershill,,,CarMax,13099 barberry west,,5.0,210429.0
British Columbia,M,0.0,2.0,3402817.0,77008,Hartford,Dollie,,LOC3795,United States of America,O,1-256-286-2227,496.0,LOCKARD,73.0,f,Viacom,7879 park hill court,,0.0,190784.0
UT,S,1.0,10.0,995982.0,91162,Tacoma,Zygmunt,,SEI3796,Canada,O,1-293-592-5455,690.0,SEIZ,38.0,,Amgen,4857 smith street,,2.0,107461.0
AK,U,5.0,1.0,409435.0,77074,San Antonio,Drusy,,Hin3797,United States of America,O,1-443-202-5437,313.0,Hinds,86.0,M,Valassis Communications,8357 buckeye west,,4.0,315923.0
Alberta,W,2.0,3.0,3860570.0,72227,Greensboro,suria,,Bez3798,United States of America,O,,350.0,Bezanson,34.0,m,Aramark,295 pelan way,,2.0,410933.0
NH,S,0.0,10.0,2507247.0,02135,Hollywood,shailendra,M,Ged3799,United States of America,O,1-445-775-7204,332.0,Gedeon,63.0,f,McGraw-Hill,12145 IRENE EAST,,5.0,389785.0
KS,M,5.0,1.0,1330805.0,92551,Vallejo,Gerben,H,eav3800,United States of America,O,1-596-576-5026,835.0,eaves,30.0,,Unified Grocers,23669 JACK NORTH,,0.0,381701.0
IL,M,1.0,10.0,287050.0,94164,North Las Vegas,LENEE,,Kor3801,United States of America,U,1-652-207-5924,836.0,Korea,77.0,M,National Fuel Gas,20706 DAWNVIEW LOWER,,3.0,413806.0
SD,,0.0,0.0,3643913.0,M5C 1V3,Pueblo,NANA,,God3802,United States of America,O,1-773-419-4762,674.0,Godowsky,6.0,,Pantry,6832 ATLANTIC PARK,,4.0,342498.0
OK,S,4.0,6.0,1651840.0,V6m 1p4,Santa Fe,Heike,,Hic3803,United States of America,R,1-726-431-9154,833.0,Hicks,21.0,,Mercury General,4040 lendon east,,4.0,441144.0
WV,M,3.0,3.0,3708109.0,36121,Albuquerque,Karlene,O,Mur3804,Canada,R,1-489-643-7074,821.0,Murphy-king,80.0,,Lincoln National,1630 lamboll crescent,,2.0,449603.0
Newfoundland,S,5.0,4.0,2717434.0,37926,Norfolk,DAMARA,G,Mck3805,Canada,O,1-219-649-0533,332.0,Mckeone,70.0,m,Alpha Natural Resources,20062 carter court,,5.0,283507.0
TN,U,2.0,4.0,2426835.0,85098,Stamford,danella,,PAU3806,United States of America,O,1-005-140-9650,509.0,PAULETT,83.0,f,Del Monte Foods,11358 elle lee street,,3.0,294715.0
TN,M,2.0,10.0,1881660.0,52401,Henderson,arne,M,vel3807,United States of America,O,1-134-172-0969,758.0,velsher,15.0,F,Quanta Services,14362 reilly boulevard,,1.0,48014.0
WA,U,4.0,9.0,2358095.0,10132,Henderson,Marlee,,ste3808,United States of America,O,1-382-363-4410,502.0,stewart-guthrie,80.0,,Interstate Bakeries,18338 bailey park,,,453485.0
NH,W,2.0,10.0,2610144.0,94137,Buffalo,Arjun,,Stu3809,United States of America,O,1-814-078-9043,693.0,Stuckey,31.0,,Annaly Capital Management,3146 howser lane,,2.0,294846.0
OR,M,4.0,8.0,1062171.0,44134,Costa Mesa,THERESINA,,COR3810,United States of America,O,1-682-204-4111,483.0,CORPENING,,F,Flowers Foods,12718 spicebrush street,,4.0,125833.0
IL,M,0.0,9.0,351965.0,66119,Allentown,Tamarra,A,Gri3811,United States of America,O,1-401-920-9898,366.0,Grimshaw,36.0,F,Brown-Forman,19151 gibbes south,,0.0,74420.0
HI,S,4.0,7.0,104690.0,36191,Seattle,KIPPY,,TEL3812,Canada,U,1-187-173-1828,480.0,TELKE,83.0,,Auto-Owners Insurance,7168 SPECTRUM ROAD,,0.0,288263.0
Saskatchewan,S,0.0,2.0,1536925.0,V6J 1R3,San Francisco,Saswata,,Vea3813,United States of America,O,1-839-275-1850,343.0,Veals,19.0,M,Bon-Ton Stores,24555 REXFORD NORTH,apt. 619,2.0,101716.0
AK,W,,6.0,,v6p 1p8,Aurora,Dagmar,,Mal3814,Canada,,1-206-940-8397,356.0,Malta,5.0,,Electronic Arts,4679 furr avenue,,2.0,
MT,M,0.0,7.0,,h2b 1u9,Torrance,NANCY,,Sos3815,United States of America,O,,789.0,Sos,69.0,M,CC Media Holdings,21811 silver north,,5.0,422851.0
UT,M,5.0,3.0,3221211.0,10160,Stamford,solomon,Q,Che3816,United States of America,O,1-652-197-7391,429.0,Chen,31.0,m,Chesapeake Energy,14425 edgson drive,,4.0,36666.0
NM,M,1.0,7.0,2264660.0,79909,Winnipeg,Alfie,,Bri3817,United States of America,R,1-386-893-0040,564.0,Brindley,,m,Cardinal Health,21545 elm rue,,3.0,38979.0
Ontario,D,4.0,8.0,3212852.0,94492,Louisville,caty,A,Ume3818,United States of America,O,1-259-403-5478,388.0,Umeeda,93.0,,W.R. Berkley,12028 pardee rue,,5.0,325538.0
Prince Edward Island,M,1.0,6.0,1021685.0,71105,Rockford,ranga,C,PSU3819,United States of America,O,1-712-194-8621,368.0,PSUTKA,12.0,m,,22943 lee drive,,4.0,161311.0
Saskatchewan,M,2.0,10.0,3791481.0,72912,New Haven,Felton,,KOR3820,United States of America,O,1-473-486-2536,712.0,KORNACHUK,40.0,,J.C. Penney,7474 washington park,Apt. 38,1.0,208328.0
TX,M,1.0,1.0,3663795.0,H7f 1s7,Phoenix,Xylina,,Bei3821,Canada,O,1-433-742-1040,623.0,Beine,90.0,f,Rockwell Automation,21452 voss boulevard,,0.0,247584.0
WV,S,1.0,,491135.0,30317,Lowell,alasdair,,PIE3822,United States of America,O,1-855-208-0745,846.0,PIERSON,0.0,f,CHS,20839 hudson street,,2.0,
DE,S,3.0,5.0,2220509.0,E7O 1H7,Santa Fe,Woodline,H,DED3823,United States of America,O,1-722-034-7472,841.0,DEDAS,8.0,,Markel,1063 los altos north,APT. 192,4.0,449232.0
Nova Scotia,M,4.0,0.0,3876023.0,T5c 1s4,West Covina,MERRILL,,PEA3824,United States of America,R,1-648-730-5310,308.0,PEART,68.0,M,Celanese,22085 TRAVIS ROAD,,5.0,351472.0
Ontario,U,2.0,6.0,1912681.0,70818,Peoria,carilyn,,MAU3825,United States of America,O,1-134-439-0217,448.0,MAUNU,82.0,,AutoNation,15099 harvard lane,,1.0,20130.0
TX,U,2.0,9.0,2805997.0,99513,Mesquite,SADRU,F,ROW3826,United States of America,O,1-149-692-8404,426.0,ROWELL,25.0,F,GameStop,17026 DURAND NORTH,,3.0,49172.0
MA,S,0.0,2.0,276419.0,78206,Pueblo,Franklyn,,Sel3827,Canada,O,1-183-610-8011,603.0,Sellars,76.0,,Scholastic,21181 2ND RUE,,5.0,465260.0
SD,M,4.0,9.0,353027.0,V6T 1S6,Great Falls,Katey,B,SIM3828,United States of America,O,1-981-808-4556,850.0,SIMEONE,32.0,f,,9815 WITHERS LANE,,1.0,205453.0
WA,S,3.0,5.0,3723662.0,64182,Hollywood,rosalie,,cos3829,United States of America,O,1-230-318-0498,488.0,costadimas,37.0,m,WABCO Holdings,11294 madison crescent,,3.0,493655.0
MD,M,3.0,5.0,2847460.0,M1I 1R7,Plano,Radames,,Cor3830,United States of America,O,1-218-486-8629,446.0,Corace,0.0,F,Hawaiian Electric Industries,3683 JAY DRIVE,Apt. 736,5.0,40951.0
MN,S,4.0,4.0,2859405.0,H5J 1R3,Miami,Emmie,,Did3831,United States of America,O,1-106-294-0164,507.0,Didio-duggan,21.0,f,New Jersey Resources,3647 crumley boulevard,,4.0,98722.0
KS,M,0.0,9.0,74716.0,H2F 1X5,San Francisco,SALAIDH,,Kec3832,Canada,O,1-182-704-1353,566.0,Kechichian,4.0,F,YRC Worldwide,23402 MILLER COURT,APT. 288,1.0,149780.0
NM,U,0.0,7.0,3493117.0,44121,San Jose,Alli,,Ber3833,United States of America,R,1-541-140-1377,730.0,Berteau,59.0,,Circuit City Stores,22823 burgoyne boulevard,Apt. 324,4.0,279421.0
UT,U,0.0,1.0,2331899.0,60785,Jacksonville,Klazien,G,dor3834,United States of America,O,1-412-352-2012,692.0,dorn,73.0,,Itron,13585 HILLTOP EAST,,3.0,118936.0
GA,M,5.0,3.0,3728042.0,37406,Hialeah,Hilliard,P,arm3835,United States of America,O,1-478-054-7985,490.0,armstrong,65.0,,Olin,14770 TARTAN UPPER,,4.0,158726.0
CT,S,5.0,5.0,3637311.0,60654,Winnipeg,Katrina,,tim3836,United States of America,O,1-240-249-7550,434.0,timmerman,20.0,,Newell Rubbermaid,3561 HILLTOP LOWER,,1.0,416174.0
MT,S,0.0,0.0,3684540.0,22213,Durham,Nad,,Mal3837,United States of America,R,1-674-285-6196,382.0,Malizia,74.0,,VF,8268 CLIFFBROOK BOULEVARD,,3.0,195832.0
WA,M,1.0,0.0,3955555.0,60665,Sudbury,ORELEE,,Ryd3838,United States of America,O,1-057-461-8897,464.0,Ryder,91.0,,AnnTaylor Stores,22683 verde upper,APT. 858,2.0,26350.0
Quebec,U,2.0,,1602215.0,94389,Manchester,DIMITRA,,SEL3839,United States of America,O,1-873-275-8081,570.0,SELIC,25.0,M,Charter Communications,3489 silver sage west,,0.0,185352.0
OR,M,4.0,2.0,654013.0,H2a 1y5,Escondido,cymbre,M,STE3840,United States of America,U,1-996-167-4686,706.0,STEEDE,46.0,,,22097 penmar avenue,,0.0,420546.0
AZ,W,5.0,7.0,379684.0,M9E 1S9,Washington,Zdenek,,Izi3841,United States of America,O,1-354-412-9002,505.0,Izique,77.0,F,Valassis Communications,12454 neilson lane,,0.0,358745.0
Manitoba,U,3.0,9.0,2601096.0,X5f 1u5,Springfield,Marce,H,Fro3842,United States of America,O,1-929-877-0764,687.0,Frodsham,93.0,f,Sealed Air,12727 HAYDEN CRESCENT,,4.0,474590.0
GA,S,2.0,4.0,170906.0,73144,Cedar Rapids,Esther,,Men3843,United States of America,O,1-591-177-9817,582.0,Menzel,62.0,,KBR,19156 cherry bend upper,,5.0,91643.0
NH,M,0.0,3.0,1614723.0,T5b 1m3,Torrance,TINEKE,,Bus3844,United States of America,O,1-102-929-9677,,Busko,93.0,M,Avnet,15917 scanlin east,suite 459,1.0,
TN,U,4.0,,3141717.0,28311,Des Moines,KENDRA,,Wei3845,United States of America,O,1-811-612-1190,485.0,Weitz,1.0,,Kansas City Southern,13689 GULFTON DRIVE,,,277979.0
FL,D,3.0,10.0,2594540.0,50323,Anaheim,Lynett,L,Cle3846,United States of America,R,1-620-412-9037,685.0,Clegg,42.0,,Tech Data,24555 rexford north,,5.0,70176.0
NE,S,0.0,4.0,2227290.0,V6l 1v8,Shreveport,Tayeb,,Win3847,United States of America,O,1-934-158-7897,492.0,Windsor,13.0,F,U.S. Bancorp,2328 GRACIE AVENUE,,5.0,267081.0
MT,,3.0,7.0,519103.0,H6A 1Y8,Miami,MARTELLE,,Soh3848,United States of America,O,1-327-461-7717,801.0,Sohal,10.0,m,Liz Claiborne,6769 pasadena upper,Suite 405,3.0,117882.0
FL,M,0.0,8.0,2412460.0,05401,Lubbock,felicdad,,She3849,United States of America,O,1-425-446-7537,310.0,Sherow,84.0,,Kraft Foods,1322 oasis drive,,4.0,215564.0
MT,S,2.0,5.0,,V6T 1Q1,Costa Mesa,meriline,,Caw3850,United States of America,R,1-020-064-5168,682.0,Cawley,68.0,,eBay,13888 kegleman west,,3.0,397315.0
AR,D,1.0,8.0,858455.0,98182,Oakland,VASU,,Jew3851,Canada,O,1-807-429-1321,337.0,Jew,32.0,,Prudential Financial,3624 shelter way,,0.0,251895.0
OK,U,1.0,2.0,2787342.0,T6a 1i8,Hay River,brande,K,STA3852,United States of America,O,,816.0,STARSDPS,42.0,,Moog,12845 tully north,,4.0,111248.0
KS,M,5.0,4.0,1839144.0,53742,Bakersfield,Heleen,,Mod3853,United States of America,U,1-840-381-3691,754.0,Modafferi,61.0,m,Cincinnati Financial,20493 hirsch lower,,0.0,253682.0
TX,U,2.0,3.0,70653.0,80190,Santa Ana,Alfie,,Bor3854,United States of America,O,1-151-989-4875,592.0,Borozny,80.0,,Time Warner,3261 henderson south,,4.0,482631.0
HI,D,2.0,10.0,176534.0,B8B 1Z6,Tucson,ZACK,,COR3855,United States of America,O,1-384-061-1944,703.0,CORR,42.0,,Pilgrim's Pride,18087 gardener upper,,4.0,368947.0
WY,U,3.0,5.0,1253228.0,06510,Chandler,Monroe,,Nis3856,United States of America,O,1-327-748-3717,548.0,Nishida,47.0,,Boyd Gaming,10176 pinesap court,,2.0,279975.0
British Columbia,U,5.0,2.0,3280715.0,80216,Modesto,JUNK,F,qui3857,United States of America,R,1-815-535-6822,689.0,quintero,3.0,M,Greif,19156 cherry bend upper,,,284703.0
MD,M,4.0,7.0,2360813.0,31907,Winnipeg,dyanna,,Bac3858,United States of America,O,1-276-532-9869,583.0,Bachmann,28.0,F,Chemtura,13588 davie east,,4.0,389072.0
CT,M,0.0,6.0,3261168.0,95403,Calgary,car,,Beh3859,United States of America,O,,,Behlen,67.0,m,United Natural Foods,13829 SANDPOINT PARK,,5.0,10312.0
New Brunswick,S,4.0,5.0,3543582.0,20037,El Paso,Laura,,FON3860,United States of America,O,1-218-511-9759,637.0,FONTANILLA,19.0,,Prudential Financial,8046 creekmoor south,,1.0,45223.0
TX,M,4.0,10.0,3553513.0,91326,St. Petersburg,DIDANI,J,sle3861,United States of America,,1-477-362-1457,478.0,sleeth,99.0,,Delphi,5398 collier crescent,,1.0,284105.0
Ontario,U,5.0,9.0,2182659.0,85747,Plano,RAJINDERPAL,J,LAN3862,United States of America,O,1-762-213-3610,384.0,LANOSZKA,36.0,M,American Financial Group,9473 powers way,,4.0,62602.0
British Columbia,M,0.0,3.0,3900802.0,10009,Milwaukee,drusie,,Bea3863,United States of America,O,1-531-410-9458,760.0,Beatty,37.0,,Anixter International,4506 harris crescent,,3.0,263510.0
MI,D,3.0,10.0,879138.0,V6T 1U9,Lowell,Betsy,,rei3864,United States of America,O,1-521-001-7188,814.0,reiser,55.0,m,Allegheny Energy,15866 archer boulevard,,5.0,371933.0
IA,M,1.0,9.0,1753731.0,M5B 1X6,Anaheim,Burgess,,Cha3865,United States of America,U,1-451-674-9663,665.0,Chapman,61.0,,Monsanto,2882 WHISTLER LANE,,1.0,462898.0
Manitoba,U,3.0,3.0,2807626.0,35262,Rapid City,colm,,Isk3866,United States of America,R,1-840-921-7902,655.0,Iskra,19.0,f,,6691 ocean rue,,1.0,168370.0
NV,,3.0,4.0,,23453,Topeka,DARBIE,,DE 3867,United States of America,O,1-500-635-2980,433.0,DE BEAUMONT,73.0,f,Amgen,8921 rampart court,,5.0,128841.0
SD,W,0.0,2.0,2682714.0,10077,Fayetteville,Kellina,,Del3868,United States of America,O,1-765-688-1000,642.0,Delahay,59.0,f,Jarden,16488 yohan avenue,,4.0,134679.0
IL,D,4.0,0.0,3593836.0,E7o 1f6,Austin,arts,B,Fra3869,United States of America,O,1-891-143-3987,741.0,Frampton,62.0,,Coach,19873 WRIGHT AVENUE,suite 114,1.0,178966.0
DE,D,2.0,0.0,848352.0,v6z 1u6,Pembroke Pines,elisabetta,K,Rei3870,United States of America,O,1-367-934-3770,416.0,Reichow,26.0,,Mutual of America Life,24713 SANDERS DRIVE,,4.0,255559.0
ND,S,2.0,10.0,3595777.0,78420,Sunnyvale,cheslie,H,Pea3871,United States of America,R,,438.0,Pearson,58.0,,Symantec,12491 carroll boulevard,,0.0,275450.0
PA,M,5.0,5.0,2670129.0,35804,Missoula,Celyne,W,Hox3872,United States of America,O,1-811-369-4798,516.0,Hoxie,82.0,,Ametek,21747 durden drive,,0.0,284488.0
KS,W,5.0,5.0,3662382.0,53765,Providence,Joydeep,S,har3873,United States of America,O,1-329-682-8868,339.0,harter,37.0,f,Moog,13506 lyle west,,5.0,386187.0
WY,S,3.0,4.0,1199647.0,E7o 1h5,Worcester,dave,J,ACZ3874,United States of America,O,1-013-905-7677,729.0,ACZEL,49.0,M,Imation,24224 bolton upper,,4.0,271085.0
Saskatchewan,U,3.0,,,V6i 1q3,Garden Grove,nomi,,Bow3875,United States of America,O,1-818-571-9769,339.0,Bowes,17.0,F,Vought Aircraft Industries,6696 CAPITAL LANE,,1.0,65303.0
MT,D,2.0,,2885068.0,77092,Dover,Andriette,,BOW3876,Canada,O,1-088-806-9059,340.0,BOWDEN,65.0,M,Cabot,13622 houston way,,5.0,416339.0
NV,,0.0,5.0,360789.0,H2c 1x4,Philadelphia,Naomi,N,XAV3877,United States of America,O,,704.0,XAVIER,75.0,F,SunGard Data Systems,23366 harris way,,1.0,69721.0
ID,M,1.0,6.0,2729238.0,r3a 1n3,Oklahoma City,Maisie,,Van3878,United States of America,O,1-058-412-8314,467.0,Van hoy,100.0,F,E.W. Scripps,4806 crystal hills street,,5.0,485917.0
NY,,,10.0,859492.0,10046,Allentown,OMAYMA,Q,Smi3879,United States of America,O,1-502-878-4242,722.0,Smithdeal,93.0,,Marathon Oil,909 sienna drive,,2.0,350425.0
VA,S,3.0,8.0,367593.0,91216,Sherbrooke,TXP,,RIC3880,United States of America,R,1-863-751-1470,302.0,RICHMOND,20.0,f,Stryker,21122 wesleyan east,,2.0,413022.0
SD,M,4.0,9.0,2233443.0,V6t 1v8,Savannah,DANIELE,,Koo3881,United States of America,O,,580.0,Koolstra,9.0,,Total System Services,1584 EMMONDS RUE,,1.0,54119.0
VT,S,4.0,4.0,830213.0,06703,Durham,SEDIGHEH,W,gun3882,Canada,R,,511.0,gundecha,90.0,,Questar,24985 royal avenue,,1.0,13311.0
HI,M,2.0,5.0,332338.0,98662,Providence,Starr,P,Fox3883,United States of America,O,1-592-782-2932,520.0,Foxworthy,54.0,,Alliance One International,11833 applewood east,,1.0,215228.0
VT,U,5.0,3.0,368931.0,74153,Thousand Oaks,jean-normand,,Kes3884,Canada,O,1-235-978-1596,313.0,Kessing,54.0,m,Sealed Air,15065 bellaire crescent,,0.0,131014.0
NJ,,2.0,0.0,2535264.0,78526,Pomona,Marlyne,V,ess3885,United States of America,O,1-229-312-2473,779.0,essig,31.0,f,AECOM Technology,6480 ROCKHILL CRESCENT,,1.0,276435.0
NE,U,2.0,6.0,1361087.0,90877,Oshawa,Karlyn,,Wea3886,United States of America,U,1-263-130-0488,830.0,Weathersbee,16.0,,Regal-Beloit,3384 SMITHDALE CRESCENT,,4.0,277758.0
ND,S,4.0,5.0,1613720.0,48271,Montreal,Steve,,Sch3887,United States of America,O,1-400-337-8019,711.0,Scheible,60.0,f,Century Aluminum,14285 kimberley south,Apt. 76,0.0,166826.0
MD,M,5.0,4.0,1781858.0,94279,Carrollton,Helsa,A,Ast3888,United States of America,O,1-190-461-6643,457.0,Astorino,8.0,f,YRC Worldwide,24050 ESSINGTON EAST,,2.0,145725.0
CO,W,4.0,8.0,2791865.0,S7c 1n8,Chesapeake,Melinda,Y,Sid3889,Canada,O,1-914-791-7334,595.0,Siddall,56.0,F,Penn National Gaming,7776 inwood lower,Suite 28,4.0,405488.0
AZ,M,5.0,4.0,2979142.0,V6g 1u1,Elizabeth,Ellette,A,Yak3890,United States of America,O,1-975-686-4201,637.0,Yakibchuk,3.0,,Northeast Utilities,14753 ankara north,,1.0,133659.0
CO,,5.0,8.0,377320.0,67205,Phoenix,Janos,J,Nor3891,Canada,R,1-763-255-8217,738.0,Norwood,2.0,f,Teleflex,24411 coit park,,3.0,403219.0
AK,M,5.0,2.0,2373015.0,10128,Fayetteville,MARISKA,,Gru3892,Canada,O,1-105-707-5050,753.0,Gruber,88.0,m,Costco Wholesale,18207 CONLEY SOUTH,,0.0,348691.0
ID,S,5.0,4.0,3876229.0,85269,Omaha,samia,,pls3893,United States of America,O,1-980-975-5706,573.0,plssup,41.0,m,Xcel Energy,2761 trafalgar east,,5.0,464643.0
NY,M,4.0,0.0,2449825.0,t6b 1f3,Allentown,Fawne,,bij3894,Canada,,1-633-373-1097,672.0,bijjani,52.0,f,Affinia Group Intermediate,7788 holmes east,,1.0,149148.0
MT,M,5.0,2.0,3049513.0,94661,Brownsville,gloria,N,Cri3895,United States of America,O,1-768-666-4510,609.0,Cribbs,15.0,,Parker Hannifin,6696 CAPITAL LANE,,3.0,184736.0
KY,D,3.0,4.0,2375253.0,74127,London,Fernando,,Muk3896,Canada,R,1-853-368-8479,350.0,Mukai,100.0,,Gannett,10991 roseman road,,4.0,482748.0
DE,S,,0.0,,t6a 1h8,Allentown,JANAYA,,mcc3897,United States of America,O,1-360-443-7018,463.0,mccready,70.0,,Newell Rubbermaid,16415 four winds crescent,,3.0,212523.0
SC,M,0.0,0.0,2646002.0,h6d 1y3,Tucson,KALEENA,,bir3898,United States of America,O,1-021-655-0829,517.0,birk,32.0,M,Coventry Health Care,4857 smith street,,0.0,418533.0
IN,D,4.0,1.0,1136767.0,90257,Victoria,DURALI,,GUI3899,United States of America,,1-267-719-3740,449.0,GUINNANE,80.0,,MDU Resources Group,22594 reagan park,,4.0,497476.0
CA,M,5.0,,1324485.0,v6n 1s9,Riverside,Hsieh,A,ben3900,United States of America,R,1-838-092-4224,394.0,benchimol,100.0,,,10479 WHITTINGTON RUE,,4.0,473084.0
MD,U,0.0,3.0,2078134.0,99676,Charlotte,IRA,,COV3901,United States of America,O,1-643-328-5107,509.0,COVINGTON,6.0,f,Zale,8774 crestline avenue,,5.0,220065.0
MI,,5.0,8.0,91450.0,77108,Sudbury,randy,,Bho3902,United States of America,R,1-441-458-8686,836.0,Bhoday,15.0,m,Aleris International,7193 murray south,,0.0,87849.0
ME,M,1.0,7.0,2755178.0,m5f 1y3,Winnipeg,Stoddard,D,WIL3903,United States of America,O,1-846-316-8097,396.0,WILLIS,49.0,m,Avon Products,17750 summer crest north,,1.0,82316.0
SC,S,5.0,0.0,1440455.0,99654,Tempe,robbi,,FRA3904,United States of America,O,1-502-134-4049,372.0,FRANKCOM,53.0,,Vectren,512 northland street,,2.0,273497.0
AL,U,2.0,2.0,3349714.0,78420,Rancho Cucamonga,Binnie,,bir3905,United States of America,O,1-486-876-9883,413.0,birtch,66.0,f,Analog Devices,21889 west court,,4.0,282351.0
AR,M,2.0,0.0,3019581.0,53723,St. Catharines,anne marie,I,FRI3906,United States of America,O,1-804-620-6818,821.0,FRIERSON,41.0,M,Weyerhaeuser,4040 lendon east,,3.0,113830.0
VA,W,3.0,0.0,2647195.0,93820,Knoxville,KIPPIE,V,KRI3907,United States of America,O,1-907-455-0581,639.0,KRIZ,13.0,,Liberty Media,14324 waverly lower,,0.0,194304.0
Manitoba,D,2.0,6.0,1918730.0,t6b 1k8,Raleigh,Marie-andree,,Eri3908,United States of America,O,1-130-136-5098,830.0,Erickson,26.0,,Thomas & Betts,22026 vickery street,APT. 78,1.0,102159.0
OH,M,5.0,6.0,3736822.0,92170,Irvine,Melamie,,Sho3909,United States of America,O,1-424-597-8300,368.0,Shoaf,,,Steelcase,9239 gessner way,,4.0,311142.0
KY,W,2.0,3.0,976614.0,35872,Hay River,Letta,,Nic3910,Canada,O,1-018-018-7407,305.0,Nicosia,68.0,,Coca-Cola Enterprises,7629 windchime east,,1.0,342202.0
NE,D,3.0,2.0,2097622.0,32254,Syracuse,Debadeep,D,she3911,United States of America,U,1-288-551-4212,438.0,sherrill,97.0,M,PNM Resources,5441 ETHRIDGE LOWER,,5.0,233113.0
TN,U,3.0,3.0,,85745,St. Paul,teresa,C,FRO3912,United States of America,U,1-448-685-9720,,FROBISHER,37.0,,AutoZone,22849 lacornia rue,Apt. 426,2.0,440435.0
