AgencyID,Employer,NumberChildren,CreditRating,NumberCars,AddressLine2,PostalCode,Gender,NumberCreditCards,FirstName,Income,Phone,AddressLine1,MiddleInitial,City,LastName,State,Country
Hel4701,Darden Restaurants,4.0,829.0,2.0,,19109,,4.0,Toinette,353802.0,1-728-033-2391,6822 manor lower,Q,Santa Fe,Heller,Newfoundland,United States of America
edm4702,American Eagle Outfitters,0.0,392.0,1.0,,93846,M,8.0,Alejandra,155968.0,1-888-221-5291,11886 QUENTIN WEST,,Cincinnati,edmison,British Columbia,Canada
Per4703,McDonald's,3.0,695.0,5.0,,22209,f,7.0,GIZELA,184085.0,1-169-953-9881,21891 dewey street,,Vancouver,Perryman,TX,Canada
Tal4704,Zions Bancorp.,0.0,427.0,4.0,,77167,,2.0,Perl,431638.0,1-509-558-5630,13215 CLARA LANE,,New York,Talbott,DC,Canada
Kon4705,ArvinMeritor,3.0,767.0,4.0,,T6b 1k1,m,,levy,120199.0,1-517-783-5356,15960 worley court,W,Sioux Falls,Konarski,NH,United States of America
bla4706,,0.0,585.0,2.0,,46230,,6.0,VALENE,441426.0,1-332-339-3802,6907 ferncliff crescent,X,Cedar Rapids,blazer,RI,United States of America
Hic4707,Peter Kiewit Sons',1.0,519.0,0.0,,28304,,2.0,SIMONNE,311283.0,1-100-464-6725,16104 bedford boulevard,,Halifax,Hickox,NM,United States of America
ing4708,AGL Resources,2.0,539.0,0.0,,H5L 1P9,M,3.0,Hing,172152.0,1-786-653-8879,13652 westerley drive,R,Hialeah,ingram,Saskatchewan,Canada
Mcq4709,Enbridge Energy Partners,4.0,422.0,2.0,Apt. 245,10133,M,5.0,Faizal,161628.0,1-931-238-6598,20916 california north,,Montreal,Mcquaid,Manitoba,United States of America
Kro4710,Huntington Bancshares,5.0,460.0,3.0,,94617,,10.0,Beatrix,89526.0,1-063-482-5874,20902 ashley avenue,M,Salem,Krowlek,SC,United States of America
Adi4711,Qwest Communications,4.0,368.0,1.0,APT. 653,T5D 1Y4,,6.0,Elza,,1-746-271-6299,2023 reynolds street,J,Yonkers,Adimari,ME,United States of America
Sal4712,General Dynamics,0.0,394.0,1.0,,61112,,10.0,katrina,286967.0,1-448-228-1555,17536 frostwood crescent,Z,Fargo,Salkok,MT,United States of America
gor4713,Qualcomm,1.0,390.0,,,75046,,0.0,Blondell,499458.0,1-261-883-1388,8104 BARBERRY LANE,,Reno,goricanec,DC,Canada
Bos4714,Southwestern Energy,2.0,,4.0,,t5c 1r7,f,10.0,MATELDA,283305.0,1-362-596-5881,23402 miller court,,Long Beach,Bosch,MO,United States of America
cal4715,MeadWestvaco,,764.0,4.0,,V6B 1U6,f,0.0,Halie,78146.0,1-292-853-3873,19188 halliswood west,,Grand Prairie,calva,MD,Canada
Did4716,Cisco Systems,0.0,304.0,0.0,,93800,f,8.0,Rchisn,84125.0,1-304-982-1864,4861 cartlett south,L,Chattanooga,Diduch,Alberta,United States of America
Lie4717,Comcast,5.0,663.0,4.0,,V5b 1p6,,3.0,Michiel,420803.0,1-955-696-8022,2284 northshore boulevard,,Sudbury,Lieure,FL,United States of America
Mcq4718,BMC Software,5.0,308.0,,,78779,,0.0,Maryanne,92203.0,1-583-805-4145,17148 jay court,,Lubbock,Mcqueen,NE,Canada
BRI4719,W.W. Grainger,1.0,555.0,0.0,,H5L 1R7,,0.0,Dorolisa,353122.0,1-042-197-1268,15404 queen street,W,Iqaluit,BRINDLEY,MS,United States of America
dia4720,UnitedHealth Group,5.0,597.0,1.0,,T6a 1g4,,,Pankaj,20815.0,1-101-094-9944,6920 cherokee north,,Pueblo,diaconu,WY,United States of America
RAP4721,Energy Transfer Equity,3.0,821.0,3.0,,M5E 1W2,,3.0,FAUN,26665.0,1-234-769-9512,14930 GRIFFIN UPPER,,Frederick,RAPHAEL,HI,United States of America
RIC4722,Occidental Petroleum,1.0,507.0,5.0,,B1c 1w7,,1.0,Quon,262422.0,1-438-678-7453,23128 ROSWELL CRESCENT,,Lewiston,RICKETSON,ID,United States of America
Dou4723,Pantry,3.0,674.0,,,48907,M,2.0,Earl,187594.0,1-339-305-1671,18651 spicebrush rue,L,Fontana,Doublesin,Quebec,Canada
mec4724,National Fuel Gas,2.0,653.0,5.0,,10236,m,10.0,mitsuko,417031.0,1-119-642-5313,4382 WISTERIA AVENUE,,Albuquerque,meckler,ID,United States of America
gla4725,Beacon Roofing Supply,0.0,516.0,,,99687,f,1.0,Jeremy,372305.0,1-293-284-6725,11618 JACK NORTH,,Topeka,glast,SD,Canada
Dur4726,PepsiAmericas,0.0,769.0,2.0,,94163,,9.0,Ginn,264635.0,1-345-045-6251,14675 kiel west,U,Kitchener,Duran,OK,Canada
WHA4727,PerkinElmer,0.0,825.0,4.0,,90145,,5.0,CELINA,333225.0,1-674-105-7625,14656 COFFEY RUE,,Lewiston,WHATLEY,MO,United States of America
Qaq4728,PPG Industries,2.0,371.0,5.0,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar,oartzgnma,f,5.0,Lbfio,359751.0,1-473-591-0607,RTNIPNRFHPBJDDTGERKVHBBVUMKQYMZJNCBATKUHXIDZPXZK,c,Lancaster,Qaqpwdhmtp,MA,United States of America
Kog4729,Travelers Cos.,4.0,524.0,1.0,LMOJZGZCQNPQPHIIGIOPEWCKS,Xvxca,f,5.0,pxxxaiezsk,123301.0,1-596-835-4182,,A,New York,Kogzdompevtemitcfbpmepjjkcxgy,MS,United States of America
XNP4730,Pentair,0.0,728.0,4.0,Ebwuxsajvnvfczp,Sbbhkowpnpa,F,10.0,KWJNLXBBJZTVFSZMWBCZPP,123424.0,1-346-911-3391,bwfuvsactkyxgvnpbbigymbmiewelfliemkudmnacszmuymshpfmgegvecb,,Warren,XNPKYSCFWJEX,WY,United States of America
Gtd4731,Southern,2.0,351.0,2.0,Kvwlkoqdrwxcpgntcuztnzpg,Ppqubfeuww,,3.0,QZEXC,499739.0,1-863-337-8643,Ghxanzazdizjdippdsxanfdgyigikdaesseffpppdoactegioirzzjltv,,Hay River,Gtdhqgnaderbkhzhipy,AZ,United States of America
PTB4732,Celgene,1.0,467.0,5.0,Iombaqavaazhdozk,xmlnuqb,,5.0,GTNIW,140857.0,1-965-360-8827,vismlfmwqphnrorytxentzfeighdaxzvdvsnfaojhcdfuglphgbmzowrekcjnqbbrlackahmfoacno,,Brownsville,PTBQBPANEIIHFFTFQMEBN,Prince Edward Island,United States of America
BBK4733,Arch Coal,4.0,833.0,5.0,DYQXVTEXAVEUIDWOAYFPLNELMYOC,HBESVDT,,5.0,TQWEXPNPTZJPAFRUJ,327231.0,1-260-801-4912,mffjjwulmxrjcwluaweudvislcsemaxzsvtonqkkwyqgbzsdcfnvry,C,Miami,BBKNOJJMKTYHYPGE,WA,Canada
Tth4734,Becton Dickinson,0.0,483.0,5.0,Vgotvajucsipqwgetehksl,tucejqcf,,1.0,Zwurzqqwhno,289849.0,1-353-844-6825,puggxlvjskuvmijmckkldmhytlwupkovtlpcwrbsuwcjolgxiig,Q,Burlington,Tthsocfykdaesk,KY,United States of America
Olf4735,,1.0,478.0,0.0,Anwxxdbmvzooffvcrgeeidfoajvneciukrghlbus,eepkjls,,,vipetlc,333759.0,1-572-975-3479,YSSXXAIMPCAOFONNNHYJHVDBZLWCA,,Seattle,Olfrvaqxoabccgqaewmrryfbka,IA,United States of America
Rjv4736,Constellation Energy,4.0,767.0,3.0,Itggndsphrkvilxupsbnjnsbjklhtixiqygscqyhimnpgxcnyueisiwjwsejakkj,TEFRQKN,f,6.0,Jvihmkmpsvdmqkgnzwkhpvdgr,498765.0,1-444-440-9209,chdxkvytntfhqjfqugzbukbonpndnh,,St. Catharines,Rjvooicbxegkmjlnaccxeumxdsujfv,NH,United States of America
her4737,Marsh & McLennan,1.0,482.0,1.0,thvpimuuhrraqrvguhifzhaindhsgyqzlkjkvbexor,PWXIE,f,8.0,Upewrw,421913.0,1-620-258-7019,Wjaqdyfonckbhyawagfijvskxbyewudfitychd,,Dawson City,hercfzpaurhswt,RI,
QWM4738,General Growth Properties,3.0,319.0,5.0,QVRJIWQBIKG,,F,6.0,Ylojswilyeemtiqyy,151041.0,1-964-550-6411,Zixujdcpiyljgadhpckjfodenflisydfvxk,,Flint,QWMWXHJLQ,WV,United States of America
XLN4739,Dana Holding,3.0,400.0,2.0,PQJUCDAKSVANESUAZNMOYFKCFZ,Rmpsfwcig,F,4.0,AIHXVAIDQVTZWETTDU,344390.0,1-477-101-1361,LWDTRPKAJOTQGEOSCOKMMDFLBKXSWTPRYHHOGNCVZKWKIJENWZNUXUJAPXYIEHNACGRMNEJQS,M,Huntington Beach,XLNUMB,NJ,United States of America
VRH4740,SunTrust Banks,5.0,615.0,,Gdwmiwajnzogttpqhrxollelvpgihdhvkfldxefgtmdydqcktyvuqqpkxhhwtr,njwijgs,,,Aefbqml,2734.0,1-079-368-7798,CVCGDGYBJT,J,Fullerton,VRHOAUBREZPXJTUPJQWYDXMQCN,MN,United States of America
WGZ4741,NuStar Energy,,581.0,0.0,ujclrynlfcxwaqvlqgecpksbjjxtvhqnbdlcnzfijlaglhwvatkvzkodnjgqpjfalsuxjz,Ywulf,,2.0,Fcwnhevbudrmewlhgnqbdf,468185.0,1-900-974-9726,Hnbpddturhucblkpsagsbtgnfexuzaiivaogjvcxdekcekdwgr,W,Berkeley,WGZGWYIINQQXQAD,NH,United States of America
MTO4742,Valero Energy,4.0,799.0,1.0,SNZFOXGNWRRPHEPDQNFAQDMGREGNRDSSRXLMRCDQRKQXLXLDAB,SXZMCLCHJ,M,8.0,Tkrdsgrogpwdypvglydwmtqor,463648.0,1-284-586-0379,Lfbiekbxqrvdgiyxxnbroxynqccuosoalxduzcniuisxmxjmxflswuqqbfwguzsdvagyyqxsqs,B,Irvine,MTOFV,AL,Canada
Bci4743,Targa Resources,1.0,768.0,1.0,euiorionjhogyappcdamm,Xgtpwzpafboa,,10.0,dzoxdswekktufa,43975.0,,gsybvbtl,y,Washington,Bcimif,IL,
mpe4744,American Electric Power,4.0,773.0,,Xssadkcwnnzquwsjjwbbispoanqd,cvkcxvisqh,,3.0,Zmuwosc,468162.0,1-307-965-9866,gqebwtwrhhnerwzeovmkbgbbhera,,Sioux Falls,mpemseo,CA,United States of America
Xbq4745,Carlisle,3.0,638.0,1.0,FTDKHQHJUTSCASNKFBWZWBCWYDOYJJAZXKJVJDIYQDTCZAROCTH,Gtjvcdqqtp,m,3.0,HDFQYHUGTRRQBFVEGSDCBKU,395739.0,1-440-318-5480,leqqgzjtmsfdmaidjagmkpzvbnholnfgbwlwwouwchqrpgypufuqpi,,Coral Springs,Xbquymuzkcmc,NE,United States of America
Bqe4746,E*Trade Financial,2.0,517.0,1.0,RSPQAYDIOLRMYYMCNQXBLZFX,,m,3.0,dffstfpnkregclxx,412467.0,1-125-551-4429,OPOCVQLMOKMHQDRTQYFVKOMWTVBNMMDQOPZ,,Hamilton,Bqeltb,Manitoba,United States of America
jif4747,Progressive,1.0,721.0,5.0,OMVTVZOKRKESJGDXGASXKMXCHAC,Ionbt,,3.0,Ikghxbumijtroqwzeeap,,1-926-860-0190,Dqtjctalngisjyqiyuqsecamjdpmpuox,j,Lancaster,jifxknvlu,New Brunswick,United States of America
SKI4748,Solo Cup,0.0,301.0,2.0,SCNHUCZFAW,kmfhiotzok,,5.0,Qzxecnokzncy,199405.0,1-232-388-6615,Ycqojibjivyanplvxvwctrvvkxmhjprlihddjkyuzjipwspwkjajlxvzkewrusnptmeyblcbb,b,Fullerton,SKIRDW,WI,
Qda4749,Interactive Brokers Group,2.0,557.0,1.0,Eeqhjcwijduprguwziunszggmylwitznrlqralxstqud,ABEOU,,8.0,FCMDGBFKXMTJPBLDQTVKKMNW,232095.0,1-432-247-1265,Vzjwowaakxcqkzphdjpzbpudepkrvodxgjrwpvmgf,,Independence,Qdatzjvlfoynuynsxpcleck,MA,United States of America
rlm4750,Buildings Materials Corp.,2.0,345.0,4.0,Vcuowqiesisgpufuazjyaiagvygewxab,,f,3.0,ruqlinygssewsaxrleipafe,419954.0,1-034-028-4714,Pakmxecrdiylernzdvuvogytmwgkmjevofpczqtxamoktnjejdrsrm,,Henderson,rlmudsen,PA,United States of America
czc4751,,0.0,651.0,,SNTBAXIVPMRCGSFT,KJDWIQHWUO,,8.0,Rcqbiwqbkdhmetuloiqcxulrr,199018.0,1-432-095-5406,apxknqqjpgwnazwtgzbpuekmzfarlzcxcxpeynleaoiwzikummgfhmdanwnocpkpugfqxpasawxavgw,,Laredo,czccymsz,New Brunswick,
GGV4752,Rock-Tenn,3.0,324.0,5.0,MNMDJSEHZWIGNHDFUGYPWFGDPHMVRNSIIZIDMODPDWZBTAOKZDEV,Lmlagmua,,0.0,qblxdfxdlzfznpwmofmcfodasvc,359494.0,1-277-314-7505,Ezshjwfbegjadjcpugqwctwfstwrowwudfmwdcjvapns,U,Oklahoma City,GGVPYSPJNHHZBALQGLKXLEVSK,WV,United States of America
xzv4753,Spherion,0.0,369.0,5.0,KIEOD,DHWUDQMFEDTT,m,1.0,LSUOTXPFJEP,222207.0,1-339-579-3351,ebtovoxxihsegmtjsyhhbnroxfjkmzinmuk,s,Sandy,xzvprahrgexxcdzhmcgcoklksseb,RI,United States of America
Vkq4754,Alliant Energy,2.0,425.0,,Qtskozaytyzjnmbbgmcpnekvlylcafkwqqljklecotz,Kwcdev,,6.0,alidnmdydz,384766.0,1-813-737-7193,hmqiupwnaumccdodrgfuazlfkgcf,,Torrance,Vkqguauiujkngtnmbhj,VA,United States of America
Hzr4755,Itron,0.0,795.0,1.0,skuiquosijgeuh,cpteevoqr,,8.0,ELQHLOFAXJGHCEVCHK,229674.0,1-003-808-7989,Wqccskbhzcksphrozxhx,n,Lansing,Hzruxopykhsmcmmlnifxu,British Columbia,United States of America
Uho4756,E*Trade Financial,1.0,800.0,3.0,ZWARSURTEBLRUCSCPVMXCHONETEVNKXKWOSVSALXAKOKKLBQPLLSJNJAVDOILBLR,BWWIPXSRL,,5.0,Sfqsfkp,168959.0,1-788-493-3915,Ctqxfeoojsblzowgedjmanmwizfhhddwbvgkpknsxxogxmx,,Halifax,Uhorxjvdoictkgwkkuhvwthnqa,NM,United States of America
Slm4757,PSS World Medical,4.0,505.0,3.0,Pqazimgczydpxqrbfzqcugafmlibfokogxwjmevyolhimtfdjjpmhwcwqib,VLYFLPCQPBE,,0.0,Yzorifaxkc,120986.0,1-198-334-5765,Hlslfwflvohptfoasuoszcvbucvvmvmrjbosbwankbepppqnfolost,,Hialeah,Slmkktjhhnmvxrsqjtms,CA,United States of America
Vyq4758,Hewlett-Packard,3.0,617.0,2.0,Qbfpmdlkdzrtzkvxehehnghcnnk,gavqomgrfhmx,,2.0,CMVMLPPTLCSEDNMYFJR,207701.0,1-636-925-2740,XAWZFSHYAKGKWT,Z,Sydney,Vyqgk,WV,United States of America
IIA4759,Metals USA Holdings,1.0,791.0,1.0,Zaxgegegpjxehywttrrmmaeebrrdmgkupuvakxdwouyar,CQBJEEKNJBRJ,,9.0,GJCSW,247224.0,1-905-152-0339,GVZMFLEBOADCIZRXTRRRAXUVIZYMOVJEGCZDRFZEQFWZQMUYHEEDVQPQOYOROHGUJ,V,Chula Vista,IIADZCQX,TX,
HBF4760,Vornado Realty Trust,1.0,672.0,0.0,FNPSDYDZGKLHBTYPAYLSGNIJZCVNRUIAT,DJLMJABTSH,,6.0,TKLSAITZQKIOWFJXRAIKZSEWVAI,189582.0,1-025-416-9548,KPHEORSIGOAQAXPDN,c,Colorado Springs,HBFANBOQPESLQSQPIV,New Brunswick,Canada
DLG4761,Fleetwood Enterprises,0.0,723.0,3.0,VINFNWDRLONWVZDXKKZXIVAMUFMHXTBOOKBYKQGTNQFUMMYU,VFVDVQGOEH,M,6.0,JZKEUFIWWHPIYJWNTYJTDVTBEJ,217090.0,1-852-761-4971,Drlvxqujhclnzslemjskzdsjdrlwxzycjhkoebwqaphntndwjhujgcjpmzjcphieps,,St. Catharines,DLGJEMMBMDE,UT,United States of America
jih4762,Starwood Hotels & Resorts,3.0,430.0,4.0,,moyhcl,F,2.0,erlcxtphbrrbbyxautwvnpm,394758.0,1-881-383-4147,Tcjexlarzdtxsvjyngbulqsrbotmccbpwciqoegzqmtugcf,t,Huntington,jihsjrfatxwnsmfnezvofc,MI,United States of America
evt4763,Comcast,5.0,357.0,1.0,Xuqnaiohpbfqimqenwiwcaaamrnmwkeiugkzsfrgzvxesqclfrsioidvqjfqawurkpvmodmvwqawcmf,hlcchp,,3.0,cwsiirxfqqhcpuwhquwpuowa,290045.0,1-314-963-8357,Yiecphosbhhmkwgnjplutklazlujriiseaxzhpdecolwcymxltuxukjfwlhvadvalqrsicvyvuhoe,b,Bellevue,evtsa,NH,Canada
Qbq4764,Arrow Electronics,4.0,721.0,3.0,XJMMUYREOZBCFVTYBCGO,Qarelhd,,7.0,Vaodqcpjionkqlpwjrque,214129.0,1-095-557-5367,Xfrttxwzjcxqciltaeqjer,,Santa Clara,Qbqhytdptmtxnjeymz,FL,United States of America
tun4765,Hospira,2.0,711.0,1.0,IIHEWPHLNXSBNHNVGQYPXFDSTZANHLZTEFHNVPZSFM,Qsqxxxo,f,6.0,Bhiznrgnstwiuljgxkqhqghzea,51424.0,1-235-166-6388,SVZPYPRUMANZGEQIKAUASDNGUCTWXDIGVNNQOFMXGEEMAHMA,k,Philadelphia,tunhfdrrbwrrkegqnxcjwmeaorb,Saskatchewan,United States of America
AQO4766,State Farm Insurance Cos.,,568.0,0.0,Aypvkgbhikiwulirpharr,Adkkq,,1.0,Uspvkskl,352104.0,1-842-023-3239,,D,Baton Rouge,AQOXMVTTU,GA,Canada
NBE4767,Mirant,0.0,785.0,4.0,OANKGDOTMLRXOBKPKFPVIOQXTBYHCTPJKKAVTQHFRQBCCTJCAZOHQBHUEYUCLEAONWRGNDJKMOW,secbio,,4.0,FVBZONADUSBYBKBP,322999.0,1-863-751-1461,Bniqluvwqocxviafhgubufbpnyvutdmpehllpsmsdraxbvjuvbkmuzuwjq,,Atlanta,NBEXAMDDMBYUFXXKIWOX,RI,Canada
Wkt4768,Waste Management,1.0,789.0,,Tkmswuwsqsazjrgusgk,Ecpiidayjhw,,3.0,HKVOHMQZQKUXBYEXUPMDE,421001.0,1-960-017-7001,QTDKGTPHMQJAFJQIDLCXWCKBRBPLFISPBUSBBXPJTBQSZBDOVSRHRS,A,Palmdale,Wktzspenzcrklxhgbjtwapghzvdf,KS,United States of America
RQW4769,OGE Energy,1.0,323.0,0.0,,Kdtskjlrp,F,2.0,Cfkmdztjpzdhdwoljogbuxvfwuou,90016.0,1-879-079-4687,zizjgdxksarhw,r,Independence,RQWCVSTOHMFIPYCDIFVMIZMSHGRUOJ,Saskatchewan,United States of America
Gac4770,Valero Energy,2.0,810.0,5.0,nieshg,Ivqipfsngolg,,6.0,dzcurnkzgejwpuq,382751.0,1-251-194-3546,EISRPMLENLOMJZSPBJQKSBWZMZKDILICNSVNWIZFTPKAJ,,Orlando,Gacgsyawkwlkvjiowmnsns,MO,Canada
wnn4771,Northern Trust Corp.,3.0,507.0,,ARKVFESHHEZMTE,Iexkcu,M,7.0,CUVZEQCFCPLERPLWPGRVZEUCTLN,52098.0,1-297-731-0806,DMWHZXTHHCFRPAMXZFGHVJFCCOTDM,,Grand Rapids,wnnlgkmcezlflqgwekf,OH,United States of America
Mxu4772,Cablevision Systems,5.0,470.0,3.0,Oqkerklvkqzhnjzincoxujboqilmqypiidsmjogsvqbcuc,Hfdpscj,F,7.0,IKDXBNDMSSNXNKPJ,54611.0,1-962-096-9446,Qekwhpaxhuuxfappcsdpbziyzeyxigbeukcqbmubqodzjutwq,,Cincinnati,Mxuwvcatathctkpzf,MS,United States of America
Ytn4773,Universal,1.0,321.0,4.0,uchtgofxtxemhwnzsxhodmgehdvcwsqy,lmpwapz,f,10.0,qjnhzcrcndgvzlrtivurzkb,296427.0,1-017-224-5280,cjzqdlpfksmqyk,N,Tempe,Ytnyjykkn,Manitoba,United States of America
OHQ4774,Amazon.com,0.0,313.0,2.0,QMXHKJHTLHRQZAGSKEUMXTHSZLSJPWVOMJG,ugbeatr,,3.0,Ddceavqgieiohddx,14911.0,1-929-493-2177,Kivcirdncabwrjkwftzwsbfirmbuofsqjyxftzy,,Halifax,OHQAHDNCYQKHCDSTIANYHEGKKX,NM,United States of America
Wjy4775,Rite Aid,3.0,561.0,1.0,Mlcvsnvnfafgdpsixnsbrgactrabdhkdytyfbjmhkwjoqqvyukgwizrszsgbdjal,tzcijbfirlbs,,1.0,Bznzyfnve,201428.0,1-877-120-6900,keqfeoxrfkojbahvswlymmuthtm,,Hayward,Wjysddxajxisgfnlizagzl,HI,United States of America
Ske4776,Thor Industries,1.0,476.0,4.0,Vumvfzpzqsugabexjkjaatbbeyzfduxgwrmnfbxdffyidvrqezwhhhxfijzcctxr,qryykulyaym,M,5.0,mdemeztjhbahkixnjkhpjkuqe,144435.0,1-374-043-5434,Kedqehremleetgwasoxwuodqnihodawkwytaokcgwdiinmotfmyeqkoftqcjoxiosltmcnshabrfutau,,Ottawa,Skerluhjdetcoqsthux,DC,United States of America
vqj4777,Newmont Mining,1.0,752.0,2.0,Ajnwzinivwjfsxnjvsnohzvhmbrcolydsgsdfncaijlwakeprdkjpotvahcakrtcdqatukemkebrg,Fulkt,,0.0,QDWJQKZKEDRNEBOGHRJDOFX,90628.0,1-075-008-9722,Gzovdlrkhaybpoyhdwacregdnyyewdrvwlmgdrvhdhjtephwpzlcvpqddu,V,Milwaukee,vqjxrz,FL,United States of America
clu4778,Holly,5.0,633.0,1.0,,Obdlslz,,1.0,KHOCMEVKAJOZSWD,77842.0,1-530-986-6567,Stvcmeztqifuuscmcmwdhltsgwivjtumousynlognypbpaotpvkbdqylifcmhfxlkotdakpvja,,Pembroke Pines,cluegokhxlpkjvblpwhqu,IA,United States of America
Kar4779,Sun Microsystems,1.0,843.0,1.0,adxjemvvhxoastvgwzwfuyfssiu,Ujlruc,,8.0,KHWYXOSGCBFGZYODFKHPIJMG,449874.0,1-152-266-8393,vmqooylxwuscevgthkeprcvyzqhcvvvmxxozuzxvokbwsyw,,Alexandria,Karllqxkdsjmcx,DE,United States of America
CFH4780,A. Schulman,4.0,413.0,3.0,lesltewinrbgkjwtinywyujswfcqwbtnldznmzmqcoqdcei,ovrid,,6.0,Sfjlogozydnnbmhuradcckysaer,200169.0,,Dlstrlmpgltucjlgssglzucygdbuprdkeain,,Orlando,CFHJZCDMNNAJBNA,RI,United States of America
wsk4781,Hasbro,2.0,524.0,1.0,Jtovenxsizupqcwbibpgpqbfjxiufrnnbiibnzkmwkxfsoowqkvgtptqglali,zpuljfoedbgv,F,0.0,xcaqatohexbbsrcyjqncksmtui,359586.0,1-725-743-8408,ijciyjybajdlhvxtnxxbjpfdfrtib,,Cedar Rapids,wskrlnhdxyifbisiuol,ID,United States of America
QFZ4782,Coach,1.0,849.0,4.0,GCYNTREHODBOQLSPOCIEANF,GJVGFYXN,m,9.0,Xualnxqlryaaofk,486414.0,1-326-915-4135,Aamhwyesxvvggvn,,Pittsburgh,QFZBUC,Alberta,United States of America
Vjs4783,Lennar,3.0,787.0,5.0,tdejwzacasqrmbfrvihhucwgqtooiisjvbttbpfykxfahmxjvesxnydjdoloasxmu,JHBKNAX,F,2.0,TEQIRRLDWIUKAFUUCZDQCXXNUMG,83630.0,1-780-720-2815,Lbepklezvuludquzqyttvhnwlzzqhxup,,Durham,Vjswwbbnlujrstuogiiwksny,CA,Canada
Mrz4784,General Growth Properties,,623.0,0.0,Jfmjfsnboqjxmeyzxrwhwedgcusiwshmhdezyhmxs,Jbbdhjdgp,f,3.0,iqzhexbgygaungtbiao,195656.0,1-972-786-1950,,,Thousand Oaks,Mrzapxygfujkydwruapfyevomdsg,MA,United States of America
TVB4785,Furniture Brands International,0.0,691.0,0.0,ocefz,Gfmovyqov,F,1.0,Ttfniyxhvpkjqqejayyftmzxlj,108454.0,1-346-704-5546,zzrivnsuisppqkv,,Fayetteville,TVBCSLNWPVRLEXIWSVIX,VA,United States of America
Gfq4786,Altria Group,3.0,492.0,0.0,Fvxnkfbtqkwqqhtenyfoganxpqvnfjoodsv,,,7.0,Udthxsmsuktgrtvcxmjuocwukuwbew,113893.0,1-670-016-0457,vxwqhypiltvbrlimcxusfgabegpkrmpzxzdgwbpvdthihjmvsblammcedawdm,I,New Haven,Gfqxrosxaw,WV,United States of America
Rqe4787,Jacobs Engineering Group,2.0,775.0,2.0,Xftybumizebsctrmyr,mepnfcmpwzf,,5.0,tnqdraipzgwu,487953.0,1-573-569-4369,Jcdbmypzmwaymaoigbbvhpqnbgkpylwcgbtgbjplfhgdwymgibvwfsm,Z,Montreal,Rqepojxeemax,ND,United States of America
byf4788,Dr Pepper Snapple Group,0.0,340.0,4.0,dzhblctevgrpyhdenhyxuj,jbiqnbk,M,9.0,Jguqnlmtswktsinnurfx,391268.0,1-624-320-7212,Ohntdnllrzmqpdfxhpijeiqiaelpxdxdpsgiqqpfffxenljyklbz,x,Reno,byfqeoz,GA,United States of America
xgo4789,LandAmerica Financial Group,3.0,655.0,3.0,iqxagfrjaqmzbdsywjteujonyoyiuuftzyuugvytjtu,Jyhvtmmbeis,,8.0,Cnhmodtcvajfdmwbiwftbmcqxox,82973.0,1-596-035-1942,HHQQMXWCSMVWEFYUDWFXKSBHYWSDLDEAFBQPN,W,Lafayette,xgoslxlqldexalfushjz,OK,United States of America
bkz4790,Snap-On,2.0,487.0,1.0,CSRDTSCUVZAQJDSOU,Yhsng,,3.0,febncrpiyvvavy,71271.0,1-651-361-6666,NFDDXPUUASRCVPHULQCJWXZROIOMMWLDBIIHP,,Newport News,bkzoguhqejgtmwibeuoyqe,OH,United States of America
Ogw4791,Coventry Health Care,3.0,410.0,2.0,Vbjyqfvdmomshklxkbpxntuiczxcbtgdmcelsyenplpixbx,Knulty,,4.0,VCFQIJHKGUEGLSLDWIA,342675.0,1-401-158-5090,nmiecysqugk,C,Simi Valley,Ogwiulgtnptmm,Newfoundland,United States of America
wig4792,Scotts Miracle-Gro,0.0,,2.0,Zvgzidgzqinnsdghyjhroyltjsoxgh,kyofrdfqhgpl,,8.0,Jzoczoiyrvdvcwymqdigwwjvpgu,127065.0,1-635-678-2527,xfzzsztv,u,Oshawa,wigxgizqwvzeevt,VA,United States of America
Yae4793,Hewlett-Packard,0.0,433.0,4.0,bldrdrquiwqfxnmfctgxqchseknoxttkokvtnevlfm,Oacomnb,,7.0,Opfnptsdxdkyihijj,399944.0,1-811-784-4932,XBRXTCVDPOPVQFJVQKXVHWKGQD,,Salem,Yaeddmdmpyfldpselrjw,KS,Canada
WCE4794,"Toys ""R"" Us",4.0,594.0,4.0,Gwxolerckggkvmujbnyiajvrp,DVPWDLXBLJ,f,6.0,Nzgoxmsvc,21634.0,1-440-442-0036,micfaiecswmgmukdiiuipdwrnwoomawbsjocbxahnvxxfedzcxqncbxejk,,Costa Mesa,WCETXPPMBHDQDCC,Saskatchewan,United States of America
Bvq4795,Northwestern Mutual,0.0,803.0,0.0,Fdruvswgdbljjcbbqfjbddxbdovjnwt,,F,,onplycdvnatudvvkcyvpateum,9161.0,1-205-062-8105,Euerfgueyivevazazaqxtjvificgjpukdslfnbngrxelhh,,Warren,Bvqfzecbusimqaqezqs,PA,United States of America
Zxh4796,Rockwell Collins,3.0,306.0,0.0,Ttabqrclkqblvkblfyctyjiknhikbxcfnbkporovynvofvqsoixytxfrcdwcmgru,Xwfslgwclck,,1.0,dumufipjil,272454.0,1-831-719-4038,ovbwdcdwhjvtqpvmwtmehfyyguocpbuxirnlv,,San Jose,Zxhxoqksjmanyogfng,MO,United States of America
