gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
Kep9618,404917.0,S,G,4.0,,2998827.0,zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,478.0,3.0,United States of America,San Francisco,PA,1-742-084-1793,3.0,87.0,O
Sbh9619,133860.0,S,c,3.0,Teradata,125727.0,,522.0,1.0,Canada,Flint,RI,1-142-040-2754,2.0,77.0,O
eax9620,362096.0,,J,,Exide Technologies,2580217.0,Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,424.0,2.0,United States of America,Sherbrooke,WA,1-623-004-6373,4.0,,O
Fxb9621,62285.0,W,e,5.0,Raytheon,2937182.0,piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,838.0,5.0,United States of America,Sydney,AR,1-673-465-5530,1.0,18.0,O
Pgd9622,485955.0,M,a,,Ruddick,1688979.0,kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,352.0,2.0,Canada,Independence,IA,1-879-575-2775,3.0,52.0,O
Pbm9623,496062.0,M,,2.0,Affiliated Computer Services,951716.0,Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,541.0,4.0,United States of America,Chula Vista,New Brunswick,1-617-314-4050,2.0,28.0,O
Tjq9624,357691.0,D,l,5.0,Cisco Systems,3286331.0,Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,713.0,8.0,Canada,Amarillo,HI,1-852-797-5421,4.0,78.0,O
Rqt9625,363994.0,,I,3.0,Molex,1548003.0,Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,362.0,10.0,United States of America,Vancouver,MS,1-405-722-6037,2.0,46.0,O
Vqd9626,447126.0,S,,0.0,Procter & Gamble,3560347.0,NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,749.0,10.0,United States of America,Waterbury,IA,1-572-286-3435,2.0,70.0,R
Ear9627,405459.0,,,4.0,Watson Pharmaceuticals,3038857.0,Kermh,368.0,5.0,Canada,Casper,NE,1-207-535-0860,4.0,98.0,O
Cai9628,115063.0,S,,1.0,BearingPoint,3649153.0,jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,642.0,5.0,Canada,Charlottetown,MA,1-298-560-3607,2.0,84.0,O
Cvw9629,185892.0,M,,3.0,E.W. Scripps,3757101.0,Fmmvrxddgc,781.0,4.0,United States of America,Saint John,Ontario,,0.0,93.0,O
Ujo9630,419892.0,W,,5.0,United Rentals,2050133.0,Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,588.0,7.0,Canada,Birmingham,KY,1-121-277-4762,5.0,65.0,O
Rlo9631,383095.0,D,,0.0,Entergy,1299398.0,Hqhjjvrujasjtt,838.0,9.0,United States of America,Sunnyvale,OH,1-467-298-8636,4.0,22.0,R
Edt9632,308861.0,U,z,3.0,Carlisle,2701723.0,Svkrqysgohbxwealhbxwog,516.0,0.0,United States of America,Torrance,NC,1-303-717-2689,,42.0,O
HDH9633,94274.0,M,,4.0,Patterson,,cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,839.0,,United States of America,Columbus,Prince Edward Island,1-750-299-1821,2.0,21.0,O
Mbv9634,245985.0,M,d,3.0,National Semiconductor,1756757.0,xlhtcxgvgtaheikskoayppmziwzddizbagd,370.0,,United States of America,St. Johns,OH,1-770-700-3972,3.0,30.0,U
WKP9635,400758.0,M,,0.0,Coca-Cola,942008.0,Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,456.0,1.0,United States of America,Salinas,SC,1-998-749-6801,,59.0,R
IBU9636,440015.0,S,V,2.0,Continental Airlines,1347910.0,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,458.0,2.0,,Nashua,FL,1-446-903-7131,1.0,44.0,O
eqc9637,424229.0,M,,2.0,Beazer Homes USA,2549732.0,UOMAAOEEXTMA,747.0,10.0,Canada,Tulsa,SD,1-518-944-4097,1.0,80.0,R
Wcc9638,69150.0,M,c,1.0,Select Medical Holdings,981332.0,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,659.0,10.0,United States of America,Reno,SC,1-849-881-6875,3.0,34.0,O
Ktq9639,234345.0,U,f,1.0,CH2M Hill,1977940.0,jmzzxpbpyjrohuwrshswplbv,676.0,0.0,United States of America,Worcester,IL,1-007-388-3095,5.0,24.0,O
Zos9640,96921.0,M,,1.0,Allegheny Technologies,1559371.0,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,701.0,5.0,United States of America,Nashua,NY,1-992-699-4247,4.0,94.0,O
Agt9641,386291.0,S,,1.0,Allegheny Technologies,1863673.0,,,,United States of America,Inglewood,NM,1-766-275-3648,4.0,78.0,R
Gqu9642,146507.0,W,l,1.0,Alliant Techsystems,2656907.0,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,810.0,2.0,United States of America,Mesquite,WI,1-369-804-4930,2.0,86.0,O
Bdw9643,18703.0,,,5.0,Broadcom,286281.0,Qjcignxdlthdgchadb,735.0,,United States of America,Newark,AZ,1-836-845-1047,5.0,90.0,U
buq9644,53647.0,U,U,2.0,NCI Building Systems,2389595.0,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,791.0,6.0,United States of America,Pittsburgh,MO,1-421-570-7147,5.0,58.0,O
fhi9645,434003.0,U,,0.0,Career Education,1957281.0,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,684.0,8.0,United States of America,Akron,AZ,1-757-716-5992,5.0,78.0,O
RHF9646,70929.0,U,x,5.0,Beckman Coulter,3301979.0,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,841.0,7.0,United States of America,Yonkers,WV,1-261-331-2427,4.0,69.0,O
Oks9647,289744.0,S,J,1.0,Retail Ventures,712995.0,stkgkwqpflseeaarwgpkxqafbf,392.0,0.0,United States of America,Oshawa,VA,1-346-021-7864,1.0,92.0,O
UKQ9648,156050.0,U,,0.0,Calpine,842795.0,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,492.0,9.0,Canada,Dayton,LA,1-790-926-4762,1.0,2.0,R
Ohu9649,382626.0,W,,3.0,Delta Air Lines,1367688.0,vxuna,744.0,0.0,United States of America,Flint,Ontario,,5.0,,O
smm9650,133264.0,M,,,Baxter International,2635107.0,Fhnfjnokzcphovtwkqxajvkshjrlfvokrbmyvdgmtmjftxgjuvamxhjawkmzjcxpkernvxg,636.0,10.0,United States of America,Glendale,OK,1-940-377-2495,3.0,43.0,
Beu9651,425723.0,U,,4.0,RadioShack,2208163.0,Dobaryj,395.0,2.0,United States of America,Sterling Heights,Prince Edward Island,1-633-105-6727,3.0,77.0,U
APH9652,306944.0,S,,0.0,Chemtura,921134.0,Uczfvzlygptcpmerfksbkmfelzsvtegueipwjtdnbpccezoyzojcirpctfmrof,783.0,,United States of America,Overland Park,MT,1-852-696-7294,2.0,90.0,R
GSF9653,288499.0,D,i,4.0,McClatchy,811994.0,uybcfpckzy,716.0,8.0,United States of America,Detroit,SD,1-928-315-1548,4.0,5.0,O
Vha9654,440276.0,D,U,2.0,ConocoPhillips,,Rsnoceputpofykhewgvnkhuazhzqtadqukgidtzcdegfmfuhuyevtzbupgzpxmfpmzxnlmgxba,550.0,3.0,United States of America,Washington,WY,1-405-738-1297,3.0,55.0,U
Jfg9655,335631.0,M,k,3.0,Abbott Laboratories,3169368.0,Vkhyoqtfgx,763.0,10.0,United States of America,Santa Fe,WV,1-964-125-5433,2.0,26.0,R
npn9656,188284.0,D,n,4.0,Dominion Resources,2043675.0,LRIVGLEWPVRFUQRUMO,489.0,1.0,United States of America,Vancouver,VA,1-505-112-3484,0.0,45.0,R
umw9657,102698.0,M,I,5.0,Genzyme,,Pzvblkxzz,779.0,0.0,United States of America,Stamford,KY,1-590-018-4997,4.0,30.0,R
tjj9658,314955.0,D,,0.0,,2886757.0,FHUGDBGVHQLKULGGFDPGFELRNJDPR,452.0,9.0,United States of America,Abilene,SD,1-491-191-5968,2.0,15.0,O
zzq9659,,D,p,0.0,Ralcorp Holdings,1681142.0,Oidhmmumqpuemabvdjxpihgxgeqcrrvtlaml,673.0,6.0,United States of America,Lafayette,DC,1-586-119-8258,2.0,70.0,O
Fuj9660,,S,E,5.0,Marriott International,,tsnpdvrnwho,418.0,1.0,United States of America,Torrance,Prince Edward Island,1-933-513-8421,4.0,52.0,
xwr9661,35214.0,S,,4.0,Devon Energy,1578917.0,Ddmqwhytsdfo,453.0,1.0,United States of America,Biloxi,New Brunswick,1-082-095-9779,0.0,49.0,O
Qqv9662,419445.0,S,,2.0,Hess,2209812.0,,347.0,8.0,United States of America,Philadelphia,AZ,1-848-087-7400,5.0,35.0,U
lmh9663,306590.0,D,,3.0,Cardinal Health,2741874.0,Nadwnovydxlptxlcs,652.0,8.0,Canada,Columbia,DC,1-267-122-8885,1.0,51.0,O
aoy9664,238125.0,S,c,5.0,IDT,3568994.0,JVCZTMCWSKSZOWBHIKEJSPYTORSSSZHTCV,315.0,,,Casper,TN,1-483-408-3124,5.0,89.0,O
Rqd9665,261835.0,S,,5.0,Sauer-Danfoss,2346784.0,Sqtuhhllecdmkzhhsltxuopcfjfwonaypqyhsjtmtt,459.0,7.0,United States of America,Independence,OH,1-968-859-9429,4.0,41.0,O
Dqw9666,497692.0,U,,0.0,Micron Technology,1898220.0,OSQTIJOMCMPBEEHJZNDSMLUQADPYJQOSVTOZEFTGILUDIQXZA,725.0,2.0,United States of America,Memphis,Alberta,1-745-910-7040,3.0,67.0,O
Dgn9667,88112.0,U,,0.0,General Cable,2203625.0,WWZPPTLQFTESGQ,447.0,3.0,United States of America,Cedar Rapids,NV,1-899-093-9739,1.0,93.0,O
aoq9668,104437.0,M,f,1.0,"Toys ""R"" Us",52183.0,Chjxrujupnfkncigpbmcywjkzyoq,,6.0,United States of America,Calgary,KS,1-541-695-3852,,65.0,O
Sad9669,,M,,4.0,Thor Industries,239989.0,,792.0,4.0,United States of America,Oxnard,SC,1-007-280-8774,5.0,56.0,O
Ado9670,,M,A,3.0,Dell,2767366.0,Vrhzatsidclblopzesmcjtgvpzucrhxqdqhiwgpibdgj,621.0,3.0,United States of America,Orlando,CT,1-413-101-7772,2.0,90.0,R
Vmi9671,341013.0,S,k,1.0,Bucyrus International,2497914.0,Mcfloylpncgezyarkxazhpzbzvohgmslmvkyiion,658.0,2.0,United States of America,Augusta,ID,1-591-593-2209,5.0,18.0,O
Hnj9672,485066.0,S,j,1.0,Community Health Systems,2766304.0,iyharocbthpk,584.0,9.0,Canada,Dallas,SC,1-720-657-9962,,42.0,O
dei9673,75434.0,M,J,0.0,Adobe Systems,,Rxobtjvropvgqomehvhrqapchbshyvhrvqtroioluaruajdqrjk,678.0,5.0,,Idaho Falls,TX,1-519-930-3145,1.0,47.0,O
XWZ9674,414049.0,M,p,3.0,Sonic Automotive,842909.0,Vdvwkbvrujwktcnpozgjekxcpdkqwxsxkpezteedgsexfeclyjurwttm,363.0,9.0,Canada,Springfield,OH,1-308-247-8605,5.0,4.0,O
orz9675,428708.0,M,,5.0,KB Home,1984905.0,Virwbwjrnohycqnqgovdfsdphlxxnqbeneiupgwvcgaahakuobvplmqeh,735.0,0.0,United States of America,Mobile,British Columbia,1-055-588-7882,5.0,24.0,O
aup9676,39844.0,M,,,United Refining,,IENCJDBLRAAUMLC,478.0,6.0,United States of America,Dover,British Columbia,1-958-444-3864,2.0,0.0,O
yfc9677,478282.0,S,,3.0,TECO Energy,1768786.0,lxqnxkrkh,601.0,1.0,,Chicago,NJ,1-571-946-4731,5.0,75.0,O
Gmm9678,398282.0,U,,2.0,Rockwell Automation,1753547.0,Gudlptbdjsxqnekngcdutxvqisxerztxedmazjkkjlciphansqwoheqiossztlumbitckmem,360.0,2.0,Canada,Overland Park,IA,1-274-031-4367,4.0,86.0,R
Fax9679,118446.0,S,D,2.0,Allstate,1629815.0,guexuyewomivukp,344.0,9.0,United States of America,Inglewood,VT,1-013-497-5463,1.0,63.0,R
Rjb9680,81725.0,M,M,5.0,BB&T Corp.,475073.0,Cbslaopdrfxpdehicvm,491.0,1.0,United States of America,Los Angeles,WA,1-339-574-0564,1.0,85.0,R
MQE9681,351317.0,U,,3.0,Health Net,778154.0,Alszbfuucozscrfcxuavokuizaofkfvvggvmtrykszvr,747.0,3.0,United States of America,Birmingham,KS,1-036-625-3420,3.0,36.0,O
Jxc9682,389550.0,M,P,1.0,Jacobs Engineering Group,2754129.0,EMGPPNCSDAPUPHMBRTHZLWIOAXUTHIBMZYSFPNZGJYXLKMWTIFRRTDBJSXAM,365.0,,Canada,Laredo,ME,1-689-457-5027,0.0,,O
Mzk9683,327758.0,M,A,4.0,Thomas & Betts,856092.0,Jvlooqpnvwsrmpeohmyhesjjmbrdxrrnxbvzuduxxcpnfkldlwrreiqsxhtlgcwmfthbsuab,644.0,7.0,Canada,Mesquite,GA,1-104-467-5384,2.0,71.0,O
Vpr9684,473327.0,M,U,5.0,Hershey,3946401.0,Aitqdlprfkarfhuipmsjjpnbvjpfzjadadhwnoaexrcwegtoairukwevppz,667.0,0.0,United States of America,Berkeley,TX,1-939-928-9518,0.0,83.0,O
ter9685,78196.0,S,,2.0,Peter Kiewit Sons',1772756.0,Yzbshrkfprewjifcmouyqbrgpmhxuoffuqynyfltssbfabkfpcvqihjdcanowmanpermxmhfkmnpnf,404.0,2.0,United States of America,Oklahoma City,KS,1-855-338-8338,0.0,2.0,O
BVB9686,369645.0,M,,0.0,Biomet,890225.0,CBCWBFHKXPUAACGMFABK,302.0,10.0,Canada,Naperville,AR,1-663-637-9407,1.0,5.0,R
Rtr9687,387813.0,U,,5.0,Helix Energy Solutions Group,522058.0,WKEUOQOKPOTBKNPWOVECORFMTMACTGDECSPKT,715.0,,United States of America,Washington,IL,1-253-522-7670,2.0,45.0,R
Gqm9688,224373.0,,,3.0,Peter Kiewit Sons',729468.0,Fwwtcmiwanzqbzvkcrtuafzeuqcolhxkteqhrycccsthwocdvvos,569.0,7.0,United States of America,Fargo,Newfoundland,1-518-921-6896,5.0,16.0,O
twx9689,411588.0,W,,2.0,Metals USA Holdings,785210.0,VJXZFNSREFDIOSVGVZPOQLFQJVTDEFGYRJPPLFZCMJNDPCYDWVZEEDICAZMPWKQLLVGKDFW,427.0,5.0,United States of America,Mesquite,LA,1-940-990-0427,,30.0,R
Nya9690,131727.0,M,B,2.0,Corn Products International,3678733.0,Smadqwikhkpifvjxgegdkcgrsgaqettntjzatalmmjjeaonihqyavkumyufnalesjt,469.0,0.0,United States of America,Lexington,NC,1-398-166-5292,1.0,,R
lqb9691,418095.0,M,T,1.0,Select Medical Holdings,2362008.0,Doajfbrrckejgucpnifghadcilhbfpxhiugmk,765.0,8.0,United States of America,Syracuse,TN,1-927-097-0868,4.0,28.0,O
Sgj9692,176403.0,M,f,5.0,Dow Chemical,1148605.0,Oliqrykeuivkjzepwiynwmkxtxmuzouhl,612.0,9.0,United States of America,Rapid City,IN,1-737-043-5199,1.0,81.0,O
Nxi9693,480921.0,M,,5.0,Tractor Supply,725507.0,dbbubzuciqhezvzgkhgqlprsbhvwijsdbzuwohqybkqroxixabrku,446.0,8.0,United States of America,Austin,MT,1-244-217-7148,5.0,72.0,O
dsc9694,135544.0,S,K,,TECO Energy,687245.0,civievlepfgkdwyltopuqeasutvqhlodxgqfzbcczluakmdbglcetbgajsafvtsvmddmqawdl,729.0,6.0,United States of America,McAllen,LA,1-615-809-4057,1.0,100.0,O
KES9695,141282.0,U,r,2.0,Jones Lang LaSalle,3128364.0,cqzxonxozogidiifoczdgptqhzlntfvctfawdfbabhfyrkpxocyfmtgtnhqzvpmdcrppcchrlpy,536.0,9.0,United States of America,Phoenix,MT,1-947-023-7069,4.0,27.0,O
Ioy9696,124643.0,W,s,0.0,Molina Healthcare,2019975.0,Uafdysfm,392.0,,United States of America,Hayward,HI,1-804-557-4843,5.0,79.0,O
Chf9697,30059.0,U,,2.0,Eaton,3947994.0,ZQUQOMDHNOJSKVTCIHN,710.0,4.0,United States of America,Allentown,AR,1-449-118-3915,,62.0,R
udq9698,161910.0,M,,0.0,Graphic Packaging Holding,1117777.0,Wztotdcatgkfpqfvrglvzixuwvenbhdrqmjfimvfuhh,509.0,,Canada,Waterbury,CO,1-792-399-2590,3.0,6.0,O
Tex9699,188636.0,D,K,5.0,Universal Health Services,3699271.0,nfemyqjffpkcovojnufiibxpsusvfxjfusza,494.0,4.0,United States of America,Lincoln,MI,1-144-991-6718,,,O
nsr9700,192899.0,M,,4.0,Amphenol,3390554.0,Rfyguulihuwwddjncdexklacma,451.0,10.0,Canada,Saint John,OK,1-249-519-6691,1.0,43.0,R
uyo9701,131135.0,S,l,2.0,Cracker Barrel Old Country,2595389.0,vdaeasowkswwmglkypemwpjblxcvqrpsusvmigr,544.0,,United States of America,Fullerton,DC,1-168-431-2457,2.0,,O
Kni9702,179290.0,M,,5.0,Scholastic,2461368.0,Mhmanzfbleqexvhetpsbchmmgznhbusdbfgfgwciaxfsdwbrrydtmweqkffpf,,3.0,Canada,Boston,NE,1-328-227-5957,5.0,95.0,O
Wvv9703,346151.0,W,Z,2.0,Cardinal Health,2313032.0,VSMEQDNQCNRBDTWAOMS,607.0,1.0,Canada,Raleigh,RI,1-909-047-8936,3.0,6.0,O
OKM9704,361254.0,U,,0.0,Delphi,1248101.0,Fcvqxyflsjliruyuutcattfjsmjxalrkblj,739.0,6.0,United States of America,Lancaster,British Columbia,1-385-703-4324,0.0,72.0,O
zpp9705,412022.0,M,,,PolyOne,3651964.0,Givecuumchckjaeseesvxqwenwqyejjvklclovmwveiovmoggjepeuohdlchnfxenpgghptxboer,361.0,8.0,United States of America,Sacramento,ME,1-944-594-1754,2.0,98.0,O
Msa9706,103144.0,M,,0.0,Analog Devices,,WOVTHDTXOVTXXFPNTCBPXRBGXHNRPPKQVDRASJTLIGYWAIWRTRCJPPWNIIKJCOQ,836.0,,United States of America,Toledo,WV,1-090-561-3869,0.0,12.0,U
lkc9707,121611.0,U,,3.0,Cooper Tire & Rubber,901782.0,Qozfxaewqbkkqd,521.0,5.0,United States of America,Victoria,British Columbia,1-038-513-8916,3.0,48.0,R
Xbb9708,475893.0,W,f,3.0,Ryland Group,,Urhnihufkcbvrrpfsvxzbfjordrtdfoijcqxhttsio,782.0,10.0,United States of America,Milwaukee,TX,1-894-515-7591,4.0,61.0,O
Udb9709,464301.0,U,z,4.0,Sprint Nextel,2133261.0,IIPUQLOQFRJK,492.0,4.0,United States of America,Montreal,ND,1-142-702-3953,1.0,82.0,O
mmi9710,314885.0,S,S,0.0,Union Pacific,995044.0,Zxjgshkiclbokdsgmzxnpsivmznprrcvhnexvfirgydxzjonkqftgnvmknm,,1.0,United States of America,St. Louis,NC,1-668-043-1872,0.0,90.0,O
Ips9711,499232.0,,x,1.0,Pilgrim's Pride,2211836.0,febxumwqdhjhuvodqosqsuyzmbmkwpzifmuzypltalpwlij,649.0,2.0,United States of America,Newark,WA,1-582-913-5759,5.0,18.0,O
hir9712,,S,,2.0,Airgas,3913615.0,Ltctlurhbforfvngjnhugtiaihxxtynrjklfkt,386.0,5.0,Canada,New York,OR,1-075-910-5493,2.0,47.0,O
pnx9713,376966.0,D,,5.0,Abbott Laboratories,501692.0,Zsfqbeozlgwtsmaeocvgpfslyewrlcnnuskpffscxwp,664.0,3.0,United States of America,Irvine,WI,1-444-526-8440,4.0,70.0,O
Ocp9714,417819.0,W,,3.0,,3318801.0,Htprpphhvfjugzfgpbdgjxmbq,821.0,5.0,United States of America,Chandler,OK,1-414-351-2921,3.0,21.0,O
Vce9715,181317.0,M,,5.0,Micron Technology,3906230.0,Vmvawldllbcdlodvdoxznuxcuoffhohgcvipupoghywmywymttlz,683.0,10.0,United States of America,Sacramento,NJ,1-601-041-7304,5.0,88.0,U
HBH9716,322935.0,S,u,0.0,NCI Building Systems,3078341.0,Ndqwytvdosnl,560.0,3.0,United States of America,Tucson,HI,1-011-770-3136,2.0,5.0,O
Hse9717,340623.0,S,,0.0,,2172994.0,qpemzizsuwcjtcamwvdubmfmzakbwrsummjzcxpqvgqnkynbeecimcmlibhcffzsbyibknmw,790.0,0.0,United States of America,Windsor,TN,1-134-713-5400,4.0,82.0,O
VXX9718,76246.0,U,i,3.0,AutoZone,1090017.0,Thxtyzvwinxjyubofnhryojtnpjyyvmtqmgvywsfyoiirhb,334.0,2.0,United States of America,San Diego,OH,1-903-001-3397,4.0,77.0,O
Vmf9719,212640.0,W,,1.0,Steelcase,31902.0,vsifemhnatfbmvwifmieeucfqlhjqaoyvmlioqwglzhdalj,807.0,1.0,United States of America,Oshawa,MN,1-497-787-0410,0.0,80.0,O
evj9720,27123.0,M,,4.0,Raytheon,1842743.0,Wpupzjehkxcmynqsekddkviszshgqpcwjpcogpabznamyivdhsgmhwdiwnkwkndiyzkxnz,372.0,10.0,United States of America,Fresno,OR,1-306-765-7201,4.0,41.0,O
asd9721,428212.0,U,,2.0,CH2M Hill,1954597.0,CNKHTHPTHLQGCJIRVRWVBSPXRLLELRMVSDBKNEXCFPNOCTWQSAZYNHJVXNZHTSZKKYYQSLMYOXRDUH,447.0,,United States of America,Pueblo,CA,1-927-838-7243,1.0,78.0,O
Ieu9722,208135.0,S,F,5.0,Metals USA Holdings,3002681.0,Tgcxqherqidosnnfxmubhzgduhqkto,588.0,6.0,United States of America,Fullerton,AL,1-437-699-8957,3.0,68.0,O
kfi9723,,M,p,5.0,Texas Instruments,264407.0,Ytvajkiadowxdklppplpavpbfknrbotjecefkvdhnpuqybrkxqmaadrsetwisygreowbloscvutcwt,400.0,3.0,Canada,Lansing,CO,1-218-324-5533,,76.0,O
FJJ9724,447022.0,M,,1.0,Leap Wireless International,1001820.0,JXQHUWMYMIHOATAOMHSRCGWZRRQYGUPXIPSHXBNPXWEUPPPTJDHSPMKHRKGOHEOYW,432.0,0.0,United States of America,Evansville,Quebec,1-715-615-5940,1.0,12.0,O
VWN9725,383912.0,D,a,4.0,Safeway,2798572.0,Ufebhydwrkpsaflolngthahmamolvqqaohfwlfolhbahodvuuvcqiheeim,848.0,6.0,Canada,Mesa,AK,1-665-357-7789,1.0,5.0,R
Txo9726,196459.0,S,A,4.0,Guess,1918410.0,,728.0,3.0,United States of America,Milwaukee,TX,1-329-612-7351,1.0,27.0,O
Vkb9727,469095.0,U,y,0.0,Eli Lilly,1158545.0,Vwsjdftdihutxflugoz,725.0,3.0,United States of America,Plano,MO,1-729-753-6101,3.0,91.0,O
Yph9728,257503.0,M,,2.0,Cisco Systems,,Dcusbqetghigsrhrpmdluniuzuahpox,743.0,8.0,United States of America,Scottsdale,NC,1-634-922-5897,2.0,94.0,O
dop9729,394763.0,W,F,4.0,Snap-On,2009083.0,Wjwmrzuotwrcbmenlaxmgessevhyuz,756.0,8.0,United States of America,Philadelphia,VT,1-339-811-1218,4.0,18.0,O
hqy9730,322195.0,U,,1.0,KBR,1615971.0,Ldeatyzcdbwnigrxazn,668.0,4.0,United States of America,Saint John,WA,1-640-831-4740,5.0,63.0,
Qcf9731,410099.0,,,1.0,Entergy,256039.0,UIMAPJAUWHCTMXZWVLBQLLIYOSJXCRAJSEBWTTDVUEZTTCSNTKRSPMAUNRNJEZZJWLTMMKHUU,810.0,4.0,United States of America,Lansing,PA,1-265-245-5768,0.0,38.0,R
GDA9732,66652.0,W,,5.0,Oceaneering International,3250398.0,Xufeuuepzgrsfapokgpjjriekiohmhxoemicmjl,581.0,0.0,United States of America,Greensboro,IN,1-913-446-2689,0.0,3.0,O
DKK9733,440258.0,D,w,1.0,Del Monte Foods,3280363.0,qzclwaxdmrmzdoqmzadogolsglybzxisoj,693.0,0.0,United States of America,New York,IA,1-551-223-2543,5.0,41.0,O
KHE9734,167562.0,M,g,5.0,Western Digital,2841008.0,SLLXKGRDFJCTZFVQVTLESKXTYZ,531.0,7.0,United States of America,Grand Rapids,NJ,1-894-465-5565,2.0,73.0,O
Zbn9735,498721.0,S,q,1.0,Icahn Enterprises,3582446.0,KQENNFVBCJKAUNTAFOTGFSIRGVXATBTRYLINOVJJLAYTQXKXAPUIYAHJSZVEZTKRMWRGXGHJZYDSN,611.0,6.0,Canada,St. Louis,Manitoba,1-117-340-4152,5.0,48.0,R
Loq9736,437438.0,W,b,5.0,Casey's General Stores,1390504.0,itbogpscqbnleshjucuelcapdvhyzvwhwkebdjgqrqhzuvcpmaangjoszlfmrurclxxdzf,827.0,,United States of America,Buffalo,GA,1-713-198-0317,5.0,91.0,
Jls9737,,M,q,4.0,Owens & Minor,3629595.0,Lmielnb,740.0,3.0,United States of America,Scottsdale,NY,1-324-690-0496,0.0,,O
wtg9738,271547.0,W,p,4.0,Amgen,227315.0,JFBZXTQGUONQFDMVPUYBLFCBHKO,614.0,8.0,Canada,Chandler,MD,1-019-035-8513,5.0,98.0,R
xfn9739,122003.0,W,q,4.0,MSC Industrial Direct,3498913.0,Xmaxcuegaeeelvdjsxpewixbxz,526.0,4.0,United States of America,Newark,MA,1-159-720-7051,4.0,53.0,O
Yho9740,394116.0,M,,,Werner Enterprises,2723921.0,IJDYWPAVPOEFAQCBVPJHIZQVLBFTNOKNYW,840.0,2.0,United States of America,Coral Springs,Manitoba,1-376-345-5653,2.0,90.0,U
ioc9741,143799.0,M,p,4.0,Waste Management,1439744.0,Ufiicgtrigaqvmwsfrhzmfqpmkbymj,,4.0,United States of America,Boston,Manitoba,1-195-028-2007,3.0,9.0,
Vux9742,312994.0,S,,0.0,Air Products & Chemicals,2721559.0,Nkiowaeusu,361.0,9.0,United States of America,Palmdale,MS,1-308-365-4420,3.0,37.0,O
LGH9743,354207.0,M,,1.0,Constellation Brands,3509245.0,XZGRSBUYRCRRYUOIPWQNICYKINPLK,580.0,1.0,Canada,Yonkers,NM,,5.0,42.0,O
grs9744,243914.0,M,,2.0,O'Reilly Automotive,2852522.0,FLDOYMLKRRRYMTJZPGBHQZBXESSRVGSSF,547.0,0.0,Canada,Allentown,FL,1-795-145-9991,0.0,99.0,
MBL9745,187633.0,,f,5.0,SunTrust Banks,2391361.0,MWHQKCMZKJEEGRODBNWAAENVTLKXELJPUJYOVFZQXNAD,523.0,1.0,Canada,Richmond,New Brunswick,,5.0,48.0,U
IFB9746,457959.0,D,O,3.0,Motorola,3806448.0,KCVOJYWMMLIXNJWYWADJVPLDVQD,570.0,2.0,Canada,Waterbury,NC,1-499-752-2335,1.0,36.0,R
Sru9747,279576.0,U,S,2.0,Cigna,2348293.0,Vbkxfjjqcqvgncfngarntiurvdbmktgmmcn,729.0,10.0,United States of America,Santa Clara,MO,1-971-778-0152,5.0,,O
Esq9748,76307.0,U,h,5.0,BorgWarner,2794519.0,Sdrjwsaptcszruufsdccnylxdghedyevypbffvmbdcabvculchhujaprddwiilmfarqrajdovquiio,453.0,6.0,United States of America,Newark,CO,1-327-221-7261,1.0,8.0,O
Jbk9749,150356.0,M,h,0.0,Pep Boys,3981941.0,Hvphoca,501.0,10.0,United States of America,Costa Mesa,IA,1-266-735-1050,3.0,69.0,O
