Age,City,Country,NumberCreditCards,AgencyID,AddressLine2,LastName,AddressLine1,NumberChildren,FirstName,OwnOrRentFlag,MaritalStatus,NumberCars,Gender,PostalCode,Employer,MiddleInitial,CreditRating,NetWorth,Phone,Income,State
76.0,Scottsdale,United States of America,2.0,Bra3069,,Brasset,14202 NAUTILUS BOULEVARD,3.0,Johanne,O,M,0.0,,V6l 1v6,Advanced Micro Devices,M,675.0,2218624.0,1-843-222-1538,105716.0,Prince Edward Island
44.0,Pasadena,Canada,0.0,ZER3070,,ZERRIFFI,22775 gardina drive,4.0,Melinie,O,S,4.0,F,10187,UAL,,450.0,3657144.0,1-178-712-0787,363556.0,Manitoba
64.0,Santa Clara,United States of America,4.0,Mcc3071,,Mcculloch,5257 flynn avenue,0.0,BARBE,O,M,4.0,,25729,Packaging Corp. of America,,488.0,2744908.0,1-364-880-7790,266666.0,MT
79.0,Oshawa,United States of America,9.0,TOD3072,,TODO,9375 WOOD SOUTH,1.0,dyna,O,U,0.0,,V5b 1o2,Honeywell International,,515.0,,1-048-970-6083,52034.0,MN
3.0,Durham,Canada,4.0,MOO3073,,MOOKEN,21568 ALPHA UPPER,4.0,IAIN,U,W,,,97223,Saks,,478.0,3223169.0,1-440-276-2472,140710.0,TN
20.0,Anchorage,Canada,6.0,Ram3074,,Ramondt,7820 harrington park,2.0,Tetsuyuki,R,M,4.0,,04243,Cintas,,585.0,2414337.0,1-170-779-6985,326409.0,VA
67.0,Lafayette,United States of America,5.0,Bro3075,,Brockmann,7223 guadalupe lower,3.0,antonina,O,W,5.0,,45233,Spartan Stores,,624.0,2913542.0,1-701-744-4354,253205.0,MI
42.0,Arlington,United States of America,9.0,orl3076,,orlando,10308 fredericksburg west,0.0,lai,O,M,4.0,,90836,Crane,U,532.0,1689879.0,1-308-397-0743,281757.0,WA
82.0,Shreveport,Canada,5.0,MES3077,,MESSIER,18570 woodtimber way,0.0,TIERNEY,O,U,5.0,,92126,Qwest Communications,,332.0,2805881.0,1-196-365-4917,,WY
97.0,Savannah,United States of America,3.0,hoa3078,,hoang,13573 LAVENDER COURT,3.0,KARLOTTA,O,U,4.0,M,95256,Host Hotels & Resorts,U,624.0,2004131.0,1-772-762-6054,498848.0,MI
20.0,Newark,United States of America,4.0,ser3079,,serour,8589 WALDEMAR WEST,0.0,Danielle,O,U,1.0,m,m5c 1y8,Bristol-Myers Squibb,,360.0,192086.0,1-949-165-3348,220728.0,GA
96.0,Savannah,United States of America,7.0,Kri3080,,Kriz,3647 crumley boulevard,5.0,Ebonee,O,,4.0,F,e7o 1f5,Harrah's Entertainment,J,819.0,3576891.0,1-793-837-5966,93736.0,AL
24.0,Sandy,United States of America,4.0,Rok3081,,Rok,21976 broken oak lane,,Theresa,O,W,5.0,,95227,Buckeye GP Holdings,,472.0,357655.0,1-300-888-6324,382367.0,CT
47.0,Anaheim,United States of America,,Str3082,,Stropp,9396 pasadena lane,1.0,Bennie,R,M,5.0,,91108,Lexmark International,,614.0,1178324.0,1-940-479-9640,400443.0,MT
10.0,Pueblo,United States of America,2.0,Kun3083,,Kuntova,23588 madison west,5.0,faz,,U,4.0,,70808,E*Trade Financial,,442.0,773825.0,1-387-078-9049,47255.0,ID
98.0,Fontana,United States of America,0.0,Run3084,,Runkel,14495 valita road,1.0,Miss,O,S,4.0,M,85744,FMC Technologies,,603.0,704845.0,1-824-182-0695,121542.0,OK
,Brownsville,Canada,8.0,HOF3085,,HOFMANN,19474 blalock lower,0.0,GENEVIEVE,O,S,4.0,f,61105,Philip Morris International,,475.0,2757303.0,1-910-740-1005,208798.0,New Brunswick
19.0,Lubbock,United States of America,,QUE3086,,QUERENGESSER,18710 queen lower,2.0,marina,,M,5.0,m,V6v 1w5,Delta Air Lines,,397.0,1804442.0,1-426-650-1805,358599.0,KS
17.0,Pasadena,United States of America,7.0,Zai3087,,Zaidi,23588 madison west,2.0,Verlyn,O,M,5.0,M,T5C 1Y4,,,482.0,1824106.0,1-571-492-6090,34649.0,ID
16.0,Halifax,United States of America,7.0,mcr3088,apt. 803,mcready,1684 weyland west,1.0,jr,,M,5.0,,T6a 1k6,Clorox,T,593.0,208420.0,1-351-764-2661,460001.0,IN
16.0,Hull,United States of America,8.0,mon3089,,monson,10309 KELVIN CRESCENT,5.0,petra,O,S,4.0,,72240,,L,681.0,191171.0,1-642-251-4571,105880.0,AR
68.0,West Covina,United States of America,4.0,Akb3090,,Akbas,17727 ashbrook lane,0.0,Maidisn,O,M,0.0,,37929,,,,3672403.0,1-029-755-0157,56130.0,Ontario
5.0,Chicago,United States of America,1.0,Fss3091,,Fssup,4607 creekmoor upper,3.0,Sonbol,O,M,4.0,F,90862,Wells Fargo,,495.0,1963014.0,1-915-965-1116,183264.0,Ontario
54.0,Brownsville,United States of America,2.0,TOO3092,,TOOP,291 sheriden street,3.0,Sosanna,,M,2.0,,H6B 1X8,Calpine,Y,635.0,511183.0,1-491-255-8145,390264.0,OH
100.0,St. Paul,United States of America,4.0,AYU3093,,AYUKAWA,15520 LEDGESTONE UPPER,5.0,riyad,O,M,3.0,F,V6C 1P2,Textron,,846.0,142681.0,1-320-723-7644,79798.0,Manitoba
22.0,Fairbanks,United States of America,8.0,Dpn3094,APT. 689,Dpnbuild,6916 SILVERADO AVENUE,3.0,Jackson,O,U,4.0,,74101,Aleris International,,356.0,1202763.0,1-672-051-0085,375011.0,SD
69.0,Fort Collins,United States of America,4.0,End3095,,Endsley,13668 beach drive,1.0,EMELDA,O,S,0.0,,T6b 1b9,AT&T,D,521.0,1020616.0,1-097-447-8793,67480.0,MA
34.0,Sterling Heights,Canada,0.0,Mot3096,,Mote,19906 rollingwood rue,,gloriane,O,U,0.0,t,T5a 1o2,Ferro,,788.0,3140668.0,1-242-746-6531,,TX
11.0,El Monte,Canada,9.0,Pul3097,apt. 406,Pulver,5359 gaylord lane,5.0,Elpida,R,M,,,78747,NetApp,,399.0,208908.0,1-585-824-1550,279418.0,Alberta
37.0,Springfield,Canada,0.0,agu3098,,aguinsky,13019 8th south,5.0,Russell,O,W,3.0,M,68123,Acuity Brands,R,313.0,304075.0,1-977-286-7076,259722.0,MT
92.0,Overland Park,United States of America,9.0,LAH3099,,LAHEY,23402 miller court,2.0,heike,O,S,0.0,,98130,Black & Decker,,684.0,3210311.0,1-851-723-8379,304401.0,IA
16.0,Casper,United States of America,3.0,mcd3100,APT. 716,mcdonough,2260 mulberry north,4.0,junette,O,W,0.0,,H2B 1Y6,Jo Ann Stores,Q,435.0,418425.0,1-888-382-7616,214080.0,NV
84.0,Toledo,Canada,4.0,SOD3101,,SODHI,5975 winston park,3.0,Meridel,R,U,3.0,,93791,BJ's Wholesale Club,,673.0,2170709.0,1-468-275-9164,390388.0,HI
37.0,St. Johns,United States of America,9.0,EMH3102,,EMHART,24375 6TH WEST,0.0,Morgana,R,U,4.0,m,30323,Bank of America Corp.,,310.0,179149.0,1-876-503-4833,301045.0,KY
52.0,St. Catharines,Canada,6.0,Kro3103,,Krodel,9764 harvard park,5.0,Jonathan,O,U,0.0,,V6s 1q2,United Technologies,,544.0,1662610.0,,495022.0,WA
68.0,Sandy,Canada,,DEC3104,,DECAPUA,11867 davie north,0.0,Beatriz,O,M,3.0,,y5c 1n8,Enersys,,335.0,1073970.0,1-615-328-9622,226822.0,UT
11.0,Cheyenne,United States of America,,Ler3105,apt. 266,Leroux,1879 arcana lane,2.0,trista,O,M,0.0,,93877,,,739.0,360341.0,1-894-812-4299,76077.0,CA
70.0,Savannah,United States of America,10.0,Sto3106,,Stover,23140 GALE EAST,4.0,herschel,O,M,3.0,,94552,Lincoln Electric Holdings,E,587.0,3565040.0,1-346-186-7731,277268.0,British Columbia
14.0,Tucson,United States of America,6.0,Pae3107,,Paes,12272 regency lane,1.0,Its-eng,O,M,2.0,f,23236,,K,705.0,876117.0,1-357-662-1742,,IL
34.0,Mesquite,United States of America,,Nip3108,,Nipper,19332 PAINT ROCK AVENUE,1.0,patch,R,M,4.0,,M7o 1b1,NII Holdings,L,,1086140.0,1-602-679-9263,5586.0,OK
95.0,New Haven,United States of America,8.0,Wil3109,,Wilkes,24130 sunscape crescent,2.0,THOMASA,,M,4.0,,33125,SanDisk,U,311.0,3498451.0,1-427-895-8131,327334.0,GA
,Boston,United States of America,0.0,Alm3110,,Almeddahim,3713 jarvis avenue,,Laetitia,O,U,5.0,,35272,United States Steel,M,400.0,3779366.0,1-060-728-0288,381269.0,NY
10.0,Boise,United States of America,0.0,MON3111,,MONETTE,24007 minot south,1.0,Vitia,R,M,3.0,,29403,Dun & Bradstreet,,641.0,3065339.0,,39476.0,Prince Edward Island
29.0,Grand Rapids,United States of America,7.0,Lya3112,,Lyall,19342 WYCLIFFE PARK,5.0,Liese,R,D,1.0,,M1i 1q8,Coventry Health Care,,770.0,2240406.0,1-285-069-0023,78953.0,Nova Scotia
,Dover,United States of America,5.0,ZUK3113,,ZUK,22831 barberry park,5.0,Atalanta,U,M,1.0,,H6b 1x2,SAIC,M,651.0,68191.0,1-306-185-2595,410231.0,New Brunswick
79.0,Henderson,United States of America,8.0,Ric3114,,Rickel,9499 RICE AVENUE,0.0,Dee dee,O,U,0.0,,64115,Armstrong World Industries,,378.0,2085669.0,1-150-952-1719,214921.0,Newfoundland
92.0,Henderson,United States of America,5.0,pla3115,,plato,23783 grassland east,4.0,trixy,O,W,1.0,F,93765,News Corp.,T,353.0,2357219.0,1-024-360-7807,35324.0,IA
38.0,Dallas,United States of America,0.0,Bob3116,,Bobar,23007 wakeforest way,4.0,LISE,O,M,4.0,,73182,Wells Fargo,,568.0,807993.0,1-167-430-1078,455351.0,ME
82.0,Salem,United States of America,2.0,REI3117,suite 465,REILLY,24368 rutgers way,0.0,DOMENICK,O,,1.0,m,H7E 1T5,NSTAR,,635.0,1949317.0,1-225-903-1599,355096.0,Alberta
,Santa Clara,United States of America,4.0,ber3118,,bergado,16328 rockdale avenue,4.0,Callie,O,D,,,60713,Masco,,617.0,3028375.0,1-893-033-3879,102727.0,MO
37.0,Abilene,United States of America,10.0,Che3119,,Cher,6496 PANTHER CREEK UPPER,,Stergios,O,M,1.0,F,V6B 1V3,Kla-Tencor,,782.0,3314050.0,1-362-400-7136,219927.0,VT
88.0,Ontario,United States of America,0.0,his3120,apt. 254,hiscoe,10168 CRYSTAL HILLS EAST,2.0,Lonna,U,W,1.0,f,e7o 1o7,Expedia,H,461.0,1659771.0,1-584-507-6253,25075.0,Nova Scotia
60.0,Virginia Beach,United States of America,2.0,Pol3121,Suite 37,Pols,21893 vaughan way,0.0,Jacklin,O,M,1.0,F,35213,Modine Manufacturing,,385.0,173008.0,1-962-172-5663,285355.0,NE
29.0,Manchester,United States of America,10.0,Hec3122,,Heckman,8385 raymond crescent,4.0,Merry,O,W,5.0,m,78289,Northwestern Mutual,,419.0,409430.0,1-374-630-4994,100367.0,CO
96.0,Washington,United States of America,2.0,pla3123,,plasse,10505 KING CRESCENT,0.0,Tehchi,O,U,2.0,f,90050,Bucyrus International,O,570.0,3118188.0,1-016-092-6193,362095.0,VT
42.0,Sudbury,United States of America,3.0,Gul3124,,Gulko,23787 HOSTA PARK,0.0,Henk,O,M,0.0,,m5b 1w8,Expedia,,306.0,,1-554-553-0080,87845.0,PA
37.0,Orlando,United States of America,4.0,KOV3125,APT. 426,KOVACS,19045 ROCKHILL ROAD,2.0,Margaretha,R,D,1.0,,91919,FedEx,G,760.0,2840369.0,1-123-193-7228,291368.0,TN
92.0,Chesapeake,Canada,0.0,Lao3126,,Lao,16759 park avenue,1.0,Ediva,O,M,5.0,F,06517,Cigna,,645.0,3777874.0,1-183-412-1667,361721.0,OR
28.0,San Buenaventura,Canada,3.0,wep3127,,weppler,2836 archer crescent,4.0,anthe,O,M,5.0,,V6D 1U8,Cigna,,519.0,2142987.0,1-002-495-4668,141658.0,Prince Edward Island
74.0,New Orleans,United States of America,4.0,STR3128,,STRAUB,20716 knowles drive,5.0,SHANA,R,S,3.0,m,T5C 1Z1,Sara Lee,,440.0,205756.0,1-043-072-0240,73771.0,Ontario
6.0,Aurora,United States of America,7.0,tri3129,,trisic,13456 vernon street,4.0,CHERILYNN,R,M,4.0,,90824,VWR Funding,V,795.0,2811047.0,1-596-215-0246,89922.0,AK
77.0,Brownsville,United States of America,7.0,Sal3130,,Salehi,4686 raymond south,2.0,Rosalinda,O,W,4.0,,V6D 1Q4,Aleris International,C,572.0,1177879.0,1-859-619-5995,177712.0,MA
86.0,Mesa,United States of America,8.0,Scp3131,,Scp,24929 dusty boulevard,4.0,Clemmy,U,M,4.0,,23261,BJ Services,,768.0,2129480.0,1-978-950-0041,287502.0,MN
27.0,Richmond,United States of America,,OBE3132,,OBERMEYER,10970 HAWKINS RUE,3.0,KYRSTIN,O,M,4.0,,35243,Seaboard,,615.0,,1-536-180-2953,27872.0,Nova Scotia
83.0,Phoenix,Canada,8.0,dri3133,,drinnan,232 lyle park,0.0,FLOSSI,O,W,1.0,M,M5g 1y3,Fidelity National Information,I,474.0,3898827.0,1-357-643-4970,,MS
48.0,Columbia,Canada,9.0,KEH3134,,KEHOE,13147 YOHAN ROAD,2.0,anne,O,W,1.0,m,91321,Cenveo,,525.0,,1-865-118-5428,28457.0,SC
25.0,Raleigh,United States of America,5.0,Vya3135,,Vyas,22357 BELLADONNA SOUTH,4.0,kessel,U,M,2.0,,v6h 1r1,McKesson,,695.0,1884720.0,1-853-359-1371,399670.0,MT
0.0,Hampton,United States of America,8.0,o's3136,,o'shea,10918 lindale avenue,4.0,Lotty,O,W,3.0,,t5a 1q3,Macy's,C,350.0,3105879.0,1-099-842-4032,210152.0,RI
50.0,Biloxi,United States of America,,Tis3137,Apt. 157,Tisdall,13005 bramblewood south,4.0,Ross,R,M,4.0,m,77198,Ryland Group,,767.0,3441700.0,1-980-519-7354,23651.0,Quebec
43.0,Warren,United States of America,1.0,Sla3138,,Slavin,5379 camino real north,1.0,Marabel,,S,3.0,M,94444,Terex,O,666.0,3573061.0,1-550-897-9674,,WI
37.0,Nashville,Canada,0.0,Het3139,,Hetzel,10543 cravens crescent,0.0,Dyna,O,,,,93855,Jones Financial,,349.0,1788261.0,1-499-591-1345,53765.0,Newfoundland
19.0,Columbus,United States of America,7.0,Lit3140,,Litt,17788 EAGLE TRACE PARK,3.0,rodina,O,M,4.0,F,19197,Starwood Hotels & Resorts,W,787.0,3763814.0,1-448-117-7047,414557.0,CA
10.0,Wilmington,United States of America,6.0,Cow3141,Apt. 607,Cowick,4492 NOWITA ROAD,4.0,grethel,O,M,2.0,,H2A 1X3,Brown-Forman,,549.0,1099302.0,1-298-149-2645,253059.0,NJ
75.0,Lexington,Canada,4.0,gai3142,,gaiger,14359 COMMERCE WEST,0.0,joseph,O,S,5.0,M,94142,A.O. Smith,,492.0,2295377.0,1-940-083-2948,52347.0,RI
57.0,Nashville,United States of America,4.0,pol3143,,polanco,9371 sweeney court,5.0,alvera,U,M,4.0,,45230,Schering-Plough,,822.0,3517884.0,1-737-421-9400,86239.0,AK
91.0,Pembroke Pines,United States of America,0.0,BET3144,,BETCHER,11650 BRIELLE BOULEVARD,1.0,lorene,O,W,5.0,f,93721,Dun & Bradstreet,M,424.0,2738193.0,1-949-850-3038,175224.0,Ontario
62.0,Kitchener,United States of America,3.0,MAC3145,apt. 784,MACKAY,14242 BEACH LOWER,3.0,hongzhi,R,S,5.0,f,90149,C.H. Robinson Worldwide,,808.0,1019331.0,1-864-426-6908,343146.0,WA
86.0,Wilmington,United States of America,,Hop3146,,Hopkinson,21096 tanbark park,0.0,BEN,U,D,2.0,,30302,American Financial Group,F,394.0,1973293.0,1-811-637-5680,314584.0,IL
56.0,Inglewood,United States of America,1.0,Mc3147,,Mc,8426 navidad way,1.0,Calley,,S,1.0,,H5l 1p4,RBS Global,,629.0,3401325.0,1-501-549-9501,,VT
63.0,Salinas,United States of America,1.0,Kos3148,,Koss,10369 GEMINI WAY,5.0,Giselle,O,S,3.0,m,r5h 1l2,Gilead Sciences,,469.0,2111460.0,1-355-175-4675,250463.0,IN
41.0,Hampton,United States of America,7.0,Tih3149,,Tihanyi,24674 windchime court,2.0,constancy,O,M,2.0,F,78293,Hubbell,T,675.0,626420.0,1-069-372-1947,419685.0,FL
70.0,Orlando,United States of America,2.0,Aub3150,,Aubrey,19744 TAYLOR CREST STREET,,tabbatha,,S,5.0,,V6D 1R8,Apple,,429.0,1014452.0,1-856-532-7746,475746.0,KY
77.0,Vallejo,Canada,0.0,CAR3151,,CARVER,4757 landmark road,3.0,Arlinda,O,S,1.0,F,T6C 1I3,Autoliv,,651.0,2001324.0,1-371-296-5231,443489.0,OR
14.0,Tacoma,United States of America,1.0,For3152,,Forland,15065 bellaire crescent,1.0,Maybelle,O,U,0.0,F,78259,Joy Global,,655.0,2590140.0,,,AZ
,Akron,Canada,7.0,Gra3153,,Grassmann,9983 pampas upper,0.0,ABDALLAH,O,M,0.0,,10229,Schering-Plough,,664.0,,1-680-005-4239,453996.0,Saskatchewan
66.0,Worcester,United States of America,5.0,Cif3154,,Cifelli,771 KELLY LOWER,5.0,Tu,R,M,2.0,M,10151,Intel,,485.0,1337216.0,1-208-646-4469,428918.0,WV
3.0,Quebec,United States of America,4.0,GRE3155,apt. 612,GREAVER,20064 LAREDO SOUTH,5.0,Sher,O,D,5.0,f,M3w 1k7,Kellogg,H,546.0,1418402.0,1-323-950-0638,136229.0,Manitoba
88.0,Fort Collins,United States of America,3.0,kau3156,,kaufman,13069 shelter crescent,0.0,ernesto,U,D,0.0,M,35820,PSS World Medical,,646.0,2412000.0,1-884-948-2364,104436.0,KY
36.0,Huntington,United States of America,10.0,win3157,,wingate,3809 GARDINA WEST,,Addy,R,U,1.0,m,V6s 1t8,Unisys,,314.0,2417623.0,1-320-857-4941,218359.0,NV
7.0,Houston,United States of America,5.0,ACS3158,,ACS,19374 TAUBMAN DRIVE,0.0,Gurcharan,U,W,0.0,,66622,Pentair,G,379.0,3648311.0,1-595-768-0887,481718.0,WA
22.0,Wilmington,United States of America,6.0,SIB3159,,SIBBET,7889 MURRAY WAY,4.0,leora,O,D,5.0,,19156,Cenveo,,,921920.0,1-378-466-6807,82422.0,NE
42.0,Lexington,United States of America,4.0,Bai3160,,Bailloux,23680 alpha park,,Muhammad,O,U,5.0,M,85305,Hudson City Bancorp,,838.0,1621944.0,1-001-503-6612,142615.0,Ontario
53.0,Mesa,United States of America,6.0,HEA3161,,HEATON,885 crosby lane,4.0,Wilkin,O,S,5.0,,77203,American Eagle Outfitters,H,572.0,1276460.0,1-079-051-4097,269168.0,Ontario
2.0,Tampa,United States of America,4.0,Kru3162,,Kruger,17973 scanlin north,0.0,Winnah,R,M,4.0,f,02113,Service Corp. International,,790.0,1584243.0,1-292-832-5940,360299.0,VA
18.0,Santa Ana,United States of America,7.0,BEN3163,,BENEFITS,21600 throckmorton crescent,1.0,Regan,O,M,,F,91223,Abercrombie & Fitch,C,815.0,2177965.0,1-592-205-9926,272403.0,NC
45.0,Huntington,United States of America,8.0,den3164,,deneen,3029 hickory lower,2.0,Grey,U,M,4.0,,35290,Graham Packaging,,521.0,3298362.0,1-446-735-0218,368739.0,TN
80.0,West Valley,United States of America,9.0,Hil3165,,Hilder,17719 shadowbriar park,0.0,Anneliese,U,M,3.0,,91732,BJ's Wholesale Club,D,553.0,690035.0,1-975-074-2801,127315.0,Quebec
35.0,Laredo,United States of America,3.0,ban3166,,bannard,24555 rexford north,4.0,Mariam,O,M,1.0,F,77014,Interstate Bakeries,L,773.0,1701551.0,1-850-972-8031,279729.0,Saskatchewan
42.0,Grand Prairie,United States of America,6.0,CIM3167,,CIMOLAI,14362 REILLY BOULEVARD,2.0,Bobinette,O,D,4.0,,94547,Exxon Mobil,,346.0,2811788.0,1-642-641-5481,402921.0,MO
11.0,Berkeley,United States of America,3.0,Sch3168,apt. 324,Schecter,9682 turtle creek boulevard,2.0,Floris,O,D,3.0,,t6a 1k5,American Financial Group,A,328.0,2834748.0,1-717-199-3638,265009.0,RI
43.0,Louisville,United States of America,1.0,HAG3169,,HAGSTROM,20211 ELECTRA DRIVE,0.0,kaela,O,M,0.0,M,77051,Alliant Energy,,551.0,1470175.0,1-261-676-2317,361844.0,UT
70.0,Huntington Beach,United States of America,0.0,sir3170,,sirevicius,24766 BRAESWOOD COURT,1.0,marlon,O,S,4.0,,99562,,P,793.0,307105.0,1-038-684-4473,216977.0,VT
98.0,Sherbrooke,United States of America,9.0,Deg3171,,Degen,11630 ARCHER WEST,3.0,Anky,O,S,5.0,,T5b 1x1,Popular,,452.0,2789841.0,1-864-302-4580,353080.0,AK
2.0,Columbus,Canada,7.0,Joa3172,,Joannis,4779 weller way,0.0,Adara,R,U,5.0,F,92624,Helmerich & Payne,,785.0,62762.0,1-426-176-5766,57942.0,Ontario
21.0,Fairbanks,United States of America,4.0,Ayo3173,,Ayotte,16119 LANGDON CRESCENT,1.0,Evona,O,U,0.0,f,V6S 1R4,American Electric Power,S,636.0,2371217.0,1-932-975-8527,294326.0,WY
7.0,Nashua,Canada,2.0,Gor3174,,Gorlick,23182 trail lake west,3.0,CHARIS,R,M,0.0,M,E7O 1Q3,Itron,T,649.0,2369269.0,1-604-149-7055,116139.0,AR
,Madison,United States of America,6.0,Cue3175,Suite 429,Cuellar,855 HAVENRIDGE AVENUE,4.0,Mariska,O,M,1.0,,07504,Wynn Resorts,,749.0,1396480.0,1-307-472-9190,436726.0,NM
23.0,Cincinnati,United States of America,4.0,Byr3176,,Byrnes,2504 IDLEWILD RUE,,VEENA,O,U,3.0,,94394,Jones Apparel Group,,410.0,3817595.0,1-855-427-7500,263610.0,NH
30.0,Warren,United States of America,7.0,SOD3177,,SODANO,21386 LANDERA AVENUE,3.0,richard,,W,4.0,,77174,Wisconsin Energy,,358.0,555792.0,1-899-451-5856,375482.0,ME
79.0,Overland Park,United States of America,5.0,TIN3178,,TINTOR,2754 hickorybark west,4.0,GINA,U,U,1.0,m,78215,CVS Caremark,,323.0,1993097.0,1-782-896-2989,35495.0,Ontario
6.0,Costa Mesa,United States of America,6.0,COP3179,,COPES,3591 lemming crescent,0.0,JOSANNE,O,M,3.0,F,66624,Scholastic,,828.0,1296349.0,1-514-434-1637,186982.0,Saskatchewan
46.0,Pembroke Pines,United States of America,4.0,Ibu3180,,Iburg,2929 bryant irvin road,2.0,MICHELINA,O,M,3.0,,94409,Joy Global,,445.0,3656683.0,1-918-487-6296,425175.0,Nova Scotia
46.0,Anchorage,United States of America,6.0,nol3181,,noll,7977 gaylord east,1.0,daile,O,S,2.0,,X7j 1q5,Marriott International,,750.0,317751.0,1-900-468-6204,61205.0,AR
69.0,Beaumont,United States of America,0.0,Thr3182,,Throgmorton,3367 FOUR WINDS STREET,1.0,riane,O,U,5.0,m,V6u 1q8,,,,3794078.0,1-720-595-7516,128210.0,NH
39.0,Brownsville,United States of America,3.0,Ste3183,,Steklasa,17973 scanlin north,4.0,SUSAN,U,W,3.0,,48220,NYSE Euronext,V,715.0,1197163.0,1-330-777-1878,403238.0,Manitoba
100.0,Grand Rapids,Canada,8.0,ism3184,,ismail,6454 kiel upper,2.0,Kamlesh,O,D,5.0,,H2g 1x7,SPX,,302.0,2621272.0,1-527-206-1103,,RI
14.0,Rockford,United States of America,5.0,Dow3185,,Dow,19532 goodwin way,1.0,ron,O,W,2.0,,94148,J.M. Smucker,,768.0,1088475.0,1-689-138-7564,284157.0,MO
88.0,Frederick,United States of America,,Gri3186,,Grigg,9307 BEALE UPPER,2.0,NIALL,O,M,0.0,f,V6m 1r5,Discovery Communications,,543.0,12603.0,1-975-299-1709,101416.0,FL
94.0,Sandy,United States of America,0.0,Gom3187,,Gomes,18716 GREENE DRIVE,1.0,Cecile,O,U,0.0,F,10278,Medco Health Solutions,,332.0,3264504.0,,338863.0,WY
82.0,Chicago,Canada,7.0,Sau3188,,Saumure,10741 pine lower,0.0,Sean,O,D,4.0,m,35801,Lender Processing Services,B,376.0,3819913.0,1-194-985-3595,435740.0,VT
,Tempe,Canada,0.0,Tip3189,apt. 568,Tippett,268 cooper lower,0.0,Ottilie,O,M,,,92141,Black & Decker,,354.0,1002647.0,1-938-497-0362,36216.0,OH
20.0,San Bernardino,Canada,2.0,VAN3190,,VAN SCHYNDEL,18279 chapin west,4.0,GILBERTINE,O,U,4.0,m,45428,Visteon,,671.0,953260.0,1-872-516-8714,,IL
38.0,Vancouver,United States of America,10.0,Kar3191,,Karibian,17028 sakowitz upper,0.0,Lapkin,,S,2.0,,78410,T. Rowe Price,,385.0,,1-385-802-6865,460705.0,OR
12.0,Hay River,United States of America,1.0,Ver3192,,Verma,1525 tartan court,0.0,Sophia,O,U,1.0,m,89513,FMC,,600.0,2306611.0,1-024-120-6845,97050.0,MO
30.0,Tallahassee,United States of America,3.0,Mit3193,,Mitchler,21370 KING RUE,3.0,Johan,,S,1.0,,38181,Jones Apparel Group,,569.0,1776040.0,1-783-757-3782,85212.0,OR
77.0,Stockton,Canada,5.0,HES3194,,HESLOP,3038 ashley way,0.0,Dimitrios,O,U,4.0,,38140,Mueller Industries,,665.0,3676807.0,1-982-576-7582,247257.0,NE
43.0,Santa Fe,United States of America,4.0,Pro3195,,Prodmfg,9933 inwood south,0.0,Miof mela,R,S,3.0,F,V6k 1t9,UAL,E,772.0,3199282.0,,53717.0,Saskatchewan
67.0,Worcester,United States of America,0.0,Pry3196,,Pryszlak,12513 wesleyan boulevard,1.0,Cam,O,W,3.0,,64051,Edison International,,397.0,,1-530-848-5905,208653.0,OH
81.0,Fort Worth,United States of America,7.0,Cam3197,Apt. 99,Campagna,14285 KIMBERLEY SOUTH,,Midge,O,D,2.0,m,H7g 1v7,Target,N,320.0,1567341.0,1-750-831-2736,,DC
47.0,Concord,United States of America,0.0,Mos3198,,Moskalik,7837 howell court,0.0,Furrukh,R,M,1.0,,V6t 1q7,Exterran Holdings,,452.0,2978992.0,1-098-752-9548,439094.0,GA
41.0,Springfield,United States of America,9.0,Bra3199,,Braham,22892 SYCAMORE SCHOOL WEST,1.0,ARDAVAN,R,U,3.0,,V6e 1p8,Eagle Rock Energy Partners,,,655535.0,1-838-820-6132,263367.0,WI
85.0,Topeka,United States of America,8.0,jan3201,,janczyn,17514 buckroe court,,chandal,R,U,5.0,,36187,Dr Pepper Snapple Group,,,1120279.0,1-163-642-9525,,CO
18.0,Lubbock,United States of America,1.0,Met3202,,Metz,2451 knowles street,1.0,Gwyneth,O,U,2.0,m,80910,Southwestern Energy,,469.0,2480644.0,1-442-366-8403,392473.0,KY
22.0,Alexandria,United States of America,10.0,Gla3203,APT. 68,Glancey,16597 kingsbridge avenue,5.0,Rasla,R,M,2.0,f,77291,IDT,,818.0,2286899.0,1-212-044-5608,238454.0,Nova Scotia
3.0,Syracuse,Canada,7.0,Res3204,,Ressner,14482 kirby south,1.0,GUO-QIANG,O,U,3.0,M,77247,Cytec Industries,,602.0,1948533.0,1-857-603-6406,431196.0,NM
69.0,Birmingham,Canada,9.0,flo3205,,florez,2928 potomac upper,,Cefee,O,D,4.0,F,94434,Family Dollar Stores,I,420.0,820882.0,1-544-129-7558,101474.0,KY
22.0,Overland Park,United States of America,10.0,ume3206,,umetsu,13820 mccardell avenue,5.0,loreen,O,M,0.0,,18106,Phoenix,,462.0,3956978.0,1-514-828-9292,308980.0,OH
63.0,Yonkers,United States of America,2.0,ell3207,,ellison,1684 weyland west,5.0,domenico,R,M,4.0,f,90045,StanCorp Financial,,645.0,1299438.0,1-235-997-2242,,MO
66.0,Carrollton,United States of America,1.0,NAS3208,,NASHVILLE,20776 whistler west,3.0,Hettie,O,S,2.0,m,23455,Vought Aircraft Industries,I,701.0,,1-004-227-9524,239439.0,LA
