gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
Tog8351,R,1-935-846-7322,ConocoPhillips,,Yqwxyl,F,3.0,British Columbia,319157.0,D,United States of America,3.0,44.0,667.0,,612942.0
Srm8352,O,1-850-099-0773,Mueller Industries,u,Xjuxrgcjqwfx,,0.0,Quebec,204546.0,M,United States of America,4.0,40.0,475.0,2.0,1691044.0
Zmu8353,O,1-180-375-8501,VWR Funding,,Dxoqcluw,F,5.0,MD,493168.0,W,United States of America,1.0,69.0,370.0,8.0,
Ajy8354,U,1-968-516-8394,Aleris International,,,,3.0,Prince Edward Island,170982.0,M,United States of America,3.0,23.0,543.0,9.0,820347.0
pqp8355,O,1-545-055-0628,Expeditors International,,Fnmarklujwar,m,4.0,IL,167544.0,M,United States of America,1.0,61.0,591.0,9.0,241622.0
Yby8356,O,,Annaly Capital Management,E,XJGCJV,,1.0,DC,10320.0,D,Canada,0.0,28.0,721.0,6.0,3727576.0
QUL8357,U,1-132-543-2018,United Rentals,y,Owffydzeh,m,3.0,CA,210885.0,S,United States of America,5.0,49.0,672.0,8.0,3445443.0
Bkl8358,R,1-183-609-4097,Cognizant Technology Solutions,O,Gozeirnfoy,,3.0,VT,269090.0,W,Canada,3.0,88.0,802.0,5.0,3664506.0
Itq8359,O,1-814-402-9485,Loews,i,BZPSM,,,DC,410313.0,U,United States of America,2.0,13.0,462.0,5.0,3877077.0
Atw8360,O,1-781-242-8797,Franklin Resources,,,,1.0,Saskatchewan,24725.0,W,United States of America,,12.0,849.0,6.0,1889529.0
PPN8361,R,1-403-835-3507,Graybar Electric,I,PFHKO,F,0.0,CT,375140.0,U,Canada,,52.0,728.0,6.0,3941350.0
UZE8362,O,1-143-481-5966,NVR,B,WTKWUNUYF,,2.0,AR,90376.0,M,United States of America,1.0,64.0,850.0,,3404582.0
axv8363,O,1-982-060-6980,State Street Corp.,K,KVCMPZSLFVG,f,2.0,DC,74761.0,S,United States of America,2.0,16.0,626.0,2.0,1209089.0
Ynt8364,O,1-429-687-3197,Warnaco Group,,WDJELHFSMHCY,F,4.0,WA,254262.0,U,Canada,1.0,74.0,771.0,5.0,106272.0
Msz8365,R,1-892-535-9912,Lam Research,m,Sveby,m,1.0,SD,270354.0,U,United States of America,1.0,,702.0,2.0,429019.0
Jlr8366,O,1-570-429-8936,Owens-Illinois,,Ommnteij,M,4.0,CT,395379.0,M,Canada,2.0,30.0,824.0,5.0,1825720.0
PXR8367,O,1-569-120-9777,Superior Energy Services,Z,noith,,0.0,WV,222496.0,U,United States of America,3.0,71.0,528.0,2.0,117460.0
ipw8368,O,1-826-296-7269,Pfizer,,FKXDXSESQIPF,M,0.0,DE,290102.0,W,United States of America,1.0,92.0,681.0,2.0,837365.0
nah8369,O,1-883-280-1630,HNI,B,,,1.0,KS,380542.0,M,United States of America,5.0,10.0,834.0,2.0,1213636.0
YXS8370,R,1-755-650-0981,Applied Biosystems,,Bglkqhk,,4.0,NJ,293577.0,M,United States of America,0.0,89.0,749.0,10.0,1705534.0
QKK8371,O,1-754-361-9055,Dentsply International,,Mgitpi,m,3.0,AR,115659.0,M,United States of America,5.0,87.0,609.0,,2121657.0
Dtq8372,O,1-934-013-5103,Eli Lilly,,VPHZV,,3.0,Newfoundland,485918.0,,United States of America,5.0,40.0,836.0,7.0,3158778.0
LDT8373,O,1-088-782-5558,PSS World Medical,v,Nrpzdla,,5.0,NV,200901.0,W,United States of America,0.0,36.0,319.0,6.0,589798.0
Smg8374,O,1-772-284-8663,Country Financial Services,,,,1.0,OH,286826.0,D,United States of America,1.0,63.0,482.0,4.0,2934120.0
Ymi8375,O,1-538-848-0859,Applied Biosystems,B,Sbznkqwal,M,5.0,IA,348662.0,M,United States of America,0.0,67.0,539.0,3.0,1928438.0
Utm8376,O,1-062-279-5052,AGCO,,Grytcz,,2.0,TX,318853.0,D,United States of America,4.0,93.0,847.0,4.0,680023.0
qir8377,O,1-659-414-8987,Global Partners,P,Dvcqnyxaty,,2.0,SC,105361.0,W,United States of America,1.0,95.0,714.0,0.0,1561052.0
YKD8378,O,1-153-531-2572,Capital One Financial,,,f,4.0,SC,399550.0,,United States of America,0.0,29.0,467.0,,3504669.0
eac8379,O,1-370-965-6732,KBR,,Ucjdqsav,,2.0,FL,299806.0,U,United States of America,1.0,30.0,497.0,6.0,1226388.0
Snc8380,O,,Symantec,Y,ZHYURD,f,5.0,WA,213536.0,U,United States of America,4.0,86.0,604.0,4.0,2047050.0
lyc8381,O,1-557-860-1422,Saks,U,Uzcag,,5.0,AR,289455.0,M,United States of America,1.0,22.0,698.0,3.0,1174967.0
Hyb8382,O,1-960-310-4747,Medtronic,H,tnekc,,1.0,WY,237620.0,M,United States of America,2.0,5.0,403.0,1.0,3278883.0
cjz8383,O,1-451-504-7655,Dean Foods,,Eaoxwuf,M,0.0,LA,293766.0,M,United States of America,,90.0,714.0,5.0,2537363.0
Nqx8384,O,1-715-920-8523,Ford Motor,y,Nzgtkzef,M,4.0,Manitoba,136793.0,S,United States of America,5.0,73.0,455.0,,1146313.0
Oeq8385,O,1-387-767-8789,Icahn Enterprises,s,Wcgbospo,,4.0,WI,418283.0,M,United States of America,2.0,94.0,642.0,5.0,2583488.0
Aiz8386,U,1-985-351-5515,Roper Industries,,HSUKIHOW,M,1.0,Ontario,28204.0,W,United States of America,4.0,73.0,328.0,4.0,3399031.0
STH8387,U,1-243-615-9288,Saks,y,Oufpsreoj,,4.0,ME,269022.0,M,United States of America,4.0,8.0,489.0,4.0,2430620.0
Gmo8388,O,1-899-541-2808,Mueller Water Products,,Txfemf,,1.0,NY,31831.0,U,United States of America,5.0,51.0,835.0,0.0,385940.0
VVF8389,O,1-547-489-0555,Molson Coors Brewing,r,esnfq,,5.0,KY,416623.0,M,United States of America,5.0,90.0,567.0,5.0,1164249.0
Bwc8390,U,1-604-437-1307,Dun & Bradstreet,T,Tzlub,,3.0,AR,123110.0,,United States of America,2.0,62.0,310.0,0.0,
Gab8391,O,1-247-691-9458,Volt Information Sciences,M,Kqkclmtgw,M,4.0,KS,246022.0,W,United States of America,1.0,80.0,366.0,0.0,857850.0
fzc8392,,1-129-363-1252,AMC Entertainment,d,KWJKQUWM,F,4.0,MS,114486.0,M,United States of America,3.0,28.0,,,198683.0
EKN8393,O,1-923-899-8748,ConAgra Foods,,ygbcmfj,,1.0,AZ,435741.0,M,United States of America,4.0,51.0,425.0,6.0,3677526.0
KMK8394,R,1-368-868-2476,,,Kexxxdfb,J,5.0,SD,127447.0,D,United States of America,5.0,40.0,593.0,2.0,845549.0
FZF8395,O,1-077-276-3707,Clorox,,svextqpyfoi,,2.0,SD,69855.0,M,Canada,0.0,1.0,,10.0,2989701.0
len8396,O,1-219-422-8866,Flowers Foods,M,smqfosy,,3.0,AZ,488405.0,M,United States of America,5.0,44.0,661.0,1.0,2724881.0
VLM8397,O,1-838-203-9428,Hewitt Associates,,DZWNXYQZKNQ,,4.0,ID,473.0,W,United States of America,2.0,41.0,494.0,2.0,2228585.0
mav8398,O,1-742-373-5597,Cablevision Systems,,Byvemdkvrpi,,0.0,MA,78269.0,M,United States of America,1.0,69.0,324.0,8.0,2411133.0
SFQ8399,R,,Vought Aircraft Industries,,Olbdvrnhuarn,,4.0,VA,133210.0,W,United States of America,2.0,34.0,801.0,0.0,2006554.0
NFI8400,O,1-622-811-1744,Scotts Miracle-Gro,W,Enryhagkejut,F,3.0,OH,398312.0,U,United States of America,4.0,11.0,430.0,,1105583.0
Pqm8401,O,1-113-760-1602,Pactiv,,itnwcujc,F,1.0,DE,346267.0,U,United States of America,1.0,40.0,590.0,8.0,2450714.0
ZPN8402,O,1-516-447-4852,Nasdaq OMX Group,,OIGWFGGJ,f,,UT,246402.0,U,Canada,1.0,1.0,617.0,1.0,1367113.0
Fht8403,O,1-560-613-4348,Timken,a,Fcghcgh,f,3.0,Manitoba,355336.0,M,United States of America,2.0,93.0,594.0,0.0,1458300.0
xmv8404,O,1-905-127-4490,Catalyst Health Solutions,l,,,5.0,NC,277343.0,U,United States of America,0.0,94.0,,1.0,2153900.0
kuo8405,O,1-122-808-3486,DynCorp International,,Hvelezfhmsqj,m,2.0,DE,448803.0,W,,2.0,44.0,411.0,1.0,693726.0
Gnx8406,O,1-621-293-7749,Pulte Homes,,Hjodpfodfk,F,0.0,Alberta,494763.0,,United States of America,,6.0,541.0,1.0,1456507.0
NBI8407,U,1-503-406-8132,Pantry,,Nbseejlhjti,m,4.0,CT,219917.0,U,United States of America,5.0,78.0,618.0,6.0,613257.0
tci8408,O,1-447-068-8633,SAIC,N,RQGFS,,5.0,NJ,275576.0,W,United States of America,1.0,3.0,487.0,3.0,545439.0
lad8409,O,1-281-225-2506,Service Enterprise Group,,Mrxgy,,0.0,WI,313667.0,M,United States of America,4.0,75.0,733.0,5.0,2352979.0
Gsv8410,O,1-585-185-9026,Level 3 Communications,j,Jkyeaxscf,,0.0,ME,117546.0,S,United States of America,2.0,64.0,788.0,1.0,2662579.0
Fkc8411,O,1-044-374-1808,Safeway,,XCZLSOKJ,f,5.0,MN,61410.0,U,United States of America,5.0,85.0,393.0,6.0,313104.0
ntt8412,O,1-808-485-8256,CACI International,,JCVMTHXTFS,f,1.0,IN,193365.0,W,United States of America,0.0,17.0,412.0,2.0,3015714.0
Enq8413,R,1-229-706-6736,Land O'Lakes,i,otjgbmtf,F,1.0,NE,99313.0,S,United States of America,3.0,,557.0,8.0,614942.0
Zxq8414,,1-183-936-9819,Zions Bancorp.,o,trqrttubsb,f,5.0,MS,186026.0,M,United States of America,4.0,66.0,397.0,2.0,1471593.0
CQV8415,R,1-469-487-5771,Career Education,b,Xfpplsolbakj,,4.0,NM,288720.0,M,United States of America,2.0,19.0,561.0,3.0,
BEZ8416,O,1-104-525-7246,Apple,Q,Xsyclnonvk,,3.0,ME,183068.0,,United States of America,5.0,91.0,516.0,8.0,1353127.0
Yul8417,O,1-082-889-7946,Mutual of America Life,f,xaggpg,,3.0,VA,406673.0,M,United States of America,2.0,,764.0,3.0,488073.0
Jtb8418,O,1-040-266-5438,H.J. Heinz,,Tqxqtvdamx,f,1.0,WV,322767.0,M,United States of America,3.0,69.0,725.0,,1770822.0
Hqd8419,O,1-782-124-0009,Herman Miller,v,rswwmt,M,1.0,ME,41575.0,S,Canada,0.0,39.0,463.0,6.0,3349478.0
Vrn8420,O,1-729-495-5713,RSC Holdings,,HONBYBONUKE,,5.0,New Brunswick,65319.0,D,United States of America,,67.0,774.0,7.0,3343920.0
WDU8421,R,1-363-125-6743,News Corp.,c,Tsgxv,,3.0,MI,50132.0,M,United States of America,4.0,41.0,654.0,3.0,1500921.0
uab8422,O,1-967-194-0873,Tenneco,,jdflpxl,,2.0,CA,491132.0,S,Canada,4.0,99.0,329.0,9.0,3704032.0
KFD8423,O,1-229-279-8869,LifePoint Hospitals,,Jpnxbnlwvitv,,4.0,GA,491971.0,D,United States of America,0.0,66.0,544.0,1.0,624438.0
Izt8424,O,1-497-754-8607,Emcor Group,v,wgmkrfynhyp,,3.0,SD,375380.0,U,United States of America,0.0,49.0,526.0,,3598369.0
Auo8425,R,1-344-135-2659,Public Storage,,Lfnasjivx,,4.0,NE,416339.0,S,United States of America,0.0,21.0,770.0,8.0,3110160.0
pqs8426,O,1-950-538-5293,Boston Scientific,,kqecy,,3.0,Manitoba,185175.0,U,Canada,3.0,44.0,691.0,1.0,3683789.0
bfm8427,R,1-790-421-5304,Dick's Sporting Goods,,Gbophttn,M,4.0,Manitoba,414591.0,U,United States of America,0.0,29.0,790.0,,2208898.0
EWM8428,O,1-609-115-8511,Commercial Metals,,HDRCOUICKN,,2.0,NM,451105.0,U,United States of America,4.0,19.0,584.0,5.0,3381435.0
ejp8429,O,,Baker Hughes,I,RBGOXBCY,M,3.0,NY,330727.0,S,United States of America,4.0,40.0,821.0,1.0,499477.0
Riv8430,U,1-429-273-7587,Questar,G,GRRVIUN,,1.0,UT,50921.0,W,United States of America,5.0,38.0,423.0,7.0,3054107.0
Ppo8431,O,1-851-345-9579,D.R. Horton,,Ukdhpjj,F,3.0,British Columbia,219560.0,U,United States of America,5.0,45.0,723.0,6.0,3034114.0
HCD8432,O,1-163-418-3001,AGCO,t,qlqaeki,F,1.0,NC,72005.0,M,,5.0,79.0,793.0,0.0,604365.0
Swy8433,O,1-407-766-2137,Pentair,,fmnoatkmn,f,0.0,SD,303962.0,,United States of America,1.0,,711.0,4.0,631885.0
num8434,O,1-962-726-8105,Health Management Associates,,Izvgerznev,,4.0,NC,319808.0,S,,0.0,63.0,500.0,5.0,1801070.0
ixo8435,O,1-101-284-2316,Tupperware Brands,,DEBKP,,3.0,British Columbia,,M,United States of America,0.0,84.0,776.0,1.0,1726194.0
vzk8436,O,1-905-875-1102,ManTech International,l,Qvjqvdgaj,,0.0,AL,391449.0,D,,,46.0,478.0,6.0,3557258.0
Cch8437,O,1-639-709-5768,Tiffany & Co,,,,,Prince Edward Island,314671.0,S,United States of America,4.0,95.0,776.0,5.0,1435561.0
Sev8438,O,1-560-026-1156,,,Kunkthmhgqy,f,0.0,DC,193317.0,U,,5.0,78.0,795.0,4.0,140715.0
Bao8439,R,1-215-807-9626,Pall,K,Ezpyxjtnesh,,,NJ,228417.0,W,Canada,1.0,93.0,843.0,8.0,2953490.0
hvf8440,R,1-660-386-9061,,,WWRIKG,f,0.0,NJ,164976.0,S,United States of America,0.0,100.0,612.0,5.0,3497594.0
Crm8441,U,1-526-756-0151,Raytheon,,qmcjaeyp,,0.0,NV,28548.0,S,Canada,2.0,71.0,601.0,10.0,3626781.0
Euo8442,O,1-715-341-9696,Kimberly-Clark,,Sdeciy,F,2.0,OH,119902.0,U,United States of America,5.0,44.0,667.0,7.0,3934140.0
Kxp8443,O,1-270-030-3843,WellPoint,Z,Rahmrvxig,,2.0,WV,228131.0,D,United States of America,0.0,18.0,702.0,8.0,2103324.0
Wep8444,O,1-844-771-3207,IAC/InterActiveCorp,n,yzmgvwfidyd,M,4.0,ND,153927.0,M,United States of America,4.0,48.0,517.0,,751426.0
Hvh8445,O,1-799-762-1774,Priceline.com,,ttgtzfsv,M,5.0,British Columbia,442135.0,M,United States of America,2.0,,597.0,10.0,72928.0
Rsx8446,O,1-529-844-6743,Navistar International,,Aayzd,m,0.0,UT,292340.0,M,United States of America,5.0,68.0,788.0,1.0,170466.0
Doi8447,O,1-086-956-5660,Jarden,w,culehjtykq,,,AL,26963.0,S,United States of America,1.0,54.0,464.0,3.0,76336.0
Qqp8448,O,,Atlas America,,rjqpmapoyudr,M,5.0,IN,337062.0,W,United States of America,0.0,41.0,703.0,6.0,172798.0
Fae8449,O,1-865-928-1936,Insight Enterprises,,FRPDNTRBVOTL,,0.0,DC,71795.0,U,Canada,3.0,49.0,476.0,9.0,2266559.0
FIU8450,O,1-078-320-5212,Broadridge Financial Solutions,,Azpxetq,m,4.0,AR,271114.0,S,United States of America,5.0,9.0,617.0,5.0,1446659.0
Eqf8451,O,1-010-220-1308,Perrigo,,Pjhoxvurwqdy,,0.0,ME,322148.0,S,United States of America,3.0,95.0,347.0,4.0,2733798.0
Cmj8452,O,1-251-163-0585,Embarq,,Lcvpm,M,3.0,Saskatchewan,233357.0,M,United States of America,5.0,89.0,,7.0,3057177.0
HDU8453,O,,,,Misusjjecac,,5.0,VA,105107.0,W,Canada,0.0,54.0,767.0,5.0,1392119.0
tss8454,O,1-219-906-6463,WABCO Holdings,,wvnaw,,1.0,VA,248032.0,M,United States of America,1.0,50.0,478.0,3.0,2505151.0
pit8455,O,1-870-258-0983,Beacon Roofing Supply,,Mguikpinj,,4.0,HI,478696.0,,United States of America,,79.0,521.0,7.0,1238133.0
Vol8456,O,1-814-914-4841,Smith International,T,Bcvqifn,F,2.0,WY,3391.0,D,United States of America,2.0,,585.0,4.0,1932173.0
Ewz8457,O,1-476-525-7286,Huntington Bancshares,j,csnfrvuxuuf,,2.0,CO,121179.0,D,United States of America,5.0,50.0,334.0,8.0,1930474.0
OWW8458,O,1-948-656-8165,Core-Mark Holding,,VSYDB,f,,OH,303801.0,M,United States of America,2.0,28.0,727.0,5.0,2443730.0
Hhn8459,R,1-519-257-3199,Sentry Insurance Group,N,noffdqad,,1.0,FL,6744.0,W,Canada,,17.0,611.0,1.0,990303.0
FFX8460,,1-326-407-2371,Amerigroup,x,Cnmsgoz,f,3.0,MA,326543.0,S,United States of America,1.0,,360.0,5.0,1635558.0
vus8461,O,1-793-516-3698,Terex,,tddcdgegs,f,5.0,CT,270638.0,D,,3.0,26.0,445.0,5.0,1831763.0
MCX8462,O,1-192-706-0536,Coca-Cola Enterprises,A,QWPSBWKSJA,M,4.0,HI,60200.0,S,United States of America,0.0,49.0,713.0,4.0,429010.0
hno8463,O,1-959-679-8837,Lockheed Martin,,Xocdasikfx,,2.0,WY,183336.0,S,Canada,2.0,26.0,570.0,3.0,1831294.0
ndf8464,U,1-332-155-2981,AGCO,,edlffkhl,F,4.0,TN,340069.0,M,,4.0,83.0,656.0,7.0,436257.0
CAP8465,O,1-511-107-9446,Con-way,l,Bqwza,,0.0,WI,4339.0,S,United States of America,3.0,74.0,567.0,10.0,799882.0
rkj8466,O,1-354-475-2420,CC Media Holdings,,Qkpjoourc,f,0.0,AR,380166.0,M,United States of America,2.0,65.0,726.0,10.0,3387121.0
eue8467,O,1-794-555-3534,Dynegy,M,Ipmupduwced,,5.0,MD,483411.0,W,United States of America,2.0,3.0,488.0,5.0,3690724.0
Ofd8468,O,1-223-235-3740,CMS Energy,,FTMABKWW,f,4.0,MI,31197.0,M,United States of America,0.0,12.0,525.0,2.0,1730508.0
fcp8469,O,1-862-279-6049,Domtar,,Arpdgqpxnuoi,f,,VT,470929.0,S,United States of America,5.0,3.0,640.0,6.0,728292.0
Yyz8470,R,1-075-386-3166,Pacific Life,,gijya,,4.0,CO,106289.0,M,United States of America,1.0,50.0,314.0,8.0,1112286.0
Nwq8471,,1-153-331-0598,Packaging Corp. of America,,ahrampskctjn,,0.0,Quebec,212470.0,S,Canada,4.0,95.0,793.0,0.0,3167276.0
kgp8472,O,,Magellan Health Services,,JEWYLEV,,2.0,MS,324050.0,,,,77.0,,0.0,2917329.0
uio8473,R,1-684-936-0510,Philip Morris International,,Ugiwwibormt,F,3.0,NH,323659.0,U,United States of America,2.0,28.0,715.0,4.0,1033637.0
Ocr8474,O,1-356-900-0449,Ingram Micro,,Jliyvrlda,,2.0,MA,228220.0,S,Canada,3.0,38.0,585.0,2.0,626914.0
Uzq8475,O,1-851-783-9290,Intuit,e,Yrrwt,F,4.0,CO,272203.0,M,United States of America,2.0,41.0,447.0,2.0,2875202.0
jdb8476,O,1-465-839-5265,Kla-Tencor,,Urxgigylz,F,3.0,British Columbia,451917.0,U,Canada,5.0,17.0,536.0,1.0,3949799.0
Lgd8477,O,1-995-917-0686,Bio-Rad Laboratories,,Tcahjf,f,2.0,FL,111293.0,D,United States of America,1.0,100.0,843.0,10.0,636659.0
LOB8478,U,1-399-460-8921,WABCO Holdings,P,upibgkjx,,3.0,AZ,475106.0,D,United States of America,,56.0,316.0,9.0,2563261.0
Qbj8479,O,1-889-021-4907,FM Global,y,,,3.0,VT,331836.0,,United States of America,3.0,19.0,562.0,4.0,2705581.0
Qcn8480,,1-459-530-8211,Silgan Holdings,H,Bfxsf,,4.0,CO,81588.0,M,United States of America,0.0,49.0,708.0,5.0,2698096.0
LMS8481,O,1-385-488-1221,Ameriprise Financial,,Rwjwlexct,F,4.0,SC,105974.0,M,United States of America,2.0,23.0,764.0,2.0,2572600.0
OUC8482,O,1-447-167-7938,W.W. Grainger,a,zjorku,,4.0,RI,1657.0,S,United States of America,3.0,34.0,785.0,2.0,1537032.0
Trp8483,O,1-136-629-7597,Modine Manufacturing,X,Blsuzpxutm,m,,NM,397454.0,U,Canada,5.0,31.0,345.0,,2126200.0
gte8484,R,1-634-767-1446,FPL Group,f,Knodacngli,,4.0,GA,262796.0,U,United States of America,0.0,38.0,784.0,5.0,770068.0
ROB8485,O,1-623-631-6016,Puget Energy,,MLUHIRQPQ,,3.0,WY,412539.0,M,United States of America,4.0,23.0,558.0,5.0,1412791.0
rcd8486,O,1-803-557-0768,Simon Property Group,g,,F,1.0,NJ,123391.0,,United States of America,4.0,81.0,841.0,8.0,1469286.0
YMW8487,O,1-003-349-4503,Burger King Holdings,r,DVCOX,,3.0,SC,435982.0,S,United States of America,5.0,8.0,571.0,2.0,1152298.0
Brz8488,R,1-063-001-0419,Pall,,dvwxop,F,2.0,ME,290792.0,S,United States of America,1.0,86.0,392.0,6.0,3897005.0
chh8489,O,1-349-608-5731,NCR,X,EJTWQFJLH,,2.0,Alberta,120990.0,S,United States of America,3.0,40.0,533.0,3.0,3989969.0
JUN8490,O,1-317-788-6249,Whole Foods Market,W,Fdtivalivxm,m,2.0,Quebec,457396.0,U,Canada,4.0,55.0,,0.0,3345234.0
THH8491,O,1-228-529-6798,Danaher,,Akwppbezgkar,,5.0,IL,112285.0,D,United States of America,4.0,30.0,543.0,8.0,2863120.0
apr8492,R,1-817-598-6502,HealthSpring,,QDBMASKGZGDA,m,3.0,ID,451364.0,S,United States of America,1.0,94.0,827.0,4.0,3050091.0
Ljz8493,O,1-488-705-8163,Occidental Petroleum,O,glnqs,f,3.0,FL,235284.0,M,United States of America,5.0,94.0,809.0,10.0,939956.0
zox8494,,1-526-069-7892,Perot Systems,c,kczbwehx,f,1.0,MA,263074.0,M,United States of America,2.0,7.0,,,1160430.0
lzd8495,O,1-656-493-9265,Dell,,Bylsdf,f,1.0,Manitoba,96123.0,M,United States of America,3.0,,687.0,9.0,2081947.0
JXF8496,O,1-386-239-4376,Helmerich & Payne,,frxzlrgg,F,3.0,MD,,U,United States of America,5.0,95.0,776.0,7.0,90282.0
lvy8497,O,1-764-422-3011,Alpha Natural Resources,,Tlymcgdcgcul,F,0.0,Saskatchewan,204485.0,M,United States of America,2.0,75.0,411.0,2.0,
Npb8498,O,1-055-144-5259,Sherwin-Williams,J,Bcibw,f,5.0,AZ,121193.0,M,United States of America,3.0,,493.0,6.0,1399007.0
Jfj8499,O,1-988-711-9016,Tupperware Brands,X,VREJIQ,,3.0,DE,,W,United States of America,1.0,76.0,562.0,9.0,1477739.0
Fwb8500,O,,CUNA Mutual Group,,VMJGGHA,,5.0,AR,83167.0,S,United States of America,2.0,78.0,749.0,7.0,104989.0
Krh8501,,1-190-111-1511,Administaff,,Bblhqyxy,f,2.0,CA,282942.0,W,United States of America,0.0,21.0,532.0,7.0,29623.0
Cyp8502,O,1-628-206-1777,,H,YVPGELOQBP,M,3.0,Newfoundland,349287.0,M,Canada,0.0,32.0,699.0,9.0,923672.0
Qvu8503,O,1-638-112-6950,NTK Holdings,,Wkvkkfqt,F,4.0,ND,398595.0,S,United States of America,3.0,43.0,760.0,7.0,2147817.0
OBR8504,O,1-512-316-2765,Monsanto,,Hrnonpynmz,m,3.0,IN,7297.0,S,United States of America,5.0,39.0,580.0,4.0,919794.0
yzf8505,O,1-829-122-6085,Ingram Micro,m,VUCORJ,M,0.0,VA,172475.0,D,Canada,2.0,76.0,815.0,10.0,1375357.0
ZBQ8506,O,1-322-547-9555,Kroger,,AUWCJMPBNR,,2.0,Saskatchewan,323969.0,M,,4.0,47.0,654.0,6.0,678771.0
Aai8507,O,1-753-025-9341,Holly,,DEMTSAOFO,m,5.0,NV,195423.0,W,Canada,1.0,86.0,781.0,4.0,3164138.0
Ruc8508,U,1-053-678-7968,,u,Nbxvmnxv,,4.0,TN,74911.0,M,United States of America,4.0,41.0,823.0,8.0,1428073.0
Dpp8509,U,1-155-137-1437,Unum Group,,XSTQBQWSIILL,,1.0,NE,391792.0,D,United States of America,0.0,77.0,821.0,3.0,98688.0
UTU8510,O,1-437-209-9491,NCI Building Systems,,Aytlfia,,2.0,TN,,U,Canada,0.0,35.0,376.0,9.0,1696676.0
dow8511,O,1-602-934-6802,Bon-Ton Stores,,Goabkozymmcs,f,0.0,SD,116960.0,M,Canada,,41.0,790.0,10.0,567657.0
Xcn8512,O,,AMR,,Ytrauud,f,4.0,CA,185858.0,D,United States of America,4.0,33.0,544.0,7.0,2217949.0
Efl8513,R,1-432-879-2401,New Jersey Resources,G,Dvhqqvkywi,,0.0,LA,44305.0,M,United States of America,0.0,15.0,333.0,3.0,2753769.0
Lod8514,O,1-915-084-0744,Embarq,X,Zgyrbnrlhv,,4.0,LA,439692.0,W,United States of America,2.0,90.0,598.0,4.0,1381997.0
Pfa8515,O,1-492-311-3722,BorgWarner,O,iaimn,,,NH,224895.0,S,United States of America,3.0,46.0,410.0,7.0,3587663.0
Qfr8516,R,1-132-172-4935,Neiman Marcus,d,Idtfem,,0.0,MO,125085.0,S,United States of America,0.0,3.0,800.0,8.0,1080310.0
Wnp8517,U,1-611-443-1713,Amazon.com,t,Uorqzyb,F,4.0,KY,233974.0,U,United States of America,1.0,16.0,346.0,4.0,3248166.0
Gvu8518,,1-374-711-1669,Arkansas Best,,Fcbtcux,f,1.0,OH,316779.0,S,United States of America,1.0,96.0,318.0,,3957538.0
VFW8519,O,1-153-167-0916,Nationwide,,Fcajgck,,0.0,ME,,,Canada,3.0,52.0,470.0,7.0,1070106.0
Afx8520,O,1-785-182-7850,,,RBUNLBK,,3.0,NV,,S,United States of America,4.0,38.0,416.0,10.0,268243.0
Usl8521,O,1-821-352-6554,State Farm Insurance Cos.,,fwhiqaflryn,f,0.0,HI,69217.0,S,United States of America,3.0,78.0,365.0,5.0,2932666.0
toj8522,,1-428-416-7331,,W,Gnxrdib,M,3.0,RI,128400.0,S,United States of America,2.0,2.0,668.0,10.0,2510854.0
fqp8523,R,,Buildings Materials Corp.,H,Tbfcqi,M,1.0,TX,172941.0,M,United States of America,1.0,1.0,705.0,9.0,43530.0
sjm8524,O,1-334-447-4491,FMC,F,MPSSJWSFSHL,,5.0,WA,,M,Canada,4.0,64.0,471.0,5.0,1611189.0
Rie8525,O,1-493-866-4852,ABM Industries,,Fcjlswnhfj,M,5.0,FL,90913.0,S,United States of America,4.0,29.0,344.0,10.0,
Msj8526,O,1-539-316-6454,Burlington Northern Santa Fe,,Ktgqtjpppn,,3.0,WY,497850.0,,United States of America,2.0,,545.0,9.0,2668412.0
GQI8527,R,1-437-906-2896,W.R. Grace,,eshfnhteqkk,f,4.0,Prince Edward Island,122536.0,M,,0.0,92.0,469.0,,3357587.0
Qux8528,O,1-831-874-7712,Vanguard Health Systems,,EEJFP,M,2.0,OR,325913.0,U,United States of America,5.0,90.0,504.0,2.0,2477983.0
IEE8529,U,1-588-676-8975,Graham Packaging,,,,1.0,GA,132810.0,M,United States of America,1.0,43.0,715.0,9.0,3024331.0
Htj8530,O,1-437-695-6425,Wisconsin Energy,,,,5.0,MO,84453.0,M,,4.0,54.0,726.0,3.0,424598.0
dxa8531,O,,Simon Property Group,,jtbomy,,3.0,Ontario,155366.0,M,United States of America,4.0,85.0,715.0,9.0,3291469.0
mpd8532,O,1-816-980-8873,Convergys,,Qbpocmp,,1.0,SD,427365.0,S,United States of America,2.0,90.0,,8.0,2438535.0
Icl8533,U,1-152-091-9649,Diebold,,asmwnli,m,1.0,GA,330508.0,U,United States of America,2.0,100.0,583.0,5.0,2930050.0
Rkm8534,O,1-080-785-6233,Vectren,,IPKWAORTJYL,t,3.0,GA,14063.0,M,United States of America,5.0,89.0,805.0,2.0,3994449.0
TIZ8535,O,1-902-025-1797,AbitibiBowater,f,mhrogixhpus,,0.0,ND,61322.0,M,United States of America,1.0,67.0,,10.0,1601499.0
