prospect_AgencyID,prospect_State,prospect_City,prospect_MaritalStatus,prospect_NumberCars,prospect_Phone,prospect_Employer,prospect_Age,prospect_CreditRating,prospect_Country,prospect_NetWorth,prospect_AddressLine2,prospect_PostalCode,prospect_Income,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
zau9888,OR,London,U,0.0,1-797-409-8765,New York Life Insurance,98.0,463.0,United States of America,2342350.0,zmtflfjaiqaacliuhhnuyjsmlenoqwbkhtoducipmssgxupxlkvjojzukwuvfgukvm,Pqwojlxycnuc,130884.0,3.0,O,3.0
Bxb9889,IA,Fort Collins,M,2.0,1-490-149-9176,,60.0,769.0,Canada,2694839.0,gjusmjtthhddutzrwppcywtrjyiqabhqfowlkzjmfyyzzghicjosnzwunnmkrlnbiydunv,PLVXNFBEM,480167.0,3.0,O,6.0
Gmm9890,GA,Scottsdale,W,3.0,1-368-070-9973,Timken,40.0,556.0,United States of America,1486843.0,Dygffvsfjwaneiiqwltbjmferhpbtugh,Nqodtedd,133671.0,,O,4.0
lii9891,Nova Scotia,Sudbury,M,4.0,1-277-087-0426,Michael Foods,66.0,505.0,,3037943.0,Rhtxkiajernfr,Rpguxpxl,480094.0,4.0,O,10.0
mep9892,TN,San Antonio,W,2.0,1-279-864-8716,Idearc,56.0,393.0,United States of America,,Oxbcpnvtbaeguxtzojqubiwdojmyysvmvbdxzxrbtvssmvdycpbyqblbytkvburopbesfa,Tybpku,38745.0,4.0,O,5.0
jiq9893,IN,Simi Valley,M,0.0,1-439-540-3593,Paccar,68.0,710.0,United States of America,524271.0,NXGAPNERRTIV,Gkvwdz,216278.0,2.0,O,2.0
Smg9894,IA,Cheyenne,U,4.0,1-446-000-6052,Aventine Renewable Energy,65.0,499.0,United States of America,1364045.0,Iijfyrtiruwnmodfxuzwwkgvtednzhijgn,Dlnqdnjdddpk,159431.0,4.0,R,10.0
hlv9895,NY,Chattanooga,U,1.0,1-241-295-6865,Boise,23.0,503.0,United States of America,,Yovgdnqccgbvjedgzeeackhxm,Dtnixiyknwp,19888.0,4.0,R,10.0
Umi9896,NC,Lexington,,5.0,1-050-189-4873,Erie Insurance Group,96.0,664.0,United States of America,1640714.0,Fqekebjyutgjfxcrimgkqpkbmoxkldxi,Gsqam,256100.0,5.0,O,
UIQ9897,ID,Las Cruces,S,0.0,1-897-005-0822,Rite Aid,38.0,580.0,United States of America,1149542.0,,Kbgmrcyx,218532.0,0.0,O,5.0
fpi9898,Quebec,Stamford,U,3.0,1-785-431-3324,Owens & Minor,0.0,381.0,United States of America,,Etflv,gtrgrvy,448600.0,5.0,O,4.0
TMU9899,WI,Irving,U,1.0,1-777-561-6436,,2.0,325.0,United States of America,2850504.0,kczfubaoexxnmxaiqngdaeedtjtarcmssrkathkefxokagvnehddcspatvlohaajkhgfwgtqdb,Mxecghvm,248667.0,2.0,O,1.0
AWQ9900,Prince Edward Island,Boise,M,1.0,1-780-406-7547,Rockwell Collins,9.0,613.0,United States of America,1927935.0,Sauqgntdrbknoddamktscxlbvnktddxlqkcnphkwddfnudlsizmosxpyhgzfu,Lvlvvzvmrva,421362.0,2.0,O,7.0
Koc9901,SD,Detroit,U,3.0,1-967-103-9377,Pep Boys,58.0,326.0,United States of America,3088112.0,UCFBO,Twmycupggzzj,321585.0,1.0,R,6.0
Dds9902,WI,Anaheim,U,3.0,1-026-018-4555,RSC Holdings,62.0,304.0,United States of America,1745256.0,qvsffq,,265660.0,3.0,O,10.0
Rss9903,NM,Salem,S,5.0,1-794-707-6361,Analog Devices,22.0,841.0,United States of America,3478614.0,Kwmhgrueplwtswggppwcijknrsviujrjqmodgpzlhffcbxgjnklcipvxywtnnhcymkaa,jnuadqdor,256894.0,1.0,O,9.0
IHF9904,WA,Provo,M,1.0,1-809-289-7249,,57.0,456.0,United States of America,2203683.0,Cpjgpuyafuxjhagabxsohikqphjcpllbnbpovpqlkgkotbtskqtd,kmzdrxzjp,217120.0,5.0,O,10.0
Mmr9905,DC,Philadelphia,U,3.0,1-971-340-2739,CC Media Holdings,72.0,322.0,United States of America,389491.0,Bxqftwftjxjlzxfdgmyekujzrrkhpvovsdnftqenomhqcxbfurlaemrwnuxcnyxubpdniicbpnbtdec,LQYHN,359626.0,1.0,O,9.0
TAQ9906,British Columbia,Boise,M,3.0,1-997-869-5483,Constellation Brands,48.0,749.0,United States of America,2084364.0,,Ygffjgf,232875.0,2.0,O,
yyp9907,UT,Nashville,M,0.0,1-652-023-8483,Great Plains Energy,84.0,592.0,United States of America,3727741.0,Svjhovnslmwdzhc,nzqrg,335620.0,0.0,O,9.0
Kmg9908,MT,Phoenix,M,5.0,1-537-733-8366,Henry Schein,46.0,665.0,United States of America,15865.0,Lepecqjobwauoldhnuuwwzdraxhb,Htihxemq,75247.0,5.0,R,7.0
jnr9909,MI,Omaha,U,5.0,,Calpine,70.0,621.0,,1627406.0,BIQPIFPHZKMIIKILQGDHFTUQKVNDVWGDZDEOUNREYTSAEVHMDSFQSXXWM,Swkmbxesg,458699.0,0.0,R,1.0
Urv9910,Saskatchewan,New Haven,,4.0,1-287-654-2438,Lockheed Martin,98.0,840.0,United States of America,43053.0,,IWFCQJDOKDR,333343.0,5.0,R,1.0
PVD9911,Nova Scotia,Rockford,D,3.0,1-485-106-8017,Tenneco,73.0,806.0,United States of America,3870271.0,Ejlyvyhhoyvxbdggyhirjgx,Ffhdpmbhkkbp,141104.0,3.0,O,6.0
MKQ9912,LA,Detroit,M,0.0,1-248-843-8017,,12.0,766.0,United States of America,2916832.0,Lbvteivdmeoglziplmqpotvhegjstjnuzubhnnhkyd,Airgadp,6992.0,5.0,O,3.0
AFB9913,NC,San Buenaventura,D,4.0,1-708-984-9780,PepsiAmericas,89.0,341.0,United States of America,1104262.0,jmyerrexnclhabjlivlvvccqiwzqmc,kwvjagvihwka,309180.0,0.0,O,0.0
Twb9914,MT,Chandler,M,3.0,1-328-471-4213,OGE Energy,11.0,570.0,Canada,667902.0,Ilsvjjuqajjtofbtxrlopiqgvjmhlxnlvmezvfhjgiooh,Ncrffko,,0.0,R,6.0
lfz9915,HI,Lancaster,,4.0,1-182-809-0312,Gap,99.0,642.0,United States of America,1873427.0,OCORLMNMVNTHUUOK,HHHCZQC,246734.0,3.0,O,10.0
CPH9916,Alberta,Fairbanks,S,3.0,1-870-707-8696,Family Insurance Group,22.0,363.0,United States of America,3464870.0,Ivqfbfijnihbzvmesxubvdxvsqelpvkdtpicichpbhyxnojrmsdegpr,Gkvovhb,92762.0,4.0,O,8.0
Mbh9917,MN,Fairbanks,U,0.0,1-652-374-2595,Parker Hannifin,68.0,813.0,United States of America,813850.0,oajvuynhiqmbvaeneelovbnani,Mjifeeva,321743.0,2.0,O,7.0
Xep9918,NE,Stockton,M,4.0,1-423-169-1051,NCR,,738.0,Canada,207598.0,tbpfencrgufmwcxmyxojeskvtrwrtmlrzgdbjupaofmqpwqhaobubdwzfqvcdcqzrrtbqfrm,nszbhfawdhr,298505.0,4.0,O,10.0
Pgq9919,AR,Greensboro,M,0.0,1-718-318-5063,ConocoPhillips,35.0,700.0,United States of America,1983672.0,BVHNQWMGTRJNUVUNUSBFBSHLOGYDMPDHELYKLNEGZFETUPILIPDDXNBWZNSXOJG,Nzhoxj,472587.0,2.0,R,7.0
ZRY9920,Quebec,Moncton,U,4.0,1-653-791-2483,Honeywell International,,511.0,United States of America,,Jxqcfsts,andwd,84781.0,3.0,O,1.0
lhb9921,WY,Dallas,,0.0,1-574-075-7346,RPM International,64.0,408.0,United States of America,2629512.0,Hguudjjkjrgkwqvbzjpldqjyazkamafnfdjtchcrifdm,Qnssykij,,1.0,O,3.0
tco9922,TX,Mesquite,M,,1-109-000-5273,Zimmer Holdings,81.0,403.0,United States of America,468793.0,Xbnicvrskwtjvdltwlau,Sohikqsfpu,439717.0,5.0,O,0.0
rrx9923,DC,Dayton,M,0.0,1-818-102-2606,,15.0,,United States of America,3229310.0,ibifvaoebgl,Rlplrfskjlu,211844.0,4.0,U,0.0
Yws9924,Nova Scotia,Akron,M,5.0,1-589-331-4934,AutoNation,63.0,531.0,United States of America,3004304.0,Lagyuaklwsiicdsenauwgxxkqbx,GKGYUBJ,,1.0,,9.0
DCG9925,WY,Wilmington,M,3.0,1-284-446-8984,Universal Health Services,41.0,519.0,United States of America,1617848.0,wxxlfhjzbnykqgnbqsndzgojpelimdhxurlxkgybtqorkphhpdyqrkwetfdqpijgq,PVKSFOIF,95032.0,,R,9.0
pys9926,CO,Escondido,W,1.0,1-124-118-0596,Systemax,13.0,313.0,United States of America,769693.0,WHCMOTNQABPHUWMYLQXZPUGLJHMHSACXUWEMJHWRBVIEPQRAHEX,LPCDTD,138163.0,0.0,O,8.0
ihx9927,Quebec,Huntington,M,4.0,1-360-376-8323,Sprint Nextel,65.0,579.0,United States of America,1154495.0,BLQGEUYQMZRNAVDITHMXRMFYIHPTJPHFXMPTGUTLHUUINBVALGPZBHJSUOKWWGBYMVMLRB,UXCUHPMU,446526.0,3.0,O,8.0
slt9928,MA,Topeka,U,0.0,1-666-477-6134,NYSE Euronext,23.0,530.0,United States of America,1054531.0,cacbxxzigz,Whwlhsjkolxo,69393.0,4.0,O,10.0
EOM9929,AZ,Irving,W,3.0,1-208-351-1734,NuStar Energy,52.0,355.0,United States of America,3360669.0,Cogwnjdobqoovfcumvweatavrgutbppmekwxrpanrolkqiofkipvwvzealtqsfrg,JCBQU,14073.0,2.0,O,3.0
Ctt9930,NH,Ann Arbor,M,0.0,1-229-318-2971,,40.0,313.0,United States of America,2842734.0,Unbukmjftjppfygfmyoohfusucg,fqlvyaoup,294077.0,3.0,U,0.0
YKK9931,CT,Washington,U,1.0,1-773-149-4206,Abercrombie & Fitch,69.0,396.0,United States of America,457529.0,Bejbjvhmvncgqkgjkvscxrvctzgzgpnkisfvthbtp,Lfjpcisgup,185014.0,2.0,,5.0
Acp9932,KY,Mount Pearl,S,5.0,1-283-835-0166,Vectren,56.0,792.0,United States of America,3529994.0,xfhukjljamakdprffxkbimxjfiisfbsnwtabdcxlgbkojqtjqktwmrtklprcgfgijtb,Xezmsgewdh,291320.0,4.0,O,1.0
Svn9933,NV,Sioux Falls,M,0.0,1-499-794-9314,Cinemark Holdings,,600.0,United States of America,2134962.0,Dqewqheomuwgyxxzjbbeekojehppljsommzyigzboxlbvdedtucnpnihzonstalnkqhiprzbr,Talpokv,258469.0,3.0,O,8.0
KSB9934,OK,Las Cruces,D,1.0,1-411-165-8892,Furniture Brands International,95.0,344.0,United States of America,3439269.0,Dbhljmvxmtdrfblldklaxjjjzosufuatocpgkwssbslxkecdechhwludoddahmtvahilo,cllhjdabw,279488.0,1.0,O,1.0
glz9935,GA,Allentown,,3.0,1-450-611-8246,Carpenter Technology,31.0,664.0,United States of America,1089291.0,vuebjkj,hmvope,283927.0,3.0,U,8.0
Qwz9936,VT,Ann Arbor,W,0.0,1-711-879-0121,Costco Wholesale,54.0,746.0,United States of America,1186944.0,Lhhplmawqh,WHHYW,54913.0,4.0,R,5.0
Ooj9937,NY,Independence,M,0.0,1-607-189-9575,Cooper Tire & Rubber,42.0,795.0,United States of America,354550.0,pyjqcbpxlkfmtmsvokddjchvjnrfd,Krisipluczq,65141.0,1.0,O,10.0
ojf9938,SD,Memphis,W,1.0,1-703-570-3406,General Electric,32.0,,Canada,2954808.0,zoevibubeiomirjqvjybrcakgzdtswkthimcepnssqxgatqllscuxbzhyj,Uzaehqnuqm,25073.0,2.0,O,7.0
Kwz9939,CA,Winnipeg,S,2.0,1-788-584-4878,A.O. Smith,33.0,832.0,United States of America,486311.0,mopwblltanvrxgexxqnymfnrxtewhawssifxqdxiarihl,Akeuduipay,222766.0,4.0,O,7.0
FVX9940,MT,Moncton,D,3.0,1-837-966-7016,Enterprise GP Holdings,94.0,365.0,United States of America,,Zusapchiueftfjvtjturdrjxfkzsfzsgjoe,Vqzklzfjj,257636.0,3.0,O,3.0
Sdh9941,MD,Evansville,M,1.0,1-764-781-9763,,20.0,827.0,United States of America,1641768.0,ngeiauoevsctixpsaahrrwggdwxhpckfmps,Kipggcgkduau,,5.0,O,1.0
QTG9942,HI,Ontario,D,3.0,1-639-737-7537,Cabela's,13.0,575.0,Canada,2148413.0,Yhtixdupezwykqf,UKENILG,14337.0,0.0,,4.0
JFX9943,MO,Hampton,W,3.0,1-220-082-0931,Dynegy,88.0,832.0,United States of America,968265.0,TICPKHHGAOUCAHQFOVTLL,uljzncnomb,171557.0,4.0,U,2.0
WMS9944,MA,Oakland,U,1.0,1-999-016-8444,Invacare,95.0,524.0,Canada,285248.0,,wintebwcrdl,492359.0,3.0,O,8.0
Bka9945,FL,Peoria,M,5.0,1-382-217-3884,Interactive Brokers Group,15.0,545.0,,1978929.0,aeytkcnmtxjyynqkmyvzaxbebkfenomouoxgwfvohfzjo,IEVMFKN,348574.0,2.0,O,5.0
Qlu9946,Ontario,Albuquerque,W,4.0,1-991-923-9235,W.W. Grainger,97.0,560.0,United States of America,228156.0,epxqgixps,usfbbsvwv,403628.0,2.0,O,6.0
Lsi9947,DE,Atlanta,M,3.0,1-650-223-6393,Adobe Systems,56.0,335.0,United States of America,1831564.0,sivkggaszotucxwgxyazaqnbstkeifwhh,XRUIJTLQCOUO,343117.0,0.0,O,2.0
cwz9948,AL,Colorado Springs,U,2.0,1-057-448-9870,Pfizer,51.0,499.0,United States of America,1779473.0,Pgkdtqrauevgtxkxvmekfjvjeed,xmuhrb,79562.0,5.0,O,6.0
KIM9949,CA,Peoria,M,5.0,1-597-448-6618,Capital One Financial,8.0,342.0,United States of America,860482.0,Jhzshojnlzolprwlrteer,SPLKNGRAG,469154.0,0.0,O,7.0
WIV9950,VA,Knoxville,M,4.0,1-035-171-4038,Anadarko Petroleum,79.0,802.0,United States of America,3622268.0,Booiotojdtezquonlsoepnufcsqwbbkwfvnpqdfiigibiawctrkhmuammmfhajxbmcfqiqg,Kskgg,476233.0,4.0,O,1.0
uxg9951,TX,Gary,D,5.0,,Pepsi Bottling,13.0,426.0,Canada,1138798.0,Skzrihqmlsklpiqusilpvlrur,Afzahjljbc,195396.0,4.0,R,0.0
vvt9952,SD,Frederick,S,2.0,1-432-890-3579,Allstate,47.0,421.0,United States of America,922109.0,Iaagvdnogsgzhrolnoktdzpofwtgrckndfccnajtkmwswfthrxuviwtiftpec,Hnvjmseju,448092.0,4.0,O,3.0
HJY9953,LA,Lincoln,S,1.0,1-845-292-6913,Teleflex,9.0,530.0,United States of America,646544.0,uocyucxhzjyyfhbdnpolrtacfrkwdggqydjttygyelfygefstucmhtxhksonvljukpod,Cysafkafm,342147.0,4.0,O,9.0
NOB9954,CT,Halifax,M,3.0,1-336-381-6195,Harley-Davidson,68.0,452.0,United States of America,3760420.0,curnlbbevbphywvo,GMNBPEQHD,93335.0,4.0,R,4.0
Wpi9955,ME,Montpelier,U,3.0,1-411-418-8803,Marshall & Ilsley Corp.,24.0,672.0,Canada,780192.0,Bzkbalyauopyvzgkhlxopuzddlbydwvabacrcjtsowvhagkkhpatwsxikgfxea,fdcsecw,251230.0,4.0,O,2.0
WPW9956,Newfoundland,Fargo,M,5.0,1-474-116-8712,Smurfit-Stone Container,63.0,504.0,United States of America,2787515.0,dgldyynihqcdxzzdtrxofxjzcbpfofknhxkmtcztaswjpmlebxwpxkmotrdtbd,Oiqehef,84409.0,1.0,R,0.0
Wbr9957,IN,Hayward,W,4.0,,Terra Industries,31.0,841.0,Canada,244252.0,TIPAFLJSLJJALAXTKYFRGZAODCZBSONKKWAEJPGDKYVSEBTMHMPBKGQZZKS,VDXNUG,47384.0,5.0,R,0.0
AEV9958,WY,Worcester,W,4.0,1-665-795-4500,Halliburton,64.0,695.0,United States of America,3528341.0,Vwkhjcqlzfoooqoeqnlimeuqrfgsdlqbsmszcsrmdmxrbjurihkdbr,Yzyzinag,476045.0,2.0,O,2.0
Avp9959,ND,Sunnyvale,S,3.0,1-262-644-2459,Host Hotels & Resorts,4.0,369.0,United States of America,1994954.0,,SHFINJYGD,2655.0,0.0,O,9.0
Ngf9960,Ontario,San Antonio,M,4.0,1-971-200-4914,Liz Claiborne,23.0,658.0,Canada,1336108.0,,Gyear,253846.0,5.0,R,
XNP9961,New Brunswick,Pembroke Pines,D,5.0,1-660-892-0870,Annaly Capital Management,60.0,709.0,United States of America,1817303.0,Hyiibovcytptbwabxagjbguedwqvlvbyjyqessgqmhhoumskumff,,486272.0,4.0,O,6.0
pey9962,TX,Missoula,M,4.0,,Franklin Resources,13.0,545.0,United States of America,3454142.0,qkhkjqvpnekzbnweeihldnbphc,JENWLEGFCZBM,274933.0,0.0,O,4.0
Tjs9963,New Brunswick,Huntington,U,1.0,1-362-620-3196,,78.0,363.0,United States of America,198600.0,Bnwzbjreqbqeklcloohxxukjmdvxxzcwveziiluujzfvnqgmogukptwkdlmbcygtrdmzy,Kanju,194656.0,3.0,O,0.0
uir9964,NM,Windsor,D,3.0,1-835-776-9979,MetroPCS Communications,,752.0,United States of America,1428445.0,Bpyrmpcfzbumqayagoibepumwibgedvjwuboschzrbrojxylqkszjvqybmqbldbjytcjiwpotfzliex,Ddzjdlecfxs,182149.0,5.0,O,4.0
Yhy9965,WA,Sherbrooke,M,5.0,1-995-775-1277,,13.0,631.0,United States of America,,dpxtynnxjkxbbjrbaqmcukhlbmpytxspopwspvrrbmnmxcqrczthuzsibegxazqg,nvvqc,476300.0,3.0,O,7.0
Kil9966,MN,Newport News,W,0.0,,StanCorp Financial,60.0,428.0,Canada,3102320.0,YSGADGCWHDPHVIBWXBMMTXKAAMYNFTZDKXKNYNOMOTOYVXWBJNKQBTMBMID,Iungcnk,96472.0,3.0,O,2.0
sdl9967,CT,St. Louis,S,0.0,1-893-384-4849,Northwestern Mutual,19.0,325.0,Canada,3031369.0,XWUMJATZQTPMXXOBIHRWHUKAESBDFVRTJKTLHFYMPENCPEANGNZLKWOSLKLTWPWXRJXMPOZMWE,Dxtwds,231626.0,3.0,U,1.0
gmu9968,MD,San Antonio,S,1.0,1-373-728-1522,Applied Industrial Tech,88.0,612.0,United States of America,1077981.0,Nbntsxpjbrncjaxjspxfcpopkgogmqynmpscvolqibfnlhiadkmktxyhuzsef,CPTSUVEJ,49098.0,5.0,O,6.0
Zro9969,OK,West Valley,W,0.0,1-108-469-7278,NetApp,75.0,,United States of America,2325514.0,Seqlrufpspiikjiwrhmmpezdqamexgydklld,ddbjz,344614.0,0.0,O,7.0
Oyl9970,HI,Norfolk,W,5.0,1-964-738-6809,Belk,56.0,687.0,United States of America,970103.0,Tatoqlabrljccplsdpfesopanoehasfm,Akqvrokxmmmm,256466.0,5.0,,6.0
Xfq9971,Newfoundland,Hull,M,3.0,1-896-585-9857,Pepsi Bottling,88.0,750.0,United States of America,1769681.0,AJNWSFXBUKMGPVGGWQHWEUZQFMBUGGNUHEHNXQFPMJHQCWEVONNXT,Ezoogaxbmym,246431.0,0.0,U,7.0
Cst9972,AR,Orlando,U,0.0,1-950-666-3504,AT&T,,673.0,United States of America,1024654.0,Thuqxnozxuinulzhryhrgmxnifawiiilwfmn,hbpijmq,416080.0,2.0,O,9.0
YGS9973,WY,Long Beach,M,4.0,1-492-758-0108,Humana,52.0,623.0,United States of America,249951.0,lmukjrpjndkmoubpbchlwppkkclpgpridziarmszcqnrnnbcvhfhrpelg,Ygvgmkqlchj,232546.0,3.0,O,
URW9974,VT,Fresno,M,5.0,1-469-855-0684,Beazer Homes USA,86.0,792.0,United States of America,1630478.0,Wojpwipvsrvrdfxtttuhrkvtqzxzcqrkmovfhyzjyjvuyqytxlkehedaoafdxdbwvmpyx,UZGWBPZQITNZ,176152.0,1.0,O,8.0
LGE9975,Saskatchewan,Providence,S,4.0,1-906-550-1449,Great Atlantic & Pacific Tea,78.0,777.0,United States of America,2736671.0,Ikkcvwkliwgyhhdsmiqyaqhrjfagpswqvflerhiwycrmlxsmmohigilhzwtrxlwbwndafawqz,XBGNCB,99224.0,1.0,O,9.0
SPK9976,PA,Winston-Salem,D,2.0,1-492-565-4758,Western Digital,89.0,377.0,United States of America,3677397.0,dxjpekoaojtwkscpeaaguiyhjigrtlvxhfreipajsobsnxgocurnziiuawtfdantzlvkns,ptjdxhlx,143783.0,5.0,O,6.0
svm9977,MN,Fullerton,W,4.0,1-571-166-0406,Caterpillar,27.0,667.0,United States of America,2341352.0,Bfljuxkhosmgnvzhaeuikrrfafdwxqpkunjandtiqtfpmljrzgwn,PRBLHY,305447.0,,O,0.0
TJH9978,OK,Billings,M,5.0,1-135-469-2934,Michaels Stores,78.0,458.0,United States of America,2405463.0,Tkazjgrrzzltkchxbqygaheyefsscgoydpuborbplevwzhjkpxnnajjhnmtbcayjs,Pdana,75007.0,2.0,O,10.0
Jjq9979,KY,Miami,U,4.0,1-983-117-8717,,96.0,804.0,United States of America,3969807.0,LVNCNAVSUZNQYQQKDWOXQAPKUOUGAETRIIEMXBEBEBFUU,xxgqurpbj,256518.0,0.0,O,10.0
iaw9980,VT,Ann Arbor,M,3.0,1-702-773-3515,Del Monte Foods,23.0,366.0,United States of America,3988978.0,IUWUKWHJTCJYGKNXXIITHRRDGHIUWAFRJRETZBWXXANB,Xnuzpcfugxmk,387592.0,3.0,U,3.0
Ucx9981,AR,Hampton,S,2.0,1-546-881-8509,Alpha Natural Resources,18.0,665.0,United States of America,2553164.0,zlnqdkbpmvenvcjpeugaiaagqdaehqgcxlhmgtcubxrmsklqecgdchqhtgnpkfctamul,Aitedhev,346508.0,3.0,O,2.0
Ebv9982,NC,Durham,M,,1-002-192-0661,CarMax,73.0,554.0,United States of America,3391162.0,Miitjldtzhlqvqnfcdfmamcglwrizftaichlhlfjivufznipxpifcrxsqrkroepandfktmkjdno,bnamauukrllz,408235.0,4.0,O,9.0
qje9983,MI,St. Paul,M,5.0,,Interstate Bakeries,86.0,,United States of America,2598686.0,TTVGFVOGIEWECTCPIEPWBYKHISODGHAMZADSPBPWTRZRRXWMYFCIHKJTYXDXPKPXFIBGU,Bxfoiru,315970.0,0.0,O,7.0
HRV9984,TN,Overland Park,U,0.0,1-426-470-5366,HCA,77.0,600.0,Canada,3820785.0,hciiynvksoiebfsujtrxqceueuesudoyzmayqv,aiuengu,189077.0,3.0,O,10.0
oju9985,Prince Edward Island,Sterling Heights,M,4.0,1-472-071-7502,eBay,90.0,,United States of America,1453831.0,BVXTMUEVQVOPQDOFOPGDSWLWRSAZUWVCERXDFKAOQMDEGTIDZAVXCLNOVJ,Mlffays,314101.0,3.0,O,6.0
Uxd9986,IN,Greensboro,M,4.0,1-280-630-5078,Plains All American Pipeline,91.0,617.0,United States of America,276003.0,DUOYPSTKZMERYBDDBQZQDYBGIUNSHNEMLWRQQFGGULXAIUCCLDSQFRVWQFROKRKUXTMTQRUOWGXAQFPN,KABEEZC,491753.0,5.0,O,10.0
eyq9987,ND,Lubbock,D,1.0,1-097-067-2883,Quiksilver,23.0,637.0,United States of America,1649056.0,Hdbioyudigeevkuqpvdcfu,yxpecxskf,37449.0,4.0,O,8.0
Axb9988,NJ,Moreno Valley,M,0.0,1-859-786-9498,Smithfield Foods,99.0,426.0,United States of America,795362.0,Mochzfnihcjntgjvqruymsqgtsgjsxgvwikyxxmepzskanu,Qksrkrv,207312.0,1.0,O,3.0
rnd9989,SD,Amarillo,S,2.0,1-224-654-1813,PHH,4.0,321.0,United States of America,3364901.0,Cgonstohcaiwzjxvhdprauxebakoakfaetzxgc,Fahjcr,321254.0,3.0,O,5.0
Azc9990,MO,Garland,D,1.0,1-706-896-5465,Interpublic Group,8.0,327.0,Canada,3421108.0,kuitotskscewrauakuqkuslrlhpifncgufwvwihdwlotzuzjdxtfocaiaaospapijfl,Sgzzabqj,308024.0,4.0,R,10.0
Ekq9991,LA,Berkeley,S,2.0,1-745-491-0599,Pinnacle West Capital,25.0,387.0,United States of America,1091828.0,NBUDBYCPOQQOEYBHCAGXJJICUHAATNSEAOEORIVOVBCVBHUJJODSQWXHVLXXVSFIAFF,,200225.0,2.0,O,1.0
Rux9992,Prince Edward Island,Little Rock,M,4.0,1-595-653-6195,Lincoln Electric Holdings,97.0,502.0,United States of America,1081621.0,Czluwwrx,,332722.0,1.0,O,7.0
ZFY9993,CO,Lowell,W,0.0,1-440-294-2153,Manpower,25.0,631.0,United States of America,3184861.0,Iujazoaimemxbaphdnngarqzxbpxjjvg,Relprkmoz,133787.0,3.0,O,6.0
Lgv9994,British Columbia,Buffalo,S,0.0,1-615-571-0980,Eli Lilly,,731.0,United States of America,1774335.0,sujbhrutfpteedrqhtqsmhl,Ffqpywghkam,493546.0,3.0,U,9.0
Fgl9995,IN,Topeka,W,4.0,1-994-085-6113,,90.0,335.0,United States of America,611125.0,Dajpqxfcmtfssmkwfbudvkgxgexgalz,IIUFSHWDBLDL,314243.0,4.0,O,8.0
Hxy9996,ND,Spokane,W,5.0,1-426-325-7093,Steel Dynamics,62.0,808.0,United States of America,100413.0,Drepaxwclnqiwpehyxakwrhvngqzudalbwbkedo,Ozhtmq,378017.0,0.0,R,8.0
hlt9997,DE,Toledo,M,4.0,1-905-614-4366,Alliant Techsystems,43.0,,United States of America,824650.0,lrejziterjhmeeugabzkbnupxjgzoofmwcodedwhpuwmvpmkgjsib,LKYHE,98857.0,5.0,O,3.0
lht9998,IN,Buffalo,U,1.0,1-313-539-4938,Hovnanian Enterprises,87.0,589.0,United States of America,2577348.0,Cmiimbmdcvfbboiquax,Yzsay,267298.0,0.0,U,5.0
Oyd9999,Prince Edward Island,Bismarck,U,0.0,1-314-525-4383,Caterpillar,5.0,436.0,United States of America,3029417.0,VTWJECOQWKCT,DOPQUISAYDKQ,90464.0,4.0,O,10.0
Bhz10000,Ontario,Plano,S,4.0,1-317-441-2462,OGE Energy,38.0,732.0,United States of America,3474077.0,CDYZQVDDRBIS,yijiteq,344571.0,5.0,R,0.0
Lhr10001,AZ,Newark,,2.0,1-241-235-6398,,57.0,331.0,United States of America,1406446.0,GNOUQCABBFLHWXDFTDRPNUDJLJIIJBIZQXFAXIGRBMKZIMEHEOSBXOTOWYOKNLYTBTOZKM,Ggzwkvnkd,307585.0,3.0,O,7.0
Ohd10002,PA,Winston-Salem,U,1.0,1-610-804-4891,Yahoo,41.0,428.0,United States of America,407626.0,Luqwuvslojrxiujxuuatzngrrovlxnxqfkietycxcujcanymwowlizxgpymcmfyuraajos,,63385.0,1.0,O,3.0
ovj10003,Prince Edward Island,Scottsdale,U,3.0,1-675-268-0167,Ametek,70.0,640.0,United States of America,2968167.0,Eudmiphfnkdxsfy,Ipewrdvqnzwe,234946.0,3.0,O,7.0
Ogq10004,MT,Lewiston,S,4.0,1-463-461-8590,Calpine,0.0,340.0,United States of America,2655144.0,Gtzvkqfwyqvbmjhyzlxuvrejnnpknwurjkjhqoukxncxjhboixkblskrlnqedwgvuncgzqk,Jzamjampodn,95378.0,2.0,U,9.0
Nrd10005,AL,Phoenix,U,0.0,1-807-997-8844,Universal,46.0,799.0,United States of America,608571.0,Dvdhtouzbhfifgxzceoisloekbbuwefiasbtfufahhnmnjtlxkbjyiauwezze,gylhslmhw,379612.0,4.0,U,5.0
XRC10006,Alberta,Thousand Oaks,M,0.0,1-072-522-9475,General Electric,40.0,369.0,United States of America,653937.0,Sipdqqemvxdouqqpuchc,Tcqkdbmfuqs,81172.0,3.0,R,10.0
rto10007,NM,El Paso,M,4.0,1-619-888-6726,Carlisle,82.0,424.0,United States of America,747071.0,BNSCBBHLKJLYVXGMEEAPPIJWGWFFHM,BGMKKFDPX,55966.0,0.0,O,
Mjx10008,HI,Chesapeake,W,1.0,1-447-246-4565,M&T Bank Corp.,89.0,622.0,United States of America,2835796.0,Xyxtutiynrxki,ukkxihipxw,207624.0,3.0,R,7.0
