prospect_gncd,prospect_nmbrcrs,prospect_wnrrntflg,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_frstnm,prospect_ddrssln2,prospect_ct,prospect_phn,prospect_stt,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_pstlcd,prospect_ncm,prospect_nmbrchldrn,prospect_mplr,prospect_ntwrth
Mge9809,5.0,,48.0,D,United States of America,Iieckalxlxyspqfxcwmybyoykrlhr,ugnjamvltbrxxug,Richmond,1-786-446-9417,NM,U,6.0,772.0,Nnezf,8311.0,4.0,Stanley Works,
Coo9810,3.0,O,69.0,M,United States of America,Cmzzrok,,Kitchener,1-781-637-3596,MS,,3.0,546.0,Rgmbf,155914.0,0.0,Johnson Controls,678801.0
JYX9811,4.0,O,97.0,U,United States of America,fjuijpbwtoyxke,Jcbalnjxbuurvrujskvuhhenqjdwuzcqfbezdkkosplbqzhbelbmwkdl,Sherbrooke,1-964-545-5956,AK,x,10.0,552.0,Lgdeo,339601.0,2.0,Tech Data,1049475.0
szn9812,1.0,O,55.0,D,Canada,yfgwxwqmwwb,OOBZCQHJNQZPHEYXNDIEBWRFAEFAASKWUWDIKQWMNMZPSDOJXHUJRQ,Tulsa,1-827-775-1568,MT,D,6.0,738.0,,344862.0,2.0,,3844727.0
CRH9813,0.0,O,22.0,W,United States of America,Xzucbhtwrclunobrt,xwkpbekpyxdipkanpoiaasoqqrqgvohixhlfhpyumkclsthmjxxsviercbenkrubtbpauupfrvuztt,Erie,1-311-965-2370,KY,,10.0,573.0,Pvpgftphron,496829.0,0.0,Rohm & Haas,2888275.0
lgv9814,1.0,O,42.0,S,United States of America,Jegufq,Eaqwoyhqxwkiereprvprhz,San Francisco,1-984-027-7433,NE,,6.0,842.0,Bzihvvbyqf,129017.0,3.0,M&T Bank Corp.,2451777.0
Vvl9815,0.0,R,3.0,M,United States of America,Mzlrbnvqnusktzk,AUPDBVMKTVUUAWJOVOLFUZONHBXSPGOSBSJNMKCUZGJRPQUWQWHZ,Huntington Beach,1-157-236-7700,WY,y,0.0,347.0,PQRUO,430025.0,3.0,Automatic Data Processing,776583.0
Ugw9816,2.0,O,40.0,S,United States of America,Brziwasyvwgap,Esdaxnmxrubgu,Costa Mesa,1-656-109-1600,Quebec,j,10.0,551.0,Gdmdlbnjbt,97349.0,1.0,Mettler-Toledo International,2562495.0
Ryu9817,3.0,O,55.0,D,United States of America,Telyhqnytndyakqmkwuljwe,ymiyvvhdnuhtpfennyvpxovigwpcnygqckfkkvjsxyzxqbweedghupapvegsm,Paterson,1-635-447-3318,Prince Edward Island,,5.0,565.0,Luplgst,393547.0,3.0,Jarden,3652078.0
Vlp9818,2.0,U,56.0,S,Canada,Chrkbunk,Gmylbsdfwmdtqzlhwlcnxbhtfzijffndibdmdpgwxvgtoxvgliasztyvi,Aurora,1-393-830-5416,New Brunswick,F,0.0,301.0,ywozoerkq,182351.0,2.0,Brookdale Senior Living,557439.0
lfx9819,3.0,U,51.0,S,United States of America,Vpaqwunhlszalapqofoznrcmj,Wxhtqiagtwuksursxtrajmvqtouzolvdsapjsdhuwowrjikne,Plano,1-441-296-2469,MN,t,3.0,572.0,SXPPXJXUPKA,416999.0,0.0,Airtran Holdings,3406094.0
JLW9820,1.0,O,43.0,U,United States of America,Pfmdwmo,Bcikjcqggvhg,Biloxi,1-673-121-3558,MN,,,328.0,Jnnfard,417268.0,5.0,Packaging Corp. of America,
AMX9821,4.0,R,24.0,S,United States of America,Unxcykhddddeqpavwcm,Ufboxaccmyuyeveztvmpshiueyoltxbkrailigffwcoffxhklnh,Kansas City,1-405-616-8440,NE,,5.0,318.0,Wprqtaiifpi,8210.0,0.0,Health Net,2569171.0
Uax9822,2.0,O,87.0,M,United States of America,Qkxodimnmc,jlrncrjhmmeinduhnmgfbuiwqcdbquapaogubbugrmwzcpijphmnnevfqvdtpgmyusucbsg,Manchester,,Quebec,Z,,397.0,KDWZDFHPK,310092.0,0.0,Coca-Cola Enterprises,
eth9823,1.0,O,2.0,M,United States of America,RWYDALURPXEGFFELJBZKJIRYLEEQEA,QHDXMVZBPFLMTZTHPXQYCVJGOJFZSEKNENKEOXWHZAEKECYYSBPGCMQCPDHCGJBXASP,Boise,1-062-969-9915,DE,L,4.0,755.0,LZSRWIUVTD,308220.0,1.0,UAL,3800745.0
Yes9824,1.0,,82.0,U,United States of America,Dbxanxqyetewm,Owfpxeoekwsnzilqlbtewbeubeuzhueoccn,Eugene,1-237-403-1731,New Brunswick,,6.0,726.0,Rowrnedbgdvp,13133.0,5.0,,2501119.0
KWC9825,,,27.0,U,United States of America,ixhyxmpbyjdysfh,Drfbekmqakvxaqewbciepivudwkydesfcuknexhhf,Tucson,1-763-307-9397,OK,V,9.0,599.0,ONURDXOYLBJD,324723.0,0.0,McGraw-Hill,2719500.0
Tqi9826,5.0,O,83.0,U,United States of America,fmcmhcuyrlfknebswqajndwxdfs,Aftwmjstkogktwxpesrpqfvzdfrgqxxuqfppzxbd,Sherbrooke,1-354-555-1031,WA,,1.0,418.0,Nsvqzlwwfjfb,85424.0,1.0,Chemtura,2076148.0
Wpa9827,2.0,O,50.0,U,Canada,Vjfqioksqrywpwlvyaoizevsjjwmei,geghzaqbebddvfwvllgx,Aurora,1-913-677-8025,New Brunswick,,4.0,807.0,Gxvmaymhdz,156722.0,2.0,Church & Dwight,3893034.0
gpm9828,5.0,O,32.0,U,United States of America,gafdmvpbjyoeingukgxjy,zixthcjjkxsixnrkqfkzbwihaongybbonjiyggllx,Allentown,1-368-266-8562,Newfoundland,K,5.0,549.0,Ftiviokemot,220136.0,0.0,Family Insurance Group,3870783.0
prv9829,4.0,O,17.0,W,,Zfjqxgyfas,yjpxxqiclwnbfrwggrtlshpvznynfhizfjnwaidycanojlilhiwotppxkxikqtuwztjspfwsckmsadrk,Houston,1-244-489-1174,IA,,3.0,633.0,VZRUAF,398813.0,4.0,Kraft Foods,2179066.0
Ytv9830,4.0,O,54.0,U,,Mgdmcbkntjmmlfjlbp,Ierayjllbnhdrisdqxajfzonlgsekhbcmrmmzq,Baton Rouge,1-801-737-7051,DC,,5.0,300.0,Noexilytzfe,32185.0,5.0,Anadarko Petroleum,3916822.0
Ttl9831,3.0,O,68.0,M,United States of America,Vmjzdsfyq,rxksdcdweqjyakljsekauexnvhfcumfbxhhasycjaaiyzykxeenzvuvkvkoyyemnjegcaseblfi,Mesquite,1-628-498-6046,NE,V,7.0,383.0,Kvzrp,380312.0,1.0,Fortune Brands,1771227.0
Kkh9832,4.0,O,98.0,U,Canada,Fxvlxzcvyiawnvkdnbmsriofaejsna,MAGTTTTDOKAVCAHVTYSSTQTSKLWNP,Ottawa,1-520-341-5913,New Brunswick,W,7.0,598.0,Pbwequhd,286646.0,4.0,PC Connection,2911392.0
LES9833,5.0,O,23.0,M,United States of America,TULIDBTUGYZFSEDAGZICXMFGEL,Kpfgvrhmylmamj,Toronto,1-955-867-3416,RI,U,5.0,351.0,Iykvwpxhik,255157.0,0.0,,2302082.0
Kbn9834,5.0,O,6.0,M,United States of America,Ubfbxjfpwiklmeqhnfgvnlcqclxihc,,Omaha,,OH,S,9.0,757.0,kajgselxyhsd,151929.0,1.0,Fortune Brands,3809157.0
VNB9835,4.0,O,11.0,U,United States of America,Luxsgxilotbdrrymsvrxckzpwso,NZXOCRTHPAXNRFQCMCSFOCVUVIRLJVMPHLMKHQWKNRTRMLPFWYQUGVQHWMKKODSR,St. Johns,1-413-207-9887,NH,,8.0,,Bopfksow,416186.0,5.0,Philip Morris International,1780094.0
mog9836,1.0,O,86.0,M,United States of America,umqivnscuqkhuwzrt,Vfuqgrsjfvpzrzgtwgurcgtbsprsuygmwewfmmhkbeuqjzitrpbfagukideabsnyuoxmskaefoen,Corpus Christi,1-975-288-7412,ME,,6.0,539.0,Ojhblexfg,248338.0,3.0,Oil States International,2476975.0
XOZ9837,3.0,O,50.0,M,United States of America,Vowueiydaejbujfzxihgjf,Gvhwfeugmiawsgzfwqzoitkydxsziidbkyfowncuupaxfcnrwvscywipdgtrqwyxu,Coral Springs,1-540-846-0942,Manitoba,V,7.0,,ADPLLPPFTK,86514.0,3.0,Northern Trust Corp.,890294.0
Ixh9838,4.0,O,93.0,W,,Dmiosnpltzyshfniwgzxclbtixrkm,ZQTYXPBWLXVSUJAULWHOTJLYIMXTCCKMXHBMGVQETBRBLVLHVG,Ann Arbor,1-252-815-0749,IA,O,8.0,819.0,jromb,247336.0,0.0,Health Net,2635253.0
Awr9839,,O,81.0,S,Canada,Vtcnf,pjocvvwldbiwfzfcchsszfpwdzeqmqhvevyftwfjzordhakzokkbdzkqcnadlhij,Brownsville,1-196-424-5054,ID,O,8.0,831.0,ejvdrmfih,309440.0,5.0,Pantry,496823.0
RMI9840,1.0,R,25.0,M,United States of America,wnaynxsyovn,Bahrhtysumfdylbgfbemlgzzn,Shreveport,1-601-649-3790,PA,X,1.0,514.0,UCHFZOP,486563.0,2.0,Publix Super Markets,362621.0
iff9841,2.0,O,47.0,M,United States of America,Ggebrpopiymiirz,Btfdhbffoaldjwoswjtvkepmbupinklxwdrbkjayjklrirzgfuvfxw,Lexington,1-820-566-0356,KY,Z,9.0,480.0,xxqfqmsnoado,408888.0,5.0,Smith International,2966858.0
Moj9842,1.0,O,,M,United States of America,lojnrkbbbbagplcua,aiuwdeakudxkujkgwjtddcxxloboqpjwflrvgplnxkkhvghxvkquaa,Indianapolis,1-362-942-1548,New Brunswick,,3.0,526.0,chlacgze,172886.0,4.0,Cytec Industries,2439916.0
dnf9843,4.0,O,,S,,DFPDXKWHEKNP,CZLRNOTWZNMIMYWTSLZZAGQJRQGRPBWPAIABVWIOJENEVXXPOZMS,St. Louis,1-214-875-8476,NJ,,1.0,706.0,PSEHMK,499374.0,5.0,Virgin Media,1037920.0
Kwl9844,2.0,O,20.0,D,United States of America,Mmrndbqulakkmdjzpfpdyasqgp,Bysdgnfiodqrptrmltckwwfacsgordsbpblbfbbkqblijjmljrqnzpgvazvexcrmhwouojsimodzp,Santa Clara,1-993-409-1963,MT,u,9.0,394.0,Plrahvyojds,360279.0,2.0,FPL Group,1071787.0
agh9845,3.0,O,30.0,S,United States of America,Pfwnqlfxj,Kakqcmencantstnljbgvgzvdpjqsfzrrschojfglaffjcqivcwtwvypxp,Indianapolis,1-552-189-4153,MN,,4.0,461.0,Evdsexkixjc,479794.0,2.0,Honeywell International,1964285.0
Ikq9846,,O,13.0,M,United States of America,Idjmninve,Umkqjidltdjz,Las Vegas,1-089-839-7520,KY,J,10.0,390.0,Dnovenprqjm,,3.0,Precision Castparts,905620.0
Tcc9847,3.0,,13.0,U,United States of America,EAUVPJARXMODLUOPKIBLGMDHKGPID,ECXXPFWCJFYKREXGWCLQSWUCVMJDERHDARNOMNPLOBISBEEEFRRVRQUKFWJYXNJATRYYUOKQSQUQWQNV,Billings,1-540-949-5084,NH,,7.0,747.0,,417999.0,4.0,Cintas,358003.0
Phc9848,0.0,,16.0,M,United States of America,Karlbcuzgextmwtpexvvecgfm,asdzkbwltmdsifucqivyearuabywcalbqczjajf,Aurora,1-864-528-6133,SD,u,10.0,671.0,Wgoqxoxzbo,356581.0,1.0,L-3 Communications,2726548.0
dah9849,2.0,,32.0,M,,auqmdubzsxoieudbzikuiwzudpm,,Warwick,1-860-284-0921,Saskatchewan,H,1.0,631.0,RCRXZUMEWNHD,285031.0,3.0,Magellan Health Services,810916.0
fyy9850,0.0,R,74.0,S,United States of America,MEKONPERUJJOGQCVAOUSVGS,Kywlyfqekhgghpqqjveylpsq,Salt Lake City,,SC,,6.0,634.0,dqrhlbk,57300.0,5.0,Bristol-Myers Squibb,619755.0
cia9851,3.0,U,70.0,M,United States of America,Ovcfdhzptrunbrvyrbwxcxswt,KXMIJBYUHPOEWEXLHTAWBERAKLECJCUCWLUD,Sunnyvale,1-717-655-6253,ND,,9.0,492.0,Hjovsweta,290970.0,0.0,Fifth Third Bancorp,2239170.0
Rup9852,1.0,O,83.0,S,United States of America,Wbfsjecfdlutyladpiniisjtsot,POPUDPNOKXSFCNFTNKJXEDQSHPEHXNUYSSSLGOHNBULDGGCK,San Diego,1-035-155-5723,British Columbia,,7.0,413.0,Eimawihtsvb,103512.0,0.0,United Rentals,892128.0
JEK9853,,R,91.0,S,United States of America,uxaolpgggeteeivpzldpicfxvuexs,Izhtyodzzntinvlziesgupkxoznkbbxvvizhqmqbvfpmpunpsicwncgco,Virginia Beach,,Ontario,,0.0,619.0,EDMHYQMEEQ,297632.0,5.0,Michaels Stores,3130806.0
SGG9854,2.0,R,99.0,M,Canada,Gzqqjlcklmiwdtfnmu,HFNRPTZHYNPUISUJOAHPFIFKTIKSJDCQZMJHYKOFRIXGSQRSWOUKEBTPBAREVPHE,Salem,1-549-547-9329,Newfoundland,,,446.0,Fmwtwfq,239655.0,,Agilent Technologies,3473479.0
rmn9855,4.0,O,84.0,D,United States of America,Vtrhmoqpavtvbtaenjoirgqhyf,,Overland Park,1-754-004-1808,MT,E,5.0,767.0,Xcurw,366997.0,2.0,NewPage Holding,100195.0
BUP9856,4.0,O,73.0,M,United States of America,Wouburmrwpyx,JHBLMPYIIDZFNKOHZNRACLPBOZDUDOECXTKSABYLEVYVDAHHRKFTIXBICWBPACPAPEKHVJRIWTAENCQG,Mount Pearl,1-336-478-8193,Nova Scotia,,3.0,428.0,oapuiec,73136.0,4.0,General Cable,106595.0
akt9857,2.0,O,84.0,M,United States of America,Qiliqhbmqjzojcwjcsfpkrxjackjt,wyhqaawdnqedsyysgbhsnctdwkiuuqortcvbhvfdmjwfnaw,Los Angeles,1-270-703-6913,VA,,8.0,528.0,Xsrfq,92343.0,3.0,YRC Worldwide,817817.0
PJS9858,5.0,O,54.0,M,United States of America,fmupnxnlmnpn,ISWKMPZN,Syracuse,1-256-718-0489,AR,S,4.0,523.0,btfjjlgouhus,283951.0,1.0,NV Energy,2802149.0
Puy9859,0.0,R,34.0,M,United States of America,Ehcphehiu,Vhcsdwqkqfsjggsxdasswbbgs,Allentown,1-417-894-7081,AZ,,7.0,658.0,Sgefxjev,37154.0,5.0,Sun Microsystems,506871.0
hoq9860,2.0,O,48.0,M,United States of America,Cdhhruknuuyotrtqmvnhiqjsi,Opdbvexsxtuymsdfotsuxctnwtialirebxiixwgbbbbafhfwijqyfdfcwaztlu,Brownsville,1-185-319-8207,VT,P,5.0,475.0,cvktzjmnneb,96303.0,5.0,,1405175.0
Rqx9861,3.0,O,76.0,D,United States of America,gaemcecciayvyfhcin,yiitniskyiozqkdrcnzdmjozfsqjadpcrp,Charlottetown,1-450-615-4188,PA,,10.0,678.0,,430997.0,3.0,Lowe's,2650306.0
Qmb9862,2.0,O,10.0,M,United States of America,Vogsqmmzmtagryezlc,rcounpcgmexgkmpl,San Francisco,1-871-896-6899,Saskatchewan,,,469.0,WMALOJGPTYQN,428569.0,2.0,Total System Services,1956097.0
ert9863,1.0,O,74.0,W,United States of America,Aaeklti,gpffjqedvheykd,Omaha,1-346-609-8684,IL,,1.0,595.0,Nbwqyjg,304381.0,3.0,Integrys Energy Group,973923.0
sjl9864,5.0,U,96.0,D,United States of America,IHZXQHG,ckhioaxxblvczttjkuvkcqdudscruuxdjcfjktcruywyvqi,Buffalo,1-983-655-0855,NH,,2.0,749.0,Rfsxjhdg,422144.0,4.0,Collective Brands,2446019.0
LCR9865,2.0,O,43.0,M,United States of America,vciftdutcvobokkfvktjtj,Onunlqtkrwojgbagpbhrumyeaceiubuwofkgpoaacjsjkoi,Montpelier,1-595-433-8361,SD,b,1.0,344.0,VXSAUAAUZTKF,385918.0,2.0,Snap-On,
Vjb9866,0.0,O,74.0,U,United States of America,Gytohga,XHSROTTOGPDRMKOTMRYOQHPNK,Iqaluit,1-409-001-1296,CA,,6.0,337.0,LGBNYJHKAJ,46320.0,3.0,Applied Biosystems,2169049.0
fhb9867,1.0,O,75.0,S,United States of America,Yoavs,,St. Paul,1-819-971-2152,DC,,4.0,841.0,DHODFOBH,355052.0,3.0,Watson Wyatt Worldwide,2566691.0
Vzn9868,,O,97.0,U,United States of America,rbnor,Mdbnegsp,Lewiston,1-193-083-0580,MO,,3.0,544.0,dsboanrla,335409.0,1.0,R.R. Donnelley & Sons,2356764.0
Niq9869,0.0,R,25.0,U,United States of America,gycvmjgjlnursxlosbhklusknt,XGWAPMOPNTQGZYXPPZQWLNPQKSACXCIWPFNSJSUAIPSPDXDKPETOPTKJIEOGZPKBJFRSUP,San Francisco,1-784-700-1830,NE,Y,5.0,574.0,zvefwpsyvm,353085.0,3.0,FreeportMcMoRan Copper & Gold,2465932.0
Lza9870,0.0,O,88.0,M,United States of America,Btueqzhhiqfeezgipt,Vmyhwsxuramhualvnjpshdyomhejqrcaptsnoumzcigxeyvjnaxrktowcrfjuhembzykgvfdmlrmvpph,Elizabeth,1-944-696-1094,AK,,3.0,411.0,EGOSCWCL,,2.0,Smith International,838029.0
nyp9871,1.0,U,53.0,M,Canada,Tqkbngqvnboymexlypxjchufopdnv,XSDXWLMIKCBPPPFYJACRYCBJRHOSDK,Hilo,1-467-923-4156,SC,,2.0,428.0,FQWVNRBM,15241.0,5.0,RPM International,1194315.0
YKS9872,5.0,R,21.0,S,United States of America,Jrtizmicwhzfdnrlnjbxtrwsstbuf,jefxeebhecjjulhxdopovnlgjkxcf,Elizabeth,1-551-393-7913,VA,,2.0,768.0,Jxfgaesdyfks,201461.0,4.0,YRC Worldwide,896952.0
Miu9873,4.0,R,91.0,D,United States of America,PMKGJJLMCABGQDEHKKGIRA,UMVDXRJTNSAYTFEVGIVDKLBFGSLMFMHF,Santa Clara,1-419-879-0272,New Brunswick,F,4.0,841.0,Hwivicvow,175251.0,5.0,Newmont Mining,1449534.0
MGY9874,4.0,O,51.0,U,United States of America,Dvfuiiptyienhaawgk,Kjwkteidhopydthhvuha,Albuquerque,1-069-537-7174,AZ,,1.0,698.0,cjaegfcwx,179654.0,5.0,PSS World Medical,2836067.0
Gez9875,1.0,U,56.0,M,United States of America,MTVROYES,FHSSPBEAMOZMYZXKFGAWHVAHBUNJKCVBRROOUGGQESRUXSTXPVGJHOQIIRZHSRQCRK,Sacramento,1-889-695-7999,GA,,10.0,,xneikr,228684.0,2.0,Southern,3528220.0
Pmm9876,1.0,O,9.0,M,United States of America,onvni,BSFVBCFZGDPMQGE,Lowell,1-210-900-6565,CO,,,656.0,lovzfaqou,363168.0,3.0,Perini,844644.0
APL9877,0.0,O,19.0,M,United States of America,STDJM,DILUOQTBDPPUNPWXZLWHTDZIMSMIXWHBHGGG,Lansing,1-607-512-2320,ID,z,5.0,565.0,Mfrulfcbz,403522.0,4.0,Ecolab,3620604.0
jlx9878,1.0,O,,M,United States of America,oymhqcn,Tbpzrrbhvapnehinshrzpwfaofmtqzjdvdgvmtpvhrkvyagvmgwhzybtqnhqlve,Charleston,1-749-491-3569,NC,,6.0,371.0,Qhgrb,69468.0,4.0,United Natural Foods,400095.0
CXM9879,4.0,U,26.0,W,United States of America,HCJDCFMHQQ,DOYWOAMFIGMKSWLIOJICVPDN,Rochester,1-348-668-6049,Saskatchewan,M,4.0,753.0,Ejkjaust,217571.0,2.0,First Data,847663.0
aah9880,1.0,,2.0,S,Canada,Tojyz,qfmfuljcbryhuriebttgebhsuoqduzroslapfmixdmienjethzmqj,Virginia Beach,1-486-450-1008,Newfoundland,A,7.0,615.0,Jpdqbh,137162.0,3.0,New York Times,2345473.0
Huy9881,3.0,U,18.0,W,United States of America,Lqojfrjhll,,Iqaluit,1-979-047-5794,WI,,10.0,405.0,Gpgoazrimgpx,497380.0,5.0,Olin,3395353.0
QZC9882,1.0,O,88.0,M,United States of America,XLXRZG,Nvhhdkdagfmdfugyxylbspbnnutvhwhwx,Chandler,1-493-543-3043,WY,i,10.0,731.0,Vmwtekqmi,,4.0,Con-way,1433403.0
HGM9883,3.0,O,46.0,U,United States of America,gnfxkrsstu,oewwgvkepcbsobyeqybprrm,Simi Valley,1-632-596-9700,Nova Scotia,,4.0,795.0,ipohwfmjkju,27599.0,2.0,Pfizer,563734.0
ebf9884,4.0,,94.0,W,United States of America,Ydmjvbfpqjxjxnkuvlrxvpcpxgdye,WLCGRFNOHOYGYFBDPYWTUJRNKIY,Pembroke Pines,1-083-018-8740,CT,,2.0,826.0,Cubvu,153424.0,1.0,Liberty Global,2116224.0
GIQ9885,4.0,O,68.0,S,United States of America,bbvwbzes,Onfbqtiuqxfjhjbarnxhqydagwlaofjojenuzpvfbpsjlxusbggpcbxicl,Chula Vista,1-273-786-5182,CT,r,2.0,768.0,,161673.0,4.0,Pentair,95894.0
Csi9886,3.0,U,71.0,S,,Smgnvmplsk,Levtso,Macon,1-159-822-5035,WI,f,4.0,,ymguyfrfe,466318.0,0.0,CF Industries Holdings,2002783.0
Iev9887,1.0,R,74.0,M,Canada,cliyceyftqfemphbqvihpazchbf,rcplsbdlejdhcbngwfifsibcirjpdtitbjlcfonauixt,Peoria,1-416-527-7417,FL,k,1.0,485.0,Kmldwrttlu,304015.0,4.0,CACI International,2439845.0
zau9888,0.0,O,98.0,U,United States of America,Kbbgjie,zmtflfjaiqaacliuhhnuyjsmlenoqwbkhtoducipmssgxupxlkvjojzukwuvfgukvm,London,1-797-409-8765,OR,X,3.0,463.0,Pqwojlxycnuc,130884.0,3.0,New York Life Insurance,2342350.0
Bxb9889,2.0,O,60.0,M,Canada,Bihmokrtdfevfolufixldgooovadj,gjusmjtthhddutzrwppcywtrjyiqabhqfowlkzjmfyyzzghicjosnzwunnmkrlnbiydunv,Fort Collins,1-490-149-9176,IA,,6.0,769.0,PLVXNFBEM,480167.0,3.0,,2694839.0
Gmm9890,3.0,O,40.0,W,United States of America,Olxbzqlycx,Dygffvsfjwaneiiqwltbjmferhpbtugh,Scottsdale,1-368-070-9973,GA,J,4.0,556.0,Nqodtedd,133671.0,,Timken,1486843.0
lii9891,4.0,O,66.0,M,,Avjjhwnxofhdmi,Rhtxkiajernfr,Sudbury,1-277-087-0426,Nova Scotia,,10.0,505.0,Rpguxpxl,480094.0,4.0,Michael Foods,3037943.0
mep9892,2.0,O,56.0,W,United States of America,SRXLROSWGNUAJMOPJ,Oxbcpnvtbaeguxtzojqubiwdojmyysvmvbdxzxrbtvssmvdycpbyqblbytkvburopbesfa,San Antonio,1-279-864-8716,TN,,5.0,393.0,Tybpku,38745.0,4.0,Idearc,
jiq9893,0.0,O,68.0,M,United States of America,Fczuvcdhmabwi,NXGAPNERRTIV,Simi Valley,1-439-540-3593,IN,x,2.0,710.0,Gkvwdz,216278.0,2.0,Paccar,524271.0
Smg9894,4.0,R,65.0,U,United States of America,Xhsyjxmlalukdubttqgsay,Iijfyrtiruwnmodfxuzwwkgvtednzhijgn,Cheyenne,1-446-000-6052,IA,v,10.0,499.0,Dlnqdnjdddpk,159431.0,4.0,Aventine Renewable Energy,1364045.0
hlv9895,1.0,R,23.0,U,United States of America,Oczxjvwjvcgdqbwsmmzdvxmgl,Yovgdnqccgbvjedgzeeackhxm,Chattanooga,1-241-295-6865,NY,,10.0,503.0,Dtnixiyknwp,19888.0,4.0,Boise,
Umi9896,5.0,O,96.0,,United States of America,Tcpkhab,Fqekebjyutgjfxcrimgkqpkbmoxkldxi,Lexington,1-050-189-4873,NC,q,,664.0,Gsqam,256100.0,5.0,Erie Insurance Group,1640714.0
UIQ9897,0.0,O,38.0,S,United States of America,pnldkvvspujybaicizguk,,Las Cruces,1-897-005-0822,ID,s,5.0,580.0,Kbgmrcyx,218532.0,0.0,Rite Aid,1149542.0
fpi9898,3.0,O,0.0,U,United States of America,Uxfidecozcdoojdcsmgzdywmadeqq,Etflv,Stamford,1-785-431-3324,Quebec,x,4.0,381.0,gtrgrvy,448600.0,5.0,Owens & Minor,
TMU9899,1.0,O,2.0,U,United States of America,KVXDTESZRHPYXUKKTCORQJPVGE,kczfubaoexxnmxaiqngdaeedtjtarcmssrkathkefxokagvnehddcspatvlohaajkhgfwgtqdb,Irving,1-777-561-6436,WI,,1.0,325.0,Mxecghvm,248667.0,2.0,,2850504.0
AWQ9900,1.0,O,9.0,M,United States of America,Hytocvtejysavmhtxojpcxmkjeu,Sauqgntdrbknoddamktscxlbvnktddxlqkcnphkwddfnudlsizmosxpyhgzfu,Boise,1-780-406-7547,Prince Edward Island,,7.0,613.0,Lvlvvzvmrva,421362.0,2.0,Rockwell Collins,1927935.0
Koc9901,3.0,R,58.0,U,United States of America,VEXWF,UCFBO,Detroit,1-967-103-9377,SD,w,6.0,326.0,Twmycupggzzj,321585.0,1.0,Pep Boys,3088112.0
Dds9902,3.0,O,62.0,U,United States of America,UHOKTZGPPQAXMAKJPPRNQRP,qvsffq,Anaheim,1-026-018-4555,WI,,10.0,304.0,,265660.0,3.0,RSC Holdings,1745256.0
Rss9903,5.0,O,22.0,S,United States of America,Nvxywjxxptxv,Kwmhgrueplwtswggppwcijknrsviujrjqmodgpzlhffcbxgjnklcipvxywtnnhcymkaa,Salem,1-794-707-6361,NM,u,9.0,841.0,jnuadqdor,256894.0,1.0,Analog Devices,3478614.0
IHF9904,1.0,O,57.0,M,United States of America,Qifjpngclpbtqlfxkksmpy,Cpjgpuyafuxjhagabxsohikqphjcpllbnbpovpqlkgkotbtskqtd,Provo,1-809-289-7249,WA,,10.0,456.0,kmzdrxzjp,217120.0,5.0,,2203683.0
Mmr9905,3.0,O,72.0,U,United States of America,Gzsuxxtbpavsnm,Bxqftwftjxjlzxfdgmyekujzrrkhpvovsdnftqenomhqcxbfurlaemrwnuxcnyxubpdniicbpnbtdec,Philadelphia,1-971-340-2739,DC,i,9.0,322.0,LQYHN,359626.0,1.0,CC Media Holdings,389491.0
TAQ9906,3.0,O,48.0,M,United States of America,Hwmsszycqojevkbvtcgrtrf,,Boise,1-997-869-5483,British Columbia,H,,749.0,Ygffjgf,232875.0,2.0,Constellation Brands,2084364.0
yyp9907,0.0,O,84.0,M,United States of America,DYURNLKAOFDPLYBHLATE,Svjhovnslmwdzhc,Nashville,1-652-023-8483,UT,Z,9.0,592.0,nzqrg,335620.0,0.0,Great Plains Energy,3727741.0
Kmg9908,5.0,R,46.0,M,United States of America,KFIPNGPHDASUONXLEVWQ,Lepecqjobwauoldhnuuwwzdraxhb,Phoenix,1-537-733-8366,MT,c,7.0,665.0,Htihxemq,75247.0,5.0,Henry Schein,15865.0
jnr9909,5.0,R,70.0,U,,Dtyozq,BIQPIFPHZKMIIKILQGDHFTUQKVNDVWGDZDEOUNREYTSAEVHMDSFQSXXWM,Omaha,,MI,X,1.0,621.0,Swkmbxesg,458699.0,0.0,Calpine,1627406.0
Urv9910,4.0,R,98.0,,United States of America,Hykhrtdemgxpey,,New Haven,1-287-654-2438,Saskatchewan,E,1.0,840.0,IWFCQJDOKDR,333343.0,5.0,Lockheed Martin,43053.0
PVD9911,3.0,O,73.0,D,United States of America,THJFEXOCOBBORRNNACADSA,Ejlyvyhhoyvxbdggyhirjgx,Rockford,1-485-106-8017,Nova Scotia,u,6.0,806.0,Ffhdpmbhkkbp,141104.0,3.0,Tenneco,3870271.0
MKQ9912,0.0,O,12.0,M,United States of America,Rujdxilpigmugmkhtxwsj,Lbvteivdmeoglziplmqpotvhegjstjnuzubhnnhkyd,Detroit,1-248-843-8017,LA,,3.0,766.0,Airgadp,6992.0,5.0,,2916832.0
AFB9913,4.0,O,89.0,D,United States of America,Dtaeroklwtyiyl,jmyerrexnclhabjlivlvvccqiwzqmc,San Buenaventura,1-708-984-9780,NC,,0.0,341.0,kwvjagvihwka,309180.0,0.0,PepsiAmericas,1104262.0
