gncd,pstlcd,mddlntl,gndr,wnrrntflg,ncm,cntr,ddrssln2,ddrssln1,stt,mrtlstts,ct,phn,nmbrcrdtcrds,lstnm,g,crdtrtng,mplr,ntwrth
buc2007,74126,C,F,O,28684.0,United States of America,,3445 chamblee park,Prince Edward Island,S,Hialeah,1-380-456-3589,10.0,bucklin,73.0,744.0,Verizon Communications,3769253.0
Plo2008,T5B 1T3,,m,O,,United States of America,,10530 lancaster south,GA,M,Riverside,1-506-833-5279,5.0,Plotter,24.0,387.0,Cabot,3813616.0
Cro2009,B8a 1y6,,,U,299158.0,United States of America,,3690 plumb boulevard,DE,S,Toledo,1-114-249-6117,9.0,Crowle,91.0,475.0,Hanover Insurance Group,1904325.0
Mis2010,93783,,,O,270496.0,United States of America,,20740 MAYFAIR UPPER,NY,M,Chattanooga,1-576-014-4819,7.0,Mis,25.0,605.0,WellCare Health Plans,2295504.0
dra2011,93801,,f,O,383205.0,United States of America,,9609 KENTUCKY ROAD,DE,M,Columbia,1-544-995-7018,,dransfield,16.0,746.0,Priceline.com,543160.0
Alm2012,90187,,,O,349752.0,United States of America,,4159 gemini lane,OH,U,Raleigh,1-567-249-7556,8.0,Alms,74.0,480.0,OGE Energy,2756762.0
MOB2013,T5D 1L7,,,O,428422.0,United States of America,,21477 warren park,Alberta,M,Cheyenne,1-628-522-6857,4.0,MOBLEY,97.0,552.0,Fastenal,3697483.0
Cha2014,v6r 1w1,,m,O,246317.0,United States of America,,2845 trafalgar east,OK,D,Atlanta,1-928-867-4210,6.0,Chambers,72.0,795.0,Westar Energy,1735980.0
HAD2015,93795,,M,R,388274.0,United States of America,,6095 coralberry north,British Columbia,,Albuquerque,1-805-997-4269,8.0,HADEL,56.0,,Patterson,938947.0
Chi2016,33328,,F,O,382836.0,United States of America,,6360 savoy drive,DE,M,Santa Fe,1-229-661-5363,7.0,Childerhose,47.0,417.0,Charles Schwab,1877592.0
She2017,44306,,,O,352637.0,United States of America,,15633 LANDMARK PARK,WI,M,Houston,1-357-839-7939,0.0,Sheldon,53.0,605.0,Nasdaq OMX Group,1816530.0
Mal2018,89505,X,M,O,489553.0,United States of America,,4824 sheppard way,CO,D,Jersey City,1-289-872-5294,2.0,Maltese,99.0,326.0,Solo Cup,3011494.0
val2019,T5C 1S7,,m,R,350504.0,United States of America,,12373 LOVE BIRD WAY,CA,M,Newport News,1-817-646-0388,6.0,valliani,41.0,684.0,Molex,1191546.0
TYE2020,19181,U,M,O,386106.0,Canada,,20813 LAMAR PARK,Alberta,M,Fontana,1-582-008-9065,9.0,TYE,30.0,745.0,,204058.0
Ash2021,v5a 1o6,,m,O,111531.0,Canada,,7903 westerley park,CO,M,Durham,1-493-236-0167,5.0,Ashbee,26.0,347.0,C.R. Bard,2356438.0
sch2022,93846,H,m,O,106434.0,Canada,,10431 market street,MI,U,Charleston,1-641-175-4140,10.0,schauer,6.0,393.0,Southwestern Energy,1447603.0
kaj2023,98152,,m,O,,United States of America,,24929 dusty boulevard,RI,S,Allentown,1-685-228-3467,6.0,kajeejit,78.0,498.0,General Motors,680731.0
Aro2024,33714,,,O,373396.0,United States of America,,11183 wilshire avenue,CT,,Wichita,1-621-545-4832,6.0,Aronovich,66.0,736.0,FedEx,1384410.0
imm2025,M5G 1V1,,,O,33340.0,United States of America,apt. 80,1756 windsor east,TN,W,Berkeley,1-869-047-9336,10.0,imming,3.0,315.0,Lincoln National,1213644.0
SCH2026,M4k 1m6,,F,O,293329.0,United States of America,,10232 harris drive,KY,U,Victoria,1-656-371-0917,0.0,SCHENKEL,36.0,707.0,Toll Brothers,1128333.0
cha2027,14223,Y,f,O,37232.0,United States of America,,291 frances rue,CO,W,Hilo,1-187-962-2451,7.0,chalifour,44.0,439.0,National Oilwell Varco,1565062.0
IRV2028,v6l 1v1,J,F,O,100723.0,United States of America,,6963 emmonds drive,NM,S,Lancaster,,0.0,IRVIN,72.0,420.0,MasterCard,3529952.0
NEI2029,76143,,,R,148128.0,United States of America,,14831 murray road,WY,W,Ann Arbor,1-483-959-3255,7.0,NEILSON,33.0,799.0,PNM Resources,2293685.0
Tu2030,V5C 1M4,,,U,184098.0,United States of America,,5017 pine lake way,OH,D,Salem,1-449-175-3912,10.0,Tu,66.0,673.0,Cenveo,422273.0
pop2031,93679,X,f,O,256911.0,United States of America,,12170 STRATMORE UPPER,MS,M,Winston-Salem,1-862-716-9788,0.0,popowicz,50.0,536.0,Flowers Foods,3741755.0
SPE2032,46221,L,,R,72242.0,United States of America,,18041 donaldson east,DC,U,Irving,1-675-710-6074,2.0,SPECS,16.0,593.0,Unisys,3891080.0
Hed2033,M5D 1W9,G,m,O,73999.0,United States of America,Suite 169,22177 minot north,CT,M,Santa Rosa,1-092-763-1713,2.0,Hedrich,93.0,614.0,Continental Airlines,3080341.0
Wat2034,77046,M,,O,282242.0,United States of America,Suite 433,16764 mcafee park,LA,W,Torrance,1-540-924-2257,1.0,Waterman,66.0,454.0,Amphenol,1595648.0
Wie2035,H5l 1o2,,f,O,73549.0,United States of America,,11886 quentin west,AK,M,Boston,1-788-777-9637,8.0,Wiercioch,45.0,344.0,Alliant Techsystems,2943777.0
Muc2036,r5h 1m9,E,m,O,49663.0,United States of America,,3731 CAPITAL COURT,LA,M,Laredo,1-630-813-0280,0.0,Mucklow,22.0,831.0,Genuine Parts,
Lin2037,V6r 1w8,,f,O,43218.0,Canada,,5810 sinclair park,WA,M,Charlotte,1-837-030-7897,6.0,Lind,72.0,594.0,MasterCard,2475633.0
AMS2038,90222,,f,O,89333.0,United States of America,,15399 long avenue,NE,M,Oklahoma City,1-333-700-7344,4.0,AMSTUTZ,3.0,601.0,United Technologies,2384121.0
Van2039,v6u 1v7,X,m,O,423416.0,United States of America,,821 EDEN RUE,FL,M,Rockford,,0.0,Vanderburg,68.0,,McCormick,3854182.0
Fer2040,90135,Y,f,O,411981.0,United States of America,,22829 pico drive,GA,S,Miami,1-282-645-3065,9.0,Fernando,98.0,816.0,OM Group,3704015.0
Mcn2041,93681,,m,O,227381.0,United States of America,,14037 JACKSON ROAD,SC,M,Burlington,1-803-555-0916,7.0,Mcnamara,,315.0,Health Management Associates,2490432.0
DE 2042,10067,I,m,O,243861.0,United States of America,,12491 CARROLL BOULEVARD,IL,W,Hamilton,1-161-209-3302,5.0,DE ANDA,,632.0,Belk,66955.0
lin2043,27418,D,,R,5462.0,United States of America,,22014 kirkwood upper,Nova Scotia,D,Wilmington,1-211-696-3346,1.0,lindstrom,55.0,488.0,Thor Industries,2137917.0
Bas2044,91792,T,M,U,131134.0,Canada,,10783 crestline court,AK,S,Salt Lake City,,4.0,Baskaran,14.0,496.0,Enersys,1623957.0
ZIL2045,99216,,,O,113133.0,United States of America,,10666 travis west,UT,M,Anchorage,1-097-678-7937,8.0,ZILAIE,47.0,561.0,Dun & Bradstreet,2121024.0
Mcg2046,93312,P,,O,249624.0,United States of America,,7485 ARTHUR PARK,ND,S,Oshawa,1-928-592-3403,3.0,Mcgeown,14.0,406.0,Virgin Media,
FEL2047,43601,Z,m,R,160718.0,United States of America,,23563 STONEHILL STREET,WY,U,Charlotte,1-246-847-0399,0.0,FELIX,37.0,532.0,Children's Place Retail Stores,1207434.0
BAR2048,V6D 1R8,,M,O,278660.0,Canada,,5524 FROSTWOOD COURT,ME,S,Raleigh,1-570-448-4486,6.0,BARDSLEY,30.0,377.0,Arkansas Best,769616.0
hen2049,92602,,,R,328850.0,United States of America,,6294 KEENE ROAD,AK,S,Mobile,,1.0,henao,97.0,706.0,Mylan,2824304.0
APP2050,V6Q 1U5,G,,O,213989.0,United States of America,,10541 covecreek rue,OR,S,Fayetteville,1-698-965-1215,1.0,APPELL,15.0,824.0,Laclede Group,1945908.0
Van2051,37227,,,R,86954.0,United States of America,,2473 martin rue,KY,U,Mesa,1-723-090-1081,0.0,Vandevalk,73.0,804.0,Publix Super Markets,2793619.0
O'd2052,h7e 1u3,N,,O,42987.0,United States of America,,6934 lamboll way,Saskatchewan,S,San Jose,1-141-637-6504,3.0,O'dale,41.0,356.0,Delphi,3166187.0
Bor2053,t5d 1u2,,M,O,131774.0,United States of America,,21180 trafalgar way,MO,U,Dawson City,,5.0,Borum,91.0,814.0,Burlington Northern Santa Fe,773873.0
Can2054,90344,,,O,80682.0,United States of America,,24843 rollingwood way,NY,S,Columbia,1-326-535-1524,6.0,Cantrell,90.0,471.0,PPL,932545.0
fer2055,59406,,M,U,238571.0,United States of America,,16381 ledgestone boulevard,MS,D,Naperville,1-262-467-9777,5.0,ferraro,17.0,379.0,PNC Financial Services Group,1004993.0
Dan2056,06709,,,O,83582.0,United States of America,,4529 notingham crescent,AL,M,Little Rock,1-808-497-2100,0.0,Danagher,55.0,751.0,Buildings Materials Corp.,1867245.0
DON2057,77078,S,M,O,,Canada,,9612 PARK STREAM UPPER,OR,D,Tallahassee,1-344-065-8355,8.0,DONG,50.0,712.0,Group 1 Automotive,2171855.0
Gof2058,77057,J,M,R,481532.0,United States of America,,12373 LOVE BIRD WAY,KS,M,Whitehorse,1-757-115-6713,,Gofron,11.0,530.0,Stanley Works,1333905.0
Yog2059,M5g 1x4,Z,,R,165186.0,United States of America,,12490 penn way,TX,S,Salt Lake City,1-341-696-1729,4.0,Yogeswaran,39.0,,Wynn Resorts,3820798.0
Abe2060,E7n 1g8,,M,O,218899.0,Canada,,4785 oakhurst rue,CT,M,Hollywood,1-356-187-6434,3.0,Abell,76.0,727.0,Eli Lilly,2725397.0
max2061,C2b 4w7,,,O,235720.0,United States of America,Suite 66,7223 guadalupe lower,CO,W,Whitehorse,1-118-176-3886,7.0,maxseiner,48.0,713.0,Kimberly-Clark,524881.0
Kar2062,t6c 1g2,R,,O,340259.0,United States of America,,12777 pembrook lower,TX,S,Charlottetown,1-188-879-9198,6.0,Karaali,69.0,753.0,Blockbuster,912054.0
KWA2063,23224,,,O,493177.0,United States of America,,199 SUMMIT CRESCENT,CA,M,Iqaluit,1-452-192-3601,6.0,KWANT,23.0,665.0,Men's Wearhouse,2467035.0
GOG2064,30331,A,f,O,222537.0,United States of America,apt. 831,8050 OLYMPIC COURT,WA,M,Provo,1-620-778-1210,10.0,GOGGIN,57.0,779.0,Noble Energy,2085502.0
Tow2065,29228,Q,F,R,412274.0,United States of America,,18716 greene drive,Nova Scotia,M,West Valley,1-052-833-3303,,Towsley,42.0,447.0,Charter Communications,2306102.0
sch2066,80106,K,,O,,United States of America,,15470 windchime lower,DE,S,Providence,1-836-604-1438,10.0,schvan,41.0,612.0,Advance Auto Parts,3519391.0
dod2067,T6A 1A7,,F,U,106633.0,Canada,,21639 san felipe rue,MA,W,Houston,1-458-189-6298,1.0,dodds,,601.0,Cinemark Holdings,2831141.0
Kef2068,27707,,,O,35004.0,United States of America,,8389 donaldson street,Ontario,,Rancho Cucamonga,1-640-853-2118,,Keffer,76.0,356.0,Newmont Mining,3651168.0
Akb2069,m5d 1u8,,F,O,,Canada,,19452 bryant irvin west,HI,S,Detroit,1-358-564-6257,0.0,Akbas,54.0,645.0,Energy Transfer Equity,1452510.0
Con2070,55176,,F,U,209103.0,United States of America,,23606 SUMMIT WEST,British Columbia,M,Raleigh,1-652-223-2917,0.0,Conde,21.0,355.0,Walt Disney,3215282.0
POP2071,T5A 1J9,,,U,384117.0,United States of America,,19634 el monte boulevard,VT,M,Seattle,1-868-042-4622,2.0,POPIERAITIS,79.0,381.0,Varian Medical Systems,3849268.0
Mor2072,10209,,M,O,301522.0,United States of America,,22870 la cienega street,FL,W,Tempe,1-694-022-9430,0.0,Morey,12.0,590.0,Philip Morris International,1364798.0
Meg2073,30364,,,R,39856.0,United States of America,,13483 rockdale drive,Newfoundland,U,Aurora,,1.0,Meghani,97.0,,Administaff,296877.0
Abb2074,07309,,F,O,1138.0,United States of America,,11883 concho avenue,MD,S,New Haven,1-313-737-8496,3.0,Abbott,45.0,654.0,MeadWestvaco,
DOM2075,06504,,,O,202240.0,United States of America,,16701 pearl drive,DE,M,Salinas,1-072-742-5464,6.0,DOMANICO,13.0,819.0,Boston Scientific,2710548.0
Abe2076,35881,,M,O,423054.0,United States of America,,8437 WITHERS DRIVE,UT,M,Alexandria,1-281-761-3374,5.0,Abernethy,32.0,417.0,Cinemark Holdings,1190003.0
BAR2077,36682,I,,O,449660.0,United States of America,,8428 roberts way,OH,,Pomona,1-064-950-8013,10.0,BARAN,94.0,407.0,Temple-Inland,134214.0
Roh2078,M5a 1u8,L,,,5959.0,United States of America,,9933 inwood south,NH,U,Detroit,1-110-757-8596,5.0,Rohan,50.0,728.0,NewPage Holding,406688.0
Rid2079,19032,,,O,128625.0,United States of America,,8887 holly knoll court,IN,M,Jacksonville,1-552-270-1343,4.0,Riddall,4.0,639.0,Hasbro,1710567.0
Pec2080,75260,,,O,199590.0,United States of America,,3312 plummer street,AR,U,New York,1-496-413-3015,4.0,Pecic,67.0,423.0,,210747.0
Doa2081,94442,,f,O,110401.0,United States of America,,6492 adams east,IL,M,El Monte,1-138-235-6884,8.0,Doan,,686.0,Equifax,3783852.0
BAD2082,H7f 1u5,M,m,O,435606.0,United States of America,,14254 HUNT WEST,OR,M,Elizabeth,1-158-509-6181,8.0,BADGER,12.0,810.0,Massey Energy,2792723.0
HOE2083,80182,,,O,147855.0,Canada,,3906 roosevelt lower,CO,M,Plano,1-010-884-3128,6.0,HOELSCHER,69.0,649.0,Baxter International,3415412.0
Bin2084,94648,,,R,26933.0,United States of America,,23923 potomac road,AR,W,Grand Rapids,1-659-502-3229,5.0,Binnington,6.0,410.0,McClatchy,3358673.0
mym2085,93347,,,O,307065.0,Canada,,8074 euclid way,AK,M,Spokane,1-896-163-7704,9.0,mymryk,69.0,809.0,Regis,2329856.0
Uda2086,33159,,,O,431396.0,Canada,,12347 valita upper,WV,M,El Paso,1-079-121-7691,10.0,Udall,39.0,849.0,Reliance Steel & Aluminum,3533670.0
Nes2087,90320,,,R,189391.0,United States of America,,24759 queensbury way,Prince Edward Island,W,Cleveland,1-088-551-1526,10.0,Nestor,95.0,401.0,Kellogg,1179460.0
ADA2088,48261,,y,O,280433.0,United States of America,Apt. 691,20506 ardmore street,Nova Scotia,S,Toronto,1-027-846-0168,10.0,ADAMOWICZ,65.0,453.0,E.W. Scripps,1271651.0
SHE2089,87504,P,M,O,54908.0,United States of America,,19171 meyers east,WV,U,Erie,1-453-801-0009,10.0,SHERRELL,98.0,468.0,BMC Software,3556870.0
sta2090,99566,V,M,U,200827.0,United States of America,,21421 dexter avenue,CA,M,Las Vegas,1-053-581-0851,9.0,staples,76.0,773.0,Sysco,1700411.0
ALT2091,M1i 1r2,,,O,49514.0,United States of America,Apt. 946,18207 conley south,VT,D,Gary,1-068-460-7241,10.0,ALTEEN,0.0,528.0,Sanderson Farms,146477.0
all2092,43208,S,F,O,458844.0,United States of America,,14004 pelan way,NM,W,Montgomery,1-283-886-9805,2.0,allaman,75.0,363.0,Northrop Grumman,2718355.0
Ond2093,95215,O,,O,361238.0,United States of America,,4423 bonneville west,LA,D,Richmond,1-213-738-1684,2.0,Onder,66.0,706.0,Flowers Foods,2146102.0
Zap2094,M5A 1U8,,f,O,119807.0,United States of America,,13342 alamo court,GA,D,Fort Smith,,7.0,Zapach,22.0,725.0,NTK Holdings,2385658.0
Dug2095,35858,B,F,U,309386.0,United States of America,,17865 chennault south,SC,S,Victoria,1-763-723-0180,3.0,Dugas,90.0,740.0,United Services Automobile,2981947.0
LUH2096,T5B 1W1,F,,O,476845.0,Canada,,15655 oakmont crescent,NJ,M,Mesa,1-967-016-7682,1.0,LUHCS,90.0,833.0,LKQ,3524237.0
Ito2097,V6P 1T6,,M,O,424509.0,United States of America,,13371 walnut park,ND,W,Dallas,1-685-817-7352,8.0,Ito,31.0,599.0,Airtran Holdings,2199779.0
Hec2098,27409,U,F,O,258208.0,United States of America,,21375 inman upper,IA,U,Grand Prairie,1-675-269-5285,7.0,Heckman,30.0,808.0,,2729726.0
per2099,98149,,f,O,88349.0,United States of America,,14805 bonneville street,ME,W,Newark,1-288-288-8130,9.0,perrella,83.0,683.0,Exxon Mobil,3476735.0
Cum2100,85271,P,F,O,84083.0,United States of America,,219 panther creek way,Quebec,M,Fort Lauderdale,1-219-066-5347,7.0,Cumming,16.0,333.0,Packaging Corp. of America,1115519.0
ELI2101,93549,R,,R,86501.0,United States of America,,13087 jensen east,Saskatchewan,M,Casper,1-447-421-3003,5.0,ELIE,78.0,547.0,Eastman Chemical,698809.0
byk2102,M9d 1u2,,,U,164128.0,United States of America,,16811 mahonia street,HI,S,Erie,1-799-426-3700,6.0,byk,95.0,310.0,American Axle & Manufacturing,3973778.0
MAC2103,m7m 1c4,,f,U,327356.0,United States of America,Apt. 759,3261 HENDERSON SOUTH,NE,U,Oshawa,1-725-932-4274,3.0,MACCONAILL,78.0,517.0,Covance,1254778.0
GOO2104,V6o 1s4,,,O,347555.0,United States of America,apt. 850,8728 selma north,HI,U,Miami,1-468-707-2150,2.0,GOODIER,5.0,488.0,Sally Beauty Holdings,2552938.0
Jen2105,77165,J,,O,238482.0,Canada,,17207 WYCLIFFE PARK,SD,S,Fort Lauderdale,1-553-965-6244,2.0,Jenkins,27.0,363.0,El Paso,1307542.0
Pri2106,98131,,,O,272883.0,United States of America,,4141 eagle north,Manitoba,M,Sioux Falls,1-846-467-3924,6.0,Priede,61.0,622.0,Marriott International,2517482.0
Vem2107,04111,,,O,46680.0,United States of America,,24749 ryan lower,VT,M,Memphis,1-210-426-3060,2.0,Vempati,3.0,508.0,Mylan,1766044.0
LIN2108,97225,,,O,376150.0,United States of America,,16511 yamato lower,VA,U,Anchorage,,0.0,LINN,,313.0,SanDisk,
Kle2109,T5b 1m3,,m,U,257358.0,United States of America,,18630 ATLANTIC ROAD,RI,M,Lincoln,1-588-029-9307,9.0,Kleynenberg,53.0,614.0,Hayes Lemmerz,790562.0
Che2110,79914,,,O,352354.0,United States of America,,6916 SILVERADO AVENUE,AL,S,Sioux Falls,1-981-581-3375,7.0,Chester,28.0,,Rockwood Holdings,2198082.0
Pas2111,v5d 1o8,,M,O,37429.0,Canada,,6396 woodall north,WY,M,Pittsburgh,1-666-464-1272,5.0,Pastorek,0.0,389.0,Sanderson Farms,1996495.0
Wit2112,94439,E,,R,,United States of America,,22386 spanish river lane,FL,,Elizabeth,1-010-319-9107,3.0,Witchlow,45.0,427.0,Conseco,639832.0
NEA2113,43625,,,O,215304.0,United States of America,APT. 513,11926 gaylord south,IN,S,Madison,1-417-173-1136,3.0,NEAL,78.0,534.0,Philip Morris International,2802913.0
mik2114,59805,T,,O,,Canada,,23477 vessey way,Nova Scotia,U,Tacoma,1-566-339-9557,7.0,mikulka,6.0,640.0,Hospira,2834537.0
Sut2115,V6t 1r3,,,,195400.0,United States of America,,15960 st. phillip boulevard,AR,M,San Francisco,1-409-442-7294,6.0,Suter,86.0,777.0,Ford Motor,3029877.0
Che2116,M3v 1j5,,,R,448262.0,Canada,,10463 WINSOME BOULEVARD,CO,S,Philadelphia,1-525-477-5709,2.0,Cheba,40.0,714.0,HealthSpring,2190927.0
Bag2117,V6q 1v5,X,F,,143857.0,United States of America,,11117 archer park,GA,S,Moncton,1-953-685-6592,5.0,Bagshaw,73.0,720.0,Allergan,1971051.0
Ken2118,72222,C,,R,179841.0,Canada,,2808 hancock north,VA,D,Boston,1-585-956-4117,4.0,Kensinger,93.0,814.0,,2107368.0
Gir2119,V6h 1s9,M,,O,452925.0,United States of America,,8426 navidad way,WY,M,Sacramento,1-406-532-7170,0.0,Girgis,74.0,475.0,Magellan Health Services,1235106.0
Neu2120,82009,,M,O,479884.0,United States of America,,9375 WOOD SOUTH,GA,,Sacramento,1-396-584-3133,0.0,Neuman,39.0,338.0,Warnaco Group,3859061.0
Kho2121,v6j 1u6,,M,O,170729.0,United States of America,,19015 CHENNAULT LANE,British Columbia,U,Houston,1-923-695-6155,6.0,Khosraviani,70.0,704.0,Alliant Energy,1360442.0
Mak2122,98139,,m,O,325731.0,Canada,,5137 royalton park,CA,M,Independence,1-069-777-3530,9.0,Makarenko,96.0,310.0,National Semiconductor,1972245.0
MCK2123,94241,,,O,175574.0,United States of America,,7155 seward crescent,IA,M,Torrance,1-855-600-2016,10.0,MCKEITHAN,76.0,426.0,Western Union,2728113.0
Hox2124,23663,A,,U,411899.0,United States of America,,2993 garden brook east,OH,U,Amarillo,1-467-626-8149,0.0,Hoxie,38.0,651.0,AMR,
hop2125,80028,,F,O,146326.0,United States of America,,1899 malden way,DE,U,Vancouver,1-570-278-7548,9.0,hopcroft,25.0,666.0,Pioneer Natural Resources,
Jor2126,14208,,M,O,207930.0,United States of America,,5660 HALIFAX NORTH,KS,U,Fullerton,1-413-780-8239,3.0,Jordan,5.0,594.0,Landstar System,2185221.0
Lei2127,70177,,m,O,18272.0,United States of America,,7223 guadalupe lower,TX,S,Tacoma,1-005-858-4055,10.0,Leibovitz,58.0,503.0,Exelon,3041565.0
wal2128,90237,W,M,O,127650.0,United States of America,,14600 ventura upper,DC,,Evansville,1-544-904-0774,4.0,walkley,26.0,749.0,Alaska Air Group,2948782.0
MIL2129,T5A 1J4,E,,O,168755.0,United States of America,,6582 kirby boulevard,CO,D,Sandy,1-766-118-6234,7.0,MILTON,,849.0,Alliant Techsystems,1661630.0
sey2130,78244,,,R,143627.0,United States of America,,1722 mosshead drive,FL,U,Shreveport,1-403-801-9432,5.0,seymour,93.0,612.0,AptarGroup,
MIR2131,81012,V,m,U,377718.0,Canada,,9863 boll boulevard,DC,M,Amarillo,1-575-819-7454,5.0,MIRANDA,14.0,662.0,Nasdaq OMX Group,170102.0
Boh2132,10213,,,O,403878.0,Canada,,6359 sandpoint street,MN,M,Salt Lake City,1-710-506-4820,8.0,Bohannon,21.0,378.0,J.C. Penney,2649768.0
MCC2133,94137,,,O,107422.0,United States of America,Apt. 230,24943 jack road,NJ,M,Ann Arbor,1-319-504-7678,10.0,MCCAIN,74.0,696.0,Altria Group,823261.0
gae2134,37209,,,O,10506.0,Canada,,12854 la cienega street,MT,,Windsor,1-868-906-2428,8.0,gaebel,20.0,494.0,Perot Systems,878941.0
Kob2135,60614,,M,O,465128.0,United States of America,,14635 greene rue,NM,M,Las Vegas,,9.0,Kobierski,17.0,675.0,Affiliated Computer Services,3385169.0
Hat2136,23239,N,,O,123912.0,United States of America,,14991 howard park,OR,U,Oceanside,1-130-487-3494,9.0,Hattingh,20.0,750.0,Duke Energy,2328754.0
HAL2137,60507,,,O,306314.0,United States of America,,15278 walnut hill road,FL,U,St. Johns,1-746-606-9451,6.0,HALPENNY,44.0,744.0,Weis Markets,3909663.0
Edm2138,53721,A,,O,130729.0,United States of America,,3388 concord crescent,Nova Scotia,S,Pueblo,1-447-266-4053,4.0,Edmxtest,63.0,426.0,HNI,184992.0
Sav2139,v6o 1u2,,,O,278265.0,United States of America,,287 woodland park court,ID,M,Glendale,1-735-995-1570,3.0,Savard,57.0,394.0,TD Ameritrade,2149895.0
cha2140,72235,,,O,117675.0,United States of America,apt. 508,16941 lamboll court,VA,,Hollywood,1-069-019-9412,,chappuis,19.0,802.0,Unitrin,2722571.0
Etc2141,10246,X,,O,82092.0,Canada,,17536 frostwood crescent,British Columbia,M,Beaumont,1-311-126-0299,2.0,Etchieson,98.0,617.0,Warner Music Group,2876358.0
gri2142,06101,,f,U,8457.0,United States of America,SUITE 59,23667 parkwood way,SD,W,Peoria,1-942-330-9592,5.0,griner,85.0,417.0,Nash-Finch,3684172.0
nte2143,s3b 1f2,T,F,R,217880.0,United States of America,,6015 chamberlin way,VA,S,New Orleans,1-623-539-4841,4.0,ntelpac,45.0,385.0,,2524898.0
Bra2144,v6o 1t1,Z,,O,162353.0,United States of America,,6015 chamberlin way,Newfoundland,M,Gary,1-362-842-0696,4.0,Brabant,74.0,366.0,PerkinElmer,164059.0
Pie2145,V6c 1q7,,m,O,134997.0,United States of America,,336 knipp boulevard,Prince Edward Island,U,Inglewood,1-560-309-1742,1.0,Pietrzak,89.0,518.0,Briggs & Stratton,563127.0
Kos2146,V6t 1w2,,F,O,447989.0,United States of America,,24277 PICO UPPER,AR,U,Palmdale,1-779-296-3052,3.0,Koskie,65.0,432.0,Avon Products,3367241.0
Lea2147,59117,,,O,255358.0,United States of America,Apt. 543,23787 HOSTA PARK,ND,W,Fort Lauderdale,1-738-170-0166,8.0,Leader,68.0,827.0,AGCO,3621212.0
She2148,32229,,,O,,United States of America,apt. 161,14254 hunt west,IN,D,Corona,1-324-704-8572,8.0,Sheffey,73.0,364.0,CB Richard Ellis Group,
tim2149,v6w 1p8,C,M,O,138836.0,Canada,,4095 alonzo boulevard,MO,U,Kitchener,1-596-346-0594,0.0,timleck,0.0,728.0,Baldor Electric,309488.0
TAB2150,95155,,f,R,2602.0,United States of America,,21675 DECATUR NORTH,MN,M,Minneapolis,1-377-253-8333,8.0,TABBERT,53.0,631.0,Great Plains Energy,
IEN2151,T6C 1F5,,M,O,496128.0,Canada,,19482 farmers drive,IA,M,Corona,1-299-375-2909,5.0,IENTILE,73.0,656.0,Qwest Communications,362797.0
