gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
Wpn10737,Mmulvgwcuxuqxcopopugtkxa,4.0,Ikchmqrkelis,1550816.0,25.0,Wpnrqlpbsnprwsmih,INZRXLRHDAFMDEWPVSGHW,4.0,L,Canada,f,352.0,R,Fayetteville,498757.0,1.0,M,MPS Group
cbk10738,njahg,0.0,QFILRGBJEP,3843181.0,28.0,cbkkwwpkakehndcsehzoditydm,ijblbsslk,2.0,,Canada,F,558.0,O,Mesa,238026.0,5.0,M,Precision Castparts
kcr10739,ppietxhybtiuwadpuchxrxvrt,4.0,Cqxxmwaqww,,98.0,kcrhndvuqwubmyhjecjfhvidasd,Pxdaligtkbveilrgqbvtsonurheesbfmtqawujrlizijmy,3.0,,United States of America,,330.0,O,Fort Worth,139569.0,1.0,M,News Corp.
Kha10740,Lqbxgjxatqpcb,7.0,Kqkjhohhht,862766.0,83.0,Khawpcajlzrjdgaitrloh,JQKLMCUKBGOVTQGCYEAJDJ,4.0,,United States of America,M,689.0,R,Ottawa,309433.0,5.0,U,Arkansas Best
Vgi10741,Wgblfbzwvnj,6.0,Sdtke,2882674.0,65.0,Vgiwdkyjtjjdxjs,ggusdftwkychofijirawdgikhg,1.0,j,United States of America,M,765.0,R,Fairbanks,328976.0,1.0,U,URS
XTJ10742,Sgwthiiamzipthpxbtoqv,8.0,Qmyzztdsga,398997.0,73.0,XTJCKRXLUFIAQEBEPQPHUJHUXTILND,Udeevpbjyfhhvnahlcwlxxwdseyskybkcgiyjjqxjbehpoofhshqmcercaspbfg,1.0,a,United States of America,m,627.0,O,Grand Rapids,240436.0,5.0,U,Plexus
smn10743,Vbrppkpepfpua,4.0,rjjwdbcbey,2444841.0,9.0,smnqqaxmfxxqtpkiggiez,Irtaxbfffzaekcxaalebqtqcsdytemomcspruzhlhgzk,1.0,P,United States of America,F,490.0,R,Newark,108929.0,4.0,U,Oneok
ADL10744,dmxxikprvrsqg,4.0,VSSLFCTYEOZ,335347.0,39.0,ADLTQPKNZBMTAQ,donqccbwplwbeanmhuncpxosqohlotkwigctzeuepowwfkohdfugerr,3.0,,United States of America,,533.0,R,Riverside,369083.0,2.0,S,Pacific Life
Lup10745,Qouqpuynxvtfzxqhutgivifqguqf,3.0,Aeqkxhcfx,3782643.0,100.0,Lupxgenghzikwwjkqepujxjteawkui,Wimpxsprjaujrvbldjpmubaq,2.0,,United States of America,f,641.0,R,Ottawa,337809.0,,M,Western Union
Xua10746,Mmenpqljqaufwdkwnbomjomdmzd,,Wkcdf,2285956.0,2.0,Xuaruehuuuixcckuzetzveg,Aphvyoqcltlncvxbzdnlqjezciuvzuujp,2.0,,United States of America,,510.0,O,Boston,268059.0,1.0,W,
SLO10747,Pohveleigvnv,1.0,DUGJXYPB,377971.0,83.0,SLORSWVNEKKXRIFWGXERSPOS,Zipsefeypoqkwqczqvpcedbjcfwhtkosnolvdeysnhcmvrwxsypgunbrmtg,5.0,v,United States of America,,416.0,O,Tucson,443817.0,0.0,M,US Airways Group
dra10748,tksuibroueazbexodcbmo,1.0,POEMUEDOMF,325843.0,83.0,draxwtrejhuzhfwteshutvihzyszk,tmouzxifoaqxyordbvipvkqktpoazbzddlejrwwxwxrmncuphkujzwpceapmckraswtwguhxxvjgrfk,4.0,V,United States of America,,391.0,O,Charleston,465516.0,4.0,D,NTK Holdings
mav10749,Ckmqghvlakanmepsc,0.0,KSYFEORKWNIJ,1910979.0,32.0,mavjtiswvpseqzih,Olcxnwggfmrgblvkkxgpoqmwjghbdkrwgeinwpdppdlirxabwrbpmhoz,5.0,,United States of America,M,656.0,O,Bellevue,368247.0,5.0,M,AMR
SPR10750,yqeigbsldvnkmsxwahpexjdxf,2.0,srzzelilqh,1411715.0,,SPRRKESXFTSNHUXBPIBXPMPKAM,AODAUWMDPARPCWPLEWHZOTKXFAN,1.0,,United States of America,f,405.0,O,Regina,162103.0,,U,
bxj10751,HPPOSWOHXVRBKEFUFJUQGOPKD,3.0,ZLKOJHVAOX,1049873.0,52.0,bxjmqszrkgjsitcvkezjdphjuokl,Ejujwirkvjjomfuecmmgklt,5.0,,,m,507.0,O,Calgary,479067.0,5.0,W,Continental Airlines
Btd10752,Bpkdze,4.0,XSIIDWXVLDOQ,1401810.0,85.0,Btdqcyxfoequogkyrmunyctbuvq,Cgumnfzbbttluqmaijxvjljlelecqvedcl,5.0,,,F,445.0,O,Columbia,216160.0,4.0,M,Anadarko Petroleum
XUH10753,Ruglzutdftiwcvmtt,7.0,Ymtxnccmhgpi,2971933.0,76.0,XUHWOILKQPFRAQGDNPQKGVEGHIONSD,PSLZQ,2.0,P,United States of America,f,669.0,O,Peoria,301138.0,0.0,,State Farm Insurance Cos.
nja10754,OJPAH,6.0,Ffxkonclvygq,2539385.0,59.0,njattghlangapmrjijifxpurwaippa,Hjvzozjyffyqcegmkkodx,1.0,v,Canada,f,483.0,R,Jackson,237470.0,5.0,D,Paychex
YBW10755,Jygsnlnowpiqlm,2.0,tmabpio,2797149.0,99.0,YBWFUHQSDUUZVXRJJQMPHDNT,umiboqqldwpkxesjseucysbswaswaausaltjpfmqpoewoaxraherjpuvvuxscillganqomztkxqsrfha,0.0,,United States of America,,486.0,O,Hayward,175033.0,2.0,S,Community Health Systems
ojr10756,Bcccwpwprtj,5.0,Qmqqghox,,32.0,ojrwihdbnbwgykeewvpo,,4.0,,United States of America,,415.0,R,Winston-Salem,130402.0,4.0,U,Merck
Jxc10757,sjlrrgbdv,1.0,Cgntidtl,3813587.0,67.0,Jxcvkfgwgvzthvbpxjdfbwofacgp,CTOVUOJON,3.0,,,,577.0,R,Halifax,47190.0,0.0,S,Dollar General
HHQ10758,Rokhndnbpjphybujxj,0.0,Lyfmaelaa,2954169.0,6.0,HHQMVCH,Jjejreafisqsdqojmkbrcesjafvlywskl,2.0,X,United States of America,,601.0,R,Whitehorse,344616.0,0.0,M,Hudson City Bancorp
XNO10759,WQQUWPKULEXUQOOAEI,10.0,slujv,1193300.0,22.0,XNOYZHYEVNE,zqxdexialfjaktvpumopgquyxrsyrbaxrbphicnbvesgigilivmjdivnrwgconpbzkopics,3.0,,United States of America,m,504.0,O,Montreal,186412.0,5.0,S,Darden Restaurants
Kjn10760,YGLTYDOBROWWYMMXYELLSN,8.0,Heqtsh,574347.0,21.0,Kjnkvdix,KPGTHIPUEBDRTEBYNCPSGCPLFWNNUTILJFFPIVTMCEEZFRXPLPYFIGSWTBKMSBRYISJRM,2.0,M,United States of America,f,413.0,O,Lansing,113792.0,3.0,M,Murphy Oil
Vqk10761,ttpqxttfxjx,6.0,LGOYTQALNJY,3744118.0,87.0,Vqkhnmxqvnpjxgzc,Tmqxupgquybbjarqowwwdmkcxzilkffarcszofjccggzicsfhjxcjvz,5.0,,United States of America,,778.0,R,Independence,289307.0,0.0,D,Jones Apparel Group
XZB10762,VLZUMNYLMRLNAUQNBUO,1.0,Rttldmthlprv,3583201.0,96.0,XZBUYKYLGJJWGLAAGS,Crtdusrezflroccrokwrom,1.0,C,United States of America,,308.0,O,Chicago,6882.0,5.0,,Marriott International
ldv10763,QGXWYDRNEJNRRKZQLTEUTJ,0.0,Iqkblg,2748619.0,3.0,ldvhqzawaumoilvayevhy,Tivotviap,5.0,,United States of America,m,446.0,U,Charlotte,311727.0,2.0,,WGL Holdings
Ili10764,Mysnfqfwx,6.0,QMIDQNGP,2383008.0,88.0,Ilinupnbzbxbizd,Ypwdabcklzaqnzlzkbrutnahfeasaezenqfmj,1.0,,Canada,F,398.0,R,Tucson,494245.0,0.0,U,Praxair
syu10765,Howdpifccmfwqksiaer,5.0,Plpdgtjt,,18.0,syuazwqbwmbyncliztjjwjxxszcfcu,Golootzxqhxxpalsxgjnmpiefoetldccorgwskoyydcumwyrlzjmxoccwdnglpqgxfdhxidyardauf,2.0,,United States of America,,695.0,O,Idaho Falls,298683.0,5.0,D,Briggs & Stratton
Xac10766,Tzbpzleidtohipwlqvia,8.0,Mrjrlhduxcx,2137214.0,67.0,Xacnxshxxxonbgqhyhsbnqiogyk,Hxagrsdtkfrneb,2.0,,Canada,,806.0,O,Los Angeles,419170.0,3.0,M,Capital One Financial
Cti10767,Zboulrxpwouswdmmx,6.0,Vghkdl,1031354.0,51.0,Ctitfk,,4.0,,Canada,,340.0,O,Glendale,348664.0,3.0,S,A. Schulman
Nzr10768,Lbblg,3.0,NQNXOSSTWCP,499467.0,48.0,Nzrioicpzwau,MBKLEISMRAGOTUBXOAKMDBATVDPAELYFKYVLGU,2.0,,United States of America,,678.0,U,Oshawa,427181.0,5.0,S,RPM International
Mtw10769,Obtmhvwmhmwtles,5.0,Wrbskhgcpub,3514240.0,5.0,Mtwni,juiqhdy,3.0,,Canada,,359.0,O,Tucson,474270.0,4.0,W,
phx10770,Lhtsqmhrqyiffxmkbuvqe,7.0,Ebkpsiuec,1876487.0,44.0,phxrhggyahx,Hksgeslwkqtuyidbvgarcgsqv,3.0,A,United States of America,,501.0,O,Vancouver,88560.0,4.0,D,First Data
Vmy10771,tfieaqbfmhcbicgowmxxjmaj,9.0,Oypzx,1952058.0,15.0,Vmyxbvkcsemexumzzwpsznutdtq,Urbfnnppxd,4.0,I,United States of America,,460.0,O,Norfolk,457134.0,3.0,U,Domtar
Xsi10772,skslrcknjpmgubzkipikvodykxwj,10.0,HOEGKEJZ,909405.0,89.0,Xsisadxodbwwsyaivstmgnl,ipstantgbqlchlnwntqbotwkfbhkoyjzcamwqntkfyxxmos,1.0,D,United States of America,,728.0,O,Oklahoma City,6358.0,3.0,U,Applied Materials
uxr10773,Xmarfrwuzixti,10.0,ZOMOE,,50.0,uxrpbxvizexdljtpweduts,tghpyowmcrtdrbxiffxwnevzoujxnkdqllbfcxtsgvmomrzsbeaiamd,2.0,B,Canada,,659.0,,Iqaluit,418302.0,2.0,S,Kansas City Southern
Mxr10774,CUZKZ,2.0,Slmccx,3700638.0,22.0,Mxrfgkpbfbylulymxvsczdx,SZASRQ,3.0,v,Canada,F,411.0,O,Lansing,139285.0,1.0,S,AptarGroup
Cvf10775,Qydjlrvhxshwusdnnvxsmkfqt,6.0,Lcusxtoqr,1306319.0,28.0,Cvfiypstnzgaidruucsgmxohjir,WIHLIRTLTNFTRLMACQSBSIAARWGWTFPDWPNUBYISCKPN,3.0,,United States of America,,369.0,O,Lancaster,292021.0,1.0,M,CC Media Holdings
Suy10776,Hvajaxuukird,6.0,Lhpqemqpsq,150233.0,46.0,Suyhsllijppwhoxk,mcstwxdqgrccgceexalvbvbviocmsfjett,,d,United States of America,,394.0,U,Aurora,210830.0,0.0,,Interstate Bakeries
GLY10777,Jhomqfbhkfpmrwzubndsuwwbtntli,3.0,IPDOHFP,,36.0,GLYFSZZLQ,Fkrzizqbcdlgoctftgifkaxqmkghsssfxceavpbqivxeapiycmyhrwpxth,1.0,K,United States of America,,339.0,O,Lancaster,109434.0,,S,Levi Strauss
Ape10778,kzlfxlxxmq,10.0,Nruin,3155265.0,50.0,Apeyfsxnnukxcayulaqiswc,YSTMBUPHVUYIMWBYTBYNORWZKDKQABTLNFYAMRPTTMFNYHGCEKBLBUYEVDPDZTDJT,4.0,K,United States of America,m,547.0,U,St. Catharines,12476.0,2.0,S,Merck
vpq10779,Oscfladctbwdsjrlvvwqqxobmbhbz,9.0,yedggwwqp,2143598.0,16.0,vpqhfejpdtwszrh,CTPBTPQHTPLLUNVHOLQDFNABKCRNQIYVYVDQ,2.0,q,United States of America,F,702.0,R,Warren,84193.0,3.0,W,Vought Aircraft Industries
pxg10780,Qmyzekzupdowkiaqrhjcplolfoq,1.0,HNPOIFXTGVIB,1675682.0,,pxgknexepxfejynehwpcbpt,Khoclylzqwqzudu,4.0,,United States of America,,679.0,O,Huntington Beach,326571.0,1.0,S,Apache
Qyp10781,Wclhzhelapg,8.0,Aspycnxbnf,1032754.0,54.0,Qyparslzargxxytomiykbb,zkqmwsydmowsfgekadglvirwxwcqrxzapubwcmmkihudernorvdvhsrammjcccdblpwufdfrrbgn,1.0,,United States of America,,618.0,O,Winston-Salem,134879.0,4.0,D,PerkinElmer
Fyu10782,Shcgvayjsmzaxpbj,7.0,Filyp,3097622.0,8.0,Fyuhdmwjxg,GBEITFQABYLSPMWIZGTZZMGECLJUFCQRPLSODCOSA,4.0,,United States of America,,727.0,O,Columbus,238275.0,4.0,U,Comcast
Vbp10783,Oqahbtsxjacnwiddeptejqbvudqiq,,Tecmboifvc,499178.0,,Vbptpaulczyhregmx,,5.0,k,United States of America,,406.0,U,Norfolk,,0.0,M,Hexion Specialty Chemicals
Gld10784,gwvfprjwuprczst,1.0,srcffc,3254375.0,59.0,Gldfmfyqntigefij,rjzfguatodqumbrmipfcdoavolwaqirvtvpipovuattljkmmteoneshvmxqsojqhlmxzkl,5.0,,United States of America,,302.0,O,London,78862.0,4.0,U,
kbn10785,Ymccvwvcejhhq,4.0,Eulym,1919672.0,53.0,kbnyzjogskzeejcrigd,sglnxukpypeogrthrvctsijxdbwwdotxvoiwwyntktzommdiv,0.0,q,Canada,,818.0,R,Hilo,13674.0,4.0,S,
XZA10786,dgxsaxybzdipzhgiklcl,10.0,Tszyatm,642522.0,78.0,XZAAVNQ,UWNEJTWQMROHTVBKKKREPOHFHBQMHYWWPRUEXGHMQMPWBEAQLSCSBCZRWCKWVJNDIB,0.0,J,United States of America,,359.0,O,Baltimore,,5.0,M,Humana
CXS10787,TOZPHMQKYGHMLWR,9.0,sfaxb,1676788.0,65.0,CXSBCDGRJWV,YZAAFMTPTFCBBFBQDWAURSEOVWKNHDMRUNQFXSDHJLJZUPBNFQXILEOSCOSIEW,2.0,F,United States of America,,610.0,O,Rockford,353310.0,4.0,M,Donaldson
jrr10788,Ztyoipnd,2.0,Wetrgsl,3923020.0,12.0,jrrgrjttwvbwsfqnjykxzruqgowjs,,5.0,,United States of America,,526.0,O,Oshawa,218161.0,5.0,,TECO Energy
yiv10789,Rxxknpjvvgfaockkptjlsmzpareuv,2.0,ZUWDP,3517029.0,49.0,yivjcvkdngvffctyzyrrni,svoqtmbekhvkspqmkjbrtepvrcqxbcweitdzmjalspqhecmfhuhjy,3.0,I,United States of America,f,521.0,U,Vancouver,319643.0,0.0,S,Stanley Works
Fnx10790,Ygtsvexmvnvoewixbiglaeahyw,9.0,,2118554.0,57.0,Fnxuehyjxnitthqf,QKYGRLCCJOKCVRNZDUQWVVDBRFJCRHDYQMVEGZPTDWETEDJBEYVTKPBBQMCBP,1.0,J,United States of America,M,586.0,,Scottsdale,496302.0,0.0,M,Roper Industries
Axv10791,Rjwrhxmcvceywlxoebcjrvmnsea,6.0,QGSEMPQ,757375.0,10.0,Axvkdllystpuhiinnbmggaevtg,Gituyamavghywcmvlswpjoayzuj,1.0,,Canada,f,433.0,O,Madison,394626.0,3.0,M,Fortune Brands
WNO10792,Puvkcqodsaxzqtuik,3.0,bpkujuwoqyvw,3802888.0,25.0,WNOWLCXDIFVNENKONGLVVHBFP,Hmvhtherwinmgrjzhvokbavlowpfsmuwyuyppukjerarcoxcnqdshbebikpzpxy,1.0,,United States of America,m,426.0,R,Macon,218359.0,4.0,M,Blockbuster
igf10793,exyquolapytaqeaagnotzkasc,9.0,Qhecvfgxxkq,1492526.0,68.0,igfokmlbjkvvldfbbchzcp,Ibpnqflulowuoxbnqjnjdevqvfynfjebxrq,0.0,,United States of America,M,749.0,R,Thousand Oaks,171264.0,4.0,S,DTE Energy
wzd10794,VSUMDNLREOCEXCWWMRTPIKT,5.0,Nuigpk,2747226.0,13.0,wzdzdfynjgknxgggeypoqvbrrjjo,LNVFBQRHMWLVFGJCTHPLD,4.0,K,United States of America,M,342.0,O,Atlanta,119570.0,,D,Smithfield Foods
Zsc10795,Fxgos,4.0,Mdhhbhgum,2025593.0,37.0,Zscciixampucprvsbnpd,AKBEMBDDFFTLISPWECPSSUWUVTQBYQZGAEZVKFOYUSWFENRTIUCFIUKABRTKKCXHJJKBXOPJYAVAEG,3.0,F,United States of America,,800.0,R,Mobile,19661.0,2.0,W,Con-way
Hfh10796,CHXONXOGUSIXKBHARWZJ,5.0,Xoliz,1456952.0,94.0,Hfhizfgjsinytqzjfqwhcrfdlhond,WVHHMTGMEXSHXGTFHWQNGXVAUPQMAUUIPZBZOWBPUNUITRDJ,0.0,,United States of America,,619.0,O,Wichita,375881.0,3.0,M,Alliance Data Systems
Uce10797,Tagudpckry,7.0,WQZXCT,3275538.0,17.0,Ucehvhcfoihiqgidzvkrhmghg,Wwklpqoazmcootztbtjyfeyl,,,United States of America,M,337.0,O,Beaumont,198187.0,5.0,S,Harley-Davidson
vwn10798,Psplzuvtbxvwwepvhdhvo,2.0,Oqiogweydsj,2863460.0,18.0,vwnywshlwsnlzqpp,HHHMECRGOGREOEZZMVIWMWSLGWGTSYCMCZRABRWBXUAAWJ,1.0,c,United States of America,,576.0,O,Louisville,331718.0,4.0,M,Ford Motor
Twc10799,glxqbmcvhi,8.0,galrylaysnh,,76.0,Twcmtlehrtojevmfrqv,tjnyexabztollohyypcgpuraxyrfbfzwtipiyisdnpnvzpxmsgilzcwndlpyjbxmczesrbqriaa,0.0,,Canada,f,685.0,O,Oakland,7173.0,5.0,S,Stater Bros. Holdings
lhn10800,Tbvjkanpgjcikvnwwty,3.0,Cluwuinvurfs,906022.0,84.0,lhnwg,Arkywjmqrxtbhjgyqwgrmqp,3.0,,Canada,,708.0,O,Dawson City,172729.0,5.0,M,BearingPoint
Fby10801,Trzjqqe,2.0,,3269581.0,65.0,Fbywmltorvb,SYZDLWGTB,3.0,,United States of America,,723.0,O,Sterling Heights,218459.0,4.0,M,AnnTaylor Stores
Wbh10802,zbbcrzrmxxmxtuafeuhysuno,6.0,Mxnztcp,2287268.0,70.0,Wbhoygwjstumd,ilvdicgpbiaujfyadzkammjjcmnkujoggesistrgiedfhuqvlvdnieovyurg,5.0,,United States of America,f,352.0,O,El Monte,293955.0,5.0,W,Walt Disney
Imp10803,nflluhxcqxdtmv,6.0,Rasnbh,2411108.0,40.0,Implvqkkbapvwnacjmeexdzogwhg,,1.0,,United States of America,,816.0,R,Lansing,213052.0,2.0,S,Lam Research
see10804,Dodijyefealfuuvocgagtewxsgjque,6.0,duukljs,1634472.0,48.0,seezpavvdeukq,Vsmhxhqnrbqbgnipynoxkkdhmknvsjbnjbdberpmvhfvlcdfpdrmjipjlkpepnroybmgoifmik,2.0,,United States of America,,651.0,O,Yellow Knife,417884.0,3.0,W,Symantec
akn10805,PUYKTESWVVA,5.0,Kvepq,629264.0,96.0,aknqpbwm,WZJZXHJTDXVUMSSOLIGWZICC,0.0,,United States of America,,698.0,O,San Antonio,123343.0,4.0,M,Hewlett-Packard
wpa10806,Abyjaygiuvbpircurqmdaslwunt,6.0,MANUWXW,2853478.0,59.0,wpafz,MFSEHAFIHVKBXXWISWOQNFJI,4.0,,United States of America,m,804.0,O,Durham,56475.0,2.0,M,Toll Brothers
Awj10807,Dwglcgqwgoxvcpwaxmcqfjwtxb,10.0,fsrbt,1340666.0,88.0,Awjylfftbvovvxqq,Hkdaqhvbmyvnkogvxyfpuerqxyktbkfonymgmoiiigdhvkodjshguhcsssbawiozh,1.0,L,,F,,U,Lancaster,395447.0,3.0,W,Kraft Foods
rgg10808,Ktxbwvepalcalct,3.0,dzhtpv,3597465.0,81.0,rgghpxowsfpplmirdxzjsgkesm,dackmzkvkhisaihyszsfwaffnldpaqkvrluuukqukrtjtjsunqdhqhh,3.0,,Canada,,352.0,,Thousand Oaks,424197.0,0.0,S,American Axle & Manufacturing
Zdq10809,SSEZYVLGVVXTOQ,6.0,utsaerikk,2367827.0,78.0,Zdqnnnmvdgicbhgwy,Wyifwecvxwedmvixwrgivvjgxjgwjknspcvzpimtcxtkxbzlprbztcuu,4.0,E,United States of America,,816.0,O,Mobile,151018.0,1.0,M,Superior Energy Services
Uzl10810,Jiseyotqnndheh,2.0,Higweliz,,20.0,Uzlchjqvbyhwckrxbaa,vcgxdgozyhycxcmpxkxavhbsukyhlsqojcwf,0.0,,United States of America,f,510.0,O,West Covina,218453.0,3.0,M,Lear
YQB10811,QYZYKFV,6.0,Kykersxoc,1233055.0,61.0,YQBFWEYCEMXY,Iygrvzxipyzrongcciorcjqogyvctxxwxxyawperfoucyuusfjaueztwcry,5.0,,Canada,F,417.0,O,Kitchener,432197.0,5.0,M,Graybar Electric
xwt10812,Psdmzxjdwwmjsiouzifh,4.0,VQKMII,102427.0,37.0,xwtrwsyskjjjuddxjiqslmiwgslmr,Cwonxauxutlmbmhiffxnhlr,4.0,w,Canada,,850.0,O,Orange,116570.0,3.0,S,Cincinnati Financial
Dew10813,Ooilbfiuamcdzxawjzevuiweaal,0.0,qdniosrtean,2786005.0,,Dewrj,Shesiyqzipf,5.0,F,United States of America,,835.0,O,Salt Lake City,115948.0,4.0,S,Mirant
cjg10814,unwqeeadbjxifgsftowdwvd,,Sgaiwfippyhc,,94.0,cjgpizkuoo,Hbtrihvdypekgytwsmjvocnosauaqtbufzmmmqprcsdeckcgutleddmnjlmvp,1.0,I,Canada,,474.0,U,Minneapolis,434788.0,1.0,D,SPX
HXK10815,CVJSURRGJOEJJFRZTKFNOPENLIA,9.0,ZSYBP,1503007.0,9.0,HXKDXQAWDOFQGUSGKKQLBCPEOD,Jrgfyvnyegalajvjkpaigdyw,1.0,C,United States of America,M,609.0,O,Santa Rosa,287531.0,0.0,U,Cummins
Glj10816,Izvvvltpefsnycyojkccylcvzldmx,3.0,xfoiag,2123212.0,82.0,Gljcpav,Lasxbipcsnyauaqlgwhmjenrybblsmuehvgixjwhsctt,2.0,H,United States of America,,375.0,U,Toronto,221614.0,0.0,M,Graphic Packaging Holding
aob10817,Lclypfhzebkqcqvkdnh,9.0,Nkekafewbtu,1744147.0,,aobtsr,vfpkhppjaorvhabbxu,3.0,N,United States of America,,309.0,O,Fairbanks,324232.0,3.0,S,Discover Financial Services
AHT10818,Saplqvoixs,9.0,lmqgpxpwhl,3427871.0,99.0,AHTDNQPBZUVQLIUDJKHKMTAQW,Ayavtquxdqclsksiqibenruoqpgxkepdvzrjwqdnwpxvkwvdaoipkusidslifxmbpgqicqpswwo,2.0,L,United States of America,f,516.0,O,Indianapolis,239547.0,5.0,D,Group 1 Automotive
Lxz10819,RKOJBKAMIMNVDPNXLG,0.0,wnegcp,2713771.0,38.0,Lxzwsd,Buzmvjomgnqtvkvhcjgudtigxxkqcqucqgilmhb,4.0,,United States of America,f,319.0,R,McAllen,243053.0,1.0,M,MasterCard
Ufu10820,Sxacqxdrbiunytzehoiojniok,8.0,VDZJDDHDP,3526256.0,74.0,Ufupenbvjilkczqhhnwgzckh,YBZLXSZENQSVYIEVPCCMYZOD,2.0,D,United States of America,f,673.0,R,Scottsdale,101473.0,0.0,M,Crane
aby10821,Jysjk,,Pwbwqqkyyqc,2956251.0,,abywbsg,Ylorsbymzfhyqnnqvrztttmrhqrjhc,5.0,z,United States of America,,472.0,O,Moreno Valley,392902.0,3.0,S,Scholastic
YVQ10822,Axvjgavxlkz,1.0,APFEKZVM,3263403.0,16.0,YVQVTFLBEMRJY,NRPCPDILEYTWBDQEBREOEOWDROZMMMTJDVGPLYIOADDRTCUHXDFUXWJ,3.0,,United States of America,,707.0,O,Frederick,52496.0,4.0,M,Steelcase
qmw10823,vusixvpqhqnbs,4.0,jiqajkwdq,1695466.0,25.0,qmwtaarjrjciemukgmpnv,KOUAANXGQJGGOIKKBJGLYWAOQXGUNGDFQCUDKGCNVMZHJQFEMOLJOQAFFZOOBODOQ,3.0,,Canada,M,709.0,O,Richmond,395022.0,1.0,M,D.R. Horton
XKC10824,Podbblpeekkcnhuuqi,6.0,tyffitgkz,1095754.0,99.0,XKCGNQQEVQNNKXFFUAPS,Goteiod,3.0,S,,,775.0,O,Sherbrooke,98274.0,2.0,S,Weyerhaeuser
Ryp10825,QQQGYYXS,10.0,MVNGPS,1938297.0,6.0,Rypqdcfksupmtckaboq,Pkslwhobasrjfzitskwdtrefmdvojjlxpuaylxrpaiprcqvwtbdujgiedraiclwjol,0.0,,United States of America,,830.0,O,Philadelphia,382055.0,1.0,D,HealthSouth
SMO10826,Gjfagv,0.0,jtpizp,1248307.0,25.0,SMOKLS,Ctihhyoqflljslcrqawpdgemrkjjkqqsighwgcsjtynynrwqrqbjcmnxxtlprwgrkqzs,0.0,,United States of America,g,529.0,O,Sandy,123754.0,3.0,M,Energy Future Holdings
LGK10827,Bamrgpkoasmlmciz,,bwxyyrukarkc,2326670.0,100.0,LGKDQGJOOKVKCARVIXIG,crfwnnpjipcjrvguzcmirrruywrcpoqbuforukfppeyxulcucvhadjwuphufo,3.0,,United States of America,,690.0,O,Norfolk,1969.0,2.0,S,Noble Energy
kwc10828,mdilwgskicewwhbqhowly,,hdgqq,,56.0,kwcezkvxpkiwrenle,Rusttlpm,1.0,Z,Canada,,441.0,U,Pittsburgh,456860.0,5.0,D,Dr Pepper Snapple Group
Fzp10829,Gwfsgndwhwkosg,2.0,Emkqheim,577606.0,12.0,Fzpetvkyjrnxjgcv,hdweeqdprjuauwfsudglhpqsujfhrjaqeynfvekxfaadymadqoesvzfvepenmxsbossftbblfcecshto,5.0,s,United States of America,f,554.0,O,Grand Rapids,317619.0,4.0,U,CH2M Hill
dms10830,xalqvi,10.0,Miobkfrzxpm,2986027.0,94.0,dmslqndytifps,Cqirxrjzndxgnweuu,5.0,,United States of America,F,526.0,O,Sherbrooke,27254.0,1.0,S,Sysco
Avz10831,Nvzviismjrhb,5.0,Qdrhcdp,2498795.0,83.0,Avznkmtdj,EAYUIOS,5.0,k,United States of America,m,457.0,O,New Haven,468777.0,2.0,M,AK Steel Holding
Nyf10832,qphzahx,8.0,MFMJQACH,2765571.0,67.0,Nyffigvltnowfogvjbjappvauov,Siajetehapqzljzfufwftjwvrrlnufdglozd,4.0,V,United States of America,,424.0,O,Brownsville,362991.0,0.0,M,PNM Resources
JTF10833,Xalmrijvphtsbxkikzvqsvss,4.0,Waqlgrhivrqf,3933394.0,61.0,JTFPZAGPQIPJULIYDMTIFYIUPF,Rbrie,0.0,,United States of America,m,559.0,R,Miami,119200.0,4.0,,Brinker International
Ukd10834,Xbxkpntvrvabkraywfbxx,9.0,Kdejrgtw,3830057.0,37.0,Ukdgxisjjt,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,3.0,S,United States of America,,544.0,O,Torrance,58102.0,5.0,D,Snap-On
OGB10835,Pgyaipazqcfgndwllolxhoxtmo,8.0,Tefusgljdgas,1373200.0,39.0,OGBQVR,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,3.0,B,United States of America,,525.0,O,Hampton,428624.0,3.0,M,Allegheny Technologies
ceo10836,TUPPUBRUBXLTATSDXXFJLDTUDT,3.0,avkxeci,158582.0,81.0,ceodavfufblagaurvaxijrpcyubuq,zwmajofteuhuqyhveulxku,1.0,,United States of America,,830.0,O,Colorado Springs,465832.0,2.0,M,
Hrz10837,BMQBFVAEKMYLXXLXZLLIV,9.0,Zgnsrkyxu,189255.0,71.0,Hrzdmqeyvdwzgwjnwjpluweny,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,1.0,n,Canada,,752.0,R,Concord,119885.0,2.0,U,Ralcorp Holdings
jeb10838,Fognkom,,,1109218.0,95.0,jebtmweywvdrqtfqhvwfitqdyn,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,1.0,,United States of America,f,846.0,O,Salt Lake City,174669.0,1.0,M,Nicor
