prospect_AgencyID,prospect_NumberCreditCards,prospect_MiddleInitial,prospect_Phone,prospect_OwnOrRentFlag,prospect_NumberCars,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_NetWorth,prospect_State,prospect_Income,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer
hot3650,8.0,,1-901-376-5264,R,1.0,,hotlist,Eugene,2752442.0,ME,222805.0,,U,36.0,764.0,Chemtura
Dea3651,6.0,R,1-895-368-0139,O,1.0,,Dearaujo,Mesquite,3234310.0,MA,232660.0,4.0,D,31.0,480.0,KAR Holdings
sto3652,3.0,,1-342-573-1774,O,2.0,SUITE 97,storey,Hilo,3474199.0,SC,490506.0,3.0,M,36.0,491.0,Waste Management
ZEN3653,10.0,,1-251-428-4342,R,4.0,,ZENG,Birmingham,2956140.0,CA,254831.0,2.0,S,38.0,,Puget Energy
dyn3654,,,1-316-366-0478,O,4.0,,dynie,St. Johns,3260019.0,SC,227073.0,3.0,S,2.0,440.0,LandAmerica Financial Group
Mla3655,7.0,,1-980-103-1911,O,1.0,,Mlacak,Oxnard,1790297.0,AZ,162713.0,0.0,M,17.0,387.0,
Mcc3656,7.0,,1-165-380-3679,O,5.0,,Mccaffrey,Elizabeth,3349273.0,AK,450992.0,5.0,M,41.0,745.0,Coca-Cola Enterprises
Bro3657,1.0,,1-824-017-4282,U,0.0,apt. 301,Brouillette,Torrance,1255578.0,VA,384215.0,4.0,W,29.0,806.0,Robert Half International
Sil3658,4.0,U,1-472-673-2287,R,2.0,,Silverthorn,Stockton,3348858.0,PA,211458.0,2.0,U,96.0,710.0,Crown Holdings
cor3659,3.0,,1-219-815-1147,O,2.0,,corbett,Anaheim,651020.0,DE,145920.0,2.0,M,82.0,377.0,International Paper
Lar3660,5.0,,1-730-076-1491,R,4.0,,Lariviere,Dayton,3650619.0,OK,97777.0,2.0,M,22.0,,Brookdale Senior Living
WAL3661,0.0,G,1-030-816-7638,O,5.0,,WALTA,San Diego,2504474.0,OH,446908.0,5.0,M,81.0,748.0,Qualcomm
Rez3662,6.0,,1-397-508-1430,O,,Apt. 288,Rezzik,Brownsville,2511190.0,VT,415369.0,5.0,S,90.0,730.0,Massey Energy
Smy3663,7.0,,1-114-736-0339,O,2.0,,Smyth,Richmond,3475664.0,CO,354483.0,4.0,U,77.0,847.0,Dean Foods
Wes3664,8.0,D,1-458-901-2572,R,3.0,,Wessel,Columbus,2884513.0,New Brunswick,172299.0,1.0,S,91.0,692.0,Micron Technology
ing3665,4.0,,1-045-914-5248,U,0.0,,ing,Allentown,2937205.0,Newfoundland,212485.0,3.0,M,1.0,530.0,Pentair
BRI3666,2.0,,1-689-288-3353,U,4.0,,BRIERLEY,St. Louis,3752928.0,PA,450241.0,1.0,S,37.0,,Synovus Financial Corp.
GRI3667,3.0,,1-836-544-9117,O,4.0,,GRIMES,Irvine,443032.0,VT,188304.0,5.0,W,59.0,815.0,NV Energy
mcb3668,8.0,,1-461-810-7113,O,,apt. 136,mcbeth,Newark,3193944.0,WA,303493.0,2.0,U,14.0,548.0,Express Scripts
Shi3669,5.0,J,1-468-803-9981,U,3.0,,Shi,Salt Lake City,292761.0,Newfoundland,271815.0,3.0,W,15.0,756.0,Worthington Industries
hys3670,10.0,M,1-478-369-0539,R,5.0,,hyslop,Missoula,473062.0,SC,240163.0,3.0,M,50.0,605.0,Nalco Holding
Hug3671,9.0,I,1-801-642-3888,,0.0,,Hugo,Virginia Beach,3760817.0,HI,233490.0,0.0,S,38.0,,Vanguard Health Systems
Bou3672,3.0,,,O,1.0,,Boutot,Columbus,,VT,,1.0,W,58.0,635.0,Hovnanian Enterprises
Hsi3673,10.0,,1-071-266-5991,O,5.0,,Hsieh,Columbus,3327102.0,CA,4154.0,1.0,D,9.0,771.0,Carpenter Technology
Wol3674,6.0,,1-708-175-8114,O,3.0,,Wolfenbarger,Mount Pearl,2291685.0,Saskatchewan,172138.0,5.0,U,80.0,681.0,Coca-Cola Enterprises
Fre3675,2.0,,1-112-578-8311,O,,,Fretz,Mobile,1857270.0,NM,167856.0,5.0,W,7.0,801.0,Sara Lee
shi3676,4.0,C,1-141-201-9293,R,5.0,,shirey,Cheyenne,2668741.0,DE,132496.0,,M,25.0,556.0,Medical Mutual of Ohio
kem3677,9.0,,1-720-308-7067,U,4.0,,kemppainen,Pembroke Pines,2657145.0,ME,326957.0,0.0,M,87.0,458.0,Pep Boys
vaf3678,8.0,,1-311-585-8264,U,1.0,APT. 895,vafaie,Irvine,2509398.0,TX,244781.0,2.0,U,56.0,576.0,Pulte Homes
Str3679,2.0,A,1-235-319-5430,O,2.0,,Strauss,Missoula,533620.0,SD,154988.0,0.0,W,52.0,363.0,News Corp.
FER3680,5.0,,1-291-235-4123,R,0.0,,FERGUSSON,Laredo,,NY,312933.0,2.0,,61.0,800.0,Sherwin-Williams
ash3681,8.0,,1-854-068-5233,O,2.0,Suite 114,ashton,Huntington Beach,3930263.0,MD,370462.0,5.0,M,56.0,675.0,Williams
NEA3682,0.0,,1-006-968-7331,O,,,NEARING,Escondido,1714740.0,VT,434164.0,2.0,,12.0,704.0,Liberty Global
cha3683,,,1-535-846-1149,O,4.0,,chapmond,Raleigh,3372519.0,ND,230233.0,3.0,M,50.0,815.0,NCI Building Systems
NAH3684,10.0,,1-946-617-1715,O,1.0,Apt. 387,NAHATA,Chesapeake,587291.0,NJ,226460.0,2.0,U,88.0,762.0,PNM Resources
BAI3685,3.0,,1-949-789-1381,O,1.0,,BAILLARGEON,Baton Rouge,2621848.0,Saskatchewan,390526.0,2.0,U,68.0,602.0,CUNA Mutual Group
POM3686,3.0,,1-297-404-0108,O,,,POMA,Halifax,2068957.0,VT,445707.0,1.0,D,52.0,686.0,Progress Energy
bun3687,2.0,,1-023-481-9726,U,5.0,,bunner,Grand Rapids,397855.0,NV,300897.0,2.0,M,38.0,331.0,Abercrombie & Fitch
Dav3688,8.0,,1-390-472-2788,O,5.0,,David,Billings,1613178.0,CT,40419.0,4.0,D,47.0,576.0,Kimberly-Clark
KAS3689,1.0,,1-988-324-2798,O,2.0,,KASPRZAK,Great Falls,3209847.0,UT,263253.0,4.0,W,2.0,465.0,Supervalu
lei3690,0.0,,1-688-623-4666,O,3.0,,leibich,Houston,3325636.0,IL,14803.0,5.0,M,38.0,629.0,Jo Ann Stores
RUS3691,5.0,,1-697-410-8698,O,4.0,,RUSHING,Sacramento,3061317.0,CT,301280.0,3.0,U,13.0,843.0,Advanced Micro Devices
Bor3692,4.0,V,1-569-532-1319,R,1.0,,Bortolussi,Hay River,1625727.0,Prince Edward Island,174994.0,5.0,W,21.0,487.0,CME Group
war3693,4.0,,1-839-583-5331,O,2.0,,warun,Montgomery,3208377.0,AL,156413.0,1.0,M,75.0,836.0,Omnicare
van3694,2.0,W,1-322-166-7819,R,2.0,,van loon,Reno,332233.0,RI,437554.0,0.0,S,61.0,795.0,BMC Software
Moo3695,8.0,,1-605-476-1531,O,2.0,,Moorer,Huntington Beach,1618911.0,NV,431799.0,4.0,W,57.0,,Country Financial Services
CAL3696,,,1-299-903-7005,O,3.0,,CALMENSON,Torrance,19785.0,WY,412706.0,2.0,,91.0,527.0,McGraw-Hill
HOQ3697,,,1-986-031-6279,O,1.0,,HOQUE,Worcester,3024604.0,WV,11964.0,3.0,S,49.0,,Maxim Integrated Products
ope3698,10.0,,1-961-479-5777,O,5.0,SUITE 420,operators,Akron,1040806.0,SC,342640.0,0.0,M,36.0,567.0,McDonald's
clo3699,2.0,X,1-248-811-0898,O,1.0,,clow,Flint,3386869.0,SD,184543.0,2.0,M,85.0,807.0,Realogy
Ano3700,1.0,,1-508-810-3835,O,4.0,,Anolik,Biloxi,1506608.0,NV,302299.0,1.0,D,5.0,315.0,Jacobs Engineering Group
Hol3701,0.0,,,O,1.0,,Holloway,Portland,602576.0,ID,261472.0,3.0,U,87.0,819.0,Qualcomm
BUR3702,1.0,,1-740-038-3061,,,,BURKERT,Berkeley,2062313.0,Newfoundland,199483.0,2.0,M,87.0,803.0,Brunswick
Sel3703,3.0,,1-400-025-6609,O,0.0,,Selby,Mount Pearl,516813.0,AK,392164.0,5.0,U,39.0,374.0,Tech Data
Ser3704,4.0,,1-315-046-7380,U,3.0,,Sergi,Bellevue,904658.0,MA,392747.0,1.0,,73.0,566.0,J.C. Penney
BRY3705,6.0,Z,1-708-393-2869,O,0.0,,BRYDGES,Las Cruces,1164476.0,CA,378400.0,0.0,U,56.0,349.0,SunGard Data Systems
van3706,6.0,,1-715-576-6794,,3.0,,van weringh,Great Falls,424337.0,Quebec,486859.0,5.0,S,31.0,781.0,UnitedHealth Group
Dea3707,1.0,,1-817-835-5953,R,0.0,,Dearaujo,Flint,,RI,,0.0,D,10.0,567.0,FMC Technologies
Neu3708,,,1-799-302-5921,O,2.0,,Neumeister,Rancho Cucamonga,270781.0,RI,489235.0,1.0,U,30.0,720.0,
Cof3709,9.0,,1-124-930-7139,,3.0,,Coffey,Huntington,49208.0,WA,78742.0,3.0,S,2.0,301.0,Albemarle
Pri3710,6.0,,1-031-776-4963,O,3.0,,Prikkel,Huntington Beach,728772.0,New Brunswick,339878.0,1.0,M,9.0,692.0,Colgate-Palmolive
Ahm3711,,U,,,1.0,,Ahmad,Tallahassee,1259871.0,Newfoundland,299840.0,2.0,S,84.0,715.0,PNC Financial Services Group
Fre3712,9.0,,1-234-363-8893,O,5.0,,French,Greensboro,565999.0,AL,247966.0,0.0,S,93.0,471.0,Colgate-Palmolive
dem3713,10.0,D,,R,2.0,apt. 384,demeulemeester,Tempe,642512.0,SC,246504.0,5.0,M,94.0,,Time Warner
Del3714,1.0,,1-517-007-7792,O,4.0,apt. 714,Deliva,Tacoma,3592841.0,NH,318844.0,5.0,M,98.0,738.0,American National Insurance
Roe3715,3.0,,1-037-214-8441,R,0.0,,Roelofs,Fontana,3418129.0,Manitoba,88922.0,4.0,S,100.0,717.0,Loews
PEL3716,8.0,K,1-907-600-8587,U,5.0,apt. 678,PELLAND,Sacramento,2305807.0,TX,427133.0,1.0,M,67.0,671.0,Tiffany & Co
row3717,3.0,,1-662-637-7484,R,5.0,,rowatt,Savannah,154974.0,CO,10238.0,3.0,M,27.0,760.0,Questar
fra3718,1.0,,1-781-040-8826,O,2.0,apt. 989,franze,Kansas City,315900.0,MI,424999.0,4.0,M,67.0,621.0,CenturyTel
KAS3719,2.0,F,1-985-892-7861,O,4.0,,KASSAM,St. Petersburg,2028359.0,ND,238849.0,2.0,U,77.0,740.0,McClatchy
che3720,1.0,I,1-742-971-3742,O,1.0,,chenier,Salt Lake City,3401242.0,Prince Edward Island,211947.0,1.0,D,48.0,482.0,Systemax
UGU3721,3.0,I,1-422-246-5333,U,5.0,Apt. 915,UGUCCIONI,Charlotte,276197.0,MT,480010.0,3.0,M,27.0,627.0,O'Reilly Automotive
MAR3722,2.0,Q,1-164-418-8341,O,2.0,,MARMEN,Las Cruces,977908.0,OK,44051.0,1.0,M,66.0,426.0,Great Atlantic & Pacific Tea
TYS3723,8.0,U,1-881-249-0054,,3.0,apt. 407,TYSON,Windsor,3116089.0,VA,363477.0,,W,3.0,519.0,Loews
KAH3724,8.0,K,1-070-233-8193,O,3.0,,KAHAN,Vancouver,820385.0,PA,281684.0,4.0,S,82.0,763.0,Lennar
Zvo3725,4.0,G,1-345-141-6408,O,0.0,,Zvonar,Costa Mesa,1963389.0,GA,10464.0,2.0,U,66.0,488.0,Apollo Group
LET3726,3.0,T,,O,0.0,Apt. 513,LETCHWORTH,Virginia Beach,2079552.0,AL,273728.0,0.0,M,84.0,422.0,Bank of America Corp.
Keh3727,1.0,,1-722-277-0703,O,1.0,,Kehoe,Independence,995478.0,AZ,,4.0,U,61.0,310.0,Aleris International
bra3728,,,1-776-871-1745,O,5.0,,brannon,Houston,958655.0,Ontario,422299.0,4.0,S,40.0,404.0,Enterprise GP Holdings
HOL3729,5.0,,1-309-628-8323,R,5.0,,HOLTON,Toronto,2563060.0,IA,430074.0,3.0,S,73.0,834.0,Sun Microsystems
Hop3730,0.0,,1-254-797-0807,O,5.0,,Hopkins,Cincinnati,432528.0,New Brunswick,318800.0,5.0,U,79.0,452.0,Aon
Kor3731,3.0,,1-878-352-0080,O,0.0,,Korea,Lansing,3655820.0,LA,176625.0,1.0,M,70.0,357.0,Steelcase
Gro3732,4.0,,1-459-249-7849,O,5.0,,Groulx,Tulsa,3917267.0,TN,462167.0,3.0,M,73.0,,T. Rowe Price
Gog3733,1.0,,1-434-031-2688,O,4.0,,Goggin,West Valley,1276796.0,SD,148261.0,0.0,U,33.0,818.0,SkyWest
Bor3734,10.0,,1-499-268-2965,O,,,Borthwick,Scottsdale,1066355.0,ME,255310.0,4.0,M,62.0,336.0,Noble Energy
Arn3735,3.0,,1-665-569-7816,O,1.0,,Arnon,Saint John,3779442.0,MI,313382.0,5.0,W,16.0,791.0,Texas Instruments
SPO3736,10.0,,1-994-456-8769,R,2.0,,SPOONER,Hamilton,1189522.0,Saskatchewan,480526.0,5.0,W,47.0,812.0,Consol Energy
lan3737,2.0,L,1-710-130-2088,R,5.0,,landry,San Diego,1612749.0,MT,,3.0,W,,,Ferrellgas Partners
CAR3738,9.0,,1-160-783-7022,O,5.0,,CARLING,Pembroke Pines,1716600.0,WA,57481.0,4.0,M,4.0,387.0,Penske Automotive Group
NAR3739,3.0,K,1-840-182-7908,O,5.0,APT. 776,NARRAWAY,Sandy,3364906.0,CO,471749.0,2.0,M,30.0,344.0,Carlisle
SCH3740,4.0,W,1-140-875-8751,O,3.0,apt. 224,SCHIRTZINGER,Raleigh,165857.0,OH,356279.0,1.0,M,83.0,327.0,Affinia Group Intermediate
Nek3741,7.0,L,1-786-153-9323,O,2.0,,Nekueey,Detroit,614050.0,Manitoba,482482.0,5.0,M,12.0,758.0,Family Dollar Stores
Dar3742,4.0,,1-694-243-0209,O,2.0,,Dares,Albuquerque,1065045.0,IA,38517.0,,M,,670.0,Thor Industries
Dun3743,2.0,,1-070-553-6643,O,5.0,,Dunlay,Plano,975974.0,MO,141125.0,4.0,S,69.0,340.0,Merrill Lynch
BAB3744,8.0,O,1-279-880-4425,O,3.0,Apt. 266,BABIONE,Santa Fe,2336041.0,Manitoba,310966.0,0.0,D,59.0,503.0,Sonic Automotive
pon3745,0.0,I,1-291-664-0418,O,0.0,,pon,Paterson,3847430.0,TX,30670.0,2.0,M,89.0,567.0,Reynolds American
Mag3746,1.0,T,1-316-708-5846,U,1.0,APT. 440,Maglione,Windsor,1307768.0,ND,161338.0,2.0,M,69.0,320.0,Delta Air Lines
Wil3747,0.0,,1-511-826-6681,O,3.0,,Wilkie,Cheyenne,1609736.0,WA,231523.0,1.0,D,,836.0,MEMC Electronic Materials
Hoe3748,5.0,,1-282-864-4196,O,5.0,,Hoeler,Oklahoma City,1519697.0,DC,231496.0,3.0,U,17.0,665.0,Alcoa
Blo3749,6.0,,1-965-486-8968,R,1.0,,Blount,Baltimore,1022755.0,UT,32736.0,0.0,M,32.0,791.0,Johnson Controls
Mul3750,0.0,,1-811-043-6123,O,5.0,,Mulqueen,Elizabeth,858084.0,Manitoba,413177.0,4.0,D,17.0,308.0,Western Union
VIL3751,5.0,,1-695-511-9565,O,3.0,APT. 792,VILIS,Sherbrooke,2428453.0,VT,67815.0,5.0,,16.0,640.0,CSX
jaz3752,1.0,,1-724-794-1956,O,5.0,,jazanoski,Calgary,1585407.0,Nova Scotia,264119.0,0.0,M,16.0,374.0,Fidelity National Information
Hla3753,5.0,,,O,3.0,,Hlauschek,Toronto,3602781.0,NE,463027.0,4.0,S,66.0,706.0,Staples
Net3754,5.0,,1-207-123-2993,O,1.0,,Netlink,Dawson City,1402256.0,Alberta,330969.0,4.0,M,88.0,646.0,Amerigroup
MAC3755,6.0,W,1-911-983-6609,R,4.0,,MACIEL,Warren,2069103.0,Manitoba,334004.0,,S,87.0,561.0,State Street Corp.
VOG3756,0.0,F,1-315-698-6591,U,5.0,,VOGEL,Springfield,2462374.0,TX,51163.0,3.0,U,70.0,746.0,MetLife
Chr3757,5.0,,1-985-068-2914,O,4.0,,Christensen,Portland,3953300.0,VA,56141.0,,M,56.0,686.0,Nacco Industries
DES3758,0.0,,1-871-682-2368,O,3.0,,DESHARNAIS,Santa Clarita,1368050.0,TX,153340.0,2.0,M,70.0,419.0,Idearc
PEE3759,9.0,,1-108-323-6445,U,2.0,,PEETERS,Simi Valley,2028581.0,CT,4305.0,3.0,S,41.0,,CB Richard Ellis Group
Gar3760,7.0,B,1-985-643-6398,U,2.0,,Garcia-molina,Madison,2495743.0,HI,34830.0,5.0,D,51.0,303.0,Bio-Rad Laboratories
MAR3761,2.0,,1-173-622-2101,O,2.0,,MARCEY,Peoria,2050419.0,KY,467618.0,4.0,M,30.0,594.0,Dentsply International
Cli3762,9.0,,1-629-466-7660,O,4.0,,Clifton,Las Vegas,501565.0,KY,412102.0,1.0,U,1.0,473.0,Ametek
SHN3763,4.0,S,1-216-726-9008,O,0.0,,SHNAY,Dawson City,2187654.0,HI,86859.0,1.0,W,19.0,301.0,CVS Caremark
Les3764,5.0,,1-078-942-9885,R,3.0,,Lesniak,Los Angeles,108434.0,TN,150572.0,5.0,M,14.0,837.0,Coach
Swi3765,,,1-423-419-7104,O,0.0,,Swinkels,Augusta,844532.0,CO,176910.0,5.0,U,42.0,400.0,Chesapeake Energy
SAM3766,4.0,J,1-482-212-7776,R,5.0,,SAMIEIAN,Tulsa,1402583.0,MA,247036.0,0.0,M,73.0,391.0,Amgen
HOL3767,10.0,L,1-466-775-7792,O,2.0,,HOLLEY,Erie,955733.0,Prince Edward Island,192998.0,0.0,D,82.0,763.0,USG
HUS3768,1.0,,1-522-889-6155,R,0.0,,HUSAREWYCH,Chicago,2175371.0,CA,73123.0,5.0,S,83.0,741.0,Charming Shoppes
Dal3769,4.0,,1-141-481-0128,O,0.0,,Dallas,Fresno,17438.0,OR,32152.0,5.0,D,100.0,503.0,National Oilwell Varco
GAS3770,2.0,G,1-956-581-6294,O,0.0,,GASIKOWSKI,Scottsdale,342579.0,GA,139556.0,1.0,M,13.0,472.0,
Jak3771,1.0,P,1-954-777-1829,R,1.0,,Jakola,Little Rock,598877.0,UT,178341.0,3.0,M,67.0,694.0,Aetna
Boe3772,,F,1-691-018-0526,O,5.0,APT. 3,Boeck,Huntington,3258701.0,OK,380963.0,4.0,M,73.0,717.0,A. Schulman
Jer3773,,,1-504-157-1507,O,0.0,,Jervis,Savannah,2056890.0,IN,356863.0,4.0,M,21.0,503.0,Dynegy
Hos3774,9.0,B,1-060-425-4080,O,4.0,,Hosier,Mount Pearl,760673.0,NM,274429.0,2.0,M,82.0,788.0,American Axle & Manufacturing
Lon3775,2.0,G,1-337-975-0653,U,3.0,Apt. 339,Longpre,Charlotte,697721.0,IN,467606.0,4.0,S,53.0,372.0,AECOM Technology
Vey3776,5.0,K,1-622-077-2223,O,0.0,,Veyrat,London,1717055.0,MO,,0.0,W,61.0,600.0,Big Lots
CAL3777,3.0,T,1-862-264-8097,O,,Suite 14,CALCOTE,Hayward,274958.0,NV,65060.0,1.0,W,8.0,830.0,Steelcase
Gah3778,,Q,1-021-169-2188,O,2.0,,Gahir,Livonia,1292597.0,Quebec,106734.0,3.0,S,52.0,381.0,Source Interlink Cos.
don3779,5.0,,1-425-650-4970,O,5.0,,donator,Tulsa,252905.0,MT,145837.0,5.0,U,17.0,838.0,Bed Bath & Beyond
MAN3780,9.0,,1-606-935-1492,R,4.0,,MANGIONE,Washington,871787.0,SD,237751.0,2.0,W,43.0,825.0,Jack in the Box
gha3781,5.0,P,1-390-043-1969,O,4.0,,ghatta,Chicago,2410475.0,Alberta,175599.0,4.0,U,18.0,400.0,Hewitt Associates
AMA3782,1.0,,1-997-958-1583,R,4.0,,AMATO,Huntington Beach,1351570.0,GA,111700.0,2.0,W,39.0,816.0,CC Media Holdings
mar3783,1.0,X,1-403-564-4649,O,2.0,,marr,Grand Rapids,854699.0,MO,231849.0,3.0,U,89.0,495.0,CSX
Bac3784,5.0,C,1-426-554-7733,R,5.0,,Bachner,San Diego,2889647.0,Manitoba,87101.0,1.0,W,13.0,702.0,Mylan
FRA3785,7.0,V,1-737-487-9290,R,3.0,,FRANCE,Fort Lauderdale,2142015.0,NJ,141868.0,4.0,,18.0,418.0,Terra Industries
Lec3786,,A,1-063-140-2176,O,3.0,,Leclair,Paterson,3704507.0,RI,156844.0,0.0,D,82.0,653.0,Alcoa
Cos3787,0.0,,1-406-537-1369,O,5.0,,Cosburn,Oshawa,3179017.0,NJ,61504.0,3.0,U,94.0,303.0,Public Storage
dok3788,1.0,,1-205-827-7494,O,2.0,,dokuzoguz,Pittsburgh,690194.0,Alberta,60704.0,2.0,U,64.0,333.0,Hovnanian Enterprises
man3789,2.0,,1-265-596-9775,U,0.0,,manwaring,Columbia,,UT,287104.0,4.0,M,57.0,487.0,Pilgrim's Pride
Sta3790,6.0,,1-783-557-4963,O,0.0,,Starsdps,Spokane,2574795.0,New Brunswick,43904.0,5.0,U,79.0,667.0,Collective Brands
wan3791,10.0,,1-003-662-1164,R,1.0,,wandscher,Moreno Valley,3854258.0,ME,313876.0,5.0,M,46.0,702.0,Collective Brands
Gru3792,4.0,,1-967-731-3488,,1.0,,Gruszczynski,Memphis,753518.0,FL,354268.0,2.0,M,,787.0,CBS
Man3793,10.0,,1-993-871-2520,O,3.0,,Manolios,Idaho Falls,1127820.0,MS,285937.0,2.0,M,21.0,788.0,Moog
Bat3794,,,1-849-035-4699,U,5.0,,Battershill,Saskatoon,93745.0,IN,210429.0,0.0,W,,776.0,CarMax
LOC3795,2.0,,1-256-286-2227,O,0.0,,LOCKARD,Hartford,3402817.0,British Columbia,190784.0,0.0,M,73.0,496.0,Viacom
SEI3796,10.0,,1-293-592-5455,O,2.0,,SEIZ,Tacoma,995982.0,UT,107461.0,1.0,S,38.0,690.0,Amgen
Hin3797,1.0,,1-443-202-5437,O,4.0,,Hinds,San Antonio,409435.0,AK,315923.0,5.0,U,86.0,313.0,Valassis Communications
Bez3798,3.0,,,O,2.0,,Bezanson,Greensboro,3860570.0,Alberta,410933.0,2.0,W,34.0,350.0,Aramark
Ged3799,10.0,M,1-445-775-7204,O,5.0,,Gedeon,Hollywood,2507247.0,NH,389785.0,0.0,S,63.0,332.0,McGraw-Hill
eav3800,1.0,H,1-596-576-5026,O,0.0,,eaves,Vallejo,1330805.0,KS,381701.0,5.0,M,30.0,835.0,Unified Grocers
Kor3801,10.0,,1-652-207-5924,U,3.0,,Korea,North Las Vegas,287050.0,IL,413806.0,1.0,M,77.0,836.0,National Fuel Gas
God3802,0.0,,1-773-419-4762,O,4.0,,Godowsky,Pueblo,3643913.0,SD,342498.0,0.0,,6.0,674.0,Pantry
Hic3803,6.0,,1-726-431-9154,R,4.0,,Hicks,Santa Fe,1651840.0,OK,441144.0,4.0,S,21.0,833.0,Mercury General
Mur3804,3.0,O,1-489-643-7074,R,2.0,,Murphy-king,Albuquerque,3708109.0,WV,449603.0,3.0,M,80.0,821.0,Lincoln National
Mck3805,4.0,G,1-219-649-0533,O,5.0,,Mckeone,Norfolk,2717434.0,Newfoundland,283507.0,5.0,S,70.0,332.0,Alpha Natural Resources
PAU3806,4.0,,1-005-140-9650,O,3.0,,PAULETT,Stamford,2426835.0,TN,294715.0,2.0,U,83.0,509.0,Del Monte Foods
vel3807,10.0,M,1-134-172-0969,O,1.0,,velsher,Henderson,1881660.0,TN,48014.0,2.0,M,15.0,758.0,Quanta Services
ste3808,9.0,,1-382-363-4410,O,,,stewart-guthrie,Henderson,2358095.0,WA,453485.0,4.0,U,80.0,502.0,Interstate Bakeries
Stu3809,10.0,,1-814-078-9043,O,2.0,,Stuckey,Buffalo,2610144.0,NH,294846.0,2.0,W,31.0,693.0,Annaly Capital Management
COR3810,8.0,,1-682-204-4111,O,4.0,,CORPENING,Costa Mesa,1062171.0,OR,125833.0,4.0,M,,483.0,Flowers Foods
Gri3811,9.0,A,1-401-920-9898,O,0.0,,Grimshaw,Allentown,351965.0,IL,74420.0,0.0,M,36.0,366.0,Brown-Forman
TEL3812,7.0,,1-187-173-1828,U,0.0,,TELKE,Seattle,104690.0,HI,288263.0,4.0,S,83.0,480.0,Auto-Owners Insurance
Vea3813,2.0,,1-839-275-1850,O,2.0,apt. 619,Veals,San Francisco,1536925.0,Saskatchewan,101716.0,0.0,S,19.0,343.0,Bon-Ton Stores
Mal3814,6.0,,1-206-940-8397,,2.0,,Malta,Aurora,,AK,,,W,5.0,356.0,Electronic Arts
Sos3815,7.0,,,O,5.0,,Sos,Torrance,,MT,422851.0,0.0,M,69.0,789.0,CC Media Holdings
Che3816,3.0,Q,1-652-197-7391,O,4.0,,Chen,Stamford,3221211.0,UT,36666.0,5.0,M,31.0,429.0,Chesapeake Energy
Bri3817,7.0,,1-386-893-0040,R,3.0,,Brindley,Winnipeg,2264660.0,NM,38979.0,1.0,M,,564.0,Cardinal Health
Ume3818,8.0,A,1-259-403-5478,O,5.0,,Umeeda,Louisville,3212852.0,Ontario,325538.0,4.0,D,93.0,388.0,W.R. Berkley
PSU3819,6.0,C,1-712-194-8621,O,4.0,,PSUTKA,Rockford,1021685.0,Prince Edward Island,161311.0,1.0,M,12.0,368.0,
KOR3820,10.0,,1-473-486-2536,O,1.0,Apt. 38,KORNACHUK,New Haven,3791481.0,Saskatchewan,208328.0,2.0,M,40.0,712.0,J.C. Penney
Bei3821,1.0,,1-433-742-1040,O,0.0,,Beine,Phoenix,3663795.0,TX,247584.0,1.0,M,90.0,623.0,Rockwell Automation
PIE3822,,,1-855-208-0745,O,2.0,,PIERSON,Lowell,491135.0,WV,,1.0,S,0.0,846.0,CHS
DED3823,5.0,H,1-722-034-7472,O,4.0,APT. 192,DEDAS,Santa Fe,2220509.0,DE,449232.0,3.0,S,8.0,841.0,Markel
PEA3824,0.0,,1-648-730-5310,R,5.0,,PEART,West Covina,3876023.0,Nova Scotia,351472.0,4.0,M,68.0,308.0,Celanese
MAU3825,6.0,,1-134-439-0217,O,1.0,,MAUNU,Peoria,1912681.0,Ontario,20130.0,2.0,U,82.0,448.0,AutoNation
ROW3826,9.0,F,1-149-692-8404,O,3.0,,ROWELL,Mesquite,2805997.0,TX,49172.0,2.0,U,25.0,426.0,GameStop
Sel3827,2.0,,1-183-610-8011,O,5.0,,Sellars,Pueblo,276419.0,MA,465260.0,0.0,S,76.0,603.0,Scholastic
SIM3828,9.0,B,1-981-808-4556,O,1.0,,SIMEONE,Great Falls,353027.0,SD,205453.0,4.0,M,32.0,850.0,
cos3829,5.0,,1-230-318-0498,O,3.0,,costadimas,Hollywood,3723662.0,WA,493655.0,3.0,S,37.0,488.0,WABCO Holdings
Cor3830,5.0,,1-218-486-8629,O,5.0,Apt. 736,Corace,Plano,2847460.0,MD,40951.0,3.0,M,0.0,446.0,Hawaiian Electric Industries
Did3831,4.0,,1-106-294-0164,O,4.0,,Didio-duggan,Miami,2859405.0,MN,98722.0,4.0,S,21.0,507.0,New Jersey Resources
Kec3832,9.0,,1-182-704-1353,O,1.0,APT. 288,Kechichian,San Francisco,74716.0,KS,149780.0,0.0,M,4.0,566.0,YRC Worldwide
Ber3833,7.0,,1-541-140-1377,R,4.0,Apt. 324,Berteau,San Jose,3493117.0,NM,279421.0,0.0,U,59.0,730.0,Circuit City Stores
dor3834,1.0,G,1-412-352-2012,O,3.0,,dorn,Jacksonville,2331899.0,UT,118936.0,0.0,U,73.0,692.0,Itron
arm3835,3.0,P,1-478-054-7985,O,4.0,,armstrong,Hialeah,3728042.0,GA,158726.0,5.0,M,65.0,490.0,Olin
