prospect_gncd,prospect_mrtlstts,prospect_ntwrth,prospect_nmbrcrs,prospect_gndr,prospect_mplr,prospect_ncm,prospect_mddlntl,prospect_ddrssln1,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_ddrssln2,prospect_lstnm,prospect_crdtrtng,prospect_phn,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
BET3144,W,2738193.0,5.0,f,Dun & Bradstreet,175224.0,M,11650 BRIELLE BOULEVARD,93721,Ontario,1.0,,BETCHER,424.0,1-949-850-3038,91.0,O,0.0
MAC3145,S,1019331.0,5.0,f,C.H. Robinson Worldwide,343146.0,,14242 BEACH LOWER,90149,WA,3.0,apt. 784,MACKAY,808.0,1-864-426-6908,62.0,R,3.0
Hop3146,D,1973293.0,2.0,,American Financial Group,314584.0,F,21096 tanbark park,30302,IL,0.0,,Hopkinson,394.0,1-811-637-5680,86.0,U,
Mc3147,S,3401325.0,1.0,,RBS Global,,,8426 navidad way,H5l 1p4,VT,1.0,,Mc,629.0,1-501-549-9501,56.0,,1.0
Kos3148,S,2111460.0,3.0,m,Gilead Sciences,250463.0,,10369 GEMINI WAY,r5h 1l2,IN,5.0,,Koss,469.0,1-355-175-4675,63.0,O,1.0
Tih3149,M,626420.0,2.0,F,Hubbell,419685.0,T,24674 windchime court,78293,FL,2.0,,Tihanyi,675.0,1-069-372-1947,41.0,O,7.0
Aub3150,S,1014452.0,5.0,,Apple,475746.0,,19744 TAYLOR CREST STREET,V6D 1R8,KY,,,Aubrey,429.0,1-856-532-7746,70.0,,2.0
CAR3151,S,2001324.0,1.0,F,Autoliv,443489.0,,4757 landmark road,T6C 1I3,OR,3.0,,CARVER,651.0,1-371-296-5231,77.0,O,0.0
For3152,U,2590140.0,0.0,F,Joy Global,,,15065 bellaire crescent,78259,AZ,1.0,,Forland,655.0,,14.0,O,1.0
Gra3153,M,,0.0,,Schering-Plough,453996.0,,9983 pampas upper,10229,Saskatchewan,0.0,,Grassmann,664.0,1-680-005-4239,,O,7.0
Cif3154,M,1337216.0,2.0,M,Intel,428918.0,,771 KELLY LOWER,10151,WV,5.0,,Cifelli,485.0,1-208-646-4469,66.0,R,5.0
GRE3155,D,1418402.0,5.0,f,Kellogg,136229.0,H,20064 LAREDO SOUTH,M3w 1k7,Manitoba,5.0,apt. 612,GREAVER,546.0,1-323-950-0638,3.0,O,4.0
kau3156,D,2412000.0,0.0,M,PSS World Medical,104436.0,,13069 shelter crescent,35820,KY,0.0,,kaufman,646.0,1-884-948-2364,88.0,U,3.0
win3157,U,2417623.0,1.0,m,Unisys,218359.0,,3809 GARDINA WEST,V6s 1t8,NV,,,wingate,314.0,1-320-857-4941,36.0,R,10.0
ACS3158,W,3648311.0,0.0,,Pentair,481718.0,G,19374 TAUBMAN DRIVE,66622,WA,0.0,,ACS,379.0,1-595-768-0887,7.0,U,5.0
SIB3159,D,921920.0,5.0,,Cenveo,82422.0,,7889 MURRAY WAY,19156,NE,4.0,,SIBBET,,1-378-466-6807,22.0,O,6.0
Bai3160,U,1621944.0,5.0,M,Hudson City Bancorp,142615.0,,23680 alpha park,85305,Ontario,,,Bailloux,838.0,1-001-503-6612,42.0,O,4.0
HEA3161,S,1276460.0,5.0,,American Eagle Outfitters,269168.0,H,885 crosby lane,77203,Ontario,4.0,,HEATON,572.0,1-079-051-4097,53.0,O,6.0
Kru3162,M,1584243.0,4.0,f,Service Corp. International,360299.0,,17973 scanlin north,02113,VA,0.0,,Kruger,790.0,1-292-832-5940,2.0,R,4.0
BEN3163,M,2177965.0,,F,Abercrombie & Fitch,272403.0,C,21600 throckmorton crescent,91223,NC,1.0,,BENEFITS,815.0,1-592-205-9926,18.0,O,7.0
den3164,M,3298362.0,4.0,,Graham Packaging,368739.0,,3029 hickory lower,35290,TN,2.0,,deneen,521.0,1-446-735-0218,45.0,U,8.0
Hil3165,M,690035.0,3.0,,BJ's Wholesale Club,127315.0,D,17719 shadowbriar park,91732,Quebec,0.0,,Hilder,553.0,1-975-074-2801,80.0,U,9.0
ban3166,M,1701551.0,1.0,F,Interstate Bakeries,279729.0,L,24555 rexford north,77014,Saskatchewan,4.0,,bannard,773.0,1-850-972-8031,35.0,O,3.0
CIM3167,D,2811788.0,4.0,,Exxon Mobil,402921.0,,14362 REILLY BOULEVARD,94547,MO,2.0,,CIMOLAI,346.0,1-642-641-5481,42.0,O,6.0
Sch3168,D,2834748.0,3.0,,American Financial Group,265009.0,A,9682 turtle creek boulevard,t6a 1k5,RI,2.0,apt. 324,Schecter,328.0,1-717-199-3638,11.0,O,3.0
HAG3169,M,1470175.0,0.0,M,Alliant Energy,361844.0,,20211 ELECTRA DRIVE,77051,UT,0.0,,HAGSTROM,551.0,1-261-676-2317,43.0,O,1.0
sir3170,S,307105.0,4.0,,,216977.0,P,24766 BRAESWOOD COURT,99562,VT,1.0,,sirevicius,793.0,1-038-684-4473,70.0,O,0.0
Deg3171,S,2789841.0,5.0,,Popular,353080.0,,11630 ARCHER WEST,T5b 1x1,AK,3.0,,Degen,452.0,1-864-302-4580,98.0,O,9.0
Joa3172,U,62762.0,5.0,F,Helmerich & Payne,57942.0,,4779 weller way,92624,Ontario,0.0,,Joannis,785.0,1-426-176-5766,2.0,R,7.0
Ayo3173,U,2371217.0,0.0,f,American Electric Power,294326.0,S,16119 LANGDON CRESCENT,V6S 1R4,WY,1.0,,Ayotte,636.0,1-932-975-8527,21.0,O,4.0
Gor3174,M,2369269.0,0.0,M,Itron,116139.0,T,23182 trail lake west,E7O 1Q3,AR,3.0,,Gorlick,649.0,1-604-149-7055,7.0,R,2.0
Cue3175,M,1396480.0,1.0,,Wynn Resorts,436726.0,,855 HAVENRIDGE AVENUE,07504,NM,4.0,Suite 429,Cuellar,749.0,1-307-472-9190,,O,6.0
Byr3176,U,3817595.0,3.0,,Jones Apparel Group,263610.0,,2504 IDLEWILD RUE,94394,NH,,,Byrnes,410.0,1-855-427-7500,23.0,O,4.0
SOD3177,W,555792.0,4.0,,Wisconsin Energy,375482.0,,21386 LANDERA AVENUE,77174,ME,3.0,,SODANO,358.0,1-899-451-5856,30.0,,7.0
TIN3178,U,1993097.0,1.0,m,CVS Caremark,35495.0,,2754 hickorybark west,78215,Ontario,4.0,,TINTOR,323.0,1-782-896-2989,79.0,U,5.0
COP3179,M,1296349.0,3.0,F,Scholastic,186982.0,,3591 lemming crescent,66624,Saskatchewan,0.0,,COPES,828.0,1-514-434-1637,6.0,O,6.0
Ibu3180,M,3656683.0,3.0,,Joy Global,425175.0,,2929 bryant irvin road,94409,Nova Scotia,2.0,,Iburg,445.0,1-918-487-6296,46.0,O,4.0
nol3181,S,317751.0,2.0,,Marriott International,61205.0,,7977 gaylord east,X7j 1q5,AR,1.0,,noll,750.0,1-900-468-6204,46.0,O,6.0
Thr3182,U,3794078.0,5.0,m,,128210.0,,3367 FOUR WINDS STREET,V6u 1q8,NH,1.0,,Throgmorton,,1-720-595-7516,69.0,O,0.0
Ste3183,W,1197163.0,3.0,,NYSE Euronext,403238.0,V,17973 scanlin north,48220,Manitoba,4.0,,Steklasa,715.0,1-330-777-1878,39.0,U,3.0
ism3184,D,2621272.0,5.0,,SPX,,,6454 kiel upper,H2g 1x7,RI,2.0,,ismail,302.0,1-527-206-1103,100.0,O,8.0
Dow3185,W,1088475.0,2.0,,J.M. Smucker,284157.0,,19532 goodwin way,94148,MO,1.0,,Dow,768.0,1-689-138-7564,14.0,O,5.0
Gri3186,M,12603.0,0.0,f,Discovery Communications,101416.0,,9307 BEALE UPPER,V6m 1r5,FL,2.0,,Grigg,543.0,1-975-299-1709,88.0,O,
Gom3187,U,3264504.0,0.0,F,Medco Health Solutions,338863.0,,18716 GREENE DRIVE,10278,WY,1.0,,Gomes,332.0,,94.0,O,0.0
Sau3188,D,3819913.0,4.0,m,Lender Processing Services,435740.0,B,10741 pine lower,35801,VT,0.0,,Saumure,376.0,1-194-985-3595,82.0,O,7.0
Tip3189,M,1002647.0,,,Black & Decker,36216.0,,268 cooper lower,92141,OH,0.0,apt. 568,Tippett,354.0,1-938-497-0362,,O,0.0
VAN3190,U,953260.0,4.0,m,Visteon,,,18279 chapin west,45428,IL,4.0,,VAN SCHYNDEL,671.0,1-872-516-8714,20.0,O,2.0
Kar3191,S,,2.0,,T. Rowe Price,460705.0,,17028 sakowitz upper,78410,OR,0.0,,Karibian,385.0,1-385-802-6865,38.0,,10.0
Ver3192,U,2306611.0,1.0,m,FMC,97050.0,,1525 tartan court,89513,MO,0.0,,Verma,600.0,1-024-120-6845,12.0,O,1.0
Mit3193,S,1776040.0,1.0,,Jones Apparel Group,85212.0,,21370 KING RUE,38181,OR,3.0,,Mitchler,569.0,1-783-757-3782,30.0,,3.0
HES3194,U,3676807.0,4.0,,Mueller Industries,247257.0,,3038 ashley way,38140,NE,0.0,,HESLOP,665.0,1-982-576-7582,77.0,O,5.0
Pro3195,S,3199282.0,3.0,F,UAL,53717.0,E,9933 inwood south,V6k 1t9,Saskatchewan,0.0,,Prodmfg,772.0,,43.0,R,4.0
Pry3196,W,,3.0,,Edison International,208653.0,,12513 wesleyan boulevard,64051,OH,1.0,,Pryszlak,397.0,1-530-848-5905,67.0,O,0.0
Cam3197,D,1567341.0,2.0,m,Target,,N,14285 KIMBERLEY SOUTH,H7g 1v7,DC,,Apt. 99,Campagna,320.0,1-750-831-2736,81.0,O,7.0
Mos3198,M,2978992.0,1.0,,Exterran Holdings,439094.0,,7837 howell court,V6t 1q7,GA,0.0,,Moskalik,452.0,1-098-752-9548,47.0,R,0.0
Bra3199,U,655535.0,3.0,,Eagle Rock Energy Partners,263367.0,,22892 SYCAMORE SCHOOL WEST,V6e 1p8,WI,1.0,,Braham,,1-838-820-6132,41.0,R,9.0
jan3201,U,1120279.0,5.0,,Dr Pepper Snapple Group,,,17514 buckroe court,36187,CO,,,janczyn,,1-163-642-9525,85.0,R,8.0
Met3202,U,2480644.0,2.0,m,Southwestern Energy,392473.0,,2451 knowles street,80910,KY,1.0,,Metz,469.0,1-442-366-8403,18.0,O,1.0
Gla3203,M,2286899.0,2.0,f,IDT,238454.0,,16597 kingsbridge avenue,77291,Nova Scotia,5.0,APT. 68,Glancey,818.0,1-212-044-5608,22.0,R,10.0
Res3204,U,1948533.0,3.0,M,Cytec Industries,431196.0,,14482 kirby south,77247,NM,1.0,,Ressner,602.0,1-857-603-6406,3.0,O,7.0
flo3205,D,820882.0,4.0,F,Family Dollar Stores,101474.0,I,2928 potomac upper,94434,KY,,,florez,420.0,1-544-129-7558,69.0,O,9.0
ume3206,M,3956978.0,0.0,,Phoenix,308980.0,,13820 mccardell avenue,18106,OH,5.0,,umetsu,462.0,1-514-828-9292,22.0,O,10.0
ell3207,M,1299438.0,4.0,f,StanCorp Financial,,,1684 weyland west,90045,MO,5.0,,ellison,645.0,1-235-997-2242,63.0,R,2.0
NAS3208,S,,2.0,m,Vought Aircraft Industries,239439.0,I,20776 whistler west,23455,LA,3.0,,NASHVILLE,701.0,1-004-227-9524,66.0,O,1.0
Hac3209,M,2050624.0,4.0,,Norfolk Southern,225479.0,Z,8789 THROCKMORTON BOULEVARD,77071,Alberta,2.0,,Hacker,638.0,1-637-847-5035,96.0,O,9.0
Mou3210,M,576147.0,0.0,,Ingles Markets,347251.0,B,9147 williams court,70502,SC,3.0,,Moulton,626.0,1-173-071-3049,55.0,O,3.0
TER3211,M,3985997.0,5.0,,Interactive Brokers Group,239698.0,D,5940 malden park,93837,UT,4.0,,TERZIAN,303.0,1-695-517-3460,65.0,O,
Ara3212,W,3382564.0,0.0,,Cooper Tire & Rubber,397164.0,S,21376 kirby lower,21262,AR,5.0,,Arai,556.0,1-415-450-7953,14.0,O,2.0
Ran3213,S,2687710.0,1.0,f,Atlas America,64827.0,U,12787 holly court,V6e 1r2,ME,5.0,,Rangel,746.0,1-012-099-4235,68.0,O,8.0
Ops3214,,196748.0,,M,Ingram Micro,167227.0,,23211 wood boulevard,m9d 1t3,WY,4.0,,Opsplng,,,18.0,R,6.0
Asc3215,S,2590823.0,4.0,m,Fidelity National Information,,N,1971 belknap east,85756,Manitoba,0.0,,Ascott,466.0,1-182-242-3479,75.0,O,6.0
Wil3216,W,3531573.0,2.0,,Ferro,228868.0,,18751 morningside upper,94221,HI,3.0,,Willard,324.0,1-992-919-4355,56.0,U,6.0
Bar3217,M,903457.0,3.0,,Boise Cascade Holdings,53191.0,X,15594 oliver upper,33183,MS,3.0,,Barriere,301.0,1-637-343-8022,81.0,O,1.0
Kne3218,M,128581.0,5.0,,Corning,487544.0,S,7458 denton boulevard,M5e 1x3,MS,4.0,,Knes-maxwell,798.0,1-661-137-7341,43.0,R,1.0
CAS3219,M,1662589.0,1.0,F,Buildings Materials Corp.,465266.0,,5520 fox park,47729,MD,5.0,,CASSON,539.0,1-439-985-0609,61.0,O,10.0
Alv3220,S,760286.0,0.0,,E.W. Scripps,457873.0,E,1207 ETHRIDGE AVENUE,77248,UT,3.0,Apt. 924,Alvaro,588.0,1-929-504-0844,72.0,O,1.0
Har3221,M,3571672.0,2.0,,,248414.0,,7238 chadbourne way,85069,SD,,,Hartkopf,704.0,1-909-497-9142,6.0,O,3.0
Goe3222,D,3193239.0,1.0,F,KB Home,328620.0,F,14295 teal lane,92109,TX,,APT. 936,Goertzen,630.0,1-627-347-8581,26.0,U,8.0
MAY3223,W,2063222.0,,M,Commercial Metals,,,18716 greene drive,10265,MO,0.0,,MAYCOCK,364.0,1-247-058-5544,11.0,,
CHO3224,,1061262.0,3.0,,McKesson,221971.0,,4107 PASADENA UPPER,77008,Manitoba,2.0,,CHOYNOWSKA,657.0,1-671-722-1676,36.0,O,5.0
Rah3225,M,,5.0,,Ruddick,89760.0,,11961 country road,19100,Quebec,2.0,,Raha,306.0,1-819-546-3512,25.0,O,9.0
Mya3226,M,1183934.0,5.0,F,Susser Holdings,6960.0,,12146 COURTLAND NORTH,99513,AL,0.0,,Myatt,381.0,1-071-936-2002,52.0,O,0.0
mar3227,S,604270.0,5.0,,General Mills,264742.0,,8101 clifton drive,89101,Prince Edward Island,4.0,,martenson,796.0,1-147-696-6351,76.0,O,5.0
del3228,U,1425634.0,1.0,m,Wesco International,113703.0,I,7052 alamo street,48093,AK,1.0,,delaney,501.0,1-535-433-0139,97.0,O,10.0
BES3229,M,2051188.0,1.0,f,Medco Health Solutions,494804.0,,2451 knowles street,84104,RI,5.0,,BESSUILLE,789.0,1-903-662-9657,6.0,R,2.0
ZER3230,W,2587072.0,2.0,M,Imation,287955.0,,6365 SIMPSON AVENUE,31215,OK,4.0,,ZERRIFFI,,1-614-321-6011,17.0,U,8.0
koo3231,U,1363907.0,4.0,f,Stanley Works,117421.0,P,19470 ennis crescent,94345,SD,2.0,,koohi,,1-362-186-3912,15.0,U,9.0
MCL3232,M,2058479.0,2.0,,CC Media Holdings,485126.0,H,9093 hughes north,h7f 1u1,OK,2.0,APT. 913,MCLEOD,318.0,1-169-757-6050,37.0,O,0.0
Mac3233,M,1247076.0,4.0,m,,447028.0,,14561 tahoe north,35205,ND,5.0,Apt. 517,Macconaill,556.0,1-045-075-5765,13.0,U,5.0
Mar3234,,3686584.0,3.0,,Werner Enterprises,474599.0,,4221 lake park road,94504,Manitoba,5.0,,Marco,596.0,1-284-052-3230,96.0,O,10.0
Wie3235,U,2632649.0,3.0,,Dean Foods,423260.0,,2308 BALTIC ROAD,78237,Newfoundland,0.0,,Wiegand,476.0,1-906-726-6824,85.0,O,4.0
Cul3236,M,305809.0,2.0,F,J.B. Hunt Transport Services,,,19165 turtle creek court,55441,NH,3.0,,Culmer,397.0,1-548-907-4323,58.0,O,6.0
Iez3237,U,2943497.0,3.0,F,Sun Healthcare Group,19203.0,,17837 sweeney north,73188,British Columbia,1.0,,Iezzi,819.0,1-745-219-8706,50.0,O,
Cow3238,M,2903025.0,1.0,,PC Connection,370436.0,,17786 halifax court,43665,MS,3.0,,Cowan,377.0,1-914-634-9342,58.0,O,3.0
Zub3239,,2692250.0,3.0,P,Murphy Oil,,P,5940 malden park,92603,DE,1.0,Apt. 849,Zubans,401.0,1-838-711-9232,98.0,O,4.0
Dik3240,S,3217795.0,0.0,m,PG&E Corp.,300659.0,J,19068 coventry park,V6E 1S9,RI,4.0,,Dikens,351.0,1-749-722-7671,52.0,O,5.0
jan3241,M,,0.0,F,,104162.0,X,9236 CREEK LOWER,19065,MD,0.0,,janecka,724.0,1-911-216-7661,62.0,O,4.0
THO3242,U,2174274.0,5.0,,Telephone & Data Systems,372923.0,,911 TOPPLE DRIVE,98006,Alberta,2.0,,THOMSON,800.0,1-649-850-7854,92.0,O,1.0
DIL3243,,3320103.0,4.0,,,26648.0,,9941 briar forest street,c2a 4x5,OR,,,DILLOW,645.0,1-344-538-6279,86.0,O,
CAR3244,S,3775388.0,2.0,M,Quanta Services,126820.0,H,23934 brooks north,M5f 1w3,DC,1.0,,CARTY,487.0,1-344-834-0653,2.0,O,6.0
Pie3245,M,2903784.0,3.0,F,Interactive Brokers Group,471348.0,X,23999 3rd west,27704,MN,0.0,,Pietropaolo,684.0,1-141-252-9075,14.0,R,4.0
KUN3246,W,2322609.0,3.0,F,St. Jude Medical,405951.0,L,7776 inwood lower,78298,Nova Scotia,3.0,,KUNG,364.0,1-097-373-1214,20.0,R,4.0
OPE3247,W,1427851.0,3.0,,Interpublic Group,370215.0,E,17376 westmere rue,93376,KS,5.0,,OPERATIONS,368.0,1-110-591-6124,45.0,O,2.0
SUD3248,U,3739109.0,0.0,,Western Union,103156.0,,17018 SAYERS EAST,90065,UT,2.0,,SUDBEY,491.0,1-381-615-8840,35.0,O,7.0
Fou3249,S,2141255.0,2.0,,ProLogis,450309.0,,3923 blossom upper,70807,Newfoundland,3.0,,Fouchard,776.0,1-518-850-4204,84.0,O,5.0
GIO3250,M,656710.0,5.0,m,Western Digital,343513.0,T,5524 frostwood court,m5c 1z1,SD,,,GIOTIS,514.0,1-465-200-3302,84.0,O,8.0
Qui3251,U,659042.0,3.0,M,Zions Bancorp.,25128.0,A,7889 murray way,95190,OK,4.0,,Quintin,740.0,1-422-180-2059,29.0,R,4.0
RAI3252,M,1853466.0,3.0,,Key Energy Services,151969.0,,11528 EDWARDS LANE,21276,KY,3.0,,RAINES,621.0,1-632-934-0948,14.0,O,9.0
God3253,D,2744394.0,1.0,,Oshkosh,435959.0,,7479 yohan upper,V6m 1u7,MS,0.0,,Godfrey,584.0,1-586-931-5928,6.0,O,10.0
cob3254,S,358478.0,3.0,M,Thermo Fisher Scientific,495860.0,,22806 garson east,68116,RI,2.0,,cobbold,354.0,1-759-186-8365,92.0,U,3.0
lie3255,U,2078198.0,2.0,,Exterran Holdings,279885.0,,9749 overton ridge boulevard,78234,NH,1.0,,liepa,362.0,1-191-685-7943,63.0,O,10.0
Law3256,M,1000174.0,2.0,M,Group 1 Automotive,3289.0,,681 innsbrook east,93547,Saskatchewan,4.0,,Lawlis,317.0,1-390-687-5144,50.0,U,1.0
Lia3257,S,3396824.0,3.0,,Weis Markets,297577.0,,1584 emmonds rue,19153,HI,,,Lian,716.0,1-359-489-1135,21.0,O,2.0
Chi3258,W,1654521.0,5.0,,PepsiCo,478947.0,B,9945 creekbend park,33147,NJ,2.0,Suite 111,Chilton,462.0,1-652-197-1592,73.0,O,10.0
Yon3259,M,2392640.0,0.0,F,Securian Financial Group,115493.0,K,12478 garden brook street,h5j 1p6,MI,5.0,Apt. 815,Yong,417.0,1-163-675-0949,54.0,O,8.0
Slo3260,U,2520112.0,5.0,f,R.R. Donnelley & Sons,176151.0,,7343 SAXON RUE,33019,Prince Edward Island,1.0,,Slobodian,713.0,1-133-057-4736,57.0,R,7.0
Ann3261,S,1211608.0,2.0,,Advance Auto Parts,329723.0,,21575 woolridge lane,E7N 1M1,CA,4.0,,Annab,674.0,1-209-630-2845,99.0,O,4.0
Ahm3262,D,3548866.0,1.0,f,US Airways Group,337851.0,,3632 norwalk east,80165,MO,5.0,,Ahmad,575.0,1-385-440-8533,11.0,O,4.0
Gel3263,M,1719942.0,5.0,F,Robert Half International,432543.0,,11449 blalock park,76102,MO,5.0,,Gelinas,790.0,1-846-501-8335,36.0,O,7.0
Evr3264,S,1517930.0,5.0,m,AmeriCredit,253982.0,U,13936 mosshead upper,36635,Ontario,0.0,,Evraire,503.0,,10.0,R,
Kna3265,S,1571208.0,0.0,f,Mutual Life Insurance,161830.0,,9907 upton south,77256,New Brunswick,4.0,,Knapton,697.0,1-594-832-0837,71.0,O,5.0
Fis3266,U,,5.0,M,Career Education,184384.0,,9818 pearson avenue,20093,Manitoba,5.0,,Fisprod,663.0,,,U,2.0
DEL3267,M,144409.0,1.0,M,Community Health Systems,262895.0,,2409 vinson rue,m3x 1j6,NE,3.0,,DELORENZO,587.0,1-994-800-4855,24.0,O,4.0
BLY3268,W,2225473.0,0.0,f,BearingPoint,15192.0,P,11828 BUTLER PARK,20082,ND,0.0,,BLYTHE,813.0,1-534-059-1568,62.0,R,0.0
ver3269,U,1676769.0,0.0,,Vishay Intertechnology,478230.0,O,2342 greenspoint lower,99640,British Columbia,0.0,,vernon,373.0,1-886-193-5955,57.0,U,7.0
mel3270,W,1089104.0,5.0,m,Constellation Brands,37649.0,,20020 knipp way,80010,NM,0.0,,meleg,434.0,1-162-460-2352,19.0,O,7.0
LAC3271,M,3078929.0,5.0,,Delta Air Lines,385332.0,,2747 sinclair lane,94592,TN,3.0,,LACKIE,,1-278-967-8212,63.0,R,8.0
Juh3272,U,2384755.0,2.0,,KBR,238789.0,,16574 yale road,73184,VT,1.0,,Juhan,519.0,1-701-980-1105,72.0,O,3.0
Rom3273,M,3556194.0,3.0,,Rock-Tenn,190450.0,U,14058 rocky knoll lower,14207,UT,1.0,,Rombough,442.0,1-711-678-5862,45.0,O,8.0
Men3274,,,4.0,f,CenturyTel,102738.0,V,23517 lenox upper,07504,WY,5.0,,Menashian,433.0,1-583-755-5479,19.0,O,1.0
Oka3275,M,1736434.0,2.0,,ArvinMeritor,324599.0,,1879 arcana lane,35826,CT,1.0,,Okai,673.0,1-253-481-1020,14.0,O,0.0
SUM3276,M,2194341.0,4.0,F,Bucyrus International,73308.0,,22386 spanish river lane,35826,CO,3.0,,SUMPTER,547.0,,,O,
Kli3277,M,2360985.0,2.0,,Unified Grocers,238757.0,B,739 dunbar way,92840,MS,2.0,,Klimon,398.0,1-478-257-8298,29.0,U,7.0
dos3278,M,3057611.0,2.0,,Retail Ventures,233913.0,,2254 whistler drive,M1i 1p5,CO,0.0,,dosanjh,464.0,1-927-354-3435,84.0,O,3.0
Gun3279,S,1710675.0,0.0,,FirstEnergy,22616.0,U,12727 florence east,90848,MD,1.0,,Gunawan,389.0,1-524-004-6430,85.0,O,2.0
ram3280,W,2888686.0,1.0,,International Assets Holding,282210.0,,16676 BRYANT IRVIN DRIVE,H2d 1u5,Ontario,2.0,,ramsey,811.0,1-052-159-0236,66.0,U,2.0
SIL3281,W,3805501.0,1.0,,Knight,232646.0,,10526 linwood lane,V6s 1p7,KS,5.0,,SILIANU,664.0,1-176-096-8736,4.0,O,1.0
COT3282,U,1622246.0,,f,Laboratory Corp. of America,141355.0,,22785 peachtree boulevard,V6s 1t6,ID,3.0,apt. 57,COTNAM,676.0,1-911-901-7845,4.0,O,9.0
Lar3283,D,245938.0,0.0,F,Embarq,472720.0,,5975 WINSTON PARK,66617,ID,5.0,,Larue,668.0,1-749-203-2530,25.0,O,5.0
ken3284,S,3558615.0,4.0,m,Pacer International,313507.0,,4628 trinity upper,95144,Prince Edward Island,0.0,,kenney,450.0,1-487-148-3994,71.0,O,3.0
San3285,W,1165550.0,5.0,,Visa,,,874 four winds drive,27704,MN,4.0,,Sandness,534.0,1-527-144-0279,57.0,O,5.0
HUD3286,U,843126.0,0.0,m,Unitrin,483690.0,,11547 colonial park,10182,NM,2.0,,HUDY,743.0,1-267-638-2235,75.0,R,4.0
Koh3287,,1823976.0,0.0,,Jones Lang LaSalle,273076.0,M,17293 macon avenue,89015,ID,,,Kohut,799.0,1-625-628-6779,74.0,O,10.0
Att3288,M,2691466.0,2.0,,Kohl's,181342.0,,10905 apollo west,63121,NV,,suite 290,Attanasio,323.0,1-113-953-6172,90.0,R,8.0
Bus3289,S,3007125.0,0.0,,Hill-Rom Holdings,208407.0,W,8601 KEMPNER LANE,V6p 1r6,OR,1.0,,Busby,667.0,1-721-953-4932,46.0,O,2.0
Sie3290,M,1106531.0,2.0,f,Beacon Roofing Supply,490218.0,,7377 coventry east,M7n 1b3,DC,5.0,,Siemens,,1-147-817-5071,,R,0.0
BRI3291,M,2043906.0,0.0,,TravelCenters of America,15641.0,G,22829 PICO DRIVE,X1g 1s2,WY,2.0,,BRIARD,749.0,,51.0,O,8.0
Ahl3292,D,639532.0,1.0,f,,339762.0,,10378 carnation west,98424,KY,2.0,,Ahlberg,784.0,1-163-357-0968,40.0,O,7.0
SKR3293,M,2763474.0,2.0,m,Oshkosh,382118.0,S,23519 towerwood rue,10138,MD,1.0,,SKROBANSKI,827.0,1-031-282-0475,,O,0.0
lar3294,D,3055538.0,0.0,M,Allegheny Technologies,336386.0,,24438 cedar springs avenue,35859,NV,4.0,,larson,527.0,1-433-543-7378,98.0,U,0.0
Sol3295,W,23059.0,3.0,,Toro,391450.0,V,6920 CHEROKEE NORTH,E7N 1Q8,WV,4.0,,Soliman,850.0,1-501-083-6717,36.0,R,4.0
Wen3296,S,52980.0,4.0,f,Graphic Packaging Holding,450992.0,,24185 shallowford lane,e7o 1j8,MD,4.0,,Wenzel,510.0,1-856-694-6789,36.0,R,5.0
SHA3297,S,2963689.0,1.0,,Jones Lang LaSalle,211027.0,,21891 dewey street,77227,FL,2.0,,SHABO,542.0,1-250-060-5302,52.0,R,4.0
Run3298,M,2945990.0,3.0,f,Parker Hannifin,233912.0,,11447 bernard south,H2g 1w8,KY,1.0,,Runkel,713.0,1-079-514-3837,17.0,R,8.0
Roe3299,S,2626650.0,4.0,m,KB Home,61246.0,,14295 TEAL LANE,14222,RI,1.0,,Roelofs,312.0,1-389-486-4992,61.0,U,9.0
Lun3300,U,1242353.0,1.0,,MPS Group,292417.0,,11117 archer park,92809,MI,3.0,,Luna,681.0,1-618-556-5711,56.0,O,1.0
Lov3301,S,3037579.0,3.0,,Xcel Energy,277690.0,P,9729 cliffbrook north,M3V 1K4,NM,1.0,,Lovegrove,550.0,1-317-266-1789,89.0,R,0.0
RUM3302,W,2015321.0,0.0,,NuStar Energy,374979.0,S,20773 HIGHLAND DRIVE,77245,SD,3.0,,RUMMANS,348.0,1-525-296-9507,,R,10.0
Hus3303,U,2425640.0,3.0,,First Horizon National Corp.,333043.0,,15915 HIGHLAND PARK DRIVE,H7h 1s5,CT,3.0,,Husarewych,610.0,1-355-815-8695,58.0,O,9.0
Hae3304,W,1803577.0,1.0,,Rockwood Holdings,361261.0,,24250 summer south,Y1a 1f2,OK,,Apt. 517,Haertel,553.0,,55.0,O,7.0
COO3305,U,530608.0,4.0,,Aetna,104835.0,J,9146 pacific avenue,V5a 1n9,DC,,,COORS,305.0,1-090-311-5755,11.0,O,10.0
Mol3306,,3768839.0,1.0,,Energy Future Holdings,112154.0,,19112 minot street,V6S 1U3,AR,0.0,,Molnar,598.0,1-652-255-8633,22.0,O,2.0
art3307,U,3477168.0,2.0,C,PPG Industries,151140.0,,23449 HOWELL STREET,t5d 1u7,MT,4.0,,artspssa,491.0,1-495-651-5303,57.0,,0.0
tud3308,S,1645651.0,0.0,,,126084.0,,909 sienna drive,98409,Newfoundland,5.0,,tudo,446.0,1-882-702-4703,93.0,O,7.0
