prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
QTG9942,Cabela's,Yhtixdupezwykqf,13.0,14337.0,QTGWGERONG,,1-639-737-7537,k,D,Canada,3.0,Lhsptgvqoboxzdoxwwqfngzqiehpauaobbymbocsybtmmmgrrs,0.0,575.0,Ontario,HI,4.0,2148413.0
JFX9943,Dynegy,TICPKHHGAOUCAHQFOVTLL,88.0,171557.0,JFXPJWEEAETECXKALUDTZWGZ,U,1-220-082-0931,f,W,United States of America,3.0,ONYQLXNZIATUCMBWVEIAPWVKOVZQTSAKXEFHQIWOZJGGAEFMIORAHLRGYHDN,4.0,832.0,Hampton,MO,2.0,968265.0
WMS9944,Invacare,,95.0,492359.0,WMSGGTXEVJEEYHOOMQFUBGHGIJ,O,1-999-016-8444,g,U,Canada,1.0,FZDWQJWTNFCFJIDSYGUJZYCYRPHTZ,3.0,524.0,Oakland,MA,8.0,285248.0
Bka9945,Interactive Brokers Group,aeytkcnmtxjyynqkmyvzaxbebkfenomouoxgwfvohfzjo,15.0,348574.0,Bkatjkuofwceruygvwnddrec,O,1-382-217-3884,,M,,5.0,,2.0,545.0,Peoria,FL,5.0,1978929.0
Qlu9946,W.W. Grainger,epxqgixps,97.0,403628.0,Qluoa,O,1-991-923-9235,,W,United States of America,4.0,Yaaavxcnibtfqpok,2.0,560.0,Albuquerque,Ontario,6.0,228156.0
Lsi9947,Adobe Systems,sivkggaszotucxwgxyazaqnbstkeifwhh,56.0,343117.0,Lsifccksesneaixrnnmkrgkaitpkpi,O,1-650-223-6393,,M,United States of America,3.0,gasyguaumdatgmskiblxebsrpsbfulgzbnfeey,0.0,335.0,Atlanta,DE,2.0,1831564.0
cwz9948,Pfizer,Pgkdtqrauevgtxkxvmekfjvjeed,51.0,79562.0,cwzomnofppgfyknkpuiul,O,1-057-448-9870,e,U,United States of America,2.0,xacepgtmyfrdlotanqpeypjlkjsknvhkjyiscsvtuxrafvswglhicmfrdcvabhmsov,5.0,499.0,Colorado Springs,AL,6.0,1779473.0
KIM9949,Capital One Financial,Jhzshojnlzolprwlrteer,8.0,469154.0,KIMKRVFFFCKVEUQWXKURGNB,O,1-597-448-6618,,M,United States of America,5.0,Taeexnjholbaeulcmpugiujxdsinmsfwtbgmcejrognuoijkmwxidyheqwxtkiefftndmn,0.0,342.0,Peoria,CA,7.0,860482.0
WIV9950,Anadarko Petroleum,Booiotojdtezquonlsoepnufcsqwbbkwfvnpqdfiigibiawctrkhmuammmfhajxbmcfqiqg,79.0,476233.0,WIVMGABIAUAJHQPWCESQP,O,1-035-171-4038,A,M,United States of America,4.0,xeqaddhvfcioxtcpanufawbr,4.0,802.0,Knoxville,VA,1.0,3622268.0
uxg9951,Pepsi Bottling,Skzrihqmlsklpiqusilpvlrur,13.0,195396.0,uxgrmbjduqyiqgnafqkv,R,,n,D,Canada,5.0,LXWBKALYUKOZHCBLERLVLXXOMVKZ,4.0,426.0,Gary,TX,0.0,1138798.0
vvt9952,Allstate,Iaagvdnogsgzhrolnoktdzpofwtgrckndfccnajtkmwswfthrxuviwtiftpec,47.0,448092.0,vvteherkmard,O,1-432-890-3579,,S,United States of America,2.0,Cuvszhv,4.0,421.0,Frederick,SD,3.0,922109.0
HJY9953,Teleflex,uocyucxhzjyyfhbdnpolrtacfrkwdggqydjttygyelfygefstucmhtxhksonvljukpod,9.0,342147.0,HJYVBWDPTOGWXJSH,O,1-845-292-6913,d,S,United States of America,1.0,Alugqepfnpei,4.0,530.0,Lincoln,LA,9.0,646544.0
NOB9954,Harley-Davidson,curnlbbevbphywvo,68.0,93335.0,NOBEIKDLQKDAPMEHIBGDNOMC,R,1-336-381-6195,W,M,United States of America,3.0,srlhhedijkcbzsplawouaaqsfqsgwpfnsaisovbtgoziisaoo,4.0,452.0,Halifax,CT,4.0,3760420.0
Wpi9955,Marshall & Ilsley Corp.,Bzkbalyauopyvzgkhlxopuzddlbydwvabacrcjtsowvhagkkhpatwsxikgfxea,24.0,251230.0,Wpiuniptcxk,O,1-411-418-8803,J,U,Canada,3.0,Phkiejgtcdxfbszmlwrgujoocoprsg,4.0,672.0,Montpelier,ME,2.0,780192.0
WPW9956,Smurfit-Stone Container,dgldyynihqcdxzzdtrxofxjzcbpfofknhxkmtcztaswjpmlebxwpxkmotrdtbd,63.0,84409.0,WPWQESYBWADYNRJ,R,1-474-116-8712,g,M,United States of America,5.0,BVOJQUSSYUAWCXCDUECMOS,1.0,504.0,Fargo,Newfoundland,0.0,2787515.0
Wbr9957,Terra Industries,TIPAFLJSLJJALAXTKYFRGZAODCZBSONKKWAEJPGDKYVSEBTMHMPBKGQZZKS,31.0,47384.0,Wbrgy,R,,,W,Canada,4.0,Reazdvsqeiobewvcsy,5.0,841.0,Hayward,IN,0.0,244252.0
AEV9958,Halliburton,Vwkhjcqlzfoooqoeqnlimeuqrfgsdlqbsmszcsrmdmxrbjurihkdbr,64.0,476045.0,AEVHGBCJIIVZEMWSN,O,1-665-795-4500,,W,United States of America,4.0,lfhjzysqafplgfxpkklsbywpcoqd,2.0,695.0,Worcester,WY,2.0,3528341.0
Avp9959,Host Hotels & Resorts,,4.0,2655.0,Avpoqxcwbmgyplkhjtrwsv,O,1-262-644-2459,,S,United States of America,3.0,QWKIVJQQBJZBQKNCWJFRIGIEPRKWSZBAGQQLXIGPNEQKNJWRSHAVZXMAFJHTPEPREIBJKNVTWIZOF,0.0,369.0,Sunnyvale,ND,9.0,1994954.0
Ngf9960,Liz Claiborne,,23.0,253846.0,Ngfejyawxoue,R,1-971-200-4914,,M,Canada,4.0,Wxugkybdxqnbmcyznxafijl,5.0,658.0,San Antonio,Ontario,,1336108.0
XNP9961,Annaly Capital Management,Hyiibovcytptbwabxagjbguedwqvlvbyjyqessgqmhhoumskumff,60.0,486272.0,XNPNEXWF,O,1-660-892-0870,r,D,United States of America,5.0,rtrcbtkp,4.0,709.0,Pembroke Pines,New Brunswick,6.0,1817303.0
pey9962,Franklin Resources,qkhkjqvpnekzbnweeihldnbphc,13.0,274933.0,peyctcwvdthvsvtytczpdkbgjqlq,O,,X,M,United States of America,4.0,DOAYPWGHIYNXEGVHBUPSPRJGMJKSMTRDGIFGWCHFMIMLVVRCXIFQB,0.0,545.0,Missoula,TX,4.0,3454142.0
Tjs9963,,Bnwzbjreqbqeklcloohxxukjmdvxxzcwveziiluujzfvnqgmogukptwkdlmbcygtrdmzy,78.0,194656.0,Tjsggbkyiovnitrzssyhcd,O,1-362-620-3196,A,U,United States of America,1.0,ltqoqelaxsuuobetuo,3.0,363.0,Huntington,New Brunswick,0.0,198600.0
uir9964,MetroPCS Communications,Bpyrmpcfzbumqayagoibepumwibgedvjwuboschzrbrojxylqkszjvqybmqbldbjytcjiwpotfzliex,,182149.0,uiruqotaptnfdbhosc,O,1-835-776-9979,G,D,United States of America,3.0,Ozbtbgvxpjfljj,5.0,752.0,Windsor,NM,4.0,1428445.0
Yhy9965,,dpxtynnxjkxbbjrbaqmcukhlbmpytxspopwspvrrbmnmxcqrczthuzsibegxazqg,13.0,476300.0,Yhyxsygqtidyuxzyp,O,1-995-775-1277,,M,United States of America,5.0,Pqaztxktuxnmpniuvparqxkwldnvrhcjjntbvszjprnsjwlxwjzxqzvvxgbyrdxrjhwem,3.0,631.0,Sherbrooke,WA,7.0,
Kil9966,StanCorp Financial,YSGADGCWHDPHVIBWXBMMTXKAAMYNFTZDKXKNYNOMOTOYVXWBJNKQBTMBMID,60.0,96472.0,Kiluijwwhlrcdht,O,,E,W,Canada,0.0,tlxaklyblaymksryekgnjdasjewdaidfnnlfbbrfnbewcfq,3.0,428.0,Newport News,MN,2.0,3102320.0
sdl9967,Northwestern Mutual,XWUMJATZQTPMXXOBIHRWHUKAESBDFVRTJKTLHFYMPENCPEANGNZLKWOSLKLTWPWXRJXMPOZMWE,19.0,231626.0,sdlxgyhbpbtxeripzvvfnfak,U,1-893-384-4849,,S,Canada,0.0,Fdjxqgnzqahzvgwjjbcfbjb,3.0,325.0,St. Louis,CT,1.0,3031369.0
gmu9968,Applied Industrial Tech,Nbntsxpjbrncjaxjspxfcpopkgogmqynmpscvolqibfnlhiadkmktxyhuzsef,88.0,49098.0,gmueewqrvldcyh,O,1-373-728-1522,X,S,United States of America,1.0,Dmmgcutyovoksmmxgzihgrssluxxihgjjqszrjeqygluggwohepovnowf,5.0,612.0,San Antonio,MD,6.0,1077981.0
Zro9969,NetApp,Seqlrufpspiikjiwrhmmpezdqamexgydklld,75.0,344614.0,Zroiugqhsfpdtgsgiiq,O,1-108-469-7278,X,W,United States of America,0.0,NXAXNEAUSJACBKZDNCUBNUSJAHUWOARAVJQBFTVPQAJFACPPNHZAACWMALEZMWCTVOP,0.0,,West Valley,OK,7.0,2325514.0
Oyl9970,Belk,Tatoqlabrljccplsdpfesopanoehasfm,56.0,256466.0,Oylumnvghdpctzqnzjkugjsrvq,,1-964-738-6809,E,W,United States of America,5.0,mhsfwkkzqfnaqxluxmammjpzcjsuygtkpbxorrkpzvjcdruefg,5.0,687.0,Norfolk,HI,6.0,970103.0
Xfq9971,Pepsi Bottling,AJNWSFXBUKMGPVGGWQHWEUZQFMBUGGNUHEHNXQFPMJHQCWEVONNXT,88.0,246431.0,Xfqtzgdohktxn,U,1-896-585-9857,,M,United States of America,3.0,edcqxvgzeqkfkjouutigueychgsoyfdpgukulj,0.0,750.0,Hull,Newfoundland,7.0,1769681.0
Cst9972,AT&T,Thuqxnozxuinulzhryhrgmxnifawiiilwfmn,,416080.0,Csthsbglh,O,1-950-666-3504,o,U,United States of America,0.0,,2.0,673.0,Orlando,AR,9.0,1024654.0
YGS9973,Humana,lmukjrpjndkmoubpbchlwppkkclpgpridziarmszcqnrnnbcvhfhrpelg,52.0,232546.0,YGSSFTPAXEQHGE,O,1-492-758-0108,,M,United States of America,4.0,Ubdxwassftzblkiieeumsipxdrcwajujqjnwcqjvyncnpjkhojvpffrblaz,3.0,623.0,Long Beach,WY,,249951.0
URW9974,Beazer Homes USA,Wojpwipvsrvrdfxtttuhrkvtqzxzcqrkmovfhyzjyjvuyqytxlkehedaoafdxdbwvmpyx,86.0,176152.0,URWSVGIMFOZVPFDFIPKGKBXXS,O,1-469-855-0684,U,M,United States of America,5.0,,1.0,792.0,Fresno,VT,8.0,1630478.0
LGE9975,Great Atlantic & Pacific Tea,Ikkcvwkliwgyhhdsmiqyaqhrjfagpswqvflerhiwycrmlxsmmohigilhzwtrxlwbwndafawqz,78.0,99224.0,LGENVIHRRJPFKBAYGHMGDM,O,1-906-550-1449,,S,United States of America,4.0,Pmjmxluzzebegk,1.0,777.0,Providence,Saskatchewan,9.0,2736671.0
SPK9976,Western Digital,dxjpekoaojtwkscpeaaguiyhjigrtlvxhfreipajsobsnxgocurnziiuawtfdantzlvkns,89.0,143783.0,SPKVBSOAWO,O,1-492-565-4758,J,D,United States of America,2.0,AHIQYVZSWFXVSELDFINQLUNMVIALRH,5.0,377.0,Winston-Salem,PA,6.0,3677397.0
svm9977,Caterpillar,Bfljuxkhosmgnvzhaeuikrrfafdwxqpkunjandtiqtfpmljrzgwn,27.0,305447.0,svmkqhpedlpypg,O,1-571-166-0406,o,W,United States of America,4.0,juwrdsjvouanlynsrfmroaoslsnpbqwpvgryfrcdekqlxoyttdvufidlfvllw,,667.0,Fullerton,MN,0.0,2341352.0
TJH9978,Michaels Stores,Tkazjgrrzzltkchxbqygaheyefsscgoydpuborbplevwzhjkpxnnajjhnmtbcayjs,78.0,75007.0,TJHRAREFCV,O,1-135-469-2934,,M,United States of America,5.0,vzqwkxxlxgutrpynrjdgfpocqhlnioxcm,2.0,458.0,Billings,OK,10.0,2405463.0
Jjq9979,,LVNCNAVSUZNQYQQKDWOXQAPKUOUGAETRIIEMXBEBEBFUU,96.0,256518.0,Jjqkwbhhrxoopwshsmoj,O,1-983-117-8717,A,U,United States of America,4.0,Vfvryoraujhisixcxapkafewkqwtqyzapkruykaobpqhcyqovpxhjkklayuodlbh,0.0,804.0,Miami,KY,10.0,3969807.0
iaw9980,Del Monte Foods,IUWUKWHJTCJYGKNXXIITHRRDGHIUWAFRJRETZBWXXANB,23.0,387592.0,iawxwrxkazgmdqx,U,1-702-773-3515,,M,United States of America,3.0,FJNXSYROWORJHHKHFUZAEKAKGBBHINPJWIBKJKKWXOSVKNOLJPJPRMSQVQ,3.0,366.0,Ann Arbor,VT,3.0,3988978.0
Ucx9981,Alpha Natural Resources,zlnqdkbpmvenvcjpeugaiaagqdaehqgcxlhmgtcubxrmsklqecgdchqhtgnpkfctamul,18.0,346508.0,Ucxccmeqlgm,O,1-546-881-8509,,S,United States of America,2.0,Cjmkudsgwcdlwcuvpdoxja,3.0,665.0,Hampton,AR,2.0,2553164.0
Ebv9982,CarMax,Miitjldtzhlqvqnfcdfmamcglwrizftaichlhlfjivufznipxpifcrxsqrkroepandfktmkjdno,73.0,408235.0,Ebvemoqhtbpahgfxececdtcktwq,O,1-002-192-0661,,M,United States of America,,tmdloqnwukvveufuszoofnkkpgbxpeluxkkykycz,4.0,554.0,Durham,NC,9.0,3391162.0
qje9983,Interstate Bakeries,TTVGFVOGIEWECTCPIEPWBYKHISODGHAMZADSPBPWTRZRRXWMYFCIHKJTYXDXPKPXFIBGU,86.0,315970.0,qjelsqqaxepblrjemlsedfsme,O,,X,M,United States of America,5.0,Atljdmblmuwobqpdrjdrwgbxsmjyqilrgmyw,0.0,,St. Paul,MI,7.0,2598686.0
HRV9984,HCA,hciiynvksoiebfsujtrxqceueuesudoyzmayqv,77.0,189077.0,HRVTOPNTQWIBDKTSDUWSVFEJUJUXED,O,1-426-470-5366,F,U,Canada,0.0,Bpyaubddrnagmqafaupkzcprrkwbyoebalzgaijxhntbdgmxktccyrtsughvfvtkyyvylpqcnl,3.0,600.0,Overland Park,TN,10.0,3820785.0
oju9985,eBay,BVXTMUEVQVOPQDOFOPGDSWLWRSAZUWVCERXDFKAOQMDEGTIDZAVXCLNOVJ,90.0,314101.0,ojurbpnnqlwndbi,O,1-472-071-7502,l,M,United States of America,4.0,vtqlotqnimiqkceoqahovpigeddncewzlonudkxfsivtuieybemblzaopkwodgiwkqpnlhsqiziwwn,3.0,,Sterling Heights,Prince Edward Island,6.0,1453831.0
Uxd9986,Plains All American Pipeline,DUOYPSTKZMERYBDDBQZQDYBGIUNSHNEMLWRQQFGGULXAIUCCLDSQFRVWQFROKRKUXTMTQRUOWGXAQFPN,91.0,491753.0,Uxdmzoqszetogmnepsoevd,O,1-280-630-5078,z,M,United States of America,4.0,PILCDQCADTEPDKRVCDOCPCKMRFNILTEOEBTOROREZLHMGZBORI,5.0,617.0,Greensboro,IN,10.0,276003.0
eyq9987,Quiksilver,Hdbioyudigeevkuqpvdcfu,23.0,37449.0,eyqmvkwfdfzidawlqxoosdcjgtcpjd,O,1-097-067-2883,h,D,United States of America,1.0,Fscikxoqhvldibuwegrsulvfdmcgstjajsqanxvzmemkgfsbogbhrzeniofhvoljf,4.0,637.0,Lubbock,ND,8.0,1649056.0
Axb9988,Smithfield Foods,Mochzfnihcjntgjvqruymsqgtsgjsxgvwikyxxmepzskanu,99.0,207312.0,Axbnnfa,O,1-859-786-9498,,M,United States of America,0.0,,1.0,426.0,Moreno Valley,NJ,3.0,795362.0
rnd9989,PHH,Cgonstohcaiwzjxvhdprauxebakoakfaetzxgc,4.0,321254.0,rndesjpggsqsd,O,1-224-654-1813,S,S,United States of America,2.0,ZDRYATAKRSOFMBDTOVYJTPBXXGI,3.0,321.0,Amarillo,SD,5.0,3364901.0
Azc9990,Interpublic Group,kuitotskscewrauakuqkuslrlhpifncgufwvwihdwlotzuzjdxtfocaiaaospapijfl,8.0,308024.0,Azcnoj,R,1-706-896-5465,U,D,Canada,1.0,NXXXV,4.0,327.0,Garland,MO,10.0,3421108.0
Ekq9991,Pinnacle West Capital,NBUDBYCPOQQOEYBHCAGXJJICUHAATNSEAOEORIVOVBCVBHUJJODSQWXHVLXXVSFIAFF,25.0,200225.0,Ekqqmfascuxpeicqxmaqjvx,O,1-745-491-0599,,S,United States of America,2.0,FJWCOFBIUTPRZKTYZJHHEOPSEAAYFUYCRHKSLLCQIQSFRMFCXCVNQLHTAOTZUPMKBOYZXFEKTTWYSZJ,2.0,387.0,Berkeley,LA,1.0,1091828.0
Rux9992,Lincoln Electric Holdings,Czluwwrx,97.0,332722.0,Ruxrenstd,O,1-595-653-6195,,M,United States of America,4.0,pyvnugkumsnzac,1.0,502.0,Little Rock,Prince Edward Island,7.0,1081621.0
ZFY9993,Manpower,Iujazoaimemxbaphdnngarqzxbpxjjvg,25.0,133787.0,ZFYHCMKXEXHYPHETDCITYHNHZULSL,O,1-440-294-2153,,W,United States of America,0.0,JIFLBRMLABVUCNRDCIFIPQIAN,3.0,631.0,Lowell,CO,6.0,3184861.0
Lgv9994,Eli Lilly,sujbhrutfpteedrqhtqsmhl,,493546.0,Lgvnamjdxsenhphgxbvn,U,1-615-571-0980,,S,United States of America,0.0,NCJKLKNHNLAZUTCULPFOKWLZEOL,3.0,731.0,Buffalo,British Columbia,9.0,1774335.0
Fgl9995,,Dajpqxfcmtfssmkwfbudvkgxgexgalz,90.0,314243.0,Fgldjkhwjlgdkvtlyncjycog,O,1-994-085-6113,,W,United States of America,4.0,xiomjcfqzxwwsxlpuvgfioaekqatykebdzrecig,4.0,335.0,Topeka,IN,8.0,611125.0
Hxy9996,Steel Dynamics,Drepaxwclnqiwpehyxakwrhvngqzudalbwbkedo,62.0,378017.0,Hxytwajvowi,R,1-426-325-7093,,W,United States of America,5.0,Qspfmnhsdclaspkidwokmuykfyqwytnvofwmza,0.0,808.0,Spokane,ND,8.0,100413.0
hlt9997,Alliant Techsystems,lrejziterjhmeeugabzkbnupxjgzoofmwcodedwhpuwmvpmkgjsib,43.0,98857.0,hltabwlfwephijugefic,O,1-905-614-4366,,M,United States of America,4.0,gqmptiehzxahkfsimckoolsypurobqglwbkmpzyfyteexzbtocmlnltdxrbdvoptnut,5.0,,Toledo,DE,3.0,824650.0
lht9998,Hovnanian Enterprises,Cmiimbmdcvfbboiquax,87.0,267298.0,lhtqmfgj,U,1-313-539-4938,m,U,United States of America,1.0,Bfpoahmvmzkw,0.0,589.0,Buffalo,IN,5.0,2577348.0
Oyd9999,Caterpillar,VTWJECOQWKCT,5.0,90464.0,Oydylwzsp,O,1-314-525-4383,,U,United States of America,0.0,Sfgnrldwiouvajvpxmfmyitieivsdueuxonnalvundojlu,4.0,436.0,Bismarck,Prince Edward Island,10.0,3029417.0
Bhz10000,OGE Energy,CDYZQVDDRBIS,38.0,344571.0,Bhzrs,R,1-317-441-2462,i,S,United States of America,4.0,IMWAMBDZTJTSMWWAJLY,5.0,732.0,Plano,Ontario,0.0,3474077.0
Lhr10001,,GNOUQCABBFLHWXDFTDRPNUDJLJIIJBIZQXFAXIGRBMKZIMEHEOSBXOTOWYOKNLYTBTOZKM,57.0,307585.0,Lhrjajdp,O,1-241-235-6398,e,,United States of America,2.0,OQKPEUGKKEZCFMYKYDWDIASKXNBZ,3.0,331.0,Newark,AZ,7.0,1406446.0
Ohd10002,Yahoo,Luqwuvslojrxiujxuuatzngrrovlxnxqfkietycxcujcanymwowlizxgpymcmfyuraajos,41.0,63385.0,Ohdjoyrmhamjj,O,1-610-804-4891,V,U,United States of America,1.0,GWAXZQPIQGEL,1.0,428.0,Winston-Salem,PA,3.0,407626.0
ovj10003,Ametek,Eudmiphfnkdxsfy,70.0,234946.0,ovjslledhrxttcjem,O,1-675-268-0167,,U,United States of America,3.0,IBDCVCGTVOTETDUWYEJXIXWZRAIZCBUGXZZNJMZQBESAEAP,3.0,640.0,Scottsdale,Prince Edward Island,7.0,2968167.0
Ogq10004,Calpine,Gtzvkqfwyqvbmjhyzlxuvrejnnpknwurjkjhqoukxncxjhboixkblskrlnqedwgvuncgzqk,0.0,95378.0,Ogqtggiu,U,1-463-461-8590,,S,United States of America,4.0,Trkajapibwmnaijbebcxtzxtbddifvxvmuaohnirtdrochprkqqmgwhkfmn,2.0,340.0,Lewiston,MT,9.0,2655144.0
Nrd10005,Universal,Dvdhtouzbhfifgxzceoisloekbbuwefiasbtfufahhnmnjtlxkbjyiauwezze,46.0,379612.0,Nrdrdxloqpvjegcjyt,U,1-807-997-8844,J,U,United States of America,0.0,NICAKSTLUKTCJMOQIJZUMMKNVFSSOBQUNQDHLLQTLCBEDORXITJLWQIOCRHQNWMYP,4.0,799.0,Phoenix,AL,5.0,608571.0
XRC10006,General Electric,Sipdqqemvxdouqqpuchc,40.0,81172.0,XRCOQFQANAJEAJRMMRBMLSLFYWAOTN,R,1-072-522-9475,f,M,United States of America,0.0,Svymhlworyzdhfwsjydegwwbrlajgyvqswowz,3.0,369.0,Thousand Oaks,Alberta,10.0,653937.0
rto10007,Carlisle,BNSCBBHLKJLYVXGMEEAPPIJWGWFFHM,82.0,55966.0,rtomkzkywqadgbhzbuwkfcdgfeoqlm,O,1-619-888-6726,,M,United States of America,4.0,Hhllepwvwxeikwxkdqtzocvnfleufsttflgnngeigwirqxrdfiaywjhtiabejkbqfdzez,0.0,424.0,El Paso,NM,,747071.0
Mjx10008,M&T Bank Corp.,Xyxtutiynrxki,89.0,207624.0,Mjxbdobfsghzg,R,1-447-246-4565,Q,W,United States of America,1.0,Gzdaabwbuhgqiditihumaohop,3.0,622.0,Chesapeake,HI,7.0,2835796.0
Jso10009,Service Enterprise Group,Xrdryzbcocgmqnkuofsamsmekjrlwbomhsnvsbnuryh,6.0,424274.0,Jsoldzmaaheecdlgls,O,1-841-673-0814,x,U,United States of America,1.0,rmvybnsrapehiibltgtimyvnhmvnsxhsqvstpmximaxsadvbcichkxkdjbdpsgunmwou,3.0,663.0,Santa Clara,MN,10.0,3211023.0
Crb10010,Thrivent Financial,zqcglgpkcfix,86.0,56830.0,Crbawyvzncrxvyrxouwrvmizzg,O,1-615-225-4904,y,M,United States of America,,Ijoarzeztrfuojhxkpunxywjdc,4.0,383.0,Austin,MS,10.0,3143366.0
tzh10011,Goodyear Tire & Rubber,ISSINBKGEBBMGWLAKQHJIQXJTCZBZDFUUKXQIZYTUIBS,70.0,406599.0,tzhgqtbo,O,1-688-763-9982,T,W,United States of America,5.0,Cmguqwkrscsuvdldpxxdirtqboaqdwopq,,353.0,Memphis,PA,8.0,2870170.0
Xfd10012,Brown Shoe,ezodjoktfzfcuatchkdockcoevkkmalnukkzufwoauhcnkpuhipskbwkwbb,100.0,394424.0,Xfdczusfsqrehe,O,1-220-554-5813,,W,United States of America,,TNQYUMPOVSCUYKW,3.0,581.0,McAllen,MT,9.0,1001653.0
Lmf10013,,Mdqsjtrcmttbwbkzffxwyluscrzbpilv,14.0,30696.0,Lmfrqyynujdwteqkceewrdm,U,1-571-220-6767,,W,United States of America,3.0,tpzpxamzcdosivedgqrtogjoomvpxgspinfbcrogaeebeeokqzxtwjvoboatjsuqoflsutlvdadinwxd,2.0,500.0,Mount Pearl,AK,2.0,1023484.0
Gop10014,National Semiconductor,ULIWCNVTMIITFTJNZGRMVVXLJCYXYXZEEZTJTBEEZTMDTQKMMQSNQUBAFJSZVHVALCHGW,1.0,190881.0,Gopauardijuivpzgux,O,1-537-987-9492,w,W,Canada,2.0,yaxozckfykbyw,2.0,330.0,Palmdale,OK,2.0,2923681.0
Xpw10015,SanDisk,Pjkvbnvhhaetanuvtqad,88.0,7744.0,Xpwuoporaosgbvh,O,1-419-745-2569,,S,United States of America,4.0,Nsfmbrbjienyjeexxwvlkjtrkboijijaoxvvjnvjhdjozagfyanckmikrd,0.0,651.0,Fairbanks,VT,7.0,
Ben10016,Patterson,JDTAFEXLW,23.0,115929.0,Benxatsnsnxe,U,1-242-357-9176,I,M,Canada,5.0,Eoithmiarypsnytpxvfynzmzlrhtgegwanbqlhjfjqizgmjruunlxvbvhiulticlygaphrfde,3.0,735.0,Oshawa,NJ,3.0,2614217.0
vfo10017,Aon,CXQJTVKRQMYISWUPLIARHBHUHOWSDJYPIDVCSZIYLIDQGQAMDAY,27.0,340441.0,vfofxjyonzqthx,O,1-311-650-4217,,M,United States of America,0.0,rbsbdpbjwoannagqmzgvtxlfabqahtctfeglucaacwpqttc,2.0,582.0,Hamilton,MD,4.0,1103724.0
Yfh10018,Martin Marietta Materials,Bzakfpdvciizqoknwjpzpuucfmlptwnmacihszzhnpoutykokteoxhjsnbldkbhnvrwlqflienbssbk,77.0,208736.0,Yfhkrsmp,O,1-130-807-7466,e,U,United States of America,3.0,Noakeivrssjlfrdigqacgujwrohmpxijfmeamtewmpqyysojsxcggmskbiibi,,475.0,Syracuse,AR,3.0,
Ndi10019,Corning,UVZBUMJUNVJXVGCXWZRASZXOGTTXGMSWTAYJGCGWMBKUNVPVNNCQTIKGZXYNELLBHWTAJIA,10.0,10024.0,Ndigvtan,R,1-410-352-8064,,M,United States of America,1.0,Hovqbtzgy,0.0,548.0,Bakersfield,SC,4.0,2187825.0
Nvq10020,Consol Energy,Etnfatrnxxeqqlgcxfjzejmtmxoxgizssbiftinqrzuxdkbandhlvuheicaekgaeuzrm,12.0,,Nvqvhvlkeedpcswvax,O,1-208-898-6958,,U,Canada,5.0,Ncdxghscxre,3.0,705.0,Ottawa,New Brunswick,5.0,865624.0
Zmi10021,Warnaco Group,,60.0,,Zminn,U,1-450-413-5347,,W,United States of America,5.0,Rcnsshussednnoxvepnqymukoiocwheldlcthryesjmpvrices,,456.0,Pasadena,MN,0.0,2063636.0
qtt10022,Beazer Homes USA,hkpnkmrpcbcheuumhfjftuwylllpogffpgaiuuymckjbikxbhbgquxpadejk,19.0,153002.0,qttvosheflrq,O,1-600-676-1137,t,S,United States of America,5.0,ZYLOJNQNUJLRFPQKHZLXIRASCHWGIXVPBWMUMFXUMFHLKMYPWVDBVUSEEFJNFSXUDWWOAGEL,3.0,575.0,Palmdale,MI,10.0,
GRI10023,,Fvuldlxsczxrpumjqwhsf,77.0,57895.0,GRIROPQMTQWZQLREHSMGRCXPBYO,O,1-675-464-0057,,U,Canada,5.0,dwaftiptmkskpeyepuwildedarfmwpyqbfwgwlpurvcmglkgu,3.0,694.0,Kansas City,ME,4.0,320429.0
Eau10024,Steelcase,otgqgjoaqscafmekpcbokjjq,100.0,,Eauhx,R,1-059-243-0540,,,United States of America,4.0,whzaemwognffpicfvpfkvmaxixqnidywxsyxewkaqblmmgalbdwhksnrwcavwpbothbdykxpyqv,3.0,343.0,Sudbury,MT,2.0,429522.0
Xdh10025,Unified Grocers,RFBVZLZHCOPVM,36.0,254815.0,Xdhbvgssmitbkbdcrpmau,O,1-124-255-9435,,M,United States of America,3.0,ygltiucaykbjhssbg,0.0,304.0,Great Falls,WY,2.0,2417260.0
Gtk10026,Sun Microsystems,Ighesyjptdclvuawmddbsdcnoxrkihqlmblhmztbjefphsjziyjnytjslistopuqesjuxpbbds,3.0,149808.0,Gtkwms,O,1-913-090-8549,P,U,United States of America,3.0,DPUYJRLQAWXKZRFXBWTVRBXCIZRLBYBYEYOFDBFRTDXDLUZF,2.0,776.0,Miami,MT,7.0,2924753.0
Vxt10027,Fidelity National Financial,Mjnxhhpodlqexdimvfpvqsrzobo,32.0,197887.0,Vxtskgkjypuivvp,O,1-151-623-8702,j,M,United States of America,5.0,voipetkez,2.0,496.0,Peoria,OK,9.0,2237097.0
