gncd,pstlcd,ddrssln2,nmbrcrs,frstnm,wnrrntflg,ncm,mrtlstts,lstnm,mddlntl,ddrssln1,stt,phn,mplr,nmbrcrdtcrds,nmbrchldrn,g,crdtrtng,ntwrth
Dum8908,iqcoeusmb,zwsgqtuhdnnjmkkvfgrfeltvoygezu,3.0,Bqyefbciisqghc,O,204275.0,S,Dumofxyzrqgaivvoeoegg,,tpxycgoddxkskycdqvjeajpunrnmyfnckwscetlyfpkp,IL,1-945-929-8119,Walt Disney,4.0,4.0,33.0,826.0,1993352.0
HXU8909,NLQWGXOIVLFE,Nlivqlaadkjdheibxmdxogdzwdl,2.0,rimfiqkngplsrd,O,372423.0,S,HXUDI,I,Dzdvnldlpaakpjdivoejdhtbswkjkyjlcplrqlzvqpsdjexpxqtqzcpwap,MS,1-373-331-6586,Cypress Semiconductor,10.0,5.0,2.0,843.0,1482863.0
Kzn8910,OZYVSEGGNGJ,kdwgpf,5.0,Dbahvblnmgpctwppgbsflncxyvbgdt,,397152.0,U,Kznlsbobdoauotunhcdtjvesmutra,,gcohqqkzlrfehhnztloiqwwfxcenjbfbizskxndalpmsargaend,MN,1-751-107-8757,Oshkosh,1.0,2.0,35.0,799.0,2629281.0
Ewl8911,Fwhvp,Ojdqxnpxpllvsnsegflak,2.0,EDYHURYPO,O,421297.0,U,Ewlwefxffwefy,i,Cfexpkfujanlifrsqfwpnzutpoulrieahlbfacrhxzfdh,Saskatchewan,1-759-650-2117,Boston Scientific,0.0,5.0,62.0,576.0,399151.0
Fzm8912,,Ybcdmreytqdm,3.0,Iaqvipfdj,R,,U,Fzmtktzkbniqaojnkadhgbzhumf,D,Joqoyyeaxscsxfppacs,WI,1-445-076-1102,Fastenal,0.0,4.0,12.0,535.0,2475278.0
Ljg8913,Nfgbeerains,kktwrfffbahjgdantpzdzzdpwtlcjdzipttixqsripycqcoylaoowotwdxgwmnmyuxanj,4.0,Oprefpehhg,O,376750.0,M,Ljgkhh,l,Rkzfgkopyctcbtvofkrnansegxolznskmxogmzzfbpgirutvknbtdvprcysqovskbczmkfonpxzbg,KS,1-965-138-7030,Bemis,9.0,2.0,87.0,444.0,1303135.0
myz8914,Hfndsg,tteyxrglfwsbstulz,0.0,yxejcelxxwsnn,O,136792.0,M,myzatajyfjqqjfzzguk,,Vyzdnnkgiiulsydnllofmkvpkmcrvxycxwpplhvrgcilgiwnhjkqcnqkqiafspzg,DC,1-503-190-5777,Kraft Foods,9.0,5.0,41.0,844.0,3192589.0
Fkr8915,Rceelo,Swsercqeibwxlvghaqwsajyqdhpwqshupyjvkqlgskfsejpcofmdmccenfjdfeclkkgljerfihp,5.0,Asdfxceycxuevwq,R,31258.0,S,Fkrizogcwqihjmfqhfuggsmhrjtdjc,O,TAHAFTUHEGPKFGINOLLOJNVMQYMVSXEAMF,PA,1-968-308-2463,Entergy,9.0,2.0,70.0,625.0,1372448.0
QYR8916,,Uqiutjmguzouitsyusfstesafeasvhwnusnxultwbmymlikvbupyoufhmjnfuzcfyjutobvqjgsjbi,5.0,Wkytcksypzxeii,O,260655.0,U,QYRLENKFLGADOAQHJLNDRCSVJFEE,,Ucpqcjlphfxfhexfqwrhuwjplmswnndwwsfretjdzes,MN,1-130-264-1555,Fleetwood Enterprises,2.0,0.0,66.0,611.0,112238.0
Gkr8917,PUTZWGJ,Suvclnpugsdalmpwdkreiqknryxumq,2.0,Ibunitbe,R,201577.0,M,Gkraqdsehctulpdd,S,JRWDOUK,Saskatchewan,1-045-964-7489,Pepsi Bottling,1.0,5.0,93.0,614.0,3660673.0
khw8918,JVTFDTC,Lqrhvgigsljxqdqdaoyxdajssrleyhh,2.0,Ibblgibmpfpfcywlfcvcaumvud,R,392137.0,U,khwlppbiqzdxcwfcdskokpoyoekddb,,Qpxosmhghxxrv,FL,1-615-441-0011,A. Schulman,5.0,5.0,61.0,611.0,522761.0
STP8919,qdfxnurqxaso,uhbuaritwrwytgzltvhchrdbhswsabotwqqvldwkrgcpqwmkhil,4.0,UIKTCKEMETQAHWMRNJ,O,145648.0,S,STPDQTMTSFYKTSXZSGVP,G,kpanzrjniotxfwcbefmgrlkcpkoguanhxrqoodpvqowdojligxegzohozuxmzdkwbkbxhuukoepiwb,VA,1-643-154-6745,TravelCenters of America,10.0,2.0,47.0,501.0,1437039.0
Aht8920,Afiwhsu,Hewtvhlqfxnvascdxqmysucqqbkdrmhkilcmpsqqgboudvefhrbmoorfzukplbmzmf,5.0,YRQNWFXCBYDONMGKBJQ,O,,U,Ahtehmaqth,P,csqkbhkutws,VA,1-737-706-1426,Popular,8.0,1.0,23.0,822.0,1082092.0
wsk8921,Wsijsoxwk,dndbdorxqeyxuqjmlongasvprtkhartyeitmdhyvadtjzyih,1.0,Aihjwbjudsybibkvlpz,U,49234.0,U,wsksiwqthnjdeig,,WOKYTJLQSVYHH,IA,1-848-856-4138,PSS World Medical,2.0,1.0,8.0,470.0,1523635.0
Lwu8922,Arycnaso,rhwyrdodbxbcwqnwqbkfxyajygngfvmabxrhwx,3.0,JWODHPTISUVGJGUALMQMZUV,,75432.0,M,Lwugoultnvsjguzwwjyjgyutaiy,,,ID,1-530-918-9603,Electronic Arts,3.0,3.0,52.0,800.0,1198108.0
Btu8923,Tayfyfvubq,FBRRZRABBUWLDJKQUWGCIOEPCFQMWJSIBRNCLWWQRS,2.0,Ilzgugisawtfqlmex,O,364311.0,,Btujsokufh,C,tzonihiwerypvtjq,NV,1-876-620-7905,United Services Automobile,2.0,,,709.0,2449776.0
Yqj8924,wlvdhmysywiy,waewiujgbtnjrehqg,3.0,norewuvbmcwocguj,O,63150.0,W,Yqjitdemxeavny,h,Kqdgcwtrajdptzxtlwbdrggypavelvvhhwlls,Newfoundland,1-319-951-8665,BB&T Corp.,1.0,2.0,,707.0,3847130.0
JME8925,Xtbrqqfid,GVORXDEVBVQZDYDEV,5.0,HCOPKCCOAVFKBFLGFMTDILCRVIW,O,312217.0,M,JMEDKGYETXYGLOMOTDPDYUPXRWLE,,,WA,,,0.0,5.0,57.0,676.0,1009438.0
Pcq8926,Hbjrjgid,tyjdnqhqtphlqtwhogzpnlkmdkwqxcvigkvrljadvfquzzbfpfxscncffnrx,5.0,Apksmljzzverkfvqflqemlbgmxsh,R,463049.0,M,Pcqgvmxmx,H,DMMWVEXIYTYZMPIDLGJRJFEAOPTSPBPRTZQVNGXELDBKSCVJAMTEWK,Nova Scotia,1-393-770-0106,J.M. Smucker,1.0,2.0,28.0,602.0,2952723.0
JSM8927,ytjcryw,GVTLUINCNRHELAMDSEDCVLWRCRPCARFDXPJTYJTCMT,1.0,Qzqeitpkukosvhd,O,186496.0,M,JSMKDOQRNIMORAIXZUUKM,f,mdnmwajhmxmujtmebwvxvjpftyrgtcbovfszhtlkxe,Quebec,,American Electric Power,1.0,3.0,10.0,685.0,1173505.0
JXW8928,pqnhnsuxk,LVHEPYZUECCTQQSSBCQTKTVWVYIMYQDJIPKCGVJTSHKLPU,1.0,MPCGQNHKOOL,O,333428.0,U,JXWORRATNNMVL,e,Ilopeiseqlxtglrrkikbnfkgsvdfjbldxzfmqmahplrypgfyplarfskfk,Newfoundland,1-240-519-1443,Ingram Micro,2.0,5.0,44.0,535.0,3230663.0
GUX8929,JZZKGOBBXVKZ,,3.0,GOKEBMBZXIG,R,76646.0,S,GUXHWMC,,Nzyrv,SD,,Genzyme,5.0,1.0,1.0,,837878.0
Jit8930,nrajdmbgq,jlyounwwuiuewdsskaemfeenxmuw,0.0,Vflddzmukhcwbcq,O,225543.0,S,Jitltnxvkmgplwqpzhqxveh,k,GRFRBBPFBPHRWCDKPVWHJLTXBEOLINBDUVYCEWTTZLPIVGWCEBFPCARKJLUIMXK,Saskatchewan,1-313-600-7323,NSTAR,0.0,2.0,6.0,534.0,1740431.0
BXB8931,GSIELJ,,3.0,Nabskpii,R,309045.0,M,BXBMBMLWIWBQWPVXFJOATG,s,Tfwjdxvudmhcmthaadnnvrcqknqpqtzxdvlxcsitbxvktblrkppdzoh,MT,1-545-874-5368,Raytheon,3.0,0.0,67.0,625.0,251770.0
Upr8932,Aovezu,Kkbybroufutjmtlftvuvtittilkatxbx,2.0,Yehiocr,O,143699.0,S,Uprwvmutrvjuansbkdgkwuxyt,,jaeaqippsyrqxvswlvxowiqwcsbprdaerlnegogkmatbvexyzfixyofpsid,OK,1-060-238-7569,Virgin Media,4.0,3.0,61.0,,816789.0
slv8933,Rrcquih,slfyorkwgdgqirbvtbvunbjiyrpsymcxfvrxopspoxzkmmiv,5.0,Rdcqazxskjqcxbqxjklyyuib,O,14287.0,U,slvjexxdalgwog,w,Srrtfdjtpfsuxcvaxxvyvadbdfiyrmpvelwfaluotzbt,OK,1-447-146-3257,Coca-Cola Enterprises,5.0,4.0,45.0,405.0,3236105.0
Wbo8934,RJBCVPIG,txidspvcumvitziboqrvawsmrlkahvqkwvltlcywtplxxftgwhthprmndwmhha,1.0,EGGUOPDDK,O,135807.0,D,Wbomx,,Pqgvidztwaftsoqg,Newfoundland,1-471-081-0757,Expeditors International,0.0,2.0,67.0,441.0,97770.0
SSD8935,Ejjpojksyqdy,zlbxhquthnxbupotibgpsbqsrnsyzclvvogrbgmywfjsruxf,2.0,upruzeclibrhretijwtvfp,O,486818.0,,SSDSEZKLSNYTEW,f,bxpaywiqswqvnczhsgltxzobwrixoemyticocexm,WY,1-161-929-9587,International Assets Holding,2.0,3.0,41.0,579.0,1589615.0
Svk8936,BQHYDMT,osxwptwhhnhxiwkdsvwvubklhg,2.0,WAVMPYURTMXXKZPJRNHVPXYQZ,O,,S,Svkpjasexnuueah,,Bcegmdklmzdetikjrliisasxsjbtlm,VA,1-087-000-8463,JetBlue Airways,4.0,,92.0,,2389234.0
KGY8937,hzesxliy,zbquhjnvwzwwpnwlathlhqeasuzpbndsqomogvjberuxtjruk,2.0,Fhctkdkgjkjsammdfjiecjqonxqavh,O,262063.0,U,KGYFDIQT,M,ILQIRUWRAQNVBBAUEC,FL,1-647-567-7318,Mercury General,4.0,0.0,44.0,764.0,569382.0
Lid8938,FPWKJRN,DUQWEAEUKQBCBQS,2.0,Vvlyqcnerqhegivhgsplsqghmmos,O,200013.0,U,Lidjphxctrocoin,J,SUFUEYMBSVOKXVTULMCVTFMRBNJOSYRCGORMGYJVHUHHOWCAHNZUEALDUUTOZXUHN,CO,1-117-620-4297,Sempra Energy,10.0,0.0,93.0,482.0,2802360.0
PJJ8939,cpbfyge,jljsntkyqbmydedkpowkfherbpofdabsmgmrtyfpjv,2.0,PXWHVMIJTXMXHVNSBROAE,O,197991.0,S,PJJTUMMIALNZOMLEPOJ,k,Rktqjtmsiurjybzmlmwlavqgvmislfc,WV,1-851-882-0435,,1.0,4.0,82.0,573.0,123545.0
WTB8940,Nzzbmzajwk,Jezzupl,2.0,Eozeayfqszhdnccluivoc,O,410654.0,S,WTBGDOOKGJHACGPYGDP,J,Fcxvfzpwlmfpoacms,Alberta,1-548-292-1165,Anadarko Petroleum,1.0,5.0,31.0,654.0,1593753.0
Vut8941,tchkfmicrrqf,mdbzkukfe,2.0,Kgiiowpewjgbinwcj,R,243022.0,W,Vutsjyzxxumav,P,Hvimxcpaffxcnejmzeotlxwywrjbxmipteywkvctihwctojdjsbcahwxctpxaqgfhtaeqqzag,WI,1-174-883-4058,,7.0,0.0,69.0,361.0,
VPR8942,Luveak,Orsdqkmizaxgkcednxzyu,3.0,ejzemci,O,248462.0,D,VPRIRIQFYSAFG,,Ylwaqpxtgwfgrdcvjydddibjxlcvenanfsifkkkmoye,Ontario,1-513-996-6074,Stater Bros. Holdings,,0.0,12.0,548.0,2631962.0
Brk8943,mvotjmsnu,Noapytdjdmghwxxgfsnymywnquxafnduzmuovoqihdettopubhjqhooskmyrtjqlofkycfdwwe,1.0,Pueehqc,O,497094.0,M,Brkcknmvnecruyspcxjp,,Rwcpqqygquinkjqillglvoeqxxulodqsz,ND,1-382-840-5132,Atlas America,4.0,1.0,35.0,,2141297.0
Lnk8944,naadduxgtxoj,Mkohulgffgn,2.0,qmwjtdjt,O,20155.0,U,Lnkwmqgpd,F,PFCZQNNUUGLWQWUTTUBSWSCUW,NH,1-144-998-0797,AptarGroup,6.0,1.0,85.0,489.0,226923.0
Xrb8945,Gjmxz,VUOHNKHNRFMTRDVBYTUNCKTTDPOJBXZONBHCRFBANCDCUXDZUUMSTUHQSHAXTTNOYOPSM,3.0,DAKNBOKJRVNJBZSNPIJCJZXKNRL,O,295847.0,W,Xrbhabeteugroysmlpbyakobk,,Ivlgwxksakmbkctuovoqqwlwrfvmjxxqvaclqfsymhsmqtzdsupo,ID,,Marriott International,2.0,3.0,42.0,638.0,150227.0
Zov8946,Xdyjebkgd,,2.0,ZLDRTXFRDCPFIBZKSLERDWCZCJZ,O,143466.0,M,Zovgnodqewldndpyerymuj,,anrrvckopirkerqsdqkkuhuhdbcf,OK,1-310-389-4971,Integrys Energy Group,5.0,1.0,99.0,639.0,1935883.0
Gxo8947,KEQLKJUT,txhcjcmtvfxhhoygcckpmlxpkadufkjxeibslgudhzgblurjqrqavjghczs,2.0,RLKYNMTLCJTEAUR,,361354.0,W,Gxoyjotyjuvpb,,Nqxgfraounagyvdebmsybpefaetnrpqmtmndiqksgacvmxmacvmdtlmndvnk,AR,1-195-810-2427,Ferro,2.0,0.0,98.0,,38287.0
Edv8948,pxdrb,HMRZFQDXGPGHJKLQTRAPB,1.0,NJDJVAKBLBYB,,359796.0,S,Edvdwuovfsosmkgggqruoyfdjr,T,Cvbophdalrupdemyhdikrdypqfpdkxpygktsxeuxekdtvybfxhshvohjkztamkuloagdawkh,MD,1-019-217-6283,Retail Ventures,5.0,1.0,2.0,368.0,3426570.0
Gli8949,ijwhvfn,Xdznaojewuyerpmliqfkydybnmdgfwrnis,,wqpigzhzyjfpdghkmfersqgmiaznyd,U,216645.0,S,Glimfjasdfzb,G,Jatpka,TN,1-924-020-2373,Delta Air Lines,6.0,5.0,73.0,444.0,1675143.0
ziy8950,ihpjjjsqkl,,0.0,BDJAHJYPHXFU,O,164584.0,U,ziyirdrkygzxqk,V,Hvgumzhhelvvwhb,LA,1-333-210-9332,Time Warner,10.0,0.0,74.0,309.0,771190.0
Dwi8951,Pkxqdutcc,,4.0,SHLNRNWPTXFSDNLLTPFBSRAOAI,O,53976.0,U,Dwicq,q,DLJWYMWMYQOVSWREDRXEIUDQSAYULZMLNJRMOBJIGVFCMFVVSPRR,AK,1-777-178-3559,VeraSun Energy,1.0,1.0,62.0,302.0,1753488.0
OUV8952,AQQURDVBSU,,2.0,OZUMCYVXVRBBAGNIBRSXLOUYKJJYG,U,441573.0,U,OUVUYOFYLT,,Dfknhqsmdpmkonwiwlpjgquzhsoyrfjqfrnojvnhnluy,NJ,1-791-831-0714,Cigna,8.0,3.0,23.0,677.0,
Vsd8953,Hpixjmchzqy,Fdnllisiqjjshcrhiexsrjere,0.0,cdqxqhmmyb,O,203133.0,M,Vsdkmajpeborxpgdgrysgvvq,,hgrcczerchubjxmahhhmovllrkgkbwilqcj,SC,1-947-347-7556,Martin Marietta Materials,7.0,0.0,59.0,655.0,2935262.0
Fyn8954,khcnykrr,IOTBXGWMZIQONDXPRAWGDTAIMYZTWWSBEMWLRMZXZNBPUDOWUAYJWLDWFUIISNVPZHHSOGCTVM,5.0,FOLUQIGHASZZCPOXHVZFRJ,,,,Fynmikhlmgnkmjylvbdslw,g,Gkcgpfadnqpxgororgknudewzuzij,NM,1-203-843-7616,Northeast Utilities,5.0,3.0,54.0,564.0,2936511.0
ism8955,,Jekkdashmwjtnvmiblqxejzrw,2.0,Wlsdrmboeilupmnjfegbzioi,O,306649.0,M,ismuokpfkvhhwztntlpeesewin,n,CMQGZYRDEWRWNUPSSETWNNZGNFTPEHHDWPJAPJUAZDSQCVKZEGFUNEYICSKBFPJONGPGF,IN,1-422-137-3874,Progressive,0.0,4.0,40.0,515.0,955409.0
Ucl8956,fmpfdefus,Mzxdxllbtvdjnjqxytubhuigdfkxigjoibhgzvcukfumi,0.0,Bhoeuhvyevhhlvmxmtnyqppovk,O,364954.0,,Uclnmrpjvuwxmxvyuysyvqdsfpyk,,pvfdaoxuwyblxsdwbanxofvyhbjmuwuafmjkwcg,WA,1-049-382-8436,Acuity Brands,3.0,0.0,29.0,499.0,2770752.0
Rfr8957,XODGD,Efmnlpspwjuocpioog,4.0,Voaduckjbhkgub,O,244200.0,S,Rfrvycnsybnmujajqsogdajqzlpncr,N,Mayatepyjccxcpkobdwnvwnkvwlrwxcdomivdlfeghlvonw,Nova Scotia,1-253-363-6818,M&F Worldwide,5.0,1.0,5.0,531.0,1995762.0
Bnh8958,,Jfdfdeuzhhejwdxxsuqqmnhlaluhxxjywolvka,2.0,Fbeffjudijttfzfyrao,O,397763.0,M,Bnhtnxbyggysreejnvmrvwz,,Pbkmvnaywqfdwgwnbqpxipznvixdhmdyfgslsdimwvm,NV,,,7.0,2.0,51.0,470.0,1198458.0
Auc8959,Tmrlakbcg,ZRIWAHPYQOEKCVVN,0.0,JEIBUSRHJMNCRZMZEDD,R,498735.0,M,Aucfxotuxpckrtbhuklbujssjs,N,Rkjdmgoiehygirlwdcdrxjxfqhaawpwuyjkrjjgiozmbniewrbuxihzjmrjmknitszxdgonemvhit,MT,1-671-018-1509,,5.0,3.0,93.0,,2575268.0
Fao8960,aalwsvofci,Xisdrfdwiocqkvfrlphvurgdxretcavhxmnmydtguihyibhrtkexqypewwdyiooujbzuizcsiumgdxp,0.0,rnjqbskdlupdngyxouhylhrb,O,416876.0,M,Faonniqzyibxcvgljyimnpz,,Dngvvucqrwghimajicruqhuxhaoizqrtsabbmemfpzqbunwmezweqxlg,NE,1-106-610-2348,Maxim Integrated Products,4.0,4.0,88.0,,3610212.0
col8961,VFFZQC,iyokkmaurbkao,2.0,Oshszfayvmxchxtknksa,R,189595.0,S,colqwnibobqwdgcuswciseaesqnhk,l,Rvejuqsxsyendlgyjugnjbwswqu,IL,1-350-841-2058,RBS Global,1.0,,19.0,591.0,
WIP8962,FSJGPGRQO,Ytuhrqvfbsbplsgvdkdddaagw,5.0,WLQIV,U,44337.0,M,WIPCN,b,Tagfmatno,MN,1-695-802-4134,Fiserv,10.0,2.0,66.0,721.0,1555402.0
Zsp8963,csfwocttx,Xrrspsbbbhrkivijytxornqesgwcubppfwkzdqvqltqyebdiifcjlmvdtwysug,1.0,KAROKHCCKFQJGKRJY,O,145157.0,W,Zspbtthzgtzoklytvhbudcu,,XANIHNCHXWWUZIFDMSIBCMCBBHIIYEQPCBKKWCYNDQGKEIKSYVJLIBTLXXGHCTMNS,New Brunswick,1-326-976-1511,Dollar General,3.0,0.0,39.0,500.0,2217339.0
Auq8964,PKZSFQQX,,2.0,Wdccfi,O,398593.0,M,Auqjlltvs,,MLEGSDJMZLBUVTFDITJTHPOBFEPKPDXYKUXMABIEGBNZNSVSPQOWKDWIVCALWGDAETVFTBTW,MD,1-023-937-8745,Complete Production Services,4.0,2.0,22.0,472.0,391571.0
BZY8965,Cnvfwxpcpbk,xvaiqhuownthrcjkfefzosjqfbppfirjakeehiuefzo,4.0,Cqrzyq,O,296625.0,S,BZYMDHQFILYNIORUJVAWNCT,,Svuwnynolxjvdckhenggxrlpmkqrujxumqcqvm,MN,1-215-143-0722,Integrys Energy Group,0.0,2.0,3.0,850.0,3881870.0
uwx8966,wlzir,Tafngdmiegidtkwvbxsd,1.0,laxzxbgyrufx,O,319530.0,U,uwxcyabhxvgkrybcioibkxvyqwxsdx,,Okacfomllfabtaisjbvvsahlhyzirgomawinqfvfkgsmmbrstxebfpueuneghczdgeudswtaq,TN,,Unum Group,3.0,5.0,88.0,419.0,1968256.0
qlw8967,gxcsm,Zhhsiprzuenjrmczajsnqawddfltuqmoadqxqjqwvtdgpfadxgttnbgcn,0.0,YXVUDCFJWPYRE,O,100522.0,W,qlwpjmexliz,T,Eoxdidkitbip,OK,1-918-094-0190,YRC Worldwide,2.0,5.0,65.0,395.0,1598906.0
Obx8968,qoxxdrwi,Jpspppedqxewnjhujeirwjroltdkpg,3.0,Smbxmnpgbx,O,486102.0,D,Obxexjhhbcrrmrjqmrjx,,kwlcjacotajtphgeicdwwwuifuvrikotntgoorkddwdinshscfiqwchtlzkujhm,NV,1-409-011-9159,SanDisk,4.0,2.0,97.0,,
wes8969,mymxzhof,Jtdgclunvketldqrshdrz,2.0,Izdebuuskv,O,45114.0,M,wescid,V,nzhxyrrgkiccrnpakcbfxjltrfsdurav,Newfoundland,1-583-362-3380,American National Insurance,6.0,2.0,72.0,679.0,1761155.0
Kzu8970,Pelauwlk,mrcbiisrfiweebitejrxbvotvgfnvegldjvqcecteo,2.0,ckmteergrueonracehkdmafir,U,494579.0,D,Kzunnjakuqgt,,Tvbvkjfzndkczqnancblnbejkadpozjtxualknzijeemmtneptvcnuhqcesnjbjcehqeqx,Newfoundland,1-974-373-7174,,10.0,3.0,94.0,463.0,296341.0
Zdk8971,ecfiwewsg,Ilrxyywylbohqsbbklgwxjmojlfbhryfpruwimvlvohjzsffaolagbocczhepwdsuds,0.0,vpyfdfxngadrwacwaywto,,434922.0,W,Zdkzbjhldjjnriwugcxutxfq,E,qmvxewcnkddefznrnmzwqqdjoehtykgqvxkxtrdkcce,CA,1-595-896-3414,Benchmark Electronics,5.0,0.0,56.0,591.0,2191155.0
Spk8972,Kdtabjctakyd,HRCWQMRSWFXMYAAVWXGRKERBVSD,5.0,Tsqedbxjsieoiskrjdizqkwvkgq,R,31543.0,M,Spkkjiaqgmqitkfi,J,KJTIQHAOJFSYQPLOPCCOGECUMPRGODSSCRSEEXRVRUGBWJFDTSKWEKCHJYKGXPMOTPFCBWQDQHL,AK,1-923-381-0072,Fred's,,5.0,26.0,445.0,487195.0
jrh8973,Epachrgfirln,BKEVZAZSADEPKICBOZUISHDNZXVSRBOCIPDPGRIANRWYUUEJOAEABFOOFM,2.0,FMJFOFMXSPNQII,R,145525.0,W,jrhorvtcmekuenwdie,J,JHMSYOLHEXLJVHLIOTSSDMOCLRTMJ,MS,1-636-511-8748,El Paso,0.0,1.0,95.0,662.0,
aiu8974,Ufdfnpcq,Amjethjavlggws,1.0,WXFINFOSBOOCGWDH,U,376529.0,D,aiubhyqqabqawiigjqebnib,b,Bzluwxixtxrgzbcxfcvxejpdceatdovunlewiejvwzfugpuxkicvkgfkgwpwkwwewrwftwq,MA,1-174-302-3049,Merck,2.0,1.0,17.0,848.0,949706.0
WFC8975,Slwbs,Oiwtlgxvqkfebvaexoonoyjfrkfnptjjtacpsyymcvztqkzfr,0.0,ISKBBKKTLFRHFV,O,321157.0,S,WFCPCHWCW,G,Yikdqcrkxmorbwtplooazgffxsshizpcfbtbxtdgslljefamp,SD,1-119-095-8064,Silgan Holdings,10.0,4.0,73.0,658.0,434301.0
jki8976,Hvimidxyp,Iftgibnefprvijurawsdggosijevuqwboknoqviejpwlxdjmbg,3.0,Ulmthdvxl,O,196627.0,S,jkialbblr,W,DOMLFYHAHTWUVLXOXKJFOAVOCPLUKVCTPBITDVINYILWCAQQDKOZBJPVAIYQIGQEFQLHUGCDYXVEK,MD,1-396-171-2168,PharMerica,5.0,2.0,81.0,408.0,2870604.0
RZL8977,pvgrhe,nhzmqypwwrgnpioyhzebutbamomptrnqlekrkkorhufvtxrdjuhihrdpa,3.0,Hzbsextqwioyk,U,230021.0,M,RZLMFZHFUEEUL,P,wfzjzzgkatdhodcfjwpafdwczcflejdhzbwxbmotscngbypplreacwkqvaqlvjcepsewwfbevwavmcx,MD,,Alpha Natural Resources,7.0,5.0,52.0,486.0,
fwk8978,Miwbda,iqqgmigofuzhfsupor,5.0,JEODSHKF,O,411824.0,U,fwkjhxptxfplyq,,BNUFUZSXBOWOUZDMXMUMA,CA,1-799-922-4552,Office Depot,10.0,5.0,70.0,302.0,1706950.0
Kjb8979,Fedolsqnef,Lttdzfstmiulxjfzwcfxdgnyxxazngceclxjcnrxxgwbjcikskajpjliqlmtkegaqkkigcl,,YUVQZDNQSAJ,O,271328.0,U,Kjbxqrofdtiu,R,Jprenypkm,TN,1-387-996-5194,,3.0,,65.0,434.0,1912056.0
Ngp8980,SRNMCCLRXTLS,Uecfqaodiqondihimsrhlprevzrfefdfjnyfhhrcynmyqwmlmdwdjhiboepktkkevyjavmgzqptbfd,0.0,hcqdfuocmtafmzcuoxah,O,286974.0,M,Ngpttfmlocvxbfyd,H,Snvxnvrmluxlsmjbraelqxiitmzzdxklipiwqhedfcmlnvwwkijiaieilddbiopswziexoeyfxi,LA,1-604-586-2808,Allegheny Technologies,0.0,0.0,51.0,505.0,3756761.0
Sel8981,Jjbskvstyb,MCJZIUOFJKSUCGMZJCMLKPPWTGVMZOPSEWAFWFHNDIVSHNZMQMUPFBACBUUGPLUOSGYAPGXVC,2.0,WQWUJBENBVL,U,460160.0,S,Selbhgdl,t,lvgrvxzdibbxevvgzzwubdtkwtvk,VA,1-138-927-5012,ABM Industries,0.0,5.0,81.0,847.0,3116902.0
pnn8982,MBWSJQRTTSX,,1.0,Drausbfptoxh,R,78647.0,D,pnnzmdziuwopotnatuc,j,NSUBUDZ,NJ,1-436-238-5249,Constellation Brands,4.0,0.0,81.0,832.0,3704540.0
dcc8983,lmtcwul,Dbnvgwrifbbbbvglljwpvzmewaitjy,3.0,Unvvlvreqsytoruvpfyfju,O,356418.0,,dccitwk,,QUPAQIDBHMZQXLZXKJJUFVBJXYS,CT,1-309-063-1142,Universal American,3.0,3.0,68.0,722.0,3314750.0
NPR8984,icfozq,Vlavzbwfkdjzdntoadpmpddnqugfekeslimxirpuxyxweaeksgropybzoia,4.0,GBFETDGI,O,432730.0,M,NPRBKGQQGXOSBHAGM,v,alnyoxcluhrkkhyotcmlgqmvwghlhnignyrelfqjifkxr,MD,1-097-871-9440,Fannie Mae,6.0,3.0,31.0,788.0,44908.0
Mbu8985,UAFBPLEDX,AXLPBFKVJZWWIHJSVGJLIXRRPB,2.0,QHHCEJCMWYOPGQ,O,16681.0,M,Mbugilamkxwwsee,,TGYWTFKJVIBBPCMSAIGRSBUIZRK,CA,1-918-899-6422,Administaff,9.0,0.0,72.0,417.0,3295216.0
axk8986,Yxjfpim,Wvqcclotufggcpadrepjfwrleirrnfzfdsvpmxqmogflonuifxedyqzfgyzuopumh,1.0,AZOVVGLAKXCCZFVAY,O,21938.0,M,axkgjplig,,Ytdxdsioegkzirdulrbgicapcnowqiq,Quebec,1-754-636-4183,Southwest Gas,0.0,2.0,79.0,383.0,1819333.0
yqz8987,Erkchudciv,Ojjoofivrohdskxacinnuddqzpmakxauwoboaygnhgjjdcdpzxkbdulacrbhmtinkmkshhlllxxorad,4.0,Wuskslpgxusswmseqkjsfvnccj,R,255755.0,D,yqzvkojaliddoxgqqlocslxm,,,VA,1-977-019-7335,Pactiv,,4.0,49.0,360.0,3541360.0
ezf8988,YKIZVPLNKEYH,skufnusqtxgcsjvflwplxqjycg,0.0,Igmorkqkhcsybcdaov,O,333380.0,M,ezfngtcvcisslymyjhzlwtm,r,Jfxtktrvkgaiqnwllnusfecinldkzaxqnijg,LA,1-494-902-9887,Brookdale Senior Living,4.0,,15.0,496.0,870929.0
Nkr8989,BSSKQHVHCDCB,Awaeoqfgbygmgrklskvzwrqkfyonutmwcvcmfvklzjwmlsxcmjiomorxcmurd,2.0,WEJXTWLWLYJHLI,O,455864.0,M,Nkrlvqfc,d,wdnvlbupajskpkduximzaqgqhtzmmosscxkegxmpsajtwegznf,AZ,1-335-051-1691,Moody's,10.0,4.0,76.0,706.0,1065312.0
