AgencyID,NumberCreditCards,OwnOrRentFlag,PostalCode,MiddleInitial,NumberCars,LastName,FirstName,Gender,AddressLine1,AddressLine2,City,State,Country
Xvg56i0,4.0,O,oxfmwkgbvsna,,2.0,Xvgbjejnddwjxqwvgpay,Qdizykpkmuasu,,fqatoasxeajpojdfpmpefgclmxjgltdlhpyvytreejlftbzacryubscnioec,Dhbypbb,Pembroke Pines,CO,United States of America
Jdk56o1,4.0,R,TYRwO,R,7.0,Jdkbciyiedevaahwowag,JPAERE,F,Roynkiosppwffhfxkhefovgjyptokoamsgvrnwnzhlgvibrtavdcztepbjxgctckjgbtfamsgqfiqmps,Ofmfdpinbpukdd,Vancouver,VA,
Rqe5682,5.0,O,ctkmqjgc,,5.0,Rseesfnasqg,rbqrmlpuwrksxsj,M,VSUZKXEBXSZGBYGKXHPYBYCLCAXXHIBOJTSYRQXCGHEYDYLHISJJ,Vwjprlhfmuxxxlnlvmcnmsmjcyleixqhnmopcqwbkidjyhggdu,Missoula,ND,United States of America
ZJHt683,5.0,O,xafybvkg,,4.0,ZJHYTJDVIDSU,UEGPDNTZDJAKKBCISJMPDYBVCQD,F,UQNUNCDCWLODHOWEQCRXNJBQPIZTBGOHCATHUVBLNIWYZVK,Lzcobxnnquqsirdsthdpilodtgwlqanfbanrlhjdk,Garden Grove,TX,United States of America
MNC4684,4.0,O,CjWyJOIXNRR,,,MNCBRHCCTXUTRDYRYPNYAKXL,PDLZSFNEYKECRNRF,m,Zzpzssdbiycnkildygkxkuxqktxddjsidjzksfipgajlcfeqckzgzwhtbpfukdazzb,Nhkkmqvuoohgmcxqhcwcippbdugxruogxatcthceclpkkjkpdaudshfs,Newport News,OR,United States of America
Wsl5685,4.0,O,,,2.0,Wwlraipwrwaeniqrntj,BWIAUSCGDFNCXYGUMLDA,,Vmrkaabijdnealcgtffnolwiwnjezwqzoqwnrkczeqrxxy,Ypoqmbiixufhnlamrwxnyydw,Riverside,Manitoba,Canada
vmd5686,4.0,O,Gsgchdcb,,,cmddmzxqtvofdy,ANGWRFPPRRZFHEWYPMQQTITGNWAKNC,,,tdrmyzskefhtwvmuopbqnlpwfhfdsdqinhgwtpzrkiivylbuhv,Chesapeake,WA,United States of America
FFM56u7,3.0,O,Lmtqel,,4.0,FFMVVXNTQFSQJVPRTMZGNU,Pkthqkf,m,IXMIRNGIPOOKLHXAYLWMWJNCHFWMAFVEGUPLPUFMZWOYMUCSQUQPCBX,nmdxfrgspvutfoznpjbnovzoukijvrqpjotlldtucedijgxmvyexhusmnihovfxgeptaupybaa,Regina,Manitoba,
exq5688,4.0,O,Djwpg,R,5.0,ecqgshtvqibypppabiet,nuspfgrbrlotsclprzuzqtgibhcnu,,JPMASFMTMXVBZWYLCPXANLRHLFQQKUOSDTXWSJOGTASQXHORGVJVPZOFZIDINRRYYUSRP,CKUZGMNGQZLDADQSEZPFCPAWNXDUJLYJSVCSZLYVZHCQXHMOYIBOOSQE,Lewiston,LA,United States of America
Uqs5689,7.0,,VYUoJ,,3.0,Uqdxjbtft,Vdoxrilvulamt,M,Luoudifuwdgrypsxhcqajinjwcpbnfzetqihgzdaonwnjviznplipiqjwycilxbxg,Utubqiizbyyemrjtoktukhicpudwahsjzyswznrdtyoifhlacfvtlyrkvxexgjpsbnztjq,Eugene,GA,United States of America
Nh05690,7.0,O,uelbnbsjpyxl,,3.0,Nhodkmazwceatgdjkpriysl,GSWKRCIBFGATDTFEW,,Wktecdffapfvoiiqorpimchndinlfgfircdywdhpqaejgge,fcdjsjvqwujutugvzqkwieowurv,Charlottetown,Nova Scotia,
Bcht691,0.0,O,Pfgde,,2.0,Bchsjxhinzevyjmcjikanh,Gmwcnkmqrfqohqnccjwdw,,Vwgzdhvafflenjasxppzsaqcgijihzneyjqgeyfbxwlrja,FDZLWPZZZBBWJPFVIVZJBWDWPNEWBBBCFCEEYHKUBMOQOOJWCVWZLRHYECLDQROJGKPBKC,Fort Lauderdale,TN,United States of America
HSK569q,2.0,O,Emcrmurl4pdu,,5.0,HSKAOGMBDOEARSGRZWIHXNQFKZIYX,jggvlvaoj,,Uonxgoslehqujlimhkihluti,Bwojrcivejszhbgomcjpbnalvafmlwyhjw,Fort Lauderdale,TN,United States of America
bwo5693,3.0,O,UGIOjXNjMGC,,5.0,vwovznlyaljnfzyfbmwkdarbxeg,Qmfgodh,M,Lsfeelwvmzwcyaeigzkh,,Torrance,ME,United States of America
Kvi569t,9.0,O,Uumfszy,,5.0,Kvihycxqhmucm,Trlnzknbcpz,,Rlohtpwe,YURXTIUGMDBOPTOQBEVTOCNJQSSWVZWMTSUKECXVVMMRIRZRUFXHGQRXA,Hilo,NH,United States of America
yi35695,2.0,O,Zqxcx,,4.0,yirvcjxofpbgwhlnegmkheiqvvpaex,Qfnyvo,f,BOHALCEOAYRXCIARFWBOMCEDGBVQGNXMIHFSU,gdioisqopyqbbthqrkvemnxxvueucuexlqfnbledlqodkmfkqjhkav,Chattanooga,MN,United States of America
HDo5696,3.0,O,tfnisgvwrp,,5.0,HDITTXWECPTBJFNMEOAQT,NARCJDDXWEOLFK,,okmgeagzkawwzdewincw,YMXKOQYLSKSDYNJGKVKCLQEUJMLMCWOTJZHQ,Peoria,OK,Canada
vkk5t97,6.0,R,Xtyqmq,,5.0,vkkauhnivehhmwgnosdsl,Bfsqdiikpuagcukiavbeftr,,xalamniowinbkiywkfrfbrrzcmkqhbbctmfjtu,jzqlydzotetsax,Phoenix,LA,United States of America
GSQ569i,7.0,O,hqrryeud,,5.0,GSQVPFNMVGDAZWOMGDSTUGQNZWLC,YPCQJETTPGHVNPKMEFREROTA,m,QOGDCASINCPFUXDDTNXUVDGTVDWBPULOEWZAZUQZQDNWBHTMXIRALXGAAGFUPKOTZOCTX,Wczdjbicuxicgowwwyrvekchfhsuzmpyap,San Jose,OK,United States of America
PQz5699,2.0,R,,,,PQSQDPHJAMEOUD,WRGQUGGTTHAQZKNOJMCERNQVREF,f,FSOUGICDKBDRXKHWAWKBOLPCDYHVHMJTVDCSKAI,QYRXUAWKNVKWIHCOELDWTJOUTUKHYUAKBEMADCGJHMVLEBXBUQWLSEKHPBCZ,Iqaluit,SD,United States of America
Ekk570p,8.0,U,,,1.0,Ekkvspgxrbximdnsvxbkyhqlpnxgr,Gqmfghlvvyksbfarskbkrymus,,Pynprhugl,Kepktlhhirhmssyooiyphiaunwwzvr,Brownsville,WA,United States of America
Gjpr701,5.0,R,Apounjd,,5.0,Gjpqyxcgvmpnrsebqse,Hbiubragqizfgnpbhgthhzmrnoqhmy,,ptxfpdenkljlwjeeyxvcilrzkcmdbzrhhnwuqxobbvuerggnetqlkpcuwmssuittdmnqiqk,ehpbanwgavbbrsypaxmmjvqpvwizutnnulocnlkncleepfsaojmxluvylapdcvjwfqvucxqlw,Mobile,CO,United States of America
xyr4702,3.0,O,pjjmasmt,,1.0,xyrcbpo,UCLKTPGSPEVBYMDWFWWRCYSQRDA,f,Prqgvrpenrgthvudkjhuubugamogwuqeqdpmyopgvwvfddzulvsifxujmrm,Cmydxryfdqfwvcnzexzteeegxufeqtyrdn,Naperville,NC,United States of America
AKE57p3,4.0,O,gmghoodly3p,o,3.0,AKEEKZLBNRUIIWHW,Butujezl,F,Kyydeiicmqocqojqgprradtbdprmlxlttmobetyzngnohtfaqwftnncydakoyaekthkncane,Tptpdhhzqrujrqipyokjkulmjyxzoafnrnyebomlivmspqtszqwpzmjzqcqiaq,Minneapolis,Quebec,United States of America
yjz5704,7.0,O,REgaZRVTBXGC,,1.0,tjzqtuv,Vuumbmf,,UHDNC,dykatc,Sioux Falls,NH,United States of America
Twc5y05,,O,Xbjhhro,T,1.0,Twcesbfwvov,Hhthtw,,VGNSIXEMTAFCRCEHURPADRABALD,ZZRASWJWMLKJWILIOQXJOLHBHTUVLGYAEA,Spokane,NC,Canada
Hji4706,6.0,O,LLIsRO9EDGJR,u,5.0,Hjihkjdvrqplcoqe,Ouyteo,m,gkafdjvewmqgsiypkevxevcflyhfwlrxaxbsjkjjjcbtxzo,ntbtqdjtulilgyxqeceefmdt,Los Angeles,AL,United States of America
Huo5707,3.0,O,cgplgos,a,4.0,Hulxixbalbqqbpqslltdtd,inmzyafpbgkfjpz,f,qijypfyt,,Omaha,MI,United States of America
Hcnt708,2.0,R,owbzpgxy,c,4.0,Hcnzjzjsw,Mcvyiriimyvvpmtxxeqfitwm,F,Szyonbfnjmtvnbtdxfuuajmxtedbn,,Amarillo,MT,United States of America
Dyz5u09,4.0,U,dcqsndfhlti,n,,Dyzbrwngiketvjpcs,IIIJNMKTHPJT,F,WONUKDKMTHENXBVMDKJIGNCXZCPJDOLHMNZYLCSEBTZMLSTVIWWWD,Gobarvsiskauehx,Las Vegas,NM,United States of America
djm57q0,2.0,,RVEgTMELF,,2.0,djmfleh,Fvkofsofowfkamfkhrymvv,f,,Dqrizffdpajocdisyqhprgfbozjipsuwwmuwuszcbbmqtfaiukloapgxibfhhfsiluyrqsnbklyqrnv,Toledo,HI,Canada
UZK5811,,R,Mvhauiqge2ca,Q,,UZKSOKRRXNBOLETX,SNETOQWOOM,m,jmduhootmoqrdoarpbbrlgdweuadxllydyilisaumuuhohqxjaurrgobkalinobni,Qrxkyhmzycibmglrbdaskxqqslifinzgvvhdlnzhwnwgcsuyl,St. Petersburg,SD,United States of America
wGV5712,4.0,O,Hqmszd,,4.0,QGVSATXSS,rlgxklczifnz,,smsdmjgqetgcmcrhsazxxdjffuulapkmsmecyefmunddvbaasgiloghjlrfmpcbmttwihuoafuji,JGMXEIGFUPKYJNTU,Macon,AZ,United States of America
GKY57w3,4.0,O,prcbzna,,4.0,GKYKZLUKQJJEGRVVZZS,whoqjrcjffvxhjrtygcxvcfbpm,M,Bmgrvlkrrhevzmmorqyarehsialjcilxjzcogrk,,Fairbanks,WI,Canada
PMG571e,2.0,,Imbxn,,1.0,PMGHFRNMLCRAHXUJXKCYSND,IZQNNUBDUOTMPWCSBN,,MZYECNBSGFSHGZIBPAMLIBVSAHHSMJACNKHF,HSEOGHASUEAPPQKOPOXKFXRMIYFBRHBQCQXWPMPZPAHMEFDFXQGACCFCLLSJCQTHAHEKOHEAYCX,Oceanside,IA,United States of America
Mez5715,,O,Ppzuqys,G,8.0,Mesdmzorc,Httihcvfvdpsy,m,,Zzeieoepdfncutyojmrypjfswrlwkigyxfuovcbhogmrcaybtdpwa,Philadelphia,Saskatchewan,United States of America
Hdey716,1.0,,Vzeqqsscb,z,5.0,Hdehadvymtxabcmfoom,Kefvecrxlgkglxqlblquhl,f,WMRIQNGALOTNTIUVGOALJHYXMJXIVQEWTIUFHOIDEQDAEXUUNCCUZTQYSEOEVAMRDT,Iomowjdp,Lancaster,MS,
scf5717,7.0,U,Everewbey,,2.0,Ccftgdumllgmhemvuztplbhmehhbkp,IWQAXROC,F,Ddgebnswhftaotbctz,VDOEHBENYWVFWNBCHLD,Rancho Cucamonga,Ontario,United States of America
5VK5718,6.0,O,lyupje,Y,1.0,YVKPFFPLTNDIH,Ddlfxcpiyrghwxecw,I,vkjilaaponlkuvnwo,fdzrwetxxthgxoaltbbkwxyeiktsljdjbpsddmgunozpqgamxttufcxz,Winnipeg,CT,United States of America
Uch57q9,9.0,O,Wjfmuzrjncdc,x,2.0,Uchargqacbh,Vwuctduku,,Ubabfnagzkdsqnxjzgyhppqbvrefplghqvmph,Ilremgngjrhzuqzerjclhbujnuvgnjvgiikpmvsqwjimpcplagtmnrqxorgc,Amarillo,PA,United States of America
vqt5720,7.0,O,,E,,vatad,Iotiaknf,,hbhxohruskzckgtpy,oubitosjfjfpwjkbwntuorjcplnwvsrkoaeeqfijylvfboflmwavzjdcvudpvplvvjorpeujumzydkxy,Anchorage,VA,United States of America
Efj5721,5.0,O,Wsigninjvuyv,B,6.0,Efiiukbnwidxwbhozpnsfcflx,Wjftkxigzwkfxjqviwcjlgvvzesil,f,,scqfmoogfxkqzxlvxvtfmialcxfrvowpgpxfhgoccdnaxebuz,Santa Clarita,IL,United States of America
avl5732,,O,1VVWH,,0.0,avlgwumjhr,AGQIKEGHCOXDW,,Tbusispuwzhebamtdgmgrtvxhbhkiqgqflw,Kiwnlyqnrawisfmewtauvswmldpuqzfwyfokucfaflpmmovpcfemyocvf,El Paso,MD,United States of America
Egu5723,4.0,U,JTTIJNL9V,,0.0,Egilxhnewrctsdqlgvfuiwmosv,Nkzjrjg,,ZPBTMDEYQKTWGNZCNPDDIUOFSMMXPOWTNHRZUFIAONVNVQHDLPAFZGYDEPEHMLHQWFIVH,ghmbbukdvbrenutuolqjnemyueqqaycikjxashjghbwilqzjvmtaggcvwjxvmcasxzulb,Bridgeport,KS,United States of America
Qnr5724,4.0,O,codfxe,,4.0,Qnffir,JIWTRRJRH,,JYROCJICGXHAVYXHDSAKRMJCCIJKRQVMPQSZJBLXCDDGCAMTJWYUDZPA,SSQMZBAAWBOUFAYNDSGFRBOEDJFIQFRKQPDOALKKXVGBYGZQADLCABWGPXIULTLUORKUCDLIRG,Biloxi,PA,United States of America
Lhd5i25,3.0,O,Gbqkavi,,0.0,Lhdfvjj,Uqxbywlktqvoqdqmbvuiloaoxlqyai,,ATRLXVUWVYMTMI,IEGMUDZJPIJTNU,Lansing,SD,United States of America
wgr5726,5.0,O,Vkgmvdkrrjv,,6.0,Qgrytkgcbquxto,EWWUGWNLN,,tikvpqeywxwwzzxidkhabcvxnsaptbnsnguauhlnyfifyrpbsqoygsv,Ojhxuomjgajpgxzlwupdomnnjarkqlyybobdppuuyhkmkmolkepwqofnqb,Frederick,Alberta,United States of America
qpl5727,6.0,O,Xhuivc,E,4.0,Wplfqgwfiruaobmivfbrnk,Lixelqavfnhrjikiatnxadbjzkvw,M,edvccmrurkreengrvqtasudevvcl,VTWVVKPGS,Allentown,NJ,
jjd4728,3.0,O,XXGD2jEDSD,,9.0,jjdflsvntjucp,Osbmokdkkkaot,,,Kjwyazv,Erie,UT,United States of America
Auf5729,4.0,O,SVHUWYd5ZGWE,V,4.0,Audpnidwmriztowwdnszjbevr,Czzhm,M,Wyeiosodkuwfyewpurlganlhdskfeqkguw,,Saint John,OR,Canada
Irn573o,4.0,U,3gxdmyo,,7.0,Irncpeaeqtojtfjrkqyxtflharvrzb,QYMCQUIILOCUCJTQKETFYWHVO,M,Eswlenarertlcmyplrndnjbobpijhavnhclakbeomtzpimfrpbromgzamqmvuitt,NIUZCQMNPAAZKMJBOXTDSOCDGTPIVGBNDGMYAI,Warwick,MS,
luk5731,7.0,R,humuc,,1.0,oukxlzwlkwquuynotwaoytjqkyt,Bcziustiklnqqtauoivvfd,m,Famuadarvzmxcqwszdei,Vpokbuyeryvhmkbmlhosbiquscwlbqrtahdzpcolbswojkosnhvpugn,Independence,MT,United States of America
blk5732,3.0,O,Frgkr,,5.0,Hlkoqafv,Rncklzl,,HBLSHATFCNNALILZSMGQMEXTVSJVZIIQCVHRMCEIBLDGSQTJAA,buwunjcjpffawmjkzgrnfnnmuvnlqinnbumtqbhekydqgqyvokfnt,Brownsville,Manitoba,United States of America
Uma5732,0.0,O,Nqrjlvjv,Q,3.0,Umaha,wotqsgymqpm,F,Ainrmodklqiqcamvbowkvlcoogmwarlbuchmialuhettrfwzjggphtgarsiktfhgkqljbiijzharxw,YWLZZMCXRIWFWDTYJJDBEQWSXAJQMUKSQULBPKHPNWFACXUGXAVAALMKDAVPMHVLKSAZYHMEHQ,Billings,GA,United States of America
efr5734,1.0,O,KjESSZP,,4.0,sfrexkldttbqxnrtvzak,Uodbcti,F,OCJXMNABUYBZCYYAETKSDOJGHXIVBFLWFFQVSVAXTCWBSYDGFSXSVBYOPYZMLVSTUHD,xuustkdrowsnxkjqtyujoxyvwgdbrvpgidkueprtiuxjqagngrxnojfnvniefinumsogmjkgx,Huntington,New Brunswick,United States of America
fin5735,10.0,O,P9gunldilzf,R,2.0,fijjkw,wgdajdtjfxhhciltzxbzcyea,,Ffhurjkltycbnzroebtxlfvoczjwucnqexbznkxkwdvosislxrjfrfcecyqibyyn,kvqqlrluzkrwyezukfyrqhvmjztagxkplbjysyvofrbdcvqdcqbqexbspwtbxiieksryvr,Hamilton,IL,United States of America
wAW5736,2.0,O,Beptrqgtg,v,6.0,AAWHA,Nyzosixyotqmnajxrtdvw,,AFGMRAXHIHTGJZ,Lwvsilmxgvxbvvmklcfkspk,Sandy,ME,United States of America
Vjn5737,,R,kfcbfavvkkd,G,6.0,Vkneuqicldaiyennjbkll,srowrhpcfcc,,,TGUJCGJQYCKRTLYIEZVCUDIOGRP,Seattle,NY,
LRN4738,,R,nHERH,W,7.0,LRNMKXS,RNRZGIHVNVE,m,VFBNNVAVYWQNKZFSQMWXOLWDYZWNKTGRNMVANAUQBNVSMXFOBRPFPNAVMR,Wpbjeiqahrzgkqujsalrskhrbivolpstaldzypv,Chula Vista,AK,Canada
Lkp5839,2.0,R,6fvcugxxuopx,,2.0,Lkpwxklcwkpsiybhbrtoe,gynmxnrddajgkgisyrpk,,qkpdcb,FPUFAXDRBFJNLFKKCCKFJUF,Buffalo,NY,United States of America
KYV5749,3.0,O,liiqbfbrmea,i,0.0,KYVRTDSHVYOPWMGHMDDQKJVB,Yyoqsoslrgp,F,MRCSAOURPATTKPNSTPF,PGTCXRGUKCINGPTZGONMGVDWWGTDMIUCRKLAGNEMXGXGFBPECPTOFRIOGWCFJWXFUEHWDREKT,St. Johns,MD,United States of America
dfl5u41,6.0,U,DqKYSSY,e,1.0,dflrirbdokaihmmpryizlwtrmf,hhlvorgspojagoqcgtsc,,wmnapeugjhnezyjtyroew,IPROTVFWHPEJBBEIVBBLOJSSHFBQCTVFMRCOECVYYDQXLXOPZZUGJDCPHWSNZVVMCFTKLVDWPJ,Plano,MD,United States of America
Txc5742,5.0,O,,A,6.0,Tzclrlzguyvidczqfxlczp,Ikjbtzkcfjcpurab,,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,hglxfgqnvwblcdooeuratinefqppto,Mesa,ND,
Iwj5743,5.0,O,Srehh,,0.0,Iwnviupbpbocgizfvgt,MAQUPPXIMOEQQZACSSKVZOPALE,m,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,Riverside,WI,United States of America
5ra5744,1.0,U,Phwwxznsdfiw,,,Tradcybqvtazcjumzubcwsbmbi,Hoehxcsluwyjqprdsxrvhotaqqml,m,wyqval,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,San Francisco,ID,United States of America
chb5735,4.0,R,Njhiqzgxcdl,O,0.0,chbphsicbcjdcerhesattvluobn,JDGNEBGUGVRCBCTFNYLL,m,,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,Dawson City,KS,United States of America
jco5746,2.0,U,HXyaNDZPGJS,V,7.0,Iconrgjatipatfj,Gqsntdid,,Qofzhjskrwceemaocxvjjbfgpgu,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,Fort Lauderdale,WY,United States of America
Xdp57r7,5.0,,slgbitwnsgdu,l,1.0,Xdpemqujzdiqjebyxtnnr,Ylcghntmdmitmn,F,agmhclnyzeqrhpyeahdwtidfznsm,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,Irving,NJ,United States of America
Mko4748,8.0,O,whbdjhi,x,7.0,Mkocr,Fizsecipcrcqk,f,lslaoabomaunxgfyoxscxtc,,Santa Rosa,TX,United States of America
dRS5749,8.0,O,TOHVRwShLJYX,u,3.0,CRSWBZMNZNERFUD,XPOOPPNZKVXUWTYMFBWDTZHI,,Vplqhoysgbssouwtc,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,Louisville,SD,United States of America
jlp575o,3.0,R,cHRRSO,U,1.0,jlpbgcdvndsr,PSORYWDGFDJOKBSZTQU,,,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,Vallejo,VA,United States of America
Vlt5651,4.0,O,kyggzwy,,3.0,Vltyrttkzruevmjnmrdvtusltlv,Kmmfjxf,,Rmwjximodsqpzvhxwltfvfykemcox,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,Rapid City,DC,United States of America
chq5752,7.0,R,,,5.0,cmqtkjmoppvykmndtinxijct,Lhweb,,iotzgvhtnqvvlcj,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,Rockford,Nova Scotia,United States of America
ther753,,R,abazg,D,3.0,themerazogddazied,Yzwhwnqzgta,,Ytfnyqdyiamxdblro,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,Ann Arbor,VT,United States of America
Eep5y54,1.0,O,jdapcqcpneu,v,3.0,Eepohazitvoctulvgcjsbzywoqcj,Ysxiwnflqw,,Qgfimaxcdzfgxycakegwjkanhipmj,NGMSIMWUIRRQYGDQ,Yellow Knife,AR,Canada
kqe5755,7.0,U,pATKAE,,4.0,kaemlkmxxbair,Fanbowpvylnvj,,Sopkgaejjdgbbzaeagjdveljxdkcmqid,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,Cheyenne,WA,United States of America
Thty756,4.0,R,,,3.0,Thtoogrrsbptqof,OSUWD,f,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,Portland,UT,United States of America
EPVr757,5.0,O,,c,1.0,EPVDICIYMQ,Ouopiebgfuykjkdutekdhfip,F,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,Kansas City,AL,United States of America
Qir5758,7.0,,z3tlli,v,7.0,Qlrnuetrnlfbzqvqp,MKVOKHYTJDFV,,Bkeqwxokcpjystnbwi,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,Des Moines,OH,Canada
YcC5759,3.0,O,Qveqyc,,3.0,YXCUADCGSESVZPUFKZIDHIQQ,tzztplqvetdfkogldwqbvtrijxgwen,,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,Huntington,AZ,United States of America
PBW5769,,O,Vutssmwxr,U,5.0,PBWSEOMRWRODEERHTBQRQDPOJS,EPJHGHRENEPFABM,,VHECKHAZIAUPTQWDQTS,kutznimrqwowdxkovdfqbdivtztokihfx,Oakland,AR,Canada
dZA5761,7.0,O,jwbhql,n,4.0,WZAIKMUJHNSBLUUWI,dianiklqvefwilz,,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,Shreveport,Newfoundland,Canada
CbX5762,4.0,R,Kuxsjm,,3.0,CNXJTKNME,Xaluhkchhfqilkmgrbepecxoehmqt,,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,IBFJLVDJUUTJKUFNAZQAUKO,Milwaukee,AZ,Canada
Okb5863,5.0,O,gPMWLCS,d,2.0,Okbgmobtenlimdecgdsivgwjk,Rfbucvihksnkukqgdpldpsywgl,F,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,Ctxdenlgun,Vancouver,PA,United States of America
mes5764,6.0,O,Gdjajc,,4.0,Nesguccedwesagqybhaptpnat,Vzhcdndpohnagqilvtkfmqd,M,rllehiyijgicrnxduzy,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,Halifax,GA,United States of America
FOH6765,2.0,O,,M,0.0,FOHYZTHUPATVRTLD,Skbstdjqyshjbfknpwdapebgfishbu,,ukpnremlrfejwlkxgktfnisor,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,Lakewood,FL,United States of America
hqe6766,2.0,,AaPFZ,,3.0,hqeellkgzvaqqqjw,FICXFFXFDMTYVMTFAUPCK,,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,Jduuspvwvubikcbbuadds,Newport News,OR,United States of America
VZW6767,6.0,O,OPXffWTETMH,,3.0,VZWCVZVUQETXQ,Zxnweetzeieykduxgsiwvxu,,Ymmvzhnue,Qyjkddolwr,Stamford,Quebec,United States of America
Hvit768,2.0,O,Gahpcvalqke,K,3.0,Hvimbcstugjxykvygy,Lpyfv,,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,Newport News,OR,United States of America
Xiz576i,6.0,O,RUGTETFnO,,0.0,Xizmphwbistrfft,ZJKCPSIJJHYFLWILMNEOO,m,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,Shreveport,PA,United States of America
nrl5770,7.0,O,Mnbhlozjxo,X,,grltfqtfbsdhedlolovmkfcdcg,wkbmlule,,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,Baltimore,Newfoundland,United States of America
Qln5771,4.0,O,XZLtWX9AFMIG,,1.0,Qknigzzois,Rcrbngjnajeigpnnssknvrqa,F,Sxeptmphnsbyukrysvimqkvjfcaxc,Ymgliurqevbw,Los Angeles,ME,Canada
Ded577q,4.0,O,4KQEXUYJA,N,7.0,Dedapjtvgnskbzljmlmnlqwvw,Fdspfbdnnpfakugwvleq,,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,Tampa,British Columbia,United States of America
Agc5773,5.0,O,frtxl,,0.0,Agfswxslnsvxqpbliniwtmhxzttg,Iwkqbyahdjchzqokznuxcjuc,f,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,,Hialeah,VT,Canada
Rycy774,2.0,U,gLRVZCXW,O,1.0,Rycojhreobaoerrwlvhway,Pkdtns,f,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,Huntsville,AZ,United States of America
gxs5775,5.0,O,Bgzfw,T,1.0,Fxssomwdcowgfboqmizcp,Mrifiejnxwglomppdoudcg,,OXCJVCHKPSIPKW,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,St. Paul,Quebec,United States of America
fgt5776,0.0,O,Xmaaeijokkun,O,3.0,Vgtcklppxqaxa,Xualsrbjigdhpcnwxucwler,,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,Detroit,Ontario,United States of America
fQD5777,1.0,O,Tclrxt,I,4.0,BQDWVSKNEJTIQM,GJPEPOXXVMSUUEEFQPVHLO,f,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,Dayton,NC,United States of America
