AgencyID,AddressLine1,PostalCode,Income,FirstName,Phone,CreditRating,Employer,MaritalStatus,Age,NumberChildren,LastName,MiddleInitial,Gender,AddressLine2,City
Pok1078,3594 MITCHELL NORTH,M9F 1U7,310304.0,JULIEN,1-734-075-1604,476.0,CBS,M,81.0,,Pokrifcak,X,f,,Lubbock
Tra1079,2132 MEADOW LAKE UPPER,v5c 1m8,431129.0,Marv,1-149-719-8672,528.0,Pepsi Bottling,W,7.0,5.0,Tracey,,m,,Hay River
Tra1080,12516 bellaire north,90162,136915.0,Isabeau,1-702-891-4673,526.0,Circuit City Stores,S,76.0,1.0,Tran,I,F,,Warren
Rav1081,8108 DEWEY PARK,94461,153023.0,LEZLIE,1-926-241-0941,369.0,Pall,S,17.0,1.0,Ravji,,f,,Greensboro
How1082,2667 bonnie brae rue,m2q 1f6,337960.0,Adelle,1-035-651-4833,450.0,Belk,S,20.0,,Howe-patterson,,,,Fort Wayne
KHA1083,21675 decatur north,85250,95940.0,Souphalack,1-589-896-5598,563.0,Chubb,M,25.0,5.0,KHAWAR,,m,,Norfolk
HAW1084,16414 penn south,A5d 1a2,100634.0,warren,1-412-697-9790,404.0,MSC Industrial Direct,M,,0.0,HAWKES,M,m,,Charlotte
bur1085,5350 glen loch boulevard,40507,114327.0,Ariel,1-214-444-7587,617.0,NiSource,M,66.0,0.0,burchat,,m,,Concord
Mil1086,23607 stella lane,M5e 1z9,488369.0,Hunter,1-575-945-8716,566.0,Northrop Grumman,M,87.0,4.0,Milburn,,,,Corpus Christi
Pie1087,8898 rincon boulevard,66117,220854.0,FANECHKA,1-904-276-0505,703.0,Kroger,M,40.0,1.0,Pieroway,C,f,,Raleigh
bir1088,22190 saunders street,V6i 1p5,183056.0,Ame,1-968-943-6875,536.0,XTO Energy,S,22.0,0.0,biray,,f,,Escondido
Sch1089,7409 lexington lane,19197,225981.0,Caty,1-273-980-4043,478.0,Lennox International,S,82.0,2.0,Schutte,,,,Bismarck
stu1090,2836 archer crescent,33620,49619.0,Schyndel,1-826-259-7289,735.0,Mirant,U,8.0,4.0,sturrock,,m,,Minneapolis
You1091,8481 diggs drive,77272,441253.0,marita,1-406-108-7197,451.0,Medco Health Solutions,M,26.0,0.0,Younglove,F,,,Los Angeles
UBE1092,450 FLORESTA COURT,v6o 1w4,470418.0,Sandie,1-396-692-7316,302.0,,S,78.0,2.0,UBERIG,,f,,Sunnyvale
ras1093,1892 electra crescent,90392,,HATTIE,1-802-565-9398,763.0,Windstream,W,100.0,2.0,rasberry,F,f,,Winnipeg
Mur1094,12530 westerley crescent,99690,400773.0,HOPE,1-924-984-2764,355.0,Snap-On,S,30.0,,Murrell,N,,,Los Angeles
rob1095,13429 spring crescent,63156,93009.0,Mehdi,1-218-919-0584,516.0,Navistar International,M,72.0,0.0,robieux,,f,,Los Angeles
Sti1096,13306 dryden court,72289,295917.0,melina,1-838-027-6063,371.0,Ruddick,M,60.0,0.0,Stinson,,,,Worcester
ram1097,14853 commerce park,85099,245951.0,RUEBEN,1-810-463-3792,824.0,Noble Energy,D,25.0,2.0,ramsey,,F,,Albuquerque
inc1098,21572 rockhill rue,T5d 1l9,386484.0,Damian,1-665-762-5397,422.0,,M,75.0,4.0,ince,,M,,London
HAR1099,13153 jefferson road,19025,53524.0,LUISA,1-096-769-7262,684.0,,W,69.0,2.0,HARRINGTON,E,F,Apt. 745,Grand Rapids
Lit1100,4050 international road,M7m 1a1,305209.0,dari,1-476-760-8359,833.0,Airgas,D,11.0,2.0,Litzenberger,Y,m,,Tulsa
GOL1101,11529 ARCANA BOULEVARD,77235,339845.0,alvaro,1-792-003-8759,349.0,Kansas City Southern,M,94.0,,GOLDMAN,,F,,Salem
deb1102,14561 hickory way,78504,430325.0,kim-tram,1-618-014-4494,514.0,eBay,M,53.0,1.0,debrusk,R,,,Huntington Beach
VIT1103,5870 YAUPON NORTH,T5C 1S3,136296.0,Virgina,1-417-581-3861,673.0,Monsanto,U,88.0,5.0,VITAGLIAN,,,,Charleston
nav1104,15205 MOODY EAST,37419,128284.0,Liesbeth,,819.0,Exterran Holdings,M,78.0,1.0,navarro,,f,,Missoula
Ken1105,23923 potomac road,93753,248780.0,per,1-028-818-0899,331.0,Goodyear Tire & Rubber,M,86.0,0.0,Kent,,,,Plano
oly1106,11683 basswood north,40201,462577.0,Zia,,499.0,American Electric Power,S,31.0,2.0,olynyk,Q,,,Costa Mesa
Str1107,15399 long avenue,94320,65175.0,betty-anne,1-697-995-6167,599.0,Amerigroup,D,76.0,0.0,Streight,,,,Augusta
yer1108,292 SAKOWITZ ROAD,H2b 1v9,181208.0,CHERRY,,702.0,Pall,U,28.0,0.0,yerigan,,m,,Bellevue
KOB1109,10008 BROWNWAY SOUTH,20008,,Mellisent,1-179-394-4663,718.0,W.R. Grace,D,76.0,4.0,KOBIERSKI,,F,,Quebec
Smi1110,6726 englewood upper,M9F 1T8,189189.0,vino,1-102-985-1888,389.0,Southwestern Energy,W,55.0,0.0,Smid,Q,,apt. 526,Minneapolis
Bre1111,408 johnson ferry avenue,85703,48456.0,Cang,1-020-144-3588,675.0,Sunrise Senior Living,M,44.0,1.0,Brennan,,M,,Huntsville
Cob1112,11678 NEWPORT NEWS LOWER,T6B 1F7,317627.0,Huyen,,614.0,Helix Energy Solutions Group,S,74.0,0.0,Cobran,,M,Apt. 433,Cheyenne
mab1113,7948 BEARD AVENUE,91178,162323.0,Bernelle,1-870-928-4397,694.0,Temple-Inland,M,38.0,0.0,mabuchi,K,,,Fargo
cow1114,17825 fleet south,T5c 1q4,297691.0,Berthe,1-113-133-1885,560.0,Acuity Brands,S,17.0,3.0,cowell,F,f,,North Las Vegas
att1115,12602 wise road,M9d 1u2,66485.0,ophelie,1-881-016-5692,720.0,Cabot,D,47.0,0.0,attarchi,,,,Santa Clara
BAT1116,12960 glenmont street,80923,56197.0,Kellie,1-817-757-4109,346.0,Puget Energy,U,2.0,3.0,BATURA,,,,Independence
Mcg1117,9109 WESTERN WAY,H2f 1w1,480152.0,xiaojing,1-074-545-0233,366.0,Winn-Dixie Stores,M,14.0,0.0,Mcgehee,T,M,,Whitehorse
GAL1118,4895 PARKVIEW COURT,V6y 1t4,207382.0,KIRBY,1-975-072-0184,476.0,AGCO,U,62.0,4.0,GALLUZZI,,,,El Monte
Cac1119,15338 worley south,91914,179603.0,Bevvy,1-729-122-8730,614.0,Portland General Electric,M,98.0,1.0,Cachero,K,M,,Mesquite
WES1120,15276 addison crescent,m8b 1x9,38149.0,Pramod,1-340-794-6618,508.0,Walgreen,S,16.0,1.0,WESTFALL,G,,,Lafayette
rem1121,9749 overton ridge boulevard,90335,401069.0,stormi,1-303-816-5750,628.0,Berkshire Hathaway,M,66.0,4.0,rembecki,,,,Lafayette
Fla1122,15686 oliver street,66108,8984.0,Arlena,1-283-146-6689,437.0,Pulte Homes,M,22.0,0.0,Flach,,,,Escondido
STI1123,24053 atwood boulevard,23250,90034.0,carissa,1-589-481-9736,496.0,Marriott International,S,53.0,1.0,STIRLING,G,m,,Fort Worth
JAM1124,13776 east boulevard,70150,348378.0,Ning,1-793-609-7458,747.0,Weis Markets,M,88.0,2.0,JAMMU,,,,Livonia
Kun1125,8148 pearson avenue,46231,129211.0,Joanna,1-939-041-3103,645.0,Hayes Lemmerz,S,88.0,4.0,Kunz,,m,,Mesquite
gar1126,5398 collier crescent,T5a 1k3,61258.0,Sohayla,1-849-317-4292,671.0,Lithia Motors,M,58.0,5.0,garg,,,,Garland
Mun1127,7305 HOLLY STREET,10016,12465.0,Jacqueline,1-252-246-6922,503.0,Eaton,S,52.0,1.0,Munroe,,,,Glendale
Bre1128,13372 WINIFRED LANE,98418,466795.0,ROCHETTE,1-776-251-1309,316.0,Key Energy Services,U,4.0,4.0,Breglec,F,,,Charlottetown
Jaf1129,16520 HEMPHIL NORTH,46234,8185.0,JUOZAS,1-344-071-8421,808.0,Activision Blizzard,S,9.0,0.0,Jaffer,,,,Billings
hor1130,22820 wilshire boulevard,93879,307715.0,sask,1-255-590-3287,452.0,Electronic Arts,U,,3.0,hornung,,,,Tempe
hud1131,6341 CHARLOTTE COURT,94170,13028.0,Milka,1-220-467-9456,655.0,Mercury General,U,81.0,2.0,huddleston,,,,Miami
Edg1132,16606 MCAFEE WEST,33609,88869.0,HRDATA,1-323-626-6939,799.0,,U,91.0,2.0,Edgar,W,m,,Colorado Springs
lau1133,24277 pico upper,76708,67662.0,Norstar,1-716-829-5890,838.0,Owens & Minor,S,49.0,3.0,laurich,,,APT. 90,Chicago
wam1134,10381 voss rue,31904,255430.0,LAURY,1-586-719-4407,586.0,NRG Energy,U,84.0,1.0,wambsganz,,M,apt. 951,Santa Fe
tav1135,19610 COOPER LANE,20037,288585.0,Kazuhiko,1-224-749-2301,303.0,Target,W,5.0,3.0,taverner,O,,,Macon
Tej1136,4768 belladonna street,A2b 1v1,76305.0,marris,1-058-679-6409,714.0,AES,U,,1.0,Tejani,G,,Apt. 915,Tallahassee
Bri1137,1540 crestmere north,v6x 1s8,454086.0,thea,,805.0,International Assets Holding,,,0.0,Brinklow,T,m,,Pomona
Vie1138,8550 briggs avenue,90046,90372.0,cortland,1-165-250-4035,350.0,R.R. Donnelley & Sons,M,18.0,5.0,Viens,,m,,Winston-Salem
Kla1139,22468 cadiz lane,m5f 1v9,143662.0,martina,1-557-090-0094,776.0,,W,79.0,1.0,Klaudt,,M,suite 184,Allentown
SEL1140,7184 charleville lane,H7e 1u2,353864.0,ki,1-868-632-8142,733.0,Seaboard,U,,2.0,SELISKER,S,,,Charleston
Kni1141,13177 brighton avenue,90395,293272.0,Courtney,1-017-931-9415,333.0,,M,87.0,0.0,Knighton,Q,f,Apt. 600,Santa Clara
kau1142,2756 KENTWOOD COURT,37201,435702.0,Mcgee,1-561-620-1390,515.0,Alpha Natural Resources,S,60.0,5.0,kaura,,m,,Hampton
Sch1143,2845 TRAFALGAR EAST,H2A 1X9,192697.0,MARILYNN,,,Teleflex,M,13.0,0.0,Schmidt,G,,,Mesa
cul1144,9176 clark west,60783,83243.0,KENT,1-567-714-5099,535.0,OfficeMax,U,40.0,3.0,culp,,M,,St. Catharines
rai1145,18591 CHAPIN ROAD,85080,429700.0,MARY-JO,1-059-611-6783,603.0,Tesoro,U,76.0,5.0,rainsforth,Q,F,,Whitehorse
hsi1146,11316 hampton street,m5c 1w1,67822.0,Nady,1-139-364-6454,314.0,,M,97.0,2.0,hsieh,I,f,,Peoria
met1147,8617 woodcrest north,V6f 1w2,11906.0,ASMAR,1-402-347-5011,623.0,Scotts Miracle-Gro,W,76.0,2.0,metler,,M,,Sterling Heights
Map1148,1722 mosshead drive,99548,212673.0,ardith,,546.0,Zions Bancorp.,M,8.0,4.0,Mapes,,,,Milwaukee
bou1149,10513 barberry north,36153,308654.0,FEDERICA,1-007-602-6745,698.0,Black & Decker,M,0.0,4.0,bourlet,K,F,,Arlington
lal1150,10543 cravens crescent,30368,353500.0,EARNEST,1-702-404-5303,,Carlisle,M,,3.0,lalka,,,,West Covina
MEA1151,11503 stratton west,H5i 1r4,438030.0,katarina,1-938-744-9669,558.0,Nordstrom,S,75.0,1.0,MEASURES,Z,F,,San Buenaventura
Td1152,18930 rockhill avenue,44138,165409.0,Madeline,1-763-974-3931,312.0,NTK Holdings,M,0.0,0.0,Td,U,,,Newark
CAR1153,15361 HALLE LANE,95208,6654.0,Alain,1-660-967-6856,473.0,O'Reilly Automotive,M,61.0,0.0,CARRON,H,,,Livonia
SAB1154,5521 beverly lane,T6c 1e7,,Petrina,1-215-498-2302,492.0,Air Products & Chemicals,U,30.0,3.0,SABATINI,X,,,Elizabeth
Tar1155,2773 spicebrush crescent,92173,345844.0,Edyth,1-340-724-4534,532.0,E*Trade Financial,W,,2.0,Tardioli,,,,Lansing
mid1156,15031 wood south,90039,168068.0,bhupendra,1-484-646-0416,436.0,Capital One Financial,U,,5.0,middleton,R,m,,Fort Lauderdale
pha1157,12581 CONGRESS ROAD,V6b 1p9,260416.0,REAL,1-603-251-5949,805.0,Burger King Holdings,U,7.0,1.0,phalen,U,,,Bismarck
Sha1158,4737 sayers court,88003,43507.0,Skip,1-452-281-0654,330.0,Sally Beauty Holdings,D,88.0,4.0,Shackley,,,,San Francisco
SCA1159,19707 FOUR WINDS ROAD,T5b 1t3,444249.0,holst,1-968-156-8297,828.0,PolyOne,S,50.0,,SCARBOROUGH,G,,,Evansville
gai1160,8145 essington north,T5A 1U5,401051.0,MISTI,1-219-741-8500,357.0,Greif,S,29.0,2.0,gaiotti,,f,apt. 440,Tallahassee
Fis1161,10709 whittington south,61608,438776.0,STACIE,1-081-831-4877,772.0,Trinity Industries,U,2.0,5.0,Fiszman,,f,,Hamilton
Sch1162,10463 winsome boulevard,10183,303366.0,Daveen,1-606-474-4401,837.0,Nicor,U,87.0,3.0,Schwane,,,,Atlanta
HEP1163,15932 WHALE UPPER,x5e 1v7,282715.0,Miles,1-863-749-8264,691.0,Sherwin-Williams,M,,2.0,HEPBURN,X,f,,Fairbanks
van1164,2254 whistler drive,V6R 1U8,,heike,,721.0,Enbridge Energy Partners,S,75.0,0.0,vandenborre,,,,Hollywood
CHR1165,16713 FERNANDO LANE,T5a 1y5,329204.0,roshelle,1-524-621-3328,763.0,Spectrum Brands,S,92.0,0.0,CHRISTENSEN,B,m,,Waco
sue1166,7557 park stream street,95126,233906.0,Mohammed,1-964-577-9282,747.0,General Growth Properties,M,97.0,1.0,suess,,f,,Baltimore
Fon1167,19492 lyons court,H7H 1T8,175670.0,lewis,1-479-071-8387,581.0,Family Dollar Stores,,89.0,2.0,Fondacaro,,,,Thousand Oaks
Bor1168,21245 weller way,M1h 1r6,344647.0,RADOSLAV,1-816-928-3911,826.0,J.M. Smucker,S,34.0,,Boruslawski,V,,apt. 339,Richmond
WIE1169,14719 north rue,60618,44515.0,NELDA,1-821-841-0685,698.0,Systemax,M,97.0,5.0,WIENERT,G,F,,Hayward
CHA1170,24200 north crescent,T5A 1P2,,CORDIE,1-908-496-9722,489.0,ProLogis,U,38.0,3.0,CHANDRASHEKAR,S,,,Regina
Pag1171,4348 WEDGEWOOD EAST,43226,485565.0,jewell,1-628-917-2398,,Perot Systems,S,,3.0,Pagi,,M,apt. 207,Lowell
pop1172,23046 wathan lane,92609,459732.0,Alysa,1-682-982-2013,832.0,,S,83.0,2.0,popper,R,m,,Charleston
Cou1173,22498 hutton west,V6n 1u3,186178.0,vitia,1-161-506-6299,721.0,MetroPCS Communications,U,33.0,4.0,Courson,P,m,,Pembroke Pines
COM1174,1715 texas west,36115,98162.0,GLORY,1-307-374-3616,412.0,Mattel,M,91.0,4.0,COMEAU,,,,Casper
ROC1175,4437 stonehill drive,30330,391863.0,Ranga,1-563-460-6812,780.0,Service Corp. International,U,7.0,1.0,ROCHE,O,m,,Paterson
Ask1176,12805 BRAMBLEWOOD EAST,30331,277206.0,Carmina,1-689-309-7772,,Travelers Cos.,U,92.0,0.0,Askins,,F,,Dover
ALB1177,13493 turtle creek south,M1g 1r4,72968.0,Debi,1-333-494-9786,,Raymond James Financial,M,24.0,5.0,ALBEA,T,,Apt. 926,Naperville
Per1178,14553 round lake boulevard,36168,397291.0,hala,1-787-767-9041,451.0,Southern,S,42.0,,Perrier,,,Apt. 954,Stamford
Ged1179,7385 sycamore court,55162,9714.0,manjinder,1-576-844-8702,393.0,Ralcorp Holdings,U,19.0,4.0,Gedeon,,,,Hialeah
Gus1180,21082 cliffbrook west,E7n 1q6,153193.0,Marylynn,1-510-039-2939,315.0,,S,13.0,3.0,Gustlin,,,,Chandler
kes1181,8453 burnett street,h2d 1u5,274520.0,Nikolia,1-140-124-9970,832.0,Boyd Gaming,M,72.0,1.0,kessel,J,,,Kitchener
RIT1182,19050 cordoba upper,94320,394376.0,Sena,1-259-495-6309,659.0,Northeast Utilities,U,20.0,0.0,RITTER,,,,Laredo
DIE1183,2134 neff south,13222,171364.0,lucita,1-031-516-5725,498.0,Oil States International,M,16.0,0.0,DIEU,,F,Apt. 668,Chula Vista
SAN1184,3123 clint south,V5d 1m2,396156.0,MARYA,1-505-732-8802,629.0,Baxter International,U,40.0,1.0,SANSOM,,M,,Erie
Dic1185,1047 courtland lane,M5C 1Z6,499850.0,rici,1-101-781-7512,798.0,Henry Schein,U,41.0,2.0,Dickie,,M,,Regina
Per1186,23459 WESLEYAN LANE,T6a 1i4,149880.0,Sriranjani,1-414-582-0346,679.0,PHH,M,56.0,2.0,Perron,C,,,Mesquite
Blo1187,6094 ALONZO LANE,93801,34922.0,codi,1-142-777-8202,692.0,Yahoo,D,59.0,3.0,Blodgett,,,,Sudbury
Hub1188,5003 travis lower,T5a 1q7,30239.0,Berri,1-712-335-7075,,,M,46.0,1.0,Huber,A,,,Casper
KIN1189,7421 sandpoint east,V6s 1w9,93347.0,Kassem,1-414-633-3613,688.0,,W,43.0,0.0,KINNIBURGH,,,,Omaha
tes1190,24160 star drive,v5b 1p6,197194.0,BENITA,1-740-250-5357,,Hess,M,49.0,0.0,testsds,,f,,Spokane
Ser1191,16845 BOLL UPPER,10034,91995.0,gajendra,1-521-470-9182,663.0,Oracle,W,55.0,5.0,Serraf,V,,,Cedar Rapids
kor1192,15879 pardee rue,32240,249279.0,ross,1-489-574-8594,684.0,LSI,M,54.0,5.0,kortekaas,,M,apt. 990,Fairbanks
bos1193,17514 buckroe court,72284,137890.0,emmalee,1-589-412-8021,836.0,Plains Exploration,M,20.0,2.0,bosnyak,,,,Fort Wayne
Eng1194,12417 airport drive,94138,124655.0,Myrtle,1-815-395-4773,421.0,Travelers Cos.,U,18.0,1.0,Engelberg,I,,,New York
Lin1195,14329 rio grande lower,64108,213860.0,LEONTYNE,1-205-996-4786,721.0,Charter Communications,W,56.0,5.0,Lindberg,,,,New Haven
dru1196,3570 reynolds upper,91759,210345.0,Career,1-379-121-8359,539.0,Massey Energy,W,5.0,1.0,druzeta,,M,apt. 714,Greensboro
Mim1197,11436 crestline east,36603,58462.0,ZACK,1-549-459-9347,621.0,,D,63.0,3.0,Mims,,,,Saint John
MAC1198,1963 holmes lower,33010,463531.0,HEINO,,339.0,Dun & Bradstreet,M,7.0,4.0,MACIEJEWSKI,Q,,,Bismarck
Boy1199,1485 PEMBERTON WAY,44133,2962.0,Sonny,1-105-878-1416,344.0,American Axle & Manufacturing,S,52.0,1.0,Boyce,X,M,,St. Johns
sha1200,1756 windsor east,e7o 1h5,492936.0,Michelle,1-099-542-7457,689.0,Texas Instruments,U,85.0,2.0,shannon,,f,,Fontana
Abe1201,3489 silver sage west,44102,,Yoshiaki,1-946-550-5142,339.0,Eli Lilly,M,41.0,0.0,Abernathy,G,,,Fontana
eis1202,13324 preston way,M5D 1W4,80814.0,Schouwen,1-511-509-4165,822.0,AmerisourceBergen,M,82.0,5.0,eisen,J,,,San Buenaventura
RUM1203,8420 ASHLEY UPPER,M5g 1y4,453062.0,MOLL,1-123-823-0767,657.0,,M,90.0,3.0,RUMMANS,,,,Newport News
CON1204,17973 scanlin north,92879,260863.0,Harrietta,1-650-413-3513,,,D,13.0,5.0,CONERLY,,f,,Memphis
kla1205,5054 emerson east,T5a 1l5,72979.0,CILKA,1-152-101-9525,498.0,First Data,W,29.0,3.0,klapper,,,,North Las Vegas
Hud1206,9902 altamesa park,90244,347970.0,aurlie,1-753-826-8969,618.0,HealthSpring,U,56.0,3.0,Hudyma,,m,,Tampa
ede1207,505 GAYLORD NORTH,91166,472646.0,duncan,1-450-541-8069,533.0,Harley-Davidson,S,12.0,1.0,eder,,f,,Oshawa
FEL1208,12416 lenwood lane,23461,91620.0,Kellen,1-517-002-8015,539.0,Alliance One International,M,77.0,2.0,FELCZAK,,F,,Scottsdale
Sch1209,19334 stratmore lane,93389,206466.0,utpala,1-422-843-3164,370.0,MPS Group,M,94.0,3.0,Schrader,,,,Sacramento
bro1210,17595 TAHOE EAST,T6c 1h7,470471.0,maxi,1-090-540-3172,466.0,Mosaic,U,1.0,4.0,broadhead,,m,,Charleston
doi1211,22014 rose park,e7o 1n9,15702.0,YARLANDA,1-544-108-4404,841.0,MGM Mirage,M,47.0,1.0,doig,,,,Warwick
Iaq1212,3692 evans north,13203,,shandy,1-834-719-3009,846.0,Weyerhaeuser,M,32.0,2.0,Iaquinto,,,,Missoula
VOA1213,8293 wayne crescent,91335,77086.0,Siamak,1-309-532-1007,,AGL Resources,M,6.0,1.0,VOADMIN,,,,Jersey City
woo1214,21646 lake park crescent,T6C 1G9,277587.0,freddi,1-258-938-5054,335.0,State Farm Insurance Cos.,M,92.0,1.0,woodall,B,,,Winston-Salem
hal1215,19305 crystal hills lower,92878,309383.0,Ilysa,1-265-555-7012,340.0,Pilgrim's Pride,U,31.0,4.0,hallett,Z,,,Lansing
Zay1216,24611 WRANGLER AVENUE,29205,,florida,1-496-220-5173,,Precision Castparts,U,59.0,4.0,Zaydan,,,,Chicago
Hur1217,15581 INGERSOLL AVENUE,h2f 1x4,86633.0,lynnea,1-943-319-0450,449.0,Rock-Tenn,S,92.0,5.0,Hurtubise,R,M,,Nashua
GUM1218,14831 murray road,t6a 1g7,31218.0,ofelia,1-086-172-2402,381.0,,M,69.0,5.0,GUMBLEY,,f,,Concord
sol1219,20494 ross west,90866,109562.0,Shirlene,1-738-154-3508,419.0,Delta Air Lines,,51.0,2.0,sollman,,,,San Diego
fao1220,19166 taylor crest east,94273,201385.0,Jerrylee,,747.0,Motorola,D,71.0,3.0,faou,,,,Madison
ERN1221,8815 concord court,43625,427589.0,MIWA,1-147-341-1855,720.0,3M,D,72.0,4.0,ERNST,,m,,Saint John
Syl1222,9720 tide mill east,H6b 1x8,442115.0,Ida,1-504-164-9114,,Ingles Markets,M,40.0,1.0,Sylvain,,,,Norfolk
sco1223,3972 wilmington rue,v6t 1r1,419466.0,Brittany,1-382-486-7322,547.0,Hudson City Bancorp,M,23.0,1.0,scourneau,,F,,Lakewood
Rid1224,10785 gemini north,50324,276706.0,Morganne,1-725-441-6643,308.0,Citigroup,U,40.0,1.0,Ridgway,,,,El Paso
Hot1225,21034 WINDCHIME LOWER,v6o 1s6,130584.0,Hortensia,1-624-667-8341,644.0,Schering-Plough,S,81.0,4.0,Hotson,,m,Apt. 646,El Paso
LUE1226,3735 neilson upper,E7o 1l7,363231.0,SAEID,1-394-099-1580,523.0,,S,10.0,5.0,LUE,,,,Tulsa
WAL1227,21985 oakhurst court,93664,364610.0,MERIDEL,1-819-993-1787,330.0,Cephalon,S,87.0,,WALBRIDGE,,m,,Escondido
Hoa1228,5530 MEADOW LAKE PARK,67225,167477.0,MIEP,1-284-475-3132,662.0,Aventine Renewable Energy,M,22.0,1.0,Hoang,,,,Irvine
VAN1229,12397 ingersoll upper,V5c 1o5,15674.0,SWD,1-629-566-6403,326.0,National Life Group,W,71.0,0.0,VAN OORSCHOT,U,,,Durham
Sca1230,18751 lyle avenue,M5a 1v8,104231.0,RUTH,1-288-650-2894,377.0,Retail Ventures,M,30.0,5.0,Scarrow,S,f,,Ann Arbor
SID1231,7750 RAMPART DRIVE,T6B 1J1,439123.0,jaya,1-045-952-9338,760.0,Apple,W,44.0,3.0,SIDOROVSKY,,,,Bismarck
Luu1232,23949 SCOTCH PARK,80022,65410.0,ivona,1-723-682-8994,704.0,Newmont Mining,S,,4.0,Luu,,F,,Lowell
Bor1233,8729 halle street,10164,469337.0,Therese,1-137-265-4305,,Sealed Air,U,68.0,3.0,Borson,,,,Ottawa
GIL1234,11100 morningside west,60774,298717.0,Lou,1-893-977-0837,713.0,Amgen,M,73.0,4.0,GILLIARD,A,F,,Milwaukee
Mcw1235,24123 lamport lower,37220,56675.0,JOCELIN,1-204-729-1190,542.0,Spansion,M,74.0,5.0,Mcwherter,,,Suite 290,New Orleans
Huf1236,8188 candlelight north,99703,250536.0,Alan,1-784-145-6096,778.0,Office Depot,M,43.0,0.0,Huffman,,,,Greensboro
mev1237,16508 cleveland upper,14232,,jolynn,1-112-443-1407,623.0,,S,3.0,2.0,mevis,,F,,Simi Valley
sti1238,7609 josey street,T5a 1m4,299575.0,TWYLA,1-591-924-2610,392.0,Halliburton,U,49.0,5.0,stirling,W,M,,Santa Clara
lor1239,298 CEDAR CRESCENT,93326,1647.0,saree,,314.0,Kla-Tencor,U,50.0,0.0,lorincz,X,F,,Worcester
vin1240,9764 harvard park,h2f 1x4,286954.0,Shirley,1-120-114-2808,702.0,Thermo Fisher Scientific,W,53.0,3.0,vincent,,m,,Escondido
Wan1241,24132 abbott street,90164,481516.0,LORNE,1-305-810-2623,485.0,Williams,D,38.0,0.0,Wang,D,f,,Erie
Baz1242,12636 LINWOOD RUE,98141,111344.0,Somsak,1-652-883-3499,715.0,Sonic Automotive,S,60.0,5.0,Bazik,,F,APT. 254,Regina
Bab1243,22824 ROSE EAST,90807,341647.0,Elyssa,1-672-562-3209,743.0,Flowserve,W,72.0,5.0,Babin,,,,Lancaster
Neu1244,19085 amsterdam avenue,E4a 1r2,425275.0,SHIRLEE,1-410-290-3625,752.0,Huntsman,M,42.0,5.0,Neuman,,,,Charlottetown
Bet1245,15401 winter park lane,v5a 1p5,76349.0,Wilow,1-066-652-6553,,,M,3.0,5.0,Betts,,,APT. 159,Huntsville
sch1246,16606 mcafee west,90239,243685.0,Christine,1-783-423-3737,727.0,Alliant Energy,M,92.0,5.0,schwenk,,,,Springfield
Zel1247,2031 ross road,35845,34059.0,Ria,1-415-186-6059,627.0,AptarGroup,U,56.0,3.0,Zelsmann,,M,Suite 328,Bismarck
Win1248,15960 st. phillip boulevard,A2b 1v9,321140.0,heddie,1-167-455-1042,439.0,Genuine Parts,D,80.0,5.0,Winningham,,,APT. 421,Salinas
heb1249,8899 starling lane,H5l 1p9,30169.0,Aartjan,1-525-839-7401,828.0,Starwood Hotels & Resorts,D,54.0,4.0,hebbar,,f,,Fort Wayne
pic1250,22133 wesleyan way,M9e 1u7,232504.0,Aloisia,1-906-537-8336,413.0,Weis Markets,M,82.0,3.0,picard,,M,,McAllen
May1251,18267 cape lane,20011,,jossine,1-933-285-4690,829.0,OfficeMax,D,32.0,1.0,Mayr-stein,J,,apt. 776,Shreveport
kle1252,11961 beningus rue,10187,33500.0,ANSLEY,1-113-559-9611,724.0,MetroPCS Communications,D,76.0,4.0,kleynenbergntmvaa,,,,Hilo
Dil1253,11926 GAYLORD SOUTH,V6L 1T1,94094.0,chin,1-553-227-3208,,Darden Restaurants,W,58.0,4.0,Dilley,,,,Oxnard
COM1254,2270 floresta rue,93888,384343.0,cybill,1-119-188-8234,597.0,,S,75.0,2.0,COMBEE,,,,Pittsburgh
men1255,14783 SAUNDERS UPPER,13204,335778.0,QAINFO,1-610-990-4030,702.0,Dentsply International,M,72.0,4.0,mendez,,F,,Pomona
CAL1256,23975 morton rue,H2a 1w9,,Luke,1-418-964-5696,783.0,Modine Manufacturing,S,25.0,3.0,CALIS,,,,Lubbock
CON1257,22345 4th east,94629,170437.0,CATE,1-727-518-0923,514.0,Maxim Integrated Products,S,73.0,5.0,CONNER,S,,,Chicago
Van1258,7626 clint west,m2q 1d5,269584.0,Florine,1-424-230-7510,395.0,Brink's,S,33.0,1.0,Van dyke,,F,,Gary
Nov1259,17107 university court,V6b 1r6,172183.0,Luping,1-158-972-9762,431.0,American Financial Group,U,89.0,,Novia,,M,,Independence
ACK1260,881 vance jackson south,94632,35385.0,Caroline,,402.0,Regions Financial,M,8.0,1.0,ACKWOOD,R,,,Little Rock
PAT1261,18723 ethridge park,10703,223383.0,Krinda,1-921-154-5804,657.0,WABCO Holdings,D,36.0,0.0,PATTULLO,,F,,North Las Vegas
Piz1262,15591 camp bowie way,94402,159693.0,Elfrieda,1-845-232-0939,663.0,UAL,M,4.0,3.0,Pizzarello,,m,,Fargo
