prospect_Ag,prospect_Pho,prospect_NeWor,prospect_Inc,prospect_MariSt,prospect_PosCo,prospect_AgeID,prospect_AddrL2,prospect_C,prospect_CreRat,prospect_NuCrCar,prospect_Ge,prospect_NuChil,prospect_NumC,prospect_Cou,prospect_AddrL1,prospect_MiIn,prospect_LN,prospect_Sta,prospect_FirNa,prospect_Empl,prospect_OwORFl
38.0,1-548-067-3818,2367528.0,426083.0,S,XEKHQF,Eel7981,wbkhuqjjmmtqcbqlqlrkunnypzb,Cleveland,613.0,7.0,,,5.0,United States of America,Xsnuelfuotcfcsfxoupjnnuysljdogsmrasap,,Eelnw,FL,FPDGQCIUCJZLMNPHIVSYLG,Supervalu,O
39.0,1-013-355-4164,1843385.0,435691.0,S,cywbmgtbar,aen7982,bqzcbknvvuxqzwxjrgxzuqgtoeglooklqohgehxjzsdgwurd,Allentown,761.0,3.0,f,3.0,3.0,United States of America,ZTRGTRYIIKKFXNRPFGTQSDORRLLSNHQDACJFMEKBGHLZONMGORZQHDGEZZPSFZGYSICLDPHOW,z,aenknkxrgpkbxwdld,KY,drnrzowdfytxkikoapsv,Penn National Gaming,O
21.0,1-817-810-5742,2453788.0,489399.0,U,Djacarff,Mme7983,ovrtfurrjwcieejqwdsxeeuxakyvsaesnsvpwkqanynmbcchqlsdxqgqivcgwzgw,Omaha,498.0,1.0,,2.0,3.0,United States of America,Wecstxtaprnpburaktllddxbmbyibsffojkvcpmijnyzfljzqbmhemqrluv,,Mmeupcvwdgmqotrybnfqlsrpwtm,OH,cwhtrurjmbeid,Supervalu,O
28.0,1-416-838-4692,2846133.0,173047.0,D,Ogymapcjn,rnh7984,zicwdymulgrgpqtynjvpbcnlsdvtsjfqrdrxmxmmplthgrcxj,Omaha,500.0,1.0,M,2.0,1.0,United States of America,Zpcqzzlxaslikjvv,,rnhfnydigxrpjgjbq,AZ,Imwtykmppdwfraafgfzkpicq,Dell,
81.0,1-487-500-1420,464486.0,334169.0,S,Zvkdi,AMK7985,Gehsxsympffrjsjwafstnvyhkgicwykuop,Idaho Falls,328.0,1.0,,3.0,,United States of America,cdyvmyujgskbzhehtkcjohtvjjrewujqlvtbrhrllnsqyu,k,AMKKXEWBHR,AR,Rwonkxpelogthewayftqlu,Citigroup,O
32.0,1-660-829-1708,3389791.0,415529.0,U,QHKTDQDDUOH,Quw7986,Xoanpdtfsiufsc,Cedar Rapids,549.0,1.0,,0.0,,United States of America,hbcbsqzgtcfiorujuutmuejfqddcofradaisozhelhojtldrtcfgxqx,,Quwlydwgttiauxmcxhxkomgxjiys,NV,aaksvsjyrorzcnbowfzp,Hudson City Bancorp,O
92.0,1-192-498-2461,1069894.0,74371.0,M,ayyiejonxe,RWC7987,Xrdskqxcwutikvqhhosxbydrwckfudhpxemxcnlrrfbtqguytmasrhavuatcgruevrnejpchetdwk,Simi Valley,383.0,6.0,m,5.0,4.0,United States of America,Botanbcivtabxwcpeuibdysbwsgvlajmpmqsjnwvcuxvyrzrgmhikthmgcscwgosm,l,RWCKNX,IN,Zquwohjxlqrdqmkedcfuowox,SAIC,O
51.0,1-142-166-6504,216883.0,313315.0,M,Geowphvwnibh,Ido7988,Lbibosawqqqdwbclvjsjoehuoizwptyuhhzzotjlrnroqxom,Raleigh,318.0,9.0,,4.0,1.0,United States of America,btxcnjudynhvambkvsssrhpfjmrityimmwqfdie,,Idozbpnkbysomf,VT,AEJEOUZBNXNRYGCZPFRIHEROTGZNIG,Darden Restaurants,O
70.0,1-638-418-0655,3624917.0,158974.0,S,YDQYIICN,USP7989,Ujnggiajsspwhrvdcpbeonzqfkb,Great Falls,656.0,0.0,f,0.0,2.0,United States of America,RWWANNQXCBZZQIVDYMGYXUHSMNYJTIMONCMBLUZMVHAZBEPVQDLIVDYRZ,a,USPWUSKZEWJQWLFCF,Newfoundland,Mtkiwxtttxfuhfgg,Herman Miller,O
70.0,1-798-461-1441,3338800.0,206128.0,M,Adgusld,OQO7990,LDFOWPEUA,Rochester,389.0,1.0,,5.0,1.0,United States of America,Bijavsamwbgodqukgzkqhnoodmhuthpdthggxttlojehajbfjizpsheuxcctwjikrrft,M,OQOSDWKICQGZBGFDTIJFJVQDCWTRL,NC,Cwjbcdsmein,Automatic Data Processing,U
54.0,1-331-218-0022,1156363.0,234045.0,W,Ohfbik,dnu7991,fwadtsoafiwgooxgvlwibwgogksswbiiduocuhicccfdulpybsncblwcrljtazovbqoqyxbyib,Naperville,583.0,0.0,M,1.0,0.0,United States of America,DNHWDUADIP,t,dnuzcbgreffkbbbvpmsobyojakfzxz,WA,Nvhcdrfheyeyxem,Mohawk Industries,O
76.0,1-744-452-2641,167904.0,423527.0,D,Dbdrbww,EXT7992,,San Jose,408.0,6.0,M,1.0,3.0,United States of America,Fucxjvshoqatqpimdplbcusrabwmvvaibhuuwssbisoafrndpkidcpskqsduiso,,EXTKIVMOKLHYQKBRCT,NJ,Cbzzuvsdcolkfickj,Questar,O
100.0,1-181-898-5778,3720069.0,386685.0,S,Uhtvy,OZM7993,Orjjjbvvmrnrlkutvxyoahzcmjoktwnandwhymjdcpvrmvkhdbb,Tacoma,715.0,1.0,F,2.0,0.0,United States of America,refjgy,,OZMPLDCUTRNUVQULYLY,UT,Rwbbqkqqjschwyhhq,Cypress Semiconductor,O
99.0,1-045-510-7922,2295922.0,185313.0,D,Fomulrhrl,Djl7994,Niyvufqhitaplytdxptwnvolevwpjntvhypbrhfkxlaksqlveqexjifqjkcp,Jacksonville,644.0,0.0,,3.0,4.0,United States of America,,f,Djlwkbbcsuqlmgtbcoodsugrdwh,KS,Nwbeothstuthkljaikdtik,Abercrombie & Fitch,R
98.0,1-071-848-9400,337666.0,121101.0,M,chdnefzza,YTU7995,FDVDGXUTOQZTWLQAVIWBR,Bridgeport,378.0,6.0,f,,5.0,United States of America,Bahzndvxqeywnghnrorqnqspelhnqdeytcpngqpcypovro,D,YTUBCXDBNQNWLUM,AL,GCVYHYHRTUDTRPPLUOFBQQVH,Morgan Stanley,O
64.0,1-961-299-1862,778019.0,92187.0,,Dcyly,QLF7996,TDLGVOTVOIHTGMRMCDNQYAKKHOVMHLPZDDEIOBEIJGVVSIKZ,Warren,841.0,2.0,,5.0,4.0,United States of America,VHUFFFKVXUYEKJYHKHSDNEHYVPMOFNRPRWLGLDFAJJGGUHRFEHMGPTSUGPALPIKSHHWNGGDEE,X,QLFPUYXVNODZPWKYOBI,NE,Fyclziwfwtbehdepds,Avis Budget Group,O
63.0,1-019-060-4384,305311.0,38552.0,D,tlnsgzy,zju7997,wbtfpwxjrmvlont,Tempe,,5.0,,0.0,2.0,Canada,Hryypr,Z,zjuqvzbdwjqmpfoipsuhlomwsukll,NJ,SBJWOT,Volt Information Sciences,U
55.0,1-520-702-8601,3080436.0,16691.0,M,Dtpleovwiluc,Oab7998,Qczwsqymzkajrirruktvxryjsphdrofuetnfhyxppxwdeunbmk,North Las Vegas,747.0,5.0,,5.0,5.0,United States of America,ERWQAOIMWTTCSEOXRRGSZAOSHBOJDUNNMXVXVZMH,E,Oabbfqqbqienbjnz,UT,xmlsatau,VF,O
7.0,1-563-081-3970,2052565.0,120512.0,M,qkrkhqmoaq,xve7999,Uzzruqgyrlniqguzmhkpjuwtphusieajpnkocwpwfatdwx,Lincoln,810.0,4.0,,0.0,1.0,United States of America,,A,xveafagmbkhtvdi,WI,jbnhjtrsox,Urban Outfitters,O
,1-999-226-5168,,270139.0,S,JLGKERPSSQM,EHZ8000,kdhenyrf,Washington,368.0,1.0,F,0.0,5.0,United States of America,Xregnhzhytuhaieneavgzqreaoetxbbgqjxemstcjsioqhtdodfpccpkfehegjbkbqantkpdbxljbwe,p,EHZCV,AZ,NJOFUUIEQTANIFHYLM,Lennar,R
26.0,1-552-654-6988,3462913.0,361164.0,M,Vcgera,Lws8001,VCONXILUETAPXCVGHIGUJGH,Virginia Beach,676.0,1.0,,5.0,3.0,United States of America,Wnpri,I,Lwsqjsu,AL,Xaibtvy,Principal Financial,R
34.0,1-383-717-3914,2613827.0,342647.0,M,Wkjbyppp,Jqs8002,ZQPDJFNICERRNTPBN,Minneapolis,505.0,7.0,m,4.0,1.0,Canada,Wsfytinibealaknfvjgobilhcthmrbgtgsftkldbkjrbaccelqobwovwvhrnxzysbdf,,Jqsqpalivy,IN,Frnlmag,Piedmont Natural Gas,R
44.0,1-387-492-1802,393637.0,238810.0,W,UWHJSSCQC,Mek8003,jktgppuhsyqrlejrjxdwiob,Glendale,771.0,6.0,m,1.0,2.0,United States of America,Chvtgcmqvaafipjwauliheayoidgimxvmzkdfxvcjomuulwwmusshongljvxwaancqsnfqaziztbhew,d,Mekgcyxxonyfkwapfpjqczuwpniov,MD,DDLRCDCAGIGLOPQCPXYELWVJYDJO,Sally Beauty Holdings,O
83.0,1-841-060-4968,299040.0,445985.0,M,Uftcvrqx,Hfq8004,SRHEEXPTBPCDUHNPYMNYXRUEFRHUSYVIIKDNITQWIRRAV,Frederick,713.0,7.0,,0.0,3.0,United States of America,Vwwoxjjlepwphmukdqtnursisnqqylpopvixaealmwzteznkkcrdjrsniumzxhidxbo,z,Hfqlfbbkmiimtzjaohgiu,KS,patspkzhrbmjbfssros,Armstrong World Industries,O
17.0,1-755-610-0722,3377834.0,15075.0,M,htntdnzitiq,Lft8005,qervrizdmhivkvdpvdrbzawdylsebmcmsbytwzaqqbqjtocnhzxhrlputmkdhu,Allentown,708.0,7.0,,2.0,3.0,United States of America,Uwgaszpxdcztakzwaeriddbyhrnaqywsbdzqbmt,,Lftdyjimoskrml,Nova Scotia,Rtgvqz,Parker Hannifin,O
11.0,1-891-655-0364,1999428.0,100336.0,U,Akcjndwkj,VEQ8006,Zmxialdvbgtonanuvtohbmizq,Washington,732.0,5.0,,1.0,1.0,United States of America,EQSGTKZTFMRBNCWPNWUJPYCVNYZNWOVUCPNCKMHIEMBXJJWKSNSXGNHHRROGURAFCBIJENHWQFAMRZES,,VEQIACJLOBHPJOBSDKWFM,MI,Ltyfwtrxrciisqksgqqmnkbvddpmfo,Northrop Grumman,O
74.0,1-805-853-3528,770368.0,318321.0,D,ltscpmmvnj,Ljg8007,ludivnwidprlosdoldibsxleoonkjnhelagg,Saskatoon,794.0,5.0,,1.0,1.0,United States of America,,L,Ljgjglivlmoxkqtuwiy,MT,Fwlrulyjxvuxqdgasmstrocdw,,O
96.0,1-715-849-1831,3684933.0,51469.0,S,Cohchkoibzg,Qvc8008,Xpgxirhcugugctohmmckj,Lewiston,418.0,2.0,m,,1.0,United States of America,xshzsgbdxmppgopcancqnp,u,Qvcgtabliwdnzykbqx,MN,euoeohunoszahgngnvxz,Computer Sciences,U
4.0,1-710-070-8467,501398.0,383624.0,W,Iueso,XPF8009,eknbdrxefjojqtmzelgyllezldxyyevoqoipnawmvsnkvixlqculdhbmpgdwfokstytgq,Peoria,706.0,3.0,,0.0,4.0,Canada,Ksjkbnxavfnxtqymmksoyhxiodheuqvadmjolxblrvrexkpkegpqognfaslagosnnggfjdnbnf,,XPFEVPPUEMBLEKUH,FL,LPJWUFMXMDUIWXJFNVZH,Polo Ralph Lauren,O
0.0,1-558-667-8933,1868660.0,241986.0,M,auixuc,LDQ8010,Olxzgfvmofgzzvsbpgtufbpcuznymakfrgtviuzwiindozvjtcjgbpzntubckmdxvfxsnugkxssm,Mobile,767.0,1.0,,2.0,3.0,United States of America,rbyhesxxymtuzmqelgx,E,LDQGDUJBCGGOCCNFYDRQ,MI,Lgqahnloeniumenwg,Toro,O
2.0,1-462-627-1683,1613282.0,152859.0,M,Mepujqbcv,Frh8011,rudamugfcrvhifccwzwbezumasva,Jersey City,698.0,7.0,m,1.0,4.0,,Acglytjlwovwzqdqxluduoyzvvdfdzzaghyj,A,Frhzds,British Columbia,IFSDSGJSXQKVKBUJOZUPJLNJBTCO,Regions Financial,R
14.0,1-946-850-1175,850716.0,332155.0,M,Qfqsshuufkum,Mvu8012,Aoooeljhokmssxwazjghfxkymingtknnkbkymgyiqhwkkybcxsftttnpqdsvr,Worcester,397.0,2.0,M,3.0,2.0,United States of America,Ujsvbcaiczlsnffbesgwgsuwp,w,Mvuoujxermeqarcdssxjnrcs,MS,Ucpqth,Pep Boys,R
26.0,,2056567.0,163191.0,M,Bdnhnb,Uqo8013,Tqxlvtjlabawqheihkcdgjcaefntjwyhlsmwhkta,Provo,413.0,0.0,,1.0,1.0,United States of America,XAXMBPKZOYRXDTBMXSONOVKSGYBDAUVIVMKLSLGRLHTITSYZVLWDNINOEM,,Uqoiimfh,KS,gvzvwrpborcsypcduifkqhu,Calpine,O
58.0,1-821-158-3797,866588.0,413962.0,S,Lvbkf,SJB8014,UVQYCJVZAXEVHE,Toledo,787.0,10.0,,5.0,4.0,United States of America,vcfegiukvaxwaglbntnirflx,,SJBWZOHWKRCHEUHWOXAC,WV,Nuevhhfqmiirnowiimqddkdfifgb,KAR Holdings,O
76.0,1-724-439-5793,1062891.0,190630.0,,BTGIVSUGWOGZ,cpe8015,BTKTFX,Portland,399.0,10.0,m,4.0,0.0,United States of America,Zomyrakanlgzcoztcwlbyqcxnch,g,cpeweasobdnnqeseephekuosunqivb,OR,Axiwievpevhoywactywv,,O
43.0,1-037-028-9797,630650.0,,U,Yfhda,osl8016,ldeqixufpwbpycwywhkrqdwwe,Arlington,675.0,1.0,,4.0,3.0,United States of America,gaziurgjlpxicwzlqgncfmvbagincls,,osldoewghvfajlh,IN,ujnzwc,Merck,O
37.0,1-472-312-5067,2417102.0,364290.0,U,,Rto8017,Mqnkdngntbhqikvxzdgqrscuqcrehqaksorjgqanfcdihhxycl,Washington,556.0,0.0,,2.0,0.0,Canada,Xcfuonafgocqm,,Rtolpe,MN,qnqnk,AMR,O
50.0,1-468-691-5712,,,M,uhbalo,Rkt8018,jfxmngcxzpnifytakuyinbgbzvutsblriohfvqbtvabdbwmfghiqbrbrpznyhcrkwp,Inglewood,357.0,7.0,,2.0,0.0,United States of America,Mudmkwwhwhbqazdmkaglxlqhbxntkjhhyiostoj,,Rktadm,NE,Wfgpkudwoextkeeghcpahw,J.B. Hunt Transport Services,R
69.0,1-664-475-4373,3556093.0,13472.0,M,GRHHQGWDJHUZ,EBS8019,wvtmwwxshsrzkqeuoqbjarnroiigkiusqjty,Mobile,303.0,7.0,,3.0,3.0,United States of America,Plzqclrwadqcenwtoirsrvn,q,EBSSBRAPSRMIHRLHXLMI,AK,Zbfxtnvyexrrudmkaxjrww,Sysco,O
48.0,1-962-509-4844,481360.0,377276.0,W,rbaszclsyz,RAH8020,Kdkhdzrwiqoeemwdfgmpweyp,Chattanooga,645.0,1.0,M,5.0,1.0,United States of America,,,RAHSFDTES,Manitoba,Kszouhmp,Northeast Utilities,O
33.0,1-918-742-4297,2121994.0,184783.0,S,ZDUNOVPC,gpf8021,BTKKVPYGCUOUHEQBZMDKQJCAEUCGNSNBHRHCSGHMSTMBJWZU,Aurora,,4.0,,0.0,3.0,United States of America,Javyurlqlw,,gpfugsdhyiaf,OK,Wqkujuxopjuioxrhwyegbojtut,Mattel,O
1.0,1-589-877-6520,1206934.0,339071.0,M,QWDJCK,Uzp8022,tmhozgenkbxneihwedbmhjliqdewgapydddpaadiaupyusfgzgnaskkjbeohmazdrro,Austin,728.0,1.0,,5.0,5.0,,Pkvxhpdsomjelmswqjupiedirvdocfrasjdmgwhswczthlsjpewsonoswkewxbcyl,w,Uzphepqwkktazwjlakvdenoqqtok,NH,Oklmymec,Universal Forest Products,O
1.0,1-469-388-7767,1045226.0,168295.0,,Nkqaaxgilyu,LNI8023,essrkfnkztneu,Jacksonville,665.0,8.0,m,2.0,4.0,United States of America,Mwyqleggcrjksjvqkhnnrmoqndtyxizkpdxfkgqsrakmttwbowqgcdbpb,u,LNIOJAFOCILZSXDNQWICAVUKHCHY,Manitoba,Ukjikxzjlupncpyawtylr,PSS World Medical,O
14.0,1-183-526-1691,697590.0,461109.0,M,hlaxlbdn,PPT8024,Zjsgdgujsyzrkoozfhwpjvinpwrbbnunvjpiuanfnnxzsssvebhedyawnfmwvoxcvcpsy,Pueblo,833.0,,,3.0,2.0,United States of America,DSDJXNVYCCXCLRUIFVMTKZIWSMBVMZCMHAAVWTBQKHXPSIFNLKAYTJCIBFWNEGPVHTTLBVTHWASYMVKR,Z,PPTIYNKBWFLMOXPXWVNEKXMUBSIXH,WY,Xrxsnpojnbwylhwwbjfinkaeimu,ConAgra Foods,
13.0,1-769-218-0825,1411687.0,205545.0,S,ANGYJXXDXR,Ula8025,Oharrlbgvigsfozuwxzjbpcrtcplaxsmorrgosuotsitrzftsivlc,Chandler,579.0,2.0,m,4.0,4.0,Canada,Kvbhoprjzsdclvlugerskxckmjs,g,Ulasvakuipzgculmaedxunqobbfstf,NM,Onbqauvefoigtlq,,O
19.0,1-896-771-1038,3413890.0,153449.0,U,Khiyhpwtvttc,Kgc8026,Lvrjmhasupstbncpkgqgpcjstndcxrqyyktdxwlmsuwuflwvsvllyqwyvjhfi,Columbia,410.0,1.0,,0.0,3.0,Canada,UQBKITDIXNYPJIKVPQCNWDNOHUWHNWRBEKGATTYLZYHBKAURALUTSUOGNFIPPFKKGETMAYCALMWDPSR,A,Kgcxqldazawsankrs,SC,nankoeffzqilvhkyxd,W.R. Grace,O
88.0,1-011-030-4142,3940811.0,268590.0,M,Dwdlsttwakvs,Wfd8027,Grxofdsrbntglvlsuaslseep,Little Rock,,3.0,,1.0,5.0,United States of America,vvgjmjdomalgvdfbyachdrgqmterfbuihhidxaboiftqfhqxhrutzwseoadpkolyhn,,Wfdelivhudzvhatladrjups,Alberta,Lapsgapriqybymmwzkiyxdv,Thor Industries,R
44.0,1-099-288-5148,1181657.0,456221.0,U,Xgiglw,Lyh8028,NOAWMSPCNKALFGWUSAEKBAFPWWCKNWTNTIRAADAPXGRBHFVBXBEZSQFHJZMLAFXPQJPMKXB,St. Johns,846.0,6.0,,0.0,4.0,Canada,tplvqeadmfrvkarlhcihlkitswcslxjzplukssypvshralkqrvisxjcjruileepmoaejf,,Lyhufytoq,MS,Vfmgtbkxjdrr,Enbridge Energy Partners,R
3.0,1-935-830-3336,2410721.0,,M,WWHJUNK,Aep8029,nqjunrlccyhtmarhiyrilbommyolyetitotpskwwtbknwrnjp,Cedar Rapids,488.0,2.0,,5.0,5.0,United States of America,ACEWPKADFDQRXWGSEKAIEWTMXDGUYELOORUYXY,,Aepdwmgfhxrrv,New Brunswick,FEKRVB,Key Energy Services,U
45.0,1-711-331-7079,2181486.0,279973.0,M,Ntyfadnbw,hdz8030,Hyhfyhpbezh,Salinas,815.0,,,2.0,0.0,United States of America,Bdezwojiqwvouvazvtchfcxiupjpomjpnsoszttzaypdeflo,E,hdzqxtjrsnglprujxvpgglww,FL,llreycsbmfvklhvajnuwfh,Albemarle,O
10.0,1-949-869-4694,408166.0,176051.0,S,Tmgwtdoshze,Rmk8032,ykxxixbfhsmdatzjxizwo,San Bernardino,474.0,5.0,m,1.0,5.0,,Svqsajjefvaoyjpgntpbhcasjmizijyzcuva,o,Rmkykafjvnhraabuwolzrkurwptuwx,Quebec,TDUQPIRVOKMBYHJWOQBVPIC,Cummins,R
11.0,1-816-228-0366,1433641.0,364876.0,S,xydzfqha,HGJ8033,NTEBDRDDCHXHAWZSPDAWFNFWU,San Bernardino,693.0,3.0,,1.0,1.0,,Kxdggbfjjkwmivdkachvlbqejzvptsdmuxkoswcyfbdncfsqkk,A,HGJZUDODMRBBYAOCWFKHMZ,NE,bxrwchpxuxoombjhqjeoj,Arkansas Best,O
48.0,1-848-925-3291,2954062.0,67488.0,U,xiopx,HDJ8034,,San Diego,644.0,10.0,M,5.0,1.0,,Uqrswnwnizeqbieh,,HDJSJNXBZXSXZVTKUADMDFJJCOWSTY,MI,tbskghfwocsfbihecigwavo,Mutual Life Insurance,O
35.0,1-185-642-9518,660532.0,37020.0,M,Jdtabccfw,BRQ8035,XQXPTHMMQQRV,Escondido,742.0,,M,0.0,1.0,United States of America,JJCTFAAIYTOTAOM,,BRQLUSDIY,VT,pcaewuhbvitxdwnvoqsrh,Oil States International,O
30.0,1-821-354-7214,1555614.0,224282.0,M,Ccfeimwbpgca,Nhc8036,Spfxdjqmrdntplo,Hilo,583.0,8.0,f,1.0,2.0,United States of America,Ycavepoovatf,,Nhcmzqghxansrscamavkaen,MO,dlydjs,International Paper,O
37.0,1-423-173-6430,2563447.0,164419.0,W,axhgle,rgx8037,Ybknlslbueknicmhliqbcvnficqocapllezteczreruqidwmhdxbribbjr,Pittsburgh,545.0,2.0,m,1.0,4.0,United States of America,Wkpakulobacdhvjauxtynmvcgbjpphog,,rgxmtdkrbskibcdlk,Alberta,LBXVWSKMAAKBMCSONNOSMKWSYD,BE Aerospace,O
74.0,1-020-405-1474,1223944.0,150884.0,U,CQTEIEAVFMM,CAZ8038,,Columbia,302.0,0.0,,3.0,3.0,United States of America,DWVUVHEFJIIHPXTTERZHYIEIEJMWHRRIIVTDUVMJFHYZQ,,CAZKXPVSVKNUL,MT,NNKVJG,IDT,O
89.0,1-701-846-5029,1353587.0,26168.0,S,Irxgbxqkt,tcx8039,Wzuxagdhklldayuevhsiufmsbbetdxonrepoxjtnueasqdwcsowdjwwnfluxtfje,Pueblo,646.0,,F,1.0,4.0,United States of America,Aohatccwvmttubxytqscyiyhqwiugigtannbyjkavsrdvpdgfpbkattgunkudoevp,I,tcxxnwhtiohtaamrhkvlqbkckgnrf,ME,Badtgesdjwacmicaafq,Schering-Plough,R
70.0,1-380-069-8864,2571277.0,14182.0,U,gdurxstel,Uzq8040,Jzdnipcjudrmdzjtroieqqmzuxqsbhjndlqfybumsdvymllbotcujygqhlclwvhk,Great Falls,514.0,10.0,,3.0,4.0,United States of America,HZXIGTJXAWGMPQLOZILGURDVDXM,,Uzqgdffiyqcbwftjsqaevdxz,NH,Htakxkmqorjritvnwq,Chemtura,R
32.0,1-133-263-9768,928430.0,311513.0,M,Wfajoyet,Qpo8041,Pewndwkkcoqmkmghqzcbjvizbhc,North Las Vegas,387.0,8.0,M,0.0,,Canada,CCLBPTPNPJCXOEFZJKHDNCLPSHTWZANLIFDYXMHHWZGBAGBHNNZTIRAYJJNSHGLPGFHXBQWMGIS,S,Qpoauvlogbpfifzdfflitomvryhtm,VT,EKOJWDITBPSTELTDPXITKFKE,ArvinMeritor,
67.0,1-829-248-5554,1674038.0,382145.0,M,DQORFSZPJ,ZOT8042,Jsevemcfwxbdplvevzanwoshitmqifjc,Fargo,564.0,2.0,M,1.0,5.0,United States of America,,,ZOTCPAWWUQSYBSKHSYXIEXDAEVCXSG,NJ,CJTVFJTXYQHCDHSIUXHMMCBXSTC,Laboratory Corp. of America,O
10.0,1-042-788-7719,1515033.0,145398.0,D,kgzgv,Zat8043,yablvqlfzmpznumiuwhsentg,Hollywood,697.0,6.0,M,1.0,5.0,United States of America,,,Zatilrxauxfxcwfoblyem,CO,KORQISQXHSDABHOEWAKCPNX,Hershey,U
18.0,1-925-737-7759,3710958.0,760.0,D,xtmupjjxbvv,Owo8044,Ckxcblwa,Louisville,398.0,10.0,M,2.0,2.0,United States of America,Spgoukxquxhxcebxlhmbjifgnghylvehebqkhadpmgvmdizvwldldhijeikrunjluhmrbcxvby,U,Owoycczzg,Alberta,Clghol,O'Reilly Automotive,O
58.0,1-751-937-4871,640918.0,234083.0,U,TXYAH,Xmn8045,Surelhbhjovkaojxnudrvvgmsgcgbhldxaqzggkntssqevvddryunnizquklcgzatdmg,Irving,812.0,5.0,f,1.0,2.0,United States of America,MSTXLAGHHNYAATDJLBXHVUXMBUXMWCCKQCXZVIXIMKWNROSXHIKGEXTRSAO,,Xmnqpryftvpoqkguaeiiebes,WI,ljdmdggdxoemoncutyghfkh,Nasdaq OMX Group,U
2.0,1-811-592-5327,2856426.0,368734.0,U,Vqxqyh,Czn8046,,Hayward,442.0,2.0,f,2.0,1.0,United States of America,Tfcitrjtubjlgrrunhweronflkiqgckvszpvbbahohhonwztnnygofogvq,q,Cznvrhlupdpqbtrp,DC,vypqjwlfhjisaxj,UAL,
80.0,1-801-759-2877,27261.0,153370.0,S,,Vri8047,xcusmlidazipwwhxohsoerrpyjsqtieatlaabqavo,Detroit,610.0,2.0,,5.0,0.0,United States of America,XIZYBGSCWPGKZKSSVQEUOAGGLFUGOGBPQKDNZFETPAAZQDRBUG,s,Vrixfjpxhicvasvbe,LA,Sfurayjxedmskthi,Lam Research,R
61.0,1-852-644-7809,2034896.0,421899.0,M,Rxgtokktkant,Leo8048,Ighbinplegmxrbygpqdbibufqtheodnelgwuvglmoezqrbpajpgbdgbfgznitdasttjmhho,Garland,542.0,2.0,,0.0,5.0,United States of America,Qfmszwiodmuulwspnttwrjkbwhqgoslwapkxgxsilxqrtmg,,Leountyxsesx,IN,jwagfxizpzbkf,Eagle Rock Energy Partners,O
12.0,1-280-689-5854,1101937.0,497123.0,M,Tzibmk,qip8049,ktqkvfiofqocgayuwahvfbqioqsixqfdsqdqhvqibpplnkshwhehhswxgopsiuvlffagjqepfwauhmh,Minneapolis,621.0,7.0,,0.0,3.0,United States of America,Qvkqzohzrqbrxrhljtrxoouwpjaxfsazowdrrnhlynpvhgamogxqmmdyhwlfktbcbfa,,qipdgngdlehu,WV,Sjaigbathvqsercvbndaarfc,United Technologies,R
85.0,1-808-896-3924,2539495.0,282798.0,M,atujtqg,Ffr8050,XOAURGGHMRLVNRA,Elizabeth,498.0,3.0,,0.0,4.0,United States of America,KIYNNIBEUACGVTYFYXSLCPCRXDYADTJKEHUKDLVMYFBXHGNOS,,Ffrusigygzildvhgevw,VA,Bselahtaae,GMAC,O
99.0,1-681-432-5475,3725194.0,457615.0,M,MEAOHNBNGX,Ymw8051,ASIDJSPBNVMSTEHXGNFWKZJLKSYMDCBXMFRGJWBOJ,St. Johns,334.0,9.0,W,,5.0,United States of America,lwnxkmjoeqfjbjflqk,,Ymwznnlmazqdjcyouzzpqkajfmk,WY,Qqixbqmrvroamjteoqxtnaps,Textron,O
17.0,1-623-511-8227,343347.0,153419.0,M,Hxsixf,Fhr8052,,Stockton,681.0,3.0,M,1.0,2.0,United States of America,,,Fhrtlg,MA,Xgeoqwrdztcpvg,Pantry,R
96.0,1-762-498-5143,2146476.0,,M,,Ooh8053,jtobiharglsochderaexmoriqwnnws,Knoxville,821.0,4.0,,0.0,0.0,United States of America,Lemueyixhlrleeeramfsqvyqi,S,Oohpghzcfdsawgqqficbobflnd,SC,Zmmmzxjqgdimxxugkimdhj,IAC/InterActiveCorp,O
32.0,1-220-496-6695,73734.0,204349.0,M,Whzyfqqt,Jek8054,ztlcfkcrsjedfnicpxryqoagbvwsgadwoolqgwbfuldmoknnft,Los Angeles,512.0,8.0,f,5.0,2.0,,Rghczewtvxglfpzqinethxqofywiaq,y,Jekswwujboq,MD,Mtassf,BearingPoint,O
52.0,1-674-945-7585,1380687.0,466988.0,U,Wpfxht,mbc8055,jbogudiieqbfsiedznfrgtdzmybjjqdqncajisicodwwauejxztuzmtws,Phoenix,717.0,8.0,F,4.0,4.0,Canada,Orlhankhodajtynyzqhwtkspiujggcf,,mbcfxdjl,TX,AMQLOPEEOUJJGTBCU,Tech Data,O
64.0,1-791-921-3989,3262152.0,340591.0,W,Aqmxsfzn,Aqs8056,Kgcgvbxp,Bellevue,553.0,3.0,M,5.0,1.0,,wsqjfkifrrpobhlesmvdnlevdcwdctrrakfxtdscnfrnkehseghawckvjaruecjuzl,Z,Aqsuiuepdsgpnnfcugxhod,FL,Vdbfbgqtj,Asbury Automotive Group,O
