prospect_PosCo,prospect_AdLi2,prospect_NuChi,prospect_St,prospect_AgeID,prospect_A,prospect_Coun,prospect_FirNa,prospect_MariSt,prospect_NumC,prospect_Empl,prospect_NuCreCar,prospect_Ge,prospect_AddLi1,prospect_CreRa,prospect_Ph,prospect_Ci,prospect_LaNa,prospect_OwOReF,prospect_NeWor,prospect_In,prospect_MidIn
Bamrstb,ubwpjekdliiaiirkwomccfoepmngoukvajtajsdgfxlwiugisigugy,5.0,VT,kmc7913,55.0,United States of America,ugreadsmyyzflhraopczm,S,3.0,Smith International,,F,SKOHRHOBJVQYSQKGKROWWOOAGYJTOZUCXWIVMCWCCTXBVIMKFSUVGDTH,575.0,1-407-417-4636,Mobile,kmcwmjeqtucbjonu,O,1501110.0,378510.0,Z
Krimsrswlrzr,Wfpsogdaulwoaewqttymplfbiymruobnvu,1.0,Alberta,Jve7914,80.0,United States of America,CWDYPFHQLUUWQIBRDPXCFNW,M,0.0,Trinity Industries,10.0,,Outbpsofzvvllcxocdjloxmbaeoijbgiuwwsilwytvoqdidaoskndolshurnaxocqatemlxtbgkligfc,468.0,1-413-798-8740,Henderson,Jveolosdhwigoy,O,3510096.0,39969.0,n
oapsimceir,Peakucarebkqqowcxyjwsuqbpxkkgoddzbikxxxrmhdceqotjbvnxmsacdxlhizkj,5.0,NE,HAH7915,20.0,United States of America,duoqmjonqbichgsqwsaxomykkw,W,0.0,T. Rowe Price,7.0,,Iovmordzsewiippemxxxfqbojldimrhvhid,543.0,1-693-514-6735,Casper,HAHACMBLMSH,O,,126133.0,b
oorpdfvrd,klczhzwofgxorfxmkkvnuqpydwremqspayihjzcubwdqhwjttsrluaxlvwouvd,0.0,PA,Wzi7916,58.0,,umirygydvvkkekerszbnhfqkeybn,U,5.0,Steelcase,9.0,,HHUXFDBQAUOFNFMYHIUCXTKVZAUCUOMPXSMGSPHEKROPNK,313.0,1-676-265-1012,Macon,Wzikriwnntdbqzilgvtlsewam,O,1465068.0,354032.0,
Mhrkuraadkb,Qpwsepjuhbcxdbldbdrumxqzytrtgaqxdnuuxfidtqkafxfjcgyctvesyefo,2.0,HI,doi7917,33.0,United States of America,SNKXJGTQRWWQWLMOWJJYVHQ,W,4.0,Energy Transfer Equity,2.0,m,Atvzcyljdextktcuwjdacr,710.0,1-465-904-8392,Savannah,doiwobekxvqcyswbc,O,,393358.0,
Fqkhm,Dcfdwrhlupetlrcgpdjcpwh,2.0,DE,Jqy7918,60.0,Canada,NFYRMRREIKMRNGBHWAHE,D,0.0,3M,8.0,,,320.0,1-541-422-7984,Erie,Jqypfnqhmpuxmlcbrwswvee,U,3868349.0,360080.0,w
LMFPXGXBZEGK,PNCVGINMBDCEREMIGKLGBBVJMEWMLFUESEYFEHFONFTTVNXJSLLSULOILWGBWMMCLDKJOQNQMIF,4.0,AR,Kba7919,56.0,United States of America,Jvzmlvkjpqlwuvpzkezubbtjf,S,1.0,Equity Residential,4.0,,fybnngsnfazs,842.0,1-486-040-0417,Minneapolis,Kbaoljhbgdg,O,2409902.0,310910.0,B
ZXRTKKPO,Zttnpyuyqvhdf,2.0,Ontario,Dvt7920,81.0,,duyhyceaiukzomwqkhfcnvmlac,M,,DST Systems,9.0,,cuebfeqkxawdmtcukzsellbemotuxldxswdcjzlsashtelnoxfuwrapwnxuidxjkarfggz,364.0,1-426-146-7892,Plano,Dvttbwfx,O,3205565.0,482624.0,
PFEKGCYFAGHN,hxxbsfkqamwvkzfhvqoftxgzytniovbjpzv,2.0,AK,XER7921,32.0,United States of America,XIHUXU,U,5.0,Hawaiian Electric Industries,1.0,,YQXAKMZESSIVDHGOTUEAJVCNCSVVUY,543.0,1-674-592-3807,Boise,XERDYDGUIKZAQPIULQVBDSXRFEOOB,O,354145.0,47644.0,Z
Xskbyx,JTDBXBTPLNXOVQOVGXTIHPUMVEJAKNHTGGNSOTCSTFOYJWVZTQCWLHPGGLXCAMHTOJHTOQTWJBSOHF,2.0,Saskatchewan,Gbk7922,15.0,United States of America,Wnperbzagblechbiuebt,M,0.0,NVR,1.0,f,Gwnuncibniiuhffoufedrkvdteetipsjouwfpkyobhgupmjdzyartmiyer,845.0,1-983-632-9079,Akron,Gbkdkeisaste,R,1104063.0,433844.0,
AXMNPVJYGX,Grvtwbldjuqurytjusxd,4.0,KS,Whn7923,23.0,United States of America,WVPTBBBERUN,,4.0,Virgin Media,6.0,,Xqquwywircryqyajocqbefddlhjqsvhtvpyxwpzhqkzfrgitnaabqwaf,745.0,1-146-786-7699,Lansing,Whninzryszfjxphspzcgeq,O,2213495.0,181596.0,h
CCOMKORPR,agcetpprnhvxchlbvaisfhdp,0.0,NJ,IVY7924,76.0,United States of America,Wvpvtumgfcvdntgyllvp,M,5.0,Polo Ralph Lauren,1.0,,Yklpwrsq,378.0,1-234-496-7120,Anaheim,IVYMGECWJXSMDAFIVU,O,775085.0,338080.0,g
Dzgpamgblur,Kjyyterjaosalnolfimisnzusipktupgaywhpytdigvdctllqcovbwevfybfdasmqwrzzlx,0.0,SC,nlo7925,44.0,United States of America,gtgjjbedkz,M,5.0,Fannie Mae,10.0,,Oyvnrhnrusia,464.0,1-053-718-0926,Reno,nlodvthfggrjpx,O,468879.0,192895.0,R
Dpcdojllw,TSOJVMMKXUERZWITQTYIAFSXFKOEBVAXIT,5.0,WA,ybf7926,76.0,United States of America,Kmdxshmxgvefoo,M,1.0,Zale,5.0,,qfrurnedupzxgqvwmmzpkxwtnugglcetlkegklljkiiyqqmpvxplzzrrbmrbeftpwrxbeifbqukftsf,630.0,1-865-765-9738,Brownsville,ybfbzsmuxwwmbuutk,O,3325505.0,471765.0,p
Xpfqujvj,yukcnvpipinyxmhekregypjwnwkccccwihlhayf,4.0,TX,Kfs7927,92.0,Canada,Nukqkieftaayxnlshyyziybhggs,M,,NV Energy,7.0,F,RFKSEHIHUOERISQUFWVHHVKLIKIFOUXFHPTGIQS,628.0,1-015-167-0461,West Covina,Kfsmuipdwwslwoqldxfuksjcnt,O,230971.0,338586.0,
mwmnam,Ikadovganezpeqmoxjjnfnqkd,1.0,Quebec,zgg7928,67.0,United States of America,Kbjceoc,M,5.0,Legg Mason,5.0,m,RPXDQECHMXYZYTXMBWSGRAIKQHWFFBBEBCNLLAZZERMOJWVBJWOFAJEWHFRDZOIZQSDSVL,,1-686-872-7968,Newark,zgggpphbzlvx,R,3026062.0,380309.0,B
DBDJJZ,Iavjbxljkhbpbwsjstmllr,2.0,CT,OBA7929,36.0,,ulosotjjbjg,D,0.0,,3.0,,Epcknhojtbupkyqudpkuibzogogdkfwtxnnrvajetgmlwkfzagomzikrstrriilafktslzqwcswlstzv,825.0,1-359-001-5834,Saint John,OBAGLYRST,O,3566330.0,487268.0,K
iyajtvppqia,BQIPORMPXISARALRBJWOIVR,2.0,IL,RBL7930,4.0,United States of America,Zlspb,M,5.0,CA,4.0,,,473.0,1-872-067-9058,Fontana,RBLKNILGLRJQIJTWGZPUZNB,R,536247.0,,I
tvmliuaepiew,Qdrtxkhbjwosnhefukagwhetnxltzh,5.0,FL,SOB7931,19.0,United States of America,LGLXZWYJCBDBHQHZPRSBH,W,0.0,IAC/InterActiveCorp,10.0,,VYQOEA,675.0,1-636-527-6965,Chesapeake,SOBAHVHMCMQBJFVWRE,U,1337448.0,383251.0,P
,ludvxamkroxchqycjldlrlxcjxrpntthxwaqwaoolgdxfznagpwpczoeouab,5.0,GA,Hht7932,89.0,United States of America,vzafkskfmyxvyannuhzjhwhzkq,U,1.0,MasterCard,9.0,,CYEBWLQFTPIROZRFYQGYYIMJDJRHLJEO,318.0,1-121-752-0498,Allentown,Hhtvg,R,523749.0,471714.0,
Dsrgdaiaxp,vwarncoxumqivahv,4.0,Manitoba,Cjg7933,91.0,United States of America,dpiruwvmljjxhqzmauunfvocbksjza,M,5.0,Guess,1.0,,hnmekqkjkckwipnptortenzvbbthrsn,506.0,1-419-724-9641,Riverside,Cjgmk,R,2688676.0,373866.0,
Nurqjpdrjs,OXDCQRMW,5.0,NC,Zpv7934,7.0,United States of America,Bgchecnwsjdwwsjfb,S,1.0,Zimmer Holdings,9.0,,uutnqpqvjjwjhabwhezazaxisddegsktuig,619.0,1-127-364-0489,Omaha,Zpvjcvyogaqpidqhxuxwknrxya,R,2808658.0,5853.0,
qlnnsh,Vzzpdwiukinqngiwqrdvfkloenypixhinabaljfggxhrrqgqhhmaz,3.0,New Brunswick,WEV7935,,United States of America,Ghxdfopjjqwvsuiuwyqaauitsuola,S,5.0,Scotts Miracle-Gro,7.0,,Cdnkkxyxrfkryiuiuxsqcupswtauqcqksyuskmswndrguobmoncgysmkkowmaecelfroxncnvujqvm,614.0,1-999-797-0401,Tucson,WEVJFVZSRNGZBLJSIIQBXLZQZNDKK,O,2758259.0,159711.0,u
odtlvrmnqbk,Jfojwqiyxgeimzihrlfgsfgexfzzxztcwxcsqagalblaprjqxyodvt,5.0,Alberta,Poh7936,84.0,United States of America,QWHTLNW,U,0.0,Jabil Circuit,5.0,m,XEDGSVDEZOEQBVQCVRBKXDXNCKUXNDZEGQMAACHMEQIZXBFTNXBEFDCROZBJYKUBPDXFSJNAR,375.0,1-561-951-8350,Macon,Pohgovabtsxaiamduinfdwixbl,O,2928920.0,299560.0,S
Gngacced,Nijqb,3.0,VT,Rkr7937,82.0,United States of America,aketjvrjbhiqdmq,M,2.0,Biomet,9.0,f,MQHAXENOEHNM,714.0,1-545-257-1373,Atlanta,Rkroqdfcrdhm,,3007587.0,384975.0,w
Mcjgbqm,ysjxaoaycnzmmrcrdcizwbileigajabgfbeuhkbhcuanatjdfhqe,0.0,Quebec,RDA7938,94.0,United States of America,gabajbhg,S,,Warner Music Group,2.0,F,Ykxhxvmjmaadakpikasfexpcfchrvfgsehfrduhrvfscpylqvzlqx,661.0,1-786-471-6923,Salinas,RDAWYKIVCJQDEJFQHWN,O,1713014.0,231656.0,U
VLVKVCOUB,Bqavfclieppertmdbhqmwhulcbgbqalujbmpdrsxdasvf,1.0,CA,ntv7939,34.0,United States of America,LUYOJYLMG,W,3.0,Pep Boys,6.0,F,wjkqajlqnmdnonnuejtorxffmnzteutpvkaocdqurvnwwygnym,338.0,1-295-114-1108,Savannah,ntvzpsfxhwsyxpltlc,O,2751413.0,141052.0,
Aqtlezohomnt,Hvxrkzf,2.0,CA,Vds7940,,United States of America,fdluxsoswnuebpilv,M,3.0,CVS Caremark,0.0,,Lgxjqvkcrvlxabwsktmribmyvhpxbytayotvjiwikllwgavawjrktmnixzejcat,374.0,1-590-272-3005,Pembroke Pines,Vdsofnvmqkryhbactojcgz,O,3218756.0,484382.0,J
Brgxe,knhrvjakppfswavojnnworzarnltnfbuuu,0.0,SD,yug7941,47.0,United States of America,Gnxhmxxgsbmbczwforegsjlefuyf,M,1.0,International Paper,1.0,,Jzpvekdnefsrgdfppfsdxxgogvxpqohfjqhvrph,,1-711-129-7518,Aurora,yugjafrgxlpautprkkysdkeoemharx,O,402020.0,56526.0,K
Bxwrukxd,Swikzpfehqcxjejszslavlvgllttzfeuo,0.0,FL,tef7942,24.0,United States of America,YOKFTSYCSNBKCVODM,M,2.0,ABM Industries,1.0,f,Ycqryledfoyipisexwdiemabkkblbcgmhjucsfctduedgdtiloqkbwymixsmpcpyoranzt,545.0,1-637-774-5956,Fort Collins,tefjapnsbwwtznfzozkd,O,2681790.0,37250.0,
pizym,Nvcoganjpnvfgkpdkmontkusfamrdjpywdpbflhnm,4.0,OR,VAQ7943,2.0,United States of America,YZREQIW,U,3.0,Intuit,7.0,,Zqcybwygkkfrczwfvaebnqwleeqvkkwclszwvcfuefuxnlxsnwmsbrcvkntyjayspidqlgtmxtstjdjw,633.0,1-848-267-8973,Frederick,VAQEZQMRSJKIMXLYDIGRCXL,O,109559.0,,l
Mlenlzhknabe,VQSBWWUZIFRKATULKWDRAOSMKMTMKNLVXJBULXMNXZHGUYSLAF,1.0,British Columbia,kdz7944,29.0,United States of America,nqdjlfati,W,4.0,Avnet,4.0,M,BCBJMWJVWPQGCHELPIWOIDJYKEHLGRSOLKYMVQYOVGKRP,519.0,1-269-725-9428,Huntsville,kdzhyfehfz,O,891209.0,181697.0,H
DZHTWG,OQXNAUYVGKIACRDEGQTUPDCUVNQZGLQFDCMCFROXKFIIWTBMMQYAXUUVB,1.0,WY,Sfl7945,40.0,United States of America,Dzbimvialqrklbitbtlhjxv,M,1.0,Chevron,5.0,M,Qvkoeknuvnzutzhukzaixatrlvhrbctdgajnsqqwipm,757.0,1-485-719-7513,New Haven,Sflvvddkfg,O,1712490.0,36412.0,
lzlhjoaffpc,Gwgdpgytztbsdnmkgxqhhavlstlkw,0.0,British Columbia,dvk7946,71.0,,GUAUNWOMZCZWTWQZVUWVHUNE,S,0.0,L-3 Communications,8.0,,DXJLZWXAWVUCLOKITWNDKZJCMTJSZLMRVDHHYZIBISDYORXYFKPIPNGHETYMMV,634.0,1-112-550-4761,Cincinnati,dvkvcvmgsiuxdss,R,,304183.0,
Vvpqcccjrva,adnemwjeqpjfhntbtxvoidzbgitivpsblralnitnendscsuefsshboodwbqosrlifd,4.0,ME,szt7947,16.0,United States of America,ZEQEIFPPECJLLNKIQWDMZGTWPSUM,U,4.0,Olin,1.0,,IRPKUWOSUCCTMEAYKZNOT,633.0,1-221-176-5784,Fort Worth,sztaoru,O,2942794.0,116425.0,
Hcrfv,Ztmivyjjannefmqsqdvxuasplyfxyzgkfsvbecgryctlosoghsapqaxuerhssrdsvy,1.0,VA,Mep7948,,United States of America,Zmjovzgwenaibjoudvdpo,W,0.0,,7.0,,GZWGMVJGUPYQGTZYEGSAYWUUQDOZWSNCOYLBRMIGRHZFMGQNYCLUDFJJJAOFPEJPU,564.0,1-622-415-0229,Vancouver,Mepmpbddokfessxi,O,2502907.0,201188.0,X
qemij,FQDKZWCI,2.0,Prince Edward Island,Veq7949,29.0,United States of America,UZAWLWIQEMEWRASUST,M,2.0,Administaff,8.0,F,,562.0,1-177-081-9596,Little Rock,Veqecgkojfdtrr,O,3411671.0,6488.0,
Wtmju,Yewrfezntvkozyyhssosxjfhvovbzttxqujfialbrgqdlvbomuwgcn,3.0,MD,NBU7950,46.0,United States of America,Wttdigoxdlsetsaecsmykr,U,3.0,Pacific Life,9.0,M,khsusfahhnmwaenjtcsarjgxfpksfnqsahdeantguvhnawldvkmcsbhwpidrvfdxrklwkg,698.0,1-613-317-6920,Charlottetown,NBUAQ,O,2374063.0,352785.0,P
WIILM,SYSBTJBCAXCQTXQGRFNSAPVGYFVYLNJWMQOHBVHTWUWCIEEAZRHOVGKBFEQZASJRQMJ,3.0,KY,usi7951,71.0,United States of America,Nttfpcyyuzn,M,3.0,Imation,3.0,M,Xibdijvesakpvikdpso,766.0,1-425-168-8926,Iqaluit,usixjzgnbgprketqmuqvalk,O,2950394.0,98403.0,C
Orodvakxoy,Finwjypacpbjglmrklswgrawzhbfeocpjprguiwttoeofspzwpmdtvabyxsr,2.0,VA,lyi7952,67.0,United States of America,Lockukwdquotjovdqynjpggsbsjibi,M,0.0,Burger King Holdings,1.0,f,,715.0,1-834-776-5359,Hilo,lyisulvrmtakxjlcrzbniepngdgdgs,O,1812351.0,193163.0,
Snjkoxfgemlk,ISKAUVPKKQJSFTMQQKWIXHPPBPMJMAAWHPVASEKOKKLOGCBLFUUHEYAGYCNZFVOHRBQQ,1.0,KS,Nxw7953,95.0,United States of America,Xwxobrpgzdoegqohlvszf,D,1.0,Rowan Cos.,5.0,,afewqtzrakkcfaboltipsatypddufefyvbdyj,778.0,1-725-384-2416,Milwaukee,Nxwdpb,R,2401369.0,293740.0,
Cnzokxeuch,WUJPIZUECFISNBTMZCYJSKCWAPAFMJRJLXVRJJXOYYUVDUSFUNWGYVMSIBAEPJNCXCQN,1.0,KY,Fkd7954,8.0,Canada,Kkosjkpgrnjx,S,3.0,Susser Holdings,2.0,M,Anvfusruqasqkpymilppwliobuxyqmaoecnqdxqsnebwnrlhldisjcnytmhrmeuoitsnsfffnc,591.0,1-683-708-8535,Hamilton,Fkdvusshhfdlurvcgajkiwduecvfo,O,680974.0,491432.0,O
wloyabve,Pkuicdupwughumxemyuaolzydhisbbs,5.0,NH,Kom7955,89.0,United States of America,woqanmjieqlziqczibwthvksf,M,4.0,Cephalon,2.0,M,MSRMPOWBDFHQJCW,538.0,1-634-619-6654,Austin,Komsojeljwpanmjeufy,R,3928533.0,300246.0,U
Tukqgpngao,Uqkhrezotmrn,,IA,tll7956,41.0,United States of America,Yagssloxvlchtsvnmfdhlbhubrt,S,3.0,Sprint Nextel,9.0,F,Acuihqueegwmztdgppraghmtnuqhmrqxcqbps,775.0,1-250-147-0365,Windsor,tllghgshlaacczyrijfvfhig,O,387652.0,499522.0,O
dmwhtakvzrux,AVBUKYNNRHNLNISYSZPFNOVNNVLE,1.0,IL,Izc7957,32.0,United States of America,Labqpvyojuqlclykvzhbao,M,3.0,BJ Services,9.0,M,Lvqhtpofmpvxstwwbvtgtrwfgdmnjawiuioiwxyiklrhofrkqnnxxynhgascirnndybnw,843.0,1-899-001-2403,Allentown,Izcbxzsfhkh,U,821584.0,261504.0,G
,HOKVGVAHIUFCKQ,3.0,OR,WKX7958,87.0,United States of America,EXFSMSCE,M,0.0,Retail Ventures,10.0,m,XDPLYIXDGDTPIPVJODAMTPVDMKJRXTYACFJTAEVESOOGPTFWJHWNHWOGVUZJMRQKCWJFVNWXFJ,512.0,,Fayetteville,WKXOVR,,1244071.0,,
covzi,,0.0,NM,WNO7959,92.0,Canada,ymeazlfwsuommmxxx,M,2.0,American Eagle Outfitters,0.0,,Flpunomecdxltugdwkzxwrjxrofgxtrbnqaimurleenttjetuwjxhdgaqaqamubudcqxjlbriksh,833.0,1-589-125-1887,Montreal,WNOCXFMRKUJOQZSNXVOVJPUZCXCK,O,1189322.0,338850.0,
NITLHBNQ,Nbhccbhukwwirfbqnugogcoqelv,2.0,NE,Kxm7960,83.0,,typhcytnmwbhluub,M,2.0,Omnicom Group,0.0,M,Kvpnrufpvjqzotkrgmhmkz,400.0,1-496-317-3058,Akron,Kxmnnrjsjcbmxbslqcsxtw,U,3233142.0,322878.0,
enxtyammfpso,guceoerjfiszxdqdcflppdvrtfewmyqdqdhtvgqpogxomzibbnalkq,3.0,IA,VBK7961,73.0,Canada,sacefuthhvhttiunquq,S,3.0,Belk,8.0,,Koxucempitjjdvuibixfumqwtbesdenqgupvwpfejiigwadhcetfhwbo,754.0,1-048-902-4918,Independence,VBKQCEJRJTKDOSOOSNFF,O,1977072.0,344857.0,E
Huhfvzb,CNIQGATPHOH,5.0,KS,MOW7962,6.0,United States of America,qjdmqsxtdko,S,4.0,Intuit,8.0,,BPKQBTFELLPHWJEVLGTITMJKGBTLFXHIGIWETH,738.0,1-707-512-6428,San Jose,MOWBNSOUWPPJL,R,2565062.0,326286.0,G
Fwtryjknra,,4.0,ID,Okv7963,73.0,United States of America,Enldryzsvsbpjihkh,M,2.0,Cooper Tire & Rubber,0.0,,fdmnbqrmdvsefnmemmpopsviwdkgfynlnawsckpgzyxrfgvrgkwrhbrvxm,839.0,1-755-429-0507,Sandy,Okvqft,O,172431.0,258746.0,
Gkinhvujwgs,Eqiecdycntfesorjocoopn,3.0,Newfoundland,Jnr7964,56.0,Canada,XOXGELDEQPNXMNNWVPMHYHWMJL,U,3.0,Toro,6.0,f,abdvalumfxoggpynaofipkyadytyqufkcywfgoxxhgnykoxsee,724.0,1-226-695-4242,San Francisco,Jnrcuoo,O,2735339.0,388720.0,b
QDBBWD,Eugnbodhmtbdxusjoqhtvrmntdrsyjmzktjpjlkbhcbupllqfikvxqdrhlnjaazzin,0.0,VA,sld7965,95.0,United States of America,WBMJXRIMJEDRXSIEPNXCGABXWTVNZ,D,1.0,Helmerich & Payne,8.0,,ehlkrefzwzxvpsmnmbot,770.0,1-275-909-0362,Elizabeth,sldgkcgfqpfpydzeqtqaaw,O,3273938.0,397650.0,
Qwuuxhzahd,Vucopbdsvuglhktaoefscqwhtfryzaujublfpogjnlureyycoexidlivdvuaqclaatxarxtflpqs,2.0,TX,HTJ7966,92.0,United States of America,Hxgwxrlvbsa,W,4.0,Centex,0.0,M,Lgjlhyvqvsicmfhnetkuqyaohgaqiwljrqmmeiotxkpdfieohxktmbct,844.0,1-339-141-9741,Reno,HTJTRSEJDKMVVLQRJPSFCRJ,O,497721.0,138396.0,P
Ewsgmajialx,Rwrwnohykhzxyajmpvttarwnwwbaicgdjagrtpupaguupdndreegkxaxpchmlerpnkxs,0.0,WA,Jah7967,62.0,United States of America,Wbcbhqqqqqroffgwbeb,W,1.0,Qualcomm,2.0,m,Bsgfyovraiehoqyyztxznffxapdqjseqstquqckefsfrnfzgkflslodxvmpaxxtlwcygngj,307.0,1-401-115-6829,Simi Valley,Jahnzodkpghhmtdmijinjlzvxvu,O,3397603.0,278359.0,
Oggomhoomi,Tabpcqvbrhweptexsaaeyhpxfamknxvdcqkxcxxmcehsvvznshgtmuqwmsxdhfzohqxeobvmauz,2.0,RI,oce7968,80.0,United States of America,VFYTKJDYIDRQWYGCRR,U,2.0,,9.0,,Nixvnantxjstnhozglhrmaeaxuckgsntmjwtnggnflww,600.0,,New York,ocezyyodhewjsgxkaupfjely,R,2320613.0,36336.0,r
ZUMATEYDNZPB,Guadpsvgtdooevwesspsgrkcfmyafgkhsosclxfdvobfoqceffgfdrmynjvuqpmdgngn,,WA,Gyg7969,42.0,United States of America,bdcdxsejlvnmopabrdeosuxsl,M,2.0,Universal Health Services,6.0,,usbvlcsllnqofggkmoekiueyahvyexjpbddvirmhnqcjkgmfokg,843.0,1-423-497-9642,Simi Valley,Gygpgtqpx,U,3162291.0,210065.0,B
Qrbhjg,Arqifwtalzxwnfuwfyizjwwtjpnmlqudsojkkvnrcddm,0.0,MT,Qwr7970,45.0,United States of America,txtlcvn,W,5.0,Medtronic,7.0,F,Onjdfqvgkslkosrpknihvzylrkejlqpffflewnhtdfcvm,616.0,1-667-132-0118,Coral Springs,Qwrrnrvsnybhuvihlywkqfzaojcicu,O,2835719.0,165145.0,
qauaawqjvc,djtavgmzwlwtavuakhhhvogzthldlbwcbmcgosrn,1.0,NM,Bpg7971,63.0,United States of America,Ojvyeksqyppuvorlagbwnlszdvige,S,3.0,Sally Beauty Holdings,4.0,,illmdyfbrlwadjxemcvfueyjtdykyaqucyyolfctrbwtysshjtdhywziuqivilfgmenru,330.0,,Bakersfield,Bpgpfcq,,1856955.0,58218.0,w
Txtoucjdz,URWGHABHNLQAVIPDLTMACDOWVMRPBHYNAJEUHUUFJHJSBWVCAQNFCSPBMSQ,0.0,TN,MBQ7972,35.0,United States of America,gshlcqxdbcnqputqltqnafkm,U,0.0,SLM,4.0,,aeclgwtslltzmlszezoyxvbldjtiiqnpfghmniimxjdwqpocs,444.0,1-366-870-0408,Moreno Valley,MBQWJAFTVDSNXZCWX,R,228641.0,67777.0,
Cmjaegrju,Qifahzwmvbncytyvwigkdwsyvpewtczpsz,5.0,NM,Qtn7973,87.0,United States of America,hvcsxhhdordpebod,M,0.0,PNC Financial Services Group,,,OEDNATVXWFDIIHYBVJUEHLNKNCYYGRYFKOTZDJSMMQTFJSMPRNJPYPEREYMEBDTAKMDZENNQNMAGY,595.0,1-458-995-5122,San Bernardino,Qtnvdxyubqfxb,O,361584.0,39761.0,n
Urcnb,Mgqweoniaaxmigclhvmtfhxorwulfxarnqgzccevgamukogsfrthmdqytfbcrk,0.0,ID,aqr7974,9.0,United States of America,tqymhenitzedh,W,4.0,American Axle & Manufacturing,0.0,,,425.0,1-233-397-4249,Ann Arbor,aqrpatoqyqkwwkuvrwxxidrnvag,R,52012.0,129508.0,a
Avzijcbkw,EQLWTZATSUPXBSQVMGAQQHZEDIJMUSAAOYYMCLZ,0.0,NJ,QMU7975,1.0,United States of America,ltneghsfijwmwccmwpqalkhu,M,5.0,IMS Health,8.0,m,Qeeiespwuhkewjxspsujvllvtgrucoxpahillguwacubqugzwyeljdtfgsbbtxd,396.0,1-135-933-5159,Salem,QMUHYNUCXJERQXLDEJKKQENVAJAQCB,O,2518827.0,137883.0,o
Kctovgwi,nsqszkunggembpaxtlzzixaiavuamueyvuahdtffojqlzyjsgbjrgoiy,0.0,NH,Zbc7976,58.0,,xwkbdkhqrksgdvvhfhtzr,S,4.0,C.H. Robinson Worldwide,6.0,F,Tkvxkmokxddklidoxmlpuxuqjmocnvhodbfcexspqxxztfcecvjgrnqwsfvwaulxlqp,720.0,1-431-497-0163,Louisville,Zbcdtdrhqxbkmnd,R,,181746.0,
Xkdzustf,Twqaaokigotsoejzvjlzzitiajnbveabnfqualpxbslawnpmrupkdmzpqop,0.0,SC,VHX7977,58.0,Canada,Weogedkdasbnabrtprx,U,3.0,Sprint Nextel,5.0,M,EYBGVGDHTXWEFISEAJBLKPRFLXHHDRUFNSTVPMPPHMRJYVFXWDLMFSUMRFGEGJLCHAMX,656.0,1-601-191-7044,Irving,VHXMMQBSVWPSEFMB,O,2028687.0,332881.0,
BLPVY,Camhyanhhlgrsfprsaidtmroxhdbnwlmysbatiwgrrv,2.0,IN,Rub7978,20.0,United States of America,RVBANQWTYYOTEZWUBCHNHHUDESQWI,U,5.0,Dentsply International,0.0,m,sntcnoepfgncqgmfphgiukupjrpvunbvixxf,749.0,1-137-179-7233,Saskatoon,Rubexgzukftyzkouj,O,2903276.0,446723.0,c
LCJGYVEIJ,Zovdduwvsbbwkayokvoithkegphcfbdgbm,3.0,KY,Bbh7979,92.0,United States of America,ssdngmtgmqdrkwkk,U,5.0,Walt Disney,6.0,,ibppaegmlyyqxbupjecshurfinxezskrgaqmnecacmaafwzxdlxsyjyvqyqfjwotyjjdb,584.0,1-429-280-6110,Erie,Bbhptzsrbajmxpcqdznx,O,1055051.0,307144.0,
Uwzck,ILAWNYOVUNMSNXFVJRQNBCXHSDNSZPMVPGB,2.0,FL,hyl7980,67.0,United States of America,wronkstrtpxuopeqgbm,,5.0,Aventine Renewable Energy,6.0,F,wvdenuumxaaemzduywzrnkcztppoeretvrtbkcllpfzq,,1-697-497-5231,Hartford,hylxso,O,3490418.0,168863.0,F
XEKHQF,wbkhuqjjmmtqcbqlqlrkunnypzb,,FL,Eel7981,38.0,United States of America,FPDGQCIUCJZLMNPHIVSYLG,S,5.0,Supervalu,7.0,,Xsnuelfuotcfcsfxoupjnnuysljdogsmrasap,613.0,1-548-067-3818,Cleveland,Eelnw,O,2367528.0,426083.0,
cywbmgtbar,bqzcbknvvuxqzwxjrgxzuqgtoeglooklqohgehxjzsdgwurd,3.0,KY,aen7982,39.0,United States of America,drnrzowdfytxkikoapsv,S,3.0,Penn National Gaming,3.0,f,ZTRGTRYIIKKFXNRPFGTQSDORRLLSNHQDACJFMEKBGHLZONMGORZQHDGEZZPSFZGYSICLDPHOW,761.0,1-013-355-4164,Allentown,aenknkxrgpkbxwdld,O,1843385.0,435691.0,z
Djacarff,ovrtfurrjwcieejqwdsxeeuxakyvsaesnsvpwkqanynmbcchqlsdxqgqivcgwzgw,2.0,OH,Mme7983,21.0,United States of America,cwhtrurjmbeid,U,3.0,Supervalu,1.0,,Wecstxtaprnpburaktllddxbmbyibsffojkvcpmijnyzfljzqbmhemqrluv,498.0,1-817-810-5742,Omaha,Mmeupcvwdgmqotrybnfqlsrpwtm,O,2453788.0,489399.0,
Ogymapcjn,zicwdymulgrgpqtynjvpbcnlsdvtsjfqrdrxmxmmplthgrcxj,2.0,AZ,rnh7984,28.0,United States of America,Imwtykmppdwfraafgfzkpicq,D,1.0,Dell,1.0,M,Zpcqzzlxaslikjvv,500.0,1-416-838-4692,Omaha,rnhfnydigxrpjgjbq,,2846133.0,173047.0,
