prospect_FirN,prospect_Ag,prospect_Sta,prospect_NumC,prospect_LNa,prospect_AddL1,prospect_AgeID,prospect_Pho,prospect_MaSt,prospect_NWor,prospect_Gen,prospect_Coun,prospect_CrRat,prospect_MiIni,prospect_Emp,prospect_PoCo,prospect_Ci,prospect_OORFl,prospect_In,prospect_NuCh,prospect_AddLi2,prospect_NuCreCar
Zpxurb,49.0,CO,4.0,Qcnwvbpishbcapleiofbodxryplej,Munggbucdmguhwlxajmjdbyrlmz,Qcn8480,1-459-530-8211,M,2698096.0,,United States of America,708.0,H,Silgan Holdings,Bfxsf,St. Louis,,81588.0,0.0,Xguvqjzeqyygbxotyhjhovusvpfjmixmdoyygfcqebgt,5.0
lprwgoscavurvynwujjxxle,23.0,SC,4.0,LMSWRRIYYBADWUQQTMRA,Ozsgurxlnmpkdezwfkggbzcfjgqpjqwpezuknoqfjcyllbbwwmdbibuqlmbb,LMS8481,1-385-488-1221,M,2572600.0,F,United States of America,764.0,,Ameriprise Financial,Rwjwlexct,Raleigh,O,105974.0,2.0,Tmoouqslibchwniwjoatomwnqpaeesaztkaenntqohvmshddgbmegv,2.0
qkvopuuqnxnzmjexx,34.0,RI,4.0,OUCMQPFVNGJBEPRXJQATBZKL,ibgejbiplyxktvhmupjanjbhgpblcqmsrisuvjucbaanqegbeqehevymfxvrrjdr,OUC8482,1-447-167-7938,S,1537032.0,,United States of America,785.0,a,W.W. Grainger,zjorku,Rancho Cucamonga,O,1657.0,3.0,AOCCFNITNBJB,2.0
Cpcygdjawvd,31.0,NM,,Trpvxndkehp,zopoxnwrvhuvosqhbabweyzqrytvkqapoyqi,Trp8483,1-136-629-7597,U,2126200.0,m,Canada,345.0,X,Modine Manufacturing,Blsuzpxutm,Lafayette,O,397454.0,5.0,Bvcaixiuajxcgxjufmkwcrucitazjxybkmiyeyzflxiyy,
Sluttdymzbebxfiqw,38.0,GA,4.0,gteafjkaekeludwudjswlzpsfjbmf,Sslpzhdrvlptsyesstypqv,gte8484,1-634-767-1446,U,770068.0,,United States of America,784.0,f,FPL Group,Knodacngli,Fayetteville,R,262796.0,0.0,Spavpckncfagwmztcntlhjxnfqunhwzfbxgjxdazod,5.0
hlcmelvgbfnpujregduwv,23.0,WY,3.0,ROBOV,ofcfzwmfyajaqxsuxclrzkbaozdoiy,ROB8485,1-623-631-6016,M,1412791.0,,United States of America,558.0,,Puget Energy,MLUHIRQPQ,Long Beach,O,412539.0,4.0,wlhkptmvpepanirunxw,5.0
Igeqhfktrcdtgrxwszs,81.0,NJ,1.0,rcdxqmrebatutkl,NWURFHDWKZYBGWJCIGHLERNMFIXCYEFNMGCD,rcd8486,1-803-557-0768,,1469286.0,F,United States of America,841.0,g,Simon Property Group,,Huntington Beach,O,123391.0,4.0,PHCRAKLODZNKLQAKUQMNQHTYNQCKITVQXDBFDXKXXMOMMRMPQWDRNDKBZRMGJWDKILGESJA,8.0
Dtlajkgeqqmalrgrxkmybil,8.0,SC,3.0,YMWDIRPSHRGNXOYTF,Uvbpedlanettwjwngcymqyeftemiw,YMW8487,1-003-349-4503,S,1152298.0,,United States of America,571.0,r,Burger King Holdings,DVCOX,Baton Rouge,O,435982.0,5.0,PNMPRMUVIGMFWUOUEANGQGOGWVLMHOGI,2.0
Anlvwulngnzzmvhgwdtebyvdghkuf,86.0,ME,2.0,Brzqthdisrxjtiiahdwmeracpuyf,GXEFPIVJPEQEYQAKOZBKZW,Brz8488,1-063-001-0419,S,3897005.0,F,United States of America,392.0,,Pall,dvwxop,Macon,R,290792.0,1.0,Nfhrnlsrqwyqlanodvbxvrhivucmpinhceirvwq,6.0
Dggjnnlcmkhzdtorlaidfbg,40.0,Alberta,2.0,chhfmpkogjcjmjwrnhpqhhveb,CUPFUTMNJU,chh8489,1-349-608-5731,S,3989969.0,,United States of America,533.0,X,NCR,EJTWQFJLH,Henderson,O,120990.0,3.0,,3.0
Rvbmnwux,55.0,Quebec,2.0,JUNAEGCFYVWYFRWHJVJXNMIUK,,JUN8490,1-317-788-6249,U,3345234.0,m,Canada,,W,Whole Foods Market,Fdtivalivxm,Lowell,O,457396.0,4.0,EDTIKPNSRVQLALIMACJJKJU,0.0
Upvuibrfizwollshahwpldplif,30.0,IL,5.0,THHEV,FPDBPVORRCRWD,THH8491,1-228-529-6798,D,2863120.0,,United States of America,543.0,,Danaher,Akwppbezgkar,Austin,O,112285.0,4.0,Btxhkfufmdmdokjqkglcekieioncpvmobzeaofjgjjqpltkvebhgvraxu,8.0
xdomustmwtjxm,94.0,ID,3.0,aprnofafnzrotka,EDOFJDLURVARIHLNCLPGWOCLYFENYHVWATAWXXYTFEWASEKVDIPVEERDQYPUNHYXD,apr8492,1-817-598-6502,S,3050091.0,m,United States of America,827.0,,HealthSpring,QDBMASKGZGDA,Raleigh,R,451364.0,1.0,MMTOAIZCBJNWEOJMJJMVUAR,4.0
Kspgprprivkhqvbuy,94.0,FL,3.0,Ljzlpfbpuyngxtgykwpvybnjsu,Xvyklbvpmjwmyiuvoersfec,Ljz8493,1-488-705-8163,M,939956.0,f,United States of America,809.0,O,Occidental Petroleum,glnqs,Corpus Christi,O,235284.0,5.0,Lqvwfflbodofyqubisfiirpjrbgvblpaxdjqsbqhaghsuv,10.0
Fkjqdwvyyzpg,7.0,MA,1.0,zoxhydfztrlmgupabephlqfmgzh,qdmgghbgrpfslnxwwqvtkje,zox8494,1-526-069-7892,M,1160430.0,f,United States of America,,c,Perot Systems,kczbwehx,Dayton,,263074.0,2.0,Rvjmjkybudpeocffckhohsjeatcgetifbyamcm,
Oinyiaxmuwwlgdyfd,,Manitoba,1.0,lzdnybmjc,Eiifxrejlgycdefkypbpmneu,lzd8495,1-656-493-9265,M,2081947.0,f,United States of America,687.0,,Dell,Bylsdf,Warwick,O,96123.0,3.0,tpaqcszvpjbwuiljoyhgouzjbkpqozuaisenhjtrkviavetqmfiqzm,9.0
Lmaytxuw,95.0,MD,3.0,JXFIJPTUBLJWTLSIWOQYUCBNZ,,JXF8496,1-386-239-4376,U,90282.0,F,United States of America,776.0,,Helmerich & Payne,frxzlrgg,Independence,O,,5.0,Ixmwbhaodzxeivbtcqdlgicrekfogpbnxwmqbsgxvtoksfxuqmudordzdpzxsleqgznt,7.0
GQKLFIJ,75.0,Saskatchewan,0.0,lvycfcewdrcz,Ywfmatmqgbqdkkydffaadbnirbpffddqiuswbyavujxtcj,lvy8497,1-764-422-3011,M,,F,United States of America,411.0,,Alpha Natural Resources,Tlymcgdcgcul,Santa Fe,O,204485.0,2.0,eebxbnpkdvgylzixtavvmqappnvzbqjtxkdiipzgalbaibxxdsbumlwgizjzorzjdwosgbyeukwojn,2.0
Spvlogpuaviddcnvtrk,,AZ,5.0,Npblrdkqzsvikzcvgqv,nxwfxeliyujigeonaebpfnbsicifqqqwbilkxnskpeql,Npb8498,1-055-144-5259,M,1399007.0,f,United States of America,493.0,J,Sherwin-Williams,Bcibw,Augusta,O,121193.0,3.0,PIOUIECRKTQNKWTLQZFQPWOEXXXVIXPCSXZSKVFTHLHSNBEKKJKRWLRNRCVGS,6.0
Nrzojm,76.0,DE,3.0,Jfjuaogcbqc,Refbeo,Jfj8499,1-988-711-9016,W,1477739.0,,United States of America,562.0,X,Tupperware Brands,VREJIQ,Savannah,O,,1.0,BCRNBIULHAAQICOQAKIXKMSUVAUGQGPVFOPCJSDSCHGCOF,9.0
FUMIEBZKUIGDSWOLPONGJJMLVX,78.0,AR,5.0,Fwbszrnskeu,BQAZRCWHVOPJXIANCKHWSYNHATESZTDBXXQYRPMYBKLCNHBVNJGU,Fwb8500,,S,104989.0,,United States of America,749.0,,CUNA Mutual Group,VMJGGHA,Sydney,O,83167.0,2.0,,7.0
Ukvgjjugrrmglqjo,21.0,CA,2.0,Krharrsgsnyuwodxoha,Lvinbjimvkzkaaqsewacdyikpgssjjtwchldfjfyajvvswo,Krh8501,1-190-111-1511,W,29623.0,f,United States of America,532.0,,Administaff,Bblhqyxy,Miami,,282942.0,0.0,Caejqxn,7.0
jverwwakkjohxwwc,32.0,Newfoundland,3.0,Cyppjlpnrpvsesgtalirhqypbdhhlq,evkwwmxoyavznoptqtamjpovxylehnyzsqucbqebfhzauglesrdstvpcaklpgbspmbkcg,Cyp8502,1-628-206-1777,M,923672.0,M,Canada,699.0,H,,YVPGELOQBP,Orlando,O,349287.0,0.0,Lnwylxvnpypevxygksdbyzmhoecuymzncmbpispsptwxvtlzextd,9.0
Wksmk,43.0,ND,4.0,Qvuipczikctnyliuzxkmitulxvjc,VXUEJVRZMNKNPTIRIMVFBTRSNUUZWG,Qvu8503,1-638-112-6950,S,2147817.0,F,United States of America,760.0,,NTK Holdings,Wkvkkfqt,Salinas,O,398595.0,3.0,ESKKHQMMILCPBUJDXK,7.0
KQKWIYSTMZPMFYECXRMPYCOYI,39.0,IN,3.0,OBRXAQ,Fbqsyylgsknmnonfbadgeruvvtddxaxzxmcphirekyedcivbjibrqqlvrdsggklrdhqtjkb,OBR8504,1-512-316-2765,S,919794.0,m,United States of America,580.0,,Monsanto,Hrnonpynmz,Denver,O,7297.0,5.0,EPCHZNGZCMJNXOCLXNHQK,4.0
Ssmztgdfwqmuxuydvjsdlmlqsuhfe,76.0,VA,0.0,yzfxtflvrbybm,MSMNBFUFTGZUMNNWXLQYQCVKWBMYANCGYJABQMGHKOSYKGEPRSPTSUI,yzf8505,1-829-122-6085,D,1375357.0,M,Canada,815.0,m,Ingram Micro,VUCORJ,Charlotte,O,172475.0,2.0,Accudidvfnheckgixwafolbmugpzkxkyvkluealdllalbotxmcfoqapfmravqmoyfgmfa,10.0
wbhpeqwc,47.0,Saskatchewan,2.0,ZBQJSCUDQNMHMGFMOUUMHZOLXBUMO,mhwwrnrctwdmsgpuobdfcwz,ZBQ8506,1-322-547-9555,M,678771.0,,,654.0,,Kroger,AUWCJMPBNR,Akron,O,323969.0,4.0,Rbvvnuxemusurudozlxhfihvvnlsh,6.0
Pyqer,86.0,NV,5.0,Aaiykvk,Kslgaiplzcvxqabxurufbbmlarxayifziwmctucowrpixmlesuihcbkvnjlvwvmte,Aai8507,1-753-025-9341,W,3164138.0,m,Canada,781.0,,Holly,DEMTSAOFO,Livonia,O,195423.0,1.0,qhnefrkij,4.0
yfdcfqldjeqlukiwjzi,41.0,TN,4.0,Ructadrtmmldio,Vzdjqdgiktfcnpcbnljyskwbkpecyggghgcercxocdphuexdpnojdcievaemnavbalpmynk,Ruc8508,1-053-678-7968,M,1428073.0,,United States of America,823.0,u,,Nbxvmnxv,London,U,74911.0,4.0,rwcjojjyacfuqnflzndhsvatqrcmakwldmqyrbpooeupgcpnpsvwtat,8.0
Dofrwttzqdaadzggykwtwwrgctn,77.0,NE,1.0,Dppneqsovlroxbavhjbomkktbkwpw,Hypicalqbrdtaovcieeslbumjeuqjkytlimcjvtoxvlxjdkzgvdmcodgmfq,Dpp8509,1-155-137-1437,D,98688.0,,United States of America,821.0,,Unum Group,XSTQBQWSIILL,Newport News,U,391792.0,0.0,Lqedoayinp,3.0
Zdcbkyhraktsbzqvqxbxxskcc,35.0,TN,2.0,UTUGDE,Tovrjxhshlobrkhbkhjkkrycbiufrzgsqmcpiuggnzwxbtsiybbfa,UTU8510,1-437-209-9491,U,1696676.0,,Canada,376.0,,NCI Building Systems,Aytlfia,Vallejo,O,,0.0,Lpfbwdrgidozmvktv,9.0
Xvpapjh,41.0,SD,0.0,dowfflksslwbdwdia,ynmrnomwvmztghatsrzydmysrqr,dow8511,1-602-934-6802,M,567657.0,f,Canada,790.0,,Bon-Ton Stores,Goabkozymmcs,Iqaluit,O,116960.0,,wtiacjqcmfsuhqlwzixozimhbwbiqepdtnidkrieicsbtsubdfawhmqdhkvkvocsn,10.0
Jvkapkmfrsngxlpry,33.0,CA,4.0,Xcnjapclcbsnqkdfli,,Xcn8512,,D,2217949.0,f,United States of America,544.0,,AMR,Ytrauud,Savannah,O,185858.0,4.0,zpwszqlyrijqzlvudpxmqsatolmesxgjdyrjwgnwpvczughrfuxiedqsjqjqibgcmeaeltb,7.0
Vpggjrviabnnqvlaspxqyyempai,15.0,LA,0.0,Eflozijcuxjadlucebxe,Ocawcqqrbluqkzitmiqkineycspnsvjraqvczjezoimeray,Efl8513,1-432-879-2401,M,2753769.0,,United States of America,333.0,G,New Jersey Resources,Dvhqqvkywi,Thousand Oaks,R,44305.0,0.0,UCRLXIBINXKHHIEQWZZWPVXKKQEWVUAUT,3.0
Rytldsptueimwyqskiibwyqevto,90.0,LA,4.0,Lodqunidcekgpmcdazbw,SILAPZLMTVZVKJARQIJEMOLUTHKIBVWEBWJGQKKQBYAROZ,Lod8514,1-915-084-0744,W,1381997.0,,United States of America,598.0,X,Embarq,Zgyrbnrlhv,Thousand Oaks,O,439692.0,2.0,AQNCFZQKYSHIEKTHPFAUKBFICES,4.0
GWRYZIUZTDYKTKZIOZNOT,46.0,NH,,Pfahkgqhscn,YXAEXRWPNPVTVUKHQMSIYOAGBKNIKEJSBMZBASALDXYOSQOFEFRY,Pfa8515,1-492-311-3722,S,3587663.0,,United States of America,410.0,O,BorgWarner,iaimn,Louisville,O,224895.0,3.0,YRTAXHRQVHTUWTKVIQBNROXKNUVYBYONULUHWIMDHAKAXKCMTVILZBVMJLWNGAKYYVVOFACJ,7.0
CCQKYIWXKBNKTWEBNFYOAY,3.0,MO,0.0,Qfrxvuvgefcmhkoiilzqhq,yvflexufbnlkikvoexmoqkvrlmrbihmgkbifiukufibhxiedmtyxsugstgkhafeubfbyfi,Qfr8516,1-132-172-4935,S,1080310.0,,United States of America,800.0,d,Neiman Marcus,Idtfem,Baton Rouge,R,125085.0,0.0,Upjaytwtzbwtqlovuczct,8.0
Cvvsbqshqqo,16.0,KY,4.0,Wnplhrddffgiakq,Rzxqfzsakjpklbudhixktnikbglqdilgocze,Wnp8517,1-611-443-1713,U,3248166.0,F,United States of America,346.0,t,Amazon.com,Uorqzyb,Montgomery,U,233974.0,1.0,ykwzsyrfwaxatstnacdayikzjrakpwpwihfkkhvchhzcwrzt,4.0
ainaftbafsuqmhbvo,96.0,OH,1.0,Gvusnxmtjsecbyecmhkqbaltdrxvsp,iuzjrzeqdcltjsbycwlhbglbtdtkhpzesfprrvbtnpeufqaxvpurdrjagmfygqppmre,Gvu8518,1-374-711-1669,S,3957538.0,f,United States of America,318.0,,Arkansas Best,Fcbtcux,Halifax,,316779.0,1.0,Eubjwocmnfzgmohhsvemvrulnhimkijghyegulasgijxvofzotyjghhctcwilaqnijrxm,
Nqsnhcjvskdisuxhvu,52.0,ME,0.0,VFWSWRNHKJJMRHWATARQWAMTTINWNN,Szceqtcdwaaerrnpcfdfxfumcyhvpmijtuged,VFW8519,1-153-167-0916,,1070106.0,,Canada,470.0,,Nationwide,Fcajgck,Santa Rosa,O,,3.0,Wejugkpbotwtzlwbtxbvcupeaaieqqidcnqiktxdwwewzbwlxfewklcbobpjcoxgre,7.0
Ojkcyxxvghfxtjpuesqx,38.0,NV,3.0,Afxuvvgve,Aifmrucgawman,Afx8520,1-785-182-7850,S,268243.0,,United States of America,416.0,,,RBUNLBK,Raleigh,O,,4.0,kiutvmdirnsouuvjwopswxczvkbisjbpueoeunmffgfsyoidhjfrhnzqfiyuxwmakepssctthwzac,10.0
kjrcqgva,78.0,HI,0.0,Uslfnqywh,vijutxmarhjldsea,Usl8521,1-821-352-6554,S,2932666.0,f,United States of America,365.0,,State Farm Insurance Cos.,fwhiqaflryn,Casper,O,69217.0,3.0,Ophyiakuzekldzqvzjvcdnb,5.0
rqegusxykgbljkweft,2.0,RI,3.0,tojdsewgamiycorqxupsrlsp,wbeozoodomrvegljblyzrlrslefyhihif,toj8522,1-428-416-7331,S,2510854.0,M,United States of America,668.0,W,,Gnxrdib,Dawson City,,128400.0,2.0,Kstozfiyvggnyxmdvjvsm,10.0
kaxwwi,1.0,TX,1.0,fqptfqdi,Mrbzkgda,fqp8523,,M,43530.0,M,United States of America,705.0,H,Buildings Materials Corp.,Tbfcqi,Sterling Heights,R,172941.0,1.0,OBLISMMKUQDAKUACKDULCJIDBNEQLHEBOEIIRFOKGZUWNEZHSRPBAZBVFRWQXSC,9.0
XFOWLEIJCUP,64.0,WA,5.0,sjmxqonoruqvazsegcrxrijoow,Jysamgypvdxkqlyaweysjin,sjm8524,1-334-447-4491,M,1611189.0,,Canada,471.0,F,FMC,MPSSJWSFSHL,Long Beach,O,,4.0,Zvqrcivdellsaxstdplodpxlpcg,5.0
Zinbzobhojitxkxvjplgdzektkczan,29.0,FL,5.0,Riextfotucbwsowooxbmthrrtwk,Uemqsygglxhagiujbtsxubngjigrtvrfgehegjvzhciav,Rie8525,1-493-866-4852,S,,M,United States of America,344.0,,ABM Industries,Fcjlswnhfj,El Monte,O,90913.0,4.0,VQQGAGHNGRKJKNVNUMASDTDQXAXHXLJXFRMHVUAXJGGNMWJSAKUAKQNFHTYMYGULBUSCYL,10.0
FVUAFADJOFXWPDF,,WY,3.0,Msjmiiclajxoqborxvggrfdjkrviws,NQCPGPNVTKHRBFMLUZBRAY,Msj8526,1-539-316-6454,,2668412.0,,United States of America,545.0,,Burlington Northern Santa Fe,Ktgqtjpppn,Bellevue,O,497850.0,2.0,LKIDHMRDIRZIWWAEPRIORJOVAXPCZEFIIWHCJCPUEOLQYSKOAHLJGFYWJH,9.0
Vkjietkzgqhvqmxaulgvro,92.0,Prince Edward Island,4.0,GQIGYIWCFCGZKGYPCXMGPKKXXKP,qzatmghufwzdyvrtacrgj,GQI8527,1-437-906-2896,M,3357587.0,f,,469.0,,W.R. Grace,eshfnhteqkk,Boise,R,122536.0,0.0,orlkilvuvsaublgqmgirvzcrofruxkoai,
Dgmpuojyidzhhtgumb,90.0,OR,2.0,Quxsdpxaeqkmsbprpdwtkqtnwmj,Ptpjpwwowfztojuqyuqgzlepyfvrqabkphpgycxnqzicdrkvnvfusvbxll,Qux8528,1-831-874-7712,U,2477983.0,M,United States of America,504.0,,Vanguard Health Systems,EEJFP,Berkeley,O,325913.0,5.0,bydorrlnmwclwjxrzihzbgfagenasvozjajgxjncgxviatqporzgmhlaoqvjlqyfvxsodwfnctyryo,2.0
Zvykzfbabtgkvnerisxpttrmd,43.0,GA,1.0,IEEHLODRBBP,Slejkhtbxkfsvjcbpvutufmzeezebzrwbrtdhpazdrgweegdhdvpjwtetmsptldhaubwqpb,IEE8529,1-588-676-8975,M,3024331.0,,United States of America,715.0,,Graham Packaging,,Columbia,U,132810.0,1.0,Ivtujpqeqaceiuseflwkvjhgrwjvrzlhu,9.0
UIVNHFOSFMNHBUTNP,54.0,MO,5.0,Htjxiojmieuixrqb,vuydrahbxiatyvrcyratonjeywbmkprrychoeedwjriy,Htj8530,1-437-695-6425,M,424598.0,,,726.0,,Wisconsin Energy,,Santa Clarita,O,84453.0,4.0,Xtaewrrgoslajwontsyjxbkwxeoaiwowuwlsyqlnyjinfqjoqizpgghpeomx,3.0
Xukxnrvfxaqcjdxdgaest,85.0,Ontario,3.0,dxanskgwcootefho,Xihnemrrgflfsmpyl,dxa8531,,M,3291469.0,,United States of America,715.0,,Simon Property Group,jtbomy,Plano,O,155366.0,4.0,Jucnvvgzkhihomrmhkoeqfifyhupsuwj,9.0
Eyazwtasgtqxbgacdoeo,90.0,SD,1.0,mpdjiiwemwqgbachvixsncw,XPHVEDDVVTHTNGMUUVPPBSDPNXUZAHBOWOIQUQCGXYDWBIVBUHVRWZAUBLYDITNV,mpd8532,1-816-980-8873,S,2438535.0,,United States of America,,,Convergys,Qbpocmp,Fairbanks,O,427365.0,2.0,cclliiudvpeozxoepvfrbwymdhzccauyktsvsqrvyodofqkcfpdvxv,8.0
WTVOER,100.0,GA,1.0,Iclgsbf,Wgvcjevhcmmnocqvcrc,Icl8533,1-152-091-9649,U,2930050.0,m,United States of America,583.0,,Diebold,asmwnli,Warren,U,330508.0,2.0,,5.0
ljvdzjezustglylipou,89.0,GA,3.0,Rkmbjfwvvnqzzjmvafvrssqjyhcuxp,PQAUCELVVFXILWXBOULZFAWCGGNPKGFDBHVIZBSATDTRSFRLSKIESZFNTNWEMELSMTVOLDEQOKR,Rkm8534,1-080-785-6233,M,3994449.0,t,United States of America,805.0,,Vectren,IPKWAORTJYL,Saskatoon,O,14063.0,5.0,Zzmqjibgpfmhsmfxhycrd,2.0
WYVPLOCSRAUMRQDTIUS,67.0,ND,0.0,TIZDDCKGQJCMVOEGQHTOWHZ,Qlfvxxykljazvqipujbdreuupyaqtklecetepsqxpyhymerzuqxpkjyguepktczipbsnqjooy,TIZ8535,1-902-025-1797,M,1601499.0,,United States of America,,f,AbitibiBowater,mhrogixhpus,Wichita,O,61322.0,1.0,Ldvpotktkkhgtfnbjcqidwkqlopgzoawhdoiazbafiueitrnopwoxhll,10.0
XMMMCGOEWUFCAHLNYJXRLAD,,IN,5.0,uslccabefgmkgu,Dajotqu,usl8536,1-595-108-6831,U,708829.0,F,United States of America,678.0,,Brunswick,Ecwmkqidjg,Buffalo,O,488500.0,3.0,Uhndtjpyfdbmxfcykvfbbwckqykuzndmicbgk,0.0
ZXLYEWCRPAGAXWIM,80.0,AZ,5.0,hzytkydswpeqg,EINMNSETIOGKFKEFDLHPIQTIIYYNPZNQCIUGZKHNGWOYZJAZRVADLILLWIKXVKQDOVIPRC,hzy8537,1-618-489-9613,S,2087147.0,,United States of America,415.0,M,Interactive Brokers Group,Advogivxi,New Haven,U,,5.0,JBQRHYVNZUCZYBORIVJYUJTRVXCIFSHLM,0.0
vjqbvmtwghtf,90.0,SD,1.0,TWGBCYQJIMHPE,Lwodceyqfqmomtxxmbcsgkgibpmiwcibsccdhbepprscwjcokxxglo,TWG8538,1-721-917-6298,M,2607740.0,,United States of America,741.0,,OM Group,lehtooqcko,Aurora,R,381888.0,1.0,gkfzijtakiyd,8.0
Dnsparycommsbzmrrm,84.0,NC,2.0,Zdtrlzsvwk,YBRRJWORHOMDAFQTKULXKENGJOTOZNXGZOCJEVPGEZIIBLWAIDHYGZJSBBBHXXWIADOMSFMJZKOTTSZM,Zdt8539,1-835-293-3356,S,506421.0,,United States of America,722.0,C,Pulte Homes,xsjccoeuzfnk,Fontana,O,106937.0,2.0,JFLYWVRHHRAYQHJBD,10.0
Oaqxel,88.0,CA,5.0,JMILGNUEJJKJZXPZMECMOVBYGNTYL,Qargbiozxkrdmgecuxedzuoxcxnsszbphwwoopskwkfwikcugzxwhqxaafywg,JMI8540,1-348-595-7405,M,1833920.0,,Canada,720.0,,Global Partners,Wcqfntvji,Wilmington,R,,0.0,Eaecvvjyfthouweasulkojgdjazxtbametvcnqzofdtotacdvcownjmt,9.0
Aulnmqmdwnvzgsdj,25.0,Prince Edward Island,5.0,nvvcdukxqeosyay,Ujmtqwfdvzddgnkwmcibxveptwlfjttpouzvbcuxxkinjdxwsaojwtpshdqvkduqamprqqlonxxrppcu,nvv8541,1-749-829-2136,D,162870.0,,Canada,345.0,,TJX,Dkvxujycps,Modesto,O,73858.0,4.0,,5.0
nmdldfhilnljpvgo,26.0,NH,2.0,Xbhwib,Wqgnhrkrlo,Xbh8542,1-753-677-2911,M,1194756.0,,United States of America,710.0,I,Whirlpool,Hvoicc,Hollywood,O,356137.0,3.0,Gawculczbovbghemzkjahtpctuvyllbkpbnbcioehudtwyrsa,9.0
AVDNUKVEDMOYAGHZ,58.0,CA,5.0,vbtmnnwbyvdekygzimcpk,Qrjpbcwwzfnqvfjjbmvlewx,vbt8543,1-274-756-5441,D,1080794.0,,United States of America,378.0,E,Oil States International,,Las Cruces,O,493727.0,1.0,,1.0
utrcnwnvwasjdyajtdgh,54.0,UT,1.0,Nbuuyw,Gtrumjbbyppmmkfxfotondkaiwrqylkhgeqowzrr,Nbu8544,,M,2555310.0,f,United States of America,627.0,v,Tech Data,Cvplvipivhug,Chicago,,255446.0,0.0,Iphkatpzlmzmcedrmnjhpcunjxd,7.0
Amqcifqnc,,WI,,Rgrmfobsuxgatswasbh,Sdufbkuih,Rgr8545,,M,3333718.0,,United States of America,623.0,,Pactiv,yccmgbjeryss,Mesquite,O,356544.0,5.0,Twntglcvthglhrnkjffkokabsfxnftoirzxmmnvkrpfquyaw,2.0
pebeueusvmfcjpplslflyfcqlmzil,87.0,MO,3.0,Ftqxttzbnceldlynnlb,hsvqlassjcernhtirzvaplyaazetrjglolzqwuvhdnlvmnittwpalckvoikiwvguabvslgzpbh,Ftq8546,1-758-295-0803,D,3111050.0,,United States of America,782.0,n,Avnet,Eiifdj,Plano,O,419228.0,,KNZBYYUBGOQMRWHWTUNNMHMAEOAVMPMXCZJQVHTJKMPBUFAOSTZVHSSTVPDBMLZHBWSCUPUSAF,7.0
PPDJNU,62.0,NJ,4.0,FPQLTKGUYJRTTXHHTL,Wgmiumhxoqabigqddvimnalqfupbcqwznilxrxdjitybzwyavmqcyinyjraptpqntjryxfgmcbtxwc,FPQ8547,1-473-272-2226,M,1786559.0,,United States of America,535.0,,Family Insurance Group,Sajsagj,Cedar Rapids,O,279760.0,5.0,ecpehdsxoiwhsbfprvaspshapkruueagweknndcjkkagux,
Pgvzxtchumensld,88.0,MO,3.0,zokrplot,Rmxlvyhehyaarqvcgvfaihoifapebjgmgkhopasg,zok8548,1-197-481-0306,D,2936931.0,f,United States of America,673.0,j,Las Vegas Sands,nqmtv,El Monte,O,92895.0,,alsggta,10.0
kartevabbushhvyuqxl,41.0,DC,4.0,oqajmf,Wfusiyndxtvl,oqa8549,1-381-354-2506,S,2245050.0,,United States of America,336.0,q,Corn Products International,ebcknzmvowyp,Lafayette,R,300631.0,4.0,gqhvzshybeysjmxkxxrmjk,5.0
Bremxoouunmn,9.0,SD,1.0,YIBJQYYJXJNKLWUPZVRMGYK,Eqlfrlfe,YIB8550,,M,3280943.0,,United States of America,791.0,,,xagkfrlhb,Frederick,R,387843.0,5.0,Rdezxkzvdsapmzcsubeynoefwhrd,7.0
BBPAJBBWDGSLGNLUECEKBGVITLXLK,54.0,VT,0.0,Csubnjxydykciuqc,Gfuptxdedbtobreekytbrcenygb,Csu8551,1-342-322-3904,U,2927688.0,,United States of America,414.0,P,Energizer Holdings,Vmknjokvjav,Columbus,O,352565.0,2.0,Sylrcvmjnwwrftbboqurittzepowqbmxvkxztlsjhzfzucnnxsuexeidobefhyz,6.0
Atbttwxmlpydydlgkzptzieeq,80.0,WY,3.0,kimucpzclwjeafplg,ABQOZYG,kim8552,1-656-561-4641,U,1585088.0,,Canada,828.0,N,Cliffs Natural Resources,DWEJBF,Shreveport,O,429081.0,0.0,Wglasftkcmigytqtzafsyiryevvlnhjnnjlxjkxvyrifdyhodi,1.0
tblpo,85.0,TN,,Wnhusjzilytipwhsapzup,,Wnh8553,1-743-541-4240,M,999428.0,,Canada,,t,Newell Rubbermaid,,Pittsburgh,O,14301.0,5.0,ztbppudfvmzbamvobwqeagweggqqniwcxcofwkjiiekgbsmfvziottergvbjmdajezvu,10.0
zdqzceuxodgjsteahs,62.0,VT,3.0,qlhaqflseebcpyeqjtyquhqvodost,Dekryeuzykuexepcaxksbsmizilsmmdfbxopp,qlh8554,1-469-238-3881,W,1627222.0,m,Canada,400.0,G,Merck,QLGASQVWG,Lexington,U,497857.0,1.0,FGYAAEZFXCESJHJKAHHSHSVLBQLCIVWDADCNDEAOVBZEAQRUDOAJAIZXVJFZMROWWGTD,0.0
Wysajcesxieiaxtktnweoswtmw,95.0,FL,3.0,Nwoywjci,NVRKENCAQYHDA,Nwo8555,1-867-437-4595,D,3135975.0,m,United States of America,839.0,A,Airgas,Ntrqnv,Salinas,O,24869.0,1.0,Kajcvjjldsvlnnswoapbqwjmhkzxegrqdfbagwiubvgiuohmst,1.0
