AgID,MidInit,CrRat,Sta,LNa,Inc,NuCreCar,Ci,AdLi2,MaSta,NuCh,Ag,Emp,Coun,AddrL1,Ph,NumCa,OORF,NeWo
Nks8593,,820.0,CO,Nksikmdlxjqbpuyansjjor,50201.0,0.0,Whitehorse,knrvpucrbbbdelzecnjliqkljhzghsevsjlzeqlgjbkkwhrvyckbvtvihm,D,2.0,62.0,Ecolab,United States of America,Grphhmmujlvubvtrlfolqsheabpaszfj,1-829-178-3320,0.0,,1261679.0
Tlb8594,I,575.0,MO,Tlbcpbfbytbaekrguivdlmkrolmblu,339560.0,1.0,London,HMTRBPWHOMSFTHIFLAOATHJTGGRQZJLIWKOBERRSGDGTDZVCZEXETNYCULPQO,M,3.0,90.0,HSN,United States of America,ghjyeciouhbtzvbobggovohmeiaakjwkcdwqjgzntylfcfjnnseycxilkkdqahcmribwrhtnrcicm,1-370-287-6161,5.0,O,1045427.0
JCP8595,,805.0,TN,JCPJJNVDUTBCDLCAYNPLVAZ,316007.0,8.0,Oakland,Melpwzbowqmkxhtljjktnyhdgsmgwb,S,5.0,45.0,NCR,United States of America,ddbfongduyzncdibegglp,1-091-183-4401,2.0,O,275062.0
Ahl8596,,708.0,VT,Ahlqwxcuixjwxmynbspmaccew,242613.0,7.0,Albuquerque,Juicxqfmqwbbm,U,3.0,18.0,Blockbuster,United States of America,Fdfhgbbkfqblpndfvsotbdrjftbtlsiknqloqpchgdgnttvenlagcjmtosuswutlrgvxedsuadcypb,1-902-843-3273,3.0,,423990.0
PMV8597,c,779.0,Ontario,PMVVKSJGJGCEPVKAQOXSULTXZWM,159051.0,,Saint John,CUVWOLGHIDKTUZMLXLDKCFSJPKWPPSSDK,U,3.0,46.0,Paychex,United States of America,LMCUCPKDDQFVIZQSHTMQEQCJMMTBRACAQZGJJHDMWOIRSM,1-772-664-5060,4.0,R,2825842.0
ZVV8598,L,305.0,WY,ZVVVPIVOPUTOJBDKGSDIOCMJ,330406.0,8.0,Denver,Otqtpwcstaxwnkudozhxjzxxfiaoznjmohqosefjxbh,M,3.0,49.0,Applied Biosystems,United States of America,Davgiccmtloxjcvyyauxtkkf,1-827-201-3872,1.0,O,3381734.0
xkt8599,,315.0,MS,xkttrimceayalpfahe,195219.0,8.0,Evansville,Jtdfflvjmcjqviqzexpznbuvwlpngznolylisuuncvpipbmwbjbwfazdbflprqrpkoc,S,5.0,17.0,E*Trade Financial,Canada,EFNBOIJXSVT,1-869-489-2003,4.0,O,
Gpd8600,t,419.0,PA,Gpdzxeut,344329.0,3.0,Winston-Salem,Clzpblfeiwtmzobfudixfodrblnhdnfsqwjvzcbhutnswqvoxe,D,2.0,0.0,MPS Group,United States of America,Sgqzyhtcmbvbajnmxtzfvdsedgpmcxrncqfnfictqibnhcaipbxpbittlknnevs,1-833-360-5068,3.0,O,
Cac8601,V,686.0,WI,Cacxwojfxzbjgmwdmixdxl,251678.0,1.0,Tulsa,Hctobzhvwsnpnjuvtyuvcexufxadgbzpyhaxzbjmehcpmtxhsxookcy,S,1.0,37.0,,United States of America,ACPZCKZTNHBHPYADSQATCHISFJTIUJNPGCXXCKORFSMPHHCPOLMQFMZBDHQRSPMAUKEVFWQMJXTB,1-843-633-3031,4.0,O,369324.0
Hjv8602,w,533.0,HI,Hjvvwfxfmwafrpjejqeizfonysp,228925.0,0.0,Lancaster,Xwzikf,M,2.0,53.0,Northeast Utilities,United States of America,Lcifdtivbvvnitmnxrwrljejkmdvtkspctrtxtrqtwpfkjaapzsuzxoovibdvxyumykshovipmsvvps,1-497-428-5242,4.0,O,3595684.0
BGT8603,s,471.0,British Columbia,BGTJKKBHWYOTPREYMR,490808.0,2.0,Cincinnati,Fatljegfadjdwsbufjhhlxaezurvtnccvwubpiutmel,S,5.0,58.0,New Jersey Resources,,urpbnqdssqvafmi,1-293-846-5212,3.0,O,2887362.0
bmy8604,,830.0,CT,bmyunlqjwudbxdskdksujqjtgruvd,462770.0,6.0,Calgary,Jtobeiguqzjnanvtqhouwtvemjaulppktw,U,1.0,93.0,Family Insurance Group,United States of America,wgaasrbezotgwhubbenoyo,1-842-210-6496,0.0,O,2712723.0
Fgi8605,U,316.0,NY,Fgijn,16016.0,6.0,Lansing,NMVYQBTIKGONRW,M,3.0,90.0,Sprint Nextel,United States of America,Hydwalpivtcjhcamdqs,1-846-075-8286,1.0,O,481938.0
Gdm8606,,721.0,PA,Gdmowrhyvkbskvkn,295940.0,9.0,Yellow Knife,Xbrszkwtzecxuirdarqjiqihrtw,M,4.0,25.0,,United States of America,Mizkwmlkvigngsghyvqsyqojghrfigzaeglyfovejxzaazbjmbtc,1-602-995-8831,0.0,O,51727.0
Lcc8607,O,805.0,OH,Lccufnqjxmw,483119.0,5.0,Providence,QQSSNIHATDUERFZGROCXIPPYPPTMKBDOMROPAVMCHDYHKVN,W,2.0,75.0,Pantry,Canada,ITYPAC,1-812-512-5994,4.0,U,905678.0
Tzv8608,,468.0,ND,Tzvkkruzfgjblombcpebvv,34284.0,0.0,San Diego,TIRXBRETQGLUGQRPWHHNCVYNYPIGOAIQK,U,4.0,29.0,Apollo Group,Canada,BEJOJNWCFUTZYAKLIFFOZJVQXZFGDUCRZWDLEYBCLZFDMRUUPEUGUCRLKTLIBUMK,1-321-001-2660,0.0,,3099198.0
Qrw8609,r,696.0,NV,Qrwsphwewuwropvndpmugedur,168208.0,5.0,Lubbock,TTGIGQDTZIMRQBVCVGQCBPYEWIOSTZSZOLRVEKPWCFAZJNRKEZOZZLKWLCGMLOLCEGLWBUBDIBTXT,U,3.0,34.0,,Canada,Icjxksfaxllfkkjywgnicgnivtrjlxelpmtzativiullyfcb,1-826-770-1095,3.0,,1286722.0
LIP8610,,631.0,NJ,LIPUJAUTABMVVEPLTJK,267730.0,0.0,Chandler,OXXXBCFBEJSUYGTRRX,S,0.0,6.0,Target,Canada,UNVXRRIOWLADQCIQNXFLOLORVVXBJOP,1-873-041-5255,3.0,O,1751169.0
Ppr8611,,463.0,NJ,Pprmnidvapkkxemakghiaqhiis,24383.0,5.0,Lakewood,RMGGCIAXSWQCHRDBHWMSOYXKBZAPQJAIFXSLKMYHSJJRSUKRLGHQZOFP,S,,7.0,Thor Industries,Canada,Rshxlsbclfmuusiinzfulweywzatowssuvmuvclktuginvpqtetkwssfmgodr,1-068-155-5393,3.0,O,372631.0
uni8612,,740.0,HI,uniiuotqnvhdotdtsju,286678.0,3.0,Providence,Pkzajzniqkanhvhkvxakoccjabvdaslbxaltbylimlnmffvmxpneqbdiidsz,W,1.0,9.0,Terex,United States of America,Wxscwqtdvuxrq,1-882-260-7195,5.0,O,1710525.0
Cpp8613,,627.0,WI,Cppsw,380955.0,5.0,Hilo,Btshfaulkyaexkstnvvmrzjjvjhvfhpzzxsxdfhfmonezknmyex,M,2.0,67.0,Synnex,United States of America,Rlzjumbbiaqaqhywjfbgezttenembwlxrtswbu,1-098-530-1114,3.0,O,380664.0
EKG8614,N,667.0,VT,EKGTHAMSHMBKSCCUTXNXOFYKJJ,,6.0,Wilmington,Dcjpgubxlsxjknxpuottgnkwedsoplom,S,1.0,1.0,Arch Coal,Canada,Wsbogeykooahtpznky,1-607-564-3039,1.0,O,3917347.0
Lyk8615,,467.0,Alberta,Lykxhuckcaodzdtyvoiuwgomq,428257.0,,Thousand Oaks,Hpsvqiqqbweqydzevqzuuqnjttdoducwlmnkudwuw,M,4.0,0.0,AnnTaylor Stores,,,1-723-344-1106,3.0,R,13701.0
Ecf8616,,510.0,NY,Ecfsletrgasqlszejvkyuzusunm,15535.0,1.0,Overland Park,eqohsfyltlwnbknnqdhjcfhtvqnlqnbio,M,2.0,28.0,ENSCO International,United States of America,Wpzbj,1-802-452-3334,2.0,O,
Ieg8617,,807.0,MN,Iegvfutevnksoqfbkzbovht,239390.0,5.0,Mobile,Lhuiylhjpovtnsfpchqoizsnteligcxkgfyeznvoncfegtbxubtdohlujtraml,M,2.0,41.0,Children's Place Retail Stores,Canada,Gahgnwfibmubqpj,1-202-386-1911,1.0,O,1116236.0
Ohh8618,,482.0,Quebec,Ohhlykmlzcjwtwdkhpiqgqh,315629.0,5.0,Bismarck,Iujmmqynhlckfgwsyth,S,5.0,30.0,McClatchy,United States of America,awlohfhezcznrogwgrpxlarxrz,1-542-478-4325,3.0,O,466597.0
Jah8619,o,548.0,IL,Jahlnex,120199.0,1.0,Honolulu,RDYGGOHBEKPLBJCBUYJIEGPKUFIOYPLOREJAEBRCHZJTSGYEJXMNLNEFGUGNFIKTWMUVT,S,0.0,21.0,Tractor Supply,Canada,Acafshpir,,4.0,O,3972709.0
MGK8620,B,742.0,MA,MGKFOME,352122.0,4.0,El Monte,Cltdoxtnhjzqyrzzxhbvxxeuolvcicduioawjcklbmegxxdftcqcevhbqbuwyjwzjlfb,M,2.0,59.0,Flowserve,United States of America,Avrahqflzygq,1-699-573-8968,1.0,O,2526150.0
odd8621,,364.0,WY,oddoxlebhzrxfoibcbxzixje,327738.0,10.0,Fresno,Eggqhecoij,S,4.0,77.0,Automatic Data Processing,United States of America,Jssapovuedhtpnsdtgwxuhlyletwxsbvbljiam,1-938-954-7452,2.0,O,
Rrd8622,B,766.0,OR,Rrdaqshvworazbvgewze,437384.0,,Waco,Qlsimfwnevhhvzepvkcgzqyskebrpiawjdupwzvfexkdlcddrirgz,W,0.0,7.0,Spartan Stores,United States of America,rxyvhzldmoqsavhdhtnejohewrilveucgly,1-536-647-4535,2.0,O,685534.0
ruk8623,,633.0,British Columbia,rukmywd,438148.0,6.0,Springfield,Jqsjfbythtbmsqxukrkcejvynenwmtqtqvcevdscz,W,5.0,33.0,Fastenal,United States of America,Mmefekuxwgz,1-178-860-8809,4.0,R,2177616.0
lvt8624,,414.0,MA,lvtwurbkqakpuvhytvtwnu,238095.0,,Mesquite,Jkozsibcokziaxkplebdcgdthvpehuprncxqsadkkdaxymigjobv,S,2.0,5.0,Cardinal Health,United States of America,Wyhibjrpcltifptpkkzqgjd,1-663-114-8399,2.0,O,1581228.0
Uda8625,J,793.0,AL,Udaqjfk,358004.0,2.0,Concord,Nqgoqwjocdyslglaxjxnjapxivftelgtlyjwokxym,W,0.0,59.0,Chevron,United States of America,PJFCAIEJIEZNBJMVWGFOCEQDKPHTXONM,1-851-113-9435,1.0,U,1598833.0
Crm8626,,805.0,NH,Crmqrtrl,182608.0,,Moncton,HDZZELHNJCQUEAARCJTNWUIHEDFTTMLXQEFJRVUZXEDRBCZIGNYMTGHDKQRULKFBOSESCD,U,5.0,44.0,,Canada,TJGRKKJSCOYBNHHTRWZYIAXHJFFNFAMJBPRAUPILQCVUTCOUGQQQYKS,1-312-728-8737,3.0,R,3676593.0
Grm8627,V,422.0,Manitoba,Grmoxixflhkjmnywtdireci,466060.0,4.0,Chattanooga,,M,4.0,79.0,,United States of America,Kjtazyopovzymocebnvusvvwxbocahyrubufjwshbrvrjgqyqrunbqkdghqbeioatwpp,1-626-454-0801,5.0,,3009737.0
Ovo8628,V,752.0,NY,Ovovvswsdhutbkmoipdrs,3903.0,6.0,Dallas,Uxgerevuirzhmkcehearrdufpbohtllwdtashhmqztcojoepikxnlbtgnwwlg,S,,68.0,Sherwin-Williams,United States of America,Hrfegexhqdhvdbxgaxnchtijrzstlqsinezsvpllaidgqawfnkzzuwjceo,1-905-482-0584,5.0,O,2080213.0
Jdc8629,B,687.0,TX,Jdcnhnywdqtysnhgaw,100908.0,1.0,Sterling Heights,ncjnvbcrzullobhcgvqtjvvlyzxtvqyjbycgzaxyigyqquuzthbttmrsodpevxvnwgpgumf,M,2.0,12.0,Vulcan Materials,United States of America,mddjuhauphnzayfgftiabojxgmxqerntydqnrczjmclkbkqkwsvktd,,3.0,O,933963.0
tis8630,g,792.0,IA,tiswihktbwst,311283.0,1.0,Houston,MSGNUJGWGGGUYNBUHFXPVWDZKXLODMBOQLLXUJVYSPBEDEIYIFPDBUIRZTREJ,M,5.0,,Children's Place Retail Stores,Canada,spjunnofqawzevzdlhxuoitnsajsbhifjyeusrjbmgztldjg,1-838-911-6678,2.0,O,1880755.0
Luj8631,,380.0,NE,Lujyoujmuqmilcxltw,230973.0,0.0,Oshawa,QJQXOJPYINDHJVBDOIUNKSXSXPIYIKDWCVXH,M,0.0,62.0,Bed Bath & Beyond,United States of America,Ivcvqheclnqqwbbqwcukcbicfxqhisutfmqsznr,1-588-517-2606,3.0,R,2051176.0
Yli8632,,323.0,WA,Ylizjatmvkdzazarjcikxmr,244848.0,2.0,West Valley,kaeakngwdwnikajrnnjwte,M,4.0,61.0,United Refining,Canada,Jxtfsufzdawfgmtigtwidomhdxrqdoyrjqjvhufsvzwfzmchaeieo,1-810-255-5287,4.0,O,1860178.0
Tmh8633,,750.0,OR,Tmhwzizqroepjvrnevhao,161668.0,10.0,Newport News,Ebdrfoubadbwjlcrcvzwqxnstyzvuyevalcukkwdrftddtjsaonakwvilxddaktoukgdv,M,3.0,50.0,C.R. Bard,United States of America,BJOWYOKACYOFHVWELYXCZIIFOGGFCKYMRMBQYKHCCSBWHSAMCT,,5.0,O,319676.0
Wio8634,T,302.0,NY,Wioryact,292038.0,7.0,Coral Springs,Bmyxekacuvavkkggofaagmukojrdkfdufagzlfhl,U,4.0,,MPS Group,United States of America,,1-150-645-7298,0.0,O,1539682.0
Xdt8635,,716.0,DC,Xdtakmjgypwsehimevgq,303312.0,9.0,Yonkers,BUUVANFOQOWKAUWLXIQZHAWFBAWANXQTKKKISJJSEZLGZOWB,M,4.0,,Staples,Canada,foezceqfowrcwtycdcnqnendgsghlbsaxtbeyz,1-005-312-2157,2.0,,3874159.0
Jra8636,,809.0,OR,Jrawwlguyybswsujezbmcdyatvhcxr,446840.0,1.0,Raleigh,Ptowqwdhszecjilfqymnsdsoyvtxbumo,S,4.0,67.0,Constellation Brands,United States of America,Yfwdnyseyhaeqtebuwkruqlabldiimoisvlqmjbukjxmljhyyygqmuon,1-043-276-7064,3.0,O,1299762.0
nap8637,O,353.0,New Brunswick,napdwhzcmtkbguhlhecltrmzecnv,331467.0,1.0,Brownsville,Yunkggtlhvbhsgyxowbaycidqrcibxmtjcyfeovgqjqgovcuznhxxtoomfgnxyxabdrnrrco,S,3.0,56.0,Century Aluminum,,poveokgzvngneedqqpyaartvzhcposts,1-994-474-0701,2.0,O,3656160.0
WLS8638,,715.0,GA,WLSZPYJMKLTYE,323172.0,9.0,Riverside,Wfxbbsetdlhwxbctou,M,4.0,29.0,United Natural Foods,United States of America,HKGWEBNCTZSVILXCJLUXVJWRQBLQMPKSKAERMPIENEHYFKGCJDXEEDYFSWLZYFJURU,1-191-153-6993,5.0,O,2713421.0
AZA8639,r,749.0,NH,AZAKACIBIFFOWW,279223.0,2.0,Hilo,msyscasfsxao,S,1.0,80.0,Leap Wireless International,United States of America,Nebqnnpocxbztqlfs,1-654-579-3493,0.0,,652312.0
RSS8640,Y,717.0,SC,RSSPVQHIUSFXXJBYMQJZ,345826.0,,Salt Lake City,ywlsrxihfdmexurptkfhwm,S,3.0,31.0,Applied Biosystems,United States of America,hgktovnalubwbpxwstwkdvdehkgghcugprhmdzijdzvhc,,5.0,O,3968552.0
Gwz8641,q,365.0,UT,Gwzngultgrabhe,361491.0,1.0,North Las Vegas,ajnfiwnvw,U,3.0,22.0,Lender Processing Services,Canada,Osiigzzosuosvalsdcusgxfzgdxvkjlqzqetkmkoqdxuqawvmbdckr,1-205-807-4212,5.0,O,
cha8642,,790.0,AK,chaofag,,2.0,Dayton,Xduhvzckgmrnwxmwbxtesqorumb,D,5.0,1.0,Walt Disney,United States of America,ERJJHOLNLASRVMAJBNCBORTPRWMELFRRMUJDVEZQJCNSW,1-747-125-6020,5.0,O,1084486.0
ski8643,,408.0,UT,skiql,147834.0,,Provo,weywavrlxrgenfqxgugfyttznzjqsdulhuywomfcgxfgjwungvrjjeutpkvtw,S,1.0,72.0,Williams-Sonoma,Canada,GKXWUJREQIFMUDVOBBAXEODOUBFLAQHFAXIQNJDUVWTMNSJICYVUGUFJXWLIHHDTIWQZBRDULG,1-630-670-6165,3.0,O,1079320.0
Pts8644,,499.0,OR,Ptsdmghmoclpmcicwngxolmume,133569.0,5.0,Stamford,wrmrqmketarmkzxzwccxmniozt,U,4.0,74.0,Pall,,Ehfsgd,1-696-606-9301,2.0,O,714914.0
Kyd8645,f,708.0,OK,Kydgylhjl,399901.0,7.0,Mobile,Ivzrjyelsyyopdfvfikiyfyfbiwhcdxwcsetarihdupcbwhokrhtcwxhhcvvrxi,M,2.0,63.0,Safeway,United States of America,Ndxumfktskvojxzcfylznhrhempznrbgtmlhkbtnfzpsilqjneurutgtmuzfmkastmkgsixa,1-228-334-8435,1.0,R,681347.0
XVE8646,,690.0,ID,XVEMHJAZ,204417.0,10.0,Vallejo,Layvbomgracufexzd,D,2.0,19.0,Goodyear Tire & Rubber,United States of America,Ejmnqpqjkwoyswxipyasdvfygkbxcfbls,,5.0,O,2316964.0
Gln8647,,690.0,NE,Glnuivdmuxjdnzskmtr,433420.0,4.0,Idaho Falls,Uxxexlvrcubkengebtbanndixpktslfzraruajjxqddxp,U,2.0,88.0,Celgene,United States of America,ZXASBILJTFMAWYGSVPXXTQCANOWKMDNSQEILJBHQOJLMCKLUNBLWHXVMIZJVRNIEQUJFNRETQ,1-311-782-0987,3.0,O,690842.0
xzq8648,,365.0,AZ,xzqcwnkllwbqbhi,276253.0,2.0,Oxnard,KGDHBBRUTHVAAIBXENTVGRGVRLXUPYEVMXKXAHJALLXIOHYLQRK,U,5.0,7.0,Targa Resources,United States of America,HWEIPIXTBCTVWKDPGNA,1-204-228-2576,4.0,R,2169282.0
Bme8649,b,603.0,IA,Bmeyfxndudqvyjlhrawelmyxmazch,381418.0,3.0,Warwick,Xvljtrgmoghdzzrildcxceplcixgiaqybdgxqvfhyaueefdqsi,M,5.0,89.0,Principal Financial,United States of America,,,5.0,R,3731300.0
Tfu8650,,844.0,OK,Tfujefakmcalikaiweggabui,2348.0,7.0,Greensboro,ygbsv,U,5.0,32.0,NYSE Euronext,United States of America,Gsqvequpfvwwvvwufaspjvmeahkrxfhlyjrmbocwpbz,1-554-216-5900,5.0,R,1654506.0
Acu8651,,400.0,NY,Acupyx,169615.0,6.0,Chattanooga,Fzxqrvbxqdsaqcrabzhnocbveulwyvgkjdjpazianzadqdpntwjukkwsonaz,S,5.0,14.0,Charles Schwab,United States of America,Pxdgljfvikit,1-534-526-7325,2.0,R,3625783.0
MET8652,P,599.0,IL,METLBA,106946.0,10.0,Madison,orsnyiihotfvhmfdzmtrkgcvwxeharbreofldpmbuihlykfvpaedlzglyeglgvjfgjfek,D,4.0,66.0,Robert Half International,Canada,Khinvtearjdrbkepqywgdqtlnelhbkymehrjnnsevoeswccpfyqcdwkxaacgxxebaebripbdxvfs,1-379-175-2676,1.0,R,1981626.0
DXL8653,,721.0,HI,DXLHKEDXJJFUILWTYTUAHCN,236679.0,,Kitchener,Ksnithqzjqxlokpsjwwzngsuedckakdsyaqzifupgantyhdppplhwsenaelbsot,M,5.0,51.0,Virgin Media,,Qxbdryvbhdftcbsktebepizppvmsbuwjwsbwhxdebjucgjvonysbfuqewpxntdifttjo,1-292-920-0664,3.0,O,2075234.0
CML8654,,703.0,Ontario,CMLHHGBSNDBVSBN,81599.0,0.0,Dayton,Zujfazleitjekpocjjpmqhqoqyofvdhvttayjeylkjirnsephs,D,,34.0,Foot Locker,Canada,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,,0.0,O,265619.0
hvs8655,,828.0,SC,hvslgbccqkkenfjtdlqugjpskbwtg,270045.0,7.0,Dover,lakdsoxjbzsjqjvehwgsjcqugfwdaxlxfokueqixlvoqblhnjkbikyfqcdiphpbsxvbi,M,4.0,49.0,FPL Group,Canada,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,1-729-142-7718,3.0,O,1085675.0
ZVM8656,,704.0,VA,ZVMCL,,0.0,Windsor,Hzywbiqygwlrnohiatrllskv,M,4.0,23.0,Textron,United States of America,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,1-561-470-2093,3.0,U,3561728.0
stc8657,w,304.0,NE,stcbewpwaszuyqptvgrr,206028.0,3.0,Pittsburgh,DPYJCCDPHO,W,5.0,7.0,Coach,United States of America,Aecyryeuhjthstjaaaausriedbkarjuagf,1-802-635-5439,3.0,O,1700081.0
udc8658,l,802.0,DC,udcdwkxltwkvubajfwd,193676.0,3.0,Rapid City,,W,0.0,23.0,Burlington Northern Santa Fe,Canada,zleboittfqygmyctsztzczkzelucbegrsrvpqnvnrirvxwxlekvlvdyxpdmikouogfpnijhksbsgk,1-085-501-4523,3.0,O,1531899.0
Ywz8659,l,,NC,Ywzlkagjg,,3.0,St. Louis,zxcrsopzchqsadcjjwq,S,4.0,21.0,Key Energy Services,United States of America,tsumdhpmipwnkmcvjtpiqiaicihpawxtlbevtkrgxqnwkycokvlahccrqt,1-118-667-3641,4.0,R,2241976.0
BRN8660,,549.0,WY,BRNOCCYKRKDWKNXBODNSB,,10.0,Montreal,dggpzmzpoum,M,3.0,58.0,Constellation Brands,United States of America,Fcnfvjtgtsucgjrzgptncbvvewemykllnq,1-277-090-7072,,O,2613956.0
uic8661,I,328.0,Prince Edward Island,uicamhij,,9.0,Garden Grove,INKHSPYRKWHTIKCZDPOABWSNNMVQWQRJGXFSWFFLPYXKBLNRBCHMNFBYQX,M,4.0,46.0,Vanguard Health Systems,United States of America,Ktkbmqwxvghxecdmmgxsapgz,1-604-976-8273,,O,3938637.0
owp8662,E,580.0,ME,owphozgqxpleacyailqijiuhcob,70188.0,5.0,Laredo,Ikqnjubsnvxuckkbbv,U,3.0,71.0,Dominion Resources,Canada,wfexjicphgflmjfnpnqpfobvmoacrwqscbjcmkyodnaznongjfqepfqsljqnn,1-126-740-5799,5.0,O,3419279.0
UTA8663,d,630.0,VT,UTALVF,104516.0,10.0,Yellow Knife,bgpryahdncugupykvnwiltegpdwjllfaujdmktfaycgvrfsirhbnyulybxkwipgdbxwjaslxmhkmv,D,0.0,79.0,Werner Enterprises,United States of America,Agkwwzprpjuebaadqbsohghkxxpntfnqhdgrcpynhiznleesqrbdvl,1-198-361-8831,2.0,,425069.0
cak8664,A,607.0,Quebec,cakjjmwlqdtjnbwg,299276.0,4.0,Buffalo,OKCZMHYBJVQLTXTVALXOGIEKJTXNTSQSESOZQYOQDOTT,S,1.0,89.0,Walgreen,United States of America,Mkxxjbhidrcloemfflwlkyqhcxnhvgibgmlqroprsjqeefkitjagiu,1-124-558-6862,2.0,R,2747347.0
QSW8665,,787.0,IA,QSWVLLWYVRHJTPIYAARRSNY,346240.0,5.0,Inglewood,Aaorjtyiaxuzkobeqggordqhbrmjhzysefmni,S,0.0,42.0,Aon,United States of America,Enwtntxfbqiyltjibpvdqgdcaroyqwjk,1-230-409-0929,,O,3853851.0
Bst8666,,356.0,Nova Scotia,Bstvtmx,394524.0,7.0,Jackson,wcqlitbrteylgxyyoxfzwynyuonmrsqvpzsxmpfznkkkvpspsmvqevtuddheiwti,U,2.0,96.0,Chemtura,Canada,Zkklpxylmgmvfxs,1-085-296-6065,,U,505520.0
exb8667,g,593.0,British Columbia,exbcynbkpvxbalwuqhklum,247595.0,4.0,Buffalo,Myxpbmrbtcaihnivcfovnykdsrkeleoqjgvmafqoziepqpqxhaiiheeliabcolddlmebrsvigjemow,U,3.0,16.0,Delta Air Lines,United States of America,ANHUJHIPQBDYCIGGHRRBIGXNVNLVCIQDPLTKAXZY,,5.0,O,1347208.0
IXN8668,S,449.0,MI,IXNHARNPMMCMVQJALL,441473.0,3.0,Colorado Springs,Ailwxbmkptukn,U,1.0,58.0,Children's Place Retail Stores,United States of America,Pcygaffedhqrlnftgogrjwvuubmvrgyfmr,1-316-728-0218,2.0,O,2324716.0
Gik8669,X,782.0,Saskatchewan,Gikbiesnjhfhjlfuh,279929.0,0.0,Santa Clara,Tdaqclbycrmripbtepwjcvybdjjbhwgdwycklougeccbjopr,,3.0,,Century Aluminum,Canada,bzuqeaffmddsbmeifygiogpgexwaandkyurljoyazpplxuxyfhprqefikt,1-604-092-1658,0.0,O,3076472.0
zis8670,,705.0,WY,zisic,421060.0,5.0,Warren,suyslzxeddstbdnzen,,3.0,43.0,Nicor,United States of America,,1-860-872-9403,1.0,O,2733940.0
dcw8671,Y,,ID,dcwjgnxmxlultbenmwpleadqwvlr,407803.0,9.0,West Covina,OTLPMICKSESZBYBSEKCNFMQVTHBFYYKEYLUHUUPJKAFJXYGRFL,D,5.0,35.0,Ryder System,United States of America,Wnlkasqhnxolltramymdvjnfpjxotjhcpcnjsnupidasgxwefolmqgsrnsfqzmsbzm,1-131-871-5621,4.0,O,2485282.0
ame8672,,474.0,FL,amecb,384831.0,,Baton Rouge,Edvkghlobpfyweerencfbfbymrocarkmiyiwdszjlftvfzbhhsxvnuwmvjcrklquheprefktcv,M,0.0,63.0,DTE Energy,United States of America,Jclaxwaycoglzaecspwbmrmussdekdvvbcefzygafceginl,1-478-866-2041,3.0,O,343843.0
Nvt8673,,406.0,NH,Nvtdnnvvvjwvynjlchlnbjcslhclq,467196.0,7.0,Anaheim,Qobaozkxfklgsvkxpdpyrvliboiebdgtrucwimntaitadrrogfg,M,0.0,78.0,,United States of America,Kkxprhifvtdecavbbdjuhieekcsepvawwmsmlnnwwjcbitpjtjntxagfg,1-267-577-8436,2.0,O,
Wpg8674,D,400.0,WY,Wpgluxgozrbmsywcax,282344.0,0.0,Anchorage,Hofhaoxfcjlbljazynmkcwwafumwuidswhhaqlzsolpwgeapamokspzdortbbuoqrabuheb,U,4.0,79.0,Dr Pepper Snapple Group,,rwplqtjukaccaisudigkmtoymdagqbohfbjmtfpwdyatyazkficsvvcfmnbmlwu,1-889-409-1975,2.0,O,866773.0
Gcv8675,t,593.0,NJ,Gcvkmuopqfwslrsirwni,242400.0,5.0,Sandy,Emlzo,M,0.0,34.0,Vornado Realty Trust,United States of America,Zktddigfvljaixcgagsawzykqeauygkoveadvbxnvcgxhqcilmhdrjcwizrhyffnmia,1-277-613-0038,0.0,O,2727185.0
xxu8676,p,496.0,Saskatchewan,xxuehkozdnaagxp,403347.0,8.0,Savannah,Bqygdgvozxooxhxzqpkreiatjcszflqcqbpdvczgzdgiwnthhlzgxuwxxtcdlwzmmyewxzuchuqffj,M,4.0,3.0,Sysco,United States of America,Fzirkgfuxqzfujjxeychyuvsvlosrnjsqejkweippfmmubfggkhmhncdxyy,1-161-099-3879,0.0,O,1597163.0
xqv8677,W,396.0,Prince Edward Island,xqvkrpokbxqdrzjprxzmtel,297557.0,7.0,Cleveland,Xzzbstekfpgu,M,0.0,90.0,Auto-Owners Insurance,United States of America,Zvapc,1-532-661-8795,,O,3310285.0
Rte8678,,666.0,TX,Rteeqxrlh,361968.0,7.0,Washington,MDQNHPJFLBVWCAMUDTASXPSAX,M,5.0,91.0,,United States of America,Kylfjldhaipgkhqftieecnujyswptgkabjgxvhnbicuibruidelnhnpcigoxit,1-790-105-6683,2.0,O,3752212.0
yeg8679,,339.0,WY,yegozbztvqnndsu,371594.0,8.0,Glendale,ZBFXXVPESFFCSJ,S,3.0,4.0,HCC Insurance Holdings,United States of America,Txxrezyazibbcjwyerzkcwwgrkfxtlaomrparukpwebticaygoxwytx,,1.0,O,1637216.0
Tiz8680,,580.0,NJ,Tizafupkkkgewdxrhsin,180774.0,7.0,Corona,XITIRHWVYIKGFBTFUPNYCYPKDCLRJDZ,M,4.0,47.0,Dick's Sporting Goods,United States of America,Kbssxunvfyqnxtrhlsndsqwtqo,1-517-247-1982,2.0,O,1554195.0
