gncd,mrtlstts,g,ncm,crdtrtng,ddrssln1,phn,gndr,nmbrchldrn,ct,cntr,stt,nmbrcrs,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
BVV10996,U,34.0,446361.0,811.0,,1-696-241-0126,F,2.0,Durham,Canada,VT,0.0,O,Robert Half International,,3108435.0
xcj10997,M,51.0,257785.0,612.0,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,1-246-074-0496,,1.0,Garland,United States of America,CT,2.0,U,,8.0,2984010.0
ejt10998,M,99.0,150645.0,324.0,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,1-920-174-9748,,1.0,Cheyenne,Canada,AZ,5.0,R,Health Net,,3075972.0
JNP10999,S,85.0,421868.0,833.0,Lvtvjdqpglfubkhazhqcjclajmphf,1-024-590-5688,,4.0,Reno,United States of America,SC,2.0,O,Nucor,7.0,3256928.0
dtx11000,D,,477784.0,709.0,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,1-159-082-0459,,2.0,Boise,United States of America,British Columbia,3.0,R,Dillard's,2.0,539305.0
XGG11001,M,86.0,480972.0,496.0,Hkeamuxoxjpjhykuw,1-534-842-7921,F,5.0,Elizabeth,United States of America,IL,4.0,O,Entergy,2.0,3335019.0
lmt11002,D,67.0,240268.0,366.0,TKCPFY,1-674-534-9910,,3.0,St. Louis,United States of America,IN,4.0,O,Vulcan Materials,4.0,3679401.0
Wdf11003,S,51.0,387663.0,324.0,OURVGMVBTAINNCFDGBRTPINPVR,1-610-216-3732,M,2.0,Irvine,Canada,IA,0.0,U,,8.0,1800895.0
Bus11004,S,84.0,492331.0,597.0,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,1-921-804-2195,f,3.0,Toronto,United States of America,MS,5.0,R,CVR Energy,9.0,555825.0
Bch11005,M,6.0,169157.0,534.0,,1-734-178-0676,M,4.0,Billings,United States of America,VA,0.0,O,Brown Shoe,5.0,2999627.0
WYJ11006,U,64.0,387828.0,839.0,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,1-547-439-5268,,0.0,Salem,United States of America,NM,2.0,O,J.P. Morgan Chase & Co.,3.0,3350736.0
Qkl11007,M,82.0,380891.0,524.0,IXMZQNRVFQGJHN,1-256-511-3577,,1.0,Toledo,United States of America,IN,0.0,O,Administaff,5.0,3360420.0
Ntg11008,S,,258054.0,584.0,nqwwqchsn,1-481-246-8505,m,1.0,Lansing,United States of America,WI,1.0,O,Mohawk Industries,0.0,1920593.0
zbw11009,S,58.0,261221.0,839.0,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,1-245-518-4843,M,3.0,Indianapolis,United States of America,MT,4.0,O,Lennox International,6.0,3961490.0
Jhk11010,U,11.0,71903.0,850.0,Xprclajcbyanvzopvivyrkafsuztjrnlr,1-387-392-4442,,,Detroit,United States of America,AR,4.0,O,Timken,1.0,203663.0
MWP11011,U,88.0,72572.0,539.0,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,1-279-097-5068,,5.0,Virginia Beach,United States of America,NV,0.0,O,Celgene,2.0,746242.0
Ecn11012,M,87.0,484396.0,317.0,yjlmljqpmyboelfuhpefuqtciwavskwtrmdkknsmfjqqpmkafpawhuehgxzxowsorxbyoz,1-733-517-9989,,1.0,Regina,Canada,Alberta,1.0,U,Ryder System,8.0,3452288.0
Nml11013,M,22.0,4921.0,787.0,wlqkteduzinvutilcetjfhpmhrbgyvzxotni,1-336-800-4414,,3.0,Augusta,Canada,KS,0.0,O,Teledyne Technologies,0.0,3126002.0
Kph11014,W,86.0,250785.0,320.0,Kguvm,1-450-605-6986,,3.0,Salinas,Canada,ID,2.0,O,Scotts Miracle-Gro,2.0,3354045.0
VCP11015,U,39.0,470090.0,562.0,imkrjlwfekcqqpuserlhwroehgmlwkgsbmmuu,1-875-210-3192,F,4.0,Macon,United States of America,Manitoba,2.0,O,Expedia,7.0,1826409.0
Brw11016,S,96.0,123483.0,665.0,zrahhnxnuxsvuemspnakybnrawjdwuaejudvdodfndwnpecdp,1-669-219-6977,,0.0,Victoria,United States of America,IA,3.0,,Perot Systems,0.0,222526.0
Skj11017,M,49.0,119581.0,822.0,udzyrlebzpmjltdhjadxaefdeyieyhepfvimbfhdkpssmplhhlccjcfemjquyb,1-465-741-4961,M,,Erie,Canada,DE,5.0,O,CB Richard Ellis Group,7.0,1167631.0
poi11018,S,90.0,196672.0,631.0,YNEHK,1-703-059-8730,,3.0,Salem,United States of America,OH,2.0,O,Bed Bath & Beyond,6.0,57285.0
Qnv11019,W,43.0,273544.0,732.0,Cyytmwibtsosrxyf,1-552-793-5246,,1.0,Santa Fe,United States of America,LA,5.0,,HCC Insurance Holdings,4.0,3757167.0
mgh11020,S,,228307.0,325.0,ceyhyzcvwwaugaknwrlvulqnbupeumpsqfikvmlajndgpzntcdycbjacrjnxdji,1-527-518-9041,,1.0,Peoria,United States of America,SD,0.0,U,Baldor Electric,2.0,1804426.0
Mwi11021,U,24.0,448558.0,585.0,ebnnwbidaydxclqvrqgwqvkcjqhwidjnzkpclksfgjcdxyqkgpwkjndisbpefusfjkiuoamimlmgmlfb,1-917-057-6244,,1.0,Dallas,United States of America,ME,0.0,O,Biomet,3.0,2301098.0
uof11022,S,,472144.0,459.0,Hoqpxbghhmapxbpvdwewxuo,1-766-928-4387,m,5.0,Richmond,United States of America,VT,1.0,O,U.S. Bancorp,6.0,
Pfe11023,W,52.0,379231.0,359.0,,1-869-756-1924,f,2.0,Berkeley,United States of America,AK,1.0,R,Cenveo,10.0,1288597.0
Skv11024,M,43.0,56703.0,506.0,,,,5.0,Casper,United States of America,WY,2.0,O,Kansas City Southern,,3628047.0
Qai11025,M,47.0,299584.0,626.0,,1-016-085-3652,,5.0,Amarillo,United States of America,ME,5.0,,Yum Brands,2.0,2146069.0
Opb11026,W,70.0,316035.0,739.0,Qmdsxhqcubgflzeguxbkrtxzaqabpubahmarajjoblaivoxoeyth,1-874-797-3511,,5.0,Hartford,United States of America,CA,5.0,O,Sempra Energy,2.0,3966943.0
OIB11027,M,21.0,102451.0,441.0,Ipxjggcexwowqpxwjyeapjluvjwxpkxuarbhdatdfy,,M,1.0,Cleveland,United States of America,FL,2.0,O,Liz Claiborne,3.0,3869600.0
PQG11028,S,3.0,135536.0,582.0,DVHOMNVAEVIJIGFJHGZDCMTWDCZZKJVPTHHORPOAKPFNFQTXDTLVT,1-390-699-5377,m,3.0,Fort Collins,United States of America,UT,4.0,O,Equifax,8.0,276893.0
fny11029,S,80.0,369669.0,475.0,Scmadgvbcrvyxquzcnspfoqiaezxwjzgozusajelznojatvdcvhuymtfevzhgylfr,1-951-830-8970,,0.0,Rancho Cucamonga,United States of America,HI,4.0,O,Beazer Homes USA,4.0,3349062.0
Glb11030,M,90.0,285470.0,602.0,Kfjtayynsobkykfyfrwzdhlxucjwudqgnxkivmuaydmbvgqoazhfszesvrndmnbzdhwscxztzipn,1-227-344-4616,f,5.0,Cedar Rapids,United States of America,CT,,O,Conseco,9.0,866592.0
BUM11031,U,,138541.0,321.0,HFZBUWXMCBIMSZXOXKPHLJQNUFEPHIBAWDLSOZZMLOWZKIRGLCAGNMKOWACSDVLPTV,1-744-471-5504,,5.0,Elizabeth,United States of America,VT,1.0,O,Baker Hughes,6.0,2298774.0
Ppv11032,M,15.0,149614.0,542.0,NEOMGFWOIRQRAEEKNHOQMKLNCTNKMWUGNUCZDIBRIFEFWPYYPZ,,,0.0,Scottsdale,United States of America,UT,3.0,O,Levi Strauss,6.0,3022407.0
AQA11033,W,86.0,385895.0,489.0,,1-650-951-4325,f,0.0,Greensboro,Canada,Saskatchewan,5.0,O,National Fuel Gas,2.0,135667.0
Sfb11034,U,65.0,209407.0,363.0,Tkbblwmewtwsdlocylchuvspeiatzdrywmknvj,1-065-202-3903,,0.0,Worcester,United States of America,OH,3.0,U,Hawaiian Electric Industries,7.0,2115782.0
Yah11035,M,33.0,270128.0,454.0,Kindxt,1-196-292-1247,,4.0,Cleveland,United States of America,WV,4.0,O,Yum Brands,2.0,224027.0
Oxf11036,S,89.0,270364.0,305.0,Qjjcozmlksbypgqpeztywviflftsirfuextkluq,1-634-319-5917,,0.0,Oceanside,United States of America,WA,3.0,O,Erie Insurance Group,9.0,772022.0
Mwh11037,U,66.0,264871.0,510.0,Ekzstoywlgvaqhimdsomztyayhofyr,1-333-536-9184,,5.0,Salem,United States of America,NH,5.0,O,NCR,10.0,1479989.0
Anp11038,U,95.0,156765.0,356.0,ikccfisfogwsyrsrqvlfyabacii,1-120-566-7389,,3.0,Honolulu,Canada,MS,3.0,O,Brown-Forman,3.0,275474.0
YIY11039,M,64.0,437573.0,631.0,wfnoi,,,5.0,Pembroke Pines,United States of America,Quebec,0.0,O,PSS World Medical,0.0,3282711.0
dpg11040,M,,150389.0,739.0,Etdfqrrxynwsvjdxawpxheretwwfq,1-226-599-8877,,5.0,Sioux Falls,,MS,3.0,O,Nationwide,5.0,2638326.0
TDQ11041,S,76.0,,762.0,qbhuzszvkrjxcnwewxunvjfuttynijoshhgszpgwkgeclneifhbib,1-407-835-0785,,0.0,Sandy,United States of America,ID,1.0,O,Career Education,7.0,2071988.0
idm11042,M,,393425.0,522.0,OLTXOTUMHAYINWXPTLNQOWJZJSDTO,1-283-269-6136,,4.0,Whitehorse,Canada,British Columbia,3.0,O,Blockbuster,1.0,1827065.0
LGB11043,M,,,786.0,llqegqgbagkepasvnykrgmahyugbfqjvpxrwmexjwpg,1-655-511-3417,,2.0,Baton Rouge,United States of America,PA,1.0,U,Western Refining,4.0,84805.0
Raz11044,U,74.0,431480.0,382.0,dwdrlennbuljcpqaclhdjumlnajbolmxeixxnbhgjbxqpeaxojidmsrkpxfehyrjiukohmlgrnjivkmv,,m,3.0,Vancouver,United States of America,NE,3.0,O,Teleflex,3.0,504858.0
Tlg11045,M,60.0,402104.0,428.0,Ckeqywqhgfrjgceuflmirxnaouvpubuzdjmvwstiqyctlbqjlmfxswbotgumjslctkhigaqwkqexo,1-030-842-6697,F,5.0,Spokane,United States of America,WA,3.0,O,PSS World Medical,3.0,2917928.0
Pqj11046,S,51.0,206561.0,519.0,WFDNVEFHKSUTKXLQNNOZNJAIRNJQVBBDISUQQYJWVTBK,1-434-401-6720,,5.0,Cleveland,United States of America,MN,4.0,O,Oshkosh,4.0,66004.0
gec11047,,18.0,388645.0,790.0,Npkvwrqlrxbwruovqxfkiihpbikmmkjeqcboslyrrwwnielxcdoqjji,1-456-771-8560,,1.0,Hartford,Canada,VA,5.0,O,OM Group,0.0,3420451.0
BHU11048,,26.0,212951.0,771.0,XEDUVBTFFTRJNYVFORKBZQYIXSGQPMJ,1-005-528-4594,m,4.0,Vallejo,,Alberta,3.0,O,Alliant Techsystems,0.0,3638395.0
Aqx11049,U,55.0,185442.0,461.0,Stilrmiayanlcelfyrlficcbdtinlo,1-494-921-1091,m,2.0,Palmdale,United States of America,TX,2.0,O,Interstate Bakeries,5.0,1766856.0
Fbv11050,S,45.0,44513.0,654.0,dulcsjscnddj,1-808-251-9510,,2.0,Corona,United States of America,NJ,2.0,O,Virgin Media,0.0,2875839.0
QTZ11051,W,29.0,484435.0,354.0,Lolumr,1-728-082-9573,,4.0,Anchorage,United States of America,OK,4.0,O,Allegheny Technologies,3.0,1463839.0
Hbj11052,U,5.0,222517.0,467.0,,1-008-787-9366,m,2.0,Frederick,United States of America,CA,3.0,R,Unified Grocers,10.0,3563280.0
yrx11053,S,92.0,240730.0,359.0,Borfwcnnvvcrpntmepxxkzmnecozdexvqxcwtotl,1-879-645-7815,,4.0,Cheyenne,Canada,NJ,,O,Kohl's,4.0,1816691.0
VGN11054,U,80.0,,511.0,Sxhvuxjhmtqxfoprgscbldismivxumhdfymdzwujoecnwfcvrrgyoiobojgouhwujmv,1-785-135-9110,f,,Phoenix,United States of America,TX,4.0,O,Source Interlink Cos.,5.0,3259233.0
FSK11055,D,30.0,325015.0,803.0,KOOEHCXXQPJSUUJHCGSVT,1-984-153-6022,,4.0,Regina,United States of America,CA,1.0,O,Energy Future Holdings,10.0,2074410.0
Vfb11056,U,76.0,416166.0,667.0,ppwkeyhznfibynbjozjlmxrxbexmpxchgmxujdwteoto,1-372-855-3119,F,,Salem,United States of America,DC,1.0,O,DaVita,3.0,3231188.0
CVO11057,M,,445094.0,832.0,Rudetwhlymmfajukeyncamuoukmbcsuyzotjjehxsrdqpgqmjwtdbzpqsfamiiwodoabqrwtwpufvskx,1-086-463-9423,,4.0,Washington,United States of America,SC,2.0,O,Hewitt Associates,9.0,
TCV11058,W,18.0,258089.0,742.0,Eojwrljmjzxywwxuoxugnaoavahabqnrugaebytpapiogcxtoshmowm,1-539-192-7778,F,3.0,Savannah,Canada,GA,1.0,U,Kla-Tencor,7.0,
DKF11059,D,49.0,88189.0,725.0,zmmcxwrjdeqloxmrbhwxcegmukdptjepppkzegwumrktnmhwqxtryyvlaoaygwawull,1-611-783-6966,,1.0,Anchorage,United States of America,AR,5.0,O,AnnTaylor Stores,2.0,1109284.0
Wsl11060,M,30.0,160082.0,740.0,,1-613-401-9628,f,4.0,Stamford,United States of America,AL,2.0,O,AbitibiBowater,7.0,997504.0
Rte11061,M,25.0,279297.0,446.0,Lvvodckrvvqbdsivsonbdgztobymvqlxcyhxpckmpmzz,1-978-833-1521,,0.0,Orlando,United States of America,CT,3.0,O,RPM International,10.0,3021979.0
RKX11062,U,79.0,79761.0,590.0,Lkvwzcpxqlxxbkwsh,1-324-603-2823,,0.0,Austin,United States of America,TN,4.0,,Bemis,9.0,2987762.0
VHE11063,M,53.0,170681.0,842.0,Cuqazazistvycfczgphsvvtppwkemiwciyfutdvmfviewlrhlzaqxqanf,1-636-325-2648,M,4.0,Denver,United States of America,DC,1.0,O,Ameren,2.0,2763653.0
oiu11064,M,72.0,204711.0,784.0,Aybixptpvswnotvtawmljcbgcfqjltkocdhbhdcrwbjhqsaeuaarrhdcdbamr,1-306-802-0314,,2.0,San Diego,United States of America,MI,4.0,O,CenturyTel,8.0,612714.0
HJF11065,M,31.0,363880.0,798.0,WJAEZEADXLVNJXORZLUASMFVCVVXGOWBGKJEVFIMZZRICOWPBGZJBCGVNLACQDNOCKMXSMJRFU,1-586-414-7644,F,3.0,Fresno,United States of America,VT,3.0,R,Textron,7.0,3302552.0
BLF11066,M,30.0,72608.0,314.0,Pxlaogirqglgbddenxelfs,1-892-202-0199,M,2.0,Iqaluit,Canada,SD,2.0,O,Microsoft,0.0,3354475.0
YXA11067,W,45.0,250164.0,390.0,ajaxqpwnqxklwiglmnaqfqgwdmbvgimelhyxvvpgtncygdbpc,1-944-314-5990,,5.0,Cedar Rapids,Canada,IL,3.0,O,Computer Sciences,6.0,1192509.0
Lpf11068,U,12.0,223442.0,431.0,gfiyqcdchfjqboxqavqhfghpirrxuukpnhtnjwrfarnatkpuuebujhsgyrwyomnefle,1-717-731-8936,,4.0,Austin,,MT,3.0,O,Wyeth,10.0,3047870.0
Ult11069,U,23.0,122194.0,589.0,DZUEEMFLAIPSYOOLTSZVHDKRDMEUOVCNNWLFNDVYU,1-525-259-9883,,3.0,Grand Rapids,United States of America,Nova Scotia,0.0,O,Enterprise GP Holdings,5.0,3826268.0
amn11070,D,21.0,448181.0,800.0,Ostqkiirvqvarnsmqlyswstepxryvdzjuzmkmhlitsszwmoql,1-448-427-8947,,2.0,Savannah,United States of America,MI,3.0,O,United Stationers,2.0,3435252.0
fay11071,M,14.0,484538.0,411.0,UUFYJWOLJKBXDSUXHNZME,1-515-223-1125,F,2.0,Spokane,United States of America,KY,5.0,O,Lender Processing Services,5.0,2440179.0
akb11072,U,69.0,347095.0,749.0,Fcawkglwgomkhsskxhxxltudqebpxgjubxdphgezmqhiglmqopyoac,1-533-521-2113,,5.0,Santa Clara,Canada,OR,4.0,O,Wyndham Worldwide,0.0,420523.0
YNQ11073,D,20.0,491744.0,772.0,SIDNDTPTSXPHYUWVDHYUUKOUTCJYTQNUEWIHEXOPEEFGZDNFZMTEVUGPZMFKAFMEKZWEJNWPDUS,1-034-106-7628,,4.0,Spokane,United States of America,WA,3.0,O,Intel,2.0,2819096.0
Vjk11074,M,68.0,83108.0,645.0,KXJVDHSMMYCGIEWCNSKTZZBJXWHPXGVYVLJPQPBQEZTSXMOAGIMSWHIMPPVGGSWMXCXQRLCME,1-959-479-4793,F,2.0,Seattle,United States of America,Alberta,2.0,O,Pactiv,1.0,54769.0
Fvy11075,M,38.0,440602.0,,Ywzwlpbgzbghelopewanvqikjghhuyisdotluwjjvgipyj,1-515-718-5794,,0.0,Abilene,United States of America,Manitoba,,R,IDT,4.0,2967206.0
Aat11076,W,66.0,171670.0,677.0,Pmjnwwngrcatmarwmbelfpaqvslskrpzqrrrsrjmhrjsisdiwwnva,1-535-793-1910,f,4.0,Madison,United States of America,HI,5.0,O,Hershey,5.0,3051103.0
YVU11077,S,34.0,347875.0,503.0,,1-454-338-9785,f,5.0,Fort Wayne,Canada,NJ,3.0,O,W.W. Grainger,6.0,1829584.0
WTG11078,S,40.0,375968.0,594.0,Ebotlsdizdwpngsjwhamnpupydoxchweyncftfvqwf,1-700-212-6458,,5.0,Lexington,Canada,RI,0.0,R,Robert Half International,6.0,18097.0
Jxt11079,S,98.0,429326.0,321.0,QBNQFXXRMFCUTGUURVETALACFKLSQNWCUEAWAFVKBKSGHTYYYGDITFCNNJTWROFXAZZXVHOPF,1-582-981-0119,M,4.0,Fairbanks,United States of America,Alberta,0.0,O,Agilent Technologies,7.0,2822716.0
Ecb11080,M,53.0,225958.0,706.0,JBNBNGJVUWOFLBUHTTCAIHUYRXPVTRLMSJVQRWDYEEVPQW,1-487-223-8432,M,3.0,Omaha,,VA,5.0,O,Health Net,8.0,3668879.0
Rmh11081,S,68.0,112101.0,408.0,AUHCKPGZXMFPDTJIJFHXCCTJMKTTMVCOIOFVYLQVHWJTJRRZHJETVFNQMWYLAMYVXVJSZLRUF,1-858-021-1895,m,2.0,Elizabeth,United States of America,AK,0.0,O,Best Buy,7.0,517433.0
yrk11082,M,34.0,34685.0,499.0,juqmgqlhcypuiavpqmtlpsmcpcwrrvyrxsetpdwsmtua,1-157-653-7284,,4.0,Charleston,United States of America,OR,1.0,O,RadioShack,9.0,3645398.0
prm11083,M,55.0,278951.0,688.0,Ctpmrdzzricaikxvobpmeaeunvkzcindmbywsoojpmlovtstwbv,1-887-627-5203,,2.0,Casper,United States of America,AL,4.0,O,Baker Hughes,8.0,392064.0
Eew11084,U,61.0,441073.0,619.0,OWWIWCDEEDWQVBUOSYQEPWZCKKZYMNKQAKLIKAORZDAHZDZQUKGVZBSOEOQTAVP,1-507-296-1529,M,5.0,Huntsville,United States of America,ID,2.0,U,Allergan,1.0,713401.0
fka11085,M,92.0,50524.0,709.0,IWLMIA,1-076-968-5698,M,0.0,Torrance,United States of America,ME,1.0,O,MGIC Investment,3.0,3259486.0
MPR11086,M,59.0,249921.0,722.0,CLEXISTBTLZHXHQRLCJUNJTRYQENZJGVHBCADEBHAEWBZN,1-878-781-3161,M,1.0,Wilmington,Canada,VT,0.0,O,MasterCard,10.0,3937473.0
Kui11087,S,42.0,119125.0,729.0,XQWPIAPSBQMXW,1-500-629-5924,,3.0,McAllen,United States of America,VT,3.0,O,Jones Apparel Group,4.0,2743146.0
BQJ11088,U,47.0,177045.0,626.0,rfqhlhnsbesbqmeeinalhhjpnoakvcrrmzvfelsflo,1-881-757-8162,f,2.0,Rockford,United States of America,AK,3.0,U,Atlas America,8.0,1950959.0
sgr11089,S,29.0,126033.0,630.0,RHISTOQILUDBBBBCDUECWXHRRKMIQYYDUSVJUO,1-702-112-7175,f,3.0,Honolulu,United States of America,OH,3.0,O,Key Energy Services,1.0,2491256.0
FUK11090,W,,,763.0,bcjqclwisiawdfnrljajzbkwjgklwolhfwkdb,1-326-495-2884,m,3.0,Baltimore,United States of America,Newfoundland,2.0,O,New York Times,,1561027.0
Csu11091,M,88.0,257089.0,817.0,bacpb,1-992-297-2714,f,0.0,Lancaster,United States of America,New Brunswick,2.0,U,Coca-Cola,6.0,2110041.0
wdi11092,M,56.0,260579.0,466.0,Bnjrcpuavbfcrfrcyxwhxpwytdgwzynsvrkijuyi,1-473-021-3049,m,4.0,Topeka,United States of America,OK,1.0,O,Mutual Life Insurance,10.0,2468521.0
wxi11093,M,31.0,394216.0,761.0,Zgxfqrvqowdomtwudwpcineqqgqprhvuhnfeduemadcmcvpnniiflchpsf,1-842-348-8655,,1.0,Concord,United States of America,AR,5.0,O,Int. Flavors & Fragrances,7.0,
ldd11094,U,37.0,74207.0,387.0,HUFVKWIEXRJMDXJNIXHKQHEBCDIHMBKFBXYFYGBHTKBWJPBJGMGDPMYIQWQJKQTXWQWFXHSM,1-756-008-5545,m,1.0,Burlington,United States of America,WA,5.0,R,Jones Financial,0.0,2748773.0
uvf11095,M,,40241.0,447.0,YHTJKTLJLOPMMMIQIZRUKOUGWFHFOOGTUOWLAMJYHUBDVDSOHAKHPQXWNANUXNUH,1-417-985-9141,m,3.0,Milwaukee,United States of America,TN,0.0,U,DTE Energy,,2699979.0
tmj11096,U,52.0,313015.0,366.0,GEFQRJIWAQMGOSKTPWJHAEADKAEUQNHUPXRPOEQWTTRGFTVDAMFZJIZFKR,1-011-040-5607,,0.0,Brownsville,United States of America,IA,0.0,R,Silgan Holdings,1.0,3964610.0
AXG11097,M,21.0,,391.0,NIWBLHIPASUCLVI,1-856-569-9363,f,4.0,Garden Grove,United States of America,VA,1.0,O,Halliburton,5.0,918583.0
jav11098,W,53.0,223362.0,345.0,Rzvlaxkmnamfxdfukyxhmqeqvrcyxxrsxilmqnjldhpspnkzai,1-826-034-0495,m,5.0,Biloxi,United States of America,RI,2.0,O,PPL,1.0,594191.0
QBA11099,M,59.0,,345.0,Cklosnrgmvymanmspnrqsmzixsysvlvkgvyjwpswmjzqfrcrlsbossnb,1-981-604-9450,,,Providence,United States of America,New Brunswick,,R,Pulte Homes,,
Swl11100,M,68.0,80364.0,747.0,Ilkkwlhtntmxtucafzredhlrt,1-282-607-0041,,2.0,Paterson,United States of America,GA,,O,Wesco International,10.0,2928846.0
mcy11101,S,43.0,353992.0,,ZKVJZNTXKCZQUJNSGDIJIKUUKFPKCTHBH,1-561-520-7660,,1.0,Chula Vista,,NJ,3.0,,Gap,10.0,1024745.0
Lna11102,W,100.0,8475.0,456.0,Cjwtphtbkzsylgzbfhjitoelfwfcfizecikixubbqnr,1-066-368-1833,M,5.0,Calgary,United States of America,AL,5.0,R,Unitrin,5.0,2149154.0
CTD11103,S,20.0,224275.0,763.0,JNVIREQCRESTDKWOCUPOMGPHLHIABMKZTTNUCHDOYDXBAUVMMDOMJEJVTIOGXGFYMEQS,1-738-190-9411,,3.0,Brownsville,United States of America,RI,3.0,R,Ruddick,8.0,1307780.0
Fhm11104,M,61.0,234064.0,500.0,Tkbfeexjgdsdnwwetyrwhqho,1-689-137-5077,m,5.0,El Monte,United States of America,IN,2.0,O,Omnicom Group,0.0,340371.0
Fhv11105,M,6.0,121158.0,432.0,Ckswcebbbjboelyjmedslgvibyjaophfoktgoxoyvldnmbowomfvcciujyohxaomoxgvyfkcxepufb,1-920-243-6705,,3.0,Iqaluit,United States of America,British Columbia,5.0,O,Wyndham Worldwide,2.0,3684185.0
Pdp11106,M,63.0,28310.0,663.0,Gexizmssnpdmcwuyxlyjboolablsirmbcvbmykbaorlzeksdrycyilfwdbngoaugqcovgikqgpqfb,1-023-068-8853,,0.0,El Paso,United States of America,New Brunswick,5.0,O,Anixter International,,3165241.0
Ygr11107,U,0.0,298272.0,337.0,Vijtzrceicfbredppgkdydxgkdsfbcorjwtcfeopcqdbqlpqchhsjrvbemesytsinjy,1-988-274-6796,m,0.0,Newark,Canada,MO,2.0,R,,8.0,1865871.0
Yzy11108,M,14.0,317296.0,543.0,Ckqthjabrglkzqeju,1-617-877-7837,m,2.0,Oklahoma City,United States of America,DC,3.0,R,Albemarle,4.0,3213054.0
Luw11109,D,29.0,281222.0,442.0,qouoivuxbpjkwlcysfdmcuigpiucsyrladkoncshnauhqwcsgjns,1-496-801-3031,,4.0,Irvine,Canada,British Columbia,1.0,O,Graham Packaging,9.0,1020481.0
Xzt11110,M,40.0,197666.0,378.0,WAHKVONCTHJGGELAQCDKODJEUCFGP,1-444-702-0376,,3.0,Missoula,United States of America,OK,1.0,O,AmerisourceBergen,7.0,1691509.0
LDH11111,S,73.0,341656.0,759.0,Rqcfiergvedueisolhobouuxumrtgxqwggvrobtqpnrpdvhlwmfppirieq,1-539-782-5522,f,3.0,Virginia Beach,United States of America,AL,4.0,O,,7.0,
Vrl11112,S,69.0,99711.0,434.0,Pfiiwkyxcfomjvrjpcioblmgzxbxqzlesfhddhwmototit,1-766-118-2941,,0.0,Santa Clara,United States of America,WI,4.0,O,Scotts Miracle-Gro,9.0,454531.0
KGS11113,U,55.0,401966.0,752.0,VKMPHU,1-029-755-0775,,5.0,San Bernardino,United States of America,OH,1.0,O,Amazon.com,0.0,3240581.0
IZN11114,M,28.0,110307.0,743.0,Gfgvdkyhqybrsadcnrwcdecmboegzxbqapebpveltqnmghysckdhjiejooswffyhgnefdgmxfrkyzjeh,,,5.0,Huntington,United States of America,MI,4.0,,CC Media Holdings,4.0,2853467.0
Rbe11115,W,50.0,412114.0,790.0,wmjvoqfjrrcwdrzddbrwscfnxxnboskvcdyekbvdqlfigsxwwxgyidmpzsozwwagsehtddtabdsiea,1-203-432-5236,F,1.0,Regina,United States of America,AK,1.0,O,AFLAC,1.0,314768.0
Mdy11116,M,84.0,,536.0,STZTPCHMRPKEVMGYRPUPCJQQDFYAZCHYOCDGHEGHDGEIEQE,1-624-435-2301,,4.0,Des Moines,Canada,OH,0.0,R,Omnicom Group,6.0,2437574.0
OTC11117,U,,471546.0,428.0,kpibzxjs,1-247-055-8115,,,Lansing,United States of America,NY,2.0,O,Vought Aircraft Industries,9.0,1717413.0
Nda11118,W,23.0,486274.0,713.0,Nstxxvlwjmttnmzlkpunwbhwgnikkgxoplwuuhr,1-432-772-4099,F,2.0,Dover,Canada,AK,1.0,O,Emerson Electric,4.0,1874989.0
Xqm11119,U,22.0,79994.0,665.0,fwnnzjxigtbupllaenajwxkujnibdvsiinkhmviievgmnnrsmdwyuisndyqapihjmz,1-471-763-2607,,1.0,Abilene,United States of America,MD,,R,Colgate-Palmolive,6.0,309312.0
RIL11120,M,29.0,244104.0,546.0,Ybrxtzcldcsdynnntuycl,1-695-698-2782,M,2.0,Huntington,Canada,CO,5.0,O,Norfolk Southern,2.0,
Sio11121,W,36.0,399499.0,437.0,BFPEDLLCYMSSSYUJDEIFOKULIFQLMHPMNSLPCX,1-182-018-8364,f,0.0,Berkeley,United States of America,OH,4.0,O,MDU Resources Group,1.0,2661265.0
gum11122,W,70.0,344741.0,410.0,Akhucejiejjlmvwxjptiwdtwnrwludmrsmjrudcthblhybwjazvvtd,1-222-269-4854,,1.0,Chandler,,MT,4.0,R,Regal Entertainment Group,7.0,1182674.0
Kod11123,M,12.0,449148.0,456.0,friblnndjxsdgcjjufkfrczgqmigyxeczradoyvtybfkgniwvoqlfajkrqdxyo,1-650-613-7174,f,1.0,Simi Valley,United States of America,KS,5.0,O,Toro,9.0,61292.0
uar11124,M,79.0,249694.0,724.0,TZVHLPZKDWYJWUVMJILVNMVAAAJQJRB,1-610-860-8907,M,5.0,Dallas,United States of America,FL,4.0,O,Molina Healthcare,9.0,898736.0
bce11125,,13.0,93623.0,518.0,ueocwcubtencogkrfiszcsquosrrmsgy,1-080-177-0308,f,3.0,Hull,United States of America,VT,3.0,R,TravelCenters of America,0.0,374849.0
