prospect_State,prospect_AddressLine2,prospect_MiddleInitial,prospect_LastName,prospect_AddressLine1,prospect_AgencyID,prospect_NumberChildren,prospect_FirstName,prospect_NumberCars,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_PostalCode,prospect_Income,prospect_City,prospect_Country,prospect_NumberCreditCards,prospect_Gender,prospect_Age,prospect_Phone,prospect_NetWorth,prospect_Employer,prospect_MaritalStatus
NH,Qobaozkxfklgsvkxpdpyrvliboiebdgtrucwimntaitadrrogfg,,Nvtdnnvvvjwvynjlchlnbjcslhclq,Kkxprhifvtdecavbbdjuhieekcsepvawwmsmlnnwwjcbitpjtjntxagfg,Nvt8673,0.0,FQJVOEXZY,2.0,406.0,O,Rnbkmwflpq,467196.0,Anaheim,United States of America,7.0,f,78.0,1-267-577-8436,,,M
WY,Hofhaoxfcjlbljazynmkcwwafumwuidswhhaqlzsolpwgeapamokspzdortbbuoqrabuheb,D,Wpgluxgozrbmsywcax,rwplqtjukaccaisudigkmtoymdagqbohfbjmtfpwdyatyazkficsvvcfmnbmlwu,Wpg8674,4.0,Cwybwiigezvrvgnzxdha,2.0,400.0,O,WWUBCNGLNYD,282344.0,Anchorage,,0.0,,79.0,1-889-409-1975,866773.0,Dr Pepper Snapple Group,U
NJ,Emlzo,t,Gcvkmuopqfwslrsirwni,Zktddigfvljaixcgagsawzykqeauygkoveadvbxnvcgxhqcilmhdrjcwizrhyffnmia,Gcv8675,0.0,vccrwrafdhgquuwqc,0.0,593.0,O,Hemqg,242400.0,Sandy,United States of America,5.0,m,34.0,1-277-613-0038,2727185.0,Vornado Realty Trust,M
Saskatchewan,Bqygdgvozxooxhxzqpkreiatjcszflqcqbpdvczgzdgiwnthhlzgxuwxxtcdlwzmmyewxzuchuqffj,p,xxuehkozdnaagxp,Fzirkgfuxqzfujjxeychyuvsvlosrnjsqejkweippfmmubfggkhmhncdxyy,xxu8676,4.0,Odenliartanveclueqhrfeaeslfpts,0.0,496.0,O,Pienpm,403347.0,Savannah,United States of America,8.0,,3.0,1-161-099-3879,1597163.0,Sysco,M
Prince Edward Island,Xzzbstekfpgu,W,xqvkrpokbxqdrzjprxzmtel,Zvapc,xqv8677,0.0,Sufickginbhdklojpgjtwckywwu,,396.0,O,UCOHXYY,297557.0,Cleveland,United States of America,7.0,m,90.0,1-532-661-8795,3310285.0,Auto-Owners Insurance,M
TX,MDQNHPJFLBVWCAMUDTASXPSAX,,Rteeqxrlh,Kylfjldhaipgkhqftieecnujyswptgkabjgxvhnbicuibruidelnhnpcigoxit,Rte8678,5.0,Ytdxfcnvkfufutnpcss,2.0,666.0,O,bajhplc,361968.0,Washington,United States of America,7.0,,91.0,1-790-105-6683,3752212.0,,M
WY,ZBFXXVPESFFCSJ,,yegozbztvqnndsu,Txxrezyazibbcjwyerzkcwwgrkfxtlaomrparukpwebticaygoxwytx,yeg8679,3.0,Tbmvj,1.0,339.0,O,oknumn,371594.0,Glendale,United States of America,8.0,m,4.0,,1637216.0,HCC Insurance Holdings,S
NJ,XITIRHWVYIKGFBTFUPNYCYPKDCLRJDZ,,Tizafupkkkgewdxrhsin,Kbssxunvfyqnxtrhlsndsqwtqo,Tiz8680,4.0,CUVHYXOSDDHPPSDYOQUXTZERCP,2.0,580.0,O,fllodmavl,180774.0,Corona,United States of America,7.0,,47.0,1-517-247-1982,1554195.0,Dick's Sporting Goods,M
OH,Ubsfilzwtrxhqssjgnkllemupndwcmvrkbbwfczdlivvjyatcpdyiyjtoqvcfklt,s,RXKJMVPYAGLDQLNMFFNAAAHOOCOQDT,OACQVTAUTDXNSALHFWHRJOGBTRHLBTAHWUTXRJWRDH,RXK8681,5.0,Fsxfdhoeykwx,0.0,488.0,O,CUNWRCPDT,115346.0,Austin,United States of America,10.0,f,91.0,1-124-907-2076,,Iron Mountain,M
HI,Ahhdlmnefcjovebtjdfxgaiwantpguc,,XMWAL,Tujgprmwwgheampglymmueirocgjpyrhvryjychlozysjjzqzeocnpc,XMW8682,2.0,Txhbispkqqdiwdimvyoaowpsdtf,3.0,472.0,U,Qljmhipol,414519.0,Stamford,United States of America,4.0,m,93.0,1-426-308-8028,3243516.0,Hess,M
CO,Ivjrhwxvxyoevhptfbcnsbawxmrobbfkiueljroym,,Etlwcswaihfcfxhndlfraksboscacp,Nrtieajioyeoaejlrbzmrfxkyikjxpne,Etl8683,2.0,Cpdihpwmeykeyxih,1.0,625.0,R,lfpxxsvqqfai,328886.0,Vancouver,United States of America,,,44.0,1-308-924-6128,1575746.0,Danaher,M
KY,HGRQRVRFPFRKTKRAYEHTXHZCJXAIVWCCMDSUIMUXXJDQMSFOQQWOEDNXPXG,,URBDZICHOOHMJYY,Pwpqvhipnhvqrwfdkikofyjfuevpiqkwtarpnxtcyoroilyzzdslkqbvqiiohtdn,URB8684,5.0,Jzmmqgwngvjf,1.0,731.0,O,Venboxurii,,Escondido,United States of America,5.0,f,35.0,1-566-614-5439,1420362.0,Barnes & Noble,U
WA,rigrldrewdqepabbzoctxkudocmjmytlhvqhknbscwupoaviyywcdxdothlytfoua,O,Aadtd,ituogckvrpsgrmtronllzvuhapgcwmmoxdrcmbkovnwlbmsrujsuejzsuxbgjxfhpppi,Aad8685,0.0,Tnejoljbhfseoaequbqkcsct,1.0,597.0,O,Froezukt,155341.0,Augusta,United States of America,10.0,M,89.0,1-900-742-0811,2265704.0,3M,M
KS,Seqveoqznjgoxkifsupcsuaubetxceojmyima,M,Efufthozhwsq,Cltjxoyxtkrxklrawuojkoqnfjgcqqtepyibfluhunuhpayvxdczpaplapkkisuzsjtbtl,Efu8686,2.0,BNYCWSMYVN,4.0,789.0,U,Mtwmtxh,403188.0,Nashua,United States of America,0.0,m,90.0,1-362-535-4147,806681.0,Smurfit-Stone Container,M
NH,ucswwutiaqhqefzrvomlssokpjsuqgvruaawpvmtssucxilydjnvflvkjt,j,eeuipdwqrnuckd,KLQKUIXKFVEATXWVAV,eeu8687,5.0,XPTFCOYVKGPDDVSPDKWKJETJV,4.0,745.0,O,yggygjfcqq,44208.0,Buffalo,United States of America,1.0,,81.0,1-088-611-4747,3913762.0,AptarGroup,S
IA,uxapqyegkd,,Vnmbblxbtljmzpbrkokjeig,Lfdpkrvsvytufrwjkzjfsxuzuqkyugpvldzogojezeshxpirbworgdqqeeom,Vnm8688,0.0,QBZBNKMKFWMJHOF,3.0,750.0,O,wceabvwagbbj,409011.0,Madison,United States of America,2.0,,2.0,1-057-920-6008,193717.0,Graphic Packaging Holding,S
MD,lgtmjntipgqbpkjspwtuupujzmjjndnlqwqibzkrdmpufmxjqd,F,RVPDMGDPQFRIBLDU,DYMVDKSSBWOGLBFDJLKXILEXUBNYQYHZGQEMVOQD,RVP8689,0.0,donevtolsjsqmxdwutlmoavj,4.0,533.0,O,zcmfujrx,,Lowell,,3.0,F,54.0,,1013981.0,Maxim Integrated Products,M
WI,CDRIXNFPSXDPNIIQXTGJLUTEBLIZMDTPPKLQBMBWBESDOBBWQWXETEINTGICHRWJWSHDPTNFXSDFB,,Poruhchhbbdhpz,MQJZAUWRWTSEIRZJFWHGKLYV,Por8690,4.0,QSNCNOXHTTUISM,1.0,717.0,R,Xtnakt,45538.0,Fullerton,,5.0,M,84.0,1-130-549-6143,2230529.0,Timken,M
FL,Pskjozcisuirkpqgpvqoxzgtcvflyzqftjd,,Vunlbptyrrhxesgrdoedjqintceep,euymxsivaysprsstxlcwucxtjemzcjntlqvzajkhzyvqpabimwfrvqhjnajdlvlutijjnzjwozpaznlw,Vun8691,3.0,Dizfoztwmzdtnbn,2.0,561.0,,Iubgss,296979.0,West Covina,United States of America,1.0,,46.0,1-608-744-7160,755031.0,Tech Data,S
MI,Sukrnocfyofmkkjhrxaezxcysaxxpddwyd,j,CMZKHGNAETNNKKOTMGAMJSJVQBM,ynswzsilslvlvwmk,CMZ8692,5.0,Jabvixzqwlrmcvrabooxifgxjfer,1.0,410.0,O,oqdxh,33341.0,Casper,United States of America,0.0,,85.0,1-298-926-9454,3551603.0,Bank of New York Mellon Corp.,W
NV,Elwmrdcqkikfrscajbshbbwyijdbfeksbqlvqroekhorswnfgtjdfjmlwzttwurhl,U,xfvujrdpqjxmboxpwg,Zsdycbhskdgwebmhbnlznthzcyocswchulkomiraudmqsjypvvpja,xfv8693,4.0,Aelrkjecqbjhu,1.0,802.0,R,Koltafaovnj,386181.0,Columbia,United States of America,,M,17.0,1-911-587-8459,77595.0,Enterprise GP Holdings,U
KS,HZYIQQTQOVXELXFACAZOETCOBCDKLSCGR,T,eniogzvrbkmkjskmlijgfk,QKSDWHKOPITCEOUSKUPNXINQYXDPDDXGKJBFBTEFFYAKWYCDIDMJHEQAB,eni8694,5.0,XBQUYTXUBBJXEHUQU,,548.0,O,Nvtoeawmg,329659.0,Macon,United States of America,4.0,,56.0,1-149-575-5771,1126008.0,Spartan Stores,W
KY,pzzxeaqvekekhsvxghbybzlebuyxqijhrhkvqvjigdmgkmqxfjcufqnb,,Botbkfxhrfefpauqvusnbgl,,Bot8695,4.0,vemtwplnkidzhrqedntpkfmcfbioiu,3.0,830.0,O,,336056.0,Peoria,United States of America,2.0,F,30.0,1-795-875-8204,3638975.0,ON Semiconductor,M
NH,Exgtqlemgqnahvzunkvpqhagdxfaweglqvlphuet,,Vfgasnkqeytvyrffwjetudeo,AUGLXDQMAXFWRMXQTFGNTOSMLXQLAHAFTPKGWRMBGDQNFUNXCEMPDPDYTDMO,Vfg8696,,Ckkyymeswoq,4.0,461.0,R,Tfruklbsese,441771.0,Bellevue,Canada,3.0,f,4.0,1-512-001-8308,3761180.0,,S
Manitoba,yylidipunpaaaqvaviqrtznakvaqfaduibnpspmqkoeafcyvprllwjnk,,nhlig,Ensumqxyqgasvaltdzslotficnlugjkqteeqztqpypjolwrdozchu,nhl8697,4.0,cajkgef,5.0,550.0,O,Gqsyttujbz,373903.0,Iqaluit,United States of America,7.0,,21.0,1-514-315-6199,3437967.0,Carlisle,S
CA,Dcepvydjnien,,Xipbcliokgiko,Hjrobcmgdfmwtrchtayifqfdjkuubaacqonkhkbheqxtmvwysbaqvekqjpafextqvey,Xip8698,4.0,RZHQJSPZMBPTIEBDFRZNAI,5.0,658.0,O,Cbchizcfh,63737.0,Savannah,United States of America,3.0,,43.0,1-567-741-9888,1796117.0,Modine Manufacturing,
HI,Dharkvjmeoldahikezcfyjlceoexlfdzaenfigkfagneos,u,CIHEWBWGITWNBZCTZBMHKMUHFG,QCCKPRDMCDRUNHNGXVQUBKVXARYFLY,CIH8699,4.0,XSFVJNNDXDLJ,3.0,792.0,O,OADLLJ,123182.0,Milwaukee,United States of America,10.0,F,55.0,1-986-658-4714,3140997.0,Marriott International,D
RI,Hpadrfbmajwpgcnvtzapgjolzttmjnrcjfguqokdcgak,p,cdmuzcdyhokqqudw,kedobsurlwqcpjaqtz,cdm8700,5.0,VYDUSTVSXJ,5.0,641.0,O,ZXVFS,53537.0,Fargo,Canada,4.0,,59.0,1-981-528-4850,3616733.0,Asbury Automotive Group,M
AK,Pitsugztwnjifbqiacldrtldfz,Z,jxkeyqevw,TTDTXLMXSBSYRYHJOIMWVOUJOJZVTZOGXCCDBNZSETPDBXLBNRZZYJXERED,jxk8701,2.0,LHPFH,4.0,590.0,O,Cqemfcqaxk,91206.0,Eugene,United States of America,4.0,M,9.0,1-726-949-0017,2447031.0,CH2M Hill,U
Saskatchewan,FXMJCVHWBLJDFKNHJLPLAWNNRFJOSDPMAABBGSYSFWDXOGGWTPCUXZUACCGWJV,,Rfpvavgs,Rwbdbsisaamdmcdypqpcyewbmld,Rfp8702,,Hkzqyyjusjhmjmgyxjnqdwmwm,5.0,393.0,R,Opefevmvmix,326428.0,Mount Pearl,Canada,8.0,,62.0,1-457-463-6333,2243112.0,Cigna,M
Newfoundland,Dwypkefnwoywntbehqmvepvhldpzfwetmdddmqhh,O,Zcjhtpf,GSPPQDEJQGBULLRZGYVPXT,Zcj8703,3.0,Rhzijsfxajejox,2.0,796.0,O,Irfmwksz,302934.0,Des Moines,Canada,3.0,,53.0,1-474-956-2555,2775156.0,Priceline.com,U
OK,qnefnwfrblzmxetqmpijjpeptrkewwrrjygewygkhvldmaawiflwx,Z,Xztppqbzsmoixfdrqkotbdkwry,GXDZUASRIJPRUBVLXCHSGLLHIWPSRIGUDLBCRYQBMXYFTKQTL,Xzt8704,4.0,oprioqqgzmlogusobkeevtubzfip,4.0,476.0,O,,358087.0,West Valley,United States of America,8.0,,80.0,1-983-965-1357,,Hub Group,W
NM,xtfqfrgxopqjcuxyndcypmarkogemhdyiax,,vnrgtmilnwqz,avxhxwswkpuddhsizbrwuzxivbivvswaohihnnqlgdksphfspbyo,vnr8705,1.0,Dupmuuwceopnihvllqf,5.0,482.0,U,,102441.0,Whitehorse,United States of America,4.0,m,70.0,1-371-971-8422,3983183.0,Century Aluminum,M
PA,XOIAQJUGWLWPOEJTBRNNQPTSUC,K,Lcotfhuarucdqempm,,Lco8706,1.0,Jeclljufjcndcgcicv,5.0,607.0,O,Ebfwbvbzqq,328772.0,Vancouver,United States of America,6.0,,,1-197-386-7002,94738.0,Southwest Gas,S
MO,Wjjvdarzdsyjabjqzdexngdampllkmluuddraofueejfopwslrshsighkxqobdzzmg,b,Qxvhkkexe,rmdisjymgajjwhxeatynbtbjzayfae,Qxv8707,0.0,rufxwjlcthehrvisrtvzkcm,0.0,661.0,O,PFGLR,46302.0,Des Moines,United States of America,10.0,,25.0,,407560.0,Wal-Mart Stores,S
AK,gkncamovwugdkguazjrgvlrphxaf,,Zknuxoiiafaohhhqhphrajdiehujrx,wieuquycdhgkuzijwvauglbxdhfkkxhcazxtuehgzwczseqcudtgnejluaog,Zkn8708,5.0,qermzmeuinxofmvfnrmdqa,3.0,555.0,O,Zahoanzbnoi,483159.0,Elizabeth,,7.0,,67.0,1-741-916-1995,89739.0,CHS,S
MD,PPYXEEVRSTQPSSXPVLNDSFGYKNHWYKIKCJZHCRRSWGYSY,R,zthmpjkdikbomqnfsi,Vrxnvgpjvlg,zth8709,3.0,AGXJCUOAFBHQC,3.0,517.0,O,jwqnihv,390647.0,Lowell,,7.0,,44.0,1-840-399-2919,3345102.0,BJ's Wholesale Club,U
CT,vhblxdcmmkninzprzdbmnqgomzdz,,lbidnknhniu,Ymddjgxpvhmkhooldkvvxypnruqm,lbi8710,0.0,Pmibejfdilhkf,0.0,618.0,R,LKXAQ,409796.0,Washington,United States of America,1.0,,93.0,1-855-202-0449,336067.0,Goldman Sachs Group,W
NJ,,a,HATTWN,piwfvyhgoaqyptqumjwpanknxufnkwgsfkgq,HAT8711,4.0,Elcnhegdhmredfjmfdixutgaqb,1.0,821.0,O,YNYREG,115895.0,Ontario,United States of America,3.0,,13.0,1-911-293-0750,1616585.0,Pride International,
SC,Uipdlbdheqtqouxhljpddunadfseurquzzpfedhmedecekxxmv,j,Hjgsaxseohxvsckqabdebt,PASELFILCFQGSMBXHQUBDQJGOFHBHOIROTZWUTHMMSYMDNADLCOWVOFESBQAIPXIZCMHQXZV,Hjg8712,3.0,Yqskbobwwnefismwsucubgjkf,3.0,678.0,O,SGGMMX,368247.0,Santa Ana,United States of America,9.0,,64.0,,1332431.0,LKQ,S
WY,dmfilckpjhxbstweigjwpwapgxsujsbhfgudsueltsnsqukpnggweeaign,,Jjjkuxpbavslc,Bxeuykahq,Jjj8713,2.0,Nsytiyvpx,5.0,513.0,O,Tqszevht,166111.0,Hayward,United States of America,1.0,f,19.0,1-439-163-0429,3448599.0,,M
RI,ehuqkcqxaebgpczgnqhofyqvgfbgrptunwrvlfivmvfbfpwalgehunxyiqcdleaobchmlhsdm,G,Yhmbxrjrealcmmikhm,dtxwfigbupgjdbqcatsjbamngsuojpl,Yhm8714,2.0,Wlwbgpram,3.0,435.0,R,Wqjdrrvyd,128617.0,Grand Rapids,Canada,3.0,E,1.0,1-407-919-7219,3593769.0,Furniture Brands International,M
TN,Vtaswrlhaaoewrdahpddraihsiztptm,j,ELUBFTWOIKFIPPDQNHCVHPUBD,Hpvviwedudpowmdytreljkiimuvtrhwlaploaurpxk,ELU8715,1.0,EWGPMYEBUGBIBXQURMCFQXKLKOM,5.0,716.0,,Qsgev,115558.0,Hollywood,United States of America,4.0,,57.0,,874749.0,Ameriprise Financial,S
OK,Rnnftowcjwgfbhbgapfjjpjwnxvdfphzqdgdbxwqzcxcquqvqzjfyvvnhvikyuluchwwsxetl,C,Iqlmhmjbquanxrtmiyemthwuap,,Iql8716,0.0,Qlivmkhowkmnoeq,0.0,834.0,O,Rnborgsn,25.0,Las Cruces,United States of America,6.0,,82.0,1-452-687-1866,3033101.0,Hawaiian Electric Industries,M
AK,ywyjwgdjcbomxtqnngvbujpnctyjpyfmmhottkgtzphtwpwcjvwyohaxcfb,,RFWJTZZPFB,Vfnbptwetuhhvzfhlotevsicctgu,RFW8717,1.0,Mddxnqs,3.0,595.0,O,,106163.0,Carrollton,,6.0,,72.0,1-275-391-6536,1469644.0,AptarGroup,D
OR,Kcysuavc,e,HADNVFAO,Zfflrkkvhsnfmwjasqxohlvlgsds,HAD8718,5.0,Tvfrpbbe,2.0,783.0,O,Izwarxfzhu,498676.0,Newport News,Canada,0.0,,93.0,1-211-844-6025,2763782.0,Constellation Brands,M
Saskatchewan,QZSMENASODDKNPTMXASRQVLRXLCWWFCIGNQWNQLXKEWYXSQJZBRFWWD,p,Twnur,gumytzajsukuutryjwvqupymsgtbkwgutwkrjijl,Twn8719,3.0,Lpqew,3.0,800.0,O,uzmlkrvkp,392898.0,Windsor,Canada,5.0,,80.0,1-774-451-1517,3182270.0,,U
LA,Qjdrmfwloqoqppeaamiagoxhqiwcwjqipbokxwfmjbrih,,KTKOXXQR,TMDLMVMGMRNEMFUNYKIUCZLVPRPSBTKUQNS,KTK8720,1.0,Njztl,1.0,777.0,R,Wwkmg,,Charlottetown,United States of America,,,25.0,1-826-516-2456,3336163.0,Iasis Healthcare,M
WY,Fudtaepdkrpnlra,,Ffcnqhjijaj,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,Ffc8721,5.0,twyuqaobukecbamjdcknrqmoobp,5.0,337.0,U,Gqkgg,176625.0,Montreal,United States of America,3.0,M,80.0,1-769-735-3164,3669939.0,NII Holdings,U
MA,Pxtanzseszinipjvsd,,MFOFUNUYEFIMRG,dqftawtecbo,MFO8722,2.0,Whgpbitgxhv,,481.0,,Kzujwikkfx,206504.0,Saskatoon,United States of America,3.0,f,92.0,1-655-509-0238,3074498.0,CarMax,S
IL,Loncifqhyoobzcxlnxmlbiedehonnjxbhbvpvzxsggrdgyrmwwxfvgbwvlp,,Oktqhy,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,Okt8723,5.0,Zgshxhltrzbwhuexgleoza,5.0,620.0,O,Mhcwzxdz,381330.0,Huntington Beach,United States of America,4.0,,66.0,1-535-841-7219,3295287.0,Hubbell,D
OH,Mrmxxtyxmzcgovwixsyrcipgnymcgteugphhilozovfplvhnhfcbudb,,Rsitkewecremmwegnzqfuvmqszsshp,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,Rsi8724,1.0,Ihpvfbqphxokyxybrdwax,5.0,671.0,O,jcjaecwii,139408.0,Little Rock,,4.0,,58.0,1-900-851-9005,363539.0,United Services Automobile,U
NH,Jhexsktmbjbfjexlq,,hxhrbjwnad,Lqhulbemutqujdrbv,hxh8725,1.0,qbhuiccpnmfqrvqiebexujigz,5.0,551.0,O,Pcuzclsmrd,342850.0,Austin,United States of America,4.0,,77.0,1-028-752-2687,3823179.0,Berkshire Hathaway,M
UT,Dappqlgmburslylroaxennpdbbzonkvlt,,hmzwpupp,Ubfpthadnxrkn,hmz8726,3.0,hwran,5.0,493.0,O,hipmfapbivn,110105.0,Stockton,United States of America,,,29.0,1-381-245-1446,1445701.0,United Services Automobile,S
Manitoba,CCOAECCJKMVVKZEWFCBLIKJ,O,Upafbhhgtarxnfhdvhbnlugrt,Eamkbgacbcvodvbcs,Upa8727,4.0,Bnquawnwdvgqvesagav,0.0,328.0,O,Qhxohmjug,311268.0,Minneapolis,United States of America,2.0,,67.0,1-429-602-7716,369743.0,Home Depot,
NY,Eynnrxlldtaripprtvjqqvhvg,t,ksjdcjbubnbtnhflixha,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,ksj8728,1.0,Dutimcpvdnmftr,,763.0,O,QYMYEANPE,306801.0,Garland,United States of America,1.0,M,82.0,,3576300.0,Mirant,S
MI,qublxjrwljdupiwmcjnuteqrkuggon,,Evgnxiiavpvywbcyczqzs,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,Evg8729,3.0,hhaacfiqsboqgnr,0.0,319.0,O,gesufn,350324.0,St. Paul,United States of America,6.0,,50.0,1-099-486-3382,2433627.0,Hudson City Bancorp,M
Manitoba,,,Tqoihlxucrybsvlxnnomqpuanwtwue,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,Tqo8730,4.0,emijsqfjmgjrjwtjhwdouxtib,5.0,457.0,O,CNIYHYVLR,377700.0,Miami,United States of America,2.0,,44.0,1-049-912-9587,258321.0,NRG Energy,U
Quebec,LUPPTVEZOMDDHSY,g,Fapqu,Uuwqxuy,Fap8731,4.0,Eqjjvgsbncfcazieghcgueytt,1.0,490.0,R,Atipy,429696.0,Newark,United States of America,10.0,,52.0,1-780-616-5514,2175149.0,PC Connection,W
ME,Tlsvijjtyrfguuldnzuznauhkajhgqirxnzhebdwpfggtfbmpikrjpjvspdqhbzdhzqvm,,Fiucczfnsuxxxhjxvssbbmdj,Yuqiuxvhfaqcjvyxorcbfnaxrsa,Fiu8732,1.0,Ecvwdgvwiyv,2.0,519.0,O,bzlymrkug,356449.0,Newark,United States of America,0.0,,58.0,1-305-187-1767,3577781.0,Amerigroup,M
ID,QLKLFBGRCGXNJRFIBQTBQFKAEKWOO,m,QLCPNUUHTBLIUWRXVZLGBEDIHRCYCR,Ddpivbvlyzznhquqrhldmgnlahachiotw,QLC8733,,zlwjexwygdeirjwmkecbvzcphfuae,4.0,306.0,O,Fpdfqrmdb,451900.0,Pasadena,United States of America,0.0,,56.0,1-965-343-3373,1685246.0,Puget Energy,
CO,LNRFLNOELSWMNHVDAQVIMDEOGYMGICPRBRBILTTQKUJXKVFFWCU,,Gucppimlzgtmqgisz,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,Guc8734,0.0,Lgcnccdjf,1.0,337.0,O,Iarcdmqi,195452.0,Vancouver,,8.0,m,74.0,1-382-135-6945,2294288.0,TravelCenters of America,M
IA,,O,QMXLWQRXMSV,,QMX8735,1.0,Jbfzqcfa,4.0,724.0,O,Gsdypcxar,434630.0,Oshawa,United States of America,4.0,,59.0,1-223-603-6648,2711390.0,Bed Bath & Beyond,W
MO,Uicuqosheuxlofsylgputqiwvfnfwccihvgfysff,,Jinaycnxhl,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,Jin8736,0.0,Refcdumxsufhsdqrleoozbpt,2.0,641.0,O,DJOHKVQ,304825.0,Scottsdale,United States of America,0.0,,9.0,1-875-548-0615,,Merck,M
Newfoundland,UUKSSSNKLODDTLXENFKSOFLQKFSBIJIZGGNHHENWCTHAOAUZQTLANDLRGI,,Gpebwqtbfepbkfj,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,Gpe8737,1.0,Mcugsippraqdhnrycrqttqgz,2.0,517.0,O,jngxitnl,410522.0,Phoenix,Canada,0.0,,58.0,1-707-940-5935,904453.0,,U
AZ,Rfkznckodftgkkxbzw,,Bebinlglknnubhbbzvom,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,Beb8738,2.0,TLUVWUJIAB,0.0,840.0,O,MODIOAHUIHQ,177656.0,Las Vegas,Canada,10.0,f,57.0,1-309-343-2740,,Avis Budget Group,M
Prince Edward Island,kpbghib,D,Qvdjioynxoudwuv,Fyqcpbybblymmuglwo,Qvd8739,5.0,JXFWOATISMRNNDMFNGUQODUFSNPLXX,5.0,351.0,O,SOPWSZMTNH,327392.0,Casper,United States of America,3.0,m,77.0,1-842-949-8321,3786307.0,Alaska Air Group,
KY,Evmkjjpxihtkwedgjfcvxdsdxiljjmkadfjvpgyu,,TFDFEWBROOSMPXCUJJEQX,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,TFD8740,,ukunhworoddnjwqdndxwanmsyrk,0.0,685.0,O,DYYHVA,420139.0,Iqaluit,United States of America,7.0,f,58.0,1-006-046-7891,2234199.0,New Jersey Resources,W
VA,Ieykqmlmtqiaxjovdqhokesm,,Zvecl,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,Zve8741,0.0,vekbntlq,3.0,664.0,O,Ecxbz,252638.0,Mesa,United States of America,5.0,,10.0,1-113-873-5730,1847503.0,Manitowoc,M
Alberta,XSCNHYHSNCNNHSTKWGMINRXMPLDJMUWBALDPJRTUNHZAIOMXWRGQOUK,A,DGIEOVAOK,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,DGI8742,5.0,Hueml,2.0,425.0,O,Lpdpmda,372907.0,Thousand Oaks,United States of America,5.0,,32.0,1-426-021-1454,2809593.0,UnitedHealth Group,U
ID,ggacivmdzibelgyewlrwbmwhfvfnusopczmltcfssdrgtqejvavxipuphuamaazg,,Jsrdjsrfqdkvomitakcombblif,sdnfhnsephlcquzbhr,Jsr8743,2.0,YNVHGERLNPNFYQYUPIROWQKA,5.0,342.0,O,Znqepkzs,59849.0,London,Canada,7.0,,91.0,1-807-747-7300,1647811.0,Domtar,U
New Brunswick,,B,rgwbsvfkembybxmkqtgjkgbvqpcfuz,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,rgw8744,3.0,vlwnxoidilgukuxrpkyddm,5.0,829.0,O,,360417.0,Columbus,United States of America,0.0,,46.0,1-136-083-7561,3454244.0,Zale,M
Ontario,Shnvkdpgqqxvcfshgmvqgphopfnljxonwjanfbsrbemwuobjiqtnkkbefyiwfvjecuyjile,B,Vfsyrmebavbdvin,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,Vfs8745,1.0,Lcnednsealqecgsgxdddaczcb,4.0,841.0,O,yuowoafxapiw,100780.0,Lexington,United States of America,2.0,,55.0,1-447-474-4758,66981.0,Steelcase,W
VT,Zqcatonfwibmdipgsmjwwdvrkmsic,o,Tuaxtkqjh,mvexpdrafvqqisznaiwqfxyr,Tua8746,4.0,dqmhvebbyqgrxoa,1.0,795.0,O,TNMHPGP,,Ann Arbor,United States of America,3.0,f,28.0,1-040-016-2827,1664718.0,Travelers Cos.,U
DC,HIJXARSJBSS,,OLUNNEUODEFXNMUFHH,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,OLU8747,4.0,sbdnwvxkguvevkoox,2.0,,O,UVPTAPG,160302.0,Tacoma,United States of America,10.0,,50.0,1-223-807-1417,2956944.0,Windstream,U
AL,Hnxjwfvikrjeqlyfvpm,P,Irbskhitngqr,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,Irb8748,0.0,Tyrbcxfyvgyedispsvbgqnwczg,0.0,374.0,O,Wysdrisb,79693.0,Sioux Falls,United States of America,8.0,f,32.0,1-119-946-1179,202849.0,UGI,S
