prospect_gncd,prospect_crdtrtng,prospect_pstlcd,prospect_nmbrchldrn,prospect_mplr,prospect_mddlntl,prospect_lstnm,prospect_ddrssln1,prospect_ntwrth,prospect_phn,prospect_gndr,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_ct,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
svm9977,667.0,PRBLHY,,Caterpillar,o,svmkqhpedlpypg,juwrdsjvouanlynsrfmroaoslsnpbqwpvgryfrcdekqlxoyttdvufidlfvllw,2341352.0,1-571-166-0406,m,United States of America,ZSOLSRA,4.0,Fullerton,W,27.0,O,0.0
TJH9978,458.0,Pdana,2.0,Michaels Stores,,TJHRAREFCV,vzqwkxxlxgutrpynrjdgfpocqhlnioxcm,2405463.0,1-135-469-2934,,United States of America,Gvrybqsjawbhdq,5.0,Billings,M,78.0,O,10.0
Jjq9979,804.0,xxgqurpbj,0.0,,A,Jjqkwbhhrxoopwshsmoj,Vfvryoraujhisixcxapkafewkqwtqyzapkruykaobpqhcyqovpxhjkklayuodlbh,3969807.0,1-983-117-8717,f,United States of America,QJETMDNHN,4.0,Miami,U,96.0,O,10.0
iaw9980,366.0,Xnuzpcfugxmk,3.0,Del Monte Foods,,iawxwrxkazgmdqx,FJNXSYROWORJHHKHFUZAEKAKGBBHINPJWIBKJKKWXOSVKNOLJPJPRMSQVQ,3988978.0,1-702-773-3515,,United States of America,Noxnbiwwddjdmlqnfhmmkumpr,3.0,Ann Arbor,M,23.0,U,3.0
Ucx9981,665.0,Aitedhev,3.0,Alpha Natural Resources,,Ucxccmeqlgm,Cjmkudsgwcdlwcuvpdoxja,2553164.0,1-546-881-8509,m,United States of America,KVBBBKYGPK,2.0,Hampton,S,18.0,O,2.0
Ebv9982,554.0,bnamauukrllz,4.0,CarMax,,Ebvemoqhtbpahgfxececdtcktwq,tmdloqnwukvveufuszoofnkkpgbxpeluxkkykycz,3391162.0,1-002-192-0661,,United States of America,JXWYQUMZBZY,,Durham,M,73.0,O,9.0
qje9983,,Bxfoiru,0.0,Interstate Bakeries,X,qjelsqqaxepblrjemlsedfsme,Atljdmblmuwobqpdrjdrwgbxsmjyqilrgmyw,2598686.0,,m,United States of America,ITJALLECYDTCBZTPBRY,5.0,St. Paul,M,86.0,O,7.0
HRV9984,600.0,aiuengu,3.0,HCA,F,HRVTOPNTQWIBDKTSDUWSVFEJUJUXED,Bpyaubddrnagmqafaupkzcprrkwbyoebalzgaijxhntbdgmxktccyrtsughvfvtkyyvylpqcnl,3820785.0,1-426-470-5366,f,Canada,TIBCWEQZYLONGLUJEKSKDHZ,0.0,Overland Park,U,77.0,O,10.0
oju9985,,Mlffays,3.0,eBay,l,ojurbpnnqlwndbi,vtqlotqnimiqkceoqahovpigeddncewzlonudkxfsivtuieybemblzaopkwodgiwkqpnlhsqiziwwn,1453831.0,1-472-071-7502,,United States of America,wkeaoomrj,4.0,Sterling Heights,M,90.0,O,6.0
Uxd9986,617.0,KABEEZC,5.0,Plains All American Pipeline,z,Uxdmzoqszetogmnepsoevd,PILCDQCADTEPDKRVCDOCPCKMRFNILTEOEBTOROREZLHMGZBORI,276003.0,1-280-630-5078,F,United States of America,Hgdmleltixaulnjdpznjlbi,4.0,Greensboro,M,91.0,O,10.0
eyq9987,637.0,yxpecxskf,4.0,Quiksilver,h,eyqmvkwfdfzidawlqxoosdcjgtcpjd,Fscikxoqhvldibuwegrsulvfdmcgstjajsqanxvzmemkgfsbogbhrzeniofhvoljf,1649056.0,1-097-067-2883,,United States of America,Ldxldtsrrlnhcqiduhbcuarmqemwbs,1.0,Lubbock,D,23.0,O,8.0
Axb9988,426.0,Qksrkrv,1.0,Smithfield Foods,,Axbnnfa,,795362.0,1-859-786-9498,,United States of America,Gtlikkxxmavsbfelnjztkyykjqtjq,0.0,Moreno Valley,M,99.0,O,3.0
rnd9989,321.0,Fahjcr,3.0,PHH,S,rndesjpggsqsd,ZDRYATAKRSOFMBDTOVYJTPBXXGI,3364901.0,1-224-654-1813,,United States of America,FIQVBYVPXTCZGOBWAKFQNDQE,2.0,Amarillo,S,4.0,O,5.0
Azc9990,327.0,Sgzzabqj,4.0,Interpublic Group,U,Azcnoj,NXXXV,3421108.0,1-706-896-5465,f,Canada,Pascia,1.0,Garland,D,8.0,R,10.0
Ekq9991,387.0,,2.0,Pinnacle West Capital,,Ekqqmfascuxpeicqxmaqjvx,FJWCOFBIUTPRZKTYZJHHEOPSEAAYFUYCRHKSLLCQIQSFRMFCXCVNQLHTAOTZUPMKBOYZXFEKTTWYSZJ,1091828.0,1-745-491-0599,,United States of America,Xunfpgmiq,2.0,Berkeley,S,25.0,O,1.0
Rux9992,502.0,,1.0,Lincoln Electric Holdings,,Ruxrenstd,pyvnugkumsnzac,1081621.0,1-595-653-6195,F,United States of America,Ngsyzhnzficj,4.0,Little Rock,M,97.0,O,7.0
ZFY9993,631.0,Relprkmoz,3.0,Manpower,,ZFYHCMKXEXHYPHETDCITYHNHZULSL,JIFLBRMLABVUCNRDCIFIPQIAN,3184861.0,1-440-294-2153,,United States of America,Vprkexgdpqx,0.0,Lowell,W,25.0,O,6.0
Lgv9994,731.0,Ffqpywghkam,3.0,Eli Lilly,,Lgvnamjdxsenhphgxbvn,NCJKLKNHNLAZUTCULPFOKWLZEOL,1774335.0,1-615-571-0980,,United States of America,DROUIVQEHLNXVKERAKX,0.0,Buffalo,S,,U,9.0
Fgl9995,335.0,IIUFSHWDBLDL,4.0,,,Fgldjkhwjlgdkvtlyncjycog,xiomjcfqzxwwsxlpuvgfioaekqatykebdzrecig,611125.0,1-994-085-6113,f,United States of America,Ffresvjlagngp,4.0,Topeka,W,90.0,O,8.0
Hxy9996,808.0,Ozhtmq,0.0,Steel Dynamics,,Hxytwajvowi,Qspfmnhsdclaspkidwokmuykfyqwytnvofwmza,100413.0,1-426-325-7093,m,United States of America,BCLQAOOGNX,5.0,Spokane,W,62.0,R,8.0
hlt9997,,LKYHE,5.0,Alliant Techsystems,,hltabwlfwephijugefic,gqmptiehzxahkfsimckoolsypurobqglwbkmpzyfyteexzbtocmlnltdxrbdvoptnut,824650.0,1-905-614-4366,,United States of America,Ericexxnoqdxiasju,4.0,Toledo,M,43.0,O,3.0
lht9998,589.0,Yzsay,0.0,Hovnanian Enterprises,m,lhtqmfgj,Bfpoahmvmzkw,2577348.0,1-313-539-4938,f,United States of America,QWWNED,1.0,Buffalo,U,87.0,U,5.0
Oyd9999,436.0,DOPQUISAYDKQ,4.0,Caterpillar,,Oydylwzsp,Sfgnrldwiouvajvpxmfmyitieivsdueuxonnalvundojlu,3029417.0,1-314-525-4383,,United States of America,Vmxddngcidumnggxx,0.0,Bismarck,U,5.0,O,10.0
Bhz10000,732.0,yijiteq,5.0,OGE Energy,i,Bhzrs,IMWAMBDZTJTSMWWAJLY,3474077.0,1-317-441-2462,m,United States of America,btmmdefbmsekwxyw,4.0,Plano,S,38.0,R,0.0
Lhr10001,331.0,Ggzwkvnkd,3.0,,e,Lhrjajdp,OQKPEUGKKEZCFMYKYDWDIASKXNBZ,1406446.0,1-241-235-6398,M,United States of America,mrkduarzytovvwp,2.0,Newark,,57.0,O,7.0
Ohd10002,428.0,,1.0,Yahoo,V,Ohdjoyrmhamjj,GWAXZQPIQGEL,407626.0,1-610-804-4891,,United States of America,wodnecilctbajrcwrbl,1.0,Winston-Salem,U,41.0,O,3.0
ovj10003,640.0,Ipewrdvqnzwe,3.0,Ametek,,ovjslledhrxttcjem,IBDCVCGTVOTETDUWYEJXIXWZRAIZCBUGXZZNJMZQBESAEAP,2968167.0,1-675-268-0167,,United States of America,Ovldwtd,3.0,Scottsdale,U,70.0,O,7.0
Ogq10004,340.0,Jzamjampodn,2.0,Calpine,,Ogqtggiu,Trkajapibwmnaijbebcxtzxtbddifvxvmuaohnirtdrochprkqqmgwhkfmn,2655144.0,1-463-461-8590,,United States of America,EQRNXKGSMCPKERM,4.0,Lewiston,S,0.0,U,9.0
Nrd10005,799.0,gylhslmhw,4.0,Universal,J,Nrdrdxloqpvjegcjyt,NICAKSTLUKTCJMOQIJZUMMKNVFSSOBQUNQDHLLQTLCBEDORXITJLWQIOCRHQNWMYP,608571.0,1-807-997-8844,m,United States of America,Uegjsijczuzcndymzzpycbbaewoxby,0.0,Phoenix,U,46.0,U,5.0
XRC10006,369.0,Tcqkdbmfuqs,3.0,General Electric,f,XRCOQFQANAJEAJRMMRBMLSLFYWAOTN,Svymhlworyzdhfwsjydegwwbrlajgyvqswowz,653937.0,1-072-522-9475,M,United States of America,Etesvpucqewtfwguftpanc,0.0,Thousand Oaks,M,40.0,R,10.0
rto10007,424.0,BGMKKFDPX,0.0,Carlisle,,rtomkzkywqadgbhzbuwkfcdgfeoqlm,Hhllepwvwxeikwxkdqtzocvnfleufsttflgnngeigwirqxrdfiaywjhtiabejkbqfdzez,747071.0,1-619-888-6726,f,United States of America,XULEMVBHEZFSVAMAAFC,4.0,El Paso,M,82.0,O,
Mjx10008,622.0,ukkxihipxw,3.0,M&T Bank Corp.,Q,Mjxbdobfsghzg,Gzdaabwbuhgqiditihumaohop,2835796.0,1-447-246-4565,,United States of America,Ortsnhe,1.0,Chesapeake,W,89.0,R,7.0
Jso10009,663.0,TDDPKQ,3.0,Service Enterprise Group,x,Jsoldzmaaheecdlgls,rmvybnsrapehiibltgtimyvnhmvnsxhsqvstpmximaxsadvbcichkxkdjbdpsgunmwou,3211023.0,1-841-673-0814,F,United States of America,Rcutrnrsqcadqsji,1.0,Santa Clara,U,6.0,O,10.0
Crb10010,383.0,Fkrxnjngzd,4.0,Thrivent Financial,y,Crbawyvzncrxvyrxouwrvmizzg,Ijoarzeztrfuojhxkpunxywjdc,3143366.0,1-615-225-4904,F,United States of America,Vpxoqiwevvlnus,,Austin,M,86.0,O,10.0
tzh10011,353.0,ovtuuwebxgnd,,Goodyear Tire & Rubber,T,tzhgqtbo,Cmguqwkrscsuvdldpxxdirtqboaqdwopq,2870170.0,1-688-763-9982,,United States of America,Lhqiaepgiblszltvpfflgj,5.0,Memphis,W,70.0,O,8.0
Xfd10012,581.0,LFAERQ,3.0,Brown Shoe,,Xfdczusfsqrehe,TNQYUMPOVSCUYKW,1001653.0,1-220-554-5813,,United States of America,zlnpolfxjiesmad,,McAllen,W,100.0,O,9.0
Lmf10013,500.0,pyryneuaubks,2.0,,,Lmfrqyynujdwteqkceewrdm,tpzpxamzcdosivedgqrtogjoomvpxgspinfbcrogaeebeeokqzxtwjvoboatjsuqoflsutlvdadinwxd,1023484.0,1-571-220-6767,,United States of America,dkotsxvkmitaiznvnjjv,3.0,Mount Pearl,W,14.0,U,2.0
Gop10014,330.0,EHHFBB,2.0,National Semiconductor,w,Gopauardijuivpzgux,yaxozckfykbyw,2923681.0,1-537-987-9492,,Canada,Xmudqewcetmscpetxuxxavhxxyu,2.0,Palmdale,W,1.0,O,2.0
Xpw10015,651.0,Jcruhj,0.0,SanDisk,,Xpwuoporaosgbvh,Nsfmbrbjienyjeexxwvlkjtrkboijijaoxvvjnvjhdjozagfyanckmikrd,,1-419-745-2569,,United States of America,Uygfvgzcdbsekuocbkuou,4.0,Fairbanks,S,88.0,O,7.0
Ben10016,735.0,hjvsd,3.0,Patterson,I,Benxatsnsnxe,Eoithmiarypsnytpxvfynzmzlrhtgegwanbqlhjfjqizgmjruunlxvbvhiulticlygaphrfde,2614217.0,1-242-357-9176,M,Canada,Hemgvcmndhtvrpycfw,5.0,Oshawa,M,23.0,U,3.0
vfo10017,582.0,,2.0,Aon,,vfofxjyonzqthx,rbsbdpbjwoannagqmzgvtxlfabqahtctfeglucaacwpqttc,1103724.0,1-311-650-4217,f,United States of America,msbvogeyttcwnchcsachdznmfy,0.0,Hamilton,M,27.0,O,4.0
Yfh10018,475.0,IRTTTLFFUG,,Martin Marietta Materials,e,Yfhkrsmp,Noakeivrssjlfrdigqacgujwrohmpxijfmeamtewmpqyysojsxcggmskbiibi,,1-130-807-7466,,United States of America,QZMECIXREEHVFIA,3.0,Syracuse,U,77.0,O,3.0
Ndi10019,548.0,MLLKZW,0.0,Corning,,Ndigvtan,Hovqbtzgy,2187825.0,1-410-352-8064,M,United States of America,Zciepwfto,1.0,Bakersfield,M,10.0,R,4.0
Nvq10020,705.0,tbssvioo,3.0,Consol Energy,,Nvqvhvlkeedpcswvax,Ncdxghscxre,865624.0,1-208-898-6958,,Canada,WQVOHLGXPISTFSCYQTXA,5.0,Ottawa,U,12.0,O,5.0
Zmi10021,456.0,fwmjeyhm,,Warnaco Group,,Zminn,Rcnsshussednnoxvepnqymukoiocwheldlcthryesjmpvrices,2063636.0,1-450-413-5347,F,United States of America,Iwnbfjnq,5.0,Pasadena,W,60.0,U,0.0
qtt10022,575.0,kunln,3.0,Beazer Homes USA,t,qttvosheflrq,ZYLOJNQNUJLRFPQKHZLXIRASCHWGIXVPBWMUMFXUMFHLKMYPWVDBVUSEEFJNFSXUDWWOAGEL,,1-600-676-1137,,United States of America,uosvokdxoqulgpkahhirtcrokwb,5.0,Palmdale,S,19.0,O,10.0
GRI10023,694.0,HBTNWWJUD,3.0,,,GRIROPQMTQWZQLREHSMGRCXPBYO,dwaftiptmkskpeyepuwildedarfmwpyqbfwgwlpurvcmglkgu,320429.0,1-675-464-0057,m,Canada,Opmtvwbkmxk,5.0,Kansas City,U,77.0,O,4.0
Eau10024,343.0,MIINDN,3.0,Steelcase,,Eauhx,whzaemwognffpicfvpfkvmaxixqnidywxsyxewkaqblmmgalbdwhksnrwcavwpbothbdykxpyqv,429522.0,1-059-243-0540,,United States of America,Ohiftagrxicnz,4.0,Sudbury,,100.0,R,2.0
Xdh10025,304.0,OSHGBIKBD,0.0,Unified Grocers,,Xdhbvgssmitbkbdcrpmau,ygltiucaykbjhssbg,2417260.0,1-124-255-9435,m,United States of America,Ybwgijz,3.0,Great Falls,M,36.0,O,2.0
Gtk10026,776.0,Nhymgzeg,2.0,Sun Microsystems,P,Gtkwms,DPUYJRLQAWXKZRFXBWTVRBXCIZRLBYBYEYOFDBFRTDXDLUZF,2924753.0,1-913-090-8549,,United States of America,nomkrafhteeleriiuqan,3.0,Miami,U,3.0,O,7.0
Vxt10027,496.0,Zjzqrs,2.0,Fidelity National Financial,j,Vxtskgkjypuivvp,voipetkez,2237097.0,1-151-623-8702,,United States of America,xekiwxaaijnipymvntqhgrdxbnc,5.0,Peoria,M,32.0,O,9.0
Mxq10028,775.0,Mizii,2.0,Washington Post,K,Mxqwuhkvfde,VYLLBSQJSLILGHOAJDRZMFLMOHZFRAQMBJPOWJCJA,1700638.0,1-792-751-0393,m,United States of America,NJSTAEVRQFMRFKJSJMDGYMOLJDWM,1.0,Casper,D,30.0,R,2.0
Xdy10030,709.0,Lrksar,2.0,Baker Hughes,P,Xdyyhneuwvhcwgas,agmwciqaixqkorcxqxiliwjfvbfnrwtsoi,1645270.0,1-370-533-4546,m,United States of America,XCRIZHKGDGQPCSDAGMMYFMA,2.0,Thousand Oaks,M,2.0,O,10.0
DQG10031,387.0,Ibipxom,3.0,Dentsply International,,DQGZPAWQPFUQCCPLVXADDNB,Ohgstcnqfmgdggvkbiomqdaipncqkpuoidiwtypmbevrifnblrwgktfahglpllgqzx,1695223.0,1-871-898-7648,f,United States of America,UOLVXQHFDICDSRSBIIFOYFMXA,3.0,Winnipeg,,73.0,,4.0
cyc10032,479.0,Qumvlfn,3.0,FPL Group,z,cycxzozp,Pgvamqxxkwuyevm,209987.0,1-498-887-2381,m,United States of America,THWFNFVKDPQVFRJTBWH,3.0,Anchorage,D,21.0,O,1.0
qlb10033,525.0,Dugdxyklxq,4.0,VWR Funding,,qlbgpunocnatl,LVKUA,123327.0,1-835-940-8907,f,United States of America,TKMGIUHYGXLSUFPMO,5.0,Austin,U,4.0,O,7.0
Qpl10034,511.0,,4.0,Intuit,,Qplmqnqydbawxyqzlydcajd,IRFPVQALQZLNTQ,3785648.0,1-864-714-0995,f,United States of America,WADDHAHRG,4.0,Montpelier,U,43.0,O,3.0
WUV10035,802.0,ksthx,0.0,Bed Bath & Beyond,,WUVSCEOMJYDMTX,WLJFMNRFPKGNRNPURFMPBZKZHRVOPPJPA,3462238.0,1-142-414-7706,F,United States of America,Rpauzvnlmj,2.0,Idaho Falls,U,81.0,O,3.0
Lgk10036,518.0,upsodawef,,Diebold,,Lgklozvoirterjuoj,,2630578.0,1-407-947-5386,,United States of America,Bmbfuqpkylqtabsoo,3.0,Scottsdale,S,81.0,O,2.0
Tcd10037,374.0,gzfeh,2.0,Darden Restaurants,G,Tcdtkouyzdebddatimotxftxhoeqmv,MYAWXKTIJBAISPSLGZRZVDCJXIVPIKOLSCWABDVXJUOKP,612958.0,1-258-739-1381,,United States of America,Fgfyohzbse,4.0,Wichita,U,75.0,O,9.0
kxt10038,652.0,MBJDHT,,Piedmont Natural Gas,,kxtpofyajetidesf,Bieeefalxdrnzhfjswyqdoiaonrahlxllfcnzcrlxnhkjuyrefgvm,2534811.0,1-672-102-3843,F,United States of America,Atsmrfhsuxxzzjgrvuskhtcpwhs,5.0,Santa Clara,,11.0,O,1.0
HOS10039,501.0,tnaoxioy,1.0,Gannett,g,HOSEJPQUCQNGCXWYRC,BTZXCAHUYIK,3983470.0,,m,Canada,JDUWXGLXRZQGCAXEWFDFB,,Columbia,U,90.0,R,1.0
XSI10040,694.0,Bkvclw,1.0,,i,XSILMIYGBXKBABCWGTWHGHVGXPTG,kejdsxaiuavgdricmyxfpszono,1655697.0,1-769-294-8359,m,United States of America,Qfeuqpefmnlweyjwveurw,4.0,Windsor,M,82.0,U,4.0
KPI10041,338.0,Oubiohapwfb,0.0,World Fuel Services,,KPIECU,Ebizlwwklzhifqnlgbxksgaukgvhkjuxaoatcfrfbijenguqsvupsycx,1819333.0,1-681-729-7853,m,United States of America,Surnvnzyflcflufbmtbtxgmf,,Saskatoon,M,38.0,R,1.0
hiv10042,389.0,Xrhmvfpzqs,3.0,E.W. Scripps,,hivdvlak,Nakkvbpmablddjwdfyhscjxmpuyzfuiidpcghddfsyhztclaxau,2590567.0,1-260-360-1152,,,Lgkfbfksctf,5.0,Naperville,M,96.0,O,0.0
qxo10043,697.0,Tdplmxjnblr,0.0,Fifth Third Bancorp,E,qxopjnzca,MKVIZQOWWEXBUJXLLSLQNULEDJGQDJBXIXWJGBAPSDDJFSDNZUPDVLEAWWSWLEGSZVZRWLOYGGTARUA,1771470.0,1-009-619-1159,M,United States of America,Hucilm,4.0,Berkeley,U,90.0,U,2.0
Gsp10044,630.0,GSYGXENORWL,5.0,National Semiconductor,L,Gspwugxmzybhmmwbpomjoic,FHHULEBKDOQAGZPKMCWWQERUQEALOVJQSIBRPSSDJKOGIUHDQROHOUCIXOMCQNTBC,3773953.0,1-799-905-6697,f,United States of America,Zsyzerhllwvvtebs,2.0,Moreno Valley,M,98.0,O,2.0
Fkv10045,540.0,Crmgdhqcms,0.0,3M,R,Fkvegmcfgudpxsufcjenncqpsxanmh,Hveupixpsvmykasduhorglywhnxvefrtvwlkxogkhwbvvsrekbwfuer,2772818.0,1-778-455-0101,,,Jmzhcwuot,1.0,Des Moines,U,31.0,R,
RQZ10046,547.0,Oiqgvgr,5.0,,Q,RQZGCWGGEZPMBVUR,,3224271.0,1-734-700-3184,,United States of America,HHWQIETLUW,2.0,Madison,W,34.0,R,
GRY10047,533.0,CRLDL,2.0,McGraw-Hill,,GRYBOFVTCUMGOBVUYDFUTCJYV,Wrztpkfifufxnikwncviounj,726190.0,1-287-138-0050,,United States of America,rpoptepsvyphifrcyvlaoghqedn,0.0,Oklahoma City,U,100.0,O,3.0
Uhu10048,812.0,Yzlfpgraf,4.0,M&T Bank Corp.,p,Uhuswlwslojwfeithk,Berhgforxbnfkqxt,3762880.0,1-655-905-8881,,United States of America,ITWICSPPTODNDKNRTXBAYVOJNACE,0.0,Idaho Falls,,73.0,O,3.0
Enc10049,553.0,ppqmn,0.0,Fred's,b,Encjuhdlrmfqhgqpn,Jvmuoipkexbqudxetbnhmgujncikgepwqcongdsxkjpsvokanbhavxxtluarihvzzfucsilzgavlczsh,1686253.0,1-292-945-9624,,United States of America,Kxwqxlwjkbbsghzjxuwghmws,1.0,Scottsdale,W,100.0,R,4.0
Dgz10050,730.0,pzknwqhrofar,3.0,Motorola,,Dgzog,vxaslawgzwbnvchpzqwywkhdwpzwfsgcdyiloxqhtihutwftrrfcgkrcqdd,726053.0,1-803-082-5990,F,United States of America,Wuvwv,1.0,Overland Park,U,61.0,R,9.0
Xsi10051,615.0,BAMXMTMPVB,1.0,Children's Place Retail Stores,,Xsiasgjojdxrdsfaaflcirjgafcaj,nyucfehmllptofafwaboyxeyxybugwsuevjcqtloforxzowradsdbhrlkxiitlrrrkmoyxhssluntn,3222421.0,1-688-610-8556,m,Canada,PQXAZLUOMLEMJAMLKJASMKTHLGIDF,4.0,Lafayette,M,72.0,O,10.0
Tqq10052,654.0,,2.0,UGI,D,Tqqeqbak,bxsncunmkvwgnbgizpiiomzseksrspaviwitqixwynyhlfopxriwnhjmxg,218472.0,1-510-911-1412,F,Canada,uirzkqxe,3.0,Tacoma,U,34.0,O,8.0
Vbj10053,791.0,Sngknzjxcqk,3.0,Cincinnati Financial,,Vbjlkmrwkofsagrhgpslppooxbpj,exgqslozbzriemkbkxdbtrmyloouvqg,3441222.0,1-483-303-8915,M,United States of America,tfvjjosukkhroqfbblvvlpitdssc,4.0,Victoria,M,23.0,O,8.0
Kpb10054,332.0,LPALGNMLLV,4.0,Amkor Technology,W,Kpbsbxsfogerjemyafuhfixwrd,prhtndlbrabypsmmhdlgobnfgvxpouahardddjvjcrdvmwbnfuwqbjhdbbdrqcuwc,1329934.0,1-479-489-4960,M,United States of America,hezgmmyxnurbugqbkr,3.0,Memphis,W,61.0,O,0.0
pgh10055,510.0,slmoi,0.0,Perrigo,,pgholoxvvagdccf,Dlkxdzmjgxrnvamqzdkjdkoencomarnkfsxiekfn,2881163.0,1-279-217-5453,,United States of America,Ftmldhkwfjjdkdn,,Norfolk,W,51.0,O,10.0
Utw10056,666.0,Zawlajjegb,0.0,Harley-Davidson,,Utwvrv,BSUCPQIWOYKABSRGCONOIZXFGLWOWFYLXEJNBTZAUYNMGC,3431520.0,1-632-565-2831,,United States of America,ocdekfzezia,1.0,San Jose,,16.0,O,
osk10057,594.0,ycmxdyigzkd,2.0,American Greetings,S,oskrucqvjq,Kcnibxcdzguqnhqquscellocjenqgwrfqetiebhfjccsjafwwl,203573.0,1-886-121-4794,,United States of America,Haxcuirbxzghiylpchsnj,0.0,Rochester,S,84.0,R,8.0
MZP10058,,Wltcadjqu,3.0,Ashland,,MZPNQLALXQNEF,UHRJVZJKHLPHTVEHYOHRXGTCXQVCRWFLGUHYGXKZHYSUHEDSODQCKQOIFDJ,232850.0,1-070-535-6972,m,United States of America,Dykrutfymrfqecuvbwyujgbtjwyvj,2.0,Hampton,D,33.0,O,1.0
Ixo10059,677.0,,0.0,Scotts Miracle-Gro,A,Ixouywldvjm,DKINTRJPWDXDUTNPQSQXCWTXAJLTELPQOKICPVCMCDHYEZEQFOYONFJKNSRPGWRDH,230107.0,1-933-413-2342,,United States of America,DACHJNAAGH,3.0,Rockford,W,67.0,O,1.0
SMA10060,484.0,sxepc,0.0,ScanSource,,SMAYBTXELPEKHQTSTZEMMEMZOEZENP,Gmulovzakbcqkuuwl,3683833.0,1-891-019-9037,,United States of America,XVFGUSHBBGKB,4.0,Overland Park,M,23.0,O,8.0
dge10061,436.0,ejeamc,5.0,CarMax,x,dgedtlxoqokckcfokl,Zouhspwiuiwmqqwuxhlzgzsgxoesfoqkgudahnktasmcmstmjhhwlt,2315776.0,1-109-880-5806,,Canada,Punva,3.0,Oshawa,U,98.0,O,2.0
zrj10062,480.0,Otczatd,1.0,Archer Daniels Midland,,zrjxvquhgre,Buflakjbzxjicwpmkhmqgqdidflljrlzttaulqlzsichdjqyvknggdyjgiof,,1-831-077-5103,,United States of America,Ouczxanszaaveznwuvvd,0.0,Columbus,M,78.0,O,
yuw10063,514.0,RLQUGFVJ,3.0,Walgreen,,yuwjpwzkmkikqif,HFOSDGOGISLPIDMYTREQKLPKGNEYONXKDISNTMZRERL,3261613.0,1-368-825-9338,M,United States of America,SEFBFVAQEXXTMLEFRUEDELTM,3.0,Hay River,U,0.0,R,3.0
WIR10064,658.0,DVOPDAX,1.0,Micron Technology,U,WIRLUCTULOGFNQHXWUA,aslykftjhtzocuyofafatpkotbqujdchiyjperbnakhuknyffamohviddfdwkj,1255727.0,1-111-668-4356,,United States of America,ZHARYIVTAYLXGGOGMY,4.0,Manchester,M,62.0,O,10.0
aey10065,465.0,Mqlklqndpz,1.0,Hovnanian Enterprises,,aeykcssvdipgfftnsuh,JRFMEC,3068148.0,1-934-310-6708,,United States of America,CAEWDAZCOWTWYOUCHHXRUQTR,2.0,St. Paul,U,72.0,R,0.0
CTU10066,508.0,Vqdptef,1.0,,r,CTUPHNPQT,,1599721.0,,M,United States of America,FERDTAINXZQN,2.0,Waco,M,21.0,R,
PPX10067,375.0,Hyxaq,0.0,Blockbuster,,PPXPVYKN,errtjroq,1691481.0,1-098-084-9093,m,United States of America,Msxscbulohz,4.0,Columbia,D,92.0,R,6.0
Lho10068,751.0,AZPZAL,5.0,Patterson,k,Lhoryyxbwfhzebpaghgnc,WNSPZLZZQFRULGFWJZFRXYVXVWNXNQZISMGEYCLXKPINBEFEWVCVSINJXNNELBQXHIQOCFFHGH,136905.0,1-294-965-8900,f,United States of America,Fauetkegduqpslyljskmoajfocigq,4.0,Worcester,S,73.0,R,6.0
snk10069,,Tlxhvmrhvl,2.0,Temple-Inland,,snknjmseyvtvj,rzrcpuekxxfadcbadvpwfecekefionangxrwhqxj,3129743.0,,f,United States of America,Kwhcghgtntrpwojvsgxr,5.0,Mobile,M,45.0,O,
cvd10070,665.0,Tmrxiya,1.0,Abbott Laboratories,,cvdsqtqxugaxdcjubwpwdpku,KKEKYSWRKONHTXDKQPJEZVWFTZANWYWCWVGRHZTREKVOFMCIBYTIDOVJFYCIQGRJXDEWUPUAHLRFER,2693706.0,,,United States of America,ebuamqjd,0.0,Louisville,U,88.0,U,1.0
ogt10071,436.0,MPRWU,0.0,Integrys Energy Group,i,ogtbgljdnhcbiqsrdmtf,TUXNQJYIXZWTZCNKQKBUNPJPCBNKUVSBNE,16462.0,1-048-096-5918,f,United States of America,Liozxbiqtegiuspwiykjedgvwt,4.0,Yonkers,,4.0,O,4.0
Fno10072,337.0,KUMVQDVSDQ,2.0,StanCorp Financial,,Fnoxyllom,Iqmmttgweeueuqfwlpldyrzubixbcpsuimfcnavhachkrmnvaoaehtezdklrefwvxtnxrahmc,2155019.0,1-283-862-3359,,United States of America,Psdtpsbuaupyksaepannfqt,5.0,Stamford,S,30.0,U,4.0
lfp10073,583.0,cmerlitsxroh,4.0,Olin,,lfpdclknvnqficlenhjhsnz,Ijpxnbrkvkgpabfnymyjatdzuuqcjiwfsdhnairbgvfdwxhmabotfuqwhechwmxyovke,3690017.0,1-001-377-1529,M,United States of America,Vixlmcrbgmkxzlxnfuprada,1.0,Naperville,S,74.0,R,6.0
Gmp10074,,HAQEQWFIE,,Catalyst Health Solutions,,Gmpyrsysipfq,Xvnkmgootzeotnpozwqlhqveeqny,3540302.0,1-315-660-4386,,United States of America,Tumufkuqumtxnggibahyjkp,0.0,Inglewood,M,66.0,U,0.0
Ntq10075,391.0,TZBNMARE,4.0,Fannie Mae,P,Ntqutxzpjujqicxzswmo,Cbgnua,1692798.0,1-406-599-2861,,United States of America,YSQXUVGAW,0.0,Milwaukee,D,100.0,O,4.0
