prospect_AgencyID,prospect_OwnOrRentFlag,prospect_NumberChildren,prospect_City,prospect_MiddleInitial,prospect_CreditRating,prospect_Gender,prospect_NumberCars,prospect_LastName,prospect_MaritalStatus,prospect_Employer,prospect_State,prospect_PostalCode,prospect_AddressLine1,prospect_Income,prospect_Phone,prospect_Age,prospect_NumberCreditCards,prospect_NetWorth
izz4027,R,1.0,Livonia,,312.0,m,2.0,izzo,U,Domtar,UT,99719,22162 throckmorton east,429374.0,1-998-145-0144,0.0,4.0,3581555.0
pop4028,O,2.0,Toledo,,565.0,,4.0,popovics,S,Pool,SC,V6i 1v7,2494 tosca road,221942.0,1-193-565-4540,95.0,6.0,2492396.0
SAB4029,O,0.0,Winnipeg,N,547.0,,3.0,SABOURIN,S,Ecolab,OR,V6s 1w2,19993 langdon upper,22478.0,1-887-018-7566,70.0,6.0,3854799.0
Pep4030,U,5.0,Berkeley,A,725.0,,5.0,Pepin,M,J.B. Hunt Transport Services,IL,52411,17678 ROSEMONT WEST,415121.0,1-736-121-9856,32.0,8.0,1276175.0
Cal4031,O,3.0,Stamford,,771.0,M,3.0,Calkins,U,Henry Schein,New Brunswick,75181,19165 turtle creek court,108080.0,1-904-074-3105,12.0,7.0,300373.0
nie4032,U,,Charleston,N,382.0,,2.0,niemi,W,Norfolk Southern,IL,92804,16983 flagler drive,22941.0,1-708-668-9380,63.0,9.0,973615.0
Sye4033,O,4.0,Escondido,,611.0,T,0.0,Syed,U,KAR Holdings,Prince Edward Island,07303,20128 davie lane,461906.0,1-558-011-9605,,9.0,3348701.0
Zei4034,O,1.0,Gary,,,,5.0,Zeigler,W,Republic Services,NY,t5a 1s3,24743 hope drive,254588.0,,,9.0,
mtl4035,O,,Thousand Oaks,,802.0,M,1.0,mtl,M,Snap-On,SC,V6z 1t5,11559 cone avenue,53713.0,1-580-791-1264,51.0,0.0,3028597.0
sto4036,O,,Vancouver,Z,495.0,m,1.0,stoyles,D,Southern Union,OH,99549,13070 panther creek east,75654.0,1-515-807-3078,22.0,5.0,3575020.0
Pip4037,O,5.0,Stamford,,493.0,,5.0,Piperno,S,Qwest Communications,GA,V6J 1P1,2419 sherwood lower,,1-625-437-8250,74.0,1.0,3840989.0
Anz4038,O,5.0,Palmdale,,730.0,,3.0,Anzarouth,W,Waste Management,OK,V6x 1r9,21018 green avenue,56924.0,1-202-439-5169,33.0,1.0,1940278.0
SCH4039,O,2.0,San Francisco,,,,1.0,SCHWANTES,U,CVR Energy,New Brunswick,10114,679 windsor west,493126.0,1-125-850-5098,43.0,0.0,976204.0
LIZ4040,O,1.0,Lubbock,,412.0,f,0.0,LIZAK,M,WellCare Health Plans,OK,v6s 1v3,18875 royalton crescent,200294.0,1-796-245-7818,52.0,10.0,778048.0
Ser4041,O,0.0,Anchorage,M,316.0,m,1.0,Serville,M,Yum Brands,Quebec,85289,24132 ABBOTT STREET,250239.0,1-757-848-6370,2.0,6.0,2296951.0
Rol4042,R,3.0,Vallejo,,563.0,M,4.0,Rolnick,M,Fidelity National Information,MN,77240,10666 TRAVIS WEST,205935.0,1-489-500-2055,81.0,10.0,2951418.0
TUR4043,R,1.0,Fontana,G,530.0,,5.0,TURNBULL,U,Solo Cup,CT,23238,24245 san jacinto avenue,492181.0,1-193-723-4445,73.0,9.0,1019295.0
LOU4044,,1.0,Thousand Oaks,,831.0,,4.0,LOUX,S,Morgan Stanley,CT,T5C 1K4,16670 meadowlark street,22461.0,1-366-952-3917,10.0,8.0,1393374.0
VAN4045,O,5.0,San Diego,,744.0,,2.0,VAN FLEET,S,WGL Holdings,MI,80129,19778 FROSTWOOD DRIVE,219992.0,1-851-478-4790,30.0,0.0,3058017.0
bou4046,U,2.0,Thousand Oaks,,632.0,m,0.0,boulos,,Oneok,MA,V6d 1w5,2533 wolfe north,320891.0,1-209-352-1776,84.0,8.0,3953247.0
MCG4047,O,4.0,Saskatoon,S,669.0,f,2.0,MCGILLICUDDY,M,Wendy's/Arby's Group,WY,m5b 1y4,23168 ROXBORO WAY,357063.0,1-595-465-2111,79.0,7.0,2773930.0
Bru4048,O,0.0,Tempe,Q,467.0,F,5.0,Brunke,U,Scholastic,Saskatchewan,m9f 1u6,12807 mccardell upper,482633.0,1-125-959-3563,98.0,8.0,1459793.0
WOE4049,O,4.0,Yellow Knife,,491.0,,4.0,WOELFFEL,U,UAL,MS,V6b 1w2,3469 gates court,433558.0,1-101-861-4722,95.0,9.0,2416792.0
Hei4050,O,5.0,Winston-Salem,F,385.0,m,0.0,Heisler,D,Quanta Services,GA,39213,4816 venice court,86156.0,1-960-061-5616,38.0,,729539.0
Web4051,O,2.0,Pembroke Pines,W,527.0,,1.0,Webb,D,Western & Southern Financial,Ontario,T5a 1p8,14133 beauregard north,239327.0,1-229-854-3962,24.0,1.0,1267673.0
Sch4052,O,1.0,Carrollton,,579.0,,4.0,Schierbaum,M,Packaging Corp. of America,SC,E7o 1p9,19551 wainwright lane,405312.0,1-538-900-9786,28.0,3.0,315603.0
hea4053,O,3.0,Carrollton,P,417.0,f,,healy,M,Gap,NH,V6s 1t9,7204 katherine boulevard,,1-582-654-0873,25.0,4.0,2059550.0
Way4054,U,4.0,Orlando,,581.0,,3.0,Waybright,M,KBR,MA,v6p 1s8,17521 reilly street,372365.0,1-984-780-3406,23.0,7.0,1734628.0
Fai4055,O,3.0,Salem,Q,461.0,,0.0,Fait,U,Ruddick,SC,33338,7828 cartwright park,383051.0,1-139-053-3320,35.0,3.0,2577258.0
LAK4056,O,1.0,Knoxville,,686.0,,3.0,LAKINS,M,BlueLinx Holdings,Ontario,v5d 1p3,20940 shearer drive,21342.0,1-058-773-0358,36.0,0.0,594282.0
For4057,O,0.0,Missoula,,512.0,,3.0,Forese,D,,UT,74150,9933 INWOOD SOUTH,457939.0,1-814-693-8315,65.0,5.0,2411228.0
bea4058,R,5.0,Hollywood,A,436.0,,,beaudette,U,Radian Group,AK,78730,5066 pasadena boulevard,431899.0,1-557-326-7339,30.0,5.0,
Cla4059,U,4.0,Riverside,L,,,3.0,Clampitte,,Pactiv,ID,V6T 1T7,15015 lullwood road,3510.0,1-140-156-4619,,10.0,2958918.0
Dib4060,R,4.0,Durham,A,616.0,,3.0,Dibenedetto,S,Sun Microsystems,ME,Y1a 1g9,14036 saratoga west,213559.0,1-747-369-5500,41.0,6.0,3918266.0
STE4061,O,1.0,Oceanside,,717.0,M,3.0,STEMMLER,M,Oceaneering International,Newfoundland,94158,4373 neville north,443594.0,1-324-458-4438,15.0,4.0,90067.0
Bas4062,R,4.0,Plano,X,678.0,F,0.0,Basta,M,Graham Packaging,WA,23218,23776 ashley crescent,301332.0,1-655-662-1095,56.0,1.0,912069.0
Wel4063,O,2.0,Fairbanks,,306.0,M,3.0,Welham,U,,AK,s3b 1g2,11483 BONAVENTURE PARK,225557.0,1-641-251-7069,56.0,0.0,2467113.0
Ver4064,O,4.0,Philadelphia,,,m,0.0,Vermeesch,D,Inergy Holdings,DC,29409,18335 SAVANNAH DRIVE,45827.0,,1.0,9.0,3826451.0
Mos4065,R,5.0,Missoula,,581.0,F,,Moser,S,Williams-Sonoma,MA,92134,19381 towerwood crescent,252174.0,1-920-722-2876,30.0,0.0,1669577.0
Kei4066,O,3.0,Orlando,,644.0,m,5.0,Keilty,M,Granite Construction,MD,98186,20907 NOTINGHAM LOWER,289228.0,1-449-173-1110,52.0,5.0,
Per4067,O,0.0,Wichita,U,761.0,,5.0,Percy,U,Beckman Coulter,NJ,y1b 1f2,20622 mcafee court,464149.0,1-337-939-7446,26.0,5.0,1027764.0
ROS4068,,2.0,Oakland,,358.0,f,1.0,ROSSI,M,Oracle,OK,t6a 1a8,7626 clint west,471157.0,1-316-040-0817,69.0,6.0,3425163.0
Dur4069,O,2.0,Dover,R,440.0,,1.0,Dursse,M,Dell,SD,83405,13324 PRESTON WAY,33786.0,1-095-725-0866,26.0,2.0,3250209.0
Bro4070,O,1.0,Hampton,,,F,0.0,Broten,M,Weis Markets,AK,15224,24282 la peer rue,486035.0,1-059-422-2998,23.0,0.0,1814709.0
Lau4071,O,,Escondido,,401.0,M,1.0,Laufer,,Charter Communications,MT,91108,21620 snead avenue,55932.0,1-858-960-4807,97.0,0.0,2614552.0
Di 4072,O,4.0,Anchorage,,305.0,F,4.0,Di millo,S,Thrivent Financial,VA,45274,15591 HOLGATE LANE,469440.0,1-752-463-3373,42.0,9.0,3564076.0
BET4073,R,3.0,Buffalo,O,302.0,,5.0,BETHUNE,S,Aon,Newfoundland,R5H 1M7,15960 worley court,346593.0,1-095-352-7289,27.0,1.0,
Bea4074,O,1.0,Jackson,,407.0,,5.0,Beagley,M,Con-way,Nova Scotia,60655,13652 WESTERLEY DRIVE,84889.0,1-680-887-5820,82.0,8.0,1476646.0
Mat4075,O,1.0,Springfield,F,829.0,,4.0,Materna,S,Jacobs Engineering Group,CA,83710,12946 thorndale south,332764.0,1-532-008-6606,28.0,3.0,2236250.0
Mus4076,R,1.0,Fayetteville,,690.0,,2.0,Mustafa,M,SkyWest,MT,99208,3681 HOLLY KNOLL CRESCENT,318564.0,1-687-905-0569,60.0,8.0,540185.0
Fic4077,R,1.0,West Covina,,556.0,F,0.0,Ficker,M,Con-way,Saskatchewan,V6W 1Q4,23274 beatty park,362277.0,1-981-775-0399,17.0,,2367794.0
koa4078,O,0.0,Jackson,,393.0,,0.0,koa,U,Brunswick,Ontario,T5b 1j2,24954 NORTHLAND DRIVE,336716.0,1-935-029-4556,52.0,10.0,587375.0
Mok4079,U,3.0,Durham,,611.0,M,4.0,Mokros,U,Belk,NV,60716,482 matlock east,423253.0,1-019-788-1192,100.0,6.0,2563811.0
oly4080,O,5.0,Richmond,E,663.0,,5.0,olynyk,M,Paychex,CA,94322,22787 university crescent,151756.0,1-289-050-2059,53.0,3.0,3245611.0
HOW4081,U,1.0,Jersey City,E,673.0,m,4.0,HOWERTON,M,Dean Foods,British Columbia,53727,20871 dewdrop street,220669.0,1-740-440-0374,63.0,9.0,2638856.0
KEN4082,R,1.0,Philadelphia,Q,570.0,,1.0,KENSINGER,M,Parker Hannifin,WV,99640,14791 bluff east,91277.0,1-546-624-5037,,4.0,1774676.0
bar4083,O,0.0,Mobile,,693.0,,2.0,barham,M,Fidelity National Information,DE,90336,5810 sinclair park,466590.0,1-008-475-6493,14.0,3.0,
MAS4084,O,5.0,Las Vegas,,536.0,,3.0,MASLEN,M,Ameriprise Financial,NH,V6u 1w5,8825 amherst drive,1720.0,1-546-501-1179,13.0,3.0,2993913.0
LAM4085,O,4.0,Chesapeake,,699.0,,3.0,LAMBREGTS,M,LSI,Ontario,T6A 1E4,21476 bannister west,264450.0,1-740-612-9335,87.0,4.0,1030016.0
bed4086,O,3.0,Fullerton,,318.0,,1.0,bedford,M,Pitney Bowes,DC,10005,13588 DAVIE EAST,295553.0,1-528-186-4538,90.0,8.0,1152514.0
Del4087,R,0.0,Burlington,Q,774.0,F,,Delzer,W,Valspar,WA,93329,2500 park hill west,420630.0,1-442-555-8416,55.0,10.0,1678577.0
raf4088,O,4.0,Amarillo,,596.0,,2.0,rafferty,S,PPG Industries,CA,32206,16124 weyland park,98201.0,1-617-028-5718,87.0,7.0,3810059.0
MAR4089,O,1.0,Manchester,,640.0,F,5.0,MARTURANO,S,Neiman Marcus,NM,93773,23664 summer crest drive,294620.0,1-084-089-3712,76.0,5.0,1705624.0
Orr4090,R,4.0,Abilene,,398.0,M,5.0,Orr,W,,LA,T5c 1w5,24185 shallowford lane,97606.0,1-835-389-8330,25.0,8.0,956183.0
Id4091,O,1.0,Dayton,,456.0,,2.0,Id,M,Cablevision Systems,CO,h5l 1o2,2604 curry boulevard,355125.0,,87.0,1.0,361209.0
Chi4092,O,2.0,Chicago,,529.0,m,2.0,Chien,M,ConAgra Foods,CO,X7j 1q3,1677 ALABAMA CRESCENT,490465.0,1-828-306-6075,36.0,10.0,3747082.0
pyr4093,O,1.0,Indianapolis,F,479.0,f,1.0,pyron,M,Coach,Alberta,H5l 1q7,19131 lullwood park,386131.0,,15.0,3.0,3167044.0
Cam4094,O,3.0,Jersey City,,712.0,,2.0,Campeau,M,Celgene,FL,H2b 1x7,14553 ROUND LAKE BOULEVARD,322716.0,1-702-379-8533,74.0,8.0,2946519.0
GOL4095,O,0.0,Buffalo,K,814.0,m,1.0,GOLKA,,WABCO Holdings,CO,B8b 1y1,22461 morton east,242986.0,1-301-261-3694,2.0,0.0,1890351.0
EDM4096,O,5.0,Peoria,W,427.0,,3.0,EDMONDS,M,Micron Technology,OK,37222,6741 HARDY LANE,37155.0,1-837-156-7580,2.0,0.0,1377011.0
Dow4097,R,5.0,San Jose,,623.0,f,1.0,Dowling,S,Avon Products,MO,85034,15065 bellaire crescent,191965.0,1-342-935-6256,35.0,7.0,1981931.0
Hni4098,R,5.0,Toronto,,841.0,,,Hnidek,W,Piedmont Natural Gas,IA,14626,11237 balmoral way,158296.0,1-126-139-5416,27.0,3.0,3091217.0
Nun4099,R,1.0,Jersey City,,335.0,M,1.0,Nunez,U,Cytec Industries,WY,97227,9212 mesa drive,122963.0,1-284-485-4611,22.0,4.0,1468251.0
KEL4100,O,2.0,Fremont,X,433.0,,1.0,KELEMEN,U,CarMax,NM,63150,21082 cliffbrook west,70711.0,1-129-301-2363,56.0,5.0,2853044.0
Dur4101,O,1.0,Montreal,,479.0,,2.0,Durant,D,First Data,ND,73112,24731 flores south,233605.0,1-497-552-1858,48.0,9.0,2783674.0
Wit4102,O,5.0,Phoenix,H,749.0,,3.0,Witt,M,Wesco International,VA,78426,22849 lacornia rue,410143.0,1-577-669-4598,80.0,4.0,3745151.0
CLA4103,O,0.0,Riverside,,827.0,F,2.0,CLARY,M,Arrow Electronics,Saskatchewan,v6b 1s6,14004 PELAN WAY,330347.0,1-204-636-6690,60.0,0.0,2031944.0
Kel4104,O,4.0,Lansing,,788.0,m,0.0,Kelland,M,Amerco,SD,25310,1968 lemming lower,17137.0,1-351-172-4950,18.0,,1751930.0
Por4105,R,1.0,Warren,,447.0,,4.0,Portelance,S,Radian Group,GA,90283,482 matlock east,252546.0,1-475-017-3927,73.0,1.0,447127.0
Kan4106,O,0.0,Carrollton,,318.0,,4.0,Kannemann,,Cisco Systems,CT,M2q 1e4,24870 beverly court,208035.0,1-253-850-9876,45.0,0.0,188862.0
cow4107,O,0.0,Chula Vista,P,588.0,F,5.0,cowart,S,Asbury Automotive Group,OH,60712,20823 WEST CHAPEL AVENUE,253491.0,1-234-346-8698,49.0,3.0,2894863.0
War4108,O,,Rochester,X,576.0,,2.0,Warburton,M,Inergy Holdings,KY,99670,10352 marathon drive,4590.0,1-160-080-2456,78.0,10.0,3932277.0
Kir4109,O,1.0,Sherbrooke,,847.0,,0.0,Kirkby,M,First American Corp.,SD,30394,23534 MORNINGSIDE NORTH,45281.0,1-349-432-6586,94.0,6.0,1050183.0
mar4110,R,3.0,Springfield,J,593.0,,5.0,marketing,S,FPL Group,CT,M5g 1z3,13143 goodwin lane,497411.0,1-131-420-5710,15.0,3.0,2338246.0
JAG4111,U,0.0,Shreveport,,455.0,,4.0,JAGO,M,Harris,CT,90759,6464 bonnie brae street,375350.0,1-791-193-2909,48.0,4.0,1207954.0
bor4112,O,0.0,Portland,,532.0,M,1.0,borozny,M,Allegheny Energy,KS,99723,8899 starling lane,255039.0,1-778-408-6797,25.0,6.0,1911664.0
Ive4113,R,0.0,Sterling Heights,Q,812.0,f,4.0,Iversen,M,Macy's,TX,64142,16308 MARINE CRESCENT,436358.0,1-985-897-9080,76.0,1.0,3841622.0
Atk4114,O,0.0,St. Catharines,F,733.0,,4.0,Atkinson,M,Comerica,UT,23294,1540 CRESTMERE NORTH,347468.0,1-734-817-9602,28.0,9.0,3081542.0
sto4115,O,3.0,Boise,,549.0,m,5.0,stokes,M,Centene,DE,90007,5895 strand upper,247341.0,1-469-421-7717,0.0,3.0,1190647.0
Wil4116,O,1.0,Manchester,,307.0,M,0.0,Willis,W,TJX,WV,53222,828 PAINT ROCK UPPER,221311.0,1-231-569-1705,25.0,7.0,2477548.0
per4117,R,2.0,Tucson,,770.0,f,5.0,perez,M,SPX,WY,10088,15465 beach upper,487332.0,1-663-576-3780,17.0,6.0,1944781.0
sur4118,O,0.0,Fayetteville,,820.0,,,surber,,General Motors,IA,43637,22024 darlington north,342333.0,1-777-674-5794,51.0,6.0,2863230.0
Sok4119,U,2.0,Fremont,,602.0,F,0.0,Sokyrko,U,Genworth Financial,LA,H5j 1q4,1971 PRAIRIE DRIVE,208103.0,1-008-849-1954,80.0,8.0,1605110.0
COM4120,O,2.0,Fort Lauderdale,,830.0,M,3.0,COMMUNICATIONS,M,Southern Union,IA,99757,7377 COVENTRY EAST,488334.0,1-747-448-2102,97.0,2.0,1663223.0
min4121,O,2.0,Washington,,829.0,M,2.0,minck,M,Norfolk Southern,PA,25338,20064 oakmont east,362640.0,1-096-048-9676,31.0,6.0,1286989.0
Pon4122,O,5.0,Halifax,T,811.0,,3.0,Ponthieux,,,Newfoundland,33158,20627 candlelight avenue,499808.0,1-962-707-1718,37.0,0.0,2407494.0
sav4123,O,2.0,Billings,,628.0,f,5.0,savadkouhi,D,American National Insurance,Manitoba,t5a 1m9,20706 lyle north,,1-659-521-2608,6.0,5.0,1521749.0
Ski4124,O,1.0,Halifax,K,664.0,,5.0,Skiclub,W,Brunswick,OH,10186,15176 PURDUE EAST,229573.0,,30.0,6.0,10629.0
koh4125,R,1.0,Evansville,N,526.0,,3.0,kohler,M,Brunswick,MD,s7d 1m6,15306 pike park,460604.0,1-242-636-1078,53.0,5.0,118555.0
lab4126,R,3.0,Tulsa,,504.0,F,0.0,labfive,U,Spectra Energy,KY,94440,23271 buckroe park,453184.0,1-346-952-1205,64.0,5.0,3406711.0
Rev4127,O,3.0,Sunnyvale,,452.0,,0.0,Revah,W,Pinnacle West Capital,MT,43233,17440 pinesap rue,173233.0,1-769-421-4523,66.0,4.0,48368.0
Bur4128,O,1.0,Virginia Beach,,519.0,M,2.0,Burke,M,Autodesk,Prince Edward Island,07310,14754 WOODVIEW EAST,13997.0,1-758-492-2237,82.0,8.0,2324375.0
ber4129,R,0.0,Hilo,G,480.0,f,3.0,bertrand,S,Principal Financial,WI,10156,13590 westover east,279682.0,1-518-137-0725,82.0,10.0,2414301.0
Fri4130,O,5.0,Jackson,N,622.0,D,1.0,Frink,S,Merck,GA,37242,24896 wright east,95134.0,1-700-802-2423,45.0,1.0,966380.0
Sel4131,O,4.0,Wichita,,645.0,,,Seliske,M,XTO Energy,MS,23285,14398 graves way,112412.0,1-730-258-8182,27.0,1.0,1546865.0
ale4132,R,4.0,Riverside,O,573.0,,2.0,alexson,U,Wal-Mart Stores,Manitoba,V6X 1S8,13892 JENNINGS ROAD,333172.0,1-137-968-5660,89.0,8.0,1339073.0
She4133,R,3.0,Fontana,X,794.0,,2.0,Sheldon,U,Mosaic,Quebec,99653,885 crosby lane,185162.0,1-152-024-3382,96.0,3.0,496474.0
SHE4134,O,3.0,Yonkers,M,608.0,f,0.0,SHERK,M,Unisys,NH,V6E 1W1,10915 CHARLEVILLE LANE,477663.0,1-946-932-1530,60.0,5.0,2311455.0
VER4135,O,1.0,Oklahoma City,,485.0,f,5.0,VERMETTE,D,Procter & Gamble,Prince Edward Island,94257,8617 woodcrest north,373117.0,1-660-625-5085,75.0,9.0,3866148.0
elg4136,O,0.0,Springfield,,311.0,,2.0,elgie,D,AFLAC,KY,95201,24083 sherwood way,188626.0,1-142-036-8132,17.0,8.0,2583727.0
CAM4137,O,0.0,Fort Wayne,,464.0,f,2.0,CAMERON,M,FMC Technologies,AK,87509,22986 norfolk lane,298734.0,1-849-522-2992,15.0,4.0,1320030.0
dec4138,O,3.0,Coral Springs,T,502.0,m,4.0,decker,,American Electric Power,CA,80907,23361 stonehill way,39601.0,1-063-096-5852,13.0,4.0,3779415.0
Ben4139,O,5.0,Brownsville,,,,0.0,Ben-ishai,S,Genzyme,WA,15211,23058 colonial crescent,360509.0,1-243-090-2609,44.0,0.0,3643181.0
Kim4140,O,2.0,Orange,,544.0,m,3.0,Kimbrell,U,Juniper Networks,NV,47717,19015 chennault lane,149710.0,1-727-835-3306,82.0,4.0,2006767.0
Mad4141,O,2.0,Miami,A,725.0,M,1.0,Maduri,,Brookdale Senior Living,AR,75046,5148 GEMINI EAST,118663.0,1-307-735-2708,7.0,7.0,673728.0
Dey4142,O,0.0,Garden Grove,O,833.0,f,3.0,Deyoung,D,BB&T Corp.,NV,30907,17088 collinwood road,149085.0,1-794-123-4781,73.0,2.0,
sch4143,O,1.0,Huntington,J,778.0,f,,schwantes,M,International Assets Holding,HI,33170,19284 mitchell east,,1-307-999-1595,8.0,5.0,2630185.0
Tow4144,O,4.0,Fullerton,,387.0,,0.0,Townsel,,Crown Holdings,Prince Edward Island,M3X 1K8,11141 waverly south,113947.0,1-820-153-3586,40.0,8.0,3187497.0
PER4145,O,1.0,Cleveland,,789.0,,3.0,PERENYI,M,Arrow Electronics,British Columbia,V6N 1S8,12818 strand park,305339.0,1-185-897-7570,97.0,9.0,1156747.0
she4146,U,1.0,Sydney,,689.0,,5.0,shea,U,Jack in the Box,TX,38193,12918 elle lee boulevard,366061.0,1-061-969-9109,51.0,7.0,3454307.0
mes4147,O,3.0,Amarillo,M,620.0,m,,messer,M,Flowserve,WI,T5D 1Q4,18710 queen lower,396166.0,1-026-319-0548,25.0,2.0,
bla4148,R,1.0,Baltimore,,368.0,M,2.0,blacklock,U,Harman International Ind.,Nova Scotia,M1i 1r8,2929 bryant irvin road,459016.0,1-437-411-4193,36.0,8.0,186294.0
Ger4149,O,3.0,Corona,D,583.0,m,0.0,Gerald,W,Home Depot,WY,13209,17286 harvard park,44483.0,1-868-232-9225,13.0,9.0,1422417.0
Sco4150,R,2.0,Stamford,,832.0,,3.0,Scovill,M,Hewlett-Packard,SD,M8c 1x2,17213 towerwood east,23935.0,1-257-582-1522,33.0,1.0,2169131.0
Red4151,O,0.0,Thousand Oaks,K,421.0,,0.0,Reda,M,Reliant Energy,IA,S7d 1m6,12194 julian lower,477378.0,1-811-371-4298,23.0,4.0,1582785.0
Fro4152,,4.0,Hilo,,381.0,,5.0,Frobel,S,RBS Global,MN,19101,8951 vista street,179376.0,1-253-350-7450,96.0,6.0,2277479.0
ray4153,R,3.0,Amarillo,X,705.0,F,4.0,raymond,,eBay,MS,92137,380 TRAVIS COURT,,1-838-670-1277,36.0,1.0,3650977.0
Kro4154,O,3.0,Salem,B,448.0,M,1.0,Kromer,S,,Nova Scotia,30354,287 woodland park court,358220.0,1-090-104-8491,57.0,10.0,551845.0
CHA4155,O,4.0,Providence,,574.0,M,4.0,CHAMBERS,,National Oilwell Varco,Nova Scotia,H2d 1z6,14406 lumber court,210168.0,1-005-290-5019,65.0,4.0,874201.0
dat4156,O,,West Covina,,832.0,,1.0,datta,D,Lear,VA,99723,18956 GAYLORD STREET,151105.0,1-807-624-4499,40.0,9.0,1212973.0
DAS4157,O,2.0,Lakewood,,540.0,,2.0,DASD,W,Regions Financial,Prince Edward Island,78782,16325 RICHMOND COURT,440629.0,1-816-661-9614,48.0,5.0,
fro4158,O,5.0,Lafayette,,528.0,,5.0,frobisher,D,Juniper Networks,FL,55407,16716 CONGRESS WEST,164724.0,1-114-915-5072,21.0,0.0,323352.0
CHE4159,O,2.0,Hialeah,,301.0,f,5.0,CHEVAL,U,American National Insurance,Saskatchewan,h2c 1z6,11635 sun tree west,445763.0,1-294-536-5050,38.0,6.0,3380281.0
Hou4160,R,5.0,Fort Smith,Z,824.0,,4.0,Houde,S,Pactiv,British Columbia,85058,17404 gale court,,1-036-109-8074,10.0,10.0,1781083.0
don4161,O,4.0,McAllen,L,822.0,M,,donkers,S,News Corp.,MD,94243,2108 buckroe way,367592.0,1-055-398-5091,2.0,5.0,310619.0
Poy4162,O,5.0,Burlington,,786.0,f,1.0,Poyer,U,DynCorp International,IL,92111,20026 richmond lane,321441.0,1-140-648-2242,51.0,5.0,1839170.0
loc4163,O,3.0,Fayetteville,J,427.0,F,0.0,locken,U,Community Health Systems,KY,H2b 1v4,4221 LAKE PARK ROAD,173648.0,1-406-338-7979,22.0,5.0,1054100.0
KAO4164,U,0.0,Manchester,,596.0,F,1.0,KAO,M,Avery Dennison,VT,T5d 1t2,21835 cedar canyon rue,,1-971-170-5966,95.0,8.0,955966.0
mel4165,R,0.0,Ontario,,384.0,M,0.0,mellor,M,Casey's General Stores,TN,70137,14266 lemming south,181557.0,1-057-063-7004,17.0,2.0,3838074.0
bak4166,O,1.0,Halifax,,712.0,m,4.0,bakhach,U,,AL,07104,5466 CARRINGTON WEST,19799.0,1-317-129-5773,99.0,4.0,1974701.0
tar4167,O,5.0,Oshawa,,322.0,,3.0,tarrant,M,Nationwide,MT,90748,22507 gaines south,22837.0,1-105-806-3256,25.0,6.0,790230.0
Fen4168,O,5.0,Worcester,,640.0,m,1.0,Fenati,S,DynCorp International,Manitoba,94540,15205 moody east,134982.0,1-559-198-3580,17.0,8.0,1697357.0
COU4169,O,3.0,Cincinnati,M,492.0,,3.0,COULMAN,S,American Financial Group,OK,h7h 1s5,19663 reina street,314526.0,1-677-707-5587,13.0,9.0,1951955.0
Blo4170,O,0.0,Halifax,,399.0,,5.0,Blostein,S,Idearc,OR,60675,21671 IRENE ROAD,181160.0,1-387-954-2982,64.0,3.0,3570643.0
Ske4171,O,4.0,Lubbock,,332.0,,1.0,Skeuse,S,Hershey,MI,t6b 1i7,24731 flores south,492377.0,1-325-992-4818,6.0,7.0,157725.0
Abe4172,O,5.0,St. Louis,,613.0,,0.0,Abello,S,Rowan Cos.,CO,V6V 1W6,9907 UPTON SOUTH,312532.0,1-585-292-3464,56.0,,1864852.0
dev4173,O,0.0,Ontario,Q,809.0,,5.0,devreeze,D,Tenneco,DE,47732,11469 fairmount boulevard,,1-130-677-5988,41.0,10.0,2011593.0
bal4174,O,2.0,Tempe,,,,1.0,balderston,D,Polo Ralph Lauren,WY,55134,12349 outervale rue,183355.0,1-338-738-1315,72.0,8.0,73713.0
Gaf4175,O,3.0,Knoxville,,529.0,m,1.0,Gaftea,S,Catalyst Health Solutions,WI,r5g 1m3,6119 BURGOYNE SOUTH,239636.0,1-415-898-5164,9.0,,2780878.0
Gu4176,,2.0,Kitchener,,842.0,,0.0,Gu,,Exxon Mobil,MS,M5d 1z7,5653 worth drive,379389.0,1-667-149-9017,31.0,,1275794.0
Nau4177,O,2.0,Salem,E,712.0,,3.0,Naugle,S,Penske Automotive Group,NH,M7n 1b2,755 maywind south,310436.0,1-010-278-8037,100.0,8.0,1421194.0
KRI4178,O,4.0,Iqaluit,,823.0,f,1.0,KRIVOSSIDIS,U,Coach,IL,32242,8282 wills street,32314.0,1-818-453-3270,48.0,7.0,1277873.0
mcc4179,U,2.0,West Valley,,699.0,,2.0,mcconney,M,Thrivent Financial,WI,35234,13075 vinson road,210813.0,1-407-800-5378,78.0,1.0,3511382.0
Swa4180,O,2.0,Phoenix,F,757.0,,1.0,Swanson,S,Country Financial Services,LA,95251,10093 mckinnon north,89403.0,1-638-357-5222,67.0,3.0,165262.0
Sep4181,R,0.0,Warwick,,350.0,,4.0,Sepko,S,Nasdaq OMX Group,MN,94281,18175 walnut east,357243.0,1-144-150-4379,41.0,2.0,762349.0
Min4182,R,5.0,Burlington,P,824.0,,2.0,Minard,M,Zimmer Holdings,MD,92507,18207 conley south,98356.0,1-525-884-5884,100.0,0.0,1924400.0
Har4183,O,3.0,Coral Springs,O,383.0,,0.0,Harty,M,Regions Financial,NE,60674,2103 campbell boulevard,404530.0,1-932-301-8554,,2.0,2623954.0
