prospect_AgencyID,prospect_NumberCars,prospect_MiddleInitial,prospect_MaritalStatus,prospect_AddressLine1,prospect_Gender,prospect_CreditRating,prospect_Income,prospect_Country,prospect_Age,prospect_PostalCode,prospect_NumberCreditCards,prospect_AddressLine2,prospect_State,prospect_NumberChildren,prospect_Phone,prospect_OwnOrRentFlag,prospect_Employer,prospect_NetWorth
DQN9411,2.0,,S,Pfbdja,,565.0,424497.0,United States of America,20.0,rryvgejmwlmj,4.0,tfpnrjgsvhvepgpgzwjfmuypzxwtaorbymhnbaodipgbwmtuafuizckqp,LA,0.0,1-549-791-3741,O,PetSmart,932477.0
Gxn9412,4.0,,,TGFQFIAOIXQVOWPLFNLVSAHBZIVUQXCPWKNXUEHHYEVYFXDCBJVNDXQMLEYNGCAVIOACQMTQH,,785.0,194585.0,United States of America,55.0,,9.0,FHEQIYR,AL,3.0,1-361-871-0230,U,Hewlett-Packard,2356456.0
Uil9413,2.0,S,U,,M,801.0,427521.0,United States of America,40.0,AMDNFR,0.0,sdlwwsaatjsbfjpgzxwsunbrhqyfduilkuwoleug,GA,0.0,1-835-025-3174,U,Hudson City Bancorp,2372383.0
GXC9414,0.0,,W,tmeyiaqxajnupsbrmgdwwpyqyuobnjoljod,m,398.0,25203.0,United States of America,82.0,EBQOGKXWPV,4.0,Doifcitejqvltb,GA,3.0,1-650-468-3471,O,American Express,2157485.0
grg9415,0.0,,S,AQBABKVAQRXYSEPIXSEYUMVQQHTNKUKWPEXEJSGTYQTHUACSNEEZ,,679.0,314243.0,Canada,40.0,LLTSFRODVL,9.0,Sgoiewrlawhrsaaleqhiqgfuxqvdofcnowooprtjdmbulabu,AK,2.0,1-376-762-0093,O,Kla-Tencor,1629131.0
Lbi9416,5.0,J,M,jhdivvnpiuakzmtklchbulifgdzfchfbzeuvciujsfsalbhgnqocsudmvjuxkihrpxmdoohze,F,356.0,215905.0,United States of America,39.0,Tmuvwebrfv,8.0,zbwiltbeermwtmcenicfh,KS,0.0,1-942-284-7016,O,J.B. Hunt Transport Services,1281786.0
jha9417,,,D,Rwcvrkwajhadbf,,480.0,249321.0,United States of America,56.0,wjiarafv,9.0,Jbbceekmvuqjorluaizzxhkqsvfgdafwjveobvgdneemkuqfwnychkxuxcbsivrtceaclngthck,NH,3.0,1-294-143-0630,R,Cabela's,
HMW9418,5.0,,U,,,376.0,435102.0,United States of America,73.0,Xcjpcs,8.0,FZJTXEYVNQELVINIYIRKWRQWCREXQFEPTUKQOUULKRUGPDKNUIMRXBFZJC,MN,0.0,1-777-426-7369,O,Nicor,1912860.0
cvf9419,1.0,,M,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,F,591.0,359437.0,Canada,,hpffav,6.0,Dubtnimvgbjrprquchcvkllnlfnbnenqftvxijnrukkpmfr,NC,1.0,1-976-380-0264,O,NiSource,815582.0
Psa9420,4.0,,M,OKDUCMYRPLMLRE,F,516.0,197021.0,United States of America,61.0,cpsidgtqeqz,0.0,Abieoesbigujcb,SD,5.0,1-733-952-9511,O,Crane,1475743.0
tcb9421,2.0,,S,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,,595.0,188916.0,United States of America,33.0,ZQNUFV,4.0,KBINNWPGVFJSGT,WV,,1-461-827-7331,O,Wyndham Worldwide,455426.0
Mcp9422,3.0,,M,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,,688.0,181793.0,United States of America,73.0,Lfhhapm,7.0,Owfebaarhdwdzwmcrqsjjtcysnvgsrtacxjgguhncybyhdqxmdgyyarlbzhlcbxcec,DC,2.0,1-505-629-5554,R,,1352390.0
Gcp9423,5.0,,D,Addnshoeikxalllpgtmepn,F,724.0,271110.0,United States of America,67.0,Dugyig,10.0,Xatwcojywlcxxqnfkgajhlxwmbksrh,PA,1.0,1-993-925-5242,O,Bemis,205601.0
Mcp9424,5.0,,W,Jcgmbs,,813.0,43922.0,United States of America,34.0,aqhqovlxo,6.0,jzpjjhzxg,CT,0.0,1-700-360-1448,O,Kansas City Southern,2763552.0
Sgq9425,4.0,,S,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,M,307.0,72410.0,United States of America,15.0,Xbchvvw,,DUOPZBJWIBVHDQZUZUHQYJOVCCYIRWKYDDYNCXWSWGPNIHPINTP,KY,2.0,1-852-810-8213,O,D.R. Horton,2495715.0
VBI9426,4.0,,M,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,f,729.0,53233.0,,58.0,Rwbnz,8.0,znvwgubwkcqhavukltgprkobgbvtkumtjpcmkrtdmlicejikbdlomtwhurujxhlrktpyhqawcjjd,KS,3.0,1-815-234-9736,O,Yum Brands,2159419.0
Mjy9427,0.0,,S,QTAEBN,,656.0,246776.0,United States of America,45.0,Timxvejl,9.0,sorvpzj,TX,3.0,1-802-548-9072,O,CB Richard Ellis Group,1071328.0
JDI9428,2.0,,D,YGUKAIMCESZBTSST,m,810.0,474229.0,United States of America,57.0,Jcluvsj,3.0,whiiunlynyjhuxoojurodoorbxihmlaesugfpbcyjvhrxubzpwgkdbqwfkifhbkcnfkwupliifxda,NV,,1-234-384-0542,R,Paychex,501427.0
Jgv9429,,,M,,,613.0,346332.0,United States of America,13.0,Estobq,8.0,Hdbpicbavfkrzyuelonix,MD,3.0,1-283-018-9240,R,FirstEnergy,1364129.0
WZF9430,2.0,,W,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,,486.0,,United States of America,11.0,xgjluovvlfrw,2.0,DGHWPZMROVZPJEMB,CA,4.0,1-314-259-1147,O,,2773908.0
Ise9431,0.0,,W,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,,,32728.0,Canada,75.0,Pkyeawndh,6.0,itamhnfsuqawy,FL,3.0,1-434-880-1350,R,Varian Medical Systems,3953127.0
HRJ9432,0.0,Y,M,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,,418.0,313671.0,United States of America,83.0,Uvuru,9.0,zbacghjzzgrodqwcwocuhusvfrtjwcxihqbvsgrlhcundsijkchsksmnzl,LA,4.0,1-219-743-5408,O,Tiffany & Co,2931206.0
mcu9433,,b,M,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,M,,275885.0,Canada,77.0,Rwljk,9.0,Jlcmqxtn,ME,,1-779-496-4262,O,,1090819.0
Hqp9434,3.0,f,W,VCVMTMMLL,,759.0,220493.0,United States of America,46.0,Gbqvsqudu,4.0,Exzsrphbjjzbanzdoiwhggkxdtzwdlukeidpfuespzxzucbroerjskoelqdonjmtolsfqrrrxzn,SD,1.0,1-439-159-8222,O,Fleetwood Enterprises,
OQK9435,1.0,k,M,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,M,404.0,213252.0,United States of America,32.0,Fptwdytytr,4.0,Nraxrxliiotaymrybq,CO,5.0,1-179-752-3528,O,FedEx,1121482.0
KRG9436,0.0,,M,,F,544.0,83831.0,United States of America,51.0,Exigdjhq,4.0,Jjstwkcpunrpee,WY,1.0,1-309-866-3200,O,Assurant,1687602.0
Que9437,,T,M,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,f,385.0,157956.0,United States of America,58.0,Ueisrinj,10.0,uwnxwkeevbsiyfhjsvmbutydnnjuipnpook,FL,1.0,1-520-320-1879,O,Vectren,863567.0
oes9438,4.0,,,Lwqlllxczdpr,,649.0,,United States of America,1.0,Thnsvqbm,1.0,utfgzyicxzutqgtjktqdbaklwkbxjycjwzqhfryktrbfjshqurxdegfifwn,KY,4.0,1-014-926-9892,O,National Semiconductor,1915336.0
Cuf9439,3.0,,,CMJRCR,f,703.0,,United States of America,16.0,Ewhto,2.0,rkwwbefgsivxg,AK,3.0,1-249-938-4154,O,Sonic Automotive,1108967.0
Omv9440,3.0,,S,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,M,,467572.0,United States of America,28.0,Rztawdh,0.0,Dafcoqeydbkb,WV,1.0,1-665-361-7531,O,Nucor,1564637.0
Jgw9441,5.0,,U,Gbczfijciqijpgobbai,M,369.0,43184.0,,33.0,Hvpywoo,4.0,Dxuuxjqicgkwamumhymtqufjraqglloeplgxchgu,NE,2.0,1-538-466-2026,O,MeadWestvaco,2698242.0
pus9442,2.0,,M,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,M,735.0,182367.0,Canada,83.0,fcwtfphemdq,1.0,cgtnomvhwiuwwcvefxsqxepmpttxvxbpwfruwlgoyaw,ND,4.0,1-394-462-5885,O,Goodyear Tire & Rubber,3827700.0
ILQ9443,2.0,J,U,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,,805.0,94040.0,United States of America,0.0,SSZUQOFTI,,Uimrehaelpmtkhiejncykz,NJ,3.0,1-469-273-2200,,,
Jgk9444,5.0,,S,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,,641.0,77740.0,United States of America,,Ommar,2.0,Pjtxjyivgcsnmfsoysonjpahbrpugsunsjocloerygslzvimykcgorjyzhmjzn,HI,4.0,1-327-499-8383,U,BE Aerospace,3966122.0
Dwc9445,0.0,,M,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,F,730.0,404963.0,United States of America,65.0,ELUOIEOVOAN,5.0,Thmlaixqnrb,WV,4.0,1-123-547-4916,U,Hertz Global Holdings,3248589.0
dqt9446,2.0,X,U,Suceiidxnihsxueo,m,834.0,330058.0,United States of America,63.0,Ijfre,2.0,Whdxbfgtkdsdtgooqqgqosgrnycuelwomsihimewswungxbxxx,OR,1.0,1-651-484-3426,R,Whirlpool,1543885.0
VCR9447,3.0,W,S,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,M,424.0,417458.0,United States of America,5.0,Trqdrtjgju,9.0,pbywoxhqsagqtlqxnhybgvuulkrsvscjtjuwbpxutwcqlikasqcxgox,Saskatchewan,3.0,1-075-885-3063,O,AbitibiBowater,2846842.0
VMX9448,1.0,W,U,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,,711.0,278446.0,Canada,80.0,UZIOATICDZ,4.0,Tlxoyaglycyvsgjoeqesfhzrafscywgzheveseerzozaplntxoupysotmscmoajsnwqztvumjk,NM,5.0,1-264-616-2616,O,,
ovr9449,4.0,K,W,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,,651.0,350443.0,Canada,19.0,WCDTBYLXRS,7.0,gwxcljsdsutgrjxixfjaaoopfogvzvbetbyuzehuwzpxodknihcpmdqgwerdnmutlyckar,UT,5.0,1-926-759-2026,O,Raymond James Financial,2354544.0
Hqp9450,0.0,N,W,Ddxrtsbmzvwbpqtknhjwm,,781.0,137583.0,Canada,97.0,RFZTUQESEY,10.0,JHLBHAPSJT,TX,1.0,1-248-868-5643,O,Republic Services,
YUP9451,5.0,c,U,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,M,796.0,241037.0,United States of America,,Tjkwza,2.0,QWVORWRXGLOADIEOBZQRQFLTQDEQFELOEUUQVUGPMYEMDDAYJJPGEKMSOMJNJIPEE,HI,2.0,1-557-404-4027,O,Hill-Rom Holdings,1417768.0
Idi9452,3.0,y,S,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,M,644.0,399863.0,United States of America,69.0,Fyfzmls,8.0,Dcvbolsompklmffgssvltgvhbqjwvdqexy,UT,1.0,1-836-310-0994,O,Perini,2519470.0
Tqb9453,4.0,I,M,xoiovaipujzsandrtoxmehmtptx,,401.0,,United States of America,92.0,Ydolkqmvi,9.0,tqcisssbsnsulykfimndvhfcjuuvyxgfedjmmdpcblewuiblkixsttgncp,Newfoundland,1.0,1-843-949-1842,O,Colgate-Palmolive,2955446.0
Aes9454,0.0,,M,Ruvmi,f,,88608.0,United States of America,17.0,Zudhwij,10.0,PMVHYGEYSYOKUYCKJLQQCSJWBGNLHWHBOJSXSA,WA,5.0,1-321-626-7500,O,Fiserv,3586672.0
Epf9455,1.0,,M,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,m,655.0,206395.0,Canada,49.0,Wcjnkvquhm,9.0,RSHMNCIRQOUYAPZIQYIOLDIKMMQ,PA,4.0,1-081-367-6586,R,Belk,2939478.0
Ffn9456,4.0,P,W,vdacewsgdm,,435.0,446935.0,United States of America,69.0,tkyqjp,9.0,Ptdachogmyujkmwuewuqlqryytkugbmnymw,MT,3.0,1-476-410-7306,O,Atmos Energy,2827456.0
pap9457,2.0,,U,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,,674.0,51971.0,United States of America,15.0,jfxftl,5.0,Grdikszasbmbblhqtxzsdyfljgvzxjiht,CA,3.0,1-306-138-1852,O,American Express,17134.0
Nkg9458,,,M,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,,760.0,369850.0,United States of America,21.0,vhaqt,1.0,hbcvtgaargxxdxdkllatdfwmfxcainjcgrrhbrxhggkhxcbmfyjzosenrft,OR,1.0,1-738-679-1863,O,Teledyne Technologies,3886166.0
ufh9459,0.0,N,,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,f,496.0,38251.0,United States of America,34.0,Dhoilzaxk,1.0,FLTBIOLOV,VT,2.0,1-250-092-6595,O,Integrys Energy Group,191154.0
tmt9460,,,S,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,m,493.0,206315.0,Canada,55.0,Xfejhubxlrp,5.0,vpblmzntvizvrteqinrciklbxjkqoxnzgxtclardbpffpbdrwkyusqsmquclhqigshu,AZ,1.0,1-137-415-0657,R,ON Semiconductor,1856083.0
rnl9461,1.0,,S,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,M,786.0,164978.0,United States of America,100.0,Wqtrdfcxu,6.0,UPKNMENMNTYIDQEZFBCBYNEEUCPZADDTNPDEEESNTKQFHVPENCV,VA,0.0,1-218-529-4942,O,WGL Holdings,1001341.0
pit9462,1.0,d,W,Jxfhlnkwohygdyq,,662.0,166099.0,United States of America,59.0,clvhdpzs,3.0,,CO,0.0,1-757-529-1404,,Urban Outfitters,1537954.0
ykm9463,4.0,,W,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,F,758.0,151735.0,Canada,21.0,Fegrbe,6.0,Yscgaotfllwpwapnndteuwcnjrnfgnazkwh,UT,3.0,1-816-003-1563,O,Beazer Homes USA,1683196.0
Ieo9464,3.0,,S,Hnlaljnwesbjnd,M,,273278.0,United States of America,64.0,dyselvuahblw,3.0,ukptoeebgahmwcxwwtsllkdumyvddggxggvvddrklfvoqacvfpdppipdgdlqwvbawtinygxasdfuef,HI,1.0,1-347-832-1748,O,Consol Energy,3685385.0
XPB9465,3.0,m,M,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,f,403.0,306611.0,Canada,58.0,URQIVEGJZA,7.0,Rnldxhxhfwv,NM,1.0,1-408-519-8134,U,Lexmark International,2095651.0
UDI9466,1.0,,S,abbnmexzct,m,567.0,213721.0,United States of America,20.0,,6.0,Qmexlnlscgxodgfsluwtjjvqhsqrgwwahcvffeerivnxrcwddabipy,AL,1.0,1-264-254-6090,O,MetLife,1897205.0
VYR9467,2.0,u,M,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,m,513.0,69496.0,,19.0,qncpmaonbdzm,8.0,jtoqgliwzcoonhthq,NM,4.0,1-178-515-6978,O,Electronic Arts,3278747.0
Csj9468,1.0,E,M,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,f,312.0,4312.0,United States of America,37.0,Lxybxcbe,1.0,nszckvvdbmncxmqnpgztczlvorumsfopljntuki,KY,5.0,1-276-993-0775,O,FreeportMcMoRan Copper & Gold,1675180.0
vln9469,5.0,r,S,XOWOTCEPJQ,m,484.0,449247.0,United States of America,32.0,XGKTLHUTNIZK,8.0,Ngnahninesbvcmkqjeesbeqmufgpqnulvkezqvpumywhkpwop,NM,5.0,,O,Textron,1925476.0
GPW9470,2.0,,W,Attkgirnhdrvoxazqviyytppdcemybeqore,m,701.0,462540.0,Canada,60.0,Flhlvy,9.0,Pwilbmgicbfnlvgvfvipcwsxxkrjtyccpqxirjuuiklxkbq,DE,5.0,1-257-160-4273,R,Celgene,1648142.0
shm9471,3.0,,S,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh,M,777.0,123281.0,United States of America,78.0,Qajvkl,7.0,EPCSYSOPZXTAHMKAASXQKHUUHHWQWHKCGGQMTOWWUDNOWHMYASOLT,CA,0.0,1-205-906-8735,O,Hertz Global Holdings,2596913.0
Kih9472,3.0,,M,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd,f,699.0,488130.0,United States of America,55.0,GRRNYFLQYZ,6.0,,Alberta,4.0,1-397-809-0257,R,,506192.0
Nof9473,2.0,l,U,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE,F,449.0,231999.0,United States of America,52.0,Pnfic,8.0,,NJ,3.0,1-952-727-5786,O,Fred's,2492527.0
Lnx9474,1.0,F,M,Rxocuctevltzjpuoquoxseyvo,m,461.0,452141.0,United States of America,0.0,FSLPNNGWPMO,10.0,VPYNTQCMOTWEBGULGKKKVTNLKFOSJBABDFGVRFNTLIJVXFJHLWKBTPMGGSBUNTQFTMPZBYBJHRPUKSTI,NH,1.0,1-832-870-1417,O,American Express,1273348.0
Esi9475,0.0,d,M,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg,,542.0,395563.0,United States of America,,Mvcwhcq,7.0,urxrlfbovejofkbjheqfiftatcwqzyxigebuogbyvhzmauzrmesbckooxvg,WY,3.0,1-883-550-6487,O,Massey Energy,3466631.0
ADN9476,4.0,,S,uhohppexqsfelcqipr,,365.0,193652.0,United States of America,45.0,Qtmsrjoym,10.0,Iuittsqyecyuxbmzjyidgovmgzyo,NM,3.0,,O,Sunoco,2791594.0
sri9477,4.0,K,S,Sogptbuxoue,f,603.0,270460.0,United States of America,89.0,XVPUMDL,2.0,Fsywbvjibbvmwruslxcwkbio,PA,5.0,1-801-531-1913,U,FirstEnergy,1242476.0
jyk9478,5.0,,W,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT,F,495.0,485810.0,United States of America,38.0,qwfiyhgbq,0.0,Wtkrprxkurxdibjllvqrharosvf,HI,4.0,1-972-313-0974,R,Mutual of Omaha Insurance,507823.0
hoe9479,2.0,t,M,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR,,359.0,263744.0,United States of America,1.0,lilonqfd,9.0,HTNDSKISOTMRTLTXEHXENOMZUNVEWYSPFBKQUHJW,MD,3.0,1-298-597-6992,O,Goldman Sachs Group,471703.0
Qzp9480,0.0,,M,Nissplekhbhadhtxqwbgeob,,402.0,64117.0,United States of America,2.0,VRBFJZD,2.0,bxbhnzxymxyiuriujrvlimudsazupvqpvouaiqagfncxhhatjizdztl,PA,2.0,1-568-249-4995,R,Con-way,3392701.0
Wfv9481,5.0,H,S,cabrgcdiwievbnmpjtybkmczqxwpmki,,362.0,229941.0,United States of America,18.0,Bfqacgjl,,Yjwoyvzcegpirdmmwopbbeelqdruiikgpiufnrdhparlfuqgbuxkjplloowxtspdeuhvbyur,Alberta,,1-002-996-9327,R,Oshkosh,336336.0
Tpp9482,4.0,e,M,MLLYY,,812.0,,,91.0,CHUVHXD,1.0,LFYIRIUSBOBUHMMSVYJZOFAACTGBPUGGNWAINXDCWAWADMYE,AL,3.0,1-401-933-0040,R,Cameron International,3133893.0
Klq9483,5.0,,U,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc,,580.0,158070.0,United States of America,97.0,auissiprllz,,crwcmsikb,DC,3.0,1-744-027-1339,R,Idearc,3715814.0
Hfa9484,,X,W,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm,,763.0,497002.0,United States of America,60.0,EGWJXLSMA,3.0,DHOZQRUVOPSHZICBGLKFMIO,MA,5.0,1-990-209-1115,R,Oceaneering International,3526834.0
VBM9485,5.0,,M,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw,M,823.0,335685.0,United States of America,30.0,Qtvqy,8.0,Aqcwfuzcnkbpogvpcjqr,OK,2.0,1-101-422-8097,R,,2526231.0
Lsu9486,5.0,,M,qjeodgbgoyqpiywwzg,,551.0,281035.0,United States of America,84.0,Ttyqnesuvi,1.0,Nhxczbtukjhaak,Ontario,4.0,,R,Ameren,2534383.0
Hme9487,4.0,L,W,lzwbmsutlepgrkevntutxfxadgzogtjakb,m,473.0,147416.0,United States of America,21.0,egswl,4.0,Eglhqchhhntpjakiiokmcxvslrrpxubtlseyykvrnuxwqpkpeqoqdgttozm,DE,0.0,1-844-124-5250,O,Varian Medical Systems,3156142.0
Bnz9488,5.0,J,S,Afysoxhbbutokdmjscyobgccbavduvvqctbq,f,328.0,387521.0,Canada,3.0,cjjmjwd,10.0,jbxeajfpimbimlxehlaekebikuklzbxxxdkxvgeuyfnezzuxfeyptvdfdto,MA,5.0,1-879-912-0700,O,Hess,3838059.0
Wxa9489,1.0,K,M,Shgijigpajfpwiuhfzwsqqsyqkdpsz,,368.0,57312.0,United States of America,55.0,Ervxzcz,8.0,gbsnvuimxjyjsfguetrslcpmvjxtbnvtqaqcuszjlzgzuyvnhkiocvfsdzouwekxdihcshowjzzc,FL,0.0,1-576-723-5565,O,Icahn Enterprises,3283829.0
Seb9490,4.0,,M,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv,,386.0,360779.0,United States of America,,Ewgxs,4.0,tirxceuepnxmulsrlreanhrjkatatbpmtdegccrelmwcuzrmnrevmikofcxknhexvyu,NE,0.0,1-088-841-1426,R,Procter & Gamble,
qxx9491,3.0,Q,W,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz,,560.0,126400.0,,85.0,KRYKTFOBLSOD,10.0,HVRGBDNSKARUMPKEPKRPQVDBJNMAUQPOEBW,NJ,3.0,1-562-385-1787,R,BorgWarner,3518557.0
Lis9492,1.0,U,M,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq,,362.0,298516.0,United States of America,98.0,izyrvgewim,2.0,AUIENURQHLOYHDNDGRBACIXSEDFSSEJVJV,OH,1.0,1-517-796-9701,,Crown Holdings,1027508.0
nwd9493,4.0,,S,hobpeooxafabekrebrqfuuoamwuhgr,F,,235487.0,Canada,33.0,HTHXTM,5.0,KKZZWTSNPIGGBTPFWJLIBJOPSQDMAIPEJMJSKFLVKMROXNEAQBWGUOMMKWAGLOLKNGCUCIU,IN,5.0,1-362-203-7159,O,Affiliated Computer Services,3327641.0
fnx9494,4.0,O,S,Eewdqmpadwhravltiaumbrgeemanohflompvkjaijgjkiltclsysruzugicwmq,,496.0,491115.0,United States of America,9.0,Ktwng,7.0,Jlknmqmiunblahivqwbsdzcaoekirrnhpundbwatmirjyubdojkeljzrdreiuhuvg,PA,4.0,1-884-559-1729,O,,1816348.0
xgl9495,4.0,,M,Qkdastidobuhiogyoepdaxppzqptcwuzyhdmvkdsttqkqbcqgatxhpivflfmxx,M,748.0,256666.0,,1.0,gvvshn,1.0,ejizjkxphcwetojwbfdrniiduwtarqtevimzvip,VA,2.0,1-725-024-5182,R,LandAmerica Financial Group,
Psv9496,3.0,,S,xotuwemogf,,792.0,286893.0,United States of America,74.0,YNNVY,3.0,FGEWHUXGOVWFFLR,MI,1.0,1-308-338-7519,O,Kindred Healthcare,3435022.0
ODJ9497,2.0,G,M,EECZFSWXTLCMRCCXZDEYXZKLCFITLNQPTY,M,699.0,288389.0,United States of America,34.0,Wgkwqaxh,9.0,XFWSJJDDVSJQYAFWCSGTHTXSGHXCFCVFXONFCTVJYELGNAB,OH,,1-741-219-6035,O,Buildings Materials Corp.,156473.0
GIO9498,5.0,d,S,Ywckijppzilxrewmocgnyxwatwdvztwqazxcvblqbwxtmhhbsxmhxnefnthzvlzlfu,,,213958.0,United States of America,95.0,Vofudytah,9.0,QIMUPZEJXCJJLIZEUKSSXDCRVJZXQPSNSBHNJ,NY,0.0,1-739-791-3178,R,Mueller Water Products,484180.0
Syt9499,0.0,,W,lfberiectxbowjnwzrohugjucfhnwhwtonhcxwtikg,F,722.0,36584.0,United States of America,,Oyhcglbo,5.0,Wiwmbgwufcgjaurlevccrhqauifofonwvompxyxtedhhtvhraisbhqsykyjdde,VT,4.0,1-138-297-2263,R,Icahn Enterprises,3122213.0
Xtu9500,1.0,j,U,SIOXPYRGBXCBFPZIUWCQQORMJOHTQWAGEAXLUCJJO,F,435.0,433090.0,United States of America,76.0,Mycdwr,0.0,Chttgystgxrwheofkewiwrccdcweodakjkstmjescxpzotwremvtfjwe,WI,4.0,1-407-422-0343,O,A. Schulman,
Lkg9501,1.0,U,W,wtzjomvzpewpupbpvjgynhuxnxkelzazaclsbpdcejejkxgwaenrkrutuzk,F,816.0,480247.0,United States of America,73.0,Knnxrinui,5.0,Ivftvzwhyobvqqtzrqntwcbkbbfktqnmkuaeasnxiscgohhjlzwnqrilwltlgizkfppdvi,TN,5.0,1-213-805-8297,R,Allegheny Energy,3449474.0
wgw9502,0.0,f,U,Kkihbu,,693.0,311882.0,United States of America,82.0,BRCYWIHVZO,,trfsawnznjpeqncwyxg,Ontario,5.0,1-293-053-3055,O,Cintas,2102334.0
Scx9503,5.0,R,M,Cqrmgiuyvcvsdxmxgjxklguvpfydrdhkmxkcbfhat,m,723.0,195215.0,United States of America,45.0,Dgblofbac,9.0,Spfqrlyookxqapklzuxufwrnkhservxjveskbul,MD,2.0,1-372-926-4609,O,Public Storage,3280769.0
xcc9504,0.0,N,M,YTCMCWHRHLXFWNIPGSEJWHPTTNAHLJHMWYMSFWRGVFJYXNMRAWQQACC,,597.0,377759.0,United States of America,21.0,Pxltw,2.0,Pvxcxcdzxyxtysmdtccwyrsasltqvnvsgkkqcclzrjmwyhchfqdeddqopbgkohyfibcj,WV,3.0,1-306-312-4894,O,Watson Wyatt Worldwide,
kpm9505,1.0,d,U,Sgrwhetuqefhicwsbpxslawoghnmetqfxssktivixiepwcosfbpnybmygspm,,747.0,444654.0,United States of America,82.0,wvezgjmcohf,9.0,Tjqkdudlhksu,ME,,1-775-115-5430,O,,2576901.0
