AddressLine1,MaritalStatus,NumberCars,PostalCode,Phone,Country,AgencyID,City,Income,State,LastName,AddressLine2,MiddleInitial,NumberCreditCards,OwnOrRentFlag,Age,CreditRating,Employer,FirstName,Gender,NumberChildren,NetWorth
MQUFKIQUGLNNWLDJLAHJNSXAOXAEYDKINEWPDDYCQRPBTWHUIZJHQSLZEIJTUPAIJJFJKHMW,M,4.0,CEEBXOC,,United States of America,Pcx8205,Anaheim,464063.0,NY,Pcxzcfjkolhwkqogtllwbaaauar,eutwwmcynehummiqs,U,7.0,O,67.0,583.0,AGL Resources,Ahlgftiwnnkmjayugygdvlqklgcb,m,4.0,3692883.0
Lorfuokapjyovztxytgtdgtreitmcbwiznunfdcvhifyqlwocekdpoksrluqmccxf,,1.0,QEDCUPBG,1-943-942-3078,United States of America,Dth8206,Chesapeake,405372.0,HI,Dthggg,Ynflzmgrjitreylqmscwdvhq,,4.0,O,36.0,621.0,,Qjdqu,,,2853195.0
Urjuzpteplcfvdjvcpddvqpzbpkxaavaqpynuislthojwexu,U,0.0,Hlemnp,1-001-681-0348,Canada,EQO8207,Modesto,62455.0,AK,EQOAJPFINCJJFODKVNCID,Bwkxkbknywmrqxhxpzwjhvsppqjgmvlj,,5.0,O,89.0,448.0,Core-Mark Holding,WBNDRAKMYZVRITOMVNGPE,F,1.0,1697107.0
Yefknlntrwefsbkciaphtgsmdfxerccbffmwmmsmpotxgfktwsvnzjp,M,1.0,,1-261-211-3400,Canada,Idi8208,Rochester,399849.0,WY,Idiufwrrpwhprckckbhm,Lnxssyxrqujvg,o,8.0,U,87.0,420.0,StanCorp Financial,Rstvrlsxkodythdwpgt,F,4.0,391124.0
Jovwwjbjfqvhyhuydlravowqshoowvnbeysqy,S,2.0,zouxtepig,1-804-913-4361,United States of America,Xyt8209,Lansing,162461.0,NV,Xytlkj,Fhwjxisatcmlwawmvlxlrdqjuezntcoxyihgbjmsxpcqfunndkycioobupytnxqlsftwpf,,3.0,U,18.0,791.0,Las Vegas Sands,Qgmbfdkadqhdfckftbiskkdlwdhy,,0.0,2910503.0
PIZONFPTOGOHTLEXTGBKWOAQ,W,1.0,Ckwaeqo,1-602-704-9589,Canada,xyi8210,West Covina,163926.0,Saskatchewan,xyifmljhovcgsohwapvhg,jtaqdgcteazkiictztypdbvekllzuiutvhcotopxmtdgdbupdjh,,3.0,O,53.0,371.0,Acuity Brands,Vblyhfikhvwtgg,,3.0,2591538.0
Twndurtodjolskadcvmfxsdzwaihewe,S,3.0,PIQJHCDBVOV,1-038-387-0439,United States of America,Exu8211,Santa Ana,208474.0,MA,Exuagn,mamfigkqjfmkbiktstggoxntjnurhugrmxibsnxrfrhcybsekikpbrvfigscvnabs,,8.0,O,46.0,,Genworth Financial,sejqlp,,4.0,2809880.0
GIULDRUDBZ,U,0.0,Bpfta,1-870-355-3897,United States of America,kzj8212,Milwaukee,39456.0,ND,kzjpwidx,Zjtstevleqvpcgyh,,1.0,O,3.0,402.0,NTK Holdings,PQWTUXPXDUA,M,3.0,3306870.0
Jqyxjycytgijutjizkufkmsyavseckl,M,3.0,,1-296-876-0053,United States of America,YSU8213,Allentown,494350.0,AR,YSUJXSZJLWSTDXIMPSDPGATNREMO,IIEVPKUCALOJYMWWEGGBXDNBPLUW,T,0.0,R,7.0,,Spartan Stores,Oxjcponugursaznhdxrqxditlxm,,4.0,3723482.0
Tsjhuwcqwtbzmcunpwnsjywcqzrvfudidkuebebhkrmi,S,,Xrqzcmaoqfvi,1-303-166-3207,United States of America,Cos8214,Provo,341454.0,IL,Cosyxqfrwdf,XXOLEGWPGWAUBHQWMCBBOKDNUP,Q,9.0,O,44.0,473.0,HNI,Uhasfhugxokmwwweir,f,1.0,789890.0
Ugakrzohprguzxqyyldtnxotkaiuqwqkspemfalmdztqrijfoeojwlfak,S,3.0,Bkusa,1-737-247-0619,United States of America,FRJ8215,Los Angeles,122477.0,Newfoundland,FRJYWWFBOTOXPM,Vbsksvanuvjojploofwpojnooypdiccxrxhsmf,y,7.0,O,12.0,743.0,Williams,Avamsoppkhcgzuqtdfqcb,F,1.0,2886430.0
SOKXLAJSZIGDVCEOCJKNRNAQLMCPTQRMIIMJFFVPHHIDINXTMATTVRHODOGQPWKPSOS,M,1.0,Cuoeykmp,1-071-444-5129,United States of America,Vbk8216,Brownsville,162234.0,OH,Vbkiqizjxmcgdfemxjtdqolgtd,ryxvbnyenqrhhz,,0.0,R,92.0,404.0,eBay,nnnrubuanuoqhp,F,3.0,3066721.0
vzknfgltnqfwkvbpstnljtnqlforxswxgilexpgmmmwuwydaokjnmnchzecwijlrvvybvtfrvil,M,0.0,PTTKRUYXES,1-573-874-6141,United States of America,Zsg8217,Newport News,193222.0,MO,Zsgqcrdlttb,pprntdwtclzukopitwicmzxbmqbtqsitlaqfztssofiepgzlmeppotmwulzojhy,e,7.0,O,51.0,681.0,YRC Worldwide,Ccyliytexfjkfqrik,F,1.0,872916.0
WSHNRMYKEYHACABHNIFWLWIQVXYOEFQSZEFWKFRZKIQQWYFBSNOAXEHJBFAIWAUAPROYSKHWJJGZH,M,0.0,TUREXJHVT,1-074-853-1368,United States of America,bcw8218,New York,299743.0,IA,bcwmgcq,nwqohmfvebrfslbiwowiclxmchnmhzwbbcmkwnqkogudpowssoajwqdpxybl,B,0.0,O,79.0,554.0,Ford Motor,Drlfgwkjyikwhisyggeudjquntp,,3.0,354979.0
Tdyiniwcgcgwzgwdp,M,5.0,Udjrglip,,United States of America,Sad8219,Columbus,87508.0,Prince Edward Island,Sadmehgqditjcdlowcn,PDAKHWMLGLFBEQIAPWJHQXCEUFZLQFKGVFRVACNMDKWRSIEWVUZAZHPDYSOKSAOB,,4.0,O,81.0,691.0,Xcel Energy,edtmttbv,f,5.0,451259.0
Qeywshuncdiitvgsbtrdhfdh,M,,HLEVVUMYTEWX,1-461-637-6649,United States of America,gdy8220,Fairbanks,,Alberta,gdyvjrqdaxbzjixbnz,Yfmpaauyntgefhthilpcclmutfof,v,2.0,O,39.0,456.0,Watson Pharmaceuticals,Tuupugqczlavoopi,M,1.0,1210004.0
Hnrjwxmnzkofwakbzllpscttsisqsjwktwxyokbeokiarmnqnagmcnljiyhc,W,0.0,Duljoufuzjne,1-569-602-1277,United States of America,Skw8221,Sandy,472544.0,WA,Skwqmwneikpvxrrklribfdu,Hzwgeuyewqesokomfolswmauewecpjzezakc,,6.0,O,9.0,592.0,Plains All American Pipeline,Fggsufnkfmelvgyjkezrlnswoddtd,,1.0,827501.0
Cfdaicehpmfnvytumdvvqlcsxjeoj,M,3.0,Vooyvfr,1-439-765-3706,United States of America,Iin8222,Chicago,172339.0,CO,Iinztqwawakcj,Auyknnqfqtneflcnnphpdehadcwbyfduqlfytduyugtgjqapqwbrmfspntofyuvuu,P,4.0,,85.0,811.0,D.R. Horton,Qgnblafndsz,M,0.0,1214585.0
IEOKOAZEMVKLR,S,3.0,,1-246-017-9030,United States of America,Hvx8223,Pittsburgh,222389.0,ND,Hvxvrt,ENASYGRXPNWTLWMIVDRFRJOGIWXVDBJGFXKEMCPYLCYVDJQKRAWIPPOB,H,,O,95.0,,MetroPCS Communications,Qowjjoagmlkgoshfxchschihp,e,4.0,1626041.0
Ngzyyxzvzpmtiyrijjtjaqveirkzvefqcokakdcejmyrseknbvmpdsnlsvbnlukcuoyttqcq,W,1.0,,1-923-307-7682,United States of America,WMQ8224,Toronto,96828.0,British Columbia,WMQJYMBR,yfahrrnndgvrzasbkoi,,9.0,R,19.0,,Comcast,SDNYFRMGERF,,3.0,1664278.0
DZQFIGQMMFFJWGKUEQVYMOPSNFDPLRTVIBVBZHIQZMFIUYNIPWQEI,W,5.0,Hmugnutvjkv,1-752-166-6659,United States of America,Kpx8225,Santa Clara,331955.0,MS,Kpxlgmpxzalxmsujieydcr,Vdcqznh,,0.0,O,17.0,476.0,ConAgra Foods,Jrpdxslsjaitcgbgje,,2.0,3621441.0
UCBMAKLAMEIIIIQNJEUIGONKEMQEAJFPYIUTPSBVWLZHFAYH,M,0.0,Irvnsknl,1-320-563-0473,United States of America,VPV8226,Missoula,317773.0,OK,VPVOMENUIKOEOQJZDLJNSTXGSZJOGG,XMAJHTNDZJS,,6.0,U,59.0,512.0,RadioShack,FOKCITVXMQORYEKOSC,M,5.0,1736086.0
Hzqfmfqgziqbhpviudjvhjpbxfgaxulszeiynftjuzzt,M,1.0,BRXENPDOEB,1-321-306-1431,Canada,VYM8227,Quebec,194250.0,Ontario,VYMZFCRIRUE,Qeorvdogtaehzvrifgvmmdy,,8.0,O,97.0,693.0,CF Industries Holdings,ldqwbgqddxwvlrqcgveoallj,M,3.0,1253712.0
Peidcp,S,0.0,Anarmyrl,1-052-095-8041,United States of America,Mgi8228,Mesa,91558.0,KY,Mgiarpfrvqbrtp,vxomuiajqtiqlhyoefyiusu,H,5.0,O,45.0,623.0,,jiafttrkfdfxej,f,4.0,58913.0
Nqtlvgdddcynuhmwxuapofqeymfzqvjeafplewkkvgariuukififojkemkqii,U,4.0,Ognny,,United States of America,Gbw8229,Santa Ana,422839.0,IA,Gbweeigts,,K,3.0,O,54.0,622.0,Teleflex,Xjpevbukikogxjgdbr,,2.0,1999815.0
,,4.0,dvzouz,1-052-009-5616,United States of America,qma8230,Oklahoma City,239411.0,Saskatchewan,qmaoxucwmafgpgxbv,Rgdmwnspyuuloagwnqjfojsxqsymvtitoeouazyrjl,,2.0,O,17.0,750.0,Sigma-Aldrich,Vnaxqiqgvgtolwihahbmijjjssio,,5.0,896850.0
Impnsqvntocfwobhnrabjgivkawepwfqj,M,0.0,Clstl,1-170-960-9109,United States of America,Zwk8231,London,444526.0,Alberta,Zwkgytc,vqxrxqaxtnnpxyefflybhmuhzhlmjxebuuoljmojxmusdvbpmwc,c,6.0,R,72.0,686.0,Steelcase,Yucdkwkaralraloiw,,5.0,3240804.0
MTFHVPATTDXCOMTJEDZYVDIOQYKHMVALOZSRSPUOPDNKTHOTIFWREBNN,M,2.0,Iypwb,1-847-755-5040,United States of America,NMP8232,Grand Rapids,202486.0,KS,NMPAZTBOQLEQMNHMBTGSWXSCHTBWVD,WPSLKXVDQIFUZSCHFFJFQWNPFPZJXNVMXMOJKAAGCCOGRXDPWPLMWCDRMHMBPTENV,,9.0,O,5.0,648.0,FirstEnergy,Fqsgea,f,3.0,2554609.0
Ynagcrismpmdzuiqhbviaeszgaswicwkwhbeflfyqmyzbcckhgbsomapheahuwhzlth,D,2.0,Kqntlxhvz,1-224-955-2425,United States of America,GTD8233,Colorado Springs,68361.0,WY,GTDBAXQJFWSEVNYATGBEOW,Mgpnkjinxuzhjeligpebxhpxxbiuycmacrzkebuevwsjjlfsvususcsmdvpg,a,9.0,O,56.0,499.0,Affiliated Computer Services,WFTFLQLUQACPIMSSGEGWOL,,0.0,988258.0
udxfegumntghjpjmbvdacqwwvcsvudetqvegkrpl,M,4.0,YQVNVGI,1-292-360-1691,United States of America,Bic8234,Iqaluit,158060.0,Saskatchewan,Bicyrvktfccwcjh,Slxjqewoxozjaudqjdmhkdobzjxpoojdsafjduscvmodtmpowfxdldkolm,,0.0,O,2.0,682.0,Cytec Industries,aqrcqagkmchehta,,2.0,1873895.0
,M,4.0,rgnle,1-991-535-2419,United States of America,IDA8235,San Buenaventura,175529.0,VT,IDANLHDUTRTCXOSLH,tjqojnmkfaffqzrsbsiyractihgysfwfqugnhmbejjrrepkncngoi,y,2.0,O,,561.0,News Corp.,gaekbxp,f,3.0,2357669.0
DXRKBQCJKBRSTIZU,S,1.0,Imvcaq,1-399-636-9496,United States of America,lwk8236,Torrance,200101.0,ME,lwklmrwvnmg,izupcnuofnterqg,y,5.0,O,,679.0,Discovery Communications,Odtqpljvpmhyaewcriuansipstghd,,0.0,1038657.0
rjwfufufmcghvsewqsxbqdjxtrjqckx,S,0.0,Yibnrsiehvke,1-111-488-6975,United States of America,Zht8237,Sunnyvale,384042.0,NC,Zhtutvmvpcdvoziznvoqa,hglbpcxy,,1.0,O,88.0,495.0,"Toys ""R"" Us",eetamvoamhvhxbftt,f,2.0,1104168.0
Jjbiifckdzsbjpeuorvoxlipxsghewlsapwcmvereoqeovdxmvwmvqjadzmlasiuopdggwpqnhwo,W,4.0,Kxcfvm,1-153-902-5023,United States of America,kcg8238,Boston,398456.0,MI,kcgbophjwhglqgbovhjbbceak,Mygphp,,8.0,R,35.0,801.0,Hexion Specialty Chemicals,errpyy,m,2.0,3238082.0
wxemwwasopexvzhfoslaxefenrxwsntzejbdhnpndekhubtinpmvxirvdpslurivmoz,U,5.0,yzsipr,1-225-117-5803,United States of America,Qtq8239,Montreal,161310.0,ND,Qtqygefcbitzk,,N,8.0,,54.0,611.0,Trinity Industries,Foxlmlxnaoopwiytqiumpp,,3.0,2417935.0
CTBMNRKZKYIOGEOJRVRQGUE,M,0.0,Drlqq,,United States of America,SNX8240,Warren,322139.0,WY,SNXKNTIRANDVNKXS,BPNZHCVEEBTUTJHXMGANTPPYDMUTKVMJDXFKALDPHAVUEVUHZWMHNAZSROWQZ,L,6.0,R,72.0,525.0,Applied Biosystems,Nralbmee,,1.0,2714291.0
IVITWNZ,S,5.0,epuab,1-812-389-6366,Canada,umw8241,Charlotte,379425.0,IN,umwpvofddlxhmtvar,Zstbujqdzotfwngrkautshzcpbnjotfersizpxpmzdr,,10.0,U,68.0,805.0,PerkinElmer,Itbaluqrdzaogxymgbny,,3.0,1200283.0
mdaiilpcpaposswtmjvyhutynonncjflomkkekwbmtcupnkgacpgigsknwinxzkkuysjrpmexs,S,5.0,OTHPEOWY,1-048-272-4247,United States of America,Kdu8242,Macon,449935.0,Prince Edward Island,Kdujtpq,Erplrnpqbjvtgqlqfohhccellozggsfkahnfo,D,6.0,R,2.0,508.0,FMC Technologies,Tjptfgw,M,4.0,3904614.0
mdwmgllbqxvcbdizfrjjetnytvsntdflwzdjeonmphtgaqdigmiqhkumwjtlwbvrhhbthpcijzhsvrou,M,0.0,wanarqvjjiy,1-501-508-6157,United States of America,Voq8243,Waco,388691.0,Ontario,Voqzuedberysnlkjtavrbkwnwp,Xheqkwdgwuxjmwoqelyqvsxormkqhiukggsewzfplcktnewbhighmdgwuxucf,q,7.0,O,79.0,490.0,StanCorp Financial,WTLQZTRCUTYNIXP,f,3.0,2821487.0
,M,1.0,cknwfvnusq,1-336-477-4646,Canada,gga8244,Wilmington,342163.0,VT,ggaxhjcopqdnoakdklpbjhl,LYIMHAMNIKAETKQXVVUBLAPXUHWFVVVQRGTAUWJUEFAVIJJKPNPSZOBDOODHHTA,R,6.0,R,,510.0,Gilead Sciences,NPHTOYFJMENHCQYF,M,0.0,1237889.0
Hvinftrtmhiqhtioplrkitqu,U,3.0,YWWBFVXMH,1-474-720-6190,United States of America,OHZ8245,Baltimore,368434.0,FL,OHZXBCCGHGDOTLBFOFDXYBUJPOR,,E,3.0,O,89.0,761.0,Carlisle,Hlqfwcocwn,,1.0,1753222.0
Gvhvhhd,M,3.0,Gaaiy,1-799-030-5417,United States of America,XKK8246,Bellevue,468239.0,NM,XKKGJNUBOELKBXHLZJAKIKL,uwgsicoypkbccoobmocjeqqplhrxckxdirzdafbcljxlmzqvayiqxkhlnjzbzbxexgbk,V,9.0,U,86.0,639.0,US Airways Group,VZVRHKKDE,,1.0,929818.0
pjbesxitsmdditkhzvqrurucduhaoiglzwjrgjblakwxtdmxmjdlescqfqf,U,4.0,SDXFPS,1-712-712-1689,United States of America,Btx8247,Hilo,376227.0,VA,Btxtq,RQXMPRNJHHMZSWDGROPANMFRLXWYDLTJEGGZDUTCXWDJCIO,E,,O,45.0,375.0,Steelcase,Bztunhjcroefgumpyxghaqyw,F,5.0,3936166.0
Esssiazilfxsczhuobobfslsdbxsycyerymlawdmoqgdijc,U,5.0,Jsstotteua,1-735-098-2967,Canada,Ihd8248,Ann Arbor,84005.0,IA,Ihdfhvujxlsuyjhmbztnv,klqmyddzngmmadgmfxowol,,8.0,O,17.0,410.0,Las Vegas Sands,Pokarfduavw,f,2.0,3874282.0
YTMBDNFVPKITIUWUXBFCJVMWLNCYPJIARWJWBLDIHPVUKFP,M,0.0,jefmmjvjn,1-268-546-4849,United States of America,Axh8249,Shreveport,324715.0,FL,Axhcysfdsrdbpego,Yajcjjcvazigtmatqgtkkwsxdxshensagmjoofgrzgdepfebmoofmstosvvgscslabzalaee,,4.0,O,51.0,567.0,Discover Financial Services,Jxtojmbvnhhddtscesee,,1.0,667415.0
sxdqqllyptpbksuvfvaldxqpjyvpnqeibrmsmesvthfdavliasjljudcuvdsscbl,M,1.0,Zyhigafqb,1-252-339-9310,United States of America,jyx8250,Warwick,251835.0,Quebec,jyxuaofoqmcwcqobb,EXYHGGCOHCCBRQTEUWUMVAWOFVNSSUJZYAWCIDKBYLFPWMEHAVXVODAJHZZOOQITSCBRBCNAVJRS,,6.0,O,34.0,338.0,Cummins,BDDWRAXICYTMHVTSDVR,,5.0,3919924.0
Sugjnnmp,S,5.0,Vvlqiw,1-558-469-8699,United States of America,Jir8251,Vancouver,337799.0,MS,Jiresqzgxvqthohlhhbvaal,rbiscxmdivmmarzxyiewihjmgujeuaiilhtvbzbhaouas,,1.0,O,15.0,328.0,Unified Grocers,hcmaebyzjvrc,m,3.0,3029241.0
FEIXPHQQKQWYPRNKILXNGSWCRMBBZRVKOEAVGXHSMAYQOJIFMSJTTZDTJZQQPFATXVWLUAB,M,3.0,Ulxccizgae,1-529-039-7160,United States of America,nbh8252,Wichita,226214.0,VA,nbhzhbtidw,rdqsqerhxf,r,8.0,O,77.0,461.0,Liberty Mutual Insurance Group,Ucvhmofoxyrlms,F,1.0,2706929.0
AGNMOTVSPCDMSXDPMPBBWREZYRKPKQQLJRAMHAFYLZWONHQTAHPOKKKOJJRFCOYIRUJRHERKY,W,2.0,DQWEMHMSBLS,1-149-127-7299,,Gbd8253,Topeka,248844.0,NY,Gbdlkerocaqwjdzjeikpnabopqx,GBJDHBDSVCPV,,4.0,O,50.0,720.0,United Services Automobile,WJYKUMONVEGRJHUUWOFKFJUQ,,4.0,3588909.0
xisktpstmyefdtwqdjxsvuuuirbwobezfgonrkcqmsksqvwortijbhqtx,M,0.0,IARALD,1-548-271-6193,United States of America,Gji8254,Buffalo,467894.0,LA,Gjipmgvft,,y,2.0,O,98.0,697.0,,NWWSVMUKWGSKPNBTGZRECQIULSSZ,,2.0,3208555.0
Vagaczbmlaahkipyxsnsobzweizqfooaxqizibhchavywgtbymhspcsxpmwjfgbxlfv,W,4.0,QWHBINPPSWW,1-959-002-8858,United States of America,MRJ8255,Garland,,AR,MRJYKEH,Mckheqokahzouewmmaiqtjpvrytjizesrtozcpikkriikvtqpqeqiofghjtaivzmqaiwkdhcguxafm,,10.0,O,81.0,426.0,Mattel,Tgpjnwmhumabgymoxidjn,,2.0,3859308.0
ZUCMSNQZOOLGFBBYVTZYJKTBZGTLGHWKUPCJFLWEBZESQAORIXZQVFRRPFRIRCREXBXZSUM,M,3.0,dfndhhvga,1-790-570-3402,United States of America,Qev8256,Scottsdale,309563.0,Prince Edward Island,Qevocooirnrcsqrrtapbiyrtwcmuoy,KWKLVJZCLS,,3.0,U,29.0,412.0,Church & Dwight,xsbuyngvvbisozvnjqnbodl,,,2372347.0
Flcxzhoiwdrwxwvdngllihdlywqvupwsprqlrwuioswooo,M,4.0,Tdzgiw,1-459-573-8675,United States of America,REX8257,Anchorage,23737.0,IA,REXWTZAEUMPFEFTB,Lbmoxxwmwwplpbanwocdvncpwburutwqlfrkzsxuahforhdhheryerxjcvovihtvhtcijboxvmoe,J,10.0,O,61.0,589.0,Mohawk Industries,Jnlzmjcwkpemyymlh,,4.0,2547185.0
Aihixnpbkmigawwuvrrohhof,M,0.0,mgetjpc,1-736-284-7347,Canada,Shz8258,Kansas City,84510.0,OH,Shzyzlgofcyxgokctdfptuskal,Ctvtlvpzksrkrpdchobcogaexwqbqbydwsfmclhevgtmg,,0.0,U,23.0,832.0,Vishay Intertechnology,wkdvxre,m,2.0,2397440.0
oaahpkhopatcjubnvuhdvmwzuz,M,1.0,TINZY,1-413-543-7562,United States of America,Ibx8259,Colorado Springs,62462.0,Saskatchewan,Ibxttzkpxtz,xpsnmdnyvuadlrqlbfckxumlctbljhdlzvuzlrtmevkcat,g,8.0,,34.0,,Hanesbrands,Pghxkpvmgykhhswgu,M,4.0,1278208.0
wamapqtqjwntsaignftghcmqqoqnanlbgwobwbkifremhvxjrhlafc,M,5.0,RKPWYO,1-086-431-7246,United States of America,Srz8260,Fairbanks,259950.0,SD,Srzzksnhzumy,,I,0.0,R,91.0,766.0,ConocoPhillips,dzohpfyrblsidtjngmxlrordkq,f,3.0,1657447.0
OAEMFJZOEQACUMFJIHZNTSQPZSDBARA,M,5.0,Jstovqqiv,1-385-146-8140,Canada,FLL8261,Inglewood,177982.0,NC,FLLHKIIZAZHRICLTIT,GJNVQCTEZASJWNZYGKHVRYZFDXHZWBFWM,,3.0,O,90.0,508.0,Clorox,Mqwcfyiprvsirchhacxorh,,5.0,3306301.0
Ozlaiqbxxwbwbjuvpiqfjhxyahzexbytgejyuczrfzgjribshcoxqt,S,1.0,WIVOEI,1-555-884-4350,United States of America,foq8262,Fresno,399867.0,VT,foqinya,fbpgbzxivlrfpbfieerezohtxxjdvejbzokmaftqqexxxhhtgteyfxwbkgunfqz,A,5.0,O,99.0,744.0,Mutual of America Life,renxmtwbgbeli,M,5.0,3114013.0
QYJAUZVDZJLHTOJBKIGZDCPHBP,S,0.0,ZHRQLGKHVJH,1-747-411-6701,,wsz8263,Quebec,197976.0,CA,wszqkkjrtgrxpdvc,Kxsqsnmuqegjx,p,5.0,,94.0,569.0,Medtronic,ZAWCSPHUSBYDJBYU,f,0.0,1628599.0
Nlozdmobbxwbvyxiokhlkufrselvyxisiuqklmnskqblsozwdsydacxlwcuyartarjauikiyqiqx,M,0.0,Epoqvkjntsm,1-068-236-5784,United States of America,Mlh8264,Allentown,479805.0,Newfoundland,Mlhvjh,zzytpsyeotgvakdunhbohxccavktecvdreykvwxfykxifuqsffbvtatddclhlohhlzqpnjug,b,8.0,O,70.0,632.0,Xcel Energy,YVOWJQOE,,3.0,406225.0
gzrcvlnxkcgmmsaasugzvjmynvasvsatwvbirulbhaxkwpehomxppjxvjguznfwtoitax,S,2.0,ojwznjkjt,1-866-836-5802,United States of America,GIQ8265,Newark,355323.0,CO,GIQMAHZBIVGDGAUR,cssopwtrqsktthl,,0.0,U,43.0,709.0,Portland General Electric,biywtldywztveknplf,u,4.0,1201091.0
Pgwjcdzmcygjlkmvpakpzjejddjjxovvosibxoseyvlvnwfojeqxv,D,4.0,TXYMHK,1-998-541-3254,United States of America,qsw8266,Overland Park,138933.0,OR,qswxcmgcffgfprvslvkq,EGCCYNCVJMFBMCEVSICLWSTCJTRLIMAWNJGBISMOSIRYLNSWRNDBMSOSZMKMYJYNG,n,2.0,R,21.0,448.0,Molson Coors Brewing,ijnbscdbqqsocghvx,,5.0,3141283.0
Zqlvlqqwupjwvduawfmvcngnclponxhbofnbw,M,1.0,BSGJLGSSLR,1-885-323-1549,United States of America,bfv8267,Brownsville,373085.0,NC,bfvlotpwyiqbjyqeiy,Xpfutiazenlhgvxzbkhlacczttudrnxeaqrhxrydhftnastdtggnyvyriexlrhkxu,,,O,56.0,452.0,PG&E Corp.,JJIBTDGBWHWOIMQERU,,,1926007.0
Iuwwrampcmqsqtohet,U,3.0,CSYSBOTSMB,1-514-968-3721,United States of America,jqv8268,Newark,223635.0,Newfoundland,jqvfnemhqipdnmbwbmkwohtd,Dgszqgfquibiajwisgmscdhvooikijlivhepxuapsxpqlxvilniopriziuxenrshstbuqhtmpecrcx,o,6.0,U,10.0,841.0,Williams-Sonoma,Drnhlmcrckf,F,2.0,2838996.0
Hxshojgldxpwdvczfqvfofmpcpnsblntzwfvhznmynodglewdacmazdxmtvrfrnjefgcrfpxfgbdj,M,2.0,nqdvvjf,1-269-244-1579,United States of America,Buz8269,Oklahoma City,293818.0,CT,Buzzkmgbvosvzzipim,Idjtaneahscsfglpusqzwbhtndjiqyrfyowcykcijyhhkbfzszhhglwbbuxaxwrfonogyosjvoaii,,5.0,O,51.0,570.0,Honeywell International,Ugfwtampizrxogf,m,2.0,1737347.0
WOVSRUBZSLYASYSFWUZRDBDIRQJBETCCRWTCVOMIJJCGIMLZEONPXMNRBXTDUEPQHFRDCUUKYWKUSQBO,M,1.0,evvdujmiehcc,1-372-816-4603,United States of America,End8270,Hull,310287.0,AR,Endjftcwylmlgjzqvuurzvokjb,cnkqfguebusvxeinbmswcshotgtanpljafynkumilhrapwulxcsaykotuabacnmrgclmpyiqvbwrngye,u,6.0,O,88.0,328.0,Raymond James Financial,FUXMVCVRUDAMQHROEHP,M,0.0,2727896.0
UTVYNMHKRUVICOLDMWTIWXXQYOWYINYNYLCREO,S,2.0,hpbaanyphumm,1-469-915-1376,Canada,fnw8271,Lowell,347444.0,UT,fnwccaavwyaywtyfmygb,Sanwkaeqwgioyfaijdkubtkjhegnvplfwtqdzvrvviusoqnncddrvohj,m,10.0,R,29.0,691.0,Calumet Specialty Products,Ibtbtxmcvtwvijegzzmyxezaqcgq,F,4.0,1463334.0
embljhtpibdtlgybnjkopkpj,M,2.0,ldphbkktlme,,,rra8272,Bakersfield,438442.0,IN,rradsttvsznubvf,brqdhledhbrmhnbjcagcfgmftphdzjdiwueqqkswdatvilkosxgggzpiwduktddk,,3.0,O,42.0,549.0,Cinemark Holdings,Kvvixfanpvev,,0.0,3778043.0
AUPRBOVBHRIYQDQULVTTTNLBNPYHATSGQLVDXOENJKDFWJEMUIKBNTSKFECAM,M,4.0,Fpnxtsdsz,1-980-661-2985,United States of America,Zso8273,Stockton,259339.0,NE,Zsotdworplimkuaqq,wshgv,K,7.0,O,49.0,399.0,Hasbro,xvgnmmwd,m,5.0,
BZPPBHMKIOZBLNWBUTEDVXBVQACFMBIVQSAVHDLEHVRED,,1.0,Kmxxtsp,1-219-975-6702,United States of America,Jun8274,Frederick,249443.0,Newfoundland,Juneadslw,Qdkswditpiykwfcqwqbvfhoavxwcscrqatqzbhrvwvofhpugsvnlqoqhnsggrkqmwzwnbbymmlcawh,P,5.0,O,,419.0,Ecolab,Sbbnesrvfiuf,,0.0,1111335.0
XBQOKOACJIOSQPXMORMNAURSNGRXYROM,U,3.0,IUDUXW,1-853-223-4071,United States of America,YPV8275,Hamilton,421335.0,UT,YPVMIZYJFKFAUSLQMEDEBBNWFTLDFR,Lhhiaskukqjlziggcqnbdwyebzmsknaprghgghnvawuuytplawbnyiqefcgzlmbdjjbjlnmyrkoksjz,,0.0,O,33.0,739.0,Activision Blizzard,Jwgobvuokphtfmuluahwfw,m,0.0,3962912.0
Izdpcvsgpbposzszximguwxtsh,D,,Uwcdxqb,1-353-902-3981,United States of America,Dey8276,Elizabeth,329021.0,SC,Deyuvpe,Rgdliaafgdzuwjijrdxpxapqejtrarbcjorwixkhuocqqvsavzlrnevqsyhmxslbdpnijl,,0.0,R,35.0,807.0,Asbury Automotive Group,ivzklgeuujrffttsufderbqqibadek,,2.0,643738.0
cburkbyudnvxkoivdxhbxcxyzxbgywongkemyfwzgtjdoptntvqwxujtnxoicrcipjzqnuymothc,S,5.0,Ovzjftyc,1-543-814-1676,Canada,Ihr8277,Hialeah,382911.0,WI,Ihrywdgfvshjpsdmajjzguto,Ebzoiitpggbfakutnnihunlkruipzgedobsspyqkdtmiwgmylvdjpclhaoq,,,O,3.0,571.0,Wyndham Worldwide,Zeohltwkqfwijfxxndnqt,f,5.0,3566462.0
