AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,Phone,NumberCars,Age,OwnOrRentFlag,Employer,NumberCreditCards
bhv10412,M,M,Zdehlolwcuiqjleh,Pnonjkkbeffk,Tucson,98805.0,SXTBDXMHCFGOVCTQYEVXIGZIZRULDEAKYUL,96133.0,347.0,3.0,1-588-639-2048,3.0,24.0,O,Mueller Water Products,2.0
oon10413,,S,Gkivdd,zqkpn,Newport News,415562.0,Lxmgsbiqkxiaxbykwpuljbhqnykfavsbtugwrbxdqarwzn,2202163.0,721.0,3.0,1-901-581-2442,3.0,65.0,R,American Greetings,4.0
Xxh10414,f,S,AOEDWGVRAESZHHWKBQWZKZLQBSMDYCUPAEXSXUOKXRTKYGCADQTYEOLBIXVRKHJOMOD,Zwjmj,Allentown,441587.0,,1028525.0,587.0,1.0,1-699-693-3144,5.0,18.0,O,Burger King Holdings,7.0
Exw10415,,U,DOJJEZUJPFGED,ioexqv,Mobile,9627.0,Pylctadrixirbffsnmnxwzpyatqnvmjsmcq,3993579.0,665.0,3.0,1-619-613-5731,2.0,95.0,O,Key Energy Services,3.0
BBG10416,,S,TLSJKSMYKRKYXLR,Gurjr,Wichita,233862.0,xlftnpvclmajdd,1996284.0,596.0,5.0,1-681-708-9564,0.0,71.0,O,Cincinnati Financial,7.0
FPW10417,M,,Seqxhqtjjotvxakscnuvzvizdcjhxzrpiccblfpdnccumeayyqrjbqpkknnc,yyipvekcuvc,Grand Rapids,334308.0,Icqlortgfddwfqbfmtcebsdpzsivlirbyciaahsontkunxasyegqvjywxjvth,3171120.0,805.0,2.0,1-476-753-5709,4.0,85.0,O,Capital One Financial,5.0
xwl10418,F,M,SCVZEHQGFGJHEJPOAVHXASIVRIBSXVERRFLTGYVUUADSNOOSZBTANFKIMLMYLAQDHCXP,rqdubhchalt,Rapid City,161029.0,Xezqmgglmlxhyytdlx,2340281.0,809.0,4.0,1-311-133-7551,5.0,73.0,O,Calumet Specialty Products,5.0
Cwg10419,m,W,Cavhmdhpjujzwgluticzg,hwlqmnxe,Biloxi,53470.0,cnsofz,2066049.0,649.0,1.0,1-906-549-1148,4.0,80.0,O,International Assets Holding,4.0
Kyj10420,F,,Hwcpnftivtueqvwydbufavcaebdsarjoqjbaxh,RTLNBKGAJCOM,Scottsdale,30532.0,neincjizczkwtbcypzhaixfdodcuuyknwvi,1083692.0,477.0,2.0,1-524-589-9427,5.0,91.0,O,SunGard Data Systems,6.0
BLW10421,F,M,rxvypzncdptjqlmg,Zmrjikdalv,Lowell,25972.0,Cjqtadqjkxowzinyasstfqgglphimaacjwtsvsiaonvgsxvwkgzprrpuuojdtbtb,2004942.0,573.0,4.0,1-999-517-3538,4.0,23.0,O,Masco,7.0
ILU10422,,S,YOJPTAKYCGGNQFMJFXKTZKMHYNHVAZXQXHODVNACASDNHSWWFOJSNZTVXMGOJSIDIFNHG,Yihroap,Warren,142504.0,kcoxytebzdckjoxouhoeubenpxlgrnxboxyoletnvpptl,819322.0,553.0,5.0,1-917-543-3586,5.0,29.0,O,,8.0
iwu10423,m,M,Huqwdpxiaxgmsgpajwjwfssrwdvanckkhm,Jlinkfoh,Elizabeth,,Tjjehtztevzjgogmhsifmjqmushcclwcb,1416865.0,828.0,0.0,1-115-454-7047,3.0,5.0,R,Gilead Sciences,9.0
Zor10424,f,M,Fimkmjghkutludfmjcnweklwvolqjnlwzibogoukijof,Uzlwydeos,Savannah,176799.0,Trrbpnlmznrnmslcokafsfjvjkj,120180.0,841.0,4.0,1-067-939-1946,3.0,2.0,R,General Dynamics,3.0
Glo10425,,S,Kgknjiusid,ellcscifirph,Fairbanks,218694.0,ZXMWNJYJDIO,2281823.0,800.0,2.0,1-958-298-5821,,51.0,O,Amkor Technology,
Afv10426,M,M,Uvbtunipvdvbqjmovoxxsrvwobtqhvmqxhrgin,TERMO,Edmonton,35119.0,Esunuxyoltbpcmxzxfjjwqozgmvkbjbewnrohchlzysbjurkkjllrroyrdpowpvmobu,2855023.0,517.0,4.0,1-923-250-5865,0.0,40.0,O,Target,0.0
Zia10427,F,U,Phxarwzalbxburpeullkjhtrgrxikstxfhcabzpbhpvrqrtaiunrvnfyn,Obzbo,Louisville,117585.0,Afrkygxemskgrrtelfruujnonsugirmcvhbbguoaghxvbjyftnqlgugflyfrkqhdrwklt,3391808.0,765.0,2.0,1-171-725-5237,4.0,46.0,O,Paychex,1.0
xjj10428,,S,PNJMEAXNEPTFKUAJPZYJEXRCJ,Vgwuef,Jacksonville,288582.0,ayzufdkwhdfugknngbknbofapfhrslxguxquutnjvacsgpidabltzkgbhsooilcvuhvsuhwlrcqhvhb,67395.0,638.0,0.0,1-150-785-4368,4.0,40.0,O,Zions Bancorp.,8.0
vrx10429,m,S,smdtkvqqrkqqvirfnbrsqfbuwtlndehxytssoucubgtknnqcpfuskcvko,Xwnazrpvtj,Boston,10147.0,HPFIEAJWXIKPQFFAMCORWOYONFZXQGMMRVBOKXX,3442111.0,,2.0,1-476-442-7533,5.0,47.0,O,United Services Automobile,9.0
RDB10430,,M,USRCRY,CWWDVI,Tempe,41641.0,WBSBVBVJVDHIWRNKAFMPZOSUNGPJ,1649692.0,380.0,3.0,1-752-777-4031,1.0,7.0,O,Hudson City Bancorp,9.0
TSJ10431,,M,ueltnzzjxweiufdmytaydmgxhrjfomwrejhkldlvvzqfyklhzjqngn,elvuupg,Evansville,391424.0,YNCNZNVBBXTTHWQGFGBOBUSTBXKBLVAQSOUNCDZMDFUSYYTMUFTCDDGQUQKNNOQRSFOPXI,152265.0,847.0,2.0,1-115-371-5625,1.0,90.0,R,Priceline.com,9.0
Vwr10432,f,U,Zrsgjjkwonxnqdekbpjetxoimmiocwqve,YGHMWNVKVWVA,Fayetteville,152743.0,BYQXRSCNZUWFODBNQGFSXTAITJFCVSSFOHFLKEFVJTEQJMHMGCQQVOSJFKNXFWKUSBBMIVIOD,3469374.0,445.0,5.0,1-190-860-4262,2.0,14.0,O,Westlake Chemical,9.0
AXP10433,,S,YZRPUOVFACMMYKBX,Qixjxtwkc,Santa Fe,347733.0,Emzvrmpcasffzbsbpdtwmsyz,140492.0,357.0,2.0,1-378-556-6756,3.0,71.0,O,JetBlue Airways,7.0
qdk10434,,M,Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,Dvqtlgduogc,Pittsburgh,419510.0,WZKJHHOMAMDLLLOZDASINQRSEAFBQKCOFYLKMFTFITOLZUKCPEADBASJCSFNQDRRDL,3132606.0,378.0,5.0,1-044-151-0978,3.0,40.0,O,First American Corp.,6.0
Vnz10435,m,S,ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,EXLLSMOOQNI,Yonkers,178999.0,DGOEKMSZJDTBEKGVPGXMUGBHGVSOBBFVVOQJNVOZHVVUBDJCXCWSPRQXG,617163.0,,1.0,1-500-468-0513,0.0,33.0,U,Comcast,6.0
Djj10436,F,M,Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,MKURDNWOK,Mesquite,170619.0,GJUYSVZJSXPXIDJNRBXJZXIJPNOKLYSDWL,403190.0,544.0,0.0,1-857-347-4606,5.0,27.0,R,NBTY,3.0
Wlf10437,M,U,Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,Rtxpdo,El Monte,442368.0,Dowpuzinubclnfyriyzfnmtazfmmz,993123.0,817.0,0.0,1-269-222-6002,1.0,21.0,R,Fluor,5.0
txj10438,M,M,arcrjhlchwuylf,IGWODDYQBZUX,Louisville,34616.0,Ndrkurfscxbnblmdjitnedxbhhxkpeleywponrcktnutmfghfqht,735356.0,470.0,4.0,1-109-673-4602,0.0,15.0,R,Cracker Barrel Old Country,6.0
Emm10439,f,D,Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,GPQBO,Santa Clara,219049.0,Xhmrgsmpibtsgdqixqymvvpfrihhlldzzsxanikziotqritpmytpjdbolkshnqtigcshwbybklnr,1322910.0,821.0,1.0,1-442-356-0443,2.0,96.0,O,Halliburton,2.0
BDI10440,F,W,,Trxhinwesq,Macon,255269.0,Glkfphitkwlhxqsbhnyswxumwrusvtvvmnxmucfqbbrsspihewzlcgvbuakcheeqyqicmguaxw,3909029.0,730.0,0.0,1-454-240-0915,0.0,52.0,O,McGraw-Hill,0.0
Law10441,,M,Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,ypqfjloal,Louisville,499588.0,Otxhwqcljagakzgvgoivisvpqgwttmqseqyeclesznzlhmdowyveddvyvcllpswmsweixljie,,781.0,1.0,1-630-000-9915,0.0,76.0,,SPX,5.0
Ebh10442,M,M,QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,Zvyiazpgurwp,Baton Rouge,303820.0,mcoxsvlgxngswavqbvwjklwtbldvsxvpmf,,345.0,1.0,1-549-008-1034,4.0,77.0,O,DTE Energy,8.0
ZEZ10443,,M,PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,Exgbcgjoyud,Escondido,362649.0,oemdxtelmqhsszbltywmlujwiulkwhqdwtapcvszhumnvgewugkjufpilqpbakftqordlgjphpjkf,314023.0,739.0,3.0,1-057-297-6062,0.0,24.0,O,StanCorp Financial,7.0
Dyt10444,,U,nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,ZJGMCLMN,Modesto,286978.0,tcakxselddddnezclmxfwtqbare,955190.0,519.0,1.0,,1.0,74.0,O,Sunrise Senior Living,10.0
Jtt10445,,M,wqedlxknh,lsiov,Lowell,264611.0,UFXDHTPJLVIIIOHRCL,674210.0,382.0,3.0,1-399-310-5467,5.0,42.0,O,Rowan Cos.,2.0
QCJ10446,m,M,rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,,Anaheim,234490.0,LPLKZJJLBWPLOHOIOWCGLIOBHMVLRJI,3206817.0,381.0,0.0,1-551-178-2679,0.0,50.0,O,,0.0
pdq10447,M,,FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,WSQUBRDMTQI,Escondido,497008.0,Vmqkeqhiuqaisktkrxvifcwez,1305568.0,800.0,0.0,1-815-494-0854,0.0,87.0,O,Laclede Group,1.0
sfy10448,,M,RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,NFQKCLHCIT,Salinas,431282.0,WORWGKEMYRKRHRGGYTERSXFEJNVKNFJHFIHVYZWCUGUUKMWDUQOSHZXHMKGIIQWRVWKZUVZOSQHBTPD,1547543.0,703.0,2.0,1-605-535-6914,2.0,65.0,O,Union Pacific,
xum10449,,U,Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,Lugdchqom,Livonia,130656.0,PTHEGCZCDWJWETDBLWPHVCDBGBHASHCXNSZXAMEAYXVEWMHYESXJSMRTFFMMVXEZRCHIEAJMKJFPT,2581376.0,775.0,0.0,1-997-882-5084,3.0,44.0,R,Dean Foods,7.0
Teq10450,,W,WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,Iausnxar,Salem,118601.0,Oiwgqfutol,2470460.0,734.0,3.0,1-708-982-8407,0.0,66.0,U,Fidelity National Information,5.0
Wna10451,m,M,Rjxduosfbuscqdvln,Srunxqk,Shreveport,404836.0,Cxkjgtefatlowluwtmstwlsbtoaiprurlxctdcqninwgqkqfnop,3028843.0,822.0,5.0,1-153-115-2465,3.0,89.0,O,Fred's,7.0
Ceu10452,f,W,rbifaldziqrlpa,Jzxjqoxrsbmg,San Francisco,468427.0,Txhwcivzwazdlpckrmwqdhqvyglihqncnjpkvsxtiaakkyfavajvwt,1477492.0,306.0,1.0,1-691-646-0674,0.0,3.0,U,AES,10.0
Ggx10453,f,M,Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,Myhpkhmukcml,Lafayette,442185.0,NFZEVDICKEKHRSEWHMNSSUADJLIERYOVPEILSROAQODMMXIKQMBLCWRWNI,3242879.0,,0.0,1-001-292-3158,4.0,98.0,O,Simon Property Group,1.0
FHO10454,,D,uwautgwlaikoxatelxootqjdibe,QBGJCXKGDPX,Anaheim,282469.0,oehfdvezbsitxdpfaioshearsqkvtifxsi,2946449.0,464.0,5.0,1-786-668-5284,0.0,53.0,O,Parker Hannifin,9.0
Rnc10455,,M,GAPTROCRLLXHXBXDAWJAROQTPGLYVKMAWBWXXAQXHPXPIFMWSPFHSYXUPPUXSCKV,Xkdsja,Modesto,13045.0,Ftvisuzdplaisl,692671.0,355.0,1.0,1-914-426-0640,2.0,46.0,O,Family Dollar Stores,10.0
bto10456,,M,,Owevucjru,Wilmington,393038.0,rziafghfas,1596067.0,744.0,3.0,1-320-490-7828,3.0,1.0,R,Masco,2.0
Jej10457,,S,mwhmxgvnhdajxzskqcxbiqvieqgmudpq,mmxlwhizl,Cedar Rapids,417904.0,AQCIYXQDIUNPTLTKYJZLFOJKBNCIONSC,3498981.0,379.0,4.0,1-920-476-1894,4.0,77.0,O,Raytheon,7.0
Nze10458,,M,YPCVEUADBEUOYVWQCAEPENGHJDIFCDKMXGEKJKR,nvfpsxlu,Jersey City,303311.0,Nwlhxgixrvkjvlxkiwawpddefdwnwokmddnjymfhfbaadvfqmrkcpkixpgklcwkkobwlyefkpt,1329646.0,779.0,5.0,1-462-885-6089,5.0,49.0,O,WellPoint,5.0
Noc10459,,U,ugcrjrfqlgrimuajoiimldtfyauaybefsss,Chsmucdpua,Baton Rouge,416069.0,Nkmdftdowolvluvdfomubffoumweuylsopkqypnvizkokweocpbmrexlhjeyoiebicbgcplpsfbwcbh,1012510.0,,0.0,1-971-127-5937,1.0,8.0,O,,9.0
Low10460,f,D,ICPDVCBNAVNPUYDJXPKRJLAOJJMNMLKNDRJQE,Svzsbppvw,Tempe,45720.0,WGHUQXXIVYRADKWQUQKOGBKMQCHEKKISUEAIZHHH,300874.0,442.0,2.0,1-778-748-6906,2.0,23.0,O,Harris,8.0
QXX10461,,M,Ghggtkwjpeolfkqpyfofrtwnvuphddhritmqtruqqzvawhmwghac,QRUQO,Warwick,191472.0,Fjyewegmrtzpqzbdpkmdexvwmpbbqolgykcjfevwlfuxobyuhcadkxnxkmtplvefcluyhyjxsief,2588995.0,447.0,1.0,1-646-722-9864,1.0,17.0,R,Polaris Industries,9.0
wja10462,,M,Fcvziphziduvjxksbpodwpcpmmstndublkqkui,WNWXEIJNPAX,Burlington,277693.0,Spuexslkftqqhzwoxxxbpjdqhtatbgqtyqcvrdloawkffkzkovmzcdysnaizskxuyazhagrcfsppwo,1864152.0,339.0,2.0,1-292-450-9532,,10.0,O,Church & Dwight,8.0
KVX10463,M,U,DXVVIUMPLPDMWZCKMGMKSHVGPCK,WOIEGKQM,Saskatoon,123681.0,YUYYWTEGRLKTKHRBWRLAVAFKLTJLJX,1753166.0,369.0,5.0,1-168-162-2548,3.0,11.0,O,Pepsi Bottling,10.0
dsz10464,,M,Idocfarcvygecpozdpohdcpdhwosrmjsmhdxighbjdwkgtsocccsghzxbroxiilunztaz,OFOPUZKIDO,Hollywood,346955.0,KNJPFLKGJJBZJUDJMQLYHORKBPOQY,892466.0,764.0,0.0,1-009-878-2716,5.0,17.0,O,Piedmont Natural Gas,5.0
ash10465,,M,FRJBVHOBMBCCQCBELSFKPQHJEXFTFNEUBQHJNTZOKYWPPIGZRI,kltrz,Thousand Oaks,449591.0,TIVFNOJAOJFMMS,820298.0,552.0,4.0,1-668-916-0990,0.0,14.0,O,Leap Wireless International,10.0
Exr10466,,D,Ftkfyrryoyvgqoczjsjunvncndenqupxhfyeiswdjghlcigpgtmlbtdsuhffrdgemkucpq,,Minneapolis,282531.0,Xwnalpbgagyoltepkltoyuwkoftkjifkxjdiphf,3691811.0,516.0,5.0,1-352-195-7073,0.0,74.0,O,Interstate Bakeries,3.0
LGN10467,,M,VBBUP,Oafxemzgscsp,Oakland,334904.0,Wyfcqqxequvhkhxhduieagovtkuhcfhifllilpxhmafhhmrxmzojrwqzzugealoeizfpzugkdqrygfof,3022699.0,472.0,0.0,1-336-295-6618,4.0,59.0,R,Expeditors International,
ADC10468,f,M,Qcqvghvhzfmkeoehbiaudmucqvenjlqekuq,IWQPEA,Jackson,396256.0,QTRWPYDBZHYSMJGJKGM,2966366.0,599.0,2.0,1-252-406-8683,1.0,53.0,O,NTK Holdings,3.0
gjb10469,,D,ssojrphclfmqbzihvjsneklntpp,,Fayetteville,,Kedhkwvpsgffcabxgagkylc,3152210.0,820.0,2.0,1-659-207-6264,0.0,72.0,O,U.S. Bancorp,8.0
TJP10470,,U,wygjpgnldhfieiebjfpeyqhvaqvzbgitkwfflhfcccvzetumtwysnlevsbu,,Rancho Cucamonga,372180.0,MWZTZLLDXLEIIFYGREJZEWCJVXUBVXTIHINGIC,917067.0,694.0,0.0,,2.0,5.0,O,Analog Devices,9.0
Gxd10471,,D,Ykckixupxunpatgrusgw,EPZHXFPK,Lowell,265501.0,Xwzrcxnlywwbswmcw,2265942.0,686.0,3.0,1-266-615-2663,0.0,1.0,O,Avis Budget Group,3.0
EXB10472,,U,QEKDORTISXTXJABJCPBNGCHTTGVRFZQUJVUIXMEFKXCBOMSHYNTA,Ieeio,Amarillo,153751.0,YTFWJRBILZBFEJBNHJXNOQKQIZQWOIGWQLSGRLBASZXUHBTKSGAYSVT,2249963.0,526.0,0.0,1-078-159-1786,4.0,56.0,,Ingles Markets,2.0
Uab10473,m,U,Nbmujfikrdnkioppywqjzxwfvuhxcdxjqdxyq,VUWXNFFXXBZJ,New Haven,278860.0,Vpnzzgmywtbmaardcnrdeqdhbhzdiroiumvxwqybcpucrxlmxzqbqwly,892022.0,651.0,0.0,1-694-724-2982,2.0,42.0,O,Marathon Oil,0.0
VMU10474,F,M,TITFLSNCINOKYCKAIMRWQLASAJ,WRAFQDXKO,Virginia Beach,219172.0,Hkbnozypbbdnjchiszkoyfklpuflxodqwzoknpawqxzwfpupdm,3250265.0,586.0,1.0,1-537-619-3188,2.0,75.0,,Weis Markets,3.0
SQW10475,f,U,PSINATSBFNRBHRRWHGJKLRFDTODOXRA,Hrxnpcw,Montgomery,184886.0,zpvaexufshprgipcjpsadgsuugwrmixptwyiw,,693.0,3.0,1-432-253-7865,2.0,37.0,O,Tenet Healthcare,
ecw10476,f,M,LBNKROMHBRHLABJQUKIFL,Yvdbxgqiubx,Pueblo,320403.0,Azhdwodecirrsivldmwglirgmozbcbwhmrzrghmrqbjqrw,492719.0,837.0,4.0,1-203-159-4639,0.0,17.0,,Sunoco,5.0
Ryb10477,,S,Yywigwphxxfeowpvmmigvmhjjs,PPUSKOHH,Elizabeth,159136.0,,142197.0,566.0,3.0,1-538-685-4002,2.0,33.0,O,Graphic Packaging Holding,1.0
QVL10478,m,S,Iupdghqdtxsjsfpyqjfbatvntojhrmmcivjndymjftmzmlyfgfpjcbwip,RVUNY,Stamford,370758.0,Faneogrffyjlmk,3960916.0,761.0,2.0,1-553-254-8990,2.0,6.0,R,Asbury Automotive Group,5.0
Hfl10479,,U,Abqwihddzfxffwkmgzvulpfrhiktqrmgdosyrjeailzdcdxzmngcyzeilqlpy,giqxbof,St. Petersburg,157135.0,zblvlgczlnycbdicgkgufiawaccthqxuxzoxxxqswt,3838072.0,451.0,0.0,1-482-663-3113,2.0,,O,J.M. Smucker,5.0
Elm10480,F,M,MBPZPQQWJFGLLYIRUOMEDEMJDYTOFCJIBDKRWHUEXYBCBYHLOOGDTDZTPHMTUCITULQXMJWXJF,Oxbxqx,Overland Park,73196.0,Mnoegeocgutpwcgzfjbpqhsuemlorabcrbxfpejfmqxqnv,1141464.0,,,1-516-213-2705,0.0,1.0,R,Group 1 Automotive,3.0
Unl10481,M,D,ASLRQXJFTROTIRJWKHJOOTSGAGQCMVVSLZIOICXCGDYYVHMRPPDJDOSVMLFAZMIGHSYANGSTXMREO,kddkgebv,Santa Clara,123929.0,smrsnxggus,1869632.0,399.0,2.0,1-208-073-7226,0.0,13.0,,Asbury Automotive Group,6.0
VSO10482,m,S,OQTKSFIGDJITGOK,Myymicj,Elizabeth,241010.0,Jnrmrsaecssssqxfra,975838.0,506.0,4.0,1-672-735-8071,5.0,78.0,U,Dole Food,5.0
QOO10483,f,U,fwmzjdxncwdvhhluhfpotomfsvqueez,btsaczswgmlk,Sacramento,261831.0,Phrgawuezdvanl,3147273.0,403.0,0.0,1-047-024-6509,3.0,59.0,R,PHH,9.0
LLL10484,,S,LCCASVIDHXJILCUGYRNSYLW,Aujifmpfm,Glendale,92300.0,qbgwebfmnqbtovqotfanepkliogwrfjjxg,1466924.0,797.0,1.0,1-665-791-4227,5.0,,O,Kansas City Southern,2.0
Igl10485,,M,zarkbpgauklhllkyyucyrdqbfhhhwlgfcmoerabviuzpyjnpofjcjfbgjbctgkzmdyjswfn,AINCMWY,Salt Lake City,2100.0,dvcyrcggqofwsmatyrlroqtrxqhbbjypjqiavhszkxktgwhgsmeqocikwoopyrxgbijzusavm,2988300.0,764.0,3.0,1-686-732-0895,4.0,97.0,O,Northern Trust Corp.,1.0
Qdc10486,,U,RSZTJPWKPULGPOLBOWLCJJKJHPPWGRTKPRSCKULJXJWDHDOZKGKEYKN,Oncvqmebjee,Lewiston,355124.0,Wcqricrdmpdgxtrzqlywrkwgtidgesmasbwthwfqriturjsuswwqimqolnouqlgqgfeyas,1128525.0,821.0,0.0,1-195-878-4378,0.0,79.0,R,Kennametal,10.0
oiy10487,M,U,yfnyqzqxzkbiqxnwdb,Bwpvbkipjuj,Ann Arbor,365963.0,Aujaqwwckalglphlrvnvexhetwtfzmpcubrwhthhgwxqymqrpighwmgwaditjd,311354.0,304.0,0.0,1-093-417-5014,,89.0,O,Complete Production Services,0.0
Qql10488,,M,Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,uqjeirjo,Sandy,56692.0,rajqdgeoolttpkgwaprcodnjrxkuuxhryqcyxvmeikvxrpwwcqjomdetnwxhrbrtc,3129482.0,751.0,3.0,1-162-727-6072,0.0,72.0,O,Harley-Davidson,0.0
dbm10489,,,Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,Qdtzptupft,Fullerton,149062.0,Dmvvvkahdeptwdksnoxlxnczuyduuwxelmcqfe,1256546.0,690.0,1.0,1-440-019-3506,5.0,34.0,O,Baxter International,1.0
RKZ10490,f,U,bmceqozphikeqlvbqslxbl,Myvuvsrff,Casper,26552.0,PPICMQZATLHKTSTTVBOPJQMGIBOJVVRWCLYHWBRNUKPLNU,3759146.0,648.0,1.0,1-359-752-9970,0.0,38.0,O,Family Insurance Group,8.0
SRC10491,M,M,Sanooliqxgrkapfhlcypg,xgbcjsxwowd,Idaho Falls,400993.0,PQLVGXVOICSIIGLKLVVAZFTPFFVFVGFSTNNHI,777785.0,312.0,3.0,1-002-835-6543,1.0,98.0,U,SunGard Data Systems,7.0
Dvz10492,,U,GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,ikpup,Waterbury,205214.0,REZMHCBLQNLNLKFELYZQPSRKSLFFSBCMXOTHXBBGBSDNDSEPMUHKNJ,332113.0,588.0,1.0,1-490-362-7884,4.0,99.0,O,Hovnanian Enterprises,3.0
Lrw10493,M,M,,Vqcmo,Providence,44352.0,tdxfkarhwxubgouzbh,723469.0,577.0,3.0,1-317-297-5660,2.0,35.0,O,Annaly Capital Management,5.0
CAW10494,,M,Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,xtajcsszqtu,Jersey City,462500.0,COSLZVIAYXBJJAPIXOUNNBUVPFCZHEIGDIVMREZVSFGCVFCGHZEIUNGHCXJUSEINREOVHJLQQBUF,1925817.0,437.0,2.0,1-930-001-4625,2.0,51.0,U,Apple,7.0
Jnx10495,,,Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,Qleoqdenppxb,San Antonio,25966.0,OIKZQAPWTTPGBSIAQEMCZGBVNSOGMFIQDVTAZFSRUNJDUBTYCIPRDKRJRDIJEUOXKRQLRVU,1304451.0,632.0,5.0,1-143-039-7450,0.0,44.0,R,Kla-Tencor,2.0
Tlw10496,f,M,Diirxqamjmlghsbpqhjndpgqehvatvrat,Ktjigonaj,Vancouver,121914.0,Iaqbpdgjp,2996386.0,509.0,2.0,1-314-434-3785,2.0,49.0,O,Starbucks,2.0
rpc10497,,M,,KXLLGOXRZCT,Dawson City,351571.0,Ajoqba,,427.0,4.0,1-131-333-0387,3.0,55.0,O,Commercial Metals,5.0
owh10498,,U,Ozioppjgq,Hlgzkwnwn,Manchester,293214.0,FWSDKHEUIVTPKWOGLQTUOTGOQHCVWQKWVCDDECUQGVVXOSLMQHOASOO,2621354.0,586.0,2.0,1-359-181-6492,3.0,31.0,U,Oracle,10.0
mxm10499,,M,LAVANNJMICRCCFNPLEHZTEZMAMAAFOGXSMMSVVOFUEBFRENUPHHPFUHVSXXFGNHVJJGJ,sjfav,Windsor,,jedmojqmqqwiodsxdhcnhudmemapcelbjkumkal,1131976.0,841.0,2.0,1-064-322-7920,5.0,0.0,O,Bio-Rad Laboratories,
bql10500,F,M,Uxnfndlozed,YEHANYHADST,Cleveland,445755.0,Msygbxnlgbomjhiqdcdrfhroulrsdevdrxmroxnxarbmumlijjleulcjwzzepsfbvrs,2051517.0,826.0,2.0,1-106-764-1275,2.0,11.0,O,Applied Materials,
Rdm10501,,M,FSDWARJLLTYTRBPXOCDYLIZFEHCTGQLZXMURLHOJOUAYTFQECEIYAMQ,Ebpzjbp,Simi Valley,386941.0,Tunkqvluuxhpslohns,41155.0,714.0,5.0,1-393-849-8422,4.0,13.0,U,NYSE Euronext,1.0
Ztu10502,f,S,Qhlratefcerdpvog,azorvplxamgm,Santa Clarita,480153.0,KOKUYLSXVJHJFMLWROPZTJYUYUQHNYAMHDXCDPKIBC,2555211.0,346.0,5.0,1-955-979-2702,3.0,72.0,O,Thrivent Financial,7.0
Pnd10503,m,M,tgqdslrvkbdfbxjyykgbycfjzqjgoqllqffafehpxh,ymeebxl,Overland Park,471247.0,LTPNXERSYCDSWDLCJSXAXRNKGKZUFZTEDHNZWRAHZASCIMMEEECE,2372879.0,,1.0,1-281-614-1836,2.0,86.0,O,LKQ,9.0
Qph10504,,U,hvflwjdhzirsoporcofajldfdvywppvzjhrlxbzzzjtszeomuchtujgrtxmgibpxrghallhua,khkcptl,Calgary,411758.0,Kwrhwlgx,2176757.0,541.0,,1-078-035-8283,4.0,87.0,O,CommScope,2.0
ede10505,M,U,zzuywershwwnvdrfvnnzvdwoax,UUWQZ,Biloxi,214286.0,tgofhyhfwooinpyrlmuqqohqcpqiptnqbfmzksxjfivih,1503313.0,323.0,3.0,1-287-260-0233,3.0,20.0,R,KB Home,3.0
Aqd10506,,M,Zxyyiymdeidguavoxtonfwlcrcvqtaotlclqsyzxwdmuohnuvqnyvgkmywvmuhtsbluxko,rrrhnzo,Austin,205176.0,Hfpylabechvvkfwdjjfofizggizswnvf,1684590.0,320.0,2.0,1-510-375-4589,0.0,72.0,O,Lincoln National,8.0
