Employer,NetWorth,Country,Income,NumberCars,AddressLine2,State,AgencyID,OwnOrRentFlag,PostalCode,MiddleInitial,AddressLine1,Age,Phone,MaritalStatus,FirstName,CreditRating,NumberChildren,Gender,NumberCreditCards,City,LastName
,641857.0,United States of America,392681.0,0.0,Eqljvgchpvdlwfzdpwvzlklxyywfsxrcsnvuyuvzpkfbjmkkhyvhjifkubgcajt,NJ,vhi8591,O,KWNGI,,Orpkytotjnplmlnjghlojxareahdhkgeazvvncjapyrfsaxoggqpzjraeoutcisofpyn,2.0,1-081-075-8517,M,Uravvwpydxqm,567.0,,m,9.0,Albuquerque,vhiigltnapqnmvdhtvavl
Levi Strauss,,United States of America,,2.0,Fxawqibuiggvgbffmkaihhmngdixzgpaxmnvyffvgrnzmylfygdnoe,KS,FKP8592,O,Mztahikdrx,R,Wqpzyiafoxkkmromlydjqnukspljs,44.0,1-293-065-7270,S,bltqcqbjmpuyhmsplrye,582.0,1.0,,8.0,Milwaukee,FKPCANNTJIJKQPNMEB
Ecolab,1261679.0,United States of America,50201.0,0.0,knrvpucrbbbdelzecnjliqkljhzghsevsjlzeqlgjbkkwhrvyckbvtvihm,CO,Nks8593,,cqubfw,,Grphhmmujlvubvtrlfolqsheabpaszfj,62.0,1-829-178-3320,D,elcgrfhysc,820.0,2.0,m,0.0,Whitehorse,Nksikmdlxjqbpuyansjjor
HSN,1045427.0,United States of America,339560.0,5.0,HMTRBPWHOMSFTHIFLAOATHJTGGRQZJLIWKOBERRSGDGTDZVCZEXETNYCULPQO,MO,Tlb8594,O,Evnvdalyqoa,I,ghjyeciouhbtzvbobggovohmeiaakjwkcdwqjgzntylfcfjnnseycxilkkdqahcmribwrhtnrcicm,90.0,1-370-287-6161,M,CPNFOLEVVVXYYIUDKLJBEZFGVTXTB,575.0,3.0,m,1.0,London,Tlbcpbfbytbaekrguivdlmkrolmblu
NCR,275062.0,United States of America,316007.0,2.0,Melpwzbowqmkxhtljjktnyhdgsmgwb,TN,JCP8595,O,,,ddbfongduyzncdibegglp,45.0,1-091-183-4401,S,Egxrkiolomfdwegspgcetxjopnosv,805.0,5.0,f,8.0,Oakland,JCPJJNVDUTBCDLCAYNPLVAZ
Blockbuster,423990.0,United States of America,242613.0,3.0,Juicxqfmqwbbm,VT,Ahl8596,,Tradsmgp,,Fdfhgbbkfqblpndfvsotbdrjftbtlsiknqloqpchgdgnttvenlagcjmtosuswutlrgvxedsuadcypb,18.0,1-902-843-3273,U,MTZLFYOWSCHRXLVQRZWOYUJPB,708.0,3.0,,7.0,Albuquerque,Ahlqwxcuixjwxmynbspmaccew
Paychex,2825842.0,United States of America,159051.0,4.0,CUVWOLGHIDKTUZMLXLDKCFSJPKWPPSSDK,Ontario,PMV8597,R,GNIBLFLAR,c,LMCUCPKDDQFVIZQSHTMQEQCJMMTBRACAQZGJJHDMWOIRSM,46.0,1-772-664-5060,U,Gdinfbaspghpp,779.0,3.0,M,,Saint John,PMVVKSJGJGCEPVKAQOXSULTXZWM
Applied Biosystems,3381734.0,United States of America,330406.0,1.0,Otqtpwcstaxwnkudozhxjzxxfiaoznjmohqosefjxbh,WY,ZVV8598,O,Isokpygsb,L,Davgiccmtloxjcvyyauxtkkf,49.0,1-827-201-3872,M,vojochrppjgpci,305.0,3.0,,8.0,Denver,ZVVVPIVOPUTOJBDKGSDIOCMJ
E*Trade Financial,,Canada,195219.0,4.0,Jtdfflvjmcjqviqzexpznbuvwlpngznolylisuuncvpipbmwbjbwfazdbflprqrpkoc,MS,xkt8599,O,Exabxmsvqyev,,EFNBOIJXSVT,17.0,1-869-489-2003,S,Aysdiadujjbhmtspcj,315.0,5.0,,8.0,Evansville,xkttrimceayalpfahe
MPS Group,,United States of America,344329.0,3.0,Clzpblfeiwtmzobfudixfodrblnhdnfsqwjvzcbhutnswqvoxe,PA,Gpd8600,O,QUCJGDUFUBT,t,Sgqzyhtcmbvbajnmxtzfvdsedgpmcxrncqfnfictqibnhcaipbxpbittlknnevs,0.0,1-833-360-5068,D,AGWPZBVCTHDNCO,419.0,2.0,M,3.0,Winston-Salem,Gpdzxeut
,369324.0,United States of America,251678.0,4.0,Hctobzhvwsnpnjuvtyuvcexufxadgbzpyhaxzbjmehcpmtxhsxookcy,WI,Cac8601,O,XNUHLUMPS,V,ACPZCKZTNHBHPYADSQATCHISFJTIUJNPGCXXCKORFSMPHHCPOLMQFMZBDHQRSPMAUKEVFWQMJXTB,37.0,1-843-633-3031,S,Bjwfmgrmhesukbtnjvzg,686.0,1.0,,1.0,Tulsa,Cacxwojfxzbjgmwdmixdxl
Northeast Utilities,3595684.0,United States of America,228925.0,4.0,Xwzikf,HI,Hjv8602,O,nlyrncib,w,Lcifdtivbvvnitmnxrwrljejkmdvtkspctrtxtrqtwpfkjaapzsuzxoovibdvxyumykshovipmsvvps,53.0,1-497-428-5242,M,EXHTXIHOXDSWMAIRMQRL,533.0,2.0,M,0.0,Lancaster,Hjvvwfxfmwafrpjejqeizfonysp
New Jersey Resources,2887362.0,,490808.0,3.0,Fatljegfadjdwsbufjhhlxaezurvtnccvwubpiutmel,British Columbia,BGT8603,O,KOQSBJUS,s,urpbnqdssqvafmi,58.0,1-293-846-5212,S,PRUVTOKHCYHVEDZPCUHAQLBVOAXJ,471.0,5.0,m,2.0,Cincinnati,BGTJKKBHWYOTPREYMR
Family Insurance Group,2712723.0,United States of America,462770.0,0.0,Jtobeiguqzjnanvtqhouwtvemjaulppktw,CT,bmy8604,O,Mqokpefrcii,,wgaasrbezotgwhubbenoyo,93.0,1-842-210-6496,U,UIKLNMG,830.0,1.0,,6.0,Calgary,bmyunlqjwudbxdskdksujqjtgruvd
Sprint Nextel,481938.0,United States of America,16016.0,1.0,NMVYQBTIKGONRW,NY,Fgi8605,O,DRJJKVDFTVT,U,Hydwalpivtcjhcamdqs,90.0,1-846-075-8286,M,Febpgpvzm,316.0,3.0,,6.0,Lansing,Fgijn
,51727.0,United States of America,295940.0,0.0,Xbrszkwtzecxuirdarqjiqihrtw,PA,Gdm8606,O,Zvpsibht,,Mizkwmlkvigngsghyvqsyqojghrfigzaeglyfovejxzaazbjmbtc,25.0,1-602-995-8831,M,bxqojnjrqquulwbbge,721.0,4.0,m,9.0,Yellow Knife,Gdmowrhyvkbskvkn
Pantry,905678.0,Canada,483119.0,4.0,QQSSNIHATDUERFZGROCXIPPYPPTMKBDOMROPAVMCHDYHKVN,OH,Lcc8607,U,lpnovywojj,O,ITYPAC,75.0,1-812-512-5994,W,Tmunfhoaoofewvqthbeluameygvg,805.0,2.0,m,5.0,Providence,Lccufnqjxmw
Apollo Group,3099198.0,Canada,34284.0,0.0,TIRXBRETQGLUGQRPWHHNCVYNYPIGOAIQK,ND,Tzv8608,,Zvigi,,BEJOJNWCFUTZYAKLIFFOZJVQXZFGDUCRZWDLEYBCLZFDMRUUPEUGUCRLKTLIBUMK,29.0,1-321-001-2660,U,YURJPNNYJKKXARFABOFPLMPMXUMQO,468.0,4.0,,0.0,San Diego,Tzvkkruzfgjblombcpebvv
,1286722.0,Canada,168208.0,3.0,TTGIGQDTZIMRQBVCVGQCBPYEWIOSTZSZOLRVEKPWCFAZJNRKEZOZZLKWLCGMLOLCEGLWBUBDIBTXT,NV,Qrw8609,,nlyshkkmvqan,r,Icjxksfaxllfkkjywgnicgnivtrjlxelpmtzativiullyfcb,34.0,1-826-770-1095,U,Erwsjzh,696.0,3.0,,5.0,Lubbock,Qrwsphwewuwropvndpmugedur
Target,1751169.0,Canada,267730.0,3.0,OXXXBCFBEJSUYGTRRX,NJ,LIP8610,O,Zqwqu,,UNVXRRIOWLADQCIQNXFLOLORVVXBJOP,6.0,1-873-041-5255,S,vdjsbraetfue,631.0,0.0,m,0.0,Chandler,LIPUJAUTABMVVEPLTJK
Thor Industries,372631.0,Canada,24383.0,3.0,RMGGCIAXSWQCHRDBHWMSOYXKBZAPQJAIFXSLKMYHSJJRSUKRLGHQZOFP,NJ,Ppr8611,O,csykxrqa,,Rshxlsbclfmuusiinzfulweywzatowssuvmuvclktuginvpqtetkwssfmgodr,7.0,1-068-155-5393,S,WPBQLMKJVZNQ,463.0,,m,5.0,Lakewood,Pprmnidvapkkxemakghiaqhiis
Terex,1710525.0,United States of America,286678.0,5.0,Pkzajzniqkanhvhkvxakoccjabvdaslbxaltbylimlnmffvmxpneqbdiidsz,HI,uni8612,O,YJOLLWVXGI,,Wxscwqtdvuxrq,9.0,1-882-260-7195,W,rqeaevsxvbvlh,740.0,1.0,F,3.0,Providence,uniiuotqnvhdotdtsju
Synnex,380664.0,United States of America,380955.0,3.0,Btshfaulkyaexkstnvvmrzjjvjhvfhpzzxsxdfhfmonezknmyex,WI,Cpp8613,O,Vdfdvc,,Rlzjumbbiaqaqhywjfbgezttenembwlxrtswbu,67.0,1-098-530-1114,M,HBDTKOGUVKWQORUFWTGLSMXJ,627.0,2.0,m,5.0,Hilo,Cppsw
Arch Coal,3917347.0,Canada,,1.0,Dcjpgubxlsxjknxpuottgnkwedsoplom,VT,EKG8614,O,pggxjzgf,N,Wsbogeykooahtpznky,1.0,1-607-564-3039,S,Iqyzqfkcdzuakd,667.0,1.0,f,6.0,Wilmington,EKGTHAMSHMBKSCCUTXNXOFYKJJ
AnnTaylor Stores,13701.0,,428257.0,3.0,Hpsvqiqqbweqydzevqzuuqnjttdoducwlmnkudwuw,Alberta,Lyk8615,R,kwttu,,,0.0,1-723-344-1106,M,FOFGUIEZUKUSXQWMHHDXWETXHD,467.0,4.0,m,,Thousand Oaks,Lykxhuckcaodzdtyvoiuwgomq
ENSCO International,,United States of America,15535.0,2.0,eqohsfyltlwnbknnqdhjcfhtvqnlqnbio,NY,Ecf8616,O,rcjjmxviwjnu,,Wpzbj,28.0,1-802-452-3334,M,Nmukkluewwnfuwvcfysnemrkl,510.0,2.0,m,1.0,Overland Park,Ecfsletrgasqlszejvkyuzusunm
Children's Place Retail Stores,1116236.0,Canada,239390.0,1.0,Lhuiylhjpovtnsfpchqoizsnteligcxkgfyeznvoncfegtbxubtdohlujtraml,MN,Ieg8617,O,Uymvw,,Gahgnwfibmubqpj,41.0,1-202-386-1911,M,srsjsrpwqrgu,807.0,2.0,,5.0,Mobile,Iegvfutevnksoqfbkzbovht
McClatchy,466597.0,United States of America,315629.0,3.0,Iujmmqynhlckfgwsyth,Quebec,Ohh8618,O,Mimyduak,,awlohfhezcznrogwgrpxlarxrz,30.0,1-542-478-4325,S,EQGTMHAFDQT,482.0,5.0,A,5.0,Bismarck,Ohhlykmlzcjwtwdkhpiqgqh
Tractor Supply,3972709.0,Canada,120199.0,4.0,RDYGGOHBEKPLBJCBUYJIEGPKUFIOYPLOREJAEBRCHZJTSGYEJXMNLNEFGUGNFIKTWMUVT,IL,Jah8619,O,,o,Acafshpir,21.0,,S,gmjvplagsorsmamjkfcmponmfij,548.0,0.0,,1.0,Honolulu,Jahlnex
Flowserve,2526150.0,United States of America,352122.0,1.0,Cltdoxtnhjzqyrzzxhbvxxeuolvcicduioawjcklbmegxxdftcqcevhbqbuwyjwzjlfb,MA,MGK8620,O,Odfddkbkyorm,B,Avrahqflzygq,59.0,1-699-573-8968,M,Cvskfokpiljuetxm,742.0,2.0,f,4.0,El Monte,MGKFOME
Automatic Data Processing,,United States of America,327738.0,2.0,Eggqhecoij,WY,odd8621,O,ZJVNHQTJ,,Jssapovuedhtpnsdtgwxuhlyletwxsbvbljiam,77.0,1-938-954-7452,S,eplhoixxgrncvoasrjfosni,364.0,4.0,m,10.0,Fresno,oddoxlebhzrxfoibcbxzixje
Spartan Stores,685534.0,United States of America,437384.0,2.0,Qlsimfwnevhhvzepvkcgzqyskebrpiawjdupwzvfexkdlcddrirgz,OR,Rrd8622,O,nhvvsxav,B,rxyvhzldmoqsavhdhtnejohewrilveucgly,7.0,1-536-647-4535,W,Jhxhlznwpkk,766.0,0.0,M,,Waco,Rrdaqshvworazbvgewze
Fastenal,2177616.0,United States of America,438148.0,4.0,Jqsjfbythtbmsqxukrkcejvynenwmtqtqvcevdscz,British Columbia,ruk8623,R,BGGDUURLY,,Mmefekuxwgz,33.0,1-178-860-8809,W,Gqqavrhciwylkrfd,633.0,5.0,M,6.0,Springfield,rukmywd
Cardinal Health,1581228.0,United States of America,238095.0,2.0,Jkozsibcokziaxkplebdcgdthvpehuprncxqsadkkdaxymigjobv,MA,lvt8624,O,Bixbcsdh,,Wyhibjrpcltifptpkkzqgjd,5.0,1-663-114-8399,S,Dlxcywveurghvutdvcyja,414.0,2.0,f,,Mesquite,lvtwurbkqakpuvhytvtwnu
Chevron,1598833.0,United States of America,358004.0,1.0,Nqgoqwjocdyslglaxjxnjapxivftelgtlyjwokxym,AL,Uda8625,U,RLCCJRJFGGP,J,PJFCAIEJIEZNBJMVWGFOCEQDKPHTXONM,59.0,1-851-113-9435,W,GVGXBDRXBYC,793.0,0.0,,2.0,Concord,Udaqjfk
,3676593.0,Canada,182608.0,3.0,HDZZELHNJCQUEAARCJTNWUIHEDFTTMLXQEFJRVUZXEDRBCZIGNYMTGHDKQRULKFBOSESCD,NH,Crm8626,R,wemgobxlih,,TJGRKKJSCOYBNHHTRWZYIAXHJFFNFAMJBPRAUPILQCVUTCOUGQQQYKS,44.0,1-312-728-8737,U,IOCVJK,805.0,5.0,,,Moncton,Crmqrtrl
,3009737.0,United States of America,466060.0,5.0,,Manitoba,Grm8627,,TYWAZMLUVU,V,Kjtazyopovzymocebnvusvvwxbocahyrubufjwshbrvrjgqyqrunbqkdghqbeioatwpp,79.0,1-626-454-0801,M,MUXXNOIBJQPFRNOGDTHPKLFJJSURDW,422.0,4.0,f,4.0,Chattanooga,Grmoxixflhkjmnywtdireci
Sherwin-Williams,2080213.0,United States of America,3903.0,5.0,Uxgerevuirzhmkcehearrdufpbohtllwdtashhmqztcojoepikxnlbtgnwwlg,NY,Ovo8628,O,Bsoff,V,Hrfegexhqdhvdbxgaxnchtijrzstlqsinezsvpllaidgqawfnkzzuwjceo,68.0,1-905-482-0584,S,anvtphkojssesueru,752.0,,M,6.0,Dallas,Ovovvswsdhutbkmoipdrs
Vulcan Materials,933963.0,United States of America,100908.0,3.0,ncjnvbcrzullobhcgvqtjvvlyzxtvqyjbycgzaxyigyqquuzthbttmrsodpevxvnwgpgumf,TX,Jdc8629,O,zwilc,B,mddjuhauphnzayfgftiabojxgmxqerntydqnrczjmclkbkqkwsvktd,12.0,,M,Bhltrlfmfpjiqelsqky,687.0,2.0,,1.0,Sterling Heights,Jdcnhnywdqtysnhgaw
Children's Place Retail Stores,1880755.0,Canada,311283.0,2.0,MSGNUJGWGGGUYNBUHFXPVWDZKXLODMBOQLLXUJVYSPBEDEIYIFPDBUIRZTREJ,IA,tis8630,O,Dwjttpomuq,g,spjunnofqawzevzdlhxuoitnsajsbhifjyeusrjbmgztldjg,,1-838-911-6678,M,ugsriyrrqjzuuqweoxyrra,792.0,5.0,m,1.0,Houston,tiswihktbwst
Bed Bath & Beyond,2051176.0,United States of America,230973.0,3.0,QJQXOJPYINDHJVBDOIUNKSXSXPIYIKDWCVXH,NE,Luj8631,R,lvinlf,,Ivcvqheclnqqwbbqwcukcbicfxqhisutfmqsznr,62.0,1-588-517-2606,M,fouipudkp,380.0,0.0,M,0.0,Oshawa,Lujyoujmuqmilcxltw
United Refining,1860178.0,Canada,244848.0,4.0,kaeakngwdwnikajrnnjwte,WA,Yli8632,O,Fzxzmnjyd,,Jxtfsufzdawfgmtigtwidomhdxrqdoyrjqjvhufsvzwfzmchaeieo,61.0,1-810-255-5287,M,Quowh,323.0,4.0,,2.0,West Valley,Ylizjatmvkdzazarjcikxmr
C.R. Bard,319676.0,United States of America,161668.0,5.0,Ebdrfoubadbwjlcrcvzwqxnstyzvuyevalcukkwdrftddtjsaonakwvilxddaktoukgdv,OR,Tmh8633,O,hxhjcwvm,,BJOWYOKACYOFHVWELYXCZIIFOGGFCKYMRMBQYKHCCSBWHSAMCT,50.0,,M,Oxhauajvoskwmtpfttrpkgapfxz,750.0,3.0,,10.0,Newport News,Tmhwzizqroepjvrnevhao
MPS Group,1539682.0,United States of America,292038.0,0.0,Bmyxekacuvavkkggofaagmukojrdkfdufagzlfhl,NY,Wio8634,O,Gxlwnss,T,,,1-150-645-7298,U,skgdnlnawxbwa,302.0,4.0,F,7.0,Coral Springs,Wioryact
Staples,3874159.0,Canada,303312.0,2.0,BUUVANFOQOWKAUWLXIQZHAWFBAWANXQTKKKISJJSEZLGZOWB,DC,Xdt8635,,xvuhsfduuqt,,foezceqfowrcwtycdcnqnendgsghlbsaxtbeyz,,1-005-312-2157,M,bvtwscbqhbhhwipuqbsa,716.0,4.0,,9.0,Yonkers,Xdtakmjgypwsehimevgq
Constellation Brands,1299762.0,United States of America,446840.0,3.0,Ptowqwdhszecjilfqymnsdsoyvtxbumo,OR,Jra8636,O,uftidcxp,,Yfwdnyseyhaeqtebuwkruqlabldiimoisvlqmjbukjxmljhyyygqmuon,67.0,1-043-276-7064,S,UEEBFVYMRFGMAM,809.0,4.0,,1.0,Raleigh,Jrawwlguyybswsujezbmcdyatvhcxr
Century Aluminum,3656160.0,,331467.0,2.0,Yunkggtlhvbhsgyxowbaycidqrcibxmtjcyfeovgqjqgovcuznhxxtoomfgnxyxabdrnrrco,New Brunswick,nap8637,O,Vkxdrwan,O,poveokgzvngneedqqpyaartvzhcposts,56.0,1-994-474-0701,S,Buytxvcjkqwaobpuwtntosfzvrv,353.0,3.0,,1.0,Brownsville,napdwhzcmtkbguhlhecltrmzecnv
United Natural Foods,2713421.0,United States of America,323172.0,5.0,Wfxbbsetdlhwxbctou,GA,WLS8638,O,OFCXQOKFBW,,HKGWEBNCTZSVILXCJLUXVJWRQBLQMPKSKAERMPIENEHYFKGCJDXEEDYFSWLZYFJURU,29.0,1-191-153-6993,M,Jfcagpzpdcr,715.0,4.0,,9.0,Riverside,WLSZPYJMKLTYE
Leap Wireless International,652312.0,United States of America,279223.0,0.0,msyscasfsxao,NH,AZA8639,,UARJLVRYN,r,Nebqnnpocxbztqlfs,80.0,1-654-579-3493,S,pwxzwnehwedgeajijzjvlewvub,749.0,1.0,M,2.0,Hilo,AZAKACIBIFFOWW
Applied Biosystems,3968552.0,United States of America,345826.0,5.0,ywlsrxihfdmexurptkfhwm,SC,RSS8640,O,Hbhrgywqe,Y,hgktovnalubwbpxwstwkdvdehkgghcugprhmdzijdzvhc,31.0,,S,Pmbdlkexoizaqrfosd,717.0,3.0,,,Salt Lake City,RSSPVQHIUSFXXJBYMQJZ
Lender Processing Services,,Canada,361491.0,5.0,ajnfiwnvw,UT,Gwz8641,O,Nhbqx,q,Osiigzzosuosvalsdcusgxfzgdxvkjlqzqetkmkoqdxuqawvmbdckr,22.0,1-205-807-4212,U,mpcytf,365.0,3.0,,1.0,North Las Vegas,Gwzngultgrabhe
Walt Disney,1084486.0,United States of America,,5.0,Xduhvzckgmrnwxmwbxtesqorumb,AK,cha8642,O,jhhfmtwuu,,ERJJHOLNLASRVMAJBNCBORTPRWMELFRRMUJDVEZQJCNSW,1.0,1-747-125-6020,D,Grdhfmgdelmcqixbvforlegjntngi,790.0,5.0,M,2.0,Dayton,chaofag
Williams-Sonoma,1079320.0,Canada,147834.0,3.0,weywavrlxrgenfqxgugfyttznzjqsdulhuywomfcgxfgjwungvrjjeutpkvtw,UT,ski8643,O,EJJKHOA,,GKXWUJREQIFMUDVOBBAXEODOUBFLAQHFAXIQNJDUVWTMNSJICYVUGUFJXWLIHHDTIWQZBRDULG,72.0,1-630-670-6165,S,Tcabndkdyq,408.0,1.0,,,Provo,skiql
Pall,714914.0,,133569.0,2.0,wrmrqmketarmkzxzwccxmniozt,OR,Pts8644,O,Bvuxznyi,,Ehfsgd,74.0,1-696-606-9301,U,Rzmwoxumoqgwxktjnav,499.0,4.0,,5.0,Stamford,Ptsdmghmoclpmcicwngxolmume
Safeway,681347.0,United States of America,399901.0,1.0,Ivzrjyelsyyopdfvfikiyfyfbiwhcdxwcsetarihdupcbwhokrhtcwxhhcvvrxi,OK,Kyd8645,R,Rbomamijx,f,Ndxumfktskvojxzcfylznhrhempznrbgtmlhkbtnfzpsilqjneurutgtmuzfmkastmkgsixa,63.0,1-228-334-8435,M,uulpcbvhletdz,708.0,2.0,,7.0,Mobile,Kydgylhjl
Goodyear Tire & Rubber,2316964.0,United States of America,204417.0,5.0,Layvbomgracufexzd,ID,XVE8646,O,Idmnm,,Ejmnqpqjkwoyswxipyasdvfygkbxcfbls,19.0,,D,Lxxtsochmwtdwkcrigzbjfnexuuffb,690.0,2.0,,10.0,Vallejo,XVEMHJAZ
Celgene,690842.0,United States of America,433420.0,3.0,Uxxexlvrcubkengebtbanndixpktslfzraruajjxqddxp,NE,Gln8647,O,Nlcfny,,ZXASBILJTFMAWYGSVPXXTQCANOWKMDNSQEILJBHQOJLMCKLUNBLWHXVMIZJVRNIEQUJFNRETQ,88.0,1-311-782-0987,U,bfhxocluuovlnqsklmwbsu,690.0,2.0,,4.0,Idaho Falls,Glnuivdmuxjdnzskmtr
Targa Resources,2169282.0,United States of America,276253.0,4.0,KGDHBBRUTHVAAIBXENTVGRGVRLXUPYEVMXKXAHJALLXIOHYLQRK,AZ,xzq8648,R,TQDOQX,,HWEIPIXTBCTVWKDPGNA,7.0,1-204-228-2576,U,Wyzcpiopxfvsbnwd,365.0,5.0,,2.0,Oxnard,xzqcwnkllwbqbhi
Principal Financial,3731300.0,United States of America,381418.0,5.0,Xvljtrgmoghdzzrildcxceplcixgiaqybdgxqvfhyaueefdqsi,IA,Bme8649,R,VACEDPKBNYO,b,,89.0,,M,AQRATLFENPKMCXSEOEKNX,603.0,5.0,m,3.0,Warwick,Bmeyfxndudqvyjlhrawelmyxmazch
NYSE Euronext,1654506.0,United States of America,2348.0,5.0,ygbsv,OK,Tfu8650,R,zonpa,,Gsqvequpfvwwvvwufaspjvmeahkrxfhlyjrmbocwpbz,32.0,1-554-216-5900,U,Adztlpujtfztjcx,844.0,5.0,m,7.0,Greensboro,Tfujefakmcalikaiweggabui
Charles Schwab,3625783.0,United States of America,169615.0,2.0,Fzxqrvbxqdsaqcrabzhnocbveulwyvgkjdjpazianzadqdpntwjukkwsonaz,NY,Acu8651,R,Gurdo,,Pxdgljfvikit,14.0,1-534-526-7325,S,Hafjpswhjkppiefkbha,400.0,5.0,,6.0,Chattanooga,Acupyx
Robert Half International,1981626.0,Canada,106946.0,1.0,orsnyiihotfvhmfdzmtrkgcvwxeharbreofldpmbuihlykfvpaedlzglyeglgvjfgjfek,IL,MET8652,R,Bjkzvezqktj,P,Khinvtearjdrbkepqywgdqtlnelhbkymehrjnnsevoeswccpfyqcdwkxaacgxxebaebripbdxvfs,66.0,1-379-175-2676,D,Csukiexyhustwsziwdgnoqa,599.0,4.0,F,10.0,Madison,METLBA
Virgin Media,2075234.0,,236679.0,3.0,Ksnithqzjqxlokpsjwwzngsuedckakdsyaqzifupgantyhdppplhwsenaelbsot,HI,DXL8653,O,KVWBKIOJITAM,,Qxbdryvbhdftcbsktebepizppvmsbuwjwsbwhxdebjucgjvonysbfuqewpxntdifttjo,51.0,1-292-920-0664,M,HJLWMCBWUEHIVBWH,721.0,5.0,M,,Kitchener,DXLHKEDXJJFUILWTYTUAHCN
Foot Locker,265619.0,Canada,81599.0,0.0,Zujfazleitjekpocjjpmqhqoqyofvdhvttayjeylkjirnsephs,Ontario,CML8654,O,YNISNM,,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,34.0,,D,HSCSOBMLBHUDDHGQGAKRTFVOHYNT,703.0,,,0.0,Dayton,CMLHHGBSNDBVSBN
FPL Group,1085675.0,Canada,270045.0,3.0,lakdsoxjbzsjqjvehwgsjcqugfwdaxlxfokueqixlvoqblhnjkbikyfqcdiphpbsxvbi,SC,hvs8655,O,RQIOUPCUNO,,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,49.0,1-729-142-7718,M,Fyzdobohotdc,828.0,4.0,F,7.0,Dover,hvslgbccqkkenfjtdlqugjpskbwtg
Textron,3561728.0,United States of America,,3.0,Hzywbiqygwlrnohiatrllskv,VA,ZVM8656,U,Wexxqgkzea,,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,23.0,1-561-470-2093,M,Otwjbqept,704.0,4.0,,0.0,Windsor,ZVMCL
Coach,1700081.0,United States of America,206028.0,3.0,DPYJCCDPHO,NE,stc8657,O,bwuffqwm,w,Aecyryeuhjthstjaaaausriedbkarjuagf,7.0,1-802-635-5439,W,KMQMSYAPUQ,304.0,5.0,,3.0,Pittsburgh,stcbewpwaszuyqptvgrr
Burlington Northern Santa Fe,1531899.0,Canada,193676.0,3.0,,DC,udc8658,O,tvprsqbifmer,l,zleboittfqygmyctsztzczkzelucbegrsrvpqnvnrirvxwxlekvlvdyxpdmikouogfpnijhksbsgk,23.0,1-085-501-4523,W,Leeykzjpslwwtxbpyxmllbxpxpil,802.0,0.0,F,3.0,Rapid City,udcdwkxltwkvubajfwd
Key Energy Services,2241976.0,United States of America,,4.0,zxcrsopzchqsadcjjwq,NC,Ywz8659,R,PEMOX,l,tsumdhpmipwnkmcvjtpiqiaicihpawxtlbevtkrgxqnwkycokvlahccrqt,21.0,1-118-667-3641,S,OEEEYZXL,,4.0,M,3.0,St. Louis,Ywzlkagjg
Constellation Brands,2613956.0,United States of America,,,dggpzmzpoum,WY,BRN8660,O,Fkiioaz,,Fcnfvjtgtsucgjrzgptncbvvewemykllnq,58.0,1-277-090-7072,M,WUQHRMOXWTDNGTURLGMHYVFATIA,549.0,3.0,F,10.0,Montreal,BRNOCCYKRKDWKNXBODNSB
Vanguard Health Systems,3938637.0,United States of America,,,INKHSPYRKWHTIKCZDPOABWSNNMVQWQRJGXFSWFFLPYXKBLNRBCHMNFBYQX,Prince Edward Island,uic8661,O,Suepypgbisvb,I,Ktkbmqwxvghxecdmmgxsapgz,46.0,1-604-976-8273,M,LCBPHAASSMS,328.0,4.0,,9.0,Garden Grove,uicamhij
Dominion Resources,3419279.0,Canada,70188.0,5.0,Ikqnjubsnvxuckkbbv,ME,owp8662,O,htibh,E,wfexjicphgflmjfnpnqpfobvmoacrwqscbjcmkyodnaznongjfqepfqsljqnn,71.0,1-126-740-5799,U,lktvmldpgsmmsbdfepzoe,580.0,3.0,,5.0,Laredo,owphozgqxpleacyailqijiuhcob
Werner Enterprises,425069.0,United States of America,104516.0,2.0,bgpryahdncugupykvnwiltegpdwjllfaujdmktfaycgvrfsirhbnyulybxkwipgdbxwjaslxmhkmv,VT,UTA8663,,Aprseyj,d,Agkwwzprpjuebaadqbsohghkxxpntfnqhdgrcpynhiznleesqrbdvl,79.0,1-198-361-8831,D,Rmgugvbjqwnuaglivctrx,630.0,0.0,m,10.0,Yellow Knife,UTALVF
Walgreen,2747347.0,United States of America,299276.0,2.0,OKCZMHYBJVQLTXTVALXOGIEKJTXNTSQSESOZQYOQDOTT,Quebec,cak8664,R,Ataamzyieqv,A,Mkxxjbhidrcloemfflwlkyqhcxnhvgibgmlqroprsjqeefkitjagiu,89.0,1-124-558-6862,S,YQPSL,607.0,1.0,M,4.0,Buffalo,cakjjmwlqdtjnbwg
Aon,3853851.0,United States of America,346240.0,,Aaorjtyiaxuzkobeqggordqhbrmjhzysefmni,IA,QSW8665,O,welaozue,,Enwtntxfbqiyltjibpvdqgdcaroyqwjk,42.0,1-230-409-0929,S,Rzittd,787.0,0.0,,5.0,Inglewood,QSWVLLWYVRHJTPIYAARRSNY
