NumberChildren,LastName,MiddleInitial,CreditRating,Employer,PostalCode,Phone,Age,AddressLine1,State,MaritalStatus,NumberCreditCards,NumberCars,City,AgencyID,Income,AddressLine2,Country,FirstName,NetWorth,Gender,OwnOrRentFlag
1.0,tgkomvqeqlogdc,Z,667.0,Juniper Networks,Vorxqxnbab,1-953-478-6419,48.0,Sqgghxwfpgghowfnppefraoiqkayrhhdnphsuoqzjclzqauinxsliamgkjtuhwzpdezpgckushpsg,AR,S,7.0,4.0,Grand Prairie,tgk5800,183561.0,,United States of America,KUUGNTNADAHPOENFR,1781828.0,M,O
2.0,Ybqqhabrfxokktufwqunupngqfx,H,,Inergy Holdings,Mbzecxrpfa,1-758-874-6803,33.0,hqlophdbhbmlmkvpmjzkfdvtpwpavuod,HI,W,7.0,2.0,Hayward,Ybq5801,104925.0,Slonl,United States of America,uxhtlpsfk,829406.0,,O
0.0,Psortbvxiufuhsnmpixo,,691.0,Sherwin-Williams,UPHPIIOBARKC,1-681-243-6695,,Obaszqhsdcmfbpsctsvntypuespet,OR,S,2.0,5.0,Eugene,Pso5802,92376.0,xbjicvxfijwsosgcypls,United States of America,Hhvwrizvzoxi,2415730.0,F,O
0.0,YILVATYJXDIOIDQHCZLUB,Q,,TIAA-CREF,ndxcdbnvq,1-866-865-1785,38.0,wjydrvdms,NE,M,7.0,3.0,Newport News,YIL5803,450501.0,ihzkceaxwmpffzicboadbghigmpynlkkrinoepirym,United States of America,Ybebiiqxfcrksglnkxposhiuqsdu,,,O
5.0,Berdkgbvjhgkfanactwxhdkfvmuhpm,u,524.0,Beckman Coulter,OIVFHO,1-016-620-6501,93.0,Cuaikgtqoiwptgvwrufczuwewmpseivyotzea,Prince Edward Island,U,3.0,1.0,Waterbury,Ber5804,61215.0,Yerdevqieacbkhrjokqvtftbvvseldvvhhtgseignrvjxfshepczlfveus,United States of America,Gbmodxanfjwjimurzfjviaflc,3760008.0,,O
0.0,Rqpnvdyzbral,,596.0,Xilinx,Vryrrdgrfd,1-461-264-0240,62.0,Fqnemwmfzwfxtput,AK,M,0.0,4.0,Dover,Rqp5805,414342.0,Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,Canada,ijaxankdlotvevtg,1284285.0,,
2.0,SFBKJMAKNVSZJWCNDOLD,,771.0,Curtiss-Wright,Vgbdcwxzriqp,1-736-416-6064,49.0,qulxkmancnltjlnfcyzvt,FL,S,5.0,5.0,Oshawa,SFB5806,266087.0,yqqdfzefakmwwawsxwwkbdfdxgzp,,Kqpgq,2131718.0,,R
4.0,Aqkodjsyitlfxmdocpjssn,W,602.0,Medtronic,Unxyweerpyaw,1-141-775-7610,54.0,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,NY,,2.0,5.0,Vallejo,Aqk5807,92065.0,HHLGJXGDQGDFUWDP,United States of America,Svsxzaq,383312.0,,O
,EDLMMNQRRGBIMUBVQPNP,,806.0,Medtronic,ROPHRSJVQ,1-384-838-1595,82.0,Zwpongjxkdmhfst,WI,M,0.0,4.0,Grand Rapids,EDL5808,253325.0,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,United States of America,jxslfxr,3868382.0,m,O
5.0,Ruvgplfue,s,524.0,FreeportMcMoRan Copper & Gold,HUVVBB,,62.0,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,HI,M,4.0,3.0,Lakewood,Ruv5809,159848.0,Elduppmskeulyahesupradidhyqugufvwof,United States of America,TDWEGVWANUCPOKT,1221882.0,f,O
3.0,Thuyvoclnhcmfh,,818.0,Plains Exploration,,1-913-200-4915,98.0,hefpts,RI,U,3.0,2.0,Raleigh,Thu5810,,Maxqnimaatotlnzah,Canada,Kdoxdy,141758.0,f,O
1.0,Atmyl,g,674.0,PNC Financial Services Group,,1-009-679-0990,88.0,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,WY,M,10.0,0.0,Glendale,Atm5811,456009.0,Njpkbxfylwaddsvqbwmgrxk,United States of America,Xcfasvpg,790806.0,,O
3.0,KNGAIFEBVFQFEXGQMPVADCAB,P,556.0,McKesson,xnjfnyjzzxe,1-590-180-0946,5.0,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,NV,M,6.0,1.0,Arlington,KNG5812,398094.0,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,United States of America,Imledpbeetjaudhg,1543093.0,M,O
2.0,Xpgmytiiwvqrhxfuuxikxxqmsgecq,,331.0,Xilinx,Eijbaokfti,1-136-024-8740,15.0,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,AR,M,7.0,5.0,Peoria,Xpg5813,75481.0,Tuvuprelvcregoazcclbkuquh,United States of America,Hxefrays,3330155.0,f,O
0.0,Blwmmnemmpuxjmvwsjkvrxqw,,304.0,Harman International Ind.,tqyxg,1-463-414-9485,90.0,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,DE,U,4.0,0.0,Knoxville,Blw5814,123283.0,buvhkac,United States of America,Dqcnnme,1806884.0,,O
1.0,NKHOJNOVFATXFOPJIRQEUVAQB,m,629.0,,Ytvsz,1-456-286-3994,,Atrbbzaqfxulcjhtabl,British Columbia,S,5.0,1.0,Iqaluit,NKH5815,494304.0,Rvvzubribooad,United States of America,CHBIWXEQXSVZGGYUE,1795757.0,,O
2.0,Ukekzkglslvdkgrw,,598.0,Ameriprise Financial,omdgwdhf,1-962-826-2861,86.0,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,British Columbia,D,0.0,3.0,Hilo,Uke5816,131972.0,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,,hgjqvegdopbo,421610.0,f,R
5.0,Hejlzjhvaztr,M,328.0,Teleflex,TVCMSLYCXAV,1-697-603-2447,4.0,Ujxgyajfuijot,TX,S,,5.0,Palmdale,Hej5817,195757.0,QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,United States of America,LUBEETYGSWZJYVQXHNWARAPOQ,1258829.0,,O
1.0,TUMOUAXUZMAOGFSBQZCHOCHA,,364.0,,rvlwxavjzh,1-864-483-4006,87.0,HGSRURQLIQLOCTEQHUZBVHNOWIGCYVYVVRWQSPZYASHTTCKMGOP,MS,M,9.0,2.0,Chattanooga,TUM5818,98648.0,Xtsgiaurwskj,United States of America,KZBFFSGRJGAG,3975608.0,m,O
0.0,Vkttgwdmyovo,i,336.0,NetApp,cpcdnyw,1-784-601-2529,77.0,Snokuyekpv,KY,M,0.0,4.0,Mesa,Vkt5819,324915.0,Kqrolskgbukjqgtfkfjqgwszmqfmbwbwekybjhkndoxprrfkupowtiqcw,United States of America,qjutmum,689269.0,,O
2.0,Fhfvqodtkppvbelrfpu,,683.0,Safeway,,1-378-875-1609,73.0,,AK,M,10.0,5.0,Thousand Oaks,Fhf5820,321377.0,Xbwxhtrqssrjwsoaityxnzkklbvqcyqgiqeinnslmkdibeiswfmcxiobrmfjscgnedgbnjwv,United States of America,dyvspsgeipcspoicvvzeeuolhfqmbn,3130966.0,,U
0.0,WPOIMHYYXMOS,K,428.0,Lincoln Electric Holdings,Hbzqmxiajv,1-428-607-2453,11.0,kralneleboqiukbrlxgnwygxnhpbkncagltxnschqmhoseeenvspc,Newfoundland,S,4.0,3.0,Jersey City,WPO5821,379898.0,voauhfomrzxwapjtktev,United States of America,YRWHVBLJHTELTIPCNGJMWYGI,,,U
3.0,Ufyqkqdrnfxwcvecsk,,796.0,,,1-160-437-9054,99.0,,VA,S,4.0,5.0,Wichita,Ufy5822,146956.0,nbiafyixfsbdiaiuwznzqd,United States of America,kebeweesxdqbwdcaujiabqx,605714.0,,R
4.0,OYCCVWVFNFPMNYLWAHNCSLQNJEWA,,,Apache,Txhuhlqelm,1-552-805-6649,23.0,TPRZPUCZIAQCSBZSQUXVIGKNHPZFSHMBDTVNSUXXVOEIROBQSGGQIEMTNKIB,CO,M,10.0,2.0,Oklahoma City,OYC5823,63955.0,wmwivwjswuqyulktnyqqmwlqrkrvsszkqahsvddboyovrw,United States of America,GEXVAHTM,3630533.0,,O
1.0,Qesajqzd,y,408.0,L-3 Communications,Lceqypwjb,1-670-794-5074,,JBGAXONGDAROYTBKCSFPGJATOBNSWVNEFCAXGPYKCMGZXAUUHVBEC,NC,S,6.0,0.0,Omaha,Qes5824,374125.0,Yvuejexulavspgxryfqkhkdocwrtjhvvybc,United States of America,Ealaawdqfkbqgeoibvqke,,,O
,woocbhh,,513.0,Dean Foods,augfwo,1-443-739-7491,38.0,EBQUXFRJIYATWMKKOVTWSPUYCOQEFEPQPXJHQJIDWVAOLWBUAIDHKWZQCXRCSACURMVDWFFFCAKOV,IL,S,6.0,2.0,Portland,woo5825,420256.0,isilsmxfznsttibklodsrwwruobodaupeupagblxbnrgyzepyjalukmmyrgvzuuewsyovbrsfcwnbk,United States of America,FAMJHBINSBBYITPUWXSBSLUE,3745695.0,,R
5.0,KQQTRGORTBKENNWKQVRC,,372.0,Cimarex Energy,ywfzg,1-399-374-0127,,Wlaqbbkenijidelhdygbulmcfhkbajlgqwgjoxrxhoegjffvbxzkohkcyouf,Alberta,M,7.0,4.0,Pittsburgh,KQQ5826,130445.0,vssnoskdjvxurnitmldhfhvnurtkqeeajixozrzwqgdeugdjegjypcuwklbaoklmvrhqshyueoih,United States of America,jeceuomjkpvcejsuy,1813939.0,,R
1.0,MUDLHXXITGEINWFFLHHYD,,543.0,Omnicare,OMCIHMP,,93.0,Dhzlfxscfmmpxgrvolqkiemzoqjh,TN,M,6.0,1.0,Knoxville,MUD5827,338827.0,ecabqetqcyioqfnuyicktteahydepgckqdegvgfciaaxsdgsjucrmkqvwuzzieaojxppovaemeqkosr,United States of America,DWSDPXZLATHDKMKINWDMHZI,3017032.0,,O
1.0,Hiupjiwucslwtjgwnxcqr,i,544.0,Air Products & Chemicals,HPAVWPNISG,1-886-941-5238,98.0,Nsjllavlnhiekwugwfxcrnheirrfkagwbajzghssyivyfqiihxgf,NV,S,2.0,4.0,Manchester,Hiu5828,166261.0,,United States of America,SXXJK,3604812.0,F,O
3.0,FXUDECXRKMFSV,M,840.0,MetroPCS Communications,Vzllknwgm,1-235-086-1323,25.0,,NV,U,10.0,4.0,Orange,FXU5829,,Jvcagzpfiehezppegojkkqoafqwmetb,United States of America,zpskizqykjmokqcpdnv,378879.0,,O
5.0,Cnysyb,,715.0,Visa,Swtbumjtvl,1-762-168-7568,31.0,Rvjghifqxbiigulecvoosaolqulrwhlsjpdetvknrprzp,Manitoba,S,1.0,0.0,Regina,Cny5830,159742.0,IAGCWIWSDKSGSOJY,United States of America,Ykifpeusrbvolypgmjg,1242814.0,f,O
4.0,Ofnlmdxyr,P,730.0,Microsoft,OWMDEM,1-035-280-0129,67.0,,Saskatchewan,M,2.0,2.0,Montpelier,Ofn5831,236814.0,Ljqdbtwlfqvdsjxfigbqhdkfykmjhb,United States of America,Frhxiom,,,O
5.0,ZTJTYMMJRAJLQGIMGIRBBLRF,,584.0,AptarGroup,WTYQLFXYK,,72.0,FXLCKJZIWBDWPFZFXXXPJDMRMNWLJYLUFVMYRAPFVQERXUHYUKFOLXOGGPVRUUSJDAYCFQ,Quebec,S,1.0,2.0,Great Falls,ZTJ5832,165541.0,,United States of America,RPTQRWZETUXBOCFRYEDJQHTDFW,1368496.0,,O
3.0,ZVAKOMDXENMUXKOHKCNMT,,741.0,Covance,WGIREC,1-526-954-2749,15.0,gwkdncehwkflhprtsbcxamzopsnzigutdqihsnliksqrhdpsajvrggfei,MD,M,5.0,2.0,Nashua,ZVA5833,111658.0,Svncwbbqagahictrkiuxdlzapitzjdorkvoqjxejbppbxcoyywywodr,United States of America,Ovgfpfcdwjbrepzbkqccjnkdpenc,2436012.0,,U
3.0,LGQKJLYTGXLBOIQYJQISPCASAQBDR,J,340.0,PolyOne,fqmmzcj,1-558-260-4503,37.0,FLOCOVANUJJRCIJFHXNOWGPBJCHQOWKIRBJQGMOOULMKIZGKSZD,TN,M,3.0,2.0,Garland,LGQ5834,140233.0,BLYGZMZQNATNLYCPUBZKHRMKEVLGNQKABXAR,,Vmapk,1857479.0,,U
2.0,sghig,k,830.0,E*Trade Financial,upjuh,1-726-703-5433,92.0,Flxximspcwdaheistsocrrclzygpwhhexsaelwb,WI,U,9.0,0.0,Fullerton,sgh5835,,Hrqoptqrgornfdfweoxevmgzteeaccqdvdpdhrmbobaa,,Twhrgnlyqzkh,2184880.0,,U
0.0,nxalrfmangx,,752.0,ENSCO International,qccxavvwq,1-166-741-0025,68.0,gttwohdlghnjcmtvuxtqmblwalwlnjqavejzzwiyampnxhwrzpby,TX,M,10.0,4.0,Naperville,nxa5836,208823.0,odmtlrtgusjjbtlbvtoxctducppoipeqqydealovxlfconbnhipgyglxfjvmkfeiydt,United States of America,NYHCIIDMNDGAOQBZIFSUJBZH,2704789.0,,O
2.0,UQPIMAXJDQEZJIYWFEHHY,N,683.0,Select Medical Holdings,mcntfpnpnnd,1-580-959-4201,,Nvpfrbdtvleggofumirfqfcmpdrfjthzvopuqsgalludxkmacz,FL,S,10.0,4.0,Charlottetown,UQP5837,53922.0,Qojapldhfvbdfntpwajsyswwfbxfsfoikogzjsrdncbkeggfwdlgaxpmioswrxsmdewk,United States of America,QQWYOBYXDHDMKGSCTSVTSOEVEYRBE,577252.0,f,U
0.0,KKOBVMQELNNZXTXEWOUHIA,O,392.0,Brightpoint,Yqblkmdmqv,1-351-933-4520,1.0,Aocwwsstpoumyqhnmqxvejuphmeuwmlbmkcezhkyjggncmbxuwzppltllf,VA,W,4.0,1.0,Anchorage,KKO5838,389659.0,aiqvackuoaanqtstekivtr,Canada,Lbartseptuvzxysjkenycwqdqawroq,2245926.0,,O
3.0,PBBIUOIKPAMBQKPJQZAWRI,o,438.0,Flowserve,Xdjiszk,1-440-988-2298,35.0,Gslbibmuxqbawnvhqpvjwhsoxivwyfh,MA,U,8.0,1.0,Provo,PBB5839,30921.0,DVAPEJIEQGBOPORLPSOWASWWQKMTNUUBCZFVIFGKJZCQSVRIIQDUUMQYIDKKKFMTOCCBR,Canada,EIPMWWOM,1563592.0,M,U
,xtxicisyynhhadzljkhubnkcpheuof,,357.0,PC Connection,Jpgusi,,36.0,hnhlcedwidewbqwacbieqozpfpoqsnnvtteaymfqilgqurupeqymmgmjscanxbmvsstslooflsbhpqx,TN,U,10.0,,Casper,xtx5840,326483.0,BFKTIOZJGDUNZKRJJVPZWFXKGZGCZ,,ZGFHKIRCQCMGFQIUNWGBFOYXYKVQQ,3238607.0,m,O
,Xtxpqzhftdel,a,,PG&E Corp.,Vveazfbogfqu,1-896-462-6723,74.0,kzknkwqwxmyzzcrksukqjidwvihoesvasdyurfkqnbybcspcwjqxfogwlxqeghvko,MA,U,6.0,3.0,Brownsville,Xtx5841,367323.0,Tinlr,United States of America,Zyzokyotkdalakxxcwdvonnz,3660614.0,,O
1.0,kmryzbltbog,,333.0,Gardner Denver,Zceqityrown,1-895-863-4568,30.0,NEGBLFEKHVSXAEZAPJPOGUJ,IA,U,8.0,3.0,Independence,kmr5842,317209.0,Fmruhdlpolwzallxjsjixjtzmvscpcutpdveaxjkcclswfuhftkubkweceapszt,Canada,QTHIXFIWOQBYPMJHVS,803628.0,m,R
1.0,Vbxwlpuzhmitcxc,m,800.0,Bank of New York Mellon Corp.,Pgqnyjbb,1-056-601-5594,10.0,NEJCFVMBVXDOPHWTMWBYXFNCDQVTUZGYCRLWARGDDBFLBRNWAKGIQVQJBDNCCCM,LA,S,6.0,0.0,Chula Vista,Vbx5843,298514.0,Bzhbjbbgvnwczjrirteaytdbsmgafislb,United States of America,Pjtrg,1314606.0,,O
2.0,Hikvmauxmjmnycac,,612.0,Dun & Bradstreet,KSFOIIWLMU,1-193-102-8937,86.0,XREMGHKKXYDTG,ME,S,5.0,5.0,Kansas City,Hik5844,2683.0,Evyniryqunrwwqxbbicjixrgtgrudxwkeqdsfinfwhtsfwpdalfwqtpjdcxvxaqnajp,Canada,korajbrtb,2206184.0,m,
3.0,licggtc,,740.0,Piedmont Natural Gas,Bvphsjfm,1-376-321-0670,61.0,Xxkjzfapdcakhlyodacncuioeoesdczibeb,DC,M,0.0,0.0,Augusta,lic5845,169560.0,DUTXAWGSBFWLNMCGFJAFCDXPJHWGMSIFEHIADJBUIMW,United States of America,Cpauvc,,F,O
1.0,Oqucfqyjsyaethrkquxogxnic,,,Google,Ubfnhjgurhxk,1-604-760-9494,81.0,WKFZJHYQIUROIECYLGFIXQJBSLIXQHGSSZHPEODERTHFJCZMZZKQIYKCUFUKCSYE,FL,D,2.0,5.0,Dallas,Oqu5846,135158.0,Gezeuzglfnvkarzjnbdunynpyovyxhpqfaeoqnkyluqssfulgqknecfpovzbkieoxefwndtnplddqw,United States of America,UBQKHHYFZQWTBQJAW,1540462.0,M,O
1.0,nrknaenjfuwlperkqhnvbgkvetcgt,,335.0,,Nvxufsxkienw,1-047-135-3102,37.0,Rqyxiozkdwojcosajwpwq,OK,M,5.0,1.0,Anchorage,nrk5847,285859.0,tejmuolayvgyfmstvooimytbxdgkligxhwvedntbwbabesknmtmnuczvzmxtyrqmll,United States of America,Tfruopwidisffvixdurfaiptbmnzj,1866336.0,,O
1.0,Ktvdbxgqmiprsvftfjas,v,339.0,EMC,Stkkacyy,1-363-292-7326,67.0,Dwalapstynxjglcpbzksaelo,AK,M,1.0,,Hilo,Ktv5848,96724.0,HWKFKDWNYFZ,Canada,Qmzrnpbcgj,3835706.0,m,O
4.0,pnxzldwqxqlsahyoljxlwpcznpodd,,829.0,Integrys Energy Group,htkbgcgktttk,,37.0,WEQNGPQLMOSDBBTWFQYUJLLLW,VA,D,5.0,4.0,Columbus,pnx5849,413610.0,Freumccmokzsqobzgr,United States of America,Bnocowsnwbqzygjg,1919593.0,m,U
2.0,TBFDIXITYXHJUVXMP,,785.0,Owens-Illinois,Szgpyco,1-730-457-6603,62.0,Wywfmzjplgecfvfzymwjpedzpekxtggcl,HI,U,1.0,0.0,St. Johns,TBF5850,493057.0,qmdybcefryojpjcqcieucroediacfj,United States of America,Gnswuxfstetyhxrbooolpdoqxnzrk,1214800.0,F,R
5.0,XJPXRQGOBBYRPORZKPMI,,457.0,Neiman Marcus,yohmfklfx,1-309-089-2346,95.0,Dsrtbypgnzucmvrakhveeecgxxxukmmigcylftco,GA,S,5.0,2.0,Coral Springs,XJP5851,300246.0,Hujubernqwgilzypqplrikpos,United States of America,Zilcmiv,3133611.0,M,O
1.0,Csywrkss,,390.0,WellPoint,RWBDTXZSOF,1-373-306-8769,21.0,Xibhplolgkfrnpugcwadesypwwagnvaqhexvbkvvnkdclbhaunmc,British Columbia,M,0.0,2.0,Jersey City,Csy5852,183417.0,jdknkcrgnnlqrndegasbmsqtgummiwwjdeuqcznzeqhuivushphxystjudekdlcozhdtwqndsqipo,United States of America,YSZNF,1327474.0,m,O
2.0,HCBEVNHSPIGZENMOGL,,697.0,Boeing,Tylwbnuo,1-296-423-9852,10.0,Dmkbyblltuayfuejuijdebwswlxlhekplplavgcgtoevsgukdiwgvjjoxvcbybpmy,MO,W,6.0,2.0,Plano,HCB5853,38926.0,,United States of America,Ppsbleldidcswsgqzs,1017005.0,m,O
2.0,SEQUTOPMQOOFXWLGLBZWLTEHOMBSB,,658.0,Big Lots,Xyzhgwrt,,59.0,bzerpzigfyhdnh,NJ,M,10.0,5.0,St. Johns,SEQ5854,123752.0,,Canada,ovieofvqnard,895574.0,F,R
1.0,Aqoizhxqnpcrnkvl,F,643.0,Guess,nrztrxwq,1-936-841-5640,16.0,Vwlojnwzsuvwbsakpilwvsfjsirbicrftvzujptwvyeytsasheslrnxgoacokgc,HI,,8.0,2.0,Rancho Cucamonga,Aqo5855,368501.0,hwcgpp,United States of America,ifojfgcnt,256493.0,m,O
0.0,mvawcnnlrfbsdubuamzxpzlccnticd,Y,467.0,General Growth Properties,Oppkynbdscdi,1-498-265-0405,30.0,Bpgvs,ID,U,4.0,0.0,Oklahoma City,mva5856,51700.0,bqoaurpwzcijdtgpevmqdlxexprauubctezoerwtllxkrjguheial,United States of America,CNJLLM,3558673.0,,R
5.0,ZUPLEHTDQOKSCMJPOGOPWHFOGEPIA,,394.0,Paychex,Lacsffz,1-606-958-1310,22.0,QBZKPDCIHGUJZOYGAUKSPAIABXHMZGISWWZILBJLGGVDBXRPXQRTNEEVJYJZRHZBHXYVXJTJGFEPQDVT,DE,M,6.0,0.0,Hayward,ZUP5857,251720.0,Vbfsbjkxeeoqcfqvwhuupohtxbriojt,United States of America,tkewksahwuqoiluluap,3527812.0,,
3.0,WMUSQKVOWFV,,625.0,FPL Group,Omdkozacaq,1-172-569-8280,100.0,Oqsmtwzgzjmedpjyrzysscrjwnwwulcweunpfzosxdfwjgoommvypukjduxeukrnkddqjotgfeo,NM,M,7.0,3.0,Chandler,WMU5858,114199.0,Ruwvkdwqxncufehftougxwwmkttyngbbtsyilqwcmblpmpidxkkxezsxfgrrsgpaxfuyaid,Canada,Wzhbrvbrdcmtazcw,1962937.0,M,O
2.0,Mybjwfkmyzoxir,,829.0,Kelly Services,Zdpfysgqoe,1-821-491-6780,98.0,qzwliqbahpjdasfqrpnbjyaitriiwj,CA,U,8.0,4.0,Vancouver,Myb5859,14619.0,Wpwancgcdmjhsmkagmywvaesqcukqwutuplnhv,Canada,ingkuaf,2843445.0,,O
4.0,Gjuhkjhb,A,745.0,Boise Cascade Holdings,yxvsz,1-253-450-9834,53.0,Ymqyliryknbioixcepvrrutszsfmhmefyudvrivobfofrqpdsiw,British Columbia,S,9.0,0.0,Buffalo,Gju5860,342500.0,Ejylthorhpbxxpfgnuwzufelrgwdjfklqsdmvhensdwhjsilpwisjiozxrbfhuykda,United States of America,Xkcstrfsedrnswbhpnj,3930335.0,m,O
2.0,Hijtmq,,350.0,Guardian Life Ins. Co.,Gkeilctopxjw,1-170-212-9940,38.0,Rajcgncpwbuqrdykpjgsezpuixpkokttsomvaflkmicurvcwlqthjurqsgudr,FL,D,8.0,0.0,Garden Grove,Hij5861,297081.0,Asmtxftrnpiihhfdcvijhjlofkbhgrutqzmgynyyxs,Canada,Rgbhwenwvaxisdh,222351.0,m,O
4.0,Kruowoukf,U,483.0,,RQCSKPVAEC,1-434-446-4373,26.0,anwjckvrvetnrdoakshqudowmlcdawsfrdycxjrdqslaogz,Manitoba,M,9.0,2.0,Minneapolis,Kru5862,415751.0,Nsftgibdinhgwraipofzuenyutmlhvpdtrmapwkncmcrfwksxytyotzxgdzoqezatbuecbvs,United States of America,Ywjuvxodinqqtibgzo,2670896.0,,U
3.0,Cmfpwbdvuuwejrvrunffcscw,u,384.0,Vishay Intertechnology,Fwmgambvjynp,1-066-688-3993,59.0,pofusnhozowmmbwxswmdxmhktpvbbrlppgymiouubpcntqhmzwoakrzpqedncurjlrjuyop,British Columbia,M,4.0,4.0,Anchorage,Cmf5863,80954.0,Jocvfuwkfpkufyqvlykxpimkkrudwmjshfjijplvadhrrebptfvotocoilzlwgwxbpvpwsgzqgbmg,,pbvkxtdnruqrpwwzjvmui,295495.0,,R
0.0,Ortysdxmdsexod,S,595.0,,Pyunn,1-733-370-5373,64.0,,OK,W,2.0,3.0,Norfolk,Ort5864,107847.0,SMMYKYYUXGTNMXLCNEFTBKLNBCJISSFROKXUALALAQSWYKKQTRKSLXHQKBBIYVXLW,United States of America,Ngxiofrsuzhenwtwvl,1843120.0,m,O
0.0,Bgasyhlgvgomsxu,,417.0,Peter Kiewit Sons',Owujig,1-377-671-8460,96.0,nmtcuhcbnaoxagbcfedfxtahewvgyofniadahxkwvqbjvuejhyrxdhr,UT,U,6.0,3.0,Biloxi,Bga5865,329138.0,shjduyxiyskriaioqsndqmpagwwrrvirbpsrnommqtxhbyrnevpjadlkhxytzojeheceegfh,United States of America,Qooxxqiyqkmgnjqhbcssxxvo,2247037.0,F,O
5.0,QETHPGXODQVEVNATIMEA,z,637.0,Land O'Lakes,Mozjwkthxrr,1-540-598-7557,45.0,lzdhwtotcayyyyuibcprnrljpjjxpbimvanjqxaryeflqhubwa,Saskatchewan,M,6.0,3.0,Laredo,QET5866,317405.0,Ywdnflyeapeorshpljijbtpvilizrhsoycbyx,United States of America,TMAUXIUBKYW,3596184.0,,U
4.0,sngtdyfbkyonifxsvngkp,,,Biogen Idec,Xxajlhp,1-112-236-9935,54.0,Exqbryzjpcrmkfswogszztsnjaelrtyqi,VT,W,6.0,4.0,New York,sng5867,135759.0,goagefzeiqizpexhkwqmmlevdrsefizozslvoprpux,United States of America,MCKNHAEF,946827.0,,
2.0,VEANBETK,g,488.0,Dole Food,Ussxggysaqk,1-944-126-5583,84.0,jwicmzlyiaxtktvrpikvodmpabvmeycxmwudtrjfbkbygtmbkkcqyrxotowocaxpybuffy,GA,M,5.0,1.0,Stamford,VEA5868,61208.0,erupggqbxlalxopaqzpaaddhunrfrcewsip,United States of America,BSSDJK,3745601.0,,
0.0,XXYEBUWECDNRJVYF,A,689.0,Burger King Holdings,Vrmalqurce,1-642-640-9864,82.0,Bxljozbfivsklbddquqmpltgitdvvxanlixatdsqfjfqtwiyyzfgfwxfihemnigshrschzlw,TX,D,9.0,1.0,Sterling Heights,XXY5869,9696.0,xnwaojukksfkjkavxebhhkrbcmubmykvyoyzhlmemqskzjsy,United States of America,cdbennnxadpzntjrbt,,,R
1.0,Neofhrzjm,,,Tiffany & Co,Nmrsv,1-445-393-4447,98.0,GKCVOPFLULPCOLBO,AR,U,6.0,4.0,Pittsburgh,Neo5870,36351.0,Fshtdsoclomgq,United States of America,Ibhrjajkqnlizcfotrvxlligprtl,1076128.0,M,R
1.0,TRZHQLDPAMTGW,C,352.0,CUNA Mutual Group,Urhtcnukfkl,1-339-382-8731,78.0,,RI,D,10.0,1.0,Spokane,TRZ5871,,Vnvmajpkcgvaekvmdvoq,United States of America,Sjoajgtyxhsqcgdjrxiqnvtxk,3929681.0,f,
4.0,leqboiriertozoihpscx,,763.0,Macy's,RUEZDAQVT,1-939-802-9854,38.0,Mvtolotkchkuskf,MI,S,8.0,2.0,Palmdale,leq5872,411044.0,Lqgcrapjigvrkookftxrtuhjepzzycohfrqxrfoukxhe,,pmfojbwwcuebzzprjnofmujkiklx,163867.0,F,R
0.0,elzhhjxxoyimurcntbrgue,,322.0,Sanderson Farms,Tocdzt,1-213-492-0206,7.0,Ivhxuvksrkofqnmqkpblylhhpkbgpikevhmzqkywflbuaddnwjytpvknlzqli,NC,S,7.0,3.0,New Haven,elz5873,364050.0,Xyxdhnridgvlbjlxphrqyyntuwykefhfhlejdzrsxoqtpkjtjlrctlkbgqpvxnler,United States of America,Ncputqewohoiazebg,546973.0,F,O
3.0,Lenfunjhojlzgiqwxhakzeil,,758.0,Baldor Electric,,1-354-857-5460,66.0,Mgmdtkwnjfxmiorcncuekgjqqygzkoci,MO,W,4.0,0.0,Cincinnati,Len5874,112165.0,Arepacqruyyvmbfmseclmxckpdnm,United States of America,Fdemivjlusxe,1427322.0,,R
