prospect_PosCo,prospect_AgID,prospect_MarSt,prospect_Inc,prospect_AddLi1,prospect_Em,prospect_NumCh,prospect_MidInit,prospect_FirN,prospect_LaN,prospect_NuC,prospect_Ci,prospect_Pho,prospect_Gen,prospect_NuCreCa,prospect_St,prospect_AddLi2,prospect_Cou,prospect_CreRa,prospect_OwOReF,prospect_Ag,prospect_NeWor
Xqqvy,IBU9636,S,440015.0,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,Continental Airlines,2.0,V,Qdqesawxemkpnjpobrb,IBUUSCEOCBKLONLVF,1.0,Nashua,1-446-903-7131,,2.0,FL,khflfnkrlokwzgpduiopfslbpauvvrmrrpzlndklamwikdroa,,458.0,O,44.0,1347910.0
BKMGPQKWTRG,eqc9637,M,424229.0,UOMAAOEEXTMA,Beazer Homes USA,2.0,,IEUYBVYNAQGMICOWGUBASHH,eqctcvdjvstgfpj,1.0,Tulsa,1-518-944-4097,,10.0,SD,Sqettbvoezdcuvlannxdgljtdxpthbxxiqfkpnpoccvqhfnrvamoadietwormcbqdvjorsryms,Canada,747.0,R,80.0,2549732.0
,Wcc9638,M,69150.0,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,Select Medical Holdings,1.0,c,lqjdduqfanahypmnomeupb,Wcccvjkgczfvcljdvcizvpawnhhqn,3.0,Reno,1-849-881-6875,f,10.0,SC,eivpforhbbwgwugvagyoeqzifecisefyaceicmatdtyggrylxwfddecxxd,United States of America,659.0,O,34.0,981332.0
Oijcpsxc,Ktq9639,U,234345.0,jmzzxpbpyjrohuwrshswplbv,CH2M Hill,1.0,f,Fkpufhurkdrkjhcsrtpehbqx,Ktqvbvivs,5.0,Worcester,1-007-388-3095,,0.0,IL,,United States of America,676.0,O,24.0,1977940.0
GBFJDXOAE,Zos9640,M,96921.0,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,Allegheny Technologies,1.0,,Qxciwoescdcbieqmgzxadh,Zosiv,4.0,Nashua,1-992-699-4247,,5.0,NY,Lrdjlvfzybhtmmfjsparrklpmdvjyznkwjk,United States of America,701.0,O,94.0,1559371.0
gbrxinqcb,Agt9641,S,386291.0,,Allegheny Technologies,1.0,,Pgcvxwvokxeavmegxwa,Agtzeicqdfjmsosqg,4.0,Inglewood,1-766-275-3648,f,,NM,XFDDNDMWSLUIEKQBZZESGMWTDMEHHBKUTXNMQNEBWPDXSCMKTEGLENJKSVWCADYUTPYGYPHPOB,United States of America,,R,78.0,1863673.0
Nibldg,Gqu9642,W,146507.0,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,Alliant Techsystems,1.0,l,Agrjlrdwcdedszpkxvjwbmbx,Gquxou,2.0,Mesquite,1-369-804-4930,m,2.0,WI,uusstttkuclzjmtgxgtpnbpmxcojeudworrachyhgrutszqrnlrwzl,United States of America,810.0,O,86.0,2656907.0
Dytajlv,Bdw9643,,18703.0,Qjcignxdlthdgchadb,Broadcom,5.0,,Pvdiqirnns,Bdwzsrifn,5.0,Newark,1-836-845-1047,,,AZ,YFGKXAQYFDPBCPSKDDWSTSGGEAMZUSHCIVGWQLEVJRINMVFOBEOGXBKMWDLDIIUXWOWP,United States of America,735.0,U,90.0,286281.0
Zupzyhpl,buq9644,U,53647.0,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,NCI Building Systems,2.0,U,lrljedtyomt,buqqgsh,5.0,Pittsburgh,1-421-570-7147,m,6.0,MO,WVGAHXAVHEOHDAUPZRSWLWKCTSRNRHIZKIAHJFLSOLSGY,United States of America,791.0,O,58.0,2389595.0
IKSJNCGOQ,fhi9645,U,434003.0,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,Career Education,0.0,,KOCHTUNFKCNCOKIUMUUIUFQ,fhiltisrnmuwjyetoccpnppzwcrkz,5.0,Akron,1-757-716-5992,,8.0,AZ,Llhuhnzyyzbodossnznpwusqwdgswkgkjqklmpqaysdjyxllkpprauppreqzzrhtwmpnphztagalpx,United States of America,684.0,O,78.0,1957281.0
qxinc,RHF9646,U,70929.0,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,Beckman Coulter,5.0,x,rzycrvvplbtjcn,RHFQKLLFMQQTMYJXHBUBYJGATOJDAH,4.0,Yonkers,1-261-331-2427,m,7.0,WV,QVMUVIMANCYKHRPSBWZ,United States of America,841.0,O,69.0,3301979.0
,Oks9647,S,289744.0,stkgkwqpflseeaarwgpkxqafbf,Retail Ventures,1.0,J,Hxitbsmcbzvvltrhdx,Oksbg,1.0,Oshawa,1-346-021-7864,M,0.0,VA,,United States of America,392.0,O,92.0,712995.0
Sovvspz,UKQ9648,U,156050.0,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,Calpine,0.0,,Jjyquyidukftznboigwmrt,UKQJBHGD,1.0,Dayton,1-790-926-4762,m,9.0,LA,Wgwivpqnnyjgobkvbmuewelghsgnjhtldtbylrbdqgonpqnshulrkjbhivjndvlzhozcl,Canada,492.0,R,2.0,842795.0
Tjopetbhpn,Ohu9649,W,382626.0,vxuna,Delta Air Lines,3.0,,wmzraxrjpbayfikbfxtqupi,Ohusqvezmwghgbyfjcmszupadde,5.0,Flint,,f,0.0,Ontario,Kuqurytj,United States of America,744.0,O,,1367688.0
Qxyoomfyvut,smm9650,M,133264.0,Fhnfjnokzcphovtwkqxajvkshjrlfvokrbmyvdgmtmjftxgjuvamxhjawkmzjcxpkernvxg,Baxter International,,,Pgsyfb,smmfkuusvzynlfnxmljvasunrarphp,3.0,Glendale,1-940-377-2495,F,10.0,OK,Tarkxdkweibttmchdvsiszfxhxpiaujupjabxuf,United States of America,636.0,,43.0,2635107.0
oblongwf,Beu9651,U,425723.0,Dobaryj,RadioShack,4.0,,Hlpmewicdkwgqtrkwdcvjmqf,Beupfjdkjq,3.0,Sterling Heights,1-633-105-6727,,2.0,Prince Edward Island,Frzkdfpsieutfwcxhpaqfqovgghlfgkkberrjjanqpovihnuslkimvhmmvdnaahobtrconxiboao,United States of America,395.0,U,77.0,2208163.0
Ojakk,APH9652,S,306944.0,Uczfvzlygptcpmerfksbkmfelzsvtegueipwjtdnbpccezoyzojcirpctfmrof,Chemtura,0.0,,coetvcffyvxidwsohh,APHSNCQRCWRJPMMVNXTPHKKDGEC,2.0,Overland Park,1-852-696-7294,f,,MT,ofieicnsywhqlqlulhpfit,United States of America,783.0,R,90.0,921134.0
DYYMGAMOI,GSF9653,D,288499.0,uybcfpckzy,McClatchy,4.0,i,SGCKMGLQFOFME,GSFFGRFGFRDKQHQPIOVCQTBMNZMR,4.0,Detroit,1-928-315-1548,M,8.0,SD,Asgzbixrtcrgjsvrgxvabyuvsphmrkbcdbshtgzxfpaqtsgoapzqixykgtswfltoxc,United States of America,716.0,O,5.0,811994.0
Nqhzo,Vha9654,D,440276.0,Rsnoceputpofykhewgvnkhuazhzqtadqukgidtzcdegfmfuhuyevtzbupgzpxmfpmzxnlmgxba,ConocoPhillips,2.0,U,binplxmrenezwdrlrob,Vhabyuef,3.0,Washington,1-405-738-1297,m,3.0,WY,SBYPUNONEYLHVZBMDYONGPPQHEIBFFMEBX,United States of America,550.0,U,55.0,
Cxibq,Jfg9655,M,335631.0,Vkhyoqtfgx,Abbott Laboratories,3.0,k,vopdmcnvzdrlfdor,Jfgrzaadppwtsc,2.0,Santa Fe,1-964-125-5433,m,10.0,WV,Hdcuzxinnywumdqvjxgtakruykqiifcdnajcx,United States of America,763.0,R,26.0,3169368.0
Moznadepu,npn9656,D,188284.0,LRIVGLEWPVRFUQRUMO,Dominion Resources,4.0,n,iljyiseyb,npndgslvzom,0.0,Vancouver,1-505-112-3484,,1.0,VA,IUGTAFNUIPPPA,United States of America,489.0,R,45.0,2043675.0
Jcqqdasnbq,umw9657,M,102698.0,Pzvblkxzz,Genzyme,5.0,I,dohbyynswiqzcpklesemfrt,umwdecwnvkvah,4.0,Stamford,1-590-018-4997,F,0.0,KY,Wgmrapwgjoc,United States of America,779.0,R,30.0,
pguikuweayns,tjj9658,D,314955.0,FHUGDBGVHQLKULGGFDPGFELRNJDPR,,0.0,,Tntfljajmhghb,tjjqhcketlab,2.0,Abilene,1-491-191-5968,,9.0,SD,Xoxveuemycwwxhallcnuapboulwzvgnopciaccmy,United States of America,452.0,O,15.0,2886757.0
TMIXPFYVKGE,zzq9659,D,,Oidhmmumqpuemabvdjxpihgxgeqcrrvtlaml,Ralcorp Holdings,0.0,p,Qrvmribikkrkqbdlfxkwmtrsbe,zzqercahynbbydkndayjctbmwhmiwq,2.0,Lafayette,1-586-119-8258,F,6.0,DC,GNKDWSAOGSXNPPAOKECAWFZZDJOEHKPZUOLBIGPNRLRLQNFEWBGQ,United States of America,673.0,O,70.0,1681142.0
Kefgng,Fuj9660,S,,tsnpdvrnwho,Marriott International,5.0,E,iuydf,Fujxwq,4.0,Torrance,1-933-513-8421,m,1.0,Prince Edward Island,gjfyemuiyvunciczbseowfsqwbplw,United States of America,418.0,,52.0,
XLOFUJVHVG,xwr9661,S,35214.0,Ddmqwhytsdfo,Devon Energy,4.0,,xffkkjaebwyxowcfmrajkdkwxmr,xwrcsyvuiycalqmpxrodiqz,0.0,Biloxi,1-082-095-9779,m,1.0,New Brunswick,Rlhtdbsjltjhxndfpusedjzbxchqwvkrozgsedmxbsayevsqvaijxdddkogneptmm,United States of America,453.0,O,49.0,1578917.0
Tuakxjjdmyq,Qqv9662,S,419445.0,,Hess,2.0,,Gdrkhmaifovplarxsitfv,Qqvugrcnukigvyd,5.0,Philadelphia,1-848-087-7400,,8.0,AZ,Cazftyvbjjuswioxce,United States of America,347.0,U,35.0,2209812.0
BRYIFZZI,lmh9663,D,306590.0,Nadwnovydxlptxlcs,Cardinal Health,3.0,,CAZCIXCMFTWVBCVJVJPKMZGKLSL,lmhqlxamjdkdfnbaqxpixzrs,1.0,Columbia,1-267-122-8885,,8.0,DC,BMJBJGWSOTIQDZJPRRREODSSQUFULZBPPEVPKGUKRAVCRKXQNTMYOFKZSAJJARSODEUZHUSNGWD,Canada,652.0,O,51.0,2741874.0
UESWAUAVSD,aoy9664,S,238125.0,JVCZTMCWSKSZOWBHIKEJSPYTORSSSZHTCV,IDT,5.0,c,Vzkcjcrwjjeemtaxwb,aoywumesvcflcbdasxppsqxsbunrwb,5.0,Casper,1-483-408-3124,m,,TN,MQIUXKJMYRUEBAFJHLDAHMNCKUNBBAJFQROMXNVBKME,,315.0,O,89.0,3568994.0
dcvamdzj,Rqd9665,S,261835.0,Sqtuhhllecdmkzhhsltxuopcfjfwonaypqyhsjtmtt,Sauer-Danfoss,5.0,,ZIAADRFVXHMZDITGQTWWIFREFWCDCH,Rqdivrhznoezcw,4.0,Independence,1-968-859-9429,m,7.0,OH,inlhxjyshouosxrweoahbjtndxxcmtofauywjpdo,United States of America,459.0,O,41.0,2346784.0
Qcdyewmngkxa,Dqw9666,U,497692.0,OSQTIJOMCMPBEEHJZNDSMLUQADPYJQOSVTOZEFTGILUDIQXZA,Micron Technology,0.0,,Skdatqeay,Dqwdkkbrbmhriaoseyofjwizj,3.0,Memphis,1-745-910-7040,,2.0,Alberta,Cmtfjhxazegmmbvtubsqtdpqhlcwiqriwedknfkylhrdmwqccjvlrfjgzrtaxqsdfjkpkbd,United States of America,725.0,O,67.0,1898220.0
wuskbqszeb,Dgn9667,U,88112.0,WWZPPTLQFTESGQ,General Cable,0.0,,zsekhciorhksonmtvqupfgrpgmje,Dgnbzrqfsncvsbpgpgeuju,1.0,Cedar Rapids,1-899-093-9739,,3.0,NV,zmpvticxajhuftrllcvxepdcnqmzgeoparwfzx,United States of America,447.0,O,93.0,2203625.0
Fbnoo,aoq9668,M,104437.0,Chjxrujupnfkncigpbmcywjkzyoq,"Toys ""R"" Us",1.0,f,Cvekkvzjugahhrndrmidjpds,aoqbwlqnbrulcjliaqcxm,,Calgary,1-541-695-3852,,6.0,KS,MXULIDLHNRGRPZVRGCIMXHJBLQUHKTHWXPCEYXFVI,United States of America,,O,65.0,52183.0
Immphapz,Sad9669,M,,,Thor Industries,4.0,,ZOMHEZQLWH,Sadlkcbatgxumizwgt,5.0,Oxnard,1-007-280-8774,,4.0,SC,VBSTXOQFXBLNZWOSZJUQTOVOGNKPJWFXOILCDFJBPYEDVOBUKWUCNXMEARJL,United States of America,792.0,O,56.0,239989.0
Coqnelttwkq,Ado9670,M,,Vrhzatsidclblopzesmcjtgvpzucrhxqdqhiwgpibdgj,Dell,3.0,A,udwdptvgekvaiqgrhsogcabzww,Adorixruifipw,2.0,Orlando,1-413-101-7772,,3.0,CT,rhceudgltdkwzkventbozcwkibdwdepslvfjlyxwvyysspfkxakgmqawwhnnbgfsiafsodjz,United States of America,621.0,R,90.0,2767366.0
YJGAXIBDGIF,Vmi9671,S,341013.0,Mcfloylpncgezyarkxazhpzbzvohgmslmvkyiion,Bucyrus International,1.0,k,Unwtumzytqqnh,Vmiuddoaetmomzzvdzxsad,5.0,Augusta,1-591-593-2209,M,2.0,ID,FTCUZXMWUHVJTPKGFKXSDXAP,United States of America,658.0,O,18.0,2497914.0
huceedxenkvb,Hnj9672,S,485066.0,iyharocbthpk,Community Health Systems,1.0,j,KMRIMFFEVPLDJTEIOHKBGBV,Hnjmwjokuofbslwy,,Dallas,1-720-657-9962,F,9.0,SC,YDJZBRMXZIIJREF,Canada,584.0,O,42.0,2766304.0
EWAIYYFNO,dei9673,M,75434.0,Rxobtjvropvgqomehvhrqapchbshyvhrvqtroioluaruajdqrjk,Adobe Systems,0.0,J,ifpjvgqcrvpnvatimdiemqnnn,deiqwrtjzqgdiflymnmodm,1.0,Idaho Falls,1-519-930-3145,,5.0,TX,ttlyjighwxjjsdsmukexerluvnsobva,,678.0,O,47.0,
Hfepjdkbxtsu,XWZ9674,M,414049.0,Vdvwkbvrujwktcnpozgjekxcpdkqwxsxkpezteedgsexfeclyjurwttm,Sonic Automotive,3.0,p,TTQIBERP,XWZAINO,5.0,Springfield,1-308-247-8605,M,9.0,OH,Qxojh,Canada,363.0,O,4.0,842909.0
Wwfytjgb,orz9675,M,428708.0,Virwbwjrnohycqnqgovdfsdphlxxnqbeneiupgwvcgaahakuobvplmqeh,KB Home,5.0,,Xkinmsfostoh,orzilxccetwnyyniiqypcqtw,5.0,Mobile,1-055-588-7882,,0.0,British Columbia,Fytvnjeojcnsfjmbxlrqvhjrtvyncdgmakglwlbicmvsxgyoaz,United States of America,735.0,O,24.0,1984905.0
Owwjdhdjalao,aup9676,M,39844.0,IENCJDBLRAAUMLC,United Refining,,,WQJTDQLCHVSFPGXGOCZTLGRGUU,auploanpdwrmoziljakqidolazxs,2.0,Dover,1-958-444-3864,,6.0,British Columbia,Hhmlqgwfcqxpirs,United States of America,478.0,O,0.0,
vmfxlubyh,yfc9677,S,478282.0,lxqnxkrkh,TECO Energy,3.0,,ZHPPUJDPYFADUTLLOFZTAQZLB,yfcwjaapnmxcokqclumtxwfhhqps,5.0,Chicago,1-571-946-4731,F,1.0,NJ,zddkaspfsraemotchcjnzjzguqzbpdgezabjzaacqiznokwjowbyozbojsaiuuoytbe,,601.0,O,75.0,1768786.0
Dybsohghvv,Gmm9678,U,398282.0,Gudlptbdjsxqnekngcdutxvqisxerztxedmazjkkjlciphansqwoheqiossztlumbitckmem,Rockwell Automation,2.0,,jokoeckxauevwkuyjrtol,Gmmlwwlsgo,4.0,Overland Park,1-274-031-4367,M,2.0,IA,Cawkbziwteifyvlotsxhvqhrdqsacppnsihkyfabrdloypdhdfvgxtsohdlfvocmmczcteqnnp,Canada,360.0,R,86.0,1753547.0
VTEGEGX,Fax9679,S,118446.0,guexuyewomivukp,Allstate,2.0,D,DYTLYIUADXKYVHFVZLPPJCWQKN,Faxlpklcazejwacnjypabte,1.0,Inglewood,1-013-497-5463,,9.0,VT,,United States of America,344.0,R,63.0,1629815.0
Fdwsbajlddtl,Rjb9680,M,81725.0,Cbslaopdrfxpdehicvm,BB&T Corp.,5.0,M,Csjmnqmwqbnaib,Rjbcis,1.0,Los Angeles,1-339-574-0564,,1.0,WA,PWLJTONKSFPJPKMWXKKLCXUNEC,United States of America,491.0,R,85.0,475073.0
Btyepvnn,MQE9681,U,351317.0,Alszbfuucozscrfcxuavokuizaofkfvvggvmtrykszvr,Health Net,3.0,,Tmsyhvujtxhippz,MQEMC,3.0,Birmingham,1-036-625-3420,m,3.0,KS,pfjbdbfegsxvgjzgwcttedfnlanytthbdlqqnolxzfhbdmtjniodpwfqwocoqwju,United States of America,747.0,O,36.0,778154.0
VGMEFCJQI,Jxc9682,M,389550.0,EMGPPNCSDAPUPHMBRTHZLWIOAXUTHIBMZYSFPNZGJYXLKMWTIFRRTDBJSXAM,Jacobs Engineering Group,1.0,P,Wwooapxnfrzpkigoabgjj,Jxclbgnpnwxifgku,0.0,Laredo,1-689-457-5027,M,,ME,Niiemsgqsztpkhoctmeupknuqdxvgvuzzls,Canada,365.0,O,,2754129.0
Fzhjd,Mzk9683,M,327758.0,Jvlooqpnvwsrmpeohmyhesjjmbrdxrrnxbvzuduxxcpnfkldlwrreiqsxhtlgcwmfthbsuab,Thomas & Betts,4.0,A,Nwexrqlextlxmgnjcqqbbveqn,Mzkopwrbky,2.0,Mesquite,1-104-467-5384,m,7.0,GA,Rlngxdppwajnljewscj,Canada,644.0,O,71.0,856092.0
Owmcxwrqim,Vpr9684,M,473327.0,Aitqdlprfkarfhuipmsjjpnbvjpfzjadadhwnoaexrcwegtoairukwevppz,Hershey,5.0,U,Mdbhgqse,Vprew,0.0,Berkeley,1-939-928-9518,,0.0,TX,DHFMABKBVHJSXAXOSXQZBWEJMPJKYAXIXNUHTXIZUOIYDJRZWZRTGNQOOGRIQHDFSKI,United States of America,667.0,O,83.0,3946401.0
Dumtemhcqw,ter9685,S,78196.0,Yzbshrkfprewjifcmouyqbrgpmhxuoffuqynyfltssbfabkfpcvqihjdcanowmanpermxmhfkmnpnf,Peter Kiewit Sons',2.0,,ttlcyilgrnrkoqujxhvdq,tercwg,0.0,Oklahoma City,1-855-338-8338,,2.0,KS,Vyhez,United States of America,404.0,O,2.0,1772756.0
Ukbhyktiegtx,BVB9686,M,369645.0,CBCWBFHKXPUAACGMFABK,Biomet,0.0,,Zqaqqhfmex,BVBNXVKY,1.0,Naperville,1-663-637-9407,,10.0,AR,kjyohttautindomqpzboscfugxtwa,Canada,302.0,R,5.0,890225.0
jiytkmat,Rtr9687,U,387813.0,WKEUOQOKPOTBKNPWOVECORFMTMACTGDECSPKT,Helix Energy Solutions Group,5.0,,Czgorvh,Rtrmljgulplfsqyyppoegssvjf,2.0,Washington,1-253-522-7670,h,,IL,Chmdkxxmtz,United States of America,715.0,R,45.0,522058.0
nhxmvfdza,Gqm9688,,224373.0,Fwwtcmiwanzqbzvkcrtuafzeuqcolhxkteqhrycccsthwocdvvos,Peter Kiewit Sons',3.0,,NGEJMRQLMSNFY,Gqmryjahnyqwgkwptr,5.0,Fargo,1-518-921-6896,,7.0,Newfoundland,Hfmccvouaxdvlraluqp,United States of America,569.0,O,16.0,729468.0
Lxpyjoiqpe,twx9689,W,411588.0,VJXZFNSREFDIOSVGVZPOQLFQJVTDEFGYRJPPLFZCMJNDPCYDWVZEEDICAZMPWKQLLVGKDFW,Metals USA Holdings,2.0,,ymruyjhcy,twxwphvmdplo,,Mesquite,1-940-990-0427,,5.0,LA,Hbohvblxeusmbnyaytoldzqpjoilhrcdfyfrbpdfjdnogqp,United States of America,427.0,R,30.0,785210.0
egjkeyujahr,Nya9690,M,131727.0,Smadqwikhkpifvjxgegdkcgrsgaqettntjzatalmmjjeaonihqyavkumyufnalesjt,Corn Products International,2.0,B,byqdkczfu,Nyaigkrywjfixyuqvpdicy,1.0,Lexington,1-398-166-5292,,0.0,NC,Jooaqoxpokg,United States of America,469.0,R,,3678733.0
Ujkodnbusc,lqb9691,M,418095.0,Doajfbrrckejgucpnifghadcilhbfpxhiugmk,Select Medical Holdings,1.0,T,Gdgldkayulaoxnozf,lqbchpqgwqqgiia,4.0,Syracuse,1-927-097-0868,,8.0,TN,ZIPFECVQQWBJNTSBWAPVJILOQQGRCB,United States of America,765.0,O,28.0,2362008.0
Pnnbejwipn,Sgj9692,M,176403.0,Oliqrykeuivkjzepwiynwmkxtxmuzouhl,Dow Chemical,5.0,f,Pjvchi,Sgjviwbz,1.0,Rapid City,1-737-043-5199,,9.0,IN,Jgqromjnyvmnlssehhqvshpsubtqp,United States of America,612.0,O,81.0,1148605.0
Dccmp,Nxi9693,M,480921.0,dbbubzuciqhezvzgkhgqlprsbhvwijsdbzuwohqybkqroxixabrku,Tractor Supply,5.0,,Ldamerzhuokhafpnsernyn,Nxizymxaaydoyjeiyhm,5.0,Austin,1-244-217-7148,,8.0,MT,Qvukmwowlmeavrqkyjtsseojgxfabzejhdu,United States of America,446.0,O,72.0,725507.0
xzzqsvkm,dsc9694,S,135544.0,civievlepfgkdwyltopuqeasutvqhlodxgqfzbcczluakmdbglcetbgajsafvtsvmddmqawdl,TECO Energy,,K,PRTKUOEOWIYRLZGQPWZQVWOAIWX,dscfassaostjxiljtbk,1.0,McAllen,1-615-809-4057,,6.0,LA,LEWVUHTQWVJJIYDUUGUXGLDUB,United States of America,729.0,O,100.0,687245.0
,KES9695,U,141282.0,cqzxonxozogidiifoczdgptqhzlntfvctfawdfbabhfyrkpxocyfmtgtnhqzvpmdcrppcchrlpy,Jones Lang LaSalle,2.0,r,KBBWMXZHXHZADPCDERS,KESWIOFNFQMOEFFEBNVGNZB,4.0,Phoenix,1-947-023-7069,,9.0,MT,MLIXZQBRSIDHX,United States of America,536.0,O,27.0,3128364.0
ZATUGUX,Ioy9696,W,124643.0,Uafdysfm,Molina Healthcare,0.0,s,LJNHLXQTH,Ioyihiir,5.0,Hayward,1-804-557-4843,,,HI,injxyhsiiokljmaefyugkhsbrqabwetcsebjulxdplcb,United States of America,392.0,O,79.0,2019975.0
Ougozvevg,Chf9697,U,30059.0,ZQUQOMDHNOJSKVTCIHN,Eaton,2.0,,daxfaprrmzeykfeguolfdcl,Chflwyn,,Allentown,1-449-118-3915,,4.0,AR,Evuytdqafghmlfogqvufrrfbaoybivjteprujwyyrofiebffisfgcomoaacawblp,United States of America,710.0,R,62.0,3947994.0
Doerbagjqikl,udq9698,M,161910.0,Wztotdcatgkfpqfvrglvzixuwvenbhdrqmjfimvfuhh,Graphic Packaging Holding,0.0,,Rqancsledlrxhtcjxuwwafu,udquzihhkpcjtqcikodzktov,3.0,Waterbury,1-792-399-2590,m,,CO,Kyaieljkhipjmkizckkzdobuqhhlwpjp,Canada,509.0,O,6.0,1117777.0
Jduhkv,Tex9699,D,188636.0,nfemyqjffpkcovojnufiibxpsusvfxjfusza,Universal Health Services,5.0,K,mncutykiznpbbhydazphmnlrhlabb,Texdcpywqgdijttkmuphzqkijv,,Lincoln,1-144-991-6718,,4.0,MI,xrmppjdkukqptmoodzaahxdsodcxxjjkffjnqkxldjydbrjteurququxssxv,United States of America,494.0,O,,3699271.0
qzkohi,nsr9700,M,192899.0,Rfyguulihuwwddjncdexklacma,Amphenol,4.0,,Ifgbmvda,nsrrpjd,1.0,Saint John,1-249-519-6691,,10.0,OK,Hrydgzyxwvvnbktfktfqs,Canada,451.0,R,43.0,3390554.0
Cxmjasscm,uyo9701,S,131135.0,vdaeasowkswwmglkypemwpjblxcvqrpsusvmigr,Cracker Barrel Old Country,2.0,l,Slxiqybx,uyoxbaxfrnpqds,2.0,Fullerton,1-168-431-2457,,,DC,Iwknmhengae,United States of America,544.0,O,,2595389.0
Auibgawr,Kni9702,M,179290.0,Mhmanzfbleqexvhetpsbchmmgznhbusdbfgfgwciaxfsdwbrrydtmweqkffpf,Scholastic,5.0,,JNUXCRGKKQJUDVNTDFKQBADGLVBS,Knitrdotunwlbschdykqjisopv,5.0,Boston,1-328-227-5957,,3.0,NE,Narsxo,Canada,,O,95.0,2461368.0
Iplvgcirddat,Wvv9703,W,346151.0,VSMEQDNQCNRBDTWAOMS,Cardinal Health,2.0,Z,JXRESDTVVPINEIMUEIRRNOXOEIKM,Wvvib,3.0,Raleigh,1-909-047-8936,,1.0,RI,ndfyepgfaohmrsorgxupaoycbfrlcekkxnxolwzpadvkavyfhmnpbarynrcwbgqpiahwbw,Canada,607.0,O,6.0,2313032.0
,OKM9704,U,361254.0,Fcvqxyflsjliruyuutcattfjsmjxalrkblj,Delphi,0.0,,chlqwmvvbgbpjwixsdso,OKMYXBUOBUUTTUORREVC,0.0,Lancaster,1-385-703-4324,,6.0,British Columbia,MLGYLMVEMFJDAXGSKVSJPTOZNXLEWATYRRYPBTOFSPAKSTOR,United States of America,739.0,O,72.0,1248101.0
KOGZCYOVIE,zpp9705,M,412022.0,Givecuumchckjaeseesvxqwenwqyejjvklclovmwveiovmoggjepeuohdlchnfxenpgghptxboer,PolyOne,,,GAAXRDUMXJRYOHN,zppvtlakkinj,2.0,Sacramento,1-944-594-1754,,8.0,ME,QBMNOVYUVKQBAOLPABAMEIOKP,United States of America,361.0,O,98.0,3651964.0
Jiqdwcgjv,Msa9706,M,103144.0,WOVTHDTXOVTXXFPNTCBPXRBGXHNRPPKQVDRASJTLIGYWAIWRTRCJPPWNIIKJCOQ,Analog Devices,0.0,,oosmwjkahdkkecnrmvvdk,Msajkghmrkvcbwfxohfpajourzd,0.0,Toledo,1-090-561-3869,,,WV,Xuzbrhychyfwuoennlvanlwufdtnsvggenridshavlltbwqjcjqhpjptxfvvmervmldm,United States of America,836.0,U,12.0,
Rsfcyhddxk,lkc9707,U,121611.0,Qozfxaewqbkkqd,Cooper Tire & Rubber,3.0,,okaztdsfkk,lkckqoraguvfnpsbftgmtpcwz,3.0,Victoria,1-038-513-8916,M,5.0,British Columbia,EXMUFPZBYXKBXHSIHTZIRNMOMOUIIGHJMDWAFGMDAYGEYUY,United States of America,521.0,R,48.0,901782.0
Mdvzjrznpde,Xbb9708,W,475893.0,Urhnihufkcbvrrpfsvxzbfjordrtdfoijcqxhttsio,Ryland Group,3.0,f,Ppuhidwnvambjyqlfh,Xbbceoijbyzqo,4.0,Milwaukee,1-894-515-7591,,10.0,TX,glzvnekwfbpuxteagfqy,United States of America,782.0,O,61.0,
aeeekyk,Udb9709,U,464301.0,IIPUQLOQFRJK,Sprint Nextel,4.0,z,fimztfztxff,Udbgg,1.0,Montreal,1-142-702-3953,,4.0,ND,strncruqpabfjyazmikukagnxoumvkuiwxobojocdopdjlybtmpfjhbdozienziyeprifcrlgyxuailx,United States of America,492.0,O,82.0,2133261.0
NGRKGELEVGF,mmi9710,S,314885.0,Zxjgshkiclbokdsgmzxnpsivmznprrcvhnexvfirgydxzjonkqftgnvmknm,Union Pacific,0.0,S,Bsbvbjcvtsotmgq,mmifwazwkzincrxcenfrqzutfqcpxn,0.0,St. Louis,1-668-043-1872,m,1.0,NC,ukbfqdnyrgnhjiuaqcmhwmmmklagv,United States of America,,O,90.0,995044.0
,Ips9711,,499232.0,febxumwqdhjhuvodqosqsuyzmbmkwpzifmuzypltalpwlij,Pilgrim's Pride,1.0,x,MNUJDQHFGFGBWFZA,Ipsidoaoraeelnnaccrqusnemj,5.0,Newark,1-582-913-5759,,2.0,WA,iygiwmkivfstzhukydkdmekofelkflkdtaskjupovgxqriirnz,United States of America,649.0,O,18.0,2211836.0
