prospect_nmbrchldrn,prospect_nmbrcrs,prospect_gncd,prospect_pstlcd,prospect_frstnm,prospect_crdtrtng,prospect_lstnm,prospect_wnrrntflg,prospect_g,prospect_ddrssln1,prospect_ncm,prospect_phn,prospect_ct,prospect_ntwrth,prospect_mrtlstts,prospect_gndr,prospect_mddlntl,prospect_stt,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_cntr,prospect_mplr
2.0,4.0,LNI8023,Nkqaaxgilyu,Ukjikxzjlupncpyawtylr,665.0,LNIOJAFOCILZSXDNQWICAVUKHCHY,O,1.0,Mwyqleggcrjksjvqkhnnrmoqndtyxizkpdxfkgqsrakmttwbowqgcdbpb,168295.0,1-469-388-7767,Jacksonville,1045226.0,,m,u,Manitoba,essrkfnkztneu,8.0,United States of America,PSS World Medical
3.0,2.0,PPT8024,hlaxlbdn,Xrxsnpojnbwylhwwbjfinkaeimu,833.0,PPTIYNKBWFLMOXPXWVNEKXMUBSIXH,,14.0,DSDJXNVYCCXCLRUIFVMTKZIWSMBVMZCMHAAVWTBQKHXPSIFNLKAYTJCIBFWNEGPVHTTLBVTHWASYMVKR,461109.0,1-183-526-1691,Pueblo,697590.0,M,,Z,WY,Zjsgdgujsyzrkoozfhwpjvinpwrbbnunvjpiuanfnnxzsssvebhedyawnfmwvoxcvcpsy,,United States of America,ConAgra Foods
4.0,4.0,Ula8025,ANGYJXXDXR,Onbqauvefoigtlq,579.0,Ulasvakuipzgculmaedxunqobbfstf,O,13.0,Kvbhoprjzsdclvlugerskxckmjs,205545.0,1-769-218-0825,Chandler,1411687.0,S,m,g,NM,Oharrlbgvigsfozuwxzjbpcrtcplaxsmorrgosuotsitrzftsivlc,2.0,Canada,
0.0,3.0,Kgc8026,Khiyhpwtvttc,nankoeffzqilvhkyxd,410.0,Kgcxqldazawsankrs,O,19.0,UQBKITDIXNYPJIKVPQCNWDNOHUWHNWRBEKGATTYLZYHBKAURALUTSUOGNFIPPFKKGETMAYCALMWDPSR,153449.0,1-896-771-1038,Columbia,3413890.0,U,,A,SC,Lvrjmhasupstbncpkgqgpcjstndcxrqyyktdxwlmsuwuflwvsvllyqwyvjhfi,1.0,Canada,W.R. Grace
1.0,5.0,Wfd8027,Dwdlsttwakvs,Lapsgapriqybymmwzkiyxdv,,Wfdelivhudzvhatladrjups,R,88.0,vvgjmjdomalgvdfbyachdrgqmterfbuihhidxaboiftqfhqxhrutzwseoadpkolyhn,268590.0,1-011-030-4142,Little Rock,3940811.0,M,,,Alberta,Grxofdsrbntglvlsuaslseep,3.0,United States of America,Thor Industries
0.0,4.0,Lyh8028,Xgiglw,Vfmgtbkxjdrr,846.0,Lyhufytoq,R,44.0,tplvqeadmfrvkarlhcihlkitswcslxjzplukssypvshralkqrvisxjcjruileepmoaejf,456221.0,1-099-288-5148,St. Johns,1181657.0,U,,,MS,NOAWMSPCNKALFGWUSAEKBAFPWWCKNWTNTIRAADAPXGRBHFVBXBEZSQFHJZMLAFXPQJPMKXB,6.0,Canada,Enbridge Energy Partners
5.0,5.0,Aep8029,WWHJUNK,FEKRVB,488.0,Aepdwmgfhxrrv,U,3.0,ACEWPKADFDQRXWGSEKAIEWTMXDGUYELOORUYXY,,1-935-830-3336,Cedar Rapids,2410721.0,M,,,New Brunswick,nqjunrlccyhtmarhiyrilbommyolyetitotpskwwtbknwrnjp,2.0,United States of America,Key Energy Services
2.0,0.0,hdz8030,Ntyfadnbw,llreycsbmfvklhvajnuwfh,815.0,hdzqxtjrsnglprujxvpgglww,O,45.0,Bdezwojiqwvouvazvtchfcxiupjpomjpnsoszttzaypdeflo,279973.0,1-711-331-7079,Salinas,2181486.0,M,,E,FL,Hyhfyhpbezh,,United States of America,Albemarle
1.0,5.0,Rmk8032,Tmgwtdoshze,TDUQPIRVOKMBYHJWOQBVPIC,474.0,Rmkykafjvnhraabuwolzrkurwptuwx,R,10.0,Svqsajjefvaoyjpgntpbhcasjmizijyzcuva,176051.0,1-949-869-4694,San Bernardino,408166.0,S,m,o,Quebec,ykxxixbfhsmdatzjxizwo,5.0,,Cummins
1.0,1.0,HGJ8033,xydzfqha,bxrwchpxuxoombjhqjeoj,693.0,HGJZUDODMRBBYAOCWFKHMZ,O,11.0,Kxdggbfjjkwmivdkachvlbqejzvptsdmuxkoswcyfbdncfsqkk,364876.0,1-816-228-0366,San Bernardino,1433641.0,S,,A,NE,NTEBDRDDCHXHAWZSPDAWFNFWU,3.0,,Arkansas Best
5.0,1.0,HDJ8034,xiopx,tbskghfwocsfbihecigwavo,644.0,HDJSJNXBZXSXZVTKUADMDFJJCOWSTY,O,48.0,Uqrswnwnizeqbieh,67488.0,1-848-925-3291,San Diego,2954062.0,U,M,,MI,,10.0,,Mutual Life Insurance
0.0,1.0,BRQ8035,Jdtabccfw,pcaewuhbvitxdwnvoqsrh,742.0,BRQLUSDIY,O,35.0,JJCTFAAIYTOTAOM,37020.0,1-185-642-9518,Escondido,660532.0,M,M,,VT,XQXPTHMMQQRV,,United States of America,Oil States International
1.0,2.0,Nhc8036,Ccfeimwbpgca,dlydjs,583.0,Nhcmzqghxansrscamavkaen,O,30.0,Ycavepoovatf,224282.0,1-821-354-7214,Hilo,1555614.0,M,f,,MO,Spfxdjqmrdntplo,8.0,United States of America,International Paper
1.0,4.0,rgx8037,axhgle,LBXVWSKMAAKBMCSONNOSMKWSYD,545.0,rgxmtdkrbskibcdlk,O,37.0,Wkpakulobacdhvjauxtynmvcgbjpphog,164419.0,1-423-173-6430,Pittsburgh,2563447.0,W,m,,Alberta,Ybknlslbueknicmhliqbcvnficqocapllezteczreruqidwmhdxbribbjr,2.0,United States of America,BE Aerospace
3.0,3.0,CAZ8038,CQTEIEAVFMM,NNKVJG,302.0,CAZKXPVSVKNUL,O,74.0,DWVUVHEFJIIHPXTTERZHYIEIEJMWHRRIIVTDUVMJFHYZQ,150884.0,1-020-405-1474,Columbia,1223944.0,U,,,MT,,0.0,United States of America,IDT
1.0,4.0,tcx8039,Irxgbxqkt,Badtgesdjwacmicaafq,646.0,tcxxnwhtiohtaamrhkvlqbkckgnrf,R,89.0,Aohatccwvmttubxytqscyiyhqwiugigtannbyjkavsrdvpdgfpbkattgunkudoevp,26168.0,1-701-846-5029,Pueblo,1353587.0,S,F,I,ME,Wzuxagdhklldayuevhsiufmsbbetdxonrepoxjtnueasqdwcsowdjwwnfluxtfje,,United States of America,Schering-Plough
3.0,4.0,Uzq8040,gdurxstel,Htakxkmqorjritvnwq,514.0,Uzqgdffiyqcbwftjsqaevdxz,R,70.0,HZXIGTJXAWGMPQLOZILGURDVDXM,14182.0,1-380-069-8864,Great Falls,2571277.0,U,,,NH,Jzdnipcjudrmdzjtroieqqmzuxqsbhjndlqfybumsdvymllbotcujygqhlclwvhk,10.0,United States of America,Chemtura
0.0,,Qpo8041,Wfajoyet,EKOJWDITBPSTELTDPXITKFKE,387.0,Qpoauvlogbpfifzdfflitomvryhtm,,32.0,CCLBPTPNPJCXOEFZJKHDNCLPSHTWZANLIFDYXMHHWZGBAGBHNNZTIRAYJJNSHGLPGFHXBQWMGIS,311513.0,1-133-263-9768,North Las Vegas,928430.0,M,M,S,VT,Pewndwkkcoqmkmghqzcbjvizbhc,8.0,Canada,ArvinMeritor
1.0,5.0,ZOT8042,DQORFSZPJ,CJTVFJTXYQHCDHSIUXHMMCBXSTC,564.0,ZOTCPAWWUQSYBSKHSYXIEXDAEVCXSG,O,67.0,,382145.0,1-829-248-5554,Fargo,1674038.0,M,M,,NJ,Jsevemcfwxbdplvevzanwoshitmqifjc,2.0,United States of America,Laboratory Corp. of America
1.0,5.0,Zat8043,kgzgv,KORQISQXHSDABHOEWAKCPNX,697.0,Zatilrxauxfxcwfoblyem,U,10.0,,145398.0,1-042-788-7719,Hollywood,1515033.0,D,M,,CO,yablvqlfzmpznumiuwhsentg,6.0,United States of America,Hershey
2.0,2.0,Owo8044,xtmupjjxbvv,Clghol,398.0,Owoycczzg,O,18.0,Spgoukxquxhxcebxlhmbjifgnghylvehebqkhadpmgvmdizvwldldhijeikrunjluhmrbcxvby,760.0,1-925-737-7759,Louisville,3710958.0,D,M,U,Alberta,Ckxcblwa,10.0,United States of America,O'Reilly Automotive
1.0,2.0,Xmn8045,TXYAH,ljdmdggdxoemoncutyghfkh,812.0,Xmnqpryftvpoqkguaeiiebes,U,58.0,MSTXLAGHHNYAATDJLBXHVUXMBUXMWCCKQCXZVIXIMKWNROSXHIKGEXTRSAO,234083.0,1-751-937-4871,Irving,640918.0,U,f,,WI,Surelhbhjovkaojxnudrvvgmsgcgbhldxaqzggkntssqevvddryunnizquklcgzatdmg,5.0,United States of America,Nasdaq OMX Group
2.0,1.0,Czn8046,Vqxqyh,vypqjwlfhjisaxj,442.0,Cznvrhlupdpqbtrp,,2.0,Tfcitrjtubjlgrrunhweronflkiqgckvszpvbbahohhonwztnnygofogvq,368734.0,1-811-592-5327,Hayward,2856426.0,U,f,q,DC,,2.0,United States of America,UAL
5.0,0.0,Vri8047,,Sfurayjxedmskthi,610.0,Vrixfjpxhicvasvbe,R,80.0,XIZYBGSCWPGKZKSSVQEUOAGGLFUGOGBPQKDNZFETPAAZQDRBUG,153370.0,1-801-759-2877,Detroit,27261.0,S,,s,LA,xcusmlidazipwwhxohsoerrpyjsqtieatlaabqavo,2.0,United States of America,Lam Research
0.0,5.0,Leo8048,Rxgtokktkant,jwagfxizpzbkf,542.0,Leountyxsesx,O,61.0,Qfmszwiodmuulwspnttwrjkbwhqgoslwapkxgxsilxqrtmg,421899.0,1-852-644-7809,Garland,2034896.0,M,,,IN,Ighbinplegmxrbygpqdbibufqtheodnelgwuvglmoezqrbpajpgbdgbfgznitdasttjmhho,2.0,United States of America,Eagle Rock Energy Partners
0.0,3.0,qip8049,Tzibmk,Sjaigbathvqsercvbndaarfc,621.0,qipdgngdlehu,R,12.0,Qvkqzohzrqbrxrhljtrxoouwpjaxfsazowdrrnhlynpvhgamogxqmmdyhwlfktbcbfa,497123.0,1-280-689-5854,Minneapolis,1101937.0,M,,,WV,ktqkvfiofqocgayuwahvfbqioqsixqfdsqdqhvqibpplnkshwhehhswxgopsiuvlffagjqepfwauhmh,7.0,United States of America,United Technologies
0.0,4.0,Ffr8050,atujtqg,Bselahtaae,498.0,Ffrusigygzildvhgevw,O,85.0,KIYNNIBEUACGVTYFYXSLCPCRXDYADTJKEHUKDLVMYFBXHGNOS,282798.0,1-808-896-3924,Elizabeth,2539495.0,M,,,VA,XOAURGGHMRLVNRA,3.0,United States of America,GMAC
,5.0,Ymw8051,MEAOHNBNGX,Qqixbqmrvroamjteoqxtnaps,334.0,Ymwznnlmazqdjcyouzzpqkajfmk,O,99.0,lwnxkmjoeqfjbjflqk,457615.0,1-681-432-5475,St. Johns,3725194.0,M,W,,WY,ASIDJSPBNVMSTEHXGNFWKZJLKSYMDCBXMFRGJWBOJ,9.0,United States of America,Textron
1.0,2.0,Fhr8052,Hxsixf,Xgeoqwrdztcpvg,681.0,Fhrtlg,R,17.0,,153419.0,1-623-511-8227,Stockton,343347.0,M,M,,MA,,3.0,United States of America,Pantry
0.0,0.0,Ooh8053,,Zmmmzxjqgdimxxugkimdhj,821.0,Oohpghzcfdsawgqqficbobflnd,O,96.0,Lemueyixhlrleeeramfsqvyqi,,1-762-498-5143,Knoxville,2146476.0,M,,S,SC,jtobiharglsochderaexmoriqwnnws,4.0,United States of America,IAC/InterActiveCorp
5.0,2.0,Jek8054,Whzyfqqt,Mtassf,512.0,Jekswwujboq,O,32.0,Rghczewtvxglfpzqinethxqofywiaq,204349.0,1-220-496-6695,Los Angeles,73734.0,M,f,y,MD,ztlcfkcrsjedfnicpxryqoagbvwsgadwoolqgwbfuldmoknnft,8.0,,BearingPoint
4.0,4.0,mbc8055,Wpfxht,AMQLOPEEOUJJGTBCU,717.0,mbcfxdjl,O,52.0,Orlhankhodajtynyzqhwtkspiujggcf,466988.0,1-674-945-7585,Phoenix,1380687.0,U,F,,TX,jbogudiieqbfsiedznfrgtdzmybjjqdqncajisicodwwauejxztuzmtws,8.0,Canada,Tech Data
5.0,1.0,Aqs8056,Aqmxsfzn,Vdbfbgqtj,553.0,Aqsuiuepdsgpnnfcugxhod,O,64.0,wsqjfkifrrpobhlesmvdnlevdcwdctrrakfxtdscnfrnkehseghawckvjaruecjuzl,340591.0,1-791-921-3989,Bellevue,3262152.0,W,M,Z,FL,Kgcgvbxp,3.0,,Asbury Automotive Group
3.0,5.0,Shy8057,AOZCIDJNHVH,Nhmjdlcwicszgjqirgtrtvnx,545.0,Shyicmxzvlnufumbajs,O,89.0,Dhdxdhnnrdlpczcakgjzsaqfx,76426.0,1-963-009-3594,London,2732465.0,M,,I,WI,QHEJKMRZIOJQCVORBHZWFDBMCXVNFKAFCUXFRVQUTEODKNDLVIMSJDTKHZDNML,9.0,United States of America,PPG Industries
5.0,4.0,Pzc8058,Dhvbpcmq,Amfgkikmxteouupqb,819.0,Pzcificsejeiupjrbwcy,O,38.0,Mpuoftxnrrfsazula,363857.0,1-602-991-0719,Rockford,,M,,,MO,Uoffuhojoaavovwcvhskbmlquraxrgkcwebhouojw,9.0,United States of America,Administaff
2.0,3.0,Xim8059,Ugyjghf,VNPWMEOGEQZHPPJNB,555.0,Ximyjoakesvfdxevxjqdt,O,8.0,Xtnnpwtmhaccxkwpmyqmhmcfdgaxxdrwlghjhzkwdkjanbpwknzvfjtnomy,294054.0,1-546-507-2743,Fairbanks,657603.0,S,f,,VT,MDYJOWBDUVWUBCGWCSGZKJBSWKCKMLPLFHMGFQNJTR,6.0,United States of America,Kla-Tencor
,4.0,Otu8060,uailthwtcf,Qtbwudexxegjmaejmdztvrqy,343.0,Otuegrmurwfstjayphmvdrwkrx,R,23.0,Wnbktcg,124933.0,1-647-433-7355,Fullerton,463379.0,,,,WA,QEELGQPLRWDRXAXWOGJDECMCQGNXYATUQSEKJYXLTOUHXORHSKULCAPKZODZ,1.0,United States of America,Penn National Gaming
5.0,4.0,Xql8061,opmswsi,Upwxohxfyirmhzxousuapjzyqedklu,669.0,Xqlepgtmunsmokqowvptxtzd,O,55.0,dqzroch,139343.0,1-995-786-4727,Arlington,1498562.0,S,f,o,Saskatchewan,Eqwdxnwxrpxddlyjnwxxvvsxukijgci,1.0,United States of America,Chesapeake Energy
4.0,2.0,HKX8062,uvslf,SNRCPSWUCIPUGXBDZDIHSZRC,814.0,HKXXS,O,23.0,smdgbhagttauoxjemtrtyrifdmdxeov,387803.0,1-223-972-6600,Denver,2961070.0,M,F,,OH,Sbsdhnwfxhtumxmlilkysfudurmftinfbvd,,United States of America,
0.0,1.0,Rif8063,,Jprfz,689.0,Rifjovgfdengdrzpxytvuqf,O,38.0,,283924.0,1-756-187-2805,Overland Park,1378874.0,U,M,,NV,Otgzxduuqrtfobnnqlhkaqenzmspeo,7.0,Canada,Alexander & Baldwin
0.0,1.0,EFY8064,owyfkbmk,zchbrlcskqoyncarudviznuugixag,790.0,EFYAVVJVRS,O,91.0,Fowyuxtqssgiiswacyxevoifritflobqaxksyrkgbewddgjzwfonighjxhalbdbujdeczqbfprzfn,120662.0,1-268-756-9467,Oklahoma City,1564963.0,U,,,SC,Ivgnxhnbwdglkmkbqeslyabbxkidmcyeuibddtejqlyqaphloqmggbnzveqigvyhmyeavyhmqph,5.0,,AmerisourceBergen
5.0,4.0,Jkc8065,Ypnso,Lrhwckqkgtyrefuphhdwflocqmud,423.0,Jkcjhrenwebupynfphpdngtv,R,34.0,JAMTKTOHRCFZNEUKNNZZFOMWQBANYEQAC,7021.0,1-504-237-4451,Overland Park,1517724.0,U,f,R,OH,,4.0,United States of America,Pantry
5.0,5.0,tke8066,TIDCIBFGDGK,Nburpqsowje,538.0,tkemnomcdjlnqvvenntludtup,U,90.0,crqrniaulnmbbiscxopusfoskbnoldaxevlcbwbwagudxzfyr,18275.0,1-938-687-0028,San Diego,3297172.0,M,F,,ND,,10.0,Canada,Buckeye GP Holdings
0.0,1.0,HQN8067,DXEAUV,eeicw,309.0,HQNGMTBSIKPEANCRONDFQBYFZ,O,33.0,wrxyjcodfhtvcfqargshxglqodbtyuzdfgigfbex,338041.0,1-415-995-7124,Chicago,917182.0,M,F,W,Quebec,TFUWJWSEDRFNO,2.0,United States of America,Briggs & Stratton
1.0,3.0,Nik8068,HHBAY,klqeympz,470.0,Nikbshivkkdsbskidusil,O,21.0,xwoluwiubvjcywlivcjfdoeuktbyncgctsrpkzyweadikhcfgakljqdfegqzbkqclkbexfghdaz,308124.0,1-732-600-7028,Indianapolis,2498089.0,M,f,X,Saskatchewan,Mqadrrurbgcykdjimhzotmcjncnbmflpjhqbgsuobwhovdsykafekkxkzpc,3.0,United States of America,
3.0,5.0,Orb8069,ZMWXHFJHG,utxxcgfqbgpxzk,762.0,Orbxhztymdefpakxi,R,78.0,WLNLNBTVTRLGHQZNCUWDLSDDOSK,154807.0,1-628-134-8281,El Monte,2566713.0,D,m,,Alberta,Bxmgakjfeqfpvuncafyovxbjgqcsll,10.0,,Cimarex Energy
1.0,5.0,PPK8070,Hwqndtkq,gfmatmxzvtj,330.0,PPKKLMIXILXJWAEFFCYXNIQW,R,45.0,Omloqtmcvawcfhbekqlazbbftlzbjdtmlnfojzrhvhciexgfhvqlvpkcgphjmigzhd,393376.0,1-279-541-1931,San Antonio,3661813.0,M,,K,TN,kxjszcgchfgdfyahssmzxtrhjvcutqtcsovsglltoklrbypjlzdjpldbvfjgs,9.0,United States of America,Republic Services
4.0,0.0,Kyl8071,,ientkglurjvtvnfxy,569.0,Kyltdoratcassgsomzkicnnm,O,11.0,Canvlhcxxupwpqjfpsntyfrteqfircrysenrqtmkbhs,360634.0,1-345-928-4728,Cedar Rapids,576097.0,W,,,NV,Imdieymqedhihzygttorittfsbmfmgemj,7.0,United States of America,Omnicare
1.0,0.0,tnz8072,CCDTXFAPOP,Evsonsebsxxhvdfmnxubvhtxu,794.0,tnzknqsnpkmoyxgalpxov,O,63.0,Vbmkpz,431106.0,1-167-029-6203,Beaumont,1537561.0,D,,,AK,DWUPIBLRMMISXSG,3.0,Canada,Fortune Brands
3.0,2.0,ANY8073,Gholhta,Cklpctcmnftkwjluh,666.0,ANYPDRXJJRUSKAOXQYISGXBI,O,68.0,Pwmrnzuaosfwrhm,284259.0,1-591-579-8474,Kansas City,2875194.0,W,m,y,AZ,rjqbswbusgalhjgabkcsuxdzfqtsssxdjbuhxiomwjkvxeqaseqnnufwdiwe,6.0,Canada,Donaldson
1.0,2.0,Npb8074,NNYBKK,Lwzww,366.0,Npbep,U,0.0,Addhjedabfflgokkmebdnfnaosaahmsdwvcwfxerdtyu,453974.0,1-061-431-9407,Oakland,3846756.0,U,M,b,TN,Tbkjwtgzvfqxplfcdc,9.0,United States of America,FPL Group
2.0,4.0,Hhg8075,tdlzndgakk,Bjejsrhnhvqehzxzaijyhifbu,668.0,Hhgndxg,O,74.0,wrmtqqxeyauvanumneihxjvlxracwnocpvdjszdqouaixmnf,229733.0,1-739-740-6139,Santa Clarita,1535308.0,S,F,,MO,xxecwtqzzteixniulzwplbbpiovfqvmwhgxswtjfxeeclcunigezmhpghpwkraoudkr,3.0,,Berry Plastics
4.0,2.0,LEY8076,Lxgjkted,HHKZFKSILER,415.0,LEYMSVECEPUOBXENJRI,O,13.0,wnbdcohspmiexvjkgezeqlhweaodolaccxvzjtwrvquds,130928.0,1-981-776-0112,Pembroke Pines,2520114.0,M,f,,VT,Ronzbsceuhpzmcahqlbayvjvxjroeostdxxiumnabfgziqbolntsv,7.0,United States of America,Sealed Air
5.0,2.0,exj8077,Sadwfpywnh,Kfavlpnzwfv,544.0,exjyxklbatcpwrajoarwcciaeqmea,O,62.0,IIIPNKFNLIAUUVVMVVWGO,284486.0,1-483-110-5570,Omaha,1263068.0,,m,O,IN,GNQAOWGITIFQRHKMURSLWMNMORYFQORXSGLYWEZMNPQWIDIDSNZBBMMTUSDBM,0.0,Canada,Republic Services
2.0,3.0,Wqo8078,AHQZWSLMCHGX,qglyylesvqd,514.0,Wqoittkgjqilmoriznlsrgxf,U,6.0,VXAYLDYWTKPLITOXRWFQJSHTPMTFPSVRTPTLSAHGSSNICTVFNQZFL,398521.0,1-214-850-8638,San Antonio,576860.0,M,,,Ontario,Llfsnahwswzoti,4.0,Canada,National Fuel Gas
3.0,5.0,wcx8079,Thaablgdxom,Lhwzpllsu,617.0,wcxvqtaqvgfupyrgi,O,38.0,vmhegpdesabvykilruhb,344423.0,1-171-206-0394,Elizabeth,,D,,M,NC,knxktoxhhisvdwagdy,10.0,United States of America,United Rentals
,2.0,vhh8080,Mqbiimlvtdnn,Odqwyeqgpahjeqzhirbwpfcbdybum,602.0,vhhnjsdgv,U,64.0,Niznjvysmxmlnsztscwrjnh,22578.0,1-163-349-4895,Yonkers,867762.0,S,M,n,New Brunswick,UARTGNUDBETBUULSNXRILRJVHIAGCJVMQWJWKKXKCVKIVNLOPNFUHUKIFQNJ,3.0,United States of America,Lithia Motors
1.0,0.0,Jfu8081,Mfjvgzse,civdxirqxslhercuxmebcfltwnsgfx,434.0,Jfushgmtutwilhtbs,U,27.0,Uawgnesrkpystpyfrfrqenzsbnyndwsfdmeuzqzcacboaurbbgmvmaorwndudxmslxgyk,216152.0,1-573-614-3825,Worcester,3517709.0,S,m,,Saskatchewan,tojwjblxlquhhnflichuiumctpujtrkiefv,7.0,Canada,Liberty Media
3.0,2.0,BRA8082,vozda,joalkcscmrvdaywamxlrzypolgziou,410.0,BRAGKSHU,R,,akddolaesbasdxxsrcolxanylrjoymi,254254.0,1-981-184-4237,Charlotte,789993.0,S,m,,CO,xnmwpwlfcwulsbmcsphfppgdzmqwfitkihgevvbscerahphqxlgvpsqxfm,10.0,United States of America,Crane
2.0,3.0,eam8083,Fxhsesgusk,zcakpkdhwgdmcvwilhmiwrkvqk,495.0,eamqtjribmnohrqxslnuyzih,O,49.0,,238063.0,1-782-265-1918,Huntington Beach,2573032.0,W,,s,MT,Atvqppoikmjfxsjppgauhhtqmibdzlehodsrqmpjodovggibjcqnuoyfwobypdrpryvoauxfmbte,0.0,United States of America,Auto-Owners Insurance
,3.0,AEW8084,yzgjlsq,OJNTIWBUFCEMYDXMOFCFPVKQFWTH,429.0,AEWWHTMKNNJHVABFWZBH,R,37.0,Jarojouxsgfbdvddbcpptxhnesdvadwudzofbjergbmvyltcizwgjnggmfnjzgbfrzwj,95261.0,1-921-965-2114,San Jose,74624.0,M,m,H,KS,wwzflrbbluejonuhmqcrbfqrlhfc,1.0,United States of America,Cliffs Natural Resources
4.0,0.0,Wvj8085,iijngooprne,vhwprzrfkegioafjxrhicxclolmlf,382.0,Wvjlskoytguobwnjqua,O,100.0,Joxsmufkegbkxuocvrhybticzugcvgxwvhwhomdaqrctraby,171907.0,1-125-065-7159,Edmonton,1331048.0,M,,v,IL,Aggrurmxfjdjmeamwypafobvaujza,3.0,United States of America,Biomet
3.0,3.0,Ajq8086,NTDMXNUQUENW,xyfcuxzmrkapwnxxlmskgk,458.0,Ajqmzhfcnlgvspdewexcgnkab,O,77.0,Xnxucjbxfofslijmsvxmdosqmjblrvkcmteevqidjdcrkvrrjzuxbpqsyjjheilwaugxjmn,58285.0,1-969-454-0562,Santa Rosa,2961777.0,M,,,DC,orsotk,9.0,United States of America,Penske Automotive Group
1.0,5.0,Npg8087,Kedcvea,Bzsfxletcnudob,395.0,Npgcy,R,77.0,Xzuckuoxcwlsmucbikomgrqpyjtrecympmflwamimtbxibcltmnltecoafssjjfrdznpynv,450122.0,1-116-081-8170,Winnipeg,1014724.0,M,F,B,NY,epppsisshwtftmnpyjawhoxoppiptwadiwirmacbslstxmjygakpdgfubll,10.0,United States of America,Unisys
5.0,3.0,Wyc8088,VDTTGSFEY,Lffmzswjabkgtnimylinglrkxbep,393.0,Wyczf,,9.0,wprdkmdvsuaznscmvtcihccu,189975.0,1-395-439-2231,Chandler,175998.0,S,M,,NM,Cugxezgrndwqnqdlc,1.0,Canada,Beacon Roofing Supply
3.0,2.0,Ddj8089,Brxwv,Wgzwnh,569.0,Ddjkjobsbjwlzbx,O,14.0,dyodgfzoqrbgkwqzipnxhoejeetanrbwjqsrkxolrajdwnejsxenlkkioterracopirehnkgwqgjxpua,131586.0,1-665-574-6764,Nashua,1603482.0,U,,K,Alberta,AJGJP,3.0,United States of America,Kraft Foods
0.0,5.0,pgw8090,MTPQFRIEFQ,Jzesaewkeaevsdf,768.0,pgwifyqccowwmqexha,O,38.0,dmjcgftmwgkqslriaxvcwlsquyacvpcotanvpeuoeiaebuxamgwsncwashlpknuirtmactvxip,198921.0,1-930-758-5891,Norfolk,2940685.0,D,F,,IA,sbjoksfwbygdkiiwpavnfx,7.0,,Belden
3.0,3.0,sic8091,uiybcoxgz,Gqmyjtgzqnwctpgcgsi,585.0,siczafdkux,R,55.0,QBPGVSYQGNDRUEPKCQYOFUTRCQAQULOKLGTYQJVYBLCJYLOQCYBZPELBBANWLWNJAPMT,419717.0,1-772-090-7589,Fresno,997874.0,M,,T,MN,ljwuswttuomlgbhlpsfthojcirhrvyeemkktcvkguitlpnpcdrljkaydjlkxtmcsufyomd,5.0,United States of America,Oneok
2.0,1.0,AFP8092,TRDZCURGC,Ocfkil,695.0,AFPQVDWXHL,R,23.0,Vhaedpgbnkisdanvqevnhlwtwlaxystbspykkg,315699.0,1-940-293-8766,San Antonio,1210663.0,M,,,Saskatchewan,Zufopflpajwobstetjchjkdfkzxcnqllhqgfikbpgwmmdqybxxhcnoivensdh,5.0,United States of America,Cummins
0.0,3.0,ABE8093,nuzehnzufy,Hhzlbgydkvfhpjwwlwzlrptsn,560.0,ABETTOQSUDXFTEJXWHVJE,O,38.0,Emtycdmgddkbyfissckibwntzotslwqbgtcdusftnxgrmvfksljostqsvtxrjgpgyl,458150.0,1-981-100-7095,Savannah,2550067.0,S,,d,British Columbia,,5.0,United States of America,Whirlpool
,3.0,Egy8094,Kathhixrn,Nlurbghcteceblhakep,574.0,Egypomvbancbwzluentqofdmbr,R,73.0,ERJWXQYXMMWAHEKM,122267.0,1-937-993-9509,Montpelier,2539291.0,U,,Z,New Brunswick,Izzgrkqtowioqholrlvgvdojkmsqqn,6.0,United States of America,National Semiconductor
4.0,5.0,JPQ8095,Bvuqsj,kbnrlyadqcoa,376.0,JPQTLCTGNEGYAVPXXGGMNQ,O,40.0,DQZSWL,478349.0,1-354-845-8552,Peoria,2469405.0,U,,,NH,tbwlgitsgecrkueihcqtmasbe,0.0,United States of America,Belden
5.0,2.0,end8096,bobrea,Bzekn,797.0,endgioqanjrqwkpozrwuwinc,O,42.0,Fpqzdvzxqqdpuzelnpfguxdoorzhxbgeozjwbdgxccvrwbxnrntwjwacodr,,1-088-580-0647,Santa Clara,1975282.0,S,,,British Columbia,vvrmdjpubppehovosdzwfqzyunkegmxthwufbsojkgiigbdolfjlgonasqlptljinoccvbvc,8.0,United States of America,CIT Group
4.0,1.0,MXE8097,rjutwdpzbnhv,Dzyzwuisjdd,337.0,MXEOCUVPCLP,O,50.0,Prfrtbnsvprxspxvjwgmrjdg,7977.0,1-085-672-0938,St. Catharines,3414193.0,W,,P,WA,Olinfcptrebmrzuvehauxptxuzlijedwubt,0.0,United States of America,Cisco Systems
1.0,4.0,Amy8098,gmowmrbg,Vxkrgxvhgdbkynqontjtztdu,500.0,Amyypkrutcuve,O,36.0,fwaggytpljvwwmadureror,114056.0,1-942-438-0390,Fullerton,716072.0,M,F,,OH,,2.0,United States of America,DynCorp International
