prospect_mddlntl,prospect_ntwrth,prospect_mplr,prospect_ddrssln1,prospect_phn,prospect_cntr,prospect_crdtrtng,prospect_ddrssln2,prospect_pstlcd,prospect_lstnm,prospect_ncm,prospect_stt,prospect_wnrrntflg,prospect_ct,prospect_mrtlstts,prospect_nmbrcrs,prospect_g,prospect_gndr,prospect_frstnm,prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrdtcrds
H,2698096.0,Silgan Holdings,Munggbucdmguhwlxajmjdbyrlmz,1-459-530-8211,United States of America,708.0,Xguvqjzeqyygbxotyhjhovusvpfjmixmdoyygfcqebgt,Bfxsf,Qcnwvbpishbcapleiofbodxryplej,81588.0,CO,,St. Louis,M,4.0,49.0,,Zpxurb,Qcn8480,0.0,5.0
,2572600.0,Ameriprise Financial,Ozsgurxlnmpkdezwfkggbzcfjgqpjqwpezuknoqfjcyllbbwwmdbibuqlmbb,1-385-488-1221,United States of America,764.0,Tmoouqslibchwniwjoatomwnqpaeesaztkaenntqohvmshddgbmegv,Rwjwlexct,LMSWRRIYYBADWUQQTMRA,105974.0,SC,O,Raleigh,M,4.0,23.0,F,lprwgoscavurvynwujjxxle,LMS8481,2.0,2.0
a,1537032.0,W.W. Grainger,ibgejbiplyxktvhmupjanjbhgpblcqmsrisuvjucbaanqegbeqehevymfxvrrjdr,1-447-167-7938,United States of America,785.0,AOCCFNITNBJB,zjorku,OUCMQPFVNGJBEPRXJQATBZKL,1657.0,RI,O,Rancho Cucamonga,S,4.0,34.0,,qkvopuuqnxnzmjexx,OUC8482,3.0,2.0
X,2126200.0,Modine Manufacturing,zopoxnwrvhuvosqhbabweyzqrytvkqapoyqi,1-136-629-7597,Canada,345.0,Bvcaixiuajxcgxjufmkwcrucitazjxybkmiyeyzflxiyy,Blsuzpxutm,Trpvxndkehp,397454.0,NM,O,Lafayette,U,,31.0,m,Cpcygdjawvd,Trp8483,5.0,
f,770068.0,FPL Group,Sslpzhdrvlptsyesstypqv,1-634-767-1446,United States of America,784.0,Spavpckncfagwmztcntlhjxnfqunhwzfbxgjxdazod,Knodacngli,gteafjkaekeludwudjswlzpsfjbmf,262796.0,GA,R,Fayetteville,U,4.0,38.0,,Sluttdymzbebxfiqw,gte8484,0.0,5.0
,1412791.0,Puget Energy,ofcfzwmfyajaqxsuxclrzkbaozdoiy,1-623-631-6016,United States of America,558.0,wlhkptmvpepanirunxw,MLUHIRQPQ,ROBOV,412539.0,WY,O,Long Beach,M,3.0,23.0,,hlcmelvgbfnpujregduwv,ROB8485,4.0,5.0
g,1469286.0,Simon Property Group,NWURFHDWKZYBGWJCIGHLERNMFIXCYEFNMGCD,1-803-557-0768,United States of America,841.0,PHCRAKLODZNKLQAKUQMNQHTYNQCKITVQXDBFDXKXXMOMMRMPQWDRNDKBZRMGJWDKILGESJA,,rcdxqmrebatutkl,123391.0,NJ,O,Huntington Beach,,1.0,81.0,F,Igeqhfktrcdtgrxwszs,rcd8486,4.0,8.0
r,1152298.0,Burger King Holdings,Uvbpedlanettwjwngcymqyeftemiw,1-003-349-4503,United States of America,571.0,PNMPRMUVIGMFWUOUEANGQGOGWVLMHOGI,DVCOX,YMWDIRPSHRGNXOYTF,435982.0,SC,O,Baton Rouge,S,3.0,8.0,,Dtlajkgeqqmalrgrxkmybil,YMW8487,5.0,2.0
,3897005.0,Pall,GXEFPIVJPEQEYQAKOZBKZW,1-063-001-0419,United States of America,392.0,Nfhrnlsrqwyqlanodvbxvrhivucmpinhceirvwq,dvwxop,Brzqthdisrxjtiiahdwmeracpuyf,290792.0,ME,R,Macon,S,2.0,86.0,F,Anlvwulngnzzmvhgwdtebyvdghkuf,Brz8488,1.0,6.0
X,3989969.0,NCR,CUPFUTMNJU,1-349-608-5731,United States of America,533.0,,EJTWQFJLH,chhfmpkogjcjmjwrnhpqhhveb,120990.0,Alberta,O,Henderson,S,2.0,40.0,,Dggjnnlcmkhzdtorlaidfbg,chh8489,3.0,3.0
W,3345234.0,Whole Foods Market,,1-317-788-6249,Canada,,EDTIKPNSRVQLALIMACJJKJU,Fdtivalivxm,JUNAEGCFYVWYFRWHJVJXNMIUK,457396.0,Quebec,O,Lowell,U,2.0,55.0,m,Rvbmnwux,JUN8490,4.0,0.0
,2863120.0,Danaher,FPDBPVORRCRWD,1-228-529-6798,United States of America,543.0,Btxhkfufmdmdokjqkglcekieioncpvmobzeaofjgjjqpltkvebhgvraxu,Akwppbezgkar,THHEV,112285.0,IL,O,Austin,D,5.0,30.0,,Upvuibrfizwollshahwpldplif,THH8491,4.0,8.0
,3050091.0,HealthSpring,EDOFJDLURVARIHLNCLPGWOCLYFENYHVWATAWXXYTFEWASEKVDIPVEERDQYPUNHYXD,1-817-598-6502,United States of America,827.0,MMTOAIZCBJNWEOJMJJMVUAR,QDBMASKGZGDA,aprnofafnzrotka,451364.0,ID,R,Raleigh,S,3.0,94.0,m,xdomustmwtjxm,apr8492,1.0,4.0
O,939956.0,Occidental Petroleum,Xvyklbvpmjwmyiuvoersfec,1-488-705-8163,United States of America,809.0,Lqvwfflbodofyqubisfiirpjrbgvblpaxdjqsbqhaghsuv,glnqs,Ljzlpfbpuyngxtgykwpvybnjsu,235284.0,FL,O,Corpus Christi,M,3.0,94.0,f,Kspgprprivkhqvbuy,Ljz8493,5.0,10.0
c,1160430.0,Perot Systems,qdmgghbgrpfslnxwwqvtkje,1-526-069-7892,United States of America,,Rvjmjkybudpeocffckhohsjeatcgetifbyamcm,kczbwehx,zoxhydfztrlmgupabephlqfmgzh,263074.0,MA,,Dayton,M,1.0,7.0,f,Fkjqdwvyyzpg,zox8494,2.0,
,2081947.0,Dell,Eiifxrejlgycdefkypbpmneu,1-656-493-9265,United States of America,687.0,tpaqcszvpjbwuiljoyhgouzjbkpqozuaisenhjtrkviavetqmfiqzm,Bylsdf,lzdnybmjc,96123.0,Manitoba,O,Warwick,M,1.0,,f,Oinyiaxmuwwlgdyfd,lzd8495,3.0,9.0
,90282.0,Helmerich & Payne,,1-386-239-4376,United States of America,776.0,Ixmwbhaodzxeivbtcqdlgicrekfogpbnxwmqbsgxvtoksfxuqmudordzdpzxsleqgznt,frxzlrgg,JXFIJPTUBLJWTLSIWOQYUCBNZ,,MD,O,Independence,U,3.0,95.0,F,Lmaytxuw,JXF8496,5.0,7.0
,,Alpha Natural Resources,Ywfmatmqgbqdkkydffaadbnirbpffddqiuswbyavujxtcj,1-764-422-3011,United States of America,411.0,eebxbnpkdvgylzixtavvmqappnvzbqjtxkdiipzgalbaibxxdsbumlwgizjzorzjdwosgbyeukwojn,Tlymcgdcgcul,lvycfcewdrcz,204485.0,Saskatchewan,O,Santa Fe,M,0.0,75.0,F,GQKLFIJ,lvy8497,2.0,2.0
J,1399007.0,Sherwin-Williams,nxwfxeliyujigeonaebpfnbsicifqqqwbilkxnskpeql,1-055-144-5259,United States of America,493.0,PIOUIECRKTQNKWTLQZFQPWOEXXXVIXPCSXZSKVFTHLHSNBEKKJKRWLRNRCVGS,Bcibw,Npblrdkqzsvikzcvgqv,121193.0,AZ,O,Augusta,M,5.0,,f,Spvlogpuaviddcnvtrk,Npb8498,3.0,6.0
X,1477739.0,Tupperware Brands,Refbeo,1-988-711-9016,United States of America,562.0,BCRNBIULHAAQICOQAKIXKMSUVAUGQGPVFOPCJSDSCHGCOF,VREJIQ,Jfjuaogcbqc,,DE,O,Savannah,W,3.0,76.0,,Nrzojm,Jfj8499,1.0,9.0
,104989.0,CUNA Mutual Group,BQAZRCWHVOPJXIANCKHWSYNHATESZTDBXXQYRPMYBKLCNHBVNJGU,,United States of America,749.0,,VMJGGHA,Fwbszrnskeu,83167.0,AR,O,Sydney,S,5.0,78.0,,FUMIEBZKUIGDSWOLPONGJJMLVX,Fwb8500,2.0,7.0
,29623.0,Administaff,Lvinbjimvkzkaaqsewacdyikpgssjjtwchldfjfyajvvswo,1-190-111-1511,United States of America,532.0,Caejqxn,Bblhqyxy,Krharrsgsnyuwodxoha,282942.0,CA,,Miami,W,2.0,21.0,f,Ukvgjjugrrmglqjo,Krh8501,0.0,7.0
H,923672.0,,evkwwmxoyavznoptqtamjpovxylehnyzsqucbqebfhzauglesrdstvpcaklpgbspmbkcg,1-628-206-1777,Canada,699.0,Lnwylxvnpypevxygksdbyzmhoecuymzncmbpispsptwxvtlzextd,YVPGELOQBP,Cyppjlpnrpvsesgtalirhqypbdhhlq,349287.0,Newfoundland,O,Orlando,M,3.0,32.0,M,jverwwakkjohxwwc,Cyp8502,0.0,9.0
,2147817.0,NTK Holdings,VXUEJVRZMNKNPTIRIMVFBTRSNUUZWG,1-638-112-6950,United States of America,760.0,ESKKHQMMILCPBUJDXK,Wkvkkfqt,Qvuipczikctnyliuzxkmitulxvjc,398595.0,ND,O,Salinas,S,4.0,43.0,F,Wksmk,Qvu8503,3.0,7.0
,919794.0,Monsanto,Fbqsyylgsknmnonfbadgeruvvtddxaxzxmcphirekyedcivbjibrqqlvrdsggklrdhqtjkb,1-512-316-2765,United States of America,580.0,EPCHZNGZCMJNXOCLXNHQK,Hrnonpynmz,OBRXAQ,7297.0,IN,O,Denver,S,3.0,39.0,m,KQKWIYSTMZPMFYECXRMPYCOYI,OBR8504,5.0,4.0
m,1375357.0,Ingram Micro,MSMNBFUFTGZUMNNWXLQYQCVKWBMYANCGYJABQMGHKOSYKGEPRSPTSUI,1-829-122-6085,Canada,815.0,Accudidvfnheckgixwafolbmugpzkxkyvkluealdllalbotxmcfoqapfmravqmoyfgmfa,VUCORJ,yzfxtflvrbybm,172475.0,VA,O,Charlotte,D,0.0,76.0,M,Ssmztgdfwqmuxuydvjsdlmlqsuhfe,yzf8505,2.0,10.0
,678771.0,Kroger,mhwwrnrctwdmsgpuobdfcwz,1-322-547-9555,,654.0,Rbvvnuxemusurudozlxhfihvvnlsh,AUWCJMPBNR,ZBQJSCUDQNMHMGFMOUUMHZOLXBUMO,323969.0,Saskatchewan,O,Akron,M,2.0,47.0,,wbhpeqwc,ZBQ8506,4.0,6.0
,3164138.0,Holly,Kslgaiplzcvxqabxurufbbmlarxayifziwmctucowrpixmlesuihcbkvnjlvwvmte,1-753-025-9341,Canada,781.0,qhnefrkij,DEMTSAOFO,Aaiykvk,195423.0,NV,O,Livonia,W,5.0,86.0,m,Pyqer,Aai8507,1.0,4.0
u,1428073.0,,Vzdjqdgiktfcnpcbnljyskwbkpecyggghgcercxocdphuexdpnojdcievaemnavbalpmynk,1-053-678-7968,United States of America,823.0,rwcjojjyacfuqnflzndhsvatqrcmakwldmqyrbpooeupgcpnpsvwtat,Nbxvmnxv,Ructadrtmmldio,74911.0,TN,U,London,M,4.0,41.0,,yfdcfqldjeqlukiwjzi,Ruc8508,4.0,8.0
,98688.0,Unum Group,Hypicalqbrdtaovcieeslbumjeuqjkytlimcjvtoxvlxjdkzgvdmcodgmfq,1-155-137-1437,United States of America,821.0,Lqedoayinp,XSTQBQWSIILL,Dppneqsovlroxbavhjbomkktbkwpw,391792.0,NE,U,Newport News,D,1.0,77.0,,Dofrwttzqdaadzggykwtwwrgctn,Dpp8509,0.0,3.0
,1696676.0,NCI Building Systems,Tovrjxhshlobrkhbkhjkkrycbiufrzgsqmcpiuggnzwxbtsiybbfa,1-437-209-9491,Canada,376.0,Lpfbwdrgidozmvktv,Aytlfia,UTUGDE,,TN,O,Vallejo,U,2.0,35.0,,Zdcbkyhraktsbzqvqxbxxskcc,UTU8510,0.0,9.0
,567657.0,Bon-Ton Stores,ynmrnomwvmztghatsrzydmysrqr,1-602-934-6802,Canada,790.0,wtiacjqcmfsuhqlwzixozimhbwbiqepdtnidkrieicsbtsubdfawhmqdhkvkvocsn,Goabkozymmcs,dowfflksslwbdwdia,116960.0,SD,O,Iqaluit,M,0.0,41.0,f,Xvpapjh,dow8511,,10.0
,2217949.0,AMR,,,United States of America,544.0,zpwszqlyrijqzlvudpxmqsatolmesxgjdyrjwgnwpvczughrfuxiedqsjqjqibgcmeaeltb,Ytrauud,Xcnjapclcbsnqkdfli,185858.0,CA,O,Savannah,D,4.0,33.0,f,Jvkapkmfrsngxlpry,Xcn8512,4.0,7.0
G,2753769.0,New Jersey Resources,Ocawcqqrbluqkzitmiqkineycspnsvjraqvczjezoimeray,1-432-879-2401,United States of America,333.0,UCRLXIBINXKHHIEQWZZWPVXKKQEWVUAUT,Dvhqqvkywi,Eflozijcuxjadlucebxe,44305.0,LA,R,Thousand Oaks,M,0.0,15.0,,Vpggjrviabnnqvlaspxqyyempai,Efl8513,0.0,3.0
X,1381997.0,Embarq,SILAPZLMTVZVKJARQIJEMOLUTHKIBVWEBWJGQKKQBYAROZ,1-915-084-0744,United States of America,598.0,AQNCFZQKYSHIEKTHPFAUKBFICES,Zgyrbnrlhv,Lodqunidcekgpmcdazbw,439692.0,LA,O,Thousand Oaks,W,4.0,90.0,,Rytldsptueimwyqskiibwyqevto,Lod8514,2.0,4.0
O,3587663.0,BorgWarner,YXAEXRWPNPVTVUKHQMSIYOAGBKNIKEJSBMZBASALDXYOSQOFEFRY,1-492-311-3722,United States of America,410.0,YRTAXHRQVHTUWTKVIQBNROXKNUVYBYONULUHWIMDHAKAXKCMTVILZBVMJLWNGAKYYVVOFACJ,iaimn,Pfahkgqhscn,224895.0,NH,O,Louisville,S,,46.0,,GWRYZIUZTDYKTKZIOZNOT,Pfa8515,3.0,7.0
d,1080310.0,Neiman Marcus,yvflexufbnlkikvoexmoqkvrlmrbihmgkbifiukufibhxiedmtyxsugstgkhafeubfbyfi,1-132-172-4935,United States of America,800.0,Upjaytwtzbwtqlovuczct,Idtfem,Qfrxvuvgefcmhkoiilzqhq,125085.0,MO,R,Baton Rouge,S,0.0,3.0,,CCQKYIWXKBNKTWEBNFYOAY,Qfr8516,0.0,8.0
t,3248166.0,Amazon.com,Rzxqfzsakjpklbudhixktnikbglqdilgocze,1-611-443-1713,United States of America,346.0,ykwzsyrfwaxatstnacdayikzjrakpwpwihfkkhvchhzcwrzt,Uorqzyb,Wnplhrddffgiakq,233974.0,KY,U,Montgomery,U,4.0,16.0,F,Cvvsbqshqqo,Wnp8517,1.0,4.0
,3957538.0,Arkansas Best,iuzjrzeqdcltjsbycwlhbglbtdtkhpzesfprrvbtnpeufqaxvpurdrjagmfygqppmre,1-374-711-1669,United States of America,318.0,Eubjwocmnfzgmohhsvemvrulnhimkijghyegulasgijxvofzotyjghhctcwilaqnijrxm,Fcbtcux,Gvusnxmtjsecbyecmhkqbaltdrxvsp,316779.0,OH,,Halifax,S,1.0,96.0,f,ainaftbafsuqmhbvo,Gvu8518,1.0,
,1070106.0,Nationwide,Szceqtcdwaaerrnpcfdfxfumcyhvpmijtuged,1-153-167-0916,Canada,470.0,Wejugkpbotwtzlwbtxbvcupeaaieqqidcnqiktxdwwewzbwlxfewklcbobpjcoxgre,Fcajgck,VFWSWRNHKJJMRHWATARQWAMTTINWNN,,ME,O,Santa Rosa,,0.0,52.0,,Nqsnhcjvskdisuxhvu,VFW8519,3.0,7.0
,268243.0,,Aifmrucgawman,1-785-182-7850,United States of America,416.0,kiutvmdirnsouuvjwopswxczvkbisjbpueoeunmffgfsyoidhjfrhnzqfiyuxwmakepssctthwzac,RBUNLBK,Afxuvvgve,,NV,O,Raleigh,S,3.0,38.0,,Ojkcyxxvghfxtjpuesqx,Afx8520,4.0,10.0
,2932666.0,State Farm Insurance Cos.,vijutxmarhjldsea,1-821-352-6554,United States of America,365.0,Ophyiakuzekldzqvzjvcdnb,fwhiqaflryn,Uslfnqywh,69217.0,HI,O,Casper,S,0.0,78.0,f,kjrcqgva,Usl8521,3.0,5.0
W,2510854.0,,wbeozoodomrvegljblyzrlrslefyhihif,1-428-416-7331,United States of America,668.0,Kstozfiyvggnyxmdvjvsm,Gnxrdib,tojdsewgamiycorqxupsrlsp,128400.0,RI,,Dawson City,S,3.0,2.0,M,rqegusxykgbljkweft,toj8522,2.0,10.0
H,43530.0,Buildings Materials Corp.,Mrbzkgda,,United States of America,705.0,OBLISMMKUQDAKUACKDULCJIDBNEQLHEBOEIIRFOKGZUWNEZHSRPBAZBVFRWQXSC,Tbfcqi,fqptfqdi,172941.0,TX,R,Sterling Heights,M,1.0,1.0,M,kaxwwi,fqp8523,1.0,9.0
F,1611189.0,FMC,Jysamgypvdxkqlyaweysjin,1-334-447-4491,Canada,471.0,Zvqrcivdellsaxstdplodpxlpcg,MPSSJWSFSHL,sjmxqonoruqvazsegcrxrijoow,,WA,O,Long Beach,M,5.0,64.0,,XFOWLEIJCUP,sjm8524,4.0,5.0
,,ABM Industries,Uemqsygglxhagiujbtsxubngjigrtvrfgehegjvzhciav,1-493-866-4852,United States of America,344.0,VQQGAGHNGRKJKNVNUMASDTDQXAXHXLJXFRMHVUAXJGGNMWJSAKUAKQNFHTYMYGULBUSCYL,Fcjlswnhfj,Riextfotucbwsowooxbmthrrtwk,90913.0,FL,O,El Monte,S,5.0,29.0,M,Zinbzobhojitxkxvjplgdzektkczan,Rie8525,4.0,10.0
,2668412.0,Burlington Northern Santa Fe,NQCPGPNVTKHRBFMLUZBRAY,1-539-316-6454,United States of America,545.0,LKIDHMRDIRZIWWAEPRIORJOVAXPCZEFIIWHCJCPUEOLQYSKOAHLJGFYWJH,Ktgqtjpppn,Msjmiiclajxoqborxvggrfdjkrviws,497850.0,WY,O,Bellevue,,3.0,,,FVUAFADJOFXWPDF,Msj8526,2.0,9.0
,3357587.0,W.R. Grace,qzatmghufwzdyvrtacrgj,1-437-906-2896,,469.0,orlkilvuvsaublgqmgirvzcrofruxkoai,eshfnhteqkk,GQIGYIWCFCGZKGYPCXMGPKKXXKP,122536.0,Prince Edward Island,R,Boise,M,4.0,92.0,f,Vkjietkzgqhvqmxaulgvro,GQI8527,0.0,
,2477983.0,Vanguard Health Systems,Ptpjpwwowfztojuqyuqgzlepyfvrqabkphpgycxnqzicdrkvnvfusvbxll,1-831-874-7712,United States of America,504.0,bydorrlnmwclwjxrzihzbgfagenasvozjajgxjncgxviatqporzgmhlaoqvjlqyfvxsodwfnctyryo,EEJFP,Quxsdpxaeqkmsbprpdwtkqtnwmj,325913.0,OR,O,Berkeley,U,2.0,90.0,M,Dgmpuojyidzhhtgumb,Qux8528,5.0,2.0
,3024331.0,Graham Packaging,Slejkhtbxkfsvjcbpvutufmzeezebzrwbrtdhpazdrgweegdhdvpjwtetmsptldhaubwqpb,1-588-676-8975,United States of America,715.0,Ivtujpqeqaceiuseflwkvjhgrwjvrzlhu,,IEEHLODRBBP,132810.0,GA,U,Columbia,M,1.0,43.0,,Zvykzfbabtgkvnerisxpttrmd,IEE8529,1.0,9.0
,424598.0,Wisconsin Energy,vuydrahbxiatyvrcyratonjeywbmkprrychoeedwjriy,1-437-695-6425,,726.0,Xtaewrrgoslajwontsyjxbkwxeoaiwowuwlsyqlnyjinfqjoqizpgghpeomx,,Htjxiojmieuixrqb,84453.0,MO,O,Santa Clarita,M,5.0,54.0,,UIVNHFOSFMNHBUTNP,Htj8530,4.0,3.0
,3291469.0,Simon Property Group,Xihnemrrgflfsmpyl,,United States of America,715.0,Jucnvvgzkhihomrmhkoeqfifyhupsuwj,jtbomy,dxanskgwcootefho,155366.0,Ontario,O,Plano,M,3.0,85.0,,Xukxnrvfxaqcjdxdgaest,dxa8531,4.0,9.0
,2438535.0,Convergys,XPHVEDDVVTHTNGMUUVPPBSDPNXUZAHBOWOIQUQCGXYDWBIVBUHVRWZAUBLYDITNV,1-816-980-8873,United States of America,,cclliiudvpeozxoepvfrbwymdhzccauyktsvsqrvyodofqkcfpdvxv,Qbpocmp,mpdjiiwemwqgbachvixsncw,427365.0,SD,O,Fairbanks,S,1.0,90.0,,Eyazwtasgtqxbgacdoeo,mpd8532,2.0,8.0
,2930050.0,Diebold,Wgvcjevhcmmnocqvcrc,1-152-091-9649,United States of America,583.0,,asmwnli,Iclgsbf,330508.0,GA,U,Warren,U,1.0,100.0,m,WTVOER,Icl8533,2.0,5.0
,3994449.0,Vectren,PQAUCELVVFXILWXBOULZFAWCGGNPKGFDBHVIZBSATDTRSFRLSKIESZFNTNWEMELSMTVOLDEQOKR,1-080-785-6233,United States of America,805.0,Zzmqjibgpfmhsmfxhycrd,IPKWAORTJYL,Rkmbjfwvvnqzzjmvafvrssqjyhcuxp,14063.0,GA,O,Saskatoon,M,3.0,89.0,t,ljvdzjezustglylipou,Rkm8534,5.0,2.0
f,1601499.0,AbitibiBowater,Qlfvxxykljazvqipujbdreuupyaqtklecetepsqxpyhymerzuqxpkjyguepktczipbsnqjooy,1-902-025-1797,United States of America,,Ldvpotktkkhgtfnbjcqidwkqlopgzoawhdoiazbafiueitrnopwoxhll,mhrogixhpus,TIZDDCKGQJCMVOEGQHTOWHZ,61322.0,ND,O,Wichita,M,0.0,67.0,,WYVPLOCSRAUMRQDTIUS,TIZ8535,1.0,10.0
,708829.0,Brunswick,Dajotqu,1-595-108-6831,United States of America,678.0,Uhndtjpyfdbmxfcykvfbbwckqykuzndmicbgk,Ecwmkqidjg,uslccabefgmkgu,488500.0,IN,O,Buffalo,U,5.0,,F,XMMMCGOEWUFCAHLNYJXRLAD,usl8536,3.0,0.0
M,2087147.0,Interactive Brokers Group,EINMNSETIOGKFKEFDLHPIQTIIYYNPZNQCIUGZKHNGWOYZJAZRVADLILLWIKXVKQDOVIPRC,1-618-489-9613,United States of America,415.0,JBQRHYVNZUCZYBORIVJYUJTRVXCIFSHLM,Advogivxi,hzytkydswpeqg,,AZ,U,New Haven,S,5.0,80.0,,ZXLYEWCRPAGAXWIM,hzy8537,5.0,0.0
,2607740.0,OM Group,Lwodceyqfqmomtxxmbcsgkgibpmiwcibsccdhbepprscwjcokxxglo,1-721-917-6298,United States of America,741.0,gkfzijtakiyd,lehtooqcko,TWGBCYQJIMHPE,381888.0,SD,R,Aurora,M,1.0,90.0,,vjqbvmtwghtf,TWG8538,1.0,8.0
C,506421.0,Pulte Homes,YBRRJWORHOMDAFQTKULXKENGJOTOZNXGZOCJEVPGEZIIBLWAIDHYGZJSBBBHXXWIADOMSFMJZKOTTSZM,1-835-293-3356,United States of America,722.0,JFLYWVRHHRAYQHJBD,xsjccoeuzfnk,Zdtrlzsvwk,106937.0,NC,O,Fontana,S,2.0,84.0,,Dnsparycommsbzmrrm,Zdt8539,2.0,10.0
,1833920.0,Global Partners,Qargbiozxkrdmgecuxedzuoxcxnsszbphwwoopskwkfwikcugzxwhqxaafywg,1-348-595-7405,Canada,720.0,Eaecvvjyfthouweasulkojgdjazxtbametvcnqzofdtotacdvcownjmt,Wcqfntvji,JMILGNUEJJKJZXPZMECMOVBYGNTYL,,CA,R,Wilmington,M,5.0,88.0,,Oaqxel,JMI8540,0.0,9.0
,162870.0,TJX,Ujmtqwfdvzddgnkwmcibxveptwlfjttpouzvbcuxxkinjdxwsaojwtpshdqvkduqamprqqlonxxrppcu,1-749-829-2136,Canada,345.0,,Dkvxujycps,nvvcdukxqeosyay,73858.0,Prince Edward Island,O,Modesto,D,5.0,25.0,,Aulnmqmdwnvzgsdj,nvv8541,4.0,5.0
I,1194756.0,Whirlpool,Wqgnhrkrlo,1-753-677-2911,United States of America,710.0,Gawculczbovbghemzkjahtpctuvyllbkpbnbcioehudtwyrsa,Hvoicc,Xbhwib,356137.0,NH,O,Hollywood,M,2.0,26.0,,nmdldfhilnljpvgo,Xbh8542,3.0,9.0
E,1080794.0,Oil States International,Qrjpbcwwzfnqvfjjbmvlewx,1-274-756-5441,United States of America,378.0,,,vbtmnnwbyvdekygzimcpk,493727.0,CA,O,Las Cruces,D,5.0,58.0,,AVDNUKVEDMOYAGHZ,vbt8543,1.0,1.0
v,2555310.0,Tech Data,Gtrumjbbyppmmkfxfotondkaiwrqylkhgeqowzrr,,United States of America,627.0,Iphkatpzlmzmcedrmnjhpcunjxd,Cvplvipivhug,Nbuuyw,255446.0,UT,,Chicago,M,1.0,54.0,f,utrcnwnvwasjdyajtdgh,Nbu8544,0.0,7.0
,3333718.0,Pactiv,Sdufbkuih,,United States of America,623.0,Twntglcvthglhrnkjffkokabsfxnftoirzxmmnvkrpfquyaw,yccmgbjeryss,Rgrmfobsuxgatswasbh,356544.0,WI,O,Mesquite,M,,,,Amqcifqnc,Rgr8545,5.0,2.0
n,3111050.0,Avnet,hsvqlassjcernhtirzvaplyaazetrjglolzqwuvhdnlvmnittwpalckvoikiwvguabvslgzpbh,1-758-295-0803,United States of America,782.0,KNZBYYUBGOQMRWHWTUNNMHMAEOAVMPMXCZJQVHTJKMPBUFAOSTZVHSSTVPDBMLZHBWSCUPUSAF,Eiifdj,Ftqxttzbnceldlynnlb,419228.0,MO,O,Plano,D,3.0,87.0,,pebeueusvmfcjpplslflyfcqlmzil,Ftq8546,,7.0
,1786559.0,Family Insurance Group,Wgmiumhxoqabigqddvimnalqfupbcqwznilxrxdjitybzwyavmqcyinyjraptpqntjryxfgmcbtxwc,1-473-272-2226,United States of America,535.0,ecpehdsxoiwhsbfprvaspshapkruueagweknndcjkkagux,Sajsagj,FPQLTKGUYJRTTXHHTL,279760.0,NJ,O,Cedar Rapids,M,4.0,62.0,,PPDJNU,FPQ8547,5.0,
j,2936931.0,Las Vegas Sands,Rmxlvyhehyaarqvcgvfaihoifapebjgmgkhopasg,1-197-481-0306,United States of America,673.0,alsggta,nqmtv,zokrplot,92895.0,MO,O,El Monte,D,3.0,88.0,f,Pgvzxtchumensld,zok8548,,10.0
q,2245050.0,Corn Products International,Wfusiyndxtvl,1-381-354-2506,United States of America,336.0,gqhvzshybeysjmxkxxrmjk,ebcknzmvowyp,oqajmf,300631.0,DC,R,Lafayette,S,4.0,41.0,,kartevabbushhvyuqxl,oqa8549,4.0,5.0
,3280943.0,,Eqlfrlfe,,United States of America,791.0,Rdezxkzvdsapmzcsubeynoefwhrd,xagkfrlhb,YIBJQYYJXJNKLWUPZVRMGYK,387843.0,SD,R,Frederick,M,1.0,9.0,,Bremxoouunmn,YIB8550,5.0,7.0
P,2927688.0,Energizer Holdings,Gfuptxdedbtobreekytbrcenygb,1-342-322-3904,United States of America,414.0,Sylrcvmjnwwrftbboqurittzepowqbmxvkxztlsjhzfzucnnxsuexeidobefhyz,Vmknjokvjav,Csubnjxydykciuqc,352565.0,VT,O,Columbus,U,0.0,54.0,,BBPAJBBWDGSLGNLUECEKBGVITLXLK,Csu8551,2.0,6.0
N,1585088.0,Cliffs Natural Resources,ABQOZYG,1-656-561-4641,Canada,828.0,Wglasftkcmigytqtzafsyiryevvlnhjnnjlxjkxvyrifdyhodi,DWEJBF,kimucpzclwjeafplg,429081.0,WY,O,Shreveport,U,3.0,80.0,,Atbttwxmlpydydlgkzptzieeq,kim8552,0.0,1.0
t,999428.0,Newell Rubbermaid,,1-743-541-4240,Canada,,ztbppudfvmzbamvobwqeagweggqqniwcxcofwkjiiekgbsmfvziottergvbjmdajezvu,,Wnhusjzilytipwhsapzup,14301.0,TN,O,Pittsburgh,M,,85.0,,tblpo,Wnh8553,5.0,10.0
G,1627222.0,Merck,Dekryeuzykuexepcaxksbsmizilsmmdfbxopp,1-469-238-3881,Canada,400.0,FGYAAEZFXCESJHJKAHHSHSVLBQLCIVWDADCNDEAOVBZEAQRUDOAJAIZXVJFZMROWWGTD,QLGASQVWG,qlhaqflseebcpyeqjtyquhqvodost,497857.0,VT,U,Lexington,W,3.0,62.0,m,zdqzceuxodgjsteahs,qlh8554,1.0,0.0
A,3135975.0,Airgas,NVRKENCAQYHDA,1-867-437-4595,United States of America,839.0,Kajcvjjldsvlnnswoapbqwjmhkzxegrqdfbagwiubvgiuohmst,Ntrqnv,Nwoywjci,24869.0,FL,O,Salinas,D,3.0,95.0,m,Wysajcesxieiaxtktnweoswtmw,Nwo8555,1.0,1.0
