prospect_AgeID,prospect_Co,prospect_C,prospect_Ag,prospect_St,prospect_NeWor,prospect_NumCreCar,prospect_Em,prospect_In,prospect_Ph,prospect_OwORF,prospect_AddrL2,prospect_PoC,prospect_NuCa,prospect_NuChi,prospect_MaSta,prospect_CrRat
Shq9220,United States of America,Pueblo,50.0,WA,2446920.0,10.0,Helix Energy Solutions Group,19403.0,1-514-436-4765,O,Xpzodjposujmupcvacenpwsarulrhuvlelmvtsycppczpwnxignrrsiodhtwqmeju,EQEGICSU,1.0,,U,425.0
lih9221,United States of America,Newport News,87.0,MD,1049783.0,0.0,,484294.0,1-946-787-7622,R,ZLDKSSRWFDSTUCDEBQSLUHZBXVO,Xtpdxyqlbp,3.0,1.0,S,819.0
Fzd9222,Canada,Ann Arbor,42.0,MT,769929.0,3.0,Moog,122476.0,1-020-464-0685,O,GNEFHKTOLAHQGEMSUURIRZMGHQ,YOXFZGDQSS,,4.0,D,614.0
FQN9223,United States of America,Montreal,0.0,Manitoba,1634320.0,,,,1-030-905-9849,O,Cootifzvuauqaloyrzfrazaxnkksxnxymjimgloaewbfijtuuhpqratxdlpvyyiiqcvvmb,rqrqdhqmrrgo,3.0,1.0,W,762.0
Pkj9224,Canada,Whitehorse,36.0,MO,2440706.0,0.0,Kansas City Southern,329945.0,1-212-387-4537,R,Cmvhmcrtzbdfanheofivu,mpzsuhe,3.0,0.0,M,627.0
Kmr9225,United States of America,Oshawa,6.0,Manitoba,466863.0,7.0,PNM Resources,50567.0,1-606-638-7100,O,Bgflorfewdqfjgnpvnnznupderbfgrprqqfvqlzessaoptbbpibnzbrihrp,AQVJEMUP,4.0,0.0,M,383.0
Fxk9226,United States of America,Savannah,57.0,Saskatchewan,2393992.0,0.0,Cracker Barrel Old Country,154063.0,1-456-457-2900,R,Ztlojdvgwetfutsmdibexaeuspvfkbltygtkkxhzzpduhftrokngwa,yocehcrkqjqd,4.0,,D,463.0
wsx9227,United States of America,Thousand Oaks,74.0,MS,1111146.0,3.0,Cinemark Holdings,379919.0,1-131-498-7770,O,PZTWYJVSZOIQTXLUFANSMHJUGCD,KXENGBDUXWL,5.0,1.0,M,368.0
YGS9228,United States of America,Cedar Rapids,10.0,SD,2874610.0,6.0,Microsoft,494886.0,1-196-597-7595,O,Nrliguoraalreqbnp,ebugflctud,5.0,1.0,S,695.0
Adr9229,United States of America,San Jose,94.0,KS,1630292.0,7.0,Cimarex Energy,101214.0,1-178-030-1731,O,Gmcezgobqchpoqqvcswhrvkmpxgqxrgkqyelkqdfr,OOESEXNOLYM,1.0,4.0,D,529.0
muo9230,United States of America,Pueblo,0.0,Newfoundland,684575.0,7.0,Mosaic,452773.0,1-770-509-8324,O,Lmgmnpyoocqgitshhacqhtugxpjvgajxzi,XTJHMVZRK,2.0,1.0,M,832.0
xiv9231,Canada,Pueblo,81.0,MA,1464585.0,4.0,McCormick,10714.0,1-542-451-2383,R,vdafzkuhymrdoluoinfrdsbuyx,JUVKK,1.0,0.0,S,732.0
Vxn9232,United States of America,Mobile,90.0,AL,113667.0,2.0,NV Energy,114135.0,1-247-980-4019,R,MAATFJHBXWDPAIJXQMELVXCXOELUHOMZSLKBCPUVVNIWPZRDFAE,PPXOBEMDYW,5.0,5.0,D,364.0
Swk9233,United States of America,Carrollton,39.0,CT,2650557.0,8.0,Qualcomm,215294.0,1-963-392-9867,U,fuijudiaehzrhlfekfmiulboixajqrboickiqdymlsxiwmdismatzybpilrawbgk,doapikm,3.0,,W,477.0
jst9234,United States of America,Halifax,63.0,IN,1606515.0,3.0,Nacco Industries,130437.0,1-033-526-5329,O,,wtbkrowmob,1.0,2.0,U,713.0
Ebo9235,United States of America,Glendale,88.0,NM,,6.0,Williams-Sonoma,210787.0,1-506-158-9437,R,Zvhomsnupzrfehpokqkoirgydzgabqwjygqiewkszljtgpxdwzxbodksrgosbyxwgu,Twxyxdnngacm,0.0,3.0,U,645.0
Mtm9236,Canada,Cincinnati,85.0,British Columbia,2591325.0,2.0,Sunrise Senior Living,148324.0,1-511-355-5877,R,AQSCKXNYOSZHXVMKPAJEFTBGYVCNNUWAHCBSHRIMFSEEGHFHPLSPZWOFXJBHIHJFOTFYFCDGW,SJZRZK,,4.0,M,799.0
jub9237,Canada,North Las Vegas,73.0,UT,2114324.0,3.0,Service Enterprise Group,264799.0,1-810-279-0179,U,Fpbjhygtvomicp,JYMADULC,3.0,0.0,S,353.0
Dap9238,United States of America,Rapid City,20.0,NH,2504886.0,,Mutual of Omaha Insurance,304975.0,1-101-747-7443,O,znijjysgiguqzkahbvnaedyfocmpraodinsxgfrbo,Hcrsaea,0.0,2.0,W,308.0
Use9239,United States of America,Nashua,29.0,SD,3662459.0,2.0,DaVita,164814.0,1-631-103-7871,O,usryjkneunc,Plugso,5.0,4.0,U,
Fqe9240,United States of America,Carrollton,31.0,CT,425003.0,2.0,AmeriCredit,,1-194-652-1520,,QIYGSFQSH,Dblsby,5.0,2.0,S,316.0
AAV9241,United States of America,Milwaukee,59.0,HI,967122.0,7.0,Costco Wholesale,203916.0,1-687-767-2273,,USTRTFFIJMBLMIUGMFODOSOOVNADPXEENDXZMLOCMHPTTWKAXCJN,Mzwcjbhho,1.0,2.0,M,
Jge9242,Canada,Regina,100.0,Alberta,3112956.0,3.0,Genzyme,225279.0,1-614-818-6727,U,Hjuyv,Myoub,4.0,0.0,U,317.0
IRN9243,United States of America,Iqaluit,7.0,WI,77354.0,7.0,Tesoro,369644.0,1-513-180-3381,O,GJVRMIUDZRSSOQXISZWNCJOTETZXAJYKYFHEP,laqlmyyxn,4.0,0.0,S,759.0
eva9244,United States of America,Washington,27.0,VT,3381930.0,1.0,Zions Bancorp.,31804.0,1-083-206-8001,O,Wyjtjlhlsfvfywdtcuntevqbtvaelqnzktuqgvqvpdoaz,Vfcguvnqzym,,3.0,U,369.0
Dwx9245,Canada,Beaumont,75.0,MA,659165.0,7.0,Gilead Sciences,113650.0,1-121-207-1806,,criqjgvopckdkwfdjlwrahpbwlyeywlowixvefuihvrhnzpdewocqkukxdxabhhwp,Haoeirqcrbt,,1.0,U,329.0
Qyv9246,United States of America,Billings,68.0,AZ,1496328.0,4.0,Applied Materials,47147.0,1-190-876-8598,O,PKSWBQTMKIEFXGWBOVXASJJVFMAXJMKJNPTJWMIRAVNJUVDNWUDRVWOGTQJLZFRGQXCQMTBSSVOEGW,,1.0,4.0,U,439.0
Xqn9247,United States of America,Costa Mesa,49.0,Saskatchewan,76649.0,4.0,Delta Air Lines,389952.0,1-406-006-7635,O,Ajnbbttepkedfivssfevjzexcpvqkzfdrsasj,LYUWCHLH,0.0,2.0,U,669.0
Vlh9248,United States of America,Berkeley,30.0,OH,2291150.0,7.0,Blockbuster,202459.0,1-460-765-3876,U,Mzitnuztfwempooswmcady,Ppvtn,3.0,,U,538.0
uhb9249,United States of America,Orange,44.0,Manitoba,,,Regis,396254.0,1-687-753-0503,U,fopzjnwkugycztovkcpulqbzpabarxzylpoqdpvbjmtoxotuakimrmwdulwexrfixwujiguzarysq,flqdly,1.0,4.0,U,486.0
Ams9250,United States of America,Mesa,61.0,ND,1862553.0,1.0,Auto-Owners Insurance,304743.0,1-045-600-2747,U,xblmwtiqjqipqbmlgdxlckhaxijlkdyuonqnybcttgisolcdycmfaffaklpmjmesyoo,mkfatn,2.0,5.0,U,314.0
ACB9251,United States of America,North Las Vegas,94.0,IL,3422525.0,3.0,Ruddick,268291.0,1-572-237-2964,O,wjwvssezmljhxtbmhamexdbkuzinwdxfcfekewbzskisprrylzlaihbbpuuycdfzltqxkwvqnyns,IRPXAPGKLCSV,4.0,5.0,M,335.0
afh9252,United States of America,West Covina,88.0,NH,451385.0,2.0,Kla-Tencor,413892.0,1-101-877-7370,O,xurminprfh,Radqrl,0.0,0.0,S,717.0
pdt9253,United States of America,Sacramento,72.0,CO,3234523.0,0.0,Gardner Denver,50739.0,1-978-257-4310,O,Gqhflnfgvpsqgnjjikaonuzkpyvzerigkjnvpdetj,Lqzpj,0.0,3.0,M,486.0
UUP9254,Canada,Mount Pearl,40.0,Saskatchewan,2390840.0,2.0,Mosaic,80798.0,1-285-220-4963,O,IWJVWEUMRFIQJZUOMVJEPHRJLMVLTJLBOTABOFKGAIOEX,ginwatk,1.0,0.0,W,404.0
ixs9255,Canada,Buffalo,61.0,Newfoundland,3164221.0,10.0,CarMax,,1-929-454-9080,O,gcasadvtktvxytobjtqjhrucqfefkeaklvdyekoytodbjsomdjqes,THRPUTV,4.0,1.0,S,650.0
Fty9256,United States of America,New York,28.0,KS,455909.0,1.0,Sherwin-Williams,402527.0,1-573-046-0328,O,Wrxhllmqkcgnqyymxjrxqdqdcxtmlnxzzeiduduvcrswgaiengmtpipo,yqxoo,3.0,0.0,U,757.0
Dkk9257,,Vancouver,64.0,ID,2269320.0,7.0,General Growth Properties,344996.0,1-177-407-1347,O,CKXNMISONLMCHBHKJJKHMSCBBKTZHJUEZWFCAQXLOPMWLMSCXVNLEBQDAYNJAZAWQGSNCZUUGB,Kmvlj,4.0,2.0,U,461.0
EWZ9258,United States of America,Providence,28.0,HI,,2.0,Quest Diagnostics,27697.0,1-035-398-3179,R,Nftqeyzafflivwivlphnesagktifokzqvelvimnndjlsvgiuhmzfggjnqfqsyxpjj,Mawtlavbq,2.0,3.0,M,356.0
Iqn9259,United States of America,Lubbock,,GA,3460973.0,6.0,Goldman Sachs Group,61175.0,1-112-898-0222,O,DUEFIJIUABV,Rglypmjksoq,2.0,1.0,D,522.0
nco9260,United States of America,Huntington Beach,13.0,SD,158220.0,2.0,SunTrust Banks,470956.0,,O,ciungsfgwbmxzjqdlkiqwn,Jjijpl,0.0,1.0,D,536.0
Mfd9261,United States of America,Provo,90.0,IA,1236451.0,4.0,Expedia,14329.0,1-981-187-3119,O,QAXZFNRXTALFYSOCGJTTZOJJLVGYDFIHUXGBFHQWCZIPVOLHIDKUGOFOPTLRNEMWOFEA,Bnmprs,0.0,5.0,S,800.0
iun9262,Canada,St. Louis,45.0,CT,2050117.0,10.0,Plains Exploration,340416.0,1-602-182-5007,O,Ikxhmqrbpodulgrfkjlctfejpefgoxedwvoihctttlqwijn,MDPRRNMGV,0.0,0.0,M,429.0
Jwy9263,Canada,Providence,90.0,VT,3132061.0,5.0,NSTAR,494896.0,1-469-600-6858,O,Bdbdxichvrsjzplmwcoiiajgqngirffyzbaqmsjkkilvydktntkonlhekvnpckvdjswxuauobet,ZTHLRCSUNXRI,2.0,,S,485.0
OZU9264,Canada,Norfolk,40.0,Newfoundland,2096984.0,7.0,Tenneco,332331.0,1-102-636-6366,R,Jejfnyvektpgfdsgtblmuabzxleqahcghyrbegozstaspjfgmjbsbhlribhsyzjnpicfuk,Ovsjvyu,2.0,0.0,M,647.0
Vhh9265,Canada,Fullerton,23.0,Alberta,2604664.0,5.0,"Toys ""R"" Us",188310.0,1-294-034-4125,O,Xtxcpnyyhiavfaolgygsmtdrdpqpeomkaoishnokvvxqiqnwefornlvsj,dliaww,0.0,0.0,S,302.0
kkk9266,United States of America,Hollywood,39.0,AK,1842010.0,8.0,Allegheny Energy,180615.0,1-797-828-2051,O,rnbdrqycpfsdaxjbfosrhktvofixyasclgdvuhoampsbqtejmvhdlgtekbxoauvyjmvnxafcgqyim,Wadqtqnimtw,2.0,2.0,M,350.0
hcd9267,Canada,El Monte,69.0,British Columbia,1094780.0,8.0,MEMC Electronic Materials,14461.0,1-071-343-3869,O,DEDZSBMSKZQRHWFLCRPCCJOQZVB,WHPEYHMUAA,5.0,0.0,U,609.0
NVP9268,United States of America,Nashville,77.0,KY,1398892.0,10.0,New York Life Insurance,395795.0,1-495-563-1627,R,Dnctrhkuervigrkxdoduk,qftsswso,5.0,5.0,M,751.0
Hkk9269,United States of America,Riverside,37.0,TN,1471913.0,4.0,Sauer-Danfoss,341012.0,1-163-355-4572,U,Lrcletatmofgkqsfnutzpwpvcvnkqmexogjqubukvgqyzqzcnjgrxmydbfmrkuxdsufdublqprtn,Xukaatfxbz,5.0,2.0,M,410.0
Qwf9270,Canada,Orlando,99.0,MD,40150.0,4.0,Service Corp. International,,1-328-166-9769,R,Dhdvcrwtqtcuc,Lvzjxcsoojnp,3.0,2.0,M,437.0
uzy9271,United States of America,Vancouver,33.0,IL,2455738.0,1.0,Chubb,33940.0,1-560-210-6284,,ednijlproavcctkxxiwgmbegrlaglbjpnfqxdfivbrvhc,Cpjhrrjvtiyk,3.0,0.0,M,399.0
Qer9272,Canada,Idaho Falls,38.0,ND,3823670.0,3.0,Harsco,4143.0,1-331-171-6816,U,fecqyzclikmeuuinwowbikjbbruicknhrxajfhnzqltmlwlavjsinewznsnye,Kxuvdas,0.0,1.0,U,844.0
Znu9273,United States of America,Nashua,52.0,SD,2749198.0,1.0,Big Lots,167631.0,1-779-855-6704,O,Bbpvxkcndtrsnwrln,pysjnd,4.0,2.0,M,844.0
cvg9274,,San Jose,74.0,MO,1091679.0,9.0,Spectrum Brands,354988.0,1-202-354-1589,R,Bllspdht,RFPQT,2.0,5.0,M,353.0
Qql9275,United States of America,Hartford,94.0,FL,2150364.0,10.0,Ecolab,449820.0,1-950-104-6943,O,WPQJXNAMFX,Rmxniyi,3.0,3.0,S,448.0
Sfp9276,Canada,Nashua,61.0,AR,1323751.0,7.0,Fiserv,6411.0,1-275-718-2640,O,ibdhpckfvkkpwixmjfqykijqznovjtbxyikisgdllxgkkikanelwzribtm,,3.0,4.0,M,550.0
Gvg9277,United States of America,Columbia,51.0,GA,3615431.0,4.0,Deere,452184.0,1-123-090-5633,,BRPHSUDUUTGRLTJVWKXIHBZBP,pxwhx,0.0,4.0,M,460.0
Uha9278,United States of America,Santa Fe,92.0,ND,1454327.0,0.0,Dominion Resources,,1-144-202-0200,O,Bugjdanuokiosmkphc,eqlrbe,5.0,0.0,S,448.0
QUU9279,United States of America,Garden Grove,47.0,MO,2994755.0,10.0,NRG Energy,174030.0,1-931-271-7927,O,Gzfdyyzmvbrgnkilgdjzesjclwfliaxhinlhebqlegmc,NBNBJJLVE,3.0,0.0,M,503.0
Qkl9280,United States of America,Milwaukee,34.0,Nova Scotia,3471416.0,2.0,Amkor Technology,151380.0,1-454-876-2261,O,Lokkhepfkwzgfdcixhhutokfsnbtilnerf,yzuynlhvmz,0.0,0.0,M,697.0
Zma9281,United States of America,Cincinnati,93.0,Nova Scotia,1230647.0,0.0,Sempra Energy,491974.0,1-056-699-8225,,ecocbswqbffkecefiskuaoladignwhmnjkpfhsweiinlrhutughqhyfjapqg,ravyrsrl,0.0,1.0,M,831.0
azx9282,United States of America,Pueblo,61.0,ME,552886.0,0.0,Smurfit-Stone Container,186620.0,1-961-866-6787,R,Elsltvsbvezfoxsffxfnnjlcqflahmpduxljhxhgvkgcakvipgpeacykj,Llzyw,3.0,5.0,M,493.0
Ipb9283,United States of America,Thousand Oaks,28.0,KS,3241806.0,8.0,BJ Services,4011.0,1-383-262-5550,O,tuwttnjccszutxoxlgofpzccmtsgojrqhwkohafjooohawdjprrclszhipeocjhetkbwqeho,nehurgpltfwj,4.0,1.0,,565.0
SOO9284,United States of America,Santa Fe,,PA,498520.0,2.0,PepsiAmericas,161973.0,1-442-477-1954,O,Jkfzzkvoyzruqcoduxqlhcbcxy,hafatin,5.0,2.0,M,344.0
Tmj9285,United States of America,Albuquerque,24.0,VT,558126.0,6.0,Graphic Packaging Holding,79257.0,1-709-748-9824,O,Tnvdbsuvadjuhjnafrczpdvxbnfnatxlprakqmqhgidriobtbvsjskmyfgopgsfrpr,vwitbvqqibxs,4.0,1.0,M,342.0
Inx9286,United States of America,St. Catharines,70.0,HI,,7.0,Cardinal Health,350087.0,1-800-248-1863,O,ztzayqihedzdpdeoid,ZIHQU,5.0,4.0,M,444.0
OWV9287,United States of America,Peoria,23.0,NC,519396.0,0.0,Abercrombie & Fitch,461393.0,1-902-199-4348,O,Eiqhmdykr,Pvdgdmv,1.0,3.0,S,840.0
Vis9288,United States of America,El Monte,25.0,MO,3639546.0,1.0,Furniture Brands International,358062.0,1-303-389-8865,O,Sgltlbngahdyawacivbdbutpxbmfddbgkbnbvkezpzajyqjwgpsaqyvrj,Efnykp,3.0,,U,803.0
YIZ9289,United States of America,Arlington,92.0,NJ,1137629.0,,Enterprise GP Holdings,322165.0,1-327-455-9315,O,Vlrvxsvogecmitxfmemkabxzegbrkwnqlepkamdpfvtyntvlzymwtrzauipbhcxckvnykxfnehfdn,Nyebrtkch,2.0,0.0,M,532.0
NDY9290,United States of America,Worcester,12.0,WY,2565674.0,5.0,Priceline.com,418613.0,1-742-872-1218,R,TSLWYPFATLKVZXJUOESSFAKTYMSIGJDGRFKNPHOZFV,Hrvhby,1.0,5.0,S,601.0
Roc9291,United States of America,Huntington Beach,60.0,NJ,493797.0,4.0,,107902.0,1-103-237-4616,R,Kjcaskyikbfqqffqtnigglwuedtbivlfiylyhrk,Ajuirgwhh,4.0,3.0,S,843.0
KCT9292,United States of America,Sterling Heights,76.0,TX,717847.0,0.0,Valero Energy,349077.0,1-340-367-3066,O,vfqcntakkwtfpglgtnatejtkauphmggvgavjfknvwwqevbkj,Xaknnclovwq,0.0,0.0,M,396.0
Edl9293,United States of America,Denver,82.0,CT,220373.0,5.0,StanCorp Financial,422984.0,1-036-228-3920,O,jtjswomanhgjcgnnuctxoamejilbfndrlmo,qxozoctki,4.0,5.0,M,324.0
Nbr9294,United States of America,Detroit,51.0,Prince Edward Island,2458485.0,7.0,Cincinnati Financial,441805.0,1-082-706-4664,U,Etqxbmqwcg,,0.0,5.0,D,417.0
Xad9295,United States of America,Thousand Oaks,29.0,SC,,4.0,Goodyear Tire & Rubber,451605.0,1-773-838-6362,O,Mvtlokjvurhzpjsreldoqawdvwcfxcsvvbdmirxejonzpuldisvuxotsbjevsvwfpdncfhvnitgtvnn,MUJJYTCHREO,2.0,3.0,M,
njx9296,United States of America,Colorado Springs,80.0,NM,812824.0,9.0,Dick's Sporting Goods,262664.0,1-763-470-0579,R,Sjnmbsrecxlltscbwwvxdraszhvicspbakrwndeamx,Ejimkjtnjsq,3.0,1.0,M,741.0
Vun9297,United States of America,Springfield,58.0,VA,2914214.0,6.0,General Cable,90056.0,1-132-369-5017,R,ejvkpslzxyyst,Xiegdxdb,4.0,0.0,D,330.0
PCR9298,United States of America,Tempe,,NC,2936891.0,0.0,Regis,303070.0,1-994-356-6533,,Xuxnmypoupjdrblbtertgemzzmgospkdrkifbwiojspyawooilntcbvlvmbf,Ipjwakx,2.0,5.0,M,492.0
Gbo9299,Canada,Montpelier,83.0,VA,2573727.0,9.0,Apollo Group,264157.0,1-281-521-8414,O,Mxfrzovsbgrdjrggfdxwwhquhfbszofssgnoaczdhvhfijpdckukgmqibsfcennmoxzizcucflbi,NUQEWF,3.0,0.0,W,808.0
LXA9300,United States of America,Aurora,64.0,SD,85554.0,0.0,Owens Corning,90133.0,1-991-410-2680,,dbdqke,Uibuzlym,1.0,1.0,M,367.0
Sro9301,United States of America,Fort Lauderdale,25.0,IA,333160.0,2.0,Kindred Healthcare,192710.0,1-433-513-9740,R,Nyukdlsvgxlqdu,ijhchcovugi,4.0,1.0,U,
Fjm9302,United States of America,Fresno,58.0,NH,1964125.0,5.0,Monsanto,247648.0,1-834-107-7735,O,,,0.0,4.0,W,718.0
Sur9303,United States of America,Livonia,82.0,NV,2334579.0,3.0,Maxim Integrated Products,409256.0,1-766-430-1474,R,ydxqovdpvfdhibnbaipwzbhnboai,Nafcmm,3.0,4.0,M,447.0
Hax9304,United States of America,Orange,51.0,Manitoba,114832.0,8.0,BJ Services,60268.0,1-936-575-5788,O,Yzohenfewurtnomyldcjpnzkiugzhgrtbvejngisuugcnobhfalkreeqqxnazwcbxltmomluznbfkdd,Vmvfoqbppkve,1.0,5.0,M,405.0
zgx9305,Canada,Provo,60.0,MA,2593495.0,4.0,ON Semiconductor,299077.0,1-779-005-3408,O,gdfqiwqfreovwywdpwkxhnamgpvsznrwuzyfnabmzwnxaiaswlmzfzzbkvchgtq,NXGKVJWD,5.0,2.0,D,646.0
Kmh9306,United States of America,Orange,10.0,Manitoba,1731732.0,8.0,Polaris Industries,265850.0,1-544-182-1503,R,chxntv,Arvzcjdgi,2.0,5.0,U,617.0
tec9307,Canada,Salem,11.0,AR,,9.0,Varian Medical Systems,448020.0,1-485-053-4961,O,Txznnkwnwbhesvfylsachhhmeziwvzrchkkjpqdcllhwscktnppcqczeeupwqjp,Kymuormq,3.0,3.0,U,346.0
Xsb9308,Canada,Charlotte,42.0,WI,,5.0,YRC Worldwide,205923.0,1-434-184-5650,O,HOXXQNCQSDYORUKFRDJAAYNYOPKHVURBZAHDFF,Cahdunqytzw,1.0,0.0,M,784.0
RJB9309,United States of America,Frederick,73.0,HI,1137816.0,,Terra Industries,457110.0,1-444-992-9218,O,SXELGOJMTRROD,NTXJNIOWALG,2.0,3.0,U,345.0
Ttw9310,United States of America,Scottsdale,30.0,Prince Edward Island,2948275.0,8.0,Walgreen,,1-182-939-2795,O,yqueoiywzzttegytqbzqojzuwhjbasmhndjybobddgksdyjmmkjvclafbtefpbzquxwnqnfypcl,,,4.0,S,816.0
Gox9311,United States of America,Orange,71.0,VT,1018827.0,2.0,Protective Life,25537.0,1-544-562-4582,O,papqrxddcqfkgbvsfasnzekveqpowrxinou,,1.0,4.0,S,
zxx9312,Canada,Columbia,73.0,SC,3670831.0,2.0,AGL Resources,243425.0,1-656-542-3365,R,Fawdnkypxomwfpdrvdqcmvhruuxfmeqfgpzafgcwfqanpojnobvk,DTIINLFR,1.0,3.0,S,479.0
Oik9313,United States of America,Augusta,,IL,1101433.0,,Manpower,456113.0,1-155-740-9974,O,Opulebrytghkfxplwrapmpkhfrxrthpprqyukajbzgybddvjwnxqzviqnhzwhlgdmmnqc,JURUW,5.0,3.0,D,840.0
Fdu9314,United States of America,Hollywood,92.0,TN,1520350.0,5.0,Chevron,,1-365-387-3031,R,Pgikpnaekazewzwfdhpuluahsbvccoqavdqxwqymdhixwzndljkuykhfuyajqy,wgbyllvqa,3.0,1.0,D,765.0
BSV9315,United States of America,Madison,97.0,HI,1705062.0,10.0,Nasdaq OMX Group,151157.0,1-699-774-1254,R,VLCJYGFBAISHEPUUQWLIEQTGOLJOJSASOQZWTA,Kbxrynbkidr,2.0,2.0,U,490.0
qyt9316,United States of America,Las Cruces,70.0,CA,1648906.0,10.0,Assurant,359574.0,1-111-491-8558,O,WSILFCMSYVVPQHPKTUPEVFFFWJFBV,Kjdjjhyquzix,5.0,0.0,S,650.0
Uap9317,United States of America,Concord,10.0,AZ,3534957.0,0.0,Michaels Stores,162420.0,1-204-025-6092,O,Zisyadnpflpbljwqtljdsntymrxcxllentwcsnyathtgoojvcrxwmsqeqepl,YIARXL,3.0,,W,318.0
PUL9318,United States of America,Sudbury,90.0,PA,2906056.0,10.0,,118416.0,1-151-395-1617,R,ctqqxbnonarjdjaitrnqenuo,Yvkjj,3.0,3.0,S,458.0
Vsi9319,United States of America,Whitehorse,19.0,CA,1758546.0,9.0,NuStar Energy,44735.0,1-742-249-7532,O,Isesxjdjokydskgmfifykhlqyqncneoflyvzfqtjmfjokcroucaqpsbyzg,Sfaicbotep,3.0,5.0,D,508.0
Ulq9320,United States of America,San Bernardino,7.0,CO,1876595.0,1.0,Equifax,265368.0,1-116-620-1198,O,Cwokpfcpoizsidxsmjpvxoevnlvbol,Hfsqglb,2.0,1.0,,600.0
PXR9321,United States of America,San Bernardino,48.0,KY,3364612.0,0.0,Vanguard Health Systems,90317.0,1-479-570-7693,O,Sdtwfpfwflymjzfvudkwjbatvkvrmzlrwndwfkhdkizamlcguufxejpvlbnxegausyhocmokbwu,Zssib,5.0,4.0,,470.0
BIC9322,United States of America,Tempe,27.0,NC,960349.0,8.0,WellPoint,305683.0,1-281-131-8778,R,Clpcttsnhkiblzgifxaorhkjmkfmyyouokoxrhobrdgegwqhvdjmdsbu,Capwj,2.0,4.0,M,367.0
Egt9323,United States of America,Winnipeg,19.0,NY,2434281.0,6.0,Charles Schwab,312046.0,1-246-441-5565,O,CTASIRTBKXTJIXMYHMNSOSZPPTBKDCHHSPNYOWQZPEUXERHQFFTXERVERSYZUFTTGFOLUFEPOUDXKGJA,Usyykxhpgnmd,1.0,3.0,U,828.0
Hwi9324,United States of America,Syracuse,2.0,Saskatchewan,1687912.0,4.0,Helix Energy Solutions Group,130547.0,1-106-315-9052,O,qbmtdxwzzcvwkpmeulpkhfkrcmnketbyuvwwtrdmtjlqheyybouaq,Wmsrsdnxsua,0.0,2.0,U,791.0
Aiz9325,United States of America,McAllen,88.0,ND,226828.0,9.0,Great Plains Energy,54561.0,1-944-038-8243,O,Dozbuvmjcfreqowskbqlcjytecyxa,SXCRDAMJ,5.0,1.0,U,770.0
lbj9326,United States of America,Hialeah,37.0,Prince Edward Island,2682142.0,,Granite Construction,430056.0,1-616-635-2195,O,,,0.0,2.0,W,640.0
klz9327,United States of America,Yonkers,30.0,WV,2356998.0,10.0,TECO Energy,208745.0,1-109-509-5374,O,iuytdtnhthdsxxhedaxqrxfzbaesdq,Aaxxbmsskwa,4.0,2.0,M,485.0
Vaq9328,United States of America,St. Johns,51.0,DC,848687.0,4.0,NetApp,328669.0,1-017-213-1159,O,Mstbmombzanafmeuwopwko,Jrcoao,3.0,0.0,S,544.0
iwp9329,United States of America,Albuquerque,41.0,CA,735994.0,4.0,International Game Technology,217250.0,1-886-868-0874,O,Rwercyyvajfmqjimrlzakftsyfzmissklrvixaevesrtupq,BYJKMHU,,2.0,S,646.0
VDX9330,United States of America,Huntington,2.0,VA,1439992.0,2.0,McDonald's,386927.0,1-597-653-2241,O,Tkiblzjttddhkldkheow,gagsm,1.0,0.0,W,563.0
XOT9331,United States of America,St. Paul,39.0,MI,1274990.0,7.0,Steel Dynamics,223494.0,1-442-207-8967,R,anodqaakempciqtfdkyoiaaudkpfnn,Dswflqojjpu,1.0,2.0,M,821.0
bgd9332,United States of America,Halifax,96.0,ID,206621.0,0.0,Helmerich & Payne,372159.0,1-270-865-8570,O,mejbpohtvkfeupsibtnbvsquil,Qkbttvtpywe,3.0,5.0,U,455.0
LWI9333,Canada,West Valley,13.0,ME,2310238.0,6.0,Lear,462514.0,1-346-294-4429,O,Aygqdevttcwevcpjofqrvsyazlufpelcojluxpjgzhtjune,Bbrzyk,3.0,3.0,M,662.0
EXK9334,United States of America,Spokane,44.0,WA,,5.0,Atlas America,93567.0,1-623-096-3088,O,EVEFBOACAIXQSLUXZBAGZZRYSEBNTWHE,Yunta,1.0,3.0,U,818.0
nyq9335,,Manchester,63.0,Saskatchewan,2044618.0,5.0,Jones Apparel Group,410810.0,1-863-400-3831,O,Bcznykrkaslevhnaweedykjucxyfozrlvqeoy,Vfskfmfa,1.0,,U,701.0
Hdi9336,United States of America,Chula Vista,74.0,ND,556278.0,5.0,Henry Schein,177807.0,1-091-554-0668,R,Eddgpqndjgpqymevdlswsntyypgyfspatbx,MZGVHDPMC,5.0,1.0,M,547.0
YEV9337,United States of America,Toronto,13.0,MA,3284453.0,6.0,Celanese,220965.0,1-041-041-7084,O,SFPEZOQTNJKQXXRCVMHZVCQCF,Mzrva,0.0,0.0,D,511.0
jmb9338,United States of America,Minneapolis,98.0,WI,3775743.0,7.0,Applied Biosystems,7870.0,1-179-719-7301,O,Sdbwmprktuutstrmylpdsemxukfyawudircimvpjzabgfypvuplj,wrstbrhrlh,2.0,1.0,U,776.0
Uhs9339,United States of America,Dallas,20.0,KY,1974666.0,10.0,Las Vegas Sands,359152.0,1-036-500-9811,O,,Hddgntm,2.0,3.0,W,603.0
