City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
San Jose,69893.0,1-537-247-9061,61.0,United States of America,F,ND,4.0,19334 STRATMORE LANE,1437234.0,Wooster,500.0,M,9.0,4.0,R,,,Andersons,Yueli,45441,Woo2572
Burlington,419209.0,1-361-697-4822,96.0,United States of America,F,AZ,,18175 walnut east,1337965.0,De wiele,445.0,S,0.0,2.0,O,P,Apt. 117,Rent A Center,ninette,36652,De 2573
Virginia Beach,344598.0,1-715-431-9118,59.0,United States of America,,PA,5.0,11167 WOLFE WAY,1092846.0,Eppenstiner,408.0,U,8.0,0.0,O,P,,,Alicia,V6B 1S8,Epp2574
Burlington,37819.0,1-455-878-7794,73.0,United States of America,M,DC,1.0,24743 hope drive,1377455.0,LICANDRO,805.0,M,10.0,0.0,O,,,Henry Schein,MICHAELLA,T5a 1t1,LIC2575
Bismarck,97688.0,1-084-216-6649,9.0,United States of America,F,NJ,0.0,10905 apollo west,1501897.0,hesk,526.0,M,9.0,4.0,O,,,Hospira,WINONAH,55420,hes2576
Victoria,234104.0,1-180-532-4222,78.0,United States of America,,OR,0.0,24740 kingsbridge south,1920413.0,phagan,766.0,M,4.0,2.0,,,,Regions Financial,Quynh,47738,pha2577
Modesto,176880.0,1-429-827-9186,39.0,Canada,,DC,4.0,17481 spectrum avenue,3378585.0,Fitzgerald,436.0,W,6.0,,R,Z,,Nalco Holding,Hilde,10203,Fit2578
Baltimore,429694.0,1-444-410-6897,35.0,United States of America,F,Ontario,1.0,9552 roosevelt court,699399.0,PRANG,491.0,M,9.0,0.0,U,F,,Ryder System,chlo,h2e 1y4,PRA2579
Huntsville,,1-341-640-2742,16.0,United States of America,f,MS,2.0,20623 hickory street,211289.0,JAMNEJAD,604.0,U,0.0,5.0,O,B,,Cabela's,ALIKEE,90876,JAM2580
Chandler,293547.0,1-834-082-5868,57.0,Canada,m,MN,2.0,6802 ames street,1572695.0,cellucci,,M,5.0,5.0,U,G,,American National Insurance,SHEILA,T6b 1e2,cel2581
Chattanooga,8477.0,1-706-688-6304,13.0,United States of America,,WY,1.0,2088 red willow way,1840869.0,STEPP,,S,,5.0,O,,,Oceaneering International,VMCHANGE,94278,STE2582
Missoula,407643.0,1-050-251-6261,94.0,United States of America,,WA,1.0,15898 APPLEWOOD ROAD,3500574.0,Ottowa,816.0,M,,2.0,O,J,,Textron,Carrissa,H2f 1x3,Ott2583
Nashville,,1-967-723-9887,61.0,United States of America,,OH,0.0,14563 KINLAND CRESCENT,964379.0,HOWSE,393.0,M,1.0,2.0,O,,,Con-way,Emmalynn,93363,HOW2584
San Francisco,274472.0,1-750-008-4383,4.0,United States of America,,NM,1.0,6456 ashford hollow south,1302029.0,Brodfuehrer,728.0,S,1.0,4.0,O,,,Google,cassey,60795,Bro2585
Montgomery,457884.0,1-646-984-0077,10.0,United States of America,,NH,5.0,20441 PINTO PARK,,Burleigh,561.0,U,0.0,4.0,O,,,Complete Production Services,Dynah,V6N 1R5,Bur2586
Pembroke Pines,453721.0,1-357-835-2616,26.0,Canada,,AZ,3.0,19443 payne boulevard,866510.0,Thacker,560.0,U,7.0,5.0,O,P,,Dole Food,RONICA,H7g 1t3,Tha2587
Savannah,275778.0,1-343-475-7067,57.0,United States of America,,HI,1.0,17962 COLUMBUS EAST,1215692.0,MCCLENDON,499.0,M,0.0,4.0,R,,apt. 979,Capital One Financial,Charlotte,V6y 1w5,MCC2588
Missoula,448783.0,,74.0,United States of America,,TX,5.0,19492 LYONS COURT,113766.0,daneshzadeh,785.0,U,0.0,1.0,O,,,NuStar Energy,Alisha,75052,dan2589
Anaheim,491940.0,1-449-462-3346,84.0,Canada,m,LA,5.0,19282 holly upper,2177765.0,Mathieu,402.0,,1.0,4.0,R,O,,Robert Half International,KAIA,23513,Mat2590
Winnipeg,264847.0,1-922-562-8572,48.0,United States of America,,AL,1.0,4156 broadway west,1561349.0,Gayman,662.0,W,2.0,2.0,,,,Southwestern Energy,Vimi,22227,Gay2591
Santa Fe,,1-872-327-1232,0.0,United States of America,f,New Brunswick,1.0,10789 winifred lane,658644.0,Kogan,637.0,,3.0,5.0,O,B,,Molson Coors Brewing,Corri,73151,Kog2592
Erie,75114.0,1-390-177-7171,92.0,United States of America,m,WV,0.0,8752 forest park east,2612131.0,Dysart,617.0,U,4.0,4.0,U,,APT. 537,Patterson,TAMRA,80526,Dys2593
Grand Rapids,65833.0,1-508-720-2153,77.0,Canada,M,GA,0.0,6490 MARCHMONT SOUTH,3349586.0,Bennison,675.0,S,8.0,5.0,O,Y,,,HELENKA,V5c 1o9,Ben2594
Chula Vista,91262.0,1-133-362-7748,75.0,United States of America,m,New Brunswick,4.0,10381 voss rue,1217563.0,byer,784.0,U,0.0,,O,M,,Vornado Realty Trust,lexy,70503,bye2595
Warren,117473.0,1-937-863-8627,58.0,Canada,,NC,0.0,4522 BROWN AVENUE,883061.0,BARRACLOUGH,349.0,S,4.0,3.0,O,T,,Belk,diana,72213,BAR2596
Stamford,304577.0,1-351-861-9368,5.0,United States of America,M,AL,4.0,2378 gaines court,850602.0,SALLADAY,603.0,M,,2.0,O,,,U.S. Bancorp,ALBRECHT,90033,SAL2597
Bridgeport,495603.0,1-706-105-9893,97.0,Canada,,NJ,0.0,18907 wagner street,3911245.0,Bassignana,402.0,D,0.0,4.0,,A,,Starbucks,abbi,94589,Bas2598
Cincinnati,376767.0,1-660-348-6671,60.0,United States of America,f,MS,1.0,20060 FLORENCE DRIVE,244871.0,STONER,506.0,M,7.0,1.0,U,M,,Rockwood Holdings,butch,M3W 1J7,STO2599
Madison,466649.0,1-872-505-3248,56.0,Canada,M,WA,1.0,7828 cartwright park,,Salada,328.0,U,6.0,0.0,R,,,,Gerrie,85093,Sal2600
San Diego,200175.0,1-009-253-9398,74.0,United States of America,,NH,4.0,22506 shelter drive,380616.0,Klasky,749.0,M,6.0,5.0,U,Z,,Costco Wholesale,fausto,48253,Kla2601
Costa Mesa,137606.0,1-791-917-0763,6.0,United States of America,,IA,3.0,575 lander court,2217225.0,santos,658.0,S,1.0,4.0,U,,,Kansas City Southern,dacie,33325,san2602
Gary,454506.0,1-939-943-5107,99.0,United States of America,,DE,2.0,21119 vickery west,1549157.0,encomenderos,623.0,M,2.0,3.0,U,,Apt. 689,WABCO Holdings,Nissy,40220,enc2603
Tempe,81291.0,1-163-411-1142,25.0,United States of America,m,DC,3.0,10232 oak hill west,2632065.0,brosselard,708.0,M,9.0,,O,U,,Portland General Electric,Eadith,44322,bro2604
Irving,438189.0,1-174-492-7776,55.0,Canada,,Quebec,4.0,10905 apollo west,2092276.0,NETDEV,360.0,M,0.0,,R,I,,Shaw Group,GERT,M5C 1Z2,NET2605
Hollywood,497456.0,,47.0,United States of America,,OH,,19478 KINLAND LANE,3483635.0,BRINKMAN,736.0,M,10.0,2.0,O,D,,Rite Aid,sanae,13211,BRI2606
Buffalo,106953.0,1-020-999-3864,88.0,United States of America,,OR,0.0,18570 woodtimber way,193836.0,hager,832.0,S,0.0,4.0,O,K,,Abbott Laboratories,Svenn-erik,78742,hag2607
Santa Fe,39767.0,1-605-361-8741,45.0,United States of America,M,LA,,947 mcshann avenue,1036364.0,cinq-mars,368.0,S,4.0,4.0,,,suite 305,Scana,Burgess,99759,cin2608
Toronto,37849.0,1-400-569-1634,6.0,United States of America,f,WA,2.0,11631 USTER SOUTH,312761.0,NISBET,427.0,M,7.0,1.0,R,,,Polaris Industries,devondra,t5c 1m3,NIS2609
Toronto,123938.0,1-096-141-1038,65.0,Canada,M,CT,5.0,18234 fir street,3748598.0,steeves,546.0,S,5.0,5.0,R,,,Phillips-Van Heusen,TANA,78733,ste2610
Glendale,301799.0,1-170-260-3246,87.0,United States of America,,NM,0.0,8101 clifton drive,3713350.0,Csop,765.0,M,9.0,1.0,U,,,,Alissa,23289,Cso2611
Pasadena,305505.0,1-349-038-1348,12.0,United States of America,,GA,3.0,18013 tiffany way,394303.0,Stillwell,481.0,M,4.0,3.0,O,,,Rockwood Holdings,SHELTON,90840,Sti2612
Portland,1925.0,,48.0,United States of America,M,NJ,5.0,2928 POTOMAC UPPER,2958841.0,plouffe,527.0,M,3.0,2.0,,,,Eli Lilly,manimozhi,92038,plo2613
Sherbrooke,213841.0,1-905-194-2855,79.0,United States of America,m,IL,2.0,21620 snead avenue,3806494.0,jeavons,734.0,S,4.0,1.0,O,,,Tyson Foods,catrina,m2q 1e3,jea2614
Santa Clarita,419646.0,1-590-723-3311,,United States of America,m,MN,4.0,5350 glen loch boulevard,70687.0,manolios,537.0,D,7.0,5.0,O,E,,Nvidia,PRIORE,M8a 1x2,man2615
Overland Park,311129.0,1-541-436-9056,72.0,United States of America,,OR,5.0,7160 cannas avenue,1558633.0,zaretsky,626.0,M,5.0,2.0,R,T,,AFLAC,Thea,V6k 1t2,zar2616
Garland,476684.0,,5.0,United States of America,,LA,,2579 creekbend way,3641585.0,suer,734.0,U,4.0,0.0,R,,,NV Energy,Halina,77221,sue2617
Riverside,480975.0,1-804-841-0957,19.0,United States of America,,AK,1.0,23607 idlewild way,154612.0,MOSEBY,426.0,S,2.0,4.0,R,,,Molina Healthcare,Minne,85089,MOS2618
Thousand Oaks,266476.0,1-342-301-7355,100.0,United States of America,,AK,1.0,4139 PACE LOWER,1261571.0,ACTON,789.0,U,10.0,2.0,U,,APT. 485,JetBlue Airways,MAIDISN,m5d 1w3,ACT2619
Casper,176933.0,1-820-172-9279,53.0,United States of America,F,WA,5.0,2453 BAKER WAY,1963347.0,tanchak,362.0,S,2.0,2.0,U,,,Molina Healthcare,LAUREL,94525,tan2620
Chicago,283885.0,1-520-596-3006,38.0,United States of America,,MD,5.0,21292 HILDEBRAND WEST,,Fleishman,599.0,M,1.0,,O,,,Kla-Tencor,quyen,M2R 1E1,Fle2621
Overland Park,493578.0,1-193-725-0779,56.0,United States of America,R,PA,3.0,12683 la cienega street,3119965.0,Mullarney,402.0,S,5.0,2.0,O,,,Cimarex Energy,Angil,80156,Mul2622
Hialeah,481399.0,1-225-321-9980,32.0,United States of America,M,OH,1.0,18439 broken oak lane,1608044.0,WASSERMAN,444.0,W,6.0,3.0,R,,,Group 1 Automotive,PDE,V6t 1w1,WAS2623
Oxnard,,1-587-520-0490,19.0,United States of America,,IN,3.0,13134 ansley upper,,Henshaw,684.0,U,2.0,2.0,O,U,,Emerson Electric,Jorry,H2g 1x4,Hen2624
Las Cruces,408392.0,1-134-449-3792,23.0,Canada,m,British Columbia,,2928 potomac upper,3809485.0,figura,675.0,M,8.0,0.0,O,,,Priceline.com,Jacinta,85028,fig2625
Lakewood,65706.0,1-566-390-5105,86.0,United States of America,F,VA,4.0,6490 marchmont south,684008.0,Hugel,526.0,M,3.0,3.0,O,,APT. 350,Virgin Media,ELVERT,T5b 1t2,Hug2626
Halifax,328810.0,1-157-644-4824,29.0,Canada,,Saskatchewan,2.0,11741 hilltop court,3376755.0,Parypa,,D,1.0,2.0,O,,,,Makam,95166,Par2627
Cedar Rapids,161757.0,1-761-337-4891,19.0,United States of America,,NJ,4.0,12727 HAYDEN CRESCENT,1361206.0,Qadri,665.0,M,0.0,4.0,,,,FMC,okan,96809,Qad2628
Fargo,,1-620-552-7401,40.0,Canada,,Saskatchewan,5.0,3135 FARMERS LANE,2794619.0,Rowlandson,423.0,M,2.0,2.0,,,,Lennox International,Korrie,V6o 1t6,Row2629
Phoenix,49213.0,1-033-359-5975,7.0,United States of America,m,ID,1.0,8272 cartwright avenue,1003024.0,Ghaemian,496.0,M,6.0,4.0,O,,,Moog,viviana,X5f 1v7,Gha2630
Fullerton,339480.0,1-934-734-5713,37.0,United States of America,F,AL,1.0,3797 RUTGERS PARK,,martincich,525.0,S,8.0,2.0,R,,,J.C. Penney,Luigi,m9d 1t8,mar2631
Albuquerque,294357.0,1-767-339-2646,53.0,United States of America,,CA,2.0,20065 gates street,1133715.0,gregorski,307.0,M,10.0,1.0,R,C,apt. 537,Delta Air Lines,Lizette,H7h 1v8,gre2632
Chesapeake,161259.0,1-936-160-7120,19.0,Canada,,OR,3.0,11872 crystal hills park,,Stooke,380.0,M,4.0,3.0,O,,,Target,DENI,T5C 1W8,Sto2633
Winston-Salem,317922.0,1-191-678-9838,8.0,United States of America,,MT,5.0,6420 CRESTMERE EAST,1959117.0,LAWLER,638.0,U,9.0,2.0,O,S,,Ferrellgas Partners,rajinderpal,99519,LAW2634
Quebec,402436.0,1-826-078-8447,26.0,United States of America,f,RI,0.0,20929 lee east,266532.0,O'neil,813.0,M,2.0,2.0,U,,,LifePoint Hospitals,Sys,M5G 1W2,O'n2635
Great Falls,365401.0,,54.0,United States of America,,UT,4.0,10286 FOXFIRE EAST,985695.0,DE CRISTOFARO,541.0,M,,5.0,O,O,,Alliant Energy,GARTH,32212,DE 2636
Denver,405445.0,1-031-983-7230,7.0,United States of America,f,MO,0.0,1429 CREEK CRESCENT,826199.0,WATFORD,415.0,S,5.0,3.0,O,O,,Sanderson Farms,myron,23461,WAT2637
Pueblo,364622.0,1-386-422-7087,85.0,United States of America,,ME,4.0,977 SPECTRUM UPPER,449040.0,Wachtstetter,712.0,M,6.0,3.0,O,,,Pacer International,alyse,T6d 1j2,Wac2638
Newark,137296.0,1-438-476-9954,74.0,United States of America,,MA,2.0,17687 denton lower,2229730.0,Dupuy,826.0,M,4.0,2.0,O,,,Packaging Corp. of America,Walt,93674,Dup2639
Bridgeport,483168.0,1-165-493-4841,50.0,United States of America,,RI,2.0,5608 country crescent,535069.0,Caudill,347.0,M,1.0,4.0,O,,Apt. 650,Molson Coors Brewing,Sherman,M6T 1H7,Cau2640
Simi Valley,454656.0,1-008-011-6631,85.0,United States of America,,AL,0.0,23282 danvers crescent,1333759.0,Elgie,495.0,S,5.0,4.0,O,,,Xilinx,milzie,87125,Elg2641
Huntington,457698.0,1-030-794-1272,3.0,United States of America,f,VA,3.0,2342 SUMMER CREST NORTH,2318158.0,wilhelmson,783.0,U,9.0,3.0,R,,,Lennar,Magdy,e7o 1p9,wil2642
Cincinnati,103787.0,1-966-870-4549,82.0,Canada,,VA,1.0,291 SHERIDEN STREET,2799948.0,bostock,563.0,,,4.0,O,,,Pool,bab,10233,bos2643
Tucson,373508.0,1-152-174-1527,42.0,United States of America,m,New Brunswick,5.0,10572 kiel avenue,1015601.0,FORSYTHE,665.0,S,7.0,0.0,R,,,Dollar Tree,Nissie,85098,FOR2644
Detroit,71202.0,1-690-670-3455,73.0,United States of America,,KS,3.0,15471 WILMINGTON WAY,2445130.0,orfano,688.0,W,6.0,3.0,O,,,W.R. Grace,Nonna,30388,orf2645
Costa Mesa,437672.0,1-126-064-9901,1.0,United States of America,,MI,5.0,7223 guadalupe lower,2082526.0,Smecca,702.0,M,2.0,5.0,O,,Apt. 650,Celanese,PIERRE-MARC,63170,Sme2646
Abilene,110494.0,1-833-991-4768,32.0,United States of America,f,Prince Edward Island,1.0,9761 lyle east,2292497.0,Constantin,,M,3.0,5.0,O,,,J.B. Hunt Transport Services,Reinhold,94340,Con2647
Santa Clara,43243.0,1-491-083-3527,,United States of America,,HI,4.0,2167 MOCKINGBIRD DRIVE,240463.0,GEADAH,403.0,M,8.0,2.0,R,T,,Cytec Industries,Glyn,04107,GEA2648
Hollywood,228183.0,1-377-473-8126,31.0,United States of America,M,NH,5.0,5049 MILLS AVENUE,2238747.0,Lebeau,533.0,U,9.0,0.0,O,K,,Fastenal,Lonneke,64154,Leb2649
Oceanside,468466.0,1-054-293-0153,93.0,United States of America,f,WA,1.0,4937 chestnut avenue,1307389.0,dipasquale,565.0,S,1.0,5.0,O,,apt. 508,GameStop,Junia,83710,dip2650
New Orleans,135062.0,1-563-196-3258,58.0,United States of America,M,Saskatchewan,4.0,21380 crosby rue,855570.0,mufti,522.0,M,5.0,1.0,R,,,Activision Blizzard,Betteann,T6a 1i6,muf2651
Laredo,297308.0,1-041-827-9291,87.0,United States of America,m,AR,,15287 bingham west,1529968.0,hancock,679.0,S,9.0,3.0,O,,,McGraw-Hill,TREVER,19092,han2652
Fairbanks,110117.0,1-192-758-9338,5.0,United States of America,m,AR,4.0,23914 ROBERTS LANE,3170619.0,MASSUMI,758.0,,7.0,1.0,O,,Apt. 298,Hawaiian Electric Industries,Lyndsie,T5c 1n7,MAS2653
Evansville,262668.0,1-646-937-2683,28.0,United States of America,f,AL,3.0,16177 MATLOCK DRIVE,788680.0,Mitsui,466.0,S,1.0,4.0,O,,,Nalco Holding,Chen-chen,m3w 1k2,Mit2654
Grand Rapids,215091.0,1-085-551-0693,71.0,United States of America,F,OR,,17216 montview upper,1651089.0,AKHAVAN,589.0,M,1.0,1.0,,,,NBTY,MALAYSIA,90503,AKH2655
Hilo,237592.0,1-878-778-5759,86.0,United States of America,F,NH,1.0,10252 main lower,2841964.0,MAHBEER,614.0,D,3.0,3.0,O,,,Crosstex Energy,atul,68122,MAH2656
Baltimore,377432.0,1-573-757-9286,45.0,Canada,,WV,2.0,10479 WHITTINGTON RUE,2045984.0,Whidden,442.0,,9.0,5.0,R,B,,Biogen Idec,Brina,80236,Whi2657
Sydney,482132.0,1-248-397-5800,15.0,United States of America,,RI,3.0,6360 savoy drive,899667.0,ANDRUZZI,506.0,M,3.0,0.0,O,,Apt. 965,Laclede Group,Elke,47702,AND2658
San Diego,127264.0,1-767-838-5926,35.0,Canada,f,NM,3.0,20900 marchmont west,3267917.0,Kusyk,790.0,S,6.0,1.0,O,,apt. 784,SkyWest,ceil,H7g 1v8,Kus2659
Beaumont,467543.0,1-339-231-7565,99.0,United States of America,F,FL,5.0,5755 bluff road,2079370.0,Networkroom,394.0,W,5.0,3.0,O,,,Marsh & McLennan,Ifti,85284,Net2660
Austin,294325.0,1-515-519-6455,73.0,United States of America,m,MO,0.0,1715 texas west,3989557.0,MAC MAID,809.0,,8.0,3.0,O,Q,,Embarq,ROXANA,X7j 1r4,MAC2661
El Paso,456076.0,1-069-658-5070,12.0,United States of America,,MA,1.0,16552 FRESCO SOUTH,1639126.0,Willette,365.0,M,5.0,1.0,O,N,,Piedmont Natural Gas,carlotta,77101,Wil2662
Edmonton,95438.0,1-008-569-7239,96.0,United States of America,,NJ,3.0,24683 meadowlark boulevard,601085.0,Triplehorn,388.0,S,3.0,3.0,O,,,Cardinal Health,MIRIAM,27604,Tri2663
Fort Lauderdale,375099.0,1-844-879-4783,78.0,United States of America,,KY,0.0,20954 belt line rue,2465301.0,Pullan,,S,,1.0,O,,,Genworth Financial,anjela,Y1b 1g4,Pul2664
Tacoma,330705.0,1-937-645-7224,49.0,United States of America,,Manitoba,3.0,18458 yorkchester west,2856459.0,ORDWAY,713.0,,0.0,1.0,O,,,Activision Blizzard,Mahesh,78712,ORD2665
Colorado Springs,124418.0,1-655-019-1423,55.0,Canada,,New Brunswick,1.0,21180 trafalgar way,110322.0,MCCORD,,U,2.0,4.0,O,,,,Jacinta,H7f 1t8,MCC2666
Moncton,244689.0,1-735-199-1667,79.0,United States of America,F,CT,2.0,17057 eden lower,583568.0,Mobley,711.0,S,1.0,1.0,R,,,Schnitzer Steel Industries,NUVIT,35203,Mob2667
Torrance,458595.0,1-855-989-0901,,United States of America,f,UT,0.0,19634 el monte boulevard,1561090.0,Hutt,429.0,M,5.0,5.0,O,,,Ameren,birgitte,45252,Hut2668
Sunnyvale,478075.0,1-309-403-7862,37.0,United States of America,,OH,4.0,7667 bayridge road,,Swr,318.0,U,3.0,5.0,O,Y,,Windstream,haley,m5e 1u2,Swr2669
Durham,210110.0,1-201-502-8143,89.0,United States of America,,CT,2.0,24713 sanders drive,1398784.0,TULLY,529.0,,9.0,,O,,,Psychiatric Solutions,NGUYEN,19249,TUL2670
Lexington,198746.0,1-799-779-6383,11.0,United States of America,M,WA,2.0,9941 briar forest street,1345217.0,Coxall,739.0,M,8.0,1.0,O,V,Apt. 513,ServiceMaster,NATALY,85014,Cox2671
Ontario,178148.0,1-304-579-2481,54.0,Canada,f,HI,1.0,21088 murie street,602438.0,rutyna,536.0,M,1.0,5.0,O,A,,Timken,Gina,94109,rut2672
Concord,310156.0,1-788-984-4408,71.0,Canada,,MA,1.0,1063 dunbar lower,2801777.0,kuhn,397.0,M,8.0,0.0,R,,,Steelcase,Betteann,27405,kuh2673
Newark,247681.0,1-075-490-7153,89.0,United States of America,,PA,3.0,1424 east road,1361159.0,Gidaro,619.0,M,8.0,3.0,O,,,Granite Construction,Bogdan,36132,Gid2674
Chesapeake,177779.0,1-836-751-8488,92.0,United States of America,M,LA,2.0,20420 lynnfield lane,3231165.0,mccorkle,772.0,M,8.0,1.0,U,B,,Pride International,LRC,93362,mcc2675
Regina,209850.0,1-167-265-0158,31.0,United States of America,m,VT,2.0,12957 warren crescent,866271.0,Traugott,690.0,W,2.0,2.0,O,,apt. 955,Spherion,REINE,v6q 1q8,Tra2676
Calgary,298798.0,1-106-679-6796,50.0,United States of America,m,British Columbia,3.0,23987 valderra park,2141663.0,Alikhan,840.0,U,0.0,4.0,O,K,,Timken,Brittani,V6q 1t4,Ali2677
Waco,93065.0,1-830-920-0254,,United States of America,,MN,,11183 COUNTRY SOUTH,870111.0,Armolavicius,598.0,S,8.0,0.0,O,,Apt. 476,Applied Industrial Tech,chiarra,20046,Arm2678
Irving,288453.0,1-267-240-1336,48.0,United States of America,M,British Columbia,2.0,7366 fox boulevard,1917609.0,Blakey,547.0,M,1.0,5.0,O,,Apt. 513,Agilent Technologies,Udaya,M5g 1x1,Bla2679
Buffalo,45072.0,1-645-656-7265,66.0,United States of America,m,NJ,4.0,24280 piney point rue,,sutton,,M,4.0,5.0,O,,,Starwood Hotels & Resorts,anthia,M5F 1X8,sut2680
Santa Rosa,225717.0,1-518-561-5857,56.0,United States of America,m,TX,2.0,17042 lancaster east,346479.0,Petrinack,838.0,S,7.0,4.0,O,,APT. 508,Loews,Chungsik,47736,Pet2681
Chicago,222839.0,1-070-047-4064,87.0,Canada,,VT,1.0,22319 amherst street,647760.0,sobkow,449.0,M,8.0,1.0,,,Suite 113,Steel Dynamics,SETSUKO,76710,sob2682
Frederick,309291.0,1-803-791-8008,82.0,United States of America,,Newfoundland,2.0,21181 2nd rue,3739619.0,Simard-normandin,500.0,S,4.0,3.0,U,,,Wesco International,MARQUITA,77232,Sim2683
Concord,248351.0,1-572-391-8205,,Canada,,AK,5.0,11828 butler park,674217.0,lara,494.0,M,5.0,0.0,O,,,DuPont,franz,93329,lar2684
Phoenix,163421.0,1-508-321-5863,81.0,United States of America,m,Saskatchewan,,24438 cedar springs avenue,,Battershill,,S,8.0,5.0,O,,,Edison International,aurlie,77223,Bat2685
Detroit,393289.0,1-313-064-1613,44.0,United States of America,,AZ,5.0,13892 jennings road,,Herak,569.0,W,4.0,0.0,R,,,Cracker Barrel Old Country,lacey,98113,Her2686
Simi Valley,363868.0,1-287-082-2410,25.0,United States of America,f,Ontario,3.0,16648 ALEXIS AVENUE,3181769.0,Veilleux,414.0,U,9.0,1.0,O,,SUITE 48,Guess,Rhoda,H2c 1w1,Vei2687
Cincinnati,369608.0,1-252-529-0102,70.0,United States of America,,MS,3.0,2240 appleby road,,Prichard,814.0,M,5.0,2.0,U,,,Sally Beauty Holdings,Iris,23287,Pri2688
Huntington Beach,131105.0,,87.0,United States of America,F,NH,5.0,3202 powers lower,1184778.0,Pcbtools,416.0,U,4.0,3.0,U,U,,Virgin Media,Natasha,E7n 1h8,Pcb2689
Springfield,64311.0,1-751-961-1617,22.0,Canada,f,Prince Edward Island,0.0,11516 tanner street,2501478.0,Taki,782.0,U,4.0,2.0,O,,,Zale,Nikolia,40516,Tak2690
Regina,495659.0,1-088-530-9154,96.0,United States of America,,VA,,17411 vandenburg north,2902400.0,saundercook,735.0,U,9.0,0.0,R,,,Pinnacle West Capital,ADEL,77112,sau2691
Jackson,276647.0,1-442-096-8433,,United States of America,,Saskatchewan,5.0,4373 NEVILLE NORTH,2493211.0,turkovic,555.0,M,4.0,2.0,,D,,Lincoln Electric Holdings,Marcos,V6q 1t8,tur2692
Spokane,202431.0,1-258-389-6827,78.0,Canada,,OR,5.0,16064 TOWERWOOD CRESCENT,965733.0,Au-yeung,,M,,1.0,R,Q,,NBTY,suellen,h2b 1u1,Au-2693
Provo,256659.0,1-953-932-0318,24.0,United States of America,,SD,5.0,12460 CLAYTON STREET,1403848.0,Verification,657.0,M,8.0,,O,S,,Philip Morris International,etienne,27614,Ver2694
Lowell,219099.0,1-702-756-2516,95.0,Canada,,UT,0.0,3234 pasadena boulevard,2104839.0,REISER,722.0,U,7.0,2.0,R,X,,OfficeMax,Richardson,85770,REI2695
Orange,124595.0,1-585-583-0294,84.0,Canada,,UT,5.0,3146 HOWSER LANE,2042347.0,Osborne,611.0,D,7.0,0.0,O,R,,Charming Shoppes,Marko,85225,Osb2696
Newport News,271755.0,1-079-912-0788,2.0,United States of America,m,LA,,14853 COMMERCE PARK,,Brashear,645.0,S,4.0,1.0,R,C,,First Data,ariel,46215,Bra2697
Shreveport,78637.0,1-163-941-8955,17.0,United States of America,,DC,3.0,21448 HAMPTON BOULEVARD,1039251.0,CICCARELLI,373.0,D,8.0,5.0,O,L,,Spectra Energy,lex,78416,CIC2698
Moncton,380592.0,1-479-857-1392,51.0,United States of America,,NH,1.0,3833 princeton crescent,154620.0,kausche,718.0,M,1.0,3.0,O,,,Bank of New York Mellon Corp.,STARSDPS,99575,kau2699
Great Falls,245969.0,1-377-554-5670,13.0,United States of America,F,Newfoundland,,21370 king rue,156457.0,LOYOLA,680.0,W,2.0,1.0,U,Q,,IAC/InterActiveCorp,DINO,93340,LOY2700
Hull,435461.0,1-152-372-9888,16.0,United States of America,,VT,3.0,2086 weller road,2377134.0,newnam,739.0,U,0.0,5.0,O,,,Dick's Sporting Goods,Ivan,37231,new2701
Gary,323412.0,1-677-325-7582,8.0,Canada,,AL,5.0,18955 spruce street,732018.0,marchetti,777.0,D,8.0,2.0,,,,Harley-Davidson,angelle,v5b 1p2,mar2702
Des Moines,386727.0,1-426-645-9381,29.0,United States of America,,Manitoba,1.0,23012 wathan court,3354690.0,braverman,679.0,W,2.0,5.0,O,,,Raytheon,Lorelei,V6c 1q1,bra2703
Inglewood,274587.0,1-093-167-3015,38.0,Canada,v,SD,0.0,24653 leon west,2761479.0,MEFFE,633.0,M,0.0,5.0,R,,,NYSE Euronext,Kass,64157,MEF2704
Louisville,358418.0,1-935-788-0668,47.0,United States of America,,NJ,2.0,4708 EDWARDS WAY,1911700.0,Lienemann,482.0,D,9.0,3.0,R,A,,Ruddick,milka,90877,Lie2705
Biloxi,466250.0,1-944-701-6840,16.0,United States of America,f,KS,4.0,21422 INGERSOLL EAST,3251087.0,Tiu,460.0,M,6.0,1.0,O,,,NCR,yukinaga,94343,Tiu2706
Manchester,,1-075-887-2122,84.0,United States of America,,Saskatchewan,1.0,11678 NEWPORT NEWS LOWER,35775.0,mahoney,747.0,U,3.0,2.0,O,L,,,Bobbe,38113,mah2707
El Monte,138085.0,1-974-657-4277,7.0,United States of America,,MA,1.0,15645 sabine rue,1867993.0,Robb,476.0,S,3.0,2.0,R,A,,Activision Blizzard,LAURETTE,90508,Rob2708
Fontana,257816.0,1-366-521-5512,93.0,United States of America,M,MN,1.0,10906 runyan east,654796.0,Desharnais,663.0,M,,3.0,O,,,American National Insurance,Koressa,V6c 1q7,Des2709
