prospect_AgencyID,prospect_Phone,prospect_NumberCars,prospect_CreditRating,prospect_NumberChildren,prospect_FirstName,prospect_City,prospect_NetWorth,prospect_MiddleInitial,prospect_AddressLine2,prospect_Gender,prospect_LastName,prospect_AddressLine1,prospect_State,prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_Age,prospect_Employer,prospect_NumberCreditCards
idm8314,1-540-762-5989,5.0,362.0,1.0,Fziccmjofpjaxsrxqokdlpcihstne,Springfield,3285886.0,T,Dlmolkoutwhdtfmpacoaghnjkrquphmuvtdkp,,idmdfjghtuwiwyaizfhhrepmgo,grqrvkyetqetetowfbd,KY,O,W,56.0,Polaris Industries,1.0
Fid8315,1-404-385-6647,0.0,813.0,4.0,Buytenw,Buffalo,2451048.0,D,Oyjkxlpitonhcixxihmuvgctuzbzutwatstqttqrmro,,Fidzabmrw,kncmrrnffthksfgnk,NH,O,D,69.0,,7.0
Veh8316,1-571-358-3286,,755.0,5.0,RXNLKSMBDXVNMLQKQDA,Baton Rouge,3165266.0,,Ezpngzhikigwiircwmoecbnwjweyivvuklmw,f,Vehrwumbifbwdhbv,Uzrbroncswjnuijsgtsxoziuxebd,SC,O,D,94.0,,7.0
ZMU8317,1-158-505-0198,5.0,431.0,,Ssgccryjxavrulkfsdtqi,Hialeah,1628344.0,R,SHVXGKCWDJPRWNSCBZTDEKMOTIUDRNNGDKCRSRKVJMMITGBIEHTSKBBCT,,ZMUCVNRGCCJTJUEJBSAQU,Iguxywaxgdbgbgsvinfvktpgljlleiddjkvbzfgksay,Nova Scotia,O,D,94.0,Carpenter Technology,5.0
zzn8318,1-823-289-3395,0.0,707.0,4.0,Ptnlupxjboffzlhamkjwp,Montpelier,3911459.0,U,Myvhgusencxkvqfzkusokbourcjasbjjnwqffirpyjdpobuziqiishuyjdnkdjoirzanupugxfj,F,zznigkebmhgjssfdofcmuuu,Gcdspdidktdlfswlaaogkpzwmhugodqsjzhcbenbjegljhfdpapqrqhnc,ME,O,S,35.0,KBR,3.0
AFZ8319,1-366-576-7674,4.0,584.0,5.0,Qabcqhqjmajjgrnfiknmfproknvh,Chula Vista,3499177.0,a,Pndegadtwsnbxhlsfh,,AFZRKPGSOIKW,wokbcspzzevalflgwvxnfsnnnlgvidy,IA,O,M,77.0,Health Net,7.0
Ejj8320,1-241-402-2286,3.0,449.0,2.0,UBHSYLVZ,Norfolk,1928426.0,,acpykfbjaqobqxjjgvvsdnbytdohkoudehxsopttrelwfnoyqgfvwbyo,F,Ejjryoedtgpaxqbkfclofnzofqwdum,Jdhdwsnlbqqwwvujvgxfvyzbmoathyxjdmjarmxlgrvcuzwrbcjmmwbjtdxvtlesxqg,Newfoundland,O,M,84.0,Group 1 Automotive,10.0
Fjf8321,1-163-510-4261,0.0,807.0,2.0,XEHNUJIKPKYKPMGSQY,Huntsville,928230.0,,fsmkvlugbfcoktrmtducpmalcrbuhdrehn,M,Fjflhmnvoakmtwisrv,,OR,,M,90.0,W.W. Grainger,10.0
CGY8322,1-693-041-9883,0.0,810.0,5.0,Btfvngdvnbbmbubfwaidz,Augusta,2224043.0,g,Djklqdxtvvydntpipuebsewsynnuhmbpdirnoaypive,,CGYNV,,IL,O,W,72.0,Mattel,8.0
bel8323,,3.0,772.0,3.0,Nzxeqrlzwy,Charleston,192997.0,I,TPEJBUAELTKXKOSNILUJNDTHUFQATVOEBSMLQUEVYBFXITMLRDCJKEOXJFMFQAYAMKWLLEP,,belbu,FREVUPJFKPLAANIXABYLLTBHTCMFJPFIBXIWAIRJKMAVTGW,VT,O,M,33.0,ScanSource,9.0
Llp8324,1-033-611-0110,1.0,793.0,1.0,nasaqtzcqgqnlxtysufcu,Kansas City,2573716.0,,Vkhvlqxotyxwuxdrgpqcwsdthttshproufhxecvpr,,Llpkdnfyvejkuzs,yneevqbenlioynffaijzeyrwrqzifig,NJ,O,U,24.0,AnnTaylor Stores,
Yie8325,,1.0,587.0,3.0,hedlqjbfdfovwgogbghrcdmj,London,2891892.0,Z,Qvquxafsrasmdiexmmhcrnvlbswzvmxiegx,M,Yiesvhhjzcnuvhqwe,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,MA,R,D,63.0,,6.0
Lsj8326,1-223-574-4581,3.0,816.0,4.0,Vndhsbjqkelocefehhdhnjpnsocv,Madison,3542416.0,,Jhxeamxbowafwjrxkwcjwwlhornptegepnmsitqdxcemksbqz,,Lsjthwnwdvecoafq,mylzcclnsen,IL,O,M,77.0,,8.0
dcy8327,1-286-662-5149,1.0,662.0,5.0,ZLPOP,Atlanta,340613.0,M,PAZXXBYPCFZCSCZOWBPTIORRKESPFSSBHPDNTACVHDKMHGWSGJVSHHGOZLXOBHFASTFXQKJHL,F,dcyvonrjqimravkpjrw,mfcfevj,HI,O,S,12.0,PNM Resources,5.0
Goq8328,1-376-958-1811,5.0,324.0,4.0,Zrduepvymcsudkymoqcxusswh,Cedar Rapids,1620653.0,F,lzsjvgqqftexyxooqmitwkaumspmzoomunmbzjugvmhpvhynwoxd,f,Goqycxzqhppgamftitcbroejtbzcg,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,MN,R,S,61.0,Fidelity National Information,10.0
qfq8329,1-074-357-6659,3.0,,4.0,Dpyldrfmhckidoom,Dayton,469588.0,U,Fzrhrcptgfronghmjpghcbavupujlqhgjnxgjdrz,M,qfqbhmvadftqdmdpzoxqbdbedaq,eesunuxqgydeoqlvusoepewahf,LA,U,S,66.0,Expeditors International,4.0
sea8330,1-838-734-6644,3.0,825.0,,Wllmwfujsonnngqaboimuwalstj,Baton Rouge,628952.0,,Eglqhkgampjkqfeoxfeemrtewmlxxiwqftlrcpqoomksjvaazwlwjew,m,seapngdaxdwrhnkps,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,British Columbia,O,,98.0,Target,0.0
Brx8331,,0.0,768.0,,Axrfrf,McAllen,2627200.0,A,Fmqhgzilgbimrqkjzzmeltalplrgvloetjugklnmeunbyijtjey,m,Brxosgqkrb,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,ND,O,M,32.0,Watson Pharmaceuticals,4.0
Udh8332,1-417-441-6704,0.0,506.0,3.0,kpcmntroczd,Saskatoon,1162079.0,L,Ziavbxnapcjbwzticzkxdcxpbeesafhqvxdxjhagwfxwgsxfqlbshemjlipdcf,,Udhqoqeu,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,Quebec,R,D,14.0,AnnTaylor Stores,
Jsj8333,1-217-642-9000,2.0,,,Wiqbmltkpqztvxomqkcamznflmav,Fargo,603942.0,,TSOLMWKHFFTGCXMZAEMHCNIFPAYWNMHLCSTKEBWTTXHQDRPBXEMIDDYPTGMTGLCSKWNPP,,Jsjjwtzzngwcg,aipwbibipksssoorbsezarcoefaikpvdashim,Newfoundland,O,M,78.0,Cigna,1.0
Ghx8334,1-119-538-1837,0.0,700.0,4.0,evkgpqjffugnufnzkxvjspga,Charleston,2528598.0,U,JHTVZPWPMMUYQXYSNNICEEIWAIKMLRJVESPKLTUYQCAJPCTXJ,,Ghxfbjlntlonxmimsiifn,Vassqnvuoo,FL,O,M,27.0,ConocoPhillips,
Edz8335,1-790-202-9336,,354.0,0.0,Agscwxstfahmfggjmmgzpalr,Augusta,3459874.0,,Atrnicoxhosodfzzliyhwrjpethceirqctkqirlbjlcu,,Edzaeupfofuqnk,Pjcyvm,PA,R,U,12.0,Leap Wireless International,6.0
Fun8336,1-373-451-3779,5.0,661.0,0.0,Ebgidqbwfb,Hialeah,2834186.0,S,Cmbcnmmtnvocdqamtjmfhfpwjmogvvy,f,Funorixyeffotlhqyqseoud,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,SC,O,D,33.0,SPX,2.0
SOZ8337,1-100-752-8483,5.0,609.0,0.0,Khvqsgykl,Toronto,3505753.0,,Tfqewrinwsgbghzcfoc,,SOZSIFGRLTXRSYUEL,Mcviusptfwedntfysbknpbjblbwabof,CT,R,U,74.0,BE Aerospace,4.0
buf8338,1-843-287-9110,2.0,846.0,2.0,Auksjodbgrfwdgoccjbbjdhwvszym,Lowell,1592317.0,,Ihmbiwkvozrhmaz,,bufzmajy,eiektdlgnmvje,UT,O,M,70.0,Western & Southern Financial,0.0
Maa8339,1-545-551-5882,1.0,709.0,2.0,FULEDRRKUTHJASZVK,Philadelphia,2404099.0,M,Malvohpeprmlfzfalpgonuphmqfviugtscmlstvknunmsuvmtmwixqrtbbdxe,,Maadmuxajjvmewuvpud,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,SC,O,W,93.0,Medtronic,1.0
pwo8340,1-556-545-4106,1.0,402.0,2.0,ESUOR,Billings,,,WPOMXBUDNRDQHQTUQXQOQSGXANCAVSASSHMWEHQQTPDRJPQEFGVVDMNWJUMDMGXKHSQLDOFJ,M,pwoweizu,Cqclzjhxgdtokgsgj,WY,O,S,27.0,,4.0
vei8341,1-711-159-0030,0.0,594.0,2.0,nxsgbnkatgwsyaeqejygpf,Las Vegas,3281237.0,,tmwkowevktkbzokttaxtisqalehbdxkwwzbqczkzvlbzgtuuhhbsbtddjshafyxippt,,veinqzhqgbn,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,NM,,M,96.0,MetLife,4.0
Big8342,1-571-456-8029,4.0,717.0,1.0,Ozybrvxztlgtocgsjw,St. Petersburg,3191520.0,,wfrlhvvjnnbwrrhtuudfjupec,,Bigxvdal,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,SD,O,M,35.0,,7.0
Gwl8343,1-375-881-9626,3.0,416.0,0.0,Yevbnmpeuuugm,Virginia Beach,1098160.0,n,HCTYMHJBXVGNJNWNSC,M,Gwllvjplgqxy,Syfzgdaotk,KY,O,M,79.0,EMC,1.0
UJD8344,1-502-145-4210,5.0,489.0,2.0,ebnndieeluiiuqsiopqvtypgaty,Coral Springs,3216384.0,,dceanedzllqvftppktwzklngicjgnmglxksw,,UJDDXUKMICPQEJMWMAWVRJFJFSB,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,GA,O,M,81.0,International Paper,10.0
TJA8345,1-978-773-4788,1.0,435.0,4.0,Nnvkqgggyyjvnw,Richmond,33574.0,,Tmqgjpyouaqrqymqfzgvexkjsregzarobqcxvvddodjdnocqhpamjupnrkypmrgpdyuqcrmzufosgh,m,TJAIEHEBAKUTHKUCNO,Offsxhhssvdcczwtid,VT,O,U,78.0,Bemis,9.0
Lqn8346,1-305-742-1412,3.0,645.0,1.0,kbrsajutj,Overland Park,574125.0,L,QQPBFZNDQZMQMDAZSUAFEKXAORDZLNZZJSKHERJKLLVFFZDZXGUGOBIHGPKTFMLWRUDQAITXJJMXVA,F,Lqnldewyb,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,OR,R,M,19.0,Dresser-Rand Group,9.0
Sjv8347,1-425-281-0871,0.0,594.0,4.0,Yuvsw,Nashua,3712135.0,h,Vpnjfgtdaamqcuyspngepajzvfrbuxuyow,f,Sjvxqwywraaiesxxwitstfsfctoscm,Slpmhlbl,AR,O,M,88.0,AT&T,0.0
XOS8348,1-201-283-9289,1.0,779.0,1.0,Cenkpugxblzucfnbq,Las Cruces,477424.0,,QJOSMBQLOVUGPZAAISWYRLMQWBLJGWLGAULRWFYMCFOMJAUIZNCMFZRMXCPIGXQYJHZPIWEGLXV,M,XOSROZ,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,WY,O,U,68.0,Pentair,9.0
Tsn8349,1-370-140-5115,0.0,635.0,4.0,UYNREPABHTWQPPTYBUWCQH,Rochester,2296151.0,E,JSQKPBKQXLSZQTIRSXAATQBPCKLGQPRLLGJRZQKQPOQQOBDRISXUJFZAYVMQEDPUVPAZDATZQBJQHROB,,Tsnuqzyhxhwvvcfhcufbypo,tvcpxocnqqcmfrwyqdiydbauxzenvhmflimtevaframlkzvmypbgxw,Saskatchewan,R,U,15.0,Ball,8.0
aqb8350,1-213-108-9032,3.0,407.0,5.0,ahnyqtixdzmgtawgkioiru,Gary,1205049.0,a,Wpspann,f,aqbkfpcytchaixjswnlxptcdrbsc,Zoqbpmqaueqzcnjtwstwdclmiwmszlhcllljfjvnerxifagwnqanuitmk,CA,,S,66.0,C.H. Robinson Worldwide,6.0
Tog8351,1-935-846-7322,3.0,667.0,3.0,Egrsrwlehsunqceeckabrokavsagna,Fort Lauderdale,612942.0,,ayytqzdoufdjvieshulhdvaxclzqjwlmegtmkkvvxhhxtvssksibstgpwvfmjifgvuqvojumwhcnmiqp,F,Toghj,Cdpsaqchjnkxppwcjcmdw,British Columbia,R,D,44.0,ConocoPhillips,
Srm8352,1-850-099-0773,0.0,475.0,4.0,HOANBCIG,Hull,1691044.0,u,,,Srmbflnfirveafyihmib,Ucrdtznpfsyllgtntdwqpjoxdkxcidobenuvwavopjxafzxbjfxhutobxzveeyiloxxkanj,Quebec,O,M,40.0,Mueller Industries,2.0
Zmu8353,1-180-375-8501,5.0,370.0,1.0,rlbpkzeqgjflj,St. Louis,,,Jvanerwavrcsttlbkwqkddeozhgihvwcehd,F,Zmueuzidkqvzcenhbhyfcnvuwuozh,OTXAYKLNSLFHHEKJPFFQPHKGQVKSOCZYENMMGKXIGEOXKP,MD,O,W,69.0,VWR Funding,8.0
Ajy8354,1-968-516-8394,3.0,543.0,3.0,Bjufjpcztatydnorhkssfqnxymfc,Cleveland,820347.0,,Tsvkxmlfwjnprhiewlvbmsrcvqdaddchiantbvlsbqvwbflgfiowdjnmlmdbmgbpep,,Ajyxfteev,Ziatmdhmgtxxfihytusqdpamulknclpibbeqkyfmxphdejgldtiiyxlz,Prince Edward Island,U,M,23.0,Aleris International,9.0
pqp8355,1-545-055-0628,4.0,591.0,1.0,bzbuhghcwcxfzdilhztfqeknaowb,Sudbury,241622.0,,Zzzdixqzeta,m,pqpjnxcgulodnwpbvdmytluedk,OSVPPQTRMMWTFZUWXGVOJQVQGJGQAFOGITUFKERAAKTLCZUUFVUBWGZCRPKGGTCMZZSVUXGR,IL,O,M,61.0,Expeditors International,9.0
Yby8356,,1.0,721.0,0.0,zddvhtkxpczfsrtnwwwkm,Modesto,3727576.0,E,fhvtiytkvuvvxjorehjxznhsbykfclubqdfkzwuztffjph,,Ybyzlhpcxnhqoqvolgfldsqvnro,RMKBJYWHLNFLBVQJSXSSBJJAJLYTTOWBAZABEPIZPNCMGFAYUDGREGRDKHXPCFIYGGKSZG,DC,O,D,28.0,Annaly Capital Management,6.0
QUL8357,1-132-543-2018,3.0,672.0,5.0,UJSZMXKRT,Tallahassee,3445443.0,y,edfiybojzykcekprawoisoigamtpocxwxxuttbhwrqqejlcymre,m,QULOVRVSZAEFXOTDMWLZK,ytgnsxjqjqeazvunylrsexbpjitmipnhbmndiz,CA,U,S,49.0,United Rentals,8.0
Bkl8358,1-183-609-4097,3.0,802.0,3.0,ebrcqkqhtgcerhj,Independence,3664506.0,O,XYLYDULLMWWBKGVWOMXYIKKQEFHVDYJRNCHKWZKLCTXTXKTKIAIJDVQJBMRBOQBTXNDQUPCOO,,Bklpsvparhrwjx,Uthmicfwjygtzjk,VT,R,W,88.0,Cognizant Technology Solutions,5.0
Itq8359,1-814-402-9485,,462.0,2.0,Ombfpcr,Dayton,3877077.0,i,Nyoqyycugevfqnavqtggexzpvurptagbwtvlxjucecghnhfzkachnouyxk,,Itqzr,VXEFZIRCIPIWHAACIWNMBTJQHQSBINHVVKZOHSSXALOXEZYVYMGAASFANNXPQUPJNOKYKVQVFNCLRHM,DC,O,U,13.0,Loews,5.0
Atw8360,1-781-242-8797,1.0,849.0,,Vfnpmpkfcbwgvhlejhecatkbtuo,Edmonton,1889529.0,,Scnsiedur,,Atwupxhvhwf,Tiarkxvctcvzmisnwtqcigylxuiqvhwtjxxutaijyhvrwfqvmyddbx,Saskatchewan,O,W,12.0,Franklin Resources,6.0
PPN8361,1-403-835-3507,0.0,728.0,,lncrtgpbjlrondwtnjpkpbkg,Fremont,3941350.0,I,CKKLNRCLHRQKISWDHDQLONOIHOPHQLRVHTGGICNOVC,F,PPNZHIWSIZMUQVTUCJTAD,RREZAEWDKWHGNUEHJPCXZPFVOTSHKJTHHKBKJYAXTISRZKLPYG,CT,R,U,52.0,Graybar Electric,6.0
UZE8362,1-143-481-5966,2.0,850.0,1.0,Ffslgsp,New Orleans,3404582.0,B,WJNHBHNUCHROPRBQPUVREQTBICLDVYCXRZKPCCQ,,UZERAEYLCA,UZNTBUKNRJTPXDW,AR,O,M,64.0,NVR,
axv8363,1-982-060-6980,2.0,626.0,2.0,Iyzdxswzofsifrrrpypmtjtagh,Flint,1209089.0,K,QAVEAYSRLBLFVEGFKC,f,axveczdhzvdxtuswo,faaspgmihqsvdnveqxwvosrs,DC,O,S,16.0,State Street Corp.,2.0
Ynt8364,1-429-687-3197,4.0,771.0,1.0,LYGGTWHBGVQWQJRFBDIJLCX,Torrance,106272.0,,herkfagezjhncpvwceapwigtdhsvxbdasfvceeaqtnegzsf,F,Yntckeitt,Sjtexsd,WA,O,U,74.0,Warnaco Group,5.0
Msz8365,1-892-535-9912,1.0,702.0,1.0,Ovkxiurare,Montpelier,429019.0,m,bjjyrzwirrzekwocqihhobdldcnapkfoebrvzjveladsbulvmnklfeqdbjfxxkcb,m,Mszvcqhplyknab,Fglkkcioofsqfrcrueqefgecalfgpywrvqfwqkuduxaomdsqkiobjevwdmbdqjtvxgsdef,SD,R,U,,Lam Research,2.0
Jlr8366,1-570-429-8936,4.0,824.0,2.0,OEDDXRGXLBVLHEOCIQ,Phoenix,1825720.0,,VUAZGJLVWHULFVGUSGCORIKDIHYWWCI,M,Jlrblhzt,xflnbrkalaxssxamnxhezniactzkrrldpespwefegvqramczermglngthczivdul,CT,O,M,30.0,Owens-Illinois,5.0
PXR8367,1-569-120-9777,0.0,528.0,3.0,Mubegmrkuxttvaeehq,Palmdale,117460.0,Z,Qgfuahqewhqwskrmiiowiuoyr,,PXRHERGGKVRTU,SPTHXBOXMDHKVKYESLDFZDNWDNCKWQVILDQMBVZAJCQAPJDCKOME,WV,O,U,71.0,Superior Energy Services,2.0
ipw8368,1-826-296-7269,0.0,681.0,1.0,XDRUOKDWQQGXMSVKKNZET,Savannah,837365.0,,Uooqakmbtvewmyvahugzuvynacgffeqbgikuinjyryjdjuulujetwdyunxajeb,M,ipwkwgxufan,OVLSAUQGYXHNUNRSGNPRXMEFTHLQADWMJFYCSEEGHWFUOJMASLWUDYR,DE,O,W,92.0,Pfizer,2.0
nah8369,1-883-280-1630,1.0,834.0,5.0,Fonzctskongoieioghnqnrepnpc,Thousand Oaks,1213636.0,B,IMAFBZBGIJURLFEHHKTGGAFVYCACGFI,,nahagncxtaxmqwmskfltd,Jzdzpxpkinatfffd,KS,O,M,10.0,HNI,2.0
YXS8370,1-755-650-0981,4.0,749.0,0.0,IJDYNMNNGWNCH,Glendale,1705534.0,,Hqrkligtxbzbvqflvorzsborukjbvsnhfmhnrzninvjrltkiavyoofzlweymlmdyjossdnrj,,YXSLQZJQGWHWWF,Pencyxvsmkxchrlvkxflulsksgm,NJ,R,M,89.0,Applied Biosystems,10.0
QKK8371,1-754-361-9055,3.0,609.0,5.0,FZRIRYCNCUIYNQWEPEHIVJZOVOYK,Tempe,2121657.0,,ONYFUSMOSDBWJJWWBQOVFUWZXMQMSHOMBKPX,m,QKKFKWFCH,Szbsboehlyerksmpqlxkgceifmhsuaooeehqiqjlqzgazqurndabxjnmphbmgrtiochyygzhqfi,AR,O,M,87.0,Dentsply International,
Dtq8372,1-934-013-5103,3.0,836.0,5.0,MTFXEDIJJHYYWEQE,Fullerton,3158778.0,,Nmpyuipxnvvjpnmscdjcgvfxgpane,,Dtqwpvaxmfgsspsuthdzgmwibbh,Bpqoodqquxqjazstmbrtsptldtghkaqgiucn,Newfoundland,O,,40.0,Eli Lilly,7.0
LDT8373,1-088-782-5558,5.0,319.0,0.0,IFDFUOQFDLFOQ,Arlington,589798.0,v,EJVIVOZMZFRRPSHGXBSTRRJDIXYHTLVCAAERTALHJLWUMXZGEMOHIEPBZVBYCQDGRI,,LDTGNWDNMF,Vzttnitxqykzijcjmmuqzclhfnddhbrdb,NV,O,W,36.0,PSS World Medical,6.0
Smg8374,1-772-284-8663,1.0,482.0,1.0,Vkondpmlivtewfezvvcdzcjibpebib,Tucson,2934120.0,,Gpgotidcubxbeq,,Smgyjsurampohoaodastthilehzwy,Btnscgytsmtpdsjuqgnjyeoeoaccnqcsveixpbqlarzochdvohvavpvmqkysrpqbtclly,OH,O,D,63.0,Country Financial Services,4.0
Ymi8375,1-538-848-0859,5.0,539.0,0.0,Evrqysjpmuupomolsdemmw,Louisville,1928438.0,B,UBHDNMTDSTSGDBQGQZJLEPBBJLRQXIRVSCMCJCASWJUKMVQADCOQDSYAGGIOK,M,Ymiqjuifzogvcxf,Nveoxjqdijmzxmlvcjxduwmtymkembernjdivxcmyhozxfanxqjcty,IA,O,M,67.0,Applied Biosystems,3.0
Utm8376,1-062-279-5052,2.0,847.0,4.0,BVMVEJZTUQDFUPHMXXZGM,Alexandria,680023.0,,THIFBTS,,Utmod,pekbzvqhsrheggmoaaebnojnaasjaludlnzwpbjimefifvtfdofgqlrgkuvfavjowgdatu,TX,O,D,93.0,AGCO,4.0
qir8377,1-659-414-8987,2.0,714.0,1.0,Swyqt,Fort Wayne,1561052.0,P,Mdhfbyavscitxbtpeyqrrsxrdrcddarnxrkkecrxlmlmdfewyqwpenhogpsdaejznwyioixxjtc,,qirkarmmdglaspt,Lrslzuiqtzochhhbugytdlbfhooislsocekwhljjjajajydzyrdarclkaplsmft,SC,O,W,95.0,Global Partners,0.0
YKD8378,1-153-531-2572,4.0,467.0,0.0,obplzxguh,Santa Ana,3504669.0,,wgvcoiciefepq,f,YKDDPMOJYRWS,Qnpdsiwlvejxmviowcrhsckvoowmgmqgyqifrojijespbtrlweuanjpmrfymvjigsrvlazktaljqwuoq,SC,O,,29.0,Capital One Financial,
eac8379,1-370-965-6732,2.0,497.0,1.0,ZPBYZZEQWPZQXRXSDZD,Oshawa,1226388.0,,,,eacfmkqmcvcrvihwlno,Yefcwgthlsgvplrcorlghrhxwftzovlsjulgaqxwcnncidrchtbhrej,FL,O,U,30.0,KBR,6.0
Snc8380,,5.0,604.0,4.0,RJRPC,Pembroke Pines,2047050.0,Y,NPETUYRULNXMHVOISQMKE,f,Snckts,,WA,O,U,86.0,Symantec,4.0
lyc8381,1-557-860-1422,5.0,698.0,1.0,Dymyvqmsoanmerwqfwdivwunubwful,Hartford,1174967.0,U,YSYSHRXNVFWGQZYMVFQUISIQIKHYHDQNQWFBEZQ,,lycabofxbzsspswazmxjjhf,Sjnnmpbjxswxkuajyiofozbtxhowavnltuzgzpwmxfnjbruzvhzeacmpmffagu,AR,O,M,22.0,Saks,3.0
Hyb8382,1-960-310-4747,1.0,403.0,2.0,Wjmhmdnpdwogv,Warren,3278883.0,H,beazapciwhrwaijtflqahjpidqokjbpjobuaslkebhhsqehdvxsftemezhwcualnqs,,Hybafphfxhqmgjekz,YODOTA,WY,O,M,5.0,Medtronic,1.0
cjz8383,1-451-504-7655,0.0,714.0,,wqkhtwpqyjbbihninbasoqyxc,Brownsville,2537363.0,,Hxfwtgqwvpuqacydknjrvbjjdtcshpuqepmmhhhbprlatbggwcpfmdefxcyknhwcuzaeecm,M,cjzuuqflkmfhuhkvtguhahg,Lyexhpmoxkpzayxslysyuopasnjneagbzrtqc,LA,O,M,90.0,Dean Foods,5.0
Nqx8384,1-715-920-8523,4.0,455.0,5.0,Wmehiitjuocngl,Albuquerque,1146313.0,y,RDVAAZEQKICNPKLBHLFCINNXBHULGSDMLBFUTVDTAADRBBZTTLJXWCFLISDLBOMNRY,M,Nqxtpdfqrjsikhtsueta,XTFBHDSWBEQNOETPCIHJGHWBHODQZYCVDINNUDIXLVOOAGPBGGKLKDZGATWCASBODLYTTLGQTP,Manitoba,O,S,73.0,Ford Motor,
Oeq8385,1-387-767-8789,4.0,642.0,2.0,Yazklpskjjxhqjzmuivsdvhzitu,Pasadena,2583488.0,s,Imkzwnuurxwmoizkejkjyccsvyc,,Oequgorbpnbnrpaugvhcdzkjv,Jvgdgfryryfxfluufcluirjvfeoubxqlxtasgbobcgu,WI,O,M,94.0,Icahn Enterprises,5.0
Aiz8386,1-985-351-5515,1.0,328.0,4.0,Arlfzpooinbvlgsutvmrydzfqgk,Dayton,3399031.0,,zetvtg,M,Aizrsbkxbpvxtyfydfxavluwrqimb,OKHRAOFEPBJDLASSIJSAMACIGQEJLWUOKEXQPYEAZICUPHBBQJ,Ontario,U,W,73.0,Roper Industries,4.0
STH8387,1-243-615-9288,4.0,489.0,4.0,oqbskuyi,Durham,2430620.0,y,Lomlqmtyitrbqdxtxglpamhucwzblkkwddtbjgjwoiefzqnhgwqho,,STHPLJWGYSVBWF,Zefzbcsjzfkw,ME,U,M,8.0,Saks,4.0
Gmo8388,1-899-541-2808,1.0,835.0,5.0,vvyzqhopqku,Sacramento,385940.0,,EDVVMOGTCSEGBPJSPNJUXZROKFIJSLSQJESQXGAJUBALVUMTR,,Gmozvtbtfqstezfmwoxffillvsb,gyxfcsaragslfdcnammwilwvakruhpqnrijctv,NY,O,U,51.0,Mueller Water Products,0.0
VVF8389,1-547-489-0555,5.0,567.0,5.0,qtepnpjsnugatwypgl,Mount Pearl,1164249.0,r,,,VVFMEYKSUIXTJYAELSWTSLVNMY,Dshazchakrdxhabrswuphesiyufogykqfiafttjtvqnnhycuyyt,KY,O,M,90.0,Molson Coors Brewing,5.0
Bwc8390,1-604-437-1307,3.0,310.0,2.0,elnsrgmsqsytyasyf,Sudbury,,T,CEPPZKCMJEMCZPB,,Bwcjerjyexznlinovsddmlv,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,AR,U,,62.0,Dun & Bradstreet,0.0
Gab8391,1-247-691-9458,4.0,366.0,1.0,Cajntwfj,Oklahoma City,857850.0,M,,M,Gabjfphzqxwmbhkhskfltcjh,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,KS,O,W,80.0,Volt Information Sciences,0.0
fzc8392,1-129-363-1252,4.0,,3.0,Nfvpbl,Mesa,198683.0,d,qgkvcklqpzpx,F,fzcpbidsgsxxtlzbib,CRLGDRJKAGHPLTUM,MS,,M,28.0,AMC Entertainment,
EKN8393,1-923-899-8748,1.0,425.0,4.0,Bcablagx,Pembroke Pines,3677526.0,,Wzijxikfhuequwewyree,,EKNWSLGDRFNUQIQSPHT,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,AZ,O,M,51.0,ConAgra Foods,6.0
KMK8394,1-368-868-2476,5.0,593.0,5.0,Sznhpffyfcatleezqjkcja,Independence,845549.0,,hwfbkqahykzbnkadrsw,J,KMKINXAQDLEXCWVHQ,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,SD,R,D,40.0,,2.0
FZF8395,1-077-276-3707,2.0,,0.0,dvwejcwpbjvnjioefwj,Fort Lauderdale,2989701.0,,Kgtssjtnwhmkgvfmua,,FZFASAXLEKKUNJH,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,SD,O,M,1.0,Clorox,10.0
