pstlcd,ddrssln2,frstnm,ncm,nmbrchldrn,ntwrth,gndr,wnrrntflg,cntr,crdtrtng,ddrssln1,nmbrcrs,g,mrtlstts,nmbrcrdtcrds,ct,mddlntl,gncd,stt,lstnm,phn,mplr
Xcjpcs,FZJTXEYVNQELVINIYIRKWRQWCREXQFEPTUKQOUULKRUGPDKNUIMRXBFZJC,JXVULDMHRNZ,435102.0,0.0,1912860.0,,O,United States of America,376.0,,5.0,73.0,U,8.0,Biloxi,,HMW9418,MN,HMWBGTSOGICYSOMKLSTXWZTCQA,1-777-426-7369,Nicor
hpffav,Dubtnimvgbjrprquchcvkllnlfnbnenqftvxijnrukkpmfr,Dsehgwshkvpyzzg,359437.0,1.0,815582.0,F,O,Canada,591.0,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,1.0,,M,6.0,Simi Valley,,cvf9419,NC,cvfulexvpzags,1-976-380-0264,NiSource
cpsidgtqeqz,Abieoesbigujcb,Uurhfxjhqhxdmcfdmvrhyhr,197021.0,5.0,1475743.0,F,O,United States of America,516.0,OKDUCMYRPLMLRE,4.0,61.0,M,0.0,Garden Grove,,Psa9420,SD,Psajlnai,1-733-952-9511,Crane
ZQNUFV,KBINNWPGVFJSGT,mcpbvxpprrqmgfixoqkfpc,188916.0,,455426.0,,O,United States of America,595.0,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,2.0,33.0,S,4.0,Yonkers,,tcb9421,WV,tcbavzovims,1-461-827-7331,Wyndham Worldwide
Lfhhapm,Owfebaarhdwdzwmcrqsjjtcysnvgsrtacxjgguhncybyhdqxmdgyyarlbzhlcbxcec,Quvkyrryldmgjjobgphhnmgqel,181793.0,2.0,1352390.0,,R,United States of America,688.0,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,3.0,73.0,M,7.0,Fort Worth,,Mcp9422,DC,Mcpjwibnpbcievzaidbpdyzevjnwg,1-505-629-5554,
Dugyig,Xatwcojywlcxxqnfkgajhlxwmbksrh,WYQTPLKNAZJQEISYHGGVNYRVLL,271110.0,1.0,205601.0,F,O,United States of America,724.0,Addnshoeikxalllpgtmepn,5.0,67.0,D,10.0,Warren,,Gcp9423,PA,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,1-993-925-5242,Bemis
aqhqovlxo,jzpjjhzxg,iugjhlhfjejrmb,43922.0,0.0,2763552.0,,O,United States of America,813.0,Jcgmbs,5.0,34.0,W,6.0,Orlando,,Mcp9424,CT,Mcpeasqbdksfhhicigig,1-700-360-1448,Kansas City Southern
Xbchvvw,DUOPZBJWIBVHDQZUZUHQYJOVCCYIRWKYDDYNCXWSWGPNIHPINTP,FWZMH,72410.0,2.0,2495715.0,M,O,United States of America,307.0,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,4.0,15.0,S,,San Diego,,Sgq9425,KY,Sgqmixjli,1-852-810-8213,D.R. Horton
Rwbnz,znvwgubwkcqhavukltgprkobgbvtkumtjpcmkrtdmlicejikbdlomtwhurujxhlrktpyhqawcjjd,Bnxlshrviffxyvvjldvuwzndapj,53233.0,3.0,2159419.0,f,O,,729.0,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,4.0,58.0,M,8.0,Philadelphia,,VBI9426,KS,VBIAHYKCJXQYRMWFQXEKO,1-815-234-9736,Yum Brands
Timxvejl,sorvpzj,dybwtoxepxusuatkumuxxcb,246776.0,3.0,1071328.0,,O,United States of America,656.0,QTAEBN,0.0,45.0,S,9.0,Palmdale,,Mjy9427,TX,Mjyhgaskpxawfzvlns,1-802-548-9072,CB Richard Ellis Group
Jcluvsj,whiiunlynyjhuxoojurodoorbxihmlaesugfpbcyjvhrxubzpwgkdbqwfkifhbkcnfkwupliifxda,eekyymnvwehsrscvyy,474229.0,,501427.0,m,R,United States of America,810.0,YGUKAIMCESZBTSST,2.0,57.0,D,3.0,Las Vegas,,JDI9428,NV,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,1-234-384-0542,Paychex
Estobq,Hdbpicbavfkrzyuelonix,tcszgwdovexmfuntucyfrbmxrxh,346332.0,3.0,1364129.0,,R,United States of America,613.0,,,13.0,M,8.0,Fontana,,Jgv9429,MD,Jgvhygmsa,1-283-018-9240,FirstEnergy
xgjluovvlfrw,DGHWPZMROVZPJEMB,dbujibldqtn,,4.0,2773908.0,,O,United States of America,486.0,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,2.0,11.0,W,2.0,Saint John,,WZF9430,CA,WZFXOZHVWOENDYCNN,1-314-259-1147,
Pkyeawndh,itamhnfsuqawy,Krxbgsrduouxibbtdebi,32728.0,3.0,3953127.0,,R,Canada,,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,0.0,75.0,W,6.0,Santa Ana,,Ise9431,FL,Isekxbydjfsd,1-434-880-1350,Varian Medical Systems
Uvuru,zbacghjzzgrodqwcwocuhusvfrtjwcxihqbvsgrlhcundsijkchsksmnzl,lbmudhmferazjmmmelvcpcmajtvii,313671.0,4.0,2931206.0,,O,United States of America,418.0,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,0.0,83.0,M,9.0,Riverside,Y,HRJ9432,LA,HRJFXSY,1-219-743-5408,Tiffany & Co
Rwljk,Jlcmqxtn,uutdzwifdmrcztmoyvjuhcpo,275885.0,,1090819.0,M,O,Canada,,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,,77.0,M,9.0,Richmond,b,mcu9433,ME,mcusdrmacvfqmclkvmecmvg,1-779-496-4262,
Gbqvsqudu,Exzsrphbjjzbanzdoiwhggkxdtzwdlukeidpfuespzxzucbroerjskoelqdonjmtolsfqrrrxzn,qhamuclkblwgbaq,220493.0,1.0,,,O,United States of America,759.0,VCVMTMMLL,3.0,46.0,W,4.0,Louisville,f,Hqp9434,SD,Hqpeov,1-439-159-8222,Fleetwood Enterprises
Fptwdytytr,Nraxrxliiotaymrybq,Xrtztgcavhn,213252.0,5.0,1121482.0,M,O,United States of America,404.0,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,1.0,32.0,M,4.0,Rockford,k,OQK9435,CO,OQKWFFLWNULPTXOUZTOLG,1-179-752-3528,FedEx
Exigdjhq,Jjstwkcpunrpee,Euaesnqnkubm,83831.0,1.0,1687602.0,F,O,United States of America,544.0,,0.0,51.0,M,4.0,Simi Valley,,KRG9436,WY,KRGVPPEKHCUJZV,1-309-866-3200,Assurant
Ueisrinj,uwnxwkeevbsiyfhjsvmbutydnnjuipnpook,BQUUQFPH,157956.0,1.0,863567.0,f,O,United States of America,385.0,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,,58.0,M,10.0,Billings,T,Que9437,FL,Quemajsgmdnqt,1-520-320-1879,Vectren
Thnsvqbm,utfgzyicxzutqgtjktqdbaklwkbxjycjwzqhfryktrbfjshqurxdegfifwn,Cylbiyb,,4.0,1915336.0,,O,United States of America,649.0,Lwqlllxczdpr,4.0,1.0,,1.0,Iqaluit,,oes9438,KY,oesxklabtcibu,1-014-926-9892,National Semiconductor
Ewhto,rkwwbefgsivxg,Ldinlhbs,,3.0,1108967.0,f,O,United States of America,703.0,CMJRCR,3.0,16.0,,2.0,Paterson,,Cuf9439,AK,Cufrjtnpejrlfa,1-249-938-4154,Sonic Automotive
Rztawdh,Dafcoqeydbkb,Xxxdzcxkofsngdfyqxmdqu,467572.0,1.0,1564637.0,M,O,United States of America,,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,3.0,28.0,S,0.0,Grand Rapids,,Omv9440,WV,Omvgtouw,1-665-361-7531,Nucor
Hvpywoo,Dxuuxjqicgkwamumhymtqufjraqglloeplgxchgu,DQQMRTM,43184.0,2.0,2698242.0,M,O,,369.0,Gbczfijciqijpgobbai,5.0,33.0,U,4.0,Saint John,,Jgw9441,NE,Jgwrghkaifnpcggyklb,1-538-466-2026,MeadWestvaco
fcwtfphemdq,cgtnomvhwiuwwcvefxsqxepmpttxvxbpwfruwlgoyaw,Lvovfmwbm,182367.0,4.0,3827700.0,M,O,Canada,735.0,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,2.0,83.0,M,1.0,Albuquerque,,pus9442,ND,pusbz,1-394-462-5885,Goodyear Tire & Rubber
SSZUQOFTI,Uimrehaelpmtkhiejncykz,Njbvefsvabsdztbvfagpduagposr,94040.0,3.0,,,,United States of America,805.0,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,2.0,0.0,U,,Grand Rapids,J,ILQ9443,NJ,ILQWYQNDHHOGREWAQHFJYHVKHV,1-469-273-2200,
Ommar,Pjtxjyivgcsnmfsoysonjpahbrpugsunsjocloerygslzvimykcgorjyzhmjzn,LLQYTRNU,77740.0,4.0,3966122.0,,U,United States of America,641.0,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,5.0,,S,2.0,Peoria,,Jgk9444,HI,Jgkzbqbgmgeklikjdwbwvi,1-327-499-8383,BE Aerospace
ELUOIEOVOAN,Thmlaixqnrb,VNPEKNSNKKUZSITGZGIZEFA,404963.0,4.0,3248589.0,F,U,United States of America,730.0,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,0.0,65.0,M,5.0,Newark,,Dwc9445,WV,Dwcmwsexkefzscbdvacirjchyvpt,1-123-547-4916,Hertz Global Holdings
Ijfre,Whdxbfgtkdsdtgooqqgqosgrnycuelwomsihimewswungxbxxx,HYVPZJJGCUVFKH,330058.0,1.0,1543885.0,m,R,United States of America,834.0,Suceiidxnihsxueo,2.0,63.0,U,2.0,London,X,dqt9446,OR,dqtwzvwvzntfbbcwfdgl,1-651-484-3426,Whirlpool
Trqdrtjgju,pbywoxhqsagqtlqxnhybgvuulkrsvscjtjuwbpxutwcqlikasqcxgox,zcfojvgupocngfr,417458.0,3.0,2846842.0,M,O,United States of America,424.0,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,3.0,5.0,S,9.0,Norfolk,W,VCR9447,Saskatchewan,VCRSCJQZZUBVRDPSNBWJF,1-075-885-3063,AbitibiBowater
UZIOATICDZ,Tlxoyaglycyvsgjoeqesfhzrafscywgzheveseerzozaplntxoupysotmscmoajsnwqztvumjk,Wjtjeendyac,278446.0,5.0,,,O,Canada,711.0,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,1.0,80.0,U,4.0,San Jose,W,VMX9448,NM,VMXKXNYRULQJLUDOATCMDHT,1-264-616-2616,
WCDTBYLXRS,gwxcljsdsutgrjxixfjaaoopfogvzvbetbyuzehuwzpxodknihcpmdqgwerdnmutlyckar,Sitiqoswakjeudtf,350443.0,5.0,2354544.0,,O,Canada,651.0,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,4.0,19.0,W,7.0,St. Catharines,K,ovr9449,UT,ovrucmqrllox,1-926-759-2026,Raymond James Financial
RFZTUQESEY,JHLBHAPSJT,CBNTFGVWTOCLAABCILCP,137583.0,1.0,,,O,Canada,781.0,Ddxrtsbmzvwbpqtknhjwm,0.0,97.0,W,10.0,Phoenix,N,Hqp9450,TX,Hqpvvbwtyhqixswunihqgwvndvgp,1-248-868-5643,Republic Services
Tjkwza,QWVORWRXGLOADIEOBZQRQFLTQDEQFELOEUUQVUGPMYEMDDAYJJPGEKMSOMJNJIPEE,IEZOGRRKGXXVUFTVQLQIWTW,241037.0,2.0,1417768.0,M,O,United States of America,796.0,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,5.0,,U,2.0,Jackson,c,YUP9451,HI,YUPHKGVDQJUFDZVKRIAKMVFVCVY,1-557-404-4027,Hill-Rom Holdings
Fyfzmls,Dcvbolsompklmffgssvltgvhbqjwvdqexy,Vizklyikfbedxljosvqwtprsufgpxz,399863.0,1.0,2519470.0,M,O,United States of America,644.0,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,3.0,69.0,S,8.0,Edmonton,y,Idi9452,UT,Idihdaepojqihgngbu,1-836-310-0994,Perini
Ydolkqmvi,tqcisssbsnsulykfimndvhfcjuuvyxgfedjmmdpcblewuiblkixsttgncp,IHADRUISJBT,,1.0,2955446.0,,O,United States of America,401.0,xoiovaipujzsandrtoxmehmtptx,4.0,92.0,M,9.0,Chicago,I,Tqb9453,Newfoundland,Tqbnafjciinsspdafhmgpeoa,1-843-949-1842,Colgate-Palmolive
Zudhwij,PMVHYGEYSYOKUYCKJLQQCSJWBGNLHWHBOJSXSA,VAQQGJGWOFQSGXDHIHJGQZC,88608.0,5.0,3586672.0,f,O,United States of America,,Ruvmi,0.0,17.0,M,10.0,Jersey City,,Aes9454,WA,Aesfusoyrm,1-321-626-7500,Fiserv
Wcjnkvquhm,RSHMNCIRQOUYAPZIQYIOLDIKMMQ,Xklndzkubdihalq,206395.0,4.0,2939478.0,m,R,Canada,655.0,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,1.0,49.0,M,9.0,San Buenaventura,,Epf9455,PA,Epfpbqvlgmjxtcxbyuqsc,1-081-367-6586,Belk
tkyqjp,Ptdachogmyujkmwuewuqlqryytkugbmnymw,ztvixiwgn,446935.0,3.0,2827456.0,,O,United States of America,435.0,vdacewsgdm,4.0,69.0,W,9.0,Eugene,P,Ffn9456,MT,Ffnhg,1-476-410-7306,Atmos Energy
jfxftl,Grdikszasbmbblhqtxzsdyfljgvzxjiht,Wgyhjwhkwwynavgxerzvnimnjgt,51971.0,3.0,17134.0,,O,United States of America,674.0,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,2.0,15.0,U,5.0,Alexandria,,pap9457,CA,papshbksextrzddaejcnpntii,1-306-138-1852,American Express
vhaqt,hbcvtgaargxxdxdkllatdfwmfxcainjcgrrhbrxhggkhxcbmfyjzosenrft,Vdbmvczmfacictfnrnwjibxcllr,369850.0,1.0,3886166.0,,O,United States of America,760.0,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,,21.0,M,1.0,Vancouver,,Nkg9458,OR,Nkgzwsemgwvrogfbnlojpqfxet,1-738-679-1863,Teledyne Technologies
Dhoilzaxk,FLTBIOLOV,EKDDYPCTHOTJQPTCHEQZWIPPW,38251.0,2.0,191154.0,f,O,United States of America,496.0,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,0.0,34.0,,1.0,Hull,N,ufh9459,VT,ufhrukyazauhneec,1-250-092-6595,Integrys Energy Group
Xfejhubxlrp,vpblmzntvizvrteqinrciklbxjkqoxnzgxtclardbpffpbdrwkyusqsmquclhqigshu,TUSBQIOXUJHLHBMLHJLDEWIESG,206315.0,1.0,1856083.0,m,R,Canada,493.0,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,,55.0,S,5.0,Spokane,,tmt9460,AZ,tmtqbjshieprffq,1-137-415-0657,ON Semiconductor
Wqtrdfcxu,UPKNMENMNTYIDQEZFBCBYNEEUCPZADDTNPDEEESNTKQFHVPENCV,ksest,164978.0,0.0,1001341.0,M,O,United States of America,786.0,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,1.0,100.0,S,6.0,Oxnard,,rnl9461,VA,rnlkvcckzxdvyhbvrota,1-218-529-4942,WGL Holdings
clvhdpzs,,Dlnlbdigigwdujievmrsavrjnso,166099.0,0.0,1537954.0,,,United States of America,662.0,Jxfhlnkwohygdyq,1.0,59.0,W,3.0,Rochester,d,pit9462,CO,pitwjqvlegfyvpaxdgdubsoat,1-757-529-1404,Urban Outfitters
Fegrbe,Yscgaotfllwpwapnndteuwcnjrnfgnazkwh,dfmsbcstmymsxxuxtkucprdbvx,151735.0,3.0,1683196.0,F,O,Canada,758.0,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,4.0,21.0,W,6.0,Baltimore,,ykm9463,UT,ykmbdtn,1-816-003-1563,Beazer Homes USA
dyselvuahblw,ukptoeebgahmwcxwwtsllkdumyvddggxggvvddrklfvoqacvfpdppipdgdlqwvbawtinygxasdfuef,Yhierprljgnifrqiotob,273278.0,1.0,3685385.0,M,O,United States of America,,Hnlaljnwesbjnd,3.0,64.0,S,3.0,Stamford,,Ieo9464,HI,Ieowh,1-347-832-1748,Consol Energy
URQIVEGJZA,Rnldxhxhfwv,RVGXVZCYXYRD,306611.0,1.0,2095651.0,f,U,Canada,403.0,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,3.0,58.0,M,7.0,San Buenaventura,m,XPB9465,NM,XPBECHFKGQRNMIV,1-408-519-8134,Lexmark International
,Qmexlnlscgxodgfsluwtjjvqhsqrgwwahcvffeerivnxrcwddabipy,Pfjdqvshodu,213721.0,1.0,1897205.0,m,O,United States of America,567.0,abbnmexzct,1.0,20.0,S,6.0,Aurora,,UDI9466,AL,UDINZQZLPJTZWURBI,1-264-254-6090,MetLife
qncpmaonbdzm,jtoqgliwzcoonhthq,Choeewhpbzmqdbdoogchmdeczbwjl,69496.0,4.0,3278747.0,m,O,,513.0,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,2.0,19.0,M,8.0,Los Angeles,u,VYR9467,NM,VYRIJK,1-178-515-6978,Electronic Arts
Lxybxcbe,nszckvvdbmncxmqnpgztczlvorumsfopljntuki,Jqyuyhnjwqpbq,4312.0,5.0,1675180.0,f,O,United States of America,312.0,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,1.0,37.0,M,1.0,Irvine,E,Csj9468,KY,Csjwgbdxtx,1-276-993-0775,FreeportMcMoRan Copper & Gold
XGKTLHUTNIZK,Ngnahninesbvcmkqjeesbeqmufgpqnulvkezqvpumywhkpwop,TQQWJOIOPZOFKLNXQAF,449247.0,5.0,1925476.0,m,O,United States of America,484.0,XOWOTCEPJQ,5.0,32.0,S,8.0,Warren,r,vln9469,NM,vlnagqrdgtzrlxrw,,Textron
Flhlvy,Pwilbmgicbfnlvgvfvipcwsxxkrjtyccpqxirjuuiklxkbq,GIHIY,462540.0,5.0,1648142.0,m,R,Canada,701.0,Attkgirnhdrvoxazqviyytppdcemybeqore,2.0,60.0,W,9.0,Coral Springs,,GPW9470,DE,GPWTSJMPNSAQUXMVFMWWUTLEQCWAQ,1-257-160-4273,Celgene
Qajvkl,EPCSYSOPZXTAHMKAASXQKHUUHHWQWHKCGGQMTOWWUDNOWHMYASOLT,Qbvltihnnmdbuqsu,123281.0,0.0,2596913.0,M,O,United States of America,777.0,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh,3.0,78.0,S,7.0,Burlington,,shm9471,CA,shmux,1-205-906-8735,Hertz Global Holdings
GRRNYFLQYZ,,ADUGIWADATKHDXXKMRHHRQPWSEOLM,488130.0,4.0,506192.0,f,R,United States of America,699.0,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd,3.0,55.0,M,6.0,Louisville,,Kih9472,Alberta,Kihkgmyjnxvahtfjkqryxiffttzeec,1-397-809-0257,
Pnfic,,JKAFYBFJTVUVYLSLKFFGHGNSZDOMF,231999.0,3.0,2492527.0,F,O,United States of America,449.0,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE,2.0,52.0,U,8.0,St. Louis,l,Nof9473,NJ,Nofqemprfnhdvddjluuimrqf,1-952-727-5786,Fred's
FSLPNNGWPMO,VPYNTQCMOTWEBGULGKKKVTNLKFOSJBABDFGVRFNTLIJVXFJHLWKBTPMGGSBUNTQFTMPZBYBJHRPUKSTI,Bisoa,452141.0,1.0,1273348.0,m,O,United States of America,461.0,Rxocuctevltzjpuoquoxseyvo,1.0,0.0,M,10.0,Akron,F,Lnx9474,NH,Lnxmwo,1-832-870-1417,American Express
Mvcwhcq,urxrlfbovejofkbjheqfiftatcwqzyxigebuogbyvhzmauzrmesbckooxvg,Uruxnkwwdzuhvixjwraaox,395563.0,3.0,3466631.0,,O,United States of America,542.0,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg,0.0,,M,7.0,Austin,d,Esi9475,WY,Esixggpdfpj,1-883-550-6487,Massey Energy
Qtmsrjoym,Iuittsqyecyuxbmzjyidgovmgzyo,Dbdzdvmvcbrdtmfvbwyjrkwjyt,193652.0,3.0,2791594.0,,O,United States of America,365.0,uhohppexqsfelcqipr,4.0,45.0,S,10.0,Bakersfield,,ADN9476,NM,ADNUWHXJRORUGKVTZGNUKHJGMI,,Sunoco
XVPUMDL,Fsywbvjibbvmwruslxcwkbio,Kihalpie,270460.0,5.0,1242476.0,f,U,United States of America,603.0,Sogptbuxoue,4.0,89.0,S,2.0,St. Petersburg,K,sri9477,PA,sritusawpfx,1-801-531-1913,FirstEnergy
qwfiyhgbq,Wtkrprxkurxdibjllvqrharosvf,Oyhnuackylbzucvioksdwqpl,485810.0,4.0,507823.0,F,R,United States of America,495.0,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT,5.0,38.0,W,0.0,Anchorage,,jyk9478,HI,jykaoqadsstwkhlhaaipuugtqedfq,1-972-313-0974,Mutual of Omaha Insurance
lilonqfd,HTNDSKISOTMRTLTXEHXENOMZUNVEWYSPFBKQUHJW,Gqgfgq,263744.0,3.0,471703.0,,O,United States of America,359.0,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR,2.0,1.0,M,9.0,Evansville,t,hoe9479,MD,hoedkn,1-298-597-6992,Goldman Sachs Group
VRBFJZD,bxbhnzxymxyiuriujrvlimudsazupvqpvouaiqagfncxhhatjizdztl,Lhwxz,64117.0,2.0,3392701.0,,R,United States of America,402.0,Nissplekhbhadhtxqwbgeob,0.0,2.0,M,2.0,Virginia Beach,,Qzp9480,PA,Qzpvmmnyaskcklfucuqaauc,1-568-249-4995,Con-way
Bfqacgjl,Yjwoyvzcegpirdmmwopbbeelqdruiikgpiufnrdhparlfuqgbuxkjplloowxtspdeuhvbyur,BHXIDQPDBPBFIMPMXFAXUVKM,229941.0,,336336.0,,R,United States of America,362.0,cabrgcdiwievbnmpjtybkmczqxwpmki,5.0,18.0,S,,Eugene,H,Wfv9481,Alberta,Wfvbxuuerdnomzbt,1-002-996-9327,Oshkosh
CHUVHXD,LFYIRIUSBOBUHMMSVYJZOFAACTGBPUGGNWAINXDCWAWADMYE,cardcxmifrbtb,,3.0,3133893.0,,R,,812.0,MLLYY,4.0,91.0,M,1.0,Fort Worth,e,Tpp9482,AL,Tppbjeleo,1-401-933-0040,Cameron International
auissiprllz,crwcmsikb,Tnwhwuwujob,158070.0,3.0,3715814.0,,R,United States of America,580.0,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc,5.0,97.0,U,,Dallas,,Klq9483,DC,Klqowby,1-744-027-1339,Idearc
EGWJXLSMA,DHOZQRUVOPSHZICBGLKFMIO,Hdfmrozegpzk,497002.0,5.0,3526834.0,,R,United States of America,763.0,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm,,60.0,W,3.0,Thousand Oaks,X,Hfa9484,MA,Hfaqeumemjvqjyrllolclsc,1-990-209-1115,Oceaneering International
Qtvqy,Aqcwfuzcnkbpogvpcjqr,cecswjuysqrev,335685.0,2.0,2526231.0,M,R,United States of America,823.0,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw,5.0,30.0,M,8.0,Honolulu,,VBM9485,OK,VBMPPDKMTVZBRMRLGEKHYMYNB,1-101-422-8097,
Ttyqnesuvi,Nhxczbtukjhaak,CHSATXLJVRUDBPGWJKYRYQRMUGLCB,281035.0,4.0,2534383.0,,R,United States of America,551.0,qjeodgbgoyqpiywwzg,5.0,84.0,M,1.0,Dayton,,Lsu9486,Ontario,Lsubpcdak,,Ameren
egswl,Eglhqchhhntpjakiiokmcxvslrrpxubtlseyykvrnuxwqpkpeqoqdgttozm,Bdleoq,147416.0,0.0,3156142.0,m,O,United States of America,473.0,lzwbmsutlepgrkevntutxfxadgzogtjakb,4.0,21.0,W,4.0,Hayward,L,Hme9487,DE,Hmeebxkoswnuxkpjpixirjqwqbx,1-844-124-5250,Varian Medical Systems
cjjmjwd,jbxeajfpimbimlxehlaekebikuklzbxxxdkxvgeuyfnezzuxfeyptvdfdto,ckedmlgsjvva,387521.0,5.0,3838059.0,f,O,Canada,328.0,Afysoxhbbutokdmjscyobgccbavduvvqctbq,5.0,3.0,S,10.0,San Antonio,J,Bnz9488,MA,Bnzgcsjajnxhotpubgatqhpgvxbut,1-879-912-0700,Hess
Ervxzcz,gbsnvuimxjyjsfguetrslcpmvjxtbnvtqaqcuszjlzgzuyvnhkiocvfsdzouwekxdihcshowjzzc,diidsgtr,57312.0,0.0,3283829.0,,O,United States of America,368.0,Shgijigpajfpwiuhfzwsqqsyqkdpsz,1.0,55.0,M,8.0,Seattle,K,Wxa9489,FL,Wxaejxrztdyl,1-576-723-5565,Icahn Enterprises
Ewgxs,tirxceuepnxmulsrlreanhrjkatatbpmtdegccrelmwcuzrmnrevmikofcxknhexvyu,KIVSZDVIZ,360779.0,0.0,,,R,United States of America,386.0,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv,4.0,,M,4.0,Irvine,,Seb9490,NE,Sebakgeajwyvqycvkxaqzmuvgwbkyt,1-088-841-1426,Procter & Gamble
KRYKTFOBLSOD,HVRGBDNSKARUMPKEPKRPQVDBJNMAUQPOEBW,lnzvvavvcvxsizugwr,126400.0,3.0,3518557.0,,R,,560.0,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz,3.0,85.0,W,10.0,Albuquerque,Q,qxx9491,NJ,qxxsmifgcmroawqtyvmomn,1-562-385-1787,BorgWarner
izyrvgewim,AUIENURQHLOYHDNDGRBACIXSEDFSSEJVJV,ZXMJATT,298516.0,1.0,1027508.0,,,United States of America,362.0,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq,1.0,98.0,M,2.0,Grand Prairie,U,Lis9492,OH,Listrxiu,1-517-796-9701,Crown Holdings
HTHXTM,KKZZWTSNPIGGBTPFWJLIBJOPSQDMAIPEJMJSKFLVKMROXNEAQBWGUOMMKWAGLOLKNGCUCIU,Txjmlarkrczqgnnhlcbwu,235487.0,5.0,3327641.0,F,O,Canada,,hobpeooxafabekrebrqfuuoamwuhgr,4.0,33.0,S,5.0,Hayward,,nwd9493,IN,nwdzacwzaaemt,1-362-203-7159,Affiliated Computer Services
