AddressLine1,NumberCars,Country,Income,Age,MiddleInitial,LastName,Gender,FirstName,AddressLine2,OwnOrRentFlag,Phone,PostalCode,NetWorth,Employer,AgencyID,CreditRating,City,State,NumberCreditCards,MaritalStatus,NumberChildren
2240 appleby road,3.0,United States of America,369608.0,70.0,,Prichard,,Iris,,U,1-252-529-0102,23287,,Sally Beauty Holdings,Pri2688,814.0,Cincinnati,MS,5.0,M,2.0
3202 powers lower,5.0,United States of America,131105.0,87.0,U,Pcbtools,F,Natasha,,U,,E7n 1h8,1184778.0,Virgin Media,Pcb2689,416.0,Huntington Beach,NH,4.0,U,3.0
11516 tanner street,0.0,Canada,64311.0,22.0,,Taki,f,Nikolia,,O,1-751-961-1617,40516,2501478.0,Zale,Tak2690,782.0,Springfield,Prince Edward Island,4.0,U,2.0
17411 vandenburg north,,United States of America,495659.0,96.0,,saundercook,,ADEL,,R,1-088-530-9154,77112,2902400.0,Pinnacle West Capital,sau2691,735.0,Regina,VA,9.0,U,0.0
4373 NEVILLE NORTH,5.0,United States of America,276647.0,,D,turkovic,,Marcos,,,1-442-096-8433,V6q 1t8,2493211.0,Lincoln Electric Holdings,tur2692,555.0,Jackson,Saskatchewan,4.0,M,2.0
16064 TOWERWOOD CRESCENT,5.0,Canada,202431.0,78.0,Q,Au-yeung,,suellen,,R,1-258-389-6827,h2b 1u1,965733.0,NBTY,Au-2693,,Spokane,OR,,M,1.0
12460 CLAYTON STREET,5.0,United States of America,256659.0,24.0,S,Verification,,etienne,,O,1-953-932-0318,27614,1403848.0,Philip Morris International,Ver2694,657.0,Provo,SD,8.0,M,
3234 pasadena boulevard,0.0,Canada,219099.0,95.0,X,REISER,,Richardson,,R,1-702-756-2516,85770,2104839.0,OfficeMax,REI2695,722.0,Lowell,UT,7.0,U,2.0
3146 HOWSER LANE,5.0,Canada,124595.0,84.0,R,Osborne,,Marko,,O,1-585-583-0294,85225,2042347.0,Charming Shoppes,Osb2696,611.0,Orange,UT,7.0,D,0.0
14853 COMMERCE PARK,,United States of America,271755.0,2.0,C,Brashear,m,ariel,,R,1-079-912-0788,46215,,First Data,Bra2697,645.0,Newport News,LA,4.0,S,1.0
21448 HAMPTON BOULEVARD,3.0,United States of America,78637.0,17.0,L,CICCARELLI,,lex,,O,1-163-941-8955,78416,1039251.0,Spectra Energy,CIC2698,373.0,Shreveport,DC,8.0,D,5.0
3833 princeton crescent,1.0,United States of America,380592.0,51.0,,kausche,,STARSDPS,,O,1-479-857-1392,99575,154620.0,Bank of New York Mellon Corp.,kau2699,718.0,Moncton,NH,1.0,M,3.0
21370 king rue,,United States of America,245969.0,13.0,Q,LOYOLA,F,DINO,,U,1-377-554-5670,93340,156457.0,IAC/InterActiveCorp,LOY2700,680.0,Great Falls,Newfoundland,2.0,W,1.0
2086 weller road,3.0,United States of America,435461.0,16.0,,newnam,,Ivan,,O,1-152-372-9888,37231,2377134.0,Dick's Sporting Goods,new2701,739.0,Hull,VT,0.0,U,5.0
18955 spruce street,5.0,Canada,323412.0,8.0,,marchetti,,angelle,,,1-677-325-7582,v5b 1p2,732018.0,Harley-Davidson,mar2702,777.0,Gary,AL,8.0,D,2.0
23012 wathan court,1.0,United States of America,386727.0,29.0,,braverman,,Lorelei,,O,1-426-645-9381,V6c 1q1,3354690.0,Raytheon,bra2703,679.0,Des Moines,Manitoba,2.0,W,5.0
24653 leon west,0.0,Canada,274587.0,38.0,,MEFFE,v,Kass,,R,1-093-167-3015,64157,2761479.0,NYSE Euronext,MEF2704,633.0,Inglewood,SD,0.0,M,5.0
4708 EDWARDS WAY,2.0,United States of America,358418.0,47.0,A,Lienemann,,milka,,R,1-935-788-0668,90877,1911700.0,Ruddick,Lie2705,482.0,Louisville,NJ,9.0,D,3.0
21422 INGERSOLL EAST,4.0,United States of America,466250.0,16.0,,Tiu,f,yukinaga,,O,1-944-701-6840,94343,3251087.0,NCR,Tiu2706,460.0,Biloxi,KS,6.0,M,1.0
11678 NEWPORT NEWS LOWER,1.0,United States of America,,84.0,L,mahoney,,Bobbe,,O,1-075-887-2122,38113,35775.0,,mah2707,747.0,Manchester,Saskatchewan,3.0,U,2.0
15645 sabine rue,1.0,United States of America,138085.0,7.0,A,Robb,,LAURETTE,,R,1-974-657-4277,90508,1867993.0,Activision Blizzard,Rob2708,476.0,El Monte,MA,3.0,S,2.0
10906 runyan east,1.0,United States of America,257816.0,93.0,,Desharnais,M,Koressa,,O,1-366-521-5512,V6c 1q7,654796.0,American National Insurance,Des2709,663.0,Fontana,MN,,M,3.0
24683 MEADOWLARK BOULEVARD,0.0,United States of America,93116.0,29.0,,Cooke,F,Prudence,,R,1-557-981-2400,V6t 1t7,1256017.0,Quiksilver,Coo2710,384.0,Irvine,WI,5.0,M,5.0
19342 wycliffe park,4.0,United States of America,208050.0,60.0,P,halicki,M,AACCF,,O,1-516-047-4782,60769,1078838.0,NII Holdings,hal2711,426.0,Miami,KY,0.0,M,5.0
24468 brooks lane,3.0,United States of America,385632.0,19.0,K,Bolton,,meriline,,R,1-708-351-7149,99760,3860556.0,Costco Wholesale,Bol2712,576.0,Pomona,AK,4.0,M,0.0
20798 baltic north,0.0,United States of America,499635.0,80.0,,fatica,,Celie,,U,1-365-026-3585,V6f 1s4,2259832.0,Toro,fat2713,610.0,Toronto,TN,5.0,U,2.0
10863 wisteria south,2.0,United States of America,130775.0,58.0,,BROUILLETTE,F,HAMID,,O,1-736-669-1694,90051,1322088.0,Raymond James Financial,BRO2714,346.0,Fort Wayne,NY,2.0,M,1.0
2579 CREEKBEND WAY,2.0,United States of America,29313.0,1.0,E,REETZ,M,SOUPHALACK,,O,1-037-733-0728,e7o 1q2,317101.0,Cognizant Technology Solutions,REE2715,581.0,Yellow Knife,CA,2.0,W,4.0
5935 MCAFEE PARK,4.0,United States of America,61536.0,62.0,,Moschopoulos,,bachittar,,O,1-355-638-5202,60649,1701693.0,Aon,Mos2716,335.0,St. Petersburg,ND,5.0,D,1.0
15465 cliffbrook west,0.0,United States of America,232556.0,30.0,,canada,m,jaclyn,,R,1-829-849-8415,92135,534690.0,Bon-Ton Stores,can2717,361.0,Waco,ID,2.0,M,5.0
8447 hoke upper,4.0,Canada,65894.0,30.0,,Kordik,,OPER,,O,1-029-612-0075,31208,3187351.0,RadioShack,Kor2718,490.0,Virginia Beach,HI,9.0,M,5.0
13429 spring crescent,2.0,United States of America,331919.0,95.0,G,Tschaja,,GINEVRA,,O,1-009-000-6688,55430,1406816.0,HealthSouth,Tsc2719,582.0,Brownsville,LA,9.0,M,5.0
19554 olmos upper,3.0,United States of America,185828.0,32.0,B,macmillan-brown,f,Lorita,,O,1-714-464-1102,v6u 1t2,1303951.0,Pepsi Bottling,mac2720,552.0,West Covina,FL,2.0,M,3.0
7477 cone way,1.0,Canada,42992.0,8.0,,Gascho,,brandea,,O,1-147-962-0382,19113,3933534.0,Perini,Gas2721,549.0,Orange,New Brunswick,3.0,W,1.0
24558 pampas north,4.0,United States of America,6555.0,62.0,M,Siu-kwok,,BLINNIE,,R,1-268-499-0563,h2g 1u6,571633.0,CB Richard Ellis Group,Siu2722,779.0,Provo,OK,5.0,U,3.0
10474 hickorybark court,2.0,United States of America,,30.0,,reckhard,,Jazmin,,R,,V6R 1R3,1316638.0,MDU Resources Group,rec2723,639.0,Corpus Christi,Saskatchewan,0.0,U,5.0
6156 holmes court,2.0,United States of America,352112.0,79.0,,Hewitt,f,Goldwyn,,U,1-242-537-7924,70166,3905111.0,Peabody Energy,Hew2724,540.0,Eugene,GA,10.0,W,1.0
14546 LA PEER DRIVE,,United States of America,313996.0,83.0,,PANESAR,M,Felecia,,O,1-231-088-7172,H7f 1v2,2930990.0,Western Refining,PAN2725,735.0,Pembroke Pines,New Brunswick,7.0,M,2.0
4078 lexington north,3.0,United States of America,401286.0,68.0,,DENNEY,F,ANNA-MARIA,apt. 288,O,1-458-609-9778,80106,1880672.0,Precision Castparts,DEN2726,763.0,Nashua,AK,10.0,U,4.0
4655 bay upper,5.0,Canada,233170.0,34.0,,creecy,,Lil,,O,1-622-867-9342,31211,385773.0,Cigna,cre2727,447.0,Charlotte,MA,3.0,U,2.0
15201 beale east,2.0,Canada,413483.0,,,Doughty,,EMYLEE,,O,1-666-364-2284,h2d 1u1,1411936.0,Bed Bath & Beyond,Dou2728,314.0,Hamilton,Newfoundland,1.0,W,2.0
8532 cooper lane,1.0,United States of America,190901.0,59.0,Z,mccafferty,F,Carry,,R,1-197-697-9083,43652,568081.0,Baker Hughes,mcc2729,748.0,Lubbock,Manitoba,10.0,W,1.0
21088 murie street,4.0,Canada,85322.0,60.0,,KOLK,f,Glenna,,R,1-016-028-6895,80232,,Reynolds American,KOL2730,790.0,Memphis,WV,2.0,W,5.0
22607 ATLANTIC RUE,2.0,Canada,253092.0,66.0,,SLUNDER,,MARIEKE,,R,1-323-687-9990,21206,2925938.0,BMC Software,SLU2731,803.0,Milwaukee,AZ,8.0,M,1.0
17825 fleet south,2.0,United States of America,6911.0,6.0,,Gonsalves,,Tanhya,,R,1-626-981-0542,H2C 1X4,1602264.0,Chesapeake Energy,Gon2732,787.0,Houston,VT,10.0,S,0.0
23680 alpha park,4.0,United States of America,204760.0,47.0,E,GIOFFRE,,deva,,O,1-896-841-7105,H2B 1Z3,3879591.0,Liberty Mutual Insurance Group,GIO2733,433.0,Mesquite,WI,10.0,M,3.0
16956 bellwood rue,0.0,United States of America,269938.0,31.0,,Armolavicius,,Lola,,R,1-947-961-7229,A2B 1V6,3111535.0,Sentry Insurance Group,Arm2734,694.0,Hay River,AZ,4.0,S,2.0
11635 sun tree west,,United States of America,174038.0,57.0,G,Abbatantuono,F,minh-phuc,,O,1-679-463-9913,t5a 1q1,,C.R. Bard,Abb2735,844.0,Concord,IN,7.0,U,5.0
18270 hickorybark drive,2.0,Canada,391545.0,56.0,Z,cotugno,,Rayna,,O,1-025-818-5831,C2B 4X3,3169847.0,,cot2736,458.0,Plano,MI,5.0,M,5.0
22232 SOUTH DRIVE,2.0,United States of America,98279.0,1.0,,BLUMENFELD,,josee,,R,1-226-650-8062,77034,3739836.0,Newell Rubbermaid,BLU2737,520.0,Mesa,MA,2.0,M,0.0
11596 pampas rue,4.0,United States of America,26241.0,35.0,,WA,M,beatriz,,O,1-393-763-8729,53220,2106048.0,BorgWarner,WA2738,359.0,North Las Vegas,VT,6.0,M,2.0
24695 hampton boulevard,0.0,Canada,146659.0,68.0,,Glinka,,dorene,,,1-408-620-4401,b8a 1z5,3007656.0,GameStop,Gli2739,798.0,Irving,IN,6.0,W,4.0
17825 fleet south,1.0,United States of America,227491.0,43.0,,Dunfield,m,Yvet,,O,1-842-112-3056,b1c 1w1,1446479.0,Ford Motor,Dun2740,500.0,Torrance,Prince Edward Island,5.0,S,2.0
2792 pike court,5.0,United States of America,445786.0,,,Lacosse,F,Clayton,,O,1-784-998-7541,M9f 1u5,566596.0,Kellogg,Lac2741,364.0,Kansas City,TN,6.0,M,0.0
23223 woodlawn upper,1.0,United States of America,239375.0,5.0,,Macpherson,F,kiennghiep,,R,1-862-600-1265,68515,,,Mac2742,699.0,Los Angeles,GA,10.0,M,3.0
16719 ridgelea south,5.0,Canada,1433.0,,T,sosa,m,Hady,,O,1-990-122-8973,79118,1580287.0,HSN,sos2743,702.0,Columbia,DC,10.0,S,1.0
1270 hughes lane,2.0,Canada,316228.0,11.0,,cronin,,Wendeline,,O,1-431-563-7740,V6g 1s5,2384593.0,Terra Industries,cro2744,705.0,Miami,OK,9.0,S,2.0
7575 bernard court,3.0,United States of America,100354.0,44.0,U,van gaal,,Halley,,R,1-438-091-2762,M6u 1h2,2331174.0,Radian Group,van2745,359.0,Great Falls,IA,5.0,,0.0
9598 ullrich avenue,4.0,United States of America,243430.0,40.0,H,Moen,M,Harlie,,R,1-432-824-7248,T6D 1D1,3226443.0,Source Interlink Cos.,Moe2746,742.0,Fort Lauderdale,WY,3.0,M,0.0
2682 lumber park,5.0,United States of America,498209.0,66.0,,CARRMTCE,M,Keelia,,O,1-531-493-0202,V6M 1V3,2791607.0,NewPage Holding,CAR2747,529.0,Santa Fe,WV,3.0,M,2.0
21380 DURANGO PARK,3.0,United States of America,481343.0,61.0,P,Coldwell,,Kathleen,,O,1-502-962-0588,27710,1102255.0,Ferrellgas Partners,Col2748,694.0,Seattle,VT,0.0,M,
8974 courtland avenue,2.0,United States of America,196094.0,,E,Szkarlat,m,Ardella,,O,1-537-717-3816,T5b 1j9,1939152.0,NTK Holdings,Szk2749,300.0,Warren,Newfoundland,8.0,M,5.0
24950 sheppard lane,0.0,Canada,29162.0,56.0,,reade,m,MADLIN,,O,1-996-248-8080,m5g 1w9,655068.0,NYSE Euronext,rea2750,694.0,Jersey City,MS,8.0,U,
18513 vickers avenue,4.0,United States of America,,1.0,S,farrow,M,Bina,Apt. 646,O,1-478-137-6330,94511,941611.0,Warner Music Group,far2751,347.0,Riverside,MA,6.0,S,5.0
4871 havenridge court,5.0,Canada,289365.0,45.0,,Coleman,f,Sherman,,O,1-673-178-8026,v6t 1u8,1824605.0,MasterCard,Col2752,433.0,Minneapolis,DE,10.0,U,3.0
8092 gibbes court,0.0,Canada,468678.0,89.0,,Esposito,F,rozelle,,R,1-457-010-6560,63146,271877.0,Boeing,Esp2753,830.0,Las Cruces,Ontario,4.0,S,5.0
8072 hughes west,1.0,United States of America,27860.0,27.0,,MCBROOM,M,KONSTANZE,,O,1-737-521-1134,48154,3643942.0,Retail Ventures,MCB2754,552.0,Huntsville,NH,8.0,U,3.0
18065 FOUR POINTS DRIVE,5.0,United States of America,19124.0,44.0,V,Nance,f,Hilliard,,O,1-421-526-3315,43645,3815932.0,Safeway,Nan2755,370.0,Stockton,AZ,7.0,W,4.0
755 MAYWIND SOUTH,1.0,United States of America,385674.0,74.0,,CONDURELIS,f,Gerard,,O,1-586-979-0879,23606,2508022.0,Int. Flavors & Fragrances,CON2756,357.0,Hull,MN,8.0,M,1.0
22480 lenwood street,3.0,Canada,105231.0,,,Fillmore,f,Mami,,U,1-113-655-0754,67217,2699359.0,Principal Financial,Fil2757,742.0,Hull,KS,0.0,U,2.0
8288 TARTAN WEST,1.0,United States of America,221540.0,55.0,,VOIGHT,f,Kwok-lan,,R,,21237,3846524.0,Buildings Materials Corp.,VOI2758,512.0,Los Angeles,NJ,3.0,S,3.0
8617 woodcrest north,2.0,United States of America,241374.0,88.0,M,Vieregge,,UDAY,,O,1-514-126-5667,68120,1122175.0,,Vie2759,441.0,Thousand Oaks,SC,6.0,S,1.0
21782 miller south,3.0,United States of America,323298.0,34.0,,Hempinstall,,Kaz,,O,1-545-836-7453,28223,1229357.0,Cabot,Hem2760,438.0,Quebec,MD,2.0,S,0.0
13904 MAHONIA BOULEVARD,5.0,United States of America,48708.0,46.0,,tyda,M,amelita,,O,1-477-145-8072,19152,2702576.0,General Growth Properties,tyd2761,403.0,Greensboro,WY,6.0,M,3.0
17491 roswell south,4.0,United States of America,29427.0,30.0,G,GERME,D,Chick,,O,1-464-079-9711,99202,3643357.0,Coach,GER2762,489.0,Berkeley,WV,5.0,M,5.0
6488 APPLEWOOD DRIVE,2.0,United States of America,282381.0,99.0,,Decker,,Nang,,O,1-441-807-1287,94661,115352.0,Hasbro,Dec2763,633.0,Irving,SC,8.0,S,5.0
19106 brielle way,1.0,United States of America,60527.0,93.0,,THEODORE,f,krysta,,O,1-222-161-3033,76148,2704409.0,Wesco International,THE2764,632.0,Henderson,Manitoba,10.0,S,3.0
13147 YOHAN ROAD,3.0,United States of America,170873.0,67.0,,Chene,M,Lona,,U,,47718,353835.0,Praxair,Che2765,762.0,Lexington,DE,2.0,U,4.0
13070 PANTHER CREEK EAST,3.0,United States of America,27830.0,92.0,P,Alspaugh,,NALANI,,O,1-373-005-0101,35846,2567637.0,Procter & Gamble,Als2766,716.0,Fort Wayne,NJ,0.0,M,1.0
18673 BURGOYNE EAST,2.0,United States of America,347411.0,57.0,W,FRANCOEUR,F,radford,,R,1-873-695-5709,91225,757772.0,Great Atlantic & Pacific Tea,FRA2767,845.0,Omaha,British Columbia,3.0,M,3.0
17216 montview upper,1.0,United States of America,84601.0,78.0,,Keeler,,Toyanne,Suite 459,R,1-897-157-1787,99618,2039631.0,Goldman Sachs Group,Kee2768,778.0,Berkeley,NH,7.0,,0.0
14930 griffin upper,4.0,Canada,64970.0,97.0,,PORTIGAL,,Gypsy,,R,1-555-735-3043,M2p 1d8,355283.0,Reliance Steel & Aluminum,POR2769,601.0,Knoxville,IL,1.0,U,2.0
19199 keene park,1.0,United States of America,335069.0,,,Dido,,SELESTINA,,O,1-917-611-5624,h5j 1q9,2486748.0,Harman International Ind.,Did2770,775.0,Mesa,HI,,S,
20644 BIRCHWOOD WAY,5.0,Canada,220731.0,37.0,E,WELHAM,f,KAROLE,,U,1-020-514-2847,43613,2249552.0,Apple,WEL2771,420.0,Concord,NE,3.0,U,0.0
11797 howser court,1.0,United States of America,174.0,27.0,,Sicotte,,Jonelle,,O,1-591-901-3546,T5C 1M3,1784669.0,Perini,Sic2772,780.0,New Haven,AZ,10.0,M,4.0
14830 edgewood road,4.0,United States of America,160521.0,2.0,,Rosewell,m,GORDY,,O,1-307-128-4738,33178,2703466.0,Verso Paper,Ros2773,392.0,Las Cruces,KS,0.0,S,1.0
20775 SHELTER WEST,1.0,United States of America,91310.0,56.0,S,biard,,mahmood,,O,1-126-139-9254,20058,1406107.0,Jones Lang LaSalle,bia2774,544.0,Costa Mesa,SC,1.0,M,1.0
19817 rosedale road,0.0,United States of America,204636.0,5.0,,Jenner,M,lacey,,U,1-075-724-5598,72295,3925508.0,General Dynamics,Jen2775,593.0,Jacksonville,IL,1.0,S,4.0
5118 MONTVIEW COURT,5.0,United States of America,122932.0,79.0,,mayne,,Syd,,U,,99676,2665528.0,Visa,may2776,637.0,Montpelier,Saskatchewan,9.0,M,3.0
19604 hawkins park,2.0,United States of America,393850.0,72.0,,blanchet,,Sibyl,,O,1-592-384-8657,90820,3794546.0,HealthSouth,bla2777,436.0,Salinas,AL,8.0,M,4.0
21434 robertson south,0.0,United States of America,253885.0,16.0,,gavidia,F,Lib,,O,1-977-759-2142,06613,2820670.0,Burlington Coat Factory,gav2778,686.0,Escondido,New Brunswick,9.0,M,0.0
15729 FONDREN STREET,0.0,United States of America,329721.0,27.0,,Tamura,,Clayton,,O,1-902-444-2845,64173,923356.0,Family Insurance Group,Tam2779,526.0,Mesa,WI,10.0,,0.0
15065 bellaire crescent,1.0,United States of America,,96.0,,Rorie,,Shelia,suite 185,U,1-313-791-5628,78259,3645128.0,Universal American,Ror2780,561.0,Costa Mesa,MS,1.0,W,0.0
287 woodland park court,5.0,United States of America,95876.0,74.0,G,Susanto,F,Amato,,U,1-613-592-9537,47715,2805795.0,Applied Biosystems,Sus2781,616.0,Simi Valley,VA,8.0,M,4.0
1796 dairy ashford court,1.0,United States of America,253801.0,17.0,T,Flanders,f,prem,,,1-517-536-6719,92505,2742974.0,ABM Industries,Fla2782,557.0,Wilmington,Saskatchewan,7.0,M,2.0
18008 FURTH LANE,1.0,United States of America,,,,Raschig,,shamshad,,O,1-627-368-6737,T5d 1z7,3431574.0,Whole Foods Market,Ras2783,337.0,Pueblo,CT,3.0,U,4.0
8954 bagby north,5.0,Canada,230879.0,61.0,,dephoure,,jean-normand,,R,1-980-408-7472,80081,1369576.0,Cabot,dep2784,716.0,Denver,RI,10.0,S,5.0
303 montfort way,1.0,Canada,139470.0,9.0,,Karp,m,asia,,U,1-943-040-3512,93697,860377.0,Avery Dennison,Kar2785,812.0,Stamford,Alberta,10.0,M,1.0
9179 EAGLE WAY,4.0,United States of America,446539.0,59.0,,allan,,SILE,,O,1-137-577-4177,H6c 1x2,2062659.0,Scholastic,all2786,766.0,St. Johns,IN,7.0,S,5.0
7217 wise lower,3.0,United States of America,406698.0,13.0,,Leathers,,Goldwyn,,O,1-727-717-3916,94661,1555819.0,KeyCorp,Lea2787,729.0,Oxnard,SC,6.0,U,3.0
9448 elle lee north,5.0,United States of America,332473.0,,X,Majumdar,,NEILE,,O,1-916-670-8313,M3X 1L7,,Frontier Oil,Maj2788,776.0,Fairbanks,KY,10.0,S,3.0
7706 bluff avenue,,Canada,343524.0,36.0,,Sarma,m,Imelda,,O,1-794-143-2061,v6n 1p6,1576639.0,Brightpoint,Sar2789,327.0,Mobile,IL,1.0,S,1.0
14210 CHARLOTTE WAY,0.0,United States of America,30627.0,85.0,,CRUTCHFIELD,,Audivox,,R,1-032-862-6420,92624,2324580.0,National Oilwell Varco,CRU2790,311.0,Rancho Cucamonga,DC,6.0,M,5.0
7216 gates avenue,0.0,United States of America,165611.0,51.0,J,porterfield,M,Carolina,,O,1-629-962-4095,91766,709004.0,Office Depot,por2791,497.0,Jacksonville,OH,1.0,M,1.0
19424 verde street,5.0,United States of America,243127.0,74.0,,Bayley,M,Xiao-ming,,R,1-359-059-6488,T5A 1P2,3248474.0,,Bay2792,413.0,Greensboro,NY,7.0,M,
20809 cecil upper,5.0,United States of America,311964.0,66.0,,Kneese,M,Jabir,,O,1-643-661-0033,21220,2597801.0,AptarGroup,Kne2793,578.0,Little Rock,FL,6.0,S,4.0
8158 watts crescent,3.0,United States of America,479458.0,38.0,J,GONIOTAKIS,,Genovera,,R,1-028-272-1343,80155,83853.0,CHS,GON2794,339.0,Independence,MT,4.0,M,4.0
15361 halle lane,2.0,United States of America,470731.0,59.0,,Cheval,,Fulvia,,O,1-858-637-1379,33010,2742068.0,Alaska Air Group,Che2795,685.0,Gary,ND,5.0,,1.0
1726 clearwater drive,1.0,United States of America,439644.0,28.0,,Pleydon,,erning,,O,1-256-222-1289,E7O 1Q6,550171.0,CommScope,Ple2796,,Charleston,VA,7.0,W,1.0
7820 harrington park,3.0,United States of America,5334.0,16.0,,handforth,F,inderjit,,O,1-189-523-2887,v6c 1s7,1708569.0,Biomet,han2797,474.0,Pueblo,WA,7.0,S,0.0
10314 presido way,0.0,Canada,134663.0,15.0,X,Al bud,,RICHELLE,,O,1-016-298-5259,35841,3297782.0,BJ's Wholesale Club,Al 2798,475.0,Ann Arbor,MT,1.0,M,0.0
2077 DARLINGTON CRESCENT,0.0,United States of America,480479.0,84.0,I,Reaume,f,glynda,,U,1-579-501-6843,X1h 1t9,2633134.0,Hospira,Rea2799,534.0,Elizabeth,IL,9.0,M,2.0
21064 nolan west,3.0,United States of America,392225.0,62.0,Q,Bergman,,Api-ecm,,R,1-425-236-9130,C2B 4W6,3804734.0,Guess,Ber2800,458.0,Dayton,AR,8.0,M,2.0
12473 LONG BRANCH EAST,0.0,United States of America,374566.0,4.0,,chilibeck,F,Katusha,,R,1-107-602-2717,h2f 1v2,552114.0,Carlisle,chi2801,555.0,Long Beach,NY,8.0,M,5.0
5631 camelot crescent,3.0,United States of America,158765.0,32.0,K,edmunds,f,verghese,,O,1-207-238-9012,72917,2648893.0,Laboratory Corp. of America,edm2802,471.0,Oshawa,MT,2.0,M,1.0
10369 gemini way,2.0,United States of America,391907.0,94.0,,Plastina,,BO,,R,1-696-109-7802,75014,629763.0,SanDisk,Pla2803,702.0,Gary,AZ,10.0,M,3.0
7079 COLLINWOOD WEST,4.0,United States of America,269547.0,93.0,,Tsang,,Joanna,,O,1-011-653-0785,23667,2373961.0,,Tsa2804,766.0,St. Louis,MD,7.0,S,3.0
6130 powers rue,0.0,Canada,451250.0,81.0,Z,ESLER,,jordan,,O,1-311-281-2758,91729,1627428.0,Vishay Intertechnology,ESL2805,436.0,Dover,LA,3.0,S,5.0
7052 alamo street,1.0,United States of America,409328.0,33.0,D,RIX,,Evangeline,,R,1-021-831-0910,92701,3747322.0,Goodrich,RIX2806,693.0,Birmingham,NH,0.0,M,0.0
21404 sheriden south,0.0,United States of America,21381.0,98.0,K,denman,f,KRIS,,R,1-661-518-0064,31403,1396711.0,Sherwin-Williams,den2807,831.0,Victoria,NM,5.0,D,4.0
13385 colby park,4.0,United States of America,121342.0,2.0,O,Hensen,,MICHELINA,,O,1-238-615-1857,89157,2757526.0,M&T Bank Corp.,Hen2808,705.0,Halifax,GA,4.0,M,1.0
17194 VALITA WEST,0.0,Canada,440868.0,3.0,,Vandenberg,,MIKLOS,,R,,89109,3690897.0,TJX,Van2809,453.0,San Jose,NM,0.0,S,3.0
19509 seward lane,3.0,United States of America,385097.0,32.0,F,andrassy,,KLAZINA,,O,1-483-241-6818,44322,2057869.0,Emerson Electric,and2810,707.0,Baton Rouge,WA,5.0,S,0.0
19655 9th rue,2.0,Canada,284662.0,64.0,,ROMERO,,Christy,,O,1-310-979-1751,55160,3442739.0,Intuit,ROM2811,519.0,Coral Springs,Quebec,4.0,,4.0
22682 rio grande south,5.0,United States of America,47715.0,51.0,E,Wildman,F,Kylen,,O,1-679-296-1848,63157,347359.0,Henry Schein,Wil2812,751.0,Allentown,AZ,7.0,M,1.0
1758 seip way,2.0,United States of America,370518.0,58.0,,Rogers,,Jean-yves,,R,1-800-229-2124,10151,2681051.0,Tyson Foods,Rog2813,387.0,Milwaukee,CT,5.0,M,3.0
23571 harley park,4.0,United States of America,,46.0,,Dace,,Chung,,O,1-643-084-1032,V6Q 1W9,2097965.0,Regis,Dac2814,420.0,Lubbock,New Brunswick,2.0,S,0.0
22387 camden lower,3.0,United States of America,138002.0,,M,Ezekiel,,Trudie,,O,1-389-799-7633,29408,663213.0,Amgen,Eze2815,783.0,St. Catharines,PA,4.0,S,3.0
3918 shadowbriar street,2.0,United States of America,43509.0,13.0,,Miranda,,Jayant,Apt. 948,O,1-475-003-6730,75052,2246010.0,Patterson,Mir2816,462.0,Rochester,MA,1.0,D,0.0
15079 DECATUR RUE,0.0,United States of America,106832.0,61.0,,Gerald,,BRIANNE,,O,1-634-883-1046,V6f 1p9,369224.0,Fleetwood Enterprises,Ger2817,,St. Louis,WI,8.0,,3.0
10176 pinesap court,1.0,United States of America,469279.0,84.0,,MILIAN,F,Lenka,,O,1-738-821-2854,h6c 1y8,3051224.0,Wells Fargo,MIL2818,595.0,San Antonio,DE,0.0,M,0.0
18002 cantrell upper,2.0,United States of America,345891.0,88.0,,bonney,,PRAFULA,,O,1-815-524-9427,M9D 1S3,1506363.0,Varian Medical Systems,bon2819,734.0,Buffalo,HI,7.0,M,1.0
12214 burgoyne avenue,1.0,United States of America,127336.0,38.0,I,nunold,M,kiah,,O,,H5J 1Q1,2191649.0,CBS,nun2820,386.0,Escondido,New Brunswick,2.0,M,1.0
453 RIVER TERRACE WEST,4.0,United States of America,447132.0,54.0,,gaylord,,bibbye,,O,1-322-945-9351,64123,335576.0,Aetna,gay2821,363.0,Abilene,MD,7.0,U,2.0
3135 farmers lane,1.0,United States of America,179453.0,63.0,,kelsay,,MARIE,,R,1-886-667-3750,T5A 1Q8,,Spherion,kel2822,570.0,Biloxi,UT,2.0,M,1.0
23654 candlelight avenue,0.0,United States of America,39332.0,40.0,,Dobbs,M,lishe,,O,1-650-261-7339,74168,3572643.0,MSC Industrial Direct,Dob2823,756.0,Cleveland,British Columbia,2.0,M,5.0
18716 GREENE DRIVE,2.0,Canada,235485.0,43.0,,Vitacco,F,VRINDA,,O,1-906-940-0241,60818,2159857.0,Sovereign Bancorp,Vit2824,646.0,El Monte,FL,9.0,M,1.0
13153 jefferson road,,Canada,252493.0,85.0,F,Szkarlat,,Deloris,,U,1-431-030-1421,10068,3395934.0,Fleetwood Enterprises,Szk2825,542.0,Victoria,NH,4.0,M,3.0
2097 HARRIS WEST,2.0,Canada,125911.0,19.0,,Parr,,olympie,APT. 936,O,1-147-598-4984,E7N 1G1,118556.0,Analog Devices,Par2826,355.0,Miami,WA,3.0,U,1.0
