AgID,FirN,MiIni,LN,AddLi1,NumCa,OORFl,AdL2,Gen,CreRa,Ci,NuChil,MariSta,Ag,Em,NumCrCar,NeWor
Krn6291,Xbllrqoamopqpuglsxavfh,G,Krntjltttsrknfmurcxaa,enqznuvdwdbvmvolkjzbyzbhxzvqhtcbagfdirujvqcnnbsvsbgodaocgfqxxduksrk,1.0,U,Dzowkgnjmrwbio,f,420.0,Iqaluit,1.0,S,99.0,Kellogg,6.0,1909421.0
SLD6292,WRQRVCQWRKWUAFHJWRUJFYCEGAJH,,SLDCXT,mjulhosiuvunmheqapkokixrprwmtemlxabakloizfjn,2.0,O,lcaozmvgftkmqphiviwbhssegmwukrmedbqnpiasqnqxlnqujfjtvzozxljjlpmpimiqjgurgdcov,,599.0,Santa Ana,2.0,D,79.0,Patterson,5.0,1935375.0
gma6293,OWKXDXKJECMZXGYKIPULISBWZMFRL,o,gmaerwmcbydvhsaenfjabbfxzp,HJFIPBBXWBOOITCMELUWHXOITETWRRPFULWSFSOXGDNCQWRNOGLIYKQOTYWQQNGGTWHGFRZGUUP,,U,JWXTPVWTVLPTDWUNSOQCWKGNUVXDNXABCJAJKQODHXPQMMCAFEBBFTNKMXPFEPZJUINKRRY,,745.0,Eugene,4.0,M,2.0,ConocoPhillips,10.0,2511480.0
FWR6294,jstox,,FWRWOWJTMOK,ZJKOACBFMSCGIOTXHLZOKRMPTYUGCDDDLGMAYOZMMUJKDFDOSKTVNMYVVNB,3.0,O,EMGUDQHYFZMNGFV,,482.0,Abilene,4.0,M,93.0,,1.0,786125.0
Mde6295,Xmcswuwsiklzksc,,Mdemxe,ueqlwocsxpexiaeoroarhblomjucvybvaknnmitokedpkojubxkxdbqcxchjkfuehowdul,4.0,,FSXHDY,,405.0,Garland,0.0,M,69.0,Psychiatric Solutions,8.0,2415523.0
EST6296,LWAHUSNQXLAJICLURYMKRITCLJCK,p,ESTBXDJUFNUBZ,meazklsyvkqmpxiarpkjkpnlpjqbopmjlqgiplvegvumxmaabtervcqhdbtrpezktnknv,1.0,O,Fpvlgdqycdwdfbkefjysdwjueehhgyiazczncgmhtby,m,547.0,Washington,4.0,M,11.0,Buckeye GP Holdings,8.0,315091.0
DKC6297,Bojvmqphazqinmi,,DKCSXHXYBKWSXSSNZRRCOMXPTYA,Fufeioaxqjsjqanhdpzuoyhggvoqgztupkteiyjzllgkeovwnfgaudemmzhujzuuo,4.0,O,ZSSRLXCKMJWXJNCRRSFSGNMBQNGXNZVUBHAMGGIVMFLTIMRPVHJOKQSRWTLSTADEHUUNFXHJ,,848.0,Tucson,0.0,S,47.0,Cimarex Energy,10.0,810911.0
krn6298,xawpbwdacpsshauofqxgfrb,,krnnpvfrddfqaqafkt,Lbvmqbxnqchumpxjgljzowmfjvwnxotaisfgepeslaivezxkfjdotkdbdzwfkmufin,2.0,O,RJFTDKFQGSRHNGSEHQBPKENLXDJSCSJP,F,696.0,Arlington,2.0,W,80.0,Winn-Dixie Stores,9.0,144852.0
nsd6299,syruiy,,nsdbsxaqhtdwnyspuwjqwrwqfvu,Bintmalkmqquewxdichceyvfnrzfuzyvufumlbuugzknzduvdwxggyu,5.0,,QBLEYFUSTKNWWBRTSYKRDEDTYQVFPYJGRZNCGCUDNBFTQUFMANIGHHRMLWCSCNCFKIGNZ,F,658.0,Kansas City,2.0,M,28.0,McDonald's,6.0,516455.0
QKC6300,yrsmgooaswsryabprxigupkevbpycq,,QKCKYCQGXWBFCIVTMECHFJMK,XYNFICNSCBXKXFNKWCRBWMRHAUAAYPOZPVJKUVIPBYUQRCRZWAQFIWASYHDVFUPPHWTOSOHGXA,1.0,O,Mokaswmhhl,,410.0,Sterling Heights,1.0,M,95.0,Ashland,8.0,315619.0
XIL6301,tnxtqdpegnglwlealwromu,L,XILBYSANWQWCTYHWVOWEP,Kierahlrbfaqqvxgibrvqfliroztdeffitmjdlvgbvejvoatmggicfanzlaglo,4.0,U,Zlrkqssrpaehnrlnok,F,604.0,Independence,4.0,M,55.0,Magellan Health Services,6.0,3460137.0
uzj6302,Awuxusfalawbkscwjcyo,m,uzjdyzeggxrcayqvbslwf,eksqzfraikrrhpumuvlvbdempjozhhthjifcdtsnmxuclsgzxlpjrwmypuckcjfkqcncrfdbcqfkvq,5.0,R,EEOJOGKLMSJHQCVKHQRSGANTQIVGBDKGFRJLP,,384.0,Newport News,5.0,M,12.0,Paccar,10.0,1899246.0
Txj6303,Ulfmnlpbsumzenexllwdd,,Txjjopwlgdqegfvwrndhqn,Wklgqqyjtugipbxzpwxnnjvevennoostuxanomufcvdjmcrobvxgpgflhyoqlngoocn,5.0,O,JDGCHLTWJAMXLNDGAREKBFWJFR,,453.0,Nashville,4.0,M,60.0,First Data,10.0,231212.0
Xew6304,VAVQNVHPZNSJEPIMKOJZXJNKJRXBTC,,Xewpjyqsevaojazwtjcemcspqcev,Gfsnoswznwndopldmhynqwjzagchighjbpnqdcqjlfrnntcyyyogouwsehdrjdeaytrsacesysi,1.0,O,Xxcballjjzhiqacysqpftulnmlanwklvfvpjhfprhvlxeefxmiktcnfptvecxizlqokmjpcadtoa,,744.0,Kansas City,5.0,S,19.0,Oneok,0.0,3548895.0
Hfu6305,Esbfdhpldiiafxbxoxzgsgkge,G,Hfuhghbingalszdpoggtunpcxl,,1.0,O,Wpepsmiccmtkmixjlandmqfnoixrakbffvajeoynsvzgsaccsvqzqqorxlouldndhfrulexd,f,482.0,Bridgeport,2.0,D,26.0,IMS Health,3.0,3447298.0
Rqd6306,gixsaetnds,,Rqddodzowbbmsgjut,jvanbdhwkbemf,0.0,O,Bwapvmixsnkmtkxlqf,,548.0,West Valley,1.0,D,88.0,Centene,1.0,
Tbc6307,TKRNMXZWMSZOXDWEEHIIFLJWNOMF,,Tbcthnabztqcdbcqjmurtdxbzxpabx,pedblirrl,5.0,O,Cbfremrxcximkgorjbbvuvcqustkomjcvlwltdcfspthecwbjac,M,676.0,Rochester,2.0,M,43.0,Oshkosh,3.0,2889597.0
bzu6308,Wxprrvjiv,B,bzuzojhmjqjpcjdzlbcapervksvf,Jijtlqoxinqemxabn,2.0,R,Vtpkjfkjcgfraedkxhudl,F,822.0,Costa Mesa,4.0,W,19.0,United Stationers,1.0,3672441.0
MSU6309,NUQZUSESRCRTW,,MSUXGYJEJCVIQVGMOAWXGIHYMT,gjydni,3.0,O,mlrphrhesfptctgrbtnwpleniivpmfsmop,,830.0,Toronto,3.0,S,70.0,Dr Pepper Snapple Group,6.0,1637811.0
Iyn6310,Upmqjbtdow,B,Iynvhqjjwefrfnhzdjglqw,Favojvhceclsizzngmaxmlnxovuckkaevnzkokwzltjeshz,0.0,O,Ghicrrzbldlzmqsgrobzsgcehv,,504.0,Warren,2.0,U,77.0,Western & Southern Financial,1.0,718794.0
Qsg6311,LXXOJXPYJFHLPVVDYLKFYDLLMEBS,,Qsghvfmcp,VFKMNMDAC,1.0,O,Fbxjdmkrrpnmcjysypuugfrpiiyvtkbhhjxkkgbdvslyiylklikhgufpdyfcnsekchdldoebkwhxq,m,638.0,Winston-Salem,1.0,S,89.0,,6.0,973678.0
DHI6312,Dlkkhjy,,DHIPA,,5.0,O,,m,436.0,Inglewood,5.0,M,19.0,Interactive Brokers Group,5.0,39772.0
Wzg6313,Upqeoyvajjxtbxpbojvsllhx,J,Wzgsdpzblyuv,lgmcodebgrkvjdtpaxfpsxpcktjug,1.0,O,PBESHYTJRQAZVRCAIC,F,457.0,Pueblo,4.0,S,,A. Schulman,,1339078.0
SIY6314,Fdauh,,SIYNSRJJBQZKSZXOLTKFMH,Mxfzwiucqeyaodkajyuxifriiudfkjqfjrppxmmtoffixezi,3.0,O,Rbopcppughwpulkxbvpryssbbzzgkwofovarzpumrxqifbhbdqwarzbcdlumuwfuazqi,m,811.0,Coral Springs,5.0,M,12.0,Adobe Systems,9.0,2105415.0
CJB6315,pagjdbjdhfuddjcfmknpkvbve,y,CJBLWOSESSRRQMAHLNXRMSABF,owvvgxaajszobclfdjbxdaxwvo,4.0,O,Wwsjlwmmhopevayrustzwpvsygrvuwtqjbxre,f,380.0,Topeka,4.0,U,9.0,Xerox,3.0,3728529.0
HLB6316,Vkpzskkdmiwpfuacvvos,N,HLBRQTFXTWNMRXWEXWGHOHSU,NXNMHCIMQDPWGBOALLODAWPUBI,3.0,U,BREGNFPGTGDLMXFARZWWKQBZIVDZTMACIUSIHXPTQVXBHBKSPINNO,m,665.0,Columbia,5.0,M,75.0,Solo Cup,3.0,1788023.0
jwf6317,Kjafh,N,jwfjupdxpixw,elcvaocgiyqyhmvyajpxrfegjzzrlgsuwcvweqlebhjvooajmrjqqrsflz,4.0,O,Fdkmtyonsykbnrjvfmwqzouaxmltflralxeflgmvsmvxypipyxncdyxpkbeyivszx,,595.0,Norfolk,1.0,S,,HealthSpring,2.0,1589879.0
QUA6318,Orqkyddmlynmasfbcdudjlf,Q,QUAWBDYRNDOTBVAGTKHIPV,Txfiyxtfgzgzuoymzofyjvfaunxwyraeccceaketjk,4.0,R,TZWWDDFOQVOTGXYQTRBZXNOUPAXQXHFL,F,386.0,Yellow Knife,4.0,S,7.0,Newmont Mining,3.0,1426149.0
Cxa6319,Vksekvrmtkukpowvekyjsvfvvd,,Cxahcqohmchhaiscvlligh,eofntdssdvohxlesdhhbasjfierjppwdkgvkranbkwzvlugdpkigkvmov,1.0,O,Xtfvqe,,392.0,Burlington,2.0,U,96.0,Lithia Motors,8.0,3140627.0
Wuz6320,Vpjbfvnhy,S,Wuzgmisxlyx,Kafpmmsdmwflcykgdkgxtdgmsupkztqiloagf,0.0,O,ISULUOFEJJMHYLKSQIUEQRKIYWOOCDHWNBTALNPJAGSXKSIDJRCVPNGAIQQELBFRVWENIIIHAZMKFR,,821.0,Chula Vista,4.0,,14.0,Int. Flavors & Fragrances,3.0,2740569.0
xqj6321,EDXVMEXIFRRL,,xqjdlmuialmnkezokbayvnuvwdrvbm,Qlhovipzspumprolkkphmbfhpvldrqwuyemfffgfpotevdarwjhzsp,1.0,O,Fpqiiawadojsmznhezuvvqelvauops,,556.0,Newark,4.0,S,78.0,CarMax,3.0,627441.0
Zbu6322,Qxesgcagbbfbrspii,h,Zbuysmntplgiynvywov,Ujakgggahdwfrswcqrqhhlensvqsjjkcnoaatphatdpvlgljgzzmjchqmufpijqm,2.0,R,Cnorpjhlxgkqwwcyvbcuiqbv,f,393.0,Oshawa,3.0,M,96.0,Avery Dennison,7.0,2128130.0
Dvs6323,ADFUSJGKNDEAHJXUILXJTY,,Dvsqnwhnkhxluzbattrwqfrlfd,Xwsiamgjqkyalnwnbblhlgc,3.0,O,Efgnpawomugxjcmochjlvpbujmuijvofneuijeyiqofwgtrqsrfuulozrtoiddassjayaudr,m,566.0,Saint John,2.0,M,12.0,Great Plains Energy,6.0,2910800.0
Ivd6324,Gsrqhqacbjst,d,Ivdsnczibwapnjkpkkrvzkti,MKWAMVEKDNJXQJBLGFGCSWERURHJGCGQNYNQDYVDPDQUGLKVGQHGABOQCKPT,5.0,R,vjznufuucccevaasldpwnacxgrjzjgrwijpidaxvicoyhermhnmltqgmytvopuqxsgbkchqsebucxh,F,843.0,Iqaluit,4.0,W,76.0,Target,1.0,2960776.0
Pol6325,SFVNVFKUHVLUMXAP,y,Polmmlhoeiduejtkslzbjhxyh,Bnuyutstcotvmlmefohvohzvtrsehwremnunopflmuvhhtfbxgbk,2.0,O,trfmwrglhsbvextkysheivv,f,608.0,Rochester,0.0,,54.0,StanCorp Financial,9.0,3632356.0
Ooo6326,ghykbvw,h,Ooocyvxihuoamlskqzi,NUDZAVLTUEHGETN,0.0,R,Irmybqphykqgacjqkgobualizforaxslcdrnaojhvoutckimsfubhmnbtgqlgnfscpwvubsxmnak,,,Columbus,5.0,U,72.0,Interpublic Group,9.0,1718607.0
xsv6327,Khzogcgflvsrzhrkerhhygbwugata,,xsvpngyvqxrwwowae,Hfkdwxxphizgrarasqoipfnqbftdfbwexihvjglagrwry,3.0,O,JWLEPIGSPMDDKTDTCUMEFDXBRWQZURWKQTMIVEJOHMCXQVHTSUBIVCSOPY,,338.0,Gary,2.0,,76.0,Target,7.0,1475499.0
Tqj6328,vufojgtnu,c,Tqjtvqasqpfolqitgggykqhjvxjtw,Zekwiiitpanegqvutqjplrdvazxprowfsknkyvgdfkrfbjfvttsokrkiglhtygw,3.0,O,XAEFESUPUFLHDGIIPKKU,,802.0,Costa Mesa,1.0,U,72.0,,4.0,
Kmj6329,Mipyiwyvztn,,Kmjfrdegeobrtocmxwyyeexbumhopx,FOIPVAEFOZTFGRCNQOPEZMOMMJZGVRZHZBTM,1.0,O,qdnxpanilttttvkitkjyjul,F,601.0,Dayton,3.0,S,33.0,CBS,2.0,3030054.0
Cpq6330,MVJEJAEACXPCQVHGEMYMVVRAC,,Cpqloj,CVECRKONBUDWYNDVLVADU,3.0,O,Vgpixsayqdfnfjnglpnfhxwdubtmqjuchmxilflbfthqxtjpghpetnfdfshpfzihrjpuljfft,f,414.0,Louisville,1.0,M,5.0,Cardinal Health,4.0,1702557.0
ipw6331,fduikwbvfdwlfxcbnrcub,,ipwdlbbukxk,Wdrqtbvxuqaxpkwftaibbqmvyijqbcdobsloxavmlexkqbbudxtegghiihqtrbwjzpwrhy,2.0,R,oyikcrfurammnpausttgpnuobzktainfwgluqmeyqfibwurxdqipebllejfkkkbaeibxzsi,F,512.0,Richmond,2.0,M,46.0,YRC Worldwide,4.0,1001357.0
Isi6332,MAPNSIEAATOBRZXOSUUQ,n,Isiqxwcbeuvmsxnyksxxdo,Hlrqfxnfexaybvqjdzztrzgmwpjcodfyfrxyuxsmhbisrxdgbrjcwjjblriagupxvjnxatjcamfhaxq,1.0,O,Faogyklrhjpupoafo,,450.0,Coral Springs,5.0,M,28.0,Simon Property Group,1.0,3760936.0
Dfg6333,Cegqacwhfkpyowfgxgstdnawkucnfh,I,Dfgosmwuc,Euqadhq,0.0,O,xmeexwvywjdndywzehsv,m,571.0,Frederick,0.0,U,40.0,Masco,2.0,1047939.0
yih6334,JGFYCREKMFCIDADNEOXTK,,yihczzjjzaeuwqy,uzlakehorhvddexusnknhhcanmspzbcheurzpoucpjedexczizvtcuhnabdqfsabovukojndvfx,1.0,O,QANBAXSFAAVGBVICPPAORNLOQXFSFBPBVPIZCWWQXYGHNWEC,,420.0,Oklahoma City,2.0,M,77.0,Markel,8.0,3621143.0
Pzd6335,ylszltatijsmuu,U,Pzdtipghncnqquslhawq,DPYDYUWSOLUOUPACULNGCZXBKIXBHWUFNQULXWIOCXQLRCKEDJTNHIDFUGRTNLDINXASEH,2.0,O,Itwwgqzipqfuknlgibkknpqtrob,F,312.0,Hay River,0.0,U,49.0,,5.0,2998280.0
Icl6336,Miimipxdzllxoqxtespxmssszg,,Iclhcsbbps,Idrgaxhvzvflqmxcaarjdrvwzxcukp,1.0,O,creyifuckklufgunnkfcjhimnveagareavnbveujpkbmrembdiqfisaarxtcfnulujlxianmtbtem,f,446.0,Tempe,1.0,U,50.0,Icahn Enterprises,3.0,1772953.0
Pdv6337,Aomxbqntxr,,Pdvlfyc,JHULISCQDQLFOCWKX,0.0,O,Lhwgtmwygewthedvqvubnkocdcryavegzmyzojebsnpo,,,St. Catharines,0.0,M,59.0,Chiquita Brands International,1.0,1419226.0
Leu6338,vdupknsqsptfgqqetfjauc,,Leujnpecufclap,Lfdatvxdpbzlphl,5.0,U,KQHUVJAXXXPBOEQPMOGJL,M,315.0,Spokane,3.0,M,48.0,Synovus Financial Corp.,1.0,2134583.0
Hui6339,qxbnefzkbnhumargagy,,Huiooiutjsxyfuhvqisgcet,Idxfuvxjhfbbtwfnslyxugcggcwlkoljuigpuyhad,3.0,R,BXEGCMORCLOWSDVHEUPCCJMDWLGO,f,301.0,Spokane,5.0,M,19.0,IMS Health,3.0,2566328.0
Yzr6340,WKTPKKHTWILXDG,E,Yzrdvdctvrnyydrasljzwgaadtcli,Ojnfsdbplowtfcekzotjxhejtx,4.0,O,isccdaliiykextoluimhabqojhoefcgknhfjorxsqozscdhjulkxhpiqqidw,f,563.0,Fullerton,2.0,M,57.0,Ruddick,10.0,2248958.0
ufp6341,TETWMLQXYQHIZAJNLNL,u,ufpsol,gquajwtkdprqytdbjeyeqofyoxxlrbqeiyvpwwvnjhpzhdzwpepowcaxgdhxdmsmucstdrssblv,3.0,R,Ptklvbywvba,,781.0,Riverside,3.0,M,88.0,Tyson Foods,9.0,1181474.0
yeg6342,vsjba,R,yegutqmqdfaaqjjurfmgnewu,npdkfigyqpkkatqyhqcwzmjwxwgjezfuhkjecekwwhqt,5.0,U,EGVCROMNSVPNTQTLNTEVAUL,m,841.0,Rochester,4.0,D,90.0,Teledyne Technologies,7.0,2292473.0
Coy6343,dvgkpicbtyaibfjirr,C,Coylohgmlnzpjxcdjksg,alwfkgxenbhunqmjbvclffqsfkhueqfnsmrriupvbewe,2.0,O,Utfvvvguvabanlcppaoijvfrdfqjyrfbfgrsdicwiypxkodhhxpqiv,,369.0,Erie,0.0,M,71.0,Sears Holdings,8.0,2018753.0
LVW6344,xuegqngvmtsvmzlhymwqjcshroisi,,LVWCAOMWPLEJ,Sdixpwicduzh,5.0,O,Vzmcfpnvyhhxlpqrbmq,,314.0,San Antonio,1.0,U,64.0,Bank of New York Mellon Corp.,0.0,2129614.0
nsc6345,aogkvjqdpaqerkuer,Q,nsciksllfhwkrwdkcidmmh,Tcmiliveudlynhsgnseoctchnuluvkqjhhnhzgpwhpupgoqdqwmfdzqpg,3.0,R,Bagbmzlmheabtsgvxbybuadirernp,m,833.0,Mesa,3.0,M,70.0,,8.0,2216127.0
XSF6346,elqalfpkv,,XSFOEAATGDNVFINTAKXICN,Fmnjuhshdggnoyhdiosnyoihlgcpafaimkwodgtumovokcbtrxwzeubfniopqbqfiduevxvaw,1.0,R,fyfvgejdutnucwfblwdysobfojqnntbcfwz,m,590.0,Lansing,5.0,W,69.0,Walt Disney,4.0,2607282.0
jqi6347,lzgqsft,,jqikedaxaq,Dhpnsbxtgynokcbhwgtcerwawdefobpnhgfwxnwwcreixgkqeryutqapyafgzgnbfsqdluqu,1.0,O,wyueyphpiuocwsrttklxeoxvxzoofmtmwadqvcpjigjovxouvdgaepjpnfbubhpyvycwozhl,,605.0,Oshawa,4.0,M,,Reynolds American,3.0,954510.0
XQR6348,Erfoxijqffkibpbucoyazin,,XQRIJB,Wqidkevdhisvlumpb,3.0,O,Cbxskuhpxflbqcfsognpmhibelcm,m,668.0,Norfolk,,U,78.0,Thomas & Betts,7.0,3467244.0
zlw6349,Fanodcilmxwiftcenkbiy,R,zlwaeeeewxunfglchjkobl,Okhopl,0.0,O,MWSGDCLOVDGGYLS,m,317.0,St. Petersburg,0.0,U,21.0,Rock-Tenn,1.0,208412.0
BBR6350,Xnjwm,C,BBRWQPHJIIEBHU,kauutzydvqdxgcpyurrsvdxmhllzpqgaawmsgupqfzbq,1.0,O,Cgyiivaytehvcximac,m,302.0,Nashville,5.0,U,56.0,Avon Products,6.0,
Och6351,Hgfesnkmgqfrebovgepmtrwd,,Ochudvhyvnwmrajsxexslddqswxks,Hgfgdwasvqdsyhbwbdxxqjoiytjqxanbzuylp,1.0,R,DQHDZOGABXVNMPFCRYYIFCSERYIMHKJEDEQCBIVBOOUMNUVXUII,M,337.0,Providence,5.0,M,95.0,Donaldson,9.0,1385264.0
ZBV6352,quyqrqzygkojql,,ZBVAICTPG,jaibezhjgxgycclezhhgnbilvkhiyzxllffnuemkylluhacgvcwznbebswu,5.0,,Nhafprxhwtbbepnkpjiexfzoqzdxhmsep,M,484.0,Hollywood,,,74.0,Flowers Foods,2.0,3742720.0
zyy6353,dbprokdcldhztegxgbvvvqeanovzn,B,zyybhunrudtpiqbgti,Gqlytviupjzpdycoeixmdaposgrlehnsoyqrnwaeboscblhaeieccm,5.0,U,Dznkuowctkujkdlvtfvrkroxfszwahnyuclfatx,m,527.0,Denver,3.0,S,76.0,MPS Group,0.0,79524.0
LSS6354,Uasiuhfamftzbpnuuhmo,j,LSSTYLSISFXXKWP,Nysqejew,0.0,R,Liptnwwseyfmmownkobvojydxwovknsfifvstndjmoxff,,318.0,Chesapeake,5.0,W,8.0,Stryker,7.0,3425829.0
Tcb6355,fqaqrhjmc,m,Tcbjsvjwiadrjsudvodolnsysb,Pjfxrdvieumufbvqydbvdvzqjgi,2.0,O,RTLIOQAHUSAOVZIOHAEQINNREJMSAFCIVIRVWDECNSNOSZXBNWKJMQXRU,,316.0,Windsor,1.0,M,18.0,PepsiAmericas,9.0,3466413.0
FPJ6356,vncwancltclndhy,p,FPJDECXBJPTTHMMVFWCPSXX,uvluaimbpksfclnkqcuopztgetdbeimckieevdqhldvvlamjcchtaqcexnimaxjqtkbvo,0.0,R,LVMOEJTTSOXTHXNOJZDZQGBLIPUGJDRKTHLKXVQXKDHYNKODTEGJIIJPGWUFQAFJWELXSSCVJXX,f,611.0,Seattle,0.0,S,80.0,Waste Management,7.0,1959394.0
UOP6357,Ivuzrahcog,,UOPFIUOKLBYBZSAZKXHM,Lqowgcvyahiaertydezgtukfafxdvtwcpdqwbxvvpqqewuqnnofibchhkvehsrxhfrqvbdfsd,,O,Jnesjbskidkpcyrmbwanftncmlnhagfkxdiaexqsnjwqguvubeuaurmaxpbg,F,452.0,Biloxi,4.0,D,91.0,Service Enterprise Group,6.0,2581808.0
Zyf6358,Hhqsasxiaiohzqhufwrmxloum,F,Zyfwjxefsbvohdeajddhkup,RJXGXWBXKPCUFVQJEJIDHKXXGWPIMWCGKHRAKXRK,2.0,O,vmxvijktrnj,M,769.0,Knoxville,0.0,S,40.0,Emcor Group,4.0,3357198.0
QQQ6359,QNYPRDKSQWREHGEXEDNLXNSX,X,QQQHRZPSTW,Fvmechdoacwwligkafpsslwunbvupmkbas,0.0,O,Dzrnqgihuwn,M,374.0,Sunnyvale,4.0,M,10.0,Brown Shoe,3.0,505361.0
Rtn6360,nympdbdurgcpkjampn,f,Rtngyqtzxznneqxdtjspdme,NJCSLCUPIZEGASGQZDPQRQIIKARYSJS,0.0,U,Ejzxeswmgpwgmrnnbhprdjgegzseqlsdeuoyvlanamqintutfgmmduzpotypvfhytvk,m,767.0,Vallejo,2.0,S,,Moog,0.0,
Fwf6361,Ssexf,D,Fwfianhaoblyob,GVPLLRGXNMBNHSHSTUPGKEMERMORYPSLIQKGB,2.0,O,Vuowbwgflcdpdxkepvjdgnopixxpshdwcjr,f,392.0,Mesquite,2.0,M,13.0,United Parcel Service,8.0,756510.0
gyf6362,UDSXIMHJNCJ,A,gyffvgoblxedrscoibkkrzbtdusaww,Ddddsqunqcygkalgtjtbcglulsaqpdakctrfal,1.0,O,Fdzvupjbyyafclkajmabqlvvsfaculskxzncqswqiiwyrhfunnoppldh,,507.0,Kitchener,5.0,S,100.0,Aetna,5.0,2667533.0
Eue6363,pvvcecexjiakeunienyxpgajbggost,J,Euertlvzzttmsgykadtcns,axksfjjgruiclsfqokozrnwixvacqqtkizxvffmfxiwdpotlststpuxqelvdt,,O,,,459.0,Lewiston,2.0,U,4.0,Freescale Semiconductor,4.0,1836680.0
Lsv6364,Pxxwocduiwxcyotaknktzlraaopu,O,Lsvfhahxetp,RVKSEGQEXOTRKKP,4.0,,Urxredyffjxcsdecqqjapcfqnclucngddmtjjixvpwkmfrbpdxkrxfheqominvfeplgzaods,,765.0,Hampton,3.0,,95.0,NBTY,3.0,3708276.0
Nvb6365,iijeromovgqkeueash,C,Nvbgeokdwtzuufsztdqjl,Zamhrrftkjxnvwuohejytiip,3.0,R,twexhgemkruzzwodtvnodnchldpgnsvuxrfh,f,838.0,Yonkers,4.0,M,28.0,US Airways Group,6.0,
Rsp6366,Rzadokcqt,L,Rspjobfykespapafxxllqwwmtyo,,4.0,R,Gvkmebknqk,F,590.0,Vallejo,0.0,M,,RPM International,5.0,3843791.0
ghc6367,Unrxsjrnbexwh,,ghchski,Gcmcvvcswoyxshbhxtxhwdguronerhbnihnstcwtszofusstas,5.0,O,GBTVXFQMWFTHZDMLEZDGAWDABMESVEOHIKPJ,,312.0,Stockton,3.0,U,14.0,Fidelity National Information,10.0,1295967.0
LDQ6368,BIUGDRECUE,,LDQGALDWPATIAASJNFUWDVJQBA,Ppvrxjvghmbvpjpqujmovwh,1.0,O,Wxcskpuxtycch,F,405.0,Worcester,1.0,M,64.0,A. Schulman,10.0,1832086.0
TGJ6369,Nuxsw,,TGJIRAUTWGP,lufurcpsovfjvlbedesifumluicvfcrzbwmophwyxnciwjrgcmowoctgcrrtrahn,1.0,U,Nqzcrizltowfdjxgijdwvntyjkslafbovmwqqwogzp,F,384.0,Warwick,3.0,D,63.0,Black & Decker,,3517892.0
Lbt6370,tbwxrslxacfsddqgglgnbn,,Lbthbjhnysnsn,Mnjnqpkrtsvfcfqibjsiopwmgxudivkpegtoyhfwtymonghbbllbpuxmmy,0.0,O,swdviedujykcjwdfkpdlfwbc,M,591.0,Toronto,3.0,D,26.0,Limited Brands,7.0,203769.0
zhk6371,kijoq,,zhkgiwehfrbgmavpuwbjkbey,qhbndjro,0.0,O,YDVYXOIREUMVYEAPNCVEESSSIIMOJOLDQTZZW,M,,Pueblo,1.0,D,75.0,Adams Resources & Energy,10.0,281723.0
uzd6372,Krcpczgwjaajawbqflezbussdyhvoe,w,uzdvnfyhjpuetkv,Vzfbtahakwpowtimwagrgzmjgskwe,5.0,R,MSRVIKQKZANELYOWACKDUMLLCDKACNIPEFBE,m,597.0,Reno,4.0,M,51.0,Sanmina-SCI,3.0,3836215.0
Dhd6373,fmbgbxvbehdrqmcpdtpxv,K,Dhdhodzyhyok,LDRFJPUQLAVZJGEOKLDSIUJMVWXZJLQZDGBJETWNIXC,1.0,O,dexmmapfvokstuxielhikoiodoca,,345.0,Garland,1.0,M,13.0,Owens Corning,7.0,1924515.0
cbb6374,Qxmjfrpoesuwqhxtdzljm,,cbblebvspobde,Opptrqvbsnedkqcacronnksnrnvnvaeswfiou,4.0,O,xwpmchvamuncrzylfxgewcajupoemnvvdtievibpagcgrybhkrxntiamejxkldrgtvwemaod,,,Dayton,,D,56.0,First American Corp.,8.0,3942126.0
Ksn6375,Lmqduflra,,Ksneojk,lyuikjviplpvzuifocozkiflfyqkpkmumqgupjvkhpsonb,1.0,R,tqdgaxroedzfpdwtuehnzgoqwvwvcjtqlgcwwtaakfbhmwuqmr,,347.0,Anaheim,3.0,M,53.0,Sprint Nextel,7.0,
Mno6376,Ldhefqzvmjstrsqyfictygmx,b,Mnolihymumbitiyojabpyemj,Ohqezgkrbcwifdrrvogkrgamygedyrwrwgsfgplcdanreewhkprkccyuftrxlqpxetdprtpyjyvjgb,,O,TSTTTHFTVIXILTNAKGYESQPZQBLPJNFLUKWXDHQTFQ,,373.0,St. Petersburg,1.0,W,1.0,,1.0,2768948.0
caf6377,Ylzextpkbgypiuipogipuuhhjzymbu,,cafatgquxhlzgvrihyl,QETZRNPMNZBWIOWFNPXNRULQQKEFUCGTKFCVOZRGBJATQKFAYBZSYQXENNXLSIRZEJGXCMKFTUBGNPQE,5.0,O,Jhdggymjdkxcurgfcwarddxhreqxgicelidtuplyvdrcrsbmuzogjusivgryqdipucnyj,,436.0,Hialeah,3.0,M,,LSI,5.0,3798627.0
Qeu6378,Xloifnobhkblsdvrkeockqv,,Qeugzx,Abdakqiovqybzzsflbvuwudptjqcfwwdicqqgvgqre,0.0,O,LCXCFDWELULXNHNMQZCTEFNIQOANOWOSDCZXCEKUXOKPSKUQWEYJOOMUNNLMUGIBEPXF,M,365.0,Fontana,4.0,M,83.0,BorgWarner,2.0,1633291.0
