prospect_AgencyID,prospect_Income,prospect_City,prospect_OwnOrRentFlag,prospect_FirstName,prospect_LastName,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
Lxz10819,243053.0,McAllen,R,RKOJBKAMIMNVDPNXLG,Lxzwsd,4.0,1.0,M,38.0,319.0,MasterCard,0.0,2713771.0
Ufu10820,101473.0,Scottsdale,R,Sxacqxdrbiunytzehoiojniok,Ufupenbvjilkczqhhnwgzckh,2.0,0.0,M,74.0,673.0,Crane,8.0,3526256.0
aby10821,392902.0,Moreno Valley,O,Jysjk,abywbsg,5.0,3.0,S,,472.0,Scholastic,,2956251.0
YVQ10822,52496.0,Frederick,O,Axvjgavxlkz,YVQVTFLBEMRJY,3.0,4.0,M,16.0,707.0,Steelcase,1.0,3263403.0
qmw10823,395022.0,Richmond,O,vusixvpqhqnbs,qmwtaarjrjciemukgmpnv,3.0,1.0,M,25.0,709.0,D.R. Horton,4.0,1695466.0
XKC10824,98274.0,Sherbrooke,O,Podbblpeekkcnhuuqi,XKCGNQQEVQNNKXFFUAPS,3.0,2.0,S,99.0,775.0,Weyerhaeuser,6.0,1095754.0
Ryp10825,382055.0,Philadelphia,O,QQQGYYXS,Rypqdcfksupmtckaboq,0.0,1.0,D,6.0,830.0,HealthSouth,10.0,1938297.0
SMO10826,123754.0,Sandy,O,Gjfagv,SMOKLS,0.0,3.0,M,25.0,529.0,Energy Future Holdings,0.0,1248307.0
LGK10827,1969.0,Norfolk,O,Bamrgpkoasmlmciz,LGKDQGJOOKVKCARVIXIG,3.0,2.0,S,100.0,690.0,Noble Energy,,2326670.0
kwc10828,456860.0,Pittsburgh,U,mdilwgskicewwhbqhowly,kwcezkvxpkiwrenle,1.0,5.0,D,56.0,441.0,Dr Pepper Snapple Group,,
Fzp10829,317619.0,Grand Rapids,O,Gwfsgndwhwkosg,Fzpetvkyjrnxjgcv,5.0,4.0,U,12.0,554.0,CH2M Hill,2.0,577606.0
dms10830,27254.0,Sherbrooke,O,xalqvi,dmslqndytifps,5.0,1.0,S,94.0,526.0,Sysco,10.0,2986027.0
Avz10831,468777.0,New Haven,O,Nvzviismjrhb,Avznkmtdj,5.0,2.0,M,83.0,457.0,AK Steel Holding,5.0,2498795.0
Nyf10832,362991.0,Brownsville,O,qphzahx,Nyffigvltnowfogvjbjappvauov,4.0,0.0,M,67.0,424.0,PNM Resources,8.0,2765571.0
JTF10833,119200.0,Miami,R,Xalmrijvphtsbxkikzvqsvss,JTFPZAGPQIPJULIYDMTIFYIUPF,0.0,4.0,,61.0,559.0,Brinker International,4.0,3933394.0
Ukd10834,58102.0,Torrance,O,Xbxkpntvrvabkraywfbxx,Ukdgxisjjt,3.0,5.0,D,37.0,544.0,Snap-On,9.0,3830057.0
OGB10835,428624.0,Hampton,O,Pgyaipazqcfgndwllolxhoxtmo,OGBQVR,3.0,3.0,M,39.0,525.0,Allegheny Technologies,8.0,1373200.0
ceo10836,465832.0,Colorado Springs,O,TUPPUBRUBXLTATSDXXFJLDTUDT,ceodavfufblagaurvaxijrpcyubuq,1.0,2.0,M,81.0,830.0,,3.0,158582.0
Hrz10837,119885.0,Concord,R,BMQBFVAEKMYLXXLXZLLIV,Hrzdmqeyvdwzgwjnwjpluweny,1.0,2.0,U,71.0,752.0,Ralcorp Holdings,9.0,189255.0
jeb10838,174669.0,Salt Lake City,O,Fognkom,jebtmweywvdrqtfqhvwfitqdyn,1.0,1.0,M,95.0,846.0,Nicor,,1109218.0
fkd10839,156656.0,Augusta,O,Qrqms,fkdfrptmhhs,2.0,0.0,S,47.0,558.0,Bed Bath & Beyond,3.0,3656088.0
Res10840,357920.0,Toledo,O,vjkaqcy,Resoanfvodgzl,2.0,5.0,M,,850.0,HNI,9.0,473417.0
REC10841,359633.0,Fort Collins,O,pfwxrzxibirffzqsfqbbpntpv,RECJBMFBNFGPIHKSMHHQEMERREGTKR,1.0,0.0,M,76.0,323.0,Lowe's,3.0,3434751.0
Yst10842,202099.0,Kansas City,O,REYMLXWHPRPA,Ystxinmbosmjya,1.0,4.0,U,26.0,842.0,Donaldson,3.0,3180166.0
Nvs10843,,Hartford,O,errdwiqvrzqmofuussocph,Nvsugujddappzaqxzilvxfgl,4.0,3.0,M,99.0,718.0,Ingram Micro,8.0,356321.0
Krm10844,265342.0,Hollywood,O,ETQSMUPXWOTVMAMFLSSLUOWK,Krmzape,4.0,2.0,M,58.0,529.0,Northrop Grumman,9.0,3992021.0
qps10845,337164.0,Concord,R,kzdhotmopfxgdoxirbjqnthgx,qpsaeqqfzxfeqd,3.0,0.0,U,94.0,609.0,Lender Processing Services,3.0,1750937.0
Fyr10846,350915.0,Saint John,O,DRQQOLZKIXVHKYQRLRVRPYLLHOT,Fyrkhzenbfqbraoi,3.0,4.0,D,45.0,772.0,Bank of America Corp.,0.0,3548008.0
hkj10847,358327.0,Norfolk,O,Jmfmuynmblfotbwhx,hkjhrnevmbfd,1.0,4.0,M,57.0,633.0,,0.0,414056.0
smw10848,28279.0,Santa Clara,O,Wnqkqfqj,smwubpizbyjxafpdz,4.0,5.0,M,62.0,494.0,Leap Wireless International,10.0,613222.0
Urq10849,491167.0,Sherbrooke,O,OWKFKMEQGHFLZAGULSFBBABKYMK,Urqptvcobrtyptmutchgv,,2.0,M,34.0,592.0,Nicor,,2416300.0
Cbl10850,367346.0,Bridgeport,R,MPAOILRIKXM,Cblpcibrxireyodca,3.0,,M,31.0,455.0,Source Interlink Cos.,1.0,2676453.0
IJX10851,420057.0,Oklahoma City,O,Oddqcnxanuay,IJXUCUTVOHZ,5.0,4.0,U,66.0,446.0,Xilinx,0.0,2306581.0
qpm10852,410305.0,Miami,O,zbotsgkpa,qpmqerpr,3.0,4.0,M,58.0,,Cameron International,10.0,2251896.0
Hfr10853,326726.0,Tampa,O,bjyaomxgwd,Hfrdkprikfrymhtfmopxb,3.0,4.0,M,40.0,371.0,Buildings Materials Corp.,1.0,3052538.0
gob10854,418631.0,Chicago,,FWTYXVTYK,gobkryxwljkhffqdxtg,4.0,,M,63.0,308.0,Levi Strauss,8.0,3739890.0
Kta10855,323616.0,Concord,U,GBOUAHXGREH,Ktahh,0.0,,M,39.0,520.0,Superior Energy Services,7.0,1436877.0
Icr10856,376508.0,New Orleans,O,QDIFL,Icrtnwtuufg,3.0,3.0,M,49.0,612.0,Murphy Oil,6.0,1560760.0
tpm10857,476120.0,Evansville,O,Zarlfoieh,tpmtemjgc,0.0,5.0,M,100.0,808.0,Jabil Circuit,6.0,
LRI10858,40122.0,Worcester,U,XUFZEUCPIEBIWSLKWCEDCXPEJDI,LRIATXPHUWZWEMBHEN,3.0,3.0,U,50.0,614.0,Mosaic,6.0,2845352.0
ebc10859,161189.0,Baltimore,O,Yserkqx,ebcsatz,2.0,5.0,M,40.0,577.0,,4.0,2857909.0
Fbi10860,400468.0,Vallejo,O,Crogwzvifgssseiwhddkxkmvt,Fbidtzyduxszwkjjfhggbrpegbukd,4.0,0.0,D,76.0,318.0,Securian Financial Group,3.0,1069521.0
ICR10861,194902.0,Durham,O,Jbmgtkmaxzxfkxft,ICRACNKCVFRSOBI,3.0,5.0,M,55.0,604.0,Caterpillar,1.0,
tee10862,13152.0,Tulsa,O,wbqkqbjrgcijwywqvohjiktctdf,teezckyunhqtkzypdc,0.0,4.0,M,88.0,847.0,Southwest Airlines,3.0,3917628.0
Tin10863,436025.0,Winnipeg,O,MVSVSSAFEEVRUUTNTRENWLSU,Tinxturhedipszsmvqhsj,0.0,5.0,U,35.0,363.0,Flowserve,1.0,761443.0
Vch10865,257165.0,Corona,O,Lqauooyw,Vchcqkeweozrkquddtgjg,,1.0,M,,326.0,Invacare,3.0,1771800.0
Pjx10866,337894.0,Sacramento,R,Mcmnssylambbbnqykyfjg,Pjxwmmulsmdqialjttzpusktt,,5.0,M,48.0,668.0,BB&T Corp.,4.0,3022542.0
Vpf10867,356799.0,San Antonio,U,LPWPPARUBHLXIZOUGOHDAMMHGRVF,Vpfkhzmddeygmadhtv,4.0,0.0,M,52.0,825.0,,5.0,1383399.0
Gvj10868,270117.0,Brownsville,O,Rqbbvryykhv,Gvjknsuprukdqtgvmrkc,1.0,0.0,M,99.0,786.0,Genworth Financial,2.0,3990771.0
Xuc10869,494908.0,Charleston,O,WOAAKWSRVVXELTLXDAVGNLNCW,Xucjztzoluqzirxiltrpwtmw,1.0,1.0,M,5.0,481.0,Health Management Associates,4.0,2450042.0
IVN10870,,St. Petersburg,R,Brvyvblnoemya,IVNBKKRTKKCHCDXOIPNNB,2.0,2.0,M,23.0,313.0,International Assets Holding,10.0,3331943.0
Rgl10871,72631.0,Durham,,motuzfbazslzeopv,Rglursqhjesrwowip,4.0,4.0,U,74.0,797.0,CACI International,5.0,2700892.0
Zin10872,,Hilo,O,Mnbmlpugpjkp,Zinqwhhlclsffrmyeihjjjivnoel,0.0,4.0,M,80.0,655.0,First Data,4.0,1988778.0
Adu10873,91926.0,Anaheim,U,Qqsqimjxnjdpaipmvdmy,Adudjquv,0.0,4.0,,28.0,735.0,SunGard Data Systems,8.0,726681.0
Csc10874,234038.0,Livonia,O,Whkkfp,Cscluuawlffbnbmkhnp,1.0,3.0,D,5.0,459.0,Group 1 Automotive,4.0,2337460.0
Ekn10875,13154.0,El Monte,O,HUZQCZHOCUAFZNNBXVLRVVLPTGOKKO,Eknsmytegohebvtvm,1.0,4.0,U,49.0,664.0,Capital One Financial,2.0,736224.0
Sql10876,489679.0,Overland Park,O,Agceuysxggsksus,Sqlkovsnzgtdshluvfvuds,5.0,3.0,M,24.0,817.0,Adams Resources & Energy,3.0,608007.0
GPG10877,134587.0,Kitchener,U,CIHDVPYONELIITEXLQQQVIQYGOZFF,GPGBBHCVSYQIKLSIMIS,0.0,4.0,U,9.0,,MeadWestvaco,8.0,3246504.0
YFJ10878,127730.0,Tacoma,O,cnoxmttjqnqgylig,YFJDCDMGRPZNFHAWVEKABNATLY,2.0,2.0,M,62.0,753.0,Dell,6.0,2086761.0
Jqw10879,34247.0,Charleston,O,Xdxsrgvkfjhtjuqwscksn,Jqwicclqozilgaswlmtzyljnoltog,0.0,3.0,M,71.0,582.0,,1.0,3868264.0
Dep10880,315589.0,Wichita,R,cfuty,Depdlksempihuoqecwzor,2.0,4.0,,53.0,625.0,Jabil Circuit,5.0,25224.0
Zzq10881,377153.0,Iqaluit,O,Ettexaiuoj,Zzqjbxluzwjveal,2.0,2.0,W,11.0,619.0,Abercrombie & Fitch,6.0,2099888.0
Pnj10882,31105.0,Scottsdale,U,Ipzbcjw,Pnjgwwijwfqfdcqcruggtngxtg,2.0,3.0,M,78.0,641.0,Unum Group,4.0,413092.0
Waw10883,224693.0,Salinas,O,Auiapvedoqhgxig,Wawtfldmfqyptxwngjvmpjyimcdy,,3.0,U,70.0,531.0,Fleetwood Enterprises,5.0,
Yjv10884,350254.0,Concord,O,LSOYXNQK,Yjvqo,1.0,4.0,M,39.0,811.0,W.R. Grace,9.0,575786.0
Ahg10885,258746.0,Salem,O,fxwdkgdouefillqmbu,Ahgbastpjemrculwergrqe,1.0,5.0,S,59.0,846.0,Foot Locker,0.0,2552837.0
Rsd10886,24839.0,Lubbock,U,Pkuczwpoojgugdfjbua,Rsddetgplv,4.0,3.0,U,53.0,543.0,Textron,10.0,1478348.0
Coo10887,283482.0,Huntsville,O,OQHUSHJA,Cootaqsitpzukczihphleiqa,0.0,2.0,W,38.0,708.0,Kroger,9.0,2812221.0
TAT10888,412788.0,Atlanta,O,ZEFVETU,TATBDAYCCMARAOFSNLLICJQNPAZT,0.0,0.0,D,76.0,736.0,,4.0,552625.0
Liz10889,18209.0,Cedar Rapids,O,WFZCLDXBBSRMPMM,Lizkctuacasdsg,4.0,5.0,W,8.0,314.0,DaVita,3.0,1217588.0
Son10890,156695.0,Independence,R,FVTVIGXUDTAIPFHGERUYJMDNEALK,Sonocsosrpegtixldf,4.0,5.0,U,35.0,422.0,Broadcom,7.0,3426989.0
Coi10891,497996.0,Mobile,O,vlqmbkr,Coiicjcnccgd,1.0,2.0,S,,638.0,BB&T Corp.,5.0,553994.0
hfw10892,348858.0,Torrance,R,hkvwnfdwmlpmxpbbbnponkjn,hfwejrlgeouvcqbwtlxntsw,3.0,4.0,M,28.0,740.0,BlackRock,10.0,1861088.0
Bgj10893,362732.0,Corpus Christi,R,zxwkkyacatseubvo,Bgjigkuivyycxiixjzv,2.0,4.0,S,11.0,769.0,Nasdaq OMX Group,7.0,1632708.0
Jef10894,291759.0,St. Paul,O,expechzozfscqapwionjksvygnpod,Jefueehbaxnrkbzqvotkotc,2.0,3.0,M,80.0,489.0,LifePoint Hospitals,4.0,242007.0
Pck10895,494615.0,Los Angeles,R,Rgjkggn,Pcklhxsqgbk,1.0,1.0,U,46.0,664.0,Andersons,5.0,2591328.0
HQJ10896,157794.0,Ontario,O,Goqwsysqvscolaxoym,HQJFPYEMGHUFFMLZWC,1.0,2.0,D,52.0,534.0,,9.0,2879085.0
Lcr10897,17017.0,New York,R,Vbfxdqxdenthgjeihlku,Lcrytvd,2.0,5.0,S,32.0,800.0,Tractor Supply,8.0,2070875.0
euf10898,73499.0,Evansville,R,Tgsegegyeadcqajhdfdohsz,euffvx,1.0,,M,55.0,622.0,Trinity Industries,3.0,2961512.0
Lwq10899,269621.0,Long Beach,R,Jlbcu,Lwqnplqchsoxpqpoanrxn,1.0,2.0,U,27.0,779.0,URS,7.0,553731.0
vzp10900,66173.0,Anchorage,O,Jlvisocfrhlxpqfktibprftkonmsrj,vzpulekdaduswguolhhzt,4.0,4.0,M,29.0,577.0,Merrill Lynch,9.0,3805111.0
Unw10901,466342.0,San Jose,U,ooplpbotgfasmqiekwlw,Unwxqlyffusldlw,0.0,3.0,M,50.0,618.0,Mercury General,10.0,1194478.0
Wzs10902,195879.0,Sandy,U,XASDOFQQNMXNC,Wzsayecybjififte,1.0,1.0,M,14.0,699.0,Genworth Financial,10.0,702805.0
oyj10903,369560.0,Abilene,R,DOIYECQLKIAMBQX,oyjlkhghxvyznxyfmmrbbmximyh,5.0,0.0,M,65.0,642.0,CMS Energy,9.0,89580.0
kuq10904,12936.0,Columbus,O,Jltrpiwcgulbfvcgsro,kuqxxalwemcywmljskxmnm,4.0,4.0,W,89.0,808.0,Ecolab,4.0,3364856.0
Qiz10905,462950.0,Denver,O,TGWNYSJLQFWNOGCRD,Qiztxnn,4.0,2.0,U,52.0,379.0,Warnaco Group,5.0,1175581.0
FZN10906,405694.0,Montpelier,U,pnbyjuapqsfjkjibbgdnfmpe,FZNEKGDVGNH,4.0,0.0,M,58.0,533.0,Berkshire Hathaway,0.0,2461352.0
EWR10907,54271.0,Bakersfield,O,Lqznyzkbnmsusvrledyri,EWREHLYUNMAIYZEF,5.0,3.0,M,8.0,558.0,Allstate,,3437713.0
Fgw10908,346404.0,Amarillo,O,kaudad,Fgwfu,0.0,1.0,U,46.0,555.0,Allstate,5.0,2036027.0
kzd10909,478931.0,Hollywood,O,Fgcvzyxvidniwobu,kzdqj,5.0,0.0,M,21.0,470.0,Vulcan Materials,5.0,2033653.0
Nve10910,210193.0,Mobile,O,Jceevatpersgtmpatxqavxhy,Nveykupb,,4.0,D,9.0,,Interpublic Group,5.0,1255327.0
GHA10911,481083.0,Madison,O,Rqdoe,GHAULEJQZ,,0.0,M,,632.0,DirecTV Group,8.0,2449252.0
Tev10912,339731.0,Evansville,O,nwcstievcualblkotjv,Tevukmn,1.0,3.0,S,60.0,496.0,NetApp,8.0,1340516.0
UZE10913,436764.0,Hialeah,U,ANYTAYSTXPPDNSJLCGLCPAVKUN,UZESJLZNGELQVGFINRGJZPCRZWMPU,4.0,1.0,S,29.0,392.0,Crane,8.0,3461994.0
NCG10914,352360.0,Dayton,O,Amvffuiyqbcfhcea,NCGHJMKNXSSURHUOABPXRMNK,1.0,2.0,U,23.0,517.0,Eagle Rock Energy Partners,8.0,2024540.0
bhq10915,158128.0,Toledo,O,Fxiosvixvqdxqroxnlbwxucpo,bhqaq,0.0,2.0,S,94.0,781.0,Toro,1.0,1138992.0
PHJ10916,420705.0,Stockton,O,ULSJDWSXVCI,PHJMFTTVVI,3.0,5.0,M,,473.0,Aventine Renewable Energy,4.0,714476.0
Nby10917,,Detroit,O,Dderlnwelvxuwogvfwixmk,Nbyrkskvbuga,1.0,1.0,M,1.0,833.0,Calpine,0.0,2911061.0
OGB10918,129742.0,Arlington,O,SVLJACBKRBYAWFMIEJB,OGBCSHJKCN,2.0,4.0,M,24.0,691.0,ArvinMeritor,1.0,3969773.0
lxs10919,328525.0,St. Petersburg,O,XZPSEPGUHDJYUGQ,lxsjuszsaarapzidbzkdehydcajq,5.0,1.0,M,24.0,605.0,American Greetings,2.0,703094.0
acm10920,209184.0,Iqaluit,O,zjinmzcrh,acmrsqduajovlrl,5.0,3.0,S,62.0,606.0,Expedia,2.0,1949122.0
Wrm10921,345510.0,Rancho Cucamonga,U,HPDTETWBQYTDBFLTTCOISELZWLDL,Wrmjrvjksncvmzkbqmtmsfv,1.0,5.0,U,0.0,764.0,Cardinal Health,10.0,2703266.0
Jpi10922,186382.0,Casper,O,WQRBVQMHHXPQINZOGHIXPWB,Jpiypymtpjvtymartq,4.0,5.0,S,39.0,706.0,Nalco Holding,9.0,380664.0
Tro10923,360008.0,Rapid City,O,Uotoamsz,Troomkcbiecthgt,5.0,0.0,M,41.0,539.0,MSC Industrial Direct,1.0,2013608.0
xnn10924,437145.0,Alexandria,O,Pdapqxnroxbajuoiervvbr,xnnuxfvbowzlmuagrgsnqxxx,0.0,1.0,U,96.0,705.0,Toro,1.0,684957.0
Slk10925,156350.0,Hull,O,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,Slksmqccxapcsikby,2.0,5.0,M,53.0,506.0,Energizer Holdings,1.0,1880630.0
Mna10926,290929.0,Sacramento,O,Lqhdszeqcpzgymtxose,Mnatkf,4.0,2.0,M,33.0,722.0,Nasdaq OMX Group,10.0,2644379.0
Ceu10927,81542.0,Berkeley,R,Dtkipccyqroqpkheosf,Ceujzlu,4.0,3.0,M,22.0,652.0,Psychiatric Solutions,6.0,2974979.0
Lib10928,370202.0,Raleigh,U,AVSGUYATPZXALQMVFBYCUU,Libfaicnipheoywnu,3.0,4.0,S,46.0,511.0,Torchmark,4.0,1290150.0
bbo10929,268225.0,Bellevue,O,Rudbav,bbovrseaxmtwhumkehslmbsnbxkpvj,4.0,,U,31.0,399.0,,6.0,376021.0
Ncp10930,215225.0,Ontario,R,Oyeanuksqkwq,Ncpbryqnduzthh,3.0,1.0,S,70.0,568.0,LandAmerica Financial Group,10.0,492595.0
Uwx10931,90783.0,Evansville,O,Lhflclsqdqwjglj,Uwxkhebb,3.0,2.0,,24.0,561.0,Pactiv,4.0,3146306.0
OLB10932,305315.0,Baltimore,,Kywtjoxmldahbtqebcdojz,OLBEBQSQ,1.0,,S,3.0,438.0,Mylan,8.0,1641342.0
xvj10933,136236.0,West Valley,R,Fluhaizdvpfrurynxiq,xvjpxmrufccenftfmrjpsteydmikm,,3.0,M,40.0,316.0,R.R. Donnelley & Sons,1.0,3078194.0
STD10934,120953.0,Chicago,O,Ajbjkhwy,STDXFHTRXBZCBDXXKPUM,4.0,5.0,S,89.0,309.0,,,1146111.0
okg10935,233464.0,Reno,U,cbwtvakoeavdr,okgvvukkbnl,2.0,0.0,S,10.0,822.0,Arch Coal,6.0,872488.0
kxq10936,,Sterling Heights,U,RVWVE,kxqdnaxtwhnfaivtnllijjhv,1.0,1.0,U,77.0,799.0,Advanced Micro Devices,2.0,3099758.0
mgu10937,,Erie,U,Bakypgyvlir,mguohropbqhv,3.0,4.0,S,38.0,558.0,Aon,3.0,1753441.0
RUR10938,343496.0,Hilo,O,LWMIEDHLQRMAGPA,RURAMZMFIBI,5.0,4.0,M,,805.0,WellCare Health Plans,,
Ffs10939,481035.0,Wichita,O,kngrcj,Ffslunwxpsacfrtcgoprirfhoivsrx,4.0,1.0,M,78.0,745.0,Collective Brands,2.0,
Ukf10940,312758.0,Gary,,Hnplfeulwvqtnvq,Ukfggeprgjgxffuewqunwkd,4.0,5.0,M,21.0,381.0,Perrigo,7.0,3875663.0
sek10941,227393.0,Salinas,O,Eejecrqetqaoknrwyieytqkzejg,sekdssbjpapeuonkpcwfoelvlfk,1.0,4.0,D,55.0,626.0,Arkansas Best,2.0,3358247.0
Tna10942,437835.0,Washington,O,sklifwvdtueivviaeost,Tnask,1.0,4.0,S,85.0,744.0,Lam Research,7.0,3661308.0
UZJ10943,322724.0,Montgomery,O,wkonkulnhqunekncxpsshxm,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,1.0,2.0,M,94.0,792.0,Sherwin-Williams,4.0,3371434.0
bpb10944,452361.0,Gary,O,WPZKULKLMKJWRWTMPOUKHCH,bpbqleges,2.0,0.0,D,35.0,741.0,Bed Bath & Beyond,2.0,3031663.0
Ljr10945,499003.0,Vancouver,R,MXMEJUZRJMGUQEVIUKEVLHKK,Ljrrqzbpdrngeeusoguhsguk,2.0,5.0,S,42.0,582.0,Health Management Associates,0.0,87159.0
Rzp10946,455818.0,Berkeley,R,Dftnxrfavpjwpnntikzbopbeclhq,Rzpltaeakaoyfgrflqvmoxkdfsxqww,2.0,2.0,W,71.0,663.0,Huntsman,1.0,
Lrv10947,454772.0,St. Johns,U,tknzefoohgsjposlpgucwggsoa,Lrvmsnoq,3.0,3.0,M,79.0,840.0,IAC/InterActiveCorp,10.0,126126.0
Wxg10948,273676.0,Huntington,O,Vrgmbanrkzlkhbocjfo,Wxgrgw,2.0,0.0,D,42.0,795.0,Praxair,4.0,2449252.0
Alb10949,321116.0,Pembroke Pines,O,Mbafcvqltocnwvtgkwoark,Albydgeobjfdzldxyedkrffd,0.0,2.0,W,20.0,437.0,Patterson,8.0,1273654.0
UDW10950,320777.0,Fairbanks,R,qpsnvca,UDWGVJJYBWKLEADPMZFRJE,5.0,3.0,M,20.0,638.0,Sanmina-SCI,10.0,440078.0
UAS10951,424772.0,Iqaluit,O,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,0.0,4.0,W,8.0,814.0,Hospira,9.0,1935817.0
uus10952,45651.0,Shreveport,O,Qmdymkktqqaj,uuscnmppen,2.0,5.0,S,18.0,685.0,AMC Entertainment,10.0,
Htq10953,224022.0,Springfield,U,Xkjntucryzqhf,Htqsrtpkbhyzceilfq,1.0,3.0,S,47.0,715.0,Pride International,0.0,3355149.0
ZEI10954,123128.0,Cheyenne,O,IIVMWBABHZ,ZEIOTVOFN,3.0,3.0,U,72.0,549.0,McDonald's,0.0,3975497.0
TVP10955,122108.0,Knoxville,O,Cyntkutjkpqhkg,TVPJCMHQPHHDA,1.0,4.0,M,15.0,315.0,Wendy's/Arby's Group,0.0,108127.0
Lne10956,356575.0,Coral Springs,O,Rgsnrhbcdtj,Lnelehgqaydulieixcxklc,0.0,5.0,M,1.0,693.0,Ferrellgas Partners,7.0,1777116.0
xds10957,368395.0,St. Petersburg,O,JWOZQMDWUTWWXNMFU,xdskzloomgtsxslukialv,1.0,0.0,M,92.0,797.0,Office Depot,6.0,2189644.0
DWW10958,55621.0,Chicago,O,qduoxqnofuip,DWWMQXWWEEWAGCWTMRFSMZTOGH,1.0,4.0,M,18.0,313.0,Freddie Mac,7.0,3043042.0
YBM10959,14921.0,Grand Prairie,O,Olmlwxz,YBMPRTQQUHCFQYT,2.0,3.0,S,33.0,815.0,CACI International,0.0,1661619.0
xiu10960,69690.0,Fargo,O,Yupzdvabbnkpe,xiuaniazmwwprnwqoopamqa,2.0,4.0,M,18.0,434.0,Fastenal,8.0,
vyz10961,445437.0,Memphis,R,Zshjbkyitfhvt,vyzik,4.0,3.0,S,58.0,763.0,Mueller Industries,7.0,981900.0
ufo10962,143157.0,Saskatoon,O,Jljtqsxsxmoqjidw,ufomblfqinwfrnsttf,4.0,0.0,U,71.0,732.0,Shaw Group,7.0,3746110.0
hdf10963,81469.0,Mesa,O,jarlzcumgclbbt,hdfqdf,4.0,5.0,M,84.0,692.0,MeadWestvaco,4.0,2187192.0
Qqd10964,285117.0,Baton Rouge,,DKQVRGXMOCIRSMHMSFHHIAXX,Qqdcqterugvbnxbrnxjavjkwiwf,0.0,5.0,M,98.0,708.0,Yum Brands,7.0,451143.0
SLY10965,354851.0,Durham,O,Oojmpiqtkcmbvuwhinipz,SLYPVNQINGV,2.0,4.0,D,80.0,308.0,Estee Lauder,,3341645.0
BMU10966,91762.0,Toledo,O,MBQUUKS,BMUUIMMXEWICRLNPXAHFE,5.0,4.0,S,46.0,386.0,WGL Holdings,8.0,822216.0
DWB10967,69985.0,Chesapeake,O,HQWZHHNUXJLQRZSJMPULK,DWBTFDXAUTGFK,0.0,1.0,U,97.0,597.0,Fidelity National Information,2.0,2144374.0
Rgl10968,380475.0,Rapid City,U,Ssgdnddvdkobrhssbzazgmoxu,Rglgqblgpkti,0.0,0.0,,4.0,609.0,DuPont,9.0,1685501.0
Tiz10969,,Torrance,O,Cjzjrstddeosoh,Tizfvmynqtoh,4.0,2.0,D,23.0,538.0,AT&T,3.0,3590095.0
qpb10970,127084.0,Yonkers,R,jtqhgkjxpzyma,qpbahrdqxficbvaowcduiexfnwdyt,2.0,1.0,M,64.0,561.0,USG,5.0,2175688.0
Dbt10971,198184.0,Wichita,O,Ypjwquayocojyguepunmx,Dbtzihzkmmtstttuoagpyhshshakox,0.0,2.0,M,51.0,484.0,Tech Data,7.0,435784.0
Oib10972,153197.0,Omaha,R,FRVEWGN,Oibbjanwdofjugxexftodshvw,0.0,4.0,U,,382.0,Sauer-Danfoss,3.0,1444106.0
Qnr10973,379055.0,Huntington,O,Xljzbhilspguhqvnviwn,Qnrpvabqpnwcechvcjxxppftdhnwpk,2.0,1.0,D,57.0,639.0,Apache,4.0,1586585.0
PXN10974,356373.0,Lafayette,O,LQOLWNIMQZTBLXAGWAJLBPPDSZZTLJ,PXNFQBLSIS,5.0,5.0,W,80.0,425.0,Goodyear Tire & Rubber,6.0,3786115.0
Ncp10975,353279.0,St. Petersburg,O,rctrb,Ncpoh,2.0,0.0,U,56.0,806.0,Boeing,7.0,376409.0
YSD10976,140640.0,Charlotte,O,JRDHRPIKQZM,YSDEOFHNZSMWQIUVNOXJ,4.0,4.0,M,43.0,522.0,Landstar System,10.0,716158.0
rgn10977,116679.0,Oshawa,R,Iyhnwaqpjsxhbsamiofmgtuyjqto,rgnnduojmybsrmwt,2.0,4.0,M,40.0,696.0,,1.0,2054123.0
Gkm10978,198557.0,Orlando,O,Lhlecyqxbuiuatwgseblsfq,Gkmzisnspcvyijfbandacelpl,1.0,3.0,M,28.0,655.0,Pinnacle West Capital,7.0,1157950.0
USK10979,11010.0,Providence,,Jtplpmqthrvymo,USKIIPVZJGGEYWSAUKHBMYNCGNCDIE,5.0,5.0,U,21.0,399.0,Ameriprise Financial,4.0,1011786.0
oqu10980,431728.0,Yellow Knife,,xvqyoawtqpuukkq,oqudhewehtbrwcvdpooixhzjq,1.0,0.0,U,94.0,843.0,Group 1 Automotive,6.0,2709910.0
Qyw10981,410038.0,Macon,O,Sqlbqtgxrmgfprcluouwx,Qywrapsnhfoagpue,0.0,1.0,U,42.0,426.0,R.H. Donnelley,2.0,392239.0
Nkg10982,201173.0,Lafayette,O,yzyqp,Nkgssnsrbdfohktw,0.0,0.0,M,100.0,583.0,Berkshire Hathaway,7.0,3168652.0
FEB10983,124419.0,Dayton,,CJNRBFTQ,FEBTQZRWUEPVSUCDJOLAMMC,3.0,1.0,U,74.0,511.0,Time Warner,1.0,186615.0
