prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrs,prospect_ct,prospect_crdtrtng,prospect_ntwrth,prospect_gndr,prospect_wnrrntflg,prospect_nmbrcrdtcrds,prospect_pstlcd,prospect_frstnm,prospect_cntr,prospect_phn,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_mplr
Ooj9937,1.0,0.0,Independence,795.0,354550.0,m,O,10.0,Krisipluczq,Huivdqiyblw,United States of America,1-607-189-9575,65141.0,M,42.0,Cooper Tire & Rubber
ojf9938,2.0,1.0,Memphis,,2954808.0,F,O,7.0,Uzaehqnuqm,XOEZWVTIQJJLZYUQDNONWDVIMXAWAE,Canada,1-703-570-3406,25073.0,W,32.0,General Electric
Kwz9939,4.0,2.0,Winnipeg,832.0,486311.0,,O,7.0,Akeuduipay,oyyolzonxnwmsghngupjuhvv,United States of America,1-788-584-4878,222766.0,S,33.0,A.O. Smith
FVX9940,3.0,3.0,Moncton,365.0,,M,O,3.0,Vqzklzfjj,TDOEJIPGMAHQPHBDKMWWFUKI,United States of America,1-837-966-7016,257636.0,D,94.0,Enterprise GP Holdings
Sdh9941,5.0,1.0,Evansville,827.0,1641768.0,,O,1.0,Kipggcgkduau,XWADAMSPVJR,United States of America,1-764-781-9763,,M,20.0,
QTG9942,0.0,3.0,Ontario,575.0,2148413.0,F,,4.0,UKENILG,Eqzxwmlfbsirvassmouqudt,Canada,1-639-737-7537,14337.0,D,13.0,Cabela's
JFX9943,4.0,3.0,Hampton,832.0,968265.0,d,U,2.0,uljzncnomb,Lilwhirpimhwuvjovm,United States of America,1-220-082-0931,171557.0,W,88.0,Dynegy
WMS9944,3.0,1.0,Oakland,524.0,285248.0,,O,8.0,wintebwcrdl,Ihmiacm,Canada,1-999-016-8444,492359.0,U,95.0,Invacare
Bka9945,2.0,5.0,Peoria,545.0,1978929.0,f,O,5.0,IEVMFKN,pthwkenfgqxc,,1-382-217-3884,348574.0,M,15.0,Interactive Brokers Group
Qlu9946,2.0,4.0,Albuquerque,560.0,228156.0,f,O,6.0,usfbbsvwv,Rldyrhpndzhhxhisxmv,United States of America,1-991-923-9235,403628.0,W,97.0,W.W. Grainger
Lsi9947,0.0,3.0,Atlanta,335.0,1831564.0,,O,2.0,XRUIJTLQCOUO,Udhqnbgtxiueap,United States of America,1-650-223-6393,343117.0,M,56.0,Adobe Systems
cwz9948,5.0,2.0,Colorado Springs,499.0,1779473.0,F,O,6.0,xmuhrb,PNFOGF,United States of America,1-057-448-9870,79562.0,U,51.0,Pfizer
KIM9949,0.0,5.0,Peoria,342.0,860482.0,M,O,7.0,SPLKNGRAG,Jxiguuta,United States of America,1-597-448-6618,469154.0,M,8.0,Capital One Financial
WIV9950,4.0,4.0,Knoxville,802.0,3622268.0,M,O,1.0,Kskgg,Jgrkxejukoulngxbviknapz,United States of America,1-035-171-4038,476233.0,M,79.0,Anadarko Petroleum
uxg9951,4.0,5.0,Gary,426.0,1138798.0,M,R,0.0,Afzahjljbc,Qmmrvzwchuecuudbcodzbgqivjksah,Canada,,195396.0,D,13.0,Pepsi Bottling
vvt9952,4.0,2.0,Frederick,421.0,922109.0,,O,3.0,Hnvjmseju,Hfgxehkfjknkwjobaelwnfvokft,United States of America,1-432-890-3579,448092.0,S,47.0,Allstate
HJY9953,4.0,1.0,Lincoln,530.0,646544.0,f,O,9.0,Cysafkafm,Hgglzsgwkauyjzmedd,United States of America,1-845-292-6913,342147.0,S,9.0,Teleflex
NOB9954,4.0,3.0,Halifax,452.0,3760420.0,,R,4.0,GMNBPEQHD,gvniwounfdakxfpij,United States of America,1-336-381-6195,93335.0,M,68.0,Harley-Davidson
Wpi9955,4.0,3.0,Montpelier,672.0,780192.0,F,O,2.0,fdcsecw,gdfbddim,Canada,1-411-418-8803,251230.0,U,24.0,Marshall & Ilsley Corp.
WPW9956,1.0,5.0,Fargo,504.0,2787515.0,M,R,0.0,Oiqehef,Dqijevbyfxmnwsmhwwhnoces,United States of America,1-474-116-8712,84409.0,M,63.0,Smurfit-Stone Container
Wbr9957,5.0,4.0,Hayward,841.0,244252.0,f,R,0.0,VDXNUG,Htoxjzjlccxs,Canada,,47384.0,W,31.0,Terra Industries
AEV9958,2.0,4.0,Worcester,695.0,3528341.0,,O,2.0,Yzyzinag,Htwumkbbazrp,United States of America,1-665-795-4500,476045.0,W,64.0,Halliburton
Avp9959,0.0,3.0,Sunnyvale,369.0,1994954.0,,O,9.0,SHFINJYGD,AGKIXBSZMPECHHHQUKLNHOKEOLFK,United States of America,1-262-644-2459,2655.0,S,4.0,Host Hotels & Resorts
Ngf9960,5.0,4.0,San Antonio,658.0,1336108.0,,R,,Gyear,PDQNJUUUUCCIUOCJXWJ,Canada,1-971-200-4914,253846.0,M,23.0,Liz Claiborne
XNP9961,4.0,5.0,Pembroke Pines,709.0,1817303.0,,O,6.0,,BVPDLRZCPLRMGLDOIXRFGXECYUXIV,United States of America,1-660-892-0870,486272.0,D,60.0,Annaly Capital Management
pey9962,0.0,4.0,Missoula,545.0,3454142.0,f,O,4.0,JENWLEGFCZBM,Czpwjfdja,United States of America,,274933.0,M,13.0,Franklin Resources
Tjs9963,3.0,1.0,Huntington,363.0,198600.0,,O,0.0,Kanju,cgngwgvsyqfwquq,United States of America,1-362-620-3196,194656.0,U,78.0,
uir9964,5.0,3.0,Windsor,752.0,1428445.0,m,O,4.0,Ddzjdlecfxs,Ofyfxqpaasoidvl,United States of America,1-835-776-9979,182149.0,D,,MetroPCS Communications
Yhy9965,3.0,5.0,Sherbrooke,631.0,,,O,7.0,nvvqc,Toxoxanquhdceertldkbc,United States of America,1-995-775-1277,476300.0,M,13.0,
Kil9966,3.0,0.0,Newport News,428.0,3102320.0,,O,2.0,Iungcnk,Orjdntjfplbqakbuxmmthknr,Canada,,96472.0,W,60.0,StanCorp Financial
sdl9967,3.0,0.0,St. Louis,325.0,3031369.0,,U,1.0,Dxtwds,Ulcqxstmvfgqcfhpscaslrjon,Canada,1-893-384-4849,231626.0,S,19.0,Northwestern Mutual
gmu9968,5.0,1.0,San Antonio,612.0,1077981.0,M,O,6.0,CPTSUVEJ,YLHRUHNRNWICILUPAHKSVGNOTO,United States of America,1-373-728-1522,49098.0,S,88.0,Applied Industrial Tech
Zro9969,0.0,0.0,West Valley,,2325514.0,f,O,7.0,ddbjz,KJNUKPOCKHCAHXCIVBDIUOB,United States of America,1-108-469-7278,344614.0,W,75.0,NetApp
Oyl9970,5.0,5.0,Norfolk,687.0,970103.0,,,6.0,Akqvrokxmmmm,GBMAFFRZEEHNHYUY,United States of America,1-964-738-6809,256466.0,W,56.0,Belk
Xfq9971,0.0,3.0,Hull,750.0,1769681.0,F,U,7.0,Ezoogaxbmym,Lmsxmfqiowccgxolpxasmkko,United States of America,1-896-585-9857,246431.0,M,88.0,Pepsi Bottling
Cst9972,2.0,0.0,Orlando,673.0,1024654.0,,O,9.0,hbpijmq,Bhalpuavzynqdvtjouzflfkzofjko,United States of America,1-950-666-3504,416080.0,U,,AT&T
YGS9973,3.0,4.0,Long Beach,623.0,249951.0,,O,,Ygvgmkqlchj,Vnqvrsdgcgulndyqnfz,United States of America,1-492-758-0108,232546.0,M,52.0,Humana
URW9974,1.0,5.0,Fresno,792.0,1630478.0,f,O,8.0,UZGWBPZQITNZ,Qpyrtyoqacwtedrhzr,United States of America,1-469-855-0684,176152.0,M,86.0,Beazer Homes USA
LGE9975,1.0,4.0,Providence,777.0,2736671.0,,O,9.0,XBGNCB,evbqtprgifjogzlh,United States of America,1-906-550-1449,99224.0,S,78.0,Great Atlantic & Pacific Tea
SPK9976,5.0,2.0,Winston-Salem,377.0,3677397.0,M,O,6.0,ptjdxhlx,WQZGL,United States of America,1-492-565-4758,143783.0,D,89.0,Western Digital
svm9977,,4.0,Fullerton,667.0,2341352.0,m,O,0.0,PRBLHY,ZSOLSRA,United States of America,1-571-166-0406,305447.0,W,27.0,Caterpillar
TJH9978,2.0,5.0,Billings,458.0,2405463.0,,O,10.0,Pdana,Gvrybqsjawbhdq,United States of America,1-135-469-2934,75007.0,M,78.0,Michaels Stores
Jjq9979,0.0,4.0,Miami,804.0,3969807.0,f,O,10.0,xxgqurpbj,QJETMDNHN,United States of America,1-983-117-8717,256518.0,U,96.0,
iaw9980,3.0,3.0,Ann Arbor,366.0,3988978.0,,U,3.0,Xnuzpcfugxmk,Noxnbiwwddjdmlqnfhmmkumpr,United States of America,1-702-773-3515,387592.0,M,23.0,Del Monte Foods
Ucx9981,3.0,2.0,Hampton,665.0,2553164.0,m,O,2.0,Aitedhev,KVBBBKYGPK,United States of America,1-546-881-8509,346508.0,S,18.0,Alpha Natural Resources
Ebv9982,4.0,,Durham,554.0,3391162.0,,O,9.0,bnamauukrllz,JXWYQUMZBZY,United States of America,1-002-192-0661,408235.0,M,73.0,CarMax
qje9983,0.0,5.0,St. Paul,,2598686.0,m,O,7.0,Bxfoiru,ITJALLECYDTCBZTPBRY,United States of America,,315970.0,M,86.0,Interstate Bakeries
HRV9984,3.0,0.0,Overland Park,600.0,3820785.0,f,O,10.0,aiuengu,TIBCWEQZYLONGLUJEKSKDHZ,Canada,1-426-470-5366,189077.0,U,77.0,HCA
oju9985,3.0,4.0,Sterling Heights,,1453831.0,,O,6.0,Mlffays,wkeaoomrj,United States of America,1-472-071-7502,314101.0,M,90.0,eBay
Uxd9986,5.0,4.0,Greensboro,617.0,276003.0,F,O,10.0,KABEEZC,Hgdmleltixaulnjdpznjlbi,United States of America,1-280-630-5078,491753.0,M,91.0,Plains All American Pipeline
eyq9987,4.0,1.0,Lubbock,637.0,1649056.0,,O,8.0,yxpecxskf,Ldxldtsrrlnhcqiduhbcuarmqemwbs,United States of America,1-097-067-2883,37449.0,D,23.0,Quiksilver
Axb9988,1.0,0.0,Moreno Valley,426.0,795362.0,,O,3.0,Qksrkrv,Gtlikkxxmavsbfelnjztkyykjqtjq,United States of America,1-859-786-9498,207312.0,M,99.0,Smithfield Foods
rnd9989,3.0,2.0,Amarillo,321.0,3364901.0,,O,5.0,Fahjcr,FIQVBYVPXTCZGOBWAKFQNDQE,United States of America,1-224-654-1813,321254.0,S,4.0,PHH
Azc9990,4.0,1.0,Garland,327.0,3421108.0,f,R,10.0,Sgzzabqj,Pascia,Canada,1-706-896-5465,308024.0,D,8.0,Interpublic Group
Ekq9991,2.0,2.0,Berkeley,387.0,1091828.0,,O,1.0,,Xunfpgmiq,United States of America,1-745-491-0599,200225.0,S,25.0,Pinnacle West Capital
Rux9992,1.0,4.0,Little Rock,502.0,1081621.0,F,O,7.0,,Ngsyzhnzficj,United States of America,1-595-653-6195,332722.0,M,97.0,Lincoln Electric Holdings
ZFY9993,3.0,0.0,Lowell,631.0,3184861.0,,O,6.0,Relprkmoz,Vprkexgdpqx,United States of America,1-440-294-2153,133787.0,W,25.0,Manpower
Lgv9994,3.0,0.0,Buffalo,731.0,1774335.0,,U,9.0,Ffqpywghkam,DROUIVQEHLNXVKERAKX,United States of America,1-615-571-0980,493546.0,S,,Eli Lilly
Fgl9995,4.0,4.0,Topeka,335.0,611125.0,f,O,8.0,IIUFSHWDBLDL,Ffresvjlagngp,United States of America,1-994-085-6113,314243.0,W,90.0,
Hxy9996,0.0,5.0,Spokane,808.0,100413.0,m,R,8.0,Ozhtmq,BCLQAOOGNX,United States of America,1-426-325-7093,378017.0,W,62.0,Steel Dynamics
hlt9997,5.0,4.0,Toledo,,824650.0,,O,3.0,LKYHE,Ericexxnoqdxiasju,United States of America,1-905-614-4366,98857.0,M,43.0,Alliant Techsystems
lht9998,0.0,1.0,Buffalo,589.0,2577348.0,f,U,5.0,Yzsay,QWWNED,United States of America,1-313-539-4938,267298.0,U,87.0,Hovnanian Enterprises
Oyd9999,4.0,0.0,Bismarck,436.0,3029417.0,,O,10.0,DOPQUISAYDKQ,Vmxddngcidumnggxx,United States of America,1-314-525-4383,90464.0,U,5.0,Caterpillar
Bhz10000,5.0,4.0,Plano,732.0,3474077.0,m,R,0.0,yijiteq,btmmdefbmsekwxyw,United States of America,1-317-441-2462,344571.0,S,38.0,OGE Energy
Lhr10001,3.0,2.0,Newark,331.0,1406446.0,M,O,7.0,Ggzwkvnkd,mrkduarzytovvwp,United States of America,1-241-235-6398,307585.0,,57.0,
Ohd10002,1.0,1.0,Winston-Salem,428.0,407626.0,,O,3.0,,wodnecilctbajrcwrbl,United States of America,1-610-804-4891,63385.0,U,41.0,Yahoo
ovj10003,3.0,3.0,Scottsdale,640.0,2968167.0,,O,7.0,Ipewrdvqnzwe,Ovldwtd,United States of America,1-675-268-0167,234946.0,U,70.0,Ametek
Ogq10004,2.0,4.0,Lewiston,340.0,2655144.0,,U,9.0,Jzamjampodn,EQRNXKGSMCPKERM,United States of America,1-463-461-8590,95378.0,S,0.0,Calpine
Nrd10005,4.0,0.0,Phoenix,799.0,608571.0,m,U,5.0,gylhslmhw,Uegjsijczuzcndymzzpycbbaewoxby,United States of America,1-807-997-8844,379612.0,U,46.0,Universal
XRC10006,3.0,0.0,Thousand Oaks,369.0,653937.0,M,R,10.0,Tcqkdbmfuqs,Etesvpucqewtfwguftpanc,United States of America,1-072-522-9475,81172.0,M,40.0,General Electric
rto10007,0.0,4.0,El Paso,424.0,747071.0,f,O,,BGMKKFDPX,XULEMVBHEZFSVAMAAFC,United States of America,1-619-888-6726,55966.0,M,82.0,Carlisle
Mjx10008,3.0,1.0,Chesapeake,622.0,2835796.0,,R,7.0,ukkxihipxw,Ortsnhe,United States of America,1-447-246-4565,207624.0,W,89.0,M&T Bank Corp.
Jso10009,3.0,1.0,Santa Clara,663.0,3211023.0,F,O,10.0,TDDPKQ,Rcutrnrsqcadqsji,United States of America,1-841-673-0814,424274.0,U,6.0,Service Enterprise Group
Crb10010,4.0,,Austin,383.0,3143366.0,F,O,10.0,Fkrxnjngzd,Vpxoqiwevvlnus,United States of America,1-615-225-4904,56830.0,M,86.0,Thrivent Financial
tzh10011,,5.0,Memphis,353.0,2870170.0,,O,8.0,ovtuuwebxgnd,Lhqiaepgiblszltvpfflgj,United States of America,1-688-763-9982,406599.0,W,70.0,Goodyear Tire & Rubber
Xfd10012,3.0,,McAllen,581.0,1001653.0,,O,9.0,LFAERQ,zlnpolfxjiesmad,United States of America,1-220-554-5813,394424.0,W,100.0,Brown Shoe
Lmf10013,2.0,3.0,Mount Pearl,500.0,1023484.0,,U,2.0,pyryneuaubks,dkotsxvkmitaiznvnjjv,United States of America,1-571-220-6767,30696.0,W,14.0,
Gop10014,2.0,2.0,Palmdale,330.0,2923681.0,,O,2.0,EHHFBB,Xmudqewcetmscpetxuxxavhxxyu,Canada,1-537-987-9492,190881.0,W,1.0,National Semiconductor
Xpw10015,0.0,4.0,Fairbanks,651.0,,,O,7.0,Jcruhj,Uygfvgzcdbsekuocbkuou,United States of America,1-419-745-2569,7744.0,S,88.0,SanDisk
Ben10016,3.0,5.0,Oshawa,735.0,2614217.0,M,U,3.0,hjvsd,Hemgvcmndhtvrpycfw,Canada,1-242-357-9176,115929.0,M,23.0,Patterson
vfo10017,2.0,0.0,Hamilton,582.0,1103724.0,f,O,4.0,,msbvogeyttcwnchcsachdznmfy,United States of America,1-311-650-4217,340441.0,M,27.0,Aon
Yfh10018,,3.0,Syracuse,475.0,,,O,3.0,IRTTTLFFUG,QZMECIXREEHVFIA,United States of America,1-130-807-7466,208736.0,U,77.0,Martin Marietta Materials
Ndi10019,0.0,1.0,Bakersfield,548.0,2187825.0,M,R,4.0,MLLKZW,Zciepwfto,United States of America,1-410-352-8064,10024.0,M,10.0,Corning
Nvq10020,3.0,5.0,Ottawa,705.0,865624.0,,O,5.0,tbssvioo,WQVOHLGXPISTFSCYQTXA,Canada,1-208-898-6958,,U,12.0,Consol Energy
Zmi10021,,5.0,Pasadena,456.0,2063636.0,F,U,0.0,fwmjeyhm,Iwnbfjnq,United States of America,1-450-413-5347,,W,60.0,Warnaco Group
qtt10022,3.0,5.0,Palmdale,575.0,,,O,10.0,kunln,uosvokdxoqulgpkahhirtcrokwb,United States of America,1-600-676-1137,153002.0,S,19.0,Beazer Homes USA
GRI10023,3.0,5.0,Kansas City,694.0,320429.0,m,O,4.0,HBTNWWJUD,Opmtvwbkmxk,Canada,1-675-464-0057,57895.0,U,77.0,
Eau10024,3.0,4.0,Sudbury,343.0,429522.0,,R,2.0,MIINDN,Ohiftagrxicnz,United States of America,1-059-243-0540,,,100.0,Steelcase
Xdh10025,0.0,3.0,Great Falls,304.0,2417260.0,m,O,2.0,OSHGBIKBD,Ybwgijz,United States of America,1-124-255-9435,254815.0,M,36.0,Unified Grocers
Gtk10026,2.0,3.0,Miami,776.0,2924753.0,,O,7.0,Nhymgzeg,nomkrafhteeleriiuqan,United States of America,1-913-090-8549,149808.0,U,3.0,Sun Microsystems
Vxt10027,2.0,5.0,Peoria,496.0,2237097.0,,O,9.0,Zjzqrs,xekiwxaaijnipymvntqhgrdxbnc,United States of America,1-151-623-8702,197887.0,M,32.0,Fidelity National Financial
Mxq10028,2.0,1.0,Casper,775.0,1700638.0,m,R,2.0,Mizii,NJSTAEVRQFMRFKJSJMDGYMOLJDWM,United States of America,1-792-751-0393,100236.0,D,30.0,Washington Post
Xdy10030,2.0,2.0,Thousand Oaks,709.0,1645270.0,m,O,10.0,Lrksar,XCRIZHKGDGQPCSDAGMMYFMA,United States of America,1-370-533-4546,471903.0,M,2.0,Baker Hughes
DQG10031,3.0,3.0,Winnipeg,387.0,1695223.0,f,,4.0,Ibipxom,UOLVXQHFDICDSRSBIIFOYFMXA,United States of America,1-871-898-7648,253467.0,,73.0,Dentsply International
cyc10032,3.0,3.0,Anchorage,479.0,209987.0,m,O,1.0,Qumvlfn,THWFNFVKDPQVFRJTBWH,United States of America,1-498-887-2381,343089.0,D,21.0,FPL Group
qlb10033,4.0,5.0,Austin,525.0,123327.0,f,O,7.0,Dugdxyklxq,TKMGIUHYGXLSUFPMO,United States of America,1-835-940-8907,174235.0,U,4.0,VWR Funding
Qpl10034,4.0,4.0,Montpelier,511.0,3785648.0,f,O,3.0,,WADDHAHRG,United States of America,1-864-714-0995,408801.0,U,43.0,Intuit
WUV10035,0.0,2.0,Idaho Falls,802.0,3462238.0,F,O,3.0,ksthx,Rpauzvnlmj,United States of America,1-142-414-7706,122309.0,U,81.0,Bed Bath & Beyond
Lgk10036,,3.0,Scottsdale,518.0,2630578.0,,O,2.0,upsodawef,Bmbfuqpkylqtabsoo,United States of America,1-407-947-5386,285722.0,S,81.0,Diebold
Tcd10037,2.0,4.0,Wichita,374.0,612958.0,,O,9.0,gzfeh,Fgfyohzbse,United States of America,1-258-739-1381,212558.0,U,75.0,Darden Restaurants
kxt10038,,5.0,Santa Clara,652.0,2534811.0,F,O,1.0,MBJDHT,Atsmrfhsuxxzzjgrvuskhtcpwhs,United States of America,1-672-102-3843,151023.0,,11.0,Piedmont Natural Gas
HOS10039,1.0,,Columbia,501.0,3983470.0,m,R,1.0,tnaoxioy,JDUWXGLXRZQGCAXEWFDFB,Canada,,,U,90.0,Gannett
XSI10040,1.0,4.0,Windsor,694.0,1655697.0,m,U,4.0,Bkvclw,Qfeuqpefmnlweyjwveurw,United States of America,1-769-294-8359,73141.0,M,82.0,
KPI10041,0.0,,Saskatoon,338.0,1819333.0,m,R,1.0,Oubiohapwfb,Surnvnzyflcflufbmtbtxgmf,United States of America,1-681-729-7853,481681.0,M,38.0,World Fuel Services
hiv10042,3.0,5.0,Naperville,389.0,2590567.0,,O,0.0,Xrhmvfpzqs,Lgkfbfksctf,,1-260-360-1152,53062.0,M,96.0,E.W. Scripps
qxo10043,0.0,4.0,Berkeley,697.0,1771470.0,M,U,2.0,Tdplmxjnblr,Hucilm,United States of America,1-009-619-1159,309730.0,U,90.0,Fifth Third Bancorp
Gsp10044,5.0,2.0,Moreno Valley,630.0,3773953.0,f,O,2.0,GSYGXENORWL,Zsyzerhllwvvtebs,United States of America,1-799-905-6697,400198.0,M,98.0,National Semiconductor
Fkv10045,0.0,1.0,Des Moines,540.0,2772818.0,,R,,Crmgdhqcms,Jmzhcwuot,,1-778-455-0101,36994.0,U,31.0,3M
RQZ10046,5.0,2.0,Madison,547.0,3224271.0,,R,,Oiqgvgr,HHWQIETLUW,United States of America,1-734-700-3184,342771.0,W,34.0,
GRY10047,2.0,0.0,Oklahoma City,533.0,726190.0,,O,3.0,CRLDL,rpoptepsvyphifrcyvlaoghqedn,United States of America,1-287-138-0050,171960.0,U,100.0,McGraw-Hill
Uhu10048,4.0,0.0,Idaho Falls,812.0,3762880.0,,O,3.0,Yzlfpgraf,ITWICSPPTODNDKNRTXBAYVOJNACE,United States of America,1-655-905-8881,308562.0,,73.0,M&T Bank Corp.
Enc10049,0.0,1.0,Scottsdale,553.0,1686253.0,,R,4.0,ppqmn,Kxwqxlwjkbbsghzjxuwghmws,United States of America,1-292-945-9624,,W,100.0,Fred's
Dgz10050,3.0,1.0,Overland Park,730.0,726053.0,F,R,9.0,pzknwqhrofar,Wuvwv,United States of America,1-803-082-5990,30979.0,U,61.0,Motorola
Xsi10051,1.0,4.0,Lafayette,615.0,3222421.0,m,O,10.0,BAMXMTMPVB,PQXAZLUOMLEMJAMLKJASMKTHLGIDF,Canada,1-688-610-8556,301764.0,M,72.0,Children's Place Retail Stores
Tqq10052,2.0,3.0,Tacoma,654.0,218472.0,F,O,8.0,,uirzkqxe,Canada,1-510-911-1412,367956.0,U,34.0,UGI
Vbj10053,3.0,4.0,Victoria,791.0,3441222.0,M,O,8.0,Sngknzjxcqk,tfvjjosukkhroqfbblvvlpitdssc,United States of America,1-483-303-8915,121964.0,M,23.0,Cincinnati Financial
Kpb10054,4.0,3.0,Memphis,332.0,1329934.0,M,O,0.0,LPALGNMLLV,hezgmmyxnurbugqbkr,United States of America,1-479-489-4960,353936.0,W,61.0,Amkor Technology
pgh10055,0.0,,Norfolk,510.0,2881163.0,,O,10.0,slmoi,Ftmldhkwfjjdkdn,United States of America,1-279-217-5453,463771.0,W,51.0,Perrigo
Utw10056,0.0,1.0,San Jose,666.0,3431520.0,,O,,Zawlajjegb,ocdekfzezia,United States of America,1-632-565-2831,323990.0,,16.0,Harley-Davidson
osk10057,2.0,0.0,Rochester,594.0,203573.0,,R,8.0,ycmxdyigzkd,Haxcuirbxzghiylpchsnj,United States of America,1-886-121-4794,476366.0,S,84.0,American Greetings
MZP10058,3.0,2.0,Hampton,,232850.0,m,O,1.0,Wltcadjqu,Dykrutfymrfqecuvbwyujgbtjwyvj,United States of America,1-070-535-6972,,D,33.0,Ashland
Ixo10059,0.0,3.0,Rockford,677.0,230107.0,,O,1.0,,DACHJNAAGH,United States of America,1-933-413-2342,134760.0,W,67.0,Scotts Miracle-Gro
SMA10060,0.0,4.0,Overland Park,484.0,3683833.0,,O,8.0,sxepc,XVFGUSHBBGKB,United States of America,1-891-019-9037,420695.0,M,23.0,ScanSource
dge10061,5.0,3.0,Oshawa,436.0,2315776.0,,O,2.0,ejeamc,Punva,Canada,1-109-880-5806,396813.0,U,98.0,CarMax
zrj10062,1.0,0.0,Columbus,480.0,,,O,,Otczatd,Ouczxanszaaveznwuvvd,United States of America,1-831-077-5103,161845.0,M,78.0,Archer Daniels Midland
yuw10063,3.0,3.0,Hay River,514.0,3261613.0,M,R,3.0,RLQUGFVJ,SEFBFVAQEXXTMLEFRUEDELTM,United States of America,1-368-825-9338,460815.0,U,0.0,Walgreen
WIR10064,1.0,4.0,Manchester,658.0,1255727.0,,O,10.0,DVOPDAX,ZHARYIVTAYLXGGOGMY,United States of America,1-111-668-4356,105812.0,M,62.0,Micron Technology
aey10065,1.0,2.0,St. Paul,465.0,3068148.0,,R,0.0,Mqlklqndpz,CAEWDAZCOWTWYOUCHHXRUQTR,United States of America,1-934-310-6708,82416.0,U,72.0,Hovnanian Enterprises
CTU10066,1.0,2.0,Waco,508.0,1599721.0,M,R,,Vqdptef,FERDTAINXZQN,United States of America,,13053.0,M,21.0,
PPX10067,0.0,4.0,Columbia,375.0,1691481.0,m,R,6.0,Hyxaq,Msxscbulohz,United States of America,1-098-084-9093,498286.0,D,92.0,Blockbuster
Lho10068,5.0,4.0,Worcester,751.0,136905.0,f,R,6.0,AZPZAL,Fauetkegduqpslyljskmoajfocigq,United States of America,1-294-965-8900,303617.0,S,73.0,Patterson
snk10069,2.0,5.0,Mobile,,3129743.0,f,O,,Tlxhvmrhvl,Kwhcghgtntrpwojvsgxr,United States of America,,399677.0,M,45.0,Temple-Inland
cvd10070,1.0,0.0,Louisville,665.0,2693706.0,,U,1.0,Tmrxiya,ebuamqjd,United States of America,,144231.0,U,88.0,Abbott Laboratories
ogt10071,0.0,4.0,Yonkers,436.0,16462.0,f,O,4.0,MPRWU,Liozxbiqtegiuspwiykjedgvwt,United States of America,1-048-096-5918,373697.0,,4.0,Integrys Energy Group
Fno10072,2.0,5.0,Stamford,337.0,2155019.0,,U,4.0,KUMVQDVSDQ,Psdtpsbuaupyksaepannfqt,United States of America,1-283-862-3359,307469.0,S,30.0,StanCorp Financial
lfp10073,4.0,1.0,Naperville,583.0,3690017.0,M,R,6.0,cmerlitsxroh,Vixlmcrbgmkxzlxnfuprada,United States of America,1-001-377-1529,122087.0,S,74.0,Olin
Gmp10074,,0.0,Inglewood,,3540302.0,,U,0.0,HAQEQWFIE,Tumufkuqumtxnggibahyjkp,United States of America,1-315-660-4386,261407.0,M,66.0,Catalyst Health Solutions
Ntq10075,4.0,0.0,Milwaukee,391.0,1692798.0,,O,4.0,TZBNMARE,YSQXUVGAW,United States of America,1-406-599-2861,31387.0,D,100.0,Fannie Mae
epg10076,1.0,5.0,Iqaluit,761.0,3331506.0,m,O,3.0,denoyzvw,Xefnyyvum,United States of America,1-448-934-9856,157597.0,M,22.0,Coventry Health Care
xug10077,2.0,5.0,Indianapolis,745.0,1356771.0,f,R,2.0,Yvdtdu,BRUNVRDDM,,1-739-095-9177,378281.0,D,69.0,Brookdale Senior Living
Wuq10078,5.0,1.0,Indianapolis,750.0,349586.0,M,U,,quzdomd,Exddzuaultnaymkf,United States of America,1-263-330-3722,480199.0,U,38.0,AECOM Technology
nkv10079,,1.0,Berkeley,817.0,2058296.0,,O,6.0,Dkmsg,LDZTCIGFMTTGOSMGVBJDOSO,United States of America,1-717-139-3674,46065.0,W,30.0,Bemis
NUT10080,3.0,4.0,Las Cruces,316.0,2114682.0,,R,5.0,Wmxtsjs,Almryqsq,United States of America,1-722-770-3518,255263.0,M,36.0,Alliance Data Systems
HIS10081,1.0,2.0,Honolulu,455.0,3647819.0,,O,,SVXIBF,cdnueynqvjodscbrsjtjmece,United States of America,1-384-014-2572,225331.0,S,16.0,VWR Funding
Jyi10082,3.0,4.0,Simi Valley,654.0,3183870.0,,U,2.0,Cugpoafnc,SAPVDZJUHSQIWBCOIX,United States of America,1-194-403-9641,338565.0,M,16.0,Wyeth
xwa10083,2.0,5.0,Warren,333.0,2003485.0,,O,8.0,VFARZHD,Tpfmeigbohkwbmsefzai,United States of America,1-743-589-1084,417002.0,W,96.0,Becton Dickinson
Otj10084,5.0,2.0,Detroit,694.0,1056073.0,,O,6.0,Ovtecwmtge,Dxuacelnwciqceyjkwhqmt,Canada,1-748-948-6135,12553.0,M,95.0,Calumet Specialty Products
Oyf10085,5.0,2.0,Scottsdale,746.0,1649128.0,,O,9.0,Axbnehejt,fkgeuojqonkfwnpsi,United States of America,1-488-954-9587,443000.0,M,84.0,UGI
bte10086,4.0,4.0,Providence,631.0,3061951.0,,R,,,Ipyeqetwhcdqlidlyzixwzql,United States of America,1-487-588-4438,,U,10.0,Dun & Bradstreet
