prospect_gncd,prospect_nmbrcrs,prospect_ddrssln2,prospect_ncm,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_ntwrth,prospect_phn,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_mrtlstts,prospect_wnrrntflg,prospect_mplr
Egn1278,1.0,,434919.0,95.0,Aurora,United States of America,1.0,435.0,591978.0,1-002-204-0709,V6r 1u2,WV,2.0,U,O,Medco Health Solutions
Tah1279,0.0,,409171.0,11.0,Huntington Beach,United States of America,5.0,345.0,1566884.0,1-560-601-9858,M9d 1u1,NJ,5.0,S,O,H.J. Heinz
Tog1280,4.0,,35973.0,74.0,Cheyenne,United States of America,1.0,845.0,2233915.0,1-003-740-6871,V6q 1w6,MT,4.0,U,U,Allegheny Technologies
ing1281,0.0,,496333.0,8.0,Bismarck,Canada,0.0,583.0,1697753.0,1-483-304-6077,70132,WI,2.0,,R,Perrigo
Dac1282,5.0,,34940.0,39.0,Syracuse,United States of America,1.0,410.0,2281290.0,1-018-689-7394,94467,AR,4.0,U,R,Texas Instruments
SEA1283,,,433355.0,36.0,Chicago,Canada,4.0,743.0,3872337.0,1-945-171-3526,V6p 1r2,DC,3.0,U,O,Gannett
Ert1284,0.0,,204073.0,10.0,Newport News,United States of America,7.0,316.0,2092159.0,1-990-496-1766,M3w 1l1,British Columbia,5.0,M,O,
Cay1285,5.0,,311152.0,73.0,Jackson,United States of America,3.0,690.0,1311610.0,,32210,NJ,2.0,D,O,Dean Foods
Wil1286,0.0,,140649.0,56.0,Ann Arbor,Canada,1.0,448.0,2854213.0,1-017-610-2976,v6b 1s5,IA,4.0,U,O,T. Rowe Price
Reg1287,3.0,,133125.0,90.0,Allentown,Canada,10.0,517.0,503224.0,1-215-714-0481,T5A 1Z8,FL,4.0,U,O,Gardner Denver
mer1288,3.0,,424101.0,64.0,Toronto,United States of America,3.0,787.0,2678386.0,1-035-789-6847,45211,RI,3.0,S,R,Delta Air Lines
Squ1289,4.0,,60208.0,6.0,El Monte,United States of America,8.0,543.0,1823472.0,1-651-228-6591,46238,British Columbia,4.0,D,O,EMC
Gas1290,0.0,,382836.0,4.0,Richmond,United States of America,10.0,639.0,3929702.0,1-987-819-6633,94493,CT,5.0,M,O,CME Group
Owe1291,4.0,,151861.0,97.0,Little Rock,United States of America,3.0,730.0,2039071.0,1-683-225-8085,V6h 1t2,Prince Edward Island,0.0,M,O,Lincoln Electric Holdings
agh1292,2.0,,71838.0,,Macon,United States of America,4.0,374.0,3295828.0,1-776-096-9636,99725,Manitoba,2.0,U,O,New Jersey Resources
per1293,,,13393.0,45.0,Honolulu,Canada,8.0,307.0,408058.0,1-738-161-5093,H7h 1v6,IL,0.0,D,U,Valassis Communications
mar1294,0.0,,48174.0,62.0,St. Johns,United States of America,4.0,420.0,2402816.0,1-661-702-6449,61107,SC,5.0,S,O,Hexion Specialty Chemicals
Poy1295,3.0,,291845.0,60.0,Nashua,United States of America,5.0,607.0,3276957.0,1-506-342-0828,33160,MD,0.0,,O,Old Republic International
Nor1296,4.0,Apt. 202,114680.0,31.0,Huntington,Canada,1.0,510.0,1989523.0,1-297-444-5533,93877,CO,4.0,M,R,
Pre1297,1.0,,402704.0,98.0,Winnipeg,United States of America,7.0,313.0,3405299.0,1-797-072-5206,44110,FL,,U,R,AGCO
ing1298,2.0,,176331.0,81.0,Santa Clara,Canada,2.0,672.0,2615638.0,1-982-829-3696,85037,ND,5.0,S,O,GameStop
YER1299,0.0,,369094.0,45.0,Mount Pearl,United States of America,6.0,531.0,1007245.0,1-142-222-3994,91320,WA,4.0,M,,eBay
Lya1300,0.0,,13493.0,26.0,Baltimore,Canada,1.0,352.0,2654937.0,1-029-545-3628,48213,MO,4.0,M,O,Cummins
Bos1301,3.0,,353507.0,25.0,Salem,United States of America,3.0,431.0,3834204.0,1-521-945-7110,92148,VT,,U,R,Systemax
Mcd1302,,,254075.0,96.0,Lincoln,Canada,9.0,413.0,1223723.0,1-321-041-0384,e7o 1q4,Ontario,0.0,U,O,RadioShack
VII1303,0.0,,312305.0,18.0,Great Falls,United States of America,5.0,682.0,406806.0,1-534-030-4476,53759,WY,1.0,S,O,Service Enterprise Group
her1304,4.0,,483335.0,56.0,Paterson,United States of America,6.0,487.0,839378.0,1-053-195-2833,10068,GA,3.0,S,O,BearingPoint
May1305,,,,49.0,Toronto,United States of America,7.0,554.0,414126.0,,74103,MS,5.0,M,O,Worthington Industries
Hal1306,1.0,,273949.0,79.0,Yonkers,United States of America,7.0,552.0,3220146.0,1-877-535-3350,66624,PA,5.0,W,O,NiSource
STE1307,4.0,,95144.0,87.0,Coral Springs,Canada,1.0,704.0,1359422.0,1-254-886-9051,76120,NY,0.0,S,O,H.J. Heinz
Haa1308,1.0,,145720.0,10.0,El Monte,United States of America,7.0,,2734888.0,1-989-937-7865,93869,MT,4.0,,O,Consol Energy
fle1309,2.0,,436686.0,46.0,Dayton,United States of America,5.0,477.0,1272562.0,1-169-112-7924,v6r 1v9,LA,3.0,U,O,Valero Energy
wal1310,2.0,,452738.0,48.0,Lincoln,United States of America,3.0,329.0,,1-299-733-4392,98148,HI,5.0,U,O,United Services Automobile
mor1311,4.0,,145288.0,93.0,Sherbrooke,United States of America,8.0,831.0,3847425.0,1-084-315-4415,44301,OH,3.0,U,O,DRS Technologies
jan1312,1.0,,221882.0,50.0,Shreveport,United States of America,4.0,620.0,3025982.0,1-414-818-1188,57702,MI,1.0,U,R,Mueller Water Products
van1313,4.0,,14405.0,31.0,San Diego,Canada,8.0,485.0,2521783.0,1-983-209-0286,H2e 1v5,ND,3.0,M,R,W.R. Grace
Rou1314,4.0,,491148.0,42.0,Oxnard,United States of America,6.0,349.0,3003955.0,1-228-142-7457,77119,GA,4.0,M,O,Foot Locker
TAH1315,3.0,,439539.0,41.0,Augusta,United States of America,4.0,710.0,1528063.0,1-519-379-3422,14224,AL,5.0,U,O,Boise Cascade Holdings
Gli1316,5.0,,464637.0,33.0,Hartford,Canada,,,209853.0,1-009-463-2794,v6s 1r8,Alberta,3.0,M,U,Rite Aid
Fil1317,5.0,,364193.0,49.0,Pomona,United States of America,5.0,392.0,,1-126-781-5775,V6V 1S4,IL,0.0,M,O,Capital One Financial
De 1318,4.0,,32958.0,4.0,Orange,United States of America,,354.0,3058804.0,1-313-460-9270,19075,VT,4.0,W,O,Marshall & Ilsley Corp.
Let1319,2.0,,82412.0,14.0,Palmdale,United States of America,4.0,529.0,1606513.0,1-798-356-4562,97208,TX,3.0,U,U,Mattel
Shi1320,2.0,,288984.0,38.0,Salt Lake City,United States of America,9.0,509.0,3540880.0,1-938-878-2878,94319,OR,5.0,M,,
SHA1321,4.0,,107831.0,70.0,Oklahoma City,United States of America,6.0,764.0,2718726.0,1-650-311-9912,y5c 1m8,CT,4.0,M,O,National Oilwell Varco
Gur1322,0.0,APT. 784,84588.0,60.0,Tulsa,Canada,4.0,412.0,2710048.0,1-077-572-2066,A5E 1B1,SD,3.0,S,O,Unified Grocers
But1323,2.0,,426245.0,9.0,Ontario,United States of America,5.0,695.0,3592521.0,1-346-199-2974,V5C 1N4,OR,2.0,M,O,Northeast Utilities
Rag1324,5.0,,113699.0,88.0,Toledo,United States of America,0.0,391.0,,1-196-113-9442,75229,ND,1.0,S,R,Patterson-UTI Energy
Ban1325,5.0,,197182.0,1.0,Lexington,United States of America,10.0,595.0,292441.0,1-055-835-4448,V6O 1Q7,Manitoba,0.0,M,R,Int. Flavors & Fragrances
Kab1326,5.0,,386956.0,50.0,Cincinnati,United States of America,7.0,597.0,3654357.0,1-145-039-7694,M5g 1x5,Manitoba,5.0,W,R,Universal Forest Products
CHE1327,3.0,,225457.0,53.0,Indianapolis,Canada,6.0,555.0,1100613.0,1-310-774-3571,90283,NV,0.0,M,O,CBS
Ude1328,1.0,,51599.0,47.0,Memphis,United States of America,3.0,356.0,1105369.0,1-340-508-5627,h2f 1v3,CO,3.0,S,R,
KUH1329,1.0,,28939.0,86.0,Manchester,United States of America,9.0,444.0,482261.0,1-664-932-3141,77293,MO,2.0,U,,Ruddick
Moo1330,5.0,,105731.0,54.0,Manchester,United States of America,5.0,529.0,3331401.0,1-982-742-5390,91171,NM,5.0,D,U,BlackRock
has1331,2.0,,331132.0,27.0,Dallas,United States of America,9.0,537.0,72664.0,1-524-674-5759,v6h 1s9,DC,4.0,S,O,Hanesbrands
bho1332,1.0,,185551.0,93.0,Providence,United States of America,8.0,317.0,1895204.0,1-017-641-6223,36681,VT,5.0,S,O,Molina Healthcare
Pag1333,2.0,,371975.0,31.0,Akron,United States of America,1.0,434.0,40488.0,1-172-121-1695,79953,LA,3.0,M,,Allstate
Van1334,4.0,,455111.0,78.0,St. Louis,United States of America,9.0,309.0,3234538.0,1-559-078-8057,78231,NC,3.0,M,R,Biogen Idec
Fur1335,1.0,,313217.0,35.0,Fort Collins,United States of America,9.0,384.0,1927631.0,1-355-616-0205,77222,UT,0.0,U,O,Deere
Car1336,5.0,,185298.0,19.0,Las Cruces,United States of America,4.0,840.0,875273.0,1-118-904-8413,V6b 1p6,OK,4.0,U,R,Realogy
bry1337,4.0,,228379.0,72.0,West Valley,Canada,6.0,469.0,1800722.0,1-622-678-7594,V6L 1S2,WA,5.0,M,R,Sprint Nextel
Ahm1338,1.0,,496565.0,38.0,Fort Wayne,United States of America,8.0,746.0,2317949.0,1-706-053-4885,V6q 1s7,NC,2.0,M,U,Sauer-Danfoss
Spe1339,3.0,,64482.0,36.0,Winston-Salem,United States of America,8.0,521.0,3889367.0,1-745-265-2000,h5l 1q1,WA,0.0,W,O,Key Energy Services
God1340,1.0,,475046.0,5.0,Sterling Heights,United States of America,3.0,843.0,63801.0,1-855-485-3690,77187,HI,3.0,D,O,Nalco Holding
pla1341,4.0,,30917.0,59.0,Washington,United States of America,3.0,846.0,2356169.0,1-487-695-6602,27710,TN,,U,U,Delphi
Bar1342,1.0,,65213.0,29.0,Aurora,United States of America,4.0,426.0,1407956.0,1-716-856-1583,79952,IL,4.0,M,O,Boise Cascade Holdings
rum1343,5.0,,415653.0,,Memphis,United States of America,9.0,833.0,2229772.0,1-729-421-9684,68129,MT,2.0,M,O,AMR
cud1344,2.0,,347883.0,45.0,Stockton,Canada,3.0,306.0,3729163.0,1-463-913-7573,94210,AR,1.0,M,R,Best Buy
Dem1345,0.0,,162007.0,38.0,New York,United States of America,10.0,567.0,803737.0,1-110-070-7433,H2e 1u9,AK,4.0,M,O,Bank of America Corp.
KON1346,4.0,,427217.0,57.0,Mesquite,United States of America,4.0,429.0,2638958.0,1-404-032-5960,94443,MA,,S,O,Schering-Plough
MEL1347,0.0,,168549.0,73.0,Las Cruces,United States of America,6.0,826.0,2192090.0,1-108-439-5363,99207,Alberta,1.0,M,O,Dole Food
KER1348,3.0,,5312.0,76.0,Inglewood,Canada,1.0,433.0,980763.0,1-353-200-3958,M8b 1v6,NC,,S,R,Robert Half International
Lud1349,5.0,,105104.0,19.0,Charlotte,United States of America,,459.0,3242031.0,1-473-053-5437,V6o 1v3,AZ,2.0,,O,Solo Cup
Rus1350,0.0,,408724.0,49.0,Thousand Oaks,United States of America,10.0,610.0,3150691.0,1-632-240-0043,70810,HI,5.0,U,O,Kroger
RAN1351,0.0,,427367.0,59.0,Fayetteville,Canada,10.0,367.0,673563.0,1-930-346-6944,M7M 1C2,TX,1.0,S,R,NBTY
Nag1352,,,76414.0,,Hartford,Canada,2.0,303.0,3813942.0,1-435-651-2948,38195,VA,4.0,M,O,U.S. Bancorp
ben1353,0.0,,494319.0,26.0,Hialeah,United States of America,2.0,695.0,3044826.0,,98152,AZ,,U,O,Boise
Cra1354,2.0,,222777.0,33.0,Charleston,United States of America,5.0,556.0,1951847.0,1-322-554-5586,M5A 1Z6,MA,4.0,M,O,Bio-Rad Laboratories
Jun1355,3.0,,346206.0,96.0,Huntington,United States of America,5.0,396.0,436290.0,,h2d 1u3,AR,,S,O,Rohm & Haas
LOV1356,4.0,,,85.0,Dover,United States of America,3.0,635.0,553636.0,,20053,British Columbia,2.0,S,O,Children's Place Retail Stores
COL1357,0.0,,141121.0,32.0,Charlottetown,United States of America,5.0,,575452.0,1-591-301-0571,06524,AR,1.0,U,R,First American Corp.
Dav1358,1.0,,,76.0,St. Louis,United States of America,0.0,840.0,3806825.0,1-214-510-9743,v6p 1w5,New Brunswick,0.0,M,U,Enterprise GP Holdings
per1359,1.0,Apt. 109,389185.0,3.0,Boston,United States of America,5.0,531.0,2216247.0,1-190-665-6416,85265,MD,2.0,U,U,Apache
nau1360,3.0,,159885.0,64.0,Santa Clara,Canada,1.0,707.0,1694250.0,1-793-543-7082,78727,Ontario,3.0,M,O,United Natural Foods
MIL1361,3.0,,390567.0,24.0,Garland,United States of America,6.0,532.0,628762.0,1-760-939-3847,10013,NY,2.0,,U,SunTrust Banks
med1362,4.0,,452925.0,94.0,Raleigh,Canada,3.0,418.0,,1-776-712-0194,91154,GA,3.0,U,O,Hertz Global Holdings
NAL1363,3.0,,61077.0,4.0,Tacoma,Canada,1.0,,2427341.0,1-758-505-7440,55419,Saskatchewan,2.0,M,O,Lexmark International
COL1364,2.0,,238619.0,69.0,San Buenaventura,Canada,4.0,766.0,1660523.0,1-571-177-6873,E7o 1k5,CT,0.0,W,O,Sealed Air
ott1365,,APT. 57,53018.0,16.0,Bakersfield,United States of America,3.0,701.0,1659566.0,1-125-481-4991,33310,KY,2.0,D,U,Oneok
mch1366,5.0,,,0.0,Topeka,United States of America,5.0,753.0,2509452.0,1-563-310-3701,90153,IA,4.0,M,O,Consol Energy
las1367,1.0,Suite 328,282154.0,95.0,Sydney,United States of America,7.0,634.0,154720.0,1-986-914-1444,38173,Alberta,2.0,S,O,Domtar
Gil1368,0.0,,294569.0,,Miami,United States of America,1.0,597.0,,1-871-341-9058,h2a 1v8,TX,4.0,M,U,Assurant
hob1369,0.0,,450732.0,2.0,Stamford,United States of America,8.0,780.0,813623.0,1-151-327-5088,29419,NE,4.0,,O,Walgreen
Len1370,2.0,,418314.0,37.0,Springfield,United States of America,7.0,636.0,919479.0,1-669-076-1468,43219,SD,2.0,M,O,Republic Services
toh1371,0.0,,144923.0,68.0,Baton Rouge,United States of America,8.0,528.0,409447.0,1-625-594-7679,90776,Quebec,4.0,D,,Health Net
Prz1372,0.0,,220757.0,32.0,Montgomery,United States of America,4.0,728.0,2559343.0,,63165,WA,2.0,M,R,SLM
Sho1373,2.0,,480795.0,16.0,St. Petersburg,United States of America,1.0,684.0,1511125.0,,19235,WI,3.0,M,O,E*Trade Financial
Smo1374,1.0,,,2.0,Jackson,United States of America,5.0,545.0,49538.0,1-922-083-0358,72213,ME,1.0,S,O,Northern Trust Corp.
BAD1375,5.0,,15247.0,9.0,San Buenaventura,United States of America,6.0,775.0,393218.0,1-517-839-8397,M9f 1s4,SD,1.0,U,U,Centex
Mon1376,3.0,,404998.0,88.0,Inglewood,United States of America,3.0,545.0,1803483.0,,92050,SD,0.0,S,,Vishay Intertechnology
Gos1377,0.0,,251437.0,13.0,Hamilton,United States of America,9.0,687.0,2198139.0,,23465,British Columbia,2.0,U,R,
PAG1378,0.0,,455100.0,43.0,Atlanta,United States of America,5.0,,2949084.0,1-787-234-7410,v5b 1n5,MO,4.0,M,O,Scana
Leh1379,4.0,,242398.0,62.0,Erie,United States of America,10.0,440.0,3498191.0,1-916-277-4251,60748,AK,4.0,M,U,Procter & Gamble
Wai1380,3.0,,350069.0,29.0,Augusta,United States of America,3.0,682.0,2782578.0,1-850-887-5740,64134,ID,3.0,M,R,Molina Healthcare
Wol1381,3.0,,203702.0,93.0,Bellevue,United States of America,0.0,735.0,2885533.0,1-394-234-6526,81003,IN,0.0,U,O,Apollo Group
LON1382,3.0,,57109.0,33.0,Chicago,United States of America,5.0,412.0,2512324.0,1-102-557-8590,36102,NE,0.0,D,O,Hawaiian Electric Industries
Fur1383,5.0,Suite 14,322979.0,30.0,Oxnard,United States of America,10.0,572.0,1479245.0,1-571-230-4321,76003,WV,4.0,M,O,Erie Insurance Group
The1384,2.0,,328551.0,7.0,Montreal,Canada,1.0,809.0,298187.0,1-970-909-0899,19240,WY,3.0,M,R,Pentair
wat1385,0.0,,499460.0,100.0,Chula Vista,Canada,,808.0,3586500.0,1-401-624-1316,93808,Alberta,3.0,W,U,Schnitzer Steel Industries
Haw1386,2.0,,131356.0,81.0,Columbia,United States of America,7.0,841.0,3992559.0,1-128-585-2395,V6l 1r5,RI,2.0,M,O,Wendy's/Arby's Group
Liv1387,2.0,,104663.0,31.0,Madison,United States of America,8.0,664.0,1362382.0,1-888-335-2854,80111,MO,0.0,W,O,Harsco
PAT1388,4.0,,92864.0,87.0,Irvine,United States of America,7.0,479.0,,1-608-160-6229,10053,NE,4.0,M,O,Paccar
Tab1389,0.0,,398775.0,87.0,Lansing,United States of America,10.0,608.0,3733098.0,1-464-010-3535,77038,British Columbia,1.0,S,O,Burger King Holdings
Mul1390,5.0,,257173.0,98.0,Cedar Rapids,United States of America,8.0,364.0,1542024.0,1-137-988-6038,53218,MA,4.0,S,R,Volt Information Sciences
Laa1391,1.0,,84127.0,99.0,Bellevue,United States of America,9.0,815.0,1162138.0,1-766-743-9309,h5j 1q8,MD,3.0,U,O,Beckman Coulter
Rho1392,0.0,,124538.0,59.0,Oshawa,United States of America,5.0,459.0,,1-840-490-0326,T6D 1E3,IA,5.0,U,U,Collective Brands
RAN1393,1.0,,95175.0,93.0,West Valley,United States of America,4.0,416.0,3685624.0,1-471-037-3582,33716,OK,0.0,W,R,Scholastic
Van1394,4.0,,19441.0,39.0,Whitehorse,United States of America,1.0,509.0,3582803.0,1-277-006-2235,90087,KS,,M,O,IMS Health
Slo1395,3.0,,382719.0,24.0,Macon,United States of America,10.0,379.0,3737128.0,1-088-270-7799,81002,AZ,3.0,M,R,HealthSouth
Kra1396,2.0,,484039.0,89.0,Plano,United States of America,0.0,391.0,2603020.0,1-950-683-4334,99566,WA,0.0,M,U,AES
Lea1397,4.0,,,45.0,Edmonton,United States of America,10.0,342.0,2661754.0,1-771-522-4842,v6z 1s7,IL,2.0,D,O,Watson Wyatt Worldwide
Rez1398,4.0,apt. 816,129768.0,42.0,San Francisco,United States of America,0.0,426.0,656351.0,1-391-517-2753,79940,New Brunswick,2.0,W,O,NV Energy
Mul1399,1.0,,407775.0,11.0,Berkeley,Canada,2.0,647.0,425861.0,,t5d 1p9,CT,0.0,S,R,Liberty Media
Mic1400,1.0,,265421.0,52.0,Naperville,United States of America,4.0,800.0,2868510.0,1-238-931-9395,m6s 1h2,DC,3.0,U,U,Mueller Water Products
adk1401,1.0,Apt. 410,64519.0,,Escondido,United States of America,6.0,801.0,3361065.0,1-077-161-6331,90011,NV,0.0,M,O,Valmont Industries
arb1402,1.0,,162727.0,97.0,Chandler,Canada,7.0,480.0,2645298.0,1-633-800-2565,22334,NM,0.0,S,O,Liberty Global
loy1403,4.0,,390008.0,37.0,Montpelier,United States of America,5.0,505.0,13946.0,1-909-984-3943,V6m 1v9,New Brunswick,0.0,W,,Molex
Ber1404,2.0,,393946.0,91.0,Wichita,Canada,8.0,756.0,1170286.0,1-676-509-7388,01612,Manitoba,2.0,S,O,National Fuel Gas
mor1405,0.0,,434837.0,46.0,Fairbanks,United States of America,6.0,525.0,2699550.0,1-554-380-2052,M1G 1R6,Nova Scotia,1.0,U,O,Dover
QUE1406,5.0,,128809.0,23.0,London,United States of America,1.0,432.0,1459577.0,1-192-024-5241,35820,MT,4.0,U,O,DirecTV Group
Goo1407,0.0,,70724.0,65.0,Mesquite,Canada,10.0,304.0,1323264.0,1-897-403-0830,h2c 1y3,GA,3.0,M,O,St. Jude Medical
Kir1408,1.0,,80660.0,40.0,Greensboro,Canada,2.0,402.0,2270741.0,1-741-451-3570,60815,Manitoba,3.0,M,O,Williams-Sonoma
ber1409,2.0,,20363.0,4.0,Yonkers,Canada,,459.0,1362251.0,1-057-953-5828,38194,Alberta,3.0,U,O,Brightpoint
pol1410,4.0,,341461.0,65.0,Kitchener,United States of America,3.0,823.0,3863190.0,1-074-337-8861,V6H 1U9,MI,5.0,U,O,Weis Markets
MOU1411,,,397314.0,29.0,Sunnyvale,Canada,0.0,738.0,20910.0,1-283-517-3233,23463,MI,4.0,U,U,MSC Industrial Direct
Sto1412,2.0,,448123.0,14.0,New Orleans,United States of America,4.0,532.0,3505829.0,1-855-285-1143,X5E 1U1,MS,0.0,U,O,Ball
Rei1413,0.0,,97211.0,83.0,Sacramento,Canada,1.0,394.0,3127863.0,1-212-091-2183,43234,WY,,U,O,Catalyst Health Solutions
mej1414,2.0,apt. 25,395539.0,8.0,Mobile,United States of America,0.0,793.0,464964.0,,80018,Nova Scotia,4.0,M,O,AGL Resources
zub1415,5.0,apt. 948,428472.0,13.0,Hayward,Canada,10.0,765.0,,1-530-017-1948,V6c 1t2,MS,5.0,U,O,M&T Bank Corp.
Hai1416,3.0,,250024.0,,Hilo,United States of America,4.0,574.0,1265549.0,1-883-844-4809,75209,CT,1.0,W,O,Bemis
bri1417,1.0,,429284.0,43.0,Sterling Heights,United States of America,1.0,380.0,3047478.0,1-499-792-2473,06110,Quebec,2.0,M,O,Adobe Systems
BAR1418,1.0,,316311.0,36.0,Santa Clara,United States of America,8.0,369.0,2737122.0,1-915-118-9157,X7i 1r1,MT,5.0,M,R,LKQ
atl1419,2.0,,449359.0,,Madison,United States of America,4.0,664.0,2940471.0,1-047-607-6290,19114,NM,4.0,M,O,Newmont Mining
kum1420,2.0,,284111.0,29.0,Dayton,United States of America,9.0,768.0,3846613.0,1-188-566-5521,95205,MO,1.0,M,R,Key Energy Services
cra1421,2.0,,218682.0,72.0,Spokane,Canada,1.0,604.0,1240712.0,1-779-330-7735,93332,British Columbia,4.0,M,O,BJ's Wholesale Club
Jen1422,0.0,,,69.0,Reno,United States of America,2.0,,2347150.0,1-722-749-6972,19202,NJ,2.0,M,R,Viacom
ony1423,2.0,,466479.0,31.0,Newport News,United States of America,7.0,801.0,,1-043-012-1235,v6q 1w7,Ontario,3.0,S,R,Huntsman
and1424,0.0,,88824.0,0.0,Dayton,United States of America,3.0,413.0,3959952.0,1-321-952-3768,75026,NY,1.0,W,,Blockbuster
Sab1425,,APT. 736,84838.0,43.0,Lowell,United States of America,5.0,484.0,1609930.0,1-593-015-3350,20056,SC,3.0,W,O,Oceaneering International
HAS1426,5.0,,180953.0,3.0,Bellevue,United States of America,1.0,389.0,3463678.0,1-794-985-9390,94391,WY,1.0,M,R,Freescale Semiconductor
ber1427,1.0,,127651.0,,Portland,United States of America,7.0,647.0,359148.0,1-872-826-6371,m5a 1y5,UT,2.0,S,O,Thrivent Financial
mol1428,3.0,,461641.0,33.0,Ottawa,United States of America,7.0,475.0,2118243.0,1-722-050-8438,V6c 1r8,MT,2.0,U,O,Protective Life
Nem1429,,,,64.0,Ottawa,United States of America,2.0,364.0,2092878.0,1-567-610-8134,45205,Ontario,5.0,M,R,Pacific Life
nor1430,,,59965.0,92.0,Des Moines,United States of America,2.0,340.0,403057.0,1-985-769-7168,99559,CO,4.0,M,O,Constellation Brands
HUS1431,0.0,suite 122,399662.0,16.0,Salinas,United States of America,8.0,699.0,2636894.0,1-799-509-0373,95298,MO,,M,R,American Express
KAY1432,2.0,,134088.0,68.0,Independence,United States of America,4.0,353.0,1360004.0,1-983-800-5242,23239,AL,1.0,U,O,Emerson Electric
Soi1433,1.0,,25889.0,47.0,Garland,United States of America,4.0,351.0,2922377.0,1-690-814-6452,04103,MT,5.0,W,U,Avis Budget Group
Bun1434,0.0,,425827.0,18.0,Durham,United States of America,6.0,339.0,1144785.0,1-332-461-0867,V6c 1t6,WI,1.0,U,R,Dun & Bradstreet
Kin1435,3.0,,158093.0,49.0,Kitchener,Canada,8.0,832.0,690738.0,1-481-002-0139,v6s 1t1,TX,3.0,U,O,Owens & Minor
JED1436,2.0,,190713.0,,Dayton,United States of America,7.0,717.0,791534.0,1-667-614-7770,95192,DC,3.0,U,O,Broadridge Financial Solutions
val1437,3.0,,305355.0,66.0,Augusta,United States of America,0.0,607.0,400038.0,1-843-990-2613,02102,AR,5.0,D,O,Tenneco
Wen1438,1.0,,132251.0,17.0,Ann Arbor,Canada,,722.0,2804529.0,,V6g 1q6,ND,3.0,M,O,Mirant
ZIM1439,4.0,,289203.0,6.0,Scottsdale,Canada,3.0,560.0,3705739.0,1-824-968-9079,36106,AK,2.0,M,O,Symantec
Yuh1440,1.0,,425736.0,80.0,Irvine,United States of America,1.0,327.0,1798130.0,1-322-081-3232,v6i 1r6,OH,0.0,M,O,Land O'Lakes
Lat1441,2.0,,70444.0,96.0,Wichita,Canada,5.0,747.0,3502432.0,1-819-895-0022,58501,Ontario,2.0,W,O,Illinois Tool Works
STO1442,2.0,,282725.0,,Biloxi,Canada,1.0,712.0,2074888.0,1-328-061-6071,90164,British Columbia,0.0,,,Assurant
pea1443,2.0,,206554.0,67.0,Durham,United States of America,9.0,410.0,1140159.0,1-841-422-6394,m2r 1d9,LA,5.0,M,O,Brookdale Senior Living
ham1444,4.0,,85624.0,73.0,McAllen,United States of America,1.0,317.0,1007843.0,1-422-387-8423,60819,ME,1.0,S,,Biomet
ESH1445,,,298008.0,77.0,Whitehorse,United States of America,0.0,390.0,3454615.0,1-645-136-4323,14224,OR,1.0,M,O,Eaton
KOS1446,1.0,,426550.0,65.0,Stockton,United States of America,,698.0,1208329.0,1-251-197-9978,H2g 1y7,WI,1.0,M,O,BlueLinx Holdings
Hol1447,3.0,,188000.0,,Jacksonville,United States of America,0.0,400.0,2078508.0,1-549-706-8037,35828,LA,3.0,M,O,CVR Energy
gor1448,1.0,,146853.0,94.0,Oshawa,United States of America,8.0,306.0,765655.0,1-287-390-0344,80076,Manitoba,1.0,W,O,Nordstrom
dao1449,3.0,,488227.0,42.0,Beaumont,Canada,3.0,748.0,,1-136-871-4853,V6h 1p6,AK,5.0,S,U,Cenveo
fri1450,5.0,,135652.0,96.0,Raleigh,United States of America,7.0,382.0,1197470.0,1-718-839-1233,78297,NJ,5.0,U,O,Aon
wes1451,0.0,,91230.0,46.0,Hollywood,Canada,1.0,353.0,180887.0,1-513-262-1083,85745,UT,5.0,M,O,Varian Medical Systems
Rid1452,1.0,,155912.0,3.0,Pasadena,United States of America,,620.0,1500237.0,1-168-196-3269,52410,WI,2.0,S,O,Noble Energy
REC1453,2.0,,424742.0,38.0,Fullerton,United States of America,3.0,579.0,506636.0,1-124-350-1278,94526,OH,0.0,M,O,XTO Energy
Cor1454,2.0,,,25.0,Chicago,United States of America,10.0,487.0,382143.0,1-965-637-7884,48267,UT,3.0,U,O,Jones Lang LaSalle
RUT1455,4.0,,164284.0,1.0,Scottsdale,Canada,6.0,,200505.0,1-037-404-2204,22311,IN,3.0,,O,Global Partners
her1456,2.0,,270824.0,12.0,Vancouver,United States of America,10.0,526.0,145414.0,1-902-506-5132,M5d 1x3,IL,4.0,M,R,Smith International
EAR1457,2.0,,2995.0,83.0,Fairbanks,United States of America,4.0,587.0,789534.0,1-338-283-6126,H2f 1v8,MO,2.0,W,O,Hudson City Bancorp
Hew1458,2.0,,284237.0,94.0,Ottawa,United States of America,4.0,835.0,747028.0,1-500-865-6694,76101,VA,,U,,Teradata
Sch1459,5.0,Apt. 746,10797.0,,Baltimore,United States of America,1.0,483.0,2365399.0,1-561-743-3674,44309,AR,0.0,S,O,
wai1460,5.0,,67931.0,27.0,Erie,Canada,4.0,495.0,2593403.0,1-559-120-2354,t5a 1z8,DE,1.0,U,O,eBay
kri1461,0.0,,428362.0,31.0,San Antonio,United States of America,,562.0,1373375.0,1-975-153-0698,H2b 1v3,VT,3.0,M,O,PNC Financial Services Group
